ÈÕÆÚ,000038.SZ,000607.SZ,002027.SZ,002071.SZ,002131.SZ,002137.SZ,002143.SZ,002400.SZ,002591.SZ,002654.SZ,002712.SZ,002878.SZ,300038.SZ,300058.SZ,300061.SZ,300063.SZ,300071.SZ,300242.SZ,300269.SZ,300280.SZ,300336.SZ,300343.SZ,300392.SZ,300612.SZ,300781.SZ,300792.SZ,600242.SH,600381.SH,600386.SH,600986.SH,603598.SH,603729.SH,603825.SH
2014/1/2,7.6702,4.2192,1.4792,21.442,1.3177,4.04,4.1503,8.9564,6.3392,3.616,,,6.0208,12.4246,4.3385,2.3173,7.9607,2.8576,9.4595,9.4236,7.8221,5.3523,,,,,5.71,16.75,3.6976,3.2287,,,
2014/1/3,7.6214,4.2192,1.5099,23.5912,1.3252,4.02,4.1503,9.5967,6.4344,3.5411,,,6.0736,13.2864,4.1274,2.2797,7.9607,2.8873,9.7723,9.284,7.7367,5.3399,,,,,5.52,16.75,3.742,3.1512,,,
2014/1/6,7.4263,4.2192,1.4876,24.3176,1.3252,3.96,4.1503,9.6302,6.1107,3.5411,,,6.1264,13.4733,3.8152,2.2143,7.9607,2.8378,9.5025,8.9848,7.0988,4.9678,,,,,5.28,16.75,3.5689,3.0454,,,
2014/1/7,7.2739,4.2192,1.496,23.5017,1.3262,4.01,4.1503,9.656,6.3296,3.6812,,,6.2321,13.335,3.9044,2.3153,7.9607,2.8715,9.6902,9.1045,7.3994,5.0641,,,,,5.42,16.75,3.5866,3.0595,,,
2014/1/8,7.7739,4.2192,1.5182,24.6459,1.3581,4.08,4.1503,9.8316,6.639,3.8212,,,6.5102,14.2138,3.9014,2.3371,7.9607,2.8259,9.5221,9.1444,7.7411,5.2451,,,,,5.38,16.75,3.591,3.0243,,,
2014/1/9,7.4995,4.2192,1.6715,23.9096,1.3139,3.92,4.1503,9.9246,6.5486,3.5867,,,5.9856,14.1628,4.0531,2.2738,7.9607,2.806,10.4759,8.8053,7.4465,5.0765,,,,,5.17,16.75,3.5644,2.9608,,,
2014/1/10,7.3166,4.2192,1.6185,23.9096,1.2481,3.85,4.1503,9.3979,6.2821,3.4303,,,5.9962,13.6821,3.7587,2.2381,7.9607,2.6633,10.984,8.6059,7.2727,5.1502,,,,,5.15,16.75,3.3647,2.8833,,,
2014/1/13,7.3775,4.2192,1.56,23.9096,1.2434,3.88,4.1503,9.4727,6.1298,3.5183,,,6.049,13.8496,3.8152,2.25,7.9607,2.6077,11.5313,8.7256,8.0004,5.1954,,,,,5.07,16.75,3.2714,2.8833,,,
2014/1/14,7.4446,4.2192,1.6018,23.9096,1.25,3.92,4.1503,10.2008,6.3249,3.6909,,,6.1898,14.323,4.0739,2.4362,7.9607,2.6871,12.5476,9.1244,8.133,5.3903,,,,,5.18,16.75,3.3203,2.9467,,,
2014/1/15,7.4019,4.2192,1.6325,23.9096,1.2688,3.94,4.1503,10.3273,6.5295,3.7919,,,6.3799,14.3716,4.0977,2.4362,7.9607,2.7803,12.0433,10.0419,8.1521,5.3625,,,,,5.13,16.75,3.3336,2.9397,,,
2014/1/16,7.4141,4.2192,1.5907,23.9096,1.2688,3.92,4.1503,10.1982,6.5295,3.8212,,,6.5067,14.323,3.8955,2.6798,7.9607,2.8893,11.8987,11.0491,8.2935,5.3012,,,,,5.21,16.75,3.3513,2.9608,,,
2014/1/17,7.3714,4.2192,1.7495,26.2976,1.2688,3.85,4.1503,10.2912,6.6057,3.9613,,,6.1969,14.0438,4.285,2.5907,7.9607,2.8774,11.328,11.9266,8.2449,5.2363,,,,,5.08,16.75,3.2448,2.9044,,,
2014/1/20,7.2983,4.2192,1.925,28.9244,1.3675,3.88,4.1503,9.9788,6.6961,3.8831,,,6.0525,13.8787,4.2107,2.5075,7.9607,2.8378,11.8831,12.2557,8.0372,5.0021,,,,,5.06,16.75,3.1827,2.9326,,,
2014/1/21,7.3775,4.2192,2.1172,31.8198,1.3186,3.88,4.1503,10.428,6.6961,4.2284,,,6.1969,14.5293,4.285,2.5609,7.9607,3.0301,11.9925,13.4822,8.4408,5.0933,,,,,5.1,16.75,3.2981,2.9608,,,
2014/1/22,7.6641,4.2192,2.3289,31.969,1.3233,3.97,4.1503,11.1045,6.8056,4.2187,,,6.4257,15.2139,4.2672,2.5689,7.9607,3.044,10.941,14.8285,8.4114,5.1881,,,,,5.26,16.75,3.4002,3.0313,,,
2014/1/23,7.6519,4.2192,2.2899,32.2974,1.3233,3.98,4.1503,11.8532,6.7342,4.1763,7.0248,,6.6722,15.7019,4.3385,2.5748,7.9607,3.1352,11.1169,16.3143,8.7399,5.1808,,,,,5.25,16.75,3.5111,3.0243,,,
2014/1/24,7.8348,4.2192,2.2983,30.4467,1.3807,4.02,4.1503,11.6441,6.7722,4.1535,7.7276,,6.7215,15.7286,4.2315,2.6124,7.9607,3.0123,11.2772,15.7858,8.6574,5.3341,,,,,5.31,16.75,3.5467,3.0666,,,
2014/1/27,7.719,4.2192,2.315,30.2477,1.3929,4,4.1503,11.3084,7.172,4.2415,8.4996,,6.7743,15.2916,4.1155,2.6719,7.9607,3.1134,11.3397,15.5265,8.7811,5.6624,,,,,5.2,16.75,3.5733,3.0243,,,
2014/1/28,7.597,4.2192,2.2732,30.3472,1.4803,3.96,4.1503,11.3084,7.1387,4.0916,9.3504,,6.6863,15.0974,4.1334,2.5748,7.9607,3.0559,11.0426,15.2074,8.7134,5.5223,,,,,5.23,16.75,3.4978,3.0172,,,
2014/1/29,7.6519,4.2192,2.3317,30.0487,1.5057,3.97,4.1503,11.4117,7.2815,4.1046,9.3504,,6.7426,15.6242,4.3118,2.6105,7.9607,3.044,11.9065,15.6462,8.7576,5.5318,,,,,5.11,16.75,3.5733,3.0454,,,
2014/1/30,7.658,4.2192,2.2648,30.8447,1.5649,3.94,4.1503,11.5692,7.291,4.0037,9.3504,,6.6194,15.731,4.2374,2.5233,7.9607,3.0738,12.4225,15.2473,8.7502,5.4581,,,,,5.12,16.75,3.5999,3.0313,,,
2014/2/7,7.6885,4.2192,2.2955,30.1482,1.5743,4.02,4.1503,11.6415,7.3291,4.1861,9.9303,,6.6792,16.0903,4.4515,2.6382,7.9607,3.1273,12.528,15.5764,8.7517,5.3859,,,,,5.21,16.75,3.8529,3.0595,,,
2014/2/10,7.9202,4.2192,2.2676,30.8447,1.5743,4.1,4.1503,11.7602,7.5813,4.2969,10.9232,,6.725,16.1874,4.6181,2.6996,7.9607,3.2502,12.5476,15.9852,8.7001,5.4698,,,,,5.33,16.75,3.8485,3.1371,,,
2014/2/11,8.158,4.2192,2.184,30.1283,1.5743,4.12,4.1503,11.422,7.9287,4.1568,11.119,,7.1088,15.1969,4.5764,2.6936,7.9607,3.2284,13.2942,15.6562,8.5734,5.5676,,,,,5.46,16.75,3.9506,3.1371,,,
2014/2/12,8.158,4.2192,2.184,32.1282,1.5743,4.13,4.1503,10.7068,7.8716,4.349,11.2919,,7.056,14.9032,4.7221,2.7947,7.9607,3.2344,14.3652,17.2218,8.6161,5.5566,,,,,5.66,16.75,3.8973,3.1652,,,
2014/2/13,8.6031,4.2192,2.2509,28.9144,1.5743,4.1,4.1503,10.7068,7.7907,4.1893,10.9462,,6.6792,14.0317,4.398,2.6679,7.9607,3.1075,13.2903,15.4966,8.1006,5.3647,,,,,5.91,16.75,3.7109,3.13,,,
2014/2/14,8.6214,4.2192,2.1562,26.0687,1.5743,4.1,4.1503,10.7068,7.8478,4.1698,11.555,,6.7039,14.1992,4.5051,2.8164,7.9607,3.2027,14.6193,14.5792,8.3996,5.4756,,,,,5.96,16.75,4.0838,3.2357,,,
2014/2/17,8.853,4.2192,2.2035,26.9642,1.5743,4.1,4.1503,10.7068,7.9668,4.274,11.747,,6.9363,14.6313,4.5675,2.8224,7.9607,3.5239,15.9092,14.5792,8.6058,5.4698,,,,,5.91,16.75,4.1947,3.2498,,,
2014/2/18,8.8226,4.2192,2.3122,26.2379,1.5743,4.1,4.1503,10.7068,7.7336,4.4988,11.3053,,6.7919,14.1191,4.5764,2.8224,7.9607,3.7579,15.5574,15.0379,8.46,5.2918,,,,,6.15,16.75,4.2569,3.2146,,,
2014/2/19,8.6579,4.2192,2.5434,25.3722,1.5743,4.1,4.1503,10.7068,7.7241,4.463,10.8982,,7.0172,14.0535,4.4515,2.765,7.9607,3.6191,14.8656,14.7686,8.3731,5.3173,,,,,5.93,16.75,4.1681,3.2357,,,
2014/2/20,8.4628,4.2192,2.4348,25.5812,1.5743,4.51,4.1503,10.7068,7.2482,4.2903,10.7158,,6.4856,13.886,4.2523,2.7095,7.9607,3.3891,14.8304,13.9808,8.1772,5.1079,,,,,5.79,16.75,4.0838,3.3062,,,
2014/2/21,8.1458,4.2192,2.3428,27.0438,1.5743,4.27,4.1503,10.0433,7.1387,4.2512,11.7873,,6.7567,13.8642,4.2493,2.7293,7.9607,3.4386,15.6747,14.3,8.5351,5.1079,,,,,5.78,16.75,3.9462,3.2216,,,
2014/2/24,8.0116,4.2192,2.2648,26.7752,1.5743,4.7,4.1503,10.6965,7.4147,4.3001,11.9064,,6.7884,14.5536,4.4307,2.7729,7.9607,3.635,15.6356,14.7686,8.6839,5.1516,,,,,5.69,16.75,4.0483,3.1864,,,
2014/2/25,7.7678,4.2192,2.1729,25.1533,1.5743,4.73,4.1503,10.4977,6.9388,3.9092,10.7158,,6.3377,13.9831,4.0323,2.6144,7.9607,3.2721,14.072,13.7515,7.94,4.8561,,,,,5.49,16.75,3.8219,3.0595,,,
2014/2/26,8.0604,4.2192,2.1116,24.1683,1.5743,4.86,4.1503,10.0898,7.2101,3.8864,10.2318,,6.3377,13.8423,4.065,2.6184,7.9607,3.274,13.8766,13.3626,7.6513,4.7284,,,,,5.43,16.75,3.813,3.123,,,
2014/2/27,7.9446,4.2192,2.0002,23.5315,1.5743,4.57,4.1503,9.3514,7.0007,3.6812,9.5059,,6.1546,12.8616,3.9222,2.5372,7.9607,3.1134,12.4889,13.3327,7.2358,4.4891,,,,,5.33,16.75,3.7198,3.0666,,,
2014/2/28,8.0055,4.2192,2.0253,24.5365,1.5743,4.5,4.1503,9.4237,7.1197,3.7496,10.0187,,6.6194,12.7912,4.0679,2.5748,7.9607,3.161,12.5319,13.5022,7.3773,4.6671,,,,,5.43,16.75,3.7908,3.1089,,,
2014/3/3,8.1092,4.2192,2.0364,24.4569,1.5743,4.63,4.1503,10.3015,7.2291,3.8603,10.7542,,6.7602,13.1577,4.2196,2.6461,7.9607,3.2046,12.9502,13.5321,7.5231,4.7445,,,,,5.51,16.75,3.8707,3.1652,,,
2014/3/4,8.0299,4.2192,2.1172,24.3773,1.5743,4.49,4.1503,9.9891,7.0673,3.8896,10.5429,,6.6616,13.4491,4.1096,2.6441,7.9607,3.278,13.0518,13.223,7.4097,4.6628,,,,,5.64,16.75,3.8041,3.2005,,,
2014/3/5,8.0909,4.2192,2.067,24.6758,1.5743,4.53,4.1503,9.7645,7.3196,3.8375,10.1012,,6.8201,12.8664,4.062,2.6184,7.9607,3.2225,12.9619,13.6019,7.4701,4.6941,,,,,5.56,16.75,3.8219,3.2146,,,
2014/3/6,8.1702,4.2192,2.0197,27.1433,1.5743,4.45,4.1503,9.86,7.3005,3.8277,10.7311,,7.1405,12.4295,4.0501,2.6738,7.9607,3.2126,12.9619,13.3626,7.6734,4.7306,,,,,5.57,16.75,3.813,3.2357,,,
2014/3/7,8.2738,4.2192,2.028,26.6458,1.5743,4.5,4.1503,9.811,7.6146,3.8766,10.8982,,7.0067,12.8373,4.0471,2.6719,7.9607,3.2245,12.9619,13.1831,7.6925,4.743,,,,,5.44,16.75,3.8307,3.1723,,,
2014/3/10,8.0482,4.2192,1.911,23.9892,1.5743,4.33,4.1503,8.8299,7.3053,3.6583,10.1224,,6.5137,12.4537,3.7973,2.6065,7.9607,3.1194,12.9619,12.3654,7.3787,4.5314,,,,,5.18,16.75,3.5689,3.0525,,,
2014/3/11,7.9324,4.2192,1.9473,24.029,1.5743,4.38,4.1503,9.0364,7.0626,3.6421,10.2894,,6.3659,12.4295,3.7557,2.6243,7.9607,3.1154,12.9619,12.4152,7.4097,4.4438,,,,,5.27,16.75,3.6044,3.1371,,,
2014/3/12,7.9263,4.2192,1.8693,23.7902,1.5743,4.33,4.1503,9.2249,6.9864,3.5867,10.082,,6.3835,12.8252,3.7646,2.5966,7.9607,3.2265,12.9619,12.8839,7.4951,4.4475,,,,,5.57,16.75,3.5955,3.123,,,
2014/3/13,7.9263,4.2192,1.9918,25.014,1.5743,4.38,4.1503,9.1913,7.0721,3.7072,10.5045,,6.5313,13.6408,3.8598,2.6204,7.9607,3.2324,14.2519,12.9737,7.5864,4.5117,,,,,5.48,16.75,3.6443,3.1864,,,
2014/3/14,7.9263,4.2192,1.9863,25.6011,1.5743,4.35,4.1503,9.0158,7.1339,3.7007,10.5352,,6.3694,13.7768,3.8301,2.6184,7.9607,3.1848,14.5333,13.0435,7.6748,4.5124,,,,,5.38,16.75,3.5955,3.1934,,,
2014/3/17,8.0238,4.2192,2.0225,26.0687,1.6297,4.47,4.1503,9.2042,7.4956,3.7789,10.7484,,6.7672,13.7938,3.9877,2.7491,7.9607,3.2602,14.3848,13.2728,7.9105,4.7408,,,,,5.46,16.75,3.6976,3.2428,,,
2014/3/18,8.1031,4.2192,1.9835,27.1433,1.7923,4.4,4.1503,9.3411,7.686,3.7789,10.6485,,7.0419,13.4296,4.062,2.7689,7.9607,3.2403,14.287,13.8811,7.9429,4.7408,,,,,5.68,16.75,3.7153,3.3203,,,
2014/3/19,8.1702,4.2192,1.911,26.4667,1.8995,4.46,4.1503,8.8557,7.6765,3.7105,10.1973,,6.9363,12.6237,3.9877,2.8065,7.9607,3.2661,13.5365,13.6917,7.9194,4.7481,,,,,5.7,16.75,3.7331,3.4825,,,
2014/3/20,8.1336,4.2192,1.8275,24.825,1.8046,4.27,4.1503,8.2438,7.3005,3.5834,9.9188,,7.2003,12.2595,3.7914,2.7135,7.9607,3.2939,12.4928,12.3255,7.1268,4.5139,,,,,5.5,16.75,3.6754,3.4261,,,
2014/3/21,8.3775,4.2192,1.8442,24.7753,1.7359,4.34,4.1503,8.3264,7.5242,3.704,10.0782,,7.1722,12.444,3.9252,2.7293,7.9607,3.2939,12.4264,12.2457,7.0635,4.5387,,,,,5.63,16.75,3.7952,3.4895,,,
2014/3/24,8.3836,4.2192,1.8609,24.0688,1.8234,4.38,4.1503,8.5149,7.6527,3.6974,9.3772,,7.2919,12.5144,3.9103,2.7055,7.9607,3.4109,11.629,12.1659,7.0635,4.4657,,,,,5.74,16.75,3.9018,3.5248,,,
2014/3/25,8.2068,4.2192,1.8776,25.2628,1.7999,4.43,4.1503,8.7601,7.5147,3.8049,9.2908,,7.0243,12.5144,4.056,2.6818,7.9607,3.4585,11.5078,12.2856,7.0635,4.473,,,,,5.78,16.75,3.8796,3.4472,,,
2014/3/26,8.2738,4.2192,1.8915,25.7503,1.7275,4.56,4.1503,8.959,7.6955,3.818,9.3043,,7.0384,12.9757,4.1928,2.6936,7.9607,3.3891,11.9026,12.4751,7.0635,4.6044,,,,,5.68,16.75,3.884,3.4331,,,
2014/3/27,8.3836,4.2192,1.8135,24.1584,1.7181,4.48,4.1503,8.6775,7.8383,3.6974,8.7954,,6.6264,12.4319,3.9698,2.6124,7.9607,3.2205,10.984,11.8668,7.0635,4.422,,,,,5.61,16.75,3.8441,3.3415,,,
2014/3/28,8.1885,4.2192,1.7133,22.5863,1.6457,4.37,4.1503,8.4013,8.0953,3.5085,8.7954,,6.3095,12.3081,3.7676,2.5649,7.9607,3.0242,10.4641,11.4081,7.0635,4.3132,,,,,5.63,16.75,3.6976,3.2992,,,
2014/3/31,8.2372,4.2192,1.7133,21.6012,1.6213,4.29,4.1503,8.2619,7.3338,3.5085,8.6417,,6.1792,12.1381,3.7171,2.5748,7.9607,2.9746,10.4954,11.3881,7.0635,3.882,,,,,5.51,16.75,3.6576,3.3485,,,
2014/4/1,8.2677,4.2192,1.7523,22.5863,1.6147,4.48,4.1503,8.2748,7.2624,3.6518,8.853,,6.3729,12.4173,3.7914,2.6501,7.9607,3.1114,11.3866,11.6574,7.0635,3.6485,,,,,5.58,16.75,3.7198,3.4402,,,
2014/4/2,8.5177,4.2192,1.7272,22.0888,1.6711,4.38,4.1503,8.2619,7.153,3.6062,9.0181,,6.2567,11.9196,3.7022,2.6223,7.9607,3.2165,10.855,11.3981,7.0635,3.6616,,,,,5.4,16.75,3.6976,3.3908,,,
2014/4/3,8.3165,4.2192,1.769,22.3475,1.719,4.42,4.1503,8.3161,7.1387,3.629,8.9586,,6.3307,11.7934,3.7379,2.6124,7.9607,3.3038,11.2185,11.5975,7.0635,3.6799,,,,,5.33,16.75,3.6665,3.3415,,,
2014/4/4,8.3714,4.2192,1.8108,22.4768,1.7002,4.43,4.1503,8.6724,7.1768,3.6681,8.8971,,6.3623,12.0847,3.7795,2.6699,7.9607,3.4069,11.7267,11.8269,7.0635,3.6828,,,,,5.37,16.75,3.7331,3.3697,,,
2014/4/8,8.4628,4.2192,1.808,22.4768,1.6927,4.49,4.5659,8.9022,7.2529,3.717,8.9912,,6.2602,12.211,3.8063,2.6996,7.9607,3.4664,11.6681,11.8767,7.0635,3.7258,,,,,5.43,16.75,3.8219,3.3979,,,
2014/4/9,8.5421,4.2192,1.833,22.9345,1.7012,4.49,5.025,8.9848,7.3196,3.7463,9.1967,,6.2602,12.3785,3.9074,2.7234,7.9607,3.5874,12.4499,13.0634,7.0635,3.7711,,,,,5.46,16.75,3.8529,3.412,,,
2014/4/10,8.5238,4.2192,2.0169,23.0738,1.767,4.52,5.5275,9.0751,7.5052,3.7691,9.1794,,6.2954,12.745,4.0144,2.6936,7.9607,3.6191,11.9964,12.8839,7.0635,3.8163,,,,,5.47,16.75,3.8396,3.4049,,,
2014/4/11,8.4872,4.2192,2.145,22.7455,1.7294,4.46,6.0797,8.8299,7.7241,3.7105,8.8626,,5.961,12.6261,4.288,2.6956,7.9607,3.8571,11.3358,12.3155,7.0635,3.7083,,,,,5.65,16.75,3.8574,3.4472,,,
2014/4/14,8.597,4.2192,2.0893,22.8848,1.751,4.52,6.6876,8.8918,7.8431,3.7398,8.9317,,6.0736,12.7499,4.3296,2.7491,7.9607,3.8571,11.3202,12.4451,7.0635,3.7382,,,,,5.65,16.75,3.9106,3.4543,,,
2014/4/15,8.6275,4.2192,2.0113,22.5266,1.7735,4.48,7.3576,8.8144,7.5956,3.743,8.9548,,6.1546,12.9028,4.2493,2.7214,7.9607,3.8571,11.0896,12.2756,7.0635,3.709,,,,,5.8,16.75,3.9151,3.3908,,,
2014/4/16,8.7067,4.2192,2.0113,21.8997,1.7717,4.49,7.3576,8.7524,7.6003,3.73,8.6629,,6.0877,12.9223,4.1423,2.7174,7.9607,3.8571,11.3749,12.3355,7.0635,3.7477,,,,,5.73,16.75,3.8973,3.3908,,,
2014/4/17,8.6823,4.2192,2.0364,21.8898,1.8847,4.46,7.3576,8.9641,7.6003,3.7496,9.1986,,6.0947,13.3665,4.2196,2.7372,7.9607,3.8571,11.3749,12.2956,7.0635,3.736,,,,,6.07,16.75,3.9639,3.3838,,,
2014/4/18,8.5787,4.2192,2.0253,21.8201,1.9224,4.6,7.3576,8.946,7.5432,3.7854,8.7973,,6.1194,13.1359,4.1512,2.7432,7.9607,3.8571,11.199,12.4451,7.0635,3.7601,,,,,6,16.75,3.9328,3.3415,,,
2014/4/21,8.475,4.2192,1.9361,21.0938,1.8376,4.55,8.0959,9.1345,7.1625,3.7198,8.8664,,5.9962,12.9854,4.0085,2.6897,7.9607,3.8571,10.9176,11.6374,7.0635,3.7185,,,,,5.82,16.75,3.7775,3.2569,,,
2014/4/22,8.6275,4.2192,1.8832,20.8749,1.8376,4.44,8.5487,9.1784,7.0435,3.664,8.6437,,6.1581,12.7402,3.8687,2.6382,7.9607,3.4724,10.5071,11.5277,7.0635,3.7222,,,,,5.83,16.75,3.8174,3.1934,,,
2014/4/23,8.4445,4.2192,1.8776,21.9495,1.8376,4.42,9.4048,9.0183,6.915,3.5853,8.8203,,6.1616,12.461,3.9252,2.6322,7.9607,3.3712,10.4289,11.5477,7.0635,3.6799,,,,,5.85,16.75,3.7819,3.1934,,,
2014/4/24,8.2982,4.2192,1.7829,21.0142,1.8376,4.41,8.4619,8.7782,6.9436,3.5394,8.7858,,6.1194,12.4295,4.1661,2.5966,7.9607,3.7083,10.5149,11.6274,7.0635,3.6113,,,,,5.69,16.75,3.7065,3.1793,,,
2014/4/25,8.2555,4.2192,1.7495,18.9148,1.8376,4.27,8.2013,8.4942,6.8436,3.4475,8.4535,,6.0208,12.3566,3.8598,2.5669,7.9607,3.8967,9.9325,11.6474,7.0635,3.3785,,,,,5.49,16.75,3.7287,3.123,,,
2014/4/28,7.6336,4.2192,1.7634,17.9297,1.8376,4.24,8.406,8.4787,6.1583,3.2802,7.6086,,6.0208,12.1503,3.6546,2.4679,7.9607,3.508,9.655,10.4806,7.0635,3.1391,,,,,5.36,16.75,3.7198,3.0031,,,
2014/4/29,7.9324,4.2192,1.9389,18.1088,1.8376,4.24,8.1145,8.644,5.9537,3.3393,7.6662,,6.0173,12.2134,3.7557,2.4936,7.9607,3.7301,10.0459,10.6701,7.0635,3.2201,,,,,5.57,16.75,3.7109,3.0525,,,
2014/4/30,7.786,4.2192,1.9305,18.467,1.8376,4.3,8.282,8.7059,6.0393,3.359,7.6431,,6.3377,12.5945,3.8241,2.5352,7.9607,3.6072,10.5384,10.8097,7.0635,3.2362,,,,,5.81,16.75,3.7908,3.0807,,,
2014/5/5,7.7495,4.2192,1.9946,19.9495,1.8376,4.32,8.9706,9.0571,6.2107,3.4016,7.8429,,6.4398,12.6261,3.8836,2.6045,7.9607,3.6588,11.3124,11.1189,7.0635,3.2953,,,,,5.99,16.75,3.8663,3.0736,,,
2014/5/6,7.9019,4.2192,1.989,20.7157,1.8376,4.31,9.6468,9.372,6.2392,3.4935,8.0272,,6.3553,13.2646,3.9877,2.6144,7.9607,3.8333,11.1052,11.418,7.0635,3.342,,,,,5.97,16.75,3.8663,3.0666,,,
2014/5/7,7.7982,4.2192,2.0531,20.8052,1.8376,4.29,9.2125,9.039,6.0441,3.3819,8.1405,,6.2919,13.0946,3.7914,2.6184,7.9607,3.629,10.8472,11.0191,7.0635,3.3953,,,,,5.78,16.75,3.9106,3.0172,,,
2014/5/8,7.8531,4.2192,2.0197,20.3077,1.8376,4.27,8.8713,8.9099,6.0489,3.4115,7.9504,,6.2673,13.0169,3.8598,2.6144,7.9607,3.9919,11.1404,11.7072,7.0635,3.3617,,,,,6.03,16.75,4.3013,3.0525,,,
2014/5/9,7.7251,4.2192,1.9695,19.1436,1.8376,4.23,8.8651,8.817,5.9965,3.3721,7.7315,,6.1124,12.6018,3.8241,2.6124,7.9607,4.0494,10.9567,11.4878,7.0635,3.2544,,,,,5.92,16.75,4.3501,3.0384,,,
2014/5/12,7.8348,4.2192,2.0977,19.8202,1.8376,4.32,9.0885,8.835,6.1916,3.4443,8.0042,,5.8448,12.9635,3.9133,2.6758,7.9607,4.3469,10.8081,11.5078,7.0635,3.3194,,,,,6.02,16.75,4.3101,3.1089,,,
2014/5/13,7.9019,4.2192,2.1283,19.9396,1.8376,4.35,9.0078,8.7266,6.1774,3.4672,7.935,,5.8025,12.9927,3.9252,2.6639,7.9607,4.2795,10.6713,11.2684,7.0635,3.3413,,,,,6.16,16.75,4.4566,3.1159,,,
2014/5/14,7.8958,4.2192,2.0838,19.472,1.8376,4.32,8.6356,8.5613,6.1869,3.6083,8.0464,,5.7567,12.7936,3.9728,2.6778,7.9607,4.214,10.6948,11.3183,7.0635,3.4828,,,,,6.06,16.75,4.6608,3.1089,,,
2014/5/15,7.7678,4.2192,2.0085,18.8153,1.8376,4.2,9.2436,8.4942,6.0774,3.5951,7.9658,,5.5807,12.7135,3.8152,2.6322,7.9607,4.1387,10.511,10.7399,7.0635,3.3347,,,,,5.81,16.75,4.6608,3.0595,,,
2014/5/16,7.7434,4.2192,2.0754,20.6958,1.8376,4.21,9.0264,7.9261,6.0203,3.6378,7.6835,,5.5455,12.1381,3.8449,2.6243,7.9607,3.7877,10.0459,10.7798,7.0635,3.2756,,,,,6.05,16.75,4.6253,3.0807,,,
2014/5/19,7.7068,4.6461,1.9779,21.1435,1.8376,4.2,9.2125,8.0078,6.0631,3.6345,7.6815,,5.5208,12.075,3.7914,2.6025,7.9607,3.7341,9.9833,11.0491,7.0635,3.2282,,,,,6.03,16.75,4.6564,3.0736,,,
2014/5/20,7.7312,5.1127,2.0253,20.9943,1.8376,4.17,9.8329,8.288,6.0679,3.6411,8.4497,,5.6546,12.3226,3.8419,2.6144,7.9607,3.8055,10.5345,11.0391,7.0635,3.2924,,,,,5.93,16.75,4.5277,3.0948,,,
2014/5/21,7.7982,5.6289,2.1339,20.8749,1.8376,4.21,9.7585,8.1246,6.0917,3.6575,8.6763,,5.6758,12.3955,3.8866,2.6639,7.9607,3.8452,10.5892,11.2784,7.0635,3.6215,,,,,6.26,16.75,4.723,3.1089,,,
2014/5/22,7.8348,6.1948,2.2955,21.2032,1.8376,4.18,9.8825,8.4981,6.0917,3.7362,8.4497,,5.718,12.8689,3.9044,2.654,7.9607,3.742,10.8081,11.0889,7.0635,3.8543,,,,,6.22,16.75,4.5632,3.0948,,,
2014/5/23,7.8653,6.8103,2.2704,21.3525,1.8376,4.19,9.4917,8.681,6.1678,3.746,8.9202,,5.8588,13.0995,3.9668,2.6837,7.9607,3.7837,11.3006,11.428,7.0635,3.8937,,,,,6.36,16.75,4.39,3.13,,,
2014/5/26,7.9446,7.4953,2.276,21.5316,1.8376,4.24,9.9756,8.9962,6.2963,3.6903,8.9202,,5.8483,13.284,4.1036,2.6837,7.9607,3.9304,11.3475,11.787,7.0635,4.1695,,,,,6.36,16.75,4.4122,3.1652,,,
2014/5/27,7.908,8.2498,2.2119,22.3773,1.8376,4.21,9.6282,8.825,6.3296,3.6936,9.2812,,5.8342,13.2767,4.0888,2.6719,7.9607,4.0018,11.6915,11.6972,7.0635,4.0093,,,,,6.36,16.75,4.4078,3.1441,,,
2014/5/28,7.9568,8.2796,2.2983,22.7554,1.8376,4.26,9.6592,9.2335,6.3201,3.7067,9.2947,,5.968,13.5097,4.1482,2.7154,7.9607,3.976,11.7267,12.0064,7.0635,3.9593,,,,,6.36,16.75,4.39,3.1793,,,
2014/5/29,7.8836,8.5079,2.2203,21.0341,1.8376,4.26,8.9085,9.0429,6.1869,3.6903,8.9989,,5.8025,12.9757,4.0204,2.6322,7.9607,4.0157,11.414,11.9465,7.0635,3.7697,,,,,6.36,16.75,4.4034,3.1441,,,
2014/5/30,7.8897,8.0413,2.0615,21.1435,1.8376,4.27,8.8093,9.1946,6.1393,3.6772,8.8722,,5.8659,13.1316,4.1036,2.6105,7.9607,3.9463,11.2301,12.2258,7.0635,3.8506,,,,,6.36,16.75,4.2746,3.1441,,,
2014/6/3,7.8592,7.6541,2.0587,21.3525,1.8376,4.4,8.8093,9.5837,6.1202,3.6607,9.0393,,5.8272,13.7894,4.0679,2.6184,7.9607,3.8432,11.5392,12.2158,7.0635,3.7653,,,,,6.36,16.75,4.7008,3.2005,,,
2014/6/4,7.8348,7.7335,2.0754,20.855,1.8376,4.54,8.7348,9.432,6.0489,3.5919,9.0604,,5.6793,13.4873,4.065,2.5609,7.9607,3.7341,10.9562,11.7571,7.7689,3.83,,,,,6.36,16.75,4.7984,3.1159,,,
2014/6/5,7.8836,7.8229,2.1311,21.7903,1.8376,4.5,9.0636,9.7588,6.1869,3.6706,9.3638,,5.8166,14.0476,4.1631,2.6045,7.9607,3.7341,11.1557,12.136,8.3196,3.8432,,,,,6.36,16.75,4.8828,3.1723,,,
