ÈÕÆÚ,000415.SZ,000416.SZ,000563.SZ,000567.SZ,000617.SZ,000666.SZ,000890.SZ,002423.SZ,002647.SZ,002961.SZ,300023.SZ,300176.SZ,300309.SZ,600053.SH,600093.SH,600120.SH,600318.SH,600390.SH,600599.SH,600643.SH,600695.SH,600696.SH,600705.SH,600783.SH,600816.SH,600830.SH,600901.SH,603093.SH,603300.SH,900919.SH
2014/1/2,3.8063,6.7616,3.7352,5.1988,6.8674,9.4334,3.9666,8.72,2.8209,,4.6045,3.1979,5.2548,5.844,5.5609,4.9362,4.8871,6.4647,9.6701,8.2125,5.75,6.11,3.97,19.2764,1.9255,9.1458,,,,0.38
2014/1/3,3.7441,6.8198,3.6737,5.2331,6.9058,9.4334,3.9175,8.65,2.809,,4.8883,3.1466,5.3374,5.844,5.5798,4.8964,4.7296,6.5921,9.6701,7.9239,5.59,6.32,3.8977,19.2764,1.9133,8.896,,,,0.376
2014/1/6,3.5909,6.587,3.579,5.24,6.7233,9.4334,3.7702,8.46,2.7044,,4.6205,3.0575,4.9825,5.844,5.5137,4.6937,4.4786,6.3771,9.6701,7.443,5.42,6.3,3.7111,17.9675,1.8782,8.4541,,,,0.366
2014/1/7,3.701,6.684,3.5979,5.2331,6.7617,9.4334,3.7997,8.42,2.7403,,4.6365,3.0872,5.043,5.844,5.4571,4.6341,4.4688,6.4488,9.6701,7.5096,5.46,6.45,3.7205,17.3228,1.9228,8.9056,,,,0.367
2014/1/8,3.6244,6.6937,3.5506,5.2125,6.8386,9.4334,3.7604,8.47,2.7403,,4.6764,3.1493,5.1998,5.844,5.4288,4.6063,4.4638,6.4488,9.6701,7.48,5.35,6.45,3.7741,16.9474,1.9323,8.7807,,,,0.368
2014/1/9,3.5478,6.5482,3.4654,5.2537,6.6945,9.4334,3.6622,8.22,2.6536,,4.5565,3.0224,5.1998,5.844,5.4099,4.5189,4.39,6.1701,9.6701,7.5244,5.34,6.44,3.5782,16.0717,1.9201,8.4925,,,,0.366
2014/1/10,3.452,6.5191,3.3328,5.1301,6.4256,9.4334,3.7702,7.99,2.6118,,4.3567,2.9089,4.9962,5.844,5.2777,4.348,4.2768,6.0746,9.6701,7.3247,5.27,6.48,3.4989,16.1968,1.9458,8.3869,,,,0.362
2014/1/13,3.4951,6.5191,3.2476,5.1232,6.4448,9.4334,3.6917,7.85,2.6088,,4.3887,2.936,4.9027,5.844,5.2682,4.3281,4.1882,6.1064,9.6701,7.2729,5.14,6.47,3.4965,16.2064,1.9539,8.1947,,,,0.36
2014/1/14,3.5765,6.5191,3.3234,5.24,6.5312,9.4334,3.7506,7.95,2.6984,,4.7364,3.1088,5.0843,5.844,5.3438,4.3917,4.1292,6.1383,9.6701,7.4726,5.3,6.63,3.5968,16.5336,2.0161,8.3869,,,,0.365
2014/1/15,3.5909,6.5191,3.347,5.3636,6.6561,9.4334,3.7604,8.03,2.7761,,4.8763,3.3222,5.1943,5.844,5.4476,4.3957,4.1489,6.7513,9.6701,7.4948,5.31,6.54,3.6272,16.4085,2.0229,8.4925,,,,0.365
2014/1/16,3.6339,6.5191,3.366,5.3224,6.6561,9.4334,3.7604,7.94,2.7552,,4.8363,3.2817,5.1145,5.844,5.3721,4.4076,4.1981,6.8946,9.6701,7.5688,5.32,6.5,3.6342,16.447,2.0269,8.4829,,,,0.364
2014/1/17,3.9978,6.5191,3.295,5.2262,6.6176,9.4334,3.7015,7.67,2.7701,,5.0162,3.3384,5.1723,5.844,5.2494,4.8487,4.1046,6.7672,9.6701,7.3247,5.21,6.58,3.6435,15.2344,1.9755,8.5502,,,,0.362
2014/1/20,4.0361,6.5191,3.2807,5.2331,6.7521,9.4334,3.6819,7.89,2.803,,5.0841,3.3033,5.0265,5.844,5.3249,4.8646,4.08,6.4567,9.6701,7.3099,5.3,6.75,3.5898,14.8591,1.9769,8.6751,,,,0.363
2014/1/21,4.0409,6.5191,3.3565,5.2194,6.7041,9.4334,3.7113,7.89,2.8269,,5.1081,3.3897,5.1971,5.844,5.4099,4.8249,4.1587,6.5363,9.6701,7.4134,5.39,6.74,3.6318,15.0612,1.9823,8.7327,,,,0.368
2014/1/22,4.0696,6.5191,3.4796,5.3498,6.7425,9.4334,3.7899,8.13,2.8478,,5.1321,3.387,5.1118,5.844,5.4948,4.8925,4.2965,6.6956,9.6701,7.8352,5.57,6.81,3.7298,15.6771,2.0621,8.8672,,,,0.378
2014/1/23,4.1079,6.5191,3.4464,5.4116,6.7425,9.4334,3.8095,8.03,3.072,,5.1441,3.4167,5.2713,5.844,5.4571,4.8885,4.326,6.7035,9.6701,7.8574,5.53,6.81,3.8044,16.0428,2.0621,8.8192,,,,0.377
2014/1/24,4.0601,6.5191,3.4796,5.4185,6.7905,9.4334,3.8586,8.24,2.9614,,5.0721,3.3843,5.3456,5.844,5.5798,4.8487,4.4835,7.3723,9.6701,7.9905,5.59,6.77,3.8534,16.5817,2.0769,8.848,,,,0.376
2014/1/27,4.0888,6.5191,3.4133,5.5421,6.8097,9.4334,3.8292,8.2,2.9823,,5.1841,3.3195,5.4502,5.844,5.5326,4.9282,4.3654,8.1127,9.6701,7.8426,5.53,6.57,3.8161,16.062,2.0769,8.8,,,,0.376
2014/1/28,4.2085,7.1691,3.4322,5.4391,6.9442,9.4334,3.8292,8.16,2.9823,,5.232,3.3357,5.4612,5.844,5.476,4.9163,4.2916,8.4073,9.6701,7.9535,5.57,6.54,3.8278,15.6675,2.0769,8.7039,,,,0.374
2014/1/29,4.1941,7.8869,3.4464,5.549,6.9442,9.4334,3.839,8.15,2.9823,,5.324,3.3924,5.4254,5.844,5.542,4.8766,4.3063,8.4948,9.6701,7.9313,5.77,6.61,3.8884,15.5424,2.0769,8.627,,,,0.377
2014/1/30,3.9882,7.7317,3.418,5.5833,6.925,9.4334,3.839,8.44,3.0331,,5.1841,3.3465,5.3869,5.844,5.5987,4.6779,4.2965,8.1684,9.6701,7.9387,5.69,6.63,3.8651,15.4557,2.0769,8.4925,,,,0.376
2014/2/7,4.084,8.178,3.4228,5.6863,7.0307,9.4334,3.8782,8.52,3.0809,,5.7037,3.3816,5.64,5.844,5.627,4.6143,4.3605,8.9884,9.6701,7.9905,5.71,6.62,3.9724,15.8696,2.0769,8.5598,,,,0.373
2014/2/10,4.2037,8.2071,3.508,5.913,7.1939,9.4334,3.9568,8.66,3.1526,,5.9235,3.4545,5.7555,5.844,5.7592,4.805,4.4589,9.8881,9.6701,8.2643,5.81,6.69,4.3339,16.4181,2.0769,8.8384,,,,0.38
2014/2/11,4.3665,8.4205,3.6216,5.9542,7.1075,9.4334,3.947,8.69,3.0749,,5.7636,3.5059,5.6565,5.844,5.712,4.9521,4.454,10.8753,9.6701,8.3531,5.81,6.62,4.2033,16.447,2.0769,8.9249,,,,0.377
2014/2/12,4.3425,8.372,3.6074,6.0847,7.1555,9.4334,4.0059,8.69,3.1706,,5.8835,3.5464,5.684,5.844,5.712,5.0276,4.4589,11.966,9.6701,8.3457,5.85,6.58,4.2173,16.6106,2.1378,9.4244,,,,0.38
2014/2/13,4.4144,8.2071,3.6074,5.9954,7.0883,9.4334,3.9764,8.52,3.057,,5.5558,3.3573,5.4639,5.844,5.627,4.9163,4.4048,13.1602,9.6701,8.427,5.89,7.12,4.1753,16.3604,2.081,9.0978,,,,0.378
2014/2/14,4.4431,8.7891,3.65,6.0641,7.1459,9.4334,4.0255,8.6,3.1586,,5.6357,3.4491,5.563,5.844,5.712,5.1309,4.4441,13.3354,9.6701,8.8266,5.92,7.22,4.18,16.9667,2.0851,9.1938,,,,0.377
2014/2/17,4.4383,8.6242,3.6831,6.0435,7.2516,9.4334,4.0353,8.93,3.2692,,5.8036,3.5815,5.6675,5.844,6.0047,5.1429,4.4688,13.8529,9.6701,8.9228,5.94,7.34,4.2103,16.9474,2.0905,9.3187,,,,0.381
2014/2/18,4.4527,8.5466,3.5837,5.9954,7.2035,9.4334,4.0059,8.84,3.2722,,5.7756,3.6274,5.6152,5.844,6.1085,5.2541,4.4786,13.9245,9.6701,8.7452,5.85,7.31,4.1217,16.5625,2.0431,9.3572,,,,0.38
2014/2/19,4.4287,8.5854,3.7068,6.1465,7.29,9.4334,4.0452,8.88,3.2393,,5.5878,3.5788,5.552,5.844,6.2218,5.1746,4.5475,13.1682,9.6701,8.871,5.89,7.63,4.11,16.5817,2.0661,9.386,,,,0.378
2014/2/20,4.2228,8.2944,3.6263,6.0091,7.1939,9.4334,4.0255,8.59,3.1138,,5.5558,3.4599,5.662,5.844,6.2124,5.0514,4.4097,13.5822,9.6701,8.5454,5.78,6.93,4.054,16.062,2.0445,9.1362,,,,0.377
2014/2/21,4.1079,8.0227,3.5317,5.8443,7.1459,9.4334,3.9568,8.66,3.1287,,5.5957,3.4788,5.4887,5.844,6.2407,4.9918,4.2965,13.2876,9.6701,8.1163,5.62,6.92,3.8814,15.6001,1.9728,8.8768,,,,0.371
2014/2/24,4.1558,8.2653,3.3991,5.8374,7.1459,9.4334,3.8979,8.57,3.1736,,5.6677,3.4815,5.4364,5.844,6.3351,4.8408,4.1685,13.4548,9.6701,7.591,5.46,6.58,3.7671,15.6194,1.9228,8.6751,,,,0.363
2014/2/25,3.9835,8.3429,3.3044,5.7825,7.0979,9.4334,3.7801,8.14,3.0212,,5.1001,3.2709,5.032,5.844,5.948,4.6341,4.0357,12.1969,9.6701,7.332,5.26,6.52,3.6855,14.9553,1.8836,8.5118,,,,0.36
2014/2/26,4.0122,8.7018,3.3423,5.7894,7.1075,9.4334,3.9175,8.16,3.0241,,5.2,3.2277,5.131,5.844,6.0802,4.6302,4.1046,12.9294,9.6701,7.5466,5.34,6.49,3.7531,14.9072,1.8876,8.531,,,,0.361
2014/2/27,3.9308,8.7891,3.3423,5.7688,7.1459,9.4334,3.8292,8.98,2.9973,,4.9922,3.1601,5.1393,5.844,5.9575,4.6381,4.0307,13.208,9.6701,7.5318,5.36,6.18,3.8697,14.9168,1.8971,8.6655,,,,0.36
2014/2/28,3.9643,8.954,3.4228,5.7962,7.2131,9.4334,3.8586,9.1,3.0301,,5.0042,3.2385,5.3099,5.844,6.0236,4.7653,4.1292,13.4628,9.6701,7.6206,5.5,6.31,3.8627,14.9938,1.9228,8.6462,,,,0.359
2014/3/3,4.0648,8.8764,3.418,5.858,7.3572,9.4334,3.9077,9.19,3.1198,,5.1401,3.3303,5.4639,5.844,6.0708,4.813,4.1538,13.7255,9.6701,7.8204,5.67,6.38,3.8534,15.1959,1.9174,8.7135,,,,0.361
2014/3/4,4.0553,8.7309,3.3612,5.8031,7.3284,9.4334,3.9568,9.28,3.1317,,5.276,3.2655,5.5932,5.844,6.1463,4.7295,4.1685,13.3672,9.6701,7.5688,5.75,6.37,3.9957,15.0708,1.9066,8.6174,,,,0.363
2014/3/5,4.0505,8.6824,3.3518,5.8443,7.3188,9.4334,3.9273,9.19,3.1377,,5.1841,3.3195,5.5575,5.844,6.3068,4.6937,4.2227,13.1762,9.6701,7.406,5.88,6.35,3.8697,14.8398,1.8863,8.7807,,,,0.364
2014/3/6,4.1319,8.7891,3.3802,5.9404,7.4148,9.4334,3.9372,8.95,3.1317,,5.232,3.3357,5.4529,5.844,6.2974,4.7017,4.2719,12.181,9.6701,7.5392,6.47,6.4,3.8231,15.2055,1.9431,8.7711,,,,0.39
2014/3/7,4.0218,8.8279,3.347,5.8374,7.6357,9.4334,3.9175,9.18,3.1258,,5.1761,3.2952,5.6785,5.844,6.1652,4.6341,4.1735,11.8307,9.6701,7.406,6.72,6.23,3.7718,15.1093,1.916,8.5214,,,,0.384
2014/3/10,3.8015,8.4011,3.2192,5.6177,8.0199,9.4334,3.7801,8.66,3.0301,,4.8923,3.1547,5.4282,5.844,5.9008,4.4434,4.0406,11.0903,9.6701,6.7993,6.4,6.06,3.5782,14.0122,1.8227,8.1179,,,,0.372
2014/3/11,3.7776,8.4011,3.2097,5.6177,7.8759,9.4334,3.7899,8.35,2.9943,,5.3799,3.2006,5.2851,5.844,5.948,4.4712,4.0553,10.8037,9.6701,6.8067,6.18,6.08,3.4825,13.7812,1.8349,8.089,,,,0.366
2014/3/12,3.8207,8.3041,3.2287,5.6657,7.9239,9.4334,3.8095,8.23,2.9793,,4.8403,3.1871,5.2823,5.844,5.8064,4.5666,4.075,10.8912,9.6701,6.8067,6.29,6.11,3.5129,14.1469,1.8349,7.9161,,,,0.368
2014/3/13,3.8973,8.3041,3.2665,5.6795,8.2216,9.4334,3.839,8.36,3.0361,,4.8443,3.3087,5.3099,5.844,5.7686,4.5825,4.1784,10.6763,9.6701,6.9251,6.25,6.23,3.4965,14.1565,1.839,7.9834,,,,0.365
2014/3/14,3.8925,8.1974,3.2097,5.707,8.6346,9.4334,3.8193,8.31,3.0391,,4.7964,3.4978,5.3951,5.844,5.8347,4.4911,4.1489,10.4772,10.6411,6.8067,5.96,6.14,3.5152,14.1662,1.7957,7.9834,,,,0.36
2014/3/17,3.9212,8.4108,3.3139,5.7894,8.5002,9.4334,3.8684,8.31,3.1228,,4.9283,3.5491,5.6483,5.844,5.8725,4.6063,4.2128,10.7479,11.7012,6.9769,6.08,6.19,3.5642,14.3683,1.8268,8.0698,,,,0.363
2014/3/18,4.0696,8.6727,3.3139,5.7413,8.3177,9.4334,3.8586,8.31,3.1168,,5.0681,3.9029,5.6538,5.844,5.948,4.6898,4.203,10.8196,12.8703,7.1249,6.15,6.2,3.6272,15.8022,1.8376,8.2812,,,,0.363
2014/3/19,4.0361,8.5272,3.276,5.7276,8.4425,9.4334,3.9372,8.31,3.1467,,5.1801,3.9029,5.7721,5.844,5.9575,4.6937,4.2128,10.4932,14.1584,7.0805,6.06,6.23,3.5432,15.6867,1.8349,8.089,,,,0.359
2014/3/20,3.8829,8.3429,3.2287,5.5765,8.5866,9.4334,3.8292,8.31,3.0331,,4.9363,3.8462,5.552,5.844,5.8253,4.6063,4.1144,9.7448,14.7826,6.7846,6.06,6.1,3.5199,15.2729,1.7997,7.8969,,,,0.36
2014/3/21,3.9978,8.5757,3.3376,5.7138,8.7403,10.0037,4.0059,8.31,3.1168,,5.1961,3.8975,5.9867,5.844,5.9669,4.7096,4.2374,9.9995,13.8611,7.1101,6.24,6.17,3.6155,15.8407,1.8457,8.0698,,,,0.365
2014/3/24,4.1367,8.4593,3.366,5.8237,8.4233,9.704,4.0157,8.31,3.1168,,5.1521,3.9353,5.9426,6.1556,6.0236,4.8011,4.3063,10.4215,13.4351,7.2655,6.38,6.29,3.6458,15.9081,1.8674,8.1755,,,,0.367
2014/3/25,4.0936,8.7212,3.366,5.8168,8.0007,10.6706,3.9961,8.31,3.1885,,5.1601,3.9164,5.8326,6.014,6.0236,4.7653,4.2621,10.2623,13.2766,7.628,6.47,6.35,3.6038,15.783,1.8809,8.2043,,,,0.369
2014/3/26,4.0553,8.6533,3.3565,5.8443,8.116,10.4193,4.0255,8.31,3.1975,,5.2,3.9515,6.0472,5.8346,6.0424,4.7494,4.2522,10.1827,13.227,7.4134,6.3,6.26,3.5968,15.9947,1.8592,8.1659,,,,0.364
2014/3/27,4.1271,8.3429,3.4843,5.7413,7.9911,10.2453,3.9568,8.31,3.0959,,5.0042,4.092,5.8601,6.0045,5.9197,4.7931,4.1932,9.6015,12.4245,8.1533,6.2,6.14,3.6295,16.3893,1.9282,8.3484,,,,0.364
2014/3/28,3.993,7.5086,3.3991,5.6863,8.1928,9.6461,3.9568,7.79,3.0002,,4.7284,3.6841,5.4997,6.3067,5.8253,4.6461,4.4589,9.1954,11.939,7.9165,6.56,6.17,3.5339,16.2641,1.8606,8.2139,,,,0.371
2014/3/31,3.926,7.5474,3.3565,5.9954,7.8663,9.3368,3.9175,8.15,2.7014,,4.5525,3.3168,5.4474,6.0518,5.7875,4.4712,4.2916,9.1875,12.1074,7.517,6.56,6.03,3.5222,14.6377,1.8281,7.8201,,,,0.371
2014/4/1,3.9835,7.6153,3.4512,5.9404,7.9527,9.4914,3.9961,8.11,2.7522,,4.6685,3.2574,5.585,6.0518,5.8442,4.5666,4.3113,9.2591,12.1768,7.9313,6.56,6.21,3.5665,14.4453,1.8552,7.9834,,,,0.371
2014/4/2,4.0648,7.528,3.4512,6.1465,7.9431,9.4721,4.0059,8.12,2.7373,,4.5645,3.1952,5.4997,6.2878,5.8158,4.5387,4.3851,9.5139,11.7805,7.9683,6.56,6.25,3.5548,14.6185,1.8457,7.9545,,,,0.371
2014/4/3,4.0122,7.5086,3.4748,6.016,7.6646,9.6557,3.9961,8.09,2.7731,,4.6245,3.2061,5.585,6.099,5.8442,4.5944,4.3605,9.5935,11.4337,7.7834,6.56,6.34,3.5642,14.6474,1.8619,7.9257,,,,0.371
2014/4/4,4.0265,7.4698,3.4843,6.0847,7.8086,9.6557,4.0353,8.2,2.8209,,4.6964,3.2196,5.4749,6.2783,5.9575,4.6023,4.3408,9.3786,11.5328,7.8795,6.56,6.35,3.5875,14.6281,1.8985,7.9738,,,,0.371
2014/4/8,4.1415,7.4892,3.5364,6.0366,7.8086,9.8007,4.0648,8.29,2.8658,,4.7324,3.2304,5.4144,6.2972,5.9952,4.6659,4.4048,9.4104,11.6021,8.0423,6.56,6.44,3.6995,14.7436,1.9255,8.1179,,,,0.371
2014/4/9,4.1175,7.6056,3.5317,6.2907,7.9815,9.704,4.0452,8.3,2.9465,,4.8044,3.2628,5.4034,6.4955,6.033,4.6937,4.4245,9.5298,11.7904,8.1015,6.56,6.46,3.6948,14.9938,1.9309,8.2139,,,,0.371
2014/4/10,4.1223,7.5377,3.5837,6.277,8.0103,9.6944,4.055,8.32,2.9435,,4.8044,3.2979,5.4667,6.3822,6.0047,4.6937,4.518,10.2065,12.1471,8.2347,6.56,6.38,3.7718,15.2921,1.9431,8.2043,,,,0.371
2014/4/11,4.0361,7.5959,3.5364,6.3388,8.0488,9.4624,4.0648,8.29,3.1198,,4.8044,3.2574,5.3429,6.6182,6.0236,4.6381,4.4589,9.8403,11.8498,7.9979,6.56,6.4,3.7088,15.0708,1.9025,8.1659,,,,0.371
2014/4/14,4.0792,7.722,3.4891,6.5242,7.9719,9.4238,4.0844,8.31,3.1407,,4.8923,3.2871,5.3594,6.5805,6.0424,4.658,4.4737,9.8722,12.1768,7.9091,6.56,6.56,3.7764,15.0034,1.9174,8.262,,,,0.371
2014/4/15,4.0361,7.5377,3.4464,6.4349,7.8374,9.2498,4.0648,8.27,3.1437,,4.8603,3.2439,5.3621,6.4672,5.9575,4.6659,4.4097,9.6811,12.2263,7.776,6.56,6.55,3.7554,14.8976,1.9052,8.2139,,,,0.371
2014/4/16,4.0457,7.6056,3.4701,6.3525,7.8855,9.2981,4.0353,8.16,3.1766,,4.8403,3.2304,5.3236,6.6371,5.9763,4.6421,4.4688,9.5935,11.6913,7.7834,6.56,6.8,3.7205,15.5135,1.9066,8.262,,,,0.371
2014/4/17,4.1079,7.5765,3.4748,6.3182,7.9719,9.2208,4.0844,8.11,3.1377,,4.8563,3.2304,5.3126,6.8826,6.1274,4.6659,4.3999,9.8164,11.5031,7.8204,6.56,6.72,3.6878,15.706,1.9039,8.3965,,,,0.371
2014/4/18,4.151,7.7123,3.437,6.3525,8.0103,9.0951,4.1139,8.17,3.0899,,4.9762,3.2385,5.4447,6.7504,6.7411,4.7891,4.3211,9.7448,11.6913,7.7464,6.56,6.66,3.6901,15.7637,1.9187,8.4157,,,,0.371
2014/4/21,4.0505,7.6735,3.347,6.2152,7.9623,9.0855,4.0844,8.18,3.0391,,4.9962,3.1466,5.3374,6.656,6.8544,4.6341,4.203,9.0362,11.3445,7.5762,6.56,6.44,3.5665,15.3499,1.8944,8.1275,,,,0.371
2014/4/22,4.0026,7.7026,3.3518,6.1396,7.9623,8.9308,4.0746,8.04,3.1078,,4.9922,3.0629,5.2823,6.6277,6.7977,4.6063,4.2227,8.6143,11.6814,7.7094,6.56,6.36,3.5875,15.5039,1.8795,8.0314,,,,0.371
2014/4/23,3.9643,7.5571,3.3376,6.1808,7.7414,8.9501,4.1532,8.46,3.0002,,5.0602,3.0602,5.2136,6.6371,6.8072,4.6262,4.1981,8.678,11.7607,7.3764,6.56,6.35,3.6108,15.2825,1.8579,7.9834,,,,0.371
2014/4/24,3.9595,7.3631,3.2997,6.1465,7.1363,9.1435,4.1139,8.21,3.054,,4.9882,3.0926,5.2438,6.5144,6.6656,4.5348,4.2374,8.5426,11.1266,7.1619,6.56,6.39,3.5688,14.6666,1.8768,7.8873,,,,0.371
2014/4/25,3.8111,7.1788,3.2523,5.9061,7.0018,9.0661,4.0059,7.86,2.9733,,4.9283,2.9927,5.0155,6.4294,6.3446,4.4672,4.1144,8.3595,10.6411,7.0879,6.56,6.21,3.5665,14.6281,1.8795,7.7144,,,,0.371
2014/4/28,3.7489,6.878,3.2713,5.7001,6.7137,8.5345,3.8292,7.42,2.7881,,4.5485,2.8414,4.9082,6.0706,6.0047,4.3122,4.0996,8.3038,10.5222,6.8363,6.56,6.12,3.4942,14.7628,2.0377,7.2628,,,,0.371
2014/4/29,3.8207,7.0817,3.2997,5.7825,6.8386,8.4862,3.8684,7.46,2.9076,,4.7644,2.9279,4.9412,6.5805,6.0708,4.348,4.1489,8.5506,10.6906,6.9695,5.9,6.37,3.5129,14.5126,2.0418,7.3397,,,,0.344
2014/4/30,3.8015,7.3631,3.2997,5.9061,6.9634,8.4765,3.9273,7.56,2.9136,,5.0921,3.0413,4.8724,6.8637,6.1463,4.4513,4.2128,8.5506,10.6312,7.2063,5.98,6.38,3.5152,14.734,2.0215,7.3781,,,,0.359
2014/5/5,3.8685,7.3728,3.3281,5.7756,6.8482,8.5732,3.9175,7.65,3.0241,,5.256,3.0683,5.01,6.807,6.3823,4.3599,4.3014,8.471,10.7897,7.1693,6.14,6.52,3.5595,14.8879,2.0675,7.3973,,,,0.358
2014/5/6,3.8494,7.3728,3.3186,5.8306,6.8482,8.6119,3.9273,7.64,3.069,,5.232,3.0899,5.01,6.7693,6.4673,4.4434,4.2867,8.6063,11.1266,7.1545,5.88,6.54,3.5782,14.9938,2.0364,7.455,,,,0.351
2014/5/7,3.7105,7.1788,3.295,5.8168,6.6273,8.3412,3.8684,7.69,3.06,,5.288,3.0008,4.8504,6.6654,6.2029,4.34,4.2178,8.5745,10.5024,6.9769,5.61,6.47,3.5385,14.8013,1.985,7.234,,,,0.345
2014/5/8,3.7153,7.2079,3.3423,5.8443,6.6369,8.2252,3.8881,7.68,3.06,,5.232,3.0197,4.7376,6.6749,6.4767,4.3718,4.2128,8.3356,10.4925,7.0361,5.56,6.46,3.5478,14.8206,2.0012,7.2917,,,,0.345
2014/5/9,3.6962,7.1885,3.3139,5.9198,6.5024,8.1189,3.8881,7.78,3.0929,,5.4519,3.0251,4.6138,6.741,6.4579,4.3202,4.1784,8.1127,10.2547,6.9547,5.69,6.42,3.5478,14.9938,1.9552,7.234,,,,0.354
2014/5/12,3.7728,7.5086,3.4133,6.0366,6.6945,8.7955,3.9666,7.97,3.1198,,5.4838,3.1088,4.7514,6.7693,6.5051,4.4155,4.326,8.67,10.5717,7.2137,5.9,6.54,3.6505,15.3595,2.0675,7.4646,,,,0.355
2014/5/13,3.7824,7.4698,3.418,5.9542,6.7713,8.7762,4.0157,8.19,3.066,,5.4359,3.1169,4.8256,6.7976,6.2124,4.3877,4.3802,8.471,10.4825,7.443,5.79,6.65,3.6575,15.2248,2.0594,7.4166,,,,0.354
2014/5/14,3.7872,7.4116,3.3896,6.0435,6.7617,8.7182,4.0059,8.06,3.057,,5.4199,3.1196,4.7321,6.6749,6.2501,4.3837,4.3556,8.3515,10.5222,7.3394,5.82,6.7,3.7741,15.6097,2.035,7.4262,,,,0.354
2014/5/15,3.6675,7.2661,3.3044,5.8924,6.4928,8.7085,3.947,8.25,2.9554,,5.1481,3.071,4.6633,6.5616,6.0047,4.3241,4.2276,7.7544,10.116,7.2507,5.54,6.5,3.6971,15.0804,1.9674,7.2052,,,,0.356
2014/5/16,3.6196,7.334,3.3092,5.8374,6.5504,8.9308,3.9666,8.02,2.9823,,5.6637,3.0764,4.7046,6.6749,5.9858,4.2923,4.2719,7.8261,10.3141,7.3542,5.59,6.6,3.8651,14.9746,2.054,7.1284,,,,0.358
2014/5/19,3.543,7.3728,3.2145,5.81,6.5312,8.9115,3.8881,8.14,3.0122,,5.7476,3.0818,4.6771,6.571,5.9575,4.2446,4.2325,7.8659,10.5717,6.9917,5.54,6.63,3.6901,14.6377,2.0675,7.0227,,,,0.352
2014/5/20,3.6387,7.3728,3.2429,5.8443,6.7521,9.0951,3.8782,8.21,3.057,,5.6957,3.1007,4.7156,6.5616,5.8725,4.2526,4.2621,7.8738,10.7203,6.9621,5.45,6.62,3.5875,14.4356,2.0513,7.0803,,,,0.35
2014/5/21,3.7153,7.431,3.2807,5.8992,6.7233,9.0855,3.9077,8.05,3.0929,,5.8675,3.1412,4.7486,6.5616,5.8536,4.2764,4.3703,8.0888,10.5915,7.0213,5.51,6.62,3.6808,14.6377,2.0945,7.1668,,,,0.352
2014/5/22,3.6531,7.4407,3.2571,5.9336,6.9058,9.0758,3.8881,7.88,3.063,,5.6717,3.1385,4.7486,6.7504,5.8725,4.2446,4.3211,7.9853,10.6312,7.0731,5.46,6.54,3.6155,14.4356,2.0418,7.0995,,,,0.353
2014/5/23,3.6675,7.4795,3.2997,5.9679,6.9154,9.3078,3.9077,7.88,3.0899,,5.5957,3.1439,4.8229,6.807,5.8914,4.2645,4.3949,8.1764,10.7005,7.0583,5.5,6.55,3.6318,14.6185,2.0553,7.1764,,,,0.352
2014/5/26,3.6818,7.4795,3.3139,6.0366,6.8097,9.6557,3.9372,7.94,3.1407,,5.9035,3.1871,4.9109,6.7504,5.9103,4.2725,4.4048,8.3913,11.0275,7.1101,5.56,6.59,3.6481,14.6666,2.0242,7.3493,,,,0.355
2014/5/27,3.7297,7.3922,3.2807,5.9611,6.7329,9.6267,3.9764,7.92,3.1586,,5.8036,3.2061,4.9247,6.7693,5.7592,4.2526,4.3654,8.2321,10.8491,7.0435,5.67,6.67,3.6038,14.3779,2.0756,7.234,,,,0.355
2014/5/28,3.7584,7.4213,3.3092,5.9885,6.7617,9.6171,3.9862,7.92,3.1556,,5.8516,3.2169,4.9522,6.7787,5.8253,4.3321,4.4294,8.463,10.8987,7.2211,5.67,6.69,3.6365,14.4356,2.0702,7.3781,,,,0.358
2014/5/29,3.7584,7.4504,3.2665,5.8924,6.6561,9.6654,4.0059,7.9,3.1258,,5.6397,3.1628,4.8531,6.6937,5.8536,4.2844,4.3703,8.3197,10.5618,7.1841,5.65,6.67,3.6551,14.5126,2.0093,7.6183,,,,0.358
2014/5/30,3.8063,7.4116,3.2618,5.9198,6.7521,9.6654,3.9862,8.1,3.1018,,5.6757,3.1682,4.8862,6.8637,5.7875,4.3162,4.3359,8.2321,10.4825,7.0731,5.67,6.66,3.6365,14.6955,1.9999,8.0026,,,,0.357
2014/6/3,3.7441,7.3825,3.2145,6.1121,6.877,9.6557,4.0255,8.16,3.1108,,5.6197,3.1709,4.9302,7.062,5.8064,4.2605,4.3359,8.5506,10.4825,6.9843,5.7,6.81,3.5992,14.4356,1.9796,7.6279,,,,0.356
2014/6/4,3.7058,7.2467,3.2097,6.0641,6.8578,9.6364,4.0157,8.34,3.1138,,5.4079,3.1439,4.8917,6.8637,5.7309,4.1652,4.3113,8.3197,10.3934,6.8585,5.62,6.82,3.5572,14.272,1.9904,7.4838,,,,0.354
2014/6/5,3.7345,7.2952,3.2192,6.1121,7.0595,9.8587,4.0255,8.27,3.2931,,5.5158,3.1898,5.0265,6.8637,5.7592,4.189,4.331,8.5585,10.76,6.9251,5.63,7.11,3.5828,14.3779,2.008,7.5318,,,,0.355
