ÈÕÆÚ,000415.SZ,000416.SZ,000563.SZ,000567.SZ,000617.SZ,000666.SZ,000890.SZ,002423.SZ,002647.SZ,002961.SZ,300023.SZ,300176.SZ,300309.SZ,600053.SH,600093.SH,600120.SH,600318.SH,600390.SH,600599.SH,600643.SH,600695.SH,600696.SH,600705.SH,600783.SH,600816.SH,600830.SH,600901.SH,603093.SH,603300.SH,900919.SH
2015/5/5,9.7787,14.0956,7.1725,16.6882,14.4071,21.258,11.6424,15.98,7.7139,,15.1885,6.5336,8.0291,12.4926,15.3421,13.0521,14.5228,13.4468,36.3719,14.2691,11.1,11.39,11.8877,38.5816,4.755,15.0005,,,,0.699
2015/5/6,9.427,14.0956,6.9728,16.7294,13.6195,20.6047,11.6424,15.12,7.5455,,15.3803,6.5636,8.0291,12.4926,14.7568,12.9576,14.2253,13.1921,36.3719,14.403,10.69,11.04,11.9396,38.6688,4.8016,14.7469,,,,0.685
2015/5/7,8.9776,14.0956,6.7825,15.9328,12.7743,20.1854,11.6424,14.4,7.5455,,13.9094,6.3104,8.0291,12.4926,14.5679,12.3821,14.2798,11.8705,36.3719,14.1425,10.28,10.96,11.9396,39.1434,4.829,14.1715,,,,0.667
2015/5/8,9.344,14.0956,6.9204,16.0701,13.1393,20.8582,11.6424,14.78,7.7844,,15.3004,6.7215,8.0291,12.4926,15.4082,13.2207,15.3409,12.1173,36.3719,14.3584,10.73,10.96,12.3123,41.1001,4.903,14.9907,,,,0.692
2015/5/11,9.7201,14.0956,7.3485,16.5028,13.6099,21.3555,11.6424,15.37,8.36,,16.3076,7.1053,8.0291,12.4926,16.0219,13.566,16.397,12.6348,36.3719,15.795,11.44,12.06,12.7321,42.1366,5.103,15.4881,,,,0.723
2015/5/12,9.7787,14.0956,7.377,18.151,13.7443,21.1605,11.6424,15.57,8.454,,15.9879,7.4565,8.0291,12.4926,16.1258,13.9319,16.3325,12.7144,36.3719,16.6361,11.89,13.27,12.9774,41.7685,5.1235,15.5467,,,,0.741
2015/5/13,10.0083,14.0956,7.515,18.8858,14.4551,21.9406,11.6424,15.55,8.7711,,16.8632,7.4293,8.0291,12.4926,17.7402,15.0583,17.9638,13.2319,36.3719,16.584,11.9,13.27,12.5906,41.7685,5.3112,15.888,,,,0.736
2015/5/14,10.1646,14.0956,7.3723,18.3364,14.993,22.4282,11.6424,15.82,9.6483,,16.5075,7.6879,8.0291,12.4926,17.7685,14.5526,18.9951,13.5344,36.3719,16.7924,11.96,13.27,12.4397,40.9064,5.3153,15.5662,,,,0.782
2015/5/15,10.1597,14.0956,6.987,17.5398,15.0506,21.7846,11.6424,16.02,9.6483,,16.7113,7.2632,8.0291,12.4926,17.1926,13.9853,17.1258,13.3672,36.3719,16.4202,12.43,13.27,11.9821,40.9936,5.0769,14.903,,,,0.845
2015/5/18,9.9252,14.0956,7.0393,17.7527,15.4732,21.1215,11.6424,16.32,9.6483,,18.0703,7.4783,8.0291,12.4926,17.2304,14.0716,16.8829,13.7812,36.3719,17.0901,12.29,13.27,11.817,41.6813,5.0084,15.4199,,,,0.882
2015/5/19,10.3062,14.0956,7.32,18.412,15.6365,21.6871,11.6424,17,9.6483,,18.7817,7.7233,8.0291,12.4926,17.3531,14.343,17.6911,13.8131,36.3719,18.6458,12.49,13.27,12.4491,42.5337,5.2139,16.0733,,,,0.874
2015/5/20,10.3062,14.0956,7.2534,18.0617,16.0399,21.7456,11.6424,16.78,9.6483,,18.8657,8.4964,8.0291,12.4926,17.7402,14.4498,17.3936,13.7494,36.3719,18.8096,12.53,13.27,12.3878,43.6961,5.2139,16.0831,,,,0.905
2015/5/21,10.8044,14.0956,7.358,17.842,15.7998,23.9201,11.6424,17.23,9.6483,,19.1814,9.3458,8.0291,12.4926,19.5152,14.6924,19.1339,14.0838,36.3719,19.1892,12.67,13.27,12.435,43.7446,5.2112,16.7853,,,,0.922
2015/5/22,11.4541,14.0956,7.691,18.7485,16.0111,25.8607,11.6424,17.3,9.6483,,18.3381,9.7187,8.0291,12.4926,20.7614,15.8928,18.7621,14.8003,36.3719,19.271,13.19,13.27,13.4916,45.7303,5.7318,17.0487,,,,0.925
2015/5/25,11.6494,14.0956,8.0572,20.2731,16.4529,26.1434,11.6424,18.37,9.3977,,17.7465,9.7569,8.0291,12.4926,22.4231,16.2134,18.3555,15.2063,36.3719,19.3901,13.48,13.27,13.5671,46.8636,5.8181,17.4583,,,,0.925
2015/5/26,12.0256,14.0956,8.1523,21.5161,17.7687,26.1239,11.6424,20.21,10.3374,,18.6498,10.3204,8.0291,12.4926,22.5647,16.4395,19.362,15.5248,36.3719,20.5215,13.5,13.27,13.9587,47.8517,6.0071,17.7509,,,,0.925
2015/5/27,12.1135,15.5071,8.2998,20.7607,19.4496,25.3536,11.6424,22.23,11.1206,,18.6938,10.3313,8.0291,12.4926,22.0266,18.0839,21.3007,15.4133,36.3719,19.8442,14.33,13.27,13.5813,52.6368,6.4222,17.4778,,,,0.947
2015/5/28,12.3479,17.0549,7.4722,19.9846,17.7303,24.5735,11.6424,21,10.7681,,17.7026,10.7532,8.0291,12.4926,20.7709,16.3285,19.1687,16.8623,36.3719,17.8568,12.9,14.6,12.2274,49.5274,5.7797,15.8393,,,,0.871
2015/5/29,12.6996,17.0549,7.2724,21.0079,18.393,24.6222,11.6424,20.04,11.2772,,17.4667,10.9846,8.0291,12.4926,21.5073,16.0942,18.3257,16.2572,36.3719,17.5218,12.23,16.06,12.1991,53.0049,5.8372,15.927,,,4.2139,0.893
2015/6/1,13.3199,17.0549,7.6434,21.1453,19.2094,25.3536,11.6424,21.35,12.4049,,18.1702,12.079,8.0291,12.4926,23.6599,16.8917,18.7522,17.1091,36.3719,18.7053,12.73,17.67,12.7604,57.0249,6.2332,16.8536,,,4.6339,0.927
2015/6/2,13.8133,17.0549,7.9193,21.3032,19.4496,25.8412,11.6424,22.24,13.6462,,19.9888,12.0137,8.8309,12.4926,26.0297,18.3264,19.7587,17.5788,36.3719,20.5736,14,19.44,14.0389,57.3154,6.4537,18.2678,,,5.0966,0.982
2015/6/3,13.3525,17.0549,8.0524,22.1479,18.4795,26.6115,11.6424,21.4,13.8224,,19.6451,12.03,9.7129,12.4926,25.2838,20.1599,18.9406,16.7349,36.3719,21.4222,14.55,19.16,13.6898,55.94,6.7647,17.9167,,,5.6055,0.999
2015/6/4,13.0192,17.0549,8.081,22.7248,18.0761,26.4652,11.6424,20.95,13.8615,,18.7298,10.8894,10.6833,12.4926,26.615,19.3007,18.1125,16.4881,36.3719,21.2957,14.28,21.08,15.0578,53.2858,6.6702,19.7113,,,6.1679,0.969
2015/6/5,13.127,17.0549,8.3331,21.9968,18.5563,26.3677,11.6424,21.6,13.8615,,18.9416,11.9184,11.7506,12.4926,26.0014,20.127,18.5836,16.7429,36.3719,21.385,14.32,23.19,14.9823,54.3901,6.5729,19.7211,,,6.7836,0.956
2015/6/8,13.5682,17.0549,9.1654,20.1632,19.5648,26.2995,11.6424,20.59,13.8615,,18.9016,10.903,10.5893,12.4926,25.2933,19.3583,18.5836,16.8384,36.3719,20.5215,15.4,22.04,14.8785,51.271,6.723,19.8674,,,7.4634,0.932
2015/6/9,13.176,17.0549,8.8515,19.4009,19.0654,26.2897,11.6424,20.95,13.8615,,19.765,10.7097,11.2805,12.4926,25.416,19.0088,18.5836,17.0773,36.3719,20.1494,14.81,20.18,14.4917,51.5713,6.4325,18.9506,,,8.2108,0.906
2015/6/10,13.3231,17.0549,8.8705,21.0697,19.1038,25.9972,11.6424,22.2,13.8615,,21.3078,10.7532,11.9386,12.4926,27.0305,19.2432,18.5836,17.3479,36.3719,20.9235,14.87,22.2,14.8738,52.3075,6.3963,19.2431,,,9.0329,0.912
2015/6/11,13.2447,17.0549,8.7469,22.457,20.2083,26.4067,11.6424,21.93,13.8615,,21.1279,11.0227,13.1164,12.4926,27.0966,19.6871,18.5836,18.4944,36.3718,21.7051,15.14,23.4,15.5578,52.9662,6.3727,19.7211,,,9.9369,0.918
2015/6/12,13.2545,17.0549,8.8039,23.0682,20.823,28.24,11.6424,22.89,13.8615,,20.6763,11.5509,14.4269,12.4926,27.8991,20.6121,18.5836,18.574,36.3718,21.5636,15.66,23.4,15.4258,53.0534,6.4992,20.16,,,10.9299,0.933
2015/6/15,13.1368,17.0549,8.4472,22.5943,20.266,26.865,11.6424,23.3,13.8615,,19.2254,10.7287,12.9947,12.4926,26.4829,20.2545,18.5836,17.746,36.3718,20.6406,15.86,22.61,15.5295,50.4864,6.3685,19.3407,,,12.0225,0.91
2015/6/16,13.5094,17.0549,8.452,23.1506,18.6908,24.8173,11.6424,21,13.8615,,17.8265,10.5218,12.9947,12.4926,24.2642,18.8156,18.5836,16.6871,36.3718,19.9782,14.97,22.61,14.7983,49.3725,6.2087,18.3263,,,13.2255,0.89
2015/6/17,13.4113,17.0549,8.5566,23.1506,18.7196,25.4023,11.6424,21.26,13.8615,,18.5459,11.1235,12.6104,12.4926,24.4435,18.9513,18.5836,17.1011,36.3718,20.1122,15.32,22.61,15.0578,53.4893,6.5465,19.8869,,,14.5495,0.887
2015/6/18,12.3525,17.0549,8.0477,23.1506,17.7591,24.9245,11.6424,20.28,13.8615,,17.5826,10.6716,11.7865,12.4926,22.7063,17.829,18.5836,15.9149,40.0061,20.1896,14.45,22.61,14.0058,54.361,6.2156,18.7608,,,13.0938,0.872
2015/6/19,11.1173,17.0549,7.4436,23.1506,15.9822,23.5008,11.6424,18.25,13.8615,,15.9399,9.6044,10.6056,12.4926,20.7237,16.0449,18.5836,14.3226,44.0077,19.0862,13.01,20.35,12.6755,48.9269,6.0321,17.6935,,,11.7841,0.822
2015/6/23,10.7153,17.0549,7.6957,23.1506,16.0879,22.6622,11.6424,18.59,13.8615,,16.4515,8.7877,10.1122,12.4926,21.7244,16.3779,18.5836,14.9675,48.4064,19.483,12.71,18.32,13.0624,47.0089,6.4617,18.0656,,,10.8374,0.822
2015/6/24,10.9016,17.0549,7.7623,23.1506,17.4806,24.0859,11.6424,19.61,13.8615,,16.9431,9.0327,10.3672,12.4926,21.6489,17.1425,16.7242,15.262,53.252,20.0638,13.03,17.58,13.2888,48.7331,6.6424,18.1048,,,10.7128,0.834
2015/6/25,10.784,17.0549,7.8147,23.1506,17.2885,23.5203,11.6424,18.58,13.8615,,15.5802,8.7142,9.3305,12.4926,19.7229,15.827,15.2467,14.45,47.9298,19.996,12.59,15.82,12.7038,43.8995,7.0914,17.9481,,,9.8408,0.791
2015/6/26,9.7056,17.0549,7.0333,23.1506,15.5596,21.1702,11.6424,16.72,13.8615,,14.0213,7.8431,8.3991,12.4926,17.7497,14.2443,13.7245,13.009,43.1339,17.9925,11.33,14.24,11.4349,39.5115,6.3852,16.1562,,,8.8585,0.712
2015/6/29,8.735,17.0549,6.3328,23.1506,14.2054,19.0542,11.6424,15.05,13.8615,,12.6184,7.059,7.562,12.4926,15.9747,12.8219,12.351,11.7113,38.8244,16.1923,10.2,12.83,10.2933,35.5594,6.2962,14.5406,,,7.9723,0.66
2015/6/30,9.2742,17.0549,6.7045,23.1506,14.8681,19.5613,11.6424,16.15,13.8615,,13.142,7.157,8.316,12.4926,17.2776,13.9319,12.1527,12.3084,39.3011,16.1923,10.69,13.72,10.9207,36.3053,6.926,15.1281,,,8.6806,0.725
2015/7/1,8.7252,17.0549,6.0469,23.1506,13.4466,17.6012,11.6424,14.81,13.8615,,11.827,6.4411,8.8094,12.4926,15.5498,13.0932,10.9379,11.0743,35.369,16.1923,9.62,12.35,9.831,32.6728,6.7564,13.6202,,,8.2464,0.678
2015/7/2,7.8527,17.0549,5.4417,23.1506,12.1019,15.846,11.6424,13.35,13.8615,,10.6439,5.7959,9.5911,12.4926,13.992,11.7942,9.8422,9.9677,31.8341,16.1923,8.66,11.12,8.8498,29.4084,6.4102,12.2592,,,7.4207,0.653
2015/7/3,7.0684,17.0549,4.8985,23.1506,10.8917,14.2663,11.6424,12.02,13.8615,,9.5807,5.2187,8.632,12.4926,12.5947,10.6135,8.8604,8.9725,28.6467,16.1923,7.79,10.01,7.9629,26.4637,5.7694,11.0352,,,6.7124,0.604
2015/7/6,7.2351,17.0549,4.908,23.1506,9.8064,12.8426,11.6424,10.85,13.8615,,8.6215,4.8349,7.7671,12.4926,11.339,9.5526,7.9729,8.0729,25.787,16.1923,7.01,9.01,7.8025,23.8193,5.5761,9.9287,,,7.3851,0.558
2015/7/7,7.2351,17.0549,4.4172,23.1506,8.8267,11.5554,11.6424,9.77,13.8615,,8.6215,4.3503,7.7671,12.4926,10.2061,8.599,7.1746,8.0729,23.2053,16.1923,6.31,8.11,7.0241,21.4364,5.0186,8.9398,,,6.6483,0.502
2015/7/8,7.2351,17.0549,4.2504,23.1506,7.9431,10.4047,11.6424,9.99,13.8615,,8.6215,4.2741,7.7671,12.4926,10.2061,7.7692,6.4557,8.0729,23.2053,16.1923,6.31,8.11,6.3213,19.2957,5.0186,8.0487,,,5.9828,0.502
2015/7/9,7.2351,17.0549,4.6745,23.1506,8.7403,11.4481,11.6424,10.99,13.8615,,8.6215,4.7015,7.7671,12.4926,10.2061,8.5453,7.1002,8.0729,23.2053,16.1923,6.31,8.11,6.9534,21.2233,5.0186,8.0487,,,6.5807,0.502
2015/7/10,7.2351,17.0549,5.1415,23.1506,9.6143,12.5939,11.6424,12.09,13.8615,,8.6215,5.1724,7.7671,12.4926,10.2061,9.3999,7.8093,8.0729,23.2053,16.1923,6.31,8.11,7.6468,23.3446,5.0186,8.8517,,,7.2391,0.502
2015/7/13,7.2351,17.0549,5.6561,23.1506,10.5748,13.8572,11.6424,13.3,13.8615,,8.6215,5.6897,7.7671,12.4926,11.2257,10.3411,8.5927,8.877,25.5288,16.1923,6.31,8.92,8.411,25.6791,5.5205,9.7329,,,7.9616,0.502
2015/7/14,7.9605,17.0549,5.5656,23.1506,11.2279,15.2478,11.6424,13.45,13.8615,,8.6215,6.2587,8.5433,12.4926,12.3492,11.3773,9.4505,9.7687,28.0807,16.1923,6.31,9.81,9.1753,26.3959,5.9612,10.7023,,,8.2036,0.502
2015/7/15,8.1664,17.0549,5.0081,23.1506,10.1042,15.2478,11.6424,12.11,13.8615,,9.4848,5.6325,7.6895,12.4926,12.4908,10.3741,8.8059,8.7894,25.2706,16.1923,6.94,10.01,8.279,23.7612,5.4899,9.635,,,7.3851,0.552
2015/7/16,8.2448,17.0549,5.0605,23.1506,10.1138,15.2478,11.6424,12.09,13.8615,,9.7966,5.889,7.2959,12.4926,12.5758,11.2493,9.6885,8.9407,25.2706,16.1923,7.63,11.01,8.6328,23.7807,5.6067,9.8112,,,7.2249,0.607
2015/7/17,8.833,17.0549,5.4131,23.1506,10.7477,15.2478,11.6424,13.3,13.8615,,10.7239,6.3202,8.0277,12.4926,13.4822,12.0047,10.2785,9.7527,27.6637,16.1923,8.39,12.11,9.397,25.7884,5.8806,10.6142,,,7.6805,0.657
2015/7/20,9.0585,17.0549,5.3798,23.1506,10.7189,15.2478,11.6424,13.99,13.8615,,11.2714,6.2765,8.316,12.4926,14.8323,12.1203,11.3048,10.2862,30.434,16.1923,8.9,13.32,9.6187,27.0359,5.9431,10.8002,,,7.652,0.675
2015/7/21,8.9801,17.0549,5.4655,23.1506,11.1127,15.2478,11.6424,13.83,13.8615,,11.6232,6.8933,8.9757,12.4926,15.3893,12.2111,11.6767,10.533,33.2043,16.1923,9.57,13.66,9.3592,26.8409,6.4005,11.045,,,8.2286,0.677
2015/7/22,8.9017,17.0549,5.437,23.1506,12.2268,15.2478,11.6424,14.3,13.8615,,11.4713,6.6941,8.7595,12.4926,14.9739,12.7891,11.6866,10.4693,32.4993,16.1923,9.31,15.03,9.5338,26.9189,6.5687,11.2017,,,8.4208,0.669
2015/7/23,9.1075,17.0549,5.6847,23.1506,12.8703,15.2478,11.6424,14.63,13.8615,,12.1228,6.9069,9.3028,12.4926,15.3044,13.1978,11.8205,10.8833,33.1944,16.1923,9.61,15.59,9.8168,29.6089,6.6716,11.8773,,,9.2643,0.695
2015/7/24,8.8428,17.0549,5.5037,23.1506,12.294,15.2478,11.6424,14.25,13.8615,,11.9509,6.4676,9.1808,12.4926,14.6623,13.2721,11.4685,10.931,32.976,16.1923,9.19,14.78,9.6234,29.7843,7.0553,11.564,,,9.0329,0.67
2015/7/27,7.9605,17.0549,4.9557,23.1506,11.0646,15.2478,11.6424,12.83,13.8615,,10.7558,6.5494,8.2605,12.4926,13.1989,11.9469,10.3231,9.8403,29.6793,16.1923,8.27,13.3,8.6611,26.802,6.3505,10.4085,,,8.1289,0.603
2015/7/28,7.9899,17.0549,5.0272,23.1506,9.9601,15.2478,11.6424,11.78,13.8615,,10.484,6.02,7.7671,12.4926,11.9527,10.9397,9.3017,8.8611,26.7104,16.1923,7.81,12.46,8.1705,24.2777,6.4353,9.7133,,,7.3281,0.644
2015/7/29,8.3331,17.0549,5.2511,23.1506,10.6708,15.7571,11.6424,12.96,13.8615,,10.9197,6.6204,8.3437,12.4926,12.6419,11.7034,10.2339,9.4422,28.4679,16.1923,8.37,13.71,8.7743,25.993,7.0789,10.4575,,,8.0613,0.66
2015/7/30,8.0389,17.0549,5.0891,23.1506,10.4403,14.8855,11.6424,13,13.8615,,9.9924,6.3611,8.0388,12.4926,12.0943,11.1502,10.2339,9.0362,25.6182,16.1923,8.03,13.88,9.4536,26.5583,7.097,11.094,,,8.225,0.634
2015/7/31,8.3919,17.0549,5.0986,23.1506,10.1138,14.2685,11.6424,12.3,13.8615,,9.8885,6.3229,7.7172,12.4926,11.0274,11.2245,10.2339,8.9248,25.777,16.1923,7.79,12.67,8.7318,24.687,6.6799,12.2004,,,9.0471,0.619
2015/8/3,8.4409,17.0549,5.1368,23.1506,9.2397,12.9269,11.6424,11.08,13.8615,,8.9012,5.6953,6.9466,12.4926,11.1785,10.1016,10.2339,8.7655,23.1954,16.1923,7.42,12.82,7.8591,22.4357,6.0126,10.9765,,,9.9512,0.579
2015/8/4,8.8821,17.0549,5.3988,23.1506,10.0753,13.9649,11.6424,12.19,13.8615,,9.7926,6.2438,7.4567,12.4926,12.2076,10.8158,10.2339,9.4582,25.3997,16.1923,8.13,14.1,8.6375,24.6286,6.5089,12.0046,,,9.5383,0.62
2015/8/5,8.5781,17.0549,5.294,23.1506,9.9793,14.5231,11.6424,12.18,13.8615,,10.7718,6.1619,7.2127,12.4926,12.4248,10.3287,10.2339,9.3706,24.1883,16.1923,7.98,13.46,8.3356,24.151,6.2337,12.3865,,,10.4921,0.612
2015/8/6,8.2938,17.0549,5.1987,20.8362,10.1714,14.954,11.6424,12.38,13.8615,,11.3913,6.6859,7.0464,12.4926,13.1045,10.3328,10.2339,10.31,25.082,16.1923,7.94,13.08,9.0149,23.3908,6.1072,11.8185,,,11.5421,0.613
2015/8/7,8.5978,17.0549,5.3512,18.7553,10.5748,15.5808,11.6424,12.9,13.8615,,11.4513,6.8578,7.4289,12.4926,13.6144,10.9768,10.2339,11.345,26.2735,16.1923,8.33,13.69,9.0149,24.8625,6.2809,12.1221,,,11.4958,0.633
2015/8/10,8.9997,17.0549,5.6657,19.916,11.6313,17.1379,11.6424,14.19,13.8615,,12.5984,7.1853,7.9722,12.4926,14.228,12.0089,10.2339,12.4835,27.9318,16.1923,8.78,14.26,9.0149,27.3088,6.7675,12.9054,,,11.6026,0.659
2015/8/11,9.4703,17.0549,5.8849,17.9244,12.2844,17.1379,11.6424,14.28,13.8615,,12.6424,7.0325,8.7706,12.4926,14.2847,12.4382,10.2339,12.8816,30.5531,16.1923,9.17,14.49,9.0149,28.2444,6.8064,13.1992,,,12.0403,0.658
2015/8/12,9.0095,17.0549,5.8992,16.4272,12.3421,17.1379,11.6424,14.35,13.8615,,12.4865,6.6586,9.0145,12.4926,13.992,11.8644,10.2339,12.5711,28.8155,16.1923,9.02,14.28,9.0149,27.9033,6.9107,12.6704,,,10.8765,0.652
2015/8/13,9.3134,17.0549,6.2232,16.7088,12.8415,17.1379,11.6424,15.79,13.8615,,13.0501,7.0406,9.9182,12.4926,14.2186,12.2648,10.2339,13.829,30.7617,16.1923,9.3,14.99,9.0149,30.3106,7.3458,13.6398,,,10.6558,0.665
2015/8/14,9.2742,17.0549,6.0612,16.2143,14.1285,18.8517,11.6424,16.1,13.8615,,12.4306,6.9861,9.9237,12.4926,14.9078,12.4877,10.2339,13.3593,31.8142,16.1923,9.35,14.97,9.0149,29.4919,7.4293,13.4048,,,10.905,0.666
2015/8/17,9.6565,17.0549,6.1374,16.3998,15.0794,19.9877,11.6424,16.99,13.8615,,12.0948,7.1034,10.9161,12.4926,15.4177,12.8262,10.2339,13.622,31.4567,16.1923,9.69,14.64,9.0149,31.5289,8.1661,13.5908,,,10.2715,0.665
2015/8/18,8.6958,17.0549,5.5275,14.8477,13.5715,17.9899,11.6424,15.29,13.8615,,10.8837,6.3939,9.8239,12.4926,13.8787,11.5424,10.2339,12.2606,30.5829,16.1923,8.72,14.02,9.0149,28.3808,7.35,12.2298,,,9.3354,0.608
2015/8/19,8.735,17.0549,5.5942,15.3971,13.754,19.3609,11.6424,15.5,13.8615,,11.3913,6.9697,9.8239,12.4926,13.907,11.4557,10.2339,12.5233,33.6412,16.1923,8.8,14.6,9.9145,28.605,7.4418,12.4158,,,9.7056,0.621
2015/8/20,8.735,17.0549,5.2797,14.4082,12.6014,18.5775,11.6424,14.25,13.8615,,10.6839,7.1471,9.8239,12.4926,13.9259,11.2369,10.2339,11.345,31.8241,16.1923,8.68,13.88,9.5594,26.0223,6.7703,11.8773,,,9.186,0.613
2015/8/21,8.4409,17.0549,4.9557,12.966,11.5161,16.9714,11.6424,13.48,13.8615,,10.512,6.5494,9.8239,12.4926,12.5381,10.4195,10.2339,10.5011,29.9673,16.1923,8.1,12.54,9.1901,23.8781,6.6535,10.7708,,,8.2748,0.591
2015/8/24,7.5978,17.0549,4.4601,11.668,10.3635,15.2772,11.6424,12.13,13.8615,,9.6327,5.8945,9.8239,12.4926,11.2824,9.3792,10.2339,9.4502,26.9686,16.1923,7.29,11.29,8.2715,21.4903,5.9876,9.6937,,,7.4491,0.532
2015/8/25,6.8429,17.0549,4.0122,10.5005,9.3262,13.7495,11.6424,10.92,13.8615,,9.0931,5.305,9.8239,12.4926,10.1588,8.4421,10.2339,8.5028,24.2678,16.1923,6.56,11.29,7.4429,19.3461,5.3884,8.7244,,,6.7053,0.479
2015/8/26,7.1468,17.0549,4.017,9.4498,8.7211,14.2294,11.6424,9.83,13.8615,,9.5607,4.7756,9.8239,12.4926,9.7245,7.6,10.2339,8.5585,23.9699,16.1923,6.22,11.29,6.6996,17.4164,5.2369,9.5175,,,7.3744,0.481
2015/8/27,7.8527,17.0549,4.36,9.3124,9.3166,15.6494,11.6424,10.2,13.8615,,9.9924,4.8739,9.8239,12.4926,10.5459,7.8188,10.2339,9.3308,25.8267,16.1923,6.51,11.29,7.0026,18.7224,5.654,10.4673,,,7.8513,0.507
2015/8/28,8.1272,15.3513,4.6221,10.2464,10.2482,17.2162,11.6424,11.22,13.8615,,10.6439,5.185,9.8239,12.4926,11.4523,8.5453,10.2339,10.0951,28.2396,16.1923,7.05,11.29,7.7034,20.3305,6.0154,10.9667,,,8.1752,0.543
2015/8/31,7.539,13.8133,4.4601,9.4772,11.2759,17.3338,11.6424,10.62,13.8615,,9.5807,4.762,9.8239,12.4926,10.9142,8.2646,10.2339,9.084,25.926,16.1923,6.66,11.29,7.5708,19.5411,5.7263,10.291,,,7.3566,0.509
2015/9/1,6.7841,12.431,4.1885,9.3193,10.1522,15.8942,11.6424,9.56,13.8615,,8.6215,4.3254,9.8239,12.4926,10.5554,7.439,10.2339,8.1764,25.8366,16.1923,6.08,11.29,6.9695,18.4495,5.1591,9.2629,,,6.6199,0.491
2015/9/2,6.6861,11.185,4.3934,8.6875,9.1341,14.6015,11.6424,8.6,13.8615,,7.906,4.2353,9.8239,12.4926,10.3666,7.1995,10.2339,7.3564,24.9926,16.1923,5.78,11.29,6.8795,18.7906,5.3161,8.3327,,,6.2746,0.492
2015/9/7,6.9606,10.0655,4.3791,9.0721,9.4606,15.3654,11.6424,8.9,13.8615,,8.0978,4.2844,9.8239,12.4926,10.9519,7.4885,10.2339,7.7226,25.5487,16.1923,5.95,11.29,6.8416,19.2877,5.3662,9.0181,,,6.5131,0.507
2015/9/8,7.3625,9.0628,4.5316,9.5734,10.1714,16.9029,11.6424,9.33,13.8615,,8.8613,4.6747,9.8239,12.4926,11.7355,8.2151,10.2339,8.4948,26.6012,16.1923,6.38,10.16,7.1636,21.0322,5.6387,9.684,,,7.1644,0.538
2015/9/9,7.5978,9.4522,4.6507,10.2808,10.9398,18.5971,11.6424,10,13.8615,,9.261,4.8848,9.8239,12.4926,12.1793,8.4339,10.2339,8.9168,29.2623,16.1923,6.66,10.07,7.5803,21.5195,5.8291,10.0365,,,7.4705,0.549
2015/9/10,7.6468,8.8876,4.4649,9.8344,10.6612,17.8626,11.6424,10.35,13.8615,,9.269,4.8902,9.8239,12.4926,11.6695,7.9674,10.2339,8.4232,29.2722,16.1923,6.49,9.48,7.4429,20.5937,5.7082,9.5371,,,7.5025,0.541
2015/9/11,7.5684,9.1602,4.5078,10.3082,11.4008,18.3914,11.6424,10.26,13.8615,,9.4608,4.8793,9.8239,12.4926,11.9716,8.2233,10.2339,8.7178,29.3318,16.1923,6.91,9.72,7.4808,20.9932,5.672,10.056,,,8.2535,0.546
2015/9/14,6.8135,8.2451,4.0551,9.8962,10.2578,16.5503,11.6424,9.23,13.8615,,8.5135,4.3909,9.8239,12.4926,10.7725,7.5339,10.2339,7.85,26.4026,16.1923,6.22,8.75,7.2109,19.4826,5.4454,9.0475,,,7.5132,0.5
2015/9/15,6.2645,7.4177,3.7168,9.4772,10.3539,14.8953,11.6424,8.31,13.8615,,7.6622,3.9515,9.8239,12.4926,9.6962,6.8321,10.2339,7.221,23.7614,16.1923,5.61,7.88,6.4913,17.5334,4.9005,8.1858,,,7.3851,0.495
2015/9/16,6.8625,7.9434,4.0789,10.164,11.3912,16.0411,11.6424,9.06,13.8615,,8.4296,4.3472,9.8239,12.4926,10.6498,7.505,10.2339,7.9455,26.1345,16.1923,6.1,8.49,7.1115,19.2877,5.3509,9.0083,,,8.1254,0.539
2015/9/17,6.7547,7.2035,3.955,9.8344,11.4104,14.435,11.6424,8.73,13.8615,,8.3217,4.2626,9.8239,12.4926,10.3005,7.3936,10.2339,8.5346,25.1813,16.1923,5.98,7.9,7.1115,19.3461,5.2897,8.7635,,,7.7232,0.521
2015/9/18,6.7645,7.3106,4.0027,9.6352,11.9771,14.6896,11.6424,8.75,13.8615,,8.5055,4.4536,9.8239,12.4926,10.4799,7.6413,10.2339,8.471,26.3033,16.1923,6.04,7.94,7.1115,21.2856,5.4705,9.0965,,,7.8122,0.52
2015/9/21,6.9507,7.5735,4.1218,9.9442,12.4957,15.9138,11.6424,9.28,13.8615,,8.9412,4.6692,9.8239,12.4926,11.3107,8.2935,10.2339,8.8133,27.7927,16.1923,6.34,8.32,7.1115,23.0399,5.8194,9.4,,,8.2428,0.552
2015/9/22,7.1664,7.6416,4.2362,10.0061,12.3805,15.7767,11.6424,9.45,13.8615,,9.273,4.6719,9.8239,12.4926,12.1887,8.2233,10.2339,8.6541,27.6438,16.1923,6.39,9.15,7.1115,22.5916,5.6776,9.4979,,,9.0685,0.548
2015/9/23,6.8625,7.3982,4.0789,9.8687,11.7946,15.3164,11.6424,9.12,13.8615,,9.1131,4.7156,9.8239,12.4926,11.7544,8.0417,10.2339,8.7814,26.7501,16.1923,7.03,8.8,7.1115,22.3285,5.8201,9.1258,,,9.3853,0.577
