ÈÕÆÚ,000627.SZ,600291.SH,601318.SH,601319.SH,601336.SH,601601.SH,601628.SH
2017/1/13,7.505,19.3311,33.1073,,43.4835,26.2067,24.9066
2017/1/16,7.2092,19.0823,33.6939,,44.2467,26.7192,25.3911
2017/1/17,7.219,19.8189,33.4984,,43.9086,26.915,25.3524
2017/1/18,7.2881,19.8786,33.7125,,44.1984,27.0454,25.2942
2017/1/19,7.219,19.5601,33.5635,,44.0149,26.7006,24.8194
2017/1/20,7.3177,19.6895,33.759,,44.2564,26.7845,24.7127
2017/1/23,7.3275,19.8189,33.7032,,44.324,26.915,24.9647
2017/1/24,7.6333,19.4207,33.6846,,44.3434,26.9895,25.1876
2017/1/25,7.6135,19.5401,33.9173,,44.1405,27.12,25.0132
2017/1/26,7.6135,19.4008,33.9918,,44.6042,27.0454,24.926
2017/2/3,7.4557,17.4597,33.1632,,43.3096,26.3371,24.3736
2017/2/6,7.5248,16.6236,33.4611,,43.7347,26.5049,25.1973
2017/2/7,7.4853,16.1856,33.5728,,44.2564,26.4676,25.4299
2017/2/8,7.5149,16.2154,33.5356,,44.4013,26.2067,25.6237
2017/2/9,7.5741,16.2453,33.6194,,45.0003,26.0948,25.6819
2017/2/10,7.5938,16.1756,33.7032,,44.7491,26.1041,25.585
2017/2/13,7.653,15.9865,33.8056,,45.3964,26.1414,26.0308
2017/2/14,7.6037,16.0661,33.6101,,44.8071,25.8339,25.7497
2017/2/15,7.5346,16.1657,33.8149,,44.8071,25.8618,25.7594
2017/2/16,7.6628,16.315,33.7963,,44.4979,25.7686,25.6722
2017/2/17,7.7615,16.743,33.759,,44.353,25.778,25.7497
2017/2/20,7.8601,16.6932,34.2804,,44.8554,26.0762,25.6528
2017/2/21,7.8502,16.753,34.2339,,44.8264,26.011,25.866
2017/2/22,7.8108,16.962,34.2804,,44.5656,25.7873,25.8176
2017/2/23,7.6826,16.6733,34.0011,,43.9376,25.517,25.5656
2017/2/24,7.722,16.5539,34.0384,,43.6671,25.7034,25.3136
2017/2/27,7.5741,16.4245,33.8149,,42.7203,25.545,24.8
2017/2/28,7.6135,16.4543,33.7311,,42.7976,25.4797,24.8775
2017/3/1,7.6234,16.5141,33.6659,,42.8169,25.3679,24.7612
2017/3/2,7.5741,16.3349,33.3866,,42.7107,24.9672,24.4898
2017/3/3,7.6135,16.1557,33.3773,,42.4885,24.9858,24.5092
2017/3/6,7.6431,16.2453,33.3587,,42.1793,25.0417,24.4995
2017/3/7,7.7319,16.6136,33.4797,,42.6141,25.1535,24.926
2017/3/8,7.6431,16.3747,33.3494,,42.3822,25.1629,24.9163
2017/3/9,7.4952,16.2254,33.3122,,42.4305,25.284,24.4995
2017/3/10,7.5346,16.2453,33.1446,,41.8315,25.4331,24.1313
2017/3/13,7.5346,16.2951,33.489,,42.4015,25.9178,24.3639
2017/3/14,7.5544,16.2652,33.4611,,42.1697,25.983,24.3736
2017/3/15,7.5642,16.1458,33.4797,,42.0344,26.0016,24.1894
2017/3/16,7.6628,16.2453,33.5822,,42.2953,25.955,24.7806
2017/3/17,7.5544,16.0163,33.2842,,41.8895,25.7127,24.7806
2017/3/20,7.5544,16.0761,33.3587,,41.2905,25.4891,24.6934
2017/3/21,7.5248,16.0562,33.7684,,40.7302,25.4984,24.3929
2017/3/22,7.3966,15.7078,33.517,,39.7351,24.8926,23.6758
2017/3/23,7.367,15.4091,34.0477,,40.0153,24.8367,23.8115
2017/3/24,7.4261,15.0508,34.029,,40.2955,25.2281,24.1313
2017/3/27,7.4261,14.9214,34.2059,,40.3341,25.1908,24.3154
2017/3/28,7.3966,14.9911,34.1966,,40.2858,25.2188,24.2863
2017/3/29,7.5248,14.7223,34.2432,,40.0346,24.818,24.1022
2017/3/30,7.3571,14.3042,34.2153,,40.5273,25.2095,24.0344
2017/3/31,7.4557,14.3839,34.4573,,40.7592,25.5543,24.5189
2017/4/5,7.5149,14.792,34.5411,,40.7785,25.6475,24.4802
2017/4/6,7.4952,14.8617,34.4108,,40.4307,25.4984,24.2863
2017/4/7,7.5248,15.0707,34.0756,,40.7495,25.4238,24.2766
2017/4/10,7.436,14.7621,33.9359,,40.6819,25.4331,24.1313
2017/4/11,7.4261,14.9214,33.6939,,40.6529,25.1722,24.0247
2017/4/12,7.436,14.9214,33.5263,,41.049,25.3027,24.0925
2017/4/13,7.4952,14.9114,33.4239,,40.8075,25.1815,24.1991
2017/4/14,7.3867,14.9712,33.4146,,40.7785,24.9206,23.7533
2017/4/17,7.1993,14.4535,33.5356,,40.2182,24.7808,23.8599
2017/4/18,7.1204,14.1549,33.2377,,39.5516,23.914,23.3075
2017/4/19,7.0514,14.3639,33.0608,,39.5322,23.9886,23.0943
2017/4/20,6.9626,14.3839,33.3308,,40.0443,24.3334,23.0749
2017/4/21,6.9824,14.3142,33.6008,,40.2858,24.8553,23.385
2017/4/24,6.6964,13.8961,33.6753,,41.3678,25.1908,23.7921
2017/4/25,6.7753,13.9857,33.9639,,42.3146,25.4145,24.1313
2017/4/26,6.8048,14.4038,34.9228,,43.2807,25.7593,24.6934
2017/4/27,6.7654,14.5531,35.2114,,43.3,25.8712,25.207
2017/4/28,6.7457,14.5133,35.3418,,43.3193,25.8618,25.3233
2017/5/2,6.8147,15.9666,35.2952,,43.3676,25.545,25.1392
2017/5/3,6.9922,17.0615,35.379,,44.0052,25.517,24.9356
2017/5/4,6.9035,16.8326,35.2114,,44.2274,25.4611,25.2458
2017/5/5,6.7654,16.0363,34.6901,,44.353,25.4797,24.9744
2017/5/8,6.8147,17.1909,35.1835,,44.8167,25.6754,25.5462
2017/5/9,6.7654,17.0516,35.3697,,45.3674,25.4797,25.3621
2017/5/10,7.0514,17.7782,37.0921,,47.1257,25.9923,26.2634
2017/5/11,6.9528,18.1266,37.027,,46.9035,26.0855,26.1858
2017/5/12,7.653,18.8533,38.1256,,48.3333,27.0175,26.8933
2017/5/15,7.5839,18.913,38.079,,47.3575,26.8124,26.3021
2017/5/16,7.5938,18.8135,38.2559,,47.3575,26.7379,26.2343
2017/5/17,7.436,18.2361,37.6321,,46.7006,26.1694,25.4784
2017/5/18,7.2486,18.2959,37.8183,,46.2176,25.9364,25.4299
2017/5/19,7.2092,17.4,38.1814,,46.4301,25.9457,25.4299
2017/5/22,7.2881,17.4995,39.8852,,48.256,26.682,26.244
2017/5/23,7.3571,18.5845,40.1924,,49.2801,27.0734,27.0677
2017/5/24,7.0317,18.4551,40.0621,,48.6714,26.8777,26.6025
2017/5/25,7.1599,19.2415,42.3524,,50.3524,27.7258,27.7752
2017/5/26,7.1303,18.9728,42.0638,,50.5263,27.9028,27.6977
2017/5/31,6.9528,18.4452,41.9614,,51.2702,28.2849,27.2131
2017/6/1,6.7358,17.5095,42.7993,,51.4054,28.695,27.7946
2017/6/2,6.8344,17.0317,41.859,,49.0772,28.0519,27.2422
2017/6/5,6.9626,17.4896,41.589,,48.3236,27.3996,26.651
2017/6/6,6.933,17.5692,42.8552,,49.1931,27.53,26.7673
2017/6/7,7.0119,17.7583,42.8086,,48.7874,28.5738,26.6413
2017/6/8,7.1106,17.7782,44.3355,,50.0336,29.0957,27.6201
2017/6/9,7.1401,18.5252,44.8197,,50.961,29.9065,27.5814
2017/6/12,7.1401,19.0431,45.5552,,51.0287,30.5123,28.1047
2017/6/13,7.15,18.7244,45.099,,49.6278,30.5682,27.6007
2017/6/14,7.0119,18.2165,43.9538,,48.1787,29.5338,26.6413
2017/6/15,7.0021,18.4655,42.9948,,47.6957,29.3753,26.3021
2017/6/16,7.0218,18.5551,43.479,,47.5218,29.4872,26.2337
2017/6/19,7.1007,18.7045,45.2107,,48.1787,29.9904,26.527
2017/6/20,7.1007,18.336,44.7824,,47.2609,29.5244,25.9501
2017/6/21,7.249,19.3917,46.0207,,47.715,30.037,26.1946
2017/6/22,7.5457,19.8997,45.7507,,48.7777,30.9503,26.8497
2017/6/23,8.2479,20.7064,46.2907,,50.3138,30.9876,27.0648
2017/6/26,8.1292,20.806,46.2907,,49.5119,31.3511,26.7617
2017/6/27,8.0699,20.4774,46.4769,,49.6955,31.5468,26.5172
2017/6/28,7.882,20.5371,45.2572,,48.6038,30.6894,26.087
2017/6/29,7.971,21.1546,46.5141,,49.2221,31.4536,26.2141
2017/6/30,7.9908,21.9116,46.1883,,49.6568,31.5654,26.3803
2017/7/3,7.9809,21.7423,45.5645,,48.5458,30.9503,26.1261
2017/7/4,7.7534,21.4435,44.6148,,48.3526,30.8199,26.2239
2017/7/5,8.2479,23.4454,46.9424,,51.8692,32.1246,26.7715
2017/7/6,8.416,24.8895,47.8455,,54.323,32.4881,27.1723
2017/7/7,8.327,24.9493,47.4917,,53.9849,32.3483,26.8301
2017/7/10,8.4556,25.7262,47.6034,,53.5695,32.6558,26.5172
2017/7/11,8.772,24.4712,48.2152,,53.5791,33.1311,27.7492
2017/7/12,8.8808,25.2879,47.6317,,52.4198,32.1432,27.3581
2017/7/13,8.8808,25.2879,48.5916,,55.2215,32.749,28.1599
2017/7/14,9.2171,27.5289,49.6645,,55.7142,32.8981,28.4043
2017/7/17,9.5533,28.0966,50.728,,58.3806,33.2336,28.8443
2017/7/18,9.8401,28.734,50.3233,,59.4723,33.5319,28.5608
2017/7/19,9.8203,29.1025,50.6716,,58.8636,33.1777,28.7172
2017/7/20,10.2159,31.4232,50.8316,,58.9796,32.9354,28.639
2017/7/21,10.8093,34.5705,48.9022,,57.4531,32.4228,28.0523
2017/7/24,10.384,33.7737,49.514,,57.6753,32.2551,27.6808
2017/7/25,10.7005,37.1501,49.2316,,57.8492,32.2364,27.6515
2017/7/26,10.1269,36.8314,48.8363,,57.0184,32.0221,27.7101
2017/7/27,9.6522,33.6542,49.2787,,57.3082,32.0221,27.671
2017/7/28,9.7214,33.9231,48.8363,,56.6223,31.8636,27.2995
2017/7/31,10.0181,36.3732,48.9587,,55.5113,31.845,26.9866
2017/8/1,10.2555,35.8852,51.6221,,61.0663,33.3548,28.1012
2017/8/2,9.9093,34.8992,50.8598,,61.5687,33.7065,27.6906
2017/8/3,9.7313,31.8714,49.8057,,59.5689,32.813,27.231
2017/8/4,9.2962,31.9013,48.8834,,58.5545,32.4708,26.5857
2017/8/7,9.1478,30.1184,49.241,,58.6028,33.0696,26.6835
2017/8/8,9.2863,30.736,49.3634,,60.3128,32.9651,26.791
2017/8/9,9.1379,30.1782,48.9963,,59.2114,32.6609,26.439
2017/8/10,9.2764,30.5965,47.7446,,58.9583,32.4328,26.5172
2017/8/11,8.8017,27.7181,46.6623,,59.0459,32.3092,26.4195
2017/8/14,8.95,28.2958,47.5187,,58.9388,32.3472,26.6639
2017/8/15,9.3456,30.3077,47.9046,,60.2338,32.6989,26.7812
2017/8/16,9.2171,29.3515,48.1963,,59.4743,32.5943,26.5661
2017/8/17,9.3259,29.9292,48.0928,,58.3351,31.986,26.8301
2017/8/18,9.4643,30.9152,50.041,,58.3351,32.0906,27.6612
2017/8/21,9.3259,30.3674,49.9092,,57.3322,31.967,27.2212
2017/8/22,9.2467,30.2778,51.9515,,58.2767,33.1457,27.4461
2017/8/23,8.9797,28.8336,52.1398,,59.9125,33.3833,27.4657
2017/8/24,8.9896,29.0328,51.8762,,59.5133,33.7255,27.0257
2017/8/25,9.2764,30.0089,52.5445,,62.4929,35.37,28.6195
2017/8/28,9.4643,31.0347,52.8927,,63.6321,36.4251,28.8541
2017/8/29,9.4247,30.716,53.7021,,63.4179,36.5296,29.343
2017/8/30,9.5335,31.6523,53.0903,,60.4091,36.406,28.7368
2017/8/31,9.494,31.4132,52.7327,,59.8444,36.33,28.6195
2017/9/1,9.3852,30.7559,52.8644,,58.6954,36.368,28.1208
2017/9/4,9.2467,29.6902,52.3707,,59.2699,36.0068,28.199
2017/9/5,9.6819,29.8794,53.4532,,59.9028,37.6893,28.6195
2017/9/6,9.583,29.1324,52.6081,,58.7246,36.9193,28.0426
2017/9/7,9.494,29.5408,52.1428,,57.7411,36.7768,27.8763
2017/9/8,9.4742,29.5507,52.2472,,57.858,36.4251,27.935
2017/9/11,9.316,29.1922,51.2691,,55.8813,35.1798,27.319
2017/9/12,9.5632,31.2539,52.0478,,56.3,36.2064,27.3581
2017/9/13,9.4346,31.463,52.2947,,55.3555,36.0448,27.1626
2017/9/14,9.2764,30.6264,51.2976,,54.8687,35.0278,27.2995
2017/9/15,9.3061,30.8953,50.6899,,55.4042,34.9137,27.407
2017/9/18,9.2863,30.0686,50.6139,,55.2971,34.5715,27.1821
2017/9/19,9.3357,29.8197,50.7658,,55.7158,34.8186,27.1723
2017/9/20,9.1281,29.1822,50.405,,55.3166,34.1818,26.9768
2017/9/21,9.0885,29.2121,51.1077,,56.1248,34.9137,27.0746
2017/9/22,9.0687,28.5448,51.3166,,56.4266,35.2749,27.5146
2017/9/25,8.8314,27.1803,51.4306,,57.5074,36.0163,27.7297
2017/9/26,8.8907,27.5488,51.516,,57.6243,35.8072,27.7395
2017/9/27,8.9006,27.758,50.8988,,56.2221,34.7901,27.231
2017/9/28,8.7523,26.9911,51.0317,,55.745,34.8947,27.2897
2017/9/29,8.7523,26.6126,51.4306,,55.1803,35.1038,27.1235
2017/10/9,8.9797,27.1803,52.0003,,54.8882,34.8662,27.1332
2017/10/10,8.9896,27.2301,52.1523,,53.116,34.2008,26.791
2017/10/11,9.0292,27.7779,52.5226,,53.8852,34.8757,26.9866
2017/10/12,9.0193,27.6783,54.2319,,55.8327,35.503,27.4657
2017/10/13,8.9896,27.4691,54.2034,,56.4364,35.3034,27.3288
2017/10/16,8.9006,26.8716,54.2889,,57.0401,36.6627,27.7297
2017/10/17,8.95,26.6325,55.0201,,56.6895,36.8338,27.5928
2017/10/18,8.8116,25.4274,56.0076,,58.0333,37.6132,28.0523
2017/10/19,8.5149,24.4812,56.5869,,58.3741,37.9174,28.1795
2017/10/20,8.6039,24.8696,56.0456,,56.6603,36.9574,27.6906
2017/10/23,8.8314,24.8597,56.8623,,57.1374,37.2901,28.3457
2017/10/24,8.9797,25.9752,57.1662,,58.228,37.6037,28.6097
2017/10/25,8.9402,25.9154,57.0522,,58.1112,37.6893,28.639
2017/10/26,9.0588,26.9811,58.2962,,58.6759,38.5448,28.6488
2017/10/27,8.9995,27.1305,60.7082,,59.2309,39.4668,28.815
2017/10/30,9.2171,27.4691,60.8316,,62.4734,39.9801,30.2817
2017/10/31,9.0391,26.7022,61.1165,,62.2397,40.6645,30.7021
2017/11/1,9.2665,27.0807,60.8886,,61.597,41.0067,32.1492
2017/11/2,9.4247,26.2142,60.9076,,61.8892,41.0352,32.2079
2017/11/3,9.6819,25.1485,61.202,,61.2952,41.2348,32.3448
2017/11/6,9.6918,25.4971,60.7842,,59.932,40.2273,31.7972
2017/11/7,9.7709,26.4831,62.0756,,60.8278,41.5295,31.9243
2017/11/8,9.494,26.2142,61.3539,,59.7859,40.2938,31.6701
2017/11/9,9.6918,26.0449,62.9872,,60.2046,40.4079,32.0612
2017/11/10,10.028,27.4592,66.3678,,65.5795,42.2139,33.2737
2017/11/13,10.1368,27.6683,66.6147,,65.5503,42.0523,33.1172
2017/11/14,10.5423,29.4013,66.8711,,68.4228,41.6816,32.9314
2017/11/15,10.1862,29.0926,65.7126,,66.4656,41.4725,31.6701
2017/11/16,10.4533,29.8695,69.3306,,68.2572,43.7823,32.775
2017/11/17,10.0775,28.8536,71.4767,,69.8346,45.3792,33.7625
2017/11/20,9.7412,27.2699,71.8945,,68.9583,45.3507,33.3225
2017/11/21,10.2851,28.3556,74.4869,,69.1823,45.3982,33.9288
2017/11/22,10.1665,27.4791,73.5468,,67.4198,44.2196,32.8825
2017/11/23,10.0379,25.9254,70.5746,,64.6253,42.8793,31.983
2017/11/24,9.5929,25.3975,70.8595,,63.9924,42.6797,31.6408
2017/11/27,9.1478,24.2621,69.8434,,62.5708,42.6417,31.719
2017/11/28,9.2665,24.8298,69.0647,,62.0547,41.9097,31.279
2017/11/29,9.316,25.1684,68.7703,,62.6487,40.6645,30.6434
2017/11/30,8.9402,24.7103,66.3963,,60.8375,39.6759,30.2914
2017/12/1,8.9797,24.8696,64.668,,60.5454,38.8395,30.2034
2017/12/4,9.1478,25.3377,65.893,,62.97,40.3603,30.7608
2017/12/5,8.7918,24.2123,67.6118,,64.6253,41.482,31.4746
2017/12/6,8.8314,24.0529,65.9025,,63.4471,40.5885,31.0737
2017/12/7,8.683,23.5948,65.1808,,61.3828,40.0181,30.7608
2017/12/8,8.8017,24.043,67.8872,,62.4929,40.7976,31.0932
2017/12/11,9.0292,24.3019,69.5585,,63.9826,41.7101,31.4354
2017/12/12,8.8116,23.5948,67.6213,,62.3273,39.9801,30.2817
2017/12/13,8.9797,23.9035,68.4854,,62.0449,40.1227,30.3697
2017/12/14,8.8808,23.6047,67.4314,,60.857,39.5999,29.4701
2017/12/15,8.7523,23.1565,66.8331,,61.8405,39.4573,29.6559
2017/12/18,8.7819,23.296,67.1085,,62.1521,39.4193,29.9199
2017/12/19,9.0193,24.0529,69.8719,,66.3098,41.0542,30.7803
2017/12/20,8.8314,23.5848,70.2137,,66.6896,41.425,30.9857
2017/12/21,8.8413,23.7442,71.1348,,66.7285,41.9097,31.279
2017/12/22,8.7918,23.6446,70.2897,,65.7353,41.7101,31.0639
2017/12/25,8.8017,23.6844,70.4226,,65.3361,41.0352,30.487
2017/12/26,8.2677,23.7641,70.2137,,69.1141,41.6626,30.8194
2017/12/27,8.0699,23.3458,66.8046,,65.9787,40.1702,29.9786
2017/12/28,7.882,23.3458,67.0326,,67.7314,40.3223,29.9688
2017/12/29,7.9116,23.4255,66.4533,,68.3546,39.3718,29.7732
2018/1/2,8.0204,24.0529,68.9318,,69.0362,39.8375,29.8123
2018/1/3,8.1688,24.1426,67.3934,,66.4851,38.6493,29.607
2018/1/4,8.1787,24.7103,67.5928,,65.0537,37.8129,29.4017
2018/1/5,8.1094,24.4812,67.3174,,63.6613,37.5657,29.079
2018/1/8,8.0798,24.272,66.4818,,62.0352,36.9289,28.991
2018/1/9,8.2281,24.7103,68.248,,62.785,37.0049,29.5777
2018/1/10,8.1193,24.3517,68.1056,,61.6847,36.8243,29.4506
2018/1/11,8.149,24.4015,68.9887,,61.9476,37.1855,29.6168
2018/1/12,8.1589,24.282,70.66,,63.1745,38.3452,29.7146
2018/1/15,8.2677,24.5509,73.7368,,66.0664,40.3508,30.7412
2018/1/16,8.1589,24.3318,73.8887,,64.82,39.5904,30.6532
2018/1/17,8.4061,25.7063,73.4424,,64.8785,39.4763,31.1226
2018/1/18,8.4259,26.1345,73.6988,,62.1034,39.1912,30.8879
2018/1/19,8.594,26.3835,73.6798,,61.412,39.0106,30.4674
2018/1/22,8.5644,26.025,74.7718,,59.1433,39.1626,30.2523
2018/1/23,8.6138,26.6026,74.7908,,59.6788,38.944,30.4381
2018/1/24,8.4556,26.1146,72.5877,,58.3838,37.8034,30.2426
2018/1/25,8.3567,25.4473,71.4957,,57.5951,37.3091,29.6168
2018/1/26,8.3962,25.6166,72.2649,,58.9096,37.9079,30.4674
2018/1/29,8.06,24.6007,69.663,,56.9427,36.5391,29.6461
2018/1/30,8.0501,24.5111,69.6819,,57.4198,36.349,29.3332
2018/1/31,7.9512,24.4513,71.2963,,58.5493,37.5752,29.5874
2018/2/1,7.3578,22.0709,71.6761,,59.0167,38.06,30.311
2018/2/2,7.4468,20.9554,72.1794,,59.7859,39.2387,30.7999
2018/2/5,7.4468,21.2542,71.8945,,60.9057,40.9402,31.2399
2018/2/6,7.2194,19.5013,70.0523,,59.8736,40.7311,30.3501
2018/2/7,7.0908,19.6905,67.7827,,57.6243,40.4364,29.7048
2018/2/8,7.1996,19.9196,65.5132,,55.2776,38.8109,28.111
2018/2/9,6.9524,18.346,61.183,,50.2728,35.484,26.3706
2018/2/12,7.0216,18.6746,61.6863,,50.1949,35.0658,25.8621
2018/2/13,7.1205,19.6308,63.6425,,50.857,36.7007,25.9501
2018/2/14,7.1304,19.6308,65.4182,,50.5746,37.0239,25.647
2018/2/22,7.2392,20.0092,66.2539,,53.1452,38.5258,26.5368
2018/2/23,7.2985,20.3877,67.08,,53.6321,39.4193,26.6541
2018/2/26,7.4271,20.6068,67.232,,54.411,40.4079,27.1332
2018/2/27,7.3578,20.1885,66.2919,,52.5513,39.733,26.8106
2018/2/28,7.4369,20.2284,64.3452,,51.3439,38.0505,26.263
2018/3/1,7.4666,20.3678,65.4562,,51.2173,38.1931,26.4781
2018/3/2,7.4073,20.0989,64.2692,,50.6428,36.9764,26.175
2018/3/5,7.4765,20.318,64.4591,,50.8083,37.0904,26.3217
2018/3/6,7.7139,21.2443,65.8266,,52.4539,38.3927,26.8986
2018/3/7,7.7139,20.7662,65.3138,,52.0644,37.4897,26.9083
2018/3/8,7.8127,21.0451,66.9851,,52.3857,38.0885,26.9475
2018/3/9,7.8424,21.1447,67.3174,,52.5123,38.2976,26.8399
2018/3/12,8.1094,21.3638,67.5358,,52.2105,38.022,26.8008
2018/3/13,8.0007,20.9455,65.9215,,50.6915,36.9003,26.3901
2018/3/14,7.7336,20.7363,65.3518,,50.8083,37.0524,26.2141
2018/3/15,8.2281,21.0351,66.9376,,51.1296,38.2881,26.4977
2018/3/16,8.1391,20.6766,66.9566,,50.6038,38.7444,26.3412
2018/3/19,8.1688,20.2184,70.0903,,51.3536,39.9611,26.615
2018/3/20,7.9908,19.8798,70.3562,,50.5551,39.5999,26.3803
2018/3/21,7.9908,19.7105,70.0998,,48.2085,38.3927,26.2923
2018/3/22,7.8424,19.3619,69.2071,,45.9397,37.5087,26.1066
2018/3/23,7.4963,18.077,66.7572,,45.9397,37.3186,26.1066
2018/3/26,7.615,18.2762,64.839,,44.7031,35.0658,25.4612
2018/3/27,7.7139,19.1925,64.725,,45.0926,34.3529,25.5786
2018/3/28,7.6051,19.2623,62.1041,,43.8852,32.7084,24.9235
2018/3/29,7.7237,19.5909,63.0442,,45.7158,33.4213,25.1581
2018/3/30,7.6347,19.4615,62.0186,,44.8102,32.2521,24.8452
2018/4/2,7.5457,19.3121,61.4014,,44.2455,31.8149,24.8452
2018/4/3,7.615,18.7045,61.259,,43.9339,31.5392,24.503
2018/4/4,7.5062,18.834,61.2969,,44.3039,31.5392,24.4639
2018/4/9,7.4567,18.9834,62.6359,,45.1024,32.1571,24.6888
2018/4/10,7.5853,19.571,64.8105,,46.2319,32.7559,25.1777
2018/4/11,7.6347,19.3818,64.2597,,45.4529,32.5468,25.0212
2018/4/12,7.9314,19.8001,63.3576,,44.8589,31.7389,24.7768
2018/4/13,7.8424,19.5411,62.8448,,44.0313,31.3491,24.415
2018/4/16,7.6842,18.5252,61.0595,,41.9183,31.0354,23.5741
2018/4/17,7.6248,18.3758,59.9485,,40.6038,30.5982,23.711
2018/4/18,7.6545,18.9535,60.3094,,40.6428,30.3986,23.8479
2018/4/19,7.6248,19.0033,61.2305,,40.8959,30.5887,23.9946
2018/4/20,7.4468,18.4555,60.9171,,40.1169,29.6286,23.6621
2018/4/23,7.6051,18.6647,61.7148,,41.0712,30.0374,23.975
2018/4/24,7.7633,19.1925,63.2056,,42.7654,31.3586,24.415
2018/4/25,7.8325,18.9535,62.1991,,41.8794,30.9309,24.1315
2018/4/26,7.615,18.1766,59.939,,40.3701,30.1419,23.7892
2018/4/27,7.6545,18.4854,57.8214,,42.1617,30.0374,23.9652
2018/5/2,7.5655,16.6329,58.2487,,42.1423,30.332,23.8284
2018/5/3,7.5358,15.3281,58.3437,,43.5055,31.3776,24.1412
2018/5/4,7.5457,15.1588,57.6505,,42.8628,31.0354,23.8088
2018/5/7,7.704,15.2684,58.1063,,44.3429,32.2141,24.2488
2018/5/8,7.8919,15.8859,59.901,,45.6768,33.9821,24.8844
2018/5/9,7.8523,15.7664,59.7776,,46.115,34.1247,24.7475
2018/5/10,7.8226,15.8062,59.996,,45.7742,34.1818,24.855
2018/5/11,7.704,15.4775,59.92,,45.4821,33.5829,24.591
2018/5/14,7.7139,15.4676,60.8696,,45.2192,34.3814,24.7866
2018/5/15,7.9215,15.4875,60.7462,,45.4918,34.1628,24.7866
2018/5/16,7.8127,15.1389,59.6446,,43.7392,32.7845,24.327
2018/5/17,7.8721,15.1289,58.8755,,43.9631,32.4613,24.4835
2018/5/18,8.0007,15.2783,59.863,,45.0342,33.1932,24.8159
2018/5/21,8.0204,15.4377,60.4518,,45.4821,33.3358,24.8159
2018/5/22,7.9413,15.2883,59.8346,,44.3136,32.6799,24.6399
2018/5/23,7.8127,14.8799,58.6475,,43.1939,31.7198,24.1999
2018/5/24,7.8226,14.8799,58.1348,,42.707,31.6723,24.327
2018/5/25,7.7633,14.372,58.4291,,42.8044,31.5963,24.3661
2018/5/28,7.8622,14.4118,59.3503,,43.1744,31.7389,24.4639
2018/5/29,7.6842,14.0832,59.2363,,42.6973,31.6818,24.5715
2018/5/30,7.5062,13.1569,57.5935,,41.1978,30.7313,23.7795
2018/5/31,7.5853,13.386,58.9989,,42.0741,31.6248,24.0141
2018/6/1,7.6051,13.6549,58.5336,,41.4412,31.4347,23.975
2018/6/4,7.6941,14.1927,60.3283,,42.7947,32.6419,24.4052
2018/6/5,7.7139,14.3421,61.3254,,44.3721,32.832,24.5812
2018/6/6,7.6347,14.2027,60.5942,,44.3234,32.6134,24.2977
2018/6/7,7.6644,14.382,61.2039,,44.9758,32.8225,24.6301
2018/6/8,7.5258,14.0732,60.3813,,43.9242,31.7674,23.9359
2018/6/11,7.3772,14.1628,61.0007,,44.2455,31.8719,23.7306
2018/6/12,7.3772,14.5314,61.8427,,45.6671,33.0981,23.8968
2018/6/13,7.2287,13.9636,61.6975,,45.5503,33.2122,23.9359
2018/6/14,7.3376,14.2824,62.3653,,46.2416,34.2103,24.0239
2018/6/15,7.2584,14.2624,62.5492,,45.9884,34.3529,24.1315
2018/6/19,6.8326,12.9477,60.091,,45.969,34.543,24.3857
2018/6/20,6.8623,13.1171,59.8587,,44.966,33.4403,23.9066
2018/6/21,6.7237,12.8581,59.1232,,43.6028,32.2426,22.9921
2018/6/22,6.8029,12.9677,59.1038,,43.4178,32.3947,22.6939
2018/6/25,6.8128,12.7485,57.865,,41.8015,31.2351,22.1372
2018/6/26,6.8128,12.9477,57.3327,,41.6846,30.8643,22.0577
2018/6/27,6.8227,12.7485,55.6487,,41.0614,30.1514,22.0676
2018/6/28,6.7633,12.7884,55.0003,,40.672,29.5051,22.0776
2018/6/29,6.9514,13.3063,56.694,,41.7528,30.275,22.3857
2018/7/2,6.8623,12.8481,53.4422,,39.8735,28.2979,21.3917
2018/7/3,6.8821,13.1071,54.5261,,41.1491,28.5925,21.998
2018/7/4,6.8128,12.8183,53.7325,,40.8764,28.3264,21.9583
2018/7/5,6.7336,12.4498,53.7422,,41.4801,28.7541,22.2863
2018/7/6,6.7336,12.5992,55.1068,,42.4733,29.7617,22.4454
2018/7/9,6.7633,12.8979,56.9843,,43.486,31.1115,22.7137
2018/7/10,6.7435,12.8979,56.3069,,43.2523,30.9784,22.6044
2018/7/11,6.5355,12.3302,55.2519,,42.2299,30.4746,22.0279
2018/7/12,6.5851,12.6987,56.5004,,43.7976,31.7103,22.6143
2018/7/13,6.6445,12.7784,56.6553,,43.5444,31.3871,22.5746
2018/7/16,6.5553,12.6888,55.8617,,43.0089,30.4651,22.5448
2018/7/17,6.5553,12.9975,56.152,,43.0186,30.6742,22.5149
2018/7/18,6.5553,12.8382,55.9488,,43.3497,30.237,22.5448
2018/7/19,6.5058,12.8083,56.8198,,44.2455,30.8834,22.8032
2018/7/20,6.6544,13.5254,58.8812,,48.3643,32.4613,23.509
2018/7/23,6.6247,13.5553,59.1135,,48.8219,33.3263,23.5189
2018/7/24,6.8623,14.5015,59.7522,,48.1403,32.7179,23.6978
