ÈÕÆÚ,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH
2014/1/2,,7.0705,11.0128,6.1218,7.1886,10.9334,4.5601,5.7102,6.5533,5.6608,5.5082,,,,,,11.2326,5.9031,8.2637,3.8399,4.4875,5.544,10.1123,9.0353,,,11.0536,,2.3301,,,,,,,4.0491,7.854,7.8393,7.9584,,,5.8046,
2014/1/3,,6.977,10.6602,5.9649,7.0192,10.6775,4.387,5.632,6.3642,5.6336,5.5208,,,,,,10.9114,5.6895,8.1956,3.8698,4.3495,5.3675,9.7154,8.8248,,,10.666,,2.2873,,,,,,,3.9713,7.5395,7.6179,7.8388,,,5.8046,
2014/1/6,,6.8301,10.1868,5.9347,7.1008,10.5451,4.3514,5.4274,6.6006,5.3019,5.6089,,,,,,10.9114,5.4953,8.1761,3.8399,4.2482,4.9961,9.8237,8.7057,,,10.4899,,2.2756,,,,,,,3.9325,7.4655,7.7508,7.71,,,5.8046,
2014/1/7,,6.8568,10.182,5.8864,7.0255,10.4922,4.2671,5.4334,6.5533,5.3882,5.4369,,,,,,10.7419,5.5147,8.3367,3.7801,4.2482,4.9775,9.7064,8.8614,,,10.4634,,2.2678,,,,,,,3.9411,7.41,7.6533,7.7284,,,5.8046,
2014/1/8,,6.9637,10.1916,5.9347,7.0819,10.5716,4.3381,5.3853,6.5439,5.2338,5.4873,,,,,,10.7776,5.3982,9.0034,3.81,4.3403,4.9961,9.7515,9.0353,,,10.5339,,2.3145,,,,,,,3.9886,7.4192,7.6799,7.6732,,,5.8046,
2014/1/9,,6.839,10.1916,5.8079,6.9439,10.3598,4.2182,5.3251,6.2885,4.9612,5.3111,,,,,,10.5456,5.3788,9.2273,3.8,4.2528,4.9218,9.4809,8.9712,,,10.3137,,2.2756,,,,,,,3.9454,7.3637,7.5647,7.4615,,,5.8046,
2014/1/10,,6.8435,10.0226,5.7294,6.5989,10.1216,4.1206,5.2048,6.2602,4.6159,5.0552,,,,,,10.278,5.3302,9.3684,3.6304,4.1654,4.9125,9.1922,9.1543,,,9.9086,,2.2212,,,,,,,3.8892,7.0677,7.5205,7.2591,,,5.8046,
2014/1/13,,6.7411,10.2399,5.669,6.5237,10.0598,4.1472,5.2349,6.1278,4.7022,4.9629,,,,,,10.1888,5.1749,8.8769,3.6304,4.0365,4.8939,9.1651,8.3121,,,9.7853,,2.2095,,,,,,,3.872,6.9474,7.5293,7.1947,,,5.9028,
2014/1/14,,6.8301,10.38,5.7173,6.6491,10.1745,4.1872,5.3371,6.2318,4.7613,5.0426,,,,,,10.3315,5.272,8.7747,3.7302,4.1377,4.9961,9.2824,7.8452,,,9.9702,,2.2756,,,,,,,3.9325,7.0492,7.6445,7.3143,,,5.6278,
2014/1/15,,6.7945,10.2399,5.6751,6.6554,10.1039,4.1605,5.3311,6.2318,4.7885,5.051,,,,,,10.2244,5.2429,9.5096,3.7202,4.1009,4.9682,9.1651,7.7445,,,10.1992,,2.3145,,,,,,,3.9108,7.0584,7.6356,7.3143,,,5.5001,
2014/1/16,,6.8034,10.9065,5.6871,6.6178,10.1833,4.1694,5.3552,6.2413,4.7431,5.0594,,,,,,10.3137,5.2914,9.3538,3.7202,4.1608,4.9589,9.2283,7.7812,,,10.1288,,2.3612,,,,,,,3.9411,7.0214,7.6179,7.3787,,,5.5296,
2014/1/17,,6.7099,10.7857,5.5966,6.5174,10.0598,4.1117,5.283,6.1751,4.5841,5.0132,,,,,,10.394,5.1263,9.6507,3.7202,4.1423,4.8568,9.2644,7.415,,,9.9966,,2.4896,,,,,,,3.967,6.9474,7.5647,7.3051,,,5.3528,
2014/1/20,,6.7188,10.7616,5.5905,6.5049,10.0686,4.1206,5.289,6.194,4.6113,5.0342,,,,,,10.2691,5.1263,9.2614,3.7701,4.1838,4.8011,9.1922,7.2685,,,9.9966,,2.5129,,,,,,,4.0016,6.9937,7.547,7.2959,,,5.2349,
2014/1/21,,6.8524,10.694,5.6932,6.6303,10.2539,4.2094,5.3251,6.3264,4.6568,5.1181,,,,,,10.4475,5.1943,9.5144,3.8,4.2298,4.8753,9.4177,7.4241,,,10.208,,2.6335,,,,,,,4.0189,7.1694,7.6799,7.3879,,,5.4805,
2014/1/22,,7.0038,10.8775,5.8622,6.7997,10.6245,4.2982,5.4334,6.4399,4.7931,5.223,,,,,,10.7776,5.3594,9.6751,3.8499,4.3725,5.0518,9.7064,7.5889,,,10.7189,,2.6413,,,,,,,4.0923,7.4655,7.8216,7.5444,,,5.5983,
2014/1/23,,6.937,11.462,5.82,6.7244,10.501,4.2582,5.4334,6.4209,4.784,5.1936,,,,,,10.6259,5.3302,9.5875,3.8399,4.3955,5.0146,9.5891,7.4974,,,10.6748,,2.6257,,,,,,,4.0318,7.4932,7.7242,7.4984,,,5.5689,
2014/1/24,,7.0171,12.0078,5.8924,6.7934,10.5451,4.3381,5.5056,6.5155,4.9112,5.2481,,,,,,10.6705,5.4176,9.5777,3.8798,4.4323,5.1168,9.6703,7.772,,,10.7629,,2.8863,,,,,,,4.0751,7.706,7.8039,7.5444,,,5.7653,
2014/1/27,,6.888,12.0078,5.7535,6.6052,10.3069,4.2138,5.4274,6.3737,4.8612,5.0971,,,,,,10.3137,5.3982,9.0132,3.8898,4.2988,5.1354,9.3907,7.653,,,10.3401,,2.8163,,,,,,,3.9454,7.5025,7.5825,7.3971,,,5.7064,
2014/1/28,,6.9325,12.2493,5.7958,6.6303,10.3686,4.2227,5.4394,6.4682,4.734,5.1349,,,,,,10.3494,5.4565,9.7724,3.8898,4.3357,5.1354,9.4087,7.6622,,,10.4987,,2.8358,,,,,,,3.9541,7.521,7.6356,7.4523,,,5.7064,
2014/1/29,,7.1329,13.0414,5.8501,6.7432,10.3598,4.2538,5.4454,6.5344,4.8976,5.1768,,,,,,10.4207,5.4467,10.7506,4.0493,4.3679,5.2561,9.4448,7.6713,,,10.5956,,2.9213,,,,,,,3.9757,7.5117,7.6533,7.4984,,,5.6966,
2014/1/30,,7.1062,12.9931,5.7656,6.5989,10.1392,4.1383,5.4454,6.4209,4.8612,5.1475,,,,,,10.3315,5.9904,11.1156,4.1291,4.262,5.3025,9.2824,7.4882,,,10.3754,,2.9991,,,,,,,3.9281,7.3082,7.4939,7.3971,,,5.5296,
2014/2/7,,7.2308,13.766,5.8079,6.7307,10.2628,4.1916,5.4334,6.5344,5.0111,5.1768,,,,,,10.2423,6.0875,12.2252,4.2488,4.239,5.4604,9.3275,7.5157,,,10.2961,,3.0614,,,,,,,3.9411,7.373,7.5205,7.4247,,,5.5689,
2014/2/10,,7.3377,14.5484,5.9528,6.8561,10.4922,4.307,5.5718,6.7046,5.1883,5.2985,,,,,,10.5456,6.1458,12.3177,4.4583,4.3817,5.5625,9.553,7.7354,,,10.8158,,3.0303,,,,,,,4.0189,7.5395,7.6799,7.6732,,,5.6867,
2014/2/11,,7.2887,14.5098,6.0011,7.0318,10.5187,4.3204,5.65,6.7046,5.2156,5.3027,,,,,,10.6527,6.0487,12.0938,4.3785,4.4001,5.5533,9.6072,7.9276,,,10.7629,,2.8824,,,,,,,4.0405,7.7337,7.7242,7.6916,,,5.7849,
2014/2/12,,7.2353,14.1813,6.0071,7.0318,10.5804,4.3381,5.6861,6.7046,5.2883,5.3027,,,,,,10.6349,6.0875,12.454,4.3885,4.4369,5.674,9.5801,7.9551,,,10.7629,,2.9058,,,,,,,4.0535,7.5487,7.7419,7.9952,,,5.7948,
2014/2/13,,7.1596,14.278,5.9347,6.9628,10.4657,4.307,5.5838,6.6195,5.0657,5.2985,,,,,,10.5902,6.1749,11.7872,4.3585,4.3357,5.6183,9.526,7.8086,,,10.5515,,2.7619,,,,,,,3.9713,7.41,7.6268,7.9032,,,5.6966,
2014/2/14,,7.2041,14.2731,5.9588,6.9753,10.5098,4.3381,5.6982,6.6668,5.1974,5.3321,,,,,,10.5902,6.1943,11.8456,4.578,4.3587,5.6461,9.553,7.891,,,10.6484,,2.793,,,,,,,3.9886,7.484,7.6976,7.9308,,,5.7358,
2014/2/17,,7.2086,15.0604,5.989,7.107,10.5187,4.3514,5.6982,6.7046,5.4609,5.353,,,,,,10.6259,6.2817,13.0282,4.8073,4.4047,5.7483,9.5801,7.9368,,,10.6748,,2.8941,,,,,,,4.0059,7.5672,7.7508,7.94,,,5.7653,
2014/2/18,,6.937,14.5871,5.7837,6.8938,10.1657,4.1694,5.626,6.4588,5.5245,5.1894,,,,,,10.2601,6.2235,12.7752,4.6577,4.2758,5.7111,9.2283,7.8178,,,10.208,,2.793,,,,,,,3.9152,7.373,7.5205,7.7376,,,5.5689,
2014/2/19,,6.9681,13.5244,5.8079,6.9,10.2363,4.196,5.7644,6.4588,5.5109,5.2146,,,,,,10.2512,6.5244,12.2739,4.6777,4.2712,5.7576,9.3005,8.0833,,,10.1816,,2.8669,,,,,,,3.9627,7.4007,7.5736,7.8848,,,5.6082,
2014/2/20,,6.7678,13.5196,5.6328,6.7495,10.0421,4.085,5.993,6.3358,5.3155,5.1265,,,,,,9.9479,6.1167,11.7337,4.7675,4.1515,5.5997,9.12,8.3121,,,9.8645,,2.6957,,,,,,,3.8936,7.1879,7.423,7.71,,,5.451,
2014/2/21,,6.5941,13.5679,5.4638,6.5488,9.8127,3.9207,5.8125,6.1845,5.2247,4.9839,,,,,,9.7962,6.0196,11.5244,4.7874,4.0549,5.5533,8.9667,8.2938,,,9.5739,,2.7191,,,,,,,3.7769,6.9659,7.237,7.5352,,,5.3332,
2014/2/24,,6.5541,14.4325,5.4275,6.6052,9.5039,3.8985,5.6621,6.2129,5.5382,4.9293,,,,,,9.5375,6.0584,11.8407,4.548,3.9628,5.3582,8.7051,8.3121,,,9.3889,,2.9252,,,,,,,3.7337,6.9104,7.0421,7.4155,,,5.2251,
2014/2/25,,6.4027,13.5293,5.2223,6.2539,9.2744,3.7698,5.5718,5.9387,5.3564,4.7363,,,,,,9.3947,5.7089,10.6581,4.5081,3.8432,5.2097,8.5156,8.1931,,,9.0983,,2.723,,,,,,,3.617,6.6514,6.8472,7.2039,,,5.0483,
2014/2/26,,6.4116,14.7272,5.2525,6.2665,9.2391,3.7742,5.6621,5.9765,5.6744,4.8077,,,,,,9.2787,5.7186,10.2396,4.6877,3.903,5.2561,8.3713,8.3121,,,9.019,,2.6763,,,,,,,3.5651,6.6976,6.865,7.2223,,,4.9992,
2014/2/27,,6.4027,14.8769,5.2585,6.2226,9.1244,3.7742,5.5477,5.9292,5.5881,4.7321,,,,,,9.3144,5.6506,9.6799,4.568,3.8846,5.2375,8.3172,8.7241,,,8.9309,,2.5985,,,,,,,3.5911,6.6421,6.8118,7.2039,,,5.0974,
2014/2/28,,6.6208,14.9735,5.4698,6.6679,9.4862,3.9474,5.7222,6.525,5.4337,4.9335,,,,,,9.6624,5.7963,9.9817,4.568,4.1193,5.2097,8.651,8.898,,,9.4946,,2.7463,,,,,,,3.7553,6.9474,7.1041,7.4431,,,5.6082,
2014/3/3,,6.5318,15.2198,5.3913,6.5362,9.2303,3.9163,5.981,6.4777,5.5609,4.9167,,,,,,9.5018,6.204,9.9817,4.568,4.0457,5.5068,8.5337,8.8064,,,9.3449,,2.7152,,,,,,,3.6905,6.8549,6.989,7.3971,,,5.726,
2014/3/4,,6.5407,15.2392,5.3853,6.5425,9.2038,3.8852,5.8907,6.5155,5.3155,4.9461,,,,,,9.5018,6.1361,9.7578,4.568,4.0871,5.5718,8.5337,8.3487,,,9.3625,,2.8163,,,,,,,3.6991,6.8642,7.0156,7.3879,,,5.7555,
2014/3/5,,6.4338,15.1909,5.3611,6.4484,9.1068,3.8097,5.9509,6.3169,5.1384,4.8328,,,,,,9.4839,6.1458,9.9719,4.568,4.0181,5.544,8.3894,8.3487,,,9.0807,,2.8358,,,,,,,3.6256,6.7254,6.989,7.3235,,,5.5885,
2014/3/6,,6.4739,15.5241,5.3973,6.4672,9.1774,3.8541,5.9027,6.525,5.211,4.8622,,,,,,9.5018,6.3788,10.2104,4.568,4.0503,5.7018,8.4435,8.1748,,,9.1599,,3.0186,,,,,,,3.6559,6.8271,7.0156,7.3603,,,5.6278,
2014/3/7,,6.376,15.9395,5.2887,6.3982,9.045,3.7964,5.8305,6.402,5.0429,4.8286,,,,,,9.3858,6.573,10.7409,4.568,3.9674,5.6275,8.3713,8.0283,,,9.0807,,3.0264,,,,,,,3.5954,6.7531,6.9624,7.2591,,,5.5296,
2014/3/10,,6.1444,15.273,5.1136,6.2414,8.7979,3.6321,5.644,6.1372,4.7658,4.665,,,,,,9.0289,6.2235,10.7457,5.0268,3.857,5.3025,8.0375,7.5706,,,8.7195,,2.9836,,,,,,,3.4528,6.5496,6.6612,7.0015,,,5.4608,
2014/3/11,,6.1444,14.4325,5.1196,6.3041,8.7538,3.6277,5.5718,6.1089,4.8203,4.707,,,,,,9.0825,6.4856,11.1156,4.8572,3.8846,5.414,8.1187,7.6622,,,8.8517,,2.9564,,,,,,,3.4571,6.5866,6.6612,7.0015,,,5.451,
2014/3/12,,6.1801,13.7804,5.1136,6.2226,8.7097,3.6366,5.5838,6.0049,4.6886,4.6734,,,,,,9.02,6.8643,10.3856,5.3459,3.8064,5.5068,8.1458,7.6713,,,8.834,,2.6607,,,,,,,3.4312,6.5496,6.5992,7.0291,,,5.3037,
2014/3/13,,6.376,14.4229,5.1559,6.2916,8.7803,3.681,5.6139,6.1089,4.7794,4.7363,,,,,,9.1895,6.7672,10.6484,5.5354,3.8478,5.6461,8.1999,7.7812,,,8.9662,,2.7463,,,,,,,3.4657,6.6144,6.5904,7.1487,,,5.5001,
2014/3/14,,6.8257,14.2683,5.1981,6.279,8.6832,3.641,5.5838,6.071,4.7794,4.7112,,,,,,9.1271,6.4565,10.7749,6.094,3.8248,5.6833,8.1368,7.6713,,,8.9662,,2.7113,,,,,,,3.4269,6.5866,6.5549,7.0567,,,5.4019,
2014/3/17,,6.8568,14.4035,5.2887,6.2979,8.7714,3.6854,5.638,6.1372,4.8976,4.7657,,,,,,9.1717,6.7089,10.4781,6.3832,3.857,5.8411,8.1729,7.653,,,8.8252,,2.6374,,,,,,,3.4528,6.6606,6.6081,7.1027,,,5.4314,
2014/3/18,,6.7144,14.3456,5.2223,6.2602,8.7008,3.6854,5.644,6.0994,4.8885,4.7867,,,,,,9.1181,6.5633,10.1471,6.4131,3.8616,5.804,8.1458,7.6255,,,8.7636,,2.614,,,,,,,3.5003,6.5959,6.5727,7.0475,,,5.3626,
2014/3/19,,6.7054,13.8819,5.174,6.2038,8.6038,3.6499,5.5959,6.0994,4.7749,4.7363,,,,,,9.02,6.7866,10.2639,7.0514,3.8294,5.9526,8.0466,7.653,,,8.7107,,2.6607,,,,,,,3.4614,6.5589,6.5461,7.0015,,,5.3037,
2014/3/20,,6.4561,13.3795,5.1076,6.0469,8.5067,3.5877,5.4816,5.9387,4.5886,4.5979,,,,,,8.9665,6.3108,9.6507,7.7596,3.7511,5.6183,7.9654,7.4058,,,8.605,,2.4662,,,,,,,3.4009,6.4941,6.4398,6.9463,,,5.1564,
2014/3/21,,7.1017,13.7901,5.3128,6.3167,8.8685,3.7343,5.644,6.2507,4.6704,4.8035,,,,,,9.4215,6.4565,10.1374,7.6299,3.8892,6.0361,8.4345,8.0009,,,9.0014,,2.6024,,,,,,,3.5176,6.7254,6.6967,7.1763,,,5.5001,
2014/3/24,,7.1685,14.2683,5.4155,6.3982,9.0626,3.7787,5.7283,6.3075,4.7022,4.8664,,,,,,9.5999,6.4662,10.7555,8.3979,3.9352,6.064,8.6059,7.9642,,,9.1071,,2.6529,,,,,,,3.8244,6.7994,6.9358,7.2959,,,5.618,
2014/3/25,,7.0795,14.2973,5.3853,6.3857,9.0097,3.7609,5.8185,6.2791,4.6977,4.8412,,,,,,9.5999,6.9613,10.6387,8.3979,3.972,6.2497,8.5698,8.01,,,9.1247,,2.6101,,,,,,,3.9886,6.8364,6.8915,7.2959,,,5.5787,
2014/3/26,,7.1462,14.901,5.343,6.3104,8.9744,3.7165,5.7403,6.2791,4.7476,4.816,,,,,,9.475,6.8157,10.4051,8.3979,3.9352,6.1754,8.4976,7.8452,,,9.1247,,2.544,,,,,,,3.8936,6.7716,6.8827,7.2591,,,5.5198,
2014/3/27,,7.0616,14.3794,5.2947,6.2289,8.8244,3.6676,5.8005,6.1656,4.5705,4.7657,,,,,,9.4036,6.874,9.8551,9.2357,3.8708,6.2033,8.4435,7.6622,,,8.9662,,2.5168,,,,,,,3.8503,6.7161,6.8472,7.2039,,,5.4314,
2014/3/28,,6.9325,12.94,5.2404,6.1599,8.8244,3.6277,5.9569,6.09,4.366,4.6902,,,,,,9.5107,7.0002,9.1592,9.5549,3.8616,6.3147,8.4615,7.5706,,,8.975,,2.4584,,,,,,,3.7553,6.6329,6.8207,7.1855,,,5.3626,
2014/3/31,,7.0349,12.94,5.2162,6.1222,8.7185,3.6366,5.8245,6.09,4.3524,4.6818,,,,,,9.3947,6.34,9.0618,8.7071,3.8524,5.8597,8.3352,7.4974,,,8.9221,,2.4351,,,,,,,3.751,6.6144,6.7144,7.1487,,,5.3037,
2014/4/1,,7.0305,12.94,5.2826,6.1222,8.8156,3.681,5.8907,6.1467,4.416,4.7825,,,,,,9.5553,6.3885,9.2176,8.8667,3.9168,5.9619,8.4254,7.5523,,,9.063,,2.4546,,,,,,,3.7466,6.6606,6.8118,7.1763,,,5.3724,
2014/4/2,,7.173,12.94,5.337,6.1222,8.8861,3.6943,6.0231,6.1845,4.3478,4.7909,,,,,,9.6178,6.4759,9.057,8.7071,3.9168,5.9619,8.4796,7.5798,,,9.1247,,2.4468,,,,,,,3.8158,6.6421,6.8561,7.2315,,,5.4019,
2014/4/3,,7.0082,12.94,5.3309,6.3669,8.9744,3.712,5.9509,6.1751,4.4024,4.7825,,,,,,9.6178,6.4371,9.1738,8.0189,3.9444,5.8783,8.4705,7.772,,,9.2128,,2.4701,,,,,,,3.8331,6.7254,6.8384,7.2223,,,5.4117,
2014/4/4,,7.1551,12.94,5.4034,6.3857,9.0891,3.7653,5.9268,6.2413,4.5205,4.8286,,,,,,9.7337,6.5147,9.3392,8.8168,4.0227,6.129,8.5788,7.8727,,,9.3537,,2.5051,,,,,,,3.9368,6.8179,7.0953,7.2867,,,5.4903,
2014/4/8,,7.2754,12.94,5.5181,6.5299,9.3009,3.8453,5.975,6.3453,4.5614,4.9041,,,,,,10.0549,6.5536,9.5972,8.358,4.0871,6.2126,8.8494,7.9093,,,9.6355,,2.5635,,,,,,,4.1658,6.9474,7.2281,7.4431,,,5.6769,
2014/4/9,,7.3154,12.94,5.4758,6.4923,9.2215,3.8231,5.9449,6.3169,4.575,4.879,,,,,,9.9836,6.7283,9.5826,8.6572,4.0457,6.4076,8.7502,7.8178,,,9.5651,,2.5596,,,,,,,4.1572,7.0214,7.1927,7.4339,,,5.6376,
2014/4/10,,7.4401,12.94,5.657,6.6491,9.5392,3.9341,5.9208,6.4493,4.5977,4.9922,,,,,,10.956,6.7186,10.079,8.5974,4.1608,6.389,9.1651,7.9459,,,9.8998,,2.614,,,,,,,4.2306,7.1509,7.6268,7.618,,,5.8537,
2014/4/11,,7.2709,12.94,5.7475,6.5299,9.4333,3.8852,6.0833,6.3642,4.5114,4.9461,,,,,,10.9114,6.6701,10.2931,9.0462,4.1101,6.5655,9.12,7.9459,,,9.8205,,2.5985,,,,,,,4.1528,7.0862,7.5647,7.5812,,,5.7751,
2014/4/14,,7.2442,12.94,5.7958,6.5049,9.3891,3.8719,6.2096,6.3831,4.6068,4.9293,,,,,,10.8401,6.7575,10.517,9.7643,4.1101,6.5655,9.0389,7.9459,,,9.7148,,2.5674,,,,,,,4.1269,7.0862,7.5647,7.5444,,,5.8046,
2014/4/15,,7.026,12.94,5.663,6.4233,9.1685,3.7875,6.0111,6.2696,4.5523,4.8538,,,,,,10.4475,6.7283,10.0936,9.0961,4.0549,6.3705,8.8404,7.9459,,,9.4418,,2.6802,,,,,,,3.9886,6.9474,7.3256,7.4431,,,5.6474,
2014/4/16,,7.0708,12.94,5.7777,6.4484,9.2303,3.8097,6.0592,6.3169,4.5477,4.8916,,,,,,10.501,6.6312,10.0498,8.9265,4.0549,6.3797,8.9216,7.9459,,,9.5122,,2.6452,,,,,,,4.0405,7.0029,7.3964,7.4799,,,5.8144,
2014/4/17,,6.9813,12.94,5.9045,6.4359,9.2303,3.8808,6.0472,6.3642,4.5886,4.9,,,,,,10.501,6.738,10.006,8.2882,4.1009,6.4726,8.9216,7.9459,,,9.4506,,2.6646,,,,,,,3.9713,6.9937,7.4053,7.4615,,,5.8439,
2014/4/18,,6.9813,12.94,5.8441,6.4484,9.2832,3.8808,6.0171,6.4777,4.6568,4.9503,,,,,,10.5813,6.738,10.152,8.3181,4.1423,6.5469,8.9216,7.9459,,,9.4418,,2.6568,,,,,,,3.993,7.0307,7.4142,7.4707,,,5.9323,
2014/4/21,,6.7217,12.94,5.6147,6.3167,9.0362,4.0495,5.8125,6.3075,4.5296,4.8622,,,,,,10.1709,6.5341,9.6069,7.9989,4.0181,6.2126,8.66,7.9459,,,9.2304,,2.6257,,,,,,,3.8936,6.8734,7.2016,7.3143,,,5.8242,
2014/4/22,,6.7754,12.94,5.7717,6.3167,9.0715,4.2715,5.8787,6.3737,4.4796,4.8706,,,,,,10.2512,6.7477,9.6264,8.1685,4.0365,6.389,8.7051,7.9459,,,9.3096,,2.6335,,,,,,,3.9454,6.8919,7.2016,7.3327,,,5.8439,
2014/4/23,,6.6233,12.94,5.7294,6.2163,9.0185,4.2005,5.7704,6.3453,4.4251,4.9,,,,,,10.1977,6.7186,9.3441,7.7795,3.9951,6.4912,8.6239,7.9459,,,9.204,,2.5012,,,,,,,3.8892,6.8734,7.1307,7.2959,,,5.7555,
2014/4/24,,6.5338,12.94,5.7173,6.1724,9.0185,4.2005,5.7222,6.3453,4.4251,4.8496,,,,,,10.2066,6.7963,9.4512,7.4205,3.972,6.2683,8.6329,7.9459,,,9.2128,,2.474,,,,,,,3.9065,6.8457,7.1041,7.2499,,,5.7653,
2014/4/25,,6.6143,12.94,5.6811,6.1285,9.0097,4.1339,5.6921,6.2602,4.3251,4.6818,,,,,,10.0014,6.4468,9.2224,7.1811,3.972,6.0269,8.5788,7.9459,,,9.1511,,2.4351,,,,,,,3.8633,6.7809,7.0421,7.1671,,,5.726,
2014/4/28,,6.6054,12.94,5.6932,6.0783,8.8597,4.1383,5.5838,6.0521,4.0571,4.6105,,,,,,9.9657,5.9031,8.8315,7.1013,4.0319,5.7204,8.3713,7.9459,,,8.9838,,2.3845,,,,,,,3.7077,6.6791,6.9624,7.2039,,,5.4805,
2014/4/29,,6.7754,12.94,5.832,6.1787,9.0273,4.2271,5.6621,6.1751,4.107,4.6818,,,,,,10.1977,5.971,9.1247,7.1911,4.2068,5.9711,8.4796,7.9459,,,9.1423,,2.4973,,,,,,,3.7682,6.8179,7.2193,7.3327,,,5.5885,
2014/4/30,,6.6859,12.94,5.7535,6.1724,8.9656,4.165,5.7222,6.1562,4.1797,4.6776,,,,,,10.162,6.1167,9.2762,6.9916,4.2666,6.064,8.4345,7.9459,,,9.1335,,2.5051,,,,,,,3.725,6.8645,7.1839,7.2867,,,5.5983,
2014/5/5,,6.7486,12.94,5.8079,6.1912,8.9656,4.2538,5.7583,6.2696,4.207,4.7196,,,,,,10.2869,6.2138,9.5499,6.832,4.285,6.0919,8.4886,7.9459,,,9.2656,,2.509,,,,,,,3.751,6.9485,7.2193,7.4707,,,5.6474,
2014/5/6,,6.668,12.94,5.7717,6.1975,9.045,4.196,5.7463,6.2602,4.2206,4.707,,,,,,10.2066,6.1555,9.4913,6.8719,4.1976,6.0919,8.4615,7.9459,,,9.248,,2.4662,,,,,,,3.7293,6.9858,7.1839,7.4523,,,5.6376,
2014/5/7,,6.6591,12.94,5.9105,6.1661,9.0626,4.2005,5.6861,6.2791,4.1661,4.6734,,,,,,10.1798,6.0972,9.4131,6.7323,4.2758,6.1197,8.4615,7.9459,,,9.248,,2.439,,,,,,,3.725,6.9112,7.1661,7.4247,,,5.6278,
2014/5/8,,6.6949,12.94,5.8924,6.1849,9.1421,4.2182,5.6861,6.3264,4.1934,4.7112,,,,,,10.2244,6.0972,9.501,6.9517,4.2574,6.0454,8.4976,7.9459,,,9.3449,,2.4468,,,,,,,3.8936,6.9951,7.2016,7.5628,,,5.6671,
2014/5/9,,6.6949,12.94,6.2184,6.2289,9.195,4.3026,5.5838,6.4399,4.1707,4.7405,,,,,,10.2869,6.0002,9.33,6.5727,4.3264,6.1569,8.5427,7.9459,,,9.4506,,2.4429,,,,,,,3.9325,7.0417,7.2636,7.572,,,5.7162,
2014/5/12,,7.1692,12.94,6.3694,6.4108,9.4686,4.4092,5.7102,6.5533,4.2979,4.9083,,,,,,10.6884,6.1943,9.8725,6.6026,4.3725,6.2869,8.7953,7.9459,,,9.6796,,2.5168,,,,,,,4.0016,7.163,7.4319,7.802,,,5.9028,
2014/5/13,,7.1155,12.94,6.5022,6.3418,9.398,4.3736,5.7222,6.506,4.2706,4.8538,,,,,,10.5724,6.1555,9.7405,6.6126,4.3633,6.2497,8.7863,7.9459,,,9.5386,,2.5012,,,,,,,3.9411,7.1443,7.361,7.8756,,,5.8635,
2014/5/14,,7.0708,12.9593,6.3875,6.3543,9.495,4.3914,5.7583,6.4871,4.2706,4.8454,,,,,,10.6349,6.107,9.7552,6.2635,4.3218,6.2219,8.7863,7.9459,,,9.5475,,2.5168,,,,,,,3.9541,7.163,7.3787,7.802,,,5.8832,
2014/5/15,,6.8649,12.6019,6.158,6.2038,9.2303,4.2493,5.632,6.3831,4.2025,4.7279,,,,,,10.3761,5.9128,9.4619,6.064,4.193,6.1104,8.6329,7.9459,,,9.2392,,2.4623,,,,,,,3.8071,6.9298,7.175,7.5536,,,5.6867,
2014/5/16,,6.8918,11.9305,6.0735,6.1724,9.2038,4.236,5.6681,6.3169,4.1661,4.6734,,,,,,10.1174,5.9419,9.1345,6.2336,4.1423,6.1569,8.4705,7.9459,,,9.2128,,2.4195,,,,,,,3.738,6.8459,7.0687,7.5536,,,5.6474,
2014/5/19,,6.677,12.1237,5.9105,6.0595,8.9832,4.1428,5.65,6.2034,4.1888,4.6357,,,,,,9.8676,5.9031,8.8657,6.094,4.0595,6.0826,8.227,7.9459,,,8.9662,,2.3612,,,,,,,3.6818,6.7153,6.865,7.4339,,,5.5787,
2014/5/20,,6.677,12.0754,5.9286,6.0783,8.9744,4.1472,5.5959,6.2507,4.2115,4.644,,,,,,9.9657,5.8934,8.9243,6.1538,4.0733,5.934,8.2811,7.9459,,,8.9926,,2.3651,,,,,,,3.6861,6.734,6.8827,7.4707,,,5.5787,
2014/5/21,,6.7754,12.0996,6.0494,6.2979,9.0009,4.1783,5.6019,6.3453,4.2661,4.6986,,,,,,10.0549,5.9419,9.0123,6.1738,4.1101,5.8876,8.3533,7.9459,,,9.063,,2.4157,,,,,,,3.7164,6.8086,6.9713,7.5352,,,5.6671,
2014/5/22,,6.6949,12.5294,5.9588,6.1724,8.9391,4.1428,5.5357,6.3075,4.2706,4.665,,,,,,10.0282,5.9613,9.0221,6.463,4.1055,5.8504,8.3803,7.9459,,,9.0014,,2.3962,,,,,,,3.6818,6.7806,6.9535,7.5536,,,5.6376,
