ÈÕÆÚ,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH
2015/11/16,8.1026,16.4643,31.3747,15.7803,9.1807,17.4767,12.4067,17.0015,16.4293,11.6772,33.3028,19.7538,,,,,18.1889,24.9909,17.8905,14.9407,10.2579,13.9571,15.5687,10.4236,,24.716,21.0508,,6.2779,,,27.7944,22.1041,,,11.1341,16.2108,19.6307,23.7801,,,10.9708,
2015/11/17,8.2496,16.4822,31.6192,15.7864,9.4606,17.5947,12.2688,17.2583,17.1403,12.8473,34.5284,20.6728,,,,,18.4631,27.4861,17.6264,14.9407,10.2484,13.7738,15.8277,10.4236,,25.5621,21.1895,,6.3717,,,27.7944,22.5412,,,11.0466,16.2389,19.5847,23.7616,,,10.7645,
2015/11/18,7.9697,15.3427,30.1131,14.924,8.5318,17.0502,11.6066,16.5007,15.4301,14.1325,31.3672,19.1225,,,,,18.9932,24.7385,16.6189,14.9407,9.5955,13.687,15.5687,10.4236,,23.7194,20.4588,,5.9203,,,27.1723,21.9128,,,10.3113,15.3294,18.6477,22.1806,,,10.0279,
2015/11/19,8.0607,15.9977,30.5336,15.3827,8.7163,17.3134,11.9653,16.8603,16.0258,15.5472,33.6494,19.5774,,,,,19.2583,24.7385,17.059,14.9407,9.8604,13.8124,15.8184,10.4236,,24.1707,20.7918,,6.0669,,,27.9571,22.2043,,,10.819,15.6857,19.0887,22.8648,,,10.3225,
2015/11/20,7.9627,15.7106,30.25,14.9851,8.5636,17.1591,11.7078,16.918,15.507,17.1009,32.5083,19.3082,,,,,18.7647,24.2045,16.8145,14.9407,9.709,13.851,15.5132,10.4236,,23.6818,20.6161,,5.9086,,,26.9234,22.3955,,,10.5126,15.6764,18.8315,22.4394,,,10.1752,
2015/11/23,7.9837,15.4863,30.3478,14.9913,8.3918,17.2226,11.4686,16.9437,15.2187,18.8129,31.8659,19.6331,,,,,18.3717,23.3501,16.6482,14.9407,9.586,13.7642,15.3097,10.4236,,23.4844,20.4588,,5.8031,,,26.397,21.8126,,,10.2413,15.517,18.5099,22.1898,,,9.8118,
2015/11/24,8.1586,16.868,30.9248,15.4011,8.6081,17.5947,11.7721,17.0978,15.6415,19.6042,32.652,20.2829,,,,,18.5453,24.3987,16.9319,14.9407,9.8226,13.5713,15.4484,10.4236,,23.9733,20.8196,,5.9672,,,26.4544,21.8126,,,10.5214,15.9483,19.0152,23.0589,,,10.2342,
2015/11/25,8.1516,16.895,31.0128,16.0372,8.6463,17.6945,11.9009,17.1941,15.7856,19.5179,32.6604,20.2736,,,,,18.3625,24.9812,17.1862,14.9407,9.8794,13.9475,15.5594,10.4236,,23.9639,21.134,,5.9672,,,26.933,21.8491,,,10.5214,16.0795,19.2356,23.364,,,10.2145,
2015/11/26,8.1446,16.6886,30.4749,15.6457,8.5508,17.513,11.717,17.8811,15.8529,20.0982,31.9082,20.0694,,,,,18.1797,26.0104,16.8438,14.9407,9.6901,13.716,15.4577,10.4236,,23.6818,20.8473,,5.891,,,25.8228,21.8855,,,10.3288,15.817,19.0795,22.9665,,,10.0181,
2015/11/27,7.333,15.5222,27.4235,14.0799,7.6983,15.798,10.5489,17.9774,14.2676,19.7529,28.73,18.0643,,,,,16.3608,23.4084,15.1614,14.9407,8.7249,13.3494,15.4577,10.4236,,21.3127,18.7663,,5.3049,,,23.2386,20.1368,,,9.2959,14.2325,17.1688,20.6828,,,9.0163,
2015/11/30,7.284,15.576,27.0128,13.823,7.7301,15.9704,10.6041,18.6259,14.3925,18.8897,30.2937,17.563,,,,,16.1141,24.0395,15.0538,14.9407,8.7059,12.7128,14.0793,10.4236,,21.2563,18.7293,,5.3342,,,24.5019,20.064,,,9.3047,14.1762,17.1504,20.6643,,,9.3109,
2015/12/1,7.221,15.2799,26.602,13.6579,7.6856,16.1973,10.5581,17.8875,14.085,18.343,29.1104,17.4052,,,,,16.242,23.1365,14.868,14.9407,8.7911,12.8093,13.9961,10.4236,,20.9555,19.1177,,5.2873,,,23.6884,20.2734,,,9.3222,14.0168,17.2606,20.7845,,,9.2225,
2015/12/2,7.6268,16.3925,28.069,14.4224,8.08,17.8215,11.1835,17.9646,14.8152,17.264,30.7924,18.3799,,,,,17.2017,24.7482,15.6016,14.9407,9.2169,12.7996,14.7084,10.4236,,22.14,20.4681,,5.5569,,,25.593,21.2935,,,10.2413,14.7106,18.317,22.1158,,,9.694,
2015/12/3,7.6058,16.4732,27.9712,14.5142,8.0546,18.2389,11.1927,18.0481,14.796,17.4318,30.0909,18.3799,,,,,17.1286,24.3987,15.582,14.9407,9.1791,13.0311,14.6621,10.4236,,22.2058,20.6068,,5.5217,,,25.2485,21.2662,,,10.1275,14.7013,18.859,22.0789,,,9.6154,
2015/12/4,7.3749,16.0336,27.1692,13.9943,7.8701,18.3569,10.9628,17.7206,14.3637,17.3071,29.1019,17.7208,,,,,16.6716,23.6996,15.1614,14.9407,8.9804,12.7996,14.1718,10.4236,,21.5571,20.1536,,5.3635,,,24.8369,20.8108,,,9.8736,14.2137,18.1884,21.4409,,,9.3109,
2015/12/7,7.4519,15.6029,26.9932,13.8781,7.9019,17.9849,10.926,17.2391,14.2676,17.9785,29.085,17.5816,,,,,16.3608,23.5055,15.0636,14.9407,9.0561,12.9926,14.0238,10.4236,,21.2093,19.7004,,5.3107,,,24.3201,21.166,,,9.6898,14.1387,17.8394,20.8769,,,9.144,
2015/12/8,7.284,14.9569,26.9932,13.56,7.6347,17.5584,10.7697,16.8474,14.0082,18.5204,28.8653,17.3402,,,,,16.1232,23.787,14.7212,14.9407,8.8479,12.462,13.9498,10.4236,,20.758,19.164,,5.2873,,,23.497,20.6924,,,9.4885,13.8668,17.4903,20.4701,,,9.0948,
2015/12/9,7.263,14.8582,27.1399,13.5845,7.6029,17.513,10.6961,16.5649,14.0082,17.5757,29.5837,17.3124,,,,,16.2603,23.5055,14.7506,14.9407,8.7911,12.5199,14.0423,10.4236,,20.9837,19.1732,,5.2462,,,23.4204,20.911,,,9.5498,13.8012,17.426,20.5718,,,9.1145,
2015/12/10,7.312,14.8762,26.7193,13.6946,7.6665,17.3769,10.7881,16.9501,14.2003,17.6764,30.1162,17.3867,,,,,16.2877,23.9229,14.8582,14.9407,8.8857,12.6357,14.0701,10.4236,,21.2093,19.386,,5.3166,,,24.6072,21.1296,,,9.7161,14.0075,17.573,20.9601,,,9.1243,
2015/12/11,7.312,14.9749,26.5629,14.031,7.7365,17.2045,10.9904,16.6741,14.2484,16.3816,30.4712,17.4516,,,,,16.3151,24.6705,14.9462,14.9407,8.9236,12.491,14.0238,10.4236,,21.4255,19.7559,,5.3459,,,26.33,22.1678,,,9.8736,14.1668,17.6465,21.4594,,,9.1243,
2015/12/14,7.8717,16.2489,28.1375,15.1747,8.3854,18.9286,11.9745,17.4766,15.6703,17.0242,33.5226,18.8441,,,,,17.7776,27.1366,16.0907,14.9407,9.7185,12.5392,15.0599,10.4236,,23.569,21.7352,,5.8793,,,28.9621,23.8892,,,10.8627,15.5357,19.4102,23.6044,,,10.0377,
2015/12/15,7.5709,15.6747,27.3844,14.5815,8.1119,18.3297,11.5054,17.4317,16.0354,16.7604,32.4153,18.3242,,,,,17.1103,28.5735,15.6114,14.9407,9.4157,12.6067,14.5234,10.4236,,23.193,21.1248,,5.68,,,29.9192,22.7871,,,10.6264,15.1232,18.8682,22.7538,,,9.694,
2015/12/16,7.5779,15.7465,27.5604,14.6365,8.08,18.8741,11.4686,17.284,16.0354,17.216,32.0096,18.3428,,,,,17.0189,28.292,15.719,14.9407,9.4346,12.5874,14.5234,10.4236,,23.1178,21.1618,,5.721,,,30.9241,22.8964,,,10.9065,15.1701,18.9784,22.7076,,,9.7332,
2015/12/17,7.7108,15.9618,27.893,14.8506,8.1755,19.1917,11.625,18.0224,16.1891,18.0696,32.0012,18.6398,,,,,17.4211,28.7192,16.0026,14.9407,9.586,13.0215,14.7084,10.4236,,23.9921,21.3375,,5.7972,,,31.7664,23.2425,,,10.9065,15.4326,19.2081,22.9295,,,9.8511,
2015/12/18,7.6198,15.7644,28.8319,14.8995,8.3473,18.983,11.5146,18.0737,15.8529,17.7004,31.5701,18.4727,,,,,17.2383,27.8939,15.9635,14.9407,9.5482,12.9926,14.5974,10.4236,,23.5408,21.2358,,5.7386,,,30.6944,23.0513,,,10.6264,15.2638,18.9601,22.5227,,,9.7431,
2015/12/21,7.7738,15.9618,29.0764,14.9607,8.3918,19.5547,11.6526,17.9068,15.8625,17.7771,31.0883,18.7141,,,,,17.9421,27.923,16.2374,14.9407,9.6617,14.2947,14.9766,10.4236,,23.8322,21.4207,,5.8265,,,30.4934,23.1423,,,10.7227,15.4607,19.3091,22.837,,,9.8806,
2015/12/22,7.8787,16.4104,29.4871,15.028,8.4681,19.6363,12.0113,18.3434,16.1603,18.4964,31.3165,18.8533,,,,,18.2163,28.6221,16.4428,14.9407,9.7753,14.5937,15.0414,10.4236,,23.9545,21.7167,,6.2076,,,30.6944,23.2516,,,10.8102,15.8545,19.7041,22.9572,,,10.0181,
2015/12/23,8.0187,16.7693,29.4676,15.1503,8.4936,19.7815,12.0021,18.1829,16.2564,17.9833,31.4095,19.3732,,,,,19.3314,28.6027,16.5113,14.9407,9.9267,15.4715,15.5594,10.4236,,24.1801,21.8277,,6.2545,,,30.7231,23.3427,,,10.8627,15.8545,20.2737,23.1421,,,10.0868,
2015/12/24,7.7248,15.9977,28.4798,14.3123,8.1246,19.0738,11.4319,17.5087,15.4301,16.9379,29.271,18.7419,,,,,18.8561,26.6123,16.0711,14.9407,9.5482,14.2658,15.2079,10.4236,,22.7417,20.9028,,5.9086,,,28.4548,22.3773,,,10.2325,15.2169,19.7041,22.1621,,,9.6449,
2015/12/25,7.7668,16.1502,28.4798,14.3429,8.1946,19.0102,11.487,17.4895,15.4493,17.1057,28.8399,18.6584,,,,,19.0023,26.8356,16.1004,14.9407,9.5955,14.4201,15.4947,10.4236,,22.9579,20.9675,,5.9321,,,28.6941,22.441,,,10.0662,15.2919,19.6674,22.1991,,,9.7136,
2015/12/28,7.5919,15.3338,28.4798,13.7557,7.8637,18.1482,11.3123,16.8217,14.6423,17.0913,28.7469,18.0829,,,,,17.8781,25.3113,15.5918,14.9407,9.3589,13.687,14.7731,10.4236,,22.1776,19.9039,,5.6976,,,27.6604,21.6396,,,9.6285,14.5606,18.5283,21.1543,,,9.419,
2015/12/29,7.6828,15.594,28.4798,14.0065,8.0419,18.3206,11.4502,17.3033,14.9113,17.4654,29.2034,18.3521,,,,,18.1066,25.7385,15.8559,14.9407,9.4724,13.8992,15.0414,10.4236,,22.3374,20.1906,,5.809,,,28.8089,21.8582,,,9.6285,14.945,18.5926,21.5519,,,9.5761,
2015/12/30,7.6898,15.6209,28.4798,14.0371,8.3027,18.0756,11.4686,17.162,14.9593,17.6045,28.823,18.2871,,,,,18.0061,25.6317,15.8461,14.9407,9.4914,13.8799,14.9119,10.4236,,22.1024,20.2369,,5.809,,,29.1439,21.9401,,,9.6285,15.1513,18.4365,21.3947,,,9.5466,
2015/12/31,7.4939,15.7016,28.4798,13.8169,8.1755,17.6491,11.4227,16.8153,14.6423,17.5661,27.8172,18.3335,,,,,17.6862,25.1754,15.7679,14.9407,9.3684,13.7063,14.6344,10.4236,,21.8956,20.0704,,5.7562,,,28.6845,21.7671,,,9.6285,15.0669,18.1149,21.2098,,,9.4288,
2016/1/4,6.7802,14.1404,25.6338,12.4346,7.3611,15.8978,10.2822,15.1396,13.1915,15.8109,25.0363,16.5976,,,,,15.9495,22.6608,14.2126,14.9407,8.4315,12.3463,13.2098,10.4236,,19.7239,18.1466,,5.1818,,,25.8132,19.9365,,,9.6285,13.5574,16.3053,19.1017,,,8.4859,
2016/1/5,6.7662,13.952,25.0763,12.0737,7.2784,16.1156,10.3558,14.7672,13.1339,14.3051,25.1546,16.7276,,,,,16.1323,22.719,14.2028,14.9407,8.7059,11.8833,13.256,10.4236,,19.3572,18.1651,,5.1231,,,25.7462,19.8363,,,9.6285,13.3512,16.1399,19.3051,,,8.4663,
2016/1/6,6.9061,14.0866,25.9663,12.2022,7.4565,16.4695,10.4018,14.8506,13.2876,14.7799,25.1969,16.9411,,,,,16.3883,22.9132,14.8777,14.9407,8.8006,12.0666,13.4873,10.4236,,19.6487,18.4611,,5.2111,,,26.129,20.3008,,,9.6285,13.6137,16.3512,19.564,,,8.6529,
2016/1/7,6.2974,12.6779,23.3745,10.9911,6.7122,14.9813,9.4545,13.3675,11.9617,13.3029,22.771,15.4001,,,,,14.935,20.6413,13.4105,14.9407,7.9678,10.8609,12.2385,10.4236,,17.7308,16.7315,,4.6894,,,23.5161,18.5066,,,8.6703,12.2542,14.7345,17.6224,,,7.7984,
2016/1/8,6.4443,12.8843,23.9613,11.1502,6.8521,15.3624,9.6568,13.0722,12.5093,13.3124,24.0051,15.7436,,,,,15.3828,21.8064,13.7137,14.9407,8.1571,11.0249,12.4975,10.4236,,18.3701,17.1199,,4.8828,,,25.6122,19.1623,,,8.7075,12.4698,15.1387,18.02,,,8.093,
2016/1/11,6.0385,11.6102,21.5652,10.0737,6.3177,14.1556,9.0406,11.7624,11.2699,12.0368,21.6046,14.4626,,,,,14.3317,19.8452,12.3443,14.9407,7.4758,9.9253,11.6002,10.4236,,17.1385,15.5291,,4.4139,,,24.5019,17.8508,,,7.8331,11.2228,13.871,16.2171,,,7.3859,
2016/1/12,6.1644,12.023,21.487,10.3061,6.4004,14.3824,9.3809,11.7752,11.5294,12.5979,22.3315,14.7132,,,,,14.5237,20.5345,12.4324,14.9407,7.6934,10.0796,11.7575,10.4236,,17.5616,15.6494,,4.4549,,,25.8802,18.0694,,,7.9447,11.326,13.9077,16.4667,,,7.5627,
2016/1/13,6.0875,11.9781,20.6948,10.3367,6.2477,14.2463,9.3625,11.3964,11.5294,12.6794,23.0669,14.871,,,,,14.5237,20.8743,12.2759,14.9407,7.5893,9.6552,11.6464,10.4236,,17.3924,15.3996,,4.3084,,,25.7845,17.9146,,,7.74,11.4104,13.7975,16.3003,,,7.4939,
2016/1/14,6.2484,12.4985,21.0762,10.8015,6.4131,14.7817,9.712,11.7624,11.8752,13.7728,24.0474,15.6879,,,,,14.8893,21.8841,12.5986,14.9407,7.807,10.0892,11.8962,11.4679,,17.9282,15.8158,,4.4373,,,26.8756,18.3609,,,7.9261,11.8979,14.266,16.781,,,7.6805,
2016/1/15,6.0945,12.1306,19.2375,10.7037,6.1205,14.3371,9.4729,11.4285,12.1443,13.0919,23.1683,15.0752,,,,,14.2129,21.02,11.9335,14.9407,7.8732,9.443,11.6557,12.6175,,17.1667,15.2516,,4.4373,,,25.8132,17.5867,,,7.5912,11.5041,13.7424,15.9212,,,7.3466,
2016/1/18,6.1644,12.3549,19.2375,10.8199,6.1332,14.3824,9.5465,11.5698,12.1635,13.0919,23.0922,15.0567,,,,,14.3043,21.0297,11.9922,14.9407,7.8827,9.6841,11.7205,12.7325,,17.1009,15.2609,,4.4373,,,25.4016,17.5958,,,7.647,11.5041,13.8342,15.9304,,,7.4055,
2016/1/19,6.3674,12.9381,19.2375,11.2419,6.3559,14.936,9.9787,12.2375,12.5478,13.0919,24.6728,15.6229,,,,,14.7339,21.8355,12.403,14.9407,8.1192,10.6487,12.1552,14.0067,,17.7966,15.7141,,4.4373,,,26.5884,18.0876,,,7.8796,11.8792,14.4221,16.5961,,,7.6903,
2016/1/20,6.2694,12.9561,19.2375,11.3275,6.3368,14.6728,10.1719,12.5264,12.1923,13.0919,24.1319,15.6322,,,,,14.4597,22.1947,12.2465,14.9407,8.1192,10.5426,11.998,13.7863,,17.5898,15.4736,,4.4373,,,25.8993,17.8873,,,7.7307,11.6916,14.2752,17.0122,,,7.5627,
2016/1/21,6.0455,12.3639,19.2375,10.6303,6.0441,13.9015,9.9144,11.9421,11.5101,13.0919,21.7314,14.7596,,,,,13.8016,20.3792,11.7476,14.9407,7.8354,9.7902,11.4614,12.4067,,16.8283,14.706,,4.4373,,,23.3056,17.2042,,,7.6377,10.8947,13.6505,16.2355,,,7.2386,
2016/1/22,6.1155,12.8933,19.2375,10.8015,6.1268,14.0558,10.0891,12.5457,11.635,13.0919,21.2411,14.9917,,,,,13.9661,20.4277,12.0411,14.9407,8.0246,10.0603,11.6557,12.0044,,17.0821,14.9834,,4.4373,,,23.3821,17.3408,,,7.8052,11.0635,13.8802,16.7256,,,7.3269,
2016/1/25,6.0875,13.0458,19.2375,10.7709,6.2223,14.1011,10.0615,12.4751,11.7119,13.0919,21.1397,15.1402,,,,,14.0301,20.3403,12.1193,14.9407,8.176,10.2243,11.7297,12.9241,,17.1667,15.1037,,4.3133,,,23.229,17.4137,,,7.7679,11.326,13.9261,16.7718,,,7.3761,
2016/1/26,5.6187,12.1127,19.2375,9.6945,5.5988,12.7037,9.2246,11.2295,10.5398,12.7849,20.3029,13.6364,,,,,12.7322,18.3112,10.9064,14.9407,7.5704,9.2115,10.6289,11.6307,,15.4463,13.8365,,3.8957,,,21.4105,15.6741,,,6.9958,10.2103,12.5574,15.0983,,,6.6493,
2016/1/27,5.5207,11.7807,19.2375,9.7373,5.4652,12.2047,8.7371,11.069,10.0978,12.3102,20.4297,13.228,,,,,12.7413,17.4568,10.6619,13.4446,7.4852,9.1729,10.7769,11.4295,,15.1079,13.5313,,3.8305,,,20.5395,15.3371,,,6.8842,9.9009,12.4563,14.6268,,,6.5609,
2016/1/28,5.4228,11.4667,19.2375,9.774,5.2234,11.8508,8.2773,11.2295,9.5213,11.9889,19.576,12.8474,,,,,12.522,17.1752,10.4076,12.0982,7.3717,9.0668,10.5641,10.299,,15.5403,13.1059,,3.7326,,,20.3194,15.0639,,,6.8004,9.5164,12.1716,14.0813,,,6.2957,
2016/1/29,5.6816,11.9871,19.2375,10.4712,5.497,12.5132,8.6268,11.9421,10.0882,12.4636,20.4128,13.5436,,,,,13.2532,18.0976,10.9553,12.2478,7.7596,9.5105,11.2024,10.6439,,17.0915,13.855,,3.9479,,,21.6115,15.829,,,7.154,10.0602,13.3933,15.0798,,,6.6493,
2016/2/1,5.5417,11.6282,19.2375,10.2021,5.567,12.25,8.3417,11.9421,9.7807,11.658,19.3309,13.4879,,,,,13.0064,17.3985,10.8673,11.8189,7.6839,9.8385,11.2302,9.5997,,17.5992,13.5036,,3.8305,,,20.5012,15.5375,,,6.94,9.9102,12.9616,15.2,,,6.5314,
2016/2/2,5.6676,11.9063,19.2375,10.5508,5.7069,12.6402,8.5992,12.5778,10.0882,12.0512,19.7619,13.9149,,,,,13.3446,17.8063,11.4738,11.7989,7.9111,10.041,11.6649,10.1553,,17.947,13.929,,3.9871,,,20.9894,15.92,,,6.94,10.304,13.3014,15.6253,,,6.7278,
2016/2/3,5.6467,11.8256,19.2375,10.5018,5.6751,12.5313,8.5532,12.6163,10.0882,11.9937,19.1956,13.7942,,,,,13.2258,17.6704,11.3368,10.622,8.0151,9.9831,11.5724,10.1074,,17.4018,13.781,,4.0066,,,20.6544,15.829,,,7.2284,10.2196,13.1177,15.4589,,,6.6984,
2016/2/4,5.7166,11.9691,19.2375,10.6242,5.7515,12.6674,8.6728,12.841,10.2323,12.3725,19.7366,13.9706,,,,,13.372,17.8742,11.4738,10.9312,8.0057,10.1278,11.776,10.4236,,17.43,14.0678,,4.0393,,,21.0659,16.1113,,,7.5354,10.3884,13.5035,15.5883,,,6.826,
2016/2/5,5.6117,11.3949,19.2375,10.0309,5.5161,12.3136,8.4152,12.52,9.8384,13.0103,18.9167,13.5065,,,,,12.9607,17.2335,11.1412,11.41,7.6366,9.9349,11.4337,10.7493,,16.7531,13.4943,,3.9544,,,20.2237,15.6286,,,7.2563,9.9665,13.0442,14.8579,,,6.6493,
2016/2/15,5.5207,11.0091,19.2375,9.7373,5.4461,12.1774,8.2221,12.2696,9.5886,12.6075,18.5025,13.2187,,,,,12.7779,16.4859,10.9651,11.4399,7.5325,9.7227,11.2487,10.826,,16.1608,13.1891,,3.9153,,,19.5537,15.4191,,,7.34,9.7508,13.081,14.5158,,,6.5707,
2016/2/16,5.7306,11.4846,19.2375,10.141,5.7133,12.8761,8.5532,12.6677,10.0882,13.2501,19.8042,13.7478,,,,,13.5548,17.6315,11.5129,12.2777,7.8637,10.1761,11.6742,11.2858,,17.0351,13.8365,,4.0719,,,21.5062,16.0202,,,7.6749,10.3228,13.6505,15.2555,,,6.8948,
2016/2/17,5.7516,11.5654,19.2375,10.2021,5.7833,12.9941,8.6176,12.7126,10.2803,13.2837,20.0493,13.8685,,,,,13.7193,17.9228,11.6596,12.2777,7.9016,10.3979,11.7482,11.2954,,16.9787,13.9753,,4.1437,,,21.8029,16.0475,,,7.7679,10.5103,13.8894,15.348,,,6.9635,
2016/2/18,5.7306,11.5115,19.2375,10.1715,5.7642,12.9215,8.6544,13.2776,10.2131,13.0583,19.6098,13.8406,,,,,13.6645,17.5733,12.0607,12.5968,7.8354,10.5522,11.7297,11.6978,,16.8659,13.966,,4.2089,,,21.4201,16.002,,,7.6749,10.5009,14.0639,15.3572,,,6.9341,
2016/2/19,5.7376,11.5295,19.2375,10.2449,5.8533,12.9578,8.6728,13.0978,10.2227,13.0247,19.5929,13.8685,,,,,13.8016,17.3597,12.5106,12.7265,7.8164,10.4751,11.9055,11.8319,,16.7813,14.003,,4.2285,,,21.8029,15.9747,,,7.7214,10.5572,14.2292,15.3849,,,6.9439,
2016/2/22,5.9056,11.8884,21.1642,10.7832,6.0505,13.3843,8.9487,13.4831,10.6647,13.581,20.6325,14.3419,,,,,14.2403,18.0587,12.6965,13.7937,8.0435,10.7451,12.2385,12.2439,,18.4641,14.6505,,4.3916,,,22.9227,16.6668,,,7.8982,10.9322,14.6334,16.0876,,,7.1698,
2016/2/23,5.8356,11.7358,23.2767,10.5569,5.9487,13.1484,8.8199,13.2263,10.5013,13.0775,20.1338,14.1841,,,,,13.9296,17.5733,12.5106,13.2252,7.9016,10.504,11.9332,11.7936,,18.3231,14.3545,,4.359,,,22.1953,16.3845,,,7.8331,10.7072,14.3027,15.7455,,,7.0323,
2016/2/24,5.8706,11.8704,22.5432,10.6547,6.1014,13.2482,8.8659,13.406,10.607,13.2069,20.2775,14.2491,,,,,14.0941,18.2626,12.5889,12.8661,7.9205,10.9573,11.998,12.0139,,18.3419,14.5487,,4.359,,,22.3293,16.5029,,,7.8424,10.8197,14.3119,16.1801,,,7.1109,
2016/2/25,5.3878,10.6861,20.2938,9.7128,5.4906,12.0686,7.9922,12.7126,9.5501,11.9889,18.2489,13.0887,,,,,12.9424,17.1169,11.3368,11.5795,7.1446,9.8578,11.1099,11.3721,,16.7061,13.2076,,3.9218,,,20.1088,15.2552,,,7.0609,9.7508,12.8973,14.6175,,,6.4725,
2016/2/26,5.4577,10.704,19.5603,9.7434,5.5288,12.1411,8.0198,13.8041,9.6078,11.5956,17.5305,13.1816,,,,,13.1526,16.3596,11.552,11.39,7.1729,9.7516,11.3504,11.7553,,17.1761,13.4573,,3.9544,,,19.8791,15.3918,,,7.126,9.7508,13.1269,14.71,,,6.551,
2016/2/29,5.1988,10.1208,17.6043,9.1318,5.2234,11.6148,7.6611,13.4124,8.9641,10.8859,16.2457,12.5318,,,,,13.0521,14.9615,11.1216,10.253,6.908,8.9993,11.4707,10.5769,,16.236,12.9209,,3.837,,,18.453,14.8818,,,6.7632,9.2633,12.5206,13.8409,,,6.2564,
2016/3/1,5.3878,10.4169,17.7705,9.4315,5.4015,12.0958,7.9186,14.658,9.3196,11.2695,17.1248,13.0052,,,,,14.0118,15.3985,11.5814,10.9113,7.1256,9.2308,11.8777,10.414,,17.524,13.3186,,3.961,,,19.2953,15.4009,,,6.9865,9.5633,12.9891,14.3309,,,6.4823,
2016/3/2,5.6537,11.1168,18.592,10.2939,5.7896,13.3026,8.4152,15.3129,9.9152,11.8114,17.97,13.7478,,,,,14.7339,16.1266,12.3835,11.9984,7.4947,9.8674,12.442,10.9409,,18.5393,14.2435,,4.1828,,,20.195,16.1477,,,7.4889,10.5197,13.9904,15.4404,,,6.8752,
2016/3/3,5.6117,11.0001,18.4062,10.2449,5.7896,13.1847,8.3233,14.9598,9.848,11.8066,17.5896,13.59,,,,,14.5511,15.8548,12.2661,12.7165,7.4474,9.8578,12.2847,10.893,,18.2479,14.447,,4.1763,,,19.9557,16.0566,,,7.5168,10.9509,13.9628,15.274,,,6.8948,
2016/3/4,5.7236,10.9463,17.6336,10.355,5.7833,13.103,8.3968,14.2407,9.8576,11.5093,17.5051,13.6178,,,,,14.6242,15.3402,12.3248,12.158,7.4568,9.4141,12.5253,10.1649,,18.8026,14.7892,,4.1828,,,19.257,16.2206,,,7.4982,10.8384,14.1098,15.3202,,,6.9734,
2016/3/7,5.8146,11.2693,18.0052,10.4407,5.9042,13.2028,8.4888,15.6596,10.069,11.8738,17.7502,13.8035,,,,,14.6059,15.7286,12.3932,12.6068,7.5231,9.6166,12.4512,10.5385,,18.8778,14.9927,,4.2285,,,19.8025,16.4118,,,7.5354,10.9322,14.0088,15.5051,,,7.0421,
2016/3/8,5.7446,11.1885,17.7705,10.3183,5.8278,13.1121,8.4152,15.4734,9.9537,12.0896,17.446,13.7014,,,,,14.7705,15.5635,12.3052,12.5669,7.5136,9.5298,12.5253,10.6344,,18.6239,15.3441,,4.2089,,,19.592,16.3936,,,7.4796,11.0447,13.9537,15.69,,,7.0421,
2016/3/9,5.5697,10.9104,17.7216,10.0003,5.6624,12.7854,8.3049,14.1187,9.7423,12.2287,17.4121,13.3486,,,,,14.6242,15.1751,12.1096,11.9885,7.5041,9.2211,12.4882,10.2607,,18.2103,15.2886,,4.1567,,,19.6398,16.1841,,,7.3493,10.7541,13.8526,15.2185,,,6.9734,
2016/3/10,5.4577,10.704,17.4771,9.6639,5.5479,12.4224,8.1485,14.4269,9.5117,11.9793,16.8036,13.0887,,,,,14.1946,14.9907,11.6401,11.4598,7.3717,9.1247,11.9887,10.1936,,17.43,14.706,,4.0327,,,18.8837,15.7288,,,7.1167,10.2946,13.2371,14.5806,,,6.6984,
2016/3/11,5.4857,10.7848,17.5749,9.6945,5.6242,12.5495,8.1853,14.1765,9.6078,11.9841,17.0149,13.1816,,,,,14.5785,15.0489,11.8063,11.6294,7.4379,9.0572,12.2015,10.3757,,17.7872,14.9834,,4.0654,,,19.793,15.8836,,,7.154,10.4071,13.4209,14.8394,,,6.7769,
2016/3/14,5.6537,11.1257,18.2693,10.0492,5.8087,13.1211,8.4152,14.6259,9.9152,12.3246,17.3276,13.6457,,,,,14.7796,15.5829,12.1585,12.6966,7.542,9.4816,12.405,10.7302,,18.3419,15.1407,,4.1763,,,20.4725,16.2479,,,7.3772,10.9509,13.7791,15.237,,,6.9734,
2016/3/15,5.6117,10.9552,17.9074,9.9575,5.7578,13.0032,8.3693,14.658,9.7807,12.2382,16.9557,13.4693,,,,,14.6334,15.2819,12.0704,12.4871,7.4758,9.3658,12.3587,10.529,,18.0693,15.0112,,4.1437,,,20.0801,16.1022,,,7.3121,10.9416,14.1833,15.0706,,,6.9537,
