ÈÕÆÚ,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH
2015/8/19,10.0241,0.3843,4.0335,-2.9762,0,3.1863,0,0,,7.0402,3.198,0.9872,-1.4139,-0.7231,0,9.9696,4.0058,-1.8094,0,-4.8846,11.0296,10.6706,6.0668,18.5023,,2.9977,,,,1.567,3.9927,3.4248,12.4542,12.7638,,6.757,2.0325,15.3433,,3.645,4945309146,3345661094,5692670400,23579851762,11337868611,4919147922,3853883950,3560830288,,4945309146,2310276508,4754837556,2758663517,5232256919,5610663240,11340967016,11534913489,32299441571,32139063075,4501234400,-33.7611,563.7447,-22.452,669.2778,1006.0272,43.5045,235.063,48.3501,,-15.1213,134.6297,54.9171,731.7001,502.1518,434.2508,70.0756,79.6584,1547.853,64.244,-41.8028,376.1739,5.6685,6.0339,8.1622,13.7113,3.3261,3.697,2.2477,,168.4847,2.9916,5.6433,12.2749,6.8045,2.9259,6.0488,4.1543,8.4432,3.9115,5.9248,24.5075,12.1481,2.3901,3.2964,27.204,3.6516,5.8792,5.4858,,10.9767,2.4961,5.9522,48.2242,3.6692,20.2569,9.831,3.2087,5.6052,3.2579,5.2944
2015/8/20,1.7493,-6.3553,-8.8117,-9.9796,0,-4.038,0,0,,-1.8792,1.0131,1.3685,-10.0036,-8.4287,0,0.692,-2.727,-9.9918,0,-5.0226,13.6804,6.2749,4.2195,9.8845,,1.785,,,,1.2231,3.2703,6.2066,6.7392,7.1947,,8.5075,1.3289,8.9275,,2.8603,5031816011,3133034853,5191050400,21226688641,11337868611,4720512495,3853883950,3560830288,,5031816011,2333682170,4819908647,2482698253,4791244630,5610663240,11419451216,11220354420,29072142741,32139063075,4275156600,-34.3517,527.9171,-20.4736,602.4869,1006.0272,41.7477,235.063,48.3501,,-14.8297,135.9937,55.6686,658.5039,459.8268,434.2508,70.5606,77.4861,1393.1945,64.244,-39.7032,382.7542,5.3083,5.5022,7.3477,13.7113,3.1918,3.697,2.2477,,165.2364,3.022,5.7206,11.0469,6.231,2.9259,6.0906,4.041,7.5996,3.9115,5.6272,24.9362,11.376,2.1795,2.9674,27.204,3.5041,5.8792,5.4858,,10.7651,2.5214,6.0336,43.4,3.3599,20.2569,9.899,3.1212,5.0451,3.2579,5.0285
2015/8/21,-9.5272,-2.0442,-9.9393,-2.7715,0,-4.2904,0,0,,-4.5144,-7.8466,-10.0289,-10,-1.1364,0,-9.9656,-5.7803,-0.546,0,-4.9911,7.552,7.3986,4.3402,12.3964,,2.2215,,,,1.1018,3.1246,4.309,2.4589,7.9692,,4.9092,1.6569,10.1572,,3.0034,4552423798,3068990804,4675098400,20638397861,11337868611,4517982256,3853883950,3560830288,,4552423798,2150567286,4336523402,2234428428,4736798668,5610663240,10281430305,10571779020,28913423126,32139063075,4061779800,-31.0789,517.1257,-18.4387,585.7892,1006.0272,39.9566,235.063,48.3501,,-14.1507,125.3228,50.0857,592.6535,454.6015,434.2508,63.5288,73.0072,1385.5883,64.244,-37.7216,346.2883,5.1997,4.9553,7.144,13.7113,3.0549,3.697,2.2477,,157.6698,2.7848,5.1469,9.9422,6.1602,2.9259,5.4837,3.8075,7.5581,3.9115,5.3464,22.5605,11.1435,1.9629,2.8852,27.204,3.3538,5.8792,5.4858,,10.2721,2.3235,5.4285,39.06,3.3217,20.2569,8.9125,2.9408,5.0176,3.2579,4.7775
2015/8/24,-9.9762,-10.0167,-9.9939,-10,0,-10,0,0,,-10.0287,-9.9872,-9.9678,-10.0044,-10,0,-10,-10,-10.0183,0,-5.0031,2.9368,3.851,1.6723,9.3723,,2.2222,,,,0.5727,2.8863,3.5167,0.2063,5.6104,,2.4329,2.7716,7.198,,0.1617,4098262754,2761579371,4207875200,18574558075,11337868611,4066184031,3853883950,3560830288,,4098262754,1935785918,3904265442,2010886673,4263118801,5610663240,9253287274,9514601118,26016790160,32139063075,3858563800,-27.9784,465.3268,-16.5959,527.2103,1006.0272,35.9609,235.063,48.3501,,-12.7295,112.8065,45.0932,533.3619,409.1414,434.2508,57.1759,65.7065,1246.7759,64.244,-35.8343,311.7418,4.6789,4.4601,6.4296,13.7113,2.7494,3.697,2.2477,,141.8353,2.5067,4.6338,8.9476,5.5442,2.9259,4.9353,3.4267,6.8009,3.9115,5.0789,20.3098,10.0273,1.7667,2.5967,27.204,3.0184,5.8792,5.4858,,9.2405,2.0915,4.8874,35.1523,2.9896,20.2569,8.0212,2.6467,4.5149,3.2579,4.5385
2015/8/25,-10.0264,-8.6271,-10.0136,-10.0208,0,-9.9617,0,0,,-10.0318,-10.0284,-10,-9.9852,-9.9617,0,-10.0085,-6.4758,-10.0153,0,-5.0033,0.5638,10.1038,2.3004,6.3456,,2.5424,,,,0.7922,4.0562,3.8027,0.0775,4.3626,,2.2745,2.5637,4.8064,,0.0294,3687355143,2523335511,3786514400,16713244623,11337868611,3661123553,3853883950,3560830288,,3687355143,1741656605,3513838898,1810094742,3838440300,5610663240,8327173705,8898454488,23411143154,32139063075,3665508600,-25.1732,425.1826,-14.9341,474.3797,1006.0272,32.3786,235.063,48.3501,,-11.4759,101.4938,40.5839,480.1044,368.384,434.2508,51.4535,61.4514,1121.9082,64.244,-34.0414,280.4853,4.2753,4.0135,5.7853,13.7113,2.4755,3.697,2.2477,,127.8668,2.2553,4.1704,8.0541,4.9919,2.9259,4.4413,3.2048,6.1198,3.9115,4.8248,18.2735,9.1622,1.5898,2.3365,27.204,2.7177,5.8792,5.4858,,8.3305,1.8817,4.3987,31.6423,2.6917,20.2569,7.2184,2.4753,4.0627,3.2579,4.3114
2015/8/26,-9.9707,1.5228,-4.6177,0,0,-10,0,0,,-0.708,1.1858,-5.4233,-10,-9.9291,0,-9.9906,8.7464,0.565,0,-4.9896,10.5385,8.64,4.0916,15.2704,,5.4161,,,,1.3691,4.4416,3.3837,9.2064,7.6759,,4.1743,3.3499,11.5652,,2.2353,3319700964,2561761940,3611664000,16713244623,11337868611,3295011197,3853883950,3560830288,,3319700964,1762308659,3323273561,1629085268,3457318568,5610663240,7495241176,9676744968,23543409499,32139063075,3482614200,-22.6632,431.6575,-14.2445,474.3797,1006.0272,29.1408,235.063,48.3501,,-11.4059,102.6973,38.3829,432.094,331.8068,434.2508,46.313,66.8262,1128.2467,64.244,-32.3429,252.519,4.3404,3.8281,5.7853,13.7113,2.2279,3.697,2.2477,,127.0877,2.2821,3.9443,7.2487,4.4962,2.9259,3.9976,3.4851,6.1543,3.9115,4.584,16.4515,9.3017,1.5164,2.3365,27.204,2.446,5.8792,5.4858,,8.2797,1.904,4.1601,28.478,2.4245,20.2569,6.4973,2.6918,4.0857,3.2579,4.0963
2015/8/27,-3.0402,5.8,3.9683,6.3474,0,0,0,0,,2.139,6.25,5.8741,6.6788,5.0394,0,5.1309,5.0603,6.1236,0,-4.5952,8.1803,6.1818,3.1407,12.6695,,4.9525,,,,0.7287,2.8542,2.2813,17.2921,7.0512,,3.5822,2.6647,9.5369,,2.8477,3218776288,2710344133,3754984000,17774096849,11337868611,3295011197,3853883950,3560830288,,3218776288,1872452950,3518486833,1737888777,3631545645,5610663240,7879813760,10166419395,24985112665,32139063075,3322581600,-21.9742,456.6936,-14.8097,504.4904,1006.0272,29.1408,235.063,48.3501,,-11.6577,109.1159,40.6376,460.9527,348.5278,434.2508,48.6892,70.2078,1197.3359,64.244,-30.8567,244.842,4.5921,3.98,6.1526,13.7113,2.2279,3.697,2.2477,,129.8926,2.4247,4.176,7.7329,4.7228,2.9259,4.2027,3.6615,6.5312,3.9115,4.3734,15.9513,9.8412,1.5765,2.4848,27.204,2.446,5.8792,5.4858,,8.4624,2.023,4.4045,30.38,2.5467,20.2569,6.8306,2.828,4.3359,3.2579,3.908
2015/8/28,9.7424,8.4121,10,9.9837,0,8.747,0,0,,5.2356,6.1765,8.1902,3.9271,7.6462,0,8.0677,3.764,10.0053,0,4.9694,6.5428,6.5965,4.1888,13.6631,,4.1871,,,,0.867,3.0042,2.6646,14.5403,7.029,,3.6224,2.7356,9.9374,,2.9094,3532363675,2938340945,4130482400,19548613301,11337868611,3583227307,3853883950,3560830288,,3532363675,1988104456,3806658806,1806138251,3909220050,5610663240,8515535787,10549078881,27484946595,32139063075,3487694600,-24.1151,495.1112,-16.2907,554.8573,1006.0272,31.6897,235.063,48.3501,,-12.2507,115.8554,43.9659,479.055,375.1769,434.2508,52.6173,72.8504,1317.1329,64.244,-32.3901,268.6956,4.9784,4.378,6.7668,13.7113,2.4228,3.697,2.2477,,136.4998,2.5745,4.518,8.0365,5.0839,2.9259,4.5418,3.7993,7.1847,3.9115,4.5907,17.5054,10.6691,1.7342,2.7329,27.204,2.6599,5.8792,5.4858,,8.8929,2.148,4.7652,31.5731,2.7414,20.2569,7.3817,2.9345,4.7697,3.2579,4.1022
2015/8/31,-10,-5.0567,-2.2901,-10.0148,0,-6.7391,0,0,,-2.9851,-4.3629,-6.3492,-10.0219,-8.3565,0,-7.6498,-5.2874,-10.0096,0,-5.0255,4.9289,5.2348,4.8218,11.9262,,3.2618,,,,0.4244,2.7319,1.9086,10.8809,5.4597,,2.2564,1.9413,8.2826,,2.1028,3179127308,2789758753,4035891200,17590858738,11337868611,3341748945,3853883950,3560830288,,3179127308,1901365827,3564966183,1625128777,3582544280,5610663240,7864116920,9991304037,24733806609,32139063075,3312420800,-21.7036,470.075,-15.9176,499.2895,1006.0272,29.5541,235.063,48.3501,,-11.8677,110.8007,41.1744,431.0446,343.825,434.2508,48.5922,68.9985,1185.2928,64.244,-30.7623,241.8261,4.7267,4.2778,6.0891,13.7113,2.2596,3.697,2.2477,,132.2327,2.4621,4.2311,7.2311,4.6591,2.9259,4.1944,3.5984,6.4655,3.9115,4.36,15.7548,10.1296,1.6945,2.4592,27.204,2.4807,5.8792,5.4858,,8.6149,2.0543,4.4627,28.4089,2.5123,20.2569,6.817,2.7793,4.2923,3.2579,3.8961
2015/9/1,-9.9773,-9.55,-10.0142,-9.9781,0,-9.6737,0,0,,-9.0598,-5.9377,-10.0391,-9.9817,-9.5745,0,-9.7804,-8.6011,-10,0,-4.9847,4.4496,5.696,3.3341,7.1095,,3.2203,,,,0.5598,2.4623,2.0065,9.6767,4.8257,,2.9246,1.5992,5.4687,,1.5083,2861935468,2523335511,3631728800,15835630508,11337868611,3018479525,3853883950,3560830288,,2861935468,1788467928,3207075185,1462912636,3239534721,5610663240,7094971752,9131941632,22260425948,32139063075,3147307800,-19.5381,425.1826,-14.3236,449.47,1006.0272,26.6951,235.063,48.3501,,-10.7686,104.2217,37.0409,388.0188,310.9056,434.2508,43.8397,63.0639,1066.7635,64.244,-29.2289,217.6983,4.2753,3.8494,5.4815,13.7113,2.041,3.697,2.2477,,119.9857,2.3159,3.8064,6.5093,4.213,2.9259,3.7841,3.2889,5.819,3.9115,4.1427,14.1829,9.1622,1.5248,2.2138,27.204,2.2407,5.8792,5.4858,,7.817,1.9323,4.0147,25.5732,2.2718,20.2569,6.1503,2.5403,3.863,3.2579,3.7019
2015/9/2,-9.9496,-5.3807,-10.0237,-9.9878,0,-3.4839,0,0,,-0.3759,-2.7714,-6.087,-5.3414,-6.8908,0,-0.885,3.4446,-9.9822,-9.9613,-5.004,5.3364,4.5152,2.9611,10.6759,,2.5828,,,,0.2771,2.394,2.5488,6.5451,4.6579,,3.097,1.8155,7.7391,0.1032,1.5545,2577183702,2387562128,3267696000,14253996280,11337868611,2913319593,3853883950,3560830288,,2577183702,1738902997,3011861912,1384771934,3016306278,5610663240,7032184392,9446500701,20038351343,28937589674,2989815400,-17.5942,402.3048,-12.8879,404.5778,1006.0272,25.7651,235.063,48.3501,,-10.7059,101.3333,34.7862,367.293,289.4819,434.2508,43.4517,65.2362,960.2773,57.8444,-27.7663,196.0381,4.0452,3.4635,4.9341,13.7113,1.9699,3.697,2.2477,,119.2876,2.2518,3.5747,6.1616,3.9227,2.9259,3.7506,3.4022,5.2381,3.5219,3.9354,12.7718,8.6692,1.372,1.9927,27.204,2.1626,5.8792,5.4858,,7.7715,1.8787,3.7703,24.2072,2.1152,20.2569,6.0959,2.6278,3.4774,2.9334,3.5166
2015/9/7,0.979,4.1845,2.1053,-8.931,0,4.6791,0,0,,0,0.7126,10.0309,-1.5714,3.0686,0,1.6741,-4.2225,-8.3168,-9.9893,-1.3594,3.0982,3.5139,2.811,18.6778,,2.5,,,,0.4398,6.1311,2.6589,5.5932,3.9296,,1.7018,3.0858,9.4533,0.6216,2.0874,2602414871,2487470844,3336489600,12980973608,11337868611,3049638023,3853883950,3560830288,,2602414871,1751294230,3313977691,1363011232,3108864413,5610663240,7149910693,9047626830,18371795390,26046938933,2949172200,-17.7664,419.1394,-13.1592,368.445,1006.0272,26.9707,235.063,48.3501,,-10.6996,102.0554,38.2755,361.5213,298.3649,434.2508,44.1792,62.4816,880.4127,52.0662,-27.3888,197.9574,4.2145,3.5365,4.4934,13.7113,2.062,3.697,2.2477,,119.2179,2.2678,3.9332,6.0648,4.0431,2.9259,3.8134,3.2585,4.8025,3.1701,3.8819,12.8968,9.032,1.4008,1.8147,27.204,2.2638,5.8792,5.4858,,7.767,1.8921,4.1485,23.8268,2.1801,20.2569,6.1979,2.5168,3.1882,2.6403,3.4688
2015/9/8,7.3407,8.033,9.1065,-2.8232,0,6.6411,0,0,,3.5849,8.8836,8.4151,1.8142,8.2312,0,5.1592,5.3763,-0.36,-10.0239,3.3592,3.468,3.8416,2.6456,12.8466,,2.0649,,,,0.5279,3.8134,3.7233,5.097,4.8994,,1.5805,1.1649,7.7124,3.4455,1.3647,2793450866,2687288275,3640328000,12614497384,11337868611,3252168262,3853883950,3560830288,,2793450866,1906873041,3592853794,1387739302,3364760433,5610663240,7518786437,9534058380,18305662217,23436028587,3048240000,-19.0706,452.8087,-14.3575,358.0431,1006.0272,28.7619,235.063,48.3501,,-11.0931,111.1217,41.4965,368.0801,322.9238,434.2508,46.4584,65.8408,877.2435,46.8472,-28.3089,212.4889,4.553,3.8585,4.3665,13.7113,2.199,3.697,2.2477,,123.6016,2.4693,4.2642,6.1748,4.3759,2.9259,4.0102,3.4337,4.7852,2.8523,4.0123,13.8435,9.7575,1.5284,1.7635,27.204,2.4142,5.8792,5.4858,,8.0526,2.0602,4.4976,24.2591,2.3596,20.2569,6.5177,2.6521,3.1767,2.3757,3.5853
2015/9/9,8,4.2898,5.5118,8.1804,0,4.5509,0,0,,3.2787,3.1047,3.1048,5.6308,4.0453,0,10.0209,-3.6395,8.4538,5.8355,5,5.007,5.8881,3.7871,19.6093,,3.175,,,,0.5476,4.7479,4.13,7.9446,6.7735,,2.6341,4.7535,12.5681,6.8481,1.8897,3016926935,2802567562,3840976000,13646417277,11337868611,3400171129,3853883950,3560830288,,3016926935,1966075598,3704404235,1465880004,3500875337,5610663240,8272234764,9187070541,19853178460,24803648292,3200652000,-20.5962,472.2333,-15.1489,387.3326,1006.0272,30.0708,235.063,48.3501,,-11.4544,114.5717,42.7849,388.8059,335.9871,434.2508,51.114,63.4446,951.4035,49.5809,-29.7243,229.488,4.7484,4.0712,4.7237,13.7113,2.2991,3.697,2.2477,,127.6277,2.5459,4.3966,6.5225,4.5529,2.9259,4.412,3.3088,5.1897,3.0187,4.2129,14.951,10.1761,1.6127,1.9077,27.204,2.524,5.8792,5.4858,,8.3149,2.1242,4.6372,25.625,2.455,20.2569,7.1708,2.5556,3.4453,2.5143,3.7646
2015/9/10,-4.4205,-4.0219,4.3284,2.8269,0,-3.4364,0,0,,-0.3527,3.3613,-3.5132,0.7422,-2.4883,0,0.3795,-1.5884,0.0666,-6.391,-1.1111,3.328,3.4603,4.0183,17.0342,,2.5748,,,,0.2915,5.7194,1.9102,6.7418,4.9896,,4.7268,1.5869,12.0273,4.6788,1.5629,2883562184,2689850037,4007227200,14032181723,11337868611,3283326760,3853883950,3560830288,,2883562184,2032162173,3574262053,1476760355,3413761799,5610663240,8303628445,9041141076,19866405094,23218452724,3165089200,-19.6858,453.2404,-15.8046,398.2819,1006.0272,29.0374,235.063,48.3501,,-11.4383,118.4228,41.2818,391.6918,327.6266,434.2508,51.308,62.4368,952.0373,46.4122,-29.3941,219.3434,4.5574,4.2474,4.8573,13.7113,2.22,3.697,2.2477,,127.4486,2.6315,4.2422,6.571,4.4396,2.9259,4.4288,3.2562,5.1932,2.8258,4.1661,14.2901,9.7668,1.6825,1.9617,27.204,2.4373,5.8792,5.4858,,8.3032,2.1956,4.4743,25.8152,2.3939,20.2569,7.198,2.515,3.4476,2.3536,3.7228
2015/9/11,1,1.2381,-0.6438,0.4811,0,1.7794,0,0,,0,-0.2033,1.8205,-0.3349,0.638,0,0.0945,1.076,-1.3316,-0.8032,-0.1605,2.9122,3.1459,2.8968,12.9367,,2.0985,,,,0.2053,6.2683,2.0535,5.7255,2.94,,2.6761,1.2672,6.6522,2.7381,0.8697,2912397806,2723152942,3981429600,14099690501,11337868611,3341748945,3853883950,3560830288,,2912397806,2028031762,3639333144,1471814741,3435540183,5610663240,8311476865,9138427386,19601872403,23031959128,3160008800,-19.8826,458.8519,-15.7028,400.198,1006.0272,29.5541,235.063,48.3501,,-11.4308,118.1821,42.0333,390.38,329.7167,434.2508,51.3565,63.1087,939.3604,46.0394,-29.3469,221.5368,4.6138,4.2201,4.8806,13.7113,2.2596,3.697,2.2477,,127.3649,2.6262,4.3194,6.5489,4.4679,2.9259,4.433,3.2912,5.124,2.8031,4.1594,14.433,9.8878,1.6716,1.9711,27.204,2.4807,5.8792,5.4858,,8.2978,2.1911,4.5558,25.7288,2.4092,20.2569,7.2048,2.5421,3.4017,2.3347,3.7168
2015/9/14,-10.0248,-9.9718,-10.0072,-9.9863,0,-10.0233,0,0,,-7.0796,-9.9796,-9.9617,-10.0134,-9.9842,0,-10.0094,-9.9361,-9.8516,-8.2321,-4.9839,5.0902,3.8674,3.5934,15.6061,,3.6627,,,,0.3895,4.3446,2.6453,3.7846,4.5487,,2.8076,2.0708,10.2055,4.1849,3.2495,2620437135,2451606177,3583000000,12691650273,11337868611,3006795088,3853883950,3560830288,,2620437135,1825641627,3276794210,1324435443,3092530625,5610663240,7479544336,8230421826,17670783759,21135940900,3002516400,-17.8894,413.0962,-14.1314,360.233,1006.0272,26.5918,235.063,48.3501,,-10.6198,106.388,37.8461,351.2895,296.7973,434.2508,46.216,56.8381,846.8188,42.2494,-27.8843,199.3283,4.1537,3.7977,4.3933,13.7113,2.0331,3.697,2.2477,,118.3278,2.3641,3.8891,5.8932,4.0218,2.9259,3.9893,2.9642,4.6192,2.5724,3.9521,12.9861,8.9018,1.5043,1.7743,27.204,2.232,5.8792,5.4858,,7.709,1.9725,4.1019,23.1525,2.1687,20.2569,6.4837,2.2895,3.0665,2.1425,3.5316
2015/9/15,-10.0413,-9.2999,-10,-10.0304,0,-8.0311,0,0,,-4.9524,-7.6923,-9.9291,-2.8379,-10.0352,0,-9.9685,-4.3735,-10.0299,-10,-4.9915,3.6806,3.2426,2.7475,8.6796,,2.5197,,,,0.354,3.2648,2.3239,9.334,4.7032,,2.1381,1.7198,5.5939,3.4123,0.8896,2357312085,2223609364,3224700000,11418627602,11337868611,2765316726,3853883950,3560830288,,2357312085,1685207655,2951438757,1286848776,2782188643,5610663240,6733944429,7870462479,15898414729,19022346810,2852644600,-16.0931,374.6787,-12.7183,324.1002,1006.0272,24.4562,235.063,48.3501,,-10.087,98.2043,34.0883,341.3201,267.0131,434.2508,41.6089,54.3523,761.8834,38.0245,-26.4924,179.3132,3.7674,3.418,3.9526,13.7113,1.8698,3.697,2.2477,,112.3911,2.1822,3.503,5.7259,3.6182,2.9259,3.5916,2.8346,4.1559,2.3151,3.7548,11.6822,8.0739,1.3539,1.5963,27.204,2.0528,5.8792,5.4858,,7.3222,1.8207,3.6947,22.4954,1.951,20.2569,5.8373,2.1894,2.759,1.9283,3.3553
2015/9/16,9.9388,10.023,10.0444,9.9662,0,9.5775,0,0,,5.8116,9.3954,10.0787,8.6856,9.9804,0,9.6737,7.9522,9.9834,9.3137,3.2947,3.6022,3.0219,2.4638,12.1834,,2.4086,,,,0.391,2.5143,2.046,8.6499,4.4754,,2.4201,1.8712,7.5864,3.9282,2.6039,2591601513,2446482653,3548603200,12556632717,11337868611,3030163962,3853883950,3560830288,,2591601513,1843540074,3248906600,1398619653,3059863048,5610663240,7385363295,8496337740,17485610875,20794035974,2946632000,-17.6926,412.2329,-13.9958,356.4007,1006.0272,26.7985,235.063,48.3501,,-10.681,107.431,37.524,370.9659,293.6621,434.2508,45.634,58.6745,837.945,41.566,-27.3653,197.1348,4.145,3.7613,4.3465,13.7113,2.0489,3.697,2.2477,,119.0097,2.3873,3.856,6.2233,3.9793,2.9259,3.939,3.06,4.5708,2.5307,3.8785,12.8432,8.8832,1.4899,1.7554,27.204,2.2494,5.8792,5.4858,,7.7534,1.9918,4.067,24.4493,2.1458,20.2569,6.402,2.3635,3.0344,2.1079,3.4658
2015/9/17,-4.4506,-3.2461,-3.4733,-6.8356,0,-2.0566,0,0,,-2.6515,-2.4645,10.0143,-4.5262,-4.4484,0,-3.7194,-2.6718,-4.8411,-3.139,-5,3.8113,3.8059,3.2179,13.7037,,3.0318,,,,0.2694,3.0693,2.1569,6.8446,5.4036,,2.6002,1.9808,9.1618,4.849,1.6861,2476259026,2367068033,3425348000,11698306825,11337868611,2967846965,3853883950,3560830288,,2476259026,1798105554,3574262053,1335315794,2923748143,5610663240,7110668592,8269336350,16639106264,20141308387,2799300400,-16.9052,398.8515,-13.5096,332.0384,1006.0272,26.2473,235.063,48.3501,,-10.3904,104.7833,41.2818,354.1754,280.5989,434.2508,43.9367,57.1068,797.3788,40.2612,-25.997,188.3611,4.0105,3.6306,4.0494,13.7113,2.0067,3.697,2.2477,,115.7724,2.3284,4.2422,5.9416,3.8023,2.9259,3.7925,2.9782,4.3495,2.4513,3.6846,12.2716,8.5948,1.4381,1.6354,27.204,2.2031,5.8792,5.4858,,7.5425,1.9427,4.4743,23.3427,2.0503,20.2569,6.1639,2.3003,2.8875,2.0417,3.2925
2015/9/18,1.1645,1.2987,2.2594,2.2259,0,2.0997,0,0,,-1.1673,2.5268,-0.5202,5.037,3.352,0,1.766,1.2157,0.2385,0.9259,-0.363,2.272,2.2848,2.0073,8.7182,,1.9961,,,,0.2878,1.8534,5.9765,8.7338,4.2025,,1.1802,0.9322,5.2196,2.4795,1.3483,2505094647,2397809176,3502740800,11958697826,11337868611,3030163962,3853883950,3560830288,,2505094647,1843540074,3555670313,1402576145,3021750874,5610663240,7236243314,8369865537,16678786168,20327801984,2789139600,-17.102,404.0314,-13.8149,339.4292,1006.0272,26.7985,235.063,48.3501,,-10.2594,107.431,41.067,372.0153,290.0044,434.2508,44.7126,57.8011,799.2804,40.634,-25.9026,190.5545,4.0626,3.7127,4.1395,13.7113,2.0489,3.697,2.2477,,114.3124,2.3873,4.2201,6.2409,3.9298,2.9259,3.8595,3.0144,4.3599,2.474,3.6712,12.4145,8.7064,1.4706,1.6718,27.204,2.2494,5.8792,5.4858,,7.4474,1.9918,4.4511,24.5184,2.119,20.2569,6.2728,2.3283,2.8944,2.0606,3.2806
2015/9/21,4.3165,6.5171,5.4828,9.5968,0,3.856,0,0,,1.1811,5.1531,4.9673,2.9619,10.0901,10.0259,5.9653,9.9961,9.9921,5.1988,4.0984,3.1631,3.8186,2.6202,12.2822,,2.6626,,,,0.2638,2.6869,4.8458,6.0996,5.7172,0.4936,1.8949,2.7582,11.8484,3.3364,1.5621,2613228229,2554076654,3694789600,13106347053,11337868611,3147008330,3853883950,3560830288,,2613228229,1938539525,3732291845,1444119303,3326648260,6173184360,7667906418,9206527803,18345342121,21384599029,2903448600,-17.8402,430.3625,-14.5723,372.0035,1006.0272,27.8318,235.063,48.3501,,-10.3921,112.967,43.107,383.0341,319.2661,477.7885,47.3799,63.5789,879.145,42.7465,-26.9642,198.7799,4.3273,3.9162,4.5368,13.7113,2.1279,3.697,2.2477,,115.7908,2.5103,4.4297,6.4257,4.3263,3.2192,4.0897,3.3158,4.7955,2.6026,3.8217,12.9504,9.2738,1.5513,1.8322,27.204,2.3361,5.8792,5.4858,,7.5437,2.0944,4.6721,25.2446,2.3328,22.2878,6.6469,2.561,3.1836,2.1677,3.415
2015/9/22,2.2069,0.9027,0.931,-0.2943,0,3.5891,0,0,,0.3891,2.9119,-1.9925,-2.3973,7.856,9.9764,2.1494,1.726,2.4513,7.9942,0.5249,3.6408,4.6652,5.1296,12.7481,,4.1852,,,,0.2867,4.0674,4.1062,4.4985,13.5183,0.3795,2.2049,1.835,11.874,5.8173,1.5952,2670899473,2577132512,3729186400,13067770608,11337868611,3259957887,3853883950,3560830288,,2670899473,1994988474,3657924884,1409500004,3587988876,6789048000,7832723240,9365428776,18795047696,23094123660,2918689800,-18.2339,434.2474,-14.708,370.9086,1006.0272,28.8307,235.063,48.3501,,-10.4399,116.2565,42.248,373.8518,344.3476,525.4547,48.3983,64.6763,900.6958,46.1637,-27.1058,203.1668,4.3664,3.9527,4.5234,13.7113,2.2042,3.697,2.2477,,116.3234,2.5834,4.3415,6.2717,4.6662,3.5404,4.1776,3.373,4.9131,2.8107,3.8418,13.2362,9.3576,1.5657,1.8268,27.204,2.4199,5.8792,5.4858,,7.5784,2.1554,4.5791,24.6395,2.5161,24.5114,6.7898,2.6052,3.2617,2.341,3.433
