ÈÕÆÚ,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH,000505.SZ,000576.SZ,000911.SZ,000930.SZ,000972.SZ,002220.SZ,002286.SZ,002604.SZ,002852.SZ,200505.SZ,300138.SZ,300175.SZ,300268.SZ,600127.SH,600191.SH,600251.SH,600298.SH,600737.SH,600873.SH,600962.SH
2014/1/2,0,2.7225,1.5083,-0.2342,-0.8475,1.0914,-0.3681,0.0504,,0,1.7857,1.9139,0,0.2141,-0.5291,0.5298,-1.1002,0,0,-0.3241,,1.0435,0.3815,1.0097,0.6639,0.5046,1.2013,0.8157,,,1.5535,1.7782,,0.914,0.2287,0.5278,1.2582,0.2953,0.4799,0.3586,1279580719,2507198058,1929087200,4108391350,2356205362,2886055907,1167920062,3650628031,,1279580719,1029509640,1128538752,192100000,2548071008,2735016480,5496678000,5387792060,4293870525,16899396403,1562223000,112.3057,121.0884,39.0731,81.0053,-7.4032,25.8081,71.5068,66.4569,,62.7071,156.0591,114.7309,-4.0321,272.8221,398.0203,18.4976,38.4466,136.1664,48.0442,-17.2161,12.98,4.3012,1.4329,1.4304,59.1389,2.1086,2.089,2.7137,,7.2475,1.6586,2.7765,2.5291,3.3587,1.642,3.9617,2.0579,1.8169,2.4162,1.8015,6.7239,9.6305,0.4385,0.5597,2.8349,2.3146,3.3287,5.3228,,3.7544,1.3806,3.3312,3.441,2.0042,12.2786,4.2968,1.8049,0.9709,2.4929,1.2949
2014/1/3,0,-0.8155,-0.1486,0.939,-2.849,-1.7544,0.7389,0.0504,,0,0.5482,0.4695,0,-1.9231,0.1773,-2.5692,-2.3419,-0.9381,-0.8013,-1.626,,0.791,0.2309,1.8025,0.5476,0.5964,2.0585,1.3584,,,2.0548,2.0004,,1.4516,0.3448,1.1969,1.2888,0.3307,1.7362,0.4458,1279580719,2486751999,1926220800,4146967795,2289077004,2835423347,1176550014,3652468066,,1279580719,1035153882,1133837056,192100000,2499069642,2739865800,5355459000,5261614260,4253590313,16763984573,1536821000,112.3057,120.1009,39.015,81.7659,-7.1923,25.3554,72.0351,66.4904,,62.7566,156.9147,115.2696,-4.0321,267.5755,398.726,18.0224,37.5463,134.889,47.6592,-16.9361,12.98,4.2661,1.4308,1.4438,57.454,2.0716,2.1044,2.7151,,7.2532,1.6677,2.7895,2.5291,3.2941,1.6449,3.8599,2.0097,1.7999,2.3969,1.7722,6.7239,9.5519,0.4379,0.565,2.7542,2.274,3.3533,5.3255,,3.7573,1.3882,3.3469,3.441,1.9656,12.3004,4.1864,1.7626,0.9618,2.4729,1.2739
2014/1/6,0,-2.3638,-3.4226,-3.2558,-3.2258,-3.7088,3.6675,-4.9874,,0,-2.9444,-4.6729,0,-4.1394,-4.0708,-3.7863,-0.8993,-2.8409,-4.3619,-2.4793,,0.6559,0.356,1.0615,0.4769,0.9744,9.3825,1.5519,,,1.5948,1.8458,,1.3985,0.3109,1.004,0.9626,0.4732,0.8107,0.4299,1279580719,2427969578,1860293600,4011950238,2215235811,2730263415,1219699770,3470304671,,1279580719,1004674978,1080854016,192100000,2395622315,2628331440,5152683000,5214297585,4132749679,16032760690,1498718000,112.3057,117.262,37.6797,79.1038,-6.9603,24.415,74.677,63.1743,,62.7741,152.2945,109.8832,-4.0321,256.4994,382.4947,17.34,37.2086,131.0569,45.5804,-16.5162,12.98,4.1653,1.3818,1.3968,55.6006,1.9948,2.1816,2.5797,,7.2552,1.6186,2.6591,2.5291,3.1578,1.5779,3.7138,1.9916,1.7487,2.2923,1.7283,6.7239,9.3261,0.4229,0.5466,2.6653,2.1897,3.4762,5.0599,,3.7584,1.3473,3.1905,3.441,1.8843,11.7997,4.0279,1.7468,0.9344,2.365,1.2423
2014/1/7,0,-0.4211,-1.2327,-1.9231,0.6061,0.428,-0.8255,0.2121,,0,1.4607,1.7157,0,1.1364,-0.369,5.903,0.9679,-0.1949,-1.0135,0.339,,0.3508,0.2678,1.3188,0.2372,0.6677,3.3563,0.6463,,,1.5486,1.3546,,0.8035,0.2225,1.6731,0.7688,0.2396,0.2971,0.3176,1279580719,2417746548,1837362400,3934797349,2228661482,2741947852,1209631493,3477664808,,1279580719,1019350006,1099398080,192100000,2422845296,2618632800,5456847000,5264768705,4124693637,15870266494,1503798400,112.3057,116.7682,37.2152,77.5826,-7.0025,24.5195,74.0606,63.3083,,62.7542,154.5191,111.7684,-4.0321,259.4142,381.0832,18.3636,37.5688,130.8015,45.1184,-16.5722,12.98,4.1477,1.3648,1.3699,55.9376,2.0033,2.1636,2.5852,,7.2529,1.6423,2.7048,2.5291,3.1936,1.5721,3.933,2.0109,1.7453,2.2691,1.7341,6.7239,9.2869,0.4177,0.5361,2.6815,2.1991,3.4475,5.0706,,3.7572,1.367,3.2452,3.441,1.9057,11.7561,4.2656,1.7637,0.9326,2.341,1.2465
2014/1/8,0,-2.0085,-1.092,-0.4902,-2.7108,0.7102,-0.5351,2.1164,,0,0.5537,2.4096,0,0.6742,-0.1852,-0.7299,-1.438,-2.1484,-3.5836,0.5068,,0.6953,0.6344,0.7147,0.4203,0.8927,2.3709,0.865,,,2.5681,2.7384,,0.7818,0.1886,1.0672,1.0996,0.3757,0.6368,0.3403,1279580719,2369187156,1817297600,3915509127,2168245960,2761421914,1203159030,3551266180,,1279580719,1024994247,1125889600,192100000,2439179084,2613783480,5417016000,5189062025,4036077172,15301536807,1511419000,112.3057,114.423,36.8088,77.2023,-6.8127,24.6936,73.6643,64.6481,,62.7956,155.3747,114.4616,-4.0321,261.163,380.3775,18.2295,37.0285,127.9913,43.5016,-16.6562,12.98,4.0644,1.3499,1.3632,54.4212,2.0176,2.152,2.6399,,7.2577,1.6514,2.7699,2.5291,3.2152,1.5692,3.9043,1.982,1.7078,2.1878,1.7429,6.7239,9.1003,0.4131,0.5335,2.6088,2.2147,3.4291,5.1779,,3.7597,1.3745,3.3234,3.441,1.9185,11.7344,4.2345,1.7383,0.9126,2.2571,1.2528
2014/1/9,0,-3.2362,-1.8927,-1.2315,-0.9288,-3.385,2.2714,-2.2798,,0,-2.2026,-3.0588,0,-2.4554,0.3711,-0.5348,-2.2492,1.7964,-1.2389,-2.8571,,1.1554,0.4218,0.7299,0.5683,0.547,5.0556,0.6852,,,1.7854,2.0694,,1.0159,0.3203,0.7393,0.8431,0.4376,0.5929,0.3783,1279580719,2292514433,1782900800,3867288571,2148107453,2667946419,1230487209,3470304671,,1279580719,1002417282,1091450624,192100000,2379288526,2623482120,5388048000,5072347560,4108581553,15111960245,1468235600,112.3057,110.72,36.1121,76.2515,-6.7494,23.8577,75.3375,63.1743,,62.8251,151.9523,110.9604,-4.0321,254.7505,381.7889,18.132,36.1957,130.2905,42.9626,-16.1803,12.98,3.9329,1.3243,1.3464,53.9158,1.9493,2.2009,2.5797,,7.2611,1.615,2.6852,2.5291,3.1362,1.575,3.8834,1.9374,1.7385,2.1607,1.6931,6.7239,8.8058,0.4053,0.5269,2.5846,2.1397,3.507,5.0599,,3.7614,1.3443,3.2217,3.441,1.8714,11.7779,4.2119,1.6992,0.929,2.2292,1.217
2014/1/10,0,-1.5608,-3.0547,-1.995,-2.8125,-1.6058,-0.0584,-3.5525,,0,-4.1667,-4.8544,0,-3.2037,-1.8484,-2.957,-4.1045,0,-0.1792,-2.9412,,0.5679,0.4011,0.7652,0.3354,0.4787,3.7695,0.7731,,,1.6711,3.6321,,1.0835,0.4052,0.7069,1.35,0.2609,0.5023,0.6344,1279580719,2256733828,1728439200,3790135682,2087691931,2625103483,1229768046,3347022374,,1279580719,960649894.8,1038467584,192100000,2303064180,2574988920,5228724000,4864154190,4108581553,15084877879,1425052200,112.3057,108.9919,35.009,74.7303,-6.5596,23.4746,75.2934,60.93,,62.7215,145.621,105.574,-4.0321,246.5892,374.7318,17.5959,34.71,130.2905,42.8856,-15.7044,12.98,3.8715,1.2839,1.3196,52.3994,1.918,2.1996,2.488,,7.2492,1.5477,2.5549,2.5291,3.0358,1.5459,3.7686,1.8579,1.7385,2.1568,1.6433,6.7239,8.6684,0.3929,0.5164,2.5119,2.1053,3.5049,4.8801,,3.7552,1.2882,3.0653,3.441,1.8115,11.5602,4.0873,1.6295,0.929,2.2252,1.1812
2014/1/13,0,1.812,0,-1.2723,0.6431,0,-7.193,-3.3535,,0,-0.9401,0.2551,0,0,-1.6949,0.3463,0.3243,1.1765,-2.3339,-1.0695,,0.5311,0.2524,0.668,0.2835,0.291,5.2192,1.1027,,,1.0148,1.5052,,0.6232,0.3432,0.4925,0.7116,0.3668,0.3223,0.2638,1279580719,2297625948,1728439200,3741915126,2101117602,2625103483,1141311046,3234780282,,1279580719,951619108.5,1041116736,192100000,2303064180,2531345040,5246829000,4879926415,4156917806,14732807120,1409811000,112.3057,110.9668,35.009,73.7795,-6.6017,23.4746,69.8776,58.8867,,62.6617,144.252,105.8433,-4.0321,246.5892,368.3805,17.6568,34.8226,131.8233,41.8847,-15.5364,12.98,3.9417,1.2839,1.3028,52.7364,1.918,2.0414,2.4046,,7.2423,1.5332,2.5614,2.5291,3.0358,1.5197,3.7816,1.8639,1.759,2.1065,1.6257,6.7239,8.8255,0.3929,0.5098,2.528,2.1053,3.2528,4.7165,,3.7516,1.2761,3.0732,3.441,1.8115,11.3643,4.1015,1.6348,0.9399,2.1733,1.1686
2014/1/14,0,3.0033,1.99,2.0619,2.8754,1.632,-0.3781,1.2514,,0,2.6097,2.799,0,1.8913,0.7663,1.6563,1.0989,0.3876,2.2059,1.4414,,0.5836,0.3145,0.4568,0.2948,0.3533,2.9965,1.2255,,,1.0414,1.5283,,0.7316,0.2173,0.5496,0.7858,0.189,0.2041,0.3095,1279580719,2366631399,1762836000,3819068015,2161533124,2667946419,1136996071,3275261036,,1279580719,976453770.9,1070257408,192100000,2346620949,2550742320,5333733000,4933551980,4173029891,15057795513,1430132600,112.3057,114.2996,35.7057,75.3007,-6.7916,23.8577,69.6134,59.6237,,62.641,148.0166,108.8059,-4.0321,251.2528,371.2033,17.9492,35.2052,132.3343,42.8086,-15.7604,12.98,4.06,1.3094,1.3296,54.2527,1.9493,2.0336,2.4347,,7.2399,1.5732,2.6331,2.5291,3.0932,1.5313,3.8443,1.8844,1.7658,2.1529,1.6492,6.7239,9.0905,0.4007,0.5203,2.6007,2.1397,3.2405,4.7755,,3.7504,1.3094,3.1592,3.441,1.8457,11.4514,4.1694,1.6527,0.9435,2.2212,1.1855
2014/1/15,0,-1.5119,-0.3252,1.0101,-1.2422,-0.5839,1.8343,-0.618,,0,1.5029,1.9802,0,1.3921,-0.1901,0.8147,0.5115,0,-1.7986,-1.2433,,0.5652,0.167,0.4636,0.2747,0.3667,1.6727,0.8157,,,1.2822,2.1867,,0.9991,0.135,0.5884,0.8446,0.2251,0.333,0.7492,1279580719,2330850794,1757103200,3857644460,2134681781,2652367169,1157851786,3255020659,,1279580719,991128798.6,1091450624,192100000,2379288526,2545893000,5377185000,4958787540,4173029891,14786971852,1412351200,112.3057,112.5715,35.5896,76.0613,-6.7072,23.7184,70.8903,59.2552,,62.7191,150.2411,110.9604,-4.0321,254.7505,370.4976,18.0955,35.3853,132.3343,42.0387,-15.5644,12.98,3.9987,1.3052,1.3431,53.5788,1.9379,2.0709,2.4196,,7.2489,1.5968,2.6852,2.5291,3.1362,1.5284,3.8756,1.894,1.7658,2.1142,1.6287,6.7239,8.9531,0.3994,0.5256,2.5684,2.1272,3.3,4.746,,3.7551,1.3291,3.2217,3.441,1.8714,11.4296,4.2034,1.6612,0.9435,2.1812,1.1707
2014/1/16,0,0.3289,-0.4894,-0.25,0.9434,-0.8811,-2.9193,-1.8655,,0,-1.139,-0.4854,0,0.4577,-0.1905,0.3367,0.0636,-0.1931,-0.9158,0,,0.3729,0.2265,0.4664,0.2958,0.5097,2.2005,1.076,,,0.7985,1.9499,,0.7653,0.1785,0.752,0.5379,0.1861,0.4597,0.3287,1279580719,2338518067,1748504000,3848000349,2154820289,2628998296,1124051144,3194299527,,1279580719,979840315.7,1086152320,192100000,2390177719,2541043680,5395290000,4961941985,4164973848,14651560022,1412351200,112.3057,112.9418,35.4154,75.8712,-6.7705,23.5094,68.8208,58.1498,,62.7797,148.53,110.4218,-4.0321,255.9165,369.7919,18.1564,35.4078,132.0788,41.6537,-15.5644,12.98,4.0118,1.2988,1.3397,54.0843,1.9208,2.0105,2.3745,,7.2559,1.5786,2.6722,2.5291,3.1506,1.5255,3.8886,1.8952,1.7624,2.0948,1.6287,6.7239,8.9825,0.3975,0.5243,2.5926,2.1085,3.2036,4.6575,,3.7587,1.314,3.2061,3.441,1.88,11.4078,4.2175,1.6622,0.9417,2.1613,1.1707
2014/1/17,0,-1.3115,-0.1639,-2.005,-2.4922,-2.5185,-3.7108,-3.7442,,0,1.2673,0,0,-2.0501,-1.145,0.2013,-1.6529,-1.9342,-2.403,-1.4388,,0.3357,0.1382,0.414,0.2575,0.541,2.0542,2.0834,,,1.3968,1.3171,,0.6247,0.1758,1.0659,1.1948,0.2088,0.5987,0.2583,1279580719,2307848977,1745637600,3770847460,2101117602,2562786487,1082339713,3074697299,,1279580719,992257646.9,1086152320,192100000,2341176353,2511947760,5406153000,4879926415,4084413426,14299489264,1392029600,112.3057,111.4606,35.3574,74.35,-6.6017,22.9173,66.267,55.9726,,62.7534,150.4122,110.4218,-4.0321,250.6699,365.5576,18.193,34.8226,129.5241,40.6528,-15.3405,12.98,3.9592,1.2967,1.3129,52.7364,1.8724,1.9359,2.2856,,7.2528,1.5986,2.6722,2.5291,3.086,1.5081,3.8964,1.8639,1.7283,2.0445,1.6052,6.7239,8.8647,0.3968,0.5137,2.528,2.0554,3.0848,4.4831,,3.7571,1.3306,3.2061,3.441,1.8414,11.2772,4.226,1.6348,0.9235,2.1093,1.1539
2014/1/20,0,0.3322,-0.4926,0,9.9042,-2.1277,0.1329,-0.2394,,0,-0.3413,-1.9512,0,1.3953,-0.5792,0.2679,-1.0989,-0.789,0,0.9124,,0.3969,0.231,0.3173,1.6086,0.4804,1.7202,0.6247,,,1.2356,1.2997,,1.2038,0.294,0.7208,0.5374,0.2718,0.296,0.3471,1279580719,2315516250,1737038400,3770847460,2309215512,2508259115,1083778038,3067337161,,1279580719,988871102,1064959104,192100000,2373843930,2497399800,5420637000,4826300850,4052189257,14299489264,1404730600,112.3057,111.8309,35.1832,74.35,-7.2556,22.4297,66.3551,55.8386,,62.7861,149.8989,108.2672,-4.0321,254.1676,363.4405,18.2417,34.4399,128.5022,40.6528,-15.4805,12.98,3.9724,1.2903,1.3129,57.9594,1.8326,1.9385,2.2801,,7.2566,1.5932,2.62,2.5291,3.129,1.4993,3.9069,1.8434,1.7147,2.0445,1.6199,6.7239,8.8942,0.3949,0.5137,2.7784,2.0116,3.0889,4.4723,,3.7591,1.3261,3.1435,3.441,1.8671,11.2119,4.2373,1.6168,0.9162,2.1093,1.1644
2014/1/21,0,-0.1104,1.4851,1.023,0.5814,1.8634,4.9768,0,,0,2.0548,1.99,0,0.4587,3.4951,0,1.1111,0.1988,1.1364,0.7233,,0.3818,0.3583,0.3295,1.279,0.3697,2.8267,0.6232,,,1.1386,1.3747,,0.7259,0.3942,0.5568,0.4718,0.3525,0.1991,0.2126,1279580719,2312960492,1762836000,3809423904,2322641183,2554996862,1137715233,3067337161,,1279580719,1009190371,1086152320,192100000,2384733122,2584687560,5420637000,4879926415,4060245299,14461983460,1414891400,112.3057,111.7075,35.7057,75.1106,-7.2978,22.8477,69.6574,55.8386,,62.7637,152.979,110.4218,-4.0321,255.3335,376.1433,18.2417,34.8226,128.7577,41.1148,-15.5924,12.98,3.968,1.3094,1.3263,58.2964,1.8667,2.0349,2.2801,,7.254,1.6259,2.6722,2.5291,3.1434,1.5517,3.9069,1.8639,1.7181,2.0677,1.6316,6.7239,8.8844,0.4007,0.519,2.7946,2.0491,3.2426,4.4723,,3.7577,1.3533,3.2061,3.441,1.8757,11.6038,4.2373,1.6348,0.918,2.1333,1.1728
2014/1/22,0,0.9945,1.626,1.7722,0.289,1.5244,2.8445,3.1194,,0,1.3423,1.2195,0,1.3699,6.0038,1.5364,2.6503,2.381,2.4345,1.6158,,0.6544,0.7647,0.955,0.8169,0.8947,2.852,0.8354,,,1.689,2.4019,,1.1361,1.3813,1.1189,0.7614,0.5814,0.3086,0.7315,1279580719,2335962309,1791500000,3876932682,2329354019,2593944985,1170077550,3163018945,,1279580719,1022736551,1099398080,192100000,2417400699,2739865800,5503920000,5009258660,4156917806,14814054218,1437753200,112.3057,112.8184,36.2863,76.4416,-7.3189,23.196,71.6388,57.5804,,62.7821,155.0324,111.7684,-4.0321,258.8312,398.726,18.522,35.7455,131.8233,42.1157,-15.8444,12.98,4.0074,1.3307,1.3498,58.4649,1.8952,2.0928,2.3513,,7.2562,1.6477,2.7048,2.5291,3.1865,1.6449,3.9669,1.9133,1.759,2.1181,1.658,6.7239,8.9727,0.4073,0.5282,2.8026,2.0804,3.3348,4.6118,,3.7588,1.3715,3.2452,3.441,1.9014,12.3004,4.3024,1.6781,0.9399,2.1852,1.1918
2014/1/23,0,1.2035,3.04,0.2488,1.7291,4.2042,0.6146,0.4072,,0,0.883,1.4458,0,0,-3.0088,-1.0526,-0.6297,-1.3566,0.9141,-0.1767,,0.6305,0.8959,1.6741,0.9835,1.349,2.3308,0.6265,,,1.9417,3.4784,,1.1803,0.8582,0.8826,0.7355,0.6132,0.3606,0.4991,1279580719,2364075641,1845961600,3886576793,2369631034,2702999729,1177269176,3175899185,,1279580719,1031767337,1115292992,192100000,2417400699,2657427360,5445984000,4977714210,4100525510,14949466049,1435213000,112.3057,114.1761,37.3894,76.6318,-7.4454,24.1712,72.0792,57.8149,,62.7948,156.4014,113.3843,-4.0321,258.8312,386.7289,18.327,35.5204,130.035,42.5006,-15.8164,12.98,4.0557,1.3712,1.3532,59.4758,1.9749,2.1057,2.3608,,7.2576,1.6623,2.7439,2.5291,3.1865,1.5954,3.9252,1.9012,1.7351,2.1374,1.655,6.7239,9.0807,0.4196,0.5295,2.8511,2.1678,3.3553,4.6306,,3.7596,1.3836,3.2921,3.441,1.9014,11.9303,4.2572,1.6675,0.9272,2.2052,1.1897
2014/1/24,0,3.8919,0.3106,0,1.6997,-0.1441,2.1381,0.6373,,0,0,0.7126,0,1.3514,0.1825,1.1968,0.9506,0.5894,-1.6304,2.8319,,1.0976,1.7749,1.0203,1.0325,0.5767,2.244,1.3712,,,2.0766,2.7747,,1.346,0.4087,1.0993,0.7482,0.5937,0.4607,1.0353,1279580719,2461702770,1851694400,3886576793,2409908049,2699104917,1202439867,3196139562,,1279580719,1031767337,1123240448,192100000,2450068277,2662276680,5511162000,5025030885,4124693637,14705724754,1475856200,112.3057,118.6197,37.5055,76.6318,-7.572,24.1363,73.6203,58.1833,,62.7095,156.4014,114.1923,-4.0321,262.3289,387.4346,18.5463,35.858,130.8015,41.8077,-16.2643,12.98,4.2135,1.3754,1.3532,60.4867,1.972,2.1507,2.3759,,7.2478,1.6623,2.7634,2.5291,3.2295,1.5983,3.9721,1.9193,1.7453,2.1026,1.7019,6.7239,9.4341,0.4209,0.5295,2.8995,2.1647,3.427,4.6601,,3.7545,1.3836,3.3156,3.441,1.9271,11.9521,4.3081,1.6834,0.9326,2.1693,1.2234
2014/1/27,0,1.2487,-2.6316,-3.2258,-1.1142,-3.3189,-0.1196,0.1151,,0,-1.3129,-1.6509,0,-1.7778,-1.275,-1.117,0.7533,0.3906,-2.3941,1.3769,,0.9887,0.8366,1.3673,0.4672,1.0284,1.9165,1.1587,,,1.6297,2.6989,,0.741,0.2526,0.9057,0.726,0.9804,0.5551,0.5463,1279580719,2492442035,1802965600,3761203349,2383056705,2609524234,1201001542,3199819630,,1279580719,1018221158,1104696384,192100000,2406511507,2628331440,5449605000,5062884225,4140805722,14353653996,1496177800,112.3057,120.1009,36.5185,74.1598,-7.4876,23.3353,73.5322,58.2503,,62.6561,154.3479,112.3071,-4.0321,257.6653,382.4947,18.3392,36.1281,131.3124,40.8068,-16.4882,12.98,4.2661,1.3392,1.3095,59.8128,1.9066,2.1481,2.3786,,7.2416,1.6405,2.7178,2.5291,3.1721,1.5779,3.9278,1.9338,1.7522,2.0522,1.7253,6.7239,9.5519,0.4099,0.5124,2.8672,2.0928,3.423,4.6655,,3.7513,1.3654,3.2608,3.441,1.8928,11.7997,4.26,1.696,0.9363,2.1173,1.2402
2014/1/28,0,2.6721,0.7949,-0.7692,-3.3803,1.9403,-1.7964,-1.1501,,0,-0.2217,0.2398,0,0.905,0.5535,-1.5947,-0.5607,0.7782,1.3208,0.1698,,2.3782,0.8585,1.374,0.6829,0.7247,1.3845,0.4873,,,1.1569,2.0215,,0.6528,0.2855,0.6928,0.6318,0.9876,0.2123,0.5432,1279580719,2559043775,1817297600,3732271015,2302502676,2660156794,1179426664,3163018945,,1279580719,1015963461,1107345536,192100000,2428289892,2642879400,5362701000,5034494220,4173029891,14543230558,1498718000,112.3057,123.3102,36.8088,73.5893,-7.2345,23.7881,72.2113,57.5804,,62.6768,154.0057,112.5764,-4.0321,259.9971,384.6118,18.0467,35.9256,132.3343,41.3457,-16.5162,12.98,4.3801,1.3499,1.2994,57.791,1.9436,2.1095,2.3513,,7.244,1.6368,2.7243,2.5291,3.2008,1.5867,3.8651,1.9229,1.7658,2.0794,1.7283,6.7239,9.8072,0.4131,0.5085,2.7703,2.1335,3.3615,4.6118,,3.7525,1.3624,3.2687,3.441,1.91,11.865,4.1921,1.6865,0.9435,2.1453,1.2423
2014/1/29,0,1.001,-1.4196,0,0.8746,-0.1464,0.8537,2.676,,0,0.8889,1.1962,0,0,0.5505,0,0.9398,-0.9653,-1.8622,2.5424,,1.6089,0.7791,1.0232,0.4967,0.3709,1.4691,0.8139,,,1.1158,2.3479,,0.5461,0.1942,0.5768,0.5896,0.5203,0.2656,0.5115,1279580719,2584659828,1791500000,3732271015,2322641183,2656261982,1189494940,3247660522,,1279580719,1024994247,1120591296,192100000,2428289892,2657427360,5362701000,5081810895,4132749679,14272406898,1536821000,112.3057,124.5445,36.2863,73.5893,-7.2978,23.7532,72.8277,59.1212,,62.7167,155.3747,113.923,-4.0321,259.9971,386.7289,18.0467,36.2632,131.0569,40.5758,-16.9361,12.98,4.424,1.3307,1.2994,58.2964,1.9407,2.1275,2.4142,,7.2486,1.6514,2.7569,2.5291,3.2008,1.5954,3.8651,1.941,1.7487,2.0406,1.7722,6.7239,9.9053,0.4073,0.5085,2.7946,2.1303,3.3902,4.7353,,3.7549,1.3745,3.3078,3.441,1.91,11.9303,4.1921,1.7024,0.9344,2.1053,1.2739
2014/1/30,0,1.0902,0.16,-2.584,0.8671,0.8798,0.4837,-0.8499,,0,-1.2115,-1.182,0,-1.5695,-0.1825,-1.0128,-1.9863,-1.1696,3.0361,-0.8264,,1.0732,0.242,1.0296,0.2449,0.304,0.8706,0.4397,,,0.9762,1.5843,,0.6495,0.166,0.5738,0.5216,0.4301,0.3453,0.4521,1279580719,2612837488,1794366400,3635829904,2342779691,2679630856,1195248241,3220060008,,1279580719,1012576916,1107345536,192100000,2390177719,2652578040,5308386000,4980868655,4084413426,14705724754,1524120000,112.3057,125.9023,36.3444,71.6878,-7.361,23.9622,73.1799,58.6188,,62.6808,153.4924,112.5764,-4.0321,255.9165,386.0232,17.8639,35.5429,129.5241,41.8077,-16.7962,12.98,4.4722,1.3329,1.2659,58.8019,1.9578,2.1378,2.3937,,7.2445,1.6314,2.7243,2.5291,3.1506,1.5925,3.826,1.9024,1.7283,2.1026,1.7576,6.7239,10.0133,0.4079,0.4954,2.8188,2.1491,3.4066,4.695,,3.7528,1.3579,3.2687,3.441,1.88,11.9085,4.1496,1.6686,0.9235,2.1693,1.2634
2014/2/7,0,1.9608,1.5974,1.3263,0.2865,0.1453,5.4753,-0.1143,,0,2.2297,1.1962,0,1.8223,1.2797,2.1146,2.6599,0.5917,3.6832,0.3333,,1.1416,0.9062,0.7368,0.3143,0.4227,4.6291,1.0131,,,1.5519,2.1383,,0.7512,0.2155,0.5487,0.5895,0.3316,0.3669,0.2613,1279580719,2664069595,1823030400,3684050459,2349492527,2683525668,1260692038,3216379939,,1279580719,1035153882,1120591296,192100000,2433734488,2686523280,5420637000,5113355345,4108581553,15247372075,1529200400,112.3057,128.371,36.9249,72.6386,-7.3821,23.997,77.1868,58.5518,,62.7669,156.9147,113.923,-4.0321,260.5801,390.9632,18.2417,36.4883,130.2905,43.3476,-16.8521,12.98,4.5599,1.3541,1.2826,58.9704,1.9606,2.2549,2.3909,,7.2544,1.6677,2.7569,2.5291,3.208,1.6129,3.9069,1.953,1.7385,2.18,1.7634,6.7239,10.2097,0.4144,0.5019,2.8269,2.1522,3.5931,4.6897,,3.7579,1.3882,3.3078,3.441,1.9142,12.0609,4.2373,1.7129,0.929,2.2492,1.2676
2014/2/10,0,-1.25,2.2013,1.8325,2,2.0319,0.9698,2.4027,,0,2.072,2.1277,0,2.0134,1.8051,2.004,2.7761,1.9608,1.9538,2.1595,,1.4565,1.0439,0.9305,0.5972,1.093,3.7174,1.5122,,,3.7786,5.2661,,1.4037,0.4573,1.2834,1.6103,0.7146,0.42,0.6276,1279580719,2630768725,1863160000,3751559237,2396482377,2738053040,1272917802,3293661379,,1279580719,1056601999,1144433664,192100000,2482735854,2735016480,5529267000,5255305370,4189141975,15545278101,1562223000,112.3057,126.7664,37.7378,73.9696,-7.5298,24.4846,77.9353,59.9586,,62.7669,160.1659,116.3469,-4.0321,265.8267,398.0203,18.6073,37.5012,132.8452,44.1945,-17.2161,12.98,4.5029,1.384,1.3061,60.1498,2.0005,2.2768,2.4484,,7.2544,1.7023,2.8156,2.5291,3.2726,1.642,3.9852,2.0073,1.7726,2.2226,1.8015,6.7239,10.082,0.4235,0.5111,2.8834,2.1959,3.6279,4.8023,,3.7579,1.4169,3.3781,3.441,1.9528,12.2786,4.3223,1.7605,0.9472,2.2931,1.2949
