ÈÕÆÚ,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH
2014/9/12,-0.2137,-0.3141,0,0.8892,0.2309,0.3257,0,2.8378,0,0.6826,1.1528,0.83,,6.1626,0.2457,1.6147,,6.3356,,2.4055,2983654771,10828955108,2275828302,997266990.7,,3240671899,1436196619,3249850500,2162558262,4248099132,54.9417,116.4125,40.9366,38.6182,21.1877,57.5795,24.444,21.0723,-55.3621,37.4942,3.5652,4.6752,1.7128,2.4088,1.6933,2.1044,2.9575,4.229,10.0884,1.4769,10.0756,4.306,3.7914,1.6275,1.6524,1.4692,3.0903,5.2083,184.189,4.4463
2014/9/15,2.3555,0,0,3.3654,2.765,0.3247,0,0.5256,0,1.0169,2.105,0.7246,,8.3565,0.6352,2.0749,,5.7873,,2.707,3053933578,10828955108,2275828302,1030828861,,3251193561,1436196619,3266932500,2162558262,4291300140,56.2359,116.4125,40.9366,39.9178,21.767,57.7664,24.444,21.1831,-55.3621,37.8755,3.6492,4.6752,1.7128,2.4899,1.7396,2.1112,2.9575,4.2512,10.0884,1.4919,10.313,4.306,3.7914,1.6822,1.6976,1.4739,3.0903,5.2357,184.189,4.4915
2014/9/16,-4.4979,-4.8519,0,-4.9612,-2.6906,-4.0992,3.9389,-4.0523,0,-3.1879,2.0818,0.9513,,8.5163,0.3989,2.0129,12.5768,5.4757,,3.7365,2916570456,10303542667,2275828302,979686963.6,,3117919176,1492767065,3134547000,2162558262,4154496948,53.7064,110.7643,40.9366,37.9374,21.184,55.3984,25.4068,20.3247,-55.3621,36.6681,3.4851,4.4483,1.7128,2.3663,1.693,2.0247,3.074,4.079,10.0884,1.4443,9.8491,4.0971,3.7914,1.5988,1.6521,1.4135,3.212,5.0235,184.189,4.3483
2014/9/17,-1.0953,1.1921,4.3887,0.7341,0.9217,-0.1125,-1.7788,5.7221,0,5.5459,1.3173,0.5232,13.2271,3.9474,0.457,1.1138,5.0842,7.7963,,4.9561,2884625545,10426366354,2375707914,986878792.9,,3114411955,1466213590,3313908000,2162558262,4384902324,53.1182,112.0846,42.7332,38.2159,21.3749,55.3361,24.9548,21.4876,-55.3621,38.7017,3.4469,4.5014,1.788,2.3837,1.7083,2.0224,3.0193,4.3124,10.0884,1.5244,9.7412,4.1459,3.9578,1.6105,1.667,1.4119,3.1549,5.311,184.189,4.5895
2014/9/18,3.2115,-1.0471,-0.8008,4.5344,1.8265,6.3063,0.4724,0,0,-0.6568,1.298,0.5408,6.8693,7.5968,0.4548,4.177,2.7504,5.5888,,4.2534,2977265789,10317189743,2356683226,1031627953,,3310816312,1473140584,3313908000,2162558262,4356101652,54.8241,110.911,42.391,39.9488,21.7793,58.8258,25.0727,21.4876,-55.3621,38.4475,3.5576,4.4542,1.7737,2.4918,1.7406,2.1499,3.0336,4.3124,10.0884,1.5144,10.0541,4.1025,3.9261,1.6835,1.6985,1.501,3.1698,5.311,184.189,4.5593
2014/9/19,0.5365,3.6376,9.9899,2.2463,0,0.9534,1.8809,0.9021,0,2.9752,1.5647,1.2337,8.0506,13.8812,0.3392,2.9368,2.9967,7.7683,,4.6198,2993238245,10692484344,2592113740,1054801625,,3342381299,1500848557,3343801500,2162558262,4485704676,55.1182,114.9454,46.6258,40.8462,21.767,59.3866,25.5443,21.6815,-55.3621,39.5913,3.5767,4.6163,1.9509,2.5478,1.7396,2.1704,3.0906,4.3513,10.0884,1.5595,10.108,4.2517,4.3183,1.7214,1.6976,1.5153,3.2294,5.3589,184.189,4.695
2014/9/22,-2.8815,-0.9572,-2.844,3.1818,-1.7937,-0.4197,-3.8462,-0.7663,0,-2.5682,1.3011,0.6689,10.4235,16.5757,0.2363,1.5442,2.9886,4.3426,,2.7596,2906986983,10590131271,2518393074,1088363495,,3328352416,1443123613,3318178500,2162558262,4370501988,53.53,113.8451,45.2997,42.1458,21.3865,59.1374,24.5619,21.5153,-55.3621,38.5746,3.4736,4.5721,1.8954,2.6288,1.7092,2.1613,2.9718,4.3179,10.0884,1.5194,9.8167,4.211,4.1955,1.7761,1.6679,1.5089,3.1052,5.3178,184.189,4.5744
2014/9/23,1.4286,1.6108,0.2833,0.2203,0.9132,1.5806,1.04,1.8018,0,0.3295,0.716,0.7575,6.4248,10.6124,0.1516,1.7448,1.4225,5.7116,,1.9403,2948515368,10760719726,2525527332,1090760771,,3380960726,1458132098,3377965500,2162558262,4384902324,54.2947,115.679,45.4281,42.2386,21.5764,60.0721,24.8173,21.903,-55.3621,38.7017,3.5232,4.6457,1.9008,2.6346,1.7244,2.1955,3.0027,4.3957,10.0884,1.5244,9.957,4.2788,4.2074,1.78,1.6827,1.5328,3.1375,5.4137,184.189,4.5895
2014/9/24,1.7335,0.3805,-0.0942,-0.4396,1.3575,0.4149,1.9002,-0.1264,0,0.821,1.3715,0.7379,5.9368,7.4865,0.3062,1.8513,2.2621,4.4957,,1.9543,2999627227,10801660955,2523149246,1085966218,,3394989609,1485840071,3373695000,2162558262,4420903164,55.2359,116.1191,45.3853,42.053,21.8651,60.3214,25.2889,21.8753,-55.3621,39.0194,3.5843,4.6634,1.899,2.623,1.7475,2.2046,3.0597,4.3902,10.0884,1.537,10.1296,4.2951,4.2034,1.7722,1.7052,1.5391,3.1971,5.4068,184.189,4.6272
2014/9/25,0.852,-0.5685,1.7908,-1.5453,0,-2.2727,-1.3986,-1.519,0,-0.8143,1.8944,1.0265,6.5057,8.2909,0.3452,2.0468,1.8416,4.9735,,1.9598,3025183157,10740249111,2568332880,1069185283,,3317830754,1465059091,3322449000,2162558262,4384902324,55.7065,115.4589,46.198,41.4032,21.8773,58.9504,24.9352,21.543,-55.3621,38.7017,3.6148,4.6369,1.933,2.5825,1.7484,2.1545,3.0169,4.3235,10.0884,1.5244,10.2159,4.2707,4.2787,1.7448,1.7062,1.5041,3.1524,5.3247,184.189,4.5895
2014/9/26,7.3918,4.0025,2.1296,1.4948,-0.4464,0.5285,1.9701,4.3702,0,1.4778,4.3168,1.8828,7.0099,5.2382,0.0732,1.2424,2.8946,8.4184,,2.8672,3248797540,11170132017,2623028858,1085167126,,3335366857,1493921564,3467646000,2162558262,4449703836,59.8241,120.0802,47.1819,42.022,21.7771,59.262,25.4264,22.4845,-55.3621,39.2736,3.882,4.8225,1.9742,2.6211,1.7404,2.1659,3.0764,4.5124,10.0884,1.547,10.971,4.4416,4.3698,1.7709,1.6984,1.5121,3.2145,5.5574,184.189,4.6573
2014/9/29,-0.0983,0.1222,-0.272,0.81,2.6906,3.7855,0.1546,0.1232,0,1.6181,2.6312,1.3532,4.7337,5.9256,0.5194,2.3083,2.9353,7.9912,,3.2188,3245603049,11183779093,2615894600,1093957140,,3461626801,1496230561,3471916500,2162558262,4521705517,59.7653,120.2269,47.0536,42.3624,22.3526,61.5054,25.4657,22.5122,-55.3621,39.9091,3.8782,4.8284,1.9688,2.6423,1.7864,2.2479,3.0811,4.518,10.0884,1.572,10.9602,4.4471,4.3579,1.7853,1.7432,1.5693,3.2195,5.5642,184.189,4.7327
2014/9/30,-0.7874,-0.4271,-1.2727,-0.6574,5.0218,-0.9119,-0.3086,-0.984,0,-0.9554,1.3073,0.9031,4.2678,5.05,2.0496,1.5524,2.8068,4.5255,,2.3297,3220047120,11136014326,2582601396,1086765310,,3430061815,1491612566,3437752500,2162558262,4478504508,59.2947,119.7134,46.4547,42.0839,23.4633,60.9445,25.3871,22.2907,-55.3621,39.5278,3.8477,4.8077,1.9437,2.625,1.8752,2.2274,3.0716,4.4735,10.0884,1.557,10.8739,4.4281,4.3025,1.7735,1.8299,1.555,3.2095,5.5095,184.189,4.6874
2014/10/8,2.1825,0.1838,2.6703,2.5,0.4158,0.7157,1.935,4.472,0,2.09,1.3555,0.8131,5.6092,6.4302,0.7101,1.5989,2.8403,7.7334,,2.8953,3290325926,11156484941,2651565890,1113934443,,3454612360,1520475038,3591490500,2162558262,4572106693,60.5889,119.9335,47.6952,43.136,23.576,61.3807,25.8784,23.2875,-55.3621,40.3539,3.9317,4.8166,1.9956,2.6906,1.8842,2.2433,3.1311,4.6736,10.0884,1.5895,11.1113,4.4362,4.4174,1.8179,1.8386,1.5662,3.2716,5.7559,184.189,4.7854
2014/10/9,-2.233,-1.2232,-0.8072,2.5825,0.4141,-1.5228,0,-1.0702,0,-0.7874,1.6434,1.0755,4.5076,8.929,1.1897,1.7689,2.779,6.5574,,2.4787,3216852628,11020014177,2630163116,1142701760,,3402004050,1520475038,3553056000,2162558262,4536105853,59.2359,118.4664,47.3102,44.25,23.6572,60.446,25.8784,23.0383,-55.3621,40.0362,3.8439,4.7577,1.9795,2.7601,1.8907,2.2092,3.1311,4.6236,10.0884,1.577,10.8631,4.3819,4.3817,1.8648,1.845,1.5423,3.2716,5.6943,184.189,4.7477
2014/10/10,-0.7944,-2.7864,-1.8987,-1.6084,-1.4433,-1.7526,-1.8223,-0.2404,0,-2.0635,0.9576,1.3035,3.466,4.4634,0.4883,1.7058,1.7648,3.5189,,2.4899,3191296699,10712954958,2580223310,1124322641,,3342381299,1492767065,3544515000,2162558262,4442503668,58.7653,115.1655,46.4119,43.5383,23.3178,59.3866,25.4068,22.9829,-55.3621,39.21,3.8133,4.6251,1.9419,2.7157,1.8636,2.1704,3.074,4.6125,10.0884,1.5445,10.7768,4.2599,4.2985,1.8348,1.8185,1.5153,3.212,5.6806,184.189,4.6498
2014/10/13,7.8078,-1.5287,-1.659,-2.1322,-1.2552,3.148,0.0773,-1.4458,0,0.8104,3.6939,1.1552,2.7105,4.0584,0.2997,1.8876,1.8592,3.1039,,1.8811,3440467012,10549190042,2537417762,1100349877,,3447597919,1493921564,3493269000,2162558262,4478504508,63.3536,113.405,45.6419,42.61,23.0135,61.2561,25.4264,22.6506,-55.3621,39.5278,4.1111,4.5544,1.9097,2.6578,1.8392,2.2388,3.0764,4.5458,10.0884,1.557,11.6183,4.1947,4.2272,1.7957,1.7948,1.563,3.2145,5.5984,184.189,4.6874
2014/10/14,0.2786,0,2.2493,-0.9441,-0.6356,-1.9329,0.3864,1.7115,0,-0.8039,2.077,,3.1401,4.2071,0.7663,1.6797,1.5024,5.1814,,1.5545,3450050485,10549190042,2594491826,1089961679,,3380960726,1499694058,3553056000,2162558262,4442503668,63.5301,113.405,46.6686,42.2077,22.8516,60.0721,25.5247,23.0383,-55.3621,39.21,4.1225,4.5544,1.9527,2.6327,1.8263,2.1955,3.0883,4.6236,10.0884,1.5445,11.6506,4.1947,4.3223,1.7787,1.7822,1.5328,3.2269,5.6943,184.189,4.6498
2014/10/15,-0.9259,0,0.3666,0.3666,0.4264,-1.1411,1.4627,-1.8029,0,0.1621,1.3647,,5.2492,3.2835,0.3904,1.5577,2.3219,3.6319,,1.8311,3418105573,10549190042,2604004170,1093957140,,3342381299,1521629537,3488998500,2162558262,4449703836,62.9418,113.405,46.8397,42.3624,22.9691,59.3866,25.898,22.6229,-55.3621,39.2736,4.0843,4.5544,1.9598,2.6423,1.8357,2.1704,3.1334,4.5402,10.0884,1.547,11.5428,4.1947,4.3381,1.7853,1.7913,1.5153,3.2741,5.5916,184.189,4.6573
2014/10/16,-1.028,0,2.3744,-1.534,-0.8493,-1.7838,7.0561,-1.836,0,-1.2945,1.6158,,5.7179,3.4005,0.3675,1.1808,7.8265,4.1382,,1.6381,3382966170,10549190042,2665834406,1077176205,,3282758547,1628997934,3424941000,2162558262,4392102492,62.2948,113.405,47.9518,41.7126,22.7528,58.3273,27.7254,22.2076,-55.3621,38.7652,4.0424,4.5544,2.0064,2.6018,1.8184,2.1317,3.3545,4.4569,10.0884,1.5269,11.4241,4.1947,4.4411,1.7579,1.7744,1.4882,3.5051,5.4889,184.189,4.597
2014/10/17,-4.1549,0,1.8733,-2.5964,-1.7131,-3.5256,-4.0397,-1.995,0,-2.459,1.4842,,6.9828,4.9057,0.4099,2.4288,4.7579,3.1277,,2.3647,3242408558,10549190042,2715774212,1049207980,,3167020265,1563191497,3356613000,2162558262,4284099972,59.7065,113.405,48.8501,40.6296,22.3655,56.2709,26.6054,21.7645,-55.3621,37.812,3.8744,4.5544,2.044,2.5342,1.7874,2.0566,3.219,4.3679,10.0884,1.4894,10.9494,4.1947,4.5243,1.7122,1.7442,1.4358,3.3635,5.3794,184.189,4.484
2014/10/20,1.4778,0,-0.5254,1.2947,1.9608,1.8826,3.6928,1.145,0,2.1849,0.9825,,4.0082,2.7968,0.2735,1.1073,3.3836,3.1363,,1.2072,3290325926,10549190042,2701505696,1062792546,,3226643016,1620916442,3395047500,2162558262,4377702156,60.5889,113.405,48.5935,41.1556,22.8136,57.3302,27.5879,22.0138,-55.3621,38.6381,3.9317,4.5544,2.0332,2.5671,1.8233,2.0953,3.3379,4.418,10.0884,1.5219,11.1113,4.1947,4.5006,1.7344,1.7792,1.4628,3.4878,5.441,184.189,4.5819
2014/10/21,-0.9709,0,-3.081,-0.8271,0,-0.8696,-0.7123,-1.8868,0,-0.4934,0.6537,,3.0065,2.8069,0.2279,0.7979,2.3815,2.7844,,0.8861,3258381014,10549190042,2618272686,1054002533,,3198585251,1609371453,3330990000,2162558262,4356101652,60.0006,113.405,47.0963,40.8152,22.8029,56.8317,27.3914,21.5984,-55.3621,38.4475,3.8935,4.5544,1.9706,2.5458,1.8224,2.0771,3.3141,4.3346,10.0884,1.5144,11.0034,4.1947,4.3619,1.7201,1.7784,1.4501,3.4629,5.3384,184.189,4.5593
2014/10/22,-1.1765,0,0,2.1986,-2.9915,-1.3158,-3.7303,-1.7949,10.1176,-2.4793,0.5677,,2.2405,5.3062,0.3489,0.824,1.9335,2.1127,0.0499,1.3546,3220047120,10549190042,2618272686,1077176205,,3156498603,1549337510,3271203000,2381358274,4248099132,59.2947,113.405,47.0963,41.7126,22.1364,56.0839,26.3696,21.2107,-60.9635,37.4942,3.8477,4.5544,1.9706,2.6018,1.7691,2.0497,3.1905,4.2568,11.1091,1.4769,10.8739,4.1947,4.3619,1.7579,1.7264,1.431,3.3337,5.2426,202.8246,4.4463
2014/10/23,-0.2976,0,-3.2698,-4.451,0.2203,-2.1111,-2.0864,0.3916,10.0427,-1.8644,0.6451,,3.0186,4.9188,0.4182,0.9652,2.0856,2.0631,0.0515,1.6239,3210463646,10549190042,2532661590,1029230676,,3089861410,1517011541,3284014500,2620511776,4168897284,59.1183,113.405,45.5564,39.856,22.1919,54.8999,25.8194,21.2938,-67.0859,36.7952,3.8362,4.5544,1.9061,2.486,1.7736,2.0065,3.1239,4.2735,12.2247,1.4493,10.8416,4.1947,4.2193,1.6796,1.7307,1.4008,3.2642,5.2631,223.1937,4.3634
2014/10/24,-4.4776,0,-0.939,-3.1056,0.2198,1.7026,3.4247,-0.2601,10.0971,0,2.179,,1.7773,3.5264,0.1494,0.6881,1.4524,1.3625,0.2131,0.8349,3066711542,10549190042,2508880730,997266990.7,,3142469720,1568963992,3275473500,2885107139,4168897284,56.4712,113.405,45.1286,38.6182,22.2424,55.8347,26.7036,21.2384,-73.8596,36.7952,3.6645,4.5544,1.8882,2.4088,1.7776,2.0406,3.2309,4.2624,13.4591,1.4493,10.3561,4.1947,4.1796,1.6275,1.7346,1.4246,3.376,5.2494,245.7298,4.3634
2014/10/27,2.3958,0,1.1374,1.0417,0,1.2277,1.2509,1.1734,-2.2928,0.5181,1.2291,,2.1164,2.4246,0.2754,0.8137,1.7738,1.5185,16.721,0.9083,3140184840,10549190042,2537417762,1007655189,,3181049148,1588590473,3313908000,2818958299,4190497788,57.8241,113.405,45.6419,39.0205,22.234,56.5201,27.0377,21.4876,-72.1662,36.9858,3.7523,4.5544,1.9097,2.4339,1.7769,2.0657,3.2713,4.3124,13.1505,1.4569,10.6042,4.1947,4.2272,1.6444,1.734,1.4421,3.4182,5.311,240.0958,4.386
2014/10/28,2.3398,0,3.3739,2.6963,2.6316,2.0948,1.0901,1.2887,2.3466,1.89,1.0116,,3.0722,3.5663,0.3552,1.1926,2.0773,2.1344,9.5687,1.3629,3213658137,10549190042,2623028858,1034824321,,3247686340,1605907956,3356613000,2885107139,4269699636,59.1771,113.405,47.1819,40.0726,22.8095,57.7041,27.3324,21.7645,-73.8596,37.6849,3.84,4.5544,1.9742,2.4995,1.8229,2.109,3.307,4.3679,13.4591,1.4844,10.8523,4.1947,4.3698,1.6888,1.7789,1.4723,3.4555,5.3794,245.7298,4.4689
2014/10/29,0.8946,0,0,1.1583,-0.2137,0.7559,0.7189,1.3995,6.7019,0.6745,1.2788,,3.1398,4.0626,0.4214,1.2482,2.6983,3.7016,10.7275,1.8114,3242408558,10549190042,2623028858,1046810703,,3272236885,1617452945,3403588500,3078465290,4298500308,59.7065,113.405,47.1819,40.5367,22.7551,58.1403,27.5289,22.0691,-78.8096,37.9391,3.8744,4.5544,1.9742,2.5285,1.8186,2.1249,3.3308,4.4291,14.3611,1.4944,10.9494,4.1947,4.3698,1.7083,1.7746,1.4835,3.4803,5.4547,262.1985,4.499
2014/10/30,-0.4926,0,0.272,0.229,0,-0.8574,-1.7131,-0.2509,-3.1405,0,0.7766,,5.0334,3.0456,0.3054,0.749,2.4903,3.0271,6.187,1.6321,3226436102,10549190042,2630163116,1049207980,,3244179120,1589744972,3395047500,2981786215,4298500308,59.4124,113.405,47.3102,40.6296,22.7821,57.6418,27.0573,22.0138,-76.3346,37.9391,3.8553,4.5544,1.9795,2.5342,1.8207,2.1067,3.2737,4.418,13.9101,1.4944,10.8955,4.1947,4.3817,1.7122,1.7767,1.4708,3.4207,5.441,253.9641,4.499
2014/10/31,0.8911,0,0.2712,3.8842,-0.4283,-0.7568,0.2179,-1.3836,-1.8771,1.34,0.6517,,3.3247,8.5951,0.2511,1.0861,1.5306,3.0669,4.0755,2.57,3255186523,10549190042,2637297374,1089961679,,3219628575,1593208468,3348072000,2925814119,4356101652,59.9418,113.405,47.4385,42.2077,22.6845,57.2056,27.1163,21.7092,-74.9017,38.4475,3.8897,4.5544,1.9849,2.6327,1.8129,2.0907,3.2808,4.3568,13.649,1.5144,10.9926,4.1947,4.3936,1.7787,1.7691,1.4596,3.4281,5.3657,249.1969,4.5593
2014/11/3,3.1403,0,0.8115,-0.1466,0.4301,0.9804,-0.2174,-0.8929,-0.5217,0.6612,1.6421,,3.7426,5.0328,0.3112,1.2765,2.5989,3.1809,3.5387,2.7857,3357410241,10549190042,2658700148,1088363495,,3251193561,1589744972,3318178500,2910549001,4384902324,61.8242,113.405,47.8235,42.1458,22.8048,57.7664,27.0573,21.5153,-74.5109,38.7017,4.0118,4.5544,2.001,2.6288,1.8226,2.1112,3.2737,4.3179,13.5778,1.5244,11.3378,4.1947,4.4292,1.7761,1.7785,1.4739,3.4207,5.3178,247.8967,4.5895
2014/11/4,0.7612,0,2.3256,-1.6153,-0.6424,1.9417,-2.106,0.5148,0.6993,-0.9852,1.1358,,5.4615,3.6692,0.3652,1.9406,2.0174,2.0208,4.3195,1.6684,3382966170,10549190042,2720530384,1070783468,,3314323533,1556264504,3335260500,2930902491,4341701316,62.2948,113.405,48.9357,41.465,22.6711,58.8881,26.4875,21.6261,-75.032,38.3204,4.0424,4.5544,2.0475,2.5864,1.8119,2.1522,3.2048,4.3402,13.6727,1.5094,11.4241,4.1947,4.5322,1.7474,1.7681,1.5026,3.3486,5.3452,249.6303,4.5443
2014/11/5,0.4721,0,-0.6119,-0.8955,0,1.4815,1.4837,1.9206,-2.7778,-0.1658,0.8329,,4.3282,4.5321,0.0757,2.0772,2.0355,3.8863,2.6121,1.6652,3398938626,10549190042,2703883782,1061194362,,3363424623,1579354482,3399318000,2849488533,4334501148,62.5889,113.405,48.6363,41.0937,22.6606,59.7605,26.8805,22.0415,-72.9477,38.2568,4.0614,4.5544,2.035,2.5632,1.811,2.1841,3.2523,4.4235,13.2929,1.5069,11.478,4.1947,4.5045,1.7318,1.7673,1.5248,3.3983,5.4479,242.6961,4.5367
2014/11/6,0.5639,0,-1.6711,0.8283,-2.3707,2.0855,2.2661,-1.6332,0.1786,-0.4983,0.9465,,2.3146,3.2402,0.2049,2.8882,2.4683,2.4008,1.996,1.6948,3418105573,10549190042,2658700148,1069984375,,3433569036,1615143947,3343801500,2854576905,4312900644,62.9418,113.405,47.8235,41.4341,22.1451,61.0068,27.4896,21.6815,-73.078,38.0662,4.0843,4.5544,2.001,2.5844,1.7698,2.2297,3.326,4.3513,13.3167,1.4994,11.5428,4.1947,4.4292,1.7461,1.7271,1.5566,3.4753,5.3589,243.1295,4.5141
2014/11/7,-3.8318,0,-0.8945,-1.5683,1.1038,-2.6558,-2.3588,-1.5326,-0.1783,-0.8347,1.2616,,1.947,4.67,0.2118,1.7522,2.3548,2.2747,2.6409,1.7452,3287131435,10549190042,2634919288,1053203441,,3342381299,1577045484,3292555500,2849488533,4276899804,60.53,113.405,47.3958,40.7843,22.4,59.3866,26.8412,21.3492,-72.9477,37.7484,3.9278,4.5544,1.9831,2.5439,1.7902,2.1704,3.2476,4.2846,13.2929,1.4869,11.1005,4.1947,4.3896,1.7188,1.7469,1.5153,3.3934,5.2768,242.6961,4.4764
2014/11/10,-0.7775,0,0.0903,1.214,0.8734,0.4197,1.1713,0.6485,0.1786,1.3468,0.7492,,1.8141,3.1762,0.135,0.8716,1.3525,2.0291,2.0987,1.364,3261575505,10549190042,2637297374,1065988915,,3356410181,1595517466,3313908000,2854576905,4334501148,60.0594,113.405,47.4385,41.2794,22.5148,59.6359,27.1556,21.4876,-73.078,38.2568,3.8973,4.5544,1.9849,2.5748,1.7994,2.1796,3.2856,4.3124,13.3167,1.5069,11.0142,4.1947,4.3936,1.7396,1.7559,1.5216,3.4331,5.311,243.1295,4.5367
2014/11/11,-2.6445,0,-4.0577,-6.2219,-3.0303,-4.0752,-6.0058,-4.1237,-6.0606,-2.6578,1.2069,,2.5888,5.753,0.1572,1.3406,2.6693,3.3708,3.9373,2.8005,3175324243,10549190042,2530283504,999664267.1,,3219628575,1499694058,3177252000,2681572244,4219298460,58.4712,113.405,45.5136,38.711,21.8408,57.2056,25.5247,20.6016,-68.649,37.24,3.7942,4.5544,1.9044,2.4146,1.7455,2.0907,3.0883,4.1345,12.5096,1.4669,10.7229,4.1947,4.2153,1.6314,1.7033,1.4596,3.2269,5.092,228.3944,4.4161
2014/11/12,2.6157,0,1.6917,1.9984,2.0089,2.3965,2.7714,0.9409,1.1385,2.0478,0.4656,,1.2597,2.1865,0.2306,1.1276,1.2327,1.8966,1.9659,1.3738,3258381014,10549190042,2573089052,1019641571,,3296787430,1541256018,3207145500,2712102479,4305700476,60.0006,113.405,46.2836,39.4846,22.2855,58.5765,26.2321,20.7954,-69.4306,38.0026,3.8935,4.5544,1.9366,2.4628,1.7811,2.1408,3.1739,4.1734,12.652,1.4969,11.0034,4.1947,4.2866,1.664,1.738,1.4946,3.3163,5.1399,230.9947,4.5066
2014/11/13,-1.5686,0,-2.1257,-2.116,-0.8753,1.383,-1.3483,0.9321,-1.1257,2.0067,0.7074,,1.1858,2.4331,0.1548,1.7843,1.4143,2.1702,2.3049,4.0826,3207269155,10549190042,2518393074,998066082.9,,3342381299,1520475038,3237039000,2681572244,4392102492,59.0594,113.405,45.2997,38.6491,22.0866,59.3866,25.8784,20.9892,-68.649,38.7652,3.8324,4.5544,1.8954,2.4107,1.7652,2.1704,3.1311,4.2123,12.5096,1.5269,10.8308,4.1947,4.1955,1.6288,1.7225,1.5153,3.2716,5.1878,228.3944,4.597
2014/11/14,-1.3944,0,-1.4164,1.0408,-0.2208,1.469,0.3037,-1.847,1.3283,2.2951,0.5018,,1.5927,1.9841,0.1886,1.2916,0.8068,1.4571,2.0913,4.7957,3162546278,10549190042,2482721784,1008454281,,3391482388,1525093034,3177252000,2717190851,4492904844,58.2359,113.405,44.6581,39.0514,22.0283,60.2591,25.957,20.6016,-69.5609,39.6549,3.779,4.5544,1.8686,2.4358,1.7605,2.2023,3.1406,4.1345,12.6758,1.562,10.6797,4.1947,4.1361,1.6457,1.7179,1.5375,3.2816,5.092,231.4281,4.7025
2014/11/17,1.4141,0,1.8199,1.981,-0.2212,1.241,2.4224,2.0161,-0.1873,-0.4808,0.7643,,1.15,2.6883,0.1725,1.4508,1.4076,1.6539,1.3464,2.739,3207269155,10549190042,2527905418,1028431584,,3433569036,1562036998,3241309500,2712102479,4471304340,59.0594,113.405,45.4708,39.825,21.9846,61.0068,26.5857,21.0169,-69.4306,39.4642,3.8324,4.5544,1.9026,2.4841,1.757,2.2297,3.2166,4.2179,12.652,1.5545,10.8308,4.1947,4.2113,1.6783,1.7145,1.5566,3.3611,5.1946,230.9947,4.6799
2014/11/18,1.0956,0,0.7526,-0.777,-0.6652,0.9193,0.7391,1.1858,0,0.161,0.5182,,0.8466,1.8356,0.2338,1.624,0.9751,1.8649,1.4116,1.925,3242408558,10549190042,2546930106,1020440663,,3465134022,1573581987,3279744000,2712102479,4478504508,59.7065,113.405,45.813,39.5156,21.8447,61.5677,26.7822,21.2661,-69.4306,39.5278,3.8744,4.5544,1.9169,2.4648,1.7458,2.2502,3.2404,4.2679,12.652,1.557,10.9494,4.1947,4.243,1.6653,1.7036,1.5709,3.3859,5.2562,230.9947,4.6874
2014/11/19,3.4483,0,-0.9337,0.4699,-0.2232,1.417,0.807,-0.7812,0.7505,-0.8039,1.1335,,1.2593,2.1382,0.1057,2.5327,1.8113,1.3614,1.9271,1.5107,3354215750,10549190042,2523149246,1025235216,,3514235111,1586281475,3254121000,2732455968,4442503668,61.7653,113.405,45.3853,39.7012,21.7838,62.4401,26.9984,21.1,-69.9517,39.21,4.008,4.5544,1.899,2.4763,1.741,2.282,3.2666,4.2346,12.747,1.5445,11.327,4.1947,4.2034,1.6731,1.6989,1.5932,3.4132,5.2152,232.7282,4.6498
2014/11/20,-0.9524,0,0.377,-0.4677,-0.2237,-0.1996,0.2911,-0.7874,0.3724,-1.2966,0.6684,,0.8999,1.3906,0.0441,1.8577,1.2794,1.8192,1.6793,1.4962,3322270838,10549190042,2532661590,1020440663,,3507220670,1590899470,3228498000,2742632713,4384902324,61.1771,113.405,45.5564,39.5156,21.7414,62.3155,27.077,20.9338,-70.2122,38.7017,3.9698,4.5544,1.9061,2.4648,1.7376,2.2775,3.2761,4.2012,12.7944,1.5244,11.2191,4.1947,4.2193,1.6653,1.6956,1.59,3.4232,5.1741,233.595,4.5895
2014/11/21,0.1923,0,4.4131,3.1323,0.4484,-0.4,1.5965,1.455,0.3711,0.6568,0.8426,,3.3149,5.5485,0.1946,0.8567,2.6274,1.7241,1.651,1.3426,3328659820,10549190042,2644431632,1052404348,,3493191787,1616298446,3275473500,2752809458,4413702996,61.2948,113.405,47.5669,40.7533,21.8265,62.0662,27.5093,21.2384,-70.4727,38.9559,3.9775,4.5544,1.9903,2.542,1.7444,2.2684,3.3284,4.2624,12.8419,1.5345,11.2407,4.1947,4.4055,1.7175,1.7022,1.5836,3.4778,5.2494,234.4618,4.6196
