ÈÕÆÚ,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH
2014/1/2,3.6674,,2.6751,1.3986,0.1552,,,,6.9324,,1.7067,1.5896,0.3239,,,,1516557186,,2531372288,6220500000,7247833343,,,,34.3866,,33.3117,29.0776,28.8893,,,,3.453,,3.1414,2.653,5.6545,,,,4.1962,,6.7055,1.8835,10.7954,,,
2014/1/3,-0.9457,,-0.1533,-3.5737,-1.1236,,,,6.1544,,1.5777,1.7616,0.5882,,,,1502214963,,2527492791,5998200000,7166397014,,,,34.0614,,33.2606,28.0385,28.5647,,,,3.4203,,3.1366,2.5582,5.5909,,,,4.1565,,6.6952,1.8161,10.6741,,,
2014/1/6,-7.8501,,1.1512,-5.0715,0,,,,8.2371,,2.257,1.5244,0.5409,,,,1384290026,,2556589024,5694000000,7166397014,,,,31.3876,,33.6435,26.6165,28.5647,,,,3.1518,,3.1727,2.4284,5.5909,,,,3.8302,,6.7723,1.724,10.6741,,,
2014/1/7,0.1535,,6.0319,2.0548,0.1176,,,,3.6897,,4.1626,1.2628,0.5141,,,,1386414800,,2710799060,5811000000,7174821462,,,,31.4357,,35.6728,27.1634,28.5983,,,,3.1567,,3.3641,2.4783,5.5975,,,,3.8361,,7.1808,1.7595,10.6866,,,
2014/1/8,0.9962,,-0.5367,-0.9396,-0.0391,,,,4.3954,,2.3381,0.8077,0.5255,,,,1400225829,,2696250943,5756400000,7172013312,,,,31.7489,,35.4814,26.9082,28.5871,,,,3.1881,,3.346,2.455,5.5953,,,,3.8743,,7.1422,1.7429,10.6824,,,
2014/1/9,-3.9833,,-4.1007,0.6775,-1.2921,,,,5.1674,,1.4883,0.9722,0.391,,,,1344450521,,2585685257,5795400000,7079344385,,,,30.4842,,34.0264,27.0905,28.2177,,,,3.0611,,3.2088,2.4717,5.523,,,,3.72,,6.8494,1.7547,10.5444,,,
2014/1/10,-3.8325,,-2.8882,-3.4993,-1.1503,,,,4.8628,,1.2169,0.9545,0.5709,,,,1292924760,,2511004925,5592600000,6997908056,,,,29.3159,,33.0436,26.1425,27.8931,,,,2.9438,,3.1161,2.3852,5.4595,,,,3.5774,,6.6515,1.6933,10.4231,,,
2014/1/13,1.3558,,-1.8154,-2.6499,0.4414,,,,2.6634,,1.3769,0.9784,0.5208,,,,1310454142,,2465420826,5444400000,7028797698,,,,29.7134,,32.4438,25.4498,28.0162,,,,2.9837,,3.0596,2.322,5.4836,,,,3.6259,,6.5308,1.6485,10.4691,,,
2014/1/14,2.9591,,2.9504,3.0086,0.5194,,,,3.3735,,0.9314,0.5595,0.472,,,,1349231261,,2538161409,5608200000,7065303639,,,,30.5926,,33.401,26.2154,28.1617,,,,3.072,,3.1498,2.3918,5.5121,,,,3.7332,,6.7235,1.6981,10.5235,,,
2014/1/15,-0.0787,,2.6748,0.6954,0.0397,,,,3.0719,,1.3225,0.6155,0.3517,,,,1348168875,,2606052620,5647200000,7068111788,,,,30.5686,,34.2944,26.3977,28.1729,,,,3.0696,,3.2341,2.4085,5.5142,,,,3.7303,,6.9033,1.7099,10.5277,,,
2014/1/16,0.591,,-3.0145,-0.7597,2.94,,,,3.2954,,0.8905,0.5082,0.9365,,,,1356136776,,2527492791,5604300000,7275914836,,,,30.7492,,33.2606,26.1972,29.0012,,,,3.0877,,3.1366,2.3902,5.6764,,,,3.7523,,6.6952,1.6969,10.8372,,,
2014/1/17,-2.4677,,-4.4513,-1.9485,-1.0421,,,,2.9965,,1.5743,0.9321,0.7537,,,,1322671591,,2414987356,5495100000,7200094805,,,,29.9904,,31.7801,25.6867,28.699,,,,3.0115,,2.997,2.3436,5.6172,,,,3.6597,,6.3972,1.6638,10.7243,,,
2014/1/20,1.5663,,-2.4096,1.9163,-1.8721,,,,2.7914,,6.0163,0.7308,0.5494,,,,1343388134,,2356794889,5600400000,7065303639,,,,30.4602,,31.0143,26.179,28.1617,,,,3.0587,,2.9248,2.3885,5.5121,,,,3.717,,6.243,1.6957,10.5235,,,
2014/1/21,1.1862,,1.0288,0.5571,0.0397,,,,2.9412,,2.4341,0.8048,0.3623,,,,1359323936,,2381041750,5631600000,7068111788,,,,30.8215,,31.3334,26.3248,28.1729,,,,3.095,,2.9549,2.4018,5.5142,,,,3.7611,,6.3073,1.7051,10.5277,,,
2014/1/22,2.1102,,0.9776,2.0776,1.8673,,,,3.6393,,2.1552,1.2624,0.4254,,,,1388008380,,2404318737,5748600000,7200094805,,,,31.4719,,31.6397,26.8717,28.699,,,,3.1603,,2.9837,2.4517,5.6172,,,,3.8405,,6.3689,1.7406,10.7243,,,
2014/1/23,0.9568,,1.1295,-1.0855,0.039,,,,3.7459,,2.5082,1.2794,0.6032,,,,1401288216,,2431475221,5686200000,7202902955,,,,31.773,,31.9971,26.58,28.7102,,,,3.1905,,3.0174,2.4251,5.6194,,,,3.8772,,6.4409,1.7217,10.7285,,,
2014/1/24,2.2365,,-0.2792,0.4801,4.8733,,,,6.278,,3.1183,1.7253,1.1785,,,,1432628627,,2424686100,5713500000,7553921617,,,,32.4836,,31.9077,26.7077,30.1093,,,,3.2619,,3.009,2.4367,5.8933,,,,3.964,,6.4229,1.7299,11.2513,,,
2014/1/27,-0.6303,,-1.92,-6.0068,0.0743,,,,4.0695,,2.8768,2.4674,0.8612,,,,1423598339,,2378132127,5370300000,7559537916,,,,32.2788,,31.2951,25.1034,30.1317,,,,3.2413,,2.9512,2.2904,5.8976,,,,3.939,,6.2996,1.626,11.2597,,,
2014/1/28,0.4478,,-1.8352,1.0167,-0.7058,,,,3.0674,,2.4266,1.1866,0.4505,,,,1429972660,,2334487777,5424900000,7506183079,,,,32.4234,,30.7208,25.3586,29.9191,,,,3.2558,,2.8971,2.3137,5.856,,,,3.9566,,6.184,1.6426,11.1802,,,
2014/1/29,1.4487,,1.7865,0.1438,0.5238,,,,3.3637,,1.8777,1.0911,0.3626,,,,1450689203,,2376192378,5432700000,7545497169,,,,32.8931,,31.2696,25.3951,30.0758,,,,3.303,,2.9488,2.317,5.8867,,,,4.0139,,6.2944,1.6449,11.2387,,,
2014/1/30,-2.7096,,0.7347,-0.7179,5.6197,,,,2.5632,,1.5781,0.84,2.1227,,,,1411380890,,2393650118,5393700000,7969527713,,,,32.0018,,31.4993,25.2128,31.7659,,,,3.2135,,2.9705,2.3003,6.2175,,,,3.9052,,6.3407,1.6331,11.8703,,,
2014/2/7,1.9947,,2.9984,1.7354,2.0789,,,,2.7829,,2.3081,0.7673,0.7661,,,,1439534141,,2465420826,5487300000,8135208522,,,,32.6402,,32.4438,25.6503,32.4263,,,,3.2776,,3.0596,2.3403,6.3467,,,,3.9831,,6.5308,1.6615,12.1171,,,
2014/2/10,2.6568,,1.4949,1.919,1.0701,,,,4.5834,,3.2573,1.8717,1.1029,,,,1477780067,,2502276055,5592600000,8222261150,,,,33.5074,,32.9288,26.1425,32.7733,,,,3.3647,,3.1053,2.3852,6.4147,,,,4.0889,,6.6284,1.6933,12.2468,,,
2014/2/11,0.7189,,0.4264,0.6974,-1.8101,,,,5.144,,2.7064,1.6575,0.8844,,,,1488403935,,2512944674,5631600000,8073429238,,,,33.7483,,33.0692,26.3248,32.18,,,,3.3889,,3.1185,2.4018,6.2985,,,,4.1183,,6.6567,1.7051,12.0251,,,
2014/2/12,1.9986,,2.9718,1.7313,2.1913,,,,6.0743,,3.6402,1.4426,0.9694,,,,1518150766,,2587625006,5729100000,8250342643,,,,34.4227,,34.0519,26.7806,32.8852,,,,3.4566,,3.2112,2.4434,6.4366,,,,4.2006,,6.8545,1.7347,12.2886,,,
2014/2/13,-3.359,,-4.4978,-1.7018,-2.2805,,,,5.3034,,2.7317,1.3861,0.6545,,,,1467156198,,2471240073,5631600000,8062196640,,,,33.2665,,32.5203,26.3248,32.1353,,,,3.3405,,3.0668,2.4018,6.2898,,,,4.0595,,6.5462,1.7051,12.0083,,,
2014/2/14,5.7205,,2.4333,1.5928,-0.1393,,,,8.2906,,2.8888,1.094,0.6386,,,,1551084757,,2531372288,5721300000,8050964043,,,,35.1695,,33.3117,26.7441,32.0905,,,,3.5316,,3.1414,2.4401,6.281,,,,4.2917,,6.7055,1.7323,11.9916,,,
2014/2/17,0.8562,,1.5326,3.4083,1.151,,,,5.4991,,3.2032,2.1243,0.852,,,,1564364592,,2570167266,5916300000,8143632970,,,,35.4706,,33.8222,27.6556,32.4599,,,,3.5618,,3.1896,2.5232,6.3533,,,,4.3285,,6.8083,1.7913,12.1296,,,
2014/2/18,-0.8829,,-0.8302,-0.9888,2.1034,,,,8.0224,,2.8162,1.3773,1.1344,,,,1550553564,,2548830028,5857800000,8314930077,,,,35.1574,,33.5414,27.3822,33.1427,,,,3.5304,,3.1631,2.4983,6.487,,,,4.2902,,6.7517,1.7736,12.3848,,,
2014/2/19,-0.9935,,-1.9406,-0.0666,-0.9456,,,,4.6276,,2.6036,1.3276,0.6872,,,,1535148955,,2499366432,5853900000,8236301897,,,,34.8082,,32.8905,27.364,32.8292,,,,3.4953,,3.1017,2.4966,6.4256,,,,4.2476,,6.6207,1.7725,12.2677,,,
2014/2/20,-3.4948,,-2.2895,-2.3318,-2.0798,,,,4.8336,,2.2624,1.1109,0.8673,,,,1481498420,,2442143840,5717400000,8065004790,,,,33.5917,,32.1375,26.7259,32.1465,,,,3.3731,,3.0307,2.4384,6.292,,,,4.0992,,6.4691,1.7311,12.0125,,,
2014/2/21,0.8247,,0.4369,-1.7735,-2.9248,,,,3.7539,,1.7238,1.3295,0.9062,,,,1493715869,,2452812459,5616000000,7829120248,,,,33.8687,,32.2778,26.2519,31.2063,,,,3.401,,3.0439,2.3952,6.1079,,,,4.133,,6.4974,1.7004,11.6612,,,
2014/2/24,1.7425,,3.1633,0.9028,1.9369,,,,3.9217,,2.417,0.8558,0.8191,,,,1519744346,,2530402414,5666700000,7980760311,,,,34.4589,,33.2989,26.4889,31.8107,,,,3.4602,,3.1402,2.4168,6.2263,,,,4.205,,6.7029,1.7158,11.887,,,
2014/2/25,-6.7459,,-6.1709,-3.3035,-3.1668,,,,6.3215,,3.9984,1.5926,1.0244,,,,1417224018,,2374252629,5479500000,7728026874,,,,32.1343,,31.244,25.6138,30.8033,,,,3.2268,,2.9464,2.3369,6.0291,,,,3.9213,,6.2893,1.6591,11.5106,,,
2014/2/26,0.1499,,-3.268,1.0676,0.218,,,,3.5834,,3.367,0.8735,0.8374,,,,1419348792,,2296662674,5538000000,7744875769,,,,32.1825,,30.223,25.8873,30.8705,,,,3.2316,,2.8501,2.3619,6.0422,,,,3.9272,,6.0838,1.6768,11.5357,,,
2014/2/27,-1.759,,-4.1385,-1.9014,-0.5801,,,,3.9521,,3.0288,0.715,0.4297,,,,1394382701,,2201614979,5432700000,7699945381,,,,31.6164,,28.9722,25.3951,30.6914,,,,3.1748,,2.7322,2.317,6.0072,,,,3.8581,,5.832,1.6449,11.4688,,,
2014/2/28,-0.9905,,3.9648,2.2972,0.1823,,,,3.7029,,2.3084,0.6694,0.5585,,,,1380571673,,2288903678,5557500000,7713986127,,,,31.3033,,30.1209,25.9784,30.7473,,,,3.1434,,2.8405,2.3702,6.0181,,,,3.8199,,6.0632,1.6827,11.4897,,,
2014/3/3,2.1547,,-0.2119,-0.0702,1.8566,,,,2.5173,,1.7835,1.2538,0.589,,,,1410318504,,2284054306,5553600000,7857201741,,,,31.9777,,30.0571,25.9602,31.3182,,,,3.2111,,2.8345,2.3685,6.1299,,,,3.9022,,6.0504,1.6815,11.703,,,
2014/3/4,-1.6573,,-0.2548,-0.9831,-1.644,,,,3.1217,,1.7496,0.7064,0.5142,,,,1386945994,,2278235060,5499000000,7728026874,,,,31.4478,,29.9805,25.705,30.8033,,,,3.1579,,2.8273,2.3453,6.0291,,,,3.8376,,6.0349,1.665,11.5106,,,
2014/3/5,-0.7277,,0.5534,-0.3546,-0.7994,,,,2.6611,,1.2621,0.6117,0.3087,,,,1376853319,,2290843427,5479500000,7666247589,,,,31.2189,,30.1464,25.6138,30.5571,,,,3.1349,,2.8429,2.3369,5.9809,,,,3.8096,,6.0683,1.6591,11.4186,,,
2014/3/6,1.466,,-0.8891,-0.4982,0.1465,,,,2.781,,1.7608,0.6834,0.359,,,,1397038668,,2270476064,5452200000,7677480186,,,,31.6766,,29.8784,25.4862,30.6018,,,,3.1808,,2.8176,2.3253,5.9896,,,,3.8655,,6.0144,1.6508,11.4353,,,
2014/3/7,-1.1027,,-1.8368,-1.6452,1.6094,,,,2.2194,,1.6182,0.6051,0.3914,,,,1381634059,,2228771463,5362500000,7801038755,,,,31.3273,,29.3296,25.0669,31.0943,,,,3.1458,,2.7659,2.287,6.086,,,,3.8229,,5.9039,1.6237,11.6194,,,
2014/3/10,-4.0369,,-4.2646,-4.3636,-1.1519,,,,3.3568,,1.656,0.8291,0.6097,,,,1325858751,,2133723768,5128500000,7711177978,,,,30.0627,,28.0788,23.9731,30.7361,,,,3.0188,,2.6479,2.1872,6.0159,,,,3.6685,,5.6521,1.5528,11.4855,,,
2014/3/11,0.0401,,0.5909,0.076,-1.0925,,,,1.6437,,1.6687,0.4576,0.372,,,,1326389945,,2146332136,5132400000,7626933499,,,,30.0747,,28.2447,23.9913,30.4004,,,,3.02,,2.6636,2.1889,5.9502,,,,3.67,,5.6855,1.554,11.36,,,
2014/3/12,0.1201,,-2.3498,0.4559,-2.43,,,,1.8348,,2.0305,0.4483,0.8234,,,,1327983525,,2095898665,5155800000,7441595645,,,,30.1109,,27.581,24.1007,29.6616,,,,3.0236,,2.601,2.1989,5.8056,,,,3.6744,,5.5519,1.5611,11.084,,,
2014/3/13,1.2,,3.6557,0,0.2264,,,,1.7036,,1.9581,0.5248,0.5411,,,,1343919327,,2172518746,5155800000,7458444541,,,,30.4722,,28.5893,24.1007,29.7288,,,,3.0599,,2.6961,2.1989,5.8188,,,,3.7185,,5.7549,1.5611,11.1091,,,
2014/3/14,-0.5534,,3.4375,-1.8154,3.0873,,,,1.5361,,5.4302,0.5246,0.5426,,,,1336482620,,2247199077,5062200000,7688712783,,,,30.3036,,29.5721,23.6632,30.6466,,,,3.043,,2.7888,2.159,5.9984,,,,3.6979,,5.9527,1.5327,11.4521,,,
2014/3/17,2.663,,1.3379,1.4638,2.4105,,,,2.8289,,3.4553,1.0444,0.7752,,,,1372072578,,2277265185,5136300000,7874050637,,,,31.1105,,29.9677,24.0095,31.3853,,,,3.124,,2.8261,2.1906,6.143,,,,3.7964,,6.0324,1.5552,11.7281,,,
2014/3/18,0.271,,-0.6388,0.6834,-0.0357,,,,2.6708,,2.6425,0.9011,0.5353,,,,1375790932,,2262717069,5171400000,7871242488,,,,31.1949,,29.7763,24.1736,31.3741,,,,3.1325,,2.808,2.2055,6.1408,,,,3.8067,,5.9938,1.5658,11.7239,,,
2014/3/19,-0.1931,,-2.0574,-0.6787,-0.8919,,,,1.6588,,2.1363,0.6349,0.2816,,,,1373134965,,2216163095,5136300000,7801038755,,,,31.1346,,29.1637,24.0095,31.0943,,,,3.1264,,2.7502,2.1906,6.086,,,,3.7993,,5.8705,1.5552,11.6194,,,
2014/3/20,-3.5203,,-2.8446,-2.3538,-2.0158,,,,2.0496,,1.8185,0.727,0.383,,,,1324796365,,2153121257,5015400000,7643782395,,,,30.0386,,28.3341,23.4444,30.4675,,,,3.0164,,2.672,2.139,5.9634,,,,3.6656,,5.7035,1.5186,11.3851,,,
2014/3/21,1.7241,,1.8468,1.944,1.4695,,,,2.3655,,1.5509,0.8577,0.3824,,,,1347637681,,2219437936,5112900000,7756108367,,,,30.5565,,29.0438,23.9002,30.9152,,,,3.0684,,2.7389,2.1806,6.051,,,,3.7288,,5.8464,1.5481,11.5524,,,
2014/3/24,-0.5912,,-1.8576,1.1442,1.8465,,,,1.4858,,1.3766,0.6222,0.403,,,,1339669780,,2178209987,5171400000,7899323981,,,,30.3758,,28.5043,24.1736,31.4861,,,,3.0502,,2.6881,2.2055,6.1627,,,,3.7067,,5.7378,1.5658,11.7657,,,
2014/3/25,-1.5067,,0.9013,-0.5279,0.1777,,,,1.9218,,1.0288,0.7512,0.6745,,,,1319484430,,2197842344,5144100000,7913364727,,,,29.9182,,28.7612,24.046,31.542,,,,3.0043,,2.7123,2.1939,6.1737,,,,3.6509,,5.7895,1.5575,11.7867,,,
2014/3/26,1.6908,,0.7593,1.3647,3.4422,,,,1.2698,,1.0957,0.8771,1.0657,,,,1341794554,,2214529847,5214300000,8185755210,,,,30.424,,28.9796,24.3742,32.6278,,,,3.0551,,2.7329,2.2238,6.3862,,,,3.7126,,5.8335,1.5788,12.1924,,,
2014/3/27,-1.9002,,-3.3688,0.0748,-2.2985,,,,1.3253,,1.5046,0.9384,0.4409,,,,1316297270,,2139926891,5218200000,7997609206,,,,29.8459,,28.0033,24.3924,31.8778,,,,2.997,,2.6408,2.2255,6.2394,,,,3.6421,,5.6369,1.58,11.9121,,,
2014/3/28,-2.502,,-3.8073,-1.0463,-4.073,,,,1.7798,,2.1792,0.5928,0.7816,,,,1283363279,,2058452610,5163600000,7671863888,,,,29.0991,,26.9372,24.1372,30.5794,,,,2.922,,2.5403,2.2022,5.9853,,,,3.551,,5.4223,1.5634,11.427,,,
2014/3/31,-0.1656,,-2.0029,-2.3414,1.3177,,,,0.9035,,1.4038,0.6077,0.3536,,,,1281238505,,2017224661,5042700000,7772957262,,,,29.051,,26.3976,23.572,30.9824,,,,2.9172,,2.4894,2.1506,6.0641,,,,3.5451,,5.3137,1.5268,11.5775,,,
2014/4/1,1.3267,,1.1679,1.0054,0.8309,,,,0.8246,,2.0745,0.2812,0.4011,,,,1298236694,,2040783489,5093400000,7837544696,,,,29.4364,,26.7059,23.809,31.2398,,,,2.9559,,2.5185,2.1723,6.1145,,,,3.5921,,5.3758,1.5422,11.6737,,,
2014/4/2,-0.6137,,0.3367,-0.0766,-1.8273,,,,1.0066,,1.5347,0.2301,0.3443,,,,1290268793,,2047654814,5089500000,7694329082,,,,29.2557,,26.7959,23.7908,30.669,,,,2.9377,,2.5269,2.1706,6.0028,,,,3.5701,,5.3939,1.541,11.4604,,,
2014/4/3,3.0054,,0.2876,-0.3831,-2.0073,,,,2.0306,,0.9632,0.392,0.4104,,,,1329045912,,2053544521,5070000000,7539880871,,,,30.135,,26.8729,23.6996,30.0534,,,,3.026,,2.5342,2.1623,5.8823,,,,3.6774,,5.4094,1.5351,11.2304,,,
2014/4/4,0.3197,,1.3384,0.7692,2.6071,,,,1.6727,,1.0221,0.3401,0.3569,,,,1333295459,,2081029821,5109000000,7736451322,,,,30.2313,,27.2326,23.8819,30.8369,,,,3.0357,,2.5681,2.1789,6.0357,,,,3.6891,,5.4818,1.5469,11.5232,,,
2014/4/8,5.8964,,0.6604,1.2214,-0.726,,,,6.999,,1.0535,0.4839,0.3868,,,,1411912084,,2094772471,5171400000,7680288336,,,,32.0139,,27.4124,24.1736,30.613,,,,3.2147,,2.5851,2.2055,5.9918,,,,3.9066,,5.518,1.5658,11.4395,,,
2014/4/9,-0.4138,,2.4367,1.7345,-0.1828,,,,3.8089,,1.6324,0.7975,0.4652,,,,1406068956,,2145816598,5261100000,7666247589,,,,31.8814,,28.0804,24.5929,30.5571,,,,3.2014,,2.6481,2.2438,5.9809,,,,3.8905,,5.6525,1.593,11.4186,,,
2014/4/10,1.9267,,-3.5682,-0.3706,0.0733,,,,5.1714,,6.9302,0.7999,0.4746,,,,1433159820,,2069250407,5241600000,7671863888,,,,32.4956,,27.0785,24.5018,30.5794,,,,3.2631,,2.5536,2.2355,5.9853,,,,3.9654,,5.4508,1.5871,11.427,,,
2014/4/11,-1.149,,-1.518,-0.5952,0.366,,,,2.3212,,3.0268,0.4877,0.2805,,,,1416692824,,2037838636,5210400000,7699945381,,,,32.1223,,26.6674,24.3559,30.6914,,,,3.2256,,2.5148,2.2222,6.0072,,,,3.9199,,5.368,1.5776,11.4688,,,
2014/4/14,0.3375,,0.8671,1.497,-1.0212,,,,1.8239,,1.4733,0.5963,0.3554,,,,1421473565,,2055507757,5288400000,7621317200,,,,32.2307,,26.8986,24.7205,30.9232,,,,3.2365,,2.5366,2.2554,6.0525,,,,3.9331,,5.4146,1.6012,11.5554,,,
2014/4/15,-1.4574,,-0.7163,-2.5074,-1.0317,,,,2.0527,,1.2981,0.8663,0.499,,,,1400757022,,2040783489,5155800000,7542689020,,,,31.7609,,26.7059,24.1007,30.6042,,,,3.1893,,2.5185,2.1989,5.9901,,,,3.8758,,5.3758,1.5611,11.4362,,,
2014/4/16,3.3371,,0.481,1.059,0.7818,,,,3.3411,,1.677,0.4601,0.4819,,,,1447502042,,2050599668,5210400000,7601660155,,,,32.8208,,26.8344,24.3559,30.8434,,,,3.2957,,2.5306,2.2222,6.0369,,,,4.0051,,5.4016,1.5776,11.5256,,,
2014/4/17,-1.0275,,0.4787,-0.2994,-0.1847,,,,3.4145,,1.5827,0.2934,0.1804,,,,1432628627,,2060415846,5194800000,7587619409,,,,32.4836,,26.9628,24.283,30.7865,,,,3.2619,,2.5427,2.2155,6.0258,,,,3.964,,5.4275,1.5729,11.5043,,,
2014/4/18,-0.6674,,0.7623,0.3754,-0.4071,,,,1.5413,,1.8076,0.3468,0.2558,,,,1423067145,,2076121732,5214300000,7556729766,,,,32.2668,,27.1684,24.3742,30.6611,,,,3.2401,,2.5621,2.2238,6.0013,,,,3.9375,,5.4689,1.5788,11.4575,,,
2014/4/21,-3.2848,,-1.6076,-2.9918,-1.2263,,,,2.3379,,1.6089,0.5813,0.4223,,,,1376322125,,2042746725,5058300000,7464060839,,,,31.2069,,26.7316,23.6449,30.2851,,,,3.1337,,2.5209,2.1573,5.9277,,,,3.8082,,5.381,1.5316,11.317,,,
2014/4/22,-1.235,,-3.1915,-0.2313,-1.6178,,,,2.5728,,1.3985,0.4,0.6543,,,,1359323936,,1958889743,5046600000,7343310420,,,,30.8215,,25.6343,23.5902,29.7952,,,,3.095,,2.4174,2.1523,5.8318,,,,3.7611,,5.1601,1.528,11.1339,,,
2014/4/23,0.7816,,-0.7992,-0.0773,0.3059,,,,1.2082,,0.7871,0.2531,0.4477,,,,1369947804,,1943234280,5042700000,7365775614,,,,31.0624,,25.4294,23.572,29.8863,,,,3.1192,,2.3981,2.1506,5.8496,,,,3.7905,,5.1188,1.5268,11.168,,,
2014/4/24,-1.7449,,0,-1.3921,0.1525,,,,1.4116,,0.9739,0.3812,0.2154,,,,1346044101,,1943234280,4972500000,7377008211,,,,30.5204,,25.4294,23.2439,29.9319,,,,3.0647,,2.3981,2.1207,5.8585,,,,3.7244,,5.1188,1.5056,11.185,,,
2014/4/25,-1.9732,,-5.8409,-2.2745,2.7408,,,,1.5099,,1.8867,0.5243,1.7974,,,,1319484430,,1829732177,4859400000,7579194961,,,,29.9182,,23.9441,22.7152,30.7523,,,,3.0043,,2.258,2.0725,6.0191,,,,3.6509,,4.8198,1.4713,11.4915,,,
2014/4/28,-1.7713,,-4.385,-3.6918,-1.7784,,,,1.4257,,1.3703,0.6743,0.816,,,,1296111920,,1749497932,4680000000,7444403794,,,,29.3882,,22.8941,21.8766,30.2054,,,,2.9511,,2.159,1.996,5.912,,,,3.5862,,4.6085,1.417,11.2872,,,
2014/4/29,2.0492,,0.6711,2.5,2.98,,,,0.9217,,1.2316,0.4119,1.7612,,,,1322671591,,1761239529,4797000000,7666247589,,,,29.9904,,23.0478,22.4235,31.1055,,,,3.0115,,2.1735,2.0459,6.0882,,,,3.6597,,4.6394,1.4524,11.6235,,,
2014/4/30,1.6466,,1.2222,0,4.6154,,,,1.1542,,0.7855,0.3623,1.5912,,,,1344450521,,1782765790,4797000000,8020074401,,,,30.4842,,23.3295,22.4235,32.5411,,,,3.0611,,2.2001,2.0459,6.3692,,,,3.72,,4.6961,1.4524,12.16,,,
2014/5/5,0.2371,,0.6586,1.3008,2.8711,,,,0.7858,,0.8781,0.3308,1.9404,,,,1347637681,,1794507387,4859400000,8250342643,,,,30.5565,,23.4831,22.7152,33.4754,,,,3.0684,,2.2145,2.0725,6.5521,,,,3.7288,,4.7271,1.4713,12.5091,,,
2014/5/6,3.2716,,1.3086,0.8026,-1.8039,,,,2.5728,,1.1271,0.3871,0.866,,,,1413184089,,1817990580,4898400000,8101510731,,,,31.5562,,23.7904,22.8975,32.8715,,,,3.1688,,2.2435,2.0891,6.4339,,,,3.8508,,4.7889,1.4831,12.2835,,,
2014/5/7,-1.9084,,-2.9064,-0.2389,0,,,,1.508,,0.9318,0.3421,0.7297,,,,1386214927,,1765153395,4886700000,8101510731,,,,30.954,,23.099,22.8428,32.8715,,,,3.1083,,2.1783,2.0841,6.4339,,,,3.7773,,4.6497,1.4796,12.2835,,,
2014/5/8,0.3891,,0.4435,-0.1596,-0.9705,,,,1.4929,,0.5571,0.2554,0.4416,,,,1391608759,,1772981126,4878900000,8022882550,,,,31.0744,,23.2014,22.8063,32.5525,,,,3.1204,,2.188,2.0808,6.3715,,,,3.792,,4.6703,1.4772,12.1643,,,
2014/5/9,-2.5581,,-1.8764,-0.0799,0.245,,,,1.7641,,0.7723,0.2679,0.4452,,,,1356009465,,1739713268,4875000000,8042539595,,,,30.2795,,22.7661,22.7881,32.6323,,,,3.0405,,2.1469,2.0791,6.3871,,,,3.695,,4.5827,1.4761,12.1941,,,
2014/5/12,1.6309,,2.0247,2.4,0.0698,,,,2.6352,,0.9082,0.4096,0.563,,,,1378124178,,1774938059,4992000000,8048155894,,,,30.7733,,23.227,23.335,32.6551,,,,3.0901,,2.1904,2.129,6.3915,,,,3.7552,,4.6755,1.5115,12.2026,,,
2014/5/13,-3.6363,,-1.2128,-0.3125,2.7216,,,,2.2102,,1.5185,0.3213,0.9373,,,,1315016339,,1753411798,4976400000,8267191539,,,,29.3641,,22.9454,23.2621,33.5438,,,,2.9486,,2.1638,2.1224,6.5655,,,,3.5833,,4.6188,1.5068,12.5347,,,
2014/5/14,10.0082,,1.2277,-1.0972,-2.106,,,,12.4339,,1.0054,0.2462,0.56,,,,1446625850,,1774938059,4921800000,8093086283,,,,32.3029,,23.227,23.0069,32.8374,,,,3.2437,,2.1904,2.0991,6.4272,,,,3.9419,,4.6755,1.4902,12.2707,,,
2014/5/15,-2.5354,,-1.8743,-1.664,-1.5267,,,,9.4112,,0.945,0.2962,0.6551,,,,1409947789,,1741670201,4839900000,7969527713,,,,31.4839,,22.7917,22.624,32.336,,,,3.1615,,2.1493,2.0642,6.3291,,,,3.842,,4.5879,1.4654,12.0834,,,
2014/5/16,-3.9021,,-1.6854,0.5641,-1.339,,,,6.6783,,0.8222,0.1983,0.6673,,,,1354930699,,1712316209,4867200000,7862818040,,,,30.2554,,22.4076,22.7516,31.9031,,,,3.0381,,2.1131,2.0758,6.2443,,,,3.692,,4.5105,1.4737,11.9216,,,
2014/5/19,-0.6369,,-1.2571,1.2019,-0.3929,,,,2.7799,,0.6893,0.2528,0.351,,,,1346300567,,1690789948,4925700000,7831928398,,,,30.0627,,22.1259,23.0251,31.7777,,,,3.0188,,2.0866,2.1008,6.2198,,,,3.6685,,4.4538,1.4914,11.8747,,,
