ÈÕÆÚ,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH
2015/6/12,0,,0,2.6699,0.073,-7.389,1.8657,,,,,2.1036,1.6705,41.3437,52.5437,,3280204887,,3631983961,16362486000,27111437739,2912800000,4280500000,,83.7959,,256.4795,56.3491,67.9766,83.0704,169.154,,6.8062,,4.3086,5.7398,16.8342,17.0442,31.2904,,7.704,,11.8899,4.0547,25.8571,24.4933,60.0199,
2015/6/15,0,,0,-6.0415,-5.148,-9.9973,-9.9918,,,,,3.1242,1.7058,20.8197,5.5467,,3280204887,,3631983961,15373946000,25715746801,2621600000,3852800000,,83.7959,,256.4795,52.9447,64.4771,74.7657,152.2524,,6.8062,,4.3086,5.393,15.9676,15.3403,28.1639,,7.704,,11.8899,3.8097,24.526,22.0446,54.0228,
2015/6/16,0,,0,-8.5547,-6.9985,-9.7955,-7.758,,,,,2.9447,1.8405,20.8645,39.0135,,3280204887,,3631983961,14058758000,23916040065,2364800000,3553900000,,83.7959,,256.4795,48.4155,59.9647,67.4419,140.4407,,6.8062,,4.3086,4.9316,14.8501,13.8376,25.9789,,7.704,,11.8899,3.4838,22.8096,19.8852,49.8317,
2015/6/17,0,,0,1.8343,0.1654,3.8058,-5.259,,,,,2.1393,1.4569,12.2345,20.6406,,3280204887,,3631983961,14316638000,23955594059,2454800000,3367000000,,83.7959,,256.4795,49.3036,60.0639,70.0087,133.0549,,6.8062,,4.3086,5.0221,14.8746,14.3642,24.6127,,7.704,,11.8899,3.5477,22.8473,20.642,47.2111,
2015/6/18,0,,0,-3.2423,-5.4959,-10.0049,5.447,,,,,1.6624,1.2577,14.0809,25.3409,,3280204887,,3631983961,13852454000,22639011109,2209200000,3550400000,,83.7959,,256.4795,47.705,56.7628,63.0044,140.3024,,6.8062,,4.3086,4.8593,14.0571,12.9271,25.9534,,7.704,,11.8899,3.4327,21.5916,18.5768,49.7827,
2015/6/19,0,,10.0112,-6.4536,-9.9963,-3.5307,-9.9961,,,,0.4936,2.0521,1.5704,11.9497,13.8921,,3280204887,,3995588619,12958470000,20375957584,2131200000,3195500000,,83.7959,,282.1561,44.6263,51.0887,60.7799,126.2777,,6.8062,,4.7399,4.5457,12.6519,12.4707,23.359,,7.704,,13.0802,3.2112,19.4333,17.9209,44.8064,
2015/6/23,0,,-4.9314,-0.3648,6.5031,5.2365,10.011,,,,12.3011,1.9438,1.603,11.1074,20.5046,,3280204887,,3798551458,12911192000,21701016389,2242800000,3515400000,,83.7959,,268.242,44.4635,54.411,63.9626,138.9193,,6.8062,,4.5061,4.5291,13.4747,13.1237,25.6975,,7.704,,12.4352,3.1994,20.697,18.8594,49.2919,
2015/6/24,0,,10,9.9867,-0.5598,-0.5172,-1.0155,,,,10.5797,3.6497,1.8913,11.8258,14.3761,,3280204887,,4178406604,14200592000,21579529121,2231200000,3479700000,,83.7959,,295.0662,48.9039,54.1064,63.6318,137.5085,,6.8062,,4.9568,4.9814,13.3993,13.0558,25.4365,,7.704,,13.6787,3.519,20.5812,18.7618,48.7913,
2015/6/25,0,,2.0904,0.0908,1.8591,-7.3862,-5.3712,,,,11.6128,4.0629,1.4212,8.7393,12.0045,,3280204887,,4265752974,14213486000,21980719634,2066400000,3292800000,,83.7959,,301.2343,48.9484,55.1123,58.9319,130.1227,,6.8062,,5.0604,4.9859,13.6484,12.0915,24.0703,,7.704,,13.9647,3.5222,20.9638,17.376,46.1707,
2015/6/26,0,,-10,-10.0091,-9.5116,-10.0077,-9.9915,,,,6.4661,2.8796,1.9677,9.4149,7.0633,,3280204887,,3839177677,12790848000,19890008512,1859600000,2963800000,,83.7959,,271.1109,44.0491,49.8703,53.0341,117.1215,,6.8062,,4.5543,4.4869,12.3502,10.8814,21.6653,,7.704,,12.5682,3.1696,18.9698,15.6371,41.5575,
2015/6/29,0,,-10,-10.0134,-8.1676,-10.0022,-9.9906,,,,3.7398,3.069,3.1687,11.71,8.872,,3280204887,,3455259909,11510044000,18265469465,1673600000,2667700000,,83.7959,,243.9998,39.6382,45.797,47.7296,105.4204,,6.8062,,4.0989,4.0376,11.3415,9.7931,19.5008,,7.704,,11.3114,2.8522,17.4204,14.073,37.4057,
2015/6/30,0,,1.2346,4.9291,10.0077,7.1941,1.3907,,,,6.7642,3.5053,3.2695,14.0794,11.6073,,3320351862,,3505927632,12077380000,20093429054,1794000000,2704800000,,83.7959,,247.0121,41.592,50.3803,51.1633,106.8865,,6.8062,,4.1495,4.2366,12.4765,10.4976,19.772,,7.704,,11.451,2.9928,19.1638,15.0855,37.9259,
2015/7/1,0,,-9.9884,-10,2.4325,-7.1572,-9.705,,,,6.6366,2.4809,3.0008,12.7198,10.2599,,3320351862,,3155742061,10869642000,20582203411,1665600000,2442300000,,83.7959,,222.3396,37.4328,51.6058,47.5014,96.5132,,6.8062,,3.735,3.8129,12.78,9.7462,17.8532,,7.704,,10.3072,2.6935,19.63,14.0058,34.2452,
2015/7/2,0,,-10,-7.9083,-3.9533,-1.6571,-10.0029,,,,5.4257,4.0612,3.2795,9.7549,9.7905,,3320351862,,2840167855,10010042000,19768521244,1638000000,2198000000,,83.7959,,200.1056,34.4725,49.5657,46.7143,86.8591,,6.8062,,3.3615,3.5114,12.2748,9.5847,16.0673,,7.704,,9.2765,2.4805,18.8539,13.7737,30.8197,
2015/7/3,0,,-9.9642,-3.0056,-7.7176,-3.8339,-9.7771,,,,5.2772,3.7731,4.343,8.7225,11.6197,,3320351862,,2557169051,9709182000,18242867182,1575200000,1983100000,,83.7959,,180.1668,33.4364,45.7404,44.9233,78.3668,,6.8062,,3.0266,3.4059,11.3275,9.2173,14.4964,,7.704,,8.3522,2.406,17.3989,13.2456,27.8064,
2015/7/6,0,,-10.0318,-8.9863,-7.9604,3.809,-1.0942,,,,9.1041,4.7889,4.9184,12.6707,11.0245,,3320351862,,2300637761,8836688000,16790670538,1635200000,1961400000,,83.7959,,162.0927,30.4318,42.0993,46.6344,77.5093,,6.8062,,2.723,3.0998,10.4257,9.5684,14.3378,,7.704,,7.5143,2.1898,16.0139,13.7501,27.5022,
2015/7/7,0,,-10,-10.0195,0,-10.0049,-9.9929,,,,3.2974,2.2764,,11.2921,3.9091,,3320351862,,2070573985,7951300000,16790670538,1471600000,1765400000,,83.7959,,145.8835,27.3827,42.0993,41.9687,69.7639,,6.8062,,2.4507,2.7892,10.4257,8.6111,12.905,,7.704,,6.7629,1.9704,16.0139,12.3745,24.7539,
2015/7/8,0,,-7.9646,-6.973,0,-10.0027,0,,,,7.1211,9.9855,,6.9484,,,3320351862,,1905661012,7396858000,16790670538,1324400000,1765400000,,83.7959,,134.2644,25.4733,42.0993,37.7707,69.7639,,6.8062,,2.2555,2.5947,10.4257,7.7497,12.905,,7.704,,6.2242,1.833,16.0139,11.1367,24.7539,
2015/7/9,0,,0,9.9942,0,0,0,,,,,3.2182,,,,,3320351862,,1905661012,8136114000,16790670538,1324400000,1765400000,,83.7959,,134.2644,28.0191,42.0993,37.7707,69.7639,,6.8062,,2.2555,2.854,10.4257,7.7497,12.905,,7.704,,6.2242,2.0162,16.0139,11.1367,24.7539,
2015/7/10,0,,0,9.9842,0,0,0,,,,,1.1272,,,,,3320351862,,1905661012,8948436000,16790670538,1324400000,1765400000,,83.7959,,134.2644,30.8166,42.0993,37.7707,69.7639,,6.8062,,2.2555,3.139,10.4257,7.7497,12.905,,7.704,,6.2242,2.2175,16.0139,11.1367,24.7539,
2015/7/13,0,,10.0427,9.9904,9.995,9.997,9.9921,,,,0.0966,3.5419,0.2543,0.3746,0.3464,,6335905604,,2097041499,9842420000,18468890006,1456800000,1941800000,,83.7959,,147.7483,33.8953,46.3071,41.5466,76.7348,,6.8062,,2.482,3.4526,11.4678,8.5245,14.1945,,7.704,,6.8493,2.439,17.6144,12.25,27.2273,
2015/7/14,-10,,10,1.5284,10.0046,9.9945,9.9856,,0.3501,,0.1804,5.6958,4.6658,0.6294,0.185,,5702315043,,2306745648,9992850000,20316626592,1602400000,2135700000,,75.4164,,162.5231,34.4133,50.9399,45.699,84.3972,,6.1256,,2.7302,3.5054,12.6151,9.3764,15.6119,,6.9336,,7.5343,2.4763,19.3767,13.4743,29.9462,
2015/7/15,-9.9888,,5.737,-9.9785,-9.9986,-2.646,1.1799,,0.0113,,15.5486,3.391,3.0172,20.1888,21.3979,,5132723529,,2439083219,8995714000,18285246462,1560000000,2160900000,,67.8832,,171.847,30.9794,45.8466,44.4898,85.393,,5.5137,,2.8868,3.1556,11.3538,9.1283,15.7961,,6.241,,7.9665,2.2292,17.4393,13.1178,30.2995,
2015/7/16,-10.0166,,10.0167,5.0167,-0.0155,3.7949,0.1296,,16.0589,,7.9868,2.9672,2.3814,11.6072,9.1593,,4618597856,,2683398733,9447004000,18282421176,1619200000,2163700000,,61.0836,,189.0604,32.5336,45.8396,46.1781,85.5037,,4.9614,,3.176,3.3139,11.352,9.4747,15.8166,,5.6159,,8.7645,2.341,17.4366,13.6156,30.3388,
2015/7/17,0.4619,,5.3869,9.1447,7.0159,8.0287,6.8263,,14.7883,,15.0795,3.6445,2.9676,11.9098,9.5238,,4639930871,,2827952079,10310902000,19565100703,1749200000,2311400000,,61.3657,,199.245,35.5086,49.0556,49.8856,91.3404,,4.9844,,3.3471,3.6169,12.1485,10.2354,16.8963,,5.6418,,9.2366,2.5551,18.6599,14.7087,32.4098,
2015/7/20,-4.9655,,10.0072,3.9183,5.9206,0.5946,2.2411,,8.8443,,13.4503,3.5214,2.9069,14.0239,11.3995,,4409534304,,3110950883,10714914000,20723467676,1759600000,2363200000,,58.3186,,219.1838,36.9,51.96,50.1822,93.3874,,4.7369,,3.682,3.7587,12.8677,10.2963,17.2749,,5.3617,,10.1609,2.6552,19.7647,14.7962,33.1361,
2015/7/21,2.4673,,8.966,5.5756,7.9482,10.0023,10.0118,,6.1314,,10.6979,4.9721,3.5441,20.2057,17.4576,,4518332683,,3389877762,11312336000,22370609005,1935600000,2599800000,,59.7575,,238.8358,38.9574,56.0899,55.2016,102.7372,,4.8537,,4.0122,3.9682,13.8905,11.3261,19.0045,,5.4939,,11.072,2.8032,21.3356,16.2762,36.4536,
2015/7/22,-1.0387,,-1.2012,-0.8739,-1.2377,-0.9919,0.0269,,5.36,,11.418,3.6165,2.4721,14.7821,14.5616,,4471400049,,3349158510,11213482000,22093731046,1916400000,2600500000,,59.1368,,235.9669,38.6169,55.3957,54.654,102.7648,,4.8033,,3.964,3.9336,13.7186,11.2138,19.0096,,5.4369,,10.939,2.7787,21.0716,16.1147,36.4634,
2015/7/23,2.4332,,1.155,1.8781,1.4578,7.7646,7.6447,,6.7612,,8.3815,2.6865,1.4489,15.1001,14.5076,,4580198428,,3387841800,11424084000,22415813570,2065200000,2799300000,,60.5757,,238.6923,39.3422,56.2032,58.8976,110.6209,,4.9202,,4.0097,4.0074,13.9185,12.0845,20.4628,,5.5692,,11.0653,2.8309,21.3788,17.3659,39.251,
2015/7/24,-3.959,,-5.1082,-4.7028,-1.0839,-3.5251,-3.3258,,6.9852,,8.0761,2.8746,2.2814,16.7478,11.7189,,4398867796,,3214784977,10886834000,22172839034,1992400000,2706200000,,58.1775,,226.4995,37.492,55.594,56.8214,106.9418,,4.7254,,3.8049,3.819,13.7677,11.6585,19.7823,,5.3487,,10.5001,2.6978,21.147,16.7538,37.9455,
2015/7/27,-9.9903,,-9.753,-9.6723,-10.0025,-9.998,-4.1645,,5.4779,,10.525,4.4338,2.8724,12.0036,18.6977,,3959407677,,2901246734,9833824000,19954990074,1793200000,2593500000,,52.3654,,204.409,33.8657,50.0332,51.1404,102.4882,,4.2533,,3.4338,3.4496,12.3906,10.4929,18.9584,,4.8143,,9.476,2.4369,19.0318,15.0787,36.3653,
2015/7/28,-10.0216,,5.4737,4.1958,0.4531,-5.8666,-2.0513,,6.5969,,10.2203,3.5652,3.7405,13.6578,12.7766,,3562613589,,3060051818,10246432000,20045399204,1688000000,2540300000,,47.1176,,215.5977,35.2866,50.2599,48.1402,100.3859,,3.8271,,3.6218,3.5943,12.4467,9.8773,18.5695,,4.3319,,9.9947,2.5391,19.118,14.1941,35.6193,
2015/7/29,5.6886,,8.5828,9.8154,2.0155,9.9526,9.617,,5.3495,,8.4165,3.0324,1.6373,14.1353,11.4225,,3765277236,,3322690996,11252164000,20449415001,1856000000,2784600000,,49.7979,,234.1021,38.7502,51.2729,52.9314,110.04,,4.0448,,3.9326,3.9471,12.6976,10.8604,20.3554,,4.5783,,10.8525,2.7883,19.5033,15.6068,39.0448,
2015/7/30,-6.4023,,-5.1471,-3.3613,-2.6665,-2.5,-2.5892,,5.3644,,8.006,3.5382,1.2279,13.6513,13.6125,,3524214161,,3151670136,10873940000,19904134939,1809600000,2712500000,,46.6097,,222.0527,37.4476,49.9057,51.6081,107.1908,,3.7858,,3.7302,3.8144,12.359,10.5889,19.8283,,4.2852,,10.2939,2.6946,18.9833,15.2166,38.0339,
2015/7/31,-4.6005,,-3.6176,-1.7391,-2.0582,5.7471,0.671,,4.0396,,5.0595,1.9334,2.0442,16.3278,12.8196,,3362083243,,3037656229,10684828000,19494468570,1913600000,2730700000,,44.4655,,214.0198,36.7964,48.8785,54.5741,107.91,,3.6117,,3.5953,3.7481,12.1046,11.1974,19.9614,,4.088,,9.9216,2.6477,18.5926,16.0912,38.2891,
2015/8/3,3.6168,,-6.0992,-6.2349,-0.1159,4.3478,-8.0749,,4.932,,4.2654,2.1853,3.0937,16.5707,8.8313,,3483681431,,2852383631,10018638000,19471866288,1996800000,2510200000,,46.0737,,200.9663,34.5021,48.8219,56.9469,99.1964,,3.7423,,3.376,3.5144,12.0906,11.6843,18.3495,,4.2359,,9.3164,2.4827,18.571,16.7908,35.1973,
2015/8/4,6.4911,,9.3505,6.2205,2.1764,2.6042,5.7724,,5.3635,,5.3392,2.7447,1.5688,21.9325,7.2491,,3709811395,,3119094734,10641848000,19895659083,2048800000,2655100000,,49.0644,,219.7576,36.6484,49.8844,58.4299,104.9225,,3.9852,,3.6917,3.733,12.3537,11.9885,19.4087,,4.5108,,10.1875,2.6371,18.9752,17.228,37.229,
2015/8/5,-4.3703,,3.3943,-1.1712,-1.7893,-1.4252,5.2992,,5.0643,,7.492,2.4155,1.0654,17.6136,12.1173,,3547680478,,3224964790,10517206000,19539673135,2019600000,2795800000,,46.9201,,227.2167,36.2191,48.9919,57.5972,110.4826,,3.811,,3.817,3.6893,12.1327,11.8177,20.4372,,4.3137,,10.5333,2.6062,18.6357,16.9825,39.2019,
2015/8/6,0.2405,,-2.8409,-1.226,-2.2846,-6.3775,-3.8307,,3.3151,,3.8569,1.3265,0.91,11.2238,7.7573,,3556213684,,3133346472,10388266000,19093278057,1890800000,2688700000,,47.0329,,220.7617,35.7751,47.8726,53.9239,106.2503,,3.8202,,3.7085,3.6441,11.8555,11.064,19.6543,,4.3241,,10.2341,2.5743,18.2099,15.8994,37.7002,
2015/8/7,3.7792,,3.5737,3.3926,2.5007,1.8828,1.5361,,4.3673,,4.6208,2.0232,0.8755,7.4502,7.3801,,3690611682,,3245324416,10740702000,19570751273,1926400000,2730000000,,48.8104,,228.6512,36.9888,49.0698,54.9392,107.8823,,3.9646,,3.8411,3.7677,12.152,11.2723,19.9563,,4.4875,,10.5998,2.6616,18.6653,16.1988,38.2793,
2015/8/10,5.2601,,4.4542,7.0028,5.6157,4.5473,8.0256,,5.5705,,6.1532,2.9558,1.3085,10.5391,17.8522,,3884742123,,3389877762,11492852000,20669787255,2014000000,2949100000,,51.3779,,238.8358,39.579,51.8254,57.4375,116.5406,,4.1731,,4.0122,4.0316,12.8344,11.7849,21.5579,,4.7236,,11.072,2.848,19.7135,16.9354,41.3514,
2015/8/11,-1.1532,,-1.1411,-0.7853,0.1093,0.2582,-0.6171,,4.9747,,5.9176,2.9622,1.203,10.8494,17.6863,,3839942790,,3351194473,11402594000,20692389537,2019200000,2930900000,,50.7854,,236.1103,39.2682,51.8821,57.5857,115.8214,,4.125,,3.9664,3.9999,12.8484,11.8153,21.4248,,4.6691,,10.9456,2.8256,19.7351,16.9791,41.0962,
2015/8/12,3.8333,,-4.4957,1.4323,-0.355,-3.9223,0.406,,6.5705,,5.1068,2.9245,0.7157,9.0874,17.2749,,3987140597,,3200533239,11565918000,20618932119,1940000000,2942800000,,52.7322,,225.4954,39.8307,51.6979,55.327,116.2916,,4.2831,,3.7881,4.0572,12.8028,11.3519,21.5118,,4.8481,,10.4535,2.8661,19.665,16.3132,41.2631,
2015/8/13,-0.4815,,2.3537,1.9324,0.1507,0.0412,-1.5461,,4.7018,,5.1441,2.8119,0.6987,7.6033,10.2599,,3967940883,,3275863856,11789414000,20650010258,1940800000,2897300000,,52.4783,,230.8029,40.6003,51.7758,55.3499,114.4936,,4.2625,,3.8772,4.1356,12.8221,11.3566,21.1792,,4.8247,,10.6996,2.9215,19.6946,16.3199,40.6251,
2015/8/14,-0.5376,,-1.5538,0.9114,1.2724,0.371,-1.8845,,3.7858,,4.3203,2.8047,0.904,5.5573,9.2505,,3946607868,,3224964790,11896864000,20912761791,1948000000,2842700000,,52.1961,,227.2167,40.9704,52.4346,55.5552,112.3359,,4.2396,,3.817,4.1733,12.9853,11.3987,20.7801,,4.7988,,10.5333,2.9481,19.9452,16.3804,39.8595,
2015/8/17,1.0811,,4.2929,6.9003,8.0519,-2.8953,-4.3093,,4.4804,,5.5181,3.3771,1.7901,5.4586,8.4387,,3989273899,,3363410248,12717782000,22596631829,1891600000,2720200000,,52.7604,,236.971,43.7975,56.6566,53.9467,107.4951,,4.2854,,3.9808,4.4612,14.0308,11.0687,19.8846,,4.8507,,10.9855,3.1515,21.5512,15.9062,38.1418,
2015/8/18,-10,,-9.9879,-10.0034,-8.9772,-9.8752,-9.6243,,4.9664,,5.3591,3.3286,1.9399,7.4597,8.1279,,3590346509,,3027476416,11445574000,20568076984,1704800000,2458400000,,47.4844,,213.3026,39.4162,51.5704,48.6193,97.1494,,3.8569,,3.5832,4.015,12.7712,9.9756,17.9709,,4.3656,,9.8883,2.8363,19.6165,14.3354,34.471,
2015/8/19,0.9507,,0.807,1.6147,5.6868,1.9474,5.3246,,3.9351,,4.1799,2.2289,1.595,9.425,8.2037,,3624479333,,3051907967,11630388000,21737745098,1738000000,2589300000,,47.9358,,215.0239,40.0527,54.5031,49.5662,102.3222,,3.8935,,3.6121,4.0798,13.4975,10.1699,18.9277,,4.4071,,9.9681,2.8821,20.7321,14.6146,36.3064,
2015/8/20,-1.7657,,-2.2682,-8.6844,-9.9948,-4.1657,-2.6494,,3.3193,,3.7827,1.7301,2.3654,4.9541,5.9824,,3560480287,,2982685238,10620358000,19565100703,1665600000,2520700000,,47.0894,,210.1468,36.5744,49.0556,47.5014,99.6114,,3.8248,,3.5302,3.7255,12.1485,9.7462,18.4263,,4.3293,,9.742,2.6318,18.6599,14.0058,35.3445,
2015/8/21,-7.3697,,-5.4608,-7.4464,-6.5993,-1.6811,-2.0828,,3.1425,,2.9863,2.1498,1.9542,5.8842,4.7374,,3298084196,,2819808229,9829526000,18273945320,1637600000,2468200000,,43.619,,198.6712,33.8509,45.8183,46.7029,97.5367,,3.5429,,3.3374,3.4481,11.3468,9.5824,18.0425,,4.0102,,9.21,2.4358,17.4285,13.7703,34.6084,
2015/8/24,-10.0259,,-9.9639,-10.0131,-10.0031,-9.9902,-10.0113,,3.3988,,2.2602,1.8149,0.9094,6.5255,8.6719,,2967422456,,2538845387,8845284000,16445985731,1474000000,2221100000,,39.2458,,178.8758,30.4614,41.2351,42.0371,87.772,,3.1877,,3.0049,3.1028,10.2117,8.6251,16.2362,,3.6082,,8.2923,2.1919,15.6851,12.3946,31.1436,
2015/8/25,-9.9928,,-10.0241,-10.0097,-9.9983,-9.9864,-9.9905,,4.246,,2.8813,3.629,3.5775,8.8923,5.5134,,2670893541,,2284350060,7959896000,14801669687,1326800000,1999200000,,35.3241,,160.9452,27.4123,37.1123,37.8391,79.0031,,2.8692,,2.7037,2.7922,9.1907,7.7638,14.6141,,3.2476,,7.4611,1.9725,14.1169,11.1569,28.0322,
2015/8/26,1.4377,,-6.1497,-4.2117,-10.0019,2.1405,-5.6022,,3.7094,,4.6843,2.543,6.1341,10.5865,5.9395,,2709292969,,2143868639,7624652000,13321220190,1355200000,1887200000,,35.8319,,151.0475,26.2577,33.4003,38.6491,74.5771,,2.9104,,2.5374,2.6746,8.2715,7.9299,13.7954,,3.2943,,7.0023,1.8894,12.7049,11.3957,26.4618,
2015/8/27,7.6378,,5.1282,9.9775,0.8696,4.6635,3.8576,,3.5988,,3.192,4.3976,4.6439,6.6228,4.7718,,2916223219,,2253810620,8385398000,13437056887,1418400000,1960000000,,38.5687,,158.7935,28.8776,33.6908,40.4515,77.454,,3.1327,,2.6675,2.9415,8.3434,8.2998,14.3276,,3.5459,,7.3614,2.0779,12.8154,11.9271,27.4825,
2015/8/28,6.1448,,8.6721,8.5085,9.1253,10.0113,8.0357,,3.5092,,3.8579,2.7689,3.0712,12.3967,5.1086,,3095420549,,2449263032,9098866000,14663230707,1560400000,2117500000,,40.9387,,172.5642,31.3346,36.7651,44.5012,83.678,,3.3252,,2.8989,3.1918,9.1048,9.1307,15.4789,,3.7638,,7.9998,2.2547,13.9848,13.1212,29.691,
2015/8/31,-6.4783,,1.1638,-9.8252,-4.5665,4.6398,-4.3636,,2.503,,4.4729,3.9418,1.9684,14.2705,5.315,,2894890203,,2477766509,8204882000,13993638091,1632800000,2025100000,,38.2866,,174.5724,28.2559,35.0863,46.566,80.0266,,3.1098,,2.9326,2.8782,8.689,9.5543,14.8034,,3.52,,8.0928,2.0332,13.3462,13.73,28.3954,
2015/9/1,-7.5903,,-7.6417,-10.0052,-9.9939,-3.9441,-9.9896,,2.4974,,4.5814,2.1601,2.023,17.2786,4.1713,,2675160144,,2288421985,7383964000,12595121867,1568400000,1822800000,,35.3805,,161.2321,25.4289,31.5798,44.7293,72.0322,,2.8737,,2.7085,2.5902,7.8206,9.1775,13.3246,,3.2528,,7.4744,1.8298,12.0124,13.1884,25.5588,
2015/9/2,-1.9936,,-0.2669,0,-1.3459,-3.3155,-9.9846,,1.8892,,3.2598,,4.1375,12.3444,4.7174,,2621827605,,2282314097,7383964000,12425604749,1516400000,1640800000,,34.6752,,160.8017,25.4289,31.1547,43.2464,64.8401,,2.8164,,2.7013,2.5902,7.7154,8.8732,11.9942,,3.1879,,7.4545,1.8298,11.8507,12.7512,23.0068,
2015/9/7,4.3938,,1.4273,0,3.5243,2.9807,2.8157,,2.1074,,3.9024,,2.7105,6.065,3.5819,,2737025889,,2314889499,7383964000,12863523971,1561600000,1687000000,,36.1987,,163.0969,25.4289,32.2527,44.5354,66.6658,,2.9402,,2.7398,2.5902,7.9873,9.1377,12.3319,,3.328,,7.5609,1.8298,12.2684,13.1312,23.6546,
2015/9/8,5.9236,,7.212,0,5.2712,6.0707,8.0498,,2.2296,,3.1788,,1.7585,7.5137,4.0039,,2899156806,,2481838434,7383964000,13541592443,1656400000,1822800000,,38.343,,174.8593,25.4289,33.9529,47.239,72.0322,,3.1144,,2.9374,2.5902,8.4083,9.6924,13.3246,,3.5252,,8.1061,1.8298,12.9151,13.9284,25.5588,
2015/9/9,3.0169,,4.758,0,1.6274,0.8452,4.7619,,3.7011,,4.6063,,2.0711,19.161,5.5586,,2986622170,,2599924266,7383964000,13761964696,1670400000,1909600000,,39.4998,,183.1791,25.4289,34.5054,47.6383,75.4623,,3.2083,,3.0772,2.5902,8.5451,9.7743,13.9591,,3.6315,,8.4918,1.8298,13.1253,14.0461,26.7758,
2015/9/10,-1.5714,,0.7048,0,0.4311,-5.2682,10.0073,,2.2828,,3.7752,,1.3076,7.9707,12.5881,,2939689536,,2618247929,7383964000,13821295688,1582400000,2100700000,,38.8791,,184.4701,25.4289,34.6542,45.1286,83.0141,,3.1579,,3.0989,2.5902,8.582,9.2594,15.3561,,3.5744,,8.5517,1.8298,13.1819,13.3062,29.4554,
2015/9/11,0,,-0.4666,0,2.5143,0.9606,9.9967,,1.5868,,2.5513,,1.1794,4.7688,14.5399,,2939689536,,2606032154,7383964000,14168805780,1597600000,2310700000,,38.8791,,183.6095,25.4289,35.5255,45.5621,91.3127,,3.1579,,3.0844,2.5902,8.7978,9.3483,16.8912,,3.5744,,8.5118,1.8298,13.5133,13.434,32.4,
2015/9/14,-9.5791,,-10,0,-8.5543,-9.99,-0.515,,2.8549,,3.2759,,1.5232,7.2472,9.9631,,2658093731,,2345428938,7383964000,12956758386,1438000000,2298800000,,35.1548,,165.2485,25.4289,32.4865,41.0105,90.8425,,2.8554,,2.776,2.5902,8.0452,8.4144,16.8042,,3.232,,7.6606,1.8298,12.3573,12.0919,32.2331,
2015/9/15,-3.9326,,-9.375,0,-1.2647,-8.7622,7.4604,,1.5535,,2.448,,1.0188,7.243,14.4201,,2553561955,,2125544975,7383964000,12792891838,1312000000,2470300000,,33.7723,,149.7565,25.4289,32.0756,37.417,97.6197,,2.7431,,2.5157,2.5902,7.9434,7.6772,18.0578,,3.1049,,6.9424,1.8298,12.201,11.0324,34.6378,
2015/9/16,9.6909,,9.9617,0,8.7014,9.9085,4.2222,,2.0688,,3.0376,,1.3807,7.4889,12.3496,,2801024935,,2337285088,7383964000,13906054247,1442000000,2574600000,,37.0451,,164.6748,25.4289,34.8667,41.1245,101.7413,,3.0089,,2.7663,2.5902,8.6346,8.4378,18.8203,,3.4058,,7.634,1.8298,13.2627,12.1256,36.1003,
2015/9/17,-2.8941,,-2.5261,0,-0.8127,-2.552,5.0843,,2.8032,,3.5011,,1.3933,8.3616,14.2965,,2719959476,,2278242172,7383964000,13793042835,1405200000,2705500000,,35.973,,160.5148,25.4289,34.5833,40.075,106.9142,,2.9219,,2.6965,2.5902,8.5644,8.2225,19.7772,,3.3073,,7.4412,1.8298,13.1549,11.8161,37.9357,
2015/9/18,3.2157,,1.2511,0,0.2253,0.9678,-0.1811,,1.5434,,2.0102,,0.6959,4.1853,6.846,,2807424840,,2306745648,7383964000,13824120973,1418800000,2700600000,,37.1298,,162.5231,25.4289,34.6612,40.4629,106.7205,,3.0158,,2.7302,2.5902,8.5837,8.3021,19.7413,,3.4136,,7.5343,1.8298,13.1846,11.9305,37.867,
2015/9/21,5.8511,,4.9426,0,3.2291,4.9619,-0.8813,,3.0097,,2.7052,,0.8925,5.518,5.2281,,2971689059,,2420759555,7383964000,14270516050,1489200000,2676800000,,39.3023,,170.556,25.4289,35.7805,42.4706,105.78,,3.1923,,2.8651,2.5902,8.8609,8.714,19.5674,,3.6133,,7.9067,1.8298,13.6103,12.5224,37.5333,
2015/9/22,1.2204,,3.0278,0,0.4356,1.3161,-5.0732,,2.844,,3.1081,,1.33,7.3943,6.4741,,3007955186,,2494054210,7383964000,14332672327,1508800000,2541000000,,39.7819,,175.72,25.4289,35.9363,43.0296,100.4136,,3.2312,,2.9519,2.5902,8.8995,8.8287,18.5747,,3.6574,,8.146,1.8298,13.6696,12.6873,35.6292,
