ÈÕÆÚ,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH
2014/6/19,-3.8664,-1.6603,-4.7964,-0.1901,-1.7668,-3.7802,,-3.6465,-3.1142,,,-2.1452,1.2906,0.5915,0.4547,0.611,0.8074,0.9414,,0.9455,1.026,,,0.7932,4814050701,1621429995,9439952765,1529758125,1166179073,2340745000,,1786051965,701871475.2,,,1389755547,195.1969,-9.4767,-43.6072,-17.5509,-8.1108,30.8166,,67.1167,158.8313,,,101.951,2.8465,2.0594,3.0874,1.542,3.491,7.4497,,2.9766,3.828,,,2.5123,2.7803,2.3344,2.0353,1.2728,4.657,4.5798,,4.0403,18.4775,,,1.2298
2014/6/20,1.0969,1.5584,4.6578,1.1429,0.8393,4.0579,,1.347,1.1905,,,1.0118,0.6418,0.3259,0.6844,0.4157,0.8439,0.5877,,0.5237,1.1707,,,0.4596,4866855644,1646699034,9879646382,1547241075,1175967146,2435730000,,1810110394,710227088,,,1403817155,197.338,-9.6244,-45.6384,-17.7515,-8.1789,32.0671,,68.0208,160.7221,,,102.9825,2.8777,2.0915,3.2312,1.5596,3.5203,7.752,,3.0167,3.8735,,,2.5378,2.8108,2.3707,2.1301,1.2873,4.696,4.7657,,4.0947,18.6975,,,1.2422
2014/6/23,0.7233,1.023,0.1817,0.7533,1.4269,1.2171,,1.2658,3.3038,,,1.3356,0.6515,0.8425,0.5061,0.5634,1.3026,1.3729,,0.4898,1.5259,,,0.6014,4902058940,1663545060,9897593060,1558896375,1192746701,2465375000,,1833023184,731533900.6,,,1422565965,198.7654,-9.7229,-45.7213,-17.8852,-8.2956,32.4574,,68.8818,165.5438,,,104.3579,2.8986,2.1129,3.2371,1.5713,3.5706,7.8463,,3.0549,3.9897,,,2.5717,2.8312,2.395,2.134,1.297,4.7631,4.8237,,4.1465,19.2584,,,1.2588
2014/6/24,0.8977,-0.8861,-0.3626,0.3738,-0.9379,-2.0859,,1.875,0.6282,,,0.9885,0.712,0.6507,0.2334,0.5347,1.0359,1.04,,0.8405,0.9655,,,0.5236,4946063060,1648804787,9861699704,1564724025,1181560331,2413950000,,1867392369,736129487.7,,,1436627572,200.5496,-9.6367,-45.5555,-17.9521,-8.2178,31.7803,,70.1733,166.5837,,,105.3895,2.9246,2.0942,3.2253,1.5772,3.5371,7.6827,,3.1122,4.0148,,,2.5971,2.8566,2.3738,2.1262,1.3019,4.7184,4.723,,4.2243,19.3794,,,1.2713
2014/6/25,1.7794,-1.1494,0.364,0.1862,-0.7101,6.7168,,1.9018,0.1703,,,1.1419,1.0218,0.414,0.2583,0.3404,0.531,2.2907,,0.9885,0.6627,,,0.9097,5034071299,1629853008,9897593060,1567637850,1173170554,2576090000,,1902907193,737382829.6,,,1453032781,204.1181,-9.526,-45.7213,-17.9855,-8.1595,33.9149,,71.5079,166.8674,,,106.5929,2.9766,2.0701,3.2371,1.5802,3.512,8.1987,,3.1714,4.0216,,,2.6267,2.9074,2.3465,2.134,1.3043,4.6849,5.0403,,4.3046,19.4124,,,1.2858
2014/6/26,0.1748,1.4212,3.2638,0.1859,1.3111,2.8887,,0.4816,2.6629,,,-0.4839,1.548,0.4322,0.708,0.5965,0.8082,4.2797,,1.0349,1.7687,,,1.4545,5042872123,1653016293,10220633269,1570551675,1188551813,2650505000,,1912072309,757018519.7,,,1446001977,204.475,-9.6614,-47.2135,-18.0189,-8.2665,34.8946,,71.8523,171.3109,,,106.0772,2.9818,2.0995,3.3427,1.5831,3.558,8.4355,,3.1867,4.1287,,,2.614,2.9125,2.3798,2.2036,1.3067,4.7463,5.1859,,4.3254,19.9293,,,1.2795
2014/6/27,9.9476,0.6369,0.0878,0,0.9412,-1.2098,,1.1983,-0.1656,,,0,6.5412,0.3969,0.7602,0.6067,1.3041,3.0803,,1.7848,1.5879,,,1.1847,5544519089,1663545060,10229606608,1570551675,1199738183,2618440000,,1934985099,755765177.8,,,1446001977,224.8154,-9.7229,-47.255,-18.0189,-8.3443,34.4725,,72.7133,171.0272,,,106.0772,3.2784,2.1129,3.3457,1.5831,3.5915,8.3335,,3.2249,4.1219,,,2.614,3.2022,2.395,2.2056,1.3067,4.791,5.1231,,4.3772,19.8963,,,1.2795
2014/6/30,-2.5478,-2.4051,1.6667,1.2987,-0.6993,1.7791,,0.7697,2.8192,,,0.3241,6.8855,2.0498,0.8111,0.695,0.729,2.0711,,0.9117,1.9834,,,1.1317,5386104257,1593232248,10420749352,1592454733,1191348405,2665025000,,1980869602,777071990.4,,,1450689180,218.3921,-9.489,-48.0426,-18.253,-8.2859,35.0858,,73.273,175.8489,,,106.421,3.1848,2.0621,3.4014,1.6037,3.5664,8.4817,,3.2497,4.2381,,,2.6225,3.1107,2.3374,2.2423,1.3237,4.7575,5.2143,,4.4109,20.4572,,,1.2837
2014/7/1,1.4706,3.7613,1.8119,1.4652,6.338,-0.0227,,-1.1163,-0.914,,,2.7464,5.6223,1.9953,0.6411,1.4329,3.314,1.4407,,0.753,2.1,,,2.7079,5465311673,1653159272,10609563620,1615787403,1266856403,2664420000,,1958756487,769969719.5,,,1490530401,221.6038,-9.846,-48.9131,-18.5204,-8.8111,35.0778,,72.455,174.2417,,,109.3437,3.2316,2.1396,3.463,1.6272,3.7924,8.4798,,3.2134,4.1994,,,2.6945,3.1565,2.4253,2.2829,1.3431,5.059,5.2131,,4.3616,20.2703,,,1.319
2014/7/2,-0.9662,2.25,0,-0.5415,1.4349,-1.4532,,0.3565,-0.1628,,,0.9434,3.2951,2.0124,0.5169,0.876,2.0774,1.8961,,0.8129,1.4768,,,1.6813,5412506729,1690355356,10609563620,1607037652,1285034254,2625700000,,1965739576,768716377.6,,,1504592009,219.4627,-10.0675,-48.9131,-18.4201,-8.9375,34.5681,,72.7133,173.958,,,110.3753,3.2004,2.1878,3.463,1.6183,3.8468,8.3566,,3.2249,4.1925,,,2.7199,3.126,2.4799,2.2829,1.3358,5.1316,5.1373,,4.3772,20.2373,,,1.3314
2014/7/3,-0.6504,0.3667,-1.1017,0.1815,0.1088,-2.0276,,-0.2368,0.1087,,,-0.4673,1.898,1.1441,0.6966,0.8709,1.2751,1.4499,,0.8399,1.947,,,0.9414,5377303433,1696554703,10492678597,1609954236,1286432550,2572460000,,1961084183,769551938.9,,,1497561205,218.0353,-10.1044,-48.3742,-18.4535,-8.9472,33.8672,,72.5411,174.1471,,,109.8595,3.1796,2.1958,3.4249,1.6213,3.851,8.1871,,3.2172,4.1971,,,2.7072,3.1056,2.489,2.2578,1.3382,5.1372,5.0332,,4.3668,20.2593,,,1.3252
2014/7/4,-0.982,2.0706,2.8278,-0.5435,1.1957,1.0878,,3.6795,3.203,,,0.313,1.3864,1.9463,0.9071,0.7149,1.6758,0.9088,,1.9985,3.4118,,,1.5314,5324498490,1731684337,10789386732,1601204484,1301813809,2586375000,,2033242770,794200996.6,,,1502248408,215.8942,-10.3136,-49.7421,-18.3532,-9.0542,34.0503,,75.2103,179.7251,,,110.2034,3.1483,2.2413,3.5217,1.6125,3.8971,8.2314,,3.3356,4.3315,,,2.7157,3.0751,2.5405,2.3216,1.331,5.1986,5.0604,,4.5275,20.9082,,,1.3293
2014/7/7,0,4.1766,-0.6667,-2.7322,6.6595,-1.7544,,-1.3165,-0.0526,,,-0.624,1.2178,2.9635,0.5953,1.5224,3.6196,1.3621,,1.4123,1.7576,,,0.6789,5324498490,1804010056,10717457487,2261267728,1388508176,2541000000,,2006474262,793783216,,,1492874003,215.8942,-10.7444,-49.4105,-17.8518,-9.6572,33.453,,74.2201,179.6306,,,109.5157,3.1483,2.3349,3.4983,1.5684,4.1566,8.087,,3.2917,4.3292,,,2.6988,3.0751,2.6466,2.3062,1.2946,5.5448,4.9716,,4.4679,20.8972,,,1.321
2014/7/8,0.1653,0.8018,-0.0839,-0.1873,0.7049,0,,0.29,-0.3684,,,1.7268,1.1216,1.5044,0.4213,1.6223,2.8477,1.8673,,0.904,1.5987,,,1.9478,5333299314,1818475199,10708466332,2257033144,1398296250,2541000000,,2012293503,790858751.5,,,1518653616,216.251,-10.8306,-49.369,-17.8184,-9.7252,33.453,,74.4354,178.9688,,,111.4068,3.1535,2.3536,3.4953,1.5655,4.1859,8.087,,3.3012,4.3133,,,2.7454,3.0802,2.6678,2.3042,1.2922,5.5839,4.9716,,4.4809,20.8202,,,1.3438
2014/7/9,-2.1452,-1.1364,0,-0.9381,-1.9,-1.3333,,-0.8676,-3.4865,,,0.1543,1.8685,1.5733,0.4802,0.7357,1.7612,1.3885,,1.3776,1.9635,,,1.6711,5218888602,1797810708,10708466332,2235860225,1371728621,2507120000,,1994835781,763285229.3,,,1520997218,211.612,-10.7075,-49.369,-17.6512,-9.5405,33.0069,,73.7896,172.729,,,111.5787,3.0859,2.3268,3.4953,1.5508,4.1064,7.9792,,3.2726,4.1629,,,2.7496,3.0142,2.6375,2.3042,1.28,5.4778,4.9053,,4.442,20.0943,,,1.3459
2014/7/10,-0.6745,2.5287,-0.084,1.5152,0.5097,-0.5792,,-0.7001,0.0547,,,-0.4622,1.3943,1.7488,0.2309,0.6535,1.9737,1.2118,,0.7851,1.1339,,,1.9921,5183685307,1843272588,10699475176,2269736895,1378720103,2492600000,,1980869602,763703009.9,,,1513966414,210.1846,-10.9782,-49.3276,-17.9186,-9.5891,32.8158,,73.273,172.8235,,,111.063,3.0651,2.3857,3.4924,1.5743,4.1273,7.933,,3.2497,4.1652,,,2.7369,2.9938,2.7042,2.3023,1.2994,5.5057,4.8769,,4.4109,20.1053,,,1.3397
2014/7/11,0.3396,-1.009,-1.1765,-2.0522,-1.4199,1.8204,,0.1763,10.0109,,,-0.6192,1.0037,1.5512,0.2723,4.1565,1.1177,2.1347,,1.1777,9.024,,,1.0195,5201286954,1824674546,10573598997,2223156474,1359143955,2537975000,,1984361147,840156867,,,1504592009,210.8983,-10.8675,-48.7473,-17.5509,-9.4529,33.4132,,73.4022,190.1248,,,110.3753,3.0755,2.3616,3.4513,1.542,4.0687,8.0774,,3.2554,4.5821,,,2.7199,3.004,2.6769,2.2752,1.2728,5.4275,4.9657,,4.4187,22.118,,,1.3314
2014/7/14,1.8613,0.2265,4.1667,1.7143,4.9383,5.4589,,0.8223,-1.1437,,,0.9346,1.1441,1.3855,0.6137,2.2849,1.9477,2.3167,,0.8626,6.5271,,,1.1042,5298096018,1828807445,11014165622,2261267728,1426262175,2676520000,,1997629014,830547912.3,,,1518653616,214.8236,-10.8921,-50.7784,-17.8518,-9.9197,35.2371,,73.8929,187.9503,,,111.4068,3.1327,2.367,3.5951,1.5684,4.2696,8.5183,,3.2772,4.5297,,,2.7454,3.0599,2.683,2.37,1.2946,5.6956,5.2368,,4.4482,21.8651,,,1.3438
2014/7/15,0.6645,4.8588,2.0408,2.809,4.902,2.9611,,-1.6313,-2.5654,,,1.0802,1.7791,3.4186,0.7691,4.3639,3.77,2.2868,,0.8412,3.9804,,,2.4987,5333299314,1917664756,11238944513,2324786484,1517521198,2755775000,,1965041265,809241099.7,,,1535058825,216.251,-11.4213,-51.8147,-18.3532,-10.406,36.2805,,72.6875,183.1287,,,112.6103,3.1535,2.482,3.6685,1.6125,4.4789,8.7705,,3.2237,4.4135,,,2.775,3.0802,2.8134,2.4184,1.331,5.9748,5.3918,,4.3756,21.3041,,,1.3584
2014/7/16,0.8251,4.5259,1.6,5.1002,7.2897,-0.1098,,0.995,-3.3041,,,-1.5267,2.0259,2.5444,0.6586,5.1555,3.9795,1.4281,,0.6387,2.6259,,,1.2813,5377303433,2004455617,11418767625,2443354830,1628144238,2752750000,,1984593914,782503138.7,,,1511622813,218.0353,-11.9382,-52.6437,-19.2893,-11.3122,36.2407,,73.4108,177.0779,,,110.8911,3.1796,2.5943,3.7272,1.6947,4.869,8.7609,,3.2558,4.2677,,,2.7327,3.1056,2.9407,2.4571,1.3988,6.4951,5.3859,,4.4192,20.6002,,,1.3376
2014/7/17,-0.982,-2.8866,-1.1811,-2.5997,-1.7422,0.2198,,-0.821,1.3348,,,-1.0853,1.2259,1.348,0.3766,1.5339,4.9436,0.5121,,0.709,2.0928,,,0.8265,5324498490,1946595043,11283900291,2379836073,1599779356,2758800000,,1968300040,792947654.7,,,1495217604,215.8942,-11.5936,-52.0219,-18.7878,-11.1152,36.3204,,72.808,179.4415,,,109.6876,3.1483,2.5194,3.6832,1.6506,4.7841,8.7802,,3.2291,4.3247,,,2.703,3.0751,2.8558,2.428,1.3625,6.3819,5.3978,,4.3829,20.8752,,,1.3231
2014/7/18,0.6612,-2.4416,-0.3984,0.5338,2.5709,1.7544,,0.745,-0.7376,,,0.627,1.3921,0.89,0.2343,1.2748,2.8425,0.8614,,0.9916,2.1552,,,0.9665,5359701786,1899066714,11238944513,2392539824,1640908435,2807200000,,1982964527,787098725.8,,,1504592009,217.3216,-11.3105,-51.8147,-18.8881,-11.4009,36.9576,,73.3505,178.1179,,,110.3753,3.1692,2.4579,3.6685,1.6595,4.9071,8.9342,,3.2531,4.2928,,,2.7199,3.0955,2.7861,2.4184,1.3697,6.546,5.4925,,4.4156,20.7212,,,1.3314
2014/7/21,-1.8062,-2.3939,0.4,-0.531,-3.1979,1.7241,,1.479,-2.1231,,,1.5576,1.1051,1.2193,1.0317,1.0863,2.9699,1.2278,,1.1989,2.1972,,,1.2688,5262892722,1853604834,11283900291,2379836073,1588433403,2855600000,,2012293501,770387500.2,,,1528028022,213.3962,-11.0398,-52.0219,-18.7878,-11.0363,37.5948,,74.4354,174.3362,,,112.0945,3.1119,2.3991,3.6832,1.6506,4.7502,9.0883,,3.3012,4.2016,,,2.7623,3.0396,2.7194,2.428,1.3625,6.3367,5.5872,,4.4809,20.2813,,,1.3521
2014/7/22,0.6689,1.2263,3.5857,3.2028,6.6071,4.428,,-0.3239,0.7592,,,3.3742,1.0548,2.6219,1.2377,4.0527,3.4177,1.631,,1.3785,1.3479,,,4.569,5298096018,1876335774,11688502293,2456058581,1693383467,2982045000,,2005775951,776236429.1,,,1579587249,214.8236,-11.1752,-53.8873,-19.3896,-11.7655,39.2595,,74.1943,175.6598,,,115.8768,3.1327,2.4285,3.8152,1.7035,5.064,9.4907,,3.2905,4.2335,,,2.8555,3.0599,2.7527,2.5151,1.4061,6.7553,5.8346,,4.4663,20.4352,,,1.3978
2014/7/23,-0.6645,-3.7445,0.0769,10,-1.2563,0.3449,,-2.9245,-2.0452,,,0,1.307,2.2888,0.5778,8.2733,1.4698,1.7341,,1.1389,1.7034,,,3.1095,5262892722,1806076505,11697493449,2701664439,1672109806,2992330000,,1947118003,760360764.8,,,1579587249,213.3962,-10.7567,-53.9287,-21.3285,-11.6177,39.3949,,72.0245,172.0672,,,115.8768,3.1119,2.3375,3.8182,1.8739,5.0004,9.5234,,3.1943,4.1469,,,2.8555,3.0396,2.6497,2.517,1.5467,6.6705,5.8547,,4.3357,20.0173,,,1.3978
2014/7/24,-0.3344,-0.6865,-3.3051,0.9404,-5.7676,-1.941,,-1.7573,-1.2637,,,-1.7804,1.3833,2.3409,1.0093,11.1376,2.4464,1.5944,,0.9991,1.2213,,,1.6146,5245291074,1793677810,11310873757,2727071941,1575669206,2934250000,,1912900866,750751810.1,,,1551464034,212.6825,-10.6829,-52.1463,-21.5291,-10.9476,38.6302,,70.7588,169.8927,,,113.8138,3.1015,2.3215,3.692,1.8915,4.712,9.3386,,3.1382,4.0945,,,2.8047,3.0294,2.6315,2.4339,1.5613,6.2857,5.741,,4.2595,19.7643,,,1.3729
2014/7/25,0.8389,0.576,1.8283,0,-1.2601,-0.4124,,1.448,1.4469,,,3.7764,1.6212,0.7712,0.4599,3.9647,1.373,1.2467,,0.4812,0.8839,,,4.5079,5289295194,1804010056,11517670336,2727071941,1555813789,2922150000,,1940600453,761614106.7,,,1610054066,214.4668,-10.7444,-53.0997,-21.5291,-10.8097,38.4709,,71.7834,172.3508,,,118.1119,3.1275,2.3349,3.7595,1.8915,4.6526,9.3001,,3.1836,4.1538,,,2.9106,3.0548,2.6466,2.4783,1.5613,6.2065,5.7174,,4.3212,20.0503,,,1.4247
2014/7/28,1.6639,1.9473,0.0781,0.9317,10.0273,1.9462,,1.1755,1.9748,,,-0.1456,2.9013,2.2867,0.6593,3.8362,5.4864,1.2299,,0.9555,1.7141,,,3.3866,5377303433,1839139690,11526661492,2752479444,1711820641,2979020000,,1963411877,776654209.8,,,1607710464,218.0353,-10.9536,-53.1411,-21.7297,-11.8936,39.2196,,72.6272,175.7544,,,117.9399,3.1796,2.3803,3.7624,1.9091,5.1192,9.481,,3.221,4.2358,,,2.9064,3.1056,2.6982,2.4803,1.5758,6.8289,5.8286,,4.372,20.4462,,,1.4226
2014/7/29,1.6367,1.3483,-0.234,1.2308,0.4971,-1.7059,,0.083,0.3765,,,-0.4373,4.1754,1.0421,0.5109,3.294,2.8217,1.5998,,1.3125,1.8624,,,1.8572,5465311673,1863937079,11499688025,2786356114,1720330105,2928200000,,1965041265,779578674.2,,,1600679661,221.6038,-11.1013,-53.0168,-21.9971,-11.9527,38.5506,,72.6875,176.4162,,,117.4242,3.2316,2.4124,3.7536,1.9326,5.1446,9.3193,,3.2237,4.2518,,,2.8936,3.1565,2.7345,2.4745,1.5952,6.8628,5.7292,,4.3756,20.5232,,,1.4164
2014/7/30,-0.4831,1.4412,-0.7037,-3.0395,0.4946,-1.7562,,1.8242,0.9646,,,-0.4392,2.3221,1.1274,0.3954,3.1871,2.4979,1.4545,,1.4349,2.0137,,,1.5359,5438909201,1890800917,11418767625,2701664439,1728839570,2876775000,,2000887789,787098725.8,,,1593648857,220.5332,-11.2613,-52.6437,-21.3285,-12.0119,37.8735,,74.0135,178.1179,,,116.9084,3.216,2.4472,3.7272,1.8739,5.1701,9.1556,,3.2825,4.2928,,,2.8809,3.1412,2.774,2.4571,1.5467,6.8968,5.6286,,4.4555,20.7212,,,1.4102
2014/7/31,0.9709,3.388,3.3071,2.9781,5.6604,5.6782,,0.7329,0.5308,,,1.9118,2.5384,1.5429,0.8836,3.9644,3.1698,2.0851,,1.3547,1.3015,,,2.4606,5491714145,1954860839,11796396160,2782121530,1826698414,3040125000,,2015552276,791276532.2,,,1624115673,222.6743,-11.6429,-54.3847,-21.9637,-12.6918,40.0241,,74.5559,179.0633,,,119.1434,3.2472,2.5301,3.8504,1.9297,5.4627,9.6755,,3.3066,4.3156,,,2.936,3.1717,2.8679,2.5383,1.5928,7.2872,5.9482,,4.4881,20.8312,,,1.4372
2014/8/1,-2.2436,0.9514,4.8018,1.9787,-2.0186,1.4129,,-1.2935,0.3168,,,-0.8658,2.624,1.8913,1.0389,3.9707,2.608,1.1458,,1.1993,4.2716,,,2.3904,5368502610,1973458881,12362838964,2837171119,1789824067,3083080000,,1989482076,793783216,,,1610054066,217.6784,-11.7536,-56.9962,-22.3983,-12.4356,40.5896,,73.5916,179.6306,,,118.1119,3.1744,2.5542,4.0353,1.9679,5.3525,9.8122,,3.2638,4.3292,,,2.9106,3.1006,2.8952,2.6602,1.6243,7.1401,6.0322,,4.4301,20.8972,,,1.4247
2014/8/4,1.1475,1.466,2.8364,4.9254,3.1696,3.022,,0.5733,0.1579,,,1.31,1.5713,3.0132,1.1169,3.9641,3.1187,1.6286,,1.0852,2.1046,,,1.5043,5430108377,2002389168,12713494033,2976912383,1846553831,3176250000,,2000887789,795036557.9,,,1631146477,220.1764,-11.9259,-58.6128,-23.5015,-12.8297,41.8162,,74.0135,179.9142,,,119.6592,3.2108,2.5916,4.1498,2.0648,5.5221,10.1088,,3.2825,4.3361,,,2.9487,3.1361,2.9377,2.7357,1.7043,7.3664,6.2145,,4.4555,20.9302,,,1.4434
2014/8/5,3.8898,0,-0.7072,0,-1.4593,0.0571,,0.6515,0.6831,,,3.8793,6.0381,1.7164,0.667,2.8432,1.1408,0.8287,,1.7461,2.1704,,,4.4298,5641328152,2002389168,12623582476,2976912383,1819607193,3178065000,,2013922888,800467706.2,,,1694423711,228.7408,-11.9259,-58.1983,-23.5015,-12.6425,41.8401,,74.4957,181.1433,,,124.3011,3.3357,2.5916,4.1204,2.0648,5.4415,10.1145,,3.3039,4.3657,,,3.0631,3.2581,2.9377,2.7163,1.7043,7.2589,6.2181,,4.4845,21.0732,,,1.4994
2014/8/6,0.468,-0.4128,1.3533,0.569,-1.1691,-1.58,,0.8091,0.3653,,,2.3513,4.261,0.8947,0.8116,1.4354,1.8869,0.937,,1.5481,1.7239,,,3.6131,5667730624,1994123372,12794414433,2993850718,1798333531,3127850000,,2030216763,803392170.7,,,1734264932,229.8113,-11.8767,-58.9858,-23.6352,-12.4947,41.179,,75.0984,181.8051,,,127.2238,3.3513,2.5809,4.1762,2.0765,5.3779,9.9547,,3.3306,4.3816,,,3.1351,3.2734,2.9255,2.7531,1.714,7.174,6.1198,,4.5208,21.1502,,,1.5346
2014/8/7,-2.795,-1.0363,0.2108,-1.5559,-0.8675,-2.7079,,-1.8459,-1.3001,,,-2.4324,2.7306,1.1696,0.6202,3.2057,1.1074,2.6309,,1.5453,1.4869,,,2.2869,5509315793,1973458881,12821387900,2947270297,1782732846,3043150000,,1992740851,792947654.7,,,1692080110,223.388,-11.7536,-59.1102,-23.2675,-12.3863,40.0639,,73.7121,179.4415,,,124.1292,3.2576,2.5542,4.185,2.0442,5.3312,9.6852,,3.2692,4.3247,,,3.0589,3.1819,2.8952,2.7589,1.6873,7.1118,5.9541,,4.4373,20.8752,,,1.4973
2014/8/8,-0.3195,0.5236,0,-0.2874,1.6706,3.837,,1.1447,0.0527,,,-0.6925,1.516,0.777,,1.6798,1.5088,1.3507,,1.0697,1.526,,,2.2374,5491714145,1983791126,12821387900,2938801129,1812515973,3159915000,,2015552276,793365435.4,,,1680362103,222.6743,-11.8152,-59.1102,-23.2006,-12.5932,41.6012,,74.5559,179.536,,,123.2696,3.2472,2.5676,4.185,2.0383,5.4203,10.0568,,3.3066,4.327,,,3.0377,3.1717,2.9104,2.7589,1.6825,7.2306,6.1826,,4.4881,20.8862,,,1.4869
2014/8/11,3.8462,5,0,6.3401,7.9812,7.9839,,2.2635,1.3165,,,4.3236,4.0426,2.8696,,3.5655,3.163,2.324,,2.1933,1.7603,,,3.5803,5702933920,2082980683,12821387900,3125122815,1957176872,3412200000,,2061175124,803809951.4,,,1753013742,231.2387,-12.4059,-59.1102,-24.6716,-13.5983,44.9226,,76.2435,181.8996,,,128.5992,3.3721,2.6959,4.185,2.1676,5.8529,10.8597,,3.3814,4.3839,,,3.169,3.2937,3.0559,2.7589,1.7891,7.8077,6.6762,,4.5897,21.1612,,,1.5512
2014/8/12,0.3086,2.4802,0,-2.0325,3.0435,-0.7092,,5.0593,1.0395,,,5.3476,5.6946,2.1069,,2.7622,2.9995,1.352,,4.9045,3.3256,,,7.3135,5720535568,2134641910,12821387900,3061604058,2016743124,3388000000,,2165455921,812165564.2,,,1846757793,231.9524,-12.7136,-59.1102,-24.1701,-14.0122,44.604,,80.1009,183.7905,,,135.4762,3.3825,2.7628,4.185,2.1235,6.0311,10.7827,,3.5525,4.4295,,,3.3385,3.3039,3.1317,2.7589,1.7528,8.0453,6.6288,,4.8219,21.3811,,,1.6342
2014/8/13,1.0769,0.5808,0,-0.6916,0.7736,-2.1071,,-1.4296,-0.8745,,,1.269,3.9348,1.5339,,1.4099,1.5527,1.1001,,2.4999,2.4791,,,3.9582,5782141335,2147040605,12821387900,3040431140,2032343810,3316610000,,2134497560,805063293.3,,,1870193805,234.4504,-12.7874,-59.1102,-24.003,-14.1206,43.6641,,78.9557,182.1832,,,137.1954,3.4189,2.7788,4.185,2.1088,6.0777,10.5555,,3.5017,4.3908,,,3.3809,3.3395,3.1499,2.7589,1.7407,8.1075,6.4892,,4.753,21.1941,,,1.6549
2014/8/14,-2.5875,1.6362,0,-3.6212,-2.4424,-1.2769,,-0.7634,-0.467,,,-3.1328,2.9234,2.4699,,2.0424,0.9175,0.9084,,1.6993,1.923,,,3.4698,5632527328,2182170239,12821387900,2930331962,1982705266,3274260000,,2118203685,801303267.5,,,1811603774,228.3839,-12.9967,-59.1102,-23.1338,-13.7757,43.1065,,78.353,181.3324,,,132.8973,3.3305,2.8243,4.185,2.0325,5.9293,10.4207,,3.475,4.3702,,,3.2749,3.2531,3.2014,2.7589,1.6776,7.9095,6.4063,,4.7167,21.0952,,,1.6031
2014/8/15,1.0937,-2.4621,0,2.0231,-2.7182,0,,0.7692,1.0949,,,0.6468,2.0585,1.908,,2.0377,2.1341,0.6478,,1.5224,2.3517,,,1.927,5694133096,2128442563,12821387900,2989616135,1928811990,3274260000,,2134497560,810076661,,,1823321780,230.8819,-12.6767,-59.1102,-23.6018,-13.4012,43.1065,,78.9557,183.3177,,,133.757,3.3669,2.7548,4.185,2.0736,5.7681,10.4207,,3.5017,4.4181,,,3.2961,3.2886,3.1226,2.7589,1.7116,7.6945,6.4063,,4.753,21.3261,,,1.6134
2014/8/18,0.6182,-0.3883,0,-0.5666,-0.1471,0.1478,,2.5954,1.8566,,,-0.2571,2.2034,1.815,,1.8764,2.8686,1.2009,,2.1977,2.8619,,,2.5473,5729336391,2120176766,12821387900,2972677800,1925975501,3279100000,,2189896733,825116764,,,1818634578,232.3093,-12.6274,-59.1102,-23.4681,-13.3815,43.1703,,81.005,186.7213,,,133.4131,3.3877,2.7441,4.185,2.0618,5.7596,10.4361,,3.5926,4.5001,,,3.2877,3.309,3.1105,2.7589,1.7019,7.6832,6.4158,,4.8763,21.7221,,,1.6093
2014/8/19,3.6866,0.3899,0,-1.8519,0.5155,0.738,,-0.8929,-1.9241,,,-0.1289,7.3014,1.3364,,2.0286,1.8039,2.3009,,2.1653,3.6269,,,2.233,5940556166,2128442563,12821387900,2917628211,1935903210,3303300000,,2170344083,809241099.7,,,1816290977,240.8737,-12.6767,-59.1102,-23.0335,-13.4505,43.4889,,80.2817,183.1287,,,133.2412,3.5126,2.7548,4.185,2.0237,5.7893,10.5131,,3.5605,4.4135,,,3.2834,3.431,3.1226,2.7589,1.6704,7.7228,6.4631,,4.8328,21.3041,,,1.6072
2014/8/20,-1.7778,-1.2621,0,-0.2903,-1.6117,-2.1978,,-0.6006,0.3614,,,-0.6452,4.6664,1.9234,,2.096,1.7385,1.2488,,1.585,2.2608,,,1.5048,5834946279,2101578725,12821387900,2909159043,1904701840,3230700000,,2157308984,812165564.2,,,1804572970,236.5915,-12.5167,-59.1102,-22.9666,-13.2337,42.5331,,79.7995,183.7905,,,132.3816,3.4502,2.72,4.185,2.0178,5.696,10.282,,3.5391,4.4295,,,3.2622,3.37,3.0832,2.7589,1.6655,7.5983,6.3211,,4.8038,21.3811,,,1.5968
