ÈÕÆÚ,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH
2017/9/12,-0.4751,-0.8728,1.2996,-1.7113,1.2127,-0.4843,-2.4991,-1.4831,-0.9639,-0.22,0.3807,-0.1695,1.2746,-1.5789,0.524,0.4545,-0.3551,-3.8516,1.2422,1.0803,0.9117,2.1871,1.139,1.371,4.4769,1.5991,0.8693,8.204,2.7502,0.7701,1.9053,1.5025,1.2741,0.6777,9.193,9.2273,2504580612,22796185961,12260279553,2846196442,3742210147,3623735798,2454927544,9053155313,4083681718,4061564866,3017766406,2651206800,2816770068,2598121786,20461095753,26063667708,3647800000,907453500,117.1252,59.7821,27.9206,31.1128,149.1511,247.0303,56.153,119.9795,99.4058,-18.8442,-19.9269,48.2835,-481.4234,-5.576,27.8342,425.1443,29.4482,59.8573,1.8044,5.3102,4.5933,2.1602,6.9335,2.9323,4.5897,1.9295,2.6039,5.3444,4.57,6.1869,10.3108,4.3025,3.5027,3.2439,5.8206,4.8959,2.0568,13.0295,7.7038,8.43,6.0426,3.63,5.893,4.3757,1.0076,7.3071,1.9318,8.324,41.4036,2.5154,6.6115,2.9363,3.6413,5.3651
2017/9/13,1.6706,4.4025,6.9138,0.4542,3.9631,5.3528,0.932,2.7957,2.9197,2.2051,2.6549,2.8862,4.4573,0.1783,0.695,1.81,4.0627,5.3289,2.4158,1.9084,2.3097,1.0016,1.8451,3.7769,2.9464,1.8694,2.2619,10.8593,4.4729,4.0573,2.7461,0.8587,1.7226,0.855,15.4908,14.1701,2546423247,23799791633,13107925395,2859123905,3890518936,3817707057,2477808422,9306254278,4202913301,4151125282,3097884098,2727727200,2942320910,2602753019,20603310145,26535408300,3796000000,955811000,119.082,62.414,29.851,31.2541,155.0622,260.2533,56.6764,123.3338,102.3082,-19.2598,-20.4559,49.6771,-502.8817,-5.5859,28.0276,432.8392,30.6446,63.047,1.8346,5.544,4.9108,2.17,7.2083,3.0892,4.6324,1.9834,2.6799,5.4623,4.6913,6.3655,10.7703,4.3102,3.527,3.3026,6.0571,5.1568,2.0912,13.6032,8.2365,8.4683,6.282,3.8243,5.9479,4.498,1.037,7.4682,1.983,8.5642,43.2491,2.5199,6.6574,2.9894,3.7892,5.651
2017/9/14,0.2347,0,1.4667,-0.5275,2.1277,3.4642,4.04,-0.6276,-0.4728,-1.5102,-1.7241,0.5776,-0.8534,-0.5338,0.0863,1.3333,-1.0274,0.4885,1.9521,1.6058,2.644,1.1572,2.0481,4.5519,5.4632,1.2176,1.451,6.6906,3.4155,3.5522,1.8696,0.8225,1.1295,1.923,8.46,15.4509,2552400767,23799791633,13300174967,2844041864,3973295935,3949960188,2577912264,9247846825,4183041370,4088432990,3044472304,2743481400,2917210742,2588859320,20621086944,26889213744,3757000000,960480000,119.3615,62.414,30.2888,31.0892,158.3614,269.269,58.9661,122.5597,101.8245,-18.9689,-20.1032,49.964,-498.5901,-5.5561,28.0518,438.6104,30.3298,63.355,1.8389,5.544,4.9829,2.1586,7.3617,3.1963,4.8196,1.971,2.6673,5.3798,4.6104,6.4022,10.6784,4.2872,3.5301,3.3466,5.9949,5.182,2.0961,13.6032,8.3573,8.4236,6.4157,3.9568,6.1882,4.4698,1.0321,7.3555,1.9488,8.6137,42.88,2.5065,6.6632,3.0293,3.7503,5.6786
2017/9/15,2.6932,1.3253,-0.8541,0.6061,2.7778,-1.7857,-0.1109,0.2105,0.7126,2.7382,2.5063,5.9065,-1.7722,-0.1789,1.7241,-2.0468,3.3218,2.2222,2.786,2.461,1.3478,1.3256,2.7438,1.9943,7.6515,1.1442,1.2915,10.4061,4.1422,5.8504,0.9844,0.7929,2.7193,1.1062,12.8122,19.7734,2621142239,24115210558,13186572947,2861278482,4083665266,3879425185,2575052154,9267315976,4212849266,4200383510,3120774868,2905524600,2865513336,2584228087,20976622926,26338849720,3881800000,981824000,122.5761,63.2412,30.0301,31.2777,162.7603,264.4607,58.9007,122.8178,102.5501,-19.4883,-20.607,52.9151,-489.7543,-5.5462,28.5355,429.633,31.3373,64.7629,1.8884,5.6175,4.9403,2.1716,7.5661,3.1392,4.8142,1.9751,2.6863,5.5271,4.726,6.7804,10.4892,4.2795,3.591,3.2781,6.194,5.2971,2.1525,13.7834,8.2859,8.4747,6.5939,3.8861,6.1813,4.4792,1.0394,7.5569,1.9977,9.1225,42.1201,2.502,6.7781,2.9673,3.8749,5.8048
2017/9/18,0,-0.2378,0,0.1506,0.1689,1.3636,0.4813,-1.0504,-1.4151,-0.1066,0.8557,4.4152,0.4639,0.1792,0.339,-0.4478,0.2009,-1.8682,2.2395,1.0704,1.1109,1.1943,3.9875,1.5147,3.0408,1.1751,1.0115,6.3152,3.1645,5.3435,0.7179,0.9122,1.4439,0.9225,10.2734,10.5554,2621142239,24057861662,13186572947,2865587636,4090563349,3932326437,2587445963,9169970220,4153233475,4195905490,3147480765,3033808800,2878806955,2588859320,21047730123,26220914572,3889600000,963481500,122.5761,63.0908,30.0301,31.3248,163.0352,268.0669,59.1842,121.5277,101.0989,-19.4675,-20.7834,55.2514,-492.0264,-5.5561,28.6322,427.7092,31.4003,63.553,1.8884,5.6041,4.9403,2.1749,7.5789,3.182,4.8374,1.9544,2.6483,5.5212,4.7664,7.0798,10.5379,4.2872,3.6031,3.2635,6.2065,5.1982,2.1525,13.7507,8.2859,8.4874,6.605,3.9391,6.2111,4.4321,1.0247,7.5488,2.0148,9.5252,42.3155,2.5065,6.801,2.954,3.8827,5.6963
2017/9/19,-2.6226,-0.7946,-2.5182,-1.1278,-0.0843,0.2242,-2.0634,3.1847,-0.7177,-2.5614,-2.0606,-2.6706,-1.0262,-0.3578,-0.3378,1.1994,-2.4064,0.2423,1.9503,1.1189,0.9586,1.2288,1.402,1.7544,2.2113,2.251,0.7005,5.5929,2.5513,3.1545,0.8982,0.9585,1.2498,0.8201,7.0856,10.8862,2552400767,23866698677,12854505504,2833268979,4087114308,3941143313,2534057247,9462007488,4123425579,4088432990,3082623586,2952787200,2849265580,2579596853,20976622926,26535408300,3796000000,965816000,119.3615,62.5894,29.2738,30.9715,162.8978,268.668,57.963,125.398,100.3733,-18.9689,-20.3551,53.7758,-486.9773,-5.5362,28.5355,432.8392,30.6446,63.707,1.8389,5.5596,4.8159,2.1504,7.5725,3.1891,4.7376,2.0166,2.6293,5.3798,4.6682,6.8907,10.4297,4.2718,3.591,3.3026,6.0571,5.2108,2.0961,13.6414,8.0772,8.3917,6.5995,3.9479,6.0829,4.5733,1.0174,7.3555,1.9733,9.2708,41.8813,2.4975,6.7781,2.9894,3.7892,5.7101
2017/9/20,-0.3513,1.4417,-1.8355,0.9886,-1.6034,-1.1186,0.4891,-0.823,0.4819,-0.5476,0,-0.6098,0,0,-0.8475,0.1481,0.6849,-0.7251,1.4786,0.8028,1.235,1.0167,1.5408,1.1475,1.7848,1.0806,0.7764,4.3859,1.8786,2.0616,1.1358,0.7071,0.8142,0.5563,3.9649,7.6652,2543434488,24210792050,12618562847,2861278482,4021582517,3897058936,2546451056,9384130883,4143297509,4066042886,3082623586,2934782400,2849265580,2579596853,20798854935,26574720016,3822000000,958812500,118.9422,63.4918,28.7365,31.2777,160.2859,265.6628,58.2465,124.3659,100.857,-18.865,-20.3551,53.4479,-486.9773,-5.5362,28.2936,433.4804,30.8545,63.245,1.8324,5.6397,4.7275,2.1716,7.4511,3.1534,4.7608,2,2.6419,5.3503,4.6682,6.8487,10.4297,4.2718,3.5605,3.3075,6.0986,5.173,2.0887,13.8381,7.929,8.4747,6.4937,3.9038,6.1127,4.5356,1.0223,7.3152,1.9733,9.2143,41.8813,2.4975,6.7206,2.9938,3.8152,5.6687
2017/9/21,-0.5875,-1.3818,-1.108,-1.2801,-2.2298,-3.3937,-1.9094,-0.2075,-1.4388,1.2115,-1.7327,-0.9202,-3.577,-0.7181,0.2564,-2.3669,2.0408,0.487,1.2205,1.192,0.8911,1.0233,0.795,1.8169,2.0215,2.0285,0.6699,7.9481,2.052,1.8588,1.2463,1.0399,2.3742,0.6885,10.192,10.3322,2528490689,23876256827,12478744976,2824650670,3931907435,3764805804,2497829190,9364661732,4083681718,4115301115,3029211791,2907775200,2747347838,2561071921,20852185333,25945732560,3900000000,963481500,118.2434,62.6145,28.4181,30.8773,156.7118,256.6471,57.1343,124.1079,99.4058,-19.0936,-20.0024,52.9561,-469.5582,-5.4965,28.3662,423.2205,31.4842,63.553,1.8216,5.5618,4.6751,2.1438,7.285,3.0464,4.6699,1.9959,2.6039,5.4151,4.5873,6.7856,10.0566,4.2411,3.5697,3.2292,6.2231,5.1982,2.0765,13.6469,7.8411,8.3662,6.3489,3.7713,5.9959,4.5262,1.0076,7.4038,1.9391,9.1295,40.3832,2.4796,6.7379,2.923,3.893,5.6963
2017/9/22,-0.8274,-0.7606,1.0504,-0.9916,-0.5263,-0.7026,1.2214,-0.6237,-0.4866,-2.938,-1.1335,-1.4706,-2.9032,-1.4467,1.4493,-0.6061,-0.0667,1.3846,1.0632,0.5872,0.6767,1.1978,0.5494,1.1721,2.4123,1.1819,0.5668,6.3709,1.7178,1.4725,1.1715,1.0574,1.3435,0.635,6.6881,14.0859,2507569372,23694651991,12609824230,2796641167,3911213186,3738355178,2528337028,9306254278,4063809787,3994394554,2994875637,2865013800,2667586126,2524022056,21154390917,25788485696,3897400000,976821500,117.265,62.1383,28.7166,30.5711,155.887,254.8439,57.8321,123.3338,98.9221,-18.5326,-19.7757,52.1773,-455.9259,-5.4169,28.7773,420.6556,31.4632,64.4329,1.8066,5.5195,4.7242,2.1226,7.2466,3.025,4.7269,1.9834,2.5912,5.256,4.5353,6.6859,9.7647,4.1798,3.6214,3.2096,6.2189,5.2702,2.0593,13.5431,7.9235,8.2832,6.3154,3.7448,6.0692,4.498,1.0026,7.1863,1.9171,8.9953,39.2108,2.4437,6.8355,2.9053,3.8904,5.7752
2017/9/25,-1.7878,-0.4841,-2.1483,-2.0031,0.1764,-3.3019,-0.4525,-2.5105,-1.956,-4.8206,-2.0382,-2.7494,0.1107,-2.7523,-2.521,-3.2012,-4.4029,-1.9119,0.9865,0.6787,0.5464,1.1311,0.4606,1.0531,1.442,1.168,0.876,4.8472,1.4831,1.2227,0.6425,0.8484,0.9443,0.5361,6.3885,10.9815,2462737976,23579954200,12338927105,2740622160,3918111269,3614918922,2516896589,9072624464,3984322065,3801839659,2933833586,2786242800,2670540264,2454553559,20621086944,24962939660,3725800000,958145500,115.1685,61.8375,28.0997,29.9587,156.1619,246.4293,57.5705,120.2376,96.9872,-17.6392,-19.3726,50.7427,-456.4308,-5.2679,28.0518,407.1895,30.0779,63.201,1.7743,5.4928,4.6227,2.0801,7.2594,2.9251,4.7055,1.9336,2.5406,5.0026,4.4429,6.502,9.7755,4.0647,3.5301,3.1069,5.9451,5.1694,2.0225,13.4775,7.7533,8.1173,6.3266,3.6211,6.0417,4.3851,0.983,6.8398,1.878,8.748,39.2542,2.3764,6.6632,2.8122,3.7192,5.6648
2017/9/26,-0.1214,0.0811,1.1331,0.1572,1.1444,0.7317,0.1894,0.8584,-0.9975,0.8245,0.13,-0.2423,-0.6084,0.3774,1.2931,0.9449,1.5352,-1.4967,0.8701,0.4949,0.4386,0.7475,0.5405,0.6987,1.447,0.702,1.2483,2.0597,0.8432,0.7238,0.4966,0.5762,0.8475,0.3187,4.1806,8.3873,2459749217,23599070498,12478744976,2744931315,3962948810,3641369548,2521663438,9150501069,3944578204,3833185805,2937648714,2779491000,2654292508,2463816025,20887738931,25198809956,3783000000,943805000,115.0287,61.8876,28.4181,30.0058,157.949,248.2324,57.6795,121.2696,96.0198,-17.7846,-19.3978,50.6198,-453.6539,-5.2877,28.4146,411.0369,30.5397,62.2551,1.7721,5.4973,4.6751,2.0833,7.3425,2.9465,4.7144,1.9502,2.5152,5.0439,4.4486,6.4863,9.716,4.0801,3.5757,3.1363,6.0364,5.092,2.02,13.4884,7.8411,8.1301,6.399,3.6476,6.0532,4.4227,0.9732,6.8962,1.8805,8.7268,39.0154,2.3854,6.7493,2.8388,3.7763,5.58
2017/9/27,0.486,2.9567,0.4902,0.5495,-0.6092,1.6949,4.1966,-0.2128,0.2519,-0.2336,0.1299,0.081,0.1669,0.5639,0,1.8721,0,-1.8728,0.5125,0.8681,0.3756,0.5663,1.322,0.7512,3.3362,0.4529,0.4309,2.002,0.7702,0.8491,0.864,0.4688,0.7429,0.3253,3.0446,5.3332,2471704255,24296815394,12539915295,2760013355,3938805519,3703087676,2627487500,9131031917,3954514170,3824229763,2941463842,2781741600,2658723714,2477709725,20887738931,25670550548,3783000000,926129500,115.5878,63.7174,28.5574,30.1707,156.9867,252.4397,60.1001,121.0116,96.2616,-17.7431,-19.423,50.6608,-454.4112,-5.3176,28.4146,418.7318,30.5397,61.0892,1.7807,5.6598,4.698,2.0948,7.2978,2.9965,4.9123,1.9461,2.5216,5.0321,4.4544,6.4915,9.7322,4.1031,3.5757,3.195,6.0364,4.9967,2.0298,13.8872,7.8795,8.1747,6.36,3.7095,6.3072,4.4133,0.9757,6.8801,1.8829,8.7338,39.0805,2.3989,6.7493,2.892,3.7763,5.4755
2017/9/28,-0.6046,0.118,2.1603,-0.8587,-0.613,-1.4286,-0.254,1.2793,-0.2513,-1.0539,-0.1297,-0.8091,-1.9444,-1.3084,1.7872,-1.072,1.6495,1.2964,0.5682,0.7973,0.6981,0.675,0.631,0.5879,1.6616,1.0914,0.4025,2.3421,1.3449,0.9763,0.6786,0.4581,2.0493,0.5066,4.2484,8.0373,2456760457,24325489841,12810812419,2736313006,3914662227,3650186424,2620813910,9247846825,3944578204,3783927576,2937648714,2759235600,2607026308,2445291093,21261051712,25395368536,3845400000,938135500,114.8889,63.7926,29.1743,29.9116,156.0244,248.8334,59.9474,122.5597,96.0198,-17.5561,-19.3978,50.2509,-445.5754,-5.248,28.9224,414.2431,31.0434,61.8811,1.77,5.6665,4.7995,2.0768,7.253,2.9537,4.8998,1.971,2.5152,4.9791,4.4486,6.439,9.543,4.0494,3.6396,3.1607,6.1359,5.0614,2.0176,13.9036,8.0498,8.1045,6.321,3.6565,6.2912,4.4698,0.9732,6.8076,1.8805,8.6632,38.3206,2.3675,6.87,2.861,3.8385,5.5465
2017/9/29,1.4599,2.1611,-1.0914,1.8898,0.2643,0.4831,0.5457,-0.2105,0.5038,0.7101,1.1688,1.9576,1.0198,2.2727,-0.2508,-0.4644,-0.4057,0.2844,0.5948,1.3802,0.4509,0.9841,0.4119,0.4984,1.1756,0.5998,0.2885,1.9118,1.1317,0.8684,0.5083,0.6751,0.9985,0.406,2.7403,5.3752,2492625573,24851188050,12670994549,2788022858,3925009352,3667820175,2635114459,9228377674,3964450135,3810795701,2971984868,2813250000,2633613546,2500865890,21207721314,25277433388,3829800000,940803500,116.5661,65.1712,28.8559,30.4769,156.4368,250.0355,60.2745,122.3017,96.5035,-17.6808,-19.6246,51.2346,-450.1195,-5.3673,28.8498,412.3194,30.9175,62.0571,1.7958,5.7889,4.7471,2.116,7.2722,2.968,4.9265,1.9668,2.5279,5.0144,4.5006,6.5651,9.6403,4.1414,3.6305,3.146,6.111,5.0758,2.047,14.2041,7.9619,8.2577,6.3377,3.6741,6.3255,4.4604,0.9781,6.856,1.9024,8.8327,38.7114,2.4213,6.8527,2.8477,3.823,5.5622
2017/10/9,0.9592,-0.3846,0.6897,0.7728,0.7909,0.7212,4.1968,1.6878,0.5013,1.5276,1.027,2.24,1.0095,-0.1852,3.4367,1.5552,2.3761,0.1063,0.8285,2.7517,0.5444,0.7854,0.3868,0.7769,3.1874,1.2669,0.4417,2.5981,1.2782,1.5261,0.4885,0.8053,2.3373,0.3232,6.1864,5.364,2516535651,24755606558,12758380718,2809568630,3963771803,3694270801,2745705370,9384130883,3984322065,3869009971,3002505893,2876266800,2660200783,2496234657,21936570077,25670550548,3920800000,941804000,117.6843,64.9206,29.0549,30.7124,157.9257,251.8387,62.8041,124.3659,96.9872,-17.9509,-19.8261,52.3823,-454.6637,-5.3573,29.8413,418.7318,31.6521,62.1231,1.813,5.7667,4.7799,2.1324,7.3414,2.9894,5.1333,2,2.5406,5.091,4.5469,6.7121,9.7376,4.1338,3.7553,3.195,6.2563,5.0812,2.0666,14.1495,8.0168,8.3215,6.398,3.7006,6.591,4.5356,0.983,6.9607,1.922,9.0306,39.1022,2.4168,7.0883,2.892,3.9138,5.5682
2017/10/10,1.3064,0.4633,1.5753,2.2239,0.4359,4.0573,-0.3125,1.8672,3.2419,1.7361,1.3977,2.0344,1.8323,0.5566,2.6742,0.4594,4.5756,2.2309,0.9751,1.7364,0.817,1.672,0.5724,1.9329,1.9202,1.2596,1.6464,3.8413,2.1136,2.0027,0.8261,0.5928,2.6408,0.5027,10.5595,11.2572,2549412007,24870304349,12959368907,2872051368,3981050669,3844157683,2737125040,9559353244,4113489614,3936180283,3044472304,2934782400,2708944051,2510128356,22523204447,25788485696,4100200000,962814500,119.2217,65.2214,29.5127,31.3954,158.6142,262.0565,62.6079,126.6881,100.1314,-18.2625,-20.1032,53.4479,-462.9945,-5.3871,30.6394,420.6556,33.1004,63.509,1.8367,5.7934,4.8552,2.1798,7.3734,3.1106,5.1172,2.0374,2.6229,5.1794,4.6104,6.8487,9.9161,4.1568,3.8557,3.2096,6.5425,5.1946,2.0936,14.215,8.1431,8.5066,6.4259,3.8508,6.5704,4.6203,1.0149,7.0815,1.9488,9.2143,39.8187,2.4303,7.2778,2.9053,4.0929,5.6924
2017/10/11,-0.1172,-0.4228,-0.0674,0,0.8681,3.211,-0.1045,0.4073,-0.4831,-0.7964,1.8797,-1.1503,0.8179,1.2915,-0.9471,1.0671,1.3951,1.3855,0.9773,1.0816,0.6856,1.727,0.6274,3.357,1.5131,1.999,0.782,3.122,3.7107,1.3383,0.6574,1.153,2.0681,1.0747,10.0627,10.541,2546423247,24765164707,12950630290,2872051368,4015608400,3967593939,2734264931,9598291547,4093617683,3904834138,3101699227,2901023400,2731100082,2542546988,22309882858,26063667708,4157400000,976154500,119.082,64.9456,29.4928,31.3954,159.991,270.4711,62.5424,127.2041,99.6477,-18.1171,-20.4811,52.8331,-466.7813,-5.4567,30.3492,425.1443,33.5622,64.3889,1.8346,5.7689,4.8519,2.1798,7.4374,3.2105,5.1119,2.0457,2.6103,5.1382,4.6971,6.7699,9.9972,4.2105,3.8192,3.2439,6.6338,5.2666,2.0912,14.1549,8.1376,8.5066,6.4817,3.9744,6.5635,4.6392,1.01,7.0251,1.9855,9.1083,40.1444,2.4616,7.2089,2.9363,4.15,5.7713
2017/10/12,-1.1737,0.5017,-1.9568,-0.9002,-1.5491,-1.7778,-2.0921,0,0.2427,1.3761,-0.369,-0.7758,-1.6766,-0.1821,-0.1594,-1.2066,-1.8136,-1.5716,0.881,0.9778,0.6326,1.0965,0.6151,1.5253,1.8355,0.9711,0.8449,2.9247,1.8147,0.8147,0.4536,0.5954,1.3672,0.482,5.818,6.3799,2516535651,24889420647,12697210399,2846196442,3953404484,3897058936,2677062735,9598291547,4103553648,3958570387,3090253842,2878517400,2685310951,2537915755,22274329260,25749173980,4082000000,960813500,117.6843,65.2715,28.9156,31.1128,157.5127,265.6628,61.234,127.2041,99.8896,-18.3664,-20.4055,52.4232,-458.9553,-5.4468,30.3008,420.0143,32.9535,63.377,1.813,5.7978,4.757,2.1602,7.3222,3.1534,5.005,2.0457,2.6166,5.2089,4.6797,6.7174,9.8296,4.2028,3.8131,3.2047,6.5135,5.1838,2.0666,14.226,7.9784,8.43,6.3813,3.9038,6.4262,4.6392,1.0125,7.1218,1.9782,9.0377,39.4713,2.4572,7.1974,2.9008,4.0747,5.6806
2017/10/13,0.1188,1.2289,-0.9635,0.4542,-1.2238,-0.4525,0.4274,2.0284,-0.2421,-0.5656,-0.6173,-0.6255,0.33,0.5474,2.8731,1.9847,2.1656,0.2777,0.615,0.7553,0.4795,1.0075,0.6525,0.9617,1.3419,1.3515,0.6183,2.088,1.5349,1.0171,0.4369,0.7194,2.1203,0.5641,5.2815,5.7075,2519524410,25195281423,12574869762,2859123905,3905023660,3879425185,2688503174,9792983059,4093617683,3936180283,3071178201,2860512600,2694173364,2551809455,22914294027,26260226288,4170400000,963481500,117.824,66.0736,28.637,31.2541,155.5851,264.4607,61.4957,129.7843,99.6477,-18.2625,-20.2795,52.0953,-460.47,-5.4766,31.1714,428.3505,33.6671,63.553,1.8152,5.8691,4.7111,2.17,7.2326,3.1392,5.0263,2.0871,2.6103,5.1794,4.6509,6.6754,9.862,4.2258,3.9227,3.2684,6.6545,5.1982,2.0691,14.4008,7.9015,8.4683,6.3032,3.8861,6.4536,4.7333,1.01,7.0815,1.9659,8.9811,39.6016,2.4706,7.4042,2.9584,4.163,5.6963
2017/10/16,0.8304,3.1108,0.8339,-0.6029,-2.0354,-2.7273,-5.3546,-3.1809,9.9515,2.3891,0,0,-1.0417,0.363,-3.3359,-1.497,-0.4364,0.5884,2.6896,1.3459,0.7287,2.5201,0.5786,2.1588,3.8249,2.08,6.3645,9.3855,4.1613,2.0856,0.681,1.3133,2.7387,0.7796,14.9523,13.1541,2540445728,25979049662,12679733165,2841887287,3825540877,3773622680,2544544316,9481476639,4500992258,4030218720,3071178201,2860512600,2666109058,2561071921,22149891666,25867109128,4152200000,969151000,118.8024,68.129,28.8758,31.0657,152.4183,257.2481,58.2029,125.656,109.5641,-18.6988,-20.2795,52.0953,-455.6735,-5.4965,30.1315,421.9381,33.5202,63.927,1.8303,6.0517,4.7504,2.1569,7.0854,3.0536,4.7572,2.0208,2.87,5.3032,4.6509,6.6754,9.7593,4.2411,3.7918,3.2194,6.6255,5.2288,2.0863,14.8488,7.9674,8.4172,6.1749,3.7801,6.1081,4.5827,1.1105,7.2507,1.9659,8.9811,39.1891,2.4796,7.1572,2.9141,4.1448,5.7298
2017/10/17,-2.8235,-0.6623,-1.8608,-2.047,-0.0903,-3.972,-0.8992,-0.616,-3.7528,-2.4444,-2.4845,-3.7766,-1.385,-0.7233,-1.0433,-2.1277,-3.6318,-4.0262,1.3813,0.8195,0.457,1.4864,0.4852,1.5885,1.7573,0.8572,6.3088,4.0525,2.1284,1.4616,0.6086,0.795,1.8434,0.6172,9.8743,8.8797,2468715496,25807002975,12443790508,2783713704,3822085104,3623735798,2521663438,9423069186,4332080849,3931702262,2994875637,2752483800,2629182339,2542546988,21918793278,25316745104,4001400000,930131500,115.448,67.6778,28.3385,30.4298,152.2806,247.0303,57.6795,124.8819,105.4524,-18.2417,-19.7757,50.1279,-449.3622,-5.4567,29.8171,412.9607,32.3028,61.3532,1.7786,6.0116,4.662,2.1128,7.079,2.9323,4.7144,2.0083,2.7623,5.1735,4.5353,6.4233,9.6241,4.2105,3.7522,3.1509,6.3849,5.0182,2.0274,14.7504,7.8191,8.2449,6.1693,3.63,6.0532,4.5545,1.0688,7.0735,1.9171,8.642,38.6463,2.4616,7.0825,2.8521,3.9943,5.4992
2017/10/18,-0.2421,-0.2593,0.9831,-0.6192,0.1808,0,-4.4612,0.4132,5.5046,3.8724,1.7834,0,0.2809,-0.9107,-0.0811,0.1553,0.3899,-1.6135,1.3564,0.7086,0.606,1.1896,0.2336,0.9231,1.9403,2.3453,7.3744,10.3112,4.4799,1.083,0.5104,1.0489,2.5001,0.6551,10.2379,5.8985,2462737976,25740095930,12566131145,2766477086,3828996650,3623735798,2409165788,9462007488,4570544015,4083954970,3048287432,2752483800,2636567683,2519390823,21901016479,25356056820,4017000000,915124000,115.1685,67.5024,28.6171,30.2414,152.556,247.0303,55.1063,125.398,111.2571,-18.9481,-20.1284,50.1279,-450.6244,-5.407,29.793,413.6019,32.4287,60.3632,1.7743,5.996,4.7079,2.0997,7.0918,2.9323,4.5041,2.0166,2.9144,5.3739,4.6162,6.4233,9.6511,4.1721,3.7492,3.1558,6.4098,4.9373,2.0225,14.7122,7.896,8.1939,6.1805,3.63,5.7831,4.5733,1.1277,7.3474,1.9513,8.642,38.7548,2.4392,7.0768,2.8565,4.0098,5.4104
2017/10/19,-3.1553,-1.5967,-0.765,-1.4798,-1.083,-2.6764,0.5936,-3.0864,-1.3043,2.7412,-2.1277,-3.843,-2.465,-3.3088,-2.5162,-3.2558,-1.4887,-5.9038,1.7067,0.807,0.3968,1.6985,0.2972,1.0359,1.4406,1.4761,3.7268,12.6737,2.5583,1.2605,0.4826,1.1298,1.7527,0.6019,6.9742,7.925,2385030225,25329095513,12470006359,2725540120,3787527372,3526750168,2423466337,9169970220,4510928224,4195905490,2983430252,2646705600,2571576659,2436028626,21349935707,24530510784,3957200000,861097000,111.5345,66.4245,28.3982,29.7939,150.9038,240.4188,55.4334,121.5277,109.806,-19.4675,-19.7001,48.2015,-439.5166,-5.2281,29.0433,400.1358,31.946,56.7995,1.7183,5.9002,4.6718,2.0686,7.015,2.8538,4.5308,1.9544,2.8763,5.5212,4.518,6.1764,9.4132,4.0341,3.6549,3.0531,6.3143,4.6458,1.9586,14.4773,7.8356,8.0726,6.1136,3.5328,5.8174,4.4321,1.113,7.5488,1.9098,8.3098,37.7995,2.3585,6.8987,2.7635,3.9501,5.091
2017/10/20,0.6266,-0.5283,-0.1402,0.7905,1.0949,1.75,-0.1574,1.4862,-2.2026,0.1067,2.4297,1.0204,2.1827,2.2814,1.6653,3.8462,0.2628,1.4717,0.739,0.4954,0.4059,0.6317,0.2808,0.6736,1.2507,0.8489,2.5152,7.9429,2.2683,0.5283,0.4716,0.547,1.3832,0.5221,5.3602,3.1442,2399974023,25195281423,12452529125,2747085892,3828996650,3588468296,2419652857,9306254278,4411568571,4200383510,3055917688,2673712800,2627705271,2491603424,21705471689,25473991968,3967600000,873770000,112.2333,66.0736,28.3584,30.0294,152.556,244.6261,55.3461,123.3338,107.3873,-19.4883,-20.1788,48.6934,-449.1097,-5.3474,29.527,415.5256,32.0299,57.6355,1.7291,5.8691,4.6653,2.085,7.0918,2.9037,4.5237,1.9834,2.813,5.5271,4.6277,6.2394,9.6187,4.1261,3.7157,3.1705,6.3309,4.7142,1.9709,14.4008,7.8246,8.1364,6.1805,3.5946,5.8083,4.498,1.0884,7.5569,1.9562,8.3946,38.6246,2.4123,7.0136,2.8698,3.9605,5.1659
