ÈÕÆÚ,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH
2014/1/2,0.7543,0.1833,-1.3797,,0,0.423,,0.6227,1.2255,-0.2849,-0.129,0.2186,1.0582,1.1804,-1.1494,-1.4805,,,0.765,0.6898,0.8247,,,6.0205,,1.6306,1.1739,2.4695,0.7119,3.5878,0.5715,0.5338,0.9712,3.578,,,2794468207,11363814000,11268063438,,843795024,1285124376,,15731074178,2512692000,3057614560,2484540000,1876182000,1410600637,1816250844,19874461383,7210200000,,,50.1088,61.005,35.7653,,162.9677,79.0977,,41.35,71.0709,261.7252,163.787,-53.0094,294.392,-47.1559,-52.7475,184.2745,,,2.1667,7.1919,7.2957,,2.1765,2.2581,,3.3724,2.959,3.1553,6.0745,5.2912,4.9169,2.6815,4.0688,3.1693,,,1.6497,6.0295,8.0227,,2.7053,6.6878,,6.7318,1.1995,1.672,2.8621,4.5426,12.2546,1.3345,2.1122,2.4606,,
2014/1/3,0,3.1833,1.0784,,0,2.3589,,-2.7228,0,1.5714,-2.8424,-2.2901,-1.8848,-1.1667,-3.0411,-3.1421,,,1.5263,1.6763,1.1746,,,11.0587,,1.7067,1.0686,3.9986,0.7061,3.721,0.5841,0.6493,1.0806,3.4066,,,2794468207,11725560000,11389578550,,843795024,1315439020,,15302752851,2512692000,3105662789,2413920000,1833216000,1384013400,1795061251,19270050214,6983650000,,,50.1088,62.947,36.151,,162.9677,80.9635,,40.2242,71.0709,265.838,159.1316,-51.7954,288.8433,-46.6057,-51.1433,178.4845,,,2.1667,7.4208,7.3744,,2.1765,2.3114,,3.2806,2.959,3.2049,5.9019,5.17,4.8242,2.6503,3.9451,3.0697,,,1.6497,6.2214,8.1092,,2.7053,6.8456,,6.5485,1.1995,1.6982,2.7807,4.4386,12.0236,1.3189,2.0479,2.3833,,
2014/1/6,-5.8824,-8.156,-3.316,,0,-7.4074,,-6.2341,-6.2954,-5.3446,-4.9202,-5.0223,-4.0555,-5.5649,-5.9963,-6.7701,,,1.6388,1.8032,0.8655,,,8.9744,,2.2936,1.9606,3.1798,0.8648,3.2242,0.9054,0.7473,1.4193,4.0118,,,2630087724,10769220000,11011896447,,843795024,1217999093,,14348764442,2354508000,2939677998,2295150000,1741146000,1327884788,1695167454,18114558273,6510850000,,,47.1612,57.813,34.9523,,162.9677,74.9662,,37.7165,66.5967,251.6301,151.302,-49.1941,277.1292,-44.0122,-48.0766,166.4009,,,2.0392,6.8156,7.1298,,2.1765,2.1402,,3.0761,2.7727,3.0336,5.6115,4.9104,4.6286,2.5028,3.7085,2.8619,,,1.5527,5.714,7.8403,,2.7053,6.3385,,6.1403,1.124,1.6075,2.6439,4.2157,11.536,1.2455,1.9251,2.2219,,
2014/1/7,-0.5682,-1.1197,-5.1596,,-8.459,0.8889,,0.1357,-1.938,-0.5944,0.979,0.7051,0.2225,-1.25,0.9814,2.118,,,0.8608,1.5653,1.3473,,9.217,5.0113,,1.9193,1.9703,2.663,0.6224,1.8055,0.668,0.6661,0.9706,0.775,,,2615144044,10648638000,10443731196,,772418728,1228825751,,14368233593,2308878000,2922205915,2317620000,1753422000,1330838926,1673977861,18292326264,26535408300,,,46.8933,57.1657,33.1489,,149.1823,75.6326,,37.7677,65.3061,250.1345,152.7833,-49.5409,277.7458,-43.462,-48.5484,169.9253,,,2.0276,6.7393,6.762,,1.9924,2.1592,,3.0802,2.7189,3.0155,5.6664,4.945,4.6388,2.4715,3.7449,2.9225,,,1.5438,5.65,7.4358,,2.4765,6.3948,,6.1486,1.1022,1.5979,2.6698,4.2454,11.5617,1.2299,1.944,2.269,,
2014/1/8,-0.4571,3.5143,0.5346,,1.4639,3.5242,,-1.2195,0.1318,-0.299,-0.9695,0.7001,-0.333,-2.7125,-1.7493,-1.3333,,,0.8524,1.5214,1.0732,,7.1989,9.0718,,1.6475,1.112,2.4395,0.5817,1.5799,0.8166,0.8246,1.2365,0.6432,,,2603189100,11022858000,10499562463,,783725864,1272132386,,14193011232,2311920000,2913469874,2295150000,1765698000,1326407720,1628571590,17972343880,26181602856,,,46.6789,59.1746,33.3261,,151.3661,78.298,,37.3071,65.3921,249.3867,151.302,-49.8878,276.821,-42.2831,-47.6992,167.6596,,,2.0183,6.9761,6.7981,,2.0216,2.2353,,3.0427,2.7225,3.0065,5.6115,4.9796,4.6234,2.4044,3.6794,2.8836,,,1.5368,5.8486,7.4755,,2.5127,6.6202,,6.0736,1.1037,1.5931,2.6439,4.2751,11.5232,1.1966,1.91,2.2388,,
2014/1/9,-3.7887,-3.9985,-2.5023,,-5.3201,-2.4681,,0.823,-0.7895,-2.9985,0.5594,-2.6651,-1.4477,-2.4164,0.1978,1.2012,,,1.129,2.3194,1.1781,,5.202,7.876,,2.0397,0.916,2.1678,0.7099,1.9842,0.7458,0.5707,1.2366,1.1449,,,2504560810,10582110000,10236827087,,742030800,1240735076,,14309826139,2293668000,2826109458,2307990000,1718640000,1307205826,1589219489,18007897478,26496096584,,,44.9104,68.0459,32.4921,,143.3133,76.3656,,37.6142,64.8759,241.9089,152.1484,-48.5582,272.8135,-41.2614,-47.7936,169.6735,,,1.9419,8.022,6.628,,1.914,2.1801,,3.0677,2.701,2.9164,5.6429,4.8469,4.5565,2.3463,3.6867,2.9182,,,1.4786,6.7253,7.2884,,2.3791,6.4568,,6.1236,1.095,1.5454,2.6587,4.1612,11.3564,1.1677,1.9138,2.2656,,
2014/1/10,-1.79,-2.947,-0.5775,,-2,-0.2618,,-2.3129,-1.5915,-3.4003,-2.3644,-2.0238,-2.5989,-0.381,-0.691,-0.5935,,,0.6888,1.5152,1.1963,,3.831,4.9229,,1.7064,0.7536,1.9244,0.6968,1.6461,0.9068,0.4117,0.9036,0.6716,,,2459729769,10270260000,10177711628,,727190184,1237487078,,13978850569,2257164000,2730013000,2253420000,1683858000,1273233245,1583165319,17883459885,26338849720,,,44.1065,66.0406,32.3045,,140.447,76.1657,,36.7442,63.8434,233.6832,148.551,-47.5755,265.7235,-41.1042,-47.4633,168.6666,,,1.9071,7.7856,6.5897,,1.8758,2.1744,,2.9968,2.658,2.8172,5.5095,4.7488,4.4381,2.3374,3.6612,2.9009,,,1.4521,6.5272,7.2464,,2.3315,6.4399,,5.982,1.0775,1.4928,2.5958,4.077,11.0612,1.1632,1.9006,2.2522,,
2014/1/13,0.1215,1.0121,0.6776,,-1.2634,1.9248,,-0.6964,-1.3477,-2.4,-1.8519,0.1215,-0.9281,0.5736,-0.5964,2.2388,,,0.552,1.1048,0.4972,,3.2291,4.8679,,1.2584,0.7754,2.0393,0.4786,1.1704,0.7097,0.3029,0.7519,0.6121,,,2462718505,10374210000,10246679664,,718003136,1261305727,,13881504813,2226744000,2664492688,2211690000,1685904000,1261416695,1592246573,17776799090,26928525460,,,44.1601,66.709,32.5234,,138.6727,77.6317,,36.4883,62.983,228.0748,145.8001,-47.6333,263.2574,-41.34,-47.1802,172.4427,,,1.9094,7.8644,6.6344,,1.8521,2.2163,,2.9759,2.6222,2.7496,5.4074,4.7546,4.3969,2.3508,3.6394,2.9658,,,1.4539,6.5932,7.2955,,2.302,6.5639,,5.9403,1.063,1.457,2.5478,4.0819,10.9586,1.1699,1.8892,2.3026,,
2014/1/14,2.0631,3.3667,1.2821,,3.4449,3.6052,,3.0856,2.3224,2.9508,2.7576,2.1845,0,1.9011,2.8,4.5255,,,0.7841,1.2438,0.4893,,3.5918,8.2296,,1.8781,0.7676,1.9388,0.5048,1.4695,,0.3196,1.0938,1.2179,,,2513527018,10723482000,10378047352,,742737496,1306777693,,14309826139,2278458000,2743117062,2272680000,1722732000,1261416695,1622517421,18274549465,28147188656,,,45.0711,68.955,32.9404,,143.4498,80.4304,,37.6142,64.4457,234.8049,149.8207,-48.6738,263.2574,-42.1259,-48.5013,180.2467,,,1.9488,8.1291,6.7194,,1.9159,2.2962,,3.0677,2.6831,2.8307,5.5566,4.8584,4.3969,2.3955,3.7413,3.1001,,,1.4839,6.8152,7.389,,2.3813,6.8005,,6.1236,1.0877,1.5,2.618,4.1711,10.9586,1.1921,1.9421,2.4068,,
2014/1/15,1.4269,-0.1939,0.9494,,2.3787,1.8227,,2.3129,2.1362,3.5032,3.6723,0.9501,0,0.3731,3.1128,5.7263,,,0.7964,0.6603,0.6345,,4.3883,12.7386,,2.2297,1.1944,3.1696,0.9711,1.7555,,0.3514,1.4428,1.862,,,2549391851,10702692000,10476573118,,760404896,1330596342,,14640801710,2327130000,2839213520,2356140000,1739100000,1261416695,1628571590,18843407035,29758969012,,,45.7142,68.8213,33.2531,,146.862,81.8964,,38.4842,65.8223,243.0306,155.3226,-49.1363,263.2574,-42.2831,-50.011,190.5681,,,1.9766,8.1134,6.7832,,1.9614,2.338,,3.1387,2.7404,2.9299,5.7606,4.9046,4.3969,2.4044,3.8577,3.2776,,,1.505,6.802,7.4591,,2.438,6.9245,,6.2652,1.1109,1.5525,2.7142,4.2107,10.9586,1.1966,2.0026,2.5446,,
2014/1/16,-0.7034,-0.272,-2.0376,,-0.5576,-2.3596,,-1.0638,-0.6536,-1.5385,-0.4087,1.2941,0,-0.3717,-1.3208,-2.3778,,,0.6438,0.6959,0.7841,,6.0891,9.8816,,1.5403,0.826,2.3005,0.81,2.0243,,0.435,0.9617,1.2403,,,2531459434,10673586000,10263100625,,756164720,1299199032,,14485048500,2311920000,2795533312,2346510000,1761606000,1261416695,1622517421,18594531848,29051358124,,,45.3927,68.6341,32.5755,,146.0431,79.964,,38.0748,65.3921,239.2916,154.6878,-49.7722,263.2574,-42.1259,-49.3505,186.0367,,,1.9627,8.0913,6.645,,1.9505,2.2828,,3.1053,2.7225,2.8848,5.7371,4.9681,4.3969,2.3955,3.8068,3.1996,,,1.4944,6.7835,7.3071,,2.4244,6.7611,,6.1986,1.1037,1.5287,2.7031,4.2652,10.9586,1.1921,1.9761,2.4841,,
2014/1/17,-2.5974,-2.6101,-2.336,,0.3738,-3.8333,,-3.629,0.7895,-3.9063,-2.736,-2.9036,0,-2.4254,-3.5373,-3.9242,,,0.605,0.6361,0.6475,,4.2288,6.234,,1.2234,1.1354,2.2595,0.5998,1.0925,,0.3933,0.8059,0.7724,,,2465707241,10395000000,10023354594,,758991504,1249396402,,13959381418,2330172000,2686332792,2282310000,1710456000,1261416695,1583165319,17936790282,27911318360,,,44.2137,66.8427,31.8146,,146.589,76.8987,,36.693,65.9084,229.9443,150.4555,-48.327,263.2574,-41.1042,-47.6048,178.7362,,,1.9118,7.8801,6.4898,,1.9578,2.1953,,2.9926,2.744,2.7721,5.5801,4.8238,4.3969,2.3374,3.6721,3.0741,,,1.4556,6.6064,7.1365,,2.4334,6.5019,,5.9736,1.1124,1.4689,2.6291,4.1414,10.9586,1.1632,1.9062,2.3867,,
2014/1/20,0.6061,0.44,-1.2123,,4.3762,2.5997,,-0.1395,0.9138,2.6016,2.1097,1.0766,0,1.1472,0.892,0.2817,,,1.207,1.6199,0.9057,,12.8776,12.9754,,2.0584,1.7624,3.803,1.1258,2.2185,,0.487,1.027,0.6799,,,2480650922,10440738000,9901839483,,792206216,1281876378,,13939912266,2351466000,2756221125,2330460000,1728870000,1261416695,1601327827,18096781474,27989941792,,,44.4816,67.1368,31.4289,,153.004,78.8978,,36.6419,66.5107,235.9266,153.6297,-48.8472,263.2574,-41.5758,-48.0295,179.2397,,,1.9233,7.9148,6.4111,,2.0435,2.2524,,2.9884,2.7691,2.8443,5.6978,4.8758,4.3969,2.3642,3.7049,3.0827,,,1.4644,6.6355,7.0499,,2.5399,6.6709,,5.9653,1.1226,1.5072,2.6846,4.186,10.9586,1.1766,1.9232,2.3934,,
2014/1/21,0.6024,-1.7921,-2.6866,,1.8733,-1.1824,,0.6983,-1.0349,-0.6339,0,0.4734,0,1.1342,0.0982,0.8427,,,0.6313,0.968,1.2595,,11.4781,7.6405,,1.3268,1.9626,2.0627,0.645,1.0935,,0.3609,0.7477,0.6762,,,2495594602,10253628000,9635819915,,807046832,1266719056,,14037258022,2327130000,2738749042,2330460000,1737054000,1261416695,1619490336,18114558273,28225812088,,,44.7496,65.9337,30.5845,,155.8703,77.9649,,36.8977,65.8223,234.431,153.6297,-49.0785,263.2574,-42.0473,-48.0766,180.7502,,,1.9349,7.7729,6.2389,,2.0817,2.2258,,3.0093,2.7404,2.8262,5.6978,4.8988,4.3969,2.391,3.7085,3.1087,,,1.4733,6.5166,6.8605,,2.5875,6.592,,6.0069,1.1109,1.4976,2.6846,4.2058,10.9586,1.1899,1.9251,2.4135,,
2014/1/22,1.9162,1.176,4.0559,,0.0876,0.5983,,3.19,1.5686,1.9139,2.8926,1.8846,0,2.0561,2.8459,5.0139,,,1.0543,1.5333,0.9307,,7.3344,6.8075,,2.5487,1.9097,2.5389,1.1063,2.1858,,0.6073,1.3904,1.5409,,,2543414379,10374210000,10026638787,,807753528,1274297717,,14485048500,2363634000,2791165291,2397870000,1769790000,1261416695,1652788268,18630085446,29641033864,,,45.6071,66.709,31.825,,156.0068,78.4313,,38.0748,66.8549,238.9177,158.0735,-50.0034,263.2574,-42.9119,-49.4449,189.8128,,,1.972,7.8644,6.4919,,2.0836,2.2391,,3.1053,2.7834,2.8803,5.8626,4.9912,4.3969,2.4402,3.8141,3.2646,,,1.5015,6.5932,7.1388,,2.5898,6.6315,,6.1986,1.1284,1.5263,2.7622,4.285,10.9586,1.2144,1.9799,2.5346,,
2014/1/23,-0.235,-1.523,2.0635,,0.2625,0.7647,,0,-0.5148,0.313,0.4016,-0.8092,0,-1.0989,-0.0954,-0.6631,,,0.7379,1.2754,0.8665,,5.4402,6.6474,,1.8389,1.6383,3.1276,1.1845,1.5414,,0.4471,1.1013,0.9079,,,2537436906,10216206000,10233542895,,809873616,1284041710,,14485048500,2351466000,2799901333,2407500000,1755468000,1261416695,1634625760,18612308647,29444475284,,,45.4999,65.693,32.4817,,156.4162,79.031,,38.0748,66.5107,239.6655,158.7084,-49.5987,263.2574,-42.4403,-49.3977,188.5541,,,1.9674,7.7446,6.6259,,2.089,2.2562,,3.1053,2.7691,2.8893,5.8862,4.9508,4.3969,2.4134,3.8104,3.2429,,,1.498,6.4928,7.2861,,2.5966,6.6822,,6.1986,1.1226,1.531,2.7733,4.2504,10.9586,1.201,1.978,2.5178,,
2014/1/24,6.2426,0.3256,-0.5135,,0.4363,2.1079,,1.0753,1.8111,2.8081,0.6667,0.9324,0,1.4815,0.5731,-0.8011,,,2.7406,1.8605,0.6959,,4.8326,8.5441,,2.3448,1.849,4.2896,1.0582,2.2408,,0.4851,1.1265,1.0074,,,2695839917,10249470000,10180995820,,813407096,1311108356,,14640801710,2394054000,2878525707,2423550000,1771836000,1261416695,1658842438,18718969442,29208604988,,,48.3403,65.9069,32.3149,,157.0987,80.697,,38.4842,67.7153,246.3956,159.7664,-50.0612,263.2574,-43.069,-49.6808,187.0437,,,2.0902,7.7698,6.5918,,2.0981,2.3038,,3.1387,2.8192,2.9705,5.9254,4.9969,4.3969,2.4491,3.8323,3.217,,,1.5915,6.5139,7.2487,,2.6079,6.823,,6.2652,1.1429,1.574,2.7918,4.29,10.9586,1.2188,1.9894,2.4976,,
2014/1/27,0.7761,-1.5822,-1.5484,,-1.0426,-3.0553,,2.1277,-2.1601,-1.8209,-0.7947,-1.2702,0,-1.2774,-1.5195,0.6729,,,3.0562,0.9077,0.5463,,3.5952,5.6549,,2.8348,1.6856,2.4923,0.7676,1.5217,,0.5002,1.1603,1.2641,,,2716761069,10087308000,10023354594,,804926744,1271049720,,14952308129,2342340000,2826109458,2404290000,1749330000,1261416695,1637652844,18434540656,29405163568,,,48.7154,64.8642,31.8146,,155.4608,78.2314,,39.303,66.2526,241.9089,158.4968,-49.4253,263.2574,-42.5189,-48.9259,188.3024,,,2.1064,7.6469,6.4898,,2.0763,2.2334,,3.2055,2.7583,2.9164,5.8783,4.9335,4.3969,2.4179,3.774,3.2386,,,1.6038,6.4109,7.1365,,2.5807,6.6146,,6.3985,1.1182,1.5454,2.7696,4.2355,10.9586,1.2033,1.9591,2.5144,,
2014/1/28,0.11,-3.1327,1.4089,,-1.7559,-3.0664,,-2.6042,-1.2987,-1.2365,-3.0708,-2.807,0,-0.7394,-10.0289,-4.0107,,,2.8922,1.9994,1.1619,,3.313,4.868,,1.8972,1.1017,2.0183,1.1238,1.5166,,0.3098,1.9993,1.0757,,,2719749806,9771300000,10164574859,,790792824,1232073749,,14562925105,2311920000,2791165291,2330460000,1700226000,1261416695,1625544505,16585753551,28225812088,,,48.769,62.8322,32.2628,,152.731,75.8325,,38.2795,65.3921,238.9177,153.6297,-48.0379,263.2574,-42.2045,-44.0191,180.7502,,,2.1087,7.4073,6.5812,,2.0398,2.1649,,3.122,2.7225,2.8803,5.6978,4.795,4.3969,2.4,3.3955,3.1087,,,1.6056,6.21,7.237,,2.5354,6.4118,,6.2319,1.1037,1.5263,2.6846,4.1166,10.9586,1.1944,1.7627,2.4135,,
2014/1/29,-1.3187,-0.383,-1.3893,,0.6256,-0.703,,-1.0695,-0.3947,-1.0955,0.6887,0,0,0,-9.8607,-0.2786,,,1.0448,1.2298,0.5968,,2.1785,4.3278,,1.8214,0.742,2.1823,0.5827,1.0417,,0.3185,4.9458,0.786,,,2683884973,9733878000,10023354594,,795739696,1223412422,,14407171895,2302794000,2760589146,2346510000,1700226000,1261416695,1625544505,14950288035,28147188656,,,48.1259,62.5915,31.8146,,153.6864,75.2994,,37.8701,65.134,236.3005,154.6878,-48.0379,263.2574,-42.2045,-39.6786,180.2467,,,2.0809,7.3789,6.4898,,2.0526,2.1497,,3.0886,2.7118,2.8488,5.7371,4.795,4.3969,2.4,3.0607,3.1001,,,1.5844,6.1863,7.1365,,2.5513,6.3667,,6.1652,1.0993,1.5095,2.7031,4.1166,10.9586,1.1944,1.5888,2.4068,,
2014/1/30,-1.4477,-0.4699,-1.1796,,-1.3321,0.2655,,-1.2162,-1.9815,-1.7405,-3.6936,-7.4609,0,-2.4209,-2.497,-1.9553,,,0.6006,0.8668,0.3556,,2.2496,2.6613,,1.0696,0.7647,1.8275,1.0308,3.2482,,0.6049,2.0353,0.5243,,,2645031404,9688140000,9905123675,,785139256,1226660419,,14231949535,2257164000,2712540917,2259840000,1573374000,1261416695,1586192404,14576975254,27596824632,,,47.4292,62.2974,31.4393,,151.6391,75.4993,,37.4095,63.8434,232.1877,148.9743,-44.4539,263.2574,-41.1828,-38.6878,176.7223,,,2.0508,7.3443,6.4132,,2.0252,2.1554,,3.051,2.658,2.7992,5.5252,4.4372,4.3969,2.3419,2.9843,3.0394,,,1.5615,6.1572,7.0523,,2.5173,6.3836,,6.0903,1.0775,1.4833,2.6032,3.8095,10.9586,1.1654,1.5492,2.3598,,
2014/2/7,2.2599,6.7811,6.565,,4.8605,6.6196,,2.052,4.0431,4.6699,2.5568,4.9415,0,1.9084,2.6829,1.567,,,1.1831,2.3844,1.1074,,5.4161,8.8403,,1.168,1.6027,3.0985,0.7135,2.1521,,0.5139,1.4351,0.5054,,,2704806125,10345104000,10555393731,,823300840,1307860359,,14523986803,2348424000,2839213520,2317620000,1651122000,1261416695,1616463251,14968064834,28029253508,,,48.501,66.5219,33.5033,,159.0095,80.497,,38.1771,66.4246,243.0306,152.7833,-46.6506,263.2574,-41.9687,-39.7257,179.4914,,,2.0971,7.8423,6.8343,,2.1237,2.2981,,3.1136,2.7655,2.9299,5.6664,4.6565,4.3969,2.3866,3.0644,3.0871,,,1.5968,6.5747,7.5153,,2.6396,6.8061,,6.2152,1.1211,1.5525,2.6698,3.9977,10.9586,1.1877,1.5907,2.3967,,
2014/2/10,2.6519,0.7235,0.7467,,2.1459,2.1523,,3.6193,2.2021,1.6923,4.1551,4.3371,0,2.2472,1.5439,3.0856,,,3.3236,2.3585,1.1401,,5.591,10.6568,,2.9489,2.6778,4.0135,1.2352,2.4876,,0.7864,2.3236,0.9933,,,2776535790,10419948000,10634214344,,840968240,1336009671,,15049653885,2400138000,2887261749,2413920000,1722732000,1261416695,1652788268,15199163222,28894111260,,,49.7873,67.0031,33.7535,,162.4217,82.2296,,39.5589,67.8874,247.1434,159.1316,-48.6738,263.2574,-42.9119,-40.3391,185.0298,,,2.1528,7.899,6.8853,,2.1692,2.3475,,3.2263,2.8264,2.9795,5.9019,4.8584,4.3969,2.4402,3.1117,3.1823,,,1.6391,6.6223,7.5714,,2.6963,6.9526,,6.4402,1.1458,1.5788,2.7807,4.1711,10.9586,1.2144,1.6153,2.4707,,
2014/2/11,-1.1841,0.9577,0.6177,,-1.0924,-1.4587,,0.9056,0.1267,0.1513,0.9309,0.9501,0,1.8315,2.1053,1.4966,,,2.5757,1.8229,1.1261,,5.4448,6.965,,3.011,2.0781,3.58,1.3828,2.2955,,0.8842,2.2601,1.3008,,,2743659694,10519740000,10699898188,,831781192,1316521686,,15185937944,2403180000,2964449770,2436390000,1739100000,1261416695,1683059115,15519145606,29326540136,,,49.1977,67.6448,33.962,,160.6474,81.0301,,39.9171,67.9734,247.5173,160.6129,-49.1363,263.2574,-43.6978,-41.1883,187.7989,,,2.1273,7.9747,6.9278,,2.1455,2.3133,,3.2555,2.83,2.984,5.9568,4.9046,4.3969,2.4849,3.1772,3.2299,,,1.6197,6.6857,7.6181,,2.6668,6.8512,,6.4985,1.1473,1.5812,2.8066,4.2107,10.9586,1.2366,1.6493,2.5077,,
2014/2/12,1.7429,1.9368,1.5961,,3.2285,3.8651,,7.5641,2.9114,4.2296,10.0132,4,0,2.6978,9.9656,10.0536,,,2.2599,2.0705,1.0779,,6.0816,10.8468,,5.7917,2.8608,5.405,4.1541,4.1262,,0.9978,4.2562,3.5539,,,2791479471,10723482000,10870676182,,858635640,1367406981,,16334617865,2473146000,3089834352,2680350000,1808664000,1261416695,1728465387,17065727126,32274918836,,,50.0552,68.955,34.504,,165.834,84.1621,,42.9365,69.9524,257.9863,176.6953,-51.1017,263.2574,-44.8767,-45.293,206.6795,,,2.1643,8.1291,7.0384,,2.2148,2.4027,,3.5018,2.9124,3.1102,6.5533,5.1008,4.3969,2.5519,3.4938,3.5547,,,1.6479,6.8152,7.7397,,2.7529,7.116,,6.9901,1.1807,1.6481,3.0876,4.3792,10.9586,1.27,1.8137,2.7598,,
2014/2/13,-2.4625,-2.3653,-2.3565,,-3.4568,-6.0966,,-3.6949,-2.46,-2.029,-2.8743,0.5656,0,-2.4518,-2.5,-3.7759,,,1.442,1.4068,0.9978,,4.7637,9.9483,,3.7941,2.2487,3.9013,3.4624,4.6933,,0.9555,2.6701,2.6674,,,2722738542,10469844000,10614509190,,828954408,1284041710,,15731074178,2412306000,3027142061,2603310000,1818894000,1261416695,1686086200,16639083948,31056255640,,,48.8226,67.324,33.6909,,160.1014,79.031,,41.35,68.2315,252.7518,171.6167,-51.3908,263.2574,-43.7764,-44.1607,198.8755,,,2.111,7.9369,6.8725,,2.1383,2.2562,,3.3724,2.8407,3.0471,6.3649,5.1296,4.3969,2.4894,3.4065,3.4205,,,1.6074,6.654,7.5573,,2.6577,6.6822,,6.7318,1.1516,1.6146,2.9989,4.4039,10.9586,1.2388,1.7683,2.6556,,
2014/2/14,0.8782,0.3971,-0.1547,,2.2165,1.602,,0.9901,4.6658,1.4793,0.7398,2.9246,0,1.7953,1.7094,2.2785,,,0.933,1.1772,0.5604,,3.7138,5.004,,2.239,3.8496,3.0927,1.6082,4.7402,,0.628,1.7031,1.9051,,,2746648430,10511424000,10598088229,,847328504,1304612361,,15886827387,2524860000,3071922269,2622570000,1872090000,1261416695,1716357048,16923512734,31763866528,,,49.2513,67.5914,33.6388,,163.6501,80.2971,,41.7594,71.4151,256.4907,172.8863,-52.8938,263.2574,-44.5623,-44.9156,203.4069,,,2.1296,7.9684,6.8619,,2.1856,2.2924,,3.4058,2.9733,3.0922,6.412,5.2797,4.3969,2.5341,3.4647,3.4984,,,1.6215,6.6804,7.5457,,2.7167,6.7892,,6.7984,1.2053,1.6385,3.0211,4.5327,10.9586,1.2611,1.7986,2.7161,,
2014/2/17,0.6529,0.4747,0.7747,,3.5863,1.7427,,0.8578,2.5301,0.7289,2.3256,4.3716,0,1.0582,0.105,0.8663,,,1.372,1.6931,0.7858,,7.3491,6.8178,,1.9921,3.968,3.3931,2.0557,5.8724,,0.926,1.585,1.7207,,,2764580846,10561320000,10680193034,,877716432,1327348344,,16023111446,2588742000,3094312373,2683560000,1953930000,1261416695,1734519556,16941289533,32039048540,,,49.5729,67.9122,33.8994,,169.5192,81.6965,,42.1177,73.222,258.3602,176.9069,-55.2061,263.2574,-45.0339,-44.9627,205.169,,,2.1435,8.0062,6.9151,,2.264,2.3323,,3.435,3.0485,3.1147,6.5611,5.5105,4.3969,2.5609,3.4683,3.5287,,,1.6321,6.7121,7.6041,,2.8141,6.9076,,6.8568,1.2358,1.6505,3.0913,4.7309,10.9586,1.2744,1.8004,2.7396,,
2014/2/18,-0.5405,-0.5906,-2.0603,,0.5636,1.3866,,0.8505,-1.7626,-0.4342,0.8373,-1.2565,0,-0.1745,4.5121,0.7362,,,1.6555,2.0481,1.5851,,6.8033,8.5286,,4.1262,2.6035,5.019,2.7873,2.8815,,0.9341,3.1182,2.254,,,2749637166,10498950000,10460152157,,882663304,1345753664,,16159395504,2543112000,3080878310,2706030000,1929378000,1261416695,1731492471,17705691894,32274918836,,,49.3049,67.5111,33.201,,170.4746,82.8293,,42.4759,71.9313,257.2385,178.3882,-54.5124,263.2574,-44.9553,-46.9915,206.6795,,,2.1319,7.9589,6.7726,,2.2768,2.3646,,3.4642,2.9948,3.1012,6.6161,5.4412,4.3969,2.5564,3.6248,3.5547,,,1.6232,6.6725,7.4474,,2.8299,7.0033,,6.9151,1.2141,1.6433,3.1172,4.6714,10.9586,1.2722,1.8817,2.7598,,
