ÈÕÆÚ,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH
2015/5/25,9.9379,4.9201,0.4377,1.2712,3.5,0.4659,0.9167,0.9572,0.4343,0.2831,,,,7.1429,,4.0706,4.9418,3.7138,4.9465,4.6924,5.2655,0.8902,7.4351,19.5536,5.3739,,,,15.8414,,8740548434,4378097374,43622491699,10987533453,3965363415,6662438882,25901092277,29221225319,7891488000,7433524560,,,,2016000000,,79.0123,168.2169,26.0441,59.9705,172.6567,250.2328,48.7761,62.901,129.3303,91.691,,,,56.1406,,17.3809,8.9754,2.9892,6.7301,10.1107,5.1177,6.0626,8.5039,9.7423,4.1618,,,,5.8853,,4.193,2.4305,0.7513,3.1016,2.1532,0.6241,1.2453,2.7135,3.9699,0.7399,,,,1.5279,
2015/5/26,-0.6519,-0.2436,0.2377,3.417,0.6689,3.7681,0.0826,0.7984,0.0786,2.9362,,,,3.0159,,4.013,5.5318,4.1944,4.7589,3.2882,4.4641,0.9175,7.2964,13.1346,6.5142,,,,13.211,,8683569631,4367432094,43726190174,11362979157,3991887585,6913487304,25922480462,29454528515,7897692000,7651787280,,,,2076800000,,78.4973,167.8071,26.1061,62.0197,173.8116,259.6619,48.8163,63.4032,129.4319,94.3832,,,,57.8338,,17.2676,8.9535,2.9963,6.9601,10.1783,5.3105,6.0676,8.5718,9.75,4.284,,,,6.0628,,4.1657,2.4246,0.7531,3.2076,2.1676,0.6476,1.2463,2.7351,3.973,0.7617,,,,1.5739,
2015/5/27,0.6124,-1.0379,-1.4229,9.9798,5.0203,10,9.736,2.5743,10.0157,-1.4262,,,,10.0154,,3.9786,6.0224,3.9305,6.1978,3.2855,6.2762,1.2771,8.8426,14.0289,4.913,,,,15.4341,,8736749847,4322104655,43103999325,12496978426,4192292425,7604836034,28446286316,30212763903,8688702000,7542655920,,,,2284800000,,78.978,166.0655,25.7346,68.2091,182.5374,285.6281,53.5691,65.0354,142.3955,93.0371,,,,63.6261,,17.3733,8.8606,2.9537,7.6547,10.6893,5.8416,6.6584,8.7924,10.7265,4.2229,,,,6.67,,4.1912,2.3994,0.7424,3.5277,2.2765,0.7124,1.3677,2.8055,4.371,0.7508,,,,1.7316,
2015/5/28,-10,-9.5003,-9.3424,-6.1925,-9.9824,-9.1925,-3.5338,-9.9903,-9.9964,-7.7351,,,,7.493,,3.7457,6.3391,4.6021,7.5544,5.3152,5.3719,2.2837,10.0788,15.3396,4.967,,,,24.0353,,7863074862,3911491381,39077041890,11723100547,3773799965,6905762737,27441041612,27194403802,7820142000,6959222880,,,,2456000000,,71.0802,150.2888,23.3304,63.9852,164.3158,259.3718,51.676,58.5381,128.161,85.8406,,,,68.3936,,15.636,8.0188,2.6777,7.1806,9.6222,5.3046,6.4231,7.914,9.6542,3.8963,,,,7.1698,,3.7721,2.1715,0.6731,3.3092,2.0492,0.6469,1.3193,2.5252,3.934,0.6927,,,,1.8613,
2015/5/29,7.1498,1.5678,-2.6537,7.5163,-2.8895,0.6152,-2.1044,-3.4853,-5.9897,-2.2316,,,,2.1824,,3.9371,4.9431,3.2063,6.5642,6.1357,4.3651,1.3386,7.0691,11.6361,3.885,,,,26.3748,,8425265722,3972816740,38040057143,12604248627,3664756155,6948247855,26863560611,26246609568,7351740000,6803920560,,,,2509600000,,76.1623,152.645,22.7112,68.7946,159.5679,260.9675,50.5885,56.4979,120.4846,83.925,,,,69.8862,,16.7539,8.1445,2.6067,7.7204,9.3442,5.3372,6.2879,7.6382,9.076,3.8093,,,,7.3263,,4.0418,2.2055,0.6552,3.5579,1.99,0.6508,1.2916,2.4372,3.6984,0.6773,,,,1.9019,
2015/6/1,4.6889,6.6443,5.861,3.2827,6.0716,3.7799,5.2548,4.5,3.0802,9.0685,,,,1.8489,,2.6209,4.5222,2.5423,8.396,4.0778,5.4493,0.9934,4.7952,8.102,3.1504,,,,22.2204,,8994441661,4236782416,40269574350,13018005117,3887264470,7210883126,28275180834,27427706999,7578186000,7420932480,,,,2556000000,,79.7334,162.7872,24.0423,71.0529,169.2561,270.8317,53.2469,59.0403,124.1957,91.5357,,,,71.1783,,17.5395,8.6857,2.7594,7.9738,9.9115,5.5389,6.6183,7.9819,9.3555,4.1548,,,,7.4617,,4.2313,2.3521,0.6936,3.6747,2.1108,0.6754,1.3594,2.5469,3.8123,0.7387,,,,1.9371,
2015/6/2,1.4643,4.8458,5.1073,1.3537,9.7422,4.4456,2.7231,5.0505,9.4965,1.9231,,,,-4.1002,,2.7012,7.2253,3.3672,6.9118,5.0706,4.834,1.4556,5.6534,9.3288,3.9909,,,,18.3088,,9126143218,4442089053,42326260765,13194234733,4265970675,7531452650,29045155502,28812944726,8297850000,7563642720,,,,2451200000,,80.9009,170.6756,25.2702,72.0147,185.7455,282.8719,54.6969,62.0222,135.99,93.296,,,,68.2599,,17.7963,9.1066,2.9004,8.0817,10.8772,5.7852,6.7985,8.3851,10.244,4.2347,,,,7.1558,,4.2933,2.466,0.729,3.7245,2.3165,0.7055,1.3965,2.6755,4.1743,0.7529,,,,1.8577,
2015/6/3,1.8676,1.0204,-2.2866,-3.9489,2.0035,-0.6154,-1.7673,-1.2146,-6.3551,-4.162,,,,-4.6997,,2.4624,6.3728,2.4585,4.4727,4.3265,3.9747,0.9788,5.0378,7.5145,3.7825,,,,14.3837,,9296580528,4487416493,41358408334,12673208042,4351437445,7485105249,28531839057,28462989932,7770510000,7248840720,,,,2336000000,,82.4118,172.4172,24.6924,69.1709,189.4668,281.1311,53.7302,61.2689,127.3476,89.413,,,,65.0519,,18.1287,9.1995,2.834,7.7626,11.0951,5.7496,6.6784,8.2832,9.5929,4.0584,,,,6.8195,,4.3734,2.4912,0.7123,3.5774,2.3629,0.7011,1.3718,2.643,3.909,0.7216,,,,1.7704,
2015/6/4,-2.0417,-2.852,-2.5491,-2.5998,-3.3864,10.0103,-3.8606,-3.0738,-0.2395,-0.579,,,,-4.0068,,2.4177,4.5246,2.512,3.4902,4.0803,8.2519,0.9691,5.0289,6.275,2.7242,,,,18.8672,,9106775342,4359433135,40304140508,12343735281,4204080945,8234388230,27430347519,27588102946,7751898000,7206867120,,,,2242400000,,80.7292,167.4997,24.063,67.3727,183.0507,309.2733,51.6559,59.3856,127.0426,88.8952,,,,62.4453,,17.7586,8.9371,2.7618,7.5608,10.7194,6.3251,6.4206,8.0286,9.57,4.0349,,,,6.5462,,4.2841,2.4202,0.6942,3.4844,2.2829,0.7713,1.3188,2.5618,3.8997,0.7174,,,,1.6994,
2015/6/5,0.8082,6.789,2.6158,3.414,-2.4536,-0.7036,-1.9103,1.2156,0.6803,1.2813,,,,0.9633,,2.4544,8.4225,3.295,4.1267,5.5334,9.0019,1.2196,5.4092,5.9345,3.9348,,,,14.9438,,9180373271,4655394650,41358408334,12765153929,4100931395,8176453979,26906336982,27923476290,7804632000,7299209040,,,,2264000000,,81.3817,178.8713,24.6924,69.6728,178.5595,307.0973,50.6691,60.1075,127.9068,90.0343,,,,63.0468,,17.9021,9.5438,2.834,7.8189,10.4563,6.2806,6.2979,8.1262,9.6351,4.0866,,,,6.6093,,4.3188,2.5845,0.7123,3.6034,2.2268,0.7659,1.2936,2.5929,3.9262,0.7266,,,,1.7158,
2015/6/8,-5.0633,-0.5155,4.4714,0.8403,-2.0841,-5.4322,-2.345,-1.3577,-5.5644,-0.9201,,,,-5.3004,,2.623,7.6252,4.5884,5.6153,3.9865,5.4156,0.9527,4.9263,5.2753,3.18,,,,12.3041,,8715544245,4631397771,43207697800,12872424130,4015464625,7732291387,26275385518,27544358597,7370352000,7232051280,,,,2144000000,,77.2611,177.9493,25.7965,70.2583,174.8381,290.4151,49.4809,59.2914,120.7896,89.2059,,,,59.7051,,16.9957,9.4946,2.9608,7.8846,10.2384,5.9395,6.1502,8.0159,9.0989,4.049,,,,6.259,,4.1001,2.5711,0.7442,3.6336,2.1804,0.7243,1.2633,2.5577,3.7077,0.7199,,,,1.6249,
2015/6/9,-1.6889,-3.5694,-2.28,-2.5595,-2.7523,-0.3497,5.0875,-1.0058,2.2727,-1.0447,,,,2.0149,,2.4665,4.9353,2.9933,3.2754,2.5571,3.754,1.2617,4.1309,3.7054,2.2035,,,,9.4802,,8568348387,4466085933,42222562290,12542951369,3904947250,7705255403,27612147093,27267311051,7537860000,7156498800,,,,2187200000,,75.9562,171.5976,25.2083,68.46,170.0261,289.3997,51.9983,58.6951,123.5348,88.274,,,,60.9081,,16.7086,9.1557,2.8933,7.6828,9.9566,5.9187,6.4631,7.9353,9.3057,4.0067,,,,6.3851,,4.0308,2.4794,0.7272,3.5406,2.1204,0.7218,1.3276,2.532,3.792,0.7124,,,,1.6576,
2015/6/10,1.0398,1.4328,0.9005,-0.3054,3.1698,2.7569,3.9504,1.2299,2.0576,5.1026,,,,4.8281,,1.8504,5.2059,3.1739,2.8435,4.2533,3.5699,2.2172,4.3295,4.8097,5.3288,,,,16.2955,,8657440617,4530077612,42602790031,12504640583,4028726710,7917680991,28702944538,27602684396,7692960000,7521669120,,,,2292800000,,76.746,174.0563,25.4353,68.2509,175.4156,297.3781,54.0524,59.417,126.0767,92.7783,,,,63.8488,,16.8824,9.2869,2.9193,7.6594,10.2722,6.0819,6.7184,8.0328,9.4972,4.2112,,,,6.6934,,4.0728,2.5149,0.7338,3.5298,2.1876,0.7417,1.38,2.5632,3.87,0.7487,,,,1.7376,
2015/6/11,4.0268,3.9435,0.568,-0.0613,-1.0607,-0.9268,1.1923,2.3772,1.4516,1.7299,,,,0.5234,,2.505,7.0843,3.2095,2.5918,4.4789,3.2494,2.0467,5.9562,4.8104,4.0413,,,,13.0745,,9006062387,4708721049,42844753138,12496978426,3985993325,7844297606,29045155502,28258849635,7804632000,7651787280,,,,2304800000,,79.8364,180.9202,25.5798,68.2091,173.5549,294.622,54.6969,60.8294,127.9068,94.3832,,,,64.183,,17.5622,9.6532,2.9359,7.6547,10.1633,6.0255,6.7985,8.2238,9.6351,4.284,,,,6.7284,,4.2368,2.6141,0.7379,3.5277,2.1644,0.7348,1.3965,2.6241,3.9262,0.7617,,,,1.7467,
2015/6/12,-1.5914,5.889,5.6071,0.3066,7.2089,1.4279,3.0191,0.1548,10.0159,2.4136,,,,-1.8049,,2.6498,7.8302,6.7856,2.8368,5.6026,4.4614,3.5254,5.5781,9.5071,5.177,,,,10.3847,,8862740103,4986018325,45247101136,12535289212,4273338500,7956303825,29922071095,28302593984,8586336000,7836471120,,,,2263200000,,78.5659,191.5746,27.0141,68.4182,186.0663,298.8288,56.3482,60.9236,140.7178,96.6613,,,,63.0246,,17.2827,10.2216,3.1005,7.6781,10.8959,6.1115,7.0038,8.2365,10.6001,4.3874,,,,6.607,,4.1693,2.768,0.7793,3.5385,2.3205,0.7453,1.4386,2.6281,4.3195,0.78,,,,1.7152,
2015/6/15,-3.5839,-3.2086,-5.4622,3.423,-2.931,-4.0291,-5.8971,-4.2246,-8.1286,-4.3385,,,,-2.2976,,2.598,5.943,4.3969,6.0928,5.0827,3.4185,2.1624,5.439,7.5173,3.4157,,,,8.6908,,8545106935,4826039128,42775620822,12964370016,4148085475,7635734302,28157545816,27106915104,7888386000,7496484960,,,,2211200000,,75.7502,185.4278,25.5385,70.7601,180.6126,286.7886,53.0253,58.3498,129.2794,92.4676,,,,61.5765,,16.6633,9.8937,2.9312,7.9409,10.5766,5.8653,6.5908,7.8886,9.7385,4.1971,,,,6.4552,,4.0199,2.6792,0.7368,3.6596,2.2525,0.7152,1.3538,2.5171,3.9683,0.7462,,,,1.6758,
2015/6/16,-5.4397,-5.5801,-5.0505,-2.6005,-9.9822,-6.3227,-3.9119,-6.8854,-9.9882,-5.4871,,,,-6.6932,,2.3001,4.2511,2.6528,3.7278,5.237,2.7047,1.4861,4.5834,5.5059,2.4388,,,,7.6298,,8080277909,4556740812,40615235932,12627235099,3734013710,7152948875,27056054278,25240489535,7100478000,7085143680,,,,2063200000,,71.6296,175.0808,24.2487,68.92,162.5834,268.6558,50.951,54.3322,116.3667,87.3938,,,,57.4551,,15.7569,9.3416,2.7831,7.7344,9.5208,5.4944,6.333,7.3454,8.7658,3.9668,,,,6.0231,,3.8012,2.5297,0.6995,3.5644,2.0276,0.67,1.3008,2.3438,3.572,0.7053,,,,1.5636,
2015/6/17,10.0192,1.1118,4.0851,-2.7306,0.0789,0.9179,0.5534,2.1953,-0.6116,2.3697,,,,2.2102,,2.668,4.6596,2.5942,2.7842,4.1963,2.2803,1.154,3.5602,6.132,2.1342,,,,6.9905,,8889855130,4607400891,42274411528,12282438024,3736960840,7218607693,27205771574,25794584625,7057050000,7253038080,,,,2108800000,,78.8063,177.0272,25.2393,67.0381,162.7117,271.1218,51.233,55.5249,115.655,89.4648,,,,58.7249,,17.3356,9.4455,2.8968,7.5232,9.5283,5.5449,6.368,7.5067,8.7122,4.0608,,,,6.1562,,4.1821,2.5578,0.7281,3.4671,2.0292,0.6762,1.308,2.3953,3.5501,0.722,,,,1.5982,
2015/6/18,5.7952,-2.1991,-5.928,-6.1759,-4.8107,1.2306,-6.0928,-4.6354,-8.2637,-2.3148,,,,-6.7527,,4.7102,4.0885,2.6313,2.1302,3.0937,2.7906,1.0584,3.13,3.8119,2.175,,,,5.6682,,9405040634,4506080732,39768365055,11523884459,3557185910,7307440212,25548187221,24598905745,6473874000,7085143680,,,,1966400000,,83.3733,173.1343,23.7431,62.8979,154.8841,274.4583,48.1115,52.9511,106.0976,87.3938,,,,54.7594,,18.3402,9.2377,2.7251,7.0586,9.0699,5.6131,5.98,7.1587,7.9922,3.9668,,,,5.7405,,4.4245,2.5016,0.685,3.253,1.9316,0.6845,1.2283,2.2842,3.2568,0.7053,,,,1.4903,
2015/6/19,7.9077,-10,-7.8661,-9.9734,-9.9834,-9.9894,-7.2415,-9.7807,-9.4394,-10.0118,,,,-10.0081,,7.0185,3.8461,2.2409,2.7217,3.5377,2.1414,1.2944,3.294,4.6244,1.6298,,,,6.1509,,10148767076,4055472659,36640127734,10374560876,3202056745,6577468647,23990302984,22192966535,5862780000,6375789840,,,,1769600000,,89.9662,155.8209,21.8754,56.6248,139.4214,247.0415,45.1923,47.7721,96.0826,78.6441,,,,49.279,,19.7905,8.314,2.5107,6.3546,8.1644,5.0524,5.6172,6.4585,7.2378,3.5696,,,,5.166,,4.7743,2.2514,0.6311,2.9285,1.7388,0.6161,1.1538,2.0608,2.9493,0.6347,,,,1.3411,
2015/6/23,9.1603,-4.4707,3.1132,-3.3973,-2.0709,1.057,-0.8574,-0.7884,1.9577,0,,,,3.9331,,6.7144,4.1695,2.4324,2.6181,3.314,2.1775,1.2473,3.6328,3.6334,2.1521,,,,8.2799,,11078425129,3874162902,37780810956,10022101644,3135746320,6646989749,23784609953,22017989138,5977554000,6375789840,,,,1839200000,,98.2074,148.8545,22.5565,54.7011,136.5341,249.6526,44.8048,47.3955,97.9636,78.6441,,,,51.2172,,21.6034,7.9423,2.5889,6.1387,7.9954,5.1058,5.569,6.4076,7.3795,3.5696,,,,5.3692,,5.2117,2.1508,0.6507,2.8291,1.7027,0.6226,1.1439,2.0446,3.0071,0.6347,,,,1.3939,
2015/6/24,3.951,2.8906,1.2351,3.1346,4.2293,2.731,1.4565,2.8477,5.4489,1.4483,,,,2.1749,,6.7674,3.9034,2.0508,2.1525,2.6601,1.6735,1.2484,3.6723,4.736,2.3189,,,,8.7046,,11516139129,3986148340,38247454093,10336250090,3268367170,6828517069,24131040321,22644991477,6303264000,6468131760,,,,1879200000,,102.0876,153.1573,22.8351,56.4157,142.3086,256.4705,45.4574,48.7452,103.3015,79.7831,,,,52.3311,,22.4569,8.1718,2.6209,6.3312,8.3335,5.2452,5.6501,6.5901,7.7816,3.6213,,,,5.4859,,5.4176,2.2129,0.6588,2.9177,1.7748,0.6396,1.1606,2.1028,3.1709,0.6438,,,,1.4242,
2015/6/25,-0.7736,-2.0736,-1.9883,1.705,7.89,7.3529,-3.4096,-4.1854,-7.3819,-3.7958,,,,-6.3431,,5.2003,4.3626,2.8313,2.7311,6.0196,5.5482,0.9414,3.5427,4.3384,2.0478,,,,8.1627,,11427046899,3903492421,37486998611,10512479706,3526241045,7330613912,23308268197,21697197243,5837964000,6170119200,,,,1760000000,,101.2979,149.9814,22.381,57.3776,153.5367,275.3286,43.9075,46.705,95.6759,76.1072,,,,49.0117,,22.2832,8.0024,2.5688,6.4391,8.991,5.6309,5.4575,6.3143,7.2072,3.4545,,,,5.138,,5.3757,2.167,0.6457,2.9675,1.9148,0.6867,1.121,2.0148,2.9369,0.6142,,,,1.3338,
2015/6/26,-10,-9.9727,-10.0046,-9.9854,-9.9875,-10.0105,-10.0196,-10.0134,-9.9894,-10,,,,-10,,4.6858,4.1385,2.7649,1.8231,2.8994,4.1889,1.1694,3.5805,3.0669,1.8539,,,,7.2596,,10284342209,3514209707,33736570442,9462764167,3174059010,6596780064,20824795496,19524561229,5254788000,5553107280,,,,1584000000,,91.1681,135.0243,20.1419,51.6482,138.2023,247.7668,39.2292,42.0282,86.1185,68.4965,,,,44.1105,,20.0549,7.2043,2.3118,5.7961,8.0931,5.0672,4.876,5.682,6.4872,3.109,,,,4.6242,,4.8381,1.9509,0.5811,2.6712,1.7235,0.6179,1.0016,1.813,2.6435,0.5528,,,,1.2005,
2015/6/29,-9.9812,-10.0152,-6.5574,-9.9595,-9.9814,-3.3958,-8.6608,-8.2151,-9.9764,-9.9773,,,,-9.8485,,4.7862,4.8298,3.1429,2.228,4.1405,3.7648,1.1125,4.5983,3.6273,2.6479,,,,8.1014,,9257844776,3162255473,31524336315,8520318829,2857242535,6372767627,19021192393,17920601755,4730550000,4999055760,,,,1428000000,,82.0684,121.5013,18.8211,46.5043,124.4078,239.3531,35.8316,38.5755,77.527,61.6623,,,,39.7663,,18.0532,6.4828,2.1602,5.2189,7.2853,4.8952,4.4537,5.2152,5.84,2.7988,,,,4.1688,,4.3552,1.7555,0.543,2.4051,1.5515,0.5969,0.9148,1.6641,2.3798,0.4976,,,,1.0822,
2015/6/30,5.8577,5.3963,6.4145,5.3058,4.1774,8.1818,9.8805,10.0081,3.9344,3.2746,,,,7.7871,,4.3106,5.904,2.6226,2.8601,5.449,4.0963,1.4688,4.8756,5.6097,4.3506,,,,13.4982,,9767529002,3332915513,33546456572,8972362685,2979025300,6894175887,20900577139,20812283171,4916670000,5164228800,,,,1539200000,,86.8758,128.0579,20.0284,48.9717,129.7914,258.9366,39.3719,42.4362,80.5772,63.6815,,,,42.8629,,19.1107,6.8326,2.2987,5.4958,7.6005,5.2957,4.8937,5.7371,6.0698,2.8905,,,,4.4934,,4.6103,1.8503,0.5778,2.5327,1.6187,0.6458,1.0052,1.8306,2.4734,0.5139,,,,1.1665,
2015/7/1,-9.2095,-10,-4.7398,-9.9915,-7.4257,0.7843,-2.393,-2.7367,-9.9685,-10,,,,-3.6902,,3.9692,4.3129,2.2322,2.029,3.9647,5.481,1.4455,5.1408,4.6033,3.2574,,,,11.759,,8867989770,2999623961,31956413293,8075892630,2757810550,6948247855,20400418296,20242716250,4426554000,4647805920,,,,1482400000,,78.875,115.2521,19.0791,44.0787,120.1535,260.9675,38.4298,41.2749,72.5449,57.3134,,,,41.2812,,17.3507,6.1494,2.1898,4.9467,7.0361,5.3372,4.7766,5.5801,5.4647,2.6014,,,,4.3276,,4.1857,1.6652,0.5504,2.2797,1.4985,0.6508,0.9812,1.7805,2.2268,0.4625,,,,1.1235,
2015/7/2,-10.0131,-9.9556,-8.2747,-9.962,-10,-10.0056,-4.6062,-3.4221,-10.021,-10.0271,,,,4.6951,,3.0766,4.2553,2.1796,2.2213,3.1783,3.0965,1.2291,3.9428,3.9895,4.2506,,,,15.3252,,7980032588,2700994731,29312102188,7271368222,2482029495,6253036841,19460725922,19549999724,3982968000,4181765760,,,,1552000000,,70.9772,103.7781,17.5003,39.6876,108.1381,234.8562,36.6596,39.8624,65.2752,51.5665,,,,43.2194,,15.6134,5.5372,2.0086,4.4539,6.3325,4.8032,4.5566,5.3892,4.9171,2.3406,,,,4.5308,,3.7666,1.4995,0.5049,2.0526,1.3486,0.5857,0.936,1.7196,2.0037,0.4161,,,,1.1762,
2015/7/3,-10.0145,-9.9704,-8.9033,-9.3783,-9.9822,0,0.4673,-1.6535,-9.9688,-10.0402,,,,1.9072,,2.8107,4.2525,3.1067,2.5069,3.5922,,1.2644,4.1799,5.8517,4.6539,,,,15.8852,,7180871124,2431695158,26702357240,6589438009,2234268975,6253036841,19551663894,19226732012,3585912000,3761909760,,,,1581600000,,63.8692,93.431,15.9422,35.9655,97.3436,234.8562,36.8309,39.2033,58.768,46.3891,,,,44.0437,,14.0497,4.9851,1.8298,4.0362,5.7004,4.8032,4.5779,5.3001,4.4269,2.1056,,,,4.6172,,3.3894,1.35,0.4599,1.8601,1.214,0.5857,0.9403,1.6912,1.8039,0.3744,,,,1.1986,
2015/7/6,-10,-9.9781,5.3722,4.4186,-9.967,0,3.1008,3.763,-4.3253,-7.9241,,,,0.7081,,2.8068,5.4543,4.019,3.3681,4.0372,,1.5008,5.1011,6.319,5.3663,,,,22.3521,,6462784012,2189058909,28136852807,6880599224,2011579460,6245312274,20157917038,19950235939,3430812000,3463812000,,,,1592800000,,57.4822,84.1084,16.7987,37.5547,87.6413,234.5661,37.9729,40.6785,56.2261,42.7132,,,,44.3556,,12.6448,4.4877,1.9281,4.2145,5.1322,4.7973,4.7198,5.4995,4.2354,1.9387,,,,4.6499,,3.0505,1.2153,0.4846,1.9423,1.093,0.585,0.9695,1.7548,1.7259,0.3447,,,,1.2071,
2015/7/7,-9.9761,-9.9878,-6.0197,-10.0223,-9.9707,0,-10,0.6173,-10.0362,-9.9394,,,,-9.995,,2.5249,3.5581,4.0171,1.646,2.9331,,0.9728,5.8155,4.2407,5.1963,,,,8.8952,,5818049884,1970419651,26443111054,6191006874,1811011420,6245312274,18142125334,20073385543,3086490000,3119530080,,,,1433600000,,51.7478,75.7078,15.7875,33.7909,78.9029,234.5661,34.1756,40.9296,50.5832,38.4678,,,,39.9222,,11.3833,4.0395,1.812,3.7921,4.6205,4.7973,4.2479,5.5335,3.8104,1.746,,,,4.1851,,2.7462,1.0939,0.4554,1.7476,0.984,0.585,0.8725,1.7656,1.5527,0.3104,,,,1.0865,
2015/7/8,-10.0199,-10.0135,-10,-0.9901,0,0,9.2732,-4.5245,0,0,,,,0,,0.0657,0.431,4.9644,6.4175,,,4.6016,9.2665,,,,,,,,5235086690,1773111053,23798799948,6129709776,1811011420,6245312274,19824477809,19165157210,3086490000,3119530080,,,,1433600000,,46.5627,68.1268,14.2087,33.4563,78.9029,234.5661,37.3448,39.0777,50.5832,38.4678,,,,39.9222,,10.2427,3.635,1.6308,3.7546,4.6205,4.7973,4.6418,5.2831,3.8104,1.746,,,,4.1851,,2.471,0.9843,0.4099,1.7303,0.984,0.585,0.9535,1.6858,1.5527,0.3104,,,,1.0865,
2015/7/9,0,10.0752,10.0218,10,0,0,10.0153,10.0402,0,0,,,,0,,,8.3676,2.7585,3.0707,,,1.2432,5.2382,,,,,,,,5235086690,1951755324,26183864867,6742680754,1811011420,6245312274,21809956855,21089369781,3086490000,3119530080,,,,1433600000,,46.5627,74.9907,15.6327,36.802,78.9029,234.5661,41.085,43.0012,50.5832,38.4678,,,,39.9222,,10.2427,4.0012,1.7942,4.13,4.6205,4.7973,5.1067,5.8135,3.8104,1.746,,,,4.1851,,2.471,1.0835,0.451,1.9033,0.984,0.585,1.0489,1.855,1.5527,0.3104,,,,1.0865,
2015/7/10,0,9.9727,10.033,10,0,0,10.0069,10,0,0,,,,0,,,4.7736,2.2685,1.0855,,,2.1594,3.8876,,,,,,,,5235086690,2146397590,28810892893,7416948829,1811011420,6245312274,23992468174,23198306759,3086490000,3119530080,,,,1433600000,,46.5627,82.4693,17.2011,40.4821,78.9029,234.5661,45.1964,47.3013,50.5832,38.4678,,,,39.9222,,10.2427,4.4002,1.9742,4.543,4.6205,4.7973,5.6177,6.3949,3.8104,1.746,,,,4.1851,,2.471,1.1916,0.4962,2.0937,0.984,0.585,1.1539,2.0405,1.5527,0.3104,,,,1.0865,
2015/7/13,0,10.0621,10.018,10.0207,10.0163,10.0186,9.981,10.0199,0,0,,,,9.9888,,,8.0393,3.7398,2.4867,0.3346,8.4216,2.5556,7.4061,,,,,,0.8196,,5235086690,2362370515,31697167106,8160176139,1992407515,6871002186,26387168093,25522755545,3086490000,3119530080,,,,1576800000,,46.5627,90.7674,18.9243,44.5387,86.806,258.0662,49.7074,52.0409,50.5832,38.4678,,,,43.91,,10.2427,4.843,2.172,4.9983,5.0833,5.2779,6.1784,7.0356,3.8104,1.746,,,,4.6032,,2.471,1.3115,0.5459,2.3035,1.0826,0.6436,1.2691,2.245,1.5527,0.3104,,,,1.195,
2015/7/14,0,10.0451,-0.2726,7.0423,9.9926,-4.1596,-9.305,-2.7141,0,9.9596,,,,9.9949,,,12.1658,4.6834,4.3249,0.2068,7.7618,1.773,6.8996,,0.0393,,,,10.3822,,5235086690,2599674100,31610751710,8734836431,2191500790,6585193214,23931842859,24830039019,3086490000,3430223520,,,,1734400000,,46.5627,99.8852,18.8727,47.6753,95.4802,247.3316,45.0822,50.6284,50.5832,42.299,,,,48.2988,,10.2427,5.3295,2.1661,5.3503,5.5913,5.0583,5.6035,6.8447,3.8104,1.9199,,,,5.0632,,2.471,1.4432,0.5445,2.4657,1.1908,0.6168,1.151,2.184,1.5527,0.3413,,,,1.3144,
2015/7/15,10.0295,-9.9487,-9.1853,-10,3.0283,-9.9707,-10.0063,-9.9814,0,8.9351,,,,-10.0092,,0.1803,8.5566,2.8224,2.1741,14.9624,5.2948,1.2643,3.5192,,5.2487,,,,12.4275,,5760139633,2341039856,28707194418,7861352788,2257865215,5928605034,21537142941,22351653228,3086490000,3736718400,,,,1560800000,,51.2327,89.9479,17.1392,42.9077,98.3716,222.671,40.5711,45.575,50.5832,46.0785,,,,43.4644,,11.27,4.7993,1.9671,4.8153,5.7606,4.554,5.0428,6.1615,3.8104,2.0915,,,,4.5564,,2.7188,1.2996,0.4944,2.2191,1.2268,0.5553,1.0358,1.966,1.5527,0.3718,,,,1.1829,
