ÈÕÆÚ,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH
2014/1/2,0.18,2.3656,2.582,-3.5294,1.7199,0.6427,0.7666,5.0765,2.3256,2.0148,,,,,,0.3764,1.0371,1.3846,1.5119,1.2175,1.7112,0.6081,2.778,2.5786,2.6927,,,,,,4227827209,1269164212,15789702209,4713179940,1144792800,2158836611,11765184140,15677813906,549097091.4,2241472506,,,,,,-482.1654,-48.3685,13.4547,31.4502,14.5668,-112.7342,36.9705,36.5839,45.657,31.8242,,,,,,10.7993,2.9075,1.9617,3.1512,3.2464,3.4684,3.1784,5.5906,2.3879,2.3166,,,,,,2.7785,0.627,0.3681,1.4337,0.8187,0.2166,0.7018,1.6888,0.9665,0.5684,,,,,
2014/1/3,0.1797,-0.4202,0.4082,0.2439,0,-3.7037,1.5216,-0.4075,-2.2727,-3.4304,,,,,,0.3798,0.6759,0.7445,1.2907,0.9704,2.0768,0.4936,1.808,2.7476,1.9041,,,,,,4235424382,1263831589,15854149974,4724675501,1144792800,2078879700,11944197931,15613934571,536617612.1,2164582077,,,,,,-483.0318,-48.1653,13.5096,31.5269,14.5668,-108.5588,37.533,36.4348,44.6194,30.7325,,,,,,10.8187,2.8953,1.9697,3.1589,3.2464,3.34,3.2268,5.5678,2.3336,2.2372,,,,,,2.7835,0.6244,0.3696,1.4372,0.8187,0.2086,0.7125,1.682,0.9445,0.5489,,,,,
2014/1/6,-3.139,-3.5865,-4.336,-3.3252,-3.744,-2.6525,-1.582,-5.2016,-3.7509,-6.5662,,,,,,0.482,0.8509,0.8378,1.2629,0.9963,0.9266,0.4603,1.8059,2.9865,3.6665,,,,,,4102473841,1218504296,15166707156,4567569503,1101932200,2023737002,11755238929,14801754456,516489419.6,2022451284,,,,,,-467.8694,-46.4378,12.9238,30.4785,14.0214,-105.6793,36.9392,34.5396,42.9457,28.7145,,,,,,10.4791,2.7914,1.8843,3.0539,3.1249,3.2514,3.1757,5.2782,2.2461,2.0903,,,,,,2.6962,0.602,0.3536,1.3894,0.788,0.203,0.7012,1.5945,0.9091,0.5128,,,,,
2014/1/7,1.0185,0.6565,-2.762,2.2651,0.2509,-1.0899,-1.4382,0.4316,-1.8706,0.2304,,,,,,0.2898,0.7286,0.9116,0.6259,0.6681,0.8896,0.1706,2.0481,1.6384,2.1032,,,,,,4144258297,1226503230,14747796689,4671029551,1104697400,2001679923,11586170349,14865633791,506827887.2,2027111310,,,,,,-472.6347,-46.7427,12.5668,31.1689,14.0566,-104.5275,36.408,34.6887,42.1424,28.7807,,,,,,10.5859,2.8097,1.8323,3.1231,3.1327,3.2159,3.1301,5.3009,2.2041,2.0951,,,,,,2.7236,0.606,0.3438,1.4209,0.79,0.2008,0.6911,1.6013,0.8921,0.514,,,,,
2014/1/8,8.4326,0,0.7283,-1.8868,-1.0013,1.2397,-0.6867,1.2891,1.5886,-0.9195,,,,,,1.2308,0.5824,0.4827,0.9993,0.7421,1.0126,0.294,0.9999,1.5693,1.0783,,,,,,4493728291,1226503230,14855209630,4582896918,1093636600,2026494137,11506608664,15057271796,514879164.2,2008471206,,,,,,-512.4903,-46.7427,12.6584,30.5808,13.9159,-105.8233,36.1579,35.1358,42.8118,28.516,,,,,,11.4785,2.8097,1.8456,3.0641,3.1014,3.2558,3.1086,5.3693,2.2391,2.0758,,,,,,2.9533,0.606,0.3463,1.3941,0.7821,0.2033,0.6864,1.622,0.9063,0.5093,,,,,
2014/1/9,0.7608,-0.2174,-3.6153,-2.0903,1.2642,-1.9048,-4.6672,-3.0303,-2.0328,0.464,,,,,,1.5022,0.9318,0.584,0.6722,0.9043,0.869,0.581,1.299,1.4112,1.9992,,,,,,4527915573,1223836919,14318144929,4487100577,1107462600,1987894248,10969567292,14600990832,504412504.1,2017791258,,,,,,-516.3892,-46.6411,12.2007,29.9416,14.0918,-103.8076,34.4704,34.0711,41.9415,28.6484,,,,,,11.5659,2.8036,1.7789,3.0001,3.1406,3.1938,2.9635,5.2066,2.1936,2.0855,,,,,,2.9758,0.6046,0.3338,1.3649,0.792,0.1994,0.6543,1.5728,0.8878,0.5116,,,,,
2014/1/10,-0.5034,-3.7037,0.15,-4.3553,5.3683,-4.7157,0.7253,-3.375,-0.0798,0.6928,,,,,,0.5181,0.6807,0.4728,0.6621,3.3541,1.4423,0.4841,1.355,1.0567,1.0655,,,,,,4505124052,1178509626,14339627517,4291676043,1166914400,1894151663,11049128977,14108207391,504009940.2,2031771336,,,,,,-513.7899,-44.9136,12.219,28.6375,14.8483,-98.9124,34.7204,32.9212,41.9081,28.8469,,,,,,11.5076,2.6998,1.7816,2.8694,3.3092,3.0432,2.985,5.0309,2.1918,2.0999,,,,,,2.9608,0.5822,0.3343,1.3055,0.8345,0.19,0.6591,1.5198,0.8871,0.5152,,,,,
2014/1/13,6.2395,0.2262,0.3745,-1.25,7.2275,0.4367,1.8002,0.8409,-3.0351,-4.4725,,,,,,1.4839,0.6373,0.5263,0.5245,4.6805,0.8253,0.2903,0.8128,1.3425,2.1228,,,,,,4786219481,1181175937,14393333987,4238030093,1251253000,1902423067,11248033189,14226840442,488712513.9,1940900829,,,,,,-545.8476,-45.0152,12.2648,28.2796,15.9215,-99.3443,35.3454,33.198,40.6361,27.5567,,,,,,12.2257,2.7059,1.7883,2.8336,3.5484,3.0565,3.0387,5.0732,2.1253,2.006,,,,,,3.1455,0.5836,0.3355,1.2892,0.8948,0.1909,0.6709,1.5325,0.8602,0.4921,,,,,
2014/1/14,1.1111,1.1287,-1.791,4.34,0.3315,0.5797,-0.0884,0.8339,3.0478,3.6014,,,,,,0.9065,0.4079,0.8825,0.5239,2.0966,0.9797,0.2871,0.5303,1.4428,1.6545,,,,,,4839399698,1194507494,14135542930,4421959066,1255400800,1913451607,11238087978,14345473492,503607376.4,2010801219,,,,,,-551.9126,-45.5233,12.0451,29.5069,15.9742,-99.9202,35.3142,33.4749,41.8746,28.5491,,,,,,12.3615,2.7365,1.7562,2.9565,3.5601,3.0742,3.036,5.1155,2.1901,2.0782,,,,,,3.1805,0.5902,0.3295,1.3451,0.8978,0.192,0.6703,1.5453,0.8864,0.5099,,,,,
2014/1/15,0.471,0.2232,-0.6079,0.0867,0.1101,1.1527,-1.7699,1.9084,0.7194,-0.2317,,,,,,0.6065,0.6486,0.7363,0.5201,3.2459,1.1347,0.4461,0.8235,1.5649,1.7401,,,,,,4862191219,1197173805,14049612578,4425790920,1256783400,1935508686,11039183766,14619242071,507230451,2006141193,,,,,,-554.5119,-45.6249,11.9719,29.5325,15.9918,-101.072,34.6891,34.1137,42.1758,28.483,,,,,,12.4197,2.7426,1.7455,2.9591,3.564,3.1096,2.9823,5.2131,2.2058,2.0734,,,,,,3.1954,0.5915,0.3275,1.3463,0.8988,0.1942,0.6585,1.5748,0.8928,0.5087,,,,,
2014/1/16,-0.4688,-0.2227,0.2294,3.0303,-3.0803,-2.2792,1.3514,-0.5618,1.8254,1.9744,,,,,,0.8936,0.5041,0.4107,1.1241,2.1249,1.363,0.2342,0.9276,2.3356,1.4614,,,,,,4839399698,1194507494,14081836460,4559905796,1218070600,1891394528,11188361925,14537111497,516489419.6,2045751414,,,,,,-551.9126,-45.5233,11.9994,30.4274,15.4992,-98.7684,35.1579,33.9221,42.9457,29.0453,,,,,,12.3615,2.7365,1.7496,3.0488,3.4543,3.0388,3.0226,5.1838,2.2461,2.1143,,,,,,3.1805,0.5902,0.3283,1.3871,0.8711,0.1898,0.6674,1.566,0.9091,0.5187,,,,,
2014/1/17,-1.4914,-1.1161,-4.958,-0.2521,1.2486,-2.3324,-2.0444,-8.4746,-1.7147,-1.7084,,,,,,0.7018,0.492,0.7973,0.3501,1.0645,0.9226,0.1477,2.7807,1.1744,1.2099,,,,,,4767226547,1181175937,13383652349,4548410235,1233279200,1847280370,10959622081,13305152896,507633014.9,2010801219,,,,,,-543.6816,-45.0152,11.4044,30.3507,15.6927,-96.4647,34.4391,31.0473,42.2093,28.5491,,,,,,12.1771,2.7059,1.6628,3.0411,3.4974,2.9679,2.9608,4.7445,2.2076,2.0782,,,,,,3.133,0.5836,0.312,1.3836,0.882,0.1853,0.6537,1.4332,0.8935,0.5099,,,,,
2014/1/20,-1.8327,-0.6772,-0.7223,-4.0438,-0.6726,-3.5821,-3.3575,-6.7215,3.0928,-3.1286,,,,,,0.4433,0.3747,0.5336,0.7572,0.886,1.267,0.2075,3.1049,3.4432,2.1675,,,,,,4679859048,1173177003,13286980703,4364481262,1224983600,1781109132,10591649289,12410842207,523333005,1947890868,,,,,,-533.7177,-44.7104,11.322,29.1234,15.5872,-93.0093,33.2828,28.9604,43.5148,27.6559,,,,,,11.954,2.6876,1.6508,2.9181,3.4739,2.8616,2.8614,4.4256,2.2759,2.0132,,,,,,3.0756,0.5796,0.3097,1.3276,0.876,0.1787,0.6318,1.3369,0.9211,0.4939,,,,,
2014/1/21,0.7305,0.6818,1.1318,-0.0878,1.0158,0.774,0.5634,2.5735,-0.0769,0.2392,,,,,,0.3693,0.4043,0.4146,0.5099,0.7865,1.5243,0.231,1.6269,2.9728,1.5385,,,,,,4714046330,1181175937,13437358819,4360649408,1237427000,1794894807,10651320553,12730238882,522930441.2,1952550894,,,,,,-537.6166,-45.0152,11.4502,29.0978,15.7455,-93.7292,33.4703,29.7058,43.4813,27.7221,,,,,,12.0413,2.7059,1.6695,2.9155,3.5091,2.8837,2.8775,4.5395,2.2741,2.018,,,,,,3.0981,0.5836,0.3133,1.3265,0.8849,0.1801,0.6353,1.3713,0.9204,0.4951,,,,,
2014/1/22,4.9154,1.8059,3.1974,4.3058,1.4525,2.1505,1.6807,4.086,1.1547,1.6706,,,,,,0.6571,0.6626,0.4852,0.7083,1.6258,3.3086,0.4407,1.4922,3.2301,3.0272,,,,,,4945760131,1202506428,13867010580,4548410235,1255400800,1833494695,10830334343,13250399180,528968898.9,1985171076,,,,,,-564.0426,-45.8281,11.8163,30.3507,15.9742,-95.7449,34.0328,30.9195,43.9834,28.1852,,,,,,12.6332,2.7548,1.7229,3.0411,3.5601,2.9457,2.9259,4.725,2.3004,2.0517,,,,,,3.2504,0.5941,0.3233,1.3836,0.8978,0.184,0.646,1.4273,0.9311,0.5034,,,,,
2014/1/23,-0.3072,0.4435,-3.2533,-1.8534,0.8811,-1.3534,-1.7447,0.4821,0.8371,-1.5258,,,,,,0.4838,0.4405,1.2146,1.1352,2.0355,2.1118,0.5826,0.9515,3.6802,2.5942,,,,,,4930565783,1207839051,13415876231,4464109456,1266461600,1808680481,10641375342,13314278515,533397101.3,1954880907,,,,,,-562.3097,-46.0314,11.4319,29.7882,16.115,-94.4491,33.4391,31.0686,44.3516,27.7552,,,,,,12.5944,2.767,1.6668,2.9847,3.5915,2.9059,2.8748,4.7477,2.3196,2.0204,,,,,,3.2404,0.5967,0.3128,1.3579,0.9057,0.1815,0.6347,1.4342,0.9389,0.4957,,,,,
2014/1/24,-0.3082,1.766,0.7206,-1.4592,0.1092,2.439,-0.0935,0.9596,-1.3585,1.0727,,,,,,0.425,0.7626,1.1874,1.2881,1.7308,1.745,0.4723,1.3946,6.4874,2.102,,,,,,4915371436,1229169542,13512547877,4398967944,1267844200,1852794639,10637391944,13442037185,526150952,1975851024,,,,,,-560.5769,-46.8443,11.5143,29.3535,16.1326,-96.7527,33.4253,31.3667,43.7491,28.0529,,,,,,12.5555,2.8159,1.6788,2.9412,3.5954,2.9767,2.8736,4.7933,2.2881,2.0421,,,,,,3.2304,0.6073,0.315,1.3381,0.9067,0.1859,0.6345,1.448,0.9261,0.501,,,,,
2014/1/27,0.4637,1.5184,-1.5103,-5.4007,-3.1625,-2.0833,-3.4612,-1.7651,1.3772,-4.0094,,,,,,0.3204,1.0001,0.698,2.4667,2.0951,1.5622,0.7086,1.6189,4.1711,3.1347,,,,,,4938162957,1247833721,13308463291,4161393020,1227748800,1814194751,10269212803,13204771084,533397101.3,1896630582,,,,,,-563.1761,-47.5556,11.3403,27.7682,15.6224,-94.737,32.2684,30.8131,44.3516,26.9281,,,,,,12.6138,2.8586,1.6535,2.7823,3.4817,2.9147,2.7742,4.7087,2.3196,1.9602,,,,,,3.2454,0.6165,0.3102,1.2658,0.878,0.182,0.6125,1.4224,0.9389,0.4809,,,,,
2014/1/28,-3.3846,-1.7094,-0.8878,2.302,1.3514,-2.8875,-3.2946,0.5529,0.0755,-1.3514,,,,,,0.5773,0.8372,0.464,2.8781,1.1131,1.7519,0.8363,0.7482,2.3232,1.5966,,,,,,4771025134,1226503230,13190309057,4257189361,1244340000,1761809188,9930886025,13277776038,533799665.1,1871000439,,,,,,-544.1148,-46.7427,11.2397,28.4074,15.8335,-92.0014,31.2053,30.9834,44.385,26.5643,,,,,,12.1868,2.8097,1.6388,2.8464,3.5287,2.8306,2.6828,4.7347,2.3214,1.9337,,,,,,3.1355,0.606,0.3075,1.295,0.8899,0.1768,0.5923,1.4303,0.9396,0.4744,,,,,
2014/1/29,0.4777,-1.7391,0.2443,9.991,-0.4444,3.2864,0.9018,-1.1684,0.3017,0.6227,,,,,,0.314,1.576,0.4922,4.5904,1.3641,1.2433,0.2924,0.7679,3.9184,1.3535,,,,,,4793816655,1205172739,13222532939,4682525111,1238809600,1819709021,10020443113,13122640510,535409920.5,1882650504,,,,,,-546.7141,-45.9298,11.2671,31.2456,15.7631,-95.025,31.4867,30.6214,44.5189,26.7297,,,,,,12.2451,2.7609,1.6428,3.1307,3.5131,2.9236,2.707,4.6794,2.3284,1.9458,,,,,,3.1505,0.5954,0.3082,1.4244,0.8859,0.1826,0.5977,1.4136,0.9424,0.4774,,,,,
2014/1/30,-0.9509,-0.2212,-4.5491,0.1637,1.0045,0.303,0.1986,-3.8943,-1.3534,-0.9901,,,,,,0.263,0.641,0.8847,2.7506,0.8384,1.1782,0.2043,1.0969,1.9875,1.2097,,,,,,4748233613,1202506428,12621020474,4690188819,1251253000,1825223291,10040344688,12611605831,528163771.2,1864010400,,,,,,-541.5155,-45.8281,10.7546,31.2967,15.9215,-95.3129,31.5493,29.4289,43.9164,26.465,,,,,,12.1286,2.7548,1.5681,3.1359,3.5484,2.9324,2.7123,4.4972,2.2969,1.9265,,,,,,3.1205,0.5941,0.2942,1.4267,0.8948,0.1831,0.5989,1.3585,0.9296,0.4726,,,,,
2014/2/7,-2,0,2.1277,1.2255,0.663,0.3021,1.8831,0.9407,0.6098,3.125,,,,,,0.485,1.1751,0.6027,1.6456,0.9178,1.1269,0.216,1.2825,2.4147,2.1688,,,,,,4653268940,1202506428,12889552824,4747666623,1259548600,1830737560,10229409653,12730238882,531384282,1922260725,,,,,,-530.6852,-45.8281,10.9834,31.6803,16.027,-95.6009,32.1433,29.7058,44.1842,27.292,,,,,,11.886,2.7548,1.6014,3.1743,3.5719,2.9413,2.7634,4.5395,2.3109,1.9867,,,,,,3.0581,0.5941,0.3005,1.4442,0.9007,0.1837,0.6101,1.3713,0.9353,0.4874,,,,,
2014/2/10,5.9592,2.8825,4.1667,2.502,3.9517,1.9578,2.4319,3.5125,1.9697,2.303,,,,,,0.7473,2.9612,1.215,2.8867,2.1165,2.7944,0.4008,1.3982,5.471,2.1949,,,,,,4930565783,1237168476,13426617525,4866454085,1309322200,1866580314,10478179343,13177394226,541850942.1,1966530972,,,,,,-562.3097,-47.1491,11.441,32.4729,16.6603,-97.4726,32.925,30.7492,45.0545,27.9206,,,,,,12.5944,2.8342,1.6681,3.2537,3.713,2.9989,2.8306,4.6989,2.3564,2.0325,,,,,,3.2404,0.6112,0.313,1.4803,0.9363,0.1873,0.625,1.4195,0.9537,0.4986,,,,,
2014/2/11,-1.5408,0,1.12,-3.3858,-2.7455,2.8065,-0.4748,1.1773,3.1204,0.4739,,,,,,0.6735,1.5209,1.2745,2.5824,1.7622,3.3516,0.8183,1.2889,8.868,3.3496,,,,,,4854594045,1237168476,13576995641,4701684379,1273374600,1918965876,10428425405,13332529753,558758623.8,1975851024,,,,,,-553.6455,-47.1491,11.5692,31.3735,16.2029,-100.2081,32.7687,31.1112,46.4604,28.0529,,,,,,12.4003,2.8342,1.6868,3.1436,3.6111,3.083,2.8172,4.7543,2.4299,2.0421,,,,,,3.1904,0.6112,0.3165,1.4302,0.9106,0.1925,0.622,1.4362,0.9835,0.501,,,,,
2014/2/12,-0.626,1.0776,1.5823,1.3855,2.6059,1.2931,-0.0954,1.1636,4.1066,3.7736,,,,,,0.3959,1.0317,0.7994,1.5717,2.0695,2.6826,0.6784,1.2239,10.8172,3.925,,,,,,4824205350,1250500033,13791821522,4766825891,1306557000,1943780090,10418474617,13487665281,581704763.3,2050411440,,,,,,-550.1798,-47.6572,11.7522,31.8081,16.6252,-101.5039,32.7374,31.4732,48.3683,29.1115,,,,,,12.3227,2.8647,1.7135,3.1871,3.7052,3.1229,2.8145,4.8096,2.5297,2.1192,,,,,,3.1705,0.6178,0.3215,1.45,0.9344,0.195,0.6214,1.4529,1.0239,0.5199,,,,,
2014/2/13,-2.126,-0.8529,-0.9346,-3.2958,-0.3175,-1.9858,-1.2416,-0.7442,-3.2526,-1.0227,,,,,,0.8347,1.282,0.7639,1.5216,3.4944,2.4243,0.6337,1.399,6.8729,2.712,,,,,,4721643504,1239834787,13662925993,4609719893,1302409200,1905180202,10289114378,13387283469,562784262.3,2029441323,,,,,,-538.483,-47.2508,11.6424,30.7598,16.5724,-99.4883,32.331,31.239,46.7951,28.8138,,,,,,12.0607,2.8403,1.6975,3.0821,3.6934,3.0609,2.7795,4.7738,2.4474,2.0975,,,,,,3.1031,0.6125,0.3185,1.4022,0.9314,0.1912,0.6137,1.4421,0.9906,0.5146,,,,,
2014/2/14,0.5632,2.1505,0.0786,0.4988,-0.9554,4.0521,2.9981,0.2045,1.6452,0.4592,,,,,,0.3063,1.7921,0.5792,0.9667,2.0483,4.5115,0.6757,1.1959,5.553,1.6359,,,,,,4748233613,1266497901,13673667287,4632711014,1289965800,1982379979,10597588794,13414660327,572043230.9,2038761375,,,,,,-541.5155,-48.2669,11.6515,30.9132,16.414,-103.5196,33.3003,31.3028,47.565,28.9461,,,,,,12.1286,2.9014,1.6988,3.0974,3.6581,3.1849,2.8629,4.7835,2.4877,2.1071,,,,,,3.1205,0.6257,0.3188,1.4092,0.9225,0.1989,0.6321,1.445,1.0069,0.517,,,,,
2014/2/17,1.2,0.2105,-0.7855,2.1505,0,1.1127,-1.3146,-0.5442,0.6334,-1.1429,,,,,,0.3842,1.13,1.3314,2.2799,2.2524,2.9296,1.1737,2.0278,7.6264,3.2311,,,,,,4805212416,1269164212,13566254347,4732339208,1289965800,2004437058,10458277768,13341655373,575666305.5,2015461245,,,,,,-548.0137,-48.3685,11.56,31.578,16.414,-104.6714,32.8625,31.1325,47.8662,28.6153,,,,,,12.2742,2.9075,1.6855,3.1641,3.6581,3.2204,2.8252,4.7575,2.5035,2.083,,,,,,3.158,0.627,0.3163,1.4395,0.9225,0.2011,0.6238,1.4372,1.0133,0.511,,,,,
2014/2/18,-1.6601,-0.4202,-1.8211,-2.834,-1.6077,3.0261,-2.569,-3.6936,-1.7483,-1.1561,,,,,,0.4138,1.097,0.9356,2.4013,1.3647,3.383,0.9274,3.7568,2.0021,3.2855,,,,,,4725442091,1263831589,13319204585,4598224332,1269226800,2065094025,10189606502,12848871932,1981050000,1992161115,,,,,,-538.9162,-48.1653,11.3495,30.6831,16.1502,-107.8389,32.0183,29.9826,47.0294,28.2845,,,,,,12.0704,2.8953,1.6548,3.0744,3.5993,3.3178,2.7527,4.5818,2.4597,2.059,,,,,,3.1056,0.6244,0.3105,1.3987,0.9077,0.2072,0.6078,1.3841,0.9955,0.5051,,,,,
2014/2/19,-3.2154,0.6329,-0.5645,-2.25,0.1089,-2.4032,1.2695,0.2841,0.0712,0.4678,,,,,,0.6959,1.3389,0.8208,2.1588,1.1995,3.216,0.4416,1.3256,1.4807,2.7492,,,,,,4573498616,1271830523,13244015527,4494764285,1270609400,2015465597,10318966741,12885374409,1982460000,2001481167,,,,,,-521.5877,-48.4701,11.2854,29.9927,16.1677,-105.2473,32.4248,30.0678,47.0629,28.4168,,,,,,11.6823,2.9136,1.6455,3.0052,3.6032,3.2381,2.7876,4.5948,2.4614,2.0686,,,,,,3.0057,0.6284,0.3087,1.3673,0.9087,0.2022,0.6155,1.388,0.9963,0.5075,,,,,
2014/2/20,0.7475,-2.935,-0.7299,1.023,-3.9173,-3.2832,-2.1215,-0.7082,2.9872,-1.397,,,,,,0.5127,1.7746,0.7207,1.4991,1.6883,2.8147,0.7145,1.0461,3.4307,2.5773,,,,,,4607685898,1234502164,13147343880,4540746528,1220835800,1949294360,10100049414,12794118217,2041680000,1973521011,,,,,,-525.4867,-47.0475,11.2031,30.2995,15.5344,-101.7919,31.7369,29.8548,48.4687,28.0198,,,,,,11.7696,2.8281,1.6335,3.036,3.4621,3.1318,2.7285,4.5623,2.535,2.0397,,,,,,3.0282,0.6099,0.3065,1.3812,0.8731,0.1956,0.6024,1.3782,1.026,0.5004,,,,,
2014/2/21,-0.4946,-0.8639,-1.7157,-4.135,-2.718,0.1414,0.3941,-1.5692,-2.1409,-2.5974,,,,,,0.4397,1.1971,0.7265,2.2409,1.9693,1.8558,0.3126,1.3552,1.8998,3.3185,,,,,,4584894376,1223836919,12921776706,4352985701,1187653400,1952051495,10139852564,12593354593,1997970000,1922260725,,,,,,-522.8874,-46.6411,11.0108,29.0466,15.1122,-101.9359,31.8619,29.3863,47.4311,27.292,,,,,,11.7114,2.8036,1.6054,2.9104,3.368,3.1362,2.7392,4.4907,2.4807,1.9867,,,,,,3.0132,0.6046,0.3012,1.3241,0.8493,0.1959,0.6048,1.3566,1.004,0.4874,,,,,
2014/2/24,-2.8169,-0.8715,-2.8263,-2.9049,-2.3283,-1.8362,-2.0608,-1.6667,-1.1291,-0.6061,,,,,,0.4284,0.8469,1.0241,1.9805,2.0595,1.7908,0.4385,2.3102,1.026,1.8583,,,,,,4455742422,1213171673,12556572709,4226534532,1160001400,1916208742,9930886025,12383465349,1975410000,1910610660,,,,,,-508.1582,-46.2346,10.6997,28.2029,14.7603,-100.0642,31.2053,28.8966,46.8955,27.1266,,,,,,11.3815,2.7792,1.5601,2.8259,3.2896,3.0786,2.6828,4.4158,2.4527,1.9747,,,,,,2.9283,0.5994,0.2927,1.2857,0.8296,0.1923,0.5923,1.334,0.9927,0.4845,,,,,
2014/2/25,-8.5251,-2.4176,-3.4217,-2.9012,-7.6281,-5.6115,-3.4068,-3.7583,-4.9964,-6.3415,,,,,,1.0243,1.0734,0.9129,1.7931,3.36,2.0133,0.6773,1.9551,1.6346,4.3618,,,,,,4075883733,1183842248,12126920949,4103915216,1071515000,1808680481,9592559246,11918058767,1876710000,1789449984,,,,,,-464.8369,-45.1168,10.3335,27.3846,13.6344,-94.4491,30.1422,27.8105,44.5524,25.4064,,,,,,10.4112,2.712,1.5067,2.7439,3.0386,2.9059,2.5914,4.2499,2.3301,1.8495,,,,,,2.6787,0.5849,0.2827,1.2484,0.7663,0.1815,0.5722,1.2838,0.9431,0.4537,,,,,
2014/2/26,4.6598,1.3514,-0.8857,0.8403,7.4839,1.6768,0.4149,1.072,-3.8317,-1.3021,,,,,,0.5058,0.5558,0.8256,0.9655,2.805,1.4379,0.4004,1.4728,1.2406,4.0298,,,,,,4265813077,1199840117,12019508008,4138401899,1151705800,1839008965,9632362397,12045817436,1804800000,1766149854,,,,,,-486.4975,-45.7265,10.242,27.6148,14.6548,-96.0328,30.2673,28.1087,42.8453,25.0756,,,,,,10.8964,2.7487,1.4933,2.7669,3.2661,2.9546,2.6021,4.2954,2.2409,1.8254,,,,,,2.8035,0.5928,0.2802,1.2589,0.8236,0.1845,0.5745,1.2976,0.907,0.4478,,,,,
2014/2/27,-3.0276,0.6667,0.1787,-2.3148,-2.6411,-2.099,0,-2.8788,-2.1094,-0.6596,,,,,,0.3326,1.5572,0.7801,0.9541,1.5667,1.5291,0.3239,1.4487,1.7182,2.2566,,,,,,4136661123,1207839051,12040990596,4042605559,1121288600,1800409077,9632362397,11699043904,1766730000,1754499789,,,,,,-471.7683,-46.0314,10.2603,26.9755,14.2677,-94.0171,30.2673,27.2995,41.9415,24.9102,,,,,,10.5665,2.767,1.496,2.7029,3.1798,2.8926,2.6021,4.1718,2.1936,1.8133,,,,,,2.7186,0.5967,0.2807,1.2297,0.8019,0.1806,0.5745,1.2602,0.8878,0.4449,,,,,
2014/2/28,1.8365,-0.2208,0.6244,1.8957,-0.8631,1.5314,1.7562,7.1763,1.5962,0.5312,,,,,,0.4271,0.634,1.0868,1.0816,2.715,0.8942,0.3501,2.719,0.7419,1.9036,,,,,,4212632861,1205172739,12116179655,4119242631,1111610400,1827980425,9801525786,12538600877,1794930000,1763819841,,,,,,-480.4326,-45.9298,10.3244,27.4869,14.1446,-95.4569,30.7988,29.2586,42.611,25.0425,,,,,,10.7605,2.7609,1.5053,2.7541,3.1523,2.9369,2.6478,4.4711,2.2286,1.823,,,,,,2.7685,0.5954,0.2825,1.253,0.7949,0.1834,0.5846,1.3507,0.902,0.4472,,,,,
2014/3/3,0.541,1.9912,1.6844,4.3721,1.99,0.7541,1.5228,1.8923,3.535,2.3778,,,,,,0.4783,0.7557,0.7736,1.4193,1.3459,1.2281,0.3575,1.6984,1.2186,2.562,,,,,,4235424382,1229169542,12320264241,4299339750,1133732000,1841766100,9950787600,12775866978,1858380000,1805760075,,,,,,-483.0318,-46.8443,10.4983,28.6887,14.4261,-96.1768,31.2678,29.8122,44.1173,25.638,,,,,,10.8187,2.8159,1.5307,2.8745,3.2151,2.959,2.6882,4.5558,2.3074,1.8663,,,,,,2.7835,0.6073,0.2872,1.3078,0.8108,0.1848,0.5935,1.3762,0.9339,0.4579,,,,,
2014/3/4,-1.1659,-1.3015,-0.6103,-2.852,1.2195,-1.1976,-2.6,0.3571,-1.214,-0.129,,,,,,0.4573,1.0935,0.6389,1.2149,2.545,1.2897,0.7071,1.3952,0.7963,1.7067,,,,,,4186042753,1213171673,12245075183,4176720435,1147558000,1819709021,9692067122,12821495074,1835820000,1803430062,,,,,,-477.4001,-46.2346,10.4342,27.8705,14.602,-95.025,30.4549,29.9187,43.5817,25.6049,,,,,,10.6926,2.7792,1.5214,2.7926,3.2543,2.9236,2.6183,4.572,2.2794,1.8639,,,,,,2.7511,0.5994,0.2855,1.2705,0.8207,0.1826,0.5781,1.3811,0.9226,0.4573,,,,,
