ÈÕÆÚ,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH
2016/12/28,8.8476,13.2156,8.16,15.17,5.4585,9.0618,5.7397,,12.7518,14.2538,24.62,15.1242,11.27,23.26,5.008,9.96,18.48,7.42,13.8156,12.02,7.1752,15.7956,8.6034,12.0958,5.2,10.41,9.4298,8.4066,5.478,20.55,34.5883,24.6408,,2.1443
2016/12/29,8.6741,13.4192,8.22,15,5.4389,9.0126,5.7397,,12.4772,14.4088,24.47,15.3122,11.09,23.78,4.9681,9.96,18.65,7.36,13.6634,11.84,7.2184,16.0032,8.544,12.1252,5.2,10.4,9.5788,8.4066,5.4703,20.4,35.0758,24.4947,,2.1453
2016/12/30,8.5585,13.1416,8.48,14.88,5.4095,9.0323,5.71,,12.3731,14.2344,24.51,15.0451,11.18,23.42,4.9382,9.96,18.31,7.48,13.8537,11.93,7.2472,16.0032,8.5241,12.1448,5.2,10.35,9.7279,8.377,5.4703,20.79,33.2151,24.599,,2.1295
2017/1/3,8.6411,13.5395,8.51,15.04,5.4879,9.111,5.6457,,12.4583,14.0891,24.27,15.2726,11.15,23.88,5.0379,9.96,18.45,7.81,13.7776,12.04,7.2232,16.2998,8.5836,12.3212,5.2,10.28,9.7676,8.4756,5.5162,20.95,34.1405,25.2458,,2.1552
2017/1/4,8.798,13.595,8.6,15.08,5.5859,9.2684,5.6457,,12.7802,14.06,24.37,15.4408,11.25,23.98,5.0878,9.96,18.32,7.8,13.8232,12.05,7.2376,16.191,8.6233,12.4094,5.2,10.41,9.8074,8.5447,5.5545,21.59,35.444,25.1763,,2.1828
2017/1/5,8.7072,13.4007,8.57,15.11,5.5761,9.1996,5.5221,,12.7328,14.0116,23.99,15.4803,11.14,24.76,5.0878,9.96,18.35,7.77,13.8232,11.93,7.1944,16.1713,8.7521,12.4192,5.2,10.32,10.1949,8.5743,5.5468,21.36,33.7723,24.606,,2.1532
2017/1/6,8.6824,12.8732,8.53,14.91,5.7721,9.0225,5.3936,,12.9411,14.1666,23.87,15.6782,11.02,23.68,5.0479,9.96,18.39,7.8,13.6253,11.93,7.0409,15.9538,8.8413,12.2918,5.2,10.18,10.1452,8.5348,5.5545,21.28,32.5583,23.0899,,2.1344
2017/1/9,8.732,13.012,8.7,14.86,5.7917,9.2783,5.4233,,13.6132,14.1763,24.21,15.8958,10.85,23.45,5.0679,9.96,18.46,7.85,13.7928,11.93,7.0457,15.7166,8.7918,12.4781,5.2,10.3,10.5327,8.6138,5.6004,21.14,33.1454,22.9021,,2.1502
2017/1/10,8.7733,12.9194,8.71,15.14,5.6937,9.17,5.4035,,13.1778,13.9825,24.13,16.242,10.76,23.47,5.1078,9.96,18.98,7.7,13.7091,11.93,7.0553,15.766,8.6926,12.3506,5.2,10.2,10.334,8.6039,5.5698,21.02,32.6678,22.7073,,2.1591
2017/1/11,8.5254,12.6788,8.5,14.89,5.5957,9.0323,4.9882,,13.0263,13.5949,24.13,15.7969,10.68,22.52,5.0379,9.96,19.67,7.69,13.6482,11.93,6.8345,15.341,8.5539,12.2918,5.2,10.09,10.2545,8.5052,5.4933,20.65,33.0161,21.5668,,2.1542
2017/1/12,8.4015,12.9472,8.52,14.92,5.6251,9.052,4.9536,,13.0831,13.4495,23.88,15.3122,10.63,23.69,5.018,9.96,19.11,7.51,13.161,11.93,6.8009,15.1531,8.316,12.0762,5.2,9.92,9.8471,8.377,5.4244,19.97,31.4439,21.2399,,2.1581
2017/1/13,8.3189,12.7621,8.33,14.35,5.5369,8.7765,4.8399,,12.1175,12.9941,23.87,15.0451,10.71,22.78,4.9681,9.96,19,7.42,12.9022,11.93,6.7817,14.738,8.2169,12.0174,5.2,9.64,9.7577,8.3079,5.4627,19.6,30.1005,20.3566,,2.1077
2017/1/16,7.9141,11.485,7.92,13.25,5.2625,8.0681,4.8448,,11.3317,12.7906,21.65,13.9669,9.64,20.92,4.7586,9.96,18.31,6.85,12.1106,11.93,6.4409,13.5518,7.8799,11.439,5.2,9.51,9.2012,8.0316,5.4856,18.62,28.2398,19.223,,2.0119
2017/1/17,7.9306,10.9575,8.05,13.23,5.3115,8.1271,4.9536,,11.6063,12.9554,22.04,14.1549,9.65,20.89,4.8085,9.96,18.74,6.99,12.1867,11.93,6.4121,13.7792,7.9493,11.439,5.2,9.43,9.39,8.0217,5.478,17.82,29.1652,21.1425,,2.0237
2017/1/18,7.815,10.6428,8.04,14.55,5.3213,8.0582,4.9338,,11.6347,12.8682,22.41,14.3923,9.42,20.93,4.8983,9.96,18.92,6.94,12.0268,11.93,6.1386,13.8484,7.8997,11.3214,5.2,9.38,9.3503,8.0316,5.5239,18.4,29.5334,21.5807,,2.0396
2017/1/19,7.6993,10.5132,8.03,14.55,5.3115,7.9893,4.9388,,11.5779,12.6647,23.01,14.1747,9.48,20.69,4.8684,9.96,18.67,6.92,12.1106,11.93,6.1433,13.6408,7.8898,11.1842,5.2,9.38,9.3801,8.0711,5.4474,18.03,29.5732,22.2831,,2.0356
2017/1/20,7.7819,10.6706,8.16,14.65,5.3703,8.2058,5.008,,11.966,12.9069,22.71,14.4022,9.48,21.08,4.9083,9.96,19.09,7.06,12.2323,11.93,6.2249,13.7594,8.0087,11.3214,5.2,9.5,9.4596,8.1401,5.478,18.22,29.7921,22.5196,,2.0455
2017/1/23,7.8645,10.7446,8.24,14.43,5.4193,8.2353,5.1019,,11.9849,12.9747,22.67,14.6593,10.4,21.19,4.9282,9.96,19.2,7.06,12.2932,11.93,6.3977,13.878,8.0781,11.5371,5.2,9.53,9.5788,8.1796,5.4856,18.59,29.7423,22.7908,,2.0534
2017/1/24,7.8067,10.7354,8.19,13.88,5.4487,8.1173,4.9487,,12.1459,12.9166,22.62,14.4417,10.8,20.72,4.9182,9.96,19.6,7.12,12.6967,11.93,6.4601,14.7479,7.9988,11.5273,5.2,9.39,9.549,8.1599,5.478,18.63,29.9811,21.9075,,2.0554
2017/1/25,7.8315,10.6891,8.23,13.83,5.4879,8.4223,4.9338,,12.1553,12.9457,22.57,14.4417,10.75,20.66,4.9083,9.96,19.79,7.15,13.0544,11.93,6.4601,14.4316,8.0087,11.4881,5.2,9.45,9.5987,8.2191,5.4856,18.65,29.0955,22.1649,,2.0386
2017/1/26,7.8563,10.7354,8.3,15.21,5.4781,8.4223,5.0327,,12.2311,12.9941,22.84,14.5505,11.42,20.53,4.9382,9.96,19.23,7.19,12.9783,11.93,6.5849,14.4217,8.0484,11.6057,5.2,9.5,9.6384,8.2289,5.4856,18.9,29.0557,21.9215,,2.0366
2017/2/3,7.8645,11.05,8.3,15.05,5.3997,8.2648,5.097,,12.25,12.9844,22.7,14.3329,11.22,20.75,4.8883,9.96,19.54,7.23,13.161,11.93,6.5705,14.4118,8.0087,11.5077,5.2,9.79,9.3006,8.2684,5.4703,18.79,29.3045,21.5528,,2.0297
2017/2/6,7.8976,11.2814,8.47,14.85,5.4389,8.3632,5.1563,,12.2216,13.2461,22.9,14.5307,11.04,21.06,4.9382,9.96,19.97,7.33,13.1686,11.93,6.5801,14.481,8.1376,11.6841,5.2,9.99,9.4198,8.298,5.5315,18.75,29.9413,22.9368,,2.0504
2017/2/7,7.9885,11.3647,8.48,15.56,5.5271,8.3927,5.0179,,12.2311,13.2267,22.58,14.6396,11.22,21.79,4.9781,9.96,19.48,7.42,13.062,11.93,6.5225,14.3525,8.1277,11.6939,5.2,10.01,9.5589,8.3177,5.5392,18.84,31.1752,22.916,,2.0613
2017/2/8,7.9967,11.3276,8.57,15.35,5.5271,8.4124,5.0327,,12.25,13.343,22.84,14.8374,11.23,21.64,4.998,9.96,19.45,7.46,13.1077,11.93,6.5657,14.4513,8.1673,11.7135,5.2,10.08,9.6881,8.3375,5.5315,18.91,30.9264,23.3889,,2.0603
2017/2/9,8.0215,11.3184,8.54,15.28,5.5663,8.4419,5.1365,,12.3825,13.5077,22.99,14.9957,11.14,21.69,5.0379,9.96,19.54,7.45,13.161,11.93,6.6041,14.6194,8.4647,11.8115,5.2,10.13,9.9067,8.4954,5.5621,19.09,31.3046,23.1455,,2.0702
2017/2/10,8.0132,11.3924,8.49,14.93,5.5957,8.501,5.1217,,12.2784,13.4689,23.04,14.7978,11.46,21.3,5.1277,9.96,19.58,7.79,13.3589,11.93,6.8729,14.481,8.425,11.7723,5.2,10,9.9365,8.446,5.6004,19.1,30.6478,22.5265,,2.0544
2017/2/13,8.0298,11.2258,8.49,15.29,5.7329,8.4616,5.186,,12.1743,13.4495,22.87,14.9858,11.69,21.3,5.0978,9.96,19.35,7.67,13.4122,11.93,6.8921,14.6589,8.4151,11.8997,5.2,10.04,9.9365,8.4756,5.6387,18.6,31.2847,22.9299,,2.084
2017/2/14,8.1785,11.1426,8.44,15.04,5.6839,8.4616,5.1415,,12.0796,13.5077,24.01,14.7978,11.53,23.43,5.0679,9.96,19.24,7.98,13.2676,11.93,6.9737,14.5798,8.3556,11.8311,5.2,9.92,9.9067,8.4263,5.608,18.59,30.9662,23.3959,,2.0781
2017/2/15,8.1041,10.9297,8.32,14.69,5.6741,8.2944,5.1514,,11.8524,13.1879,23.23,14.6198,11.18,23.02,5.0579,9.96,19.22,8.78,13.0392,11.93,6.8777,14.5403,8.544,11.7625,5.2,9.83,10.0657,8.446,5.5927,18.57,31.8917,22.916,,2.082
2017/2/16,8.1454,11.3091,8.6,14.8,5.7721,8.2944,5.1711,,12.0323,13.2267,23.07,14.9858,11.26,23.17,5.0579,9.96,19.37,9.66,12.9707,11.93,7.1608,14.3624,8.6133,11.8507,5.2,9.88,10.1949,8.5644,5.654,18.57,31.7324,22.61,,2.0781
2017/2/17,7.9802,11.3276,8.38,14.51,5.6839,9.1208,5.0871,,11.8713,13.1395,21.77,15.1144,11.08,22.75,5.0379,9.96,18.71,9.59,12.8717,11.93,7.0361,14.1647,8.4548,11.6449,5.2,9.78,9.9763,8.4263,5.6004,17.84,30.2001,22.0466,,2.0465
2017/2/20,8.0545,11.1981,8.4,14.63,5.7819,9.6522,5.0179,,12.25,13.2461,21.4,14.9561,11.01,22.92,5.0779,9.96,18.42,9.14,12.8337,11.93,7.0409,14.0362,8.5638,11.8017,5.2,10.01,10.1054,8.5151,5.6616,16.95,29.9314,21.525,,2.0307
2017/2/21,8.1124,11.3739,8.51,14.69,5.8015,9.6915,5.092,,12.5813,13.4399,21.07,15.0055,11.45,23,5.0779,9.96,18.94,9.04,12.8794,11.93,7.1272,14.3228,8.6133,11.9684,5.2,10.03,10.0955,8.5743,5.6769,17.17,30.3493,21.9006,,2.0267
2017/2/22,8.1372,11.2444,9.36,14.58,5.8309,9.6226,5.097,,12.4393,13.4883,21.3,14.9858,11.39,23.21,5.0779,9.96,18.88,8.99,12.8109,11.93,7.0169,14.2141,8.5935,12.0174,5.2,10.01,10.3042,8.7124,5.7075,17.43,29.6727,21.831,,2.0119
2017/2/23,8.2198,11.3184,9,14.4,5.7231,9.9178,5.092,,12.2784,13.4011,21.04,14.7879,11.53,23.04,5.0579,9.96,18.39,8.81,12.788,11.93,7.0025,14.3031,8.544,11.9193,5.2,9.95,10.016,8.6335,5.6616,17.55,29.9612,22.0327,,2.0188
2017/2/24,8.1537,11.2814,8.87,14.55,5.8113,9.8489,5.097,,12.3541,13.7112,20.97,14.8077,11.54,22.71,5.0878,9.96,18.68,8.8,12.6586,11.93,7.0936,14.3624,8.6926,11.9487,5.2,10,10.0359,8.6532,5.6616,17.36,29.6428,23.2498,,2.0218
2017/2/27,8.0628,11.4295,8.72,14.62,5.7427,9.908,5.0129,,12.1837,13.624,20.95,14.7286,11.4,21.1,5.028,9.96,18.6,8.6,12.788,11.93,7.276,14.5798,8.6728,11.8801,5.2,9.9,9.9365,8.5743,5.5851,17.14,29.7722,23.5141,,2.0208
2017/2/28,8.0628,11.3739,8.75,14.66,6.0171,10.9017,4.9882,,12.4299,13.7499,21.24,14.7187,11.45,21.64,5.028,9.96,18.44,8.59,12.8109,11.93,7.2568,15.0444,8.6133,12.0174,5.2,10.02,9.9167,8.6039,5.6004,17.1,30.7274,23.4376,,2.0356
2017/3/1,8.0793,11.2906,8.75,14.56,6.0661,11.2854,4.9882,,12.4677,13.6046,21.51,14.8473,11.49,21.66,5.028,9.96,18.47,8.54,12.75,11.93,7.5064,15.8352,8.5935,12.0174,5.2,10,9.9465,8.5842,5.6004,17.46,30.6478,23.4445,,2.0455
2017/3/2,8.1206,11.3091,8.66,15,5.8897,11.4527,4.9042,,12.3447,13.4205,21.63,14.6593,11.35,21.05,5.008,9.96,18.23,8.35,12.7652,11.93,7.5256,15.4003,8.544,11.8997,5.2,10.07,9.8173,8.5052,5.5774,17.9,30.6478,23.2081,,2.0484
2017/3/3,8.2445,11.2814,8.55,15,5.9191,11.1871,4.9487,,12.3825,13.5755,21.97,14.5505,11.21,20.83,4.9681,9.96,18.25,8.33,12.7728,11.93,7.636,15.509,8.4647,11.8703,5.2,9.94,9.8173,8.6631,5.5774,17.55,31.3842,23.0899,,2.0662
2017/3/6,8.2445,11.3184,8.6,15,5.9681,11.2166,5.003,,12.5056,13.5755,21.97,14.7583,11.35,20.85,4.998,9.96,18.41,8.39,12.9174,11.93,7.7896,15.3706,8.5142,11.988,5.2,10.2,9.9961,8.6927,5.608,17.64,32.3295,23.841,,2.086
2017/3/7,8.195,11.4665,8.68,14.8,6.0955,11.1969,5.1118,,12.5435,13.5174,21.97,14.7484,11.23,21.14,4.9881,9.96,18.41,8.31,12.8185,11.93,7.54,15.1729,8.6332,12.086,5.2,10.18,10.0558,8.6828,5.6157,18.16,31.5931,23.9662,,2.085
2017/3/8,8.1041,11.4017,8.7,14.52,5.9681,10.8624,5.1019,,12.695,13.5271,21.97,14.7088,11.2,21.22,4.998,9.96,18.47,8.45,12.6814,11.93,7.6792,15.2125,8.7125,11.9586,5.2,10.08,9.9763,8.5842,5.5774,18.09,31.7125,24.1331,,2.0811
2017/3/9,8.038,11.3369,8.81,14.35,5.9093,10.8328,5.097,,12.5056,13.3817,21.97,14.5505,10.73,20.77,4.9182,9.96,18.5,8.23,12.2323,11.93,7.6216,15.1531,8.7422,11.8115,5.2,9.9,9.4298,8.4066,5.4933,18.16,31.0658,23.9801,,2.0633
2017/3/10,8.0215,11.4202,8.83,14.4,5.7917,10.518,5.1464,,12.5435,13.2364,21.97,14.5406,10.81,20.87,4.9282,9.96,18.62,8.21,12.2247,11.93,7.5256,15.1927,8.5638,11.7625,5.2,9.84,9.4099,8.4263,5.4933,18.79,30.21,25.2389,,2.0623
2017/3/13,8.0545,11.4295,8.94,14.35,5.8897,11.3248,5.1711,,12.5719,13.4495,21.97,14.5802,10.94,21,4.9382,10.96,18.55,8.14,12.1943,11.93,7.756,14.9357,8.6133,11.8213,5.2,9.89,9.3801,8.4658,5.5239,18.69,30.2498,25.7535,,2.0603
2017/3/14,8.0132,11.3369,8.85,14.38,5.8309,11.0788,5.0821,,12.6381,13.4495,21.97,14.5802,11.07,21.44,4.8783,10.82,18.59,8.1,12.3617,11.93,7.684,14.9357,8.5638,11.7331,5.2,9.81,9.231,8.4263,5.5009,18.66,30.7374,25.3571,,2.0593
2017/3/15,7.9141,11.3276,8.86,14.13,5.8015,11.1477,4.9932,,12.4867,13.3333,21.97,14.3725,11.15,20.95,4.8484,10.12,19.32,8.01,12.2095,11.93,7.7944,14.7676,8.4944,11.6841,5.2,9.8,9.231,8.4066,5.4933,18.64,29.9811,24.8425,,2.0455
2017/3/16,8.0215,11.7811,8.91,14.26,5.8995,11.5905,5.0327,,12.5245,13.3527,21.97,14.5802,11.26,20.98,4.8883,10.27,19.59,8.17,12.3313,11.93,7.9864,15.084,8.6233,11.8703,5.2,9.9,9.3701,8.4658,5.5392,18.58,30.4488,26.4003,,2.0672
2017/3/17,7.8976,12.1235,8.66,14.16,5.8015,11.4822,4.9833,,12.3825,13.3236,20.84,14.5802,11.29,20.93,4.8783,9.86,19.49,8.03,12.1867,11.93,8.0631,14.8368,8.5142,11.7527,5.2,9.85,9.4099,8.4756,5.4856,18.75,30.6379,25.3641,,2.0702
2017/3/20,7.9554,12.2624,8.68,14.1,5.7525,11.2067,5.008,,12.4204,13.5561,20.12,14.6791,11.62,20.48,4.8684,9.75,19.16,8.19,12.2476,11.93,8.1543,14.5699,8.544,11.8605,5.2,9.83,9.2807,8.5348,5.4933,18.67,31.3543,25.6631,,2.0702
2017/3/21,7.9306,12.3271,8.79,14.06,5.7525,11.2067,4.9586,,12.5719,13.3623,19.66,14.7187,11.66,20.23,4.8484,10.15,19.26,8.26,12.2019,11.93,8.0871,15.4695,8.4845,11.8115,5.2,9.77,9.082,8.7322,5.5086,18.77,32.1404,26.0178,,2.0801
2017/3/22,7.8398,12.4104,8.7,13.79,5.7231,11.4625,4.9932,,12.3541,13.2751,18.83,14.5307,11.76,19.76,4.7586,10.08,18.95,8.16,12.0725,11.93,8.3415,15.2223,8.3259,11.8213,5.2,9.59,8.923,8.6236,5.455,18.47,31.5036,26.3238,,2.0573
2017/3/23,7.7985,12.7529,8.86,13.62,5.7819,11.679,4.9981,,12.4015,12.8682,18.18,14.5802,12.2,19.85,4.7885,10,19.16,8.56,12.0344,11.93,8.4519,14.9653,8.2863,11.7527,5.2,9.57,9.0721,8.5546,5.4474,18.74,30.8468,26.4768,,1.9961
2017/3/24,7.8232,12.6418,8.88,13.55,5.8799,11.5511,5.0179,,12.2879,12.9747,17.83,14.7088,12.87,19.47,4.7586,9.98,19.27,8.8,12.042,11.93,8.8359,14.8863,8.316,11.7429,5.2,9.61,9.082,8.594,5.4627,18.67,30.9961,26.1013,,1.9763
2017/3/27,7.8067,12.4752,8.9,13.52,5.8309,11.5905,4.9635,,12.0039,12.9554,18.38,14.7385,12.7,18.87,4.7786,9.94,19.27,8.75,12.0649,11.93,8.8359,14.7578,8.3457,11.7233,5.2,9.68,8.9926,8.6532,5.455,18.66,31.5832,25.371,,1.9822
2017/3/28,7.8645,12.466,8.77,13.5,5.8211,10.9608,4.9388,,12.2595,12.8875,18.62,14.7385,13.12,18.78,4.8284,9.89,18.31,8.54,12.1182,11.93,8.4327,14.5205,8.2863,11.6743,5.2,9.29,8.8634,8.5151,5.4168,18.53,30.8468,25.1485,,1.9773
2017/3/29,7.7654,12.8732,8.98,13.84,5.7623,10.5573,4.8448,,12.1364,12.7034,18.39,14.4516,13.06,18.03,4.7885,9.42,17.51,8.61,12.004,11.93,8.6391,14.5699,8.3061,11.4782,5.2,9.31,8.8534,8.5447,5.4244,18.37,30.011,23.521,,1.9605
2017/3/30,7.5671,12.5493,8.69,13.29,5.5761,10.0752,4.7163,,11.398,12.3352,17.69,13.9373,12.66,16.42,4.6489,9.05,17.37,8.15,12.0192,11.93,8.0919,13.8879,8.2962,11.194,5.2,9.34,8.5255,8.3375,5.4015,17.87,28.2398,22.4431,,1.8864
2017/3/31,7.5754,12.7066,8.37,13.05,5.5663,10.0556,4.741,,11.398,12.4321,18.83,14.0955,12.83,16.57,4.6489,9.05,17.61,7.94,11.9431,11.93,7.972,13.9868,8.1673,11.2528,5.2,9.28,8.615,8.3276,5.3938,17.77,28.4686,22.2831,,1.8933
2017/4/5,7.7158,12.8176,8.52,14.36,5.8407,10.3311,4.8696,,11.8619,12.7713,18.47,14.4516,13.29,18.23,4.7387,9.11,17.58,7.97,12.2476,11.93,7.7272,14.4019,8.2466,11.8115,5.2,9.42,8.7342,8.4164,5.5086,18.31,28.8169,24.2513,,1.921
2017/4/6,7.7076,13.1138,8.56,14.44,5.9485,10.3015,4.8399,,11.9187,12.7131,18.16,14.1747,13.37,20.05,4.7786,8.99,17.53,7.9,12.3161,11.93,7.6648,14.3031,8.2169,11.7331,5.2,9.44,8.7342,8.4756,5.4856,18.14,28.5483,24.0496,,1.9042
2017/4/7,7.7076,13.5673,8.48,14.66,6.0955,10.213,4.8448,,11.966,12.8585,18.06,14.1252,13.49,22.06,4.7287,8.96,17.56,7.75,12.3541,11.93,7.444,14.135,8.2565,11.8801,5.2,9.4,8.7243,8.4559,5.478,18.59,28.7572,25.0372,,1.92
2017/4/10,7.8232,12.8454,8.15,15.65,6.2915,9.8686,4.7559,,11.9187,12.5872,18.23,13.8581,13.03,24.27,4.6688,8.67,16.77,7.45,12.2932,11.93,7.7032,13.8978,8.1376,12.3114,5.2,9.09,8.5156,8.4164,5.4856,18.87,27.4139,25.1972,,1.8923
2017/4/11,7.9141,12.8917,8.26,16.4,6.4679,10.0752,4.7954,,11.6915,12.655,18.01,14.1252,12.98,26.7,4.7187,8.78,17.05,7.43,12.5292,11.93,7.6552,13.8681,8.1574,12.2428,5.2,9.14,8.3864,8.594,5.5468,18.71,27.7423,24.8842,,1.8973
2017/4/12,8.0132,12.5122,8.5,14.76,6.0759,10.4393,4.8102,,11.6915,12.5775,18.01,13.9076,12.9,26.47,4.7387,8.72,17.01,7.76,12.7195,11.93,7.5784,13.7199,8.1574,11.8899,5.2,9.06,8.2672,8.5348,5.5392,18.35,27.7423,23.0899,,1.8982
2017/4/13,7.9389,12.3364,8.43,15.22,6.6835,10.2031,4.8844,,11.5495,12.5484,18.04,13.9076,12.73,26.36,4.7686,9.16,16.99,7.61,12.7728,11.93,7.4776,13.7396,8.1673,11.9389,4.68,9.09,8.3964,8.6532,5.5621,18.24,27.8716,23.1177,,1.8963
2017/4/14,7.7324,12.2439,8.2,14.74,6.4875,10.026,4.8547,,11.3128,12.4612,17.73,13.69,12.73,25.46,4.7885,9.01,16.51,7.64,12.514,11.93,7.5688,13.5815,8.0087,12.0272,4.34,9.02,8.2672,8.5348,5.4627,18.15,26.7671,22.9716,,1.8716
2017/4/17,7.6993,11.596,8.1,13.53,6.1445,10.0162,4.8201,,11.0004,12.248,17.6,13.1558,12.38,22.91,4.7187,8.82,16.28,7.11,12.2932,11.93,7.1176,13.3146,7.979,11.6939,3.98,8.86,7.8995,8.4263,5.4856,17.78,26.1303,21.0938,,1.8528
2017/4/18,7.6332,11.6516,8.06,13.93,6.2425,10.026,4.7311,,10.8584,11.9864,16.35,12.9184,11.3,22.99,4.6189,9.06,16.46,7.14,12.1791,11.93,7.0025,13.0477,7.8501,11.6939,4.01,8.63,7.6909,8.2289,5.4474,17.51,25.981,20.7322,,1.8567
2017/4/19,7.5093,12.0217,8.07,13.54,6.8697,9.4554,4.746,,10.4229,11.7151,15.63,12.4931,11.48,22.91,4.5491,9,16.61,7.1,11.8061,11.93,6.7193,12.9192,7.7114,11.4979,3.87,8.38,7.5716,8.1401,5.3479,17.1,25.0556,21.1842,,1.8508
2017/4/20,7.5589,12.105,7.89,13.24,6.7129,9.1405,4.7509,,9.9307,11.7829,15.31,12.0578,11.71,20.77,4.5591,9.01,16.25,7.13,11.5092,11.93,6.8393,13.0675,7.5726,11.3312,3.88,8.38,7.522,8.0908,5.325,16.96,25.1949,20.5861,,1.8548
2017/4/21,7.4515,12.54,7.9,13.05,6.3405,8.9536,4.7509,,10.12,11.7732,15.22,12.0974,11.96,19.36,4.5391,9.06,16.44,7.11,11.5853,11.93,6.6569,12.7314,7.5825,11.3508,3.83,8.29,7.6313,8.0908,5.3173,17.14,25.0058,20.4262,,1.8518
2017/4/24,7.0963,11.29,7.6,11.75,6.4679,8.5502,4.7163,,10.1579,11.5406,13.7,11.6028,12.18,17.8,4.3695,9,16.49,6.42,11.4407,11.93,6.4601,12.2273,7.1365,10.8901,3.69,7.84,7.2239,7.8639,5.172,16.38,23.6028,19.3482,,1.8054
2017/4/25,7.1128,11.35,7.54,11.83,6.7717,8.6879,4.746,,9.9023,11.5988,14.11,11.4644,12.16,19.58,4.3695,8.92,16.63,6.27,11.6006,11.93,6.6425,12.4744,7.186,10.9587,3.68,7.88,7.2636,7.8737,5.1413,16.57,23.6227,19.4177,,1.8044
2017/4/26,7.121,11.4,7.4,11.98,7.0657,8.9437,4.6125,,9.6656,10.436,14.24,11.4248,12.8,20.48,4.3795,8.9,16.62,6.37,11.7071,11.93,6.6857,12.4349,7.2059,11.0077,3.65,7.79,7.3133,7.9724,5.172,16.69,23.7322,19.7029,,1.8034
2017/4/27,6.9393,11.27,7.4,11.72,6.8599,9.0126,4.6323,,9.675,10.3972,13.78,11.6226,13.64,20.48,4.2798,8.55,16.61,6.39,11.7452,11.93,6.9017,12.5041,7.196,11.1646,3.62,7.8,7.2537,7.9329,5.172,16.68,23.3441,20.5653,,1.756
2017/4/28,6.931,11.39,7.55,12.04,6.9873,8.9831,4.6323,,9.8265,10.3585,14.07,11.7116,13.92,19.46,4.2798,8.46,16.6,6.64,11.867,11.93,6.9737,12.5535,7.2158,11.096,3.4,7.82,7.363,7.9231,5.2026,17.09,25.0456,20.4957,,1.7816
2017/5/2,7.1293,11.08,7.54,12.19,7.0559,9.0225,4.6323,,9.7034,10.9593,14.03,11.7018,13.92,18.49,4.2498,8.39,16.41,6.56,11.8441,11.93,6.9257,12.7512,7.196,9.9883,3.4,7.86,7.4027,7.9329,5.2179,17.42,24.7571,20.4957,,1.7658
2017/5/3,7.0715,10.86,7.51,11.77,6.5757,9.1208,4.6273,,9.6561,11.0368,14.09,11.4841,13.92,17.57,4.2299,8.26,16.13,6.79,11.905,11.93,6.8921,13.0675,7.2455,9.3414,3.23,7.98,7.3928,7.9033,5.149,17.3,25.0158,20.7113,,1.7648
2017/5/4,7.055,10.74,7.58,11.82,7.0559,9.0225,4.6026,,9.6088,10.9011,14.09,11.5039,13.92,16.69,4.2099,8.3,15.92,6.71,11.8746,11.93,6.9209,12.8797,7.3645,9.3806,3.07,7.79,7.363,7.8737,5.1184,17.33,24.5481,20.9339,,1.7451
2017/5/5,6.8236,10.5,7.44,12.33,6.8599,8.7174,4.5729,,9.5141,10.8333,14.13,11.1478,13.92,15.86,4.16,8.22,15.35,6.57,11.7376,11.93,6.6185,12.5831,7.2158,9.2728,2.92,7.66,7.1344,7.6764,5.0342,17.01,23.9312,20.2106,,1.7026
2017/5/8,6.6584,9.99,7.24,11.6,6.3503,8.4616,4.4988,,9.1922,10.31,13.41,10.7522,13.92,15.07,4.18,8.04,14.58,6.43,11.4407,11.93,6.4889,12.4052,7.0869,8.5082,2.77,7.55,6.896,7.6764,4.9807,16.49,24.0207,19.529,,1.6749
2017/5/9,6.6749,10.1,7.3,11.37,6.4385,8.6781,4.5927,,9.2585,10.6201,13.29,10.8906,12.53,14.32,4.18,8.09,13.85,6.53,11.5625,11.93,6.4649,12.4942,7.196,8.5768,2.71,7.64,6.9854,7.6961,4.973,15.67,23.772,19.9046,,1.6611
2017/5/10,6.4271,10.25,7.17,11.15,5.9779,8.5108,4.6125,,8.823,10.4457,13.11,10.5247,12.21,13.73,4.18,8.09,13.45,6.42,11.5016,11.93,6.3113,11.9406,7.0968,8.6945,2.57,7.36,6.8661,7.4988,4.8659,15.17,23.0555,19.5916,,1.6255
2017/5/11,6.3941,9.8,7.06,11.02,5.9779,8.2156,4.6718,,8.9272,10.2228,12.58,10.4653,12.1,13.1,4.18,7.98,12.95,6.35,11.4179,11.93,6.1865,11.5848,7.0275,8.5376,2.44,7.19,6.727,7.3705,4.9195,14.41,22.4386,20.1967,,1.5969
2017/5/12,6.3528,9.21,6.91,11.04,5.9877,8.1664,4.652,,8.7662,10.2034,12.42,10.7225,11.89,13.41,4.18,8.02,13.6,6.43,11.3798,11.93,6.1817,11.3574,7.0275,8.6749,2.39,7.16,6.6177,7.3804,4.9042,14.38,22.4485,20.3427,,1.6048
