ÈÕÆÚ,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH
2014/1/2,4.7465,11.8644,4.48,4.3,4.5028,2.3969,3.94,,6.1725,3.845,7.13,8.0765,7.42,5.67,4.7146,3.18,5.77,4.27,5.4678,3.63,2.5245,5.7152,5.3746,4.7423,3.79,8.42,5.3373,10.3305,4.7451,7.77,12.5554,,,0.8025
2014/1/3,4.6203,11.8829,4.39,4.29,4.3761,2.4085,3.94,,6.1725,3.7877,7.01,7.8449,7.48,5.49,4.6389,3.13,5.77,4.23,5.3849,3.68,2.5245,5.5676,5.264,4.636,3.82,8.28,5.1893,9.9792,4.5857,7.8,12.5356,,,0.7888
2014/1/6,4.5799,11.4109,4.09,4.15,4.191,2.3624,3.94,,6.1725,3.6109,6.74,7.5458,7.41,5.12,4.5347,3.02,5.77,4.13,5.3472,3.58,2.5245,5.3175,5.2058,4.3701,3.8,8.29,4.9525,9.6279,4.4566,7.57,12.0496,,,0.7692
2014/1/7,4.5698,11.3184,4.15,4.31,4.1715,2.3701,3.94,,6.1725,3.63,6.69,7.5554,7.39,5.3,4.5347,3.04,5.77,4.18,5.4075,3.54,2.5245,5.4073,5.3513,4.3459,3.76,8.7,4.9229,9.6469,4.487,7.75,12.0397,,,0.7663
2014/1/8,4.489,11.2073,4.16,4.18,4.152,2.3355,3.94,,6.1725,3.5823,6.5,7.5747,7.55,5.17,4.5631,2.99,5.77,4.32,5.3924,3.44,2.5245,5.388,5.4794,4.2396,3.78,8.99,4.9328,9.5329,4.5477,7.59,11.9901,,,0.7692
2014/1/9,4.388,10.8279,4.07,4.09,4.1325,2.3163,3.94,,6.1725,3.5297,6.41,7.3817,7.76,4.91,4.7051,2.93,5.77,4.24,5.415,3.42,2.5245,5.3944,5.2582,4.2299,3.81,8.57,4.9032,9.4,4.4414,7.38,11.8909,,,0.7692
2014/1/10,4.3981,10.5318,3.97,4.08,4.035,2.2202,3.94,,6.1725,3.5297,6.47,7.1791,7.81,4.68,4.6483,2.86,5.77,4.13,5.2567,3.26,2.5245,5.4137,4.9961,4.1912,3.78,8.79,4.7552,9.2196,4.5173,7.75,11.9901,,,0.7692
2014/1/13,4.4233,10.5873,4.06,4.08,4.0155,2.2164,3.94,,6.1725,3.5202,6.58,7.2274,8.15,4.72,4.6957,2.83,5.77,4.1,5.1888,3.25,2.5245,5.4586,5.0718,4.2057,3.76,8.29,4.7453,9.324,4.3883,7.73,12.0496,,,0.7643
2014/1/14,4.4284,10.7724,4.15,4.14,4.113,2.2548,3.94,,6.1725,3.568,6.88,7.3721,8.15,4.82,4.7335,2.92,5.77,4.16,5.2944,3.31,2.5245,5.7216,5.0951,4.2686,3.74,8.46,4.8539,9.5424,4.4338,8.12,12.0992,,,0.7712
2014/1/15,4.5243,10.9112,4.09,4.13,4.0837,2.2663,3.94,,6.1725,3.568,6.78,7.3721,8.15,4.78,4.9229,2.9,5.77,4.14,5.4377,3.29,2.5245,5.7665,5.0427,4.2686,3.69,8.67,4.8243,9.4665,4.4414,8.17,11.8711,,,0.7682
2014/1/16,4.4738,12.0032,4.12,4.15,4.152,2.2855,3.94,,6.1725,3.5727,6.69,7.3817,8.15,4.86,4.8945,2.89,5.77,4.1,5.4754,3.31,2.3997,5.6831,5.066,4.3121,3.83,8.77,4.913,9.4285,4.487,8.41,12.0298,,,0.7741
2014/1/17,4.3779,12.0403,4.03,4.26,4.1032,2.2318,3.94,,6.1725,3.4915,6.5,7.2659,8.15,4.72,4.8471,2.84,5.77,4.16,5.4904,3.28,2.4093,5.837,4.9204,4.2976,3.82,8.8,4.7947,9.2196,4.4642,8.11,11.9802,,,0.7692
2014/1/20,4.3324,11.8922,4.08,4.31,4.0253,2.2471,3.94,,6.4576,3.4438,6.42,7.2949,8.15,4.73,4.8661,2.85,5.77,4.13,5.4754,3.3,2.4189,5.8691,5.1009,4.1912,3.82,8.8,4.8341,9.1816,4.449,7.87,11.9207,,,0.7692
2014/1/21,4.3678,11.9847,4.12,4.37,4.0253,2.3316,3.94,,6.5404,3.4915,6.7,7.5361,8.15,4.76,4.8945,2.91,5.77,4.13,5.5206,3.31,2.4189,5.5933,5.1301,4.2251,3.84,9.68,4.9426,9.3051,4.5098,7.93,11.9207,,,0.7751
2014/1/22,4.5041,12.0032,4.25,4.4,4.1325,2.3969,3.94,,6.5128,3.5918,6.78,7.7098,8.15,4.93,4.9418,2.98,5.77,4.17,5.6262,3.38,2.4381,5.7985,5.2174,4.3266,3.93,9.7,5.0314,9.6184,4.5857,8.01,12.1587,,,0.779
2014/1/23,4.5243,12.0217,4.25,4.28,4.1422,2.3854,4.3353,,6.5404,3.6109,6.8,7.7774,8.15,4.95,4.8282,2.96,5.77,4.19,5.6488,3.37,2.4621,5.6831,5.2232,4.3073,3.9,9.83,5.0018,9.5804,4.5098,8.36,12.2976,,,0.7712
2014/1/24,4.6708,12.1143,4.31,4.32,4.3177,2.3931,4.7695,,6.9268,3.6587,6.83,7.8546,8.15,4.95,4.8282,2.99,5.77,4.19,5.6262,3.44,2.4477,5.6959,5.3863,4.3749,3.89,9.99,5.0117,9.6279,4.616,8.21,12.2777,,,0.7692
2014/1/27,4.6859,11.9014,4.32,4.17,4.3761,2.3816,5.0379,,6.8532,3.6778,6.98,7.7774,8.15,4.81,4.7619,2.96,5.77,4.11,5.8449,3.41,2.4141,5.8242,5.4096,4.3653,3.95,10.12,4.9525,9.495,4.5401,8.07,12.1389,,,0.7673
2014/1/28,4.6808,11.7626,4.27,4.17,4.2787,2.3816,5.5429,,6.8256,3.6587,7.03,7.8063,8.15,4.64,4.7619,2.98,5.77,4.08,5.4603,3.44,2.4429,5.9781,5.3804,4.4571,3.99,9.96,4.9328,9.5329,4.5401,8.23,12.1389,,,0.7673
2014/1/29,4.7717,11.7626,4.27,4.17,4.2397,2.4162,6.0967,,6.7704,3.6969,7.02,7.8063,8.15,4.69,4.8755,2.99,5.77,4.06,5.5885,3.43,2.4669,5.9397,5.4561,4.462,4.02,10.46,4.9328,9.6374,4.6009,8.15,12.1091,,,0.7692
2014/1/30,4.7313,11.6608,4.26,4.21,4.2494,2.4162,5.904,,6.8072,3.6826,7.04,7.8256,8.15,4.63,4.9513,3,5.77,4.1,5.5508,3.42,2.4813,5.9589,5.4911,4.5441,3.98,11.09,4.9032,9.476,4.4642,8.08,12.2083,,,0.7682
2014/2/7,4.8323,11.8737,4.35,4.18,4.3079,2.5083,5.982,,6.9084,3.6921,7.09,7.9896,8.15,4.76,5.0554,3.05,5.77,4.11,5.5885,3.43,2.5293,6.1834,5.8172,4.5345,3.97,11.26,4.9229,9.476,4.4718,8.07,12.5752,,,0.7731
2014/2/10,5.3171,11.994,4.49,4.3,4.3761,2.6389,5.8991,,6.9636,3.7686,7.31,8.1151,8.15,4.9,5.0933,3.13,5.77,4.18,5.7167,3.51,2.6301,6.2476,5.9453,4.6118,4.08,11.48,5.0413,9.8843,4.5933,8.21,12.8926,,,0.7819
2014/2/11,5.3524,11.8089,4.49,4.35,4.4444,2.5929,5.6942,,7.0372,3.7877,7.29,8.3081,8.15,4.92,4.9986,3.13,5.77,4.19,5.8977,3.54,2.7021,6.517,5.8055,4.6021,4.04,11.4,5.1005,9.8748,4.6616,8.39,12.9025,,,0.7829
2014/2/12,5.4029,12.3549,4.5,4.39,4.5516,2.6351,6.1967,,7.074,3.8211,7.33,8.3081,8.15,5.34,5.0081,3.17,5.77,4.22,5.8977,3.53,2.6973,6.5554,5.9802,4.6021,4.06,11.69,5.1498,9.9412,4.7679,8.39,12.9719,,,0.7839
2014/2/13,5.4888,11.8644,4.6,4.32,4.3664,2.5967,5.7698,,7.1016,3.7638,7.28,8.1151,8.15,5.12,4.9892,3.08,5.77,4.17,5.8374,3.47,2.6781,6.6132,5.8172,4.6021,3.93,11.25,5.0906,9.8843,4.692,8.36,13.081,,,0.7849
2014/2/14,5.5393,11.957,4.66,4.4,4.4249,2.6121,5.8527,,7.4419,3.8259,7.35,8.4625,8.15,5.23,5.2732,3.18,5.77,4.19,6.0863,3.55,2.7357,6.8697,6.0151,4.6021,3.95,11.35,5.6036,9.9032,4.6996,8.78,13.3091,,,0.7829
2014/2/17,5.5393,12.031,4.78,4.42,4.5028,2.6889,5.8332,,7.6627,3.8689,7.35,8.4721,8.15,5.26,5.5856,3.32,5.77,4.24,6.1164,3.73,2.8173,6.8633,6.2597,4.6021,3.98,12.49,5.8207,10.0836,4.7755,8.81,13.3786,,,0.7829
2014/2/18,5.7564,11.8737,4.75,4.36,4.6588,2.6966,5.965,,7.6075,3.8689,7.35,8.4432,8.15,5.34,5.7844,3.44,5.77,4.18,6.0335,3.79,2.8701,6.5811,6.5625,4.6021,4.31,12.54,5.6826,9.8843,4.859,8.83,13.3984,,,0.7849
2014/2/19,5.6655,11.7626,4.71,4.41,4.5418,2.6543,5.904,,7.6535,3.8784,7.34,8.4239,8.15,5.29,5.7844,3.45,5.77,4.6,6.2295,3.81,2.8653,7.2418,7.2205,4.6021,4.23,12.59,5.6332,10.0172,4.821,8.83,13.2893,,,0.7751
2014/2/20,5.5292,11.4202,4.57,4.53,4.4931,2.6005,5.7137,,7.4603,3.802,7.1,8.2309,8.15,5.19,5.5572,3.53,5.77,4.44,6.0863,3.76,2.8461,7.2289,7.0808,4.6021,4.32,12.28,5.4063,9.8653,4.7375,8.61,13.2992,,,0.7761
2014/2/21,5.5393,11.0222,4.47,4.38,4.5321,2.6121,5.8357,,7.5247,3.7638,7.08,8.2212,8.15,5.26,5.8507,3.43,5.77,4.34,6.0033,3.77,2.8413,7.787,6.9235,4.6021,4.47,12.28,5.4852,9.7513,4.7299,8.82,13.0414,,,0.7712
2014/2/24,5.3373,11.2906,4.47,4.23,4.6588,2.5621,5.9967,,7.4419,3.802,6.98,8.2212,8.15,5.44,6.0589,3.4,5.77,4.32,6.1315,3.87,2.7645,7.0109,7.6165,4.6021,4.44,12.38,5.4162,9.5139,4.6768,8.65,13.0116,,,0.7633
2014/2/25,5.1202,10.8279,4.33,4.14,4.4151,2.443,5.7942,,7.0464,3.716,6.75,8.173,8.15,5.98,6.1347,3.27,5.77,4.16,5.86,3.71,2.6829,6.3117,7.8319,4.6021,4.31,11.46,5.1104,9.2101,4.4262,8.51,13.2397,,,0.7604
2014/2/26,5.4181,11.1611,4.24,4.14,4.3372,2.589,6.0016,,7.0372,3.7733,6.81,8.2405,8.15,5.97,6.4282,3.28,5.48,4.17,5.9279,3.67,2.7309,6.4913,8.3269,4.6021,4.39,11.25,5.1597,9.3335,4.4414,8.64,13.3885,,,0.7604
2014/2/27,5.3423,10.7724,4.19,4.08,4.2397,2.5698,5.6039,,7.0464,3.716,6.76,8.4625,8.15,6.11,6.2861,3.22,5.21,4.13,5.762,3.67,2.7213,6.4528,7.6165,4.6021,4.31,11.39,5.1005,9.1057,4.3427,9.07,13.5174,,,0.7663
2014/2/28,5.6453,10.8742,4.25,4.13,4.3079,2.8272,5.6063,,7.0832,3.8211,7,8.559,8.15,6.58,6.2672,3.35,5.47,4.15,5.8751,3.66,2.7213,6.8184,7.6398,4.6021,4.5,11.65,5.1301,9.1152,4.4186,8.95,13.448,,,0.7663
2014/3/3,5.6503,11.1426,4.38,4.2,4.4054,2.8349,5.9284,,7.2579,3.9978,7.16,8.7616,8.15,6.78,6.3808,3.43,5.74,4.18,5.9128,3.69,2.7213,6.889,8.356,4.6021,4.62,11.74,5.2386,9.2481,4.4642,9,13.9042,,,0.7731
2014/3/4,5.9432,11.1888,4.4,4.22,4.4444,2.9117,5.943,,7.3131,3.9405,7.15,8.6651,8.15,6.81,6.4471,3.46,6.03,4.21,5.8298,3.7,2.7213,7.338,7.9658,4.6021,4.79,11.62,5.1893,10.0362,4.3959,8.9,13.7852,,,0.7712
2014/3/5,5.7109,10.9667,4.37,4.18,4.3177,2.8349,5.782,,7.2488,3.9262,7.21,8.53,8.15,6.37,6.1252,3.42,5.89,4.16,5.8223,3.7,2.7213,7.2546,7.8319,4.6021,4.69,11.39,5.1991,9.9032,4.3655,8.81,13.7653,,,0.7653
2014/3/6,5.7261,10.8557,4.44,4.25,4.3664,2.7503,5.5575,,7.1752,3.9357,7.18,8.4239,8.15,7.01,6.2199,3.47,6.18,4.16,5.9656,3.76,2.7213,7.4085,7.436,4.6021,4.68,10.45,5.1301,9.8083,4.4186,8.85,13.7753,,,0.7722
2014/3/7,5.6705,10.7724,4.37,4.22,4.2689,2.7542,5.3794,,7.1752,3.8641,7.21,8.2888,8.15,7.07,5.9927,3.34,6.12,4.16,5.8902,3.88,2.7213,7.0173,7.4942,4.6021,4.77,10.42,5.061,10.2925,4.3427,8.89,13.7356,,,0.7702
2014/3/10,5.2767,10.4762,4.19,4.19,4.0935,2.6121,5.2111,,6.798,3.7542,6.97,8.2695,8.15,7.37,5.8507,3.12,6.04,4.01,5.6187,3.78,2.9949,6.8377,6.9294,4.6021,4.78,9.85,5.14,9.9222,4.0998,8.75,13.4976,,,0.7447
2014/3/11,5.3272,10.4485,4.29,4.61,4.074,2.5852,5.1477,,7.028,3.7829,6.98,8.2405,8.15,8.11,5.7371,3.13,6.19,4.06,5.6337,3.81,3.2925,7.0365,6.9643,4.6021,4.78,9.65,5.0906,10.4065,4.0998,8.6,13.5571,,,0.7457
2014/3/12,5.4989,10.541,4.33,5.07,4.113,2.5967,5.2916,,6.9452,3.7638,6.99,8.1344,8.15,8.5,5.9264,3.1,6.14,4.03,5.5432,3.83,3.6236,7.1648,6.9177,4.6021,4.84,9.71,5.14,10.302,4.0922,8.75,14.1124,,,0.7702
2014/3/13,5.4433,10.3652,4.55,5.25,4.1227,2.5967,5.4892,,7.0004,3.7781,7.12,8.2019,8.15,7.97,6.2388,3.16,6.4,4.07,5.5659,3.92,3.5132,7.1712,6.9643,4.6021,4.74,10.07,5.1991,10.2925,4.1301,8.9,14.0926,,,0.7712
2014/3/14,5.5393,10.1338,4.4,5,4.1617,2.5468,5.3477,,6.8624,3.7638,7.11,8.0958,8.15,7.77,6.1631,3.15,6.41,4.09,5.581,3.92,3.5756,7.1905,7.2263,4.6021,4.71,10.02,5.1005,10.264,4.115,8.9,14.6877,,,0.781
2014/3/17,5.6857,10.2264,4.48,5.3,4.1715,2.6274,5.4112,,6.9636,3.8641,7.23,8.2888,8.15,7.88,6.324,3.19,6.49,4.12,5.6488,3.96,3.6428,7.5497,7.4709,4.6021,4.74,10.34,5.1794,10.4634,4.2137,8.89,16.1554,,,0.8103
2014/3/18,5.7412,9.995,4.41,5.12,4.0837,2.6159,5.4063,,7.074,3.888,7.21,9.1186,8.15,8.32,6.2767,3.21,6.77,4.12,5.7016,4.02,3.5276,6.9467,7.4534,4.6021,4.82,10.36,5.2879,10.2356,4.2516,8.9,17.1472,,,0.8064
2014/3/19,5.6756,10.0783,4.34,5.24,4.0935,2.7119,5.3941,,7.2671,3.9071,7.21,9.1862,8.15,8.94,5.9832,3.23,7.05,4.13,5.7016,4.13,3.6236,6.5426,7.5699,4.6021,4.86,10.09,5.3669,10.1691,4.2592,9.05,18.0596,,,0.8064
2014/3/20,5.3777,9.7729,4.23,5.22,4.0253,2.6582,5.3331,,7.2304,3.7686,7.24,8.7905,8.15,8.57,5.9832,3.16,7.14,4.08,5.5734,4.12,3.6044,6.3438,7.0808,4.6021,4.75,10.03,5.1498,9.8937,4.2516,9.33,17.0777,,,0.7878
2014/3/21,5.5342,9.9209,4.35,5.54,4.2202,2.7503,5.4331,,7.2855,3.845,7.31,8.9642,8.15,8.64,6.0589,3.23,7.24,4.15,5.7016,4.26,3.5324,6.5105,7.1623,4.6021,4.99,10.35,5.2583,10.0552,4.3807,9.25,17.2563,,,0.8093
2014/3/24,5.5797,9.9487,4.53,5.79,4.3956,2.7542,5.4356,,7.3591,3.8736,7.58,9.1283,8.15,9.5,5.9832,3.32,7.04,4.19,5.762,4.25,3.5708,6.4207,6.9759,4.6021,5.2,10.29,5.2879,10.2735,4.5022,9.27,17.8017,,,0.8142
2014/3/25,5.5342,9.7914,4.63,5.56,4.3859,2.7619,5.2989,,7.1476,3.9071,7.52,8.9739,8.15,9.14,6.0305,3.36,7.39,4.18,5.7997,4.11,3.3692,6.5362,7.0458,4.6021,5.18,10.07,5.3965,10.3685,4.449,9.34,17.8414,,,0.8123
2014/3/26,5.5443,9.9302,4.52,5.41,4.3177,2.7196,5.3819,,7.074,3.9262,7.5,9.0028,8.15,9.26,5.898,3.34,7.37,4.17,5.8449,4.21,3.4316,6.2925,7.2438,4.6021,5.25,10.29,5.3767,10.359,4.4262,9.17,18.1786,,,0.8113
2014/3/27,5.4433,9.6711,4.51,5.3,4.2592,2.758,5.1989,,6.9544,3.8498,7.37,8.723,8.15,9.72,5.7939,3.36,7.31,4.11,5.7242,4.2,3.3836,5.8563,7.0109,4.6021,5.39,10.03,5.2978,10.5964,4.449,9.14,18.4067,,,0.8103
2014/3/28,5.3373,9.4397,4.37,5.23,4.152,2.6044,5.0013,,6.8716,3.8784,7.42,8.4046,8.15,9.72,5.8317,3.31,7.25,4.07,5.6941,4.34,3.1341,5.4971,6.743,4.6021,5.6,9.69,5.2781,9.7323,4.4262,8.98,18.6744,,,0.8093
2014/3/31,5.3221,9.4952,4.33,4.97,4.1812,2.566,4.8354,,6.8992,3.7972,7.06,8.2695,8.15,9.72,5.7939,3.22,6.89,4.03,5.6111,4.34,3.1869,5.4907,6.778,4.6021,5.49,9.15,5.3175,9.6089,4.4794,8.53,17.6926,,,0.7986
2014/4/1,5.4534,9.6155,4.42,5,4.2202,2.6197,4.8525,,6.982,3.9262,7.16,8.4625,8.15,9.44,5.8885,3.26,6.8,4.09,5.6865,4.34,3.2445,5.5997,7.0749,4.6021,5.52,9.97,5.3373,9.6849,4.2896,8.74,18.0992,,,0.8123
2014/4/2,5.3928,9.6526,4.51,5.5,4.2494,2.5736,4.5963,,6.9176,4.1077,7.18,8.3081,8.15,10.33,5.9264,3.32,6.96,4.1,5.7846,4.34,3.2013,5.6125,6.3703,4.6021,5.56,9.86,5.2978,9.7228,4.2744,8.96,16.9786,,,0.8015
2014/4/3,5.4029,9.6526,4.57,5.65,4.1617,2.5852,4.5085,,7.0004,4.294,7.13,8.5397,8.15,11.36,5.7939,3.28,6.96,4.17,5.7318,4.34,3.1677,5.4586,6.2306,4.6021,5.81,10.14,5.2287,9.5899,4.2516,8.88,17.5339,,,0.7996
2014/4/4,5.408,9.7451,4.6,5.54,4.2007,2.6236,4.6549,,7.1384,4.3083,7.26,8.5493,8.15,11.43,5.8033,3.38,7.02,4.16,5.777,4.34,3.1917,5.4907,6.1258,4.6021,5.77,10.14,5.2583,9.6374,4.2592,8.97,17.7224,,,0.7986
2014/4/8,5.4635,9.7081,4.57,5.38,4.3177,2.6582,4.5817,,7.2396,4.4611,7.25,8.5976,8.15,11.84,5.8317,3.42,7.3,4.2,5.8826,4.34,3.2253,5.5548,6.1433,4.6021,5.79,10.19,5.3767,9.8178,4.6844,9.02,18.2777,,,0.7927
2014/4/9,5.5847,9.8284,4.56,5.5,4.2982,2.6889,4.7134,,7.9663,4.4946,7.27,8.887,8.15,13.02,5.8885,3.43,7.35,4.3,5.9279,4.34,3.3116,5.6061,6.2888,4.6021,5.8,10.2,5.3471,9.8178,4.6996,9.19,18.2678,,,0.8015
2014/4/10,5.721,9.6341,4.58,5.24,4.2982,2.6927,4.9159,,8.6562,4.4325,7.27,8.8291,8.15,12.84,5.898,3.41,7.39,4.24,5.9279,4.34,3.3212,5.6959,6.2888,4.6021,5.8,10.87,5.4359,9.8937,4.6616,9.22,18.2777,,,0.8025
2014/4/11,5.6554,10.4577,4.51,5.3,4.3372,2.6505,4.933,,8.187,4.3513,7.28,8.7712,8.15,12.68,5.8033,3.41,7.4,4.28,6.0259,4.34,3.2829,5.6318,6.2364,4.6021,5.57,10.83,5.4063,9.8368,4.692,9.13,18.7538,,,0.8054
2014/4/14,5.6806,10.106,4.65,5.38,4.3274,2.735,4.933,,8.2054,4.3943,7.4,8.8002,8.15,13.6,5.6992,3.43,7.4,4.36,6.041,4.34,3.2493,5.5933,6.3412,4.6021,5.52,10.54,5.4655,9.9127,4.7375,9.18,19.8249,,,0.824
2014/4/15,5.6301,9.958,4.68,5.09,4.2787,2.7119,4.8208,,8.1502,4.3847,7.39,8.7712,8.15,12.9,5.6992,3.46,7.4,4.33,5.8902,4.34,3.3212,5.5484,6.4111,4.6021,5.86,10.36,5.4063,9.6089,4.5933,9.01,19.6067,,,0.8201
2014/4/16,5.5191,9.8932,5.15,5.1,4.2397,2.7503,4.7573,,8.1502,4.3561,7.32,8.8967,8.15,13.31,5.8317,3.56,7.4,4.33,5.8977,4.34,3.3548,5.4971,6.3179,4.6021,5.77,10.75,5.4458,9.6184,4.6388,8.85,19.5769,,,0.8221
2014/4/17,5.4736,9.8654,5.04,5.08,4.2787,2.7427,4.689,,8.187,4.3513,7.26,8.7712,8.15,12.47,5.756,3.49,7.4,4.32,5.8675,4.34,3.2829,5.388,6.3121,4.6021,5.76,10.7,5.4951,9.5329,4.6009,8.87,19.6959,,,0.824
2014/4/18,5.4686,9.7451,5.03,5.06,4.3274,2.7849,4.7427,,8.0307,4.3847,7.21,8.8098,8.97,11.88,5.8791,3.5,7.4,4.43,5.9354,4.34,3.2493,5.388,6.3762,4.6021,5.75,11.07,5.4261,9.5519,4.616,9.06,20.3207,,,0.8299
2014/4/21,5.6554,9.6526,4.88,4.88,4.1617,2.7388,4.7085,,7.6075,4.3417,7.03,8.4625,9.87,11.59,5.8412,3.37,8.14,4.52,5.8072,4.34,3.1629,5.3239,6.1957,4.6021,5.65,11.04,5.2583,9.3905,4.4946,9.01,20.291,,,0.8221
2014/4/22,5.6301,9.4397,4.83,4.89,4.1325,2.758,4.6671,,7.4511,4.2796,7.06,8.3563,10.46,12.29,6.1347,3.38,8.64,4.87,5.8449,4.34,3.1773,5.2597,6.0501,4.6021,5.65,10.89,5.209,9.343,4.5098,9.01,18.6348,,,0.8123
2014/4/23,5.6554,9.3842,4.94,4.79,4.1325,2.6889,4.567,,7.5247,4.2844,7.07,8.366,11.51,11.94,6.1252,3.35,9.5,5.03,5.958,4.34,3.1389,5.3303,5.9802,4.6021,5.65,10.73,5.1794,9.2766,4.4414,9.4,18.7141,,,0.8123
2014/4/24,5.4736,9.3842,4.74,4.74,4.152,2.662,4.5134,,7.3959,4.2319,7.05,8.2984,11.71,10.88,6.0021,3.31,9.5,4.96,5.9959,4.34,3.2877,5.2405,5.7706,4.6021,5.75,10.25,5.0906,9.1911,4.3731,9.29,19.2001,,,0.8162
2014/4/25,5.2161,9.1898,5.01,4.5,4.0935,2.5929,4.4646,,7.4695,3.9453,7,8.1054,11.5,10.35,5.7371,3.24,9.5,4.72,5.7991,4.34,3.1965,4.7145,5.5726,4.6021,5.69,9.83,4.992,8.9442,4.3048,9.23,19.2596,,,0.8172
2014/4/28,4.8929,8.5142,4.51,4.37,3.957,2.4277,4.3645,,6.7244,3.8545,6.75,7.7002,10.55,10.29,5.4625,3.12,9.5,4.79,5.6628,4.34,2.8941,4.5349,5.5318,4.6021,5.66,9.82,4.8637,8.6119,4.2744,8.77,18.9918,,,0.8074
2014/4/29,4.9939,8.616,4.4,4.41,3.957,2.4507,4.4865,,6.6784,3.9023,6.81,7.8256,10.93,10.42,5.5193,3.23,9.5,4.73,5.7915,4.34,2.9517,4.6247,5.6425,4.6021,5.63,9.87,4.9426,8.7069,4.3199,8.76,18.3472,,,0.8074
2014/4/30,5.0798,8.8104,4.46,4.47,4.0058,2.4546,4.5256,,6.752,3.9453,6.96,7.8739,10.73,10.23,5.595,3.25,9.2,4.8,5.8445,4.34,2.9949,4.6247,5.823,4.6021,5.61,10.17,4.9624,8.6974,4.2744,8.88,18.1488,,,0.8044
2014/5/5,5.1252,8.7456,4.45,4.43,4.0155,2.4622,4.5866,,6.9268,3.9835,7.01,7.9221,11.26,10.12,5.5193,3.26,9.25,4.68,6.0035,4.34,3.0381,4.5927,5.8812,4.6021,5.73,10.23,4.9821,8.7828,4.2516,9.11,17.653,,,0.8044
2014/5/6,5.0949,8.7456,4.46,4.44,3.9765,2.4853,4.5792,,6.9452,4.0074,6.95,8.0186,11.21,10.04,5.6803,3.26,9.48,4.66,5.9959,4.34,2.9949,4.6632,5.9977,4.6021,6.14,10.27,4.9624,8.8208,4.3275,9.11,18.0496,,,0.8025
2014/5/7,5.1,8.4587,4.68,4.37,3.9473,2.3777,4.4329,,7.1568,3.9596,6.82,7.8835,11.22,9.71,5.5477,3.23,10.43,4.64,6.1019,4.34,2.9709,4.49,5.8113,4.6021,6.14,9.84,4.8736,8.6309,4.2744,8.91,16.9984,,,0.7829
2014/5/8,5.0343,8.579,4.6,4.43,3.9473,2.3777,4.3963,,7.1752,3.9405,6.86,7.8546,10.58,10.07,5.614,3.26,11.47,4.6,6.0337,4.34,2.9757,4.49,6.0384,4.6021,6.17,9.98,4.8539,8.6309,4.282,9,17.5736,,,0.7819
2014/5/9,5.0343,8.6068,4.45,4.23,3.8303,2.3777,4.2596,,7.1844,3.9405,6.87,7.8739,10.65,9.5,5.4436,3.36,11.47,4.72,6.0035,4.34,2.9661,4.4195,6.0151,4.6021,6.13,9.85,4.8243,8.4885,4.2744,8.85,17.4249,,,0.7761
2014/5/12,5.1303,9.0788,4.53,4.31,3.9181,2.4661,4.367,,7.2028,4.0217,7.05,8.1344,11.41,9.66,5.5666,3.46,11.41,4.9,6.1549,4.34,3.0621,4.6376,6.2888,4.6021,6.17,10.02,4.9722,8.7638,4.3731,9.14,17.4149,,,0.7819
2014/5/13,5.0949,8.8474,4.6,4.35,3.8888,2.4584,4.8037,,7.1276,4.0217,6.96,8.1054,11.56,10,5.5761,3.4,10.56,4.79,6.1095,4.34,2.9997,4.5862,6.219,4.6021,6.14,10.15,4.9525,8.7354,4.3503,9.04,17.524,,,0.7829
2014/5/14,5.0848,8.7364,4.5,4.39,3.9083,2.4507,4.7841,,7.1934,4.0313,6.91,8.2116,11.59,9.94,5.5288,3.39,11.62,4.66,6.117,4.34,3.0093,4.5862,6.2248,4.6021,6.16,10.22,4.9624,8.7449,4.3579,9.1,17.891,,,0.7849
2014/5/15,4.9333,8.5883,4.38,4.2,3.8206,2.3701,4.6491,,7.0807,3.9883,6.84,7.98,11.87,9.43,5.4057,3.33,11.98,4.67,6.3139,4.34,2.9517,4.5221,5.9686,4.6021,6.15,10.08,4.8834,8.5739,4.2364,9.01,17.8513,,,0.7829
2014/5/16,5.0293,8.5975,4.43,4.26,3.8108,2.3854,4.6319,,7.0901,4.0647,6.78,8.0282,12.18,10.23,5.4246,3.26,11.51,4.51,6.3593,4.34,2.9709,4.4644,6.0676,4.6021,6.01,10.19,4.913,8.5645,4.2516,9.1,17.8116,,,0.7829
2014/5/19,5.0242,8.6438,4.37,4.23,3.7036,2.3585,4.5019,,7.137,4.0934,6.73,7.9221,11.96,10.07,5.3584,3.28,10.63,4.46,6.2533,4.34,2.9613,4.3553,6.1898,4.6021,5.63,10.48,4.8634,8.498,4.1833,8.99,17.8811,,,0.781
2014/5/20,4.9889,8.5883,4.4,4.25,3.7621,2.3509,4.5338,,7.137,4.0456,6.71,7.9511,11.89,10.21,5.3678,3.32,11.18,4.51,6.2533,4.34,2.9853,4.3489,6.2947,4.6021,5.74,10.46,4.923,8.5455,4.1833,9.12,17.7323,,,0.781
