ÈÕÆÚ,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH
2015/8/5,12.349,6.3642,5.62,5.5348,11.7646,4.8512,4.4215,2.7277,6.14,23.4532,5.1478,14.5693,12.1323,6.0632,26.2306,2.9122,3.2007,5.9612,3.11,6.77,5.1567,2.8362,3.6369,5.13,10.9186,7.0937,3.6797,5.6244,2.6215,3.6974,6.0682,4.41,
2015/8/6,12.349,6.3642,5.46,5.4177,11.7646,4.7952,4.2748,2.7492,6.14,23.4532,5.1478,15.7453,11.744,6.226,24.6818,2.9408,3.1581,5.8092,3.0331,6.64,5.0745,2.7354,3.5909,5.07,10.4707,6.7127,3.6313,5.3792,2.5746,3.6026,6.0682,4.41,
2015/8/7,12.349,6.3642,5.7,5.5153,11.7646,4.9352,4.3237,2.8063,6.14,23.4532,5.1478,17.2284,12.89,6.3712,25.3943,2.9883,3.2363,5.9274,3.1023,6.88,5.3361,2.7836,3.7103,5.27,10.839,6.8499,3.7475,5.6344,2.833,3.6888,6.0682,4.41,
2015/8/10,12.349,6.3642,6.27,5.7691,11.7646,5.1964,4.5403,2.9348,6.14,23.4532,5.1478,18.7266,14.178,6.6924,27.1559,3.1025,3.4639,6.5185,3.264,7.28,5.7322,2.8845,3.9675,5.58,11.685,7.1775,3.9412,5.8345,3.0162,3.9043,6.0682,4.41,
2015/8/11,12.349,6.3642,6.45,6.3158,11.7646,5.2244,4.5403,2.9491,6.14,23.4532,5.1478,18.1648,14.4811,6.6352,28.3039,3.1406,3.4568,6.5438,3.3487,7.52,6.1208,2.9108,4.3624,5.63,12.1727,7.1547,3.9703,6.41,2.9739,3.9904,6.0682,4.41,
2015/8/12,12.349,6.3642,6.72,6.2962,11.7646,5.1684,4.4844,2.8848,6.14,23.4532,5.1478,17.6142,13.9697,6.424,26.572,3.1121,3.3786,6.51,3.264,7.36,6.0536,2.7968,4.2063,5.69,12.2224,6.7813,3.9218,6.1548,3.0632,3.8784,6.0682,4.41,
2015/8/13,12.349,6.3642,7,6.3548,11.7646,5.299,4.5263,2.9277,6.14,23.4532,5.1478,17.4457,14.8694,6.8244,27.2054,3.1406,3.5706,6.5269,3.341,7.63,6.6589,2.845,4.2705,5.77,12.6604,6.9642,3.9896,6.2899,3.1101,3.9646,6.0682,4.41,
2015/8/14,12.349,6.3642,7.05,6.306,11.7646,5.3363,4.4774,2.9348,6.14,23.4532,5.1478,17.0224,14.8883,6.9652,26.8145,3.1311,3.4852,6.4256,3.3641,7.66,7.3241,2.8143,4.2154,5.67,12.4812,6.7813,3.9896,6.1648,3.1007,3.9301,6.0682,4.41,
2015/8/17,12.349,6.3642,7.57,6.6086,11.7646,5.5322,4.7359,3.1276,6.14,23.4532,5.1478,17.4906,15.2388,7.6603,24.9787,3.1597,3.6062,6.5607,3.7028,8.06,7.5707,2.9283,4.5093,6.24,13.5263,7.1166,4.2414,6.465,3.2699,4.137,6.0682,4.41,
2015/8/18,12.349,6.3642,6.81,6.5208,11.7646,4.9818,4.5054,2.8134,6.14,23.4532,5.1478,15.7415,13.7139,6.8948,22.8113,2.9788,3.2434,5.9021,3.3564,7.25,7.7725,2.9283,4.0593,5.62,12.1727,6.408,3.8153,5.8195,2.941,3.7233,6.0682,4.41,
2015/8/19,12.349,6.3642,7.09,6.5208,11.7646,5.2057,4.9594,2.9848,6.14,23.4532,5.1478,15.3932,15.0872,7.1544,23.9841,2.9788,3.3643,6.3243,3.6951,7.6,8.5497,3.222,4.3256,6.18,12.8495,6.4994,4.0865,5.9696,3.0397,3.8956,6.0682,4.41,
2015/8/20,12.349,6.3642,6.92,6.5208,11.7646,4.9445,4.8825,2.9705,6.14,23.4532,5.1478,15.3558,14.7463,6.732,23.1033,2.9788,3.2221,6.0203,4.0646,7.47,7.6978,3.4324,4.1236,6.01,11.9338,6.0727,4.0477,5.3842,2.988,3.8267,6.0682,4.41,
2015/8/21,12.349,6.3642,6.36,6.5208,11.7646,4.7206,4.3936,2.7563,6.14,23.4532,5.1478,14.4569,13.3825,6.072,21.2774,2.9788,3.1154,5.7332,3.8337,6.9,6.9803,3.0905,3.9124,5.58,11.4959,5.547,3.7863,4.8438,2.7437,3.594,6.0682,4.41,
2015/8/24,12.349,5.7278,5.72,6.5208,11.7646,4.2448,3.9535,2.4778,6.14,23.4532,5.1478,14.4569,12.0471,5.4648,19.1496,2.9788,2.8024,5.159,3.4488,6.21,6.2853,2.7836,3.5175,5.02,10.3512,4.9907,3.4086,4.3584,2.4712,3.232,6.0682,4.41,
2015/8/25,12.349,5.155,5.15,6.5208,11.7646,3.825,3.5554,2.2279,6.14,23.4532,5.1478,14.4569,10.8442,4.9192,17.2347,2.9788,2.525,4.644,3.1023,5.59,5.6575,2.5075,3.1685,4.52,9.3161,4.4955,3.0697,3.9231,2.2222,2.9131,6.0682,4.41,
2015/8/26,12.349,4.6368,5.09,5.8667,11.7646,3.5638,3.1991,2.1422,6.14,23.4532,5.1478,14.4569,10.8442,4.5848,17.8433,2.6838,2.2903,4.3569,2.7944,5.03,5.0895,2.2576,2.9572,4.07,8.3805,4.1374,2.9535,3.5328,2.1235,2.6373,6.0682,4.41,
2015/8/27,12.349,4.1731,5.6,5.281,11.7646,3.7783,3.283,2.2065,6.14,23.4532,5.1478,13.0112,10.8442,4.8312,18.5064,2.5981,2.4112,4.5427,2.8175,5.18,5.2913,2.1699,3.1685,4.13,8.7488,4.404,3.0697,3.6478,2.335,2.758,6.0682,4.41,
2015/8/28,12.349,4.4822,6.05,5.5056,11.7646,4.0769,3.5274,2.3636,6.14,23.4532,5.1478,13.6704,10.8442,5.2888,19.8325,2.6933,2.5748,4.8297,3.1023,5.7,5.8219,2.3891,3.3797,4.54,9.6247,4.7926,3.2634,4.0131,2.4712,2.9907,6.0682,4.41,
2015/8/31,12.349,4.0367,6.08,5.1151,11.7646,4.2914,3.5833,2.2493,6.14,23.4532,5.1478,12.3033,10.8442,5.2448,17.9621,2.6077,2.8166,4.8213,2.8868,5.42,5.3735,2.1962,3.1868,4.99,9.7342,4.5412,3.0891,3.9881,2.3021,2.8442,6.0682,4.41,
2015/9/1,12.349,3.7912,5.77,4.793,11.7646,4.4594,3.6741,2.235,6.14,23.4532,5.1478,11.0749,10.8442,4.7212,16.2797,2.522,2.9376,4.9986,2.6635,4.95,4.8354,2.0998,3.0032,4.52,8.7587,4.2136,3.0406,3.5878,2.5323,2.7924,6.0682,4.41,
2015/9/2,12.349,3.7912,5.7,4.7441,11.7646,4.0116,4.0164,2.1708,6.14,23.4532,5.1478,9.9663,10.8442,4.5452,16.0916,2.4839,3.0656,5.2688,2.5327,4.64,4.4019,1.9288,2.8378,4.14,7.8829,4.4345,2.9535,3.2275,2.288,2.6718,6.0682,4.41,
2015/9/7,12.349,3.6549,5.97,4.7734,11.7646,4.0209,3.8208,2.2207,6.14,23.4532,4.6335,10.5206,10.8442,4.6332,16.5617,2.4649,2.8878,5.0408,2.602,4.97,4.7009,1.9727,2.9021,4.27,7.9824,4.4879,3.0697,3.2725,2.288,2.7235,6.0682,4.41,
2015/9/8,12.349,3.5549,6.13,4.8808,11.7646,4.1702,3.8418,2.2707,5.53,23.4532,4.1728,10.8614,10.8442,5.0116,17.9621,2.522,2.9091,5.1168,2.7097,5.19,5.1493,2.0647,3.0307,4.61,8.3606,4.6326,3.1278,3.4927,2.396,2.8183,6.0682,4.41,
2015/9/9,12.349,3.7912,6.74,5.1053,11.7646,4.3008,3.9256,2.3493,4.98,23.4532,3.8622,11.4419,10.8442,5.214,18.5262,2.5981,2.9447,5.2097,2.8791,5.4,5.5753,2.1568,3.1777,4.79,8.709,4.7698,3.244,3.7029,2.5229,3.1027,6.0682,4.41,
2015/9/10,12.349,3.5912,6.68,5.5446,11.7646,4.2168,3.744,2.2779,4.48,23.4532,3.4818,11.2959,10.8442,5.1348,17.7988,2.6457,2.8807,5.0915,2.7482,5.31,6.1358,2.0735,3.0858,4.62,8.709,4.5793,3.1375,3.6278,2.5041,3.0682,6.0682,3.98,
2015/9/11,12.349,3.5094,6.98,5.2908,11.7646,4.2075,3.7021,2.2565,4.27,23.4532,3.5354,11.2359,10.8442,5.17,18.7192,2.6172,2.9233,5.0493,2.7328,5.28,6.7486,2.0735,3.0674,4.65,8.5895,4.5412,3.0891,3.6378,2.4524,3.0165,6.0682,3.85,
2015/9/14,12.349,3.1548,6.28,4.9491,11.7646,3.853,3.5065,2.0851,3.95,23.4532,3.1819,10.1123,10.8442,4.6552,16.8487,2.4744,2.6744,5.0999,2.4865,4.75,6.076,1.8718,2.8195,4.19,7.7336,4.084,2.8663,3.2725,2.2128,2.7321,6.0682,3.47,
2015/9/15,12.349,2.8366,5.65,4.5977,10.5899,3.5917,3.2131,1.9851,3.86,23.4532,2.8658,9.1011,10.8442,4.334,15.1911,2.4649,2.4397,4.7875,2.3171,4.3,6.3749,1.6965,2.6358,3.84,6.9572,3.7031,2.7211,2.9473,2.0108,2.577,6.0682,3.12,
2015/9/16,12.349,3.0457,6.03,4.8808,9.5337,3.9369,3.4786,2.1493,4.12,23.4532,3.0372,10,10.8442,4.7256,16.6953,2.5601,2.6673,5.0746,2.525,4.69,6.7337,1.8587,2.8654,4.22,7.5843,4.0383,2.9632,3.2425,2.2128,2.8097,6.0682,3.35,
2015/9/17,12.349,2.8912,5.48,4.832,8.5776,3.8343,3.4157,2.0994,3.85,23.4532,2.7373,9.8764,10.8442,4.6024,16.1362,2.503,2.6459,4.9226,2.4403,4.48,6.061,1.8105,2.7736,4.09,7.2956,3.8631,2.8857,3.2425,2.147,2.9562,6.0682,3.16,
2015/9/18,12.349,2.9003,5.58,4.9003,7.7216,3.8436,3.4436,2.1065,3.9,23.4532,2.7319,10.2584,10.8442,4.6508,16.3292,2.5125,2.7171,4.9142,2.5096,4.53,5.5454,1.8148,2.7827,4.14,7.3952,3.8859,2.9051,3.2425,2.1658,2.9045,6.0682,3.16,
2015/9/21,12.349,2.9548,5.79,4.9687,6.9477,3.9463,3.4995,2.1493,3.94,23.4532,2.8069,11.2846,10.8442,4.8312,17.4722,2.5315,2.7526,4.9479,2.5558,4.7,5.7023,1.8806,2.8562,4.27,8.1317,4.0231,2.9341,3.3476,2.1987,2.9303,6.0682,3.22,
2015/9/22,12.349,3.0275,5.77,4.9882,6.9841,3.9836,3.5205,2.1708,3.99,23.4532,2.8283,11.573,10.8442,4.9544,18.2194,2.541,2.7597,4.9902,2.5635,4.78,5.7696,1.9025,2.9021,4.28,8.0919,4.0917,2.9728,3.4777,2.2222,2.9993,6.0682,3.3,
2015/9/23,12.349,2.9003,5.66,4.8418,7.0569,3.8436,3.3808,2.1065,3.83,23.4532,2.7373,11.4457,10.8442,4.818,17.8878,2.503,2.6459,4.8044,2.4634,4.66,5.3511,1.8368,2.8011,4.11,8.072,3.9697,2.8954,3.3226,2.1329,2.8786,6.0682,3.17,
2015/9/24,12.349,2.9821,5.7,4.8418,7.0205,3.8996,3.4227,2.1279,3.89,23.4532,2.8122,11.8165,10.8442,4.9236,18.0412,2.4839,2.6673,4.8213,2.4788,4.78,5.4482,1.8587,2.8378,4.15,8.5199,4.0688,2.9244,3.3376,2.1752,2.9303,6.0682,3.22,
2015/9/25,12.349,2.873,5.86,4.793,6.3649,3.769,3.269,2.0637,3.87,23.4532,2.6515,10.6891,10.8442,4.7212,17.3188,2.4554,2.589,4.6946,2.3941,4.53,5.0745,1.7842,2.7827,4.04,8.0421,3.8935,2.8276,3.1424,2.1376,2.7666,6.0682,3.1,
2015/9/28,12.349,2.9003,5.82,4.8808,6.4195,3.825,3.3249,2.0851,3.94,23.4532,2.9194,11.0524,10.8442,4.8488,18.254,2.4839,2.6033,4.7284,2.4095,4.69,5.239,1.9288,2.8103,4.07,8.0919,3.9545,2.8663,3.1374,2.3115,2.7838,6.0682,3.12,
2015/9/29,12.349,2.8093,5.61,4.8711,5.9551,3.7317,3.283,2.0351,3.82,23.4532,3.0265,10.4307,10.8442,4.7212,17.4128,2.4459,2.5108,4.6186,2.3402,4.84,5.0745,1.9507,2.7368,3.96,7.8032,3.8935,2.7985,3.0274,2.3866,2.7063,6.0682,3.04,
2015/9/30,12.349,2.8275,5.62,4.8711,5.8641,3.7503,3.29,2.0422,3.85,23.4532,2.9033,10.8764,10.8442,4.7652,18.3084,2.4554,2.525,4.72,2.3479,5.12,5.097,2.0735,2.7644,3.97,8.4104,3.985,2.8082,3.0374,2.5605,2.7321,6.0682,3.04,
2015/10/8,12.349,2.9184,5.74,4.9784,6.4468,3.881,3.3947,2.0922,3.95,23.4532,2.9783,11.9625,10.8442,4.95,19.0507,2.5125,2.589,4.872,2.4095,5.21,5.3286,2.0866,2.847,4.1,8.928,4.0917,2.876,3.1224,2.5229,2.8183,6.0682,3.12,
2015/10/9,12.349,2.9275,5.72,5.0077,6.5288,3.9276,3.4436,2.0994,3.94,23.4532,2.9569,12.7266,10.8442,5.0864,19.9859,2.5315,2.6317,4.8973,2.4326,5.13,5.4108,2.0253,2.8838,4.11,9.1171,4.1374,2.8954,3.1625,2.4289,2.8528,6.0682,3.16,
2015/10/12,12.349,3.0457,5.92,5.1541,6.7018,4.1049,3.5624,2.2207,4.06,23.4532,3.064,13.1123,10.8442,5.324,21.792,2.6077,2.7455,5.0493,2.5481,5.37,5.6649,2.091,3.0583,4.45,9.4356,4.3736,3.0116,3.3726,2.5182,3.0165,6.0682,3.31,
2015/10/13,12.349,3.0366,6.05,5.0956,6.72,4.1795,3.5274,2.1922,3.97,23.4532,3.0801,13.8165,10.8442,5.434,21.7722,2.6077,2.7526,5.0155,2.525,5.34,5.6799,2.091,3.0674,4.44,9.6545,4.4498,3.0116,3.4277,2.4759,2.9821,6.0682,3.32,
2015/10/14,12.349,3.0275,5.86,4.9784,6.4651,4.0769,3.5135,2.1922,3.93,23.4532,3.0265,13.6891,10.8442,5.2712,21.6683,2.5981,2.9873,4.9648,2.5327,5.21,5.4781,2.0691,3.0491,4.38,9.5749,4.3507,2.9825,3.3626,2.4477,3.0079,6.0682,3.28,
2015/10/15,12.349,3.0912,5.99,5.0565,6.7564,4.1515,3.5554,2.2136,3.96,23.4532,3.1015,14,10.8442,5.5044,22.079,2.6362,2.9802,5.0408,2.6328,5.39,5.6649,2.1349,3.1134,4.48,9.8237,4.4955,3.0406,3.4577,2.4994,3.051,6.0682,3.37,
2015/10/16,12.349,3.1275,6.03,5.0858,6.8839,4.2355,3.5694,2.2279,4,23.4531,3.214,14.8352,10.8442,5.698,21.8959,2.6457,2.9589,5.0915,2.6328,5.5,5.8593,2.1655,3.1501,4.54,9.8337,4.5336,3.0697,3.5578,2.5041,3.1027,6.0682,3.42,
2015/10/19,12.349,3.173,5.92,5.1249,7.576,4.1795,3.5205,2.2207,3.95,23.4531,3.1765,14.1835,10.8442,5.5616,23.702,2.6552,2.8807,5.0408,2.6405,5.43,5.8593,2.1699,3.1868,4.49,9.4455,4.625,3.1181,3.5077,2.5229,3.12,6.0682,3.41,
2015/10/20,11.1159,3.1912,5.89,5.1249,7.84,4.1981,3.5414,2.2279,3.97,23.4531,3.2194,14.4007,10.8442,5.7024,23.6525,2.6552,2.9233,5.0915,2.6482,5.49,5.8593,2.1743,3.3338,4.59,9.6744,4.6174,3.1084,3.5628,2.5511,3.1372,6.0682,3.44,
2015/10/21,10.007,2.973,6.02,4.7832,7.066,3.881,3.3249,2.1065,3.75,23.4531,2.9837,12.9588,10.8442,5.1832,21.2873,2.541,2.7811,4.8973,2.4095,4.99,5.8593,1.9551,3.0399,4.15,9.127,4.305,2.9147,3.2725,2.3068,2.939,6.0682,3.18,
2015/10/22,9.7586,3.0366,5.93,4.832,7.3847,3.9649,3.3877,2.1422,3.79,23.4531,3.0212,13.3427,10.8442,5.368,21.7029,2.5886,2.9304,4.9479,2.4711,5.15,5.8593,2.0033,3.1225,4.24,9.4256,4.4421,2.9728,3.3526,2.3866,3.0165,6.0682,3.24,
2015/10/23,9.6699,3.1003,5.81,4.8808,7.2846,4.0116,3.4227,2.185,3.8,23.4531,3.1015,13.6329,10.8442,5.4824,21.9701,2.6172,2.9447,4.9986,2.525,5.28,5.8593,2.0472,3.4348,4.33,9.555,4.8841,3.0213,3.4277,2.443,3.0424,6.0682,3.31,
2015/10/26,9.7142,3.1003,5.73,4.8418,7.2208,4.0396,3.3947,2.1922,3.78,23.4531,3.1604,13.5768,10.8442,5.5968,22.1928,2.6267,2.9091,5.0071,2.5173,5.28,5.8593,2.0472,3.4624,4.27,9.8536,4.8307,3.0309,3.4427,2.4336,3.0165,6.0682,3.34,
2015/10/27,10.0779,3.0366,5.61,4.8125,7.148,3.9836,3.3668,2.1708,3.71,23.4531,3.2247,14.279,10.8442,5.5352,22.465,2.6077,2.8807,4.9648,2.4788,5.48,5.8593,2.0691,3.444,4.21,10.839,4.9527,2.9825,3.3926,2.4054,2.9734,6.0682,3.28,
2015/10/28,9.6876,3.073,5.67,4.8125,7.1025,3.9929,3.3458,2.1565,3.71,23.4531,3.1872,13.4831,10.8442,5.4516,22.0246,2.5696,2.8451,4.9311,2.4865,5.37,6.4422,2.0735,3.4256,4.36,10.1024,4.9298,2.9632,3.7329,2.3913,2.9648,6.0682,3.28,
2015/10/29,9.6078,3.0184,5.53,4.8027,7.1753,3.9649,3.3668,2.1636,3.7,23.4531,3.3426,13.6236,10.8442,5.588,22.1681,2.5506,2.8309,4.8804,2.4634,5.42,6.1731,2.0735,3.4256,4.28,10.1024,4.8917,2.9825,3.6729,2.4524,2.9821,6.0682,3.27,
2015/10/30,9.6166,2.9548,5.41,4.7344,6.9203,3.9276,3.3109,2.1351,3.64,23.4531,3.3104,13.2397,10.8442,5.5308,21.7772,2.541,2.8024,4.7875,2.4326,5.33,5.8144,2.0647,3.3613,4.31,10.0427,4.7698,2.9341,3.5678,2.396,2.9303,6.0682,3.24,
2015/11/2,9.3594,2.8548,5.17,4.627,6.4742,3.8157,3.2271,2.0922,3.55,23.4531,3.3747,12.6685,10.8442,5.3812,21.7722,2.4839,2.7384,4.6862,2.371,5.08,5.4632,2.0472,3.1593,4.14,9.6247,4.5869,2.847,3.4577,2.3115,2.8183,6.0682,3.13,
2015/11/3,9.1376,2.8366,5.02,4.627,6.4286,3.7877,3.1991,2.0779,3.54,23.4531,3.3533,12.6872,10.8442,5.3988,22.8163,2.4839,2.7242,4.7031,2.3787,5.09,5.4108,2.0647,3.0215,4.26,9.346,4.5412,2.847,3.5528,2.2927,2.7666,6.0682,3.13,
2015/11/4,9.519,2.9548,5.2,4.832,6.7018,3.9556,3.3319,2.1565,3.66,23.4531,3.4979,13.4738,10.8442,5.6716,23.7317,2.5506,2.8309,4.8551,2.4711,5.4,5.6201,2.1612,3.1685,4.41,9.7939,4.7698,2.9438,3.6979,2.443,2.8872,6.0682,3.28,
2015/11/5,9.6344,3.0639,5.33,5.3201,6.802,4.0582,3.5135,2.235,3.77,23.4531,3.4979,13.558,10.8442,5.7068,24.9886,2.6267,2.9162,4.9986,2.525,5.59,5.8219,2.2532,3.2419,4.49,10.0527,5.0593,3.0503,3.7729,2.4853,2.9821,6.0682,3.42,
2015/11/6,9.8118,3.1003,5.38,5.3298,6.8384,4.1702,3.5274,2.2279,3.77,23.4531,3.4979,13.8296,10.8442,5.8256,25.6071,2.6362,2.9589,5.0324,2.5558,5.73,6.0386,2.3014,3.297,4.77,10.1522,5.2193,3.0794,3.913,2.4947,3.0424,6.0682,3.66,
2015/11/9,9.9271,3.1548,5.37,5.2322,6.9477,4.1981,3.5344,2.2636,3.82,23.4531,3.4979,14.5973,10.8442,5.896,26.0029,2.6267,2.9873,5.0915,2.5712,5.74,6.0087,2.2532,3.3062,4.75,10.3114,5.1736,3.0987,3.853,2.5699,3.0596,6.0682,3.58,
2015/11/10,9.8562,3.1912,5.39,5.2322,6.9477,4.2168,3.5484,2.2636,3.81,23.4531,3.4979,14.4569,10.8442,5.8872,25.2558,2.6077,3.03,5.0746,2.5943,5.91,5.934,2.2664,3.3705,4.82,10.6697,5.387,3.1181,3.873,2.6732,3.1027,6.0682,3.55,
2015/11/11,9.9981,3.2366,5.45,5.2615,7.0387,4.2355,3.5694,2.2922,3.94,23.4531,3.4979,14.5224,10.8442,5.9796,26.671,2.6362,3.03,5.1084,2.6174,5.95,6.0237,2.2751,3.444,4.78,10.5304,5.2955,3.1665,3.9631,2.6544,3.3096,6.0682,3.59,
2015/11/12,9.8828,3.1548,5.31,5.1346,6.8475,4.1515,3.5135,2.2422,3.85,23.4531,3.8461,15.9738,10.8442,6.0368,28.3781,2.6362,3.1012,4.9986,2.5558,5.81,6.1657,2.2444,3.3246,4.71,10.3413,5.2422,3.0987,3.833,2.5699,3.3096,5.4588,3.49,
2015/11/13,9.7497,3.0639,5.15,5.1541,6.6472,4.0302,3.4436,2.1922,3.75,23.4531,3.8354,16.0206,10.8442,5.852,26.4136,2.5886,2.9304,4.8888,2.4557,6.1,5.8742,2.2181,3.1777,4.59,10.1223,5.1127,3.0019,3.6879,2.5746,3.2061,4.9172,3.41,
2015/11/16,9.8295,3.1003,5.15,5.2713,6.7382,4.0862,3.4436,2.2065,3.77,23.4531,3.905,16.264,10.8442,5.962,26.2256,2.6077,2.9447,4.9057,2.4865,6.21,5.9415,2.319,3.2603,4.61,10.3015,5.2574,3.0406,3.788,2.6262,3.232,4.4263,3.47,
2015/11/17,9.9183,3.1003,5.14,5.2225,6.6472,4.1049,3.4436,2.1993,3.78,23.4531,4.296,15.8801,10.8442,6.0368,26.2899,2.5981,2.9447,4.9648,2.4865,6.06,5.9564,2.3365,3.2144,4.54,10.2716,5.1203,3.0309,3.7479,2.584,3.2665,4.3755,3.43,
2015/11/18,9.6699,3.0912,5.19,5.0565,6.5197,4.0862,3.4157,2.1922,3.72,23.4531,4.6067,14.9719,10.8442,5.896,25.1766,2.5886,2.8807,4.9479,2.4557,5.89,5.9639,2.4286,3.1685,4.48,9.9133,5.0974,2.9922,3.6629,2.5887,3.2148,4.0962,3.42,
2015/11/19,9.7674,3.1457,5.21,5.1444,6.6108,4.1422,3.4506,2.2636,3.78,23.4531,4.2585,15.309,10.8442,6.0236,26.1662,2.6172,2.9091,4.9902,2.4942,6.09,6.0386,2.6697,3.2236,4.57,10.1124,5.1736,3.0891,3.7079,2.6356,3.2579,4.1385,3.46,
2015/11/20,9.8562,3.1457,5.17,5.1151,6.8293,4.1328,3.4506,2.2565,3.76,23.4531,4.055,16.161,10.8442,6.1204,26.6462,2.6267,2.9304,4.9733,2.4942,6.02,5.9564,2.7223,3.2052,4.55,10.0327,5.166,3.0697,3.7129,2.6309,3.2579,4.0878,3.44,
2015/11/23,9.9183,3.0821,5.08,5.1346,6.9021,4.0769,3.4017,2.235,3.74,23.4531,3.9318,15.6835,10.8442,6.0896,26.4136,2.6362,2.8735,4.9226,2.4634,6.03,6.0984,2.7617,3.2052,4.42,9.8934,5.0822,3.0406,3.6478,2.7249,3.1803,4.0624,3.36,
2015/11/24,10.353,3.0548,5.13,5.2322,7.1844,4.0302,3.3668,2.2207,3.72,23.4531,4.0389,15.7022,10.8442,6.2304,28.0317,2.6552,2.8664,4.8973,2.4557,5.97,6.7112,2.8757,3.2052,4.38,9.7939,5.0593,3.0503,3.6779,2.692,3.163,4.0793,3.35,
2015/11/25,10.3086,3.0639,5.08,5.2127,7.0751,4.0675,3.3877,2.235,3.75,23.4531,3.9693,16.0018,11.9334,6.2744,28.3534,2.6457,2.8878,4.9057,2.4634,6.06,6.7561,2.8538,3.2052,4.4,10.0925,5.1127,3.1278,3.6929,2.6967,3.1717,4.0624,3.37,
2015/11/26,10.1844,3.0548,5.06,5.1737,6.9841,4.0862,3.3877,2.235,3.74,23.4531,3.9746,15.412,13.1267,6.4108,28.3929,2.6362,2.8878,4.8973,2.4557,6.05,6.5692,2.788,3.2603,4.41,10.3015,5.0669,3.0891,3.788,2.6967,3.163,3.9947,3.4,
2015/11/27,9.6521,2.8548,4.66,4.7344,6.3467,3.769,3.1991,2.1351,3.51,23.4531,3.5836,13.867,12.4259,5.9312,26.9431,2.5601,2.6886,4.6524,2.3248,5.61,5.9265,2.7047,3.0766,4.08,10.4408,4.9679,2.9535,3.9531,2.4994,2.8959,3.6646,3.15,
2015/11/30,9.8739,2.8275,4.51,4.9003,6.2101,3.741,3.1852,2.1136,3.56,23.4531,3.4925,13.4363,13.3351,5.8696,28.2791,2.5791,2.6673,4.6271,2.3325,5.42,5.7845,2.7617,3.0215,4.01,9.8835,4.7164,2.9341,4.2283,2.4806,2.8269,3.5715,3.08,
2015/12/1,9.7852,2.8639,4.48,4.8613,6.3012,3.7503,3.2271,2.1279,3.53,23.4531,3.6104,13.5206,14.6705,5.9356,29.9417,2.5696,2.6673,4.6609,2.3402,5.49,5.8144,2.8669,2.9664,3.98,9.8536,4.7012,2.9438,4.0932,2.5464,2.8269,3.6138,3.1,
2015/12/2,9.8739,2.9821,4.93,5.0077,6.374,3.853,3.3179,2.1708,3.7,23.4531,3.7497,13.146,14.9641,5.8784,28.0218,2.6077,2.7597,4.796,2.4249,5.66,5.9116,2.9283,3.0307,4.16,9.7541,4.8003,3.0309,4.5035,2.6403,2.9562,3.9777,3.2,
2015/12/3,10.1046,2.9912,5.05,5.037,6.4013,3.8903,3.3319,2.2207,3.71,23.4531,3.7389,13.3427,16.4605,6.0104,28.9076,2.6077,2.7597,4.7875,2.4095,5.81,6.0909,2.9634,3.0399,4.14,9.8536,4.8765,3.0503,4.4034,2.6779,2.9648,3.8931,3.23,
2015/12/4,9.936,2.8912,4.86,4.9784,6.2738,3.797,3.248,2.1779,3.66,23.4531,3.7389,13.249,16.6121,6.1028,30.0902,2.5791,2.7171,4.6693,2.3556,5.67,5.919,2.9108,2.9664,4.04,9.5849,4.7393,2.9825,4.2383,2.6403,2.87,3.7069,3.15,
2015/12/7,9.9005,2.8821,4.77,5.1737,6.3194,3.797,3.248,2.185,3.67,23.4531,3.7925,13.6797,17.5213,6.1732,29.6745,2.6077,2.6957,4.6524,2.3556,5.73,6.0312,3.0247,3.0032,4.02,9.5849,4.7164,2.9632,4.2583,2.6497,2.7924,3.7662,3.14,
2015/12/8,9.6876,2.8093,4.59,5.2615,6.1737,3.7224,3.1572,2.1279,3.56,23.4531,3.6693,13.4176,16.6689,5.9092,28.6601,2.6172,2.6246,4.5595,2.3094,5.46,5.7472,3.0072,2.9205,3.92,9.1768,4.6098,2.9051,4.0331,2.537,2.7321,3.6307,3.08,
2015/12/9,9.6432,2.8275,5.05,5.7886,6.0462,3.7224,3.1852,2.1422,3.64,23.4531,3.605,13.5861,16.1764,5.8476,27.4973,2.7599,2.6104,4.568,2.3402,5.51,5.6948,2.9152,2.9113,3.93,9.2265,4.6479,2.9147,4.1382,2.5323,2.7407,3.6985,3.09,
2015/12/10,9.519,2.8093,4.88,5.5153,5.8732,3.6757,3.1503,2.1065,3.66,23.4531,3.605,13.2116,16.2711,5.8168,27.0272,2.7124,2.5606,4.5427,2.294,5.42,5.6425,2.8494,2.9205,3.86,8.908,4.526,2.8663,3.9731,2.537,2.6976,3.58,3.05,
2015/12/11,9.5102,2.7912,5.1,5.7594,5.7821,3.6664,3.1503,2.0994,3.58,23.4531,3.605,12.6966,15.968,5.7552,27.0421,2.7314,2.5819,4.5764,2.294,5.96,5.5902,2.8275,2.9205,3.84,8.9976,4.6631,2.8276,3.9481,2.5229,2.6718,3.5123,3.04,
