ÈÕÆÚ,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH
2016/12/27,11.5821,3.0314,5.78,5.3006,4.8644,3.6384,3.5205,4.0488,6.65,16.0401,7.0387,9.3179,10.5354,5.6571,26.1038,2.6457,1.9916,5.2958,1.9245,5.38,6.502,2.3936,2.746,2.72,6.87,5.2703,2.8954,3.3626,3.093,2.4563,3.9862,2.52,25.3867
2016/12/28,11.3753,3.0314,5.8,5.2127,4.7637,3.6477,3.5065,4.113,6.65,16.0401,7.269,9.3085,10.545,5.7019,25.9428,2.6457,1.9845,5.3299,1.9245,5.45,6.36,2.3936,2.7368,2.73,6.85,5.1938,2.8857,3.3026,3.1024,2.4477,3.91,2.52,23.5935
2016/12/29,11.6001,3.0681,5.59,5.2225,4.7728,3.6757,3.4925,4.1559,6.62,16.0401,7.8207,9.4117,10.3446,5.9078,25.8623,2.6362,1.9845,5.3727,1.9245,5.48,6.4721,2.3848,2.847,2.72,6.84,5.232,2.8857,3.2926,3.1024,2.4391,4.0793,2.52,25.9555
2016/12/30,11.4562,3.0681,5.65,5.2518,4.7362,3.6757,3.5205,4.3272,6.62,16.0401,7.0708,9.3835,10.44,5.8899,26.3722,2.6362,1.9845,5.4239,1.9245,5.61,6.2778,2.3848,2.847,2.73,6.87,5.1785,2.8954,3.3326,3.1496,2.4391,4.0285,2.52,26.7651
2017/1/3,11.5821,3.059,5.82,5.2908,4.7728,3.713,3.5414,4.3201,6.95,16.0401,7.2368,9.468,10.6881,5.9973,26.6406,2.6648,2.02,5.4239,1.9553,5.59,6.4422,2.42,2.9297,2.74,6.96,5.2626,2.9147,3.4677,3.1685,2.4649,4.037,2.52,27.18
2017/1/4,11.7439,3.0773,5.83,5.3298,4.8003,3.7597,3.6043,4.3344,7.65,16.0401,7.4458,9.5712,10.9172,6.1942,26.8553,2.6743,2.02,5.5264,1.9707,5.67,6.502,2.4552,2.9756,2.77,7,5.3315,2.9438,3.5728,3.2156,2.4994,4.0454,2.52,25.815
2017/1/5,11.8429,3.0865,5.63,5.3396,4.8644,3.7317,3.6252,4.3344,7.59,16.0401,7.2743,9.5712,10.8217,6.2255,26.8105,2.6933,2.0271,5.5349,1.963,5.78,6.4721,2.4552,2.9848,2.77,7.08,5.3238,2.9341,3.5177,3.225,2.4994,4.1301,2.52,25.4001
2017/1/6,11.627,3.1049,5.68,5.281,4.837,3.7503,3.6113,4.3344,7.65,16.0401,6.9101,9.5712,11.2321,6.1092,26.4169,2.6648,2.0271,5.646,1.9784,5.63,6.5244,2.552,3.1593,2.81,7.08,5.2626,3.0116,3.5478,3.2628,2.508,3.9862,2.52,23.3124
2017/1/9,11.9238,3.1141,5.7,5.3884,4.8828,4.1235,3.6602,4.3344,7.55,16.0401,6.8512,9.5712,11.3943,6.1673,26.2649,2.6648,2.0342,5.6716,1.9784,5.69,6.5618,2.5432,3.1593,2.85,7.38,5.3085,3.0309,3.5528,3.3382,2.5253,3.9354,2.52,22.6433
2017/1/10,12.0227,3.1692,5.72,5.486,4.8553,4.3381,3.8348,4.3344,7.36,16.0401,7.3922,9.5712,11.3943,6.0465,26.1754,2.6648,2.0414,5.8083,1.9938,5.67,6.5169,2.552,3.1409,2.85,7.29,5.6298,3.0987,3.4577,3.4325,2.5597,4.0708,2.52,22.4225
2017/1/11,12.3824,3.1784,5.68,5.4372,4.8919,4.7766,3.8697,4.3344,7.44,16.0401,7.1136,9.5712,11.3943,6.0241,26.0323,2.6743,2.0414,5.8681,1.9938,5.74,6.4422,2.5256,3.0766,2.84,7.23,5.844,3.1859,3.3826,3.4419,2.5856,3.9862,2.52,21.4255
2017/1/12,12.0677,3.1416,5.49,5.3787,4.7728,4.8045,3.8068,4.0345,7.29,16.0401,7.0065,9.5712,11.3943,6.042,25.8712,2.6457,2.02,5.7997,1.9707,5.65,6.3002,2.508,3.0307,2.81,7.05,5.7445,3.0697,3.2125,3.3571,2.5942,3.91,2.52,20.656
2017/1/13,11.69,3.1416,5.45,5.2615,4.6812,4.5713,3.8138,3.7846,7.41,16.0401,6.503,9.5712,11.3943,5.9167,25.6565,2.6267,2.0271,5.8424,1.9707,5.4,6.1134,2.4992,3.0307,2.77,6.91,5.5151,2.9922,3.1224,3.3382,2.5425,3.6985,2.52,20.1876
2017/1/16,11.4202,3.1141,5.29,5.1249,4.5346,4.3847,3.8068,3.8345,7.04,16.0401,6.1602,9.5712,11.3943,5.59,25.4508,2.5791,2.0485,5.9449,1.9938,5.28,5.8294,2.4728,3.1501,2.73,6.77,5.6604,2.9632,2.9673,3.3193,2.5511,3.5884,2.52,18.8694
2017/1/17,11.2044,3.16,5.31,5.1444,4.5805,4.5993,3.8557,3.8131,6.98,16.0401,6.3637,9.5712,11.3943,5.6392,25.9249,2.5886,2.0342,5.8424,1.9938,5.34,5.8294,2.4816,3.2879,2.76,6.83,5.6451,2.9728,3.0023,3.4136,2.577,3.6477,2.52,19.4716
2017/1/18,11.5191,3.2611,5.44,5.2908,4.6263,4.618,4.0304,3.7774,7.02,16.0401,6.6369,9.3742,11.3943,5.684,25.8891,2.6077,2.0556,5.9791,2.0246,5.4,5.9415,2.5608,3.3062,2.8,6.91,6.2111,3.0794,3.0524,3.7437,2.6459,4.0116,2.52,18.5014
2017/1/19,11.3932,3.2611,5.39,5.2225,4.5438,4.3847,3.9954,3.5703,6.87,16.0401,6.4387,9.0739,11.3943,5.6303,25.0482,2.6172,2.0342,5.9706,2.0015,5.33,5.8294,2.508,3.2879,2.76,6.78,5.9893,3.0213,3.0374,3.6022,2.6373,3.91,2.52,19.0233
2017/1/20,11.5101,3.2519,5.43,5.3103,4.5805,4.45,4.0024,3.5989,6.89,16.0401,6.5137,9.1865,11.3943,5.7108,25.2987,2.6077,2.0485,5.9193,2.0246,5.43,5.8892,2.552,3.297,2.82,6.89,6.0505,3.0987,3.0674,3.6117,2.6804,4.2993,2.52,19.5519
2017/1/23,11.8788,3.3162,5.7,5.3689,4.6263,4.478,4.0723,3.5775,6.93,16.0401,6.5512,9.2522,11.3943,5.8182,25.2719,2.6362,2.0627,5.8083,2.04,5.49,5.9863,2.5608,3.3062,2.84,6.98,6.2035,3.1181,3.1424,3.6494,2.689,4.3924,2.52,19.2776
2017/1/24,12.0587,3.408,5.84,5.447,4.6354,4.9258,4.1701,3.706,7.05,16.0401,7.2047,9.3179,11.3943,5.7735,26.3185,2.6552,2.0698,5.8083,2.0785,5.56,6.0312,2.596,3.297,2.9,7.06,6.2723,3.1568,3.1725,3.6871,2.7149,4.5532,2.52,18.6085
2017/1/25,11.9328,3.454,5.78,5.4275,4.6354,4.7859,4.1631,3.656,7.2,16.0401,6.9904,9.3179,11.3943,6.0375,26.7032,2.6648,2.0627,5.8083,2.0785,5.63,5.9489,2.5608,3.1685,2.88,7.06,6.0964,3.1181,3.1324,3.6871,2.689,4.3671,2.52,18.749
2017/1/26,12.1846,3.5091,5.84,5.447,4.6446,4.8139,4.226,3.6774,7.29,16.0401,7.0869,9.3742,11.3943,6.0152,26.8374,2.6933,2.0911,5.8083,2.0554,5.85,5.9714,2.6048,3.3889,2.9,7.14,6.3106,3.1568,3.1725,3.7814,2.7321,4.3247,2.52,18.7891
2017/2/3,12.0767,3.3988,5.86,5.3787,4.6079,4.7113,4.1421,3.6846,7.21,16.0401,7.1297,9.2991,11.3943,6.1181,26.578,2.6648,2.0769,5.8083,2.0246,5.84,5.934,2.5696,3.4073,2.87,7.13,6.2111,3.1084,3.1174,3.7154,2.6718,4.3078,2.52,19.1839
2017/2/6,12.0767,3.3529,5.8,5.3982,4.6079,4.6646,4.0304,3.6917,7.12,16.0401,7.1404,9.3742,11.3943,6.1539,26.578,2.6552,2.0698,5.8083,2.0246,5.86,5.9714,2.5696,3.4532,2.86,7.15,6.0046,3.0697,3.0924,3.6871,2.6804,4.3332,2.52,20.0605
2017/2/7,12.0946,3.4264,5.76,5.3494,4.5896,4.8419,4.0793,3.6917,7.15,16.0401,7.2636,9.2522,11.3943,6.0286,26.3006,2.6552,2.0698,5.8083,2.04,5.84,6.2554,2.5784,3.5634,2.87,7.1,6.0734,3.0891,3.1174,3.6682,2.6804,4.384,2.52,20.3616
2017/2/8,12.2115,3.408,5.7,5.3982,4.6263,4.7952,4.1212,3.6703,7.09,16.0401,7.269,9.2897,11.3943,6.3061,27.5441,2.6648,2.0698,5.8083,2.04,5.85,6.203,2.596,3.5817,2.89,7.13,6.0352,3.0987,3.2375,3.6305,2.7063,4.4348,2.52,21.7333
2017/2/9,12.2025,3.5734,5.75,5.447,4.6904,4.8045,4.1002,3.6703,7.14,16.0401,7.2743,9.468,11.3943,6.2658,27.1773,2.6743,2.0983,5.8083,2.0862,6.05,6.3974,2.6664,3.6001,3.18,7.34,6.0734,3.2343,3.3876,3.7625,2.7666,4.4094,2.52,20.9772
2017/2/10,12.6252,3.6652,5.81,5.7203,4.8278,5.1964,4.2399,3.7631,7.31,16.0401,7.7082,9.4961,11.3943,6.1718,27.8483,2.7124,2.1409,5.8083,2.1863,6.31,6.6066,2.9304,3.7195,3.5,7.46,6.3641,3.5539,3.4227,3.9511,2.8872,4.6379,2.52,20.5289
2017/2/13,12.5083,3.6561,6.1,5.6715,4.8644,5.0564,4.2818,3.7274,7.31,16.0401,7.6386,9.59,11.3943,6.2255,27.6425,2.7124,2.1267,5.8083,2.1632,6.17,6.5692,2.86,3.6369,3.51,7.38,6.4559,3.4764,3.4827,3.9983,2.8786,4.5448,2.52,20.9103
2017/2/14,12.7421,3.7663,6.05,5.9351,5.35,5.0844,4.4145,3.7774,7.34,16.0401,7.5208,9.6557,11.3943,6.3598,27.4904,2.7599,2.1552,5.8083,2.1863,6.2,6.5991,3.1504,3.6185,3.6,7.52,6.4253,3.6313,3.5328,4.2058,3.0079,4.5617,2.52,20.8835
2017/2/15,12.3105,3.6561,5.93,5.7886,5.579,4.9538,4.3168,3.7274,7.12,16.0401,7.2529,9.5243,11.3943,6.2345,26.8195,2.7314,2.1338,5.8083,2.1324,6.05,6.4198,3.2824,3.6001,3.43,7.32,6.1729,3.5732,3.3576,4.1492,2.939,4.3586,2.52,21.2917
2017/2/16,12.3914,3.6836,5.97,5.8375,5.4782,4.9725,4.2818,3.756,7.15,16.0401,7.2797,9.7026,11.3943,6.2971,26.8016,2.7504,2.2334,5.8083,2.1863,6.08,6.487,3.2472,3.6644,3.45,7.51,6.1805,3.5539,3.3476,4.1115,2.9476,4.384,2.52,20.9169
2017/2/17,12.1486,3.6744,5.91,5.7105,5.2217,4.8419,4.184,3.7203,7.01,16.0401,7.0869,9.6744,11.3943,6.2076,26.3096,2.7124,2.1765,5.8083,2.1478,6.06,6.4945,3.0976,3.6644,3.48,7.62,6.0811,3.4473,3.2926,3.9983,2.8786,4.2993,2.52,20.0939
2017/2/20,12.5263,3.7755,5.96,5.9058,5.295,4.8699,4.2958,3.7274,7.28,16.0401,7.3011,9.7683,11.3943,6.1002,26.6853,2.7504,2.2049,5.8083,2.2017,6.24,6.6813,3.168,3.6644,3.51,8.03,6.2264,3.6216,3.3726,4.1492,2.9993,4.3755,2.52,19.572
2017/2/21,12.7151,3.849,5.96,6.1205,5.3225,4.8792,4.3866,3.7346,7.29,16.0401,7.3118,9.7401,11.3943,6.1405,26.7211,2.798,2.2192,5.8083,2.2248,6.19,6.6515,3.1944,3.6644,3.48,7.93,6.1958,3.6991,3.4227,4.2435,3.051,4.4263,2.52,20.0069
2017/2/22,13.0928,3.8673,5.85,6.3743,5.4507,4.9631,4.4844,3.9131,7.33,16.0401,7.8689,9.8715,11.3943,6.1181,26.9984,2.8361,2.2476,5.8083,2.2863,6.36,6.7411,3.2736,3.6644,3.54,8.02,6.41,3.7378,3.4327,4.3095,3.1027,4.5279,2.52,20.288
2017/2/23,13.0298,3.6652,5.88,6.267,5.3225,4.8045,4.3796,3.8345,7.19,16.0401,7.5475,9.7307,11.3943,6.3106,26.6495,2.8456,2.2263,5.8083,2.2632,6.18,6.5543,3.2296,3.6644,3.42,7.94,6.2111,3.5732,3.3826,4.234,3.0855,4.4009,2.52,21.0642
2017/2/24,12.7061,3.6652,5.96,6.3548,5.2126,4.7672,4.3168,3.7988,7.27,16.0401,7.4886,9.6651,11.3943,6.2166,26.4259,2.8551,2.2334,5.8083,2.2325,6.11,6.5095,3.1592,3.6001,3.32,7.88,6.1652,3.5442,3.4327,4.1492,3.051,4.3586,2.52,22.2284
2017/2/27,12.2565,3.6101,5.93,6.1205,5.1209,4.7206,4.2539,3.7703,7.23,16.0401,7.569,9.5618,11.3943,6.2479,27.1058,2.8266,2.2334,6.2439,2.194,5.94,6.4422,3.08,3.5083,3.29,7.56,5.9969,3.457,3.3776,3.9983,3.0251,4.274,2.52,22.6768
2017/2/28,12.3824,3.5918,5.92,6.0815,5.1851,4.7206,4.212,3.7846,7.23,16.0401,7.4511,9.6181,11.3943,6.2345,26.0323,2.8266,2.2121,6.056,2.1863,5.96,6.4721,3.0536,3.5175,3.33,7.61,5.9358,3.4861,3.3926,3.9983,2.9821,4.257,2.52,22.7905
2017/3/1,12.3194,3.5734,6.03,6.0327,5.1576,4.7206,4.219,3.8203,7.19,16.0401,7.4458,9.6369,11.3943,6.3464,25.6923,2.8456,2.2121,6.0474,2.1863,6.05,6.4571,3.0976,3.4807,3.34,7.76,5.9664,3.4958,3.5578,3.9983,2.9821,4.2401,2.52,21.7935
2017/3/2,12.3105,3.5734,6.02,6.0229,5.0935,4.7392,4.191,3.8345,7.17,16.0401,7.3975,9.5524,11.3943,6.2434,26.0412,2.8361,2.2049,5.9791,2.1786,6.17,6.4123,3.036,3.5175,3.24,7.67,5.9281,3.4377,3.5828,3.9511,2.9562,4.2232,2.52,23.4262
2017/3/3,12.0497,3.5183,6.05,5.8765,5.0385,4.618,4.1421,3.8131,7.19,16.0401,7.2208,9.59,11.3943,6.2076,26.2559,2.798,2.2049,5.851,2.1401,6.01,6.3002,2.9832,3.4899,3.22,7.59,5.8287,3.3699,3.5678,3.8097,2.9045,4.1385,2.52,22.7838
2017/3/6,12.3105,3.5366,6.23,6.0522,5.0751,4.6273,4.198,3.7988,7.26,16.0401,7.2368,9.6838,11.3943,6.4403,26.3722,2.8075,2.2405,5.8766,2.1632,6.03,6.3749,3.0448,3.4899,3.24,7.73,5.8746,3.4086,3.7479,3.8757,2.9476,4.147,2.52,22.9912
2017/3/7,12.4004,3.4723,6.17,5.9936,5.066,4.562,4.1351,3.8131,7.27,16.0401,7.2797,9.6463,11.3943,7.0848,26.5064,2.798,2.2263,5.8254,2.1478,5.97,6.3301,2.992,3.4348,3.22,7.64,5.9281,3.3408,3.863,3.772,2.8872,4.1047,2.52,23.6135
2017/3/8,12.3284,3.4356,6.15,5.9253,5.0477,4.5527,4.0862,3.7917,7.25,16.0401,7.2529,9.5431,11.3943,7.0132,26.247,2.8075,2.2405,5.7058,2.1324,6,6.345,2.9832,3.3797,3.2,7.63,5.8516,3.2924,3.893,3.7908,2.8183,4.0454,2.52,24.0485
2017/3/9,12.0587,3.4815,6.2,5.8277,4.9652,4.5993,4.0653,3.6703,7.18,16.0401,7.1619,9.4023,11.3943,7.1117,26.3901,2.7695,2.2192,5.6802,2.1016,5.82,6.1731,2.9392,3.3613,3.15,7.46,5.7063,3.3118,4.0482,3.8286,2.8269,4.0031,2.52,23.1451
2017/3/10,12.0677,3.4815,6.18,5.896,4.9652,4.5433,3.9954,3.6489,7.18,16.0401,7.1083,9.4023,11.3943,7.1609,26.2738,2.7885,2.2121,5.8083,2.1016,5.82,6.1582,2.9656,3.3797,3.13,7.37,5.7369,3.3602,4.0532,3.8663,2.8614,4.0031,2.52,22.4359
2017/3/13,12.1216,3.5275,6.2,5.9741,5.0751,4.5993,4.0932,3.6632,7.19,16.0401,7.2101,9.4492,11.3943,7.1699,26.0949,2.798,2.2049,5.8339,2.1247,5.84,6.203,2.992,3.3705,3.18,7.43,5.8669,3.3892,3.9981,3.8946,2.9045,4.0454,2.52,23.1518
2017/3/14,12.0047,3.5918,6.07,6.1205,5.0843,4.618,4.1561,3.6417,7.19,16.0401,7.1297,9.3929,11.3943,7.0714,26.2649,2.8266,2.2049,5.8937,2.1324,5.82,6.2105,3.0096,3.4624,3.17,7.4,5.8669,3.3989,3.898,3.9606,2.9476,4.0285,2.52,23.8812
2017/3/15,11.9867,3.6652,6.11,6.1401,5.066,4.6646,4.212,3.6489,7.1,16.0401,7.1083,9.3554,11.3943,7.0893,26.0144,2.8361,2.2192,5.8766,2.1555,5.85,6.1507,3.036,3.4807,3.19,7.41,5.8975,3.428,4.0431,4.0077,3.0079,4.0454,2.52,23.4329
2017/3/16,12.2295,3.6744,6.11,6.1303,5.1301,4.6926,4.2469,3.656,7.22,16.0401,7.1297,9.4586,11.3943,7.1878,26.068,2.8361,2.2263,5.9022,2.1555,5.9,6.2927,3.0712,3.5817,3.24,7.5,5.9281,3.428,4.1983,3.9889,3.0165,4.0878,2.52,24.2157
2017/3/17,12.2025,3.555,6.09,5.8863,4.9927,4.59,4.0862,3.6346,7.12,16.0401,6.9904,9.4023,11.3943,7.4205,26.1217,2.8075,2.1836,5.7399,2.1093,5.74,6.2105,2.9656,3.5266,3.15,7.35,5.7598,3.3505,4.1933,3.8286,2.9217,4.0116,2.52,23.0314
2017/3/20,12.3105,3.4999,6.06,5.8277,5.0019,4.5433,4.0583,3.6132,7.11,16.0401,6.969,9.4586,11.3943,7.6174,26.2559,2.817,2.1623,5.7485,2.1093,5.82,6.1283,2.9744,3.4899,3.16,7.39,5.7904,3.3021,4.4034,3.7531,2.8959,3.9693,2.52,23.5265
2017/3/21,12.2745,3.4356,6.05,5.7203,4.9927,4.5433,3.9675,3.6132,7.11,16.0401,6.8458,9.4023,11.3943,7.4921,26.2827,2.798,2.148,5.7058,2.1016,5.8,6.1134,2.948,3.4899,3.15,7.36,5.7063,3.2537,4.4985,3.6588,2.8442,3.9524,2.52,23.7942
2017/3/22,11.9148,3.3162,5.85,5.5934,4.8828,4.4594,3.8208,3.5561,7.24,16.0401,6.6369,9.2897,11.3943,7.425,25.8355,2.7885,2.1267,5.5606,2.0631,5.7,6.0237,2.8688,3.4256,3.11,7.24,5.5074,3.1762,4.5335,3.5268,2.7924,3.9016,2.52,23.9749
2017/3/23,11.9508,3.3437,5.89,5.6227,4.9011,4.4127,3.8488,3.4918,7.22,16.0401,6.7012,9.2897,11.3943,7.4653,26.1843,2.7695,2.1552,5.5179,2.0631,5.8,6.4422,2.8864,3.3521,3.15,7.31,5.4615,3.2053,4.4635,3.5551,2.8269,3.9777,2.52,24.3964
2017/3/24,12.0047,3.3713,5.66,5.6325,5.0293,4.4874,3.8767,3.4561,7.61,16.0401,6.7601,9.3272,11.3943,7.4295,26.0323,2.7695,2.1907,5.6118,2.0862,5.9,6.2628,2.9744,3.4256,3.28,7.37,5.4998,3.2343,4.4084,3.5739,2.87,4.0624,2.52,24.6306
2017/3/27,11.7799,3.3254,5.61,5.6325,5.0202,4.506,3.8208,3.4275,7.39,16.0401,6.9637,9.2897,11.3943,7.5637,25.9428,2.779,2.1694,5.5435,2.0862,5.89,6.1283,2.9304,3.4348,3.27,7.4,5.4615,3.1762,4.3934,3.5174,2.8269,4.0793,2.52,24.0752
2017/3/28,11.7799,3.3437,5.48,5.6325,5.1576,4.4687,3.8348,3.4418,7.25,16.0401,6.9797,9.2428,11.3943,7.5995,25.9249,2.7885,2.1836,5.5435,2.0862,5.88,6.1358,2.9304,3.3981,3.25,7.35,5.4921,3.2053,4.6136,3.5551,2.8355,4.0201,2.52,23.386
2017/3/29,11.8339,3.3713,5.75,5.6813,5.1393,4.59,3.9046,3.5275,7.22,16.0401,7.0869,9.1302,11.3943,7.698,26.1217,2.7599,2.1907,5.5777,2.0939,5.96,6.1731,2.992,3.4256,3.31,7.34,5.5609,3.244,4.5936,3.6022,2.8786,4.2824,2.52,21.5192
2017/3/30,11.5731,3.3254,5.78,5.4177,4.9927,4.562,3.8418,3.4347,7.08,16.0401,7.2743,8.9613,11.3943,7.2818,25.3792,2.7124,2.1409,5.5008,2.0708,6.12,6.1956,3.036,3.3338,3.25,7.2,5.4615,3.2053,4.3634,3.5645,2.8355,4.2909,2.52,20.7296
2017/3/31,11.69,3.3162,5.78,5.5544,4.9835,4.7019,3.8557,3.4704,7.13,16.0401,7.3922,8.9988,11.3943,7.4697,25.7639,2.7219,2.1552,5.5606,2.0708,6.15,6.2329,3.036,3.3705,3.2,7.59,5.5609,3.244,4.1432,3.5079,2.8097,4.2316,2.52,20.763
2017/4/5,11.7709,3.6469,5.62,5.7203,5.4782,4.7579,4.0234,3.5061,7.84,16.0401,7.3601,9.1865,11.3943,7.4697,25.9428,2.779,2.1978,5.7485,2.1478,6.15,6.3376,3.124,3.4073,3.29,7.75,5.6451,3.3699,4.1282,3.6211,2.9303,4.3078,2.52,21.2983
2017/4/6,12.0407,4.0143,5.59,5.6617,6.0279,4.7019,4.0024,3.5061,8.62,16.0401,7.3011,9.1677,11.3943,7.4026,26.3543,2.779,2.1978,5.757,2.1555,6.09,6.345,3.08,3.4532,3.29,7.7,5.6221,3.3505,4.1132,3.5928,2.9907,4.3163,2.52,21.2047
2017/4/7,12.1306,4.4185,5.5,5.5836,6.6325,4.618,3.9326,3.4989,8.2,16.0401,7.0761,9.2146,11.3943,7.1922,26.5243,2.7885,2.2049,5.7143,2.1324,6.07,6.36,3.0008,3.5634,3.24,7.75,5.4921,3.2827,4.0632,3.5174,2.9303,4.1893,2.52,20.6025
2017/4/10,11.9598,4.8594,5.52,5.6813,7.2921,4.7299,3.9815,3.4132,8.63,16.0401,7.2958,9.102,11.3943,7.0446,26.2827,2.798,2.2121,5.7314,2.1478,6.11,6.5468,2.9744,3.545,3.27,7.84,5.4998,3.3215,4.2683,3.4985,2.939,4.1216,2.52,19.4516
2017/4/11,11.9687,5.3463,5.71,5.7301,7.7868,4.6926,3.9885,3.4418,9.49,16.0401,7.344,9.3366,11.3943,7.1788,26.7658,2.798,2.2192,5.646,2.194,6.24,6.5095,3.0008,3.5083,3.34,8.23,5.5609,3.3796,4.2533,3.4796,2.9648,4.0201,2.52,19.7995
2017/4/12,11.7619,5.5025,5.78,5.6032,7.0356,4.5806,3.9605,3.4132,8.54,16.0401,7.2958,9.2146,11.3943,7.1027,26.3185,2.7695,2.2547,5.5947,2.1709,6.05,6.3899,2.9304,3.444,3.28,7.95,5.4768,3.2924,4.3184,3.3853,2.8959,3.927,2.52,19.2174
2017/4/13,11.8518,5.6494,5.65,5.652,7.3196,4.5247,3.9745,3.4132,8.45,16.0401,7.1726,9.1396,11.7379,7.0983,25.7818,2.779,2.2405,5.5862,2.1709,6.07,6.3824,2.9392,3.4807,3.29,8.13,5.4692,3.2827,4.4084,3.3948,2.8959,3.9439,2.52,19.2709
2017/4/14,11.618,5.3371,5.67,5.5739,7.3012,4.478,3.9815,3.3561,8.07,16.0401,6.9369,9.027,12.9116,6.9416,25.585,2.7599,2.3045,5.5947,2.1863,6.01,6.2105,2.948,3.3797,3.2,8.03,5.3927,3.2053,4.3784,3.3759,2.87,3.9524,2.52,18.8159
2017/4/17,11.5551,4.8778,5.5,5.4763,7.3104,4.4407,3.9396,3.3633,7.72,16.0401,6.9904,8.7736,11.6997,6.964,25.1287,2.7314,2.2974,5.552,2.1401,6.19,6.1134,2.8864,3.3613,3.09,7.69,5.1861,3.1181,4.1582,3.291,2.8355,3.8169,2.52,18.1468
2017/4/18,11.4202,4.6665,5.39,5.3396,6.9806,4.4127,3.8278,3.3418,7.69,16.0401,6.9101,8.5296,11.5852,6.7984,25.084,2.7314,2.2263,5.4666,2.1093,6.03,6.0162,2.86,3.3521,3.06,7.61,5.0561,3.0503,3.9481,3.1967,2.8442,3.8085,2.52,18.2271
2017/4/19,10.9256,4.6573,5.07,5.1541,6.5134,4.2728,3.6462,3.2347,7.54,16.0401,6.6958,8.2857,10.5354,6.9416,24.3952,2.7028,2.1694,5.2872,2.0554,5.62,5.8443,2.7104,3.3613,2.97,7.43,4.9261,2.9632,3.7529,3.1024,2.8011,3.7323,2.52,18.9363
2017/4/20,10.7908,4.2899,5.08,5.1737,6.1836,4.2075,3.6462,3.1633,7.13,16.0401,6.6476,8.3795,10.2014,6.7894,23.7929,2.6933,2.1765,5.3129,2.0862,5.51,5.919,2.6928,3.343,2.97,7.36,5.0102,2.9438,3.863,3.1213,2.8011,3.6223,2.52,18.4813
2017/4/21,10.9346,4.2623,5.12,5.1639,6.0645,4.2355,3.6602,3.1419,7.06,16.0401,7.0601,8.3232,10.2205,6.955,24.8266,2.7028,2.1836,5.3385,2.0862,5.54,5.9564,2.7192,3.2787,2.96,7.43,5.255,2.9438,4.0431,3.1967,2.8183,3.6561,2.52,18.2806
2017/4/24,10.5659,4.1429,4.97,4.9589,5.9912,4.0302,3.5694,3.0062,7.36,16.0401,7.0226,8.1168,9.4475,6.8163,24.4222,2.6552,2.1338,5.1677,2.0477,5.16,5.5753,2.64,3.1225,2.84,7.18,5.2626,2.8179,3.9531,3.1119,2.689,3.453,2.52,17.2903
2017/4/25,10.6918,4.198,4.9,5.0077,6.0828,4.0116,3.6043,2.9919,7.51,16.0401,6.9637,8.1168,9.6002,6.6865,23.9727,2.6552,2.148,5.2018,2.0554,5.22,5.5902,2.6224,3.1777,2.85,7.45,5.1785,2.8276,4.0431,3.1024,2.6976,3.4276,2.52,17.3839
2017/4/26,10.6199,4.345,4.81,5.0175,6.3577,4.0396,3.6252,2.9848,7.62,16.0401,6.8619,8.1261,9.6957,6.015,23.7031,2.6172,2.1338,5.2616,2.04,5.2,5.6425,2.6048,3.1777,2.83,7.26,5.1479,2.7211,4.0131,3.0647,2.7235,3.3768,2.52,17.5178
2017/4/27,10.6199,4.2072,4.84,5.0272,6.1561,4.0116,3.6183,2.9277,7.57,16.0401,6.9476,8.098,9.5239,6.1013,24.1525,2.6267,2.1267,5.2445,2.0246,5.22,5.5827,2.6048,3.1317,2.85,7.1,5.1173,2.692,4.1632,3.0836,2.7063,3.3768,2.52,17.859
2017/4/28,10.7458,4.6298,4.93,5.1639,6.4401,4.1049,3.723,3.1205,7.78,16.0401,7.0976,8.0886,9.6193,5.9478,24.2604,2.6648,2.148,5.3299,2.0708,5.29,5.7397,2.7104,3.2603,2.9,7.14,5.3009,2.7501,4.3434,3.2062,2.7752,3.5123,2.52,17.9594
2017/5/2,10.7098,4.6482,4.93,5.242,6.66,4.0862,3.7649,3.1205,7.7,16.0401,7.0065,8.1074,10.0106,5.8231,24.3592,2.6838,2.1338,5.3641,2.0631,5.28,5.7098,2.7104,3.2419,2.88,7.12,5.3697,2.7404,4.3434,3.2156,2.7666,3.5038,2.52,17.7988
2017/5/3,10.6109,4.3266,5.09,5.2127,6.321,4.0396,3.73,3.0705,7.32,16.0401,6.969,8.0229,9.8388,5.8615,24.6289,2.6743,2.0769,5.3129,2.0554,5.34,5.6201,2.7104,3.2511,2.89,7.2,5.3774,2.7114,4.7787,3.1779,2.7838,3.5969,2.52,17.752
2017/5/4,10.6109,4.4001,5.19,5.1151,6.9531,4.0302,3.6671,3.0205,7.26,16.0401,6.8994,8.0229,10.4018,6.0629,24.6199,2.6743,2.084,5.2531,2.0477,5.29,5.5603,2.7016,3.1868,2.88,7.11,5.2626,2.692,5.2591,3.1213,2.7321,3.8593,2.52,17.4843
