ÈÕÆÚ,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH
2015/8/7,0,0,4.3956,1.8018,0,2.9183,1.1438,2.0779,0,0,0,9.4196,9.7581,2.3322,2.8869,1.6181,2.4775,2.0349,2.2843,3.6145,5.1546,1.7628,3.3248,3.9448,3.5171,2.0431,3.2,4.7442,10.0365,2.3923,0,0,,,,3.303,0.7906,,0.9646,0.429,0.8565,,,,7.0188,8.4259,5.6075,7.715,0.367,1.308,0.3282,0.9994,2.1124,1.7334,1.7071,2.6596,4.3652,4.9094,1.7815,1.8215,7.7616,3.0601,0.9663,,,,6224028442,74318242089,9516289137,15458080600,47052196815,30131590878,38061887285,11848612708,7417793490,52016738466,5138467000,14888749758,6683091256,4085941132,2566000000,15458080600,71626209919,1.15E+11,25938272062,5099588454,5990022675,5105413970,15658039926,33007893624,12301592292,11921575935,9263558972,8630215008,8402492079,25541975076,18375227244,8386557770,,23.3374,106.6169,-9.9341,76.1084,56.3596,68.1811,48.258,158.7943,519.2812,1477.0589,160.8148,81.5171,90.3215,23.56,38.8588,33.3811,739.5457,19.9598,-18.5483,122.6409,558.0621,-7.1647,53.6368,843.4643,-114.4286,20.9411,324.6993,-4.2416,20.6739,149.3949,108.9059,380.371,,1.8857,1.7271,4.6959,1.1517,2.8335,1.2063,0.937,1.1594,1.3814,21.7774,1.9816,6.4389,3.6657,2.0285,6.0252,0.5051,7.8159,1.0119,2.2336,1.8916,1.811,1.6545,1.8296,2.0119,51.545,3.9973,1.2828,5.3928,1.0453,1.4148,3.2236,1.9614,,0.8508,0.7565,0.7074,0.4278,0.7743,0.3473,0.6048,0.2129,1.3562,5.0462,0.2851,5.3359,2.3283,1.534,2.554,0.1876,4.9729,0.6157,0.5001,0.6972,0.4146,0.3552,0.5615,0.3447,2.5964,1.0358,0.345,0.4182,0.2596,0.551,0.5159,1.5976,
2015/8/10,0,0,10,4.6018,0,5.293,5.0081,4.5802,0,0,0,8.6957,9.9927,5.0414,6.9369,3.8217,7.033,9.9715,5.2109,5.814,7.423,3.622,6.9307,5.8824,7.8053,4.7831,5.168,3.5524,6.4677,5.8411,0,0,,,,4.8035,1.3139,,1.8911,1.2918,1.4532,,,,7.1468,8.68,7.4022,12.6043,0.6549,2.4738,1.2853,2.7876,4.2431,2.3672,5.3585,3.8077,5.7052,7.6127,3.3445,2.4743,9.2658,4.089,1.9515,,,,6224028442,74318242089,10467918051,16169425902,47052196815,31726457692,39968056115,12391297259,7417793490,52016738466,5138467000,16183423650,7350909339,4291931259,2744000000,16169425902,76663657649,1.27E+11,27289894179,5396076155,6434660213,5290334476,16743250614,34949534426,13261771672,12491795919,9742295870,8936794582,8945936841,27033912873,18375227244,8386557770,,23.3374,106.6169,-10.9276,79.6107,56.3596,71.79,50.6748,166.0673,519.2812,1477.0589,160.8148,88.6055,99.347,24.7477,41.5544,34.6454,791.5577,21.9501,-19.5149,129.7712,599.4868,-7.4242,57.3542,893.0799,-123.3601,21.9427,341.4796,-4.3923,22.011,158.1213,108.9059,380.371,,1.8857,1.7271,5.1655,1.2047,2.8335,1.2702,0.984,1.2125,1.3814,21.7774,1.9816,6.9988,4.032,2.1307,6.4432,0.5243,8.3656,1.1128,2.35,2.0016,1.9455,1.7144,1.9564,2.1303,55.5683,4.1885,1.3491,5.5843,1.1129,1.4975,3.2236,1.9614,,0.8508,0.7565,0.7781,0.4474,0.7743,0.3657,0.6351,0.2226,1.3562,5.0462,0.2851,5.7998,2.561,1.6114,2.7311,0.1947,5.3226,0.6771,0.5262,0.7377,0.4453,0.3681,0.6004,0.365,2.799,1.0854,0.3628,0.4331,0.2764,0.5831,0.5159,1.5976,
2015/8/11,0,0,2.8708,9.4755,0,0.5386,0,0.4866,0,0,0,-3,2.1376,-0.8547,4.2274,1.227,-0.2053,0.3886,2.5943,3.2967,6.7797,0.9119,9.9537,0.8961,4.1738,-0.3185,0.7371,9.8628,-1.4019,2.2075,0,0,,,,8.4264,2.45,,2.1394,1.0875,2.3081,,,,4.233,9.5039,7.9224,14.8116,1.0498,2.4802,1.4433,3.4899,4.4824,4.0795,5.6667,4.8463,6.0231,9.6381,3.6472,3.1015,10.4663,2.8697,2.4267,,,,6224028442,74318242089,10768432445,17701554244,47052196815,31897336279,39968056115,12451595543,7417793490,52016738466,5138467000,15697920941,7508043005,4255248085,2860000000,17701554244,76506237408,1.27E+11,27997886717,5573968775,6870908363,5338574608,18409824171,35262702297,13815286844,12452013129,9814106405,9818210857,8820526511,27630687991,18375227244,8386557770,,23.3374,106.6169,-11.2413,87.1542,56.3596,72.1766,50.6748,166.8754,519.2812,1477.0589,160.8148,85.9474,101.4707,24.5362,43.3111,35.7222,789.9323,22.0354,-20.0212,134.0494,640.13,-7.4919,63.0631,901.0824,-128.5088,21.8728,343.9966,-4.8255,21.7025,161.6118,108.9059,380.371,,1.8857,1.7271,5.3138,1.3188,2.8335,1.277,0.984,1.2184,1.3814,21.7774,1.9816,6.7888,4.1182,2.1125,6.7155,0.5406,8.3484,1.1171,2.411,2.0676,2.0774,1.73,2.1511,2.1494,57.8876,4.1752,1.359,6.1351,1.0973,1.5305,3.2236,1.9614,,0.8508,0.7565,0.8004,0.4898,0.7743,0.3676,0.6351,0.2237,1.3562,5.0462,0.2851,5.6258,2.6158,1.5976,2.8466,0.2008,5.3117,0.6797,0.5398,0.7621,0.4755,0.3714,0.6602,0.3683,2.9159,1.0819,0.3655,0.4758,0.2725,0.596,0.5159,1.5976,
2015/8/12,0,0,4.186,-0.3091,0,-1.0714,-1.2308,-2.1792,0,0,0,-3.0309,-3.5317,-3.183,-6.1189,-0.9091,-2.2634,-0.5161,-2.5287,-2.1277,-1.0989,-3.9157,-3.5789,1.0657,0.4088,-5.2183,-1.2195,-3.9813,3.0016,-2.8078,0,0,,,,8.449,1.7134,,1.6833,0.6784,1.3729,,,,3.5326,7.1511,4.1426,9.9708,0.5602,1.454,0.9412,2.3606,3.6299,2.583,3.9662,5.5021,5.6489,8.3289,2.8359,2.5718,9.0064,2.5949,1.4634,,,,6224028442,74318242089,11219204035,17646835375,47052196815,31555579105,39476141578,12180253267,7417793490,52016738466,5138467000,15222128285,7242879943,4119802523,2685000000,17646835375,74774614751,1.27E+11,27289894179,5455373695,6795403875,5129534036,17750946253,35638503743,13871767984,11802227567,9694422180,9427321901,9085281651,26854880337,18375227244,8386557770,,23.3374,106.6169,-11.7118,86.8848,56.3596,71.4033,50.0511,163.2389,519.2812,1477.0589,160.8148,83.3424,97.887,23.7552,40.661,35.9361,772.0532,21.9217,-25.5308,131.1973,633.0956,-7.1985,60.8061,910.6854,-129.0342,20.7314,339.8016,-4.6334,22.3539,157.0741,108.9059,380.371,,1.8857,1.7271,5.5362,1.3148,2.8335,1.2633,0.9718,1.1918,1.3814,21.7774,1.9816,6.583,3.9728,2.0453,6.3046,0.5438,8.1595,1.1113,3.0745,2.0236,2.0545,1.6623,2.0741,2.1723,58.1242,3.9573,1.3425,5.8909,1.1302,1.4875,3.2236,1.9614,,0.8508,0.7565,0.834,0.4883,0.7743,0.3637,0.6273,0.2188,1.3562,5.0462,0.2851,5.4553,2.5234,1.5468,2.6724,0.202,5.1915,0.6762,0.6884,0.7458,0.4703,0.3569,0.6366,0.3722,2.9278,1.0255,0.361,0.4568,0.2807,0.5793,0.5159,1.5976,
2015/8/13,0,0,4.1667,0.9302,0,2.5271,0.9346,1.4851,0,0,0,-0.9568,6.4407,6.2329,2.3836,0.9174,5.6842,0.2594,2.3585,3.6685,10,1.7241,1.5284,1.406,3.5831,2.6966,1.7284,2.1951,1.5337,2.2222,0,0,,,,7.1626,1.291,,1.7406,0.5805,1.2834,,,,5.7028,7.9648,7.1842,8.5905,0.3756,2.1532,0.8339,2.2333,4.469,3.7301,3.7393,4.3426,5.4253,9.5722,2.7177,2.2136,8.3657,2.4801,1.3815,,,,6224028442,74318242089,11686670870,17810991983,47052196815,32353012512,39845077481,12361148118,7417793490,52016738466,5138467000,15076477472,7709370516,4376584735,2749000000,17810991983,79024961273,1.27E+11,27933523759,5655502893,7474944263,5217974278,18022248925,36139572336,14368802016,12120489883,9861980095,9634263113,9224626462,27451655456,18375227244,8386557770,,23.3374,106.6169,-12.1998,87.693,56.3596,73.2077,50.5189,165.6633,519.2812,1477.0589,160.8148,82.5449,104.1916,25.2358,41.6302,36.697,815.9383,21.9786,-26.1329,136.0102,696.4052,-7.3226,61.7354,923.4894,-133.6576,21.2905,345.6747,-4.7351,22.6968,160.5646,108.9059,380.371,,1.8857,1.7271,5.7669,1.327,2.8335,1.2952,0.9809,1.2095,1.3814,21.7774,1.9816,6.5201,4.2287,2.1727,6.4549,0.5553,8.6233,1.1142,3.147,2.0978,2.26,1.6909,2.1058,2.2028,60.2069,4.064,1.3657,6.0202,1.1475,1.5206,3.2236,1.9614,,0.8508,0.7565,0.8687,0.4929,0.7743,0.3729,0.6331,0.2221,1.3562,5.0462,0.2851,5.4031,2.6859,1.6432,2.7361,0.2062,5.4866,0.6779,0.7046,0.7732,0.5173,0.363,0.6463,0.3774,3.0327,1.0531,0.3673,0.4669,0.285,0.5922,0.5159,1.5976,
2015/8/14,0,0,0.7143,-0.768,0,0.7042,-1.0802,0.2439,0,0,0,-2.4259,0.1274,2.0632,-1.4369,-0.303,-2.3904,-1.5524,0.6912,0.3932,9.9888,-1.0786,-1.2903,-1.7331,-1.4151,-2.6258,0,-1.9889,-0.3021,-0.8696,0,0,,,,6.1653,1.065,,2.0013,0.5991,1.3997,,,,4.5016,7.4501,9.0898,11.8604,0.5006,1.9765,0.6275,2.8983,4.409,5.9427,3.3196,3.1724,4.1577,6.8022,2.2298,2.1295,6.936,2.051,1.5242,,,,6224028442,74318242089,11770147091,17674194810,47052196815,32580850628,39414652261,12391297259,7417793490,52016738466,5138467000,14710732098,7719191370,4466881777,2709500000,17674194810,77135918374,1.25E+11,28126612633,5677739470,8221599750,5161694124,17789703778,35513236594,14165469912,11802227567,9861980095,9442650879,9196757500,27212945408,18375227244,8386557770,,23.3374,106.6169,-12.287,87.0195,56.3596,73.7233,49.9732,166.0673,519.2812,1477.0589,160.8148,80.5424,104.3244,25.7565,41.032,36.5716,796.4338,21.6374,-26.3136,136.545,765.9675,-7.2436,60.9388,907.4844,-131.7662,20.7314,345.6747,-4.6409,22.6282,159.1684,108.9059,380.371,,1.8857,1.7271,5.8081,1.3168,2.8335,1.3044,0.9703,1.2125,1.3814,21.7774,1.9816,6.3619,4.234,2.2176,6.3621,0.5534,8.4171,1.0969,3.1687,2.106,2.4857,1.6727,2.0786,2.1646,59.3549,3.9573,1.3657,5.9004,1.1441,1.5074,3.2236,1.9614,,0.8508,0.7565,0.8749,0.4891,0.7743,0.3755,0.6263,0.2226,1.3562,5.0462,0.2851,5.2721,2.6893,1.6771,2.6968,0.2055,5.3554,0.6674,0.7095,0.7762,0.569,0.3591,0.638,0.3709,2.9898,1.0255,0.3673,0.4576,0.2841,0.587,0.5159,1.5976,
2015/8/17,0,0,7.3759,4.7988,0,3.6713,5.7722,6.5693,0,0,0,2.7503,2.3537,9.981,-6.8463,0.9119,3.4694,2.1025,10.0686,5.2219,3.3673,4.0498,6.9717,10.0529,8.3732,4.9438,6.3107,4.8701,5.4545,5.2632,0,0,,,,6.7069,1.7035,,2.1723,1.3888,2.5583,,,,3.9798,5.7026,10.8202,16.6398,0.8274,2.2944,0.8209,5.0485,5.2165,8.0286,3.7355,5.8026,5.8559,9.5545,2.8745,4.1405,8.7455,2.734,2.7055,,,,6224028442,74318242089,12638299784,18522337285,47052196815,33777000739,41689756994,13205324087,7417793490,52016738466,5138467000,15115317689,7900877172,4912723420,2524000000,18522337285,79812062481,1.28E+11,30958582784,5974227171,8498449538,5370734696,19029944564,39083350326,15351573852,12385708480,10484338062,9902520240,9698398818,28645205693,18375227244,8386557770,,23.3374,106.6169,-13.1932,91.1954,56.3596,76.4299,52.8578,176.9768,519.2812,1477.0589,160.8148,82.7576,106.7798,28.3273,38.2228,36.8872,824.0652,22.0923,-28.963,143.6753,791.7603,-7.537,65.1873,998.713,-142.7993,21.7564,367.4891,-4.8669,23.8624,167.5457,108.9059,380.371,,1.8857,1.7271,6.2365,1.38,2.8335,1.3522,1.0263,1.2921,1.3814,21.7774,1.9816,6.5369,4.3337,2.4389,5.9266,0.5582,8.7092,1.12,3.4878,2.216,2.5694,1.7404,2.2236,2.3822,64.3248,4.1529,1.4519,6.1878,1.2065,1.5867,3.2236,1.9614,,0.8508,0.7565,0.9394,0.5125,0.7743,0.3893,0.6625,0.2373,1.3562,5.0462,0.2851,5.4171,2.7526,1.8445,2.5122,0.2073,5.5412,0.6814,0.7809,0.8168,0.5882,0.3737,0.6824,0.4082,3.2401,1.0761,0.3905,0.4799,0.2996,0.6179,0.5159,1.5976,
2015/8/18,0,0,-10.0396,-1.3294,0,-9.9494,-4.8673,-10.0457,0,0,0,-10,-10.0062,-9.9943,-8.6767,-5.7229,-10.0592,-10.0386,-9.3555,-10.0496,2.6654,0,-9.9796,-9.9359,-10.0074,-9.9572,-10.0457,-9.9845,-10.0575,-10,0,0,,,,8.6309,2.503,,2.3018,2.1112,2.1911,,,,4.7623,11.6633,10.2085,12.6724,1.2262,2.3013,0.9715,6.407,4.658,11.6836,10.2157,5.2804,11.06,9.8607,3.4071,3.955,7.4305,2.5122,2.3258,,,,6224028442,74318242089,11369461232,18276102373,47052196815,30416388523,39660609530,11878761850,7417793490,52016738466,5138467000,13603785920,7110298412,4421733256,2305000000,18276102373,71783630160,1.15E+11,28062249675,5373839577,8724963000,5370734696,17130825860,35200068723,13815286844,11152442004,9431116887,8913801114,8722985144,25780685124,18375227244,8386557770,,23.3374,106.6169,-11.8687,89.983,56.3596,68.8256,50.285,159.1984,519.2812,1477.0589,160.8148,74.4818,96.0952,25.4962,34.9063,34.7804,741.1711,19.8745,-26.2533,129.2365,812.8635,-7.537,58.6818,899.4819,-128.5088,19.59,330.5724,-4.381,21.4625,150.7911,108.9059,380.371,,1.8857,1.7271,5.6104,1.3617,2.8335,1.2177,0.9764,1.1623,1.3814,21.7774,1.9816,5.8832,3.9001,2.1952,5.4123,0.5263,7.8331,1.0075,3.1615,1.9933,2.6379,1.7404,2.0017,2.1455,57.8876,3.7394,1.306,5.57,1.0851,1.428,3.2236,1.9614,,0.8508,0.7565,0.8451,0.5057,0.7743,0.3506,0.6302,0.2134,1.3562,5.0462,0.2851,4.8753,2.4772,1.6601,2.2942,0.1955,4.9838,0.613,0.7079,0.7347,0.6038,0.3737,0.6143,0.3676,2.9159,0.969,0.3512,0.4319,0.2695,0.5561,0.5159,1.5976,
2015/8/19,0,0,4.1116,0,0,4.4944,10.0775,6.0914,0,0,0,-2.2127,10.0138,3.7652,5.141,0,3.7281,7.1531,10.0917,4.8276,10,10.0299,6.5611,9.9644,5.5601,1.4269,7.1066,2.5795,3.3546,4.6296,0,0,,,,7.1675,,,1.7404,2.691,2.4584,,,,5.3743,11.6193,9.2346,11.183,,1.9018,0.9489,4.2295,4.4463,10.3947,12.0433,4.5769,9.2538,9.4614,3.0533,3.2789,7.6699,2.2151,1.7184,,,,6224028442,74318242089,11836928067,18276102373,47052196815,31783417221,43657415141,12602341252,7405732038,52016738466,5138467000,13302774240,7822310338,4588218426,2423500000,18276102373,74459774267,1.23E+11,30894219826,5633266315,9597459300,5909416170,18254794072,38707548880,14583430348,11311573162,10101348544,9143735795,9015609246,26974235361,18375227244,8386557770,,23.3374,106.6169,-12.3567,89.983,56.3596,71.9188,55.3525,168.8957,518.4368,1477.0589,160.8148,72.8338,105.718,26.4561,36.7009,34.7775,768.8024,21.2962,-28.9028,135.4755,894.1498,-8.293,62.532,989.11,-135.654,19.8696,354.0648,-4.494,22.1825,157.7722,108.9059,380.371,,1.8857,1.7271,5.841,1.3617,2.8335,1.2724,1.0748,1.2331,1.3791,21.7774,1.9816,5.753,4.2906,2.2778,5.6906,0.5263,8.1251,1.0796,3.4805,2.0896,2.9017,1.915,2.133,2.3593,61.1062,3.7928,1.3988,5.7137,1.1215,1.4942,3.2236,1.9614,,0.8508,0.7565,0.8799,0.5057,0.7743,0.3663,0.6937,0.2264,1.354,5.0462,0.2851,4.7675,2.7252,1.7226,2.4121,0.1955,5.1696,0.6569,0.7793,0.7702,0.6642,0.4111,0.6546,0.4042,3.078,0.9828,0.3762,0.4431,0.2785,0.5819,0.5159,1.5976,
2015/8/20,0,0,-2.3977,0,0,-5.0179,-1.5493,-0.4785,0,0,0,-0.2433,-2.2599,-5.9041,-3.6724,0,-4.2283,-4.8064,10,-1.7105,-9.965,6.5306,-4.6709,-2.7508,-7.1263,-6.5651,-0.9479,-9.8072,-1.7002,-1.7699,0,0,,,,6.2431,,,1.121,2.635,2.2491,,,,3.2014,9.6798,5.733,7.0058,,1.2792,0.5481,7.1407,4.5448,9.6519,18.25,3.7113,8.4528,5.9754,1.7637,3.6339,5.2799,1.6089,1.3943,,,,6224028442,74318242089,11553108917,18276102373,47052196815,30188550407,42981032653,12542042968,7405732038,52016738466,5138467000,13270407393,7645534964,4317327302,2334500000,18276102373,71311369436,1.17E+11,33983641808,5536907812,8641069125,6295337226,17402128532,37642778118,13544177372,10568961090,10005601164,8246990541,8862329954,26496815266,18375227244,8386557770,,23.3374,106.6169,-12.0604,89.983,56.3596,68.31,54.4949,168.0876,518.4368,1477.0589,160.8148,72.6565,103.3289,24.8942,35.3531,34.7602,736.2949,20.2726,-31.793,133.1581,805.0475,-8.8345,59.6112,961.9015,-125.987,18.5651,350.7088,-4.0532,21.8053,154.9798,108.9059,380.371,,1.8857,1.7271,5.701,1.3617,2.8335,1.2086,1.0581,1.2272,1.3791,21.7774,1.9816,5.739,4.1936,2.1433,5.4816,0.526,7.7816,1.0277,3.8286,2.0538,2.6126,2.0401,2.0334,2.2944,56.7516,3.5438,1.3856,5.1533,1.1025,1.4677,3.2236,1.9614,,0.8508,0.7565,0.8588,0.5057,0.7743,0.3479,0.683,0.2253,1.354,5.0462,0.2851,4.7559,2.6637,1.6209,2.3236,0.1954,4.951,0.6253,0.8572,0.757,0.598,0.438,0.6241,0.3931,2.8586,0.9183,0.3726,0.3996,0.2738,0.5716,0.5159,1.5976,
2015/8/21,0,0,-8.0925,0,0,-4.5283,-10.0143,-7.2115,0,0,0,-5.8537,-9.2486,-9.8039,-7.9032,0,-3.3113,-4.7686,-5.6818,-7.6305,-9.3204,-9.9617,-5.1225,-7.1547,-3.6697,-8.6575,-6.4593,-10.0372,-8.1761,-6.0811,0,0,,,,5.7718,,,1.0837,1.2984,1.633,,,,3.4707,6.549,5.7712,6.4534,,1.1998,0.5753,5.3722,2.8859,6.3091,11.2423,2.9029,5.4255,5.8303,1.9238,2.3696,6.3608,1.1787,1.1293,,,,6224028442,74318242089,10618175248,18276102373,47052196815,28821521709,38676780456,11637568716,7405732038,52016738466,5138467000,12493603058,6938433464,3894059919,2150000000,18276102373,68950065812,1.12E+11,32052753069,5114412839,7835687925,5668215510,16510705467,34949534426,13047143340,9653956931,9359306352,7419225691,8137736939,24885522446,18375227244,8386557770,,23.3374,106.6169,-11.0844,89.983,56.3596,65.2167,49.0377,155.9659,518.4368,1477.0589,160.8148,68.4035,93.7725,22.4536,32.5591,34.7366,711.9143,19.3059,-29.9866,122.9975,730.014,-7.9545,56.5576,893.0799,-121.3636,16.9579,328.0553,-3.6464,20.0225,145.5553,108.9059,380.371,,1.8857,1.7271,5.2396,1.3617,2.8335,1.1539,0.9522,1.1387,1.3791,21.7774,1.9816,5.4031,3.8058,1.9332,5.0484,0.5256,7.5239,0.9787,3.6111,1.8971,2.3691,1.8368,1.9292,2.1303,54.669,3.237,1.2961,4.6361,1.0123,1.3785,3.2236,1.9614,,0.8508,0.7565,0.7893,0.5057,0.7743,0.3322,0.6146,0.2091,1.354,5.0462,0.2851,4.4775,2.4173,1.462,2.1399,0.1952,4.7871,0.5955,0.8085,0.6992,0.5423,0.3944,0.5921,0.365,2.7537,0.8388,0.3486,0.3595,0.2514,0.5368,0.5159,1.5976,
2015/8/24,0,-10,-10.0629,0,0,-10.0791,-10.0159,-10.1036,0,0,0,0,-9.9788,-10,-10,0,-10.0457,-10.0147,-10.0402,-10,-9.9572,-9.9291,-10.0939,-10.0358,-9.9567,-10.0275,-9.9744,-10.0207,-9.9315,-10.0719,0,0,,,0.0981,6.4641,,,1.0846,0.6335,1.2765,,,,,2.5801,3.238,6.8675,,1.5809,0.7016,2.2926,1.911,3.6122,1.0979,2.5941,2.8479,3.5228,1.0555,1.8256,2.4578,0.9001,1.2314,,,,6224028442,66886417880,9549679625,18276102373,47052196815,25916585727,34802953479,10461752187,7405732038,52016738466,5138467000,12493603058,6246063246,3504653927,1935000000,18276102373,62023575183,1.00E+11,28834605171,4602971555,7055474888,5105413970,14844131910,31442054268,11748077120,8685909052,8425769401,6675770224,7329537038,22379066948,18375227244,8386557770,,23.3374,95.9552,-9.969,89.983,56.3596,58.6435,44.1261,140.2077,518.4368,1477.0589,160.8148,68.4035,84.4151,20.2082,29.3031,34.7311,640.3978,17.3725,-26.9759,110.6977,657.3252,-7.1647,50.8487,803.4518,-109.2798,15.2574,295.3337,-3.281,18.034,130.8951,108.9059,380.371,,1.8857,1.5544,4.7124,1.3617,2.8335,1.0376,0.8568,1.0237,1.3791,21.7774,1.9816,5.4031,3.426,1.7399,4.5436,0.5256,6.7681,0.8807,3.2485,1.7074,2.1332,1.6545,1.7345,1.9165,49.2257,2.9124,1.1668,4.1715,0.9118,1.2396,3.2236,1.9614,,0.8508,0.6808,0.7099,0.5057,0.7743,0.2987,0.553,0.188,1.354,5.0462,0.2851,4.4775,2.1761,1.3158,1.9259,0.1952,4.3062,0.5359,0.7273,0.6293,0.4883,0.3552,0.5323,0.3284,2.4796,0.7547,0.3138,0.3235,0.2264,0.4827,0.5159,1.5976,
2015/8/25,0,-10,-9.965,0,0,-9.8901,-10.0707,-10.0865,0,0,0,0,-9.9843,-9.9839,-10,0,-9.8985,-9.9836,-10.0446,-9.9839,-9.9881,-9.9213,-9.9217,-9.9602,-10,-9.9237,-9.9432,-9.9885,-10.076,-9.8667,0,0,,,0.043,5.6731,,,1.0481,0.9841,0.9388,,,,,0.7655,3.3903,8.0851,,1.3686,0.7327,1.8528,1.9502,2.5237,0.3289,2.21,2.3358,2.886,1.2388,1.2824,1.1267,1.07,0.982,,,,6224028442,60197776092,8598050712,18276102373,47052196815,23353406919,31298062404,9406532226,7405732038,52016738466,5138467000,12493603058,5622439007,3154752891,1741500000,18276102373,55884185761,90333533532,25938272062,4143415619,6350766338,4598892584,13371345977,28310375556,10573269408,7823948612,7587979830,6008959650,6591009541,20170999009,18375227244,8386557770,,23.3374,86.3597,-8.9756,89.983,56.3596,52.8436,39.6823,126.0657,518.4368,1477.0589,160.8148,68.4035,75.9869,18.1906,26.3728,34.8019,577.0082,15.6381,-24.2663,99.6458,591.6708,-6.4538,45.8037,723.4267,-98.3518,13.7433,265.9681,-2.9533,16.2169,117.9801,108.9059,380.371,,1.8857,1.399,4.2428,1.3617,2.8335,0.9349,0.7705,0.9204,1.3791,21.7774,1.9816,5.4031,3.084,1.5662,4.0892,0.5266,6.0981,0.7928,2.9222,1.5369,1.9201,1.4903,1.5624,1.7256,44.3032,2.6234,1.0508,3.7548,0.8199,1.1173,3.2236,1.9614,,0.8508,0.6128,0.6391,0.5057,0.7743,0.2692,0.4973,0.169,1.354,5.0462,0.2851,4.4775,1.9588,1.1844,1.7333,0.1956,3.8799,0.4824,0.6543,0.5665,0.4395,0.32,0.4795,0.2957,2.2316,0.6798,0.2826,0.2912,0.2036,0.4351,0.5159,1.5976,
