ÈÕÆÚ,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH
2016/3/31,2.176,0.9934,0,0,-1.0989,-0.5848,-0.2457,0,1.5119,5.4291,-0.3231,-0.4854,-0.5742,0.2542,0.3954,-0.7605,-0.6711,-0.1901,0.3774,-1.7323,-0.2886,-1.4706,-0.3802,0.3597,-1.4157,1.6162,1.4925,0,1.5686,-0.3759,-3.2086,-1.083,,1.6606,0.9459,,0.628,1.4083,0.3309,0.2068,,3.7349,3.2899,0.9824,2.5832,3.1814,2.913,3.8592,0.2373,0.3341,0.248,0.4219,2.457,0.9859,7.6179,0.7626,1.1123,3.4241,0.5831,0.9953,,1.7323,0.4362,0.8287,2.0357,,4853611584,32381538067,7345907404,16498080000,19671844842,19366651773,24964747191,11909710076,5668905559,26569519493,3299099000,8293812428,5107848129,3489316644,2031500000,16498080000,46596391508,86227463826,17120546820,4625208132,5797066763,4848133266,10154471437,17474767213,8652910648,6670247715,6510821810,4644680546,7218061189,15814540643,9277311384,5210695757,,17.9502,56.4768,-4.1017,-5.7414,32.8104,-5.2183,-6.3952,-4.0257,-21.872,-329.5575,-3.5526,70.2402,56.7127,22.9697,36.6705,-2.0707,-29.1501,85.3558,294.9869,-2.8569,-13.5108,159.4901,-4.2676,-2.373,192.1766,62.9724,-2.5526,-1.8515,119.1894,-4.2476,-7.7997,-2.0301,,1.3875,0.7426,29.997,1.5845,1.1585,0.91,0.6788,1.6372,1.0667,11.5186,2.0006,3.5046,2.7371,1.5968,2.8235,0.5715,2.0464,0.7664,1.3475,4.3151,6.6438,1.4883,1.6462,1.9269,33.1414,3.3084,1.3838,-5.1297,0.8907,1.1057,2.0903,3.0472,,0.7832,0.443,0.9553,0.6464,0.3932,0.2852,0.5567,0.287,1.3933,3.6113,0.263,3.1696,2.0474,1.6192,2.4184,0.2331,4.2834,0.5268,0.5747,0.7641,1.7619,0.6099,0.4665,0.319,2.1849,0.8186,0.3197,0.44,0.2845,0.4524,0.3581,1.4556,
2016/4/1,0.1852,0.3279,0,2.8192,0.5556,0.8824,0.9852,0,2.5532,-1.412,3.0794,-0.7805,-1.2512,-0.9298,-0.5169,0,2.027,1.3333,0.3759,0.1603,0.8683,-3.1509,0.7634,0,-1.1749,-1.7893,0.3676,0,4.4402,0.3774,1.6575,0.365,,1.3751,1.2297,,0.475,1.2433,0.4227,0.3541,,5.3528,2.1274,1.4431,2.3492,2.746,1.6959,2.9052,0.3455,0.6441,0.3294,0.5674,2.1236,1.0938,4.5661,1.1131,1.0979,2.7216,0.6659,0.971,,2.8996,0.8677,0.8211,1.7982,,4862599754,32487707045,7345907404,16963200000,19781132869,19537533995,25210705291,11909710076,5813643574,26194368470,3400692000,8229080233,5043938576,3456871604,2021000000,16963200000,47540912957,87377163344,17184909778,4632620325,5847403088,4695372848,10231986486,17474767213,8551244596,6550899346,6534758655,4644680546,7538554253,15874218155,9431078976,5229712895,,17.9835,56.6619,-4.1017,-5.9033,32.9927,-5.2644,-6.4582,-4.0257,-22.4304,-324.9043,-3.662,69.692,56.0031,22.7561,36.4809,-2.0696,-29.741,86.4939,296.0958,-2.8615,-13.6281,154.4647,-4.3002,-2.373,189.9187,61.8457,-2.562,-1.8515,124.4816,-4.2636,-7.929,-2.0375,,1.3901,0.745,29.997,1.6292,1.1649,0.918,0.6855,1.6372,1.0939,11.3559,2.0622,3.4772,2.7029,1.582,2.8089,0.5712,2.0879,0.7766,1.3526,4.322,6.7015,1.4414,1.6587,1.9269,32.752,3.2492,1.3889,-5.1297,0.9303,1.1099,2.125,3.0583,,0.7846,0.4445,0.9553,0.6646,0.3954,0.2877,0.5622,0.287,1.4288,3.5603,0.2711,3.1448,2.0218,1.6042,2.4059,0.233,4.3702,0.5338,0.5769,0.7653,1.7772,0.5907,0.4701,0.319,2.1592,0.804,0.3209,0.44,0.2971,0.4541,0.364,1.461,
2016/4/5,2.4954,0.6536,0,3.871,2.9466,2.0408,1.2195,0,2.6971,0.7582,2.9874,3.1465,3.8012,2.7304,2.9936,2.2989,0.9934,1.1278,1.1236,5.6,3.7303,2.5685,1.8939,3.2258,2.5099,9.919,1.0989,0,2.5878,1.1278,5.7065,1.8182,,2.3187,1.2181,,0.5412,2.8493,0.5431,0.3483,,4.3799,2.1972,1.385,2.945,3.4584,2.8219,4.3586,0.5111,0.7088,0.3402,0.7221,5.3586,2.0072,4.6228,1.244,2.327,3.6217,1.9067,1.3585,,1.5965,0.8831,1.325,2.3932,,4983940043,32700044999,7345907404,17619840000,20364002346,19936259179,25518152917,11909710076,5970443089,26392977835,3502285000,8488009012,5235667236,3551257177,2081500000,17619840000,48013173682,88362620073,17377998652,4892047063,6065527163,4815973178,10425774109,18038469381,8765872928,7200684909,6606569190,4644680546,7733636988,16053250690,9969265548,5324798584,,18.4322,57.0323,-4.1017,-6.1318,33.9648,-5.3718,-6.537,-4.0257,-23.0354,-327.3677,-3.7714,71.8849,58.1319,23.3775,37.573,-2.1199,-30.0364,87.4694,299.4228,-3.0218,-14.1364,158.4321,-4.3816,-2.4496,194.6854,67.9802,-2.5902,-1.8515,127.703,-4.3117,-8.3815,-2.0746,,1.4248,0.7499,29.997,1.6923,1.1993,0.9368,0.6938,1.6372,1.1234,11.442,2.1239,3.5867,2.8056,1.6252,2.893,0.585,2.1086,0.7854,1.3677,4.564,6.9515,1.4784,1.6901,1.989,33.5741,3.5715,1.4042,-5.1297,0.9544,1.1224,2.2462,3.1139,,0.8042,0.4474,0.9553,0.6904,0.4071,0.2936,0.5691,0.287,1.4674,3.5873,0.2792,3.2438,2.0986,1.648,2.4779,0.2387,4.4136,0.5398,0.5834,0.8082,1.8434,0.6059,0.479,0.3293,2.2134,0.8837,0.3244,0.44,0.3048,0.4592,0.3848,1.4875,
2016/4/6,-0.8115,0.974,0,-7.764,-0.8945,-0.8571,0,0,-0.404,-1.3378,-0.1527,1.4299,4.6009,-0.4153,1.2011,-1.8727,-0.9836,-0.9294,-0.3704,0.9091,-1.5214,-0.3339,-0.3717,-1.0417,-0.7732,0.3683,-0.7246,0,-0.9009,0,-2.5707,0,,1.591,1.3352,,1.4975,2.1438,0.3961,0.2407,,3.1714,1.9923,1.1465,3.4923,7.0762,1.8775,4.6272,0.6606,0.4513,0.2311,0.5391,3.2177,1.86,3.2676,0.9247,1.5736,3.1202,3.1699,0.8108,,1.2659,0.6437,0.8536,1.9853,,4943493280,33018551931,7345907404,16251840000,20181855634,19765376957,25518152917,11909710076,5946320087,26039894520,3496938000,8609381876,5476557090,3536509431,2106500000,16251840000,47540912957,87541406132,17313635694,4936520218,5973243900,4799893134,10387016585,17850568658,8698095560,7227206768,6558695500,4644680546,7663964583,16053250690,9712986228,5324798584,,18.2826,57.5878,-4.1017,-5.6557,33.661,-5.3258,-6.537,-4.0257,-22.9423,-322.9882,-3.7657,72.9128,60.8065,23.2804,38.0243,-2.0827,-29.741,86.6565,298.3138,-3.0492,-13.9214,157.9031,-4.3653,-2.4241,193.1801,68.2306,-2.5714,-1.8515,126.5525,-4.3117,-8.166,-2.0746,,1.4132,0.7572,29.997,1.5609,1.1885,0.9288,0.6938,1.6372,1.1189,11.289,2.1206,3.6379,2.9347,1.6184,2.9277,0.5748,2.0879,0.7781,1.3627,4.6055,6.8457,1.4735,1.6839,1.9683,33.3145,3.5846,1.394,-5.1297,0.9458,1.1224,2.1885,3.1139,,0.7977,0.4517,0.9553,0.6368,0.4034,0.291,0.5691,0.287,1.4614,3.5393,0.2788,3.2902,2.1952,1.6411,2.5077,0.2345,4.3702,0.5348,0.5812,0.8155,1.8154,0.6039,0.4772,0.3259,2.1963,0.887,0.3221,0.44,0.3021,0.4592,0.3749,1.4875,
2016/4/7,0.4545,-0.6431,0,4.7138,-2.5271,0,0.9639,0,-2.4341,-1.2712,-2.4465,-2.9135,-2.8725,-2.0017,9.9929,0.7634,0.3311,0.5629,1.1152,-3.4535,-2.6685,-1.5075,0.3731,-0.3509,2.987,-2.9358,1.0949,0,0.9091,3.3457,-1.0554,0.7143,,2.6417,2.0167,,1.1955,1.8571,0.7076,0.563,,3.2067,1.8871,1.0882,2.9611,4.5278,1.8257,6.4691,0.355,0.8213,0.3986,1.4131,2.9792,1.2246,5.3385,1.6766,1.911,7.4663,2.0941,1.9777,,1.5057,3.0004,1.0038,3.8618,,4965963704,32806213976,7345907404,17017920000,19671844842,19765376957,25764111017,11909710076,5801582072,25708878911,3411386000,8358544623,5319241267,3465720251,2317000000,17017920000,47698333199,88034134497,17506724568,4766039790,5813845538,4727532936,10425774109,17787935084,8957908804,7015031891,6630506035,4644680546,7733636988,16590348297,9610474500,5362832860,,18.3657,57.2175,-4.1017,-5.9223,32.8104,-5.3258,-6.6,-4.0257,-22.3839,-318.8824,-3.6735,70.7884,59.0598,22.8144,41.824,-2.0973,-29.8394,87.1442,301.6407,-2.9439,-13.5499,155.5227,-4.3816,-2.4156,198.9505,66.2275,-2.5996,-1.8515,127.703,-4.456,-8.0798,-2.0894,,1.4197,0.7523,29.997,1.6345,1.1585,0.9288,0.7005,1.6372,1.0916,11.1454,2.0687,3.532,2.8504,1.586,3.2203,0.5788,2.0948,0.7825,1.3779,4.4465,6.663,1.4513,1.6901,1.9614,34.3096,3.4794,1.4093,-5.1297,0.9544,1.16,2.1654,3.1361,,0.8013,0.4488,0.9553,0.6668,0.3932,0.291,0.5746,0.287,1.4259,3.4943,0.272,3.1943,2.1321,1.6083,2.7583,0.2361,4.3846,0.5378,0.5877,0.7873,1.767,0.5948,0.479,0.3247,2.2619,0.8609,0.3256,0.44,0.3048,0.4746,0.3709,1.4981,
2016/4/8,3.0769,0.6472,0,2.2508,-1.2963,-1.1527,0.2387,0,-2.079,-3.0901,3.605,-0.6776,3.512,-0.4255,-2.4601,0.3788,-1.3201,2.7985,-0.7353,-3.4215,-3.6075,-2.8912,-1.8587,-1.4085,-2.9004,-2.2684,-0.722,0,1.4414,0,1.8667,-0.7092,,3.8191,2.0319,,0.8092,1.2482,0.5127,0.4616,,2.7707,1.5684,2.6377,2.0022,5.88,1.5358,14.8727,0.5052,0.513,0.933,0.8907,3.3117,2.2768,4.0861,1.5471,1.2578,4.1833,1.2201,1.301,,1.4737,2.0238,1.0655,2.0568,,5118762587,33018551931,7345907404,17400960000,19416839446,19537533995,25825600542,11909710076,5680967060,24914441451,3534367000,8301903952,5506053806,3450972506,2260000000,17400960000,47068652232,90497776320,17377998652,4602971555,5604110850,4590852562,10231986486,17537400787,8698095560,6855900732,6582632345,4644680546,7845112837,16590348297,9789870024,5324798584,,18.9308,57.5878,-4.1017,-6.0556,32.3851,-5.2644,-6.6158,-4.0257,-21.9185,-309.0286,-3.806,70.3087,61.134,22.7173,40.7951,-2.1049,-29.4455,89.5829,299.4228,-2.8432,-13.0611,151.0263,-4.3002,-2.3815,193.1801,64.7252,-2.5808,-1.8515,129.5437,-4.456,-8.2307,-2.0746,,1.4633,0.7572,29.997,1.6713,1.1435,0.918,0.7022,1.6372,1.0689,10.801,2.1433,3.508,2.9505,1.5793,3.1411,0.5809,2.0671,0.8044,1.3677,4.2943,6.4227,1.4093,1.6587,1.9338,33.3145,3.4005,1.3991,-5.1297,0.9681,1.16,2.2058,3.1139,,0.826,0.4517,0.9553,0.6818,0.3881,0.2877,0.5759,0.287,1.3962,3.3863,0.2818,3.1727,2.207,1.6015,2.6904,0.237,4.3268,0.5529,0.5834,0.7604,1.7032,0.5776,0.4701,0.3202,2.1963,0.8414,0.3233,0.44,0.3092,0.4746,0.3778,1.4875,
2016/4/11,5.619,4.5016,0,-4.8742,2.6266,3.207,3.3333,0,5.7325,1.1515,0,3.5088,4.9107,2.1368,0.5973,1.1321,3.01,6.3521,4.0741,2.8986,2.0958,1.7513,4.5455,2.8571,1.8182,6.5764,4,0,9.9467,4.3165,9.9476,3.2143,,4.195,2.7866,,2.4538,2.0449,0.9283,0.6936,,5.9873,1.5728,,3.6534,7.2604,2.3284,9.717,0.9524,1.2454,1.0871,1.7231,3.6151,1.2357,4.5577,3.0413,2.2762,3.8482,2.1246,2.3656,,0.8817,2.5261,1.9582,4.9184,,5406384014,34504917613,7345907404,16552800000,19926850238,20164102141,26686453893,11909710076,6006627593,25201321645,3534367000,8593198828,5776440377,3524711234,2273500000,16552800000,48485434407,96246273909,18085991190,4736391020,5721562275,4671252782,10697076781,18038469381,8856242752,7306772347,6845937639,4644680546,8625443776,17306478439,10763731440,5495952824,,19.9945,60.1802,-4.1017,-5.7605,33.2357,-5.4332,-6.8363,-4.0257,-23.175,-312.5869,-3.806,72.7757,64.1361,23.2027,41.0388,-2.1264,-30.3318,95.2733,311.6215,-2.9256,-13.3348,153.6712,-4.4956,-2.4496,196.6925,68.9817,-2.684,-1.8515,142.4291,-4.6483,-9.0494,-2.1412,,1.5456,0.7913,29.997,1.5898,1.1735,0.9475,0.7256,1.6372,1.1302,10.9254,2.1433,3.6311,3.0954,1.613,3.1598,0.5869,2.1294,0.8555,1.4235,4.4188,6.5573,1.434,1.7341,1.989,33.9202,3.6241,1.4551,-5.1297,1.0644,1.21,2.4252,3.214,,0.8724,0.4721,0.9553,0.6486,0.3983,0.2969,0.5951,0.287,1.4763,3.4253,0.2818,3.284,2.3154,1.6357,2.7065,0.2394,4.457,0.588,0.6071,0.7824,1.7389,0.5877,0.4914,0.3293,2.2362,0.8967,0.3362,0.44,0.34,0.4951,0.4154,1.5353,
2016/4/12,2.1613,1.5385,0,-1.3223,0.5484,1.1299,3.4562,0,0.6024,-0.9632,0,0.2825,0.9362,-1.0879,-4.0466,0.3731,-0.6494,0.8532,1.0676,0,-1.173,0.1721,1.087,0.6944,-1.2755,-2.5408,0.6993,0,7.4313,-0.3448,6.9048,-0.692,,2.6794,2.7236,,0.4798,2.1615,0.8191,0.6822,,4.0551,1.1581,,3.1128,5.5024,1.5283,7.0365,0.332,0.7361,0.7901,1.0914,2.4179,1.1342,3.7173,1.487,1.5902,2.8722,1.2295,1.8396,,4.6753,1.4591,2.6482,3.5289,,5523230219,35035762499,7345907404,16333920000,20036138265,20391945103,27608796770,11909710076,6042812096,24958576866,3534367000,8617473401,5830517691,3486367095,2181500000,16333920000,48170593923,97067487850,18279080063,4736391020,5654447175,4679292804,10813349355,18163736530,8743280472,7121119329,6893811328,4644680546,9266429905,17246800928,11506941468,5457918549,,20.4267,61.106,-4.1017,-5.6843,33.418,-5.4946,-7.0726,-4.0257,-23.3146,-309.576,-3.806,72.9813,64.7366,22.9503,39.3781,-2.134,-30.1349,96.0862,314.9484,-2.9256,-13.1784,153.9357,-4.5445,-2.4666,194.1837,67.229,-2.7028,-1.8515,153.0134,-4.6323,-9.6743,-2.1264,,1.579,0.8035,29.997,1.5688,1.1799,0.9582,0.7507,1.6372,1.137,10.8202,2.1433,3.6414,3.1244,1.5955,3.032,0.589,2.1155,0.8628,1.4387,4.4188,6.4803,1.4364,1.753,2.0028,33.4875,3.532,1.4652,-5.1297,1.1435,1.2058,2.5927,3.1917,,0.8912,0.4793,0.9553,0.64,0.4005,0.3003,0.6157,0.287,1.4851,3.3923,0.2818,3.2933,2.3371,1.6179,2.597,0.2403,4.4281,0.593,0.6136,0.7824,1.7185,0.5887,0.4968,0.3316,2.2077,0.8739,0.3385,0.44,0.3652,0.4934,0.4441,1.5247,
2016/4/13,-0.2441,1.8182,0,0.67,2.5455,1.676,3.5635,0,0.3992,1.3263,0,2.2535,-0.0843,1.5228,6.0738,0.7435,5.2288,0,1.0563,3.4429,2.0772,3.7801,1.7921,2.069,1.938,2.7933,1.7361,0,10.0752,3.1142,2.6726,2.7875,,3.4753,2.6744,,0.7355,4.1315,1.2497,1.0165,,6.4011,2.0273,,4.9504,5.6817,2.9602,8.5765,0.4208,2.8894,0.8512,1.2284,6.6913,1.7479,8.9025,2.216,3.1522,5.5353,2.1142,3.082,,4.2905,2.1991,2.508,5.6051,,5509747965,35672776363,7345907404,16443360000,20546149057,20733709546,28592629172,11909710076,6066935099,25289592474,3534367000,8811669984,5825601572,3539458980,2314000000,16443360000,50689317789,97067487850,18472168937,4899459256,5771898600,4856173288,11007136978,18539537975,8912723892,7320033277,7013495553,4644680546,10200040136,17783898534,11814476652,5610055651,,20.3768,62.217,-4.1017,-5.7224,34.2686,-5.5867,-7.3246,-4.0257,-23.4077,-313.6818,-3.806,74.6259,64.682,23.2998,41.7699,-2.1492,-31.7106,96.0862,318.2753,-3.0263,-13.4521,159.7546,-4.626,-2.5176,197.9469,69.1069,-2.7497,-1.8515,168.4298,-4.7766,-9.9328,-2.1857,,1.5751,0.8181,29.997,1.5793,1.21,0.9743,0.7774,1.6372,1.1416,10.9637,2.1433,3.7234,3.1217,1.6198,3.2161,0.5931,2.2261,0.8628,1.4539,4.571,6.615,1.4907,1.7844,2.0443,34.1365,3.6307,1.4907,-5.1297,1.2587,1.2434,2.662,3.2807,,0.8891,0.4881,0.9553,0.6443,0.4107,0.3053,0.6377,0.287,1.4911,3.4373,0.2818,3.3675,2.3351,1.6425,2.7547,0.242,4.6596,0.593,0.6201,0.8094,1.7542,0.6109,0.5057,0.3385,2.2505,0.8984,0.3444,0.44,0.402,0.5087,0.456,1.5672,
2016/4/14,0.3263,-0.2976,0,-0.6656,-0.5319,-0.2747,-1.9355,0,-1.1928,-0.349,0,1.3774,-0.6751,1.5833,-0.9075,-0.369,-1.2422,0.6768,0,-0.9077,1.4535,0.3311,0,-0.3378,0.6337,1.4493,0,0,-3.5519,-0.6711,-4.7722,-0.678,,3.0222,1.2416,,0.5776,2.2569,0.4569,0.4164,,3.8697,1.5709,,4.0064,4.1961,2.2874,5.1988,0.3159,1.3509,0.3151,0.6516,5.0209,1.3215,2.7994,1.0443,1.546,3.1298,1.4713,1.3644,,4.6107,1.094,2.0388,2.3926,,5527724304,35566607385,7345907404,16333920000,20436861030,20676748805,28039223446,11909710076,5994566091,25201321645,3534367000,8933042849,5786272616,3595500414,2293000000,16333920000,50059636822,97724459003,18472168937,4854986101,5855792475,4872253332,11007136978,18476904401,8969205032,7426120716,7013495553,4644680546,9837743628,17664543511,11250662148,5572021375,,20.4433,62.0319,-4.1017,-5.6843,34.0864,-5.5713,-7.1828,-4.0257,-23.1284,-312.5869,-3.806,75.6538,64.2453,23.6687,41.3908,-2.1505,-31.3166,96.7366,318.2753,-2.9989,-13.6476,160.2836,-4.626,-2.5091,199.2013,70.1085,-2.7497,-1.8515,162.4474,-4.7445,-9.4588,-2.1709,,1.5802,0.8156,29.997,1.5688,1.2035,0.9716,0.7624,1.6372,1.1279,10.9254,2.1433,3.7747,3.1007,1.6454,3.187,0.5935,2.1985,0.8686,1.4539,4.5295,6.7111,1.4957,1.7844,2.0374,34.3528,3.6833,1.4907,-5.1297,1.214,1.2351,2.5349,3.2585,,0.892,0.4866,0.9553,0.64,0.4085,0.3045,0.6253,0.287,1.4733,3.4253,0.2818,3.4139,2.3193,1.6685,2.7297,0.2421,4.6017,0.597,0.6201,0.802,1.7797,0.613,0.5057,0.3373,2.2647,0.9114,0.3444,0.44,0.3878,0.5053,0.4342,1.5566,
2016/4/15,5.122,-1.791,0,-1.1725,-1.0695,-1.6529,-2.6316,0,-2.2133,0.2627,0,-0.5435,-0.9346,0.9024,-2.0061,-0.3704,-1.2579,-2.1849,-0.6969,-0.7634,-0.7163,0,-1.7606,-0.339,-1.5113,-1.25,0.3413,0,-3.8244,-2.027,0.2278,-0.6826,,3.0506,1.0783,,0.3219,1.2694,0.5704,0.4053,,3.9084,1.5067,,2.1615,2.8015,1.8379,3.8992,0.2211,0.6512,0.3832,0.3712,3.4885,0.8923,2.1145,0.9624,0.9651,3.1353,1.298,1.0772,,3.2567,0.7062,1.0498,2.0278,,5810851646,34929593522,7345907404,16142400000,20218284977,20334984362,27301349144,11909710076,5861889578,25267524767,3534367000,8884493703,5732195302,3627945455,2247000000,16142400000,49429955856,95589302756,18343443021,4817925138,5813845538,4872253332,10813349355,18414270827,8833650296,7333294207,7037432398,4644680546,9461512640,17306478439,11276290080,5533987100,,21.4904,60.9209,-4.1017,-5.6176,33.7218,-5.4792,-6.9938,-4.0257,-22.6165,-313.4081,-3.806,75.2427,63.6449,23.8823,40.5604,-2.1433,-30.9227,94.623,316.0574,-2.976,-13.5499,160.2836,-4.5445,-2.5006,196.1907,69.2321,-2.7591,-1.8515,156.2348,-4.6483,-9.4803,-2.1561,,1.6612,0.801,29.997,1.5504,1.1907,0.9555,0.7423,1.6372,1.103,10.9541,2.1433,3.7542,3.0717,1.6603,3.123,0.5915,2.1708,0.8496,1.4437,4.4949,6.663,1.4957,1.753,2.0304,33.8337,3.6373,1.4958,-5.1297,1.1676,1.21,2.5407,3.2362,,0.9377,0.4779,0.9553,0.6325,0.4042,0.2994,0.6089,0.287,1.4407,3.4343,0.2818,3.3953,2.2977,1.6836,2.6749,0.2413,4.5438,0.584,0.6158,0.7959,1.767,0.613,0.4968,0.3362,2.2305,0.9,0.3456,0.44,0.3729,0.4951,0.4352,1.546,
2016/4/18,-0.0773,2.1277,0,-3.3898,-2.5225,-0.8403,-0.4505,0,-1.0288,-0.9607,0,-2.7322,-1.458,-1.4634,-2.9818,-1.1152,-0.6369,-0.5155,0,-3.0769,-3.0303,-0.9901,-1.0753,-1.0204,-2.4297,3.255,-1.0204,0,-0.7364,-1.3793,-1.3636,-1.0309,,2.1016,1.2044,,1.4484,1.6479,0.4581,0.3569,,3.5531,1.1454,,2.0398,2.6523,1.7112,4.3068,0.4004,0.5361,0.3582,0.5178,4.0661,1.1224,2.6812,0.8383,0.9631,2.6376,1.373,0.9232,,3.059,0.8119,1.1817,1.6628,,5806357562,35672776363,7345907404,15595200000,19708274184,20164102141,27178370094,11909710076,5801582072,25024779987,3534367000,8641747974,5648621271,3574853570,2180000000,15595200000,49115115373,95096574391,18343443021,4669681288,5637668400,4824013200,10697076781,18226370104,8619021964,7571990944,6965621863,4644680546,9391840234,17067768392,11122522488,5476935686,,21.4738,62.217,-4.1017,-5.4272,32.8712,-5.4332,-6.9623,-4.0257,-22.3839,-310.3972,-3.806,73.1869,62.7169,23.5328,39.351,-2.1158,-30.7258,94.1352,316.0574,-2.8844,-13.1393,158.6966,-4.4956,-2.4751,191.424,71.4856,-2.7309,-1.8515,155.0843,-4.5842,-9.3511,-2.1338,,1.6599,0.8181,29.997,1.4978,1.1606,0.9475,0.739,1.6372,1.0916,10.8489,2.1433,3.6516,3.0269,1.636,3.0299,0.5839,2.157,0.8452,1.4437,4.3566,6.4611,1.4809,1.7341,2.0097,33.0116,3.7557,1.4805,-5.1297,1.159,1.1933,2.5061,3.2028,,0.9369,0.4881,0.9553,0.611,0.394,0.2969,0.6061,0.287,1.4259,3.4013,0.2818,3.3025,2.2642,1.6589,2.5952,0.2382,4.5149,0.581,0.6158,0.7714,1.7134,0.6069,0.4914,0.3327,2.1763,0.9293,0.3421,0.44,0.3702,0.4882,0.4293,1.53,
2016/4/19,-3.4056,-0.2976,0,0.1754,0,0.2825,0.2262,0,-1.2474,-0.5291,0,0.9363,1.8277,0,1.9725,0,1.2821,1.0363,0,0.1587,0.5952,-0.6667,0.7246,0,1.0485,1.4011,2.0619,0,-0.5935,1.049,-1.1521,1.7361,,2.0666,0.9137,,0.6986,1.0379,0.3083,0.1839,,3.0954,0.8126,,2.0804,3.2782,1.5283,3.4997,0.2768,0.9003,0.3132,0.3051,2.0058,0.8072,1.5852,0.6271,0.9578,1.8581,1.5589,1.3479,,2.5886,0.5316,0.7678,1.819,,5608617830,35566607385,7345907404,15622560000,19708274184,20221062881,27239859619,11909710076,5729213065,24892373744,3534367000,8722663217,5751859780,3574853570,2223000000,15622560000,49744796339,96082031120,18343443021,4677093480,5671225950,4791853112,10774591830,18226370104,8709391788,7678078383,7109242932,4644680546,9336102310,17246800928,10994382828,5572021375,,20.7425,62.0319,-4.1017,-5.4367,32.8712,-5.4485,-6.9781,-4.0257,-22.1046,-308.7549,-3.806,73.8721,63.8632,23.5328,40.1272,-2.113,-31.1197,95.1107,316.0574,-2.889,-13.2175,157.6386,-4.5282,-2.4751,193.431,72.4872,-2.7873,-1.8515,154.1639,-4.6323,-9.2433,-2.1709,,1.6034,0.8156,29.997,1.5005,1.1606,0.9502,0.7406,1.6372,1.078,10.7915,2.1433,3.6858,3.0822,1.636,3.0897,0.5831,2.1847,0.854,1.4437,4.3635,6.4996,1.471,1.7467,2.0097,33.3577,3.8083,1.511,-5.1297,1.1521,1.2058,2.4772,3.2585,,0.905,0.4866,0.9553,0.6121,0.394,0.2978,0.6075,0.287,1.4081,3.3833,0.2818,3.3335,2.3055,1.6589,2.6464,0.2379,4.5728,0.587,0.6158,0.7726,1.7236,0.6028,0.495,0.3327,2.1991,0.9423,0.3491,0.44,0.368,0.4934,0.4243,1.5566,
