ÈÕÆÚ,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH
2017/5/3,-1.0906,0.6383,0,-0.8489,-0.5814,2.9689,1.2088,0.9217,0,0,-1.8028,0,-0.6068,-0.5376,0,0.3135,0.5618,2.2235,-3.1469,2.5896,0.8606,,,1.3433,0.4445,,0.99,0.5646,2.8747,0.3727,0.6643,0.1493,,1.6411,0.3696,1.2632,0.7444,0.555,0.6699,0.7525,1.2635,0.9563,2.5355,17.1483,,,13033742144,4495272847,5513304291,5608157840,17265270221,3231470982,8907847291,4708675167,13033742144,,7642964573,4778287200,2877147000,6479965875,3289032472,7617792000,13485643811,3824496000,8668652520,6884748083,1819382400,,,11.0612,2794.4818,634.5051,20.0379,16.4136,504.5943,35.7383,38.1646,7.4011,68.8125,-28.9619,177.4158,229.2426,35.5974,34.7421,74.9727,46.1828,1203.3373,307.0873,34.1981,59.2704,,,1.0275,5.0191,4.6377,1.9466,2.1781,2.4783,3.4516,1.591,0.6875,2.1308,5.723,2.4992,2.2827,0.9948,1.6412,3.216,1.9451,71.8362,1.6503,1.6712,18.1177,,,1.0117,16.7967,5.8492,1.7356,1.1999,13.6647,2.4432,2.0001,0.6769,1.1697,4.9369,3.5042,1.9596,0.5994,2.4176,4.6762,1.3427,8.5967,1.8065,0.8831,7.069,,
2017/5/4,-0.8482,-1.339,0,-0.1712,-2.6316,-1.8284,-0.5429,-0.4566,-0.5612,0,-0.8639,0.4444,-0.1221,-1.8018,-1.2716,-2.6563,-0.5587,-1.1564,3.7304,-1.5534,-3.7263,,,1.4142,0.5203,,1.2961,1.1145,2.9779,0.2682,1.1438,0.1974,,1.2024,0.5043,0.8744,0.9542,0.5549,0.8378,0.4477,1.3425,1.3888,1.427,16.0269,,,12923193016,4435082442,5513304291,5598554830,16810921005,3172386422,8859487642,4687174367,12923193016,,7576934642,4799524032,2873634000,6363209734,3247210079,7415444400,13410305019,3780270000,8992031856,6777800540,1751587200,,,10.9674,2757.0645,634.5051,20.0036,15.9816,495.3683,35.5443,37.9903,7.3665,68.877,-28.7117,178.2043,228.9627,34.956,34.3003,72.9813,45.9248,1189.422,318.543,33.6669,57.0618,,,1.0188,4.9519,4.6377,1.9433,2.1208,2.433,3.4329,1.5838,0.6843,2.1328,5.6736,2.5103,2.2799,0.9769,1.6204,3.1306,1.9343,71.0055,1.7118,1.6452,17.4426,,,1.0031,16.5718,5.8492,1.7326,1.1683,13.4148,2.4299,1.991,0.6737,1.1708,4.8943,3.5198,1.9572,0.5886,2.3868,4.552,1.3352,8.4973,1.8739,0.8694,6.8056,,
2017/5/5,0,4,0,-0.1715,-2.5526,-2.937,-0.655,0.367,2.2573,0,-2.0697,-0.885,-1.3447,-1.1009,-2.3919,-1.9262,-0.2809,0,-0.348,-2.9586,-4.5759,,,1.1117,1.252,,1.1249,1.3538,1.2991,0.186,1.2641,0.8043,,1.2645,0.7011,0.8996,0.7291,0.5443,0.8253,0.5149,0.8537,0.8188,1.3643,19.8019,,,12923193016,4612485740,5513304291,5588951820,16381813411,3079214614,8801456063,4704375007,12923193016,,7420113555,4757050368,2834991000,6293156048,3169539921,7272610800,13372635623,3780270000,8960737081,6577273897,1671436800,,,10.9674,2867.3471,634.5051,19.9693,15.5737,480.8195,35.3115,38.1297,7.5231,68.7884,-28.1174,176.6273,225.8838,34.5711,33.4799,71.5755,45.7958,1189.422,317.4344,32.6708,54.4507,,,1.0188,5.15,4.6377,1.9399,2.0667,2.3615,3.4104,1.5896,0.6988,2.1301,5.5562,2.4881,2.2493,0.9661,1.5816,3.0703,1.9288,71.0055,1.7059,1.5965,16.6444,,,1.0031,17.2347,5.8492,1.7297,1.1385,13.0208,2.414,1.9983,0.6881,1.1693,4.793,3.4886,1.9309,0.5822,2.3298,4.4643,1.3315,8.4973,1.8674,0.8436,6.4942,,
2017/5/8,-2.053,-2.1291,0,-1.3746,-0.4622,1.1808,-3.022,-2.1938,0.7726,0,-0.7786,-3.5714,-3.2218,-1.4842,-3.6758,-1.1457,-0.8451,0.1114,-2.3283,-3.252,-0.5118,,,1.3048,0.7421,,1.0048,0.9764,1.7438,0.4183,2.2692,0.7821,,1.0296,2.2138,0.84,0.8589,0.8824,0.6132,0.471,1.0938,0.7753,2.0283,14.4846,,,12657875110,4514280343,5513304291,5512127740,16306088542,3115574344,8535477996,4601171168,12657875110,,7362337364,4587155712,2743653000,6199751135,3053034683,7189291200,13259627434,3784482000,8752105252,6363378811,1662883200,,,10.7422,2806.2978,634.5051,19.6948,15.5017,486.4971,34.2444,37.2933,7.5876,68.8466,-27.8985,170.3191,218.6062,34.058,32.2492,70.7555,45.4088,1190.7473,310.0436,31.6083,54.1721,,,0.9979,5.0403,4.6377,1.9133,2.0571,2.3894,3.3073,1.5547,0.7048,2.1319,5.5129,2.3992,2.1768,0.9518,1.5235,3.0351,1.9125,71.0847,1.6662,1.5446,16.5592,,,0.9825,16.8678,5.8492,1.7059,1.1332,13.1746,2.341,1.9545,0.694,1.1702,4.7557,3.364,1.8687,0.5735,2.2441,4.4132,1.3202,8.5068,1.8239,0.8162,6.4609,,
2017/5/9,-2.0961,-1.614,0,0.5226,1.3932,1.0212,2.5496,1.215,1.0953,0,0.3363,-3.2407,1.7926,0.565,1.0763,1.3245,0.8523,0.64,-2.2646,1.0504,8.2682,,,2.1198,0.5802,,0.8656,0.6934,1.3484,0.2779,1.7476,0.6356,,0.7573,1.7864,0.9238,0.8099,0.7527,0.5563,0.6654,0.7495,0.771,1.7204,20.7023,,,12392557204,4441418274,5513304291,5540936770,16533263150,3147389107,8753096415,4657073248,12392557204,,7387098589,4438497888,2792835000,6234777977,3085895135,7284513600,13372635623,3808701000,8553905014,6430221025,1800374400,,,10.5171,2761.0032,634.5051,19.7977,15.7177,491.465,35.1175,37.7464,7.6793,68.9236,-27.9923,164.7995,222.5249,34.2504,32.5963,71.6927,45.7958,1198.3675,303.0224,31.9404,58.6511,,,0.977,4.959,4.6377,1.9233,2.0858,2.4138,3.3916,1.5736,0.7134,2.1343,5.5314,2.3215,2.2158,0.9572,1.5399,3.0753,1.9288,71.5396,1.6284,1.5608,17.9284,,,0.9619,16.5955,5.8492,1.7148,1.149,13.3091,2.4007,1.9782,0.7024,1.1716,4.7717,3.255,1.9022,0.5768,2.2683,4.4716,1.3315,8.5612,1.7826,0.8248,6.9952,,
2017/5/10,-0.9813,-3.067,0,-1.5598,-0.458,0.6498,-3.3149,-0.8547,0.1083,0,-3.2402,-2.8708,-1.8868,-2.6217,-2.8074,-3.4314,-1.4085,0.4147,-1.7073,-0.4158,0.6863,,,1.594,0.784,,1.2315,0.6393,2.08,0.3849,1.6478,0.525,,1.4187,1.8043,0.7275,0.8962,0.6448,0.6861,0.6563,0.9841,0.668,1.6172,21.3089,,,12270953164,4305197885,5513304291,5454509680,16457538281,3167841455,8462938523,4489367009,12270953164,,7147740087,4311076896,2740140000,6071319379,2999263035,7034554800,13184288642,3824496000,8407862733,6403484140,1812729600,,,10.4139,2676.3219,634.5051,19.4889,15.6457,494.6586,33.9533,36.3871,7.6915,68.9586,-27.0853,160.0685,218.3263,33.3525,31.6812,69.2326,45.1508,1203.3373,297.8488,31.8076,59.0536,,,0.9674,4.8069,4.6377,1.8933,2.0762,2.4295,3.2792,1.5169,0.7145,2.1353,5.3522,2.2548,2.174,0.9321,1.4966,2.9698,1.9017,71.8362,1.6006,1.5544,18.0514,,,0.9525,16.0865,5.8492,1.688,1.1438,13.3956,2.3211,1.907,0.7035,1.1721,4.6171,3.1616,1.8663,0.5616,2.2046,4.3182,1.3127,8.5967,1.7522,0.8214,7.0432,,
2017/5/11,-0.3604,-0.5151,0,-1.9366,0.4601,0.1435,-1.1429,-0.2874,-0.6494,0,0.1155,-2.4631,0.2564,-1.3462,-0.6972,-2.5381,0,-0.1377,-0.1241,1.2526,8.5809,,,2.312,0.9792,,1.8959,1.0282,2.3011,0.3757,1.7692,0.6299,,1.3835,2.8525,1.0283,1.5036,1.0171,1.3473,0.7533,0.8818,1.5129,2.0529,26.5419,,,12226733513,4283022473,5513304291,5348876570,16533263150,3172386422,8366219225,4476466529,12226733513,,7155993828,4204892736,2747166000,5989590079,2978351839,6856012800,13184288642,3819231000,8397431141,6483694797,1968278400,,,10.3763,2662.5366,634.5051,19.1115,15.7177,495.3683,33.5653,36.2825,7.6373,68.9197,-27.1166,156.1259,218.8861,32.9035,31.4604,67.4755,45.1508,1201.6807,297.4793,32.206,64.121,,,0.9639,4.7821,4.6377,1.8566,2.0858,2.433,3.2417,1.5126,0.7095,2.1341,5.3584,2.1993,2.1796,0.9195,1.4862,2.8944,1.9017,71.7374,1.5986,1.5738,19.6004,,,0.949,16.0037,5.8492,1.6554,1.149,13.4148,2.2946,1.9015,0.6985,1.1715,4.6224,3.0837,1.8711,0.5541,2.1892,4.2086,1.3127,8.5849,1.75,0.8316,7.6475,,
2017/5/12,0.1808,-0.1479,0,-0.7181,-0.3053,-0.5731,1.2717,0.4803,1.7429,0,-1.0381,-1.0101,0.3836,-0.5848,-1.5045,-0.8681,0.2857,0.4963,-0.7453,0,4.8608,,,1.4494,0.532,,0.9917,0.6284,1.4866,0.2269,0.729,0.7597,,0.8353,1.4226,0.7588,0.9354,0.9075,0.6593,0.5195,0.5028,0.9407,1.5311,21.2677,,,12248843338,4276686641,5513304291,5310464530,16482779904,3154206557,8472610452,4497967329,12248843338,,7081710156,4162419072,2757705000,5954563237,2933542132,6796498800,13221958038,3838185000,8334841593,6483694797,2063952000,,,10.3951,2658.5979,634.5051,18.9743,15.6697,492.5295,33.9922,36.4568,7.7556,68.7884,-26.8351,154.5488,219.7259,32.7111,30.987,66.8897,45.2798,1207.6444,295.2621,32.206,67.2378,,,0.9656,4.7751,4.6377,1.8433,2.0794,2.4191,3.283,1.5198,0.7204,2.1301,5.3028,2.1771,2.188,0.9141,1.4638,2.8693,1.9071,72.0934,1.5867,1.5738,20.5531,,,0.9507,15.98,5.8492,1.6435,1.1455,13.3379,2.3238,1.9106,0.7093,1.1693,4.5744,3.0525,1.8783,0.5508,2.1563,4.1721,1.3165,8.6275,1.7369,0.8316,8.0193,,
2017/5/15,0.9928,0.8889,0,4.8825,0,0,0.9703,-0.5736,1.0707,0,0.4662,1.5306,3.8217,0.3922,0.3055,0.3503,0.5698,0.192,-0.3755,-0.2062,2.901,,,1.6732,0.4416,,2.8978,0.4816,1.073,0.3,0.4692,0.5644,,0.7143,2.0699,1.5929,0.6989,0.5459,0.5841,0.5087,0.5342,0.3515,1.2823,18.7237,,,12370447378,4314701633,5513304291,5569745800,16482779904,3154206557,8554821855,4472166369,12370447378,,7114725121,4226129568,2863095000,5977914465,2942504073,6820304400,13297296830,3845556000,8303546818,6470326354,2123827200,,,10.4983,2682.2299,634.5051,19.9007,15.6697,492.5295,34.322,36.2477,7.8236,68.657,-26.9602,156.9144,228.123,32.8394,31.0817,67.124,45.5378,1209.9636,294.1534,32.1396,69.1883,,,0.9752,4.8175,4.6377,1.9333,2.0794,2.4191,3.3148,1.5111,0.7268,2.126,5.3275,2.2104,2.2716,0.9177,1.4683,2.8793,1.918,72.2318,1.5808,1.5706,21.1494,,,0.9602,16.122,5.8492,1.7237,1.1455,13.3379,2.3463,1.8997,0.7156,1.167,4.5957,3.0993,1.95,0.553,2.1629,4.1867,1.324,8.644,1.7304,0.8299,8.2519,,
2017/5/16,2.0554,-0.2203,0,1.0345,1.9908,1.2968,0.0565,2.7885,0.5297,0,1.1601,0.7538,0.6135,2.5391,4.0609,2.4433,0.8499,-0.4929,3.7688,1.8595,-1.8049,,,2.2494,0.9191,,2.3384,0.764,1.6751,0.3648,0.9652,0.5933,,0.8737,1.6818,1.4789,1.0951,1.0153,0.8287,0.6882,0.7726,0.9882,1.8928,19.8492,,,12624710372,4305197885,5513304291,5627363860,16810921005,3195111253,8559657820,4596871008,12624710372,,7197262536,4257984816,2880660000,6129697450,3061996625,6986943600,13410305019,3826602000,8616494562,6590642340,2085494400,,,10.7141,2676.3219,634.5051,20.1065,15.9816,498.9168,34.3414,37.2584,7.8643,68.65,-27.273,158.0972,229.5226,33.6732,32.3439,68.764,45.9248,1203.9999,305.2396,32.7372,67.9395,,,0.9953,4.8069,4.6377,1.9533,2.1208,2.4504,3.3167,1.5533,0.7305,2.1258,5.3893,2.227,2.2855,0.941,1.5279,2.9497,1.9343,71.8758,1.6403,1.5998,20.7677,,,0.9799,16.0865,5.8492,1.7415,1.1683,13.5109,2.3477,1.9526,0.7193,1.1669,4.649,3.1226,1.962,0.567,2.2507,4.289,1.3352,8.6014,1.7956,0.8454,8.103,,
2017/5/17,-0.2627,-0.6623,0,-1.0239,0.3003,0.4267,0.6215,-0.4677,-0.9484,0,2.2936,0,0.8537,0,0.9756,0,0.2809,0.1101,1.6949,-0.6085,-4.147,,,1.4763,0.785,,1.4087,0.6784,2.3089,0.3809,0.9237,0.2671,,1.5475,1.1187,1.3886,0.9696,0.9784,0.7231,0.6324,0.4511,0.9163,1.4409,21.1087,,,12591545634,4276686641,5503951782,5569745800,16861404251,3208746151,8612853433,4575370208,12591545634,,7362337364,4257984816,2905251000,6129697450,3091869762,6986943600,13447974415,3830814000,8762536843,6550537011,1999008000,,,10.6859,2658.5979,633.4287,19.9007,16.0296,501.0459,34.5548,37.0841,7.7719,68.493,-27.8985,158.0972,231.4819,33.6732,32.6594,68.764,46.0538,1205.3252,415.9239,32.538,65.1221,,,0.9927,4.7751,4.6298,1.9333,2.1272,2.4609,3.3373,1.546,0.722,2.1209,5.5129,2.227,2.305,0.941,1.5428,2.9497,1.9397,71.9549,2.2351,1.59,19.9064,,,0.9773,15.98,5.8393,1.7237,1.1718,13.5686,2.3623,1.9435,0.7108,1.1642,4.7557,3.1226,1.9787,0.567,2.2727,4.289,1.339,8.6109,2.4468,0.8402,7.7669,,
2017/5/18,-0.0878,-1.4815,0,-0.5172,-1.497,-4.6742,-0.6176,-0.5639,-0.6383,-0.0001,-1.5695,-0.7481,-0.2418,-0.5714,-1.256,-0.8518,-0.8403,-0.11,0.4762,-0.8163,1.87,,,0.9645,0.8526,,1.3885,0.3919,3.0817,0.3374,0.6852,0.399,,0.9297,0.8237,0.8762,0.9571,1.0281,0.516,0.4306,0.4741,0.7812,1.0374,15.8733,,,12580490721,4213328320,5503951782,5540936770,16608988020,3058762266,8559657820,4549569248,12580490721,,7246784984,4226129568,2898225000,6094670607,3053034683,6927429600,13334966226,3826602000,8804263209,6497063240,2036390400,,,10.6766,2619.2113,633.4287,19.7977,15.7897,477.6259,34.3414,36.875,7.7225,68.2048,-27.4606,156.9144,230.9221,33.4808,32.2492,68.1783,45.6668,1203.9999,417.9044,32.2724,66.3399,,,0.9918,4.7043,4.6298,1.9233,2.0953,2.3459,3.3167,1.5373,0.7174,2.112,5.4264,2.2104,2.2995,0.9356,1.5235,2.9246,1.9234,71.8758,2.2458,1.5771,20.2787,,,0.9765,15.7432,5.8393,1.7148,1.1543,12.9343,2.3477,1.9326,0.7063,1.1593,4.681,3.0993,1.974,0.5638,2.2441,4.2525,1.3277,8.6014,2.4584,0.8334,7.9122,,
2017/5/19,-0.1757,0,0,-0.6932,0.304,-3.5661,-2.6554,-2.2684,0.3212,0,1.139,-0.2513,-1.3333,-0.3831,0,0.3436,-0.565,-0.2477,1.4218,-1.0288,-8.6497,,,0.8649,0.5911,,0.8879,0.318,3.124,0.3631,0.7975,0.3192,,0.9147,0.6902,0.792,0.7268,0.573,0.4521,0.2964,0.8256,0.9257,0.8541,23.5886,,,12558380895,4213328320,5503951782,5502524730,16659471266,2949683077,8332367471,4446365409,12558380895,,7329322399,4215511152,2859582000,6071319379,3053034683,6951235200,13259627434,3817125000,8929442307,6430221025,1860249600,,,10.6578,2619.2113,633.4287,19.6605,15.8377,460.5931,33.4295,36.0385,7.7692,68.3975,-27.7734,156.5201,227.8431,33.3525,32.2492,68.4126,45.4088,1201.0181,423.8462,31.9404,60.6017,,,0.99,4.7043,4.6298,1.9099,2.1017,2.2622,3.2286,1.5024,0.7217,2.118,5.4882,2.2048,2.2688,0.9321,1.5235,2.9346,1.9125,71.6978,2.2777,1.5608,18.5246,,,0.9748,15.7432,5.8393,1.7029,1.1578,12.4731,2.2853,1.8887,0.7106,1.1626,4.7344,3.0915,1.9476,0.5616,2.2441,4.2671,1.3202,8.5801,2.4934,0.8248,7.2278,,
2017/5/22,-2.3768,-2.1053,0,-2.2688,-2.4242,-10.0154,0.9286,-1.0638,0.1067,0,-1.1261,-2.0151,-3.6855,-2.1154,-3.816,-2.5685,-1.4205,-0.1379,-3.271,-2.2869,-0.0511,,,1.5506,0.3841,,1.0064,0.6967,4.9051,1.037,0.7507,0.3409,,0.694,0.9184,0.8148,0.7462,0.974,0.664,0.5467,0.5756,0.8167,1.3039,14.7151,,,12259898251,4124626671,5503951782,5377685600,16255605296,2654260272,8503263894,4399063649,12259898251,,7246784984,4130563824,2754192000,5942887623,2936529446,6772693200,13071280454,3811860000,8637357745,6283168154,1859299200,,,10.4045,2564.07,633.4287,19.2144,15.4537,414.4629,33.7399,35.6551,7.7639,68.2776,-27.4606,153.3661,219.446,32.647,31.0186,66.6554,44.7638,1199.3615,409.9821,31.2099,60.5707,,,0.9665,4.6053,4.6298,1.8666,2.0508,2.0356,3.2586,1.4864,0.7212,2.1143,5.4264,2.1604,2.1852,0.9123,1.4653,2.8592,1.8854,71.5989,2.2032,1.5251,18.5152,,,0.9516,15.4118,5.8393,1.6643,1.1297,11.2239,2.3065,1.8686,0.7101,1.1606,4.681,3.0292,1.8759,0.5498,2.1585,4.1575,1.3015,8.5683,2.4118,0.8059,7.2241,,
2017/5/23,-0.3607,-2.2273,0,-2.5,-1.7081,-1.6267,-0.6325,-2.8348,1.0661,0,-3.5308,-2.8278,-2.551,-3.7328,-3.2553,-4.3937,-1.7291,-0.4972,-2.1739,-5.3191,-8.5193,,,0.9967,1.1479,,1.0608,0.4151,2.7461,0.469,0.9096,0.5579,,1.0369,1.1676,0.7226,0.9306,0.9559,0.8922,0.465,0.9998,0.881,1.8611,20.178,,,12215678600,4032757106,5503951782,5243243460,15977947441,2611083093,8444341964,4274359010,12215678600,,6990919000,4013761248,2683932000,5721050953,2840935405,6475123200,12845264077,3792906000,8449589099,5948957082,1700899200,,,10.367,2506.9594,633.4287,18.7341,15.1898,407.7207,33.5265,34.6444,7.8436,68.2512,-26.4911,149.0292,213.8478,31.4283,30.0088,63.7268,43.9898,1193.3978,401.0694,29.5498,55.4105,,,0.963,4.5027,4.6298,1.8199,2.0157,2.0025,3.238,1.4443,0.7286,2.1134,5.2348,2.0993,2.1294,0.8783,1.4176,2.7336,1.8528,71.2429,2.1553,1.444,16.9378,,,0.9482,15.0685,5.8393,1.6227,1.1104,11.0413,2.292,1.8156,0.7174,1.1601,4.5158,2.9435,1.828,0.5292,2.0882,3.9748,1.2789,8.5257,2.3594,0.7631,6.6087,,
2017/5/24,1.448,-0.0786,0,1.2821,0.316,0.6092,0.5787,-0.6036,-0.4219,0,2.0071,-0.5291,0.3927,3.2653,-0.4206,0,0.2933,0.1388,-3.3333,0.2247,2.4586,,,1.3678,0.6376,,0.9798,0.4654,1.8867,0.2215,1.3162,0.0999,,0.9132,1.3335,0.6901,1.2354,0.8698,0.7109,0.4225,1.017,1.7036,1.5914,15.9702,,,12392557204,4029589190,5503951782,5310464530,16028430688,2626990475,8493209684,4248558050,12392557204,,7131232604,3992524416,2694471000,5907860780,2828986150,6475123200,12882933473,3798171000,8167936129,5962325524,1742716800,,,10.5171,2504.99,633.4287,18.9743,15.2378,410.2047,33.7205,34.4353,7.8195,68.3294,-27.0228,148.2407,214.6876,32.4545,29.8826,63.7268,44.1188,1195.0544,387.7005,29.6162,56.7728,,,0.977,4.4992,4.6298,1.8433,2.0221,2.0147,3.2567,1.4356,0.7264,2.1159,5.3398,2.0882,2.1378,0.907,1.4117,2.7336,1.8582,71.3418,2.0835,1.4473,17.3542,,,0.9619,15.0567,5.8393,1.6435,1.1139,11.1085,2.3052,1.8047,0.7152,1.1615,4.6064,2.9279,1.8352,0.5465,2.0794,3.9748,1.2827,8.5375,2.2807,0.7648,6.7711,,
2017/5/25,3.033,4.6384,0,1.6275,1.4173,2.5087,0.0575,0.7085,0.6356,0,0.6944,2.1277,1.5645,0.9881,1.9007,2.0221,1.462,-0.1941,0.7663,1.8018,4.1992,,,2.6286,1.3528,,1.3072,0.8543,2.1643,0.1588,0.6313,0.1013,,0.7953,1.0608,0.656,1.1231,0.8769,0.7823,0.4679,0.8549,1.2217,1.4313,19.8024,,,12768424238,4216496236,5503951782,5396891620,16255605296,2692892485,8498096456,4278659170,12768424238,,7180755053,4077471744,2736627000,5966238851,2882757798,6606054000,13071280454,3790800000,8230525678,6042536182,1815897600,,,10.8361,2621.1806,633.4287,19.2831,15.4537,420.4953,33.7399,34.6792,7.8613,68.2613,-27.2104,151.3948,218.0464,32.7752,30.4506,65.0154,44.7638,1192.7352,390.6713,30.0147,59.1568,,,1.0066,4.7078,4.6298,1.8733,2.0508,2.0653,3.2586,1.4457,0.7303,2.1138,5.3769,2.1326,2.1712,0.9159,1.4385,2.7889,1.8854,71.2033,2.0994,1.4667,18.083,,,0.9911,15.7551,5.8393,1.6702,1.1297,11.3872,2.3065,1.8175,0.719,1.1603,4.6384,2.9902,1.8639,0.5519,2.119,4.0552,1.3015,8.521,2.2982,0.7751,7.0555,,
2017/5/26,-0.0866,-1.2772,0,-0.5338,3.2609,-1.8565,0.8626,-0.1005,0.2105,0,-1.3793,0,-0.3851,0,0.5236,0.1815,-0.5764,0.2778,-0.7605,0.885,-0.5408,,,1.3433,0.7006,,0.8065,1.1298,1.8822,0.2501,0.5873,0.0922,,0.5894,0.6009,0.7622,0.6677,0.6769,0.5867,0.4061,0.7506,0.742,0.965,13.2716,,,12757369325,4162641663,5503951782,5368082590,16785679381,2642897857,8571398035,4274359010,12757369325,,7081710156,4077471744,2726088000,5966238851,2867821229,6570345600,12995941661,3801330000,8167936129,6096009953,1806076800,,,10.8267,2587.702,633.4287,19.1801,15.9577,412.6886,34.031,34.6444,7.875,68.2365,-26.8351,151.3948,217.2067,32.7752,30.2928,64.664,44.5058,1196.0483,387.7005,30.2803,58.8369,,,1.0057,4.6477,4.6298,1.8633,2.1176,2.0269,3.2867,1.4443,0.7315,2.113,5.3028,2.1326,2.1629,0.9159,1.431,2.7738,1.8745,71.4011,2.0835,1.4797,17.9852,,,0.9902,15.5539,5.8393,1.6613,1.1666,11.1758,2.3264,1.8156,0.7203,1.1599,4.5744,2.9902,1.8567,0.5519,2.108,4.0333,1.2939,8.5446,2.2807,0.7819,7.0173,,
2017/5/31,0.0867,-0.3044,0,0.3578,0.1504,-1.0318,1.3683,0.4024,-2.521,0,5.4779,2.0833,-0.7732,0.3914,-0.8333,-0.5435,-0.5797,0.6648,-0.3831,0,-3.2977,,,1.5335,0.4413,,1.0476,0.7128,1.5783,0.441,0.6446,0.4966,,1.906,2.653,0.9616,1.0419,0.7271,0.6795,0.4238,0.2517,0.7182,1.1231,16.7176,,,12768424238,4149969999,5503951782,5387288610,16810921005,2615628060,8688680563,4291559650,12768424238,,7469636003,4162419072,2705010000,5989590079,2843922719,6534637200,12920602869,3826602000,8136641354,6096009953,1746518400,,,10.8361,2579.8246,633.4287,19.2488,15.9816,408.4304,34.4966,34.7838,7.6681,68.1622,-28.3051,154.5488,215.5273,32.9035,30.0404,64.3125,44.2478,1203.9999,386.215,30.2803,56.8967,,,1.0066,4.6336,4.6298,1.8699,2.1208,2.006,3.3317,1.4501,0.7123,2.1107,5.5932,2.1771,2.1462,0.9195,1.4191,2.7587,1.8636,71.8758,2.0755,1.4797,17.3921,,,0.9911,15.5065,5.8393,1.6672,1.1683,11.0605,2.3583,1.823,0.7013,1.1586,4.825,3.0525,1.8424,0.5541,2.0904,4.0113,1.2864,8.6014,2.272,0.7819,6.7859,,
2017/6/1,0.1732,0.0763,0,-2.3173,0,-6.5161,-2.9686,-0.9018,0.8621,0,-1.4365,-2.551,-5.1948,-1.5595,-3.7815,-5.2823,-1.4577,-0.743,-10,-3.9474,-7.7091,,,1.8586,0.6469,,1.2118,0.6913,2.5362,0.3516,1.0801,0.0909,,1.2872,1.6304,1.1834,1.0812,0.6437,1.2886,0.8379,0.8904,2.6311,1.9481,16.6076,,,12790534063,4153137915,5503951782,5262449480,16810921005,2445191826,8385700706,4252858210,12790534063,,7362337364,4056234912,2564490000,5896185166,2736379422,6189456000,12732255889,3798171000,7322977219,5855377981,1611878400,,,10.8548,2581.794,633.4287,18.8027,15.9816,381.8168,33.2937,34.4701,7.6742,67.6329,-27.8985,150.6063,204.3311,32.3904,28.9044,60.9153,43.6028,1195.0544,347.5935,29.085,52.5105,,,1.0083,4.6371,4.6298,1.8266,2.1208,1.8753,3.2155,1.437,0.7129,2.0943,5.5129,2.1215,2.0347,0.9052,1.3655,2.613,1.8365,71.3418,1.8679,1.4213,16.0513,,,0.9928,15.5183,5.8393,1.6286,1.1683,10.3398,2.276,1.8065,0.7019,1.1496,4.7557,2.9747,1.7467,0.5454,2.0114,3.7994,1.2677,8.5375,2.0448,0.751,6.2628,,
