ÈÕÆÚ,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH,000488.SZ,000815.SZ,002012.SZ,002067.SZ,002078.SZ,002235.SZ,002511.SZ,002521.SZ,200488.SZ,200986.SZ,600069.SH,600103.SH,600235.SH,600308.SH,600356.SH,600433.SH,600567.SH,600793.SH,600963.SH,600966.SH,603165.SH,603733.SH,603863.SH
2015/12/4,-2.4444,2.0243,5.1282,5.2841,-0.5338,0,0,-0.7666,-2.0183,0,1.165,1.2516,0.4386,-0.3623,0.0862,-1.0046,-1.5666,0,2.1915,-2.2959,,,,1.4183,1.6542,6.584,16.2503,1.2378,,1.3434,3.9025,0.8702,,1.9415,3.875,3.4615,2.2118,4.321,7.7071,2.3578,,6.0323,2.1295,,,,9702226941,7982854034,4217981739,10143154560,11120048301,3972366359,5048360190,4701562528,9702226941,,4300199290,8590298544,4022385000,6421587805,3468271299,15247486800,8204361423,2103894000,7470390051,5120113623,,,,33.653,-12.2992,103.8785,1013.328,30.2461,-61.6487,74.9885,21.1199,16.8626,47.3972,-9.3437,314.0897,946.0077,106.8136,43.5853,129.3114,129.1639,252.0032,695.6285,114.0887,,,,1.2216,-47.1976,3.6333,3.9555,2.6156,16.0738,2.1542,2.2459,0.6121,2.1776,7.3983,6.9065,2.8566,1.0203,2.1787,9.2913,2.3866,51.0849,1.7183,1.3188,,,,0.8901,12.8347,4.5221,3.9997,1.3559,12.6205,2.0073,2.2707,0.446,1.1111,2.1655,4.532,2.9294,0.6933,2.3164,16.9177,1.8359,197.9985,1.4041,0.7334,,,
2015/12/7,-0.9112,1.746,3.9911,-2.5568,0.1789,0,2.9808,1.4592,3.5581,0,3.8388,-1.4833,10.0437,1.8182,0.7752,1.9516,1.061,0,0.2257,1.0444,,,,1.6224,1.0916,7.1975,8.2444,0.8893,,1.6635,5.9146,1.5953,,2.6742,3.6252,4.766,2.4641,3.7981,4.9802,1.8051,,6.2088,1.4508,,,,9613823962,8122237200,4386326909,9883812540,11139941053,3972366359,5198840157,4770169020,9613823962,,4465274119,8462877552,4426380000,6538343946,3495157123,15545056800,8291410350,2103894000,7487253234,5173587395,,,,33.3464,-12.5139,108.0244,987.4191,30.3002,-61.6487,77.2237,21.4281,17.4996,47.4978,-9.7024,309.4308,1041.0215,108.7557,43.9232,131.835,130.5343,252.0032,697.1987,115.2802,,,,1.2105,-48.0217,3.7783,3.8544,2.6202,16.0738,2.2184,2.2787,0.6352,2.1822,7.6823,6.8041,3.1435,1.0388,2.1955,9.4727,2.4119,51.0849,1.7221,1.3326,,,,0.882,13.0588,4.7025,3.8975,1.3583,12.6205,2.0671,2.3039,0.4628,1.1135,2.2486,4.4647,3.2236,0.7059,2.3343,17.2479,1.8554,197.9985,1.4072,0.7411,,,
2015/12/8,-2.5287,-2.2231,3.1983,-3.3042,-4.1071,0,-4.7619,-3.9763,-0.5425,0,-4.2514,-6.9009,-4.0476,-3.5714,0.9402,-5.8193,-3.1496,0,-4.955,-2.8424,,,,1.3694,1.4917,11.0382,6.6966,1.0681,,1.6286,3.2964,0.799,,2.1128,5.648,8.1133,1.5782,5.6029,3.7977,2.016,,4.4792,1.7631,,,,9370715770,7941672645,4526614550,9557233700,10682407760,3972366359,4951276340,4580492249,9370715770,,4275438066,7878864672,4247217000,6304831663,3528017574,14640444000,8030263567,2103894000,7116263209,5026534523,,,,32.5031,-12.2357,111.4793,954.793,29.0557,-61.6487,73.5464,20.5761,17.4287,47.5634,-9.2899,288.0774,998.885,104.8715,44.3361,124.1631,126.423,252.0032,662.6529,112.0035,,,,1.1799,-46.9541,3.8992,3.727,2.5126,16.0738,2.1127,2.1881,0.6327,2.1852,7.3557,6.3345,3.0163,1.0017,2.2162,8.9214,2.336,51.0849,1.6368,1.2947,,,,0.8596,12.7685,4.8529,3.7687,1.3025,12.6205,1.9687,2.2123,0.461,1.115,2.153,4.1566,3.0931,0.6807,2.3563,16.2442,1.7969,197.9985,1.3375,0.72,,,
2015/12/9,0.2358,4.986,-3.4091,-4.6231,-1.1173,0,-0.7843,0.0881,2.3636,0,-1.5444,-1.6173,-1.2407,-0.3704,-0.5927,-0.5691,-0.813,0,-0.8294,0.266,,,,1.2674,1.1051,6.6781,7.9552,0.7896,,1.039,2.1786,1.0733,,1.3331,4.9234,4.2694,1.024,3.6368,3.401,1.4782,,2.9512,1.1536,,,,9392816515,8337647547,4372298145,9115391740,10563051248,3972366359,4912442800,4584527925,9392816515,,4209408134,7751443680,4194522000,6281480434,3507106378,14557124400,7964976872,2103894000,7057242069,5039902966,,,,32.5798,-12.8458,107.6789,910.6518,28.731,-61.6487,72.9696,20.5942,17.8586,47.6112,-9.1464,283.4184,986.4918,104.4831,44.0733,123.4565,125.3952,252.0032,657.1569,112.3014,,,,1.1827,-49.2953,3.7662,3.5547,2.4846,16.0738,2.0962,2.19,0.6483,2.1874,7.2421,6.2321,2.9789,0.998,2.203,8.8706,2.317,51.0849,1.6232,1.2981,,,,0.8617,13.4051,4.6875,3.5945,1.288,12.6205,1.9532,2.2142,0.4723,1.1161,2.1198,4.0894,3.0548,0.6782,2.3423,16.1517,1.7823,197.9985,1.3264,0.7219,,,
2015/12/10,-1.0588,5.0152,-2.7807,-2.7397,0.565,0,1.087,0.4401,-1.9538,0,-1.7647,-1.3699,-2.4288,-0.5576,-2.8109,-2.453,-0.5464,0,0,-1.5915,,,,0.9712,0.2296,4.8575,9.2983,0.8516,,1.0236,2.6811,0.5681,,1.4265,3.5983,2.4605,0.8941,3.6187,3.039,1.2182,,2.3202,1.0855,,,,9293363163,8755797044,4250715522,8865654980,10622729504,3972366359,4965838917,4604706305,9293363163,,4135124461,7645259520,4092645000,6246453592,3408525023,14200040400,7921452408,2103894000,7057242069,4959692308,,,,32.2348,-13.49,104.6846,885.7024,28.8934,-61.6487,73.7627,20.6849,17.5359,47.6825,-8.985,279.536,962.5318,103.9005,42.8345,120.4281,124.71,252.0032,657.1569,110.5141,,,,1.1701,-51.7675,3.6615,3.4573,2.4986,16.0738,2.1189,2.1996,0.6366,2.1907,7.1143,6.1467,2.9065,0.9924,2.1411,8.653,2.3043,51.0849,1.6232,1.2775,,,,0.8526,14.0774,4.5572,3.496,1.2953,12.6205,1.9745,2.224,0.4638,1.1178,2.0824,4.0334,2.9806,0.6744,2.2765,15.7555,1.7726,197.9985,1.3264,0.7104,,,
2015/12/11,0.9512,-2.7858,0.5501,0,-2.0599,0,1.173,0.5259,-0.3623,0,1.1976,-4.3056,2.4893,0,0.3506,-0.3353,-1.6484,0,-2.0311,-0.5391,,,,1.1805,2.8921,3.4851,5.762,0.656,,1.0017,2.3746,0.9142,,1.0539,3.7815,3.7848,1.2375,4.1869,2.0961,1.417,,2.2284,1.0635,,,,9381766142,8511876504,4274096796,8865654980,10403909233,3972366359,5024089227,4628920361,9381766142,,4184646910,7316088624,4194522000,6246453592,3420474278,14152429200,7790879017,2103894000,6913905014,4932955423,,,,32.5414,-13.1142,105.2604,885.7024,28.2982,-61.6487,74.628,20.7936,17.5057,47.7734,-9.0926,267.5004,986.4918,103.9005,42.9846,120.0244,122.6543,252.0032,643.8097,109.9183,,,,1.1813,-50.3254,3.6817,3.4573,2.4471,16.0738,2.1438,2.2112,0.6355,2.1949,7.1995,5.882,2.9789,0.9924,2.1486,8.624,2.2663,51.0849,1.5903,1.2706,,,,0.8607,13.6853,4.5822,3.496,1.2686,12.6205,1.9976,2.2357,0.463,1.1199,2.1073,3.8597,3.0548,0.6744,2.2845,15.7027,1.7434,197.9985,1.2995,0.7066,,,
2015/12/14,0.8245,2.1213,3.2823,2.6002,2.6769,0,4.3478,4.3592,-0.1818,0,1.1834,5.3701,-1.4238,2.8037,3.3188,5.4668,2.514,0,5.2439,2.71,,,,1.711,1.6141,3.3176,7.4338,0.7515,,1.9827,7.0311,0.6827,,0.9961,4.4568,2.9218,1.4856,3.0828,3.1425,1.4678,,2.8676,1.3953,,,,9459118749,8692441060,4414384437,9096181220,10682407760,3972366359,5242527889,4830704160,9459118749,,4234169359,7708970016,4134801000,6421587805,3533992202,14926111200,7986739104,2103894000,7276463447,5066639852,,,,32.8098,-13.3924,108.7154,908.7326,29.0557,-61.6487,77.8727,21.7001,17.509,47.8695,-9.2002,281.8654,972.4463,106.8136,44.4112,126.5858,125.7378,252.0032,677.5704,112.8971,,,,1.191,-51.3929,3.8025,3.5472,2.5126,16.0738,2.237,2.3076,0.6356,2.1993,7.2847,6.1979,2.9365,1.0203,2.2199,9.0955,2.3233,51.0849,1.6736,1.305,,,,0.8678,13.9756,4.7326,3.5869,1.3025,12.6205,2.0845,2.3331,0.4631,1.1222,2.1322,4.067,3.0113,0.6933,2.3603,16.5611,1.7872,197.9985,1.3676,0.7258,,,
2015/12/15,3.3879,1.2026,0.8475,0.6336,0.1862,0,1.4815,1.2531,1.275,0,-0.5848,-0.8264,0.5947,0,4.2265,-0.9569,0.2725,0,-1.0429,0.5277,,,,2.497,1.949,3.9473,6.1595,0.7828,,2.5687,7.8827,0.6438,,0.737,3.0528,2.4377,1.2341,5.0377,2.6827,1.4103,,1.9899,1.3511,,,,9779579547,8796978434,4451794474,9153812780,10702300511,3972366359,5320194969,4891239300,9779579547,,4209408134,7645259520,4159392000,6421587805,3683357891,14783277600,8008501336,2103894000,7200579124,5093376737,,,,33.9213,-13.5535,109.6367,914.4902,29.1098,-61.6487,79.0263,21.972,17.7521,47.923,-9.1464,279.536,978.2298,106.8136,46.2882,125.3745,126.0804,252.0032,670.5042,113.4929,,,,1.2314,-52.011,3.8347,3.5697,2.5173,16.0738,2.2701,2.3365,0.6444,2.2018,7.2421,6.1467,2.9539,1.0203,2.3138,9.0085,2.3296,51.0849,1.6562,1.3119,,,,0.8972,14.1436,4.7727,3.6096,1.305,12.6205,2.1154,2.3624,0.4695,1.1234,2.1198,4.0334,3.0292,0.6933,2.46,16.4027,1.7921,197.9985,1.3534,0.7296,,,
2015/12/16,0.339,-0.7562,-1.1555,0.3148,-0.5576,0,-1.0949,3.0528,-0.1799,0,0.7843,4.0278,-0.7601,-0.1818,2.2709,0,0,0,-1.7564,0.7874,,,,1.5628,1.5474,3.9523,8.3421,0.8981,,2.021,10.0945,0.3274,,1.315,4.0856,2.0264,1.2386,4.8708,2.4836,1.6627,,2.6014,1.6657,,,,9812730665,8730454650,4400355673,9182628560,10642622256,3972366359,5261944659,5040559312,9812730665,,4242423100,7953193584,4127775000,6409912190,3767002677,14783277600,8008501336,2103894000,7074105252,5133482066,,,,34.0363,-13.451,108.3699,917.3689,28.9475,-61.6487,78.1611,22.6428,17.7382,47.9719,-9.2182,290.7951,970.7939,106.6194,47.3394,125.3745,126.0804,252.0032,658.7272,114.3865,,,,1.2355,-51.6177,3.7904,3.5809,2.5033,16.0738,2.2453,2.4078,0.6439,2.204,7.2989,6.3943,2.9315,1.0184,2.3663,9.0085,2.3296,51.0849,1.6271,1.3222,,,,0.9002,14.0367,4.7176,3.621,1.2977,12.6205,2.0922,2.4345,0.4691,1.1246,2.1364,4.1959,3.0061,0.6921,2.5159,16.4027,1.7921,197.9985,1.3296,0.7353,,,
2015/12/17,1.2387,2.1408,4.7821,2.7197,2.8037,0,2.3063,1.8415,0.7207,0,0.5837,0.6676,3.234,4.918,0.1586,2.496,2.1739,0,2.8605,4.4271,,,,2.0652,1.5591,6.6185,9.1377,1.4995,,2.592,10.4563,0.482,,1.55,4.0794,3.6387,2.9741,4.1016,3.3775,2.4233,,3.4033,4.1733,,,,9934284761,8917354804,4610787134,9432365320,10941013534,3972366359,5383299471,5133379859,9934284761,,4267184324,8006285664,4261269000,6725153773,3772977304,15152264400,8182599191,2103894000,7276463447,5360745595,,,,34.4579,-13.739,113.5523,942.3183,29.7591,-61.6487,79.9637,23.0597,17.9021,48.0686,-9.272,292.7363,1002.1898,111.863,47.4145,128.5038,128.8213,252.0032,677.5704,119.4505,,,,1.2508,-52.7227,3.9717,3.6783,2.5735,16.0738,2.2971,2.4522,0.6499,2.2084,7.3415,6.437,3.0263,1.0685,2.3701,9.2333,2.3803,51.0849,1.6736,1.3808,,,,0.9113,14.3372,4.9432,3.7195,1.3341,12.6205,2.1404,2.4793,0.4735,1.1269,2.1489,4.2239,3.1034,0.7261,2.5199,16.8121,1.831,197.9985,1.3676,0.7679,,,
2015/12/18,-2.7809,0.1776,-0.4057,-4.1752,0,0,-0.0902,-2.2013,-0.1789,0,1.354,-2.9178,4.122,2.4306,4.038,-2.9065,-1.0638,0,-2.3175,-1.2469,,,,1.7227,1.2559,4.3879,7.6932,1.0559,,2.4979,6.9887,0.3462,,1.386,3.1427,4.4197,4.0396,4.2452,3.465,1.9737,,3.9738,2.4848,,,,9658025451,8933193800,4592082115,9038549660,10941013534,3972366359,5378445279,5020380932,9658025451,,4324960515,7772680512,4436919000,6888612372,3925330307,14711860800,8095550263,2103894000,7107831618,5293903380,,,,33.4997,-13.7634,113.0916,902.9751,29.7591,-61.6487,79.8916,22.5521,17.8812,48.0985,-9.3975,284.1949,1043.5002,114.5819,49.3291,124.7688,127.4508,252.0032,661.8677,117.9611,,,,1.216,-52.8164,3.9556,3.5248,2.5735,16.0738,2.295,2.3982,0.6491,2.2098,7.4409,6.2491,3.151,1.0945,2.4658,8.9649,2.355,51.0849,1.6349,1.3636,,,,0.886,14.3626,4.9231,3.5642,1.3341,12.6205,2.1385,2.4247,0.4729,1.1276,2.178,4.1006,3.2313,0.7438,2.6216,16.3234,1.8115,197.9985,1.3359,0.7583,,,
2015/12/21,1.0297,-0.1773,-1.222,0.4251,0.7273,0,2.6173,1.2058,0.8961,0,0.1908,0.8197,-0.1584,1.1864,-0.6849,-1.5372,1.3441,0,-0.8304,1.2626,,,,1.7505,1.4829,6.0961,5.5965,1.084,,2.7386,4.9655,0.5666,,1.1531,2.4953,4.5608,2.194,2.9453,2.6756,2.5897,,2.4763,2.012,,,,9757478803,8917354804,4535967059,9076970700,11020584542,3972366359,5519216861,5080916071,9757478803,,4333214256,7836391008,4429893000,6970341671,3898444483,14485707600,8204361423,2103894000,8720810477,5360745595,,,,33.8446,-13.739,111.7097,906.8134,29.9755,-61.6487,81.9826,22.824,18.025,48.0547,-9.4154,286.5244,1041.8478,115.9413,48.9912,122.8508,129.1639,252.0032,656.3718,119.4505,,,,1.2286,-52.7227,3.9072,3.5397,2.5922,16.0738,2.3551,2.4271,0.6543,2.2078,7.4551,6.3004,3.146,1.1074,2.4489,8.8271,2.3866,51.0849,1.6213,1.3808,,,,0.8951,14.3372,4.863,3.5793,1.3438,12.6205,2.1945,2.454,0.4767,1.1265,2.1821,4.1342,3.2262,0.7526,2.6037,16.0725,1.8359,197.9985,1.3248,0.7679,,,
2015/12/22,5.6625,-0.7105,4.2268,-1.6931,1.6245,0,-1.4952,4.0508,3.1972,0,1.9048,1.626,1.7446,-1.1725,-1.6092,0.6574,1.3263,0,2.0335,0.4988,,,,4.0362,1.2006,6.9749,8.3847,1.2523,,1.8115,9.8254,0.9384,,1.4305,4.7506,3.0982,1.8238,3.1706,2.2395,2.7431,,2.5021,1.8427,,,,10309997421,8853998820,4727693502,8923286540,11199619308,3972366359,5436695589,5286735547,10309997421,,4415751670,7963812000,4507179000,6888612372,3835710894,14580930000,8313172582,2103894000,8898147532,5387482481,,,,35.7611,-13.6413,116.4314,891.46,30.4625,-61.6487,80.7568,23.7486,18.599,48.049,-9.5948,291.1833,1060.0243,114.5819,48.2028,123.6584,130.8769,252.0032,669.7191,120.0463,,,,1.2981,-52.3481,4.0724,3.4798,2.6343,16.0738,2.3199,2.5254,0.6752,2.2075,7.5971,6.4028,3.2009,1.0945,2.4095,8.8851,2.4183,51.0849,1.6543,1.3877,,,,0.9458,14.2353,5.0685,3.5187,1.3656,12.6205,2.1617,2.5534,0.4919,1.1264,2.2237,4.2015,3.2825,0.7438,2.5618,16.1782,1.8602,197.9985,1.3518,0.7717,,,
2015/12/23,-1.3934,-1.0733,2.1761,2.9064,-0.7105,0,-1.5179,-3.8168,-1.0327,0,-2.8037,-1.8667,3.4295,-2.0339,0,-3.4286,-1.5707,0,-2.4619,-1.737,,,,2.8524,1.5688,10.4039,10.2762,1.137,,2.1029,6.9736,0.6055,,1.3187,2.537,5.5872,1.4336,2.8968,2.7214,2.1496,,2.0915,2.026,,,,10166342580,8758964843,4830571105,9182628560,11120048301,3972366359,5354174316,5084951747,10166342580,,4291945549,7815154176,4661751000,6748505002,3835710894,14081012400,8182599191,2103894000,8679084111,5293903380,,,,35.2628,-13.4949,118.965,917.3689,30.2461,-61.6487,79.5311,22.8422,18.4021,48.0363,-9.3258,285.7479,1096.3775,112.2514,48.2028,119.4187,128.8213,252.0032,653.2313,117.9611,,,,1.2801,-51.7863,4.161,3.5809,2.6156,16.0738,2.2846,2.429,0.668,2.207,7.3841,6.2833,3.3107,1.0722,2.4095,8.5805,2.3803,51.0849,1.6135,1.3636,,,,0.9326,14.0825,5.1788,3.621,1.3559,12.6205,2.1289,2.4559,0.4867,1.1261,2.1613,4.123,3.395,0.7286,2.5618,15.6235,1.831,197.9985,1.3185,0.7583,,,
2015/12/24,-2.5,3.0018,2.1297,-2.8243,-0.7156,0,1.9946,1.4286,-0.5217,0,-0.5769,-1.7663,6.1794,-0.692,-1.4798,1.0144,-0.7979,0,2.6442,-0.7576,,,,1.9989,1.8159,5.5399,6.7166,0.9132,,1.8598,4.5687,0.4216,,1.2723,2.0289,6.4214,1.0713,2.3515,2.035,1.5061,,2.5878,1.838,,,,9912184016,9021892179,4933448709,8923286540,11040477293,3972366359,5460966551,5157593915,9912184016,,4267184324,7677114768,4949817000,6701802545,3778951932,14223846000,8117312495,2103894000,8908579124,5253798052,,,,34.3812,-13.9,121.4987,891.46,30.0296,-61.6487,81.1174,23.1685,18.3173,48.0657,-9.272,280.7007,1164.1265,111.4745,47.4896,120.63,127.7934,252.0032,670.5042,117.0675,,,,1.2481,-53.3408,4.2496,3.4798,2.5969,16.0738,2.3302,2.4637,0.6649,2.2083,7.3415,6.1723,3.5153,1.0648,2.3738,8.6676,2.3613,51.0849,1.6562,1.3532,,,,0.9093,14.5053,5.2891,3.5187,1.3462,12.6205,2.1713,2.491,0.4845,1.1268,2.1489,4.0502,3.6048,0.7236,2.5239,15.782,1.8164,197.9985,1.3534,0.7526,,,
2015/12/25,-0.5574,-0.8427,-0.7583,-0.4306,0.9009,0,0.7111,1.3302,1.049,0,3.4816,0.8299,-0.5678,1.2195,1.9763,0.9205,0.5362,0,0,1.5267,,,,1.2861,0.8504,5.8368,3.8992,0.8258,,1.7875,3.9761,0.2829,,1.303,1.9043,6.4448,1.2238,1.9995,2.2009,1.2164,,2.2874,1.6598,,,,9856932154,8945864997,4896038671,8884865500,11139941053,3972366359,5499800091,5226200407,9856932154,,4415751670,7740825264,4921713000,6783531844,3853634776,14354776800,8160836959,2103894000,8908579124,5334008709,,,,34.1896,-13.7829,120.5773,887.6216,30.3002,-61.6487,81.6942,23.4767,18.4957,48.03,-9.5948,283.0302,1157.5168,112.834,48.4281,121.7404,128.4787,252.0032,670.5042,118.8548,,,,1.2411,-52.8913,4.2174,3.4648,2.6202,16.0738,2.3468,2.4965,0.6714,2.2067,7.5971,6.2235,3.4953,1.0778,2.4207,8.7473,2.374,51.0849,1.6562,1.3739,,,,0.9043,14.383,5.249,3.5036,1.3583,12.6205,2.1868,2.5241,0.4892,1.126,2.2237,4.0838,3.5843,0.7324,2.5738,15.9272,1.8262,197.9985,1.3534,0.7641,,,
2015/12/28,-4.7085,-4.4263,-2.9608,-3.6757,-1.4286,0,-0.8826,-3.3977,-8.9965,0,-3.7383,2.1948,-5.1392,-3.9587,-3.1783,-5.6385,-2.1333,0,-3.8642,-3.2581,,,,2.394,2.4065,5.49,6.5828,1.571,,3.3187,7.1312,1.612,,1.7257,4.6318,4.9623,1.9123,4.669,2.6558,1.9019,,2.1116,2.397,,,,9392816515,8549890095,4751074775,8558286660,10980799038,3972366359,5451258166,5048630663,9392816515,,4250676842,7910719920,4668777000,6514992718,3731154911,13545386400,7986739104,2103894000,8564336605,5160218952,,,,32.5798,-13.1728,117.0072,854.9955,29.8673,-61.6487,80.9732,22.679,16.8422,48.0599,-9.2361,289.2421,1098.0299,108.3672,46.8889,114.8761,125.7378,252.0032,644.5948,114.9823,,,,1.1827,-50.5501,4.0925,3.3375,2.5828,16.0738,2.3261,2.4117,0.6114,2.208,7.3131,6.3601,3.3157,1.0351,2.3438,8.2541,2.3233,51.0849,1.5922,1.3291,,,,0.8617,13.7464,5.0936,3.3748,1.3389,12.6205,2.1675,2.4384,0.4454,1.1267,2.1406,4.1734,3.4001,0.7034,2.492,15.0292,1.7872,197.9985,1.3011,0.7392,,,
2015/12/29,3.6471,-2.8529,2.8543,2.9181,5.9783,0,4.8976,1.0392,4.5627,0,0.9709,1.6107,1.2792,2.8674,2.4019,1.9332,4.0872,0,0.9744,10.1036,,,,2.2199,1.8361,4.0065,6.9251,2.787,,3.1699,3.6732,0.8792,,1.1295,2.9931,2.8278,1.6896,3.3896,1.9794,4.0762,,1.536,4.4431,,,,9735378058,8305969555,4886686162,8808023420,11637259850,3972366359,5718238753,5101094451,9735378058,,4291945549,8038140912,4728498000,6701802545,3820774325,13807248000,8313172582,2103894000,8647789337,5681588224,,,,33.768,-12.797,120.347,879.9449,31.6528,-61.6487,84.9389,22.9147,17.6425,48.1468,-9.3258,293.901,1112.0754,111.4745,48.0151,117.0969,130.8769,252.0032,650.8759,126.5997,,,,1.2258,-49.108,4.2093,3.4349,2.7372,16.0738,2.44,2.4368,0.6404,2.212,7.3841,6.4626,3.3581,1.0648,2.4001,8.4137,2.4183,51.0849,1.6077,1.4634,,,,0.8931,13.3542,5.239,3.4733,1.419,12.6205,2.2736,2.4637,0.4666,1.1287,2.1613,4.2407,3.4436,0.7236,2.5518,15.3197,1.8602,197.9985,1.3137,0.8138,,,
2015/12/30,1.1351,4.9962,-1.0526,0.1091,-0.6838,0,2.7165,1.5823,0.9091,0,1.7308,4.4914,0.3715,1.0453,2.0328,1.6379,2.356,0,0,10.1176,,,,2,0.8952,4.4056,4.6168,2.1055,,3.2957,4.42,0.584,,1.3407,4.996,2.3158,2.442,2.4143,2.0121,6.555,,1.5453,12.7165,,,,9845881782,8720951253,4835247360,8817628680,11557688842,3972366359,5873572913,5181807971,9845881782,,4366229222,8399167056,4746063000,6771856230,3898444483,14033401200,8509032669,2103894000,8647789337,6256431268,,,,34.1513,-13.4364,119.0802,880.9045,31.4364,-61.6487,87.2462,23.2773,17.8123,48.1721,-9.4872,307.1013,1116.2064,112.6398,48.9912,119.0149,133.9604,252.0032,650.8759,139.4086,,,,1.2397,-51.5615,4.165,3.4386,2.7185,16.0738,2.5063,2.4753,0.6466,2.2132,7.5119,6.7528,3.3706,1.0759,2.4489,8.5515,2.4752,51.0849,1.6077,1.6115,,,,0.9032,14.0214,5.1838,3.4771,1.4093,12.6205,2.3354,2.5027,0.4711,1.1293,2.1987,4.4311,3.4564,0.7312,2.6037,15.5706,1.9041,197.9985,1.3137,0.8962,,,
2015/12/31,0.1122,-2.2158,-4.8356,-2.7233,-3.0981,0,-3.4711,-2.648,-1.2613,0,-0.7561,-2.2756,-2.9608,-0.5172,-2.4521,-2.799,-2.8133,0,-0.7238,-3.4188,,,,1.5719,1.5482,6.5081,4.0705,1.7162,,2.0777,3.8123,0.3396,,1.2815,2.6198,2.5356,1.1606,2.1405,1.4127,3.4035,,1.178,14.4483,,,,9856932154,8528029953,4601434625,8575487930,11199619308,3674049455,5669696828,5086611575,9856932154,,4333214256,8208035568,4605543000,6736829388,3802850442,13640608800,8269648118,2103894000,8585199788,6042536182,,,,34.1896,-13.1386,113.322,856.9147,30.4625,-61.6487,84.2179,22.6609,17.597,48.198,-9.4154,300.1129,1083.1581,112.0572,47.7899,115.6837,130.1917,252.0032,646.1651,134.6425,,,,1.2411,-50.419,3.9636,3.345,2.6343,16.0738,2.4193,2.4098,0.6388,2.2144,7.4551,6.5992,3.2708,1.0703,2.3888,8.3121,2.4056,51.0849,1.5961,1.5564,,,,0.9043,13.7107,4.9332,3.3824,1.3656,12.6205,2.2543,2.4364,0.4654,1.1299,2.1821,4.3303,3.3541,0.7274,2.5398,15.1348,1.8505,197.9985,1.3042,0.8655,,,
2016/1/4,-7.5112,-5.0149,-9.9593,-9.9664,-9.7691,0,-10.0171,-10,-2.9197,0,-4.9524,-9.5731,-9.9924,-9.7054,-9.5051,-10.0349,-8.9474,0,-9.842,-9.9558,,,,1.7508,1.1127,4.1392,4.8229,1.2326,,1.7658,3.6971,0.9745,,1.615,2.5254,2.317,1.1669,2.8011,1.5162,2.512,,1.7453,6.2087,,,,9116557205,8100361289,4143161664,7720820040,10105517955,3674049455,5101756307,4577950418,9116557205,,4118616979,7422272784,4145340000,6082994993,3441385475,12271786800,7529732234,2103894000,7740240878,5440956252,,,,7.4368,54.7043,214.6691,755.7597,19.3295,521.4627,58.0006,20.6038,4.0238,30.2063,133.2514,-50.6585,-26.7115,94.2006,39.1209,356.5491,62.3433,237.0156,-19.848,141.1474,,,,0.9469,232.3629,3.511,2.9996,1.8446,15.5931,2.1017,1.6606,0.5123,2.0742,2.5751,6.7642,3.3226,0.959,1.7774,5.3847,2.1299,42.0267,1.4815,1.3882,,,,0.7911,14.5508,4.6422,2.9773,1.1904,13.0244,1.7288,2.3625,0.4281,1.2249,2.2101,3.515,2.937,0.646,2.4669,10.1197,1.3317,153.7073,1.3055,0.7709,,,
