ÈÕÆÚ,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH
2015/3/20,-1,0.9102,0.6648,-0.8244,-0.4751,-1.0046,-2.924,,-0.6726,-0.672,1.5254,,4.9437,2.2343,5.3953,5.0696,2.6593,2.4844,2.7178,,0.5925,2.415,4.3384,,5939158104,11216581053,4712052192,6213929451,3166161936,17169258593,6491655461,,5939158104,29009028692,27613886942,,226.5019,130.1949,46.8973,-19.7141,78.9372,26.0887,78.1983,,80.3331,20.7201,469.7983,,2.9047,7.4308,9.124,9.735,2.1041,3.871,4.7793,,1.0302,2.6809,1.9678,,0.6137,5.0105,5.1812,5.1291,1.0363,2.4433,8.0227,,0.2176,1.0001,0.4647,
2015/3/23,1.2121,2.87,-0.9356,5.4032,2.7446,2.952,1.9578,,1.8059,4.1498,1.1686,,5.6178,3.5904,3.9465,12.1036,3.1107,2.7928,2.4007,,1.3364,4.47,5.0755,,6011147899,11538500148,4667965848,6549677926,3253061368,17676100175,6618751125,,6011147899,30212831416,27936586789,,229.2474,133.9316,46.4585,-20.7793,81.1038,26.8589,79.7293,,81.7436,21.5799,475.2885,,2.9399,7.644,9.0387,10.261,2.1619,3.9853,4.8729,,1.0483,2.7922,1.9908,,0.6211,5.1543,5.1328,5.4063,1.0648,2.5155,8.1798,,0.2215,1.0416,0.4701,
2015/3/24,-3.3932,4.7429,-3.6944,-3.1546,-1.1614,1.2545,-1.1817,,-0.4435,0.0433,0.6601,,7.3093,4.5284,5.1192,12.9873,4.3484,3.414,2.811,,1.2663,3.3591,5.8832,,5807176813,12085762610,4495510443,6343063480,3215279006,17897843367,6540538409,,5807176813,30225916228,28120986702,,221.4685,140.2838,44.7421,-20.1238,80.1618,27.1958,78.7871,,81.3163,21.5893,478.4257,,2.8401,8.0066,8.7048,9.9373,2.1368,4.0353,4.8153,,1.0428,2.7934,2.0039,,0.6,5.3987,4.9431,5.2357,1.0524,2.547,8.0831,,0.2203,1.042,0.4732,
2015/3/25,1.2397,5.0609,-1.096,-2.8502,3.1727,2.8319,-2.3617,,-0.8909,6.1039,3.6066,,5.3386,4.0521,3.5576,11.1667,3.9851,3.1228,2.9265,,0.4231,3.9327,6.5357,,5879166608,12697408891,4446237470,6162275840,3317291384,18404684949,6386068294,,5879166608,32070874751,29135186222,,224.214,147.3834,44.2517,-19.5502,82.7051,27.966,76.9264,,80.6174,22.9071,495.6804,,2.8753,8.4118,8.6093,9.6541,2.2046,4.1496,4.7016,,1.0338,2.9639,2.0762,,0.6075,5.672,4.889,5.0865,1.0858,2.6191,7.8922,,0.2184,1.1056,0.4903,
2015/3/26,-1.0204,-0.3622,-3.4996,-1.5926,-0.1139,-2.1515,-2.9394,,-0.4494,-6.5687,-2.5316,,3.956,2.7394,4.0184,7.1576,3.6343,2.4968,2.6934,,0.5118,4.3999,4.5039,,5819175112,12651420449,4290638609,6064133978,3313513147,18008714963,6198357775,,5819175112,29964219984,28397586571,,221.9261,146.8496,42.7031,-19.2389,82.6109,27.3643,74.6652,,80.2155,21.4024,483.1315,,2.846,8.3813,8.3081,9.5004,2.202,4.0603,4.5634,,1.0287,2.7692,2.0236,,0.6013,5.6514,4.7179,5.0055,1.0845,2.5628,7.6603,,0.2173,1.033,0.4779,
2015/3/27,0.9278,-1.9993,2.7199,1.1925,0.5701,-1.9349,1.8927,,1.1287,0.3057,-1.461,,3.2347,2.2375,4.7399,4.9997,2.0137,1.7912,1.795,,0.537,3.9811,3.4486,,5873167458,12398484017,4407337755,6136449034,3332404328,17660261376,6315676849,,5873167458,30055813669,27982686767,,223.9852,143.9137,43.8646,-19.4683,83.0819,26.8348,76.0785,,81.1557,21.4678,476.0728,,2.8724,8.2138,8.534,9.6137,2.2146,3.9817,4.6498,,1.0408,2.7777,1.994,,0.6068,5.5384,4.8462,5.0652,1.0907,2.5132,7.8052,,0.2199,1.0362,0.4709,
2015/3/30,1.8386,0.1855,-1.0003,-1.1785,2.2676,0.5381,-0.031,,0,0.7836,0.4942,,4.3501,2.0537,5.6138,7.4707,2.7791,2.0415,1.2045,,0.5394,2.8227,3.4976,,5981152151,12421478238,4363251411,6064133978,3407969052,17755294172,6313721531,,5981152151,30291340289,28120986702,,228.1034,144.1806,43.4258,-19.2389,84.9658,26.9792,76.0549,,81.1639,21.636,478.4257,,2.9252,8.229,8.4487,9.5004,2.2648,4.0032,4.6483,,1.0409,2.7995,2.0039,,0.618,5.5487,4.7977,5.0055,1.1155,2.5267,7.8028,,0.2199,1.0443,0.4732,
2015/3/31,-1.6048,0.5553,-0.6835,9.9659,2.5499,0.0892,2.4156,,0,0.3456,-1.3115,,4.6457,1.8023,3.5389,20.7063,3.8604,2.3857,2.385,,0.8418,2.7742,4.0007,,5885165758,12490460902,4333428296,6668481232,3494868485,17771132972,6466236328,,5885165758,30396018787,27752186876,,224.4428,144.9813,43.129,-21.1562,87.1324,27.0033,77.8921,,81.1875,21.7108,472.1513,,2.8783,8.2747,8.3909,10.4472,2.3226,4.0067,4.7606,,1.0412,2.8091,1.9776,,0.6081,5.5795,4.7649,5.5043,1.1439,2.529,7.9913,,0.22,1.0479,0.467,
2015/4/1,3.262,1.215,4.5781,3.2533,1.8378,1.7825,5.0197,,8.2589,2.8842,1.495,,5.1867,1.8862,6.5075,19.8133,2.9676,2.3744,2.5808,,3.6614,2.5901,3.927,,6077138545,12642222761,4531816844,6885426400,3559098500,18087908960,6790819101,,6077138545,31272701206,28167086680,,231.7641,146.7429,45.1035,-21.8445,88.7337,27.4846,81.802,,87.9116,22.337,479.21,,2.9722,8.3752,8.7751,10.787,2.3653,4.0781,4.9996,,1.1274,2.8901,2.0072,,0.6279,5.6473,4.9831,5.6834,1.1649,2.5741,8.3924,,0.2382,1.0781,0.474,
2015/4/2,9.9704,-0.5457,-2.1173,-0.15,3.8217,0.1751,1.8716,,7.0103,1.59,2.946,,9.2083,1.9633,4.8861,11.3559,5.7658,2.6952,1.4462,,1.8585,2.6477,5.1574,,6683052654,12573240097,4435864213,6875095677,3695115004,18119586559,6917914766,,6683052654,31769924070,28996886288,,254.8719,145.9422,44.1485,-21.8117,92.1248,27.5327,83.333,,94.0329,22.6921,493.3275,,3.2685,8.3295,8.5893,10.7708,2.4556,4.0853,5.0932,,1.2059,2.9361,2.0663,,0.6905,5.6165,4.8776,5.6749,1.2094,2.5786,8.5495,,0.2548,1.0952,0.488,
2015/4/3,4.7576,3.8771,2.1923,1.127,3.0675,6.7308,7.4618,,0.578,-1.8122,0,,6.8362,2.4853,3.7708,10.3992,4.7926,4.1554,2.2923,,1.1962,2.372,4.1687,,7001007583,13060717585,4533113501,6952576094,3808462090,19339174116,7434118694,,7001007583,31194192332,28996886288,,266.9977,151.6005,45.1164,-22.0575,94.9508,29.3859,89.5512,,94.5048,22.2809,493.3275,,3.424,8.6525,8.7776,10.8922,2.531,4.3603,5.4732,,1.2119,2.8829,2.0663,,0.7234,5.8343,4.9845,5.7388,1.2465,2.7521,9.1875,,0.256,1.0754,0.488,
2015/4/7,-0.1714,0.0352,2.2025,3.1947,1.6865,2.3751,-0.0263,,-2.8736,0.3356,1.2719,,5.2715,2.3843,5.6796,12.4681,5.0599,3.2234,1.7879,,1.1047,2.6531,4.6067,,6989009284,13065316429,4632956104,7174686623,3872692105,19798499300,7432163376,,6989009284,31298870830,29365686113,,266.5401,151.6539,46.1101,-22.7622,96.5521,30.0839,89.5276,,91.73,22.3557,499.6019,,3.4181,8.6555,8.9709,11.2402,2.5737,4.4638,5.4718,,1.1764,2.8926,2.0926,,0.7221,5.8363,5.0943,5.9221,1.2676,2.8175,9.1851,,0.2485,1.079,0.4942,
2015/4/8,-3.7768,-4.1183,-3.0227,-3.8877,-3.5122,-1.2,0,,-5.7199,-3.2191,-3.2967,,5.182,2.8127,4.1801,9.2184,5.4588,2.7965,,,2.5284,3.3111,4.5688,,6725046702,12527251655,4492917129,6895757122,3736675602,19560917308,7432163376,,6725046702,30291340289,28397586571,,256.4734,145.4084,44.7163,-21.8773,93.161,29.7228,89.5276,,86.5345,21.636,483.1315,,3.289,8.2991,8.6997,10.8032,2.4833,4.4103,5.4718,,1.1097,2.7995,2.0236,,0.6949,5.596,4.9403,5.6919,1.223,2.7837,9.1851,,0.2344,1.0443,0.4779,
2015/4/9,3.9251,-1.395,-4.127,-4.8689,-3.8423,-2.915,0,,4.6025,-5.2268,0.974,,4.5931,2.5398,3.2377,9.3904,5.4875,2.6921,,,1.3169,2.6384,4.5076,,6989009284,12352495575,4307495152,6560008648,3593102626,18990720529,7432163376,,6989009284,28708078011,28674186440,,266.5401,143.3799,42.8709,-20.8121,89.5815,28.8564,89.5276,,90.5356,20.5052,487.8373,,3.4181,8.1833,8.3407,10.2772,2.3879,4.2817,5.4718,,1.161,2.6531,2.0433,,0.7221,5.5179,4.7364,5.4148,1.176,2.7025,9.1851,,0.2453,0.9897,0.4825,
2015/4/10,8.412,1.6381,4.0638,1.8898,3.0494,1.0842,0,,10,2.7803,4.8232,,6.9544,1.7192,3.4038,6.3825,3.3267,1.8493,,,1.6304,2.1906,6.0694,,7576925945,12554844721,4482543871,6683977315,3702671476,19196624921,7432163376,,7576925945,29506251556,30057185786,,288.9615,145.7287,44.6131,-21.2054,92.3132,29.1693,89.5276,,99.6445,21.0753,511.3665,,3.7057,8.3173,8.6796,10.4714,2.4607,4.3281,5.4718,,1.2779,2.7269,2.1419,,0.7829,5.6083,4.9289,5.5171,1.2119,2.7318,9.1851,,0.27,1.0172,0.5058,
2015/4/13,8.076,-0.5128,2.6613,0.8501,2.1429,6.9307,0,,10,1.3747,-0.7669,,7.127,1.8182,5.2683,7.8685,3.6482,3.1455,,,1.0316,3.1121,4.6111,,8188839204,12490460902,4601836332,6740796288,3782014436,20527084074,7432163376,,8188839204,29911880735,29826685895,,312.2981,144.9813,45.8003,-21.3856,94.2914,31.1909,89.5276,,109.6532,21.365,507.445,,4.0049,8.2747,8.9106,10.5604,2.5134,4.6281,5.4718,,1.4062,2.7644,2.1255,,0.8461,5.5795,5.06,5.564,1.2379,2.9212,9.1851,,0.2971,1.0312,0.5019,
2015/4/14,-0.5128,3.6819,1.0144,0.6897,-0.999,1.8519,0,,5.124,-4.0682,0.7728,,5.5949,2.8733,3.7475,9.8896,3.6166,3.2068,,,6.4787,3.1254,5.5947,,8146845157,12950345324,4648515990,6787284538,3744232074,20907215261,7432163376,,8146845157,28694993198,30057185786,,310.6966,150.3194,46.2649,-21.5331,93.3494,31.7686,89.5276,,115.2922,20.4958,511.3665,,3.9844,8.5793,9.001,10.6333,2.4883,4.7138,5.4718,,1.4785,2.6519,2.1419,,0.8418,5.7849,5.1114,5.6024,1.2255,2.9753,9.1851,,0.3124,0.9892,0.5058,
2015/4/15,2.3564,-2.8764,-0.6974,-2.3592,-4.44,-5.303,0,,10.0629,-3.9216,-5.5215,,6.1562,2.1723,4.08,7.6444,3.182,2.4916,,,4.1462,2.2357,4.6493,,8338817944,12577838942,4616099561,6627158343,3577989681,19798499300,7432163376,,8338817944,27569699348,28397586571,,318.0178,145.9956,45.9423,-21.0251,89.2047,30.0839,89.5276,,126.7402,19.6921,483.1315,,4.0783,8.3326,8.9382,10.3824,2.3778,4.4638,5.4718,,1.6253,2.5479,2.0236,,0.8616,5.6185,5.0757,5.4702,1.1711,2.8175,9.1851,,0.3434,0.9504,0.4779,
2015/4/16,-0.1439,2.4497,-1.4607,1.9486,-0.1056,3.68,0,,10,3.7969,0.8117,,4.5785,1.8984,2.5355,7.1154,2.6017,2.4665,,,3.7476,2.0507,2.7914,,8326819645,12885987787,4548673387,6756292371,3574211445,20527084074,7432163376,,8326819645,28616484325,28628086462,,317.5603,149.572,45.2712,-21.4348,89.1105,31.1909,89.5276,,139.3367,20.4397,487.053,,4.0724,8.5367,8.8077,10.5847,2.3753,4.6281,5.4718,,1.7869,2.6447,2.04,,0.8604,5.7562,5.0016,5.5768,1.1699,2.9212,9.1851,,0.3775,0.9865,0.4818,
2015/4/17,6.7723,4.0328,8.8655,-2.0642,0.5285,-0.6944,0,,10,1.9662,4.3478,,6.3723,3.3767,9.7744,8.4109,3.1409,2.7127,,,4.8255,2.5778,6.5154,,8890739707,13405658244,4951933770,6616827620,3593102626,20384534879,7432163376,,8890739707,29179131251,29872785874,,339.0665,173.0343,49.2847,-20.9923,89.5815,30.9743,89.5276,,153.1696,20.8416,508.2293,,4.3482,9.8758,9.5885,10.3662,2.3879,4.596,5.4718,,1.9643,2.6967,2.1287,,0.9186,6.6591,5.445,5.4617,1.176,2.9009,9.1851,,0.415,1.0059,0.5027,
2015/4/20,-1.4845,-4.2882,-0.4713,-5.1522,-3.47,-7.5369,0,,-6.0213,-1.3901,2.9321,,6.3575,2.879,6.215,7.4212,3.215,3.994,,,8.8782,2.0316,8.2845,,8758758416,12830801544,4928593941,6275913785,3468420832,18848171334,7432163376,,8758758416,28773502072,30748685459,,334.0331,165.6143,49.0524,-19.9108,86.473,28.6398,89.5276,,143.9286,20.5519,523.131,,4.2837,9.4523,9.5433,9.8321,2.305,4.2496,5.4718,,1.8458,2.6592,2.1912,,0.905,6.3736,5.4193,5.1803,1.1352,2.6823,9.1851,,0.3899,0.9919,0.5175,
2015/4/21,2.3288,3.5484,0,4.0329,3.8126,6.3025,0,,6.1558,9.095,10.045,,4.6458,2.0387,,4.9794,2.2774,2.68,,,2.0757,4.9248,7.1979,,8962729502,13286088050,4928593941,6529016481,3600659099,20036081292,7432163376,,8962729502,31390464516,33837383999,,341.812,171.4909,49.0524,-20.7137,89.7699,30.4449,89.5276,,152.864,22.4211,575.6794,,4.3834,9.7877,9.5433,10.2287,2.3929,4.5174,5.4718,,1.9603,2.901,2.4113,,0.9261,6.5997,5.4193,5.3892,1.1785,2.8513,9.1851,,0.4142,1.0822,0.5694,
2015/4/22,-0.4016,0.5884,0,3.1646,4.9318,2.2925,0,,-2.2485,3.3347,2.1798,,4.024,1.9435,,7.3247,4.1861,3.3433,,,3.2139,4.6465,11.1312,,8926734605,13364268562,4928593941,6735630927,3778236200,20495406475,7432163376,,8926734605,32437249493,34574983650,,340.4392,172.5,49.0524,-21.3692,94.1972,31.1428,89.5276,,149.4514,23.1688,588.2283,,4.3658,9.8453,9.5433,10.5524,2.5109,4.6209,5.4718,,1.9166,2.9978,2.4638,,0.9223,6.6386,5.4193,5.5597,1.2366,2.9167,9.1851,,0.4049,1.1183,0.5818,
2015/4/23,-2.8898,-1.6862,0,4.1411,0.4,-1.391,0,,-3.8741,1.3715,2.5333,,5.0354,2.6081,,14.3487,4.0852,2.7601,,,2.1011,3.1039,7.447,,8668771172,13138924735,4928593941,7014560428,3793349145,20210308085,7432163376,,8668771172,32882133109,35450883236,,330.6013,169.5914,49.0524,-22.2542,94.574,30.7096,89.5276,,143.6397,23.4865,603.1301,,4.2397,9.6793,9.5433,10.9893,2.5209,4.5567,5.4718,,1.8421,3.0389,2.5262,,0.8957,6.5266,5.4193,5.79,1.2416,2.8761,9.1851,,0.3892,1.1336,0.5966,
2015/4/24,-4.2907,0.21,0,10.0147,2.2908,-1.6458,0,,-1.7632,9.9881,-1.9506,,5.3576,1.9372,,18.5183,5.0118,2.3657,,,1.4446,4.8373,5.919,,8296823897,13166517857,4928593941,7717049543,3880248577,19877693297,7432163376,,8296823897,36166420976,34759383563,,316.4163,169.9476,49.0524,-24.4829,96.7405,30.2042,89.5276,,141.0178,25.8324,591.3655,,4.0578,9.6996,9.5433,12.0899,2.5787,4.4817,5.4718,,1.8084,3.3424,2.477,,0.8573,6.5403,5.4193,6.3698,1.27,2.8288,9.1851,,0.3821,1.2468,0.5849,
2015/4/27,-0.94,0.8383,1.1105,-0.4685,3.6027,-1.1952,0,,-3.8462,-1.4472,0.6631,,3.2941,1.8965,7.256,18.7695,5.3271,1.9613,,,1.9168,3.9992,5.0229,,8218834952,13276890343,4958417056,7680892015,4020043317,19640111306,7432163376,,8218834952,35643028487,34989883454,,313.442,171.3722,49.3493,-24.3681,100.2258,29.8432,89.5276,,135.5477,25.4585,595.2871,,4.0196,9.7809,9.6011,12.0332,2.6716,4.4281,5.4718,,1.7383,3.294,2.4934,,0.8492,6.5952,5.4521,6.34,1.3158,2.795,9.1851,,0.3672,1.2288,0.5888,
2015/4/28,-3.5036,-6.1309,9.9895,-5.8507,-6.203,-6.0484,0,,2.6667,-7.3789,-5.4018,,4.3948,3.1814,9.3456,10.6015,4.0618,2.6675,,,1.9644,3.4217,5.6712,,7930875771,12462893256,5453740099,7231505596,3770679728,18452201348,7432163376,,7930875771,33012981231,33099784348,,302.4601,160.8655,54.279,-22.9424,94.0088,28.0382,89.5276,,139.1288,23.58,563.1306,,3.8788,9.1813,10.5602,11.3292,2.5059,4.1603,5.4718,,1.7842,3.051,2.3587,,0.8194,6.1908,5.9968,5.969,1.2342,2.6259,9.1851,,0.3769,1.1381,0.557,
2015/4/29,9.9849,1.9926,7.1327,4,0.8016,1.5451,0,,8.8312,3.8446,10.0279,,6.2307,1.6048,6.8661,8.0108,2.8003,1.6465,,,2.5391,2.0855,6.9049,,8722763518,12711231350,5842737253,7520765820,3800905617,18737299738,7432163376,,8722763518,34282208016,36418982778,,332.6604,164.0709,58.1506,-23.8601,94.7624,28.4714,89.5276,,151.3177,24.4866,619.6005,,4.2661,9.3642,11.3134,11.7824,2.5259,4.2246,5.4718,,1.9405,3.1683,2.5952,,0.9013,6.3142,6.4245,6.2078,1.2441,2.6665,9.1851,,0.41,1.1819,0.6129,
2015/4/30,9.9725,0.398,3.8171,2.3352,-2.3857,0.6762,0,,4.6539,3.1679,1.519,,7.5712,1.4741,5.1261,9.7805,2.9682,1.8494,,,2.5278,2.8955,9.4557,,9592640210,12761818740,6065762288,7696388099,3710227948,18864010133,7432163376,,9592640210,35368247431,36972182516,,365.8349,164.7239,60.3702,-24.4173,92.5016,28.6639,89.5276,,158.2737,25.2623,629.0121,,4.6915,9.4015,11.7453,12.0575,2.4657,4.2531,5.4718,,2.0297,3.2686,2.6346,,0.9911,6.3393,6.6697,6.3528,1.2144,2.6845,9.1851,,0.4288,1.2193,0.6222,
2015/5/4,1.0006,10.018,-3.1637,-1.9463,1.833,-0.8396,0,,2.5086,-0.7769,0.8728,,5.774,4.7603,3.3231,6.3004,2.6726,1.1136,,,2.7886,1.6857,4.9732,,9688626604,14040300041,5873857025,7546592626,3778236200,18705622139,7432163376,,9688626604,35093466374,37294882364,,369.4955,181.226,58.4603,-23.9421,94.1972,28.4232,89.5276,,162.3037,25.066,634.5023,,4.7385,10.3433,11.3737,11.8228,2.5109,4.2174,5.4718,,2.0814,3.2433,2.6576,,1.0011,6.9744,6.4587,6.2291,1.2366,2.662,9.1851,,0.4397,1.2098,0.6276,
2015/5/5,4.0248,-1.5722,-4.1943,-4.9281,-4.6,-3.8103,0,,8.2314,-6.8233,-5.3152,,7.1436,3.9364,4.1504,5.9914,2.7495,1.5832,,,5.5559,2.2528,4.4901,,10078571328,13819555068,5627492161,7174686623,3604437335,17992876164,7432163376,,10078571328,32698945738,35312583301,,384.3669,178.3767,56.0083,-22.7622,89.8641,27.3402,89.5276,,175.668,23.3557,600.7772,,4.9292,10.1807,10.8966,11.2402,2.3954,4.0567,5.4718,,2.2528,3.022,2.5164,,1.0414,6.8647,6.1878,5.9221,1.1798,2.5605,9.1851,,0.4759,1.1273,0.5943,
2015/5/6,2.5,-0.4326,-1.4747,-0.6479,-3.5639,-0.7923,0,,7.0915,-2.1609,-3.7859,,4.6989,3.2512,2.8016,5.957,2.5417,1.4672,,,3.172,1.5109,4.5443,,10330535611,13759769971,5544506102,7128198373,3475977304,17850326969,7432163376,,10330535611,31992365878,33975683933,,393.9761,177.605,55.1824,-22.6147,86.6614,27.1236,89.5276,,188.0896,22.851,578.0324,,5.0524,10.1367,10.7359,11.1674,2.31,4.0246,5.4718,,2.4121,2.9567,2.4211,,1.0674,6.835,6.0966,5.8838,1.1377,2.5403,9.1851,,0.5096,1.1029,0.5718,
2015/5/7,-2.8455,1.0361,2.8531,1.5942,-1.9565,0.1775,0,,9.9808,1.5951,-2.578,,4.9382,2.0598,2.6221,5.3704,2.3369,1.0176,,,6.108,2.1014,2.6956,,10036577281,13902334433,5702698278,7241836318,3407969052,17882004568,7432163376,,10036577281,32502673554,33099784348,,382.7654,179.4452,56.7568,-22.9752,84.9658,27.1717,89.5276,,206.7026,23.2155,563.1306,,4.9086,10.2417,11.0423,11.3454,2.2648,4.0317,5.4718,,2.6508,3.0038,2.3587,,1.037,6.9058,6.2705,5.9776,1.1155,2.5448,9.1851,,0.56,1.1205,0.557,
2015/5/8,8.6671,2.3817,9.0041,5.2782,3.8803,3.8973,0,,10.0349,3.2609,7.2423,,5.3322,2.4694,3.3388,8.0968,1.7707,1.4612,,,2.9713,2.1932,5.2654,,10906453973,14233451892,6216174521,7624073043,3540207319,18578911743,7437237141,,10906453973,33562543344,35496983214,,415.9399,183.7191,61.8672,-24.1879,88.2628,28.2307,89.5276,,227.5229,23.9725,603.9144,,5.3341,10.4856,12.0365,11.9442,2.3527,4.1889,5.4718,,2.9178,3.1018,2.5295,,1.1269,7.0703,6.8351,6.2931,1.1587,2.6439,9.1851,,0.6164,1.157,0.5974,
2015/5/11,10.011,10.0162,2.4197,4.1328,2.6681,3.4101,0,,9.9921,10.0195,5.1948,,7.4044,3.1387,2.8435,12.2267,2.5887,1.9983,,,0.3703,4.2757,5.3045,,11998299200,15659096508,6366586754,7939160072,3634663224,19212463721,7437237141,,11998299200,36925340085,37340982342,,457.5796,202.1207,63.3642,-25.1875,90.6177,29.1934,89.5276,,250.1873,26.3745,635.2866,,5.8681,11.5359,12.3278,12.4379,2.4155,4.3317,5.4718,,3.2084,3.4125,2.6609,,1.2397,7.7785,7.0005,6.5532,1.1897,2.7341,9.1851,,0.6778,1.273,0.6284,
2015/5/12,3.25,9.8972,9.6945,-1.6916,1.7672,0.0824,0,,6.3446,7.5478,1.4815,,8.849,3.9843,3.21,9.7325,3.1904,1.757,,,6.7821,4.7897,6.0505,,12388243924,17208910171,6983795571,7804860683,3698893240,19228302520,7437237141,,12388243924,39712405088,37894182080,,472.451,222.125,69.5071,-24.7614,92.219,29.2174,89.5276,,266.2092,28.3652,644.6982,,6.0588,12.6776,13.5229,12.2275,2.4582,4.3353,5.4718,,3.4139,3.6701,2.7003,,1.28,8.5483,7.6792,6.4423,1.2107,2.7364,9.1851,,0.7212,1.3691,0.6377,
2015/5/13,-2.3729,-4.1154,3.0078,2.912,1.3279,5.6013,0,,1.6949,-0.5931,-2.7981,,4.3526,2.4592,2.8793,12.3534,3.2035,3.6568,,,3.2671,3.2954,4.0063,,12094285594,16500686717,7193854035,8032136573,3748010310,20305340882,7437237141,,12094285594,39476878468,36833882582,,461.2403,212.9835,71.5977,-25.4825,93.4436,30.854,89.5276,,270.5977,28.1969,626.6592,,5.915,12.1559,13.9296,12.5835,2.4908,4.5781,5.4718,,3.4702,3.6484,2.6248,,1.2496,8.1965,7.9102,6.6299,1.2268,2.8896,9.1851,,0.7331,1.3609,0.6199,
2015/5/14,0.1488,-0.0279,-1.6943,1.7363,1.8145,1.3261,0,,6.4,8.419,3.6295,,4.5787,1.4444,2.0391,11.2014,3.7615,3.1143,,,3.976,2.9246,6.4256,,12112283042,16496087863,7071968260,8171601323,3816018562,20574600473,7360927683,,12112283042,42800420772,38170781950,,461.9266,212.9242,70.3846,-25.925,95.1391,31.2631,88.609,,287.7809,30.5708,649.4041,,5.9238,12.1525,13.6936,12.802,2.536,4.6388,5.4156,,3.6905,3.9555,2.7201,,1.2515,8.1943,7.7761,6.745,1.249,2.9279,9.0908,,0.7797,1.4755,0.6424,
2015/5/15,-3.5661,-1.5891,1.7602,2.2124,-2.7723,-1.0008,0,,3.3208,-1.712,-4.3478,,3.1978,2.0931,2.7916,12.7227,3.7795,2.8658,,,4.4824,2.4102,4.1802,,11680344271,16233953208,7196447349,8352388963,3710227948,20368696080,7360927683,,11680344271,42067671287,36511182734,,445.4538,209.5407,71.6235,-26.4985,92.5016,30.9503,88.609,,297.3337,30.0474,621.1691,,5.7126,11.9594,13.9346,13.0852,2.4657,4.5924,5.4156,,3.813,3.8878,2.6018,,1.2069,8.064,7.913,6.8943,1.2144,2.8986,9.0908,,0.8056,1.4503,0.6144,
2015/5/18,-3.9034,-2.2663,-2.8829,3.4014,4.5825,10.0311,0,,-10.0061,0.4355,-1.5152,,4.9882,2.3491,2.8664,10.3733,5.8644,3.8158,,,2.7995,2.2725,2.8371,,11224408902,15866044920,6988982200,8636483826,3880248577,22411901208,7360927683,,11224408902,42250858658,35957982996,,428.0657,204.7919,69.5587,-27.3998,96.7405,34.0549,88.609,,267.5518,30.1783,611.7574,,5.4896,11.6883,13.5329,13.5303,2.5787,5.053,5.4156,,3.4311,3.9047,2.5624,,1.1597,7.8813,7.6849,7.1287,1.27,3.1894,9.0908,,0.7249,1.4566,0.6051,
2015/5/19,1.7638,1.5072,1.039,-0.4187,3.0185,0,0,,-1.5499,1.2078,2.8205,,4.7927,2.111,1.5027,7.6669,5.2255,,,,2.8934,1.7861,2.9435,,11422380838,16105185307,7061595002,8600326298,3997373900,22411901208,7360927683,,11422380838,42761166335,36972182516,,435.6158,207.8786,70.2814,-27.2851,99.6606,34.0549,88.609,,263.4786,30.5428,629.0121,,5.5864,11.8645,13.6735,13.4737,2.6565,5.053,5.4156,,3.3789,3.9519,2.6346,,1.1802,8.0001,7.7647,7.0989,1.3084,3.1894,9.0908,,0.7138,1.4742,0.6222,
2015/5/20,2.7311,4.8544,4.5905,-2.4024,1.3233,0,0,,0.616,8.0477,0.2494,,4.4559,2.5119,3.2814,10.4408,5.7401,,,,2.0189,2.2277,4.5678,,11734336618,16886990419,7385759297,8393711853,4050269206,22411901208,7360927683,,11734336618,46202471949,37064382473,,447.5129,217.9698,73.5077,-26.6296,100.9794,34.0549,88.609,,265.179,33.0008,630.5808,,5.739,12.4404,14.3012,13.15,2.6917,5.053,5.4156,,3.4007,4.2699,2.6412,,1.2124,8.3884,8.1212,6.9284,1.3257,3.1894,9.0908,,0.7184,1.5928,0.6237,
2015/5/21,-1.1759,3.5948,10.007,1.7231,4.1045,0,0,,-6.3946,-0.9629,0.8706,,3.1678,2.1706,3.0078,7.9457,4.218,,,,1.7697,2.508,3.8458,,11596356177,17494039094,8124853890,8538341964,4216511599,22411901208,7360927683,,11596356177,45757588333,37387082320,,442.2507,225.8053,80.8636,-27.0885,105.124,34.0549,88.609,,248.2724,32.683,636.0709,,5.6715,12.8876,15.7323,13.3766,2.8021,5.053,5.4156,,3.1839,4.2288,2.6642,,1.1982,8.69,8.9339,7.0477,1.3801,3.1894,9.0908,,0.6726,1.5775,0.6292,
