ÈÕÆÚ,000157.SZ,000425.SZ,000528.SZ,000551.SZ,000584.SZ,000680.SZ,000821.SZ,000852.SZ,000856.SZ,002006.SZ,002009.SZ,002021.SZ,002031.SZ,002073.SZ,002097.SZ,002111.SZ,002192.SZ,002204.SZ,002209.SZ,002278.SZ,002337.SZ,002353.SZ,002366.SZ,002367.SZ,002430.SZ,002459.SZ,002483.SZ,002490.SZ,002509.SZ,002523.SZ,002526.SZ,002529.SZ,002535.SZ,002564.SZ,002595.SZ,002613.SZ,002645.SZ,002651.SZ,002667.SZ,002689.SZ,002690.SZ,002691.SZ,002698.SZ,002722.SZ,002730.SZ,002757.SZ,002774.SZ,002779.SZ,002786.SZ,002796.SZ,002816.SZ,002833.SZ,002837.SZ,002890.SZ,002957.SZ,002960.SZ,300004.SZ,300084.SZ,300097.SZ,300099.SZ,300103.SZ,300151.SZ,300171.SZ,300173.SZ,300195.SZ,300201.SZ,300210.SZ,300216.SZ,300275.SZ,300276.SZ,300281.SZ,300293.SZ,300307.SZ,300362.SZ,300382.SZ,300385.SZ,300411.SZ,300412.SZ,300415.SZ,300442.SZ,300450.SZ,300457.SZ,300461.SZ,300471.SZ,300472.SZ,300480.SZ,300483.SZ,300486.SZ,300499.SZ,300509.SZ,300512.SZ,300521.SZ,300540.SZ,300549.SZ,300551.SZ,300604.SZ,300619.SZ,300669.SZ,300724.SZ,300751.SZ,300756.SZ,300757.SZ,300776.SZ,300786.SZ,600031.SH,600169.SH,600262.SH,600302.SH,600320.SH,600375.SH,600388.SH,600444.SH,600499.SH,600501.SH,600520.SH,600526.SH,600545.SH,600560.SH,600579.SH,600582.SH,600761.SH,600815.SH,600835.SH,600843.SH,600894.SH,600984.SH,601038.SH,601106.SH,601608.SH,601798.SH,603011.SH,603012.SH,603029.SH,603036.SH,603076.SH,603159.SH,603169.SH,603185.SH,603203.SH,603279.SH,603283.SH,603289.SH,603298.SH,603311.SH,603318.SH,603321.SH,603337.SH,603338.SH,603356.SH,603488.SH,603611.SH,603638.SH,603656.SH,603686.SH,603690.SH,603789.SH,603800.SH,603855.SH,603895.SH,603901.SH,603912.SH,603956.SH,603960.SH,603966.SH,688001.SH,688006.SH,688012.SH,688022.SH,900924.SH,900925.SH,900947.SH
2015/9/16,4.519,3.8792,5.554,8.0447,10.5363,4.8954,10.0579,8.6058,8.34,7.7851,14.046,7.3,2.9445,11.3211,12.7311,28.1984,14.4546,4.6786,14.0646,10.8764,6.9206,43.6424,22.8445,11.2401,7.6192,13.85,5.8714,7.24,3.848,2.5006,2.5969,15.8,6.5147,7.4495,18.3197,4.2306,8.8819,9.7459,13.9579,6.6515,19.5484,9.0688,10.9089,17.9151,14.5775,17.0784,,,,,,,,,,,15.1874,7.9161,15.5119,10.1011,8.5447,10.6865,16.2654,11.2749,15.1007,4.3836,6.8169,47.5801,14.08,12.2148,7.8528,15.1828,9.0501,9.8282,5.6231,18.7541,29.6626,20.3177,7.4758,37.7902,10.0955,17.6001,17.6085,16.8031,13.7746,26.6695,34.5723,31.2821,,,,,,,,,,,,,,,,,6.8782,4.87,38.3158,6.5,4.9031,5.89,11.8554,16.0539,14.3969,15.6719,14.12,10.8775,12.0321,11.4637,10.26,5.4535,7.9089,7.78,22.1539,13.01,13.1914,5.765,8.9853,8.54,5.847,10.7632,13.0738,8.6315,,,,,14.7741,,,,,,,18.8832,10.1068,,,17.1257,,,15.7369,,,27.3372,,19.3066,,,,8.9715,,,,,,,,,0.843,1.9486,0.3921
2015/9/17,4.3906,4.1551,5.5323,8.0053,10.1081,5.184,9.9385,8.5171,8.12,7.5565,13.9282,6.89,2.875,11.4309,12.7311,28.1984,14.8746,4.3574,13.955,10.3301,6.8109,43.6424,23.3592,10.7395,7.404,13.62,5.9319,7.09,3.848,2.4349,2.5382,14.9,6.5147,7.2198,17.816,4.1077,8.0204,8.7717,13.9579,6.5454,20.7499,9.35,10.8747,17.5345,14.5775,16.6067,,,,,,,,,,,15.3569,7.7765,15.9211,10.1011,8.4452,11.1477,16.092,11.0868,15.3295,4.6086,6.8996,47.5801,14.01,11.9492,7.7077,15.2816,9.0311,9.522,5.5912,17.767,29.6626,20.3177,7.5681,37.083,9.736,16.3642,17.1915,16.4615,13.2215,24.9822,33.3191,30.6857,,,,,,,,,,,,,,,,,6.6004,5.07,36.2639,6.32,4.7594,5.83,11.6002,15.8758,14.3969,14.7529,13.9,10.8379,11.539,11.4043,10.17,5.3331,7.7036,7.49,21.7967,12.62,13.1825,5.8188,8.8072,8.28,5.6287,10.5835,13.0738,8.3262,,,,,14.3099,,,,,,,18.217,9.6992,,,15.4131,,,14.4782,,,27.3372,,18.9132,,,,8.8486,,,,,,,,,0.833,1.9231,0.3859
2015/9/18,4.4334,4.2525,5.5684,8.2515,10.2375,5.2138,10.2569,8.6353,8.25,7.5863,14.2621,7.08,2.9015,11.8697,12.7311,28.1984,15.168,4.2981,13.8653,10.052,7.0402,43.6424,25.6976,10.7718,7.5409,13.85,6.0647,7.2,3.848,2.4194,2.6038,14.65,6.5147,7.3097,17.9746,4.1615,7.7362,8.5668,13.9579,6.6604,20.4449,9.5141,11.118,17.6711,14.5775,16.9169,,,,,,,,,,,16.0245,8.0058,17.4087,10.1011,8.8231,11.6089,16.8143,11.3442,15.723,4.6377,7.5896,47.5801,14.19,12.1099,7.6023,15.894,9.9361,9.522,5.6711,18.2173,29.6626,20.3177,7.8054,38.1986,10.1837,16.3616,17.7018,16.5259,14.076,24.0421,33.5677,31.6599,,,,,,,,,,,,,,,,,6.5716,5.3,35.4155,6.45,4.7674,6.04,11.7609,15.9253,14.3969,14.8229,14.2,11.2924,11.6907,11.7607,10.45,5.4294,7.8282,7.66,21.9707,13.03,13.4228,5.9728,9.104,8.53,5.8173,10.7133,13.0738,8.4345,,,,,14.4185,,,,,,,18.5646,9.4374,,,15.5839,,,14.1224,,,27.3372,,20.8045,,,,9.06,,,,,,,,,0.849,1.9556,0.3874
2015/9/21,4.5275,4.6745,5.7487,8.6355,11.2633,5.3631,10.8538,9.28,8.54,7.805,15.1265,7.08,3.034,13.0567,12.7311,28.1984,15.8014,4.397,14.244,11.0552,7.2895,43.6424,28.2664,11.1675,7.7756,14.25,6.4453,7.79,3.848,2.6629,2.7109,15.3,6.5147,7.6193,18.469,4.2766,7.8916,9.425,13.9579,7.0142,22.4876,9.6547,11.6615,18.159,14.5775,17.7698,,,,,,,,,,,17.629,8.8034,17.9396,10.1011,9.3468,12.7178,18.4996,12.0668,16.684,4.8086,7.9539,47.5801,14.9,13.0323,8.1561,17.0399,10.5744,9.8888,5.9706,19.6301,29.6626,20.3177,8.3486,41.3362,11.2018,17.998,18.8706,17.4902,15.4382,25.3237,35.8056,34.8308,,,,,,,,,,,,,,,,,6.7441,5.39,38.957,7.02,4.8712,6.29,12.2336,16.4792,14.3969,16.3012,14.72,11.8951,12.3924,12.424,10.89,5.6077,8.1434,8.2,22.8316,13.63,14.2773,6.2653,9.579,9.38,6.0952,11.0328,11.7679,9.0795,,,,,15.8604,,,,,,,19.6748,9.8781,,,16.8897,,,14.8802,,,27.3372,,22.5446,,,,9.6771,,,,,,,,,0.88,2.0188,0.3968
2015/9/22,4.5361,4.483,5.7343,8.5764,11.2035,5.2934,10.7941,9.5758,8.68,7.7653,15.2247,7.07,3.1333,12.8772,12.7311,28.1984,15.668,4.4711,14.0547,11.1446,7.4291,43.6424,27.3496,11.2966,7.805,14.15,6.3728,8.19,3.8874,2.9296,2.7765,15.42,6.5147,7.6991,18.3291,4.3611,7.7495,9.8851,13.9579,7.0584,22.2842,10.6213,12.0454,18.2468,14.5775,17.9378,,,,,,,,,,,18.1572,9.0926,17.6963,10.1011,9.2805,12.5412,19.4915,12.443,16.5467,4.8002,8.0643,47.5801,15.04,13.249,8.2418,16.9806,11.6318,10.0604,5.9786,19.5252,26.6953,20.3177,9.0949,41.0374,11.8097,18.2615,18.909,17.6327,15.6735,24.4776,36.6013,35.4073,,,,,,,,,,,,,,,,,6.6578,5.43,38.5526,7.21,4.8951,6.33,12.2052,16.5188,14.3969,16.3111,14.43,11.7963,13.3121,12.6021,10.87,5.6318,8.0848,8.11,22.8774,13.82,13.9836,6.3037,9.6087,9.28,6.1151,11.1326,12.6738,9.0845,,,,,15.9987,,,,,,,20.3988,10.7596,,,16.8043,,,14.8473,,,27.3372,,21.9318,,,,9.8394,,,,,,,,,0.88,2.0215,0.3952
2015/9/23,4.4077,4.6682,5.5684,8.3302,11.2931,5.2536,11.4009,9.1677,8.39,7.5565,15.4113,7.03,3.0373,13.0068,12.7311,28.1984,16.2614,4.4711,14.0248,10.9757,7.1399,43.6424,27.8938,10.8364,7.5996,14.08,6.3728,7.79,3.8085,2.7363,2.6695,14.71,6.5147,7.5593,17.9373,4.2152,7.4253,9.9779,13.9579,7.1115,22.6355,11.6817,11.8782,17.7297,14.5775,18.1963,,,,,,,,,,,18.1871,8.8832,17.4751,10.1011,9.075,13.2968,20.2715,12.73,16.08,4.7086,7.9539,47.5801,15.66,13.1162,8.8352,16.7929,11.3079,10.0267,6.1503,19.8645,24.0263,20.3177,9.203,42.3322,12.2019,20.0876,19.5345,17.8084,15.7766,26.9268,39.5254,36.2125,,,,,,,,,,,,,,,,,6.4184,5.16,38.1185,7.04,5.0628,6.08,11.9405,16.0934,14.3969,15.9216,13.89,11.49,13.0466,12.5526,10.87,5.5547,7.7623,7.78,22.0989,14.18,13.494,6.2037,9.2327,9.02,5.986,10.7832,11.4065,8.8531,,,,,16.1369,,,,,,,20.5919,10.3189,,,16.1966,,,14.3662,,,27.3372,,22.1739,,,,10.0091,,,,,,,,,0.897,1.996,0.3937
2015/9/24,4.4419,4.4928,5.6477,8.5764,11.801,5.3332,11.7889,9.3451,8.66,7.7155,15.2247,7.15,3.1963,13.1964,12.7311,28.1984,15.9481,4.639,14.4534,11.1049,7.3194,43.6424,28.1879,11.3532,7.7561,14.15,6.5117,7.95,4.0452,2.7673,2.8628,16.18,6.5147,7.7391,18.1052,4.3227,7.7362,10.9752,13.9579,7.3238,24.8999,10.5158,12.4426,18.403,14.5775,19.2883,,,,,,,,,,,18.4462,9.0228,19.2226,10.1011,9.3335,13.5519,20.1271,12.9676,16.3728,4.8461,7.9484,47.5801,16.32,14.4299,8.644,17.84,11.4699,10.1647,6.2102,20.2223,21.6226,20.3177,9.5326,42.3322,11.7819,19.2694,19.4632,18.2554,15.2442,29.6185,38.67,37.4153,,,,,,,,,,,,,,,,,6.4854,5.37,37.5365,7.13,5.0229,6.24,12.3187,16.4298,14.3969,16.2612,14.48,12.0037,12.857,12.8496,10.87,5.6366,7.8795,7.91,22.6759,14.13,13.6009,6.3114,9.8759,9.38,6.5816,11.0927,10.2692,9.0599,,,,,16.8677,,,,,,,20.8526,10.458,,,16.965,,,14.6891,,,27.3372,,22.8623,,,,11.0097,,,,,,,,,0.894,2.0118,0.3937
2015/9/25,4.3136,4.1614,5.4097,8.537,10.8948,5.0347,11.0328,8.7714,8.29,7.2781,14.3604,7.03,3.0605,12.3984,12.7311,28.1984,15.2347,4.2636,14.9817,10.6281,6.9704,43.6424,25.4868,10.8122,7.4138,13.58,7.1641,7.4,3.8564,2.6088,2.6902,15.45,6.5147,7.2997,17.6575,4.1231,7.9271,10.0436,13.9579,6.8638,25.8612,9.4672,11.3722,17.8858,14.5775,17.6535,,,,,,,,,,,16.8716,8.3249,17.6133,10.1011,8.6772,12.1977,18.7885,12.1559,15.4119,4.5002,7.5675,47.5801,14.8,13.2769,8.3078,16.4571,10.8602,9.9258,5.705,20.2902,19.462,20.3177,8.8259,39.613,11.0433,17.9058,18.5688,16.8441,14.237,26.8674,35.6067,33.6777,,,,,,,,,,,,,,,,,6.1693,5.08,37.8324,6.66,4.7594,6.05,13.1128,16.4396,14.3969,15.6319,13.68,13.2091,12.6294,11.9587,10.87,5.4294,7.5497,7.4,21.9066,13.18,13.3071,6.4962,9.6483,8.77,6.3633,10.7532,9.2428,8.5133,,,,,15.5641,,,,,,,20.5147,9.4142,,,16.0007,,,15.1043,,,27.3372,,21.5838,,,,9.9083,,,,,,,,,0.88,1.9855,0.3827
2015/9/28,4.3392,4.2394,5.453,8.6749,11.3429,5.1243,11.3711,8.4579,8.48,7.4371,14.9301,6.99,3.1333,13.1166,12.7311,28.1984,15.668,4.3377,14.8521,10.7374,7.1699,43.6424,26.129,10.9494,7.6192,13.76,7.3695,7.65,3.9888,2.7016,2.7696,15.75,6.5147,7.5094,17.8813,4.269,7.9005,10.2852,13.9579,7.0938,26.5821,8.8286,11.8068,18.5396,14.5775,18.2868,,,,,,,,,,,17.8482,8.6838,19.3774,10.1011,9.1214,13.0024,20.6567,12.7696,16.0983,4.7127,8.1195,47.5801,15.99,14.1574,8.7231,17.4943,11.7652,10.2219,6.0385,20.9811,17.5169,20.3177,9.7093,42.0932,12.1479,19.6963,19.3699,17.7635,15.0997,28.3518,37.2776,36.3318,,,,,,,,,,,,,,,,,6.198,5.13,36.6881,6.79,4.7674,6.17,13.1412,17.1815,14.3969,15.9116,13.95,14.2662,12.0226,12.2854,10.87,5.4439,7.6596,7.48,22.1264,13.42,13.5653,6.5039,9.9056,8.87,6.4625,11.0527,9.0885,8.7447,,,,,16.0283,,,,,,,22.0111,9.5865,,,16.297,,,16.3762,,,27.3372,,22.6807,,,,10.5696,,,,,,,,,0.885,2.0092,0.3851
2015/9/29,4.2365,4.0055,5.2943,8.2712,10.9048,4.9452,10.7443,8.1267,8.24,7.467,14.2621,7.69,3.034,12.568,12.7311,28.1984,15.668,4.1401,13.8553,10.499,6.9206,43.6424,25.1485,10.9414,7.4138,13.38,6.9648,7.38,3.8592,2.6243,2.666,15.25,6.5147,7.3097,17.6854,4.269,7.6029,9.3572,13.9579,6.8638,25.4175,8.565,11.1646,18.2664,14.5775,18.0089,,,,,,,,,,,18.3764,8.5243,20.0189,10.1011,9.2805,12.4431,19.9152,12.4331,15.6315,4.5836,8.0202,47.5801,15.54,13.6682,8.4462,18.3142,11.2603,10.094,5.8907,19.9817,16.5222,20.3177,9.3849,41.2167,12.3195,19.4513,18.887,19.0518,14.5094,27.189,36.4023,36.4809,,,,,,,,,,,,,,,,,6.0543,5.01,35.8101,6.61,4.6077,6.02,12.5645,17.1222,14.3969,15.3423,13.68,13.8809,11.539,11.9884,10.87,5.3042,7.5204,7.18,21.3846,13.12,13.9035,6.3499,10.341,8.53,6.125,10.7232,8.7898,8.5724,,,,,15.5049,,,,,,,20.7753,9.1127,,,16.0309,,,15.2427,,,27.3372,,21.9999,,,,10.7098,,,,,,,,,0.879,1.9863,0.378
2015/9/30,4.2708,3.9762,5.3232,8.2613,11.0541,4.9651,10.8239,8.2805,8.25,7.9442,14.3898,7.8,3.0505,12.6478,12.7311,25.3795,16.0547,4.1499,14.0547,10.4692,6.9704,39.2831,24.9328,10.9737,7.492,13.59,6.9648,7.51,3.9212,2.6822,2.7385,15.34,6.5147,7.3796,17.7228,4.2536,7.4697,9.2412,13.9579,6.8904,25.2142,8.4361,11.2489,18.5688,14.5775,18.0929,,,,,,,,,,,18.6056,8.5841,19.4936,10.1011,9.2738,12.4529,19.4433,12.5914,15.6773,5.0419,7.8932,47.5801,15.55,13.7661,8.7495,17.7808,10.8602,10.2623,5.9626,19.6177,14.9253,20.3177,8.7048,41.5354,12.697,19.1706,19.0571,18.5794,14.7818,25.7393,38.1727,34.97,,,,,,,,,,,,,,,,,6.0926,5.12,36.2047,6.71,4.6396,6.04,12.4888,17.32,14.3969,16.2612,13.63,13.2585,10.9607,12.0478,10.87,5.2897,7.5863,7.4,21.3205,13.11,14.037,6.4577,10.1629,8.68,6.1052,10.7332,8.9729,8.7989,,,,,16.0085,,,,,,,20.4857,9.2286,,,17.6329,,,14.9132,,,27.3372,,22.2646,,,,10.6557,,,,,,,,,0.88,1.9978,0.3812
2015/10/8,4.3991,4.1614,5.5179,8.6847,11.4724,5.1641,11.9083,8.7714,8.72,8.2226,15.5194,8.14,3.2062,13.4757,12.7311,25.5884,16.8548,4.2981,14.6527,10.8863,7.2995,35.3567,27.4281,11.7004,7.8245,14.18,6.9648,7.96,4.0762,2.7789,2.849,16.02,6.5147,7.7491,18.3477,4.4072,7.8161,9.5699,13.9579,7.2088,26.388,8.6822,12.1182,19.1738,14.5775,18.6551,,,,,,,,,,,20.2798,9.4415,20.7102,10.1011,9.7776,13.0711,20.6953,13.2943,16.6291,5.5461,8.2409,47.5801,16.75,15.1427,9.2704,18.8871,11.5175,10.767,6.2941,20.7837,15.4171,20.3177,9.174,43.6968,13.0402,20.1548,19.9967,19.3017,15.496,26.9169,41.7234,37.296,,,,,,,,,,,,,,,,,6.3034,5.32,37.862,7.32,4.7993,6.36,13.0372,17.9728,14.3969,17.2001,14.39,13.9401,11.3209,13.2555,10.87,5.6029,7.8869,7.69,22.4928,13.87,14.2417,6.6424,10.7072,9.11,6.2938,11.1426,9.3054,9.2076,,,,,16.6603,,,,,,,21.4318,9.9676,,,18.7027,,,15.6579,,,27.3372,,23.1696,,,,11.3638,,,,,,,,,0.9,2.0355,0.3898
2015/10/9,4.4676,4.2101,5.7199,8.921,11.7015,5.6815,12.5251,8.9784,9.52,8.2027,16.1873,8.04,3.3288,14.0941,12.7311,25.0094,16.8481,4.3723,15.0813,11.0949,7.5089,31.824,28.8154,12.2979,8.3234,14.32,6.9648,8.07,4.0226,2.8136,2.9285,17.62,6.5147,7.9588,18.5436,4.4456,8.0248,9.8599,13.9579,7.5891,25.8889,8.8755,13.3313,21.0961,14.5775,18.9846,,,,,,,,,,,20.4692,9.9799,22.3969,10.1011,9.9633,13.13,21.4272,13.8486,17.4711,5.8045,8.4452,47.5801,16.95,16.2118,9.422,19.7564,12.6702,10.8645,6.6156,22.3938,15.2181,20.3177,9.2953,43.5076,13.5631,20.7517,20.2841,19.5125,15.7147,27.1989,41.8428,37.3358,,,,,,,,,,,,,,,,,6.4184,5.41,37.8521,7.3,4.8792,6.53,13.4532,18.0223,14.3969,17.8793,14.68,14.1081,11.5959,13.6119,10.87,5.7811,8.0261,7.91,23.6192,14.87,14.5533,6.6347,11.3009,9.18,6.532,11.4421,9.2235,9.4242,,,,,16.9467,,,,,,,21.5959,10.2062,,,18.9287,,,15.6117,,,27.3372,,23.7372,,,,11.585,,,,,,,,,0.936,2.0733,0.3929
2015/10/12,4.6388,4.483,6.0084,9.3346,12.4185,5.9402,13.1916,9.7177,9.74,8.8291,17.1204,8.39,3.6004,14.8023,12.7311,27.5151,17.4282,4.5946,16.0482,11.4326,8.2568,28.9112,30.0508,13.2831,8.6363,15.73,6.9648,8.52,4.2114,2.9876,3.222,19.38,6.5147,8.3882,19.2152,4.6529,8.3401,10.7106,13.9579,8.0668,26.8317,9.2856,14.6677,22.7256,14.5775,20.4514,,,,,,,,,,,21.8245,10.269,22.054,10.1011,10.361,14.1113,22.4672,15.2345,18.9445,5.9711,8.7708,47.5801,17.66,16.5263,9.7451,20.6158,13.0513,11.6081,7.0569,24.6332,16.7377,20.3177,9.8542,47.0137,13.8703,21.5422,21.1408,20.672,17.2379,29.8362,43.5237,39.5922,,,,,,,,,,,,,,,,,6.7057,5.65,41.0287,7.69,5.0948,6.86,14.5877,18.9224,14.3969,18.4686,15.44,15.3727,12.1743,14.0574,10.87,6.075,8.4219,8.58,24.9014,15.42,15.0962,6.7271,11.7759,9.68,7.1872,11.9413,9.5656,9.9461,,,,,17.6183,,,,,,,22.6868,11.1373,,,20.5056,,,16.5607,,,27.3372,,24.903,,,,12.298,,,,,,,,,0.985,2.1489,0.4062
2015/10/13,4.6131,4.4635,5.9579,9.502,12.7969,5.8506,13.2513,9.5758,9.81,9.714,17.258,8.74,3.7395,14.7624,11.4561,28.5022,17.6349,4.6193,15.8588,11.5618,8.2768,27.9961,33.0559,13.1781,8.8711,15.39,6.9648,8.47,4.1691,3.0571,3.3221,20.96,6.5147,8.498,19.2432,4.7066,8.4911,11.5032,13.9579,7.9695,28.7264,9.4203,15.537,22.306,14.5775,21.9247,,,,,,,,,,,23.2196,10.1594,22.2254,10.1011,10.825,14.6314,22.8524,16.7589,19.1276,6.0003,8.6163,47.5801,17.9,17.2041,9.5869,20.5072,13.5562,11.635,7.0968,24.6826,17.6882,20.3177,10.0861,47.2029,13.6121,21.5027,21.2348,20.1332,17.7374,28.6833,42.3202,38.8467,,,,,,,,,,,,,,,,,6.6387,5.83,40.2888,7.69,5.0389,6.86,14.7767,18.9422,14.3969,18.4786,15.37,15.3628,12.3639,14.2257,10.87,6.128,8.4439,8.67,25.8813,15.54,15.0072,6.7963,11.6769,10.21,7.1673,12.0711,9.9608,9.9018,,,,,18.4478,,,,,,,23.4398,11.0777,,,20.2294,,,16.9429,,,27.3372,,25.0027,,,,12.0718,,,,,,,,,0.984,2.1717,0.407
2015/10/14,4.5104,4.2881,5.8497,9.4528,12.3587,5.7213,12.8335,9.493,9.56,9.2666,16.649,8.56,3.6401,14.513,10.3066,27.8378,17.2415,4.5946,15.6395,11.1843,8.0275,28.5275,32.5019,13.1377,8.7733,15.04,6.9648,8.41,4.11,2.9373,3.3463,20.1,6.5147,8.3183,18.7208,4.6682,8.4867,10.9716,13.9579,7.9518,27.9408,8.9634,15.4202,21.6913,14.5775,20.9813,,,,,,,,,,,23.3691,9.8503,21.2964,10.1011,10.2748,13.9445,21.9857,17.7983,18.6242,6.2045,8.2685,50.4206,17.33,16.8407,9.4286,20.1219,13.0513,12.4459,6.8312,24.6332,17.2848,20.3177,9.6696,46.167,13.3098,20.9098,21.2624,20.3597,17.209,28.6388,40.7786,38.5882,,,,,,,,,,,,,,,,,6.4758,5.83,38.9866,7.67,4.951,6.86,14.5215,18.7147,14.3969,17.6895,15.02,14.9874,11.814,13.8198,11.96,6.1762,8.2167,8.47,24.9014,15.03,14.8203,6.7579,11.2811,9.89,6.939,11.8215,9.8837,9.5375,,,,,17.954,,,,,,,22.6675,10.7298,,,19.9381,,,17.3844,,,27.3372,,24.2357,,,,11.585,,,,,,,,,0.981,2.1524,0.4015
2015/10/15,4.6131,4.4051,6.0228,9.8565,13.1455,6.1392,13.3608,10.0312,9.83,9.376,16.649,8.79,3.756,15.3608,9.7947,29.1855,17.6615,5.054,16.0383,12.3067,8.4064,28.6455,33.1441,13.3557,8.92,15.46,6.9648,8.76,4.2959,3.0185,3.4016,21.19,6.5147,8.5779,19.3085,4.8064,9.2639,11.3002,13.9579,8.1729,28.7819,9.3149,15.9587,22.3256,14.5775,21.4789,,,,,,,,,,,24.4255,10.2989,21.2964,10.1011,10.6792,14.2781,22.525,17.9468,19.512,6.2962,8.5611,50.3209,18.13,17.5046,9.6264,20.8233,13.4895,12.9876,7.1068,25.466,18.1855,20.3177,10.0967,49.3146,14.6416,22.1351,22.0583,20.9257,18.1419,29.3414,42.539,39.4928,,,,,,,,,,,,,,,,,6.6387,5.94,39.6081,7.97,5.0549,6.86,15.0604,19.0411,14.3969,19.4575,15.91,15.5406,12.2596,14.5821,13.15,6.3496,8.5172,8.8,25.689,15.36,15.4256,6.8887,11.5384,10.2,7.1872,12.2908,10.0379,10.1086,,,,,19.7514,,,,,,,23.6233,11.3627,,,21.1133,,,17.8062,,,27.3372,,25.1791,,,,11.9637,,,,,,,,,1.011,2.1849,0.407
2015/10/16,4.6559,4.4245,6.2031,9.9845,13.9422,6.368,13.4503,11.0367,10.05,9.4257,16.649,8.66,3.9316,15.3808,9.5628,29.2994,17.8282,5.059,16.0881,12.7835,8.6158,28.4192,34.806,13.3638,8.9591,15.46,6.9648,8.8,4.2424,3.0803,3.6226,20.9,6.5147,8.8275,19.7842,4.8678,9.1928,11.3099,13.9579,8.226,28.4306,9.6722,16.5425,22.4231,14.5775,21.5112,,,,,,,,,,,24.276,10.9669,21.2964,10.1011,10.8184,14.1505,22.5539,19.095,19.2374,6.4003,8.5169,51.5269,18.13,17.9727,9.8374,21.3073,13.3466,12.6613,7.594,25.756,20.0035,20.3177,10.1072,50.3803,14.2657,21.8229,22.0638,20.6173,18.7817,29.2078,42.549,39.7214,,,,,,,,,,,,,,,,,6.7728,6.15,39.5193,8.05,5.3184,6.86,15.5709,18.962,14.3969,20.2865,16.18,16.0643,13.094,14.7108,12.89,6.3448,8.5905,9.24,26.092,16.09,16.1555,6.8887,11.5483,10.58,7.3957,12.5005,9.8789,10.1086,,,,,21.1834,,,,,,,24.7914,12.1182,,,21.0631,,,18.3268,,,27.3372,,25.133,,,,12.5095,,,,,,,,,1.028,2.2165,0.4156
2015/10/19,4.6046,4.3466,6.0805,9.7482,13.8824,6.6566,13.0922,11.3088,10.07,9.2268,16.649,8.54,3.9746,15.0018,9.6594,28.5686,18.7216,4.9997,17.6929,13.1014,8.3765,28.616,33.2372,14.0098,8.7244,15.3,6.9648,8.92,4.1917,3.1615,3.4568,21.56,6.5147,8.6478,19.4391,4.8141,8.7532,11.7546,13.9579,8.4294,28.7079,9.3559,15.9781,24.1405,14.5775,21.0976,,,,,,,,,,,23.0203,11.1863,21.2964,10.1011,10.5532,13.758,22.0724,18.1645,18.67,6.1878,8.4341,52.2843,17.56,17.2041,9.3627,20.4084,13.2704,12.7891,7.3844,25.9225,19.6277,20.3177,9.7803,49.2946,14.7233,21.3446,21.9256,20.0278,19.112,32.1271,43.0463,39.3238,,,,,,,,,,,,,,,,,6.6866,5.99,38.9077,8.16,5.1746,6.86,15.4007,18.596,14.3969,19.5174,15.85,16.0247,12.6294,14.3445,13.59,6.2147,8.6931,9.13,26.266,15.52,15.9062,6.8887,11.6571,10.52,7.1773,12.2309,10.8667,9.8378,,,,,21.9142,,,,,,,25.1583,11.8332,,,20.6965,,,17.7337,,,27.3372,,26.0534,,,,12.298,,,,,,,,,1.003,2.1998,0.4086
2015/10/20,4.6901,4.4538,6.2681,10.014,14.2509,6.8158,13.898,11.8292,10.52,9.4555,16.649,9.09,4.0906,15.5603,9.9492,29.1381,18.7683,5.0244,18.2611,13.7073,8.7654,28.8128,33.5951,15.3421,8.92,15.66,6.9648,8.95,4.2255,3.1731,3.4914,21.51,6.5147,8.9274,19.7469,5.2978,8.9441,11.8706,13.9579,9.2697,29.5305,9.9124,17.574,23.7209,14.5775,21.2139,,,,,,,,,,,23.9172,11.1663,21.2964,10.1011,11.6072,14.7491,22.9198,18.2437,20.537,6.4795,8.9088,52.5634,18.35,17.9238,9.9363,20.9517,13.9182,12.843,7.7977,26.3359,19.7217,20.3177,10.761,49.703,15.7119,21.9612,22.5613,20.3206,19.4009,31.657,43.8618,39.9302,,,,,,,,,,,,,,,,,6.8207,6.15,39.322,8.17,5.3024,6.86,15.552,18.873,14.3969,19.7771,16.45,16.0939,12.9613,14.7702,13.56,6.287,8.9717,9.43,27.3924,15.75,16.2534,7.0042,12.1222,11,7.4949,12.5105,11.551,10.3253,,,,,21.4698,,,,,,,25.0328,12.0221,,,21.1033,,,17.9314,,,26.6605,,26.4675,,,,12.6963,,,,,,,,,1.012,2.2068,0.4132
