ÈÕÆÚ,000410.SZ,000530.SZ,000570.SZ,000595.SZ,000777.SZ,000811.SZ,000816.SZ,000837.SZ,000880.SZ,002026.SZ,002046.SZ,002122.SZ,002158.SZ,002164.SZ,002248.SZ,002272.SZ,002282.SZ,002347.SZ,002426.SZ,002438.SZ,002444.SZ,002480.SZ,002514.SZ,002520.SZ,002532.SZ,002552.SZ,002559.SZ,002598.SZ,002633.SZ,002639.SZ,002685.SZ,002686.SZ,002747.SZ,002760.SZ,002793.SZ,002795.SZ,002871.SZ,002877.SZ,002884.SZ,002896.SZ,002903.SZ,002931.SZ,002943.SZ,200530.SZ,200570.SZ,300024.SZ,300064.SZ,300080.SZ,300091.SZ,300092.SZ,300095.SZ,300126.SZ,300145.SZ,300154.SZ,300161.SZ,300179.SZ,300193.SZ,300222.SZ,300257.SZ,300260.SZ,300278.SZ,300345.SZ,300391.SZ,300400.SZ,300420.SZ,300421.SZ,300430.SZ,300435.SZ,300441.SZ,300464.SZ,300470.SZ,300488.SZ,300503.SZ,300554.SZ,300606.SZ,300607.SZ,300629.SZ,300700.SZ,300718.SZ,300780.SZ,600172.SH,600218.SH,600243.SH,600421.SH,600481.SH,600592.SH,600841.SH,601002.SH,601100.SH,601177.SH,601369.SH,601882.SH,603088.SH,603090.SH,603131.SH,603187.SH,603269.SH,603277.SH,603308.SH,603315.SH,603331.SH,603339.SH,603486.SH,603617.SH,603666.SH,603667.SH,603699.SH,603757.SH,603915.SH,603985.SH,688003.SH,688028.SH,688333.SH,900920.SH
2017/7/25,8.25,6.8631,7.6658,4.52,17.0149,9.7682,7.0802,8.02,10.5043,8.3227,9.9426,10.5,15.0608,9.8627,6.44,6.45,18.2955,6.84,7.5956,7.6725,15.03,7.4903,8.45,9.822,7.3806,10.79,7.5751,11.0682,14.22,8.1297,9.7791,12.2244,11.1499,35.4,10.8102,19.2559,20.6975,8.6108,18.2095,,,,,4.199,4.348,18.8576,10.9804,7.39,7.9139,12.6663,10.5162,7.7043,10.5064,7.565,16.7602,6.6995,7.9646,21.0705,18.9474,11.7461,16.59,7.2,11.4017,13.73,5.8076,11.9507,12.8221,12.2369,10.9732,10.67,17.8034,18.7476,18.0641,23.7825,27.9434,54.3121,30.9186,,,,7.67,9.1449,8.0148,14.88,4.4574,9.6132,14.4184,9.4096,13.9806,8.1961,6.205,15.8714,17.69,29.0245,16.1436,,25.64,,13.7064,15.9039,19.7174,22.5943,,16.9932,,15.6804,14.9661,20.7913,,22.4377,,,,0.7525
2017/7/26,8.24,6.9118,7.6362,4.55,17.0347,9.602,7.0902,8.01,10.3852,8.3227,9.8529,10.62,15.3597,9.7636,6.44,6.35,18.5422,6.78,7.5956,7.5135,14.75,7.4105,8.44,10.1054,7.343,11.87,7.5942,11.0585,14.14,8.1897,9.9767,12.343,11.0511,34.78,10.7246,18.6137,20.6337,8.3881,18.1732,,,,,4.2181,4.3382,18.8177,10.9903,7.38,7.9139,12.6663,10.6059,7.6545,10.5064,7.5094,16.5109,6.8622,7.8968,21.12,18.9376,11.6965,16.59,7.28,11.2824,13.23,5.7302,11.8654,12.847,12.0701,10.8744,10.6,17.7924,18.7537,18.5596,23.8981,27.5844,53.1754,31.4239,,,,7.61,9.1152,7.915,14.69,4.4192,9.4474,14.1314,9.3504,13.9314,8.2658,6.3092,15.7924,17.8485,29.0245,16.1436,,25.3047,,13.5973,15.6243,19.3373,22.3791,,16.8737,,15.509,14.7886,20.5545,,22.0587,,,,0.7505
2017/7/27,8.13,6.9703,7.557,4.53,17.1435,9.6998,7.0603,8.1,10.6235,8.3227,10.0623,10.64,15.4561,9.7933,6.44,6.5,18.4336,6.93,7.5956,7.5433,15.14,7.5203,8.51,10.0468,7.5026,11.86,7.5433,11.3112,14.65,8.2895,10.352,12.6987,11.2684,33.96,11.0555,19.4188,21.3117,8.987,18.5657,,,,,4.2468,4.3187,20.0443,11.1493,7.47,7.9506,12.6663,10.825,7.8735,10.5064,7.7504,17.3185,7.0154,8.1487,23.229,19.6864,12.0432,16.59,7.52,11.7263,13.97,5.8919,12.377,13.4531,12.4626,11.2588,11.09,18.2038,19.3229,18.8271,24.8895,28.6814,56.19,32.6869,,,,7.85,9.2241,8.0847,14.82,4.5433,9.6522,14.1314,9.5771,13.6435,8.3851,6.3282,15.8912,17.9624,29.0245,16.1436,,25.9259,,13.7659,15.8839,20.0195,23.0442,,18.1247,,15.7027,14.826,21.1859,,22.7099,,,,0.7544
2017/7/28,8.08,6.9021,7.7252,4.49,17.0149,9.7096,7.12,8.14,10.4944,8.3227,9.9626,10.61,15.244,9.6843,6.44,6.59,18.6211,6.93,7.5956,7.4638,15.03,7.5103,8.52,9.9491,7.4369,11.63,7.467,11.2043,14.36,8.2496,10.3915,12.6296,11.0413,33.44,10.93,18.9779,21.9317,9.1841,18.7039,,,,,4.2564,4.3382,19.6753,11.0301,8.22,7.9558,12.6663,10.6457,7.764,10.5064,7.704,17.0493,7.1111,8.0421,24.2291,19.5879,11.964,16.59,7.44,11.5739,14.02,5.8216,12.2516,13.4821,12.4822,11.1764,10.8,17.9405,19.5004,18.4506,24.5646,28.1927,55.3795,31.4106,,,,7.81,9.1746,8.0747,15,4.4955,9.5352,14.458,9.4194,13.6435,8.2658,6.3566,15.4662,17.7098,29.0245,16.1436,,25.8766,,13.6965,16.1635,19.6784,22.9366,,17.5414,,15.6133,14.7886,22.35,,22.459,,,,0.7603
2017/7/31,8.47,6.8241,7.7351,4.49,17.0248,9.9051,7.0007,8.17,10.5639,8.3227,9.9726,10.5,14.974,9.5158,6.44,6.61,18.2363,6.95,7.5956,7.4738,15.25,7.4504,8.7,9.8122,7.4838,11.44,7.4861,11.3015,14.38,8.2296,10.1149,12.7778,11.0116,32.53,10.8501,18.7767,21.9722,8.8482,19.2999,,,,,4.2372,4.348,19.8947,10.9506,8.65,7.8562,12.6663,10.4764,7.764,10.5064,7.7319,17.0294,7.1015,8.0615,25.447,19.3711,12.1224,16.59,7.35,11.3818,14.05,5.7865,12.3368,13.1791,12.5411,11.2094,10.77,17.8583,19.3596,18.6785,24.6637,28.3922,55.2807,30.666,,,,7.94,9.2439,8.0747,14.95,4.5433,9.7204,14.8736,9.449,13.9946,8.3254,6.404,15.486,17.4721,29.0245,16.1436,,26.922,,13.6469,16.1335,19.5127,23.0149,,17.3586,,15.6282,15.0128,24.0666,,22.4537,,,,0.7652
2017/8/1,8.41,6.7656,7.7944,4.49,16.8764,9.9247,6.8615,8.09,10.5043,8.3227,9.9526,10.46,15.6104,9.7438,6.44,6.59,18.6705,6.97,7.5956,7.4638,15.32,7.4604,8.71,9.8806,7.4932,11.71,7.4543,11.2626,14.53,8.2795,9.9075,12.8371,11.0511,32.75,10.8558,18.7096,21.6593,8.7386,19.0528,,,,,4.2372,4.3382,20.0044,11.3083,8.65,7.9034,12.6663,10.5162,7.764,10.5064,7.7504,17.0692,6.9579,8.0421,25.447,19.5484,11.9937,16.59,7.49,11.3686,14.23,5.7162,12.3218,13.1168,12.6,11.2313,10.85,18.0941,19.4025,18.728,24.2892,28.6016,54.7568,30.5796,,,,7.93,9.2142,8.1446,14.82,4.5051,9.7399,14.6856,9.3504,13.7418,8.2558,6.3755,15.3378,17.6256,29.0245,16.1436,,25.5907,,13.6767,17.2617,19.464,23.0149,,17.689,,16.1273,14.9381,24.1505,,22.4217,,,,0.7603
2017/8/2,8.3,6.7266,7.5867,4.49,17.1633,9.7878,6.8117,7.9,10.4646,8.3227,9.823,10.33,16.0925,9.5455,6.44,6.6,19.2921,6.9,7.5956,7.3545,14.93,7.4205,8.66,9.6168,7.3242,11.48,7.3779,11.5055,14.33,8.1297,9.7988,13.183,11.6338,32.2,10.6561,18.192,21.6303,8.5049,18.493,,,,,4.2181,4.348,19.8349,11.2984,9.18,7.8353,12.6663,10.5362,7.6147,10.5064,7.7226,16.4511,6.8144,8.0518,25.447,19.174,11.7164,16.59,7.22,11.5474,13.83,5.6248,12.0209,12.7931,12.4822,11.2368,10.71,17.8802,19.1026,18.51,23.5071,28.8011,52.8789,28.6584,,,,8.08,9.0757,7.9549,14.53,4.4478,9.4767,14.4481,9.0154,13.496,8.2359,6.3282,15.5453,17.4424,29.0245,16.1436,,24.3876,,13.5081,16.8024,19.0936,22.5258,,16.951,,15.7698,14.9287,25.1123,,22.1547,,,,0.7574
2017/8/3,8.31,6.7461,7.5372,4.49,16.9952,9.778,6.9708,7.9,10.7029,8.3227,9.7731,10.33,16.0828,9.5257,6.44,6.65,19.7263,6.9,7.5956,7.3744,14.81,7.5502,8.61,9.6168,7.3993,11.67,7.3589,11.3695,14.38,8.1597,9.9668,13.0249,11.7523,32.8,10.7816,18.422,21.8447,8.5414,19.4235,,,,,4.199,4.348,19.9047,11.3381,8.36,7.8353,12.6663,10.7254,7.7242,10.5064,7.7782,16.7003,6.8335,8.1002,25.447,19.1642,12.5087,16.59,7.25,11.6866,13.98,5.7091,12.2265,12.8055,12.806,11.451,10.95,17.8802,19.1699,18.4307,23.6723,29.2099,51.9498,28.6584,,,,8.1,9.0856,8.1047,14.6,4.4764,9.6229,14.2799,9.0549,13.5171,8.3055,6.404,15.6935,17.5513,29.0245,16.1436,,24.4862,,13.5576,16.9522,18.8987,22.7312,,16.9159,,15.7996,15.0035,27.6231,,22.4003,,,,0.7554
2017/8/4,8.22,6.9118,7.5175,4.49,17.1238,9.7878,7.0802,7.9,10.6731,8.3227,10.1122,10.32,15.9864,9.4365,6.44,6.55,19.0652,6.89,7.5956,7.3446,14.74,7.6001,8.66,9.91,7.4181,11.46,7.3271,11.1946,14.14,8.1996,9.7791,12.847,11.4067,32.83,11.2266,20.2623,22.3894,8.3735,18.6094,,,,,4.2372,4.3577,19.7252,11.9741,8.39,7.8353,12.6663,10.7951,7.7839,10.5064,7.6391,16.5109,6.8527,8.0421,25.447,19.1937,12.063,16.59,7.35,11.3818,13.76,5.7865,12.0008,12.5357,12.9827,11.2808,11.11,17.8802,19.023,18.3812,23.7384,28.4221,51.5643,29.9015,,,,7.99,9.0559,8.2045,15.49,4.5528,10.1201,13.0429,9.1435,12.9834,8.4249,6.4229,15.6935,17.3631,29.0245,16.1436,,23.7564,,13.6271,16.6926,18.5478,24.0712,,16.424,,15.7698,15.0128,27.6379,,22.3683,,,,0.7505
2017/8/7,8.24,6.941,7.4185,4.49,17.2326,9.7976,7.0902,8.05,10.7525,8.352,9.9726,10.33,16.5456,9.3869,6.44,6.54,19.1737,6.88,7.5956,7.6228,14.85,7.6699,8.68,9.8611,7.3618,11.27,7.4034,11.214,14.26,8.1797,9.9273,12.7976,11.3573,32.79,12.1393,21.2783,22.401,8.4173,18.6784,,,,,4.2468,4.348,19.8848,11.8747,8.48,7.8353,12.6663,10.7951,7.8237,10.5064,7.7411,16.6305,7.0632,8.1971,25.447,19.3415,12.0729,16.59,7.33,11.5342,14.08,5.7935,12.061,12.6312,13.2084,11.2368,11.11,17.957,19.2801,18.4506,23.9918,28.5118,52.0388,28.9841,,,,8.07,9.0163,8.2344,15.48,4.7341,10.1299,12.4788,9.3209,13.2784,8.4249,6.4324,15.6836,17.9525,29.0245,16.1436,,23.8846,,13.6767,16.7026,18.8207,24.8146,,16.4731,,15.8815,15.0782,28.2347,,22.9288,,,,0.7447
2017/8/8,8.13,6.9118,7.6065,4.49,17.2128,9.9149,7.0902,8.03,10.7525,8.3032,9.9726,10.22,17.1917,9.4266,6.44,6.47,19.6178,6.8,7.5956,7.9309,14.92,7.9591,8.46,9.9784,7.3806,11.18,7.2507,11.2043,14.42,8.1497,10.1742,12.7086,11.7128,32.8,12.3276,20.6457,22.1692,8.4173,18.2568,,,,,4.2277,4.3285,20.6825,11.7456,8.37,7.8353,12.6663,10.7752,7.8736,10.5064,7.8153,16.7701,7.1206,8.3425,25.447,19.6076,12.2809,16.59,7.35,11.7793,14.42,5.7654,12.2165,12.8138,13.4439,11.2588,11.11,18.0447,19.3719,18.401,23.7384,28.1628,52.2859,28.8246,,,,8.31,9.0658,8.3342,15.3,4.7151,10.2566,12.5679,9.311,13.5873,8.5343,6.7071,15.6935,17.9376,29.0245,16.1436,,23.6677,,13.6271,16.453,18.8792,24.3744,,16.178,,15.9187,15.0782,27.2827,,22.7527,,,,0.7447
2017/8/9,8.15,6.9313,7.6559,4.49,17.0347,9.8269,7.1498,7.95,10.6235,8.3715,10.0224,10.34,16.806,9.4563,6.44,6.55,19.381,6.82,7.5956,8.0403,14.87,7.9491,8.48,9.8513,7.4463,11.34,7.149,11.3306,14.89,8.1297,10.0557,12.6691,12.0881,32.8,11.934,20.3294,21.584,8.3333,18.3695,,,,,4.2277,4.3382,20.4931,11.8251,8.37,7.8353,12.6663,10.586,7.9534,10.5064,7.8153,16.7801,7.0919,8.4975,25.447,19.578,12.3106,16.59,7.29,12.0841,14.26,6.0115,12.2516,12.901,13.3654,11.105,11.11,18.0831,19.329,18.3911,23.6448,27.8537,53.1952,28.5919,,,,8.25,8.9569,8.2544,15.37,4.8582,10.0714,12.3798,9.4884,13.5663,8.5642,6.925,16.0592,18.0466,29.0245,16.1436,,23.5986,,13.6469,16.5428,18.7037,26.1937,,15.9531,,15.9411,15.0315,28.5307,,22.443,,,,0.7447
2017/8/10,8.11,6.7753,7.6065,4.49,16.8468,10.0909,7.1299,7.75,10.4348,8.4399,9.9327,10.31,16.0153,9.5158,6.44,6.48,18.3448,6.72,7.5956,8.2291,14.47,7.7796,8.38,9.6461,7.2867,11.45,7.0472,11.0488,14.47,8.3195,9.9273,12.4912,12.2461,32.45,11.6373,19.9652,21.4391,8.1069,18.5948,,,,,4.2086,4.3382,20.2238,11.5766,8.1,7.7724,12.6663,10.4167,7.8836,10.5064,7.8524,16.6206,6.9484,8.5847,25.447,19.2134,12.0828,18.25,7.37,11.6733,14.12,6.1029,11.9808,12.6021,13.071,11.1105,11.11,18.4012,19.0597,18.2425,23.3914,27.4448,51.9992,27.6612,,,,8.09,8.8777,8.0448,14.93,4.8105,10.0909,12.2215,9.2421,13.5873,8.4647,7.0387,15.9702,18.0119,29.0245,16.1436,,22.6716,,13.4485,16.0337,18.9181,27.0642,,15.4893,,16.4253,15.0315,27.702,,21.9839,,,,0.7417
2017/8/11,8.16,6.6681,7.3394,4.49,16.7379,9.8954,7.0603,7.51,10.3256,8.225,9.7731,10.33,16.0732,9.9123,6.44,6.37,18.3941,6.6,7.5956,8.0104,14.3,7.5801,8.32,9.5093,7.2115,11.37,6.9518,10.7767,14.15,8.689,9.7593,12.3232,11.9597,31.68,11.3065,19.3901,20.8481,7.8184,18.2386,,,,,4.1416,4.309,20.0343,11.6064,8.09,7.7043,12.6663,9.9486,7.7838,10.5064,7.6948,16.3514,6.8622,8.449,25.447,19.3021,11.9739,19.16,7.23,11.7131,13.94,6.5528,11.9106,12.4817,12.9238,10.9293,11.11,18.2312,18.9985,17.8164,23.1711,27.2852,51.3963,27.8274,,,,8.01,8.6897,7.945,14.74,4.8582,9.8277,12.0731,8.8184,13.2433,8.3553,6.6882,15.7627,18.4923,29.0245,16.1436,,22.4054,,13.4585,15.7242,19.1521,26.2035,,15.5595,,16.537,14.8073,27.919,,21.4768,,,,0.7388
2017/8/14,8.29,6.8143,7.4878,4.71,16.9853,10.0518,7.0404,7.71,10.5738,8.4106,9.8928,10.33,16.7481,9.8032,6.44,6.5,18.9665,6.74,7.5956,8.1595,14.59,7.7297,8.4,9.7047,7.3524,11.51,7.0854,11.0002,14.27,9.0186,9.9174,12.5505,12.3153,31.63,11.5004,19.9748,21.1668,7.9426,18.7148,,,,,4.1799,4.3382,20.7823,11.8946,8.2,7.7357,12.6663,10.1079,7.9235,10.5064,7.8616,16.7602,7.1111,8.6041,25.447,19.6568,12.3007,19.98,7.42,12.0244,14.46,6.6794,12.2165,13.1293,13.3065,11.127,11.11,18.5822,19.427,18.0641,23.8816,27.8038,52.3353,28.2529,,,,8.13,8.8381,8.0448,14.88,4.8869,10.1591,12.6371,9.0056,13.2643,8.4547,6.7261,15.7232,18.6904,29.0245,16.1436,,22.7012,,13.6965,16.0836,19.8148,26.2426,,15.8055,,17.3117,14.9568,27.6033,,21.781,,,,0.7525
2017/8/15,8.2,6.8728,7.4087,4.64,17.0842,10.0714,7.0802,7.7,10.7327,8.4399,9.9028,10.34,17.4424,9.6347,6.44,6.55,19.2033,6.78,7.5956,8.1695,14.59,7.7397,8.35,9.6168,7.3712,11.51,7.1235,10.9614,14.58,8.8788,9.9273,12.511,12.1375,30.97,11.6601,20.5498,21.3696,8.0631,18.5003,,,,,4.1799,4.3382,20.5629,12.1728,8.28,7.7043,12.6663,9.9785,7.9235,10.5064,7.8616,17.0892,7.0632,8.6138,25.447,19.5583,12.3502,20.16,7.39,11.8323,14.98,6.5036,12.2616,13.3576,13.1888,11.1764,11.11,18.6261,20.0757,17.6975,26.272,28.3822,52.3847,28.4723,,,,8.09,8.9569,8.0547,14.88,4.8201,10.2469,12.5283,9.0056,13.8261,8.5144,6.7261,15.8714,18.6805,29.0245,16.1436,,23.0562,,13.7957,15.9937,19.8246,25.6851,,16.2201,,17.0361,14.9474,29.1029,,22.032,,,,0.7525
2017/8/16,8.22,6.8143,7.3592,4.87,17.2425,10.0323,7.1498,7.75,10.8518,8.5767,10.0025,10.26,16.9988,9.8825,6.44,6.57,18.779,6.84,7.5956,8.2291,14.73,7.7497,8.25,9.6265,7.4463,11.63,7.1553,11.0877,15.29,8.9187,10.194,12.6691,12.2264,30.97,11.7001,20.5115,21.6999,8.4574,19.3944,,,,,4.1799,4.3382,21.0017,12.3219,8.24,7.6833,12.6663,10.0183,8.0532,10.5064,7.9451,17.3085,7.2451,8.5556,25.447,19.6568,12.5879,19.87,7.5,12.1569,14.93,6.4755,12.4421,13.7768,13.2771,11.3741,11.11,18.8181,20.2532,18.0146,27.8141,28.7612,53.5016,28.8512,,,,8.16,8.9569,8.1246,14.99,4.7819,10.2761,12.6569,8.976,13.4118,8.6338,6.5555,15.8022,18.6557,29.0245,16.1436,,23.5099,,13.9444,16.1834,20.6238,25.8514,,16.5505,,17.0361,15.1343,30.3952,,22.4644,,,,0.7535
2017/8/17,8.38,6.8338,7.4185,5.11,17.8657,10.0909,7.3487,8.06,10.9312,8.6255,10.172,10.35,17.2592,9.9123,6.44,6.62,19.9336,6.9,7.5956,8.1695,15.18,7.8095,8.23,9.9197,7.681,11.68,7.2571,11.0974,15.1,8.8289,10.1643,12.5999,12.7597,30.45,11.6601,20.4348,21.4507,8.6729,19.0092,,,,,4.2086,4.3382,22.7069,12.5008,8.38,7.872,12.6663,10.0781,8.2029,10.5064,8.0563,17.8968,7.2546,8.8075,25.447,20.0214,12.6275,19.69,7.61,12.5213,15.4,6.4474,12.4923,13.5402,13.385,11.5609,11.11,18.6426,20.1982,18.2524,27.5828,28.5817,54.7074,28.8844,,,,8.27,9.0262,8.2444,15.16,4.8296,10.5101,12.7163,9.1435,13.4609,8.6537,6.5934,15.8121,18.73,29.0245,16.1436,,23.5493,,14.2321,16.3332,20.5166,25.8807,,16.3958,,17.1032,15.1343,30.0253,,22.4911,,,,0.7574
2017/8/18,8.4,6.9703,7.3592,5.28,17.6876,10.0029,7.3189,8.05,10.971,8.5278,10.7404,10.24,16.9699,9.8429,6.44,6.58,19.529,6.86,7.5956,8.398,15.05,7.7297,8.21,9.7536,7.8594,11.85,7.1172,10.9516,14.94,8.9187,10.7471,12.2738,12.5029,29.58,11.4605,19.946,21.7578,8.3735,19.0891,,,,,4.2277,4.3382,22.2283,12.4411,8.34,7.9034,12.6663,9.9785,8.0931,10.5064,7.9729,17.5478,7.0632,8.6525,25.447,19.5484,12.8157,20.29,7.44,12.4551,15.44,6.3489,12.4672,13.6481,13.2967,11.4236,11.11,18.3793,20.2471,18.0047,26.6024,27.8636,53.5905,27.987,,,,8.29,9.046,8.2244,15.16,4.7914,10.2664,12.7163,9.1337,12.9834,8.6039,6.5934,15.6738,19.1757,29.0245,16.1436,,24.3481,,14.113,16.6527,19.9415,25.333,,16.3185,,16.6339,15.209,28.2397,,22.2829,,,,0.7583
2017/8/21,8.82,7.019,7.5669,5.19,17.7569,10.042,7.3288,8.05,11.2688,8.6255,10.7006,10.35,17.1434,10.1006,6.44,6.66,19.7559,6.92,7.5956,8.249,15.09,7.7297,8.32,9.7634,7.7468,11.69,7.1998,11.2334,14.99,9.1584,10.9941,12.4122,12.5819,29.67,11.5689,20.7032,22.1345,8.6912,19.6198,,,,,4.2372,4.3382,22.4576,13.0175,8.32,7.9768,12.6663,10.1478,8.1331,10.5064,8.0192,18.2258,7.1206,8.6913,25.447,19.6273,13.0732,20.26,7.53,12.3689,15.32,6.3982,12.7531,13.9885,13.3065,11.9838,11.11,18.4835,20.9571,18.0344,27.1863,28.5318,53.7289,28.3725,,,,8.32,9.0856,8.2643,15.17,4.7532,10.3151,13.0132,9.4588,13.2362,8.6935,6.6124,15.7924,19.3144,29.0245,16.1436,,25.6104,,14.1725,16.5728,20.9942,25.4992,,17.0143,,16.7977,15.1903,28.6195,,22.1281,,,,0.7622
2017/8/22,8.85,7.1165,7.5471,5.45,17.559,9.8465,7.1896,7.91,11.1695,8.5474,10.4213,10.28,16.5939,9.8825,6.44,6.58,19.7559,6.85,7.5956,8.2589,15.15,7.8095,8.35,9.6168,7.5777,11.5,7.1426,11.0294,14.84,9.1185,10.8657,12.3035,12.1079,29.78,11.4206,20.0706,22.2214,8.8664,20.0269,,,,,4.2564,4.3382,21.7596,12.9181,8.22,7.9977,12.6663,10.1179,8.0333,10.5064,7.8709,17.837,6.9101,8.5072,25.447,19.4696,12.7067,20.09,7.43,11.9383,15.19,6.4193,12.5124,13.7395,13.0416,11.7531,11.11,18.489,20.902,18.0344,27.6324,28.2526,52.5626,28.5454,,,,8.31,9.0163,8.1745,14.93,4.7723,10.0714,12.9835,9.3209,13.2713,8.594,6.584,15.7726,19.25,29.0245,16.1436,,26.1922,,13.9742,16.453,20.3022,25.3721,,17.0283,,16.7828,15.181,28.0917,,24.3435,,,,0.7564
2017/8/23,8.84,7.331,7.5471,5.57,17.5392,9.8465,7.1697,7.89,11.2291,8.479,10.8402,10.36,16.6517,10.1898,6.44,6.63,19.075,7.54,7.5956,8.249,14.9,7.9491,8.44,9.6559,7.512,11.19,7.1108,11.146,15.07,8.7989,10.9842,12.0564,12.6807,29.58,11.4377,20.1473,22.4821,9.0198,19.8306,,,,,4.2851,4.3382,22.0089,12.7691,8.18,8.1393,12.6663,10.098,8.0632,10.5064,7.7967,17.7173,6.8909,8.4878,25.447,19.4598,12.7563,20.18,7.43,11.7528,16.71,6.2154,12.2365,13.6274,13.1986,11.797,11.11,18.3793,21.257,18.0542,28.3264,28.6116,52.6614,28.4922,,,,8.13,8.9668,8.1645,14.85,4.7246,10.0909,13.0923,9.3997,12.9764,8.405,6.4513,15.6639,19.4976,29.0245,16.1436,,26.5965,,13.994,16.3931,20.5848,25.3721,,17.457,,16.7605,15.1997,27.8598,,23.5855,,,,0.7603
2017/8/24,9,7.4577,7.4087,5.54,17.47,9.4651,7.1101,7.77,11.0405,8.5278,11.1094,10.28,17.0952,10.1601,6.44,6.73,19.1145,7.48,7.5956,8.0104,14.68,7.7297,8.43,9.5777,7.4745,11.27,7.1426,11.2432,14.87,9.0386,10.8163,12.0959,12.3251,29.48,11.3065,20.1089,22.5517,8.7386,19.4453,,,,,4.2659,4.348,21.4205,12.6598,8.13,8.0711,12.6663,10.6258,7.9335,10.5064,7.7504,17.5877,6.8048,8.3522,25.447,19.1149,12.5582,20.27,7.26,11.2891,15.96,6.2505,12.046,13.5651,12.9631,11.6872,11.11,18.3848,21.1652,17.9155,27.4176,28.6415,52.78,31.3441,,,,8.03,8.9569,8.0547,14.7,5.0491,10.3151,13.1022,9.1632,13.2152,8.3951,6.3755,15.654,19.77,29.0245,16.1436,,27.9673,,13.7957,16.7325,20.5848,25.2058,,16.8597,,16.6711,15.2557,28.3186,,22.8434,,,,0.7544
2017/8/25,8.98,7.409,7.4284,5.48,17.6382,9.5336,7.1001,7.88,11.0802,8.6255,10.9399,10.29,16.8735,10.17,6.44,6.71,19.1737,7.2,7.5956,8.0601,14.85,7.7397,8.59,9.6363,7.5871,11.46,7.2062,11.3403,15.1,8.9487,10.9941,12.1849,12.3153,29.48,11.4034,20.2048,23.2817,9.1184,19.8997,,,,,4.2851,4.3577,21.61,12.7691,8.17,8.1078,12.6663,10.6557,8.0432,10.5064,7.8431,18.0065,6.9005,8.5266,25.447,19.3908,12.6671,20.39,7.38,11.4282,16.05,6.3982,12.2365,13.8225,13.2967,11.8849,11.11,18.5384,21.2387,18.2722,27.3845,30.1174,52.3748,31.0117,,,,8.16,9.0559,8.1146,14.85,5.0109,10.6271,13.0923,9.4391,13.2924,8.4945,6.4608,15.8615,19.671,29.0245,16.1436,,27.8884,,13.9345,16.5928,22.2807,26.047,,17.5906,,16.7754,15.3118,28.6441,,23.3132,,,,0.7613
2017/8/28,9.14,7.3407,7.7549,5.5,17.9053,9.8074,7.0305,7.96,11.6163,8.7623,10.9997,10.25,16.9795,10.0907,6.44,6.72,19.3612,7.2,7.5956,8.08,15.01,7.7497,8.69,9.7145,7.6435,11.7,7.2635,11.8068,15.65,9.0286,11.2213,12.254,12.5325,30.1,11.6373,20.6361,23.9365,9.6041,21.03,,,,,4.3042,4.4065,21.7695,13.0473,8.32,8.3437,12.6663,11.3428,8.1231,10.5064,7.9451,18.1161,6.9771,8.6525,25.447,19.4795,13.192,20.73,7.52,12.1901,16.35,6.4052,12.4221,14.084,13.4439,12.0002,11.11,18.7248,21.2081,18.51,29.0258,30.3568,53.9365,31.1646,,,,8.05,9.1944,8.2344,14.75,4.9919,10.7929,13.5278,9.4785,13.5241,8.5542,6.5082,16.0888,19.8839,29.0245,16.1436,,29.3972,,14.1924,16.7525,23.1482,26.4871,,19.0523,,16.902,15.237,29.9908,,23.9698,,,,0.7661
2017/8/29,9.3,7.3407,7.5669,5.48,17.5986,9.7291,7.0504,7.98,11.6659,8.6646,10.7205,10.16,17.3749,10.0015,6.44,6.72,20.0125,7.08,7.5956,8.0104,14.94,7.7696,8.58,9.7438,7.6529,11.54,7.2889,11.7388,15.56,8.8988,11.2608,12.3133,12.2955,30.2,11.7343,20.9428,24.1509,9.6333,21.0264,16.7679,,,,4.2946,4.3772,21.5801,13.0572,8.19,8.5428,12.6663,10.8349,8.1231,10.5064,7.8431,17.9267,6.8144,8.5556,25.447,19.4598,12.9643,20.67,7.49,11.9251,16.83,6.4474,12.4622,14.2168,13.493,11.9069,11.11,18.7742,21.2938,18.51,28.3374,30.9552,55.4388,31.1513,,,,7.86,9.1054,8.2344,14.69,4.9823,10.6369,13.2804,9.6362,13.3977,8.4945,6.4513,16.3754,19.8592,29.0245,16.1436,,29.6536,,14.113,16.473,22.7778,26.1644,,19.3405,,17.0957,15.2184,29.2558,,24.2741,,,,0.7632
