ÈÕÆÚ,000410.SZ,000530.SZ,000570.SZ,000595.SZ,000777.SZ,000811.SZ,000816.SZ,000837.SZ,000880.SZ,002026.SZ,002046.SZ,002122.SZ,002158.SZ,002164.SZ,002248.SZ,002272.SZ,002282.SZ,002347.SZ,002426.SZ,002438.SZ,002444.SZ,002480.SZ,002514.SZ,002520.SZ,002532.SZ,002552.SZ,002559.SZ,002598.SZ,002633.SZ,002639.SZ,002685.SZ,002686.SZ,002747.SZ,002760.SZ,002793.SZ,002795.SZ,002871.SZ,002877.SZ,002884.SZ,002896.SZ,002903.SZ,002931.SZ,002943.SZ,200530.SZ,200570.SZ,300024.SZ,300064.SZ,300080.SZ,300091.SZ,300092.SZ,300095.SZ,300126.SZ,300145.SZ,300154.SZ,300161.SZ,300179.SZ,300193.SZ,300222.SZ,300257.SZ,300260.SZ,300278.SZ,300345.SZ,300391.SZ,300400.SZ,300420.SZ,300421.SZ,300430.SZ,300435.SZ,300441.SZ,300464.SZ,300470.SZ,300488.SZ,300503.SZ,300554.SZ,300606.SZ,300607.SZ,300629.SZ,300700.SZ,300718.SZ,300780.SZ,600172.SH,600218.SH,600243.SH,600421.SH,600481.SH,600592.SH,600841.SH,601002.SH,601100.SH,601177.SH,601369.SH,601882.SH,603088.SH,603090.SH,603131.SH,603187.SH,603269.SH,603277.SH,603308.SH,603315.SH,603331.SH,603339.SH,603486.SH,603617.SH,603666.SH,603667.SH,603699.SH,603757.SH,603915.SH,603985.SH,688003.SH,688028.SH,688333.SH,900920.SH
2014/1/2,5.9468,4.4344,6.2535,2.665,9.4151,6.6439,4.4046,7.38,7.5853,6.3522,7.1305,4.1918,8.4439,3.723,7.26,4.51,5.3998,3.8758,2.8578,6.216,7.865,8.1054,5.0197,7.9223,6.8425,5.6964,5.3649,6.2444,7.71,4.1965,3.0869,5.6007,,,,,,,,,,,,3.1577,4.3881,10.047,4.9034,7.6538,3.5431,4.1573,4.5503,6.2118,3.4925,5.7376,14.2056,3.374,6.9721,4.6421,19.0698,7.3531,3.6766,3.808,,,,,,,,,,,,,,,,,,,3.5937,8.7636,6.495,6.51,4.9293,7.0049,11.0951,8.3309,8.209,6.7685,5.5588,,,,,,,,,,,,,,,,,,,,,,,0.7412
2014/1/3,5.9268,4.3586,6.2437,2.63,9.4043,6.3248,4.3353,7.13,7.5059,6.4191,6.9696,4.093,8.1822,3.6936,7.19,4.6,5.3414,3.701,2.8324,6.339,8.1462,8.205,5.1511,7.6976,6.9032,5.6268,5.1626,6.2172,7.78,4.2692,3.0028,5.5814,,,,,,,,,,,,3.0565,4.3691,10.1516,4.9133,7.8128,3.5452,4.1653,4.6516,6.1029,3.4103,5.5581,13.437,3.3953,6.8173,4.7884,19.3577,7.279,3.6766,3.8531,,,,,,,,,,,,,,,,,,,3.5663,8.4824,6.495,6.59,4.7925,6.892,10.8609,8.119,7.922,6.6499,5.4084,,,,,,,,,,,,,,,,,,,,,,,0.7318
2014/1/6,5.667,4.3141,5.9987,2.55,9.0516,6.2546,4.1473,6.9,7.3371,6.2949,6.773,3.9645,7.7276,3.5855,6.95,4.57,5.1207,3.5712,2.7639,6.3341,7.9231,8.0457,4.8586,7.7062,6.7355,5.4877,4.8154,6.0354,7.66,4.147,2.9327,5.4556,,,,,,,,,,,,2.9554,4.3214,10.0224,4.7061,7.4748,3.4407,4.0536,4.6614,5.7664,3.3404,5.5144,12.5823,3.2414,6.6108,4.8544,19.2617,6.8982,3.6766,3.5806,,,,,,,,,,,,,,,,,,,3.4077,8.0947,6.495,6.32,4.5873,6.751,10.5389,7.7049,7.6691,6.4325,5.2078,,,,,,,,,,,,,,,,,,,,,,,0.7215
2014/1/7,5.7769,4.216,6.0281,2.55,9.1113,6.2354,4.0582,6.94,7.1386,6.2376,6.7194,3.9447,7.8745,3.6052,7.43,4.63,5.1207,3.6111,2.7835,6.4325,8.0492,8.0656,4.7619,8.307,6.6344,5.5473,4.8758,6.0899,7.89,4.1106,2.9958,5.4039,,,,,,,,,,,,2.9638,4.3404,10.0368,4.7653,7.5941,3.449,4.1813,4.5568,5.8852,3.2657,5.615,12.5889,3.3355,6.6925,5.0438,19.6023,6.9229,3.6766,3.6469,,,,,,,,,,,,,,,,,,,3.4077,8.1044,6.495,6.4,4.7027,6.7416,10.4511,7.6375,7.6075,6.4721,5.2328,,,,,,,,,,,,,,,,,,,,,,,0.7234
2014/1/8,5.7269,4.2294,6.0183,2.53,8.8671,6.1907,4.0384,6.97,6.9102,6.2663,6.8177,3.9249,7.8424,3.556,7.75,4.59,5.1726,3.5961,2.7659,6.2898,8.0783,7.9909,4.7842,8.5836,6.5852,5.597,4.8336,6.3535,8.21,4.071,3.0448,5.4943,,,,,,,,,,,,3.0017,4.3309,10.1864,5.2389,7.8227,3.5536,4.1932,4.8345,6.1772,3.3252,5.7901,12.7546,3.4809,6.9549,5.0868,20.5043,7.2443,3.6766,3.7725,,,,,,,,,,,,,,,,,,,3.4515,7.9396,6.495,6.38,4.6258,6.7416,10.1583,7.4641,7.5802,6.561,5.1075,,,,,,,,,,,,,,,,,,,,,,,0.7215
2014/1/9,5.597,4.3185,6.0281,2.515,8.7151,6.395,4.1275,6.87,6.9599,6.209,6.6211,3.8359,7.8608,3.4971,7.39,4.41,5.0753,3.5262,2.76,6.0339,8.0492,7.7071,4.7793,8.3848,6.4233,5.5871,4.583,6.2081,8.02,3.8496,2.9187,5.4459,,,,,,,,,,,,3.0565,4.3309,9.7456,5.0415,7.5047,3.4637,4.0337,4.6712,5.7713,3.2893,5.6325,11.9263,3.3654,6.4517,4.8487,20.1684,6.9378,3.6766,3.5711,,,,,,,,,,,,,,,,,,,3.3475,7.988,6.495,6.3,4.3137,6.5818,9.8851,7.4063,7.4708,6.4128,4.9821,,,,,,,,,,,,,,,,,,,,,,,0.7158
2014/1/10,5.517,4.1804,5.8909,2.505,8.9919,6.2609,4.1671,6.51,7.0492,6.1899,6.4246,3.7865,7.3741,3.4283,7.4,4.39,4.8871,3.3414,2.7581,6.216,8.0007,7.503,4.5388,8.8126,6.4696,5.4529,4.6252,5.9626,8.24,3.8661,2.7961,5.2265,,,,,,,,,,,,2.9975,4.3214,9.5303,5.3277,7.2562,3.4657,4.0017,4.6581,5.5585,3.3026,5.4093,11.933,3.2842,6.3527,4.6737,19.5832,6.6015,3.6766,3.545,,,,,,,,,,,,,,,,,,,3.2764,8.2595,6.495,6.2,4.3051,6.4501,9.9534,7.387,7.7032,6.2349,4.7898,,,,,,,,,,,,,,,,,,,,,,,0.713
2014/1/13,5.3671,4.0021,5.9105,2.475,8.6988,5.8078,4.0087,6.6,7.3173,6.3714,6.4424,3.8162,7.3557,3.4185,7.59,4.38,4.9195,3.2465,2.7072,6.1914,7.7486,7.4184,4.4496,9.3356,6.4927,5.3883,5.0872,5.9172,8.25,3.7405,2.8381,5.1684,,,,,,,,,,,,2.9301,4.3118,9.7538,5.4658,7.1071,3.6603,3.9618,4.6222,5.7664,3.2941,5.51,12.3371,3.3782,6.4904,4.7253,19.2857,6.6905,3.6766,3.5829,,,,,,,,,,,,,,,,,,,3.2819,8.211,6.495,6.25,4.2111,6.3655,9.8656,7.4641,7.628,6.314,4.84,,,,,,,,,,,,,,,,,,,,,,,0.7149
2014/1/14,5.537,4.0868,6.0183,2.495,8.8291,5.9737,4.1077,7.09,7.5258,6.2758,6.6301,3.8952,7.6679,3.5266,7.64,4.44,5.0493,3.3414,2.7678,6.3193,8.3305,7.4681,4.4917,9.5085,6.6459,5.5573,5.5159,6.0535,8.47,3.8661,2.8696,5.22,,,,,,,,,,,,2.9174,4.3214,10.7298,5.5546,7.276,3.6603,4.2172,4.73,6.0485,3.4462,5.9652,12.7214,3.4851,7.1398,5.1987,19.6167,6.8586,3.6766,3.6659,,,,,,,,,,,,,,,,,,,3.3421,8.2885,6.495,6.37,4.2966,6.4689,9.8949,7.57,7.9425,6.3831,5.0406,,,,,,,,,,,,,,,,,,,,,,,0.7187
2014/1/15,5.517,4.1135,6.0379,2.465,8.943,6.0312,4.1374,7.06,7.9229,6.2185,6.7016,3.8656,7.9847,3.4971,7.54,4.39,5.0948,3.4063,2.8265,6.4473,8.3983,7.5827,4.6306,9.314,6.6893,5.5771,5.5853,6.0808,8.46,3.8859,2.8661,5.2362,,,,,,,,,,,,2.9427,4.2737,10.6785,5.4362,7.3655,3.5975,4.281,5.0403,6.197,3.4481,5.9564,12.8473,3.4937,7.0882,5.718,19.7271,7.1504,3.6766,3.7085,,,,,,,,,,,,,,,,,,,3.3366,8.3079,6.495,6.41,4.288,6.5629,10.0217,7.57,7.922,6.393,5.0322,,,,,,,,,,,,,,,,,,,,,,,0.7149
2014/1/16,5.527,4.1269,6.0281,2.48,9.2958,6.1269,4.1572,7.17,7.6548,6.3045,6.7909,3.8755,8.1317,3.4774,7.81,4.47,5.1272,3.3964,2.8344,6.9345,8.3886,7.6275,4.6628,8.8602,6.6344,5.5672,5.6849,6.0626,8.2,3.8661,2.8626,5.2555,,,,,,,,,,,,2.9301,4.2928,10.4099,5.4263,7.2363,3.6331,4.2371,4.9194,6.3801,3.3933,5.9695,13.3045,3.4851,7.114,6.289,19.5352,7.1603,3.6766,3.6516,,,,,,,,,,,,,,,,,,,3.3366,8.2982,6.495,6.5,4.3949,6.4877,9.9729,7.6664,7.7989,6.4128,5.0071,,,,,,,,,,,,,,,,,,,,,,,0.7158
2014/1/17,5.4871,4.109,6.0869,2.465,9.019,6.1588,4.0582,7.14,7.4265,6.3427,6.6301,3.8359,8.1638,3.4578,7.66,4.35,5.0948,3.4014,2.8128,6.6638,8.4856,7.5677,4.514,8.7824,6.4233,5.5076,5.5762,5.9626,8.84,3.919,2.8732,5.1652,,,,,,,,,,,,2.9343,4.3214,10.4448,5.4954,7.3059,3.631,4.297,4.9553,6.192,3.2232,6.2102,12.9997,3.5279,7.1442,6.3779,19.2857,7.3185,3.6766,3.699,,,,,,,,,,,,,,,,,,,3.3092,7.9783,6.495,6.38,4.3607,6.4313,9.768,7.6086,7.6075,6.3337,4.9403,,,,,,,,,,,,,,,,22.3489,,,,,,,0.714
2014/1/20,5.497,4.0422,6.0477,2.45,8.7314,6.0439,3.9592,7.33,7.0989,6.2472,6.6479,3.8458,8.4531,3.4185,7.24,4.39,5.0234,3.3314,2.8187,6.3489,8.5244,7.269,4.6628,7.905,6.4436,5.5274,5.4525,5.9172,8.49,3.9322,2.8661,5.1716,,,,,,,,,,,,2.8331,4.2832,10.1864,5.2981,7.3456,3.6289,4.3449,5.0468,6.4643,3.1154,5.9739,12.4895,3.4381,6.8947,6.2258,18.7148,7.3729,3.6766,3.5711,,,,,,,,,,,,,,,,,,,3.3366,7.9783,6.495,6.24,4.2837,6.4407,9.9144,7.5219,7.7306,6.2843,5.166,,,,,,,,,,,,,,,,20.1175,,,,,,,0.7149
2014/1/21,5.507,4.2561,6.0771,2.475,9.0136,6.6503,3.979,7.4,7.2379,6.4478,6.773,3.9249,9.1326,3.4873,7.31,4.42,5.1597,3.3364,2.893,6.5014,8.4565,7.259,4.8289,8.0779,6.6633,5.6517,5.8268,6.0899,8.7,4.0379,2.8942,5.4039,,,,,,,,,,,,2.9511,4.2928,10.6416,5.3474,7.5047,3.6247,4.3568,5.0795,6.5039,3.1778,6.2978,12.9136,3.545,7.2474,6.1541,19.0938,7.4421,3.6766,3.4147,,,,,,,,,,,,,,,,,,,3.3694,8.085,6.495,6.36,4.412,6.5629,10.051,7.5797,7.4093,6.3436,5.2161,,,,,,,,,,,,,,,,19.2885,,,,,,,0.7215
2014/1/22,5.617,4.4745,6.1653,2.54,9.133,7.0715,4.1077,7.42,7.3173,6.9254,6.9607,4.0139,9.128,3.6052,7.46,4.52,5.3284,3.4463,3.1121,6.6442,8.7184,7.4881,4.9429,8.2119,6.7355,5.771,5.7815,6.1899,8.96,4.0875,2.9783,5.4459,,,,,,,,,,,,3.0228,4.35,10.9471,5.3967,7.5842,3.6184,4.3688,5.1383,6.6078,3.1939,6.2759,13.1124,3.5878,7.213,6.2258,19.4296,7.4718,3.6766,3.4621,,,,,,,,,,,,,,,,,,,3.435,8.337,6.495,6.51,4.5274,6.657,10.1974,7.8975,7.6075,6.5017,5.2746,,,,,,,,10.864,,,,,,,,19.2973,,,,,,,0.7252
2014/1/23,5.6869,4.4344,6.2535,2.525,9.1492,7.0779,4.1572,7.65,7.3074,6.8394,6.9786,4.0633,8.9673,3.615,7.35,4.51,5.3544,3.4663,3.1199,6.5949,8.7184,7.6474,4.9082,8.1687,6.7616,5.6766,5.8751,6.199,9.08,4.1338,2.9818,5.4846,,,,,,,,,,,,3.006,4.3595,11.0169,5.4165,7.942,3.8339,4.4486,5.1611,6.6326,3.2959,6.184,13.3906,3.6177,7.2044,6.8484,19.5784,7.5905,3.6766,3.5189,,,,,,,,,,,,,,,,,,,3.4241,8.2885,6.495,6.59,4.5146,6.6194,10.2461,7.8879,7.6075,6.5215,5.2412,,,,,,,,11.4414,,,,,,,,19.1209,,,,,,,0.7271
2014/1/24,5.6869,4.5324,6.2241,2.545,9.1818,7.3332,4.1869,7.5,7.3769,6.9063,7.1573,4.0831,8.9628,3.6444,7.63,4.53,5.3674,3.4813,3.2177,6.6589,8.8541,7.6374,4.9206,8.9034,6.8165,5.7561,5.7544,6.2535,9.29,4.1172,3.0063,5.5943,,,,,,,,,,,,3.0397,4.3595,10.9697,5.2981,8.1508,3.836,4.4167,5.0501,6.6326,3.3092,6.1358,13.4105,3.6177,6.9033,6.6705,19.6695,7.452,3.6766,3.5663,,,,,,,,,,,,,,,,,,,3.4405,8.3855,6.495,6.56,4.5787,6.5724,10.2852,8.0034,7.5802,6.5906,5.2997,,,,,,,,12.2049,,,,,,,,19.9764,,,,,,,0.7262
2014/1/27,5.667,4.5547,6.0575,2.5,9.2523,7.397,4.1176,7.4,7.1584,6.7917,7.059,4.1325,9.0775,3.5953,7.53,4.55,5.3933,3.5162,3.2471,6.8952,9.0675,7.5677,5.2577,9.2448,6.8656,5.6666,5.5189,6.2353,9.29,4.0809,3.0238,5.5781,,,,,,,,,,,,3.0228,4.3118,10.8979,5.377,8.1011,3.7335,4.5244,5.0664,6.7513,3.244,5.9608,13.543,3.5749,6.8001,6.4209,19.4632,7.5163,3.6766,3.5284,,,,,,,,,,,,,,,,,,,3.4733,8.4243,6.495,6.67,4.5146,6.6852,10.2657,7.8493,7.4162,6.561,5.1827,,,,,,,,11.598,,,,,,,,18.821,,,,,,,0.7196
2014/1/28,5.7369,4.6617,6.0477,2.525,9.3066,7.2693,4.1572,7.49,7.2081,6.9349,7.0143,4.0633,8.825,3.6346,7.6,4.5,5.3414,3.4962,3.1728,6.9542,9.0869,7.747,5.7832,8.8818,6.7529,5.5771,5.7664,6.2626,9.29,4.0677,3.0308,5.5749,,,,,,,,,,,,3.065,4.3214,11.4823,5.229,8.0812,3.7439,4.4366,4.9259,6.6623,3.2695,6.0045,13.2184,3.498,6.9248,6.4267,19.4632,8.0504,3.6766,3.4905,,,,,,,,,,,,,,,,,,,3.4679,8.3661,6.495,6.8,4.5531,6.6382,10.0803,7.8493,7.6417,6.561,5.2161,,,,,,,,11.6666,,,,,,,,19.0503,,,,,,,0.7196
2014/1/29,5.7269,4.5859,6.0869,2.54,9.2958,7.2374,4.2265,7.43,7.2577,7.1642,7.193,4.0435,9.0408,3.6543,7.02,4.55,5.3998,3.4913,3.0984,6.8607,9.4069,7.8117,6.3112,8.8559,6.8483,5.6666,5.6819,6.299,9.29,4.1172,3.0554,5.6394,,,,,,,,,,,,3.0776,4.3404,11.5172,5.1402,8.1706,3.7586,4.5763,5.0272,6.8157,3.2496,6.0089,13.2382,3.6006,6.7743,6.2517,20.1493,7.8427,3.6766,3.5782,,,,,,,,,,,,,,,,,,,3.4569,8.434,6.495,6.72,4.7455,6.657,10.0119,7.9938,7.587,6.561,5.1576,,,,,,,,10.6976,,,,,,,,17.6921,,,,,,,0.7205
2014/1/30,5.6969,4.5904,5.9595,2.55,9.1547,7.2885,4.1572,7.4,7.1882,7.2215,7.3092,4.0732,8.7286,3.6641,6.99,4.51,5.3219,3.4563,3.161,6.8558,9.8821,7.7071,6.2418,8.5144,6.7645,5.5722,5.5249,6.2172,9.29,4.0049,2.9888,5.5168,,,,,,,,,,,,3.0776,4.35,11.3593,5.1895,8.2402,3.7711,4.4685,4.9423,6.781,3.1457,5.7945,12.7347,3.5536,6.6237,5.9992,20.0341,7.6943,3.6766,3.5616,,,,,,,,,,,,,,,,,,,3.435,8.2595,6.495,6.75,4.6728,6.657,10.0217,7.9071,7.4982,6.5116,5.1576,,,,,,,,10.2767,,,,,,,,16.7837,,,,,,,0.7205
2014/2/7,5.7069,4.7775,6.3712,2.56,9.2741,7.7863,4.1473,7.51,7.2676,7.2788,7.4968,4.0732,9.2337,3.6936,7.03,4.57,5.4842,3.5112,3.3214,6.9296,9.8918,7.8864,6.222,8.7997,7.0824,5.7511,5.688,6.3989,9.29,4.18,3.0834,5.5717,,,,,,,,,,,,3.1324,4.4168,12.0011,5.3474,8.5583,3.7753,4.5443,5.0664,6.8998,3.2468,6.0264,12.8606,3.746,6.7829,6.1914,20.8401,7.8526,3.6766,3.5995,,,,,,,,,,,,,,,,,,,3.5499,8.4049,6.495,6.68,4.8609,6.7322,10.129,8.1383,7.5255,6.5906,5.3499,,,,,,,,10.6976,,,,,,,,17.1012,,,,,,,0.7149
2014/2/10,5.8968,4.889,6.6064,2.615,9.5508,8.2458,4.2859,7.69,7.4861,7.4508,7.6219,4.1721,9.4586,3.7918,7.2,4.69,5.6919,3.6211,3.6539,6.9739,10.5804,8.1303,6.2716,8.8645,7.2848,5.8456,5.8872,6.508,9.29,4.2891,3.1535,5.7491,,,,,,,,,,,,3.183,4.4549,12.0974,5.4855,8.6279,3.8422,4.692,5.2199,7.0186,3.3536,6.2496,13.3244,3.823,6.9807,6.5414,20.8449,8.0603,3.6766,3.6872,,,,,,,,,,,,,,,,,,,3.6155,8.7539,6.495,6.93,4.9421,6.9014,10.3535,8.3983,7.7169,6.7784,5.4836,,,,,,,,11.4121,,,,,,,,17.7362,,,,,,,0.7215
2014/2/11,5.8469,4.8355,6.5574,2.61,9.4911,8.265,4.3254,8.46,7.5158,7.1642,8.0329,4.1721,9.4862,3.7721,7.2,4.66,5.6334,3.6461,3.609,7.1363,10.7937,8.1403,6.0237,8.8688,7.1431,5.8853,5.7876,6.4626,9.29,4.3552,3.1254,5.8879,,,,,,,,,,,,3.1324,4.4454,11.7899,5.4756,8.5185,3.905,4.6401,5.1775,6.8157,3.3082,6.1709,13.4701,3.8059,6.9119,6.4008,20.4563,7.907,3.6766,3.6967,,,,,,,,,,,,,,,,,,,3.6155,8.7539,6.495,6.97,4.8865,6.892,10.9097,8.2924,7.8399,6.7981,5.8598,,,,,,,,11.7351,,,,,,,,17.6127,,,,,,,0.729
2014/2/12,6.0268,4.8132,6.9397,2.74,9.6593,8.5202,4.4541,8.76,7.5853,7.0782,8.0508,4.2314,9.7433,3.9686,7.52,4.75,5.5945,3.751,3.7596,7.2101,10.6773,7.9312,5.9964,9.0633,7.4264,5.9251,5.8782,6.608,9.29,4.4047,3.206,5.9492,,,,,,,,,,,,3.1114,4.5789,11.9436,5.821,8.7173,4.0618,4.676,5.429,6.8454,3.3517,6.2584,13.7749,3.8914,7.0323,6.6677,20.5378,8.169,3.6766,3.8128,,,,,,,,,,,,,,,,,,,3.6702,8.8993,6.495,6.88,4.9036,6.939,11.1732,8.2924,7.9288,6.8574,5.8431,,,,,,,,12.9096,,,,,,,,18.8563,,,,,,,0.73
2014/2/13,5.9368,4.479,7.6356,2.67,9.464,8.2458,4.4046,8.42,7.5655,7.0209,7.5504,4.1424,9.2658,3.9784,7.37,4.64,5.588,3.696,3.6931,7.0969,10.6676,7.727,5.9865,8.6009,7.1865,5.8157,5.3136,6.4807,9.29,4.6757,3.0939,5.9653,,,,,,,,,,,,2.9933,4.7697,11.267,5.821,8.5285,3.951,4.4845,5.2428,6.5732,3.3649,5.8689,13.7087,3.7161,6.4689,6.6677,20.2932,7.813,3.6766,3.7109,,,,,,,,,,,,,,,,,,,3.6538,8.909,6.495,6.81,4.8994,6.8168,11.4269,8.1479,7.8399,6.7685,5.7093,,,,,,,,12.4398,,,,,,,,18.0096,,,,,,,0.7281
2014/2/14,6.1267,4.6973,7.714,2.745,9.5725,9.0691,4.4541,8.55,7.6648,6.9827,7.6487,4.2314,9.6377,4.0177,7.67,4.77,5.7373,3.7859,3.787,7.2495,10.561,7.8664,5.9072,8.7694,7.3397,6.0593,5.4494,6.5807,9.29,4.9863,3.1745,6.175,,,,,,,,,,,,3.065,4.7506,12.0359,5.8999,8.767,3.9489,4.6401,5.4551,6.88,3.5625,5.9608,13.9339,3.7631,6.5764,6.6677,20.2932,8.0009,3.6766,3.763,,,,,,,,,,,,,,,,,,,3.6648,8.9671,6.495,7.06,5.2371,7.0143,11.3391,8.3405,8.0997,6.8475,5.8932,,,,,,,,13.4381,,,,,,,,18.7769,,,,,,,0.7243
2014/2/17,6.1367,4.987,7.6944,2.745,9.7353,9.9754,4.4343,8.7,7.6747,7.1546,7.9346,4.2907,9.9913,4.0177,7.74,4.88,5.7762,3.8409,3.7635,7.5251,10.6773,7.8167,5.9617,9.2881,8.074,6.0643,5.4525,6.6989,9.29,5.092,3.2446,6.6976,,,,,,,,,,,,3.1999,4.7888,12.2943,5.9689,9.2243,3.9113,5.0231,5.5499,6.9988,3.9188,6.1577,14.0996,3.9299,6.7657,6.6677,20.4755,8.3075,3.6766,3.8388,,,,,,,,,,,,,,,,,,,3.7359,9.1222,6.495,7.03,5.297,7.1365,11.3293,8.2827,8.0792,7.0155,5.9768,,,,,,,,13.5066,,,,,,,,19.5354,,,,,,,0.7205
2014/2/18,6.0667,5.4862,7.6454,2.705,10.088,10.0584,4.4739,8.56,7.5655,6.9158,7.8006,4.2907,10.455,3.9981,7.59,4.85,5.8022,3.8708,3.8496,7.8795,10.464,7.8913,6.2964,10.2173,8.3833,6.2084,5.3528,6.6807,9.29,5.6009,3.2481,6.4525,,,,,,,,,,,,3.436,4.8365,11.9088,5.8703,9.1845,3.9029,4.9553,5.5303,7.0384,4.0795,6.0177,14.0996,3.9171,6.7958,6.6677,20.4707,8.53,3.6766,3.7772,,,,,,,,,,,,,,,,,,,3.6976,8.8605,6.495,7.09,5.3525,7.0519,11.1439,8.2442,7.9766,7.0847,5.8681,,,,,,,,14.0449,,,,,,,,20.2057,,,,,,,0.7121
2014/2/19,6.4965,5.6511,7.9394,2.69,9.871,9.6882,4.4541,8.66,7.6052,7.0018,7.7113,4.3105,10.1795,4.0079,8.1,4.84,5.7438,3.7909,3.7576,7.6088,10.2797,7.8216,6.0832,10.092,8.3457,6.1388,5.4917,6.6353,9.29,5.4522,3.227,6.3815,,,,,,,,,,,,3.4444,4.8842,11.8022,5.8111,9.3237,3.9154,4.9234,5.3539,7.0087,3.9264,5.9652,13.9803,3.9513,6.7054,6.6677,20.6626,9.0789,3.6766,3.7749,,,,,,,,,,,,,,,,,,,3.6702,8.9284,6.495,7.11,5.3739,7.7571,11.2122,8.485,7.9493,7.3416,5.9099,,,,,,,,13.5066,,,,,,,,19.9147,,,,,,,0.7149
2014/2/20,6.6464,5.4639,7.6258,2.79,9.5617,9.4648,4.5036,8.68,7.8336,7.0687,7.4521,4.2314,9.6974,3.9784,7.89,4.7,5.614,3.691,3.5992,7.343,10.1149,7.727,5.8551,9.8542,8.2156,5.8804,5.3166,6.4626,9.29,5.2903,3.1219,6.033,,,,,,,,,,,,3.377,4.7983,11.8883,5.6039,9.3038,3.951,4.8875,5.3016,6.7711,3.7818,5.6894,13.2846,3.7973,6.5334,6.7423,19.6695,8.7377,3.6766,3.7061,,,,,,,,,,,,,,,,,,,3.5609,8.6375,6.495,7.02,5.3269,7.7571,10.939,8.3694,8.1407,7.4404,6.0353,,,,,,,,13.3598,,,,,,,,19.2444,,,,,,,0.7111
2014/2/21,6.7864,5.5352,8.0767,2.7,9.4748,9.6371,4.5432,8.39,7.6846,6.9827,7.5147,4.1721,9.8397,3.949,7.98,4.7,5.5296,3.691,3.5503,7.2052,10.3767,7.3984,5.9741,10.1136,8.3775,5.9499,5.2109,6.5171,9.29,5.2804,3.1079,5.9685,,,,,,,,,,,,3.4444,4.8842,11.9949,5.6532,8.5981,3.928,4.8276,5.3408,6.8602,3.8243,5.6369,13.3443,3.7802,6.6753,6.3578,19.6839,8.7773,3.6766,3.7156,,,,,,,,,,,,,,,,,,,3.5937,8.5406,6.495,7.02,5.2328,7.8417,10.7243,8.0323,7.9493,7.7368,6.0353,,,,,,,,12.9487,,,,,,,,18.5653,,,,,,,0.7111
2014/2/24,7.0662,5.8293,8.5275,2.7,9.5671,10.0584,4.563,8.33,8.0123,6.5624,7.6845,4.1127,10.1336,3.8409,8.35,4.64,5.601,3.741,3.6852,7.156,10.9101,7.4731,6.1774,10.5976,7.7531,6.0344,5.2351,6.7625,9.29,5.3332,3.213,6.0782,,,,,,,,,,,,3.5076,5.0368,11.7735,5.8506,8.7372,3.8652,4.8715,5.3212,6.88,3.7997,5.7638,13.3575,3.8786,6.8001,6.441,19.444,9.1086,3.6766,3.7796,,,,,,,,,,,,,,,,,,,3.5718,8.463,6.495,6.96,5.3696,8.2648,11.5928,7.6278,7.6827,7.4898,6.1941,,,,,,,,12.9487,,,,,,,,18.8034,,,,,,,0.7224
2014/2/25,6.6264,5.4059,8.5471,2.7,9.1167,9.05,4.3452,8.03,8.1413,6.486,7.1037,3.9743,9.1189,3.7329,7.99,4.48,5.257,3.5562,3.3684,7.2298,10.6579,7.1147,5.5601,9.5387,7.4582,5.766,5.0962,6.408,9.29,4.8508,3.0904,5.5652,,,,,,,,,,,,3.2926,4.8651,10.9369,5.4559,8.3496,3.6477,4.4446,4.8965,6.4197,3.5351,5.3087,14.2785,3.545,6.4947,5.959,18.9883,8.7031,3.6766,3.5,,,,,,,,,,,,,,,,,,,3.4296,8.2885,6.495,6.69,5.1516,7.8793,11.583,7.3967,7.4162,7.2033,5.8932,,,,,,,,11.7546,,,,,,,,17.4805,,,,,,,0.7111
2014/2/26,7.2861,5.4639,8.5569,2.7,9.1492,9.2223,4.2463,8.11,8.8463,6.4287,7.059,4.004,9.1648,3.7721,7.88,4.53,5.27,3.6011,3.3625,7.343,10.5513,6.9802,5.3395,9.0763,7.8138,5.8306,4.9,6.4626,9.29,4.9334,3.1289,5.6878,,,,,,,,,,,,3.3517,4.8079,11.1542,5.4658,8.3595,3.5933,4.4566,4.8998,6.4148,3.571,5.3262,13.5629,3.6134,6.3656,6.1426,18.9499,8.3075,3.6766,3.4976,,,,,,,,,,,,,,,,,,,3.4569,8.3758,6.495,6.69,5.1388,7.9827,12.1392,7.6182,7.4298,7.3614,5.7427,,,,,,,,11.6372,,,,,,,,18.0096,,,,,,,0.7177
2014/2/27,7.6659,5.3569,8.5667,2.7,9.1384,8.8202,4.1275,8.15,8.6973,6.3618,6.9607,4.1325,8.6827,3.7525,8.3,4.45,5.2116,3.5562,3.1669,6.9493,10.5707,6.7213,4.9578,9.5258,7.3802,5.9748,4.7007,6.3989,9.29,4.6988,3.0308,5.4685,,,,,,,,,,,,3.3517,4.7793,10.5801,5.3573,8.1408,3.6122,4.3488,4.9684,6.5831,3.4831,5.2299,14.6429,3.5194,6.0947,6.025,18.6045,7.7932,3.6766,3.4479,,,,,,,,,,,,,,,,,,,3.3913,8.211,6.495,7.02,5.0875,8.199,11.9343,7.5604,7.0334,7.4503,5.7678,,,,,,,,11.3827,,,,,,,,17.3923,,,,,,,0.7121
