ÈÕÆÚ,000039.SZ,002132.SZ,002150.SZ,002342.SZ,002487.SZ,002843.SZ,300228.SZ,300402.SZ,600558.SH,600860.SH,600992.SH,601028.SH,603028.SH,603278.SH,603626.SH,603969.SH
2019/4/19,12.272,3.2359,6.4299,4.63,4.8684,10.4969,8.57,11.0183,4.4952,9.15,9.4958,6.41,9.9804,12.57,10.7675,5.7683
2019/4/22,12.0083,3.1965,6.445,4.56,4.8684,10.2851,8.93,10.9584,4.3958,10.07,9.6652,6.33,10.0602,12.63,10.3023,5.7781
2019/4/23,11.9364,3.2556,6.2566,4.35,4.7288,9.9923,8.17,10.659,4.2963,9.4,9.1769,6,10.0602,12.18,10.4089,5.5822
2019/4/24,12.0882,3.167,6.3696,4.39,4.7886,10.2415,8.64,10.7288,4.3262,9.58,9.1968,5.75,10.4694,12.14,10.2926,5.641
2019/4/25,11.505,3.0097,6.2415,4.18,4.5193,9.9674,7.83,10.4195,4.0676,8.62,9.0075,5.44,10.0003,11.71,9.4494,5.3962
2019/4/26,11.3612,2.9703,6.0455,4.05,4.4395,9.6621,7.8,10.0701,3.9681,7.76,8.8381,5.46,10.0702,11.51,9.4107,5.3668
2019/4/29,11.3452,2.8523,5.9626,3.9,4.3098,9.3444,7.13,9.8206,3.7891,6.98,8.4196,5.08,9.2318,11.11,9.2556,5.2493
2019/4/30,11.2973,3.0392,6.0832,3.95,4.4195,9.5375,7.48,10.1001,3.8786,7.68,8.5193,5.09,10.16,11.22,9.401,5.308
2019/5/6,10.2986,2.8523,5.4726,3.59,4.0604,8.7588,6.73,9.0921,3.5604,7.09,7.9613,4.79,9.5213,10.24,8.4609,4.8771
2019/5/7,10.2586,2.9408,5.4575,3.66,4.2,8.9956,6.72,9.2418,3.6499,7.8,8.1008,4.82,9.3217,10.36,8.3834,4.9261
2019/5/8,10.1468,2.9605,5.4425,3.69,4.19,9.1264,6.59,9.3017,3.6399,8.24,8.0012,4.83,9.6809,10.35,8.4706,4.9065
2019/5/9,9.8511,3.049,5.4877,3.68,4.1501,9.4129,6.55,9.3017,3.6499,7.9,7.9613,4.75,9.3815,10.57,8.364,4.8673
2019/5/10,10.1787,3.108,5.6234,3.78,4.2898,9.5874,6.8,9.5312,3.7394,8.14,8.1705,4.87,9.631,11.14,8.5869,4.975
2019/5/13,10.1148,3.1277,5.5932,3.8,4.3197,9.6933,6.75,9.5412,3.7295,7.75,8.32,4.76,10.3097,11.09,8.4124,5.3668
2019/5/14,10.2267,3.049,5.6385,3.75,4.2798,9.6434,6.62,9.5112,3.6996,7.75,9.157,4.68,10.3596,10.89,8.2477,5.1807
2019/5/15,10.3225,3.1277,5.7666,3.82,4.3596,9.8428,6.89,9.7308,3.7593,8.26,9.3363,4.76,11.3976,11.01,8.3834,5.2395
2019/5/16,10.4264,3.1375,5.8269,3.85,4.3896,9.8989,6.88,9.9803,3.7593,8.07,8.9577,5.24,11.158,10.98,8.7226,4.9848
2019/5/17,10.0509,3.0392,5.6158,3.69,4.23,9.6995,6.39,9.3017,3.6201,7.41,8.5392,5.02,10.8985,10.58,8.2477,4.8183
2019/5/20,10.0908,3.049,5.7063,3.7,4.2399,9.6434,6.23,9.5212,3.63,7.53,8.2602,5.03,11.2678,11.35,7.8988,4.7204
2019/5/21,10.2267,3.3539,5.7591,3.75,4.3696,9.6995,6.43,10.0103,3.6797,7.87,8.2901,5.13,11.0782,11.93,8.0926,4.7792
2019/5/22,10.1947,3.2654,5.6686,3.69,4.3397,9.5002,6.36,9.8506,3.6201,7.95,8.2204,5.07,10.9584,11.76,7.9182,4.7204
2019/5/23,9.995,3.0884,5.5706,3.61,4.21,9.008,6.19,9.5013,3.5305,7.59,8.2204,5.03,11.5872,11.82,7.8406,4.6519
2019/5/24,9.995,2.9703,5.5857,3.57,4.19,9.0765,6.34,9.3416,3.4808,7.6,8.2303,5.24,12.5852,12.64,7.7146,4.6029
2019/5/27,10.1707,3.0392,5.7214,3.67,4.3297,9.332,6.45,9.7009,3.5902,7.74,8.3698,5.37,11.3277,13.41,7.8018,4.7988
2019/5/28,10.2426,3.0392,5.7364,3.67,4.2699,9.4628,6.37,9.641,3.5504,7.71,8.32,5.41,11.5772,13.23,7.7631,4.74
2019/5/29,10.1308,3.0293,5.7666,3.74,4.3497,9.6248,6.3,9.7308,3.5604,7.55,8.3001,5.52,11.0982,12.92,7.7534,4.77
2019/5/30,10.1148,3.0392,5.7741,3.7,4.3397,9.55,6.35,9.5611,3.5305,7.47,8.2503,5.55,10.3496,13.04,7.5789,4.73
2019/5/31,9.931,2.99,5.7063,3.66,4.2898,9.17,6.19,9.4015,3.5305,7.22,8.2303,5.67,10.1301,13.65,7.6855,4.73
2019/6/3,9.7952,2.9703,5.5329,3.69,4.21,9.35,5.76,9.1919,3.451,6.9,8.1606,5.69,10.4395,12.96,7.986,4.67
2019/6/4,9.8272,2.931,5.45,3.57,4.19,8.77,5.75,9.2817,3.3814,6.65,8.0908,5.7,11.3277,12.26,7.7146,4.53
2019/6/5,9.8352,2.9408,5.46,3.57,4.1601,9.65,5.8,9.3116,3.4013,6.46,8.4097,5.75,11.158,12.65,7.6565,4.5
2019/6/6,9.6834,2.9113,5.3,3.44,4.0204,10.62,5.65,9.1021,3.3515,6.25,8.1108,5.64,11.2678,12.4,7.5111,4.52
2019/6/10,9.7952,2.9113,5.42,3.45,4.0404,10.18,5.62,9.2019,3.3814,6.3,8.1108,5.59,11.4075,12.36,7.6565,4.55
2019/6/11,10.0908,2.9802,5.57,3.57,4.2,10.25,5.88,9.5412,3.4908,6.63,8.2901,5.55,11.8167,12.76,8.0054,4.73
2019/6/12,10.0509,2.9605,5.46,3.54,4.1402,9.8,5.76,9.5611,3.4908,6.43,8.2104,5.2,11.6371,12.01,7.86,4.68
2019/6/13,10.0429,2.9507,5.56,3.56,4.22,9.91,6.11,9.7308,3.5107,7.07,8.2303,5.17,12.2858,11.4,7.86,4.7
2019/6/14,9.9071,2.9212,5.38,3.49,4.1302,9.19,5.78,9.4114,3.4311,6.53,8.1905,5.02,11.0582,11.12,7.6,4.61
2019/6/17,10.0109,2.872,5.44,3.47,4.1202,9,5.68,9.5412,3.4609,6.48,8.1307,5.08,11.0582,10.88,7.71,4.61
2019/6/18,10.0109,2.8425,5.44,3.49,4.0604,8.95,5.67,9.5911,3.4908,6.4,8.2004,4.98,10.9684,11.02,7.75,4.74
2019/6/19,10.1787,2.8523,5.45,3.52,4.1102,8.98,5.89,9.641,3.5206,6.66,8.2801,5.02,10.7588,11.07,7.83,4.74
2019/6/20,10.3864,2.8818,5.58,3.58,4.1801,9.07,6.03,9.7208,3.6201,6.82,8.32,5.02,10.9784,11.09,7.99,4.77
2019/6/21,10.6261,2.9015,5.73,3.63,4.2599,9.15,6.33,10.12,3.63,6.91,8.42,5.09,10.7987,11.24,8.04,4.8
2019/6/24,10.762,2.8818,5.65,3.64,4.2898,9.2,6.15,10.0602,3.63,7.03,8.41,5.07,10.7089,11.18,7.97,4.79
2019/6/25,10.738,2.8621,5.61,3.6,4.2399,8.96,6.2,10.1899,3.56,6.91,8.34,5.06,10.659,11.07,7.93,4.71
2019/6/26,10.722,2.8523,5.69,3.58,4.21,8.83,6.23,10.0901,3.58,6.97,8.41,5.04,10.649,11.07,7.98,4.73
2019/6/27,10.73,2.8326,5.93,3.62,4.2599,8.9,6.27,10.12,3.57,6.95,8.33,5.1,10.3596,11.05,8.15,4.72
2019/6/28,10.68,2.8326,5.54,3.57,4.2499,8.6,6.08,9.7807,3.57,6.85,8.2,5.02,10.3396,10.95,7.93,4.62
2019/7/1,10.88,2.9015,5.66,3.67,4.3297,8.79,6.32,10.0901,3.64,7.12,8.36,5.12,10.7788,11.16,8.3,4.74
2019/7/2,10.73,2.9212,5.65,3.68,4.2898,8.78,6.26,10.0901,3.66,6.99,8.4,5.11,10.7389,11.34,8.25,4.73
2019/7/3,10.72,2.8523,5.51,3.64,4.2699,8.61,6.13,10.2298,3.6,6.87,8.3,5.09,10.7289,11.31,8.11,4.7
2019/7/4,10.72,2.8621,5.54,3.66,4.2699,8.63,6.12,10.14,3.61,6.79,8.4,5.08,10.7788,11.39,8.19,4.74
2019/7/5,10.83,2.8523,5.61,3.63,4.2499,8.64,6.1,10.02,3.6,6.67,8.43,5.09,10.649,11.31,8.23,4.71
2019/7/8,10.48,2.8621,5.36,3.46,4.1102,8.44,5.74,9.62,3.49,6.18,8.38,4.87,10.2598,10.89,7.91,4.55
2019/7/9,11.05,2.8916,5.9,3.48,4.1402,8.4,5.78,9.57,3.5,6.8,8.47,4.87,10.16,11.04,8,4.53
2019/7/10,10.91,2.9507,5.96,3.45,4.0803,8.23,5.7,9.41,3.44,6.58,8.31,4.9,10.18,10.97,8.51,4.45
2019/7/11,10.58,2.9212,5.78,3.41,4.1102,8.26,5.73,9.42,3.45,6.56,8.23,4.9,10.09,10.92,8.4,4.47
2019/7/12,10.42,2.931,5.81,3.41,4.1202,8.32,5.71,9.69,3.42,6.5,8.18,4.96,9.69,10.85,8.69,4.5
2019/7/15,10.43,2.9507,6.04,3.47,4.21,8.47,5.83,9.75,3.46,6.55,8.23,5.03,10.35,10.8,9.03,4.52
2019/7/16,10.39,2.9507,5.93,3.5,4.19,8.53,5.85,10.73,3.46,6.57,8.3,5.06,10.15,10.8,8.89,4.53
2019/7/17,10.55,2.931,5.89,3.48,4.2,8.41,5.81,11.8,3.46,6.59,8.23,5.05,10.12,10.8,8.66,4.54
2019/7/18,10.36,2.872,5.66,3.39,4.13,8.31,5.66,10.77,3.41,6.44,8.03,5.02,9.89,10.52,8.25,4.46
2019/7/19,10.37,2.872,5.62,3.41,4.15,8.29,5.78,10.31,3.43,7.08,8,5.03,9.73,10.52,8.18,4.48
2019/7/22,10.15,2.8326,5.36,3.32,4.01,8,5.61,9.74,3.37,6.94,7.67,4.97,9.35,10.1,7.9,4.38
2019/7/23,10.26,2.8326,5.44,3.33,4.05,8.27,5.64,9.87,3.37,6.93,7.7,4.95,9.59,10.27,8.02,4.41
2019/7/24,10.36,2.872,5.47,3.35,4.1,8.32,5.73,10,3.44,7.06,7.74,4.97,9.45,10.41,8.18,4.43
2019/7/25,10.3,2.872,5.45,3.34,4.06,8.4,5.72,11,3.39,6.91,7.82,4.99,9.36,10.39,8.31,4.43
2019/7/26,10.32,2.8621,5.44,3.36,4.04,8.38,5.75,10.76,3.39,6.83,7.78,4.99,9.31,10.44,8.22,4.43
2019/7/29,10.25,2.9998,5.45,3.35,4.03,8.32,5.67,10.72,3.36,6.82,7.73,5.11,9.21,10.74,8.13,4.42
2019/7/30,10.31,2.9507,5.5,3.37,4.05,8.31,5.74,10.63,3.37,6.93,7.75,5.08,9.28,10.77,8.11,4.43
2019/7/31,10.35,2.9408,5.42,3.35,4.15,8.27,5.67,10.54,3.34,6.77,7.67,5.15,9.2,10.61,8.13,4.4
2019/8/1,10.26,2.9802,5.36,3.32,4.21,8.19,5.6,10.79,3.31,6.64,7.64,5.15,9.16,10.54,8.19,4.38
2019/8/2,10.12,2.9605,5.23,3.22,4.22,7.99,5.39,10.41,3.2,6.39,7.39,5.08,9,10.44,7.94,4.21
2019/8/5,9.86,2.931,5.21,3.26,4.25,7.88,5.33,10.15,3.15,6.27,7.38,5.16,8.8,10.29,7.9,4.16
2019/8/6,9.52,2.8818,5.04,3.1,4.23,7.61,5.14,9.64,3.07,5.85,7.2,5.09,8.46,10.12,7.53,3.96
2019/8/7,9.55,2.8621,4.97,3.09,4.25,7.6,5,9.85,3.05,5.85,7.09,5.08,8.45,10.06,7.29,3.92
2019/8/8,9.6,2.8621,4.99,3.1,4.16,7.6,5.01,9.76,3.06,5.84,7.13,5.08,8.58,10.08,7.37,3.97
2019/8/9,9.61,2.8326,4.92,3.09,4.05,7.52,4.95,9.49,3.05,5.75,7,5.04,8.5,10.1,7.29,3.95
2019/8/12,9.64,2.8621,5.02,3.14,4.15,7.6,5.08,9.66,3.07,5.82,7.13,5.04,8.55,10.19,7.42,3.98
2019/8/13,9.48,2.8425,5.01,3.13,4.17,7.53,5,9.52,3.03,5.78,7.09,4.91,8.52,10.11,7.41,3.94
2019/8/14,9.56,2.8425,5.02,3.16,4.15,7.7,5.03,9.73,3.04,5.75,7.16,4.87,8.7,10.18,7.57,3.95
2019/8/15,9.6,2.8523,5.01,3.14,4.1,7.66,5.04,9.76,3.05,5.79,7.14,4.83,8.6,10.13,7.5,3.92
2019/8/16,9.56,2.8523,5.07,3.14,4.05,7.76,5.02,9.66,3.08,5.75,7.12,4.85,8.64,10.15,7.6,3.96
2019/8/19,10.15,2.931,5.24,3.2,4.15,7.91,5.21,9.9,3.16,5.87,7.27,4.91,9.08,10.38,7.86,4.05
2019/8/20,10.14,2.9113,5.19,3.22,4.15,7.85,5.18,9.97,3.17,5.78,7.27,4.91,9.38,10.4,7.94,4.07
2019/8/21,10.19,2.9802,5.23,3.22,4.18,7.95,5.16,10.04,3.14,5.75,7.28,4.92,9.3,10.44,7.94,4.07
2019/8/22,10.08,2.9605,5.27,3.27,4.2,7.9,5.24,10.28,3.45,5.78,7.32,4.89,9.44,10.44,8.02,4.05
2019/8/23,10.04,2.99,5.27,3.23,4.22,7.9,5.26,10.22,3.36,5.73,7.31,4.84,10.05,10.34,7.91,4.09
2019/8/26,9.77,2.9408,5.29,3.17,4.28,7.75,5.14,10.06,3.28,5.75,7.25,4.65,10.06,10.15,7.8,3.99
2019/8/27,10.08,3.0097,5.39,3.23,4.24,8.03,5.3,10.24,3.37,5.91,7.33,4.67,10.26,10.31,7.65,4.07
2019/8/28,9.9,3.0293,5.35,3.26,4.24,7.95,5.28,10.1,3.39,5.86,7.37,4.61,10.03,10.46,7.62,4.1
2019/8/29,9.86,2.99,5.34,3.27,4.22,8.14,5.28,10.12,3.35,5.78,7.32,4.61,9.95,10.35,7.55,4.15
2019/8/30,9.93,2.9605,5.25,3.4,4.1,7.96,5.09,10.07,3.29,5.7,7.26,4.52,10.01,10.19,7.32,4.09
2019/9/2,10.03,2.9802,5.41,3.47,4.23,8.16,5.33,10.43,3.41,5.88,7.47,4.58,10.26,10.39,7.45,4.19
2019/9/3,10.01,2.9605,5.38,3.43,4.31,8.19,5.32,10.71,3.39,5.98,7.42,4.6,10.43,10.39,7.56,4.17
2019/9/4,10.09,2.9998,5.47,3.44,4.38,8.57,5.38,10.6,3.38,6.02,7.46,4.68,10.58,10.45,7.59,4.21
2019/9/5,10.18,3.0293,5.48,3.42,4.49,8.57,5.46,10.69,3.39,6.1,7.49,4.68,10.47,10.63,7.71,4.23
2019/9/6,10.16,3.0293,5.48,3.41,4.53,8.6,5.57,10.58,3.41,6.13,7.45,4.68,10.49,10.59,7.81,4.24
2019/9/9,10.2,3.049,5.6,3.46,4.69,8.66,5.67,10.71,3.44,6.39,7.5,4.71,11.17,10.81,8.02,4.28
2019/9/10,10.15,3.0392,5.6,3.47,4.69,8.56,5.65,10.75,3.44,6.37,7.53,4.7,10.87,10.94,8.08,4.25
2019/9/11,10.14,3.0097,5.55,3.44,4.65,8.46,5.71,10.69,3.41,6.46,7.55,4.68,10.7,11.03,8.01,4.32
2019/9/12,10.17,3.0884,5.62,3.44,4.66,8.56,5.64,10.76,3.43,6.26,7.58,4.67,10.88,10.94,8.08,4.32
2019/9/16,10.17,3.1277,5.65,3.45,4.62,8.52,5.64,10.8,3.41,6.34,7.62,4.7,11.42,10.83,8.02,4.3
2019/9/17,9.99,3.049,5.51,3.35,4.49,8.25,5.48,10.84,3.3,6.08,7.44,4.58,11.08,10.68,7.94,4.21
2019/9/18,10,3.1375,5.6,3.35,4.45,8.29,5.39,10.73,3.31,6.03,7.46,4.58,11.12,10.7,7.79,4.22
2019/9/19,10,3.108,5.59,3.43,4.63,8.34,5.45,11.07,3.34,6.17,7.52,4.64,11.07,10.84,8.57,4.35
2019/9/20,9.91,3.049,5.55,3.43,4.69,8.36,5.46,11.02,3.31,6.1,7.46,4.65,11.11,10.79,8.4,4.47
2019/9/23,9.86,3.0293,5.55,3.38,4.67,8.32,5.38,10.71,3.31,5.93,7.31,4.6,11.2,10.68,8.71,4.52
2019/9/24,9.85,3.0588,5.54,3.39,4.91,8.48,5.53,10.72,3.32,6,7.37,4.62,11.11,10.75,9.02,4.4
2019/9/25,9.73,2.9998,5.44,3.31,4.92,8.15,5.28,10.39,3.26,5.81,7.23,4.52,10.95,10.7,8.8,4.23
2019/9/26,9.72,3.0097,5.37,3.21,4.89,7.98,5.15,9.67,3.17,5.55,7.05,4.46,10.85,10.69,8.45,4.09
2019/9/27,9.78,2.9998,5.5,3.22,5.19,8.12,5.2,9.76,3.2,5.78,7.16,4.53,10.94,10.45,8.76,4.1
2019/9/30,10.18,2.99,5.34,3.18,5.47,8.15,5.14,9.55,3.16,5.63,7.04,4.5,10.96,10.28,8.47,4.02
