ÈÕÆÚ,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH
2014/1/2,2.0409,7.3889,3.39,8.6397,,4.5756,4.7996,4.5047,,,,,,
2014/1/3,2.0296,7.4604,3.41,9.0731,,4.5075,4.7526,4.4326,,,,,,
2014/1/6,1.9298,7.3532,3.3,8.898,,4.4157,4.5549,4.2614,,,,,,
2014/1/7,1.9026,7.489,3.32,8.8386,,4.4667,4.5361,4.1984,,,,,,
2014/1/8,1.8663,7.3961,3.27,8.9811,,4.3918,4.4326,4.1083,,,,,,
2014/1/9,1.8323,7.2817,3.2,8.6545,,4.2626,4.3949,4.1533,,,,,,
2014/1/10,1.8436,7.2532,3.06,8.4318,,4.1265,4.1691,4.0722,,,,,,
2014/1/13,1.9162,7.4247,3.02,8.1379,,4.1673,4.2255,4.0632,,,,,,
2014/1/14,1.9366,7.4675,3.08,8.6545,,4.2354,4.2444,4.1173,,,,,,
2014/1/15,1.9502,7.4175,3.06,8.5268,,4.2047,4.2161,4.0632,,,,,,
2014/1/16,1.9298,7.5033,3.09,8.803,,4.2149,4.2255,3.9911,,,,,,
2014/1/17,1.8754,7.539,3.04,8.4111,,4.0993,4.1314,3.892,,,,,,
2014/1/20,1.9185,7.4747,3.05,8.0756,,4.1673,4.1503,3.856,,,,,,
2014/1/21,1.9457,7.3032,3.08,8.034,,4.232,4.2067,3.9191,,,,,,
2014/1/22,1.9888,7.3032,3.16,8.3517,,4.3646,4.3385,4.1083,,,,,,
2014/1/23,1.9706,7.8892,3.14,8.4853,,4.317,4.3197,4.1443,,,,,,
2014/1/24,1.9661,8.2179,3.17,8.4912,,4.3816,4.3385,4.1533,,,,,,
2014/1/27,1.9253,8.2536,3.11,8.4853,,4.3408,4.3008,4.0092,,,,,,
2014/1/28,1.9434,8.1178,3.09,9.2661,,4.3408,4.2538,4.0002,,,,,,
2014/1/29,1.9411,8.418,3.08,9.3968,,4.3987,4.2632,3.9371,,,,,,
2014/1/30,1.9434,8.4608,3.07,9.4591,,4.3238,4.235,3.82,,,,,,
2014/2/7,1.9729,8.5251,3.17,9.8273,,4.3884,4.2726,3.811,,,,,,
2014/2/10,2.0046,8.5609,3.24,10.0974,,4.5347,4.4044,4.0452,,,,,,
2014/2/11,2.0024,8.6895,3.27,9.7827,,4.4905,4.4138,4.0272,,,,,,
2014/2/12,2.0341,8.7967,3.28,9.854,,4.5177,4.4702,4.0452,,,,,,
2014/2/13,2.0024,8.6681,3.24,9.3641,,4.4565,4.3949,3.9281,,,,,,
2014/2/14,2.0409,8.7895,3.29,9.5897,,4.596,4.5079,4.0002,,,,,,
2014/2/17,2.1248,8.8324,3.32,9.5422,,4.596,4.4985,4.0002,,,,,,
2014/2/18,2.0931,8.861,3.43,9.6313,,4.4871,4.4232,3.9281,,,,,,
2014/2/19,2.1271,9.6471,3.47,9.569,,4.5619,4.4702,3.9551,,,,,,
2014/2/20,2.1157,9.2612,3.58,9.1949,,4.7456,4.602,4.0002,,,,,,
2014/2/21,2.2382,9.3255,3.51,9.2038,,4.7014,4.5173,3.9641,,,,,,
2014/2/24,2.1883,9.204,3.41,9.4621,,4.5177,4.4232,3.8019,,,,,,
2014/2/25,2.1044,9.104,3.28,8.515,,4.2762,4.4138,3.7479,,,,,,
2014/2/26,2.0908,9.0754,3.35,8.1528,,4.3408,4.3385,3.7119,,,,,,
2014/2/27,2.1997,8.6395,3.32,7.8084,,4.2626,4.3385,3.7839,,,,,,
2014/2/28,2.1792,8.8467,3.36,7.9479,,4.2422,4.3385,3.7569,,,,,,
2014/3/3,2.2019,9.254,3.46,8.2804,,4.351,4.3761,3.82,,,,,,
2014/3/4,2.1997,9.2183,3.42,8.2685,,4.2796,4.3761,3.7749,,,,,,
2014/3/5,2.1974,9.1111,3.46,8.3398,,4.3238,4.4514,3.7659,,,,,,
2014/3/6,2.2042,9.0111,3.45,8.1617,,4.2762,4.3761,3.7659,,,,,,
2014/3/7,2.2155,8.811,3.45,8.1735,,4.283,4.3102,3.7749,,,,,,
2014/3/10,2.1112,8.7324,3.44,7.8974,,4.1027,4.1503,3.7119,,,,,,
2014/3/11,2.1271,8.7109,3.41,7.8054,,4.0585,4.1785,3.7299,,,,,,
2014/3/12,2.152,8.7109,3.36,8.0132,,4.0551,4.1597,3.7209,,,,,,
2014/3/13,2.1906,8.8253,3.36,8.224,,4.1843,4.2726,3.7659,,,,,,
2014/3/14,2.2019,9.0539,3.39,8.2478,,4.0823,4.1879,3.7299,,,,,,
2014/3/17,2.3198,9.3898,3.42,8.4348,,4.1367,4.2255,3.8019,,,,,,
2014/3/18,2.3289,9.5041,3.46,8.699,,4.1605,4.235,3.9821,,,,,,
2014/3/19,2.3221,9.3898,3.52,9.0197,,4.249,4.2726,3.9551,,,,,,
2014/3/20,2.2813,9.0611,3.44,8.8356,,4.2115,4.3008,4.0452,,,,,,
2014/3/21,2.3244,9.1254,3.62,8.6664,,4.3374,4.3949,4.0272,,,,,,
2014/3/24,2.2949,9.5756,3.61,8.6753,,4.351,4.4514,4.1443,,,,,,
2014/3/25,2.245,9.5041,3.6,8.5417,,4.3,4.4138,4.1083,,,,,,
2014/3/26,2.2654,9.5756,3.58,8.6308,,4.2524,4.3855,4.0542,,,,,,
2014/3/27,2.2178,9.5756,3.56,8.5179,,4.266,4.3479,4.0272,,,,,,
2014/3/28,2.1815,9.5756,3.62,8.1142,,4.2422,4.4138,4.0452,,,,,,
2014/3/31,2.1543,9.5756,3.62,8.4615,,4.4701,4.6396,4.0632,,,,,,
2014/4/1,2.186,9.5756,3.6,9.0197,,4.5824,4.7902,4.1263,,,,,,
2014/4/2,2.1883,9.5756,3.59,8.9188,,4.5313,4.7337,4.1893,,,,,,
2014/4/3,2.2042,9.5756,3.58,9.1117,,4.6572,4.7526,4.1623,,,,,,
2014/4/4,2.2065,9.5756,3.58,9.1741,,4.5177,4.6773,4.1623,,,,,,
2014/4/8,2.2223,9.5756,3.58,9.085,,4.5347,4.7337,4.2164,,,,,,
2014/4/9,2.2427,9.5756,3.63,9.0286,,4.5415,4.7337,4.2704,,,,,,
2014/4/10,2.2768,9.5756,3.69,9.0256,,4.6232,4.8843,4.3515,,,,,,
2014/4/11,2.2586,9.5756,3.76,8.8119,,4.4905,4.7808,4.2344,,,,,,
2014/4/14,2.2269,9.5756,3.75,8.7555,,4.5041,4.7526,4.1893,,,,,,
2014/4/15,2.2291,9.5756,3.7,9.1414,,4.4293,4.6208,4.0812,,,,,,
2014/4/16,2.2201,9.5756,3.8,9.0642,,4.3987,4.6396,4.0722,,,,,,
2014/4/17,2.211,9.5756,3.84,9.2839,,4.4089,4.6114,4.0722,,,,,,
2014/4/18,2.1928,9.5756,3.88,9.0494,,4.4055,4.6585,3.9731,,,,,,
2014/4/21,2.1815,9.5756,3.78,9.4472,,4.2864,4.5173,3.874,,,,,,
2014/4/22,2.1566,9.5756,3.74,9.5393,,4.2694,4.5361,3.874,,,,,,
2014/4/23,2.1815,9.5756,3.68,9.5393,,4.3238,4.5643,3.9461,,,,,,
2014/4/24,2.2133,9.5756,3.73,9.7026,,4.2218,4.4514,3.9371,,,,,,
2014/4/25,2.2133,9.5756,3.52,9.5304,,4.1163,4.4044,3.9101,,,,,,
2014/4/28,2.0885,9.5756,3.38,9.1889,,4.0551,4.3291,3.847,,,,,,
2014/4/29,2.0953,9.5756,3.42,9.0494,,4.1469,4.3761,3.865,,,,,,
2014/4/30,2.1044,9.5756,3.63,9.1444,,4.1877,4.3573,3.838,,,,,,
2014/5/5,2.279,9.5756,3.59,9.5155,,4.2898,4.4796,3.901,,,,,,
2014/5/6,2.279,9.5756,3.63,9.5066,,4.3136,4.5173,3.9551,,,,,,
2014/5/7,2.279,9.5756,3.63,9.664,,4.579,4.6679,4.0182,,,,,,
2014/5/8,2.279,9.5756,3.71,9.6758,,4.5075,4.6585,3.9821,,,,,,
2014/5/9,2.279,9.5756,3.7,9.7471,,4.4191,4.6867,3.9371,,,,,,
2014/5/12,2.279,9.5756,3.75,9.8124,,4.5143,4.7337,4.0002,,,,,,
2014/5/13,2.279,9.5756,3.74,9.56,,4.4701,4.6585,3.9911,,,,,,
2014/5/14,2.279,9.5756,3.69,9.7352,,4.4497,4.6114,3.9821,,,,,,
2014/5/15,2.2019,9.5756,3.66,9.3552,,4.249,4.5079,3.901,,,,,,
2014/5/16,2.0409,9.5756,3.64,9.2186,,4.2524,4.5267,3.901,,,,,,
2014/5/19,2.0024,9.5756,3.64,9.2038,,4.249,4.442,3.82,,,,,,
2014/5/20,1.9933,9.5756,3.64,9.4888,,4.2626,4.4514,3.847,,,,,,
2014/5/21,1.9933,9.5756,3.66,9.753,,4.2898,4.5267,3.883,,,,,,
2014/5/22,1.9978,9.5756,3.61,10.0618,,4.2422,4.4891,3.838,,,,,,
2014/5/23,1.9752,9.5756,3.65,10.0945,,4.2456,4.5079,3.847,,,,,,
2014/5/26,2.0205,9.5756,3.66,10.1301,,4.334,4.5079,3.865,,,,,,
2014/5/27,1.9933,9.5756,3.66,9.924,,4.3238,4.4326,3.847,,,,,,
2014/5/28,1.9956,9.5756,3.67,10.4168,,4.3442,4.4702,3.865,,,,,,
2014/5/29,1.9615,9.5756,3.74,10.5871,,4.3102,4.3949,3.82,,,,,,
2014/5/30,1.9842,9.5756,3.78,10.6095,,4.317,4.3949,3.8019,,,,,,
2014/6/3,1.982,9.5756,3.78,10.5423,,4.232,4.3667,3.7839,,,,,,
2014/6/4,1.9366,9.5756,3.78,10.2824,,4.2592,4.3761,3.7569,,,,,,
2014/6/5,1.9411,9.5756,3.78,10.5647,,4.2626,4.4044,3.7929,,,,,,
2014/6/6,1.957,9.5756,3.78,10.3048,,4.2218,4.3197,3.7659,,,,,,
2014/6/9,1.9457,9.5756,3.78,10.1659,,4.1741,4.2726,3.7479,,,,,,
2014/6/10,1.9525,9.5756,3.78,10.4796,,4.232,4.3008,3.82,,,,,,
2014/6/11,1.9706,9.5756,3.78,10.5288,,4.2524,4.3197,3.829,,,,,,
2014/6/12,1.9593,9.5756,3.78,10.5916,,4.2932,4.3008,3.829,,,,,,
2014/6/13,1.9638,9.5756,3.78,11.6489,,4.4225,4.3761,3.9461,,,,,,
2014/6/16,1.9615,9.5756,3.78,11.7744,,4.4871,4.4138,4.0002,,,,,,
2014/6/17,1.9321,9.5756,3.78,11.4115,,4.3918,4.3667,4.0002,,,,,,
2014/6/18,1.9162,9.5756,3.78,11.4294,,4.317,4.3102,3.9461,,,,,,
2014/6/19,1.8482,9.5756,3.78,11.0217,,4.4157,4.282,3.9281,,,,,,
2014/6/20,1.8686,9.5756,3.78,11.2457,,4.4327,4.3013,3.9371,,,,,,
2014/6/23,1.8844,9.5756,3.78,11.2457,,4.4565,4.3109,3.9461,,,,,,
2014/6/24,1.9049,9.5756,3.78,11.2457,,4.4905,4.3397,3.9191,,,,,,
2014/6/25,1.9049,9.5756,3.78,11.2457,,4.4361,4.3109,3.883,,,,,,
2014/6/26,1.9049,9.5756,3.78,11.2457,,4.4395,4.359,3.901,,,,,,
2014/6/27,1.9049,9.5756,3.78,11.2457,,4.4599,4.3975,3.9731,,,,,,
2014/6/30,1.9049,9.5756,3.78,11.2457,,4.6504,4.4552,4.0542,,,,,,
2014/7/1,1.9049,9.5756,3.78,11.2457,,4.6436,4.436,4.0542,,,,,,
2014/7/2,1.9049,9.5756,3.78,11.2457,,4.6912,4.436,4.0993,,,,,,
2014/7/3,1.9049,9.5756,3.78,11.2457,,4.7252,4.4648,4.1083,,,,,,
2014/7/4,1.9049,9.5756,3.78,11.2457,,4.7286,4.4263,4.1263,,,,,,
2014/7/7,1.9049,9.5756,3.78,11.2457,,4.8579,4.5514,4.2524,,,,,,
2014/7/8,1.9049,9.5756,3.78,11.2457,,4.9157,4.5514,4.2434,,,,,,
2014/7/9,1.9049,9.5756,3.78,11.2457,,4.8511,4.4841,4.1984,,,,,,
2014/7/10,1.9049,9.5756,3.78,11.2457,,4.9191,4.5514,4.1713,,,,,,
2014/7/11,1.9049,9.5756,3.78,11.2457,,4.9634,4.6477,4.2794,,,,,,
2014/7/14,1.9049,9.5756,3.78,11.2457,,4.977,4.6669,4.3335,,,,,,
2014/7/15,1.9049,9.5756,3.78,11.2457,,4.8273,4.6669,4.2794,,,,,,
2014/7/16,1.9049,9.5756,3.78,11.2457,,4.7559,4.6573,4.1623,,,,,,
2014/7/17,1.9049,9.5756,3.78,11.2457,,4.8273,4.638,4.1893,,,,,,
2014/7/18,1.9049,9.5756,3.78,11.2457,,4.7388,4.5996,4.1803,,,,,,
2014/7/21,1.9049,9.5756,3.78,11.2457,,4.7797,4.5803,4.3155,,,,,,
2014/7/22,1.9049,9.5756,3.78,11.2457,,4.8681,4.6284,4.3515,,,,,,
2014/7/23,1.9049,9.5756,3.78,11.2457,,4.994,5.0903,4.5587,,,,,,
2014/7/24,1.9049,9.5756,3.78,11.2457,,5.0144,5.4175,4.6218,,,,,,
2014/7/25,1.9049,9.5756,3.78,11.2457,,4.9838,5.3597,4.6488,,,,,,
2014/7/28,1.9049,9.5756,3.78,11.2457,,5.0348,5.3694,4.7299,,,,,,
2014/7/29,1.9049,9.5756,3.78,11.2457,,5.045,5.302,4.7757,,,,,,
2014/7/30,1.9049,9.5756,3.78,11.2457,,5.2321,5.2443,4.6749,,,,,,
2014/7/31,1.9049,9.5756,3.78,11.2457,,5.2525,5.2828,4.7574,,,,,,
2014/8/1,1.9049,9.5756,3.78,11.2457,,5.2797,5.2731,4.7116,3.8506,,,,,
2014/8/4,1.9049,9.5756,3.78,11.2457,,5.8055,5.4848,4.9132,4.2349,,,,,
2014/8/5,1.9049,9.5756,3.78,11.2457,,6.167,5.4271,4.8582,4.658,,,,,
2014/8/6,1.9049,9.5756,3.78,11.2457,,6.0739,5.3501,4.8032,5.1238,,,,,
2014/8/7,1.9049,9.5756,3.78,12.3703,,5.8165,5.2346,4.6932,5.6362,,,,,
2014/8/8,1.9049,9.5756,3.78,13.1588,,5.8274,5.2058,4.6474,6.199,,,,,
2014/8/11,1.9049,9.5756,3.78,13.3515,,6.167,5.2924,4.7574,6.8201,,,,,
2014/8/12,1.9049,9.5756,3.78,13.2887,,6.3149,5.2539,4.7299,6.9016,,,,,
2014/8/13,1.9049,9.5756,3.78,13.5217,,6.2601,5.2924,4.6932,7.0025,,,,,
2014/8/14,1.9049,9.5756,3.78,13.6875,,6.3313,5.2539,4.7024,6.6337,,,,,
2014/8/15,1.9049,9.5756,3.78,13.6651,,6.3039,5.3212,4.7849,6.6997,,,,,
2014/8/18,1.9049,9.5756,3.78,13.7323,,6.3477,5.3405,4.7941,6.7541,,,,,
2014/8/19,1.9049,9.5756,3.78,14.3192,,6.3423,5.3212,4.7299,6.9249,,,,,
2014/8/20,1.9049,9.5756,3.78,14.2117,,6.2492,5.3501,4.7024,7.6158,,,,,
2014/8/21,1.9049,9.5756,3.78,14.2251,,6.2875,5.4271,4.6566,7.2548,,,,,
2014/8/22,1.9049,10.5332,3.78,14.5074,,6.2108,5.379,4.6566,6.8822,,,,,
2014/8/25,1.9049,11.3621,3.78,15.4304,,6.2656,5.4367,4.7024,6.8822,,,,,
2014/8/26,1.9049,11.0763,3.78,15.0809,,6.1013,5.2924,4.6291,6.6337,,,,,
2014/8/27,1.9049,11.6122,3.78,15.1346,,6.1341,5.2539,4.6382,6.692,,,,,
2014/8/28,1.9049,11.0334,3.78,14.6956,,6.1834,5.2731,4.6291,6.5794,,,,,
2014/8/29,1.9049,11.0905,3.78,14.588,,6.3806,5.2346,4.6932,6.7308,,,,,
2014/9/1,1.9049,11.7051,3.78,14.8524,,6.5668,5.2828,4.7207,7.0141,,,,,
2014/9/2,1.9049,12.041,3.78,15.4124,,6.6216,5.379,4.7666,7.084,,,,,
2014/9/3,1.9049,12.141,3.78,15.4617,,6.5668,5.4463,4.7849,7.0957,,,,,
2014/9/4,1.9049,12.6055,3.78,15.5468,,6.6325,5.4848,4.7849,7.643,,,,,
2014/9/5,1.9049,13.0771,3.78,15.2959,,6.5504,5.4848,4.8857,7.4372,,,,,
2014/9/9,1.9049,13.3987,3.78,15.1436,,6.6052,5.456,4.8857,7.5265,,,,,
2014/9/10,1.9049,13.8489,3.78,15.2915,,6.7092,5.7831,4.9224,7.8332,,,,,
2014/9/11,1.9049,13.856,3.78,15.3676,,6.6325,5.7061,4.8766,8.6173,,,,,
2014/9/12,1.9049,13.6559,3.78,15.2063,,6.7585,5.7543,4.8857,8.5746,,,,,
2014/9/15,1.9049,14.1776,3.78,15.5289,,6.7914,5.7639,4.8674,8.6444,,,,,
2014/9/16,1.9049,13.3058,3.78,15.1839,,6.4682,5.6677,4.8124,8.1398,,,,,
2014/9/17,1.9049,14.2348,3.78,15.3407,,6.5066,5.735,4.8216,8.7881,,,,,
2014/9/18,1.9049,14.1848,3.78,15.9053,,6.5613,5.7061,4.8032,9.2383,,,,,
2014/9/19,2.0953,14.2776,3.78,16.1248,,6.5285,5.7158,4.8216,9.2267,,,,,
2014/9/22,2.304,15.0994,3.78,16.2547,,6.3149,5.5426,4.6657,9.3276,,,,,
2014/9/23,2.5353,15.9355,3.78,16.1472,,6.3477,5.5714,4.6841,9.3004,,,,,
2014/9/24,2.7893,15.9427,3.78,15.8694,,6.4847,5.6773,4.7849,9.1568,,,,,
2014/9/25,3.0682,15.3996,3.78,15.632,,6.6271,5.6388,4.8307,9.1801,,,,,
2014/9/26,3.3743,16.1499,3.78,15.7037,,6.6106,5.6388,4.8032,9.0248,,,,,
2014/9/29,3.6283,16.4715,3.78,16.2906,,7.1036,5.6388,4.8307,8.8075,,,,,
2014/9/30,3.6623,16.5358,3.78,16.0038,,7.3719,5.6965,4.8216,8.889,,,,,
2014/10/8,3.6283,16.8502,3.78,15.9142,,7.4869,5.7543,4.8582,9.2927,,,,,
2014/10/9,3.6691,16.7787,3.78,15.7933,,8.1935,5.8409,4.8582,9.2888,,,,,
2014/10/10,3.8732,16.6501,3.78,15.5513,,8.1332,5.735,4.7941,9.118,,,,,
2014/10/13,4.261,16.6501,3.78,16.0038,,8.3852,5.7158,4.7757,9.4673,,,,,
2014/10/14,4.5535,16.2928,3.78,15.7933,,8.3523,5.7446,4.8491,9.2577,,,,,
2014/10/15,4.4719,16.2928,3.78,15.9859,,8.1606,5.8793,4.8491,9.1646,,,,,
2014/10/16,4.6034,16.007,3.78,17.0836,,8.6097,6.1488,5.3349,9.2034,,,,,
2014/10/17,4.4333,15.7926,3.78,16.882,,8.5166,5.9275,5.2891,8.955,,,,,
2014/10/20,4.3834,16.5858,3.78,16.8909,,8.4016,5.9659,5.2066,8.9278,,,,,
2014/10/21,4.388,16.9717,3.78,16.5056,,8.6535,5.8986,5.1516,8.9394,,,,,
2014/10/22,4.3925,16.8216,3.78,16.7655,,9.4532,5.9178,5.2066,9.118,,,,,
2014/10/23,4.2383,16.5429,3.78,17.227,,9.6777,6.0237,5.3991,8.9783,,,,,
2014/10/24,4.2814,17.0074,3.78,18.1589,,9.4805,6.1969,5.3166,9.5527,,,,,
2014/10/27,4.2315,17.0789,3.78,18.8981,,10.428,6.5529,5.3166,9.2694,,,,,
2014/10/28,4.49,17.9007,3.78,18.9205,,11.0853,7.0437,5.3166,9.8672,,,,,
2014/10/29,4.5739,18.3651,3.78,20.296,,11.2277,7.0148,5.3166,10.1078,,,,,
2014/10/30,4.6397,18.5652,3.78,20.1661,,10.9976,7.2361,5.3166,9.8594,,,,,
2014/10/31,4.5694,18.2794,3.78,19.1087,,11.1893,7.0052,5.3166,9.84,,,,,
2014/11/3,4.5648,17.4076,3.78,19.0998,,10.8936,7.0533,5.3166,10.0263,,,,,
2014/11/4,4.6057,15.7283,3.78,18.813,,10.8005,7.3035,5.3166,9.7934,,,,,
2014/11/5,4.6147,15.2995,3.78,18.5308,,10.5759,6.9956,5.3166,9.7391,,,,,
2014/11/6,4.7576,15.8783,3.78,18.943,,10.91,7.0918,5.3166,10.0185,,,,,
2014/11/7,5.2338,15.5282,3.78,18.5128,,10.8771,6.7646,5.3166,9.7973,,,,,
2014/11/10,5.5558,14.542,3.78,18.2127,,10.9812,6.8897,5.3166,9.7856,,,,,
2014/11/11,5.2157,14.4349,3.78,18.7951,,10.8607,6.6107,5.3166,9.2034,,,,,
2014/11/12,5.1408,14.7922,3.78,19.7584,,11.9451,7.0052,5.3166,9.871,,,,,
2014/11/13,5.1817,14.9065,3.78,18.6383,,12.2792,6.8897,5.3166,9.7429,,,,,
2014/11/14,5.0909,14.7922,3.78,18.1903,,13.0022,6.909,5.3166,9.3315,,,,,
2014/11/17,5.1953,14.3563,3.78,18.5397,,14.1414,7.1688,5.3166,9.3315,,,,,
2014/11/18,5.3291,13.6845,3.78,18.6472,,14.3878,7.1303,5.3166,9.4596,,,,,
2014/11/19,5.5331,14.149,3.78,19.3327,,14.1195,6.9282,5.3166,9.2733,,,,,
2014/11/20,5.6601,14.392,3.78,19.6867,,13.9497,6.9571,5.3166,9.3276,,,,,
2014/11/21,5.6239,14.4063,3.78,20.184,,13.9442,6.9763,5.3166,9.4014,,,,,
2014/11/24,5.5762,14.2919,3.78,21.6132,,13.7799,7.265,5.3166,9.6886,,,,,
2014/11/25,5.4424,14.9351,3.78,21.1473,,14.481,7.6018,5.3166,9.9448,,,,,
2014/11/26,5.4833,16.1499,3.78,21.6625,,14.1414,7.5633,5.3166,9.8982,,,,,
2014/11/27,5.6375,16.7216,3.78,21.5192,,13.7471,7.5825,5.3166,9.7701,,,,,
2014/11/28,5.5263,16.5429,3.78,21.1652,,13.8511,7.8423,5.3166,9.6731,,,,,
2014/12/1,5.2792,15.5639,3.78,20.1347,,13.4239,7.5922,5.3166,9.3975,,,,,
2014/12/2,5.2724,15.7211,3.78,20.4752,,13.8237,7.621,5.3166,9.51,,,,,
2014/12/3,5.159,15.4353,3.78,20.6096,,14.1195,7.544,5.3166,9.5372,,,,,
2014/12/4,5.2565,15.4567,3.78,20.3229,,15.2751,7.6691,5.3166,9.5333,,,,,
2014/12/5,5.1363,15.4567,3.78,18.5845,,14.3769,7.342,5.3166,9.1801,,,,,
2014/12/8,4.7848,14.7278,3.78,18.6831,,14.0976,7.8327,5.3166,9.0637,,,,,
2014/12/9,4.9141,14.0061,3.78,16.8148,,12.69,7.4959,5.3166,8.299,,,,,
2014/12/10,5.1749,14.4277,3.78,17.7646,,12.7119,7.8135,5.3166,8.6289,,,,,
2014/12/11,5.2157,14.3491,3.78,18.0558,,12.5093,7.8616,5.3166,8.6949,,,,,
2014/12/12,5.2882,15.3924,3.78,18.589,,13.6047,8.6506,5.3166,8.9744,,,,,
2014/12/15,5.4878,15.2924,3.78,18.7996,,13.7909,9.5167,5.3166,8.9821,,,,,
2014/12/16,5.5672,15.7926,3.78,17.5361,,13.7087,10.4693,5.3166,8.7686,,,,,
2014/12/17,5.4833,15.2709,3.78,17.115,,13.4842,11.5181,5.3166,8.5474,,,,,
2014/12/18,5.4833,14.6778,3.78,17.7288,,13.3472,12.6728,5.3166,8.8346,,,,,
2014/12/19,5.4833,14.4777,3.78,18.0603,,13.988,13.943,5.3166,8.6677,,,,,
2014/12/22,5.4833,14.2348,3.78,16.6669,,12.6571,13.3464,5.3166,8.8696,,,,,
2014/12/23,5.4833,14.3634,3.78,16.5191,,12.0821,14.1451,5.3166,8.6483,,,,,
2014/12/24,5.4833,14.6278,3.78,17.3748,,12.2902,13.6255,5.3166,8.7803,,,,,
2014/12/25,5.4833,15.521,3.78,18.0827,,12.931,14.9919,5.3166,9.1879,,,,,
2014/12/26,5.4833,15.7211,3.78,17.9662,,12.7174,15.0881,5.3166,9.0831,,,,,
2014/12/29,5.1703,15.3067,3.78,17.4779,,12.2519,15.1843,5.3166,8.7027,,,,,
2014/12/30,4.8959,15.2924,3.78,19.1894,,13.4787,14.6936,5.3166,9.2073,,,,,
2014/12/31,5.0093,15.2924,3.78,18.244,,13.0898,14.4819,5.8482,8.9705,,,,,
2015/1/5,4.9209,15.2924,3.78,16.9895,,12.5859,14.0488,6.4349,8.7881,,,,,
2015/1/6,4.9504,15.2924,3.78,17.1687,,13.1172,14.4049,7.0765,8.8463,,,,,
2015/1/7,5.0637,15.2924,3.78,17.1777,,13.0624,14.7994,7.7824,8.6949,,,,,
2015/1/8,5.2247,15.2924,3.78,16.7969,,12.7941,13.8083,8.5615,8.594,,,,,
2015/1/9,5.2542,15.2924,3.78,16.6938,,12.4435,13.9911,9.414,8.4348,,,,,
2015/1/12,5.3336,16.8216,3.78,16.5236,,11.5618,13.2117,9.2857,8.2175,,,,,
2015/1/13,5.4311,17.772,3.78,17.0791,,11.6823,13.0385,9.6615,8.462,,,,,
2015/1/14,5.3336,17.6577,3.78,16.8237,,11.2824,13.1251,9.3682,8.2834,,,,,
2015/1/15,5.3563,17.9078,3.78,17.0209,,11.6165,13.5773,10.3031,8.3378,,,,,
2015/1/16,5.3971,17.8149,3.78,17.1687,,11.6111,13.4715,11.3298,8.4193,,,,,
2015/1/19,5.1204,18.0293,3.78,16.8237,,10.5047,12.1243,11.0456,8.1903,,,,,
2015/1/20,5.227,19.2441,3.78,17.5003,,10.8333,12.3649,12.1548,8.9821,,,,,
2015/1/21,5.2769,18.7582,3.78,17.7333,,11.1839,12.9134,12.7781,8.9472,,,,,
2015/1/22,5.5966,18.5224,3.78,18.2575,,11.3098,12.7787,13.0439,8.9084,,,,,
2015/1/23,5.456,18.6224,3.78,20.0854,,11.3591,12.644,12.6864,8.8036,,,,,
2015/1/26,5.4855,20.023,3.78,19.8032,,11.5125,12.5862,12.8056,8.854,,,,,
2015/1/27,5.5037,20.5947,3.78,19.96,,11.6494,13.8468,12.8698,8.9977,,,,,
2015/1/28,5.896,20.4232,3.78,19.4089,,11.4467,14.6166,12.3931,8.8618,,,,,
2015/1/29,5.9867,20.6519,3.78,18.9833,,11.3755,15.8194,12.5031,8.8424,,,,,
2015/1/30,5.7758,19.6586,3.78,18.5576,,10.8881,14.7609,11.5131,8.5784,,,,,
2015/2/2,5.7372,19.3942,3.78,18.468,,10.3733,13.4426,10.3673,8.2718,,,,,
2015/2/3,5.7962,19.4942,3.78,18.6472,,10.5431,13.3079,10.624,8.3611,,,,,
2015/2/4,5.7599,19.8729,3.78,18.4591,,10.8607,14.6358,10.954,8.3339,,,,,
2015/2/5,5.6261,19.8658,3.78,18.3471,,10.5266,14.7609,10.4681,8.2563,,,,,
2015/2/6,5.6896,19.1155,3.78,17.6526,,10.2528,13.7698,10.1381,8.0195,,,,,
2015/2/9,5.8279,18.9868,3.78,17.115,,9.9789,13.6158,10.404,7.9729,,,,,
2015/2/10,5.676,19.1083,3.78,17.451,,10.5211,14.9822,10.6515,8.035,,,,,
2015/2/11,5.6329,19.0797,3.78,17.7243,,10.4992,14.7032,10.5506,8.4736,,,,,
2015/2/12,5.6307,19.5156,3.78,18.02,,11.025,14.886,11.1923,8.5396,,,,,
2015/2/13,5.6692,19.7586,3.78,18.1903,,11.0579,15.3768,11.1006,8.5979,,,,,
2015/2/16,5.6193,20.0373,4.16,18.6786,,11.025,16.5218,11.064,8.66,,,,,
2015/2/17,5.8506,20.1159,4.58,18.4591,,11.0031,16.0696,11.2015,8.6522,,,,,
2015/2/25,5.8007,18.1079,5.04,17.899,,11.2551,17.6765,11.064,8.5396,,,,,
2015/2/26,5.7985,17.0646,5.54,18.0066,,11.4741,19.4471,11.2015,8.6017,,,,,
2015/2/27,5.8688,16.4715,6.09,19.5344,,11.2879,21.3908,11.1098,8.6211,,,,,
2015/3/2,6.2112,16.9074,6.7,19.6195,,11.3043,20.698,11.0456,8.7065,,,,,
