ÈÕÆÚ,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH
2019/4/23,4.6578,7.85,5.93,12.25,,5.5176,12.6054,8.8972,5.46,13.3128,13.4761,,,
2019/4/24,4.6778,7.83,5.95,12.27,,5.5974,12.6845,8.9168,5.54,13.2931,13.6584,,,
2019/4/25,4.4683,7.55,5.71,11.18,,5.2582,11.9425,8.6816,5.37,12.8405,13.3698,,,
2019/4/26,4.4783,7.68,5.45,11.23,,5.1884,11.7446,8.4856,5.32,12.6831,13.0051,,,
2019/4/29,4.199,7.68,5.45,11.23,,4.9389,11.6159,8.3289,5.11,12.1911,12.9823,,,
2019/4/30,4.2788,7.37,5.46,11.28,,5.0088,11.5566,8.466,5.31,12.3978,13.195,,,
2019/5/6,3.9696,6.68,4.97,10.15,,4.5598,10.3989,7.9957,4.98,11.3154,11.8809,,,
2019/5/7,3.9796,6.71,4.96,9.75,,4.6396,10.5276,8.0643,5.05,11.4728,11.8201,,,
2019/5/8,3.9397,6.65,5,9.46,,4.6196,10.3693,7.9859,5,11.5122,11.6834,,,
2019/5/9,3.9198,6.54,4.96,9.52,,4.5897,10.2604,7.9369,4.97,11.3548,11.5922,,,
2019/5/10,4.0095,6.8,5.03,9.89,,4.7394,10.577,8.0447,5.15,11.709,12.0784,,,
2019/5/13,3.9996,6.91,5.13,9.76,,4.8092,10.4385,7.9467,5.1,11.9648,11.9948,,,
2019/5/14,3.9397,6.81,5.08,9.81,,4.6995,10.3989,7.8683,5.04,11.8369,11.9416,,,
2019/5/15,4.0095,7.04,5.15,9.88,,4.7793,10.6265,7.9173,5.14,12.1911,12.1088,,,
2019/5/16,4.0095,7.03,5.34,9.95,,4.8391,10.7848,7.9663,5.14,12.2108,12.1771,,,
2019/5/17,3.8898,6.77,5.13,9.58,,4.5897,10.4385,7.8291,4.92,11.7877,11.6226,,,
2019/5/20,3.82,6.9,5.17,9.44,,4.6496,10.5869,7.8389,4.76,11.8861,11.615,,,
2019/5/21,3.8599,7.17,5.27,9.56,,4.7294,10.7353,7.8781,4.81,12.1321,11.7289,,,
2019/5/22,3.8101,7.04,5.17,9.42,,4.6496,10.488,7.7899,4.72,11.9156,11.6682,,,
2019/5/23,3.7003,6.88,5,9.45,,4.5897,10.2901,7.6528,4.61,11.9058,11.4175,,,
2019/5/24,3.6804,6.75,4.9,9.28,,4.5298,10.3198,7.6332,4.55,11.768,11.4403,,,
2019/5/27,3.7502,7.05,5.05,9.62,,4.6596,10.5375,7.7409,4.64,12.0337,11.7441,,,
2019/5/28,3.8001,6.96,5.1,9.55,,4.6596,10.4583,7.8879,4.7,12.0337,11.6758,,,
2019/5/29,3.7702,7.02,5.28,9.48,,4.6695,10.4286,7.8291,4.73,12.26,11.7745,,,
2019/5/30,3.83,6.9,5.32,9.3,,4.6196,10.3594,7.8095,4.68,12.05,11.6606,,,
2019/5/31,3.8001,6.89,5.27,9.34,,4.6296,10.3099,7.7507,4.68,12.09,11.7365,,,
2019/6/3,3.7801,6.76,5.16,9.88,,4.5698,10.2703,7.7605,4.63,11.96,11.7745,,,
2019/6/4,3.7303,6.72,5.17,9.64,,4.46,10.0625,7.7409,4.53,11.74,11.6302,,,
2019/6/5,3.7502,6.67,5.19,9.72,,4.46,10.0922,7.7507,4.54,11.75,11.6606,,,
2019/6/6,3.6804,6.36,5.15,9.23,,4.34,9.8548,7.7115,4.43,11.48,11.1136,,,
2019/6/10,3.7103,6.45,5.18,9.31,,4.39,9.924,7.8291,4.43,11.71,11.2048,,,
2019/6/11,3.82,6.71,5.28,9.63,,4.62,10.4187,8.0349,4.59,12.3,11.6909,,,
2019/6/12,3.7901,6.73,5.3,9.58,,4.6,10.4682,7.9761,4.58,12.26,11.8049,,,
2019/6/13,3.8101,6.8,5.24,9.66,,4.64,10.4286,7.9173,4.57,12.27,11.9036,,,
2019/6/14,3.7502,6.6,5.45,9.27,,4.56,10.1813,7.8781,4.51,12.27,11.6758,,,
2019/6/17,3.7402,6.56,5.26,9.26,,4.56,10.3693,7.9075,4.51,12.17,11.5618,,,
2019/6/18,3.7203,6.48,5.29,9.15,,4.57,10.2208,7.8879,4.53,12.2,11.3947,,,
2019/6/19,3.7901,6.61,5.36,9.33,,4.61,10.3198,7.9565,4.57,12.23,11.7137,,,
2019/6/20,3.83,6.73,5.46,9.4,,4.69,10.5968,8.0153,4.64,12.59,11.8961,,,
2019/6/21,3.8799,6.86,5.47,9.68,27.39,4.71,10.5869,8.0153,4.7,12.65,12.0784,,,
2019/6/24,3.8799,7.03,5.45,9.58,30.13,4.76,10.5573,8.0055,4.71,12.65,12.2227,,,
2019/6/25,3.82,6.84,5.65,9.43,33.14,4.76,10.3495,7.9173,4.73,12.48,11.9872,,,
2019/6/26,3.8001,6.74,5.67,9.59,36.45,4.71,10.3792,7.8977,5.2,12.86,11.9644,,,
2019/6/27,3.83,6.81,5.56,9.92,40.1,4.75,10.4088,7.9663,5.08,12.94,12.0328,,,
2019/6/28,3.77,7.1,5.64,9.86,44.11,4.74,11.4477,7.9271,4.93,12.58,11.9416,,,
2019/7/1,3.88,7.27,5.69,10.2,48.52,4.82,11.6852,8.0349,5.06,12.98,12.2455,,,
2019/7/2,3.84,7.48,5.65,10.1,47.01,4.82,11.3191,8.0055,5.13,13.13,12.2227,,,
2019/7/3,3.83,7.3,5.67,9.86,44.23,4.83,11.3488,8.0839,5.2,13.1,12.1695,,,
2019/7/4,3.84,7.23,5.68,9.96,45.04,4.92,11.3587,8.0643,5.23,13.06,12.1543,,,
2019/7/5,3.81,7.52,5.64,9.85,44.73,4.85,11.3785,8.0055,5.17,13,12.7545,,,
2019/7/8,3.66,7.36,5.52,9.44,43.6,4.64,11.0025,7.7997,5.05,12.4,12.2227,,,
2019/7/9,3.71,7.94,5.48,9.29,42.01,4.72,10.9332,7.7605,5.3,12.39,12.0784,,,
2019/7/10,3.66,7.7,5.58,8.98,43.15,4.76,10.7452,7.7213,5.51,12.1,12.01,,,
2019/7/11,3.63,7.54,5.59,9.18,41.4,4.76,10.6859,7.7213,5.36,12.45,12.51,,,
2019/7/12,3.63,7.33,5.57,8.85,38.6,4.78,10.7848,7.7213,5.25,12.53,12.14,,,
2019/7/15,3.64,7.25,5.5,8.88,39.35,4.83,10.8739,7.7409,5.36,12.75,11.8,,,
2019/7/16,3.67,7.38,5.5,8.89,40.4,4.89,10.9036,7.7311,5.29,12.68,11.65,,,
2019/7/17,3.64,7.34,5.48,8.94,38.16,4.85,10.7848,7.6919,5.28,12.59,11.7,,,
2019/7/18,3.6,7.15,5.38,8.79,38.21,4.76,10.577,7.6136,5.16,12.38,11.54,,,
2019/7/19,3.74,7.68,5.45,8.67,38.03,4.93,10.6463,7.643,5.4,12.33,11.55,,,
2019/7/22,3.61,7.16,5.4,8.25,35,4.62,10.3594,7.5548,5.18,11.84,11.19,12.27,37.9,40.08
2019/7/23,3.6,7,5.4,8.3,35.08,4.63,10.6265,7.5744,5.19,11.86,11.36,10.01,34.2,34.32
2019/7/24,3.63,7.05,5.39,8.81,35.45,4.67,10.6562,7.6332,5.2,12.03,11.4,10.2,43.2,39.01
2019/7/25,3.63,7,5.19,8.62,36.17,4.66,10.6958,7.6332,5.09,12.56,11.41,10.61,46.46,43.5
2019/7/26,3.65,6.86,5.34,8.51,35.29,4.69,10.9233,7.8879,5.11,12.46,11.42,10.01,47.56,40.5
2019/7/29,3.62,6.78,5.28,8.41,35.49,4.63,10.8541,7.7801,5.14,12.22,11.36,10.28,52.3,45.5
2019/7/30,3.63,6.84,5.29,8.58,35.53,4.63,10.9332,7.7507,5.22,12.28,11.53,10.23,53.7,46.5
2019/7/31,3.61,6.76,5.26,8.79,34.07,4.52,10.7156,7.7213,5.18,12.23,11.46,10.33,54.13,47.3
2019/8/1,3.61,6.72,5.24,8.58,34.57,4.45,10.6463,7.6626,5.28,12.29,11.56,10.58,56.6,51.49
2019/8/2,3.6,6.65,5.19,8.43,35.33,4.38,10.3989,7.5548,5.21,11.94,11.35,12.12,58.73,54.96
2019/8/5,3.61,6.66,5.08,8.35,35.08,4.35,10.2406,7.398,5.14,11.85,11.21,12.56,61.79,58.7
2019/8/6,3.57,6.32,4.89,8,36.87,4.19,9.9735,7.1628,4.93,11.52,10.7,12.03,59.29,52.9
2019/8/7,3.56,6.23,4.91,8.07,35.43,4.13,9.8548,7.1628,4.88,11.44,10.7,11.83,59.96,55.92
2019/8/8,3.53,6.22,4.92,8.16,34.48,4.17,9.9141,7.1824,4.89,11.51,10.66,11.22,53.66,52.8
2019/8/9,3.5,6.24,4.91,8.01,33.09,4.12,9.8053,7.1726,4.8,11.28,10.65,10.96,51.7,49.39
2019/8/12,3.51,6.35,4.98,8.18,33.63,4.18,9.9636,7.3,4.9,11.44,10.81,10.55,50.5,46.65
2019/8/13,3.45,6.45,4.95,8.24,33.92,4.15,9.8745,7.2804,4.85,11.35,10.68,10.75,54.11,49
2019/8/14,3.47,6.41,5.11,8.28,33.41,4.16,9.9339,7.3,4.9,11.39,10.7,10.67,55.1,50.9
2019/8/15,3.44,6.38,5.1,8.33,32.86,4.15,9.9735,7.3,4.88,11.43,10.68,10.58,58.39,52.01
2019/8/16,3.47,6.3,5.18,8.31,33.15,4.18,9.9735,7.23,4.92,11.49,10.66,10.57,56.8,51.45
2019/8/19,3.55,6.55,5.2,8.59,33.94,4.28,10.3,7.38,5.12,11.72,10.88,10.61,55.4,51.9
2019/8/20,3.54,6.51,5.16,8.57,34.09,4.29,10.22,7.41,5.11,11.73,10.86,10.53,54.9,50.81
2019/8/21,3.52,6.44,5.13,8.51,33.95,4.3,10.15,7.37,5.13,12.11,10.88,10.15,50.75,46.5
2019/8/22,3.51,6.56,5.13,8.56,33.54,4.34,10.23,7.33,5.21,12.05,10.81,10.11,49.66,45.93
2019/8/23,3.5,6.48,5,8.4,32.68,4.28,10.18,7.28,5.19,12.24,10.77,9.77,47,42.44
2019/8/26,3.45,6.3,4.96,8.4,32.4,4.23,10.09,7.22,5.26,12.18,10.54,9.82,48.22,42.86
2019/8/27,3.5,6.41,5.1,8.71,32.83,4.32,10.35,7.36,5.25,12.32,10.82,9.9,48.12,43.32
2019/8/28,3.49,6.41,5.08,8.74,33.85,4.29,10.3,7.33,5.17,12.4,10.7,9.8,46.08,41.59
2019/8/29,3.48,6.41,5.1,8.67,33.15,4.22,10.33,7.35,5.19,12.43,10.84,9.62,45.15,40.5
2019/8/30,3.46,6.25,5.08,8.5,32.36,4.22,10.2,7.28,5.14,12.21,10.57,9.48,44.6,40.46
2019/9/2,3.5,6.42,5.12,8.77,33.42,4.34,10.4,7.37,5.21,12.55,10.72,9.58,44.93,40.81
2019/9/3,3.57,6.46,5.11,9.65,36.22,4.39,10.55,7.4,5.24,12.76,10.81,10.09,47.61,43.57
2019/9/4,3.64,6.5,5.07,9.71,35.55,4.41,10.8,7.54,5.28,12.77,10.92,9.95,48.96,43.13
2019/9/5,3.64,6.56,5.11,9.8,35.72,4.43,10.75,7.55,5.25,12.65,11.05,10.03,48.6,43.15
2019/9/6,3.64,6.59,5.24,9.69,35.97,4.41,10.71,7.52,5.34,13.06,10.96,9.92,45.8,41.13
2019/9/9,3.66,6.8,5.28,9.92,36.94,4.46,10.85,7.59,5.4,13.29,11.28,9.95,45.84,41.21
2019/9/10,3.7,6.87,5.52,9.73,36.03,4.45,10.83,7.59,5.38,13.19,11.28,9.99,46.01,41.65
2019/9/11,3.69,6.91,5.52,9.6,35.65,4.44,10.8,7.67,5.31,13.15,11.23,9.88,45.57,41.03
2019/9/12,3.69,7.12,5.52,9.83,36.5,4.46,10.86,7.69,5.35,13.16,11.27,9.67,44.12,40.04
2019/9/16,3.68,7.06,5.52,9.71,36.75,4.49,10.78,7.66,5.41,13.33,11.35,9.68,44.18,40.26
2019/9/17,3.57,6.97,5.56,9.29,35.5,4.32,10.57,7.54,5.3,12.89,11.06,9.42,42.66,39.42
2019/9/18,3.59,6.87,5.27,9.26,37.1,4.33,10.7,7.54,5.27,13.22,11.03,9.25,41.95,38.35
2019/9/19,3.6,6.92,5.6,9.61,39.01,4.36,10.7,7.58,5.3,13.15,11.13,9.38,43.1,39.25
2019/9/20,3.96,7.2,5.7,10.57,42.91,4.8,11,7.72,5.83,13.38,12.24,9.46,44.3,39.96
2019/9/23,4.03,7.05,5.49,11.63,40.1,4.92,10.7,7.6,5.61,13.01,12.23,9.27,42.8,38.95
2019/9/24,3.88,6.97,5.37,11.31,38.57,4.73,10.66,7.54,5.61,12.88,11.91,9.42,43.58,39.75
2019/9/25,3.75,6.78,5.25,11.59,37.91,4.56,10.43,7.44,5.39,12.82,11.57,9.23,42.73,38.77
2019/9/26,3.47,6.46,5.14,10.43,36.74,4.51,10.29,7.37,5.17,12.49,11.38,8.75,38.83,35.35
2019/9/27,3.48,6.55,5.15,10.19,37.06,4.51,10.31,7.36,5.23,12.58,11.56,8.81,40.26,35.83
2019/9/30,3.43,6.49,5.17,10.2,35.4,4.33,10.26,7.32,5.16,12.67,11.24,8.46,37.42,34.08
