ÈÕÆÚ,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH
2014/1/2,8.2497,12.0549,,,,,7.7278,2.7334,10.1212,5.4604,6.8617,3.2125,10.9246,4.2132,13.2577,9.0427,,,,,,,,,,,,,,,,,
2014/1/3,8.2064,12.615,,,,,7.7971,3.0069,9.6347,5.447,6.8617,3.3947,10.9246,4.6357,13.0101,9.238,,,,,,,,,,,,,,,,,
2014/1/6,7.7685,12.4105,,,,,7.4852,2.9066,9.513,5.1022,6.8617,3.3062,10.9246,4.5391,12.4324,8.7285,,,,,,,,,,,,,,,,,
2014/1/7,7.8767,12.1377,,,,,7.906,3.1968,9.5514,5.1658,7.5476,3.6375,10.9246,4.3774,12.499,8.7904,,,,,,,,,,,,,,,,,
2014/1/8,7.9524,12.4933,,,,,7.9159,3.2059,9.6091,5.6814,8.301,3.6601,10.9246,4.3677,13.0128,8.9666,,,,,,,,,,,,,,,,,
2014/1/9,7.8172,12.4592,,,,,7.604,2.8945,8.6936,5.5843,8.7583,3.4433,12.0012,4.8047,12.5922,8.3285,,,,,,,,,,,,,,,,,
2014/1/10,7.682,11.6847,,,,,7.9258,2.82,8.4887,5.3265,8.8001,3.3617,11.2659,4.4788,13.0075,7.8666,,,,,,,,,,,,,,,,,
2014/1/13,7.6658,10.7155,,,,,8.1882,3.0662,8.6616,5.3533,8.7744,3.5681,11.1986,4.6599,13.1752,7.9189,,,,,,,,,,,,,,,,,
2014/1/14,7.7415,11.2707,,,,,8.4209,3.1148,9.2826,5.6178,8.7583,3.5681,11.1121,4.8627,13.295,8.257,,,,,,,,,,,,,,,,,
2014/1/15,8.001,11.3974,,,,,8.4209,3.3472,8.9369,5.7818,9.6341,3.5994,11.1649,5.0462,13.6491,8.4189,,,,,,,,,,,,,,,,,
2014/1/16,8.0551,11.2999,,,,,8.4209,3.2333,9.6027,5.6914,9.032,3.5074,10.9583,4.8723,13.3749,8.3666,,,,,,,,,,,,,,,,,
2014/1/17,7.9902,11.4461,,,,,8.4209,3.2272,9.3594,5.8823,9.0932,3.3947,10.6795,4.9399,13.3775,8.3951,,,,,,,,,,,,,,,,,
2014/1/20,8.0551,11.412,,,,,8.4209,3.1087,8.4823,5.7082,8.8388,3.2871,10.4776,4.5271,13.1459,8.3475,,,,,,,,,,,,,,,,,
2014/1/21,8.1686,11.3535,,,,,8.4209,3.1892,9.3338,5.8756,8.6617,3.4675,10.9823,4.6261,13.2604,8.5142,,,,,,,,,,,,,,,,,
2014/1/22,8.2551,11.6165,,,,,8.4209,3.1634,9.6155,5.899,9.061,3.3947,11.3284,4.585,13.4121,8.738,,,,,,,,,,,,,,,,,
2014/1/23,8.4281,11.9136,,,,,8.4209,3.1999,9.7947,6.0095,9.2252,3.4936,11.2563,4.655,13.9898,8.9427,3.155,15.9182,,,,,,,,,,,,,,,
2014/1/24,8.3848,12.0208,,,,,8.4209,3.1528,9.8011,5.9358,9.4989,3.5387,11.487,4.6985,13.8674,9.357,3.4707,16.5172,,,,,,,,,,,,,,,
2014/1/27,8.2983,11.787,,,,,8.4209,3.174,9.7947,5.966,9.193,3.5387,11.064,4.7033,14.067,9.057,3.2878,14.8822,,,,,,,,,,,,,,,
2014/1/28,8.1145,11.9331,,,,,8.4209,3.0844,10.4989,5.7651,8.784,3.4363,10.7997,4.4088,14.304,8.8189,3.3526,14.3162,,,,,,,,,,,,,,,
2014/1/29,8.374,12.4445,,,,,8.4209,3.0692,10.1468,5.8722,8.8678,3.471,11.1986,4.4546,14.5888,9.1427,3.092,13.882,,,,,,,,,,,,,,,
2014/1/30,8.5578,12.5761,,,,,8.4209,2.9294,9.5258,5.8923,8.0724,3.3825,10.8141,4.3894,14.5649,8.8666,3.0156,13.2638,,,,,,,,,,,,,,,
2014/2/7,8.8444,13.1313,,,,,8.4209,3.051,9.7435,6.4815,8.4524,3.5317,11.3428,4.5198,14.7219,9.2666,3.0584,13.6457,,,,,,,,,,,,,,,
2014/2/10,8.9579,13.2677,,,,,8.4209,3.2059,10.1724,7.131,9.2992,3.6219,11.8138,4.6357,14.4584,9.3904,3.207,14.3739,,,,,,,,,,,,,,,
2014/2/11,8.7579,13.1021,,,,,8.4209,3.1148,9.9548,7.1645,9.7017,3.5525,11.7369,4.6961,14.107,9.3332,3.2077,14.2914,,,,,,,,,,,,,,,
2014/2/12,8.8119,13.3602,,,,,8.4209,3.1209,10.2748,7.131,9.75,3.6046,12.6693,4.8578,14.4344,9.638,3.5019,15.7203,,,,,,,,,,,,,,,
2014/2/13,8.4443,12.7124,,,,,8.4209,3.0646,9.481,6.6958,9.2348,3.6583,12.0156,4.5729,13.8913,9.4808,3.2388,15.6131,,,,,,,,,,,,,,,
2014/2/14,8.5903,13.1946,,,,,8.4209,3.2546,9.4554,6.7962,9.267,4.0087,12.2896,5.0293,14.4531,9.7618,3.3532,16.5007,,,,,,,,,,,,,,,
2014/2/17,8.9687,13.7986,,,,,8.4209,3.3123,9.9227,7.0306,9.7468,4.0417,12.4963,5.4277,14.8817,10.0951,3.5783,16.7205,,,,,,,,,,,,,,,
2014/2/18,9.0011,13.3895,,,,,8.4209,3.3321,10.0124,7.0975,9.7726,4.1007,12.3184,5.5339,14.8817,9.9665,3.4964,16.3523,,,,,,,,,,,,,,,
2014/2/19,8.8011,13.9106,,,,,8.4209,3.2272,10.4861,6.7895,9.4635,3.981,12.0349,5.3166,14.6101,10.1951,3.404,15.7313,,,,,,,,,,,,,,,
2014/2/20,8.7308,13.5404,,,,,8.4209,3.057,10.883,6.5786,9.4184,3.8526,11.5879,5.1041,14.6288,9.9189,3.6199,15.9676,,,,,,,,,,,,,,,
2014/2/21,8.5795,13.0193,,,,,8.4209,2.975,11.0751,6.7192,10.0302,3.7954,11.7801,5.0582,14.6021,10.1523,3.8511,16.0171,,,,,,,,,,,,,,,
2014/2/24,8.6443,13.4674,,,,,8.4209,3.095,11.2223,6.9904,11.0348,3.9949,12.155,5.2828,14.6394,10.1523,3.7759,16.0665,,,,,,,,,,,,,,,
2014/2/25,8.1902,12.5322,,,,,8.4209,2.8261,10.102,6.2907,9.9303,3.5994,11.3908,4.754,13.9446,9.3761,3.4432,14.6597,,,,,,,,,,,,,,,
2014/2/26,8.2281,12.7027,,,,,8.4209,2.8063,9.3658,6.12,9.3347,3.5178,11.4389,4.5102,13.5772,9.4285,3.4132,14.3986,,,,,,,,,,,,,,,
2014/2/27,8.2118,12.5663,,,,,8.4209,2.6741,8.9625,5.9593,8.5071,3.3444,10.891,4.2929,13.5665,9.4285,3.2089,14.2859,,,,,,,,,,,,,,,
2014/2/28,8.3146,12.8342,,,,,8.4209,2.7076,9.1097,6.14,8.7003,3.4519,11.4341,4.4281,13.8381,9.2142,3.3275,14.8493,,,,,,,,,,,,,,,
2014/3/3,8.5957,13.1508,,,,,8.4209,2.7942,9.2057,6.3577,9.0932,3.5803,11.7946,4.4933,13.8088,9.4285,3.5178,15.7176,,,,,,,,,,,,,,,
2014/3/4,8.72,13.443,,,,,8.4209,2.7729,9.225,6.3108,8.5651,3.5595,11.9436,4.4474,13.6304,9.3523,3.4847,16.2012,,,,,,,,,,,,,,,
2014/3/5,8.5362,13.443,,,,,8.4209,2.8413,9.225,6.294,8.6681,3.7295,11.8474,4.4546,13.6411,9.4094,3.3997,15.5774,,,,,,,,,,,,,,,
2014/3/6,8.3254,13.1946,,,,,8.4209,2.8033,9.0393,6.5083,8.5973,3.8335,11.7032,4.4522,13.886,9.4427,3.5141,15.9649,,,,,,,,,,,,,,,
2014/3/7,8.3686,13.3846,,,,,8.4209,2.7759,8.828,6.3811,8.6263,3.6878,11.4533,4.6478,14.4557,9.5808,3.4419,15.0608,,,,,,,,,,,,,,,
2014/3/10,7.8496,13.0583,,,,,8.4209,2.6134,8.015,6.0296,8.0982,3.4866,11.0784,4.5826,14.3519,9.0475,3.2236,14.6047,,,,,,,,,,,,,,,
2014/3/11,7.6929,12.7124,,,,,8.4209,2.6741,8.1174,6.1066,7.8181,3.608,10.8573,4.5995,15.0414,8.9808,3.248,14.9509,,,,,,,,,,,,,,,
2014/3/12,7.7685,12.7076,,,,,8.4209,2.7045,8.2199,6.1869,8.0885,3.5213,11.1457,4.4353,14.0511,9.0475,3.1343,14.7421,,,,,,,,,,,,,,,
2014/3/13,7.9253,13.0339,,,,,8.4209,2.8231,8.2903,6.361,8.2334,3.5907,11.535,4.486,14.1389,9.1523,3.1563,14.8932,,,,,,,,,,,,,,,
2014/3/14,7.8604,12.6589,,,,,8.4209,2.817,8.3031,6.3777,8.14,3.5716,11.535,4.5343,13.894,9.1713,3.1563,14.9729,,,,,,,,,,,,,,,
2014/3/17,8.0334,13.672,,,,,8.4209,2.8869,8.6936,6.6255,8.4202,3.7156,12.0253,4.9882,14.0058,9.6999,3.1893,14.9894,,,,,,,,,,,,,,,
2014/3/18,7.9956,13.7353,,,,,8.4209,2.8656,8.6616,6.5753,8.5393,3.8023,12.131,5.1766,15.2517,9.9999,3.2578,15.1323,,,,,,,,,,,,,,,
2014/3/19,8.0605,13.745,,,,,8.4209,2.8048,8.604,6.6556,8.2077,3.7555,12.1118,5.1983,15.1213,10.9999,3.2388,16.6463,,,,,,,,,,,,,,,
2014/3/20,7.9037,13.1508,,,,,8.4209,2.7106,8.1046,6.294,7.7601,3.582,11.487,5.0703,15.3875,10.6427,3.1312,15.9429,,,,,,,,,,,,,,,
2014/3/21,7.9902,13.4674,,,,,8.4209,2.8094,8.4119,6.4849,7.9694,3.7451,12.0589,4.9255,15.6404,10.3761,3.1135,16.3496,,,,,,,,,,,,,,,
2014/3/24,7.9253,13.8814,,,,,8.4209,2.6817,8.5336,6.4045,7.8599,3.674,11.9051,4.5826,15.5073,9.9665,3.0027,15.3878,,,,,,,,,,,,,,,
2014/3/25,7.9686,13.784,,,,,8.4209,2.6863,8.015,6.3476,8.066,3.7642,11.6456,4.6019,15.3822,9.6951,2.9758,14.9537,,,,,,,,,,,,,,,
2014/3/26,7.974,13.9885,,,,,8.4209,2.6893,8.2263,6.3878,8.0306,3.6722,11.6696,4.5319,15.7016,9.9999,2.9679,14.7696,,,,,,,,,,,,,,,
2014/3/27,7.5793,13.5161,,,,,8.4209,2.6043,7.9318,6.0128,7.9791,3.4606,11.0063,4.346,15.1399,9.3761,2.7709,13.893,,,,,,,,,,,,,,,
2014/3/28,7.2063,13.0534,,,,,8.4209,2.507,7.7525,5.986,7.6199,3.2438,10.4776,4.1746,14.1096,8.8856,2.7703,14.1238,,,,,,,,,,,,,,,
2014/3/31,7.282,13.0875,,,,,8.4209,2.5344,7.6373,5.8588,7.3643,3.1206,10.5305,4.1842,14.1629,9.057,2.7648,14.3024,,,,,,,,,,,,,,,
2014/4/1,7.3361,13.2969,,,,,8.4209,2.5739,7.8294,5.9927,7.3643,3.1726,10.9102,4.3436,14.6075,9.1808,2.8284,14.5113,,,,,,,,,,,,,,,
2014/4/2,7.2333,13.1751,,,,,8.4209,2.5678,7.7397,5.986,7.0537,3.0824,10.9102,4.2011,14.1868,9.157,2.8284,14.3711,,,,,,,,,,,,,,,
2014/4/3,7.2333,13.2628,,,,,8.4209,2.6362,7.9254,6.0061,7.1054,3.046,10.9583,4.2808,14.2427,9.2189,2.7856,14.1898,,,,,,,,,,,,,,,
2014/4/4,7.3252,13.4284,,,,,8.4209,2.7091,8.1238,6.1166,7.1248,3.0738,11.0544,4.3315,15.0973,9.4189,2.8058,14.3107,,,,,,,,,,,,,,,
2014/4/8,7.5307,13.443,,,,,8.4209,2.7395,8.2455,5.6446,7.1734,3.1067,11.1169,4.614,15.6271,9.4285,2.8437,14.591,,,,,,,,,,,,,,,
2014/4/9,7.5361,13.5404,,,,,8.4209,2.8018,8.3287,5.7919,7.4258,3.1449,11.1986,4.5778,15.5206,9.6475,3.1281,14.8465,,,,,,,,,,,,,,,
2014/4/10,7.5739,13.5892,,,,,8.4209,2.7577,8.2071,5.7115,7.4063,3.157,11.4966,4.5947,15.454,9.6189,3.089,14.6514,,,,,,,,,,,,,,,
2014/4/11,7.5956,13.1167,,,,,8.4209,2.6909,7.9574,5.7617,7.1831,3.0269,11.3187,4.5971,15.7849,9.438,3.0168,14.1156,,,,,,,,,,,,,,,
2014/4/14,7.655,13.443,,,,,8.4209,2.7288,8.1367,5.8019,7.3837,3.0373,11.5158,4.6261,15.4754,9.6523,3.0303,14.1266,,,,,,,,,,,,,,,
2014/4/15,7.682,13.2044,,,,,8.4209,2.7851,8.1302,5.8856,7.1896,3.0391,11.3139,4.556,15.2406,9.5189,2.9159,13.9892,,,,,,,,,,,,,,,
2014/4/16,7.6875,13.2239,,,,,8.4209,2.7653,8.0342,5.899,7.1799,2.9298,11.2803,4.5295,14.835,9.2808,2.8902,14.0249,,,,,,,,,,,,,,,
2014/4/17,7.5956,13.1459,,,,,8.4209,2.7577,8.0854,5.7885,7.196,2.9489,11.4966,4.5609,14.7283,9.3665,2.9147,14.2063,,,,,,,,,,,,,,,
2014/4/18,7.682,13.1751,,,,,8.4209,2.8337,8.2007,5.7986,7.3513,3.0616,11.9003,4.6067,15.0752,9.4142,2.9397,14.3794,,,,,,,,,,,,,,,
2014/4/21,7.4388,13.1264,,,,,8.4209,2.8231,7.9446,5.6713,7.2899,3.0391,12.1598,4.6285,15.2086,9.3427,2.9728,14.4838,,,,,,,,,,,,,,,
2014/4/22,7.3523,12.615,,,,,8.4209,2.8079,7.7589,5.591,7.209,2.9402,12.0156,4.4353,15.1178,9.138,2.8627,14.1843,,,,,,,,,,,,,,,
2014/4/23,7.5793,12.4445,,,,,8.4209,2.7471,7.7077,5.678,7.3384,2.883,12.0156,4.4257,14.7283,9.3761,2.8712,13.7831,,,,,,,,,,,,,,,
2014/4/24,7.7851,12.24,,,,,8.4209,2.7653,7.266,5.5676,7.1184,2.8413,11.9291,4.3653,14.184,9.9427,2.7783,13.25,,,,,,,,,,,,,,,
2014/4/25,7.6281,11.5094,,,,,8.4209,2.7091,7.0355,5.4671,7.1022,2.8361,11.2466,4.2253,13.5063,9.5951,2.7544,13.0137,,,,,,,,,,,,,,,
2014/4/28,7.2545,11.2025,,,,,8.4209,2.5678,6.7411,5.3901,6.8304,2.7806,10.8141,4.0563,13.1007,9.9427,2.5109,12.0053,,,,,,,,,,,,,,,
2014/4/29,7.3141,11.4948,,,,,8.4209,2.6362,6.9075,5.4537,6.9048,2.654,11.0544,4.1625,13.4209,10.2475,2.5709,12.3103,,,,,,,,,,,,,,,
2014/4/30,7.2491,11.4461,,,,,8.4209,2.7045,6.9715,5.5006,7.1151,2.7078,11.2755,4.2228,13.6023,10.1951,2.6009,12.3927,,,,,,,,,,,,,,,
2014/5/5,7.3086,11.2415,,,,,8.4209,2.7106,7.074,5.5776,7.2446,2.706,11.3764,4.2905,13.7944,10.1903,2.6596,12.8955,,,,,,,,,,,,,,,
2014/5/6,7.3465,11.5191,,,,,8.4209,2.6833,7.2852,5.601,7.2575,2.7407,11.5254,4.3363,14.0986,10.6284,2.7097,13.0659,,,,,,,,,,,,,,,
2014/5/7,7.2599,11.2999,,,,,8.4209,2.5997,7.0355,5.4571,7.1863,2.6366,11.1073,4.4305,13.7944,10.0951,2.8443,13.4121,,,,,,,,,,,,,,,
2014/5/8,7.2437,11.3097,,,,,8.4209,2.6666,7.2212,5.4604,7.2737,2.6471,11.3091,4.3387,13.5543,10.1999,2.7538,12.9697,,,,,,,,,,,,,,,
2014/5/9,7.1895,10.8129,,,,,8.4209,2.6316,7.0419,5.4906,7.1637,2.602,11.2226,4.2253,13.4743,10.6046,2.6406,12.4121,,,,,,,,,,,,,,,
2014/5/12,7.3195,11.11,,,,,8.4209,2.7592,7.2852,5.601,6.4486,2.6887,11.5591,4.346,13.4049,10.8522,2.6957,12.5446,,,,,,,,,,,,,,,
2014/5/13,7.6443,11.149,,,,,8.4209,2.7516,7.3044,5.6178,6.0506,2.5933,11.1697,4.5391,13.3942,10.4427,2.8315,12.9256,,,,,,,,,,,,,,,
2014/5/14,7.5198,11.0467,,,,,8.4209,2.7851,7.298,5.5809,5.7885,2.5673,11.237,4.6188,13.2821,10.1665,2.9778,13.9691,,,,,,,,,,,,,,,
2014/5/15,7.5631,10.8567,,,,,9.2625,2.6969,7.1436,5.5307,5.6494,2.5256,10.9823,4.8274,12.5564,9.8189,3.1341,14.9519,,,,,,,,,,,,,,,
2014/5/16,7.5739,10.6716,,,,,9.6635,2.6774,6.854,5.3265,5.6106,2.5239,11.0304,4.3762,11.8253,9.9427,2.9582,13.4556,,,,,,,,,,,,,,,
2014/5/19,7.6226,10.4817,,,,,9.0991,2.6431,7.2304,5.3566,5.6138,2.5673,10.8621,4.2646,11.8787,10.157,2.8302,12.6992,,,,,,,,,,,,,,,
2014/5/20,7.5252,10.998,,,,,8.9555,2.7532,7.1146,5.3935,5.6073,2.6037,10.867,4.3229,12.1135,10.1237,3.0012,13.3342,,,,,,,,,,,,,,,
2014/5/21,7.6551,11.1879,,,,,9.1337,2.7703,7.2787,5.4571,5.7044,2.6245,10.9631,4.2938,12.1722,10.5761,2.952,13.1409,,,,,,,,,,,,,,,
2014/5/22,7.6497,11.2756,,,,,9.3664,2.7336,7.2304,5.5843,5.6785,2.654,11.0688,4.284,12.5404,10.5951,3.1156,12.9587,,,,,,,,,,,,,,,
2014/5/23,7.5793,11.373,,,,,9.4753,2.7703,7.4621,5.6981,5.7918,2.6776,11.2466,4.318,12.5457,10.6665,3.2103,13.174,,,,,,,,,,,,,,,
2014/5/26,7.601,12.2741,,,,,9.7526,2.8534,7.6842,5.7651,5.9924,2.7378,11.4822,4.4199,12.6791,10.7142,3.1833,13.3894,,,,,,,,,,,,,,,
2014/5/27,7.5144,11.8601,,,,,9.5298,2.9219,7.7614,5.678,5.7594,2.7116,11.6119,4.352,12.343,10.9141,3.0898,13.4611,,,,,,,,,,,,,,,
2014/5/28,7.6876,12.1913,,,,,9.6436,2.9292,7.8193,5.7651,5.9212,2.7928,11.7513,4.5849,12.7538,10.8582,3.1673,13.8035,,,,,,,,,,,,,,,
2014/5/29,7.6281,12.3471,,,,,9.406,2.8363,7.5973,5.8089,5.7594,2.7457,11.6408,4.4975,12.4817,10.5286,3.0418,13.1961,,,,,,,,,,,,,,,
2014/5/30,7.8013,12.4202,,,,,9.3466,2.829,7.6842,5.8223,5.7594,2.7666,11.6648,4.5654,12.4497,10.8955,3.0258,12.9697,,,,,,,,,,,,,,,
2014/6/3,7.7472,12.8147,,,,,9.7823,2.8021,7.5683,5.7314,5.7918,2.7588,11.6552,4.4247,12.503,10.5721,3.048,13.0526,,,,,,,,,,,,,,,
2014/6/4,7.6389,12.5955,,,,,10.3169,2.7532,7.4042,5.9739,5.8727,2.7064,11.9099,4.3326,12.487,10.2923,3.0664,12.8041,,,,,,,,,,,,,,,
2014/6/5,7.7363,12.8586,,,,,10.3565,2.7825,7.6552,6.0244,5.9891,2.7666,12.1743,4.6043,12.487,10.4602,3.198,13.0029,,,,,,,,,,,,,,,
2014/6/6,7.6605,12.5809,,,,,9.9902,2.785,7.8386,5.9604,5.9438,2.7771,12.1209,4.5606,12.4443,10.796,3.0996,12.8814,,,,,,,,,,,,,,,
2014/6/9,7.6605,12.3277,,,,,9.708,2.7556,7.7131,5.8526,5.7206,2.6671,11.9997,4.6382,12.3269,10.7649,3.0049,12.5722,,,,,,,,,,,,,,,
2014/6/10,7.7093,12.6589,,,,,10.0644,2.7923,7.9158,6.0176,5.7691,2.7221,12.373,4.6479,12.6738,11.2748,3.0701,12.8151,,,,,,,,,,,,,,,
2014/6/11,7.823,12.6832,,,,,10.0595,2.8119,8.7074,5.9772,5.9147,2.7378,12.4942,4.842,13.01,11.2624,3.0639,12.7323,,,,,,,,,,,,,,,
2014/6/12,7.8175,12.7563,,,,,9.9704,2.8436,9.5762,6.1591,6.0215,2.7771,12.0821,4.7644,12.8606,11.194,3.0283,12.6329,,,,,,,,,,,,,,,
2014/6/13,7.8933,13.1021,,,,,9.9407,2.9781,9.5762,6.1961,6.2124,2.8741,12.1743,4.7741,12.994,11.0385,3.0553,12.7875,,,,,,,,,,,,,,,
2014/6/16,7.915,13.1216,,,,,10.5347,2.9781,9.5762,6.3072,6.2706,2.8714,12.7027,4.9633,13.2448,11.1069,3.3604,13.417,,,,,,,,,,,,,,,
2014/6/17,7.7417,13.0729,,,,,10.1635,2.9415,9.0549,6.1624,6.2318,2.8505,12.6251,4.8323,12.8552,11.4552,3.4846,13.0139,,,,,,,,,,,,,,,
2014/6/18,7.7093,13.0047,,,,,9.7377,2.873,8.5916,6.3039,5.96,2.7771,12.853,4.6673,12.6418,10.6778,3.5166,12.8869,,,,,,,,,,,,,,,
2014/6/19,7.4277,12.7124,,,,,9.7278,2.8265,8.1282,6.021,5.6753,2.6697,12.2082,4.4442,12.0068,10.1057,3.2755,12.0918,,,,,,,,,,,,,,,
2014/6/20,7.4765,12.8342,,,,,10.0752,2.8534,8.3985,6.0479,5.7982,2.7143,13.1779,4.5072,12.2256,10.342,3.3456,12.2244,,,,,,,,,,,,,,,
2014/6/23,7.5469,12.6637,,,,,10.3234,2.9243,8.4371,6.3342,6.0668,2.7876,13.0906,4.6285,12.5244,10.485,3.4698,12.6329,,,,,,,,,,,,,,,
2014/6/24,7.7742,12.7709,,,,,10.2192,2.9146,8.6205,6.2837,6.0571,2.7483,13.1536,4.6285,12.4177,10.485,3.4637,12.7378,,,,,,,,,,,,,,,
2014/6/25,7.8554,12.7319,,,,,9.976,2.8852,8.4468,6.3241,6.1768,2.7247,13.1633,4.5606,12.5297,10.6281,3.5732,13.2016,,,,,,,,,,,,,,,
2014/6/26,7.8446,13.1995,,,,,10.4624,3.0001,8.746,6.3813,6.3742,2.8164,13.7015,4.7547,13.0207,10.852,3.9311,14.2838,,,,,,,,,,,,,,,
2014/6/27,7.9475,13.3748,,,,,10.2936,3.0026,8.746,6.5665,6.303,2.8557,13.5754,4.973,13.074,10.8893,3.813,14.0022,,,,,,,,,,,,,,,
2014/6/30,8.7433,14.0178,,,,,10.651,3.0564,8.8426,6.6911,6.413,2.8819,13.7742,5.0361,13.1594,11.194,3.7577,14.1734,,,,,,,,,,,,,,,
2014/7/1,9.6203,15.4205,,,,,10.5715,3.0686,8.8908,6.6271,6.4486,2.8531,13.7936,5.0118,13.074,11.3059,3.7773,14.1127,,,,,,,,,,,,,,,
2014/7/2,10.584,16.9645,,,,,10.2787,3.049,9.1322,6.6911,6.4615,2.9317,13.6045,4.9972,12.8819,11.4676,3.6826,13.809,,,,,,,,,,,,,,,
2014/7/3,11.6451,16.4482,,,,,10.1249,3.186,8.9777,6.617,6.4713,3.0548,13.4591,5.1477,13.0367,11.393,3.6593,13.7206,,,,,,,,,,,,,,,
2014/7/4,11.4177,16.4531,,,,,10.3333,3.2226,8.9777,6.6507,6.5327,2.9867,13.2651,5.0167,13.629,11.7475,3.6593,14.4605,,,,,,,,,,,,,,,
2014/7/7,12.56,16.3654,,,,,10.4723,3.1982,8.8136,6.8898,6.5845,2.916,13.4542,5.0749,13.3942,11.6293,3.6593,14.19,,,,,,,,,,,,,,,
2014/7/8,13.816,16.6942,,,,,11.1721,3.2177,8.997,6.8898,6.6945,3.0444,13.8615,5.1088,13.2768,12.0087,3.6593,14.1679,,,,,,,,,,,,,,,
2014/7/9,14.8772,17.445,,,,,11.4947,3.2764,8.6302,7.0481,6.4324,2.9422,13.4639,5.1088,12.8499,11.6169,3.6593,13.7317,,,,,,,,,,,,,,,
2014/7/10,14.3683,17.2782,,,,,11.3408,3.186,8.6205,6.8932,6.3904,2.9212,13.3718,5.2835,12.946,12.0646,3.6593,13.8973,,,,,,,,,,,,,,,
2014/7/11,15.0017,17.656,,,,,11.1671,3.186,8.7364,6.937,6.5327,2.9789,13.4106,5.2495,12.8179,11.8781,3.6593,14.2121,,,,,,,,,,,,,,,
2014/7/14,14.2762,17.8572,,,,,11.3508,3.186,8.9584,7.0043,6.6427,3.0706,13.7015,5.332,12.9993,11.99,3.6593,14.3887,,,,,,,,,,,,,,,
2014/7/15,14.2708,17.6658,,,,,11.0679,3.186,8.6881,6.873,6.5618,2.9893,13.43,5.1137,12.8979,11.5485,3.6593,14.0078,,,,,,,,,,,,,,,
2014/7/16,13.4804,16.6844,,,,,10.9785,3.186,8.6978,6.7012,6.4389,2.916,13.0421,4.9972,12.7699,11.3868,3.6593,13.693,,,,,,,,,,,,,,,
2014/7/17,13.0689,16.9543,,,,,10.6361,3.186,8.3696,6.745,6.5295,2.7902,12.9161,5.0894,12.4497,11.6791,3.6593,13.7924,,,,,,,,,,,,,,,
2014/7/18,13.1285,17.1555,,,,,10.2092,3.186,8.2537,6.7147,6.413,2.6592,12.887,4.9487,12.4497,11.5112,3.6593,13.555,,,,,,,,,,,,,,,
2014/7/21,14.2221,17.8081,,,,,10.2738,3.186,8.1186,6.5531,6.3968,2.6776,13.0615,4.9487,12.487,11.8097,3.6593,13.3894,,,,,,,,,,,,,,,
2014/7/22,13.5616,17.8278,,,,,10.4227,3.186,8.3213,6.5329,6.2771,2.7221,13.2845,4.9487,12.6204,11.8159,3.6593,13.5219,,,,,,,,,,,,,,,
2014/7/23,13.1447,18.4412,,,,,9.837,3.186,8.0124,6.6002,6.083,2.6278,13.2894,4.9487,12.1135,11.3743,3.6593,12.9753,,,,,,,,,,,,,,,
2014/7/24,12.3435,17.764,,,,,9.4697,3.186,7.771,6.3476,5.9859,2.5151,12.8482,4.9487,11.7666,11.1132,3.6593,12.9753,,,,,,,,,,,,,,,
2014/7/25,12.468,17.6756,,,,,9.5342,3.186,7.8772,6.4116,6.0797,2.5518,12.9112,4.9487,11.8894,11.2437,3.6593,13.1133,,,,,,,,,,,,,,,
2014/7/28,13.0256,17.7885,,,,,9.837,3.186,8.1282,6.5935,6.2448,2.6514,13.0227,4.9487,12.1348,11.3681,3.6593,13.4501,,,,,,,,,,,,,,,
2014/7/29,13.2151,18.1516,,,,,10.0256,3.186,8.2441,6.6406,6.2803,2.7352,13.1633,4.9487,12.3376,11.536,3.6593,13.5605,,,,,,,,,,,,,,,
2014/7/30,14.5307,19.0497,,,,,10.2241,3.186,8.4854,6.7484,6.3968,2.8033,13.1779,4.9487,12.5991,11.4303,3.6593,13.5826,,,,,,,,,,,,,,,
2014/7/31,14.509,19.0742,,,,,10.2142,3.186,8.5723,6.7147,6.3807,2.8059,13.0906,4.9487,12.5457,11.5423,3.6593,13.6986,,,,,,,,,,,,,,,
2014/8/1,13.6699,18.4706,,,,,10.5219,3.186,8.5433,6.6743,6.3709,2.8531,12.79,4.9487,12.5457,11.4054,3.6593,13.3342,,,,,,,,,,,,,,,
2014/8/4,14.1625,19.0742,,,,,11.2168,3.186,8.6205,6.7551,6.4324,2.916,12.7173,4.9487,12.4764,11.2189,3.3714,13.4225,,,,,,,,,,,,,,,
2014/8/5,14.0705,18.7111,,,,,11.0282,3.186,8.775,6.8427,6.5651,2.916,12.7415,4.9487,12.6471,12.3383,3.3444,13.5881,,,,,,,,,,,,,,,
2014/8/6,14.0813,18.451,,,,,10.8892,3.186,8.6978,7.0312,6.5651,2.9553,13.0906,4.9487,12.7965,12.0335,3.3555,13.671,,,,,,,,,,,,,,,
2014/8/7,13.9027,18.6718,,,,,10.8445,3.186,8.5144,7.0312,6.5586,2.9527,12.8239,4.9487,12.7592,11.8345,3.3887,13.5274,,,,,,,,,,,,,,,
