ÈÕÆÚ,000901.SZ,002338.SZ,002819.SZ,002849.SZ,002857.SZ,002870.SZ,300007.SZ,300066.SZ,300112.SZ,300114.SZ,300165.SZ,300259.SZ,300306.SZ,300341.SZ,300349.SZ,300354.SZ,300370.SZ,300371.SZ,300410.SZ,300416.SZ,300417.SZ,300445.SZ,300515.SZ,300553.SZ,300557.SZ,300567.SZ,300572.SZ,300648.SZ,300667.SZ,300720.SZ,603556.SH,603662.SH,603700.SH
2017/3/10,23.8444,24.004,38.981,39.0848,,,19.5354,6.3495,13.364,16.1951,9.3916,4.7408,22.2874,10.4375,16.6428,22.2372,5.4962,20.5414,22.7053,33.9862,39.9032,26.219,23.8762,80.4952,70.8409,29.5494,20.1337,,,,32.5685,,
2017/3/13,24.0897,23.9448,38.2243,39.2697,,,19.8535,6.4285,13.4899,16.3137,9.7642,4.8035,22.5224,10.4765,16.7607,22.4563,5.5643,20.7297,22.8739,33.8184,39.2605,26.3758,24.1307,81.9131,71.9114,30.5343,20.5397,,,,32.6935,,
2017/3/14,24.4941,24.7498,38.5988,39.7978,,,19.6746,6.3792,14.836,16.597,9.8818,4.7946,22.0524,10.4083,16.6803,22.1974,5.5272,20.5066,22.4753,34.8255,41.5338,26.6406,23.9447,81.3321,71.9409,30.3144,20.8433,,,,33.0537,,
2017/3/15,24.1361,24.577,35.2587,39.3687,,,19.3565,6.3495,14.7294,16.4916,10.0387,4.7811,21.9251,10.4083,16.7232,22.2073,5.5395,20.3043,22.1177,34.4108,40.6609,26.9641,24.023,80.8004,72.6873,29.8777,20.7444,,,,32.5906,,
2017/3/16,24.6465,24.819,35.8854,40.7486,,,19.3863,6.3792,14.7198,16.6563,9.9896,4.8125,22.1797,10.5447,16.9589,22.4065,5.5891,20.5484,22.0717,34.0158,41.1022,27.2485,24.7181,82.622,74.3275,30.4785,21.0924,,,,33.9653,,
2017/3/17,24.2157,24.2115,34.395,44.3005,,,19.8834,6.9223,14.5454,16.4785,9.7936,4.911,21.6216,10.3693,17.2536,23.9003,5.5086,21.0644,22.2301,33.769,40.613,26.9249,23.7391,79.7567,71.715,30.6131,20.8263,,,,33.1272,,
2017/3/20,24.1693,24.251,35.5338,43.6271,,,20.5097,6.705,14.3227,16.2742,10.019,4.8751,21.367,10.7981,17.6394,23.4521,5.5395,21.3084,21.9644,33.4037,40.6705,27.2093,24.2286,83.006,72.6186,31.2238,21.263,,,,33.7889,,
2017/3/21,23.8245,24.1522,35.809,44.9211,,,20.3009,6.6458,14.284,16.149,9.9602,4.8169,21.3278,10.6227,17.9502,22.6256,5.5457,21.0644,22.1943,33.3938,40.7856,28.1408,24.7083,83.4196,74.2391,31.4799,21.7407,,,,33.8036,,
2017/3/22,23.334,23.9942,38.1249,44.3071,,,20.2711,6.547,13.9644,16.0107,9.7838,4.8483,20.5444,10.3108,17.9984,22.1874,5.4467,20.5902,21.8163,33.4925,40.6801,28.4643,25.0313,85.5169,74.7105,32.0085,22.4879,,,,34.3623,,
2017/3/23,23.3804,23.8312,36.13,41.2701,9.1345,,20.5196,6.7643,14.0128,16.1556,9.7838,5.1482,20.4073,10.2426,17.5805,21.9086,5.4343,20.395,21.571,33.7887,41.5338,28.0035,27.5325,86.6295,74.2391,30.2947,21.8874,,,,36.215,,
2017/3/24,23.2279,23.7571,36.1529,41.7125,10.0498,,20.2512,6.6458,13.7029,16.0963,9.9896,5.099,20.4856,10.1939,17.543,22.1077,5.4529,19.9627,21.4075,33.2457,40.5938,28.229,30.2882,85.4676,74.4846,31.1582,22.0716,,,,36.7149,,
2017/3/27,23.2478,23.4706,35.4574,41.7125,11.0579,,20.0325,6.6754,13.8579,16.1095,9.97,5.2019,20.8577,10.2719,18.052,22.2969,5.4281,20.0882,21.4739,32.6335,40.6897,28.278,30.3029,85.2806,75.3194,30.0418,22.0716,,,,37.406,,
2017/3/28,23.3274,23.5398,39.0039,39.745,12.165,,19.7839,6.547,13.5867,15.9184,9.97,5.2064,20.7696,10.3206,18.261,22.1575,5.4591,20.1021,21.3615,33.9171,40.306,28.9252,29.7449,82.1001,73.9248,30.4358,21.1197,,,,36.34,,
2017/3/29,23.0026,23.6089,37.6816,36.3119,13.3833,,19.6845,6.4977,13.2768,15.6153,9.97,5.1035,20.3388,10.1354,17.9234,21.4903,5.3291,19.5164,20.5134,33.1766,39.059,27.6799,27.2633,78.8705,75.4078,28.8894,20.1303,,,,35.2078,,
2017/3/30,22.0016,22.9273,35.6943,36.4043,14.7192,,18.8792,6.2607,12.628,15.0092,10.1857,4.9199,19.5749,9.7456,17.2804,20.116,5.1372,18.2753,20.728,32.3965,37.4188,26.1111,24.6593,76.2513,67.8651,28.4856,19.3796,,,,35.5901,,
2017/3/31,22.2734,22.9816,35.3962,36.477,16.1911,,18.7898,6.2903,12.7152,15.1212,9.9406,4.9423,19.4868,9.7359,17.3554,20.2853,5.1929,18.4008,20.4521,31.34,38.167,26.1405,24.2531,75.8181,65.449,27.4448,19.4786,,,,35.6269,,
2017/4/5,22.5783,23.3521,38.9351,36.8533,17.8114,,19.2471,6.4384,13.0832,15.332,9.9798,4.9915,19.9862,10.0087,17.9931,20.9625,5.4096,20.2416,20.5849,32.5742,40.4787,26.5719,24.2629,77.0883,66.6374,28.3674,19.8744,,,,36.2885,,
2017/4/6,22.4523,23.3126,39.5924,37.0117,19.5926,,19.1874,6.5273,12.9573,15.2991,9.872,4.9915,20.3094,10.0867,18.8022,20.7932,5.4096,20.6251,20.8455,32.4656,39.8552,26.4739,24.2775,80.1013,66.932,28.7942,20.0006,,,,35.7298,,
2017/4/7,22.6711,23.4459,43.5517,36.5628,21.5531,,19.4559,6.4483,12.8604,15.4836,10.2347,5.0453,20.515,10.0282,18.6468,20.8629,5.4529,21.0644,20.82,32.0608,39.4715,26.1699,23.5629,76.783,65.5669,27.7862,19.7311,,,,35.3107,,
2017/4/10,22.691,23.0903,43.4905,35.1895,23.7115,,19.8734,6.31,12.5021,15.1739,10.1955,5.1348,19.8491,9.882,18.754,19.9866,5.391,23.1701,20.9937,31.5868,37.908,24.6992,21.2086,69.3785,61.0491,27.1493,17.8238,,,,32.7155,,
2017/4/11,23.7119,23.7472,42.6192,35.348,26.0801,,20.4699,6.3989,12.783,16.1095,10.4798,5.2378,20.0254,9.96,19.3005,20.365,5.5891,24.8923,20.493,32.1102,38.3205,25.1012,21.5855,72.2733,62.6892,27.5761,18.3526,,,,33.0243,,
2017/4/12,23.3671,23.436,42.4969,32.3506,26.0801,,20.0623,6.468,12.7152,15.7669,10.3426,5.1393,20.0548,9.7651,18.6789,19.897,5.4405,22.4031,20.2733,31.6955,37.4764,24.5717,20.3618,69.152,61.1669,27.1756,18.0524,,,,32.3332,,
2017/4/13,23.3937,23.3916,40.6243,32.7401,26.0801,,20.0524,6.4582,12.7152,15.6614,10.7249,5.1438,19.7708,9.7651,18.052,19.7476,5.4157,22.0684,20.1864,31.6856,37.5819,24.356,20.3569,69.1028,62.7089,27.3529,18.1786,,,,32.4068,,
2017/4/14,23.3009,22.7396,39.4778,33.0108,26.0801,,20.4103,6.4088,12.5602,15.2991,10.568,5.0811,18.723,9.7456,17.8698,19.1501,5.2301,22.2079,18.7303,31.0043,37.5627,23.8755,20.352,69.1717,61.5303,27.1756,17.8989,,,,31.3996,,
2017/4/17,22.5385,22.1272,35.5338,31.6772,26.0801,,19.7243,6.3397,12.047,15.0553,10.019,5.005,18.8503,9.7359,17.5216,18.4829,5.1063,20.0115,18.9398,31.0931,36.8241,22.542,20.0681,63.9038,57.1893,26.9227,16.7183,,,,30.9585,,
2017/4/18,22.4126,22.3593,31.9797,31.8224,26.0801,,19.1676,6.1217,11.8823,14.8774,9.5681,5.0945,18.537,9.7943,17.7091,17.726,4.9949,20.4299,18.6026,31.0536,33.1407,22.846,19.5493,62.8601,56.2956,26.7553,16.5136,,,,30.6129,,
2017/4/19,22.1209,21.8308,31.758,32.9316,26.5687,,18.9986,6.0128,11.8727,15.0882,9.274,5.0856,17.9396,9.4435,17.4144,17.4372,4.8958,19.7744,18.5668,30.3625,34.522,23.1401,19.9702,64.1303,57.425,27.5794,16.9538,,,,31.2452,,
2017/4/20,22.0745,21.6333,29.465,33.6776,23.9094,,18.7401,6.0128,11.9114,14.9762,9.4014,5.1751,17.4108,9.2778,17.468,17.4472,4.8339,18.6727,17.9231,28.0322,33.5724,22.6107,19.6717,62.5253,56.5706,27.4776,16.5512,,,,31.6716,,
2017/4/21,21.7894,21.5098,27.9593,34.318,24.4289,,18.3523,5.9731,11.6015,14.9367,9.421,5.0811,17.6165,9.2388,17.4787,17.1883,4.9454,18.2335,18.0865,28.6345,33.5532,22.5714,19.794,62.3087,55.6081,27.6713,16.575,,,,31.7672,,
2017/4/24,20.9343,21.6629,25.1618,33.8031,24.2928,,17.7857,5.4977,11.1173,14.1724,8.9897,4.8617,16.8429,9.0829,16.2088,16.4314,4.902,16.574,18.3011,28.7036,33.275,21.5223,18.6536,59.975,53.5456,27.9668,15.8995,,,,32.0833,,
2017/4/25,21.2127,21.4011,24.4663,31.664,24.1196,,17.6862,5.4779,11.2141,14.1987,8.9897,4.8617,17.0779,9.0829,15.4211,16.531,4.9639,17.1109,18.296,28.6938,33.4477,21.5713,18.8102,60.5363,54.5867,27.9241,15.8074,11.3097,,,32.0245,,
2017/4/26,21.0735,21.5789,25.6434,31.9545,24.2248,,17.7061,5.5175,11.3691,14.0801,9.2544,4.8528,17.2248,8.8685,15.5711,16.9293,5.1496,17.578,18.0508,28.8715,33.4381,21.8164,18.9962,62.0034,54.9108,27.8421,16.036,12.4421,,,32.2671,,
2017/4/27,21.4713,21.816,25.8803,32.3506,25.2267,,18.1734,5.3293,11.6209,14.2119,9.3818,4.8886,17.8221,9.2193,15.8819,17.2679,5.1248,17.3549,18.0201,29.1677,33.0448,23.0715,19.6717,64.5931,56.2759,29.7956,16.5478,13.6843,,,32.5317,,
2017/4/28,21.3983,21.8308,25.5593,32.5553,25.0597,,18.6208,5.3293,11.6983,14.291,9.5681,4.8841,17.8711,9.1706,16.0641,17.5468,5.1063,17.9267,17.9997,29.1677,33.0928,23.2382,20.0388,64.2484,56.6,29.5822,16.4795,15.0513,,,32.9361,,
2017/5/2,21.3718,21.732,24.9555,29.3004,24.4907,,18.3722,5.3491,11.7564,14.1197,9.4701,4.8841,17.7242,9.3363,16.4499,17.5169,5.1558,18.6727,18.0508,29.4244,31.347,24.2579,19.701,67.3501,55.8831,29.7135,16.1724,16.5579,,,33.2449,,
2017/5/3,21.3254,21.7419,27.4548,27.6036,24.7133,,18.3921,5.3194,11.6983,14.3108,9.5093,4.8662,17.8025,9.3753,16.4553,17.487,5.0753,18.8889,18.6128,29.5726,30.4166,24.0324,19.9702,66.0996,55.8438,29.5395,16.2577,18.2142,,,33.0905,,
2017/5/4,20.9012,22.0037,28.4714,27.333,24.0454,,18.4816,5.458,11.7468,14.146,9.5877,4.996,17.7829,9.2876,16.0963,17.4771,5.131,19.0005,18.4902,29.8885,30.0808,23.8167,19.9653,64.0515,55.3429,28.5906,15.978,20.0351,,,33.0096,,
2017/5/5,19.9002,21.9494,26.6752,27.0028,24.0269,,17.9746,5.3293,11.34,13.8364,8.9897,5.0139,17.6752,9.2973,16.0748,16.9194,5.1187,18.6867,18.2654,29.849,29.5629,23.5618,20.6555,64.0613,54.9501,28.5578,15.9131,22.0406,,,32.5244,,
2017/5/8,18.5877,20.2454,26.9809,25.0882,23.5012,,18.0143,5.3788,11.2916,13.6387,8.5387,5.1482,17.1856,9.1804,16.0105,16.6107,5.1558,18.1986,18.0252,29.4244,28.1049,22.797,19.7744,63.2441,53.8992,28.502,15.258,24.2457,,,31.0687,,
2017/5/9,19.0119,19.8552,27.7223,25.4183,23.7362,,18.5909,5.4382,11.524,13.8034,8.5976,5.1527,17.45,9.1414,16.2034,16.9692,5.1001,18.1428,17.8566,30.2144,28.3447,23.0127,19.4318,64.1894,55.7849,30.009,15.5856,26.6703,,,31.7524,,
2017/5/10,18.5943,19.6922,26.9504,24.4478,22.8889,,18.0541,5.3788,11.1851,13.7046,8.1172,5.1393,17.2933,8.8685,15.7158,16.6903,5.0007,17.7802,17.3764,29.306,27.7691,23.1597,21.375,63.313,53.9974,30.1699,15.2137,29.3393,,,31.8627,,
2017/5/11,18.4153,19.4107,27.6536,24.6063,22.8456,,17.6465,5.3392,11.0882,13.6255,7.9505,5.2243,17.7634,8.9075,15.2121,16.4314,4.7621,17.4665,17.08,29.0583,27.2704,22.895,20.9443,64.0023,54.4001,31.1975,15.3877,30.0876,,,33.0096,,
2017/5/12,18.4286,19.3366,27.0115,24.6327,23.4022,,17.6167,5.3986,10.9333,13.6387,7.9898,5.2199,17.3227,8.8198,15.046,16.2223,4.6129,17.8151,17.08,28.979,27.1552,22.8264,20.8023,64.081,54.076,31.1184,15.3706,28.5361,,,33.0978,,
2017/5/15,18.5015,19.4205,25.437,24.9364,23.9403,28.902,17.7161,5.3689,11.0495,13.5728,7.9407,5.09,17.4108,8.81,15.0728,16.3816,4.5831,18.7216,17.3253,29.0979,27.3087,22.895,20.9443,62.8502,53.4769,30.6469,15.2751,30.4318,,,33.1861,,
2017/5/16,18.7932,19.791,25.7886,26.6595,24.5216,31.7893,18.5114,5.4977,11.5143,13.9681,8.225,5.1482,18.204,9.0244,15.4586,16.9791,5.0404,19.2863,17.2691,29.7518,28.0761,24.6795,21.7225,64.8097,55.0483,32.6911,15.7016,30.9407,,,34.2815,,
2017/5/17,18.8793,19.7811,26.0026,26.0785,24.7937,34.9711,18.402,5.7948,11.5337,13.9286,8.176,5.3407,18.2432,9.1219,16.0587,16.9791,5.5475,21.2178,18.3471,29.7617,28.3639,24.4148,21.2526,65.5679,55.6965,32.5197,16.1554,29.923,,,33.98,,
2017/5/18,18.4683,19.386,27.2637,26.2502,25.4493,38.4673,18.4617,5.5769,11.5337,13.8561,8.1368,5.3139,18.253,9.0926,15.7953,16.9393,5.4282,20.7562,18.3982,29.4248,28.6324,24.2187,20.8317,67.3107,56.5867,31.9163,16.3192,29.0848,,,33.414,,
2017/5/19,18.2429,19.3909,25.9262,25.0948,24.6577,42.317,18.3126,5.567,11.3788,13.7771,8.1858,5.184,17.9494,9.1609,15.8276,16.7401,5.6568,20.7632,18.4697,28.87,28.0089,24.3168,20.1122,66.0161,56.3098,32.0218,15.995,27.4585,,,33.3037,,
2017/5/22,17.8319,18.7834,27.0039,24.5799,23.2778,39.4002,18.0939,5.4085,11.2238,13.4279,7.8623,5.0811,17.7242,8.9075,16.1394,15.804,5.2691,19.5603,18.434,28.4836,26.7524,23.5225,18.4774,61.7863,53.3029,29.3445,14.9442,24.8992,,,33.4287,,
2017/5/23,16.6387,17.6178,27.0115,24.2233,24.6142,40.0877,17.4476,5.2302,10.604,13.0523,7.5878,4.8886,17.0779,8.7515,15.591,15.0173,4.7422,18.5953,17.7851,25.6402,24.9395,21.4537,16.9747,56.7561,50.4444,28.0653,13.982,24.4403,,,32.4803,,
2017/5/24,16.4598,17.3066,25.3606,24.2828,23.1721,41.4626,17.9447,5.2996,10.759,12.9732,7.6662,4.8796,17.0583,9.0147,15.7899,15.2364,4.9112,19.3156,18.669,24.6693,25.2752,21.7282,17.5131,57.7937,50.7906,28.7577,14.2413,25.1936,,,33.5463,,
2017/5/25,16.5592,17.035,24.4969,24.8175,22.6811,38.9583,18.233,5.8345,10.7396,13.1709,7.8525,4.8975,17.0681,9.1121,16.0641,15.2962,4.941,20.3925,18.8734,24.6297,25.8028,21.9439,17.1362,56.8549,50.8103,28.8829,14.2344,24.6199,,,34.1638,,
2017/5/26,16.5592,16.8226,24.5962,24.7053,22.6376,40.1564,18.1535,5.775,10.6331,13.161,7.8329,4.8796,17.2444,9.0147,16.0964,15.3061,5.0504,20.6863,18.6383,24.8774,25.8124,22.091,17.2047,56.0544,50.5927,28.6192,14.3622,24.994,,,34.0903,,
2017/5/31,16.5724,16.462,23.9007,25.2137,22.6438,44.173,17.8453,5.6661,10.5459,13.0421,7.8819,4.8707,16.7743,9.0731,15.8222,15.2663,4.7919,20.98,18.1785,23.8569,26.0042,21.8655,17.2096,55.3428,50.6719,28.1312,14.3035,24.9142,,,34.1565,,
2017/6/1,15.777,15.494,24.7644,24.494,21.5436,39.9698,17.2687,5.3194,10.0811,12.2294,7.5584,4.7677,15.8343,8.849,14.8007,14.2704,4.7322,18.882,17.3713,22.7869,24.4119,20.9634,15.5161,50.5794,47.4968,26.908,13.4816,22.4248,,,33.2449,,
2017/6/2,16.3471,15.5532,25.2612,24.9642,22.0968,41.4331,17.5471,5.5076,10.207,13.0024,8.3133,4.6603,16.0987,8.9562,15.005,14.4397,4.9112,20.7702,17.8822,25.0656,24.9682,21.4929,16.1279,52.2496,49.297,28.484,14.5832,22.6393,,,34.7593,,
2017/6/5,16.6918,15.9977,24.9699,25.5138,22.0968,39.7341,17.8751,5.5967,10.2748,13.1214,8.225,4.6468,16.0007,8.9465,15.0695,14.858,5.0703,21.2108,18.1376,25.1647,25.3232,21.6105,16.0937,52.9809,49.9498,28.6851,14.5832,22.769,,,34.6932,,
2017/6/6,16.8509,15.9731,24.2185,25.1695,22.246,39.9404,17.6564,5.5373,10.3619,13.0817,8.1564,4.6468,16.1966,9.0244,15.048,15.0372,4.9211,20.4205,18.2807,24.3919,25.467,21.5909,16.3041,52.8722,49.3662,29.1137,14.5901,22.7041,,,34.5461,,
2017/6/7,17.0961,16.6843,24.8012,26.6263,22.8738,41.3349,18.2032,5.6661,10.5459,13.2105,8.3133,4.6826,16.745,9.1609,15.3491,15.4655,5.1597,21.994,18.6843,25.0755,26.4838,22.5518,17.332,55.5108,51.8093,30.004,15.1253,23.7119,,,35.2299,,
2017/6/8,16.9702,16.7238,24.8089,27.5136,22.5692,38.9485,18.064,5.5967,10.3619,13.3295,8.2642,4.6647,16.4512,9.1609,14.9566,15.3161,5.2592,21.7912,18.5413,25.2439,26.4646,22.2086,19.0647,54.3447,52.2248,29.6083,14.9285,23.7418,,,34.6711,,
2017/6/9,16.9304,16.7929,27.2928,26.5004,22.563,38.3298,18.2629,5.567,10.5169,13.2105,8.3427,4.6289,16.647,9.1901,15.1448,15.4953,5.12,21.9031,18.4697,24.6198,26.714,22.1008,19.471,54.4435,51.9874,29.671,15.0252,23.4724,,,34.5094,,
2017/6/12,16.4995,15.9385,27.5228,25.1562,22.0533,34.5685,17.6067,5.458,9.9746,12.606,8.0682,4.5616,16.5099,8.9854,15.1878,14.6887,5.11,21.008,18.0712,23.312,25.417,21.2458,17.5229,51.2415,49.663,27.9268,14.5037,21.7014,,,34.6858,,
2017/6/13,16.705,16.6942,27.1932,25.6396,22.4698,35.1479,17.9149,5.5472,10.1876,12.7844,8.2544,4.5975,16.7263,9.152,15.2523,16.1625,5.2393,21.2038,18.4851,25.6402,26.2785,21.6881,19.2752,53.3861,50.9191,28.4213,14.9976,23.8715,,,35.1196,,
2017/6/14,17.8319,16.4966,27.0858,25.9045,22.9857,34.1364,18.0143,5.5868,10.3135,13.0123,8.2054,4.5436,16.8049,9.201,15.0534,16.0729,5.2393,20.6793,18.4084,25.4718,27.3431,21.4915,18.9228,53.6331,50.8598,28.4576,14.9389,24.3854,,,34.4579,,
2017/6/15,17.8253,16.9609,27.4232,26.6461,23.0913,34.7944,18.3822,5.7156,10.5363,13.2105,8.4211,4.593,17.2179,9.299,15.3652,16.1625,5.2492,20.7422,18.7099,25.8879,27.7593,22.0811,19.8234,54.9376,52.0665,29.7963,15.4638,24.8493,,,34.5762,,
2017/6/16,18.0242,16.8967,26.6028,26.2356,23.0913,34.6078,18.2927,5.6859,10.5072,13.3295,8.3427,5.051,17.1393,9.2598,15.3652,15.814,5.1995,20.8541,19.5478,25.7492,27.5077,22.0418,19.2626,54.5423,52.1852,29.4435,15.2186,24.7446,,,33.9478,,
2017/6/19,18.3358,17.3066,27.4768,26.421,23.4829,34.7256,18.5909,5.6562,10.7202,13.5871,8.4015,5.2126,17.0999,9.2598,15.333,15.8439,5.1995,20.4205,19.5018,25.7591,27.7593,22.2089,19.0068,54.6807,52.4127,29.5457,15.2531,24.5949,10.2771,,34.1918,,
2017/6/20,18.3954,17.1733,26.9555,26.4739,23.0478,34.6667,18.4816,5.7453,10.6137,13.4286,8.2642,5.1004,17.2179,9.1912,15.4082,15.8738,5.2293,20.7562,19.7419,25.67,27.4109,22.091,18.6625,54.3348,52.4226,29.8721,15.2635,24.6897,11.3061,,34.0661,,
2017/6/21,18.1767,17.0695,26.2885,27.9307,23.0478,35.3247,18.4915,5.676,10.6912,13.3691,8.274,5.0644,17.1196,9.2108,15.333,15.9833,5.2194,20.8891,19.3383,25.7591,27.8755,21.8846,18.2493,55.0464,51.8588,29.6743,15.1322,24.2956,12.4347,,33.8591,,
2017/6/22,17.706,16.6151,24.9775,26.5865,22.3765,34.0382,18.0939,5.4977,11.7564,12.9826,7.9505,5.015,16.6673,8.9168,14.8115,15.2065,4.9708,20.1408,18.761,24.4613,26.472,21.2655,17.6099,52.1507,49.6531,28.3719,14.5521,22.8139,13.6762,,32.7502,,
2017/6/23,18.0441,16.3484,24.7399,26.8911,21.8917,33.2525,18.3126,5.4779,12.3569,13.4682,7.9407,4.9297,16.4116,8.8777,14.8491,15.1866,4.9708,19.8471,18.7099,24.5306,26.2301,21.2164,17.6689,52.546,50.5532,28.484,14.6868,22.8339,15.0438,,32.7132,,
2017/6/26,18.1568,16.5361,25.1232,27.0103,22.0409,33.3606,18.6904,5.5472,11.9985,13.6169,8.1078,4.9028,16.8049,8.8679,15.0749,15.5152,4.9708,19.6582,18.8989,24.8972,26.3269,21.5013,17.5705,53.1094,50.5433,28.8829,14.78,23.5373,16.5509,,32.7576,,
2017/6/27,18.2032,16.5657,24.9775,27.454,21.9228,33.282,18.6904,5.5076,11.6499,13.8547,8.1373,4.9791,16.8541,8.7013,15.0211,15.4953,4.9211,19.4065,18.7402,24.4712,26.2397,22.0222,18.3969,52.9216,50.3455,28.6258,14.78,23.3976,18.204,,32.9793,,
2017/6/28,17.9579,16.9362,24.4792,27.7453,21.8109,32.3982,18.6009,5.4779,11.5724,13.5475,8.0095,4.8624,16.6083,8.4955,14.7577,15.1567,4.8814,19.1617,18.3768,24.2829,25.6687,21.6586,17.5607,51.4392,49.5542,25.7639,14.6695,23.1032,20.0231,,32.5653,,
2017/6/29,17.9712,16.9214,24.4945,28.3678,21.8855,32.5455,19.2372,5.5373,11.4853,13.597,8.098,4.8399,16.9131,8.5739,14.9351,15.326,4.9013,19.1967,18.4536,24.6495,25.8913,21.7175,17.5115,51.6863,49.3564,26.3441,14.6937,22.8937,22.028,,32.5136,,
2017/6/30,18.0043,16.951,24.6172,28.2751,21.9974,32.9481,19.1477,5.4878,11.2626,13.3592,8.0586,4.7861,17.0409,8.4759,15.0104,15.4455,4.8317,18.91,18.4792,24.7387,26.1333,21.7667,17.4426,52.131,49.7025,26.354,14.8145,23.7767,24.2321,,32.4471,,
2017/7/3,17.9314,17.2967,24.6479,27.7056,21.8731,33.2231,19.3664,5.7255,11.3788,13.6169,8.1569,5.024,17.3163,8.6915,15.4297,15.6945,4.8515,19.2247,19.1702,24.8972,26.5979,21.8846,17.5607,53.0599,52.7787,27.2047,15.0874,24.4153,25.3608,,32.6023,,
2017/7/4,18.4617,17.3264,25.1462,27.4606,21.9166,32.9186,19.2073,5.8147,11.2722,13.607,8.1471,5.0465,17.5326,8.6131,15.5104,15.6348,4.8714,19.2736,18.9962,24.4315,26.3946,21.747,17.2459,52.9216,53.8766,27.7289,15.1115,24.1309,27.8968,,32.5062,,
2017/7/5,18.8396,17.435,25.1462,27.646,22.2336,33.557,19.3067,5.8246,11.7564,13.6763,8.2257,5.0285,19.1747,8.5739,15.4674,15.6845,4.8814,19.1687,19.1548,25.3628,26.714,21.9632,17.5705,53.5738,53.9062,27.7784,15.3533,24.989,28.6802,,32.6319,,
2017/7/6,18.9522,17.2869,24.9852,27.348,22.3268,34.1462,18.6605,5.7255,11.7176,13.597,8.2257,4.9208,18.9289,8.5641,15.3867,15.7742,4.8217,19.1897,19.6053,25.2241,26.9173,21.9337,17.7968,54.3546,53.3523,27.6201,16.89,25.6176,28.5408,,31.7595,,
2017/7/7,19.1975,17.7637,25.3762,28.1625,22.7495,34.8631,18.7301,5.7552,12.0186,13.6763,8.2454,4.8759,19.2239,8.6523,15.5856,15.804,4.7919,19.0149,19.7486,25.3034,27.5077,22.2678,18.0526,56.7165,54.3513,28.6521,18.5786,27.1891,27.6844,,31.9665,,
2017/7/10,19.0649,17.4756,24.8625,27.1494,22.0657,33.2329,18.4518,5.6958,11.8341,13.716,8.0783,4.9253,19.4206,8.6425,15.3437,15.4953,4.6726,18.2386,18.9808,24.8675,26.5108,21.7175,17.3049,53.5343,52.2742,27.9367,17.9398,25.7024,25.5467,,31.3086,,
2017/7/11,18.9655,17.0186,23.8429,26.5071,21.5063,32.5258,17.7757,5.5571,11.4264,13.4781,7.98,4.7187,18.8797,8.7797,15.2416,15.0768,4.603,17.9029,18.817,24.0253,25.8429,21.2164,16.9114,51.9531,48.4167,27.7224,16.7277,24.7496,26.0512,,30.7763,,
2017/7/12,18.5744,16.6908,23.7662,26.0237,21.6928,32.6829,17.5968,5.6264,11.407,13.3394,8.0193,4.8085,18.9289,8.9462,15.1394,15.017,4.603,18.1127,19.247,23.5597,26.2301,21.3736,16.9901,52.5856,48.3672,28.207,16.9625,26.0816,28.6537,,30.8428,,
2017/7/13,19.2837,16.4722,23.3906,26.1362,21.2764,32.0937,17.2588,5.5868,11.2031,13.4781,7.9211,4.7546,18.6044,8.907,15.1394,14.9672,4.5732,17.833,18.7863,23.9263,25.8429,21.2262,16.6654,51.5874,47.8628,27.8279,18.1988,25.1736,28.5541,,30.9537,,
2017/7/14,19.0915,16.2834,22.2483,26.0634,21.3012,31.9955,17.388,5.5175,10.7759,13.2006,7.8326,4.8534,18.4471,9.0834,15.3222,14.748,4.5135,17.6232,18.7607,23.629,25.3396,20.951,16.0161,50.3817,47.3485,27.2377,17.2767,25.7822,25.7989,,30.8133,,
2017/7/17,17.7391,14.9025,20.025,23.6067,19.1692,28.794,15.7576,5.1213,9.7954,11.9024,7.0464,4.5346,16.5984,9.0344,14.6018,13.2732,4.1357,15.8749,17.2301,21.598,22.8037,18.8579,14.4125,45.3416,42.6107,25.2099,15.9921,23.203,23.2164,,29.3938,,
2017/7/18,17.9977,14.9621,19.6033,24.5271,18.4669,29.177,15.4394,5.1708,9.9022,12.0708,7.0661,4.5436,16.4804,9.2108,14.8168,13.2931,4.1954,16.3854,17.2762,21.9646,22.9102,18.4746,14.3634,45.0056,42.1853,25.3748,16.959,23.1232,23.5682,,29.6008,,
2017/7/19,18.3623,15.1111,19.588,24.5271,18.3923,29.2163,15.4891,5.2005,9.9119,12.1898,7.1152,4.593,16.7066,9.201,14.8652,13.3031,4.2153,16.5672,17.0817,21.7665,22.9102,18.2683,14.3634,44.5707,42.3337,25.1572,16.921,23.3377,22.9044,,29.7709,,
2017/7/20,19.0517,15.1111,19.6723,25.4277,18.3612,29.3145,15.34,5.1807,9.9507,12.17,7.1545,4.584,16.6181,9.2108,14.9512,13.2034,4.1954,16.4064,17.2609,21.8061,23.0457,18.229,14.2158,44.2644,42.1161,25.3055,16.3167,23.5123,22.6388,,29.5713,,
2017/7/21,18.992,16.1245,19.0436,26.1561,18.4358,28.9609,15.2008,5.1708,9.9993,11.9916,7.3314,4.5706,16.9819,9.0932,14.9029,13.1536,4.2153,16.1196,17.6704,21.4197,22.6101,17.885,13.96,43.4441,41.4435,24.9593,16.3305,23.3726,22.4595,,28.8837,,
