ÈÕÆÚ,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH
2015/7/17,9.9867,,6.8256,5.0044,6.6316,4.7431,0,0,4.7593,5.5794,5.6914,,1.8408,4.6683,4.7472,4.335,,,22.5421,0.7634,10012283338,,,83990894000,78833826402,62603940196,12609000000,1.27521E+11,3981400000,62603940196,49.4865,,21.6341,66.2257,37.574,24.9175,57.0426,52.9632,77.759,21.2315,3.7171,,2.1637,3.3025,4.6357,2.2535,14.1942,3.6866,16.5847,1.9201,7.4768,,0.5382,1.0841,1.4306,1.7913,6.883,1.9111,5.0033,1.5263
2015/7/20,9.9879,,3.9047,2.4247,4.8371,0.1887,0,0,-1.2468,2.5745,11.8311,,2.0762,4.275,3.9404,3.8303,,,16.8647,0.6271,11012299531,,,86027462500,82647111193,62722060838,12609000000,1.27521E+11,3931760000,62722060838,54.4292,,22.4823,67.8315,39.3915,24.9645,57.0426,52.9632,76.7895,21.7798,4.0883,,2.2485,3.3826,4.8599,2.2577,14.1942,3.6866,16.3779,1.9697,8.2236,,0.5593,1.1103,1.4998,1.7947,6.883,1.9111,4.9409,1.5657
2015/7/21,-1.3209,,3.4651,10.0408,9.9812,6.7797,3.212,0,9.9965,3.1704,9.9666,,1.4097,5.2875,4.5465,5.803,9.2356,,22.6088,0.5049,10866842631,,,94665322000,90896257885,66974403946,13014000000,1.27521E+11,4324800000,66974403946,53.7102,,23.2601,74.6423,43.3232,26.657,58.8748,52.9632,84.4658,22.4711,4.0343,,2.3263,3.7222,5.345,2.4108,14.6501,3.6866,18.0151,2.0322,8.115,,0.5787,1.2218,1.6495,1.9164,7.1041,1.9111,5.4349,1.6154
2015/7/22,2.7328,,-0.0943,-2.0772,2.6541,-3.1746,-6.9233,0,-3.4748,-0.7682,7.8626,,1.3351,4.94,4.79,4.5254,10.3832,,18.247,0.5543,11163817136,,,92698980000,93308744181,64848232392,12113000000,1.27521E+11,4174520000,64848232392,55.1781,,23.2273,73.0919,44.4731,25.8108,54.7987,52.9632,81.5307,22.2872,4.1446,,2.3231,3.6449,5.4869,2.3343,13.6358,3.6866,17.3891,2.0156,8.3368,,0.5779,1.1965,1.6933,1.8555,6.6122,1.9111,5.246,1.6022
2015/7/23,1.7915,,5.0047,8.1061,0,4.3716,3.7976,0,8.894,4.2581,7.3308,,1.6513,5.2694,,5.399,6.1823,,19.9071,0.769,11363820375,,,1.00213E+11,93308744181,67683127797,12573000000,1.27521E+11,4545800000,67683127797,56.1666,,24.3922,79.0167,44.4731,26.9391,56.8797,52.9632,88.782,23.2377,4.2188,,2.4396,3.9404,5.4869,2.4363,14.1536,3.6866,18.9357,2.1015,8.4861,,0.6068,1.2934,1.6933,1.9366,6.8634,1.9111,5.7126,1.6705
2015/7/24,1.3333,,-2.8777,-3.4338,0,-3.4904,-3.0542,0,6.0733,-3.0941,9.138,,1.4646,4.678,,4.1843,3.7343,,23.8464,0.5512,11515337980,,,96772117000,93308744181,65320714960,12189000000,1.27521E+11,4821880000,65320714960,56.9155,,23.6873,76.3035,44.4731,25.9988,55.1425,52.9632,94.174,22.5176,4.2751,,2.3691,3.8051,5.4869,2.3513,13.7214,3.6866,20.0857,2.0364,8.5993,,0.5893,1.249,1.6933,1.869,6.6537,1.9111,6.0595,1.6188
2015/7/27,-10,,-10,-10.0145,0,-8.1374,-10.0008,0,-9.9845,-9.5785,7.3472,,2.114,4.7816,,3.8947,5.3125,,27.8144,0.779,10363804182,,,87080860000,93308744181,60005286075,10970000000,1.27521E+11,4340440000,60005286075,51.2239,,21.321,68.6621,44.4731,23.8832,49.6278,52.9632,84.7712,20.3631,3.8476,,2.1324,3.424,5.4869,2.1599,12.3491,3.6866,18.0803,1.8416,7.7393,,0.5304,1.1239,1.6933,1.717,5.9883,1.9111,5.4545,1.4639
2015/7/28,-2.6316,,5.3498,2.2581,-3.7531,5.315,0.7748,0,-2.0837,5.791,6.1573,,2.881,4.8457,5.0001,4.8315,6.5889,,20.2531,0.9299,10091072493,,,89047202000,89806747944,63194543406,11055000000,1.27521E+11,4250000000,63194543406,49.8759,,22.4545,70.2125,42.8039,25.1526,50.0123,52.9632,83.0049,21.5345,3.7463,,2.2458,3.5013,5.2809,2.2747,12.4448,3.6866,17.7035,1.9475,7.5357,,0.5586,1.1493,1.6297,1.8082,6.0347,1.9111,5.3409,1.5481
2015/7/29,10.03,,3.2227,6.7823,8.2322,4.1121,-0.389,-5.2907,9.984,4.6729,5.0457,,2.0807,4.3372,4.9657,3.6958,4.0692,6.6719,21.593,0.794,11103210094,,,95086681000,97199851111,65793197527,11012000000,1.20774E+11,4674320000,65793197527,54.8785,,23.1758,74.9745,46.3277,26.1869,49.8178,50.1611,91.2921,22.5393,4.1221,,2.3179,3.7388,5.7157,2.3683,12.3964,3.4915,19.4711,2.0384,8.2915,,0.5766,1.2273,1.7639,1.8826,6.0112,1.8099,5.8741,1.6203
2015/7/30,6.9869,,-2.9801,-7.9025,-9.2074,-5.5655,-7.8278,-10,-5.6299,-1.9133,8.0585,,1.3806,3.6213,4.6411,2.9071,3.289,3.6134,20.2018,0.4475,11878980232,,,87572445500,88250305172,62131457629,10150000000,1.08697E+11,4411160000,62131457629,58.7128,,22.4908,69.0497,42.0621,24.7294,45.9182,45.145,86.1524,22.1135,4.4101,,2.2494,3.4434,5.1894,2.2365,11.426,3.1424,18.3749,1.9999,8.8708,,0.5595,1.1303,1.6015,1.7778,5.5407,1.629,5.5434,1.5897
2015/7/31,-0.4082,,-0.0488,-6.255,-8.5538,0.7605,1.5468,-9.9617,-7.0911,-3.1209,10.0897,,1.1049,3.0001,3.4699,1.855,4.7868,2.8055,14.8137,0.404,11830494598,,,82094778500,80701557728,62603940196,10307000000,97868937881,4098360000,62603940196,58.4732,,22.4784,64.7306,38.4642,24.9175,46.6284,40.6478,80.0433,21.4258,4.3921,,2.2482,3.228,4.7455,2.2535,11.6028,2.8293,17.0719,1.9377,8.8346,,0.5592,1.0596,1.4645,1.7913,5.6264,1.4667,5.1503,1.5403
2015/8/3,-9.9898,,-5.0244,-3.7639,-0.9643,2.0755,3.7838,-4.4255,-5.5251,-4.8322,6.0992,,1.5776,2.7487,3.1139,2.4233,7.4899,2.3854,16.2333,0.5553,10648657279,,,79004812500,79923336342,63903267257,10697000000,93537716800,3871920000,63903267257,52.6318,,21.3474,62.2942,38.0933,25.4347,48.3928,38.8489,75.6208,20.3895,3.9533,,2.135,3.1065,4.6998,2.3002,12.0418,2.7041,16.1286,1.844,7.9521,,0.5311,1.0197,1.4504,1.8285,5.8393,1.4018,4.8657,1.4658
2015/8/4,10.0171,,6.831,10.0444,10.0292,6.2847,6.8056,9.35,9.1851,6.2059,9.7502,,1.4319,3.9518,3.8779,4.386,3.427,3.1454,16.2534,0.5036,11715341219,,,86940407000,87939016618,67919369081,11425000000,1.02283E+11,4227560000,67919369081,57.904,,22.808,68.5513,41.9137,27.0331,51.6862,42.4813,82.5666,21.6577,4.3493,,2.2811,3.4185,5.1711,2.4448,12.8613,2.957,17.6101,1.9587,8.7486,,0.5674,1.1221,1.5958,1.9434,6.2367,1.5328,5.3127,1.557
2015/8/5,9.9845,,-2.7404,-2.7464,-0.6195,-4.3478,-5.9694,-6.1075,-4.6968,-1.0624,10.2266,,0.9699,3.7869,4.5174,3.5442,2.1479,2.5402,15.1825,0.399,12885057129,,,84552706000,87394261648,64966353034,10743000000,96036498193,4029000000,64966353034,63.6854,,22.183,66.6686,41.6541,25.8578,48.6009,39.8868,78.6886,21.4307,4.7836,,2.2186,3.3246,5.1391,2.3385,12.0936,2.7764,16.783,1.9381,9.6221,,0.5519,1.0913,1.5859,1.8589,5.8644,1.4392,5.0631,1.5406
2015/8/6,-2.0696,,-0.7415,-1.5,-2.8495,-2.1818,-2.4016,-3.4692,-3.3755,0,16.5487,,0.612,2.337,2.6102,1.6063,1.7809,1.2576,8.4887,0.1853,12618386144,,,83007723000,84903953213,63548905331,10485000000,92704789669,3893000000,63548905331,62.3674,,22.0221,65.4504,40.4672,25.2936,47.4337,38.503,76.0325,21.429,4.6846,,2.2025,3.2639,4.9926,2.2875,11.8031,2.68,16.2164,1.938,9.423,,0.5479,1.0714,1.5408,1.8183,5.7236,1.3893,4.8922,1.5405
2015/8/7,9.9904,,3.1375,4.4839,5.3162,1.8587,4.7878,2.5157,3.0568,2.0134,17.7408,,0.9162,3.1742,3.5733,2.0282,1.6847,1.5865,9.3511,0.2846,13879012618,,,86729727500,89417637251,64730111750,10987000000,95036985636,4012000000,64730111750,68.5981,,22.7122,68.3852,42.6185,25.7638,49.7047,39.4716,78.3566,21.8579,5.1526,,2.2715,3.4102,5.2581,2.33,12.3683,2.7475,16.7121,1.9768,10.3644,,0.565,1.1194,1.6227,1.8521,5.9976,1.4242,5.0418,1.5714
2015/8/10,4.8035,,4.9252,7.6113,7.1366,3.6496,6.0071,7.1867,7.1695,4.6053,17.0586,,1.3474,3.819,4.4641,3.813,3.5736,2.3298,13.8494,0.6824,14545690080,,,93331018500,95799052617,67092524588,11647000000,1.01867E+11,4299640000,67092524588,71.8932,,23.8229,73.5902,45.66,26.704,52.6905,42.3083,83.9744,22.8601,5.4001,,2.3826,3.6698,5.6333,2.415,13.1112,2.9449,17.9103,2.0674,10.8622,,0.5927,1.2046,1.7385,1.9197,6.3579,1.5266,5.4032,1.6434
2015/8/11,-2.625,,-4.5099,-6.9977,-7.4736,-3.5211,-5.6495,-5.9689,-2.4672,-3.3962,12.8923,,2.1847,7.8316,7.3125,4.7723,5.7334,3.5814,15.446,0.7346,14163865715,,,86799954000,88639415865,64730111750,10989000000,95786620054,4193560000,64730111750,70.0061,,23.1712,68.4406,42.2476,25.7638,49.7138,39.783,81.9026,22.4939,5.2583,,2.3174,3.413,5.2123,2.33,12.3705,2.7691,17.4684,2.0343,10.5771,,0.5765,1.1203,1.6085,1.8521,5.9987,1.4355,5.2699,1.6171
2015/8/12,-4.5785,,-7.1325,-6.1489,-5.8824,-3.2847,3.9676,-5.0435,-1.5567,-4.9479,8.5603,,3.1918,7.8741,6.8722,3.4506,7.2813,2.781,14.2183,1.0216,13515370366,,,81462740000,83425332579,62603940196,11425000000,90955642694,4128280000,62603940196,66.8008,,21.846,64.2322,39.7624,24.9175,51.6862,37.7765,80.6276,21.7268,5.0176,,2.1849,3.2031,4.9057,2.2535,12.8613,2.6295,17.1965,1.9649,10.0928,,0.5435,1.0514,1.5139,1.7913,6.2367,1.3631,5.1879,1.5619
2015/8/13,5.7399,,2.4909,1.7241,4.0112,2.2642,7.6586,2.7473,8.7959,0.8219,7.9177,,1.2414,4.2761,4.8061,2.4236,4.7297,1.622,17.8681,0.5138,14291140504,,,82867270000,86771684539,64021387899,12300000000,93454424087,4491400000,64021387899,70.6351,,22.6564,65.3397,41.3574,25.4817,55.6447,38.8143,87.7195,22.149,5.3056,,2.266,3.2583,5.1025,2.3045,13.8463,2.7017,18.7091,2.0031,10.6721,,0.5637,1.0696,1.5746,1.8319,6.7143,1.4005,5.6442,1.5923
2015/8/14,-3.5623,,-0.962,-1.0169,-2.3318,-1.476,-1.3008,-1.0695,-3.3005,-1.3587,6.5652,,0.8619,3.3873,3.9166,2.2897,2.4487,1.4632,12.0057,0.3582,13782041351,,,82024552000,84748308935,63076422764,12140000000,92454911530,4343160000,63076422764,68.1189,,22.4298,64.6752,40.393,25.1056,54.9208,38.3992,84.8243,21.8361,5.1166,,2.2433,3.2252,4.9835,2.2705,13.6662,2.6728,18.0916,1.9748,10.292,,0.558,1.0587,1.5379,1.8048,6.627,1.3855,5.4579,1.5698
2015/8/17,7.8716,,2.9652,9.6747,10.0092,3.5581,1.9357,8.6486,2.2702,2.2039,9.5338,,0.7156,5.2693,5.9285,2.9523,1.7443,2.9375,9.7986,0.3924,14866907403,,,89960146500,93230922043,65320714960,12375000000,1.00451E+11,4441760000,65320714960,73.4809,,23.0837,70.9323,44.436,25.9988,55.984,41.7202,86.7501,22.3153,5.5193,,2.3087,3.5372,5.4823,2.3513,13.9308,2.904,18.5023,2.0181,11.1021,,0.5743,1.1611,1.6919,1.869,6.7553,1.5054,5.5818,1.6042
2015/8/18,-9.9878,,-6.6534,-9.9922,-9.8497,-8.1374,-8.4687,-10.0332,-7.6087,-1.752,8.5916,,1.2666,4.5406,6.1312,2.9222,2.1957,2.5576,11.9622,0.445,13382034874,,,80971154500,84047909688,60005286075,11327000000,90372593703,4103800000,60005286075,66.1418,,21.5504,63.8446,40.0591,23.8832,51.2429,37.5344,80.1495,21.9233,4.9681,,2.1553,3.1838,4.9423,2.1599,12.751,2.6126,17.0945,1.9827,9.9932,,0.5361,1.0451,1.5252,1.717,6.1832,1.3543,5.1571,1.5761
2015/8/19,-1.3134,,2.5532,0.6071,3.1481,3.3465,-0.3267,1.7512,0.0994,0.6859,6.9467,,0.9323,3.3274,4.1985,2.1047,3.0294,1.6597,7.7826,0.5188,13206274452,,,81462740000,86693862400,62013336987,11290000000,91955155251,4107880000,62013336987,65.2731,,22.0988,64.2322,41.3203,24.6824,51.0755,38.1917,80.2292,22.0726,4.9028,,2.2102,3.2031,5.0979,2.2322,12.7093,2.6584,17.1115,1.9962,9.862,,0.5498,1.0514,1.5732,1.7744,6.163,1.3781,5.1623,1.5868
2015/8/20,-9.6374,,-2.5415,-6.5517,-7.0018,-3.2381,-7.1745,-6.6123,-5.9593,-4.6322,4.1606,,0.6834,2.3487,2.6563,1.2635,2.3256,1.1134,7.8419,0.2709,11933526570,,,76125526000,80623735590,60005286075,10480000000,85874787196,3863080000,60005286075,58.9824,,21.5264,60.0239,38.4271,23.8832,47.4111,35.6663,75.4481,21.0344,4.4303,,2.1529,2.9933,4.741,2.1599,11.7975,2.4826,16.0918,1.9023,8.9116,,0.5355,0.9825,1.4631,1.717,5.7208,1.2869,4.8546,1.5122
2015/8/21,0.1016,,-6.8121,-9.0406,-9.1699,-4.7244,-0.9828,-8.9234,-6.2489,-2.8571,6.0784,,1.5738,2.9077,3.1357,1.5261,2.8704,1.5043,6.35,0.2901,11945647978,,,69243329000,73230632423,57170390670,10377000000,78211857592,3621680000,57170390670,59.0423,,20.0464,54.5974,34.9034,22.7549,46.9451,32.4837,70.7334,20.4171,4.4348,,2.0049,2.7227,4.3062,2.0579,11.6816,2.2611,15.0862,1.8465,8.9206,,0.4987,0.8937,1.3289,1.6358,5.6646,1.1721,4.5513,1.4678
2015/8/24,-9.9949,,-9.9943,-10.0406,-9.9894,-9.9174,-9.8294,-10.0106,-10.0075,-10,2.6028,,1.5999,2.5447,2.1047,1.5409,3.7083,1.1021,9.1041,0.6665,10751689251,,,62290905500,65915351394,51500599860,9357000000,70382342561,3259240000,51500599860,53.1411,,18.0401,49.1155,31.4168,20.4982,42.3307,29.2318,63.6548,18.3748,3.9916,,1.8043,2.4493,3.876,1.8538,10.5333,2.0347,13.5765,1.6618,8.029,,0.4488,0.804,1.1962,1.4736,5.1078,1.0548,4.0958,1.321
2015/8/25,-9.9775,,-10.0254,-10.0338,-10.0354,-10.0917,-1.2825,-9.9408,-9.9937,-9.9673,0.9177,,2.3574,2.5768,2.8361,3.2429,5.4866,1.6162,9.3404,0.5953,9678944607,,,56040747000,59300469613,46303291617,9237000000,63385754661,2933520000,46303291617,47.839,,16.2646,44.1874,28.264,18.4296,41.7878,26.3259,57.2933,16.5757,3.5933,,1.6267,2.2035,3.4871,1.6667,10.3983,1.8324,12.2197,1.4991,7.2279,,0.4046,0.7233,1.0761,1.3249,5.0423,0.9499,3.6865,1.1916
2015/8/26,-10.0188,,0,-8.8972,-9.4488,-8.4184,3.2478,-9.9869,2.4571,0,7.9583,,2.3972,3.1657,3.3713,2.6093,2.1115,1.7755,9.9671,0.5467,8709231935,,,51054665500,53697275634,42405310435,9537000000,57055508467,3005600000,42405310435,43.0461,,16.2807,40.2559,25.5933,16.8781,43.145,23.6968,58.701,16.5902,3.2333,,1.6283,2.0075,3.1576,1.5264,10.736,1.6494,12.5199,1.5004,6.5038,,0.405,0.659,0.9744,1.2134,5.2061,0.855,3.7771,1.1927
2015/8/27,1.531,,3.9492,4.2641,6.8116,3.6212,5.8404,4.9635,10,5.2632,7.6802,,2.041,2.8728,3.044,1.8804,1.7498,1.4532,10.9287,0.397,8842567428,,,53231687000,57354916148,43940878779,10094000000,59887460712,3306160000,43940878779,43.7051,,16.935,41.9725,27.3367,17.4893,45.6648,24.873,64.5711,17.4748,3.2828,,1.6937,2.0931,3.3727,1.5817,11.363,1.7313,13.7719,1.5804,6.6033,,0.4213,0.6871,1.0408,1.2573,5.5101,0.8975,4.1548,1.2563
2015/8/28,10.0069,,7.8697,8.0475,8.0054,6.4516,2.4569,8.9013,5.4916,5.1724,8.2906,,1.9852,3.937,3.8665,2.5711,2.1789,1.9964,8.7946,0.4043,9727430241,,,57515503500,61946422326,46775774184,10342000000,65218194349,3487720000,46775774184,48.0786,,18.2418,45.3502,29.5251,18.6176,46.7868,27.087,68.1171,18.3503,3.6113,,1.8244,2.2615,3.6427,1.6837,11.6422,1.8854,14.5282,1.6596,7.2641,,0.4538,0.7423,1.1241,1.3384,5.6455,0.9774,4.3829,1.3192
2015/8/31,-2.3053,,-5.8491,-1.4652,-2.0101,-1.5152,-5.1247,-1.1494,-6.317,-3.2787,7.5678,,1.0917,2.8781,2.9273,1.7981,1.2326,1.5655,4.4704,0.2351,9503184186,,,56672785500,60701268108,46067050333,9812000000,64468559932,3267400000,46067050333,46.9703,,17.1499,44.6857,28.9316,18.3355,44.3891,26.7757,63.8141,17.7229,3.528,,1.7152,2.2284,3.5694,1.6582,11.0455,1.8637,13.6105,1.6028,7.0967,,0.4267,0.7315,1.1015,1.3181,5.3562,0.9661,4.1061,1.2741
2015/9/1,-10.0128,,-7.4148,0.6196,0.641,2.0513,-4.1276,3.4884,-9.0114,0.339,4.6447,,1.0476,3.3749,3.5486,2.4829,1.6644,1.8939,4.6392,0.3697,8551653626,,,57023918000,61090378801,47012015468,9407000000,66717463185,2972960000,47012015468,42.2672,,15.843,44.9626,29.1171,18.7116,42.5569,27.7097,58.0636,17.7437,3.1748,,1.5845,2.2422,3.5923,1.6922,10.5896,1.9288,12.384,1.6047,6.3861,,0.3942,0.736,1.1086,1.3452,5.1351,0.9998,3.736,1.2756
2015/9/2,-7.9376,,-5.0505,0.7389,4.3312,2.2613,-2.2005,7.2409,-1.9899,-0.1689,5.4563,,1.375,3.9874,4.5655,2.7378,1.2129,2.6111,4.6164,0.4186,7872854756,,,57445277000,63736331513,48075101245,9200000000,71548440544,2913800000,48075101245,38.9122,,15.0118,45.2948,30.3782,19.1348,41.6204,29.7162,56.9081,17.6768,2.9228,,1.5014,2.2588,3.7479,1.7305,10.3566,2.0684,12.1375,1.5986,5.8792,,0.3735,0.7414,1.1566,1.3756,5.0221,1.0722,3.6617,1.2708
2015/9/7,-8.622,,1.9757,-3.5452,-2.8083,-1.2285,2,-6.17,1.8903,0.5076,9.8989,,0.8229,2.1062,2.1905,1.4472,1.3009,1.1955,2.9051,0.2641,7194055885,,,55408708500,61946422326,47484498036,9384000000,67133926751,2968880000,47484498036,35.5572,,15.2994,43.689,29.5251,18.8997,42.4528,27.8827,57.9839,17.7567,2.6708,,1.5302,2.1787,3.6427,1.7092,10.5637,1.9408,12.367,1.6059,5.3723,,0.3806,0.7152,1.1241,1.3587,5.1225,1.0061,3.7309,1.2765
2015/9/8,5.6445,,6.93,2.5349,3.8945,1.2438,8.6957,2.1092,5.8177,2.5253,5.9076,,0.7941,1.3167,1.7715,1.0488,1.7594,0.7456,4.4716,0.4461,7600123067,,,56813238500,64358908622,48075101245,10200000000,68549902873,3141600000,48075101245,37.5642,,16.3742,44.7965,31.8025,19.1348,46.1444,28.4708,61.3572,18.2209,2.8215,,1.6376,2.2339,3.9236,1.7305,11.4823,1.9817,13.0865,1.6478,5.6755,,0.4074,0.7333,1.2109,1.3756,5.568,1.0273,3.948,1.3099
2015/9/9,3.748,,3.6934,2.3486,2.4184,1.9656,8.1078,1.4581,4.5887,0.821,7.4841,,1.4487,2.0917,2.502,1.4615,2.2508,0.8687,5.4727,0.3762,7884976164,,,58147542000,65915351394,49020066380,11027000000,69549415430,3285760000,49020066380,38.9721,,16.9755,45.8485,32.5716,19.5109,49.8857,28.8859,64.1727,18.3685,2.9273,,1.6978,2.2864,4.0185,1.7645,12.4133,2.0106,13.687,1.6612,5.8882,,0.4223,0.7505,1.2401,1.4026,6.0194,1.0423,4.1291,1.3205
2015/9/10,2.0753,,-1.0753,-1.2077,-3.66,-2.6506,-1.8137,-1.6766,-1.1796,-3.7459,7.5529,,0.7633,1.3969,1.4475,0.8675,0.9376,0.5648,3.9389,0.2195,8048615178,,,57445277000,63502865098,47720739320,10827000000,68383317447,3247000000,47720739320,39.7809,,16.8287,45.2948,31.3795,18.9937,48.9809,28.4016,63.4157,17.7193,2.988,,1.6831,2.2588,3.8715,1.7177,12.1881,1.9769,13.5255,1.6025,6.0104,,0.4187,0.7414,1.1947,1.3655,5.9102,1.0248,4.0804,1.2738
2015/9/11,-0.8283,,1.2228,0.7335,2.9412,0.2475,-0.2771,0.3654,1.5079,0.3384,4.3101,,0.6062,1.1541,1.6468,0.6381,0.6558,0.4356,2.4197,0.1653,7981947431,,,57866636000,65370596424,47838859961,10797000000,68633195586,3295960000,47838859961,39.4514,,17.0233,45.627,32.3025,19.0407,48.8452,28.5054,64.3719,17.7645,2.9633,,1.7026,2.2753,3.9853,1.722,12.1544,1.9841,13.7294,1.6066,5.9606,,0.4235,0.7469,1.2299,1.3688,5.8939,1.0285,4.1419,1.2771
2015/9/14,-10.0228,,-7.1812,-4.0049,-8.5714,-0.9877,-2.8341,-3.034,-6.6227,-5.059,5.065,,0.8412,1.8938,1.9504,1.3595,1.6573,0.8661,3.7192,0.3182,7181934477,,,55549161500,59767402445,47366377394,10491000000,66550877759,3077680000,47366377394,35.4973,,15.7982,43.7997,29.5337,18.8527,47.4608,27.6405,60.1088,16.8631,2.6663,,1.58,2.1842,3.6437,1.705,11.8099,1.9239,12.8202,1.5251,5.3632,,0.393,0.717,1.1245,1.3553,5.7268,0.9973,3.8676,1.2123
2015/9/15,-9.9578,,-0.7231,-9.9874,-8.8542,-5.2369,1.0199,-9.7622,1.8559,-0.1776,4.1072,,0.7105,1.4105,1.5845,0.8101,1.2557,0.5889,4.3636,0.2908,6466771381,,,50001268000,54475497020,44885843914,10598000000,60054046138,3134800000,44885843914,31.9625,,15.6732,39.4253,26.9187,17.8654,47.9449,24.9422,61.2244,16.8215,2.4008,,1.5675,1.9661,3.3211,1.6157,11.9304,1.7361,13.0581,1.5213,4.8292,,0.3899,0.6454,1.0249,1.2843,5.7852,0.9,3.9394,1.2093
2015/9/16,10.0281,,8.0845,7.8652,9.4286,6.8421,6.7277,8.3218,7.9393,7.8292,4.1661,,1.0183,1.5036,1.5786,1.0512,1.2394,0.5541,4.1801,0.369,7115266731,,,53933952000,59611758168,47956980603,11311000000,65051608923,3383680000,47956980603,35.1678,,16.9527,42.5262,29.4568,19.0877,51.1705,27.0178,66.0852,18.1519,2.6415,,1.6955,2.1207,3.6342,1.7262,12.733,1.8806,14.0948,1.6416,5.3134,,0.4218,0.6961,1.1215,1.3722,6.1745,0.9749,4.2522,1.3049
2015/9/17,3.6627,,-1.6173,-3.2552,-4.5692,-3.6946,-1.6356,-4.7375,-3.6375,-2.6403,8.5851,,1.057,1.5078,1.6891,1.0079,1.2563,0.5709,4.8265,0.2401,7375877011,,,52178289500,56887983317,46185170975,11126000000,61969778539,3260600000,46185170975,36.4559,,16.6668,41.1419,28.1108,18.3825,50.3335,25.7379,63.6813,17.661,2.7383,,1.6669,2.0517,3.4682,1.6625,12.5247,1.7915,13.5822,1.5972,5.5081,,0.4146,0.6735,1.0703,1.3215,6.0735,0.9287,4.0975,1.2696
2015/9/18,0.5752,,6.2329,1.4805,0.4104,-0.2558,-0.009,0.8065,1.2096,0.5085,5.0649,,1.7298,1.077,1.0134,0.5111,0.924,0.3185,2.5829,0.1213,7418301941,,,52950781000,57121449732,46067050333,11125000000,62469534818,3300040000,46067050333,36.6656,,17.6888,41.751,28.2262,18.3355,50.329,25.9454,64.4516,17.7332,2.754,,1.7691,2.082,3.4824,1.6582,12.5236,1.806,13.7464,1.6037,5.5397,,0.4401,0.6834,1.0747,1.3181,6.0729,0.9362,4.1471,1.2748
2015/9/21,9.8856,,3.4172,2.9178,3.5422,1.7949,5.0607,4,4.4096,2.3609,6.4052,,0.9101,1.0795,1.1775,0.6203,1.2073,0.4458,4.0621,0.2556,8151647149,,,54495764000,59144825336,46893894826,11688000000,64968316210,3445560000,46893894826,40.2902,,18.3135,42.9692,29.226,18.6646,52.876,26.9832,67.2937,18.1716,3.0263,,1.8316,2.1428,3.6058,1.688,13.1574,1.8782,14.3526,1.6434,6.0874,,0.4556,0.7034,1.1128,1.3418,6.3802,0.9736,4.3299,1.3063
2015/9/22,-2.0818,,0.2494,4.6392,3.2895,1.5113,-0.7786,4.4872,-1.3025,-0.4942,7.1409,,0.7556,1.9083,1.8962,1.1583,0.7297,0.7789,3.1132,0.2977,7981947431,,,57023918000,61090378801,47602618678,11597000000,67883561168,3400680000,47602618678,39.4514,,18.3722,44.9626,30.1874,18.9467,52.4643,28.194,66.4172,18.0946,2.9633,,1.8375,2.2422,3.7244,1.7135,13.0549,1.9625,14.1657,1.6364,5.9606,,0.4571,0.736,1.1494,1.3621,6.3306,1.0173,4.2735,1.3008
2015/9/23,2.202,,-1.7413,-3.8177,-4.0764,-3.4739,-3.0784,-3.9264,-0.4599,-1.8212,7.1397,,0.7036,1.4465,1.2907,0.7418,0.7488,0.49,2.5479,0.216,8157707853,,,54846896500,58600070366,45948929691,11240000000,65218194349,3385040000,45948929691,40.3201,,18.067,43.246,28.9568,18.2885,50.8493,27.087,66.1117,17.7795,3.0285,,1.8069,2.1566,3.5726,1.654,12.6531,1.8854,14.1005,1.6079,6.0919,,0.4495,0.7079,1.1025,1.3148,6.1357,0.9774,4.2539,1.2782
2015/9/24,0.6686,,0.1266,0.3841,0.7968,0.5141,0.2936,0.7663,0.1205,1.0118,4.8792,,0.6135,0.9045,0.7582,0.3755,0.8802,0.3592,1.724,0.1574,8212254191,,,55057576000,59067003197,46185170975,11273000000,65717950628,3389120000,46185170975,40.5897,,18.0947,43.4121,29.1876,18.3825,50.9986,27.2946,66.1914,17.9645,3.0488,,1.8097,2.1649,3.601,1.6625,12.6902,1.8999,14.1175,1.6247,6.1326,,0.4502,0.7106,1.1113,1.3215,6.1537,0.9849,4.259,1.2915
