ÈÕÆÚ,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH
2015/6/29,8.0196,-8.8207,-8.852,-9.9817,0,-9.9947,0,-10,-9.8795,-6.6002,-9.9758,-5.4487,-9.93,-0.834,-10.0198,-10.0327,,,,-8.6957,-7.7455,9.3543,6.1203,4.3198,2.9174,,3.5367,,5.1217,0.9229,1.9383,3.5613,3.8966,2.7182,5.2222,5.2479,1.5316,,,,2.3356,1.9222,25636086920,7343087329,2808506568,7853490000,12407308878,4140484480,12407308878,23528752243,1.70209E+11,10042353000,5093753781,19427017780,23697983048,26556997672,7361530366,1.056E+11,,,,22602048000,10042353000,58.2676,437.9733,31.6156,27.3968,41.2092,202.4604,23.8648,41.0973,25.6171,68.0049,70.715,70.767,20.5727,27.0063,88.7857,37.465,,,,57.1239,36.9938,5.0003,3.0664,5.4695,3.0913,4.1817,6.5185,2.4216,2.3666,3.1769,2.583,2.1729,4.01,1.7436,4.2407,2.8788,3.4334,,,,2.1702,1.4051,85.2151,3.5102,4.4508,1.0468,9.5352,27.5544,5.5219,4.6284,6.0232,7.0603,3.6294,9.7662,0.9283,5.7366,6.0208,7.8717,,,,3.7448,3.8407
2015/6/30,7.2727,6.8421,7.5873,4.8005,0,9.2043,0,6.0131,5.7487,6.1333,7.7905,6.7797,5.9364,4.6636,4.4101,7.1515,,,,7.1429,9.4453,9.6078,5.7913,4.8305,3.5811,,6.4039,,5.8264,0.9382,2.1379,4.8474,3.6846,2.9894,5.0514,7.2213,1.9424,,,,2.3174,2.2025,27500784486,7837259347,3021595079,8230500000,12407308878,4521586080,12407308878,24943553032,1.79993E+11,10658283984,5490580805,20744103731,25104789109,27795512090,7686184406,1.13152E+11,,,,24216480000,10658283984,62.5052,467.4478,34.0143,28.7119,41.2092,221.0954,23.853,43.5685,27.0897,72.1758,76.224,75.5648,21.794,28.2658,92.7013,40.1443,,,,61.2042,40.4668,5.364,3.2728,5.8845,3.2397,4.1817,7.1184,2.4204,2.5089,3.3595,2.7414,2.3422,4.2819,1.8471,4.4385,3.0057,3.6789,,,,2.3252,1.537,91.4126,3.7465,4.7885,1.0971,9.5352,30.0906,5.5192,4.9067,6.3694,7.4933,3.9121,10.4283,0.9834,6.0042,6.2863,8.4346,,,,4.0123,4.2013
2015/7/1,-2.8955,-7.7833,-5.2186,-9.3548,0,-9.4617,0,-1.233,-8.7231,-5.7789,-6.4798,-4.6032,-8.539,-10.0073,-10.0317,-8.4842,,,,-7.2222,-3.8356,9.8698,5.0312,4.1308,2.5516,,5.2751,,5.5014,0.7488,1.7838,4.2385,3.0667,2.2154,3.4592,5.9647,1.6108,,,,1.8435,1.2696,26704504709,7227265762,2863909581,7460550000,12407308878,4093768800,12407308878,24635987643,1.64292E+11,10042353000,5134804853,19789216417,22961084635,25013930529,6915131061,1.03552E+11,,,,22467512000,10042353000,60.6954,431.0652,32.2392,26.026,41.2092,200.1761,23.8593,43.0313,24.7266,68.0049,71.2849,72.0864,19.933,25.4372,83.4018,36.7384,,,,56.7839,38.9229,5.2087,3.018,5.5774,2.9366,4.1817,6.4449,2.4211,2.478,3.0664,2.583,2.1904,4.0848,1.6894,3.9943,2.7042,3.3668,,,,2.1572,1.4784,88.7658,3.4549,4.5386,0.9944,9.5352,27.2435,5.5207,4.8462,5.8138,7.0603,3.6586,9.9483,0.8994,5.4033,5.6557,7.719,,,,3.7225,4.041
2015/7/2,-9.9636,-10.0427,-9.0774,-9.9644,0,-9.97,0,-9.9875,-9.8338,-9.0667,-9.9933,-6.6556,-6.9292,-9.9838,-9.9765,-10.0124,,,,-9.8802,-3.8462,5.8534,4.6711,3.9505,2.5667,,4.4099,,4.317,0.8906,1.4798,3.0318,2.546,2.2911,2.9732,4.8404,1.4148,,,,1.8411,1.4736,24043764967,6501450611,2603941598,6717150000,12407308878,3685621280,12407308878,22175464532,1.48136E+11,9131846328,4621666460,18472130466,21370053971,22516598179,6225241225,93184000000,,,,20247668000,9131846328,54.6479,387.7744,29.3128,23.4327,41.2092,180.2186,23.8666,38.7335,22.2951,61.8391,64.1611,67.2886,18.5518,22.8976,75.0812,33.06,,,,51.1735,37.4393,4.6897,2.7149,5.0711,2.644,4.1817,5.8024,2.4218,2.2305,2.7649,2.3488,1.9715,3.8129,1.5724,3.5955,2.4344,3.0297,,,,1.9441,1.422,79.9215,3.1079,4.1267,0.8953,9.5352,24.5274,5.5224,4.3622,5.2421,6.4202,3.293,9.2862,0.8371,4.8639,5.0914,6.9461,,,,3.3547,3.887
2015/7/3,-10.0162,-9.9762,-9.9836,-9.9605,0,-10.0067,0,-9.9861,-9.2166,-10.0147,-9.9926,-9.8039,-9.953,-10.009,-10.0391,-10.0275,,,,-9.9668,-8.9686,2.8959,3.9994,4.1102,2.8145,,3.8679,,3.7196,0.8812,1.4315,3.4949,2.7328,2.8534,2.381,4.7274,1.4443,,,,2.1393,1.7728,21635504179,5852849837,2343973616,6048090000,12407308878,3316813280,12407308878,19960993733,1.34483E+11,8181170244,4159841906,16661137283,19243097189,20262908010,5600282197,83840000000,,,,18229628000,8181170244,49.1743,349.0891,26.3863,21.0986,41.2092,162.1847,23.8636,34.8655,20.2402,55.4013,57.7498,60.6917,16.7053,20.6058,67.5437,29.7449,,,,46.0732,33.7725,4.22,2.4441,4.5649,2.3807,4.1817,5.2217,2.4215,2.0077,2.5101,2.1043,1.7745,3.4391,1.4159,3.2357,2.19,2.7259,,,,1.7503,1.2828,71.9164,2.7979,3.7147,0.8062,9.5352,22.073,5.5217,3.9265,4.759,5.7518,2.964,8.3758,0.7538,4.377,4.5803,6.2496,,,,3.0203,3.5063
2015/7/6,-9.9641,-8.3113,6.6667,-6.2335,0,-10.0074,0,-1.5408,9.9831,-6.5466,-10.0329,3.1621,6.1793,-8.517,-6.5217,2.5954,,,,1.6605,-7.3892,6.3657,5.3887,5.2393,3.7327,,5.3041,,5.552,1.7413,2.1556,4.3349,3.3179,3.2866,3.95,5.6876,1.9425,,,,2.7587,2.0103,19479722344,5366399257,2500238523,5671080000,12407308878,2984886080,12407308878,19653428344,1.47909E+11,7645578084,3742489346,17187971663,20432183264,18537109232,5235046401,86016000000,,,,18532334000,7645578084,44.2745,320.0751,28.1454,19.7835,41.2092,145.9542,23.8666,34.3283,22.2608,51.7744,51.9558,62.6108,17.7376,18.8508,63.1387,30.5169,,,,46.8382,31.2832,3.7995,2.241,4.8692,2.2323,4.1817,4.6992,2.4218,1.9768,2.7607,1.9665,1.5965,3.5479,1.5033,2.9601,2.0472,2.7966,,,,1.7794,1.1882,64.7506,2.5653,3.9623,0.7559,9.5352,19.8641,5.5224,3.866,5.234,5.3752,2.6666,8.6406,0.8004,4.0042,4.2816,6.4118,,,,3.0705,3.2478
2015/7/7,-9.9701,-9.9281,-8.0114,-10.0187,0,-9.9671,0,-10.0156,10,-9.9825,-9.9634,3.4483,-0.9016,-9.9671,-9.9225,-1.3393,,,,-9.8004,-9.9291,0.6479,2.3511,5.2773,1.967,,1.2749,,3.3967,1.4242,1.1903,1.5128,4.4589,3.3713,1.7639,3.8594,2.2027,,,,2.1277,1.0457,17537576547,4833620050,2299935323,5102910000,12407308878,2687380960,12407308878,17685009856,1.627E+11,6882359256,3369608781,17780660341,20247958661,16689489363,4715599937,84864000000,,,,16716098000,6882359256,39.8603,288.2978,25.8905,17.8014,41.2092,131.4069,23.8633,30.8901,24.4869,46.606,46.7792,64.7698,17.5777,16.9719,56.8738,30.1082,,,,42.2479,28.1743,3.4207,2.0185,4.4791,2.0086,4.1817,4.2308,2.4215,1.7788,3.0367,1.7702,1.4374,3.6702,1.4898,2.665,1.8441,2.7592,,,,1.605,1.0701,58.2949,2.3106,3.6449,0.6802,9.5352,17.8842,5.5216,3.4788,5.7574,4.8386,2.4009,8.9386,0.7932,3.6051,3.8567,6.326,,,,2.7696,2.9251
2015/7/8,-4.7619,0,2.3471,-9.9896,0,-9.9726,0,-6.2609,6.1538,-9.9222,-9.9492,-10,-10.0083,-6.8127,-9.9828,-9.9548,,,,-0.4024,-10.0394,11.7979,,8.1901,1.4176,,7.751,,8.6193,2.2253,1.8814,0.3626,2.7125,2.2085,8.2018,4.0491,1.3787,,,,5.1726,2.1716,16702453854,4833620050,2353917746,4593150000,12407308878,2419380480,12407308878,16577774456,1.72712E+11,6199479252,3034358364,16002594307,18221488026,15552492521,4244851578,76416000000,,,,16648830000,6199479252,37.9622,288.2978,26.4982,16.0231,41.2092,118.3023,23.8599,28.9561,25.9938,41.9817,42.125,58.2928,15.8185,15.8156,51.1962,27.111,,,,42.0779,25.3495,3.2578,2.0185,4.5842,1.808,4.1817,3.8089,2.4212,1.6675,3.2236,1.5946,1.2944,3.3032,1.3407,2.4835,1.66,2.4845,,,,1.5985,0.9628,55.5189,2.3106,3.7304,0.6122,9.5352,16.1007,5.5208,3.261,6.1117,4.3585,2.162,8.0447,0.7138,3.3595,3.4717,5.6962,,,,2.7584,2.6318
2015/7/9,10,0,10.0181,10.0578,0,9.9593,0,10.0186,10.0132,9.9352,10.0338,10.0823,10.0184,10.0522,9.9426,10.0503,,,,10.101,10.0656,2.5013,,4.1108,5.7581,,4.6044,,2.7326,1.2889,2.3088,6.2045,3.4971,3.9453,2.1869,6.2165,1.9152,,,,2.1805,1.8249,18372699240,4833620050,2589735698,5055120000,12407308878,2660335040,12407308878,18238627556,1.90006E+11,6815410236,3338820477,17616024597,20046986366,17115863179,4666901831,84096000000,,,,18330530000,6815410236,41.7584,288.2978,29.1528,17.6347,41.2092,130.0844,23.8578,31.8571,28.5966,46.1526,46.3518,64.1701,17.4032,17.4055,56.2864,29.8358,,,,46.3282,27.8901,3.5836,2.0185,5.0435,1.9898,4.1817,4.1882,2.4209,1.8345,3.5464,1.753,1.4243,3.6362,1.475,2.7331,1.825,2.7342,,,,1.76,1.0593,61.0708,2.3106,4.1041,0.6738,9.5352,17.7042,5.5203,3.5877,6.7237,4.7916,2.379,8.8558,0.7853,3.6972,3.8169,6.2687,,,,3.0371,2.8956
2015/7/10,10.0423,0,9.9835,9.979,0,9.9815,0,9.9494,7.1856,10.0196,10.041,10.0935,10.0251,9.9644,10.087,10.0457,,,,10.0917,9.9404,3.2643,,4.2137,3.5729,,2.8377,,1.251,1.6027,1.8028,3.6824,4.5969,4.04,1.3567,3.751,1.4023,,,,1.413,0.8402,20217737747,4833620050,2848283090,5559570000,12407308878,2925876800,12407308878,20053263350,2.03659E+11,7498290240,3674070894,19394090631,22056709310,18821358442,5137650189,92544000000,,,,20180400000,7498290240,45.9519,288.2978,32.0633,19.3945,41.2092,143.0688,23.8612,35.0267,30.6514,50.777,51.006,70.6471,19.1479,19.1398,61.964,32.8329,,,,51.0035,30.6635,3.9434,2.0185,5.547,2.1884,4.1817,4.6063,2.4213,2.017,3.8012,1.9286,1.5673,4.0032,1.6229,3.0055,2.0091,3.0089,,,,1.9376,1.1647,67.2037,2.3106,4.5139,0.741,9.5352,19.4714,5.5211,3.9447,7.2069,5.2717,2.6178,9.7496,0.864,4.0656,4.2019,6.8984,,,,3.3435,3.1835
2015/7/13,9.8943,0,10.0249,10.0287,0,10.0169,0,9.9693,-1.0056,10,9.9628,9.3379,10.0228,10.0324,9.9526,9.9585,,,,10,9.9458,3.5713,,6.637,4.5477,,4.1026,,2.7834,1.6357,2.6425,5.4077,6.5326,5.041,3.1464,6.6954,1.6918,,,,3.084,2.5154,22218147918,4833620050,3133821694,6117120000,12407308878,3213547040,12407308878,22052438377,2.01611E+11,8248119264,4040109614,21205083814,24267404549,20709585341,5648980303,1.0176E+11,,,,22198440000,8248119264,50.4986,288.2978,35.2777,21.3395,41.2092,157.1352,23.8551,38.5186,30.3432,55.8547,56.0876,77.244,21.0671,21.06,68.1311,36.1026,,,,56.1039,33.7022,4.3336,2.0185,6.1031,2.4078,4.1817,5.0592,2.4207,2.2181,3.763,2.1215,1.7235,4.3771,1.7855,3.307,2.2091,3.3085,,,,2.1314,1.2801,73.8531,2.3106,4.9664,0.8154,9.5352,21.3858,5.5197,4.338,7.1344,5.7988,2.8787,10.6601,0.9506,4.4735,4.6201,7.5854,,,,3.6779,3.499
2015/7/14,-9.965,10.0639,-4.8051,9.9826,0,2.1423,0,10.0418,-8.9165,2.9221,-1.1008,-7.1429,-5.038,0.4902,5.1724,1.761,,,,-2.5758,-1.1513,3.5414,0.0725,6.59,8.4998,,6.4732,,4.0638,1.2369,3.6649,6.6952,4.7543,4.5036,4.066,11.4727,2.2363,,,,3.3309,1.9857,20004101709,5320070630,2983239147,6727770000,12407308878,3282391200,12407308878,24266909176,1.83634E+11,8489135736,3995637620,19690434970,23044823091,20811102916,5941168939,1.03552E+11,,,,21626662000,8489135736,45.4664,317.3119,33.5825,23.4697,41.2092,160.5016,23.8663,42.3866,27.6377,57.4868,55.4702,71.7266,20.0057,21.1632,71.6551,36.7384,,,,54.6588,33.3316,3.9018,2.2216,5.8098,2.6482,4.1817,5.1675,2.4218,2.4409,3.4275,2.1835,1.7045,4.0644,1.6956,3.3232,2.3233,3.3668,,,,2.0765,1.266,66.4936,2.5432,4.7278,0.8968,9.5352,21.8439,5.5223,4.7736,6.4983,5.9683,2.847,9.8986,0.9027,4.4954,4.8591,7.719,,,,3.5832,3.4605
2015/7/15,-10,3.4833,-10,-10.0237,0,-9.9625,0,-10.0127,1.2392,-9.9369,-10.0171,-10.0503,-10.0291,-9.9512,-9.9727,-10.0124,,,,-9.9533,-9.1514,2.1726,9.1043,3.9493,5.3502,,2.5894,,3.844,0.9176,2.2048,4.5979,2.4958,3.2187,2.3345,5.6515,1.3376,,,,2.0333,1.6113,18003691538,5505385137,2684915232,6053400000,12407308878,2955381440,12407308878,21837142605,1.8591E+11,7645578084,3595389674,17681878895,20733641706,18740144382,5348675316,93184000000,,,,19474086000,7645578084,40.9197,328.3648,30.2243,21.1172,41.2092,144.5115,23.8621,38.1426,27.9801,51.7744,49.9137,64.41,17.9993,19.0572,64.5092,33.06,,,,49.2184,30.2749,3.5116,2.299,5.2288,2.3828,4.1817,4.6527,2.4214,2.1965,3.4699,1.9665,1.5337,3.6498,1.5255,2.9925,2.0916,3.0297,,,,1.8698,1.1499,59.8443,2.6318,4.255,0.8069,9.5352,19.6677,5.5213,4.2956,6.5788,5.3752,2.5618,8.8889,0.8122,4.0481,4.3745,6.9461,,,,3.2265,3.1431
2015/7/16,2.2654,1.9635,2.2222,1.3158,0,-4.1597,0,0.9859,0.7344,2.627,-1.1418,0.5587,2.1002,4.3337,2.2762,0.6868,,,,3.1088,5.8608,1.5087,6.0585,2.9136,5.0377,,4.0211,,3.3406,0.8033,1.9144,4.4926,2.0562,2.0198,1.9897,4.9752,1.2066,,,,1.6073,1.3824,18411542156,5613485266,2744580015,6133050000,12407308878,2832445440,12407308878,22052438377,1.87275E+11,7846425144,3554338602,17780660341,21169081677,19552284984,5470420581,93824000000,,,,20079498000,7846425144,41.8467,334.8124,30.8959,21.395,41.2092,138.5002,23.872,38.5186,28.1856,53.1345,49.3438,64.7698,18.3773,19.8831,65.9775,33.2871,,,,50.7485,32.0602,3.5911,2.3441,5.345,2.4141,4.1817,4.4592,2.4224,2.2181,3.4954,2.0182,1.5162,3.6702,1.5576,3.1222,2.1392,3.0505,,,,1.9279,1.2177,61.2,2.6834,4.3495,0.8175,9.5352,18.8496,5.5236,4.338,6.6271,5.5164,2.5325,8.9386,0.8292,4.2235,4.4741,6.9939,,,,3.3268,3.3285
2015/7/17,5.6962,10.0413,6.5735,5.6277,0,6.8576,0,8.3682,2.1871,6.1433,8.0847,4.8148,7.3576,6.9574,6.9733,6.2756,,,,5.6951,6.0554,1.5053,6.7547,2.8473,4.1197,,3.1024,,3.0174,0.8107,1.7916,3.6627,2.1392,2.3731,2.083,5.037,1.0636,,,,1.4433,1.1918,19460300886,6177150224,2924994954,6478200000,12407308878,3026684320,12407308878,23897830710,1.91371E+11,8328458088,3841696102,18636766209,22726616958,20912620491,5851889078,99712000000,,,,21223054000,8328458088,44.2304,368.4318,32.9269,22.5991,41.2092,147.9981,23.8793,41.7419,28.8021,56.3987,53.333,67.8884,19.7295,21.2665,70.5783,35.376,,,,53.6387,34.0121,3.7957,2.5795,5.6964,2.55,4.1817,4.765,2.4231,2.4037,3.5719,2.1421,1.6388,3.8469,1.6722,3.3394,2.2884,3.2419,,,,2.0377,1.2919,64.686,2.9529,4.6355,0.8635,9.5352,20.1422,5.5253,4.701,6.772,5.8553,2.7373,9.3689,0.8903,4.5174,4.7861,7.4328,,,,3.5163,3.5311
2015/7/20,0,3.125,-0.0971,0.082,0,3.9805,0,2.574,-2.0214,0.6431,2.0481,0,-0.5895,0.4854,1.2483,2.5674,,,,0.4754,-0.3263,1.5384,8.5213,2.9796,4.484,,3.7062,,3.0213,0.6443,2.0514,4.9395,2.2744,2.473,2.3557,5.6074,1.3107,,,,1.5717,1.2414,19460300886,6370186169,2922153774,6483510000,12407308878,3147161600,12407308878,24512961487,1.87503E+11,8382017304,3920377323,18636766209,22592635429,21014138066,5924936237,1.02272E+11,,,,21323956000,8382017304,44.2304,379.9452,32.8949,22.6176,41.2092,153.8891,23.8829,42.8164,28.2199,56.7614,54.4254,67.8884,19.6132,21.3697,71.4593,36.2843,,,,53.8937,33.9039,3.7957,2.6601,5.6908,2.5521,4.1817,4.9546,2.4235,2.4656,3.4997,2.1559,1.6724,3.8469,1.6623,3.3556,2.317,3.3251,,,,2.0474,1.2877,64.686,3.0452,4.631,0.8642,9.5352,20.944,5.5261,4.822,6.6352,5.893,2.7933,9.3689,0.885,4.5393,4.8458,7.6236,,,,3.533,3.5199
2015/7/21,4.491,1.8182,1.6529,0.9828,0,2.9687,0,7.5282,-1.2136,2.8754,3.2286,0.3534,1.1861,0.4831,2.1918,1.5019,,,,1.8927,0,1.9824,6.8736,3.0387,3.9429,,3.6741,,3.8986,0.5131,2.2473,4.4192,2.3427,1.8983,2.2836,5.7564,1.1874,,,,1.6378,0.6349,20334266495,6486007735,2970453836,6547230000,12407308878,3240592960,12407308878,26358353820,1.85227E+11,8623033776,4046951459,18702620507,22860598488,21115655642,6054797853,1.03808E+11,,,,21727564000,8623033776,46.2168,386.8533,33.4386,22.8399,41.2092,158.4577,23.8817,46.0397,27.8774,58.3935,56.1825,68.1283,19.8458,21.4729,73.0255,36.8292,,,,54.9138,33.905,3.9662,2.7085,5.7849,2.5771,4.1817,5.1017,2.4234,2.6512,3.4572,2.2179,1.7264,3.8605,1.682,3.3718,2.3678,3.3751,,,,2.0862,1.2878,67.5911,3.1005,4.7075,0.8727,9.5352,21.5658,5.5259,5.185,6.5546,6.0624,2.8835,9.402,0.8955,4.5612,4.952,7.7381,,,,3.5999,3.52
2015/7/22,-2.1012,-2.0238,-1.3869,2.1898,0,-1.1381,0,-1.867,0,-0.6211,0.7608,-1.7606,-0.7326,-1.6346,-0.6702,-1.4797,,,,-0.1548,0.982,1.7954,5.5882,2.4017,4.4102,,3.278,,3.4703,0.4717,1.7524,3.7586,2.03,1.7544,2.0256,5.4681,1.161,,,,1.5344,0.7057,19906994419,6354743293,2929256724,6690600000,12258551334,3203712160,12258551334,25866249198,1.85227E+11,8569474560,4077739763,18373349019,22693121576,20770495886,6014216098,1.02272E+11,,,,21693930000,8569474560,45.2457,379.0242,32.9749,23.34,40.7152,156.6543,23.3709,45.1801,27.8774,58.0308,56.61,66.9288,19.7004,21.1219,72.5361,36.2843,,,,54.8288,34.2206,3.8828,2.6537,5.7047,2.6336,4.1315,5.0437,2.3715,2.6017,3.4572,2.2041,1.7395,3.7926,1.6697,3.3167,2.3519,3.3251,,,,2.083,1.2998,66.1708,3.0378,4.6422,0.8918,9.4208,21.3203,5.4077,5.0882,6.5546,6.0248,2.9055,9.2365,0.8889,4.4867,4.9188,7.6236,,,,3.5943,3.5528
2015/7/23,3.7073,3.1592,3.2493,6.6667,0,9.977,0,2.8537,1.7199,3.9062,4.5302,2.1505,4.2066,3.5191,5.9379,5.2566,,,,2.9457,3.2415,2.1721,6.4208,3.212,6.0504,,4.9272,,3.2658,0.6801,2.2948,4.4433,2.4363,3.1604,2.6136,7.9703,1.83,,,,2.2612,1.2496,20645009822,6555500675,3024436259,7136640000,12258551334,3523345760,12258551334,26604406131,1.88413E+11,8904219660,4262469585,18768474805,23647739974,21501422427,6371335543,1.07648E+11,,,,22332976000,8904219660,46.9231,390.9982,34.0463,24.896,40.7152,172.2837,23.3733,46.4695,28.3569,60.2977,59.1745,68.3681,20.5291,21.8652,76.8432,38.1916,,,,56.4439,35.3322,4.0268,2.7375,5.89,2.8091,4.1315,5.5469,2.3718,2.676,3.5166,2.2902,1.8183,3.8741,1.7399,3.4334,2.4916,3.4999,,,,2.1443,1.342,68.624,3.1337,4.793,0.9513,9.4208,23.4474,5.4082,5.2334,6.6674,6.2601,3.0371,9.4351,0.9263,4.6446,5.2109,8.0243,,,,3.7002,3.6682
2015/7/24,-2.7281,0,-1.4091,-1.8601,0,5.792,0,-2.7746,0.3623,-1.203,-1.2841,0.3509,-2.8329,0.5666,0,3.3294,,,,-1.9578,-1.0989,2.616,9.0247,4.2673,6.1289,,8.3212,,3.8833,1.0523,3.1088,5.564,3.5408,3.643,3.4521,9.5491,2.6447,,,,2.6111,1.0595,20081787541,6555500675,2981818557,7003890000,12258551334,3727419520,12258551334,25866249198,1.89096E+11,8797101228,4207734823,18834329102,22977832326,21623243518,6371335543,1.11232E+11,,,,21895734000,8797101228,45.6429,390.9982,33.5666,24.4329,40.7152,182.2625,23.3704,45.1801,28.4596,59.5723,58.4146,68.608,19.9475,21.9891,76.8432,39.4631,,,,55.3388,34.9422,3.9169,2.7375,5.807,2.7569,4.1315,5.8682,2.3715,2.6017,3.5294,2.2627,1.795,3.8877,1.6906,3.4529,2.4916,3.6165,,,,2.1023,1.3272,66.7518,3.1337,4.7255,0.9336,9.4208,24.8055,5.4075,5.0882,6.6915,6.1848,2.9981,9.4682,0.9001,4.6709,5.2109,8.2915,,,,3.6278,3.6277
2015/7/27,-9.9613,-10.0118,-10.0048,-10.0076,0,0,0,-9.9881,-9.988,-10.0457,-7.3171,-9.965,-9.9854,-9.8592,-9.9363,-10.0115,,,,-9.9846,-10,1.6213,5.2306,2.8949,3.8065,,,,3.2568,0.7039,2.2394,6.9091,2.6154,2.998,3.6142,6.0762,1.9565,,,,1.6704,1.599,18081377370,5899178464,2683494642,6302970000,12258551334,3727419520,12258551334,23282699932,1.70209E+11,7913374164,3899851787,16957481622,20683398632,19491374438,5738260164,1.00096E+11,,,,19709524000,7913374164,41.0963,351.8523,30.2083,21.9878,40.7152,182.2625,23.373,40.6675,25.6171,53.5878,54.1404,61.7712,17.9557,19.8212,69.2078,35.5123,,,,49.8134,31.4516,3.5267,2.4634,5.2261,2.481,4.1315,5.8682,2.3717,2.3419,3.1769,2.0354,1.6636,3.5003,1.5218,3.1125,2.244,3.2544,,,,1.8924,1.1946,60.1025,2.82,4.2527,0.8401,9.4208,24.8055,5.4081,4.58,6.0232,5.5635,2.7787,8.5247,0.8102,4.2104,4.6932,7.4614,,,,3.2655,3.2653
2015/7/28,-2.3631,-6.1518,3.7586,-7.0767,0,0,0,-5.5482,-3.7433,-4.7377,-2.8947,2.3301,0.9717,2.5,-7.6379,-5.7545,,,,-2.2184,5.1146,2.1348,5.4687,4.3419,4.0782,,,,3.146,0.6949,1.9368,5.211,2.7099,2.6469,2.8993,5.2455,1.5999,,,,1.7436,1.7897,17654105295,5536270888,2784356537,5856930000,12258551334,3727419520,12258551334,21990925299,1.63837E+11,7538459652,3786961340,17352607407,20884370926,19978658799,5299977210,94336000000,,,,19272282000,7538459652,40.1252,330.207,31.3437,20.4318,40.7152,182.2625,23.3656,38.4112,24.6581,51.049,52.5732,63.2105,18.1302,20.3167,63.9218,33.4687,,,,48.7084,33.0484,3.4434,2.3119,5.4225,2.3054,4.1315,5.8682,2.371,2.2119,3.058,1.9389,1.6155,3.5819,1.5366,3.1903,2.0726,3.0671,,,,1.8504,1.2552,58.6822,2.6465,4.4126,0.7807,9.4208,24.8055,5.4064,4.3259,5.7977,5.2999,2.6983,8.7234,0.8181,4.3156,4.3347,7.032,,,,3.1931,3.4311
2015/7/29,3.8504,6.1367,10,6.981,0,0,0,10.0699,3.6111,7.8153,6.8654,4.3643,5.4531,6.5041,8.5758,7.5984,,,,5.9337,3.8591,1.4153,3.9037,4.6247,3.2722,,,,3.0127,0.3884,1.4388,3.6112,1.6779,1.8077,1.8466,4.2513,1.3362,,,,1.1112,1.2901,18333856324,5876014151,3062792191,6265800000,12258551334,3727419520,12258551334,24205396099,1.69754E+11,8127611028,4046951459,18109931829,22023213928,21278083762,5754492866,1.01504E+11,,,,20415838000,8127611028,41.6701,350.4707,34.4781,21.8581,40.7152,182.2625,23.3632,42.2791,25.5486,55.0386,56.1825,65.9693,19.1188,21.6381,69.4036,36.0118,,,,51.5986,34.3215,3.576,2.4538,5.9647,2.4664,4.1315,5.8682,2.3708,2.4347,3.1684,2.0905,1.7264,3.7382,1.6204,3.3978,2.2503,3.3002,,,,1.9602,1.3036,60.9417,2.8089,4.8538,0.8352,9.4208,24.8055,5.4059,4.7615,6.0071,5.7141,2.8835,9.1041,0.8627,4.5963,4.7064,7.5663,,,,3.3826,3.5633
