ÈÕÆÚ,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH,000088.SZ,000507.SZ,000582.SZ,000905.SZ,001872.SZ,002040.SZ,201872.SZ,600017.SH,600018.SH,600190.SH,600279.SH,600317.SH,600717.SH,601000.SH,601008.SH,601018.SH,601228.SH,601298.SH,601326.SH,601880.SH,900952.SH
2014/1/2,5.4545,3.3395,0.444,-0.3906,2.218,0.1828,-0.1377,0.3937,-0.3788,-0.2639,0.2554,-0.5698,-2.924,-0.3268,-1.5873,0,,,,-1.1278,-0.2481,2.364,2.2191,0.6841,1.2405,0.9043,0.1895,0.0786,0.1871,0.1635,0.0727,0.4017,0.1225,0.8996,0.2476,0.7704,0.154,,,,0.2581,0.0671,12390775345,4278783643,1602284262,4062150000,7498309936,1347378560,7498309936,6708110733,1.10412E+11,5061345912,2685424257,3830524975,13900583696,6192572087,2814549530,31232000000,,,,8845742000,5061345912,31.898,47.7497,16.2141,12.3355,20.6804,85.4463,14.6229,9.7803,22.7745,48.9267,34.4561,14.7325,13.0225,6.9769,18.8691,10.9979,,,,17.0534,31.735,2.6103,1.7981,2.5205,1.774,2.6344,2.1744,1.8627,0.8282,2.4025,1.3435,1.2751,0.771,1.0957,1.0326,0.9507,1.0855,,,,0.8658,0.8714,40.2711,3.4062,2.529,0.8499,5.8402,7.9556,4.1295,1.5795,4.2501,4.1031,2.1148,2.0423,0.8361,1.361,1.9577,2.7407,,,,1.6672,2.6614
2014/1/3,-2.9781,-2.1544,-1.2378,-4.0523,-2.7898,-1.2774,-1.6552,-1.1765,-2.4715,-1.3228,0.1274,-2.0057,-2.1687,-2.9508,-2.1505,1.6393,,,,-1.5209,-0.2488,1.8517,1.7839,0.633,1.6328,0.7326,0.3162,0.1477,0.1844,0.2673,0.0972,0.4358,0.1875,0.6642,0.3442,0.8001,0.3165,,,,0.1779,0.0828,12021771063,4186601590,1582450504,3897540000,7289119640,1330167520,7289119640,6629191783,1.07683E+11,4994396892,2688845179,3753694961,13599125254,6009840452,2754021583,31744000000,,,,8711206000,4994396892,30.948,46.721,16.0134,11.8357,20.1034,84.3548,14.3922,9.6652,22.2117,48.2796,34.5,14.437,12.74,6.7711,23.0944,11.1782,,,,16.7941,31.6815,2.5325,1.7594,2.4893,1.7021,2.5609,2.1466,1.8333,0.8184,2.3431,1.3257,1.2767,0.7555,1.0719,1.0021,1.1636,1.1033,,,,0.8526,0.87,39.0718,3.3328,2.4976,0.8155,5.6772,7.854,4.0644,1.5609,4.145,4.0488,2.1175,2.0013,0.8179,1.3209,2.3961,2.7857,,,,1.6418,2.6569
2014/1/6,-3.7157,-4.5872,-4.6553,-4.6322,-4.4643,0,-2.0337,-3.5714,-6.6277,-2.681,-4.5802,-2.6316,-4.3103,-4.0541,-6.3187,-3.629,,,,-2.7027,-1.4963,1.0609,1.735,1.002,1.4046,0.7722,0.3497,0.1482,0.3068,0.2932,0.0944,0.4917,0.1982,0.9316,0.3036,1.2029,0.1905,,,,0.1998,0.1492,11575081670,3994555646,1508782262,3717000000,6963712514,1330167520,6963712514,6392434934,1.00546E+11,4860498852,2565691965,3654913515,13012956062,5766198271,2580003736,30592000000,,,,8475768000,4860498852,29.7981,44.5778,15.2679,11.2874,19.2059,84.3548,14.1035,9.32,20.7396,46.9852,32.9199,14.0571,12.1909,6.4966,21.6352,10.7725,,,,16.3402,31.2177,2.4384,1.6787,2.3734,1.6232,2.4465,2.1466,1.7966,0.7892,2.1878,1.2902,1.2182,0.7356,1.0257,0.9615,1.0901,1.0633,,,,0.8296,0.8572,37.62,3.1799,2.3814,0.7777,5.4238,7.854,3.9829,1.5052,3.8703,3.9403,2.0205,1.9487,0.7827,1.2673,2.2447,2.6846,,,,1.5975,2.618
2014/1/7,1.3423,0.3846,0.0939,0,0,0,0.5727,0.823,7.9332,1.3774,0.1333,0,1.0296,1.0563,0.2933,0.8368,,,,0.7937,-0.2532,1.0328,1.1564,0.8154,1.0095,0.4415,0.2568,0.1056,0.1784,0.5656,0.0891,0.3522,0.0896,0.5858,0.2321,0.6323,0.1143,,,,0.1557,0.1421,11730451894,4009919321,1510198959,3717000000,6963712514,1330167520,6963712514,6445047567,1.08522E+11,4927447872,2569112888,3654913515,13146937592,5827108816,2587569729,30848000000,,,,8543036000,4927447872,30.1981,44.7493,15.2823,11.2874,19.2059,84.3548,14.1797,9.3968,22.3849,47.6324,32.9638,14.0571,12.3164,6.5652,21.6986,10.8627,,,,16.4699,31.13,2.4712,1.6851,2.3757,1.6232,2.4465,2.1466,1.8063,0.7957,2.3614,1.308,1.2199,0.7356,1.0363,0.9716,1.0933,1.0722,,,,0.8362,0.8548,38.125,3.1922,2.3836,0.7777,5.4238,7.854,4.0044,1.5175,4.1774,3.9945,2.0232,1.9487,0.7907,1.2807,2.2512,2.707,,,,1.6102,2.6106
2014/1/8,-1.9868,-2.1073,2.0638,-0.7143,-1.8692,1.6636,-0.0712,-0.8163,-4.8356,0.5435,2.53,-0.9009,-1.9108,-3.8328,-1.462,-1.6598,,,,-0.7874,0.5076,0.994,1.3353,0.8117,0.8716,0.5869,0.4633,0.0799,0.1754,0.3792,0.0795,0.7132,0.1226,0.5217,0.4881,0.7578,0.1356,,,,0.1229,0.1299,11497396558,3925419106,1541366292,3690450000,6833549663,1352296000,6833549663,6392434934,1.03275E+11,4954227480,2634110417,3621986366,12895722224,5603770151,2549739762,30336000000,,,,8475768000,4954227480,29.5981,43.8063,15.5977,11.2068,18.8469,85.7582,14.179,9.32,21.3024,47.8913,33.7977,13.9305,12.0811,6.3136,21.3814,10.6824,,,,16.3402,31.307,2.4221,1.6496,2.4247,1.6116,2.4008,2.1823,1.8062,0.7892,2.2472,1.3151,1.2507,0.729,1.0165,0.9344,1.0773,1.0544,,,,0.8296,0.8597,37.3675,3.1249,2.4328,0.7722,5.3224,7.9846,4.0042,1.5052,3.9754,4.0162,2.0744,1.9311,0.7756,1.2316,2.2183,2.6621,,,,1.5975,2.6255
2014/1/9,-0.6757,-1.3699,-2.4816,-2.7338,-0.6122,-1.8182,0,-1.2346,2.439,-1.3514,-3.3766,-1.2121,-0.5195,-0.7246,0.5935,-0.8439,,,,-0.7937,-0.2525,1.0147,1.3317,0.8395,0.7904,0.4138,0.2795,0.1107,0.1785,0.3221,0.0699,0.6277,0.1699,0.4324,0.3922,1.0005,0.1091,,,,0.1127,0.0561,11419711446,3871646241,1503115475,3589560000,6791711604,1327708800,6791711604,6313515984,1.05794E+11,4887278460,2545166429,3578083501,12828731459,5563163121,2564871749,30080000000,,,,8408500000,4887278460,29.3981,43.2062,15.2106,10.9004,18.7316,84.1989,14.1857,9.205,21.822,47.2441,32.6565,13.7616,12.0183,6.2678,21.5083,10.5922,,,,16.2105,31.2433,2.4057,1.627,2.3645,1.5676,2.3861,2.1426,1.807,0.7794,2.302,1.2973,1.2085,0.7202,1.0112,0.9276,1.0837,1.0455,,,,0.823,0.8579,37.1151,3.0821,2.3724,0.751,5.2898,7.8395,4.0061,1.4866,4.0723,3.962,2.0044,1.9077,0.7716,1.2227,2.2315,2.6396,,,,1.5848,2.6201
2014/1/10,-2.551,-3.373,-4.3355,-3.1065,-2.4641,0.3704,-0.3561,-2.5,-0.7937,0,0,-1.5337,-0.3916,-1.0949,-3.5398,-1.7021,,,,-2.8,0,0.8543,1.5736,0.778,0.9741,0.4011,0.5166,0.0228,0.2047,0.1579,0.0626,,0.1587,0.4422,0.2331,0.9608,0.1317,,,,0.1595,0.041,11128392277,3741054999,1437947414,3478050000,6624359367,1332626240,6624359367,6155678084,1.04954E+11,4887278460,2545166429,3523204919,12778488386,5502252576,2474079829,29568000000,,,,8173062000,4887278460,28.6482,41.7488,14.5511,10.5618,18.27,84.5108,14.1118,8.9749,21.6488,47.2441,32.6565,13.5506,11.9712,6.1992,20.7469,10.4119,,,,15.7566,31.1916,2.3443,1.5722,2.262,1.5189,2.3273,2.1506,1.7976,0.76,2.2838,1.2973,1.2085,0.7091,1.0073,0.9175,1.0454,1.0277,,,,0.8,0.8565,36.1682,2.9781,2.2696,0.7277,5.1595,7.8685,3.9852,1.4494,4.04,3.962,2.0044,1.8785,0.7686,1.2093,2.1525,2.5947,,,,1.5404,2.6158
2014/1/13,-2.2688,-2.8747,-2.3645,3.6641,-1.193,-2.583,-1.787,0,-1.4,0.8219,0,0.9346,-1.9659,0.369,-0.6116,-0.4329,,,,0,-0.5063,1.1441,1.3285,0.599,1.0466,0.3624,0.273,0.0382,0.1447,0.1426,0.0782,,0.0788,0.4855,0.1599,0.676,0.0801,,,,0.1117,0.085,10875915663,3633509270,1403946687,3605490000,6545331922,1298204160,6545331922,6155678084,1.03485E+11,4927447872,2545166429,3556132068,12527273018,5522556091,2458947842,29440000000,,,,8173062000,4927447872,27.9982,40.5487,14.2071,10.9488,18.052,82.3278,13.8465,8.9749,21.3457,47.6324,32.6565,13.6772,11.7359,6.2221,20.62,10.3669,,,,15.7566,31.0042,2.2912,1.527,2.2085,1.5745,2.2996,2.095,1.7638,0.76,2.2518,1.308,1.2085,0.7158,0.9875,0.9209,1.039,1.0232,,,,0.8,0.8514,35.3477,2.8925,2.2159,0.7544,5.0979,7.6652,3.9103,1.4494,3.9834,3.9945,2.0044,1.896,0.7535,1.2138,2.1393,2.5835,,,,1.5404,2.6001
2014/1/14,5.3571,4.0169,1.5136,0.4418,6.321,3.7879,2.6201,1.7094,1.0142,2.7174,0,0.9259,1.3369,2.5735,1.5385,1.3043,,,,0.823,0.7634,1.3792,1.6035,0.5977,0.8036,0.7419,0.2707,0.1165,0.172,0.1233,0.1541,,0.0995,0.6611,0.2023,0.602,0.0711,,,,0.1017,0.0527,11458554002,3779464188,1425197142,3621420000,6959063840,1347378560,6959063840,6260903351,1.04534E+11,5061345912,2545166429,3589059217,12694749930,5664680696,2496777809,29824000000,,,,8240330000,5061345912,29.4981,42.1775,14.4221,10.9972,19.1931,85.4463,14.2045,9.1283,21.5622,48.9267,32.6565,13.8038,11.8928,6.3822,20.9372,10.5021,,,,15.8863,31.2306,2.4139,1.5883,2.242,1.5815,2.4449,2.1744,1.8094,0.7729,2.2746,1.3435,1.2085,0.7224,1.0007,0.9446,1.055,1.0366,,,,0.8065,0.8576,37.2413,3.0087,2.2494,0.7577,5.4202,7.9556,4.0114,1.4742,4.0238,4.1031,2.0044,1.9136,0.7635,1.245,2.1723,2.6172,,,,1.5531,2.6191
2014/1/15,-2.2034,-0.813,-0.0994,0.1466,0.1336,1.0949,-0.5674,-0.4202,-1.004,1.0582,0,-0.9174,-1.9789,0,0,-0.8584,,,,-0.4082,0,0.867,0.9407,0.6855,0.6102,0.4635,0.3343,0.0402,0.1398,0.1152,0.107,,0.103,0.4523,0.1292,0.5957,0.0713,,,,0.0917,0.0272,11206077389,3748736837,1423780445,3626730000,6968361187,1362130880,6968361187,6234597034,1.03485E+11,5114905128,2545166429,3556132068,12443534562,5664680696,2496777809,29568000000,,,,8206696000,5114905128,28.8482,41.8346,14.4078,11.0133,19.2188,86.3819,14.1416,9.0899,21.3457,49.4445,32.6565,13.6772,11.6574,6.3822,20.9372,10.4119,,,,15.8214,31.2691,2.3607,1.5754,2.2397,1.5838,2.4482,2.1982,1.8014,0.7697,2.2518,1.3577,1.2085,0.7158,0.9809,0.9446,1.055,1.0277,,,,0.8032,0.8586,36.4207,2.9842,2.2472,0.7588,5.4274,8.0427,3.9936,1.468,3.9834,4.1465,2.0044,1.896,0.7484,1.245,2.1723,2.5947,,,,1.5468,2.6223
2014/1/16,1.2132,0.8197,0.796,0.8785,-0.2001,0.361,0.7846,0,0.6085,0,0,0.6173,3.7685,0.3584,-1.5152,0,,,,0,-0.2525,1.1115,1.1984,0.7702,0.9247,0.5676,0.3354,0.1028,0.1818,0.1952,0.0768,,0.0811,1.0151,0.1334,0.6418,0.0965,,,,0.0961,0.0305,11342026334,3779464188,1435114020,3658590000,6954415167,1367048320,6954415167,6234597034,1.04114E+11,5114905128,2545166429,3578083501,12912469915,5684984211,2458947842,29568000000,,,,8206696000,5114905128,29.1982,42.1775,14.5224,11.11,19.1803,86.6937,14.2663,9.0899,21.4756,49.4445,32.6565,13.7616,12.0968,6.4051,20.62,10.4119,,,,15.8214,31.2208,2.3893,1.5883,2.2576,1.5977,2.4433,2.2061,1.8173,0.7697,2.2655,1.3577,1.2085,0.7202,1.0178,0.9479,1.039,1.0277,,,,0.8032,0.8573,36.8626,3.0087,2.2651,0.7655,5.4166,8.0717,4.0288,1.468,4.0077,4.1465,2.0044,1.9077,0.7766,1.2495,2.1393,2.5947,,,,1.5468,2.6182
2014/1/17,-1.5411,-2.439,-1.7769,-2.4673,-3.1417,-1.259,-1.3447,0,-3.0242,-2.8796,4.0323,-1.227,-2.7237,-1.7857,-1.8462,-1.7316,,,,-1.6393,0,0.7287,0.9817,0.5048,0.5571,0.4899,0.1612,0.0438,0.1465,0.1673,0.0582,1.1936,0.075,0.5165,0.1317,0.5127,0.1086,,,,0.1112,0.028,11167234833,3687282134,1409613475,3568320000,6735927525,1349837280,6735927525,6234597034,1.00966E+11,4967617284,2647794108,3534180636,12560768400,5583466636,2413551882,29056000000,,,,8072160000,4967617284,28.7482,41.1488,14.2644,10.8359,18.5777,85.6022,14.0686,9.0899,20.8261,48.0207,33.9733,13.5928,11.7673,6.2907,20.2393,10.2316,,,,15.5621,31.2085,2.3525,1.5496,2.2174,1.5583,2.3665,2.1783,1.7921,0.7697,2.197,1.3186,1.2572,0.7113,0.9901,0.931,1.0198,1.0099,,,,0.7901,0.857,36.2945,2.9353,2.2249,0.7466,5.2464,7.9701,3.973,1.468,3.8865,4.0271,2.0852,1.8843,0.7555,1.2272,2.0998,2.5498,,,,1.5214,2.6172
2014/1/20,-2.4348,-1.6667,-0.7035,-1.7857,-0.7591,1.275,0.2152,1.2658,-0.8316,-0.8086,-2.584,0,-3.0667,-1.0909,-0.3135,-0.8811,,,,0,-0.2532,0.5937,0.6922,0.3784,0.4084,0.2193,0.2392,0.0434,0.1413,0.0841,0.0261,0.4494,0.0677,0.6064,0.1073,0.5671,0.0638,,,,0.0693,0.0283,10895336941,3625827432,1399696596,3504600000,6684792119,1367048320,6684792119,6313515984,1.00126E+11,4927447872,2579375655,3534180636,12175571502,5522556091,2405985888,28800000000,,,,8072160000,4927447872,28.0482,40.463,14.164,10.6424,18.4367,86.6937,14.1062,9.205,20.653,47.6324,33.0954,13.5928,11.4064,6.2221,20.1759,10.1415,,,,15.5621,31.1509,2.2952,1.5237,2.2018,1.5305,2.3485,2.2061,1.7969,0.7794,2.1787,1.308,1.2247,0.7113,0.9597,0.9209,1.0166,1.001,,,,0.7901,0.8554,35.4108,2.8864,2.2092,0.7333,5.2066,8.0717,3.9836,1.4866,3.8542,3.9945,2.0313,1.8843,0.7323,1.2138,2.0933,2.5273,,,,1.5214,2.6124
2014/1/21,0.713,0.8475,0.8097,1.3636,1.669,0.5396,0.4295,0.8333,0.8386,1.087,1.1936,0.6211,1.1004,2.5735,1.8868,0.8889,,,,0.4167,0.5076,0.6422,0.6532,0.4708,0.4283,0.2749,0.3273,0.1455,0.1423,0.101,0.0521,0.3227,0.0716,0.4103,0.1097,0.4723,0.0594,,,,0.0797,0.0521,10973022053,3656554783,1411030172,3552390000,6796360277,1374424480,6796360277,6366128617,1.00966E+11,4981007088,2610163959,3556132068,12309553032,5664680696,2451381849,29056000000,,,,8105794000,4981007088,28.2482,40.8059,14.2787,10.7875,18.7444,87.1615,14.1617,9.2817,20.8261,48.1501,33.4905,13.6772,11.5319,6.3822,20.5566,10.2316,,,,15.6269,31.3003,2.3116,1.5366,2.2197,1.5513,2.3877,2.218,1.804,0.7859,2.197,1.3222,1.2394,0.7158,0.9703,0.9446,1.0358,1.0099,,,,0.7934,0.8595,35.6633,2.9109,2.2271,0.7433,5.2935,8.1153,3.9993,1.499,3.8865,4.0379,2.0555,1.896,0.7404,1.245,2.1328,2.5498,,,,1.5277,2.6249
2014/1/22,3.1858,3.3613,3.1124,2.6906,2.9412,0.5367,0.784,2.0661,3.5343,2.1505,2.097,2.1605,2.585,1.7921,2.4691,2.2026,,,,2.4896,0.5051,1.0591,1.0107,0.9189,0.8072,0.5083,0.4852,0.1316,0.2056,0.2572,0.0747,0.5261,0.1244,0.6598,0.2297,0.8414,0.1297,,,,0.1605,0.2569,11322605057,3779464188,1454947778,3647970000,6996253226,1381800640,6996253226,6497660200,1.04534E+11,5088125520,2664898721,3632962082,12627759165,5766198271,2511909796,29696000000,,,,8307598000,5088125520,29.1482,42.1775,14.7232,11.0778,19.2957,87.6292,14.2769,9.4735,21.5622,49.1856,34.1928,13.9727,11.83,6.4966,21.0641,10.457,,,,16.016,31.4692,2.3853,1.5883,2.2888,1.5931,2.458,2.2299,1.8187,0.8022,2.2746,1.3506,1.2654,0.7312,0.9954,0.9615,1.0613,1.0321,,,,0.8131,0.8641,36.7995,3.0087,2.2964,0.7633,5.4491,8.1588,4.0318,1.5299,4.0238,4.1248,2.0986,1.937,0.7595,1.2673,2.1854,2.6059,,,,1.5658,2.6391
2014/1/23,-0.6861,0.6098,-0.6816,0,-0.9967,0.3559,-0.5658,-0.8097,-1.4056,-0.7895,0.1284,0.3021,0,-1.4085,-0.3012,-0.431,,,,-0.8097,0,0.9183,1.1067,0.9262,0.6351,0.385,0.3702,0.023,0.1478,0.1657,0.0905,0.4854,0.1048,0.672,0.1421,0.5418,0.0932,,,,0.1195,0.0687,11244919945,3802509701,1445030899,3647970000,6926523128,1386718080,6926523128,6445047567,1.03065E+11,5047956108,2668319644,3643937798,12627759165,5684984211,2504343802,29568000000,,,,8240330000,5047956108,28.9482,42.4347,14.6228,11.0778,19.1034,87.9411,14.199,9.3968,21.2591,48.7973,34.2367,14.0149,11.83,6.4051,21.0007,10.4119,,,,15.8863,31.4795,2.3689,1.598,2.2732,1.5931,2.4335,2.2379,1.8087,0.7957,2.2426,1.3399,1.267,0.7334,0.9954,0.9479,1.0582,1.0277,,,,0.8065,0.8644,36.547,3.027,2.2808,0.7633,5.3948,8.1879,4.0098,1.5175,3.9673,4.0922,2.1013,1.9428,0.7595,1.2495,2.1788,2.5947,,,,1.5531,2.6399
2014/1/24,0.6908,2.0202,0.7843,1.0189,1.0067,0.7092,0.8535,0.8163,0.8147,1.5915,0.7692,0.6024,0.6631,1.4286,1.8127,1.2987,,,,1.2245,0,0.8344,1.3569,0.7426,0.6817,0.6167,0.3825,0.1145,0.2231,0.2105,0.1625,0.4961,0.156,0.6312,0.1982,0.6859,0.1062,,,,0.1618,0.1002,11322605057,3879328079,1456364475,3685140000,6996253226,1396552960,6996253226,6497660200,1.03904E+11,5128294932,2688845179,3665889231,12711497621,5766198271,2549739762,29952000000,,,,8341232000,5128294932,29.1482,43.2919,14.7375,11.1907,19.2957,88.5648,14.3008,9.4735,21.4323,49.5739,34.5,14.0993,11.9085,6.4966,21.3814,10.5471,,,,16.0808,31.4425,2.3853,1.6303,2.291,1.6093,2.458,2.2537,1.8217,0.8022,2.2609,1.3613,1.2767,0.7378,1.002,0.9615,1.0773,1.041,,,,0.8164,0.8634,36.7995,3.0882,2.2986,0.771,5.4491,8.2459,4.0386,1.5299,3.9996,4.1574,2.1175,1.9545,0.7646,1.2673,2.2183,2.6284,,,,1.5721,2.6368
2014/1/27,-3.0875,-2.9703,0.1946,-2.0173,-1.9934,-1.2324,-0.2116,-0.4049,-1.0101,0.2611,-2.1628,0.2994,-1.7128,-1.0563,-2.6706,-0.8547,,,,0.4032,-0.5025,0.8942,1.0486,0.7055,0.6423,0.397,0.4917,0.0618,0.2158,0.1602,0.152,0.4836,0.1638,0.5114,0.2177,0.6422,0.0989,,,,0.1586,0.13,10973022053,3764100512,1459197869,3610800000,6856793029,1379341920,6856793029,6471353884,1.02855E+11,5141684736,2630689495,3676864947,12493777635,5705287726,2481645822,29696000000,,,,8374866000,5141684736,28.2482,42.006,14.7662,10.9649,18.9111,87.4733,14.2584,9.4351,21.2158,49.7034,33.7538,14.1416,11.7045,6.4279,20.8104,10.457,,,,16.1456,31.2778,2.3116,1.5818,2.2954,1.5769,2.409,2.226,1.8163,0.7989,2.2381,1.3648,1.2491,0.7401,0.9848,0.9513,1.0486,1.0321,,,,0.8197,0.8589,35.6633,2.9965,2.3031,0.7555,5.3405,8.1443,4.0266,1.5237,3.9592,4.1682,2.0717,1.9604,0.7515,1.2539,2.1591,2.6059,,,,1.5785,2.623
2014/1/28,3.3628,3.2653,2.4272,1.9118,1.8983,-1.426,-1.0601,1.2195,3.6735,-1.3021,0.7802,-0.2985,2.4129,0.3559,1.8293,1.2931,,,,0.4016,-0.5051,1.0633,1.4442,1.0653,0.6586,0.5282,0.3137,0.0501,0.1487,0.3918,0.0773,0.3492,0.1446,0.7451,0.1251,0.4155,0.0998,,,,0.1074,0.039,11342026334,3887009917,1494615293,3679830000,6986955880,1359672160,6986955880,6550272833,1.06633E+11,5074735716,2651215031,3665889231,12795236077,5725591241,2527041782,30080000000,,,,8408500000,5074735716,29.1982,43.3777,15.1246,11.1745,19.27,86.2259,14.1119,9.5502,21.9952,49.0562,34.0172,14.0993,11.9869,6.4508,21.191,10.5922,,,,16.2105,31.1356,2.3893,1.6335,2.3512,1.607,2.4547,2.1942,1.7976,0.8087,2.3203,1.3471,1.2589,0.7378,1.0086,0.9547,1.0677,1.0455,,,,0.823,0.855,36.8626,3.0943,2.359,0.7699,5.4419,8.0282,3.9852,1.5423,4.1046,4.1139,2.0879,1.9545,0.7696,1.2584,2.1986,2.6396,,,,1.5848,2.6111
2014/1/29,-1.1986,-0.9881,-1.1374,0.1443,0.1996,1.085,0.4286,0.4016,-1.1811,0.2639,-0.7742,0,-0.3927,0,-0.2994,-1.2766,,,,-0.8,2.2843,0.8079,1.0455,0.6771,0.5988,0.343,0.3378,0.028,0.1297,0.1808,0.1001,0.3608,0.0933,0.5135,0.1157,0.3452,0.0752,,,,0.0994,0.4227,11206077389,3848600728,1477614929,3685140000,7000901899,1374424480,7000901899,6576579150,1.05374E+11,5088125520,2630689495,3665889231,12744993003,5725591241,2519475789,29696000000,,,,8341232000,5088125520,28.8482,42.949,14.9525,11.1907,19.3085,87.1615,14.1814,9.5885,21.7354,49.1856,33.7538,14.0993,11.9399,6.4508,21.1276,10.457,,,,16.0808,31.8573,2.3607,1.6174,2.3244,1.6093,2.4596,2.218,1.8065,0.8119,2.2929,1.3506,1.2491,0.7378,1.0046,0.9547,1.0645,1.0321,,,,0.8164,0.8748,36.4207,3.0637,2.3322,0.771,5.4528,8.1153,4.0048,1.5485,4.0562,4.1248,2.0717,1.9545,0.7666,1.2584,2.192,2.6059,,,,1.5721,2.6716
2014/1/30,2.773,0.3992,-0.1918,-0.8646,1.1288,-0.8945,0,-0.4,-0.996,0.2632,0.6502,-0.5988,-0.5256,-0.7092,-0.6006,0,,,,0,-0.4963,1.2001,0.6891,0.6016,0.3886,0.3827,0.2054,0.0356,0.0961,0.1251,0.0497,0.1841,0.0995,0.4166,0.1503,0.3191,0.0635,,,,0.0651,0.1446,11516817836,3863964403,1474781535,3653280000,7079929345,1362130880,7079929345,6550272833,1.04324E+11,5101515324,2647794108,3643937798,12678002238,5684984211,2504343802,29696000000,,,,8341232000,5101515324,29.6481,43.1205,14.9239,11.0939,19.5265,86.3819,14.1733,9.5502,21.5189,49.315,33.9733,14.0149,11.8771,6.4051,21.0007,10.457,,,,16.0808,31.6872,2.4262,1.6238,2.32,1.5954,2.4874,2.1982,1.8055,0.8087,2.2701,1.3542,1.2572,0.7334,0.9993,0.9479,1.0582,1.0321,,,,0.8164,0.8701,37.4307,3.076,2.3277,0.7644,5.5143,8.0427,4.0026,1.5423,4.0158,4.1356,2.0852,1.9428,0.7625,1.2495,2.1788,2.6059,,,,1.5721,2.6573
2014/2/7,-0.5059,-0.3976,0.0961,0.2907,-0.6566,2.1661,0.4267,0.4016,-0.4024,0.5249,0.5168,-0.3012,0,0,3.9275,0,,,,0.8065,-0.2494,0.9429,0.7022,0.5826,0.5892,0.3443,0.3218,0.0597,0.1385,0.1362,0.0571,0.3348,0.1311,0.4402,0.1723,1.171,0.0783,,,,0.1044,0.1196,11458554002,3848600728,1476198232,3663900000,7033442612,1391635520,7033442612,6576579150,1.03904E+11,5128294932,2661477798,3632962082,12678002238,5684984211,2602701716,29696000000,,,,8408500000,5128294932,29.4981,42.949,14.9382,11.1262,19.3983,88.2529,14.2533,9.5885,21.4323,49.5739,34.1489,13.9727,11.8771,6.4051,21.8255,10.457,,,,16.2105,31.6284,2.4139,1.6174,2.3222,1.6,2.471,2.2458,1.8156,0.8119,2.2609,1.3613,1.2637,0.7312,0.9993,0.9479,1.0997,1.0321,,,,0.823,0.8685,37.2413,3.0637,2.3299,0.7666,5.4781,8.2169,4.0252,1.5485,3.9996,4.1574,2.096,1.937,0.7625,1.2495,2.2644,2.6059,,,,1.5848,2.6524
2014/2/10,4.5763,2.5948,2.3033,3.7681,3.4369,1.9435,1.0623,1.6,2.4242,1.5666,2.4422,3.3233,2.5099,2.1429,1.7442,1.7241,,,,2,0.5,1.8003,1.452,1.2675,1.3639,0.8041,0.5902,0.1313,0.1777,0.2759,0.2121,0.9218,0.3274,0.8225,0.3134,1.1191,0.1601,,,,0.207,0.1538,11982928507,3948464619,1510198959,3801960000,7275173621,1418681440,7275173621,6681804416,1.06423E+11,5208633756,2726475328,3753694961,12996208371,5806805301,2648097676,30208000000,,,,8576670000,5208633756,30.8481,44.0635,15.2823,11.5454,20.0649,89.9681,14.4047,9.7419,21.9519,50.3505,34.9828,14.437,12.1752,6.5423,22.2062,10.6373,,,,16.5347,31.7834,2.5244,1.6593,2.3757,1.6603,2.556,2.2894,1.8349,0.8249,2.3157,1.3826,1.2946,0.7555,1.0244,0.9683,1.1189,1.0499,,,,0.8395,0.8728,38.9456,3.1432,2.3836,0.7955,5.6664,8.3766,4.0679,1.5733,4.0966,4.2225,2.1471,2.0013,0.7817,1.2762,2.3039,2.6509,,,,1.6165,2.6654
