ÈÕÆÚ,000089.SZ,600004.SH,600009.SH,600897.SH,000089.SZ,600004.SH,600009.SH,600897.SH,000089.SZ,600004.SH,600009.SH,600897.SH,000089.SZ,600004.SH,600009.SH,600897.SH,000089.SZ,600004.SH,600009.SH,600897.SH,000089.SZ,600004.SH,600009.SH,600897.SH
2015/4/21,1.5784,4.1841,2.8895,-1.3401,1.6559,2.073,1.4073,3.2015,15242461892,17181000000,28813103061,9208285200,56.8789,15.7965,24.2303,20.0946,1.9286,2.0235,2.7502,3.3037,5.1267,3.1082,8.8291,6.8083
2015/4/22,2.6637,1.4056,2.2011,3.0401,2.4747,1.9746,1.4089,3.7325,15648476415,17422500000,29447319371,9488226600,58.394,16.0186,24.7636,20.7055,1.98,2.0519,2.8107,3.4041,5.2633,3.1519,9.0235,7.0153
2015/4/23,-1.9459,-1.1221,0.3342,-2.0088,2.3684,1.635,1.5929,3.1029,15343965523,17227000000,29545732247,9297628200,57.2577,15.8388,24.8464,20.2896,1.9415,2.0289,2.8201,3.3358,5.1609,3.1165,9.0536,6.8744
2015/4/24,-1.9846,-2.0694,-0.7772,-4.9648,1.779,1.5441,1.213,5.0303,15039454630,16870500000,29316102204,8836022700,56.1214,15.5111,24.6533,19.2823,1.903,1.9869,2.7982,3.1701,5.0584,3.052,8.9833,6.5331
2015/4/27,1.4623,2.5222,1.7904,-0.6741,2.0335,1.6686,1.6593,3.4409,15259379164,17296000000,29840970874,8776460700,56.942,15.9023,25.0946,19.1523,1.9308,2.037,2.8483,3.1488,5.1324,3.129,9.1441,6.489
2015/4/28,-3.6585,-3.391,-4.0308,-5.1239,1.9938,1.4537,1.4902,3.3332,14701109194,16709500000,28638146837,8326767600,54.8588,15.363,24.0831,18.171,1.8601,1.968,2.7335,2.9874,4.9446,3.0229,8.7755,6.1566
2015/4/29,1.0357,2.0647,6.7201,2.5751,1.5231,1.4278,2.3431,2.0931,14853364640,17054500000,30562665296,8541190800,55.4269,15.6802,25.7015,18.6389,1.8794,2.0086,2.9172,3.0644,4.9959,3.0853,9.3653,6.3151
2015/4/30,2.3918,0.6069,-1.1449,1.6736,1.7741,1.9515,1.6012,2.5457,15633484868,17158000000,30212752849,8684139600,58.338,15.7754,25.4073,18.9508,1.9781,2.0208,2.8838,3.1157,5.2582,3.104,9.258,6.4208
2015/5/4,10.0111,5.8981,3.8002,-1.5432,3.5877,2.8684,2.0715,3.1204,17198572341,18170000000,31360903066,8550125100,64.1782,16.7059,26.3728,18.6584,2.1762,2.14,2.9934,3.0676,5.7846,3.2871,9.6099,6.3217
2015/5/5,-6.1678,-5.8861,-5.0907,-5.782,3.9165,1.8427,1.3024,2.4692,16137790832,17100500000,29764427526,8055760500,60.2198,15.7225,25.0303,17.5796,2.0419,2.014,2.841,2.8902,5.4279,3.0936,9.1207,5.9562
2015/5/6,0.8621,-0.6052,-0.8082,-3.3272,3.028,1.6147,1.7562,1.7561,16276909718,16997000000,29523862719,7787731500,60.739,15.6274,24.828,16.9947,2.0595,2.0018,2.818,2.794,5.4746,3.0749,9.0469,5.758
2015/5/7,-2.5641,-2.5034,-2.963,-2.2562,2.1432,1.3668,0.9829,1.4245,15859553059,16571500000,28649081601,7612023600,59.1815,15.2362,24.0923,16.6112,2.0067,1.9517,2.7345,2.731,5.3343,2.9979,8.7789,5.6281
2015/5/8,7.8947,6.2457,1.6794,2.23,3.0675,2.0599,1.0987,1.6134,17111623037,17606500000,29130211216,7781775300,63.8538,16.1878,24.4969,16.9817,2.1652,2.0736,2.7804,2.7919,5.7554,3.1852,8.9263,5.7536
2015/5/11,2.0325,1.7636,2.2898,2.9468,3.3843,1.2391,1.5091,2.0311,17459420253,17917000000,29797231818,8011089000,65.1516,16.4732,25.0579,17.4821,2.2092,2.1102,2.8441,2.8742,5.8724,3.2413,9.1307,5.9232
2015/5/12,0.5976,-0.8344,5.9083,0.5576,2.9233,1.475,2.4432,1.8898,17563759418,17767500000,31557728817,8055760500,65.541,16.3358,26.5383,17.5796,2.2224,2.0926,3.0121,2.8902,5.9075,3.2143,9.6702,5.9562
2015/5/13,-4.2574,-1.1003,-3.0146,-0.7763,2.6221,1.3497,1.6209,1.6147,16815995403,17572000000,30606404352,7993220400,62.7506,16.156,25.7383,17.4431,2.1277,2.0695,2.9213,2.8678,5.656,3.1789,9.3787,5.9099
2015/5/14,-0.9307,0.2618,-2.8582,-0.9687,1.8358,1.2494,1.4886,1.504,16659486656,17618000000,29731623234,7915789800,62.1666,16.1983,25.0027,17.2741,2.1079,2.075,2.8378,2.84,5.6033,3.1872,9.1106,5.8527
2015/5/15,-1.4614,-0.7833,0.1471,-2.0316,2.2703,0.9643,1.3744,1.4328,16416028605,17480000000,29775362290,7754972400,61.2581,16.0715,25.0395,16.9232,2.0771,2.0587,2.842,2.7823,5.5214,3.1623,9.124,5.7338
2015/5/18,-2.6483,-3.0263,2.0566,-0.1536,1.7703,0.9135,1.5312,1.2193,15981282084,16951000000,30387709073,7743060000,59.6358,15.5851,25.5544,16.8972,2.0221,1.9964,2.9005,2.778,5.3752,3.0666,9.3116,5.725
2015/5/19,1.8498,3.2564,2.5189,3.5385,1.5084,1.2321,1.7857,1.7458,16276909718,17503000000,31153142551,8017045200,60.739,16.0926,26.1981,17.4951,2.0595,2.0614,2.9735,2.8763,5.4746,3.1664,9.5462,5.9276
2015/5/20,2.3504,0.4599,7.1955,0.5201,2.5027,1.7629,3.4017,2.4321,16659486656,17583500000,33394769164,8058738600,62.1666,16.1666,28.0832,17.5861,2.1079,2.0709,3.1875,2.8913,5.6033,3.181,10.2331,5.9584
2015/5/21,3.8622,3.9895,9.9869,10.0148,2.7197,1.5961,3.1861,5.4545,17302911506,18285000000,36729872175,8865803700,64.5676,16.8116,30.8878,19.3473,2.1894,2.1535,3.5058,3.1808,5.8197,3.3079,11.2551,6.5551
2015/5/22,0.9045,4.6541,-1.6969,-1.3436,3.2353,2.6558,2.9612,4.431,17459420253,19136000000,36106590629,8746679700,65.1516,17.594,30.3637,19.0873,2.2092,2.2538,3.4463,3.1381,5.8724,3.4619,11.0641,6.467
2015/5/25,9.9602,7.5721,1.6051,10.0102,2.9178,2.6301,2.3612,7.0449,22014122907,20585000000,36686133119,9622241100,82.1474,18.9263,30.851,20.998,2.7854,2.4244,3.5016,3.4522,7.4043,3.724,11.2417,7.1144
2015/5/26,8.8768,0.5028,0.9836,5.1996,6.5503,2.5613,3.1599,6.6366,23968275121,20688500000,37046980330,10122561900,89.4395,19.0214,31.1545,22.0898,3.0327,2.4366,3.5361,3.6317,8.0615,3.7427,11.3522,7.4843
2015/5/27,7.1547,4.1134,-1.1216,4.9721,4.3579,2.4385,2.2359,6.397,25683143391,21539500000,36631459300,10625860800,95.8386,19.8038,30.8051,23.1881,3.2497,2.5368,3.4964,3.8123,8.6383,3.8967,11.2249,7.8564
2015/5/28,-1.7857,-7.9018,-8.7761,-4.5684,6.2789,2.2278,2.889,6.2283,25224515831,19837500000,33416638692,10140430500,94.1272,18.239,28.1016,22.1288,3.1917,2.3364,3.1896,3.6381,8.4841,3.5888,10.2398,7.4975
2015/5/29,1.1858,0.5217,-1.8652,3.1424,5.5392,1.7252,2.3034,6.7662,26248634637,19941000000,32793357146,10459087200,97.9487,18.3341,27.5774,22.8242,3.3212,2.3486,3.1301,3.7525,8.8285,3.6075,10.0488,7.7331
2015/6/1,5.3906,9.9769,6.002,3.9294,5.7167,2.2588,2.0739,3.9661,27663600098,21930500000,34761614661,10870065000,103.2287,20.1633,29.2326,23.721,3.5003,2.5829,3.318,3.8999,9.3044,3.9674,10.6519,8.037
2015/6/2,0.4448,4.8768,0.346,-0.6849,4.7451,3.3989,1.8639,3.443,27786640573,23000000000,34881897064,10795612500,103.6878,21.1467,29.3338,23.5586,3.5158,2.7088,3.3294,3.8732,9.3458,4.1609,10.6888,7.9819
2015/6/3,-4.9446,-1.4,-1.8809,-2.1241,4.2262,2.5356,1.8096,3.1779,26412688603,22678000000,34225811226,10566298800,98.5608,20.8506,28.7821,23.0582,3.342,2.6709,3.2668,3.7909,8.8837,4.1026,10.4877,7.8124
2015/6/4,0.5435,-2.8905,0.9904,-6.2007,3.683,1.4507,2.0626,3.3935,26556235824,22022500000,34564788909,9911116800,99.0965,20.2479,29.0671,21.6284,3.3602,2.5937,3.2992,3.5559,8.932,3.984,10.5916,7.328
2015/6/5,3.3977,1.3055,1.8665,6.0697,5.8815,1.7657,2.2264,4.4515,27458532640,22310000000,35209939983,10512693000,102.4635,20.5123,29.6096,22.9412,3.4743,2.6276,3.3607,3.7717,9.2355,4.0361,10.7893,7.7728
2015/6/8,-1.7924,3.866,5.4658,3.8527,4.0745,2.6345,3.9921,4.2464,26966370740,23172500000,37134458442,10917714600,100.6269,21.3053,31.2281,23.825,3.4121,2.7292,3.5444,3.917,9.0699,4.1921,11.379,8.0722
2015/6/9,-0.6844,-2.2333,3.033,-4.1735,3.8904,1.8369,3.9364,1.9997,26781810028,22655000000,38260739131,10462065300,99.9382,20.8295,32.1752,22.8307,3.3887,2.6682,3.6519,3.7535,9.0078,4.0985,11.7242,7.7353
2015/6/10,-2.2205,0.2538,2.6293,3.0458,3.3406,1.6636,4.0366,2.7624,26187114399,22712500000,39266737416,10780722000,97.7191,20.8823,33.0212,23.5261,3.3135,2.675,3.748,3.8679,8.8078,4.1089,12.0324,7.9709
2015/6/11,7.5959,1.2658,4.6784,5.3315,5.0327,2.6206,4.9437,3.7065,28176268743,23000000000,41103777763,11355495300,105.1418,21.1467,34.566,24.7804,3.5651,2.7088,3.9233,4.0741,9.4769,4.1609,12.5953,8.3959
2015/6/12,2.1834,0.4566,-0.1862,-1.5998,6.4706,1.7312,5.0598,2.4218,28791471117,22770000000,41027234415,11173831200,107.4374,20.9352,34.5017,24.3839,3.643,2.6817,3.916,4.0089,9.6838,4.1193,12.5719,8.2616
2015/6/15,9.9715,5.8586,7.2228,9.9947,6.2137,3.4719,7.1543,4.6856,31662415531,24104000000,43990555451,12290618700,118.1506,22.1617,36.9937,26.821,4.0062,2.8389,4.1988,4.4096,10.6494,4.3606,13.4799,9.0873
2015/6/16,-6.671,-7.1565,-9.9925,-10.0073,4.3955,2.005,6.0946,3.8181,29550220712,22379000000,39594780335,11060663400,110.2688,20.5757,33.2971,24.137,3.739,2.6357,3.7793,3.9683,9.939,4.0485,12.1329,8.1779
2015/6/17,-1.3879,3.443,-2.955,-4.1465,3.3743,2.4948,4.6246,2.9224,29140085796,23149500000,38424760591,10602036000,108.7383,21.2841,32.3131,23.1361,3.6871,2.7264,3.6676,3.8038,9.801,4.1879,11.7744,7.8388
2015/6/18,-2.9557,-1.9374,-3.1019,-3.2022,4.5154,2.3446,3.1315,2.5067,28278802472,22701000000,37232871318,10262532600,105.5244,20.8717,31.3108,22.3953,3.5781,2.6736,3.5538,3.6819,9.5113,4.1068,11.4092,7.5878
2015/6/19,-10.0073,-9.9797,-6.1674,-10.0029,3.2834,1.4697,2.6874,2.0748,25448871550,20435500000,34936570884,9110007900,94.9643,18.7888,29.3798,19.8802,3.22,2.4068,3.3346,3.2684,8.5595,3.6969,10.7055,6.7357
2015/6/23,1.4504,1.238,4.7887,-1.896,3.2518,1.36,3.0251,3.2313,25817992975,20688500000,36609589772,8937278100,96.3417,19.0214,30.7867,19.5032,3.2667,2.4366,3.4943,3.2065,8.6837,3.7427,11.2182,6.608
2015/6/24,1.8268,1.3897,2.4194,3.3322,3.2922,2.2071,3.6553,2.8248,26289648128,20976000000,37495305653,9235088100,98.1017,19.2857,31.5315,20.1531,3.3264,2.4705,3.5789,3.3133,8.8423,3.7947,11.4896,6.8281
2015/6/25,-6.7863,-6.7982,-7.9907,-6.5785,2.6771,1.858,3.0677,2.0291,24505561243,19550000000,34499180325,8627555700,91.4443,17.9747,29.0119,18.8274,3.1007,2.3025,3.2929,3.0954,8.2422,3.5367,10.5715,6.379
2015/6/26,-9.9582,-9.9412,-8.6529,-10.0104,2.773,2.3139,3.9231,3.029,22065258492,17606500000,31513989762,7763906700,82.3381,16.1878,26.5016,16.9427,2.7919,2.0736,3.008,2.7855,7.4215,3.1852,9.6568,5.7404
2015/6/29,-2.6022,3.3312,0.2776,9.9731,4.006,3.405,4.2263,5.2935,21491069609,18193000000,31601467873,8538212700,80.1955,16.727,26.5751,18.6324,2.7193,2.1427,3.0163,3.0633,7.2283,3.2913,9.6836,6.3129
2015/6/30,7.6336,6.8268,9.6886,6.7667,3.0277,2.9463,3.198,4.9593,23131609274,19435000000,34663201785,9115964100,86.3173,17.8689,29.1499,19.8932,2.9268,2.289,3.3086,3.2706,7.7801,3.5159,10.6218,6.7401
2015/7/1,-9.5745,-8.4024,-8.5804,-9.9641,3.0437,2.1059,3.1028,3.1208,20916880726,17802000000,31688945985,8207643600,78.0528,16.3675,26.6487,17.911,2.6466,2.0966,3.0247,2.9447,7.0352,3.2205,9.7104,6.0685
2015/7/2,-10,-10.0129,-4.2443,-8.0189,3.2995,2.861,2.979,3.268,18825192654,16019500000,30343970017,7549483500,70.2476,14.7286,25.5176,16.4747,2.3819,1.8867,2.8963,2.7086,6.3317,2.8981,9.2982,5.5819
2015/7/3,-10.0218,-6.5327,-2.6667,-8.0079,3.2423,2.7904,3.1139,3.5428,16938572039,14973000000,29534797483,6944929200,63.2075,13.7665,24.8372,15.1555,2.1432,1.7635,2.8191,2.4917,5.6971,2.7087,9.0503,5.1349
2015/7/6,-3.1477,4.8387,2.7027,-4.3739,5.4781,4.5812,2.9942,4.2719,16405396648,15697500000,30333035253,6641163000,61.2179,14.4326,25.5084,14.4926,2.0758,1.8488,2.8952,2.3827,5.5178,2.8398,9.2949,4.9103
2015/7/7,-10,-9.9634,-3.8212,-10,1.5435,3.4363,4.6008,2.6938,14764856983,14133500000,29173950272,5977046700,55.0961,12.9946,24.5337,13.0433,1.8682,1.6646,2.7846,2.1444,4.966,2.5569,8.9397,4.4192
2015/7/8,-10,-8.3808,-10.0075,-10.0149,0.2224,7.0945,3.3913,1.7672,13288371285,12949000000,26254368292,5378448600,49.5865,11.9056,22.0785,11.737,1.6814,1.5251,2.5059,1.9297,4.4694,2.3426,8.0451,3.9767
2015/7/9,0,10.0355,9.9958,10.0221,,1.5302,5.507,3.6678,13288371285,14248500000,28878711645,5917484700,49.5865,13.1004,24.2854,12.9133,1.6814,1.6781,2.7564,2.123,4.4694,2.5777,8.8492,4.3752
2015/7/10,0,10.0081,9.9962,10.0151,,1.2571,4.7387,2.8281,13226851047,15674500000,31765489333,6510126600,49.3569,14.4114,26.7131,14.2066,1.6736,1.8461,3.032,2.3357,4.4487,2.8356,9.7338,4.8134
2015/7/13,10.0775,9.978,9.9139,10.0183,0.5905,1.8153,4.5716,3.1431,14559789525,17238500000,34914701356,7162330500,54.3309,15.8494,29.3614,15.6299,1.8422,2.0303,3.3326,2.5697,4.8971,3.1186,10.6988,5.2956
2015/7/14,10,-1.6678,-5.8879,0.4574,0.0606,2.4613,3.9167,3.7,16015768478,16951000000,32858965730,7195089600,59.764,15.5851,27.6326,15.7014,2.0265,1.9964,3.1363,2.5814,5.3868,3.0666,10.0689,5.3198
2015/7/15,-1.4085,-9.498,-9.9834,-9.9752,7.751,1.7653,2.6725,2.6136,15790194274,15341000000,29578536539,6477367500,58.9222,14.1048,24.8739,14.1351,1.9979,1.8068,2.8232,2.3239,5.3109,2.7753,9.0637,4.7892
2015/7/16,4.026,4.7226,3.6229,2.3448,4.6362,1.4358,2.1237,2.2539,16425903394,16065500000,30650143408,6629250600,61.2944,14.7709,25.7751,14.4666,2.0784,1.8921,2.9255,2.3784,5.5247,2.9064,9.3921,4.9015
2015/7/17,9.9875,4.796,5.1374,8.7152,5.114,1.4887,2.3498,2.7317,18066443059,16836000000,32224749420,7207002000,67.4162,15.4793,27.0993,15.7274,2.2859,1.9829,3.0758,2.5857,6.0765,3.0458,9.8746,5.3286
2015/7/20,7.605,-0.5464,0,5.6198,5.7188,1.4146,2.6893,3.6978,19440395028,16744000000,32224749420,7612023600,72.5432,15.3948,27.0993,16.6112,2.4598,1.972,3.0758,2.731,6.5386,3.0291,9.8746,5.6281
2015/7/21,4.2194,1.0302,1.5609,-1.4867,4.9838,1.4669,2.1638,2.286,20260664860,16916500000,32727748562,7498855800,75.6041,15.5534,27.5223,16.3643,2.5636,1.9923,3.1238,2.6904,6.8145,3.0603,10.0287,5.5444
2015/7/22,-1.7206,-0.8158,-1.0692,-1.39,4.3357,1.2518,2.2033,1.8155,19912050182,16778500000,32377836115,7394622300,74.3032,15.4265,27.228,16.1368,2.5195,1.9761,3.0904,2.653,6.6973,3.0354,9.9215,5.4674
2015/7/23,3.5015,4.4551,2.7356,4.3496,3.9607,2.1134,2.9879,3.0869,20609279539,17526000000,33263551997,7716257100,76.905,16.1137,27.9728,16.8387,2.6077,2.0641,3.175,2.7684,6.9318,3.1706,10.1929,5.7052
2015/7/24,-3.2836,-2.4934,-2.2354,-3.4736,4.7964,1.6976,3.1783,2.3781,19932556927,17089000000,32519988047,7448228100,74.3798,15.712,27.3475,16.2538,2.5221,2.0127,3.104,2.6722,6.7042,3.0915,9.965,5.507
2015/7/27,-9.9794,-10.0269,-9.9866,-2.599,4.4863,1.6584,2.7456,3.9244,17943402584,15375500000,29272363148,7254651600,66.9571,14.1365,24.6165,15.8314,2.2704,1.8109,2.794,2.6028,6.0351,2.7815,8.9699,5.3639
2015/7/28,-8.1143,0.1496,2.3907,-2.2578,4.4236,2.0183,3.5118,2.6182,16487423631,15398500000,29972188042,7090856100,61.524,14.1577,25.205,15.4739,2.0862,1.8136,2.8608,2.544,5.5454,2.7857,9.1843,5.2428
2015/7/29,8.209,4.6303,3.9767,2.058,3.1751,1.0432,1.7222,2.4439,17840868855,16111500000,31164077315,7236783000,66.5745,14.8132,26.2073,15.7924,2.2574,1.8975,2.9746,2.5964,6.0006,2.9147,9.5495,5.3507
2015/7/30,-3.4483,-2.1413,-2.7018,0.0412,3.4197,1.2767,1.68,4.759,17225666480,15766500000,30322100489,7239761100,64.2788,14.496,25.4992,15.7989,2.1796,1.8569,2.8942,2.5974,5.7937,2.8523,9.2915,5.3529
2015/7/31,-1.0714,0.5835,1.9113,-6.5405,2.0729,0.8199,2.3636,2.368,17041105768,15858500000,30901642979,6766243200,63.5901,14.5806,25.9866,14.7655,2.1562,1.8677,2.9495,2.4276,5.7316,2.8689,9.4691,5.0028
2015/8/3,-2.1661,2.7556,6.4756,-7.5264,2.0809,1.0768,4.0405,1.8678,16671984344,16295500000,32902704786,6256988100,62.2127,14.9824,27.6694,13.6542,2.1095,1.9192,3.1405,2.2449,5.6075,2.948,10.0823,4.6262
2015/8/4,8.1181,3.8109,2.2267,6.0923,2.851,1.1158,2.7677,1.8066,18025429567,16916500000,33635333972,6638184900,67.2632,15.5534,28.2855,14.4861,2.2808,1.9923,3.2104,2.3816,6.0627,3.0603,10.3068,4.9081
2015/8/5,-4.8919,-1.9714,-3.316,-0.314,2.9681,0.9439,2.0108,2.0458,17143639497,16583000000,32519988047,6617338200,63.9727,15.2467,27.3475,14.4406,2.1692,1.9531,3.104,2.3741,5.7661,3,9.965,4.8927
2015/8/6,-1.555,0.208,2.7572,0.045,1.5936,0.843,1.9798,1.3473,16877051802,16617500000,33416638692,6620316300,62.9779,15.2785,28.1016,14.4471,2.1355,1.9571,3.1896,2.3752,5.6765,3.0062,10.2398,4.8949
2015/8/7,2.5516,1.7993,0.7853,3.3738,1.945,0.9368,1.6188,1.4887,17307693464,16916500000,33679073028,6843673800,64.5849,15.5534,28.3223,14.9345,2.1899,1.9923,3.2146,2.4553,5.8213,3.0603,10.3202,5.06
2015/8/10,6.872,5.9143,3.7338,5.396,3.4167,1.6655,2.4359,2.1071,18497084721,17917000000,34936570884,7212958200,69.0232,16.4732,29.3798,15.7404,2.3404,2.1102,3.3346,2.5878,6.2213,3.2413,10.7055,5.333
2015/8/11,-0.3326,-0.8344,-1.9405,1.3625,3.4174,1.1262,2.4436,2.8631,18435564483,17767500000,34258615518,7311235500,68.7936,16.3358,28.8096,15.9548,2.3327,2.0926,3.2699,2.6231,6.2006,3.2143,10.4978,5.4057
2015/8/12,-2.8921,-3.5599,-2.9365,-4.3992,2.4106,0.766,1.9826,1.918,17902389092,17135000000,33252617233,6989600700,66.804,15.7543,27.9636,15.253,2.2652,2.0181,3.1739,2.5077,6.0213,3.0999,10.1895,5.1679
2015/8/13,3.3219,2.4161,5.1628,2.0026,2.7672,0.6438,2.7298,2.1448,18497084721,17549000000,34969375176,7129571400,69.0232,16.1349,29.4073,15.5584,2.3404,2.0668,3.3378,2.5579,6.2213,3.1748,10.7156,5.2714
2015/8/14,2.5499,0.7208,0.3752,9.9833,3.7981,0.9703,2.363,6.472,18968739874,17675500000,35100592344,7841337300,70.7832,16.2512,29.5177,17.1116,2.4001,2.0817,3.3503,2.8133,6.38,3.1976,10.7558,5.7976
2015/8/17,3.8919,3.7085,2.5234,9.9886,3.4341,1.3627,1.7476,7.7468,19706982723,18331000000,35986308225,8624577600,73.538,16.8539,30.2625,18.8209,2.4935,2.1589,3.4348,3.0943,6.6283,3.3162,11.0272,6.3767
2015/8/18,-9.9896,-7.34,-9.997,-10.0138,4.0072,1.873,2.2706,4.6567,17738335126,16985500000,32388770879,7760928600,66.1919,15.6168,27.2372,16.9362,2.2444,2.0005,3.0915,2.7844,5.9661,3.0728,9.9248,5.7382
2015/8/19,1.0405,3.1144,0.3376,2.3408,2.341,0.9307,2.0134,3.3193,17922895838,17514500000,32498118519,7942592700,66.8806,16.1032,27.3292,17.3326,2.2678,2.0628,3.1019,2.8496,6.0282,3.1685,9.9583,5.8725
2015/8/20,-4.4622,-1.8385,-5.3115,-4.012,1.9138,0.8986,1.4286,2.1164,17123132751,17192500000,30409578601,7623936000,63.8962,15.8071,25.5728,16.6372,2.1666,2.0249,2.9026,2.7353,5.7592,3.1103,9.3183,5.6369
2015/8/21,-7.6647,-5.2174,-6.2208,-2.4609,2.6447,0.8783,2.3185,3.0429,15810701020,16295500000,28517864434,7436315700,58.9988,14.9824,23.982,16.2278,2.0005,1.9192,2.722,2.668,5.3178,2.948,8.7387,5.4982
2015/8/24,-9.987,-10.0212,-9.5092,-10.012,2.6096,1.0809,3.9878,1.1529,14231681592,14662500000,25806042969,6691790700,53.1065,13.481,21.7015,14.6031,1.8007,1.7269,2.4632,2.4009,4.7867,2.6526,7.9077,4.9477
2015/8/25,-9.9424,-9.7255,2.0339,-10.0134,3.7391,1.5076,4.1381,1.8954,12816716131,13236500000,26330911640,6021718200,47.8265,12.1699,22.1429,13.1408,1.6217,1.5589,2.5133,2.1604,4.3108,2.3946,8.0685,4.4523
2015/8/26,2.24,2.954,3.9867,6.4293,3.0607,1.1459,2.7988,3.1968,13103810573,13627500000,27380648981,6408871200,48.8978,12.5294,23.0256,13.9857,1.658,1.605,2.6134,2.2993,4.4074,2.4653,8.3902,4.7385
2015/8/27,6.5728,5.654,8.746,0.4182,2.0015,0.8662,2.3211,2.4625,13965093897,14398000000,29775362290,6435674100,52.1117,13.2378,25.0395,14.0442,1.767,1.6957,2.842,2.309,4.697,2.6047,9.124,4.7583
2015/8/28,6.9016,5.6709,3.7826,8.746,2.427,1.2247,3.0859,3.2932,14928910950,15214500000,30901642979,6998535000,55.7083,13.9885,25.9866,15.2725,1.889,1.7919,2.9495,2.5109,5.0212,2.7524,9.4691,5.1745
2015/8/31,-4.9451,-3.7793,-3.5386,0.4681,1.8987,0.7291,1.8122,2.4295,14190668101,14639500000,29808166582,7031294100,52.9535,13.4598,25.0671,15.3439,1.7955,1.7242,2.8452,2.5227,4.7729,2.6484,9.1341,5.1987
2015/9/1,-5.7803,-4.8704,-7.2634,-9.8687,1.9472,0.7054,2.1367,1.8678,13370398268,13926500000,27643083316,6337396800,49.8926,12.8043,23.2463,13.8297,1.6918,1.6402,2.6385,2.2737,4.497,2.5194,8.4706,4.6857
2015/9/2,-1.8405,3.0553,5.894,-6.7199,2.2383,1.5253,4.0994,4.6143,13124317318,14352000000,29272363148,5911528500,48.9743,13.1955,24.6165,12.9003,1.6606,1.6903,2.794,2.1209,4.4143,2.5964,8.9699,4.3708
2015/9/7,2.0312,-1.6026,-3.6608,-1.0076,1.4448,1.1249,1.875,2.228,13390905014,14122000000,28200756279,5851966500,49.9691,12.984,23.7153,12.7704,1.6943,1.6632,2.6917,2.0995,4.5039,2.5548,8.6415,4.3268
2015/9/8,4.7473,2.9316,6.8244,2.4936,1.3039,0.6883,1.7027,2.1252,14026614134,14536000000,30125274737,5997893400,52.3413,13.3647,25.3337,13.0888,1.7748,1.712,2.8754,2.1519,4.7177,2.6297,9.2312,4.4347
2015/9/9,2.924,1.6614,1.3067,2.1847,2.1181,1.097,2.5125,2.8476,14436749050,14777500000,30518926240,6128929800,53.8718,13.5867,25.6648,13.3748,1.8267,1.7404,2.913,2.1989,4.8557,2.6734,9.3519,4.5315
2015/9/10,-2.8409,-2.4125,-2.1856,-3.7901,1.4598,0.5177,0.8738,2.1352,14026614134,14421000000,29851905638,5896638000,52.3413,13.259,25.1038,12.8679,1.7748,1.6984,2.8493,2.1156,4.7177,2.6089,9.1475,4.3598
2015/9/11,1.9006,-0.2392,4.2857,-0.1515,1.2124,0.5207,1.9422,1.3946,14293201830,14386500000,31131273023,5887703700,53.3361,13.2272,26.1797,12.8484,1.8085,1.6944,2.9714,2.1124,4.8074,2.6026,9.5395,4.3532
2015/9/14,-7.4605,-4.7162,-6.8142,-9.6611,1.5884,0.6534,1.8404,1.6947,13226851047,13708000000,29009928812,5318886600,49.3569,12.6034,24.3958,11.6071,1.6736,1.6145,2.769,1.9083,4.4487,2.4799,8.8895,3.9326
2015/9/15,-2.3256,-2.9362,-0.4146,-6.8869,1.3098,0.443,1.5778,1.5154,12919249860,13305500000,28889646409,4952580300,48.2091,12.2333,24.2946,10.8077,1.6347,1.5671,2.7575,1.7769,4.3453,2.4071,8.8526,3.6618
2015/9/16,8.4127,7.433,7.4565,8.1179,1.1081,0.8895,1.5104,1.8345,14006107388,14294500000,31043794911,5354623800,52.2648,13.1426,26.1061,11.685,1.7722,1.6835,2.9631,1.9211,4.7108,2.586,9.5127,3.959
2015/9/17,-2.489,-3.9421,-4.1212,-3.6707,1.5912,0.8976,1.5682,1.6127,13657492709,13731000000,29764427526,5158069200,50.9639,12.6246,25.0303,11.2561,1.7281,1.6172,2.841,1.8506,4.5936,2.484,9.1207,3.8137
2015/9/18,0.6006,-0.1675,0.4041,2.7136,0.8864,0.3955,0.7989,1.2698,13739519693,13708000000,29884709930,5298039900,51.27,12.6034,25.1314,11.5616,1.7385,1.6145,2.8525,1.9008,4.6212,2.4799,9.1575,3.9172
2015/9/21,2.6866,1.8456,2.5979,2.5295,1.1432,0.4995,0.8735,1.1824,14108641117,13961000000,30661078172,5432054400,52.6474,12.836,25.7843,11.854,1.7852,1.6443,2.9266,1.9489,4.7453,2.5257,9.3954,4.0163
2015/9/22,-0.2907,1.318,0.9272,2.3026,1.3579,0.7467,1.2532,1.6716,14067627626,14145000000,30945382035,5557134600,52.4944,13.0052,26.0234,12.127,1.78,1.6659,2.9537,1.9938,4.7315,2.5589,9.4825,4.1088
2015/9/23,-2.4781,-2.6016,-3.5336,-3.9657,1.1724,0.4193,0.8673,1.5822,13719012947,13777000000,29851905638,5336755200,51.1935,12.6668,25.1038,11.6461,1.7359,1.6226,2.8493,1.9147,4.6143,2.4924,9.1475,3.9458
2015/9/24,2.0927,1.0017,3.4066,2.0089,0.9049,0.3837,1.0924,1.1979,14006107388,13915000000,30868838687,5443966800,52.2648,12.7937,25.959,11.88,1.7722,1.6388,2.9464,1.9532,4.7108,2.5173,9.4591,4.0251
