ÈÕÆÚ,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH
2014/1/2,0,0.3275,-1.6427,0.2849,1.7045,0.8097,-0.8264,0,,-0.7186,,0.4386,0.228,0.2778,0.6809,0.1792,0.1182,0.0578,,0.5416,1692935952,3913796929,10099983163,5950371303,3118804860,19750991250,9064169873,24670635957,,2524438966,-0.3781,45.8877,-7.0953,182.3097,523.9316,-10.9937,-5.189,143.1763,,17.0886,-0.3303,2.0676,0.7682,0.9179,1.6171,1.2238,1.1446,1.3918,,1.5415,1.2606,7.3044,1.4315,0.7996,2.9376,0.8471,4.414,0.5443,,3.4236
2014/1/3,0,-1.5234,-3.1315,-4.8295,-2.2346,-2.008,-1.25,-2.1212,,-2.1713,,0.5608,0.3474,0.9822,0.5352,0.2014,0.1762,0.1015,,1.0538,1692935952,3854174343,9783699766,5662995417,3049110897,19354385000,8950867749,24147319437,,2469626058,-0.3781,45.1886,-6.8731,173.505,512.2236,-10.7729,-5.1241,140.1392,,16.7176,-0.3303,2.0361,0.7442,0.8736,1.581,1.1992,1.1303,1.3623,,1.508,1.2606,7.1931,1.3867,0.761,2.872,0.8301,4.3588,0.5328,,3.3492
2014/1/6,0,-4.1989,-4.9569,-3.5821,-3.7143,-5.3279,-3.7975,-3.4056,,-0.4932,,0.6807,0.3324,0.4409,0.8098,0.2439,0.2135,0.0834,,0.6211,1692935952,3692341608,9298731889,5460141849,2935858207,18323208750,8610961379,23324964905,,2457445411,-0.3781,43.2912,-6.5324,167.2899,493.1982,-10.199,-4.9295,135.3667,,16.6351,-0.3303,1.9506,0.7073,0.8423,1.5222,1.1353,1.0874,1.3159,,1.5006,1.2606,6.8911,1.3179,0.7337,2.7653,0.7859,4.1933,0.5147,,3.3327
2014/1/7,0,1.3841,0,-0.9288,1.1869,0.4329,1.3158,0.9615,,-0.1239,,0.4261,0.2047,0.6664,0.3381,0.2002,0.1037,0.0522,,0.5646,1692935952,3743446682,9298731889,5409428458,2970705188,18402530000,8724263503,23549243414,,2454400250,-0.3781,43.8904,-6.5324,165.7361,499.0522,-10.2431,-4.9944,136.6683,,16.6145,-0.3303,1.9776,0.7073,0.8345,1.5403,1.1402,1.1017,1.3286,,1.4987,1.2606,6.9865,1.3179,0.7269,2.7981,0.7893,4.2485,0.5196,,3.3286
2014/1/8,0,-1.1377,-0.6803,-0.9375,-0.8798,-2.1552,-2.1645,-1.2698,,-0.8685,,0.3586,0.1674,0.3305,0.3413,0.1821,0.1409,0.0558,,0.4512,1692935952,3700859120,9235475210,5358715066,2944569952,18005923750,8535426630,23250205402,,2433084118,-0.3781,43.3911,-6.488,164.1823,494.6617,-10.0224,-4.8863,134.9328,,16.4702,-0.3303,1.9551,0.7025,0.8266,1.5268,1.1157,1.0778,1.3117,,1.4857,1.2606,6.907,1.309,0.7201,2.7735,0.7723,4.1565,0.513,,3.2997
2014/1/9,0,-2.9919,-0.2283,0.3155,-0.8876,-1.7621,-0.885,-0.9646,,-4.8811,,0.4914,0.147,0.4294,0.4064,0.2554,0.1638,0.0576,,0.7342,1692935952,3590131460,9214389650,5375619530,2918434716,17688638750,8459891881,23025926893,,2314322816,-0.3781,42.0928,-6.4732,164.7002,490.2712,-9.8458,-4.843,133.6312,,15.6663,-0.3303,1.8966,0.7009,0.8293,1.5132,1.096,1.0683,1.299,,1.4132,1.2606,6.7004,1.306,0.7224,2.7489,0.7587,4.1197,0.5081,,3.1386
2014/1/10,0,-3.9146,-3.8902,-0.6289,-0.2985,-1.3453,-0.8929,-0.974,,-4.0789,,0.5359,0.2005,0.3265,0.2998,0.156,0.1665,0.0867,,0.8871,1692935952,3449592506,8855935133,5341810602,2909722970,17450675000,8384357132,22801648385,,2219922806,-0.3781,40.4451,-6.2213,163.6644,488.8077,-9.7133,-4.7998,132.3296,,15.0273,-0.3303,1.8224,0.6736,0.824,1.5087,1.0812,1.0588,1.2864,,1.3555,1.2606,6.4381,1.2552,0.7178,2.7407,0.7485,4.083,0.5031,,3.0106
2014/1/13,0,0.9877,-0.4762,-3.481,0,0.4545,-0.4505,0,,0.9602,,0.3543,0.1347,0.9539,0.2793,0.1129,0.0874,0.1191,,0.3558,1692935952,3483662555,8813764013,5155861499,2909722970,17529996250,8346589758,22801648385,,2241238938,-0.3781,40.8445,-6.1917,157.9672,488.8077,-9.7575,-4.7782,132.3296,,15.1715,-0.3303,1.8404,0.6704,0.7954,1.5087,1.0862,1.054,1.2864,,1.3685,1.2606,6.5017,1.2492,0.6928,2.7407,0.7519,4.0646,0.5031,,3.0395
2014/1/14,0,1.5892,1.9139,-0.3279,1.7964,1.3575,1.81,0.6557,,1.4946,,0.3502,0.0975,1.2307,0.2241,0.1317,0.095,0.0721,,0.3438,1692935952,3539026386,8982448492,5138957035,2961993443,17767960000,8497659256,22951167390,,2274735715,-0.3781,41.4937,-6.3102,157.4493,497.5887,-9.8899,-4.8646,133.1973,,15.3983,-0.3303,1.8696,0.6832,0.7927,1.5358,1.1009,1.0731,1.2948,,1.389,1.2606,6.605,1.2731,0.6906,2.7899,0.7621,4.1381,0.5064,,3.0849
2014/1/15,0,2.6474,-1.8779,-1.3158,-0.5882,-0.4464,-1.7778,0,,-0.1339,,0.5543,0.115,1.0385,0.2048,0.0918,0.1374,0.0835,,0.3405,1692935952,3632719022,8813764013,5071339179,2944569952,17688638750,8346589758,22951167390,,2271690554,-0.3781,42.5922,-6.1917,155.3776,494.6617,-9.8458,-4.7782,133.1973,,15.3777,-0.3303,1.9191,0.6704,0.7823,1.5268,1.096,1.054,1.2948,,1.3871,1.2606,6.7798,1.2492,0.6815,2.7735,0.7587,4.0646,0.5064,,3.0808
2014/1/16,0,-1.2896,0.4785,0.3333,0.8876,0.4484,0.4525,0.3257,,0.6702,,0.4114,0.0986,1.2868,0.3922,0.1312,0.0855,0.0568,,0.4892,1692935952,3585872704,8855935133,5088243643,2970705188,17767960000,8384357132,23025926893,,2286916362,-0.3781,42.0429,-6.2213,155.8955,499.0522,-9.8899,-4.7998,133.6312,,15.4807,-0.3303,1.8944,0.6736,0.7849,1.5403,1.1009,1.0588,1.299,,1.3964,1.2606,6.6924,1.2552,0.6838,2.7981,0.7621,4.083,0.5081,,3.1015
2014/1/17,0,-0.9501,0,-1.3289,-2.6393,-2.6786,-0.9009,1.2987,,-2.3968,,0.2901,0.088,1.1378,0.3426,0.149,0.077,0.1507,,0.375,1692935952,3551802654,8855935133,5020625787,2892299479,17292032500,8308822383,23324964905,,2232103453,-0.3781,41.6435,-6.2213,153.8238,485.8807,-9.625,-4.7565,135.3667,,15.1097,-0.3303,1.8764,0.6736,0.7745,1.4996,1.0714,1.0492,1.3159,,1.363,1.2606,6.6288,1.2552,0.6747,2.7243,0.7417,4.0462,0.5147,,3.0271
2014/1/20,0,-0.7194,-1.6667,-2.0202,-0.9036,0,-0.4545,-2.2436,,0.1364,,0.2204,0.1084,1.0021,0.2644,0.1041,0.078,0.0737,,0.2901,1692935952,3526250117,8708336214,4919199004,2866164243,17292032500,8271055009,22801648385,,2235148614,-0.3781,41.3439,-6.1177,150.7163,481.4902,-9.625,-4.7349,132.3296,,15.1303,-0.3303,1.8629,0.6624,0.7588,1.4861,1.0714,1.0445,1.2864,,1.3648,1.2606,6.5811,1.2343,0.661,2.6997,0.7417,4.0278,0.5031,,3.0313
2014/1/21,0,5.4348,0.9685,1.3746,0.9119,0.9174,0.9132,0.6557,,1.0899,,1.0629,0.0732,0.5889,0.2307,0.0853,0.0781,0.0708,,0.2922,1692935952,3717894145,8792678453,4986816859,2892299479,17450675000,8346589758,22951167390,,2259509907,-0.3781,43.5908,-6.1769,152.788,485.8807,-9.7133,-4.7782,133.1973,,15.2952,-0.3303,1.9641,0.6688,0.7693,1.4996,1.0812,1.054,1.2948,,1.3797,1.2606,6.9388,1.2462,0.6701,2.7243,0.7485,4.0646,0.5064,,3.0643
2014/1/22,0,9.9656,2.3981,3.3898,1.8072,2.7273,2.2624,2.2801,,2.6954,,2.2231,0.1531,1.0614,0.4404,0.194,0.1238,0.082,,0.6417,1692935952,4088405933,9003534052,5155861499,2944569952,17926602500,8535426630,23474483911,,2320413139,-0.3781,47.9349,-6.325,157.9672,494.6617,-9.9782,-4.8863,136.2344,,15.7075,-0.3303,2.1599,0.6848,0.7954,1.5268,1.1107,1.0778,1.3243,,1.4169,1.2606,7.6303,1.2761,0.6928,2.7735,0.7689,4.1565,0.518,,3.1469
2014/1/23,0,-0.5208,-0.7026,-0.3279,0,0.4425,-0.4425,-0.9554,,-0.1312,,3.6603,0.1306,0.5795,0.3201,0.1728,0.0787,0.079,,0.5188,1692935952,4067112152,8940277372,5138957035,2944569952,18005923750,8497659256,23250205402,,2317367978,-0.3781,47.6852,-6.2806,157.4493,494.6617,-10.0224,-4.8646,134.9328,,15.6869,-0.3303,2.1486,0.68,0.7927,1.5268,1.1157,1.0731,1.3117,,1.415,1.2606,7.5906,1.2671,0.6906,2.7735,0.7723,4.1381,0.513,,3.1428
2014/1/24,0,-1.1518,0.4717,0.9868,0.5917,0.4405,0.4444,0.9646,,0.9198,,1.9215,0.1649,0.8011,0.4906,0.1742,0.1527,0.0665,,0.6101,1692935952,4020265834,8982448492,5189670427,2961993443,18085245000,8535426630,23474483911,,2338684109,-0.3781,47.136,-6.3102,159.0031,497.5887,-10.0665,-4.8863,136.2344,,15.8312,-0.3303,2.1239,0.6832,0.8006,1.5358,1.1206,1.0778,1.3243,,1.428,1.2606,7.5031,1.2731,0.6974,2.7899,0.7757,4.1565,0.518,,3.1717
2014/1/27,0,-1.6949,-2.8169,-0.3257,-0.8824,-2.193,-0.885,0.9554,,0,,1.3548,0.2389,0.6571,0.3354,0.1686,0.1186,0.0917,,0.3954,1692935952,3952125735,8729421774,5172765963,2935858207,17688638750,8459891881,23698762419,,2338684109,-0.3781,46.3371,-6.1325,158.4851,493.1982,-9.8458,-4.843,137.536,,15.8312,-0.3303,2.0879,0.664,0.798,1.5222,1.096,1.0683,1.337,,1.428,1.2606,7.376,1.2373,0.6951,2.7653,0.7587,4.1197,0.5229,,3.1717
2014/1/28,0,0.9698,0.4831,0.3268,0,-0.4484,0.4464,0,,2.2135,,0.7939,0.1016,0.5463,0.3147,0.1999,0.0826,0.0701,,0.8801,1692935952,3990454541,8771592893,5189670427,2935858207,17609317500,8497659256,23698762419,,2390451856,-0.3781,46.7865,-6.1621,159.0031,493.1982,-9.8016,-4.8646,137.536,,16.1816,-0.3303,2.1081,0.6672,0.8006,1.5222,1.0911,1.0731,1.337,,1.4596,1.2606,7.4475,1.2432,0.6974,2.7653,0.7553,4.1381,0.5229,,3.2419
2014/1/29,0,2.7748,0.4808,0.3257,1.4837,-0.9009,0,0.6309,,7.1338,,2.0546,0.0826,0.2949,0.4417,0.1367,0.0912,0.0533,,2.545,1692935952,4101182201,8813764013,5206574890,2979416934,17450675000,8497659256,23848281425,,2560980906,-0.3781,48.0847,-6.1917,159.521,500.5157,-9.7133,-4.8646,138.4037,,17.336,-0.3303,2.1666,0.6704,0.8032,1.5448,1.0812,1.0731,1.3454,,1.5638,1.2606,7.6541,1.2492,0.6997,2.8063,0.7485,4.1381,0.5262,,3.4731
2014/1/30,0,-3.1153,-0.9569,-1.6234,0,-1.3636,-1.3333,-1.5674,,4.0428,,1.1404,0.0999,0.2414,0.2191,0.1617,0.1099,0.0534,,2.6071,1692935952,3973419516,8729421774,5122052571,2979416934,17212711250,8384357132,23474483911,,2664516400,-0.3781,46.5867,-6.1325,156.9314,500.5157,-9.5809,-4.7998,136.2344,,18.0368,-0.3303,2.0991,0.664,0.7901,1.5448,1.0665,1.0588,1.3243,,1.627,1.2606,7.4157,1.2373,0.6883,2.8063,0.7383,4.083,0.518,,3.6135
2014/2/7,0,4.716,3.1401,1.3201,0.8772,0.4608,0.4505,0.3185,,4.6857,,1.867,0.1966,0.3266,0.3658,0.1173,0.1349,0.0494,,6.0914,1692935952,4160804788,9003534052,5189670427,3005552170,17292032500,8422124507,23549243414,,2789368026,-0.3781,48.7838,-6.325,159.0031,504.9061,-9.625,-4.8214,136.6683,,18.882,-0.3303,2.1981,0.6848,0.8006,1.5584,1.0714,1.0635,1.3286,,1.7032,1.2606,7.7654,1.2761,0.6974,2.831,0.7417,4.1013,0.5196,,3.7829
2014/2/10,0,1.5353,1.8735,3.2573,1.7391,2.2936,3.5874,1.2698,,8.4061,,1.9759,0.2387,0.6756,0.6104,0.3172,0.2784,0.1199,,8.301,1692935952,4224686131,9172218530,5358715066,3057822642,17688638750,8724263503,23848281425,,3023845469,-0.3781,49.5327,-6.4435,164.1823,513.6871,-9.8458,-4.9944,138.4037,,20.4692,-0.3303,2.2319,0.6977,0.8266,1.5855,1.096,1.1017,1.3454,,1.8464,1.2606,7.8846,1.3,0.7201,2.8802,0.7587,4.2485,0.5262,,4.1009
2014/2/11,0,0.6048,1.1494,2.5237,2.5641,1.7937,0,1.5674,,0.7049,,2.2266,0.2616,0.8439,1.0182,0.324,0.1915,0.1153,,5.0907,1692935952,4250238668,9277646330,5493950777,3136228351,18005923750,8724263503,24222078940,,3045161600,-0.3781,49.8323,-6.5176,168.3257,526.8586,-10.0224,-4.9944,140.5731,,20.6135,-0.3303,2.2454,0.7057,0.8475,1.6261,1.1157,1.1017,1.3665,,1.8594,1.2606,7.9323,1.315,0.7383,2.9541,0.7723,4.2485,0.5345,,4.1298
2014/2/12,0,8.7174,0.2273,1.2308,0,2.2026,0.8658,0.3086,,2,,5.3056,0.2292,0.8269,0.8954,0.4271,0.2111,0.0933,,4.9376,1692935952,4620750455,9298731889,5561568633,3136228351,18402530000,8799798252,24296838443,,3106064832,-0.3781,54.1764,-6.5324,170.3974,526.8586,-10.2431,-5.0376,141.0069,,21.0258,-0.3303,2.4411,0.7073,0.8579,1.6261,1.1402,1.1112,1.3707,,1.8966,1.2606,8.6238,1.3179,0.7474,2.9541,0.7893,4.2853,0.5361,,4.2124
2014/2/13,0,-3.5945,-1.5873,-0.9119,1.3889,-2.5862,-0.4292,-0.3077,,-3.3333,,4.2101,0.216,0.6954,1.8476,0.3988,0.2357,0.0901,,4.7352,1692935952,4454658964,9151132971,5510855241,3179787078,17926602500,8762030877,24222078940,,3002529338,-0.3781,52.2291,-6.4287,168.8437,534.1761,-9.9782,-5.016,140.5731,,20.3249,-0.3303,2.3534,0.6961,0.8501,1.6487,1.1107,1.1065,1.3665,,1.8334,1.2606,8.3138,1.297,0.7405,2.9951,0.7689,4.2669,0.5345,,4.072
2014/2/14,0,3.9197,1.1521,0.6135,-0.274,1.3274,1.2931,0.6173,,1.5213,,2.452,0.184,0.4997,1.0127,0.179,0.153,0.087,,3.2681,1692935952,4629267968,9256560770,5544664169,3171075333,18164566250,8875333000,24371597945,,3048206762,-0.3781,54.2763,-6.5028,169.8795,532.7126,-10.1107,-5.0809,141.4408,,20.6341,-0.3303,2.4456,0.7041,0.8553,1.6442,1.1255,1.1208,1.375,,1.8613,1.2606,8.6397,1.312,0.7451,2.9869,0.7791,4.322,0.5377,,4.1339
2014/2/17,0,-0.184,0.6834,0,-0.5495,0.4367,0,0.9202,,-0.0999,,2.1328,0.2305,0.572,1.0734,0.2819,0.2132,0.1232,,8.2667,1692935952,4620750455,9319817449,5544664169,3153651842,18243887500,8875333000,24595876454,,3045161600,-0.3781,54.1764,-6.5472,169.8795,529.7856,-10.1548,-5.0809,142.7424,,20.6135,-0.3303,2.4411,0.7089,0.8553,1.6352,1.1304,1.1208,1.3876,,1.8594,1.2606,8.6238,1.3209,0.7451,2.9705,0.7825,4.322,0.5427,,4.1298
2014/2/18,0,-4.8848,-0.905,1.5244,0.5525,0.4348,-1.2766,1.8237,,-1.8,,2.6072,0.2119,1.0835,0.9988,0.3473,0.195,0.1989,,5.5689,1692935952,4395036378,9235475210,5629186489,3171075333,18323208750,8762030877,25044433472,,2990348691,-0.3781,51.53,-6.488,172.4691,532.7126,-10.199,-5.016,145.3456,,20.2425,-0.3303,2.3219,0.7025,0.8684,1.6442,1.1353,1.1065,1.4129,,1.8259,1.2606,8.2026,1.309,0.7564,2.9869,0.7859,4.2669,0.5526,,4.0554
2014/2/19,0,0.969,1.3699,2.1021,-0.2747,0.8658,1.7241,2.6866,,3.9715,,2.305,0.4661,0.9385,0.7588,0.3886,0.3169,0.1713,,11.3626,1692935952,4437623940,9361988569,5747517736,3162363587,18481851250,8913100375,25717268998,,3109109994,-0.3781,52.0293,-6.5768,176.0946,531.2491,-10.2873,-5.1025,149.2504,,21.0464,-0.3303,2.3444,0.7121,0.8866,1.6397,1.1451,1.1255,1.4509,,1.8985,1.2606,8.2821,1.3269,0.7723,2.9787,0.7927,4.3404,0.5674,,4.2165
2014/2/20,0,-4.7985,2.027,-0.8824,-0.8264,0.4292,2.5424,-1.7442,,-5.2889,,2.6107,0.61,0.9717,0.6368,0.5709,0.6157,0.1644,,5.4991,1692935952,4224686131,9551758608,5696804344,3136228351,18561172500,9139704622,25268711980,,2944671267,-0.3781,49.5327,-6.7102,174.5408,526.8586,-10.3314,-5.2322,146.6472,,19.9333,-0.3303,2.2319,0.7265,0.8788,1.6261,1.1501,1.1542,1.4256,,1.7981,1.2606,7.8846,1.3538,0.7655,2.9541,0.7961,4.4508,0.5575,,3.9935
2014/2/21,0,0.6048,-2.8698,-2.9674,-1.9444,-2.5641,-3.3058,-1.1834,,-2.0683,,1.0294,0.3233,0.6027,0.5563,0.283,0.2812,0.1011,,3.2718,1692935952,4250238668,9277646330,5527759705,3075246133,18085245000,8837565626,24969673969,,2883768035,-0.3781,49.8323,-6.5176,169.3616,516.6141,-10.0665,-5.0592,144.9117,,19.521,-0.3303,2.2454,0.7057,0.8527,1.5945,1.1206,1.116,1.4087,,1.7609,1.2606,7.9323,1.315,0.7428,2.8966,0.7757,4.3037,0.5509,,3.9109
2014/2/24,0,0.1002,-4.5455,-2.4465,-2.5496,-2.6316,-2.9915,-2.0958,,0.6336,,0.8343,0.3725,0.6817,0.5859,0.2505,0.2356,0.1351,,2.2251,1692935952,4254497424,8855935133,5392523994,2996840424,17609317500,8573194005,24446357448,,2902039005,-0.3781,49.8823,-6.2213,165.2182,503.4426,-9.8016,-4.9079,141.8747,,19.6447,-0.3303,2.2476,0.6736,0.8319,1.5539,1.0911,1.0826,1.3792,,1.772,1.2606,7.9403,1.2552,0.7246,2.8228,0.7553,4.1749,0.5394,,3.9357
2014/2/25,0,-5.005,-1.4286,-2.8213,-2.3256,-2.2523,-1.7621,-2.1407,,-3.148,,1.41,0.2057,0.6304,0.6307,0.2286,0.1987,0.12,,2.5228,1692935952,4041559615,8729421774,5240383818,2927146461,17212711250,8422124507,23923040928,,2810684157,-0.3781,47.3857,-6.1325,160.5568,491.7347,-9.5809,-4.8214,138.8376,,19.0263,-0.3303,2.1351,0.664,0.8084,1.5177,1.0665,1.0635,1.3497,,1.7162,1.2606,7.5429,1.2373,0.7042,2.7571,0.7383,4.1013,0.5279,,3.8118
2014/2/26,0,0.6322,0.4831,0.3226,0.5952,0.9217,0.4484,0.3125,,0.2167,,0.8485,0.1437,0.5776,0.4756,0.1792,0.2211,0.1091,,2.1257,1692935952,4067112152,8771592893,5257288282,2944569952,17371353750,8459891881,23997800431,,2816774480,-0.3781,47.6852,-6.1621,161.0748,494.6617,-9.6692,-4.843,139.2715,,19.0675,-0.3303,2.1486,0.6672,0.811,1.5268,1.0763,1.0683,1.3539,,1.72,1.2606,7.5906,1.2432,0.7065,2.7735,0.7451,4.1197,0.5295,,3.82
2014/2/27,0,-3.2461,-0.2404,-0.6431,-0.2959,-0.9132,-0.4464,0.3115,,-4.4324,,1.1594,0.1217,0.4534,0.3666,0.1989,0.163,0.1124,,2.3167,1692935952,3935090710,8750507334,5223479354,2935858207,17212711250,8422124507,24072559934,,2691922854,-0.3781,46.1373,-6.1473,160.0389,493.1982,-9.5809,-4.8214,139.7053,,18.2223,-0.3303,2.0789,0.6656,0.8058,1.5222,1.0665,1.0635,1.3581,,1.6437,1.2606,7.3442,1.2402,0.7019,2.7653,0.7383,4.1013,0.5312,,3.6507
2014/2/28,0,0.3247,0.4819,1.9417,0.8902,0.9217,0.8969,1.2422,,1.1312,,0.9907,0.1945,0.4238,0.3973,0.1529,0.1614,0.0871,,1.7786,1692935952,3947866979,8792678453,5324906138,2961993443,17371353750,8497659256,24371597945,,2722374470,-0.3781,46.2871,-6.1769,163.1465,497.5887,-9.6692,-4.8646,141.4408,,18.4285,-0.3303,2.0856,0.6688,0.8214,1.5358,1.0763,1.0731,1.375,,1.6623,1.2606,7.368,1.2462,0.7156,2.7899,0.7451,4.1381,0.5377,,3.692
2014/3/3,0,3.1284,1.199,0.6349,1.1765,2.2831,1.3333,2.1472,,5.2573,,0.8637,0.1599,0.5447,0.3991,0.2539,0.1639,0.0907,,2.5986,1692935952,4071370908,8898106252,5358715066,2996840424,17767960000,8610961379,24894914466,,2865497066,-0.3781,47.7352,-6.251,164.1823,503.4426,-9.8899,-4.9295,144.4779,,19.3973,-0.3303,2.1509,0.6768,0.8266,1.5539,1.1009,1.0874,1.4045,,1.7497,1.2606,7.5985,1.2612,0.7201,2.8228,0.7621,4.1933,0.5493,,3.8861
2014/3/4,0,-0.6276,-0.237,0.9464,0.5814,-1.3393,-0.8772,-1.5015,,3.6132,,0.9413,0.1308,0.4756,0.4623,0.2169,0.1258,0.1081,,3.2366,1692935952,4045818371,8877020693,5409428458,3014263915,17529996250,8535426630,24521116951,,2969032560,-0.3781,47.4356,-6.2362,165.7361,506.3696,-9.7575,-4.8863,142.3085,,20.0982,-0.3303,2.1374,0.6752,0.8345,1.5629,1.0862,1.0778,1.3834,,1.8129,1.2606,7.5508,1.2582,0.7269,2.8392,0.7519,4.1565,0.541,,4.0265
2014/3/5,0,-0.4211,-2.6128,-0.9375,-0.578,-0.905,0,0,,-0.5128,,0.7946,0.4296,0.349,0.392,0.1278,0.1303,0.0679,,1.788,1692935952,4028783346,8645079534,5358715066,2996840424,17371353750,8535426630,24521116951,,2953806752,-0.3781,47.2359,-6.0732,164.1823,503.4426,-9.6692,-4.8863,142.3085,,19.9951,-0.3303,2.1284,0.6576,0.8266,1.5539,1.0763,1.0778,1.3834,,1.8036,1.2606,7.519,1.2253,0.7201,2.8228,0.7451,4.1565,0.541,,4.0059
2014/3/6,0,-1.1628,0.7317,1.5773,0,1.3699,0.885,0.3049,,-1.134,,0.7484,0.1924,0.4837,0.3709,0.2352,0.1594,0.0916,,1.129,1692935952,3981937028,8708336214,5443237385,2996840424,17609317500,8610961379,24595876454,,2920309974,-0.3781,46.6866,-6.1177,166.7719,503.4426,-9.8016,-4.9295,142.7424,,19.7684,-0.3303,2.1036,0.6624,0.8397,1.5539,1.0911,1.0874,1.3876,,1.7832,1.2606,7.4316,1.2343,0.7315,2.8228,0.7553,4.1933,0.5427,,3.9604
2014/3/7,0,-1.4973,1.2107,2.1739,-1.1628,0,0,2.1277,,-1.2513,,0.7221,0.2163,0.9907,0.4839,0.1848,0.1609,0.1455,,1.2537,1692935952,3922314442,8813764013,5561568633,2961993443,17609317500,8610961379,25119192974,,2883768035,-0.3781,45.9876,-6.1917,170.3974,497.5887,-9.8016,-4.9295,145.7795,,19.521,-0.3303,2.0721,0.6704,0.8579,1.5358,1.0911,1.0874,1.4171,,1.7609,1.2606,7.3203,1.2492,0.7474,2.7899,0.7553,4.1933,0.5542,,3.9109
2014/3/10,0,-6.0803,-2.3923,-2.7356,-2.9412,-3.6036,-3.5088,-1.4881,,-7.2862,,0.8659,0.2058,0.878,0.5022,0.2327,0.2163,0.1943,,2.0158,1692935952,3683824096,8602908415,5409428458,2874875989,16974747500,8308822383,24745395460,,2673651885,-0.3781,43.1913,-6.0436,165.7361,482.9537,-9.4484,-4.7565,143.6101,,18.0987,-0.3303,1.9461,0.6544,0.8345,1.4906,1.0518,1.0492,1.396,,1.6326,1.2606,6.8752,1.2193,0.7269,2.7079,0.728,4.0462,0.546,,3.6259
2014/3/11,0,0.578,-1.2255,-0.625,0.303,-0.9346,0.4545,2.1148,,0.4556,,0.4149,0.1237,0.476,0.3757,0.1484,0.1123,0.1373,,1.6269,1692935952,3705117877,8497480616,5375619530,2883587734,16816105000,8346589758,25268711980,,2685832531,-0.3781,43.441,-5.9695,164.7002,484.4172,-9.3601,-4.7782,146.6472,,18.1811,-0.3303,1.9574,0.6464,0.8293,1.4951,1.0419,1.054,1.4256,,1.64,1.2606,6.915,1.2044,0.7224,2.7161,0.7212,4.0646,0.5575,,3.6425
2014/3/12,0,0.6897,-3.2258,-0.9434,-0.3021,-0.4717,0,-0.2959,,0.6803,,0.5284,0.2517,0.4606,0.27,0.1537,0.1456,0.1104,,0.9635,1692935952,3730670414,8223368338,5324906138,2874875989,16736783750,8346589758,25193952477,,2704103501,-0.3781,43.7406,-5.777,163.1465,482.9537,-9.316,-4.7782,146.2134,,18.3048,-0.3303,1.9709,0.6255,0.8214,1.4906,1.037,1.054,1.4214,,1.6512,1.2606,6.9627,1.1655,0.7156,2.7079,0.7178,4.0646,0.5559,,3.6672
2014/3/13,0,0.9132,-0.2564,-1.2698,0.303,0.9479,0,0.2967,,0.2252,,0.4007,0.1637,0.5936,0.242,0.1504,0.0852,0.0991,,0.6609,1692935952,3764740463,8202282778,5257288282,2883587734,16895426250,8346589758,25268711980,,2710193824,-0.3781,44.1401,-5.7621,161.0748,484.4172,-9.4043,-4.7782,146.6472,,18.346,-0.3303,1.9889,0.6239,0.811,1.4951,1.0468,1.054,1.4256,,1.6549,1.2606,7.0262,1.1625,0.7065,2.7161,0.7246,4.0646,0.5575,,3.6755
2014/3/14,0,-0.905,1.0283,0.9646,0.3021,0,0.905,2.9586,,0.1124,,0.4839,0.2414,0.3906,0.2853,0.1668,0.1699,0.281,,0.9332,1692935952,3730670414,8286625017,5308001674,2892299479,16895426250,8422124507,26016307009,,2713238986,-0.3781,43.7406,-5.8214,162.6285,485.8807,-9.4043,-4.8214,150.9859,,18.3666,-0.3303,1.9709,0.6303,0.8188,1.4996,1.0468,1.0635,1.4677,,1.6567,1.2606,6.9627,1.1745,0.7133,2.7243,0.7246,4.1013,0.574,,3.6796
2014/3/17,0,1.484,0,0.6369,1.2048,0,0.4484,0,,0.3367,,0.5914,0.1302,0.2537,0.2459,0.1217,0.1106,0.1453,,1.4634,1692935952,3786034244,8286625017,5341810602,2927146461,16895426250,8459891881,26016307009,,2722374470,-0.3781,44.3897,-5.8214,163.6644,491.7347,-9.4043,-4.843,150.9859,,18.4285,-0.3303,2.0001,0.6303,0.824,1.5177,1.0468,1.0683,1.4677,,1.6623,1.2606,7.066,1.1745,0.7178,2.7571,0.7246,4.1197,0.574,,3.692
