ÈÕÆÚ,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH
2014/1/2,0,1.0185,-1.0138,-1.2945,-0.996,-1.0989,-0.731,,,0.3012,-0.5519,0.4074,1.2937,0.2569,0.4714,0.6587,0.5181,0.2587,,,0.0761,0.2146,1985680267,762499900,1994675760,6357486545,3882167146,2470694481,3241423135,,,6357486545,3882167146,29.2556,24.183,18.7706,23.5518,23.34,27.8744,26.8888,,,15.683,12.9032,3.0144,1.6882,1.8319,1.7406,2.4724,1.593,2.4968,,,1.1591,1.3668,5.3689,1.1914,1.0249,3.0398,2.6252,1.1689,4.5217,,,2.0242,1.4513
2014/1/3,1.3725,-1.1916,-1.8622,-2.2951,-3.8229,-3.3333,-2.651,,,-1.0511,-0.6659,0.7252,1.4283,0.2412,0.5894,0.8717,0.9164,0.4048,,,0.0434,0.1278,2012934702,753414200,1957530960,6211577018,3733754317,2388337998,3155494392,,,6211577018,3733754317,29.6571,23.8949,18.4211,23.0113,22.4477,26.9453,26.176,,,15.5306,12.8276,3.0558,1.6681,1.7978,1.7007,2.3779,1.5399,2.4306,,,1.1478,1.3588,5.4426,1.1772,1.0058,2.97,2.5249,1.1299,4.4018,,,2.0045,1.4428
2014/1/6,-4.2553,-3.7106,-3.4156,-3.0201,-6.59,-3.2184,-4.3873,,,-1.8209,-1.4525,1.3626,2.1126,0.2778,0.4583,0.9967,0.7499,0.3302,,,0.1218,0.2271,1927277906,725458200,1890670320,6023979054,3487701470,2311471948,3017053640,,,6023979054,3487701470,28.3951,23.0083,17.7919,22.3163,20.9684,26.0781,25.0276,,,15.2528,12.6454,2.9258,1.6062,1.7364,1.6493,2.2212,1.4904,2.3239,,,1.1273,1.3395,5.211,1.1335,0.9715,2.8803,2.3585,1.0936,4.2087,,,1.9686,1.4223
2014/1/7,0.6061,0.6744,-1.1788,0.692,1.9037,0.4751,0.1582,,,0,1.1338,0.2655,1.0676,0.3302,0.2417,0.721,0.5367,0.2219,,,0.0866,0.2662,1938958379,730350500,1868383440,6065667490,3554096683,2322452812,3021827459,,,6065667490,3554096683,28.5672,23.1634,17.5821,22.4708,21.3676,26.202,25.0672,,,15.2485,12.7852,2.9435,1.6171,1.7159,1.6607,2.2635,1.4974,2.3276,,,1.1269,1.3543,5.2426,1.1412,0.96,2.9002,2.4034,1.0988,4.2154,,,1.9681,1.438
2014/1/8,4.2169,0.5742,0.5964,-1.3746,-2.967,-1.4184,-1.4218,,,0,-0.5605,0.9559,1.315,0.3401,0.3754,0.6889,0.4696,0.2587,,,0.0588,0.1214,2020721684,734543900,1879526880,5982290618,3448645462,2289510219,2978863087,,,5982290618,3448645462,29.7719,23.2964,17.687,22.1619,20.7336,25.8303,24.7108,,,15.2578,12.7213,3.0676,1.6263,1.7261,1.6379,2.1963,1.4762,2.2945,,,1.1276,1.3476,5.4636,1.1477,0.9657,2.8604,2.3321,1.0832,4.1554,,,1.9693,1.4309
2014/1/9,-0.4817,-3.235,-0.9881,-2.9617,0.3398,0.7194,-1.9231,,,-0.4637,1.2401,0.6083,1.6241,0.2746,0.3739,0.7143,0.5709,0.263,,,0.0462,0.2655,2010987957,710781300,1860954480,5805114763,3460362265,2305981516,2921577259,,,5805114763,3460362265,29.6285,22.5428,17.5122,21.5055,20.8041,26.0161,24.2356,,,15.1945,12.8853,3.0529,1.5737,1.7091,1.5894,2.2038,1.4868,2.2504,,,1.123,1.3649,5.4373,1.1106,0.9562,2.7757,2.34,1.091,4.0755,,,1.9611,1.4493
2014/1/10,-1.6457,-1.9666,-1.7964,-1.9749,-1.4673,-2.619,-1.1438,,,-1.087,0.4454,0.398,1.2916,0.1997,0.4823,0.4473,0.504,0.2356,,,0.1606,0.178,1977893286,696803300,1827524160,5690471563,3409589455,2245586762,2888160525,,,5690471563,3409589455,29.1409,22.0994,17.1976,21.0808,20.4988,25.3348,23.9584,,,15.0045,12.9213,3.0026,1.5428,1.6784,1.558,2.1714,1.4479,2.2247,,,1.1089,1.3688,5.3478,1.0888,0.939,2.7209,2.3056,1.0624,4.0289,,,1.9366,1.4534
2014/1/13,4.2323,0.3009,1.626,0.7326,0,-1.2225,0.3306,,,0.314,-0.8869,1.4285,0.6349,0.1438,0.2943,0.3934,0.551,0.1442,,,0.0766,0.1126,2061603336,698900000,1857240000,5732160000,3409589455,2218134601,2897708163,,,5732160000,3409589455,30.3742,22.1659,17.4773,21.2353,20.4988,25.0251,24.0376,,,15.0373,12.7946,3.1297,1.5474,1.7057,1.5694,2.1714,1.4302,2.232,,,1.1113,1.3553,5.5742,1.092,0.9543,2.7408,2.3056,1.0494,4.0422,,,1.9408,1.4391
2014/1/14,0.8499,2.8,1.9,0.9091,1.9473,1.7327,0.4942,,,0.939,0.1119,1.4115,1.107,0.1715,0.347,0.4442,0.4682,0.2228,,,0.034,0.2226,2079124044,718469200,1892527560,5784270545,3475984668,2256567626,2912029621,,,5784270545,3475984668,30.6323,22.7866,17.8094,21.4283,20.898,25.4587,24.1564,,,15.1735,12.8047,3.1563,1.5907,1.7381,1.5837,2.2137,1.455,2.243,,,1.1214,1.3564,5.6215,1.1226,0.9724,2.7657,2.3505,1.0676,4.0622,,,1.9584,1.4402
2014/1/15,4.8689,2.7237,0.0981,0,0.1124,0.2433,0.3279,,,1.0853,0.1117,2.2251,1.5405,0.2713,0.2817,0.433,0.2872,0.1555,,,0.0602,0.133,2180354803,738038400,1894384800,5784270545,3479890268,2262058058,2921577259,,,5784270545,3479890268,32.1238,23.4072,17.8268,21.4283,20.9215,25.5206,24.2356,,,15.3571,12.8348,3.31,1.6341,1.7398,1.5837,2.2162,1.4585,2.2504,,,1.135,1.3596,5.8952,1.1532,0.9734,2.7657,2.3532,1.0702,4.0755,,,1.9821,1.4436
2014/1/16,-0.3571,-0.0947,1.7647,0.5405,0.6734,0.4854,2.451,,,0,0,0.8706,0.9881,0.2663,0.2867,0.7972,0.4524,0.3744,,,0.0558,0.0556,2172567822,737339500,1927815120,5815536872,3503323873,2273038923,2993184544,,,5815536872,3503323873,32.0091,23.3851,18.1414,21.5441,21.0624,25.6445,24.8296,,,15.3722,12.8474,3.2981,1.6325,1.7705,1.5922,2.2311,1.4656,2.3056,,,1.1361,1.3609,5.8742,1.1521,0.9905,2.7806,2.369,1.0754,4.1754,,,1.984,1.445
2014/1/17,-0.7168,-0.5687,-0.8671,0.3584,-3.5674,-2.4155,-0.7974,,,-1.227,0,0.8768,0.6925,0.1495,0.4185,0.6825,0.4508,0.2536,,,0.0288,0.0558,2156993859,733146100,1911099960,5836381090,3378344649,2218134601,2969315449,,,5836381090,3378344649,31.7796,23.2521,17.9841,21.6214,20.311,25.0251,24.6316,,,15.1776,12.8423,3.2745,1.6232,1.7551,1.5979,2.1515,1.4302,2.2872,,,1.1217,1.3604,5.8321,1.1456,0.982,2.7906,2.2845,1.0494,4.1421,,,1.9589,1.4445
2014/1/20,0.9928,0.3813,-2.9155,-1.6071,-1.2717,0,-1.1254,,,-0.6211,-1.0045,0.837,0.6513,0.2123,0.2949,0.4593,0.2717,0.1036,,,0.0437,0.1852,2178408058,735941700,1855382760,5742582109,3335383041,2218134601,2935898716,,,5742582109,3335383041,32.0951,23.3407,17.4598,21.2739,20.0527,25.0251,24.3544,,,15.0937,12.7221,3.307,1.6294,1.704,1.5722,2.1242,1.4302,2.2614,,,1.1155,1.3477,5.89,1.1499,0.9533,2.7458,2.2555,1.0494,4.0955,,,1.9481,1.4309
2014/1/21,5.1832,1.2346,0.8008,2.3593,1.4052,1.4851,1.3008,,,1.0937,0.451,1.1844,0.9,0.1374,0.3227,0.3535,0.2698,0.155,,,0.0405,0.1473,2291319289,745027400,1870240680,5878069527,3382250250,2251077194,2974089268,,,5878069527,3382250250,33.7587,23.6289,17.5996,21.7758,20.3344,25.3967,24.6712,,,15.2545,12.7759,3.4784,1.6496,1.7176,1.6093,2.154,1.4514,2.2908,,,1.1274,1.3534,6.1953,1.1641,0.961,2.8105,2.2872,1.065,4.1488,,,1.9689,1.437
2014/1/22,1.9541,1.3133,2.5819,2.8369,7.2748,2.6829,2.0867,,,1.2365,1.6835,1.2904,1.7844,0.3104,0.5235,1.9089,0.7034,0.3063,,,0.1248,0.3802,2336094432,754812000,1918528920,6044823272,3628303097,2311471948,3036148916,,,6044823272,3628303097,34.4184,23.9392,18.054,22.3936,21.8137,26.0781,25.186,,,15.4485,12.9955,3.5464,1.6712,1.7619,1.655,2.3107,1.4904,2.3386,,,1.1417,1.3766,6.3163,1.1794,0.9858,2.8903,2.4535,1.0936,4.2354,,,1.9939,1.4617
2014/1/23,-0.6667,0.1852,0.484,-0.3448,-1.0764,-0.4751,0.6289,,,0,0.2208,1.7266,1.2511,0.2209,0.3307,1.0767,0.4449,0.4234,,,0.0465,0.0848,2320520469,756209800,1927815120,6023979054,3589247089,2300491083,3055244192,,,6023979054,3589247089,34.1889,23.9836,18.1414,22.3163,21.5789,25.9542,25.3444,,,15.4535,13.0284,3.5228,1.6743,1.7705,1.6493,2.2859,1.4833,2.3534,,,1.1421,1.3801,6.2742,1.1816,0.9905,2.8803,2.4271,1.0884,4.262,,,1.9945,1.4654
2014/1/24,0,-0.0924,0.1927,1.0381,0.6529,2.3866,0.3125,,,0,0.1101,0.7914,1.7602,0.3358,0.3913,1.2852,0.8986,0.3804,,,0.0493,0.1469,2320520469,755510900,1931529600,6086511709,3612680694,2355395405,3064791830,,,6086511709,3612680694,34.1889,23.9614,18.1764,22.548,21.7198,26.5736,25.4236,,,15.4353,13.0274,3.5228,1.6728,1.7739,1.6664,2.3008,1.5187,2.3607,,,1.1407,1.38,6.2742,1.1805,0.9925,2.9102,2.443,1.1143,4.2753,,,1.9922,1.4653
2014/1/27,-1.0067,-0.555,-1.1538,4.4521,0.1081,10.0233,0.9346,,,0.916,0.6601,0.5355,1.4564,0.3101,1.7024,1.117,3.0839,0.4149,,,0.2446,0.2546,2297159525,751317500,1909242720,6357486545,3616586295,2591483989,3093434744,,,6357486545,3616586295,33.8447,23.8284,17.9666,23.5518,21.7433,29.2372,25.6612,,,15.5734,13.1106,3.4873,1.6635,1.7534,1.7406,2.3033,1.6709,2.3828,,,1.151,1.3888,6.2111,1.1739,0.981,3.0398,2.4456,1.226,4.3153,,,2.01,1.4746
2014/1/28,0.339,-1.2093,0,-0.1639,3.9957,3.3898,0.463,,,-0.4539,0,0.3376,1.3709,0.1443,0.7124,1.6484,5.4551,0.2211,,,0.0703,0.1953,2304946506,742231800,1909242720,6347064436,3761093522,2679330904,3107756202,,,6347064436,3761093522,33.9594,23.5402,17.9666,23.5132,22.6121,30.2283,25.78,,,15.5106,13.1172,3.4991,1.6434,1.7534,1.7377,2.3953,1.7275,2.3938,,,1.1463,1.3895,6.2321,1.1597,0.981,3.0348,2.5433,1.2676,4.3352,,,2.0019,1.4754
2014/1/29,4.0541,1.4124,0.2918,-0.3284,-0.7269,1.8443,-0.3072,,,0,-0.9836,0.8097,1.309,0.1822,0.4275,0.8257,3.5069,0.1488,,,0.0403,0.2383,2398390284,752715300,1914814440,6326220218,3733754317,2728744793,3098208563,,,6326220218,3733754317,35.3362,23.8727,18.0191,23.436,22.4477,30.7858,25.7008,,,15.5157,12.9925,3.641,1.6666,1.7585,1.732,2.3779,1.7594,2.3864,,,1.1467,1.3763,6.4848,1.1761,0.9839,3.0248,2.5249,1.291,4.3219,,,2.0026,1.4614
2014/1/30,5.5195,-1.6713,0.194,2.1417,-0.2092,7.2435,0.7704,,,0.7599,0,0.8817,1.6734,0.2332,1.1433,0.6879,8.1143,0.2867,,,0.114,0.0862,2530768968,740135100,1918528920,6461707636,3725943116,2926400352,3122077659,,,6461707636,3725943116,37.2865,23.4737,18.054,23.9379,22.4008,33.0157,25.8988,,,15.6277,12.9876,3.8419,1.6387,1.7619,1.7691,2.3729,1.8868,2.4048,,,1.155,1.3758,6.8427,1.1565,0.9858,3.0896,2.5196,1.3845,4.3552,,,2.017,1.4608
2014/2/7,2.1538,1.8886,0.3872,-0.3226,0.4193,9.9437,1.8349,,,-0.6033,-0.1104,0.9513,1.3864,0.2313,0.9485,0.8737,10.508,0.3526,,,0.1159,0.1198,2585277838,754113100,1925957880,6440863418,3741565519,3217393257,3179363487,,,6440863418,3741565519,38.0896,23.9171,18.1239,23.8607,22.4947,36.2987,26.374,,,15.5433,12.9815,3.9247,1.6697,1.7688,1.7634,2.3829,2.0745,2.449,,,1.1487,1.3751,6.9901,1.1783,0.9896,3.0796,2.5301,1.5221,4.4351,,,2.0061,1.4601
2014/2/10,8.0572,4.4486,2.0251,1.1327,1.9833,2.2184,1.6517,,,0.607,0.7735,1.274,7.8649,0.5471,0.7909,1.4359,10.1478,0.4481,,,0.1126,0.3937,2793579592,787660300,1964959920,6513818181,3815771933,3288768876,3231875497,,,6513818181,3815771933,41.1586,24.981,18.491,24.131,22.9408,37.104,26.8096,,,15.6361,13.0807,4.2409,1.7439,1.8046,1.7834,2.4301,2.1205,2.4894,,,1.1556,1.3856,7.5533,1.2307,1.0096,3.1145,2.5803,1.5559,4.5084,,,2.0181,1.4713
2014/2/11,-0.7666,0.0887,0.189,2.4,10.0307,9.8497,2.2157,,,0.6033,3.8377,0.8855,3.9571,0.4296,1.532,4.3341,12.3248,0.605,,,0.2177,1.6762,2772165393,788359200,1968674400,6670149818,4198520806,3612704374,3303482783,,,6670149818,4198520806,40.8431,25.0032,18.5259,24.7101,25.2419,40.7586,27.4036,,,15.7268,13.5795,4.2084,1.7455,1.808,1.8262,2.6739,2.3293,2.5446,,,1.1623,1.4385,7.4954,1.2318,1.0115,3.1893,2.8391,1.7092,4.6083,,,2.0298,1.5274
2014/2/12,2.2472,2.039,2.9245,-1.0938,6.9767,4.7112,-0.4335,,,-0.1499,0.8448,0.9998,6.0368,0.5774,1.107,6.0858,10.3566,0.4678,,,0.0883,1.4974,2834461244,804433900,2026248840,6597195054,4491440863,3782907772,3289161325,,,6597195054,4491440863,41.7609,25.513,19.0677,24.4399,27.003,42.6789,27.2848,,,15.7056,13.6963,4.303,1.7811,1.8609,1.8062,2.8604,2.4391,2.5335,,,1.1607,1.4509,7.6638,1.2569,1.0411,3.1544,3.0372,1.7897,4.5883,,,2.0271,1.5405
2014/2/13,-4.8764,-2.172,-1.4665,-1.2638,-2.5217,1.016,0.2903,,,-0.1502,-1.0471,1.0069,3.155,0.515,0.9593,3.2509,11.1769,0.6053,,,0.1045,0.4273,2696242324,786961400,1996533000,6513818181,4378178441,3821340797,3298708964,,,6513818181,4378178441,39.7245,24.9589,18.7881,24.131,26.3221,43.1125,27.364,,,15.6877,13.5577,4.0931,1.7424,1.8336,1.7834,2.7883,2.4639,2.5409,,,1.1594,1.4362,7.2901,1.2296,1.0259,3.1145,2.9606,1.8079,4.6016,,,2.0248,1.5249
2014/2/14,-1.3718,3.0195,2.3256,0.96,0.3568,2.5862,3.9074,,,-0.3008,0.5291,0.9047,3.6237,0.6922,0.768,2.1472,7.4561,1.2092,,,0.1392,0.3943,2659254162,810724000,2042964000,6576350836,4393800844,3920168577,3427602078,,,6576350836,4393800844,39.1796,25.7125,19.225,24.3626,26.416,44.2275,28.4333,,,15.6328,13.6228,4.037,1.795,1.8762,1.8005,2.7983,2.5276,2.6402,,,1.1553,1.4431,7.1901,1.2668,1.0497,3.1444,2.9712,1.8546,4.7814,,,2.0177,1.5323
2014/2/17,1.6105,1.9828,1.9091,0.1585,0.4444,0,0.4178,,,0,0.2105,1.2796,4.6814,2.0058,0.8171,2.1038,6.4184,1.0612,,,0.0765,0.3498,2702082560,826798700,2081966040,6586772945,4413328848,3920168577,3441923535,,,6586772945,4413328848,39.8106,26.2223,19.592,24.4013,26.5334,44.2275,28.5521,,,15.6284,13.6477,4.102,1.8306,1.912,1.8034,2.8107,2.5276,2.6512,,,1.155,1.4457,7.3059,1.2919,1.0697,3.1494,2.9844,1.8546,4.8014,,,2.0171,1.5351
2014/2/18,-0.2161,0.2536,0.8921,4.7468,-1.9469,9.944,-0.4161,,,0.7541,-1.4706,0.9739,3.5872,2.5497,2.8018,2.4079,10.8833,0.6381,,,0.3448,0.366,2696242324,828895400,2100538440,6899436218,4327405631,4309989261,3427602078,,,6899436218,4327405631,39.7245,26.2888,19.7668,25.5595,26.0168,48.6254,28.4333,,,15.7515,13.4514,4.0931,1.8352,1.9291,1.889,2.756,2.7789,2.6402,,,1.1641,1.4249,7.2901,1.2952,1.0793,3.2989,2.9263,2.0391,4.7814,,,2.033,1.513
2014/2/19,-2.9603,-1.9393,-0.0884,-1.8127,0.6318,-4.8408,-0.1393,,,-0.5988,0.8529,0.8539,3.801,0.7359,1.462,1.7089,8.3326,0.5937,,,0.1437,0.1939,2616425764,812820700,2098681200,6774370909,4354744836,4101352838,3422828259,,,6774370909,4354744836,38.5486,25.779,19.7493,25.0962,26.1812,46.2716,28.3936,,,15.6648,13.5728,3.972,1.7997,1.9274,1.8547,2.7734,2.6444,2.6365,,,1.1577,1.4378,7.0743,1.27,1.0783,3.2391,2.9448,1.9403,4.7748,,,2.0218,1.5266
2014/2/20,-0.0744,-1.6337,-1.3274,-2.6154,0.3587,-4.0161,-1.9526,,,-0.4518,-0.1057,0.5144,3.2576,0.6614,1.1161,3.4256,5.1204,0.605,,,0.0513,0.2843,2614479018,799541600,2070822600,6597195054,4370367239,3936639873,3355994792,,,6597195054,4370367239,38.5199,25.3578,19.4872,24.4399,26.2751,44.4133,27.8392,,,15.605,13.568,3.969,1.7702,1.9018,1.8062,2.7833,2.5382,2.585,,,1.1533,1.4373,7.069,1.2493,1.064,3.1544,2.9553,1.8624,4.6815,,,2.0141,1.5261
2014/2/21,1.0424,0.2622,-1.3453,-3.1596,-4.0214,1.3947,-1.8492,,,-1.5129,-0.5291,0.5156,1.9393,0.6639,1.2968,1.4411,4.4981,0.4454,,,0.1726,0.2436,2641733454,801638300,2042964000,6388752872,4194615206,3991544195,3293935145,,,6388752872,4194615206,38.9214,25.4243,19.225,23.6677,25.2185,45.0327,27.3244,,,15.3765,13.5028,4.0104,1.7749,1.8762,1.7492,2.6714,2.5736,2.5372,,,1.1364,1.4304,7.1427,1.2526,1.0497,3.0547,2.8365,1.8884,4.595,,,1.9846,1.5188
2014/2/24,-0.1474,0.1744,0.8182,-0.4894,-4.0037,3.0261,0.5797,,,-1.5361,-2.4468,0.4714,1.9758,0.8327,0.7765,1.936,5.2143,0.4109,,,0.1581,0.5078,2637839963,803036100,2059679160,6357486545,4026674373,4112333703,3313030421,,,6357486545,4026674373,38.8641,25.4687,19.3823,23.5518,24.2088,46.3955,27.4828,,,15.1435,13.1752,4.0045,1.778,1.8916,1.7406,2.5644,2.6515,2.5519,,,1.1192,1.3957,7.1322,1.2548,1.0583,3.0398,2.7229,1.9455,4.6216,,,1.9545,1.4819
2014/2/25,-8.2657,-5.396,-2.0739,-3.7705,-6.5955,-7.8772,-2.8818,,,-1.248,-1.1996,1.0513,4.005,1.3898,0.9317,1.5542,6.1153,0.6068,,,0.2117,0.3954,2419804482,759704300,2016962640,6117778036,3761093522,3788398204,3217554040,,,6117778036,3761093522,35.6517,24.0944,18.9803,22.6638,22.6121,42.7408,26.6908,,,14.9533,13.0161,3.6735,1.682,1.8523,1.675,2.3953,2.4426,2.4784,,,1.1051,1.3788,6.5427,1.187,1.0363,2.9252,2.5433,1.7923,4.4884,,,1.93,1.464
2014/2/26,0.1609,0.276,-1.4733,-0.6814,1.2461,1.1594,0.5935,,,0.4739,0.5519,1.2638,1.6377,0.4295,0.7105,0.9745,3.6685,0.3505,,,0.1677,0.3423,2423697973,761801000,1987246800,6076089599,3807960731,3832321662,3236649316,,,6076089599,3807960731,35.709,24.1609,18.7007,22.5094,22.8939,43.2364,26.8492,,,15.0261,13.0896,3.6794,1.6867,1.8251,1.6636,2.4252,2.4709,2.4931,,,1.1105,1.3866,6.5532,1.1903,1.0211,2.9052,2.575,1.8131,4.515,,,1.9394,1.4723
2014/2/27,-1.4458,-1.1009,3.6449,-0.8576,-1.8462,0.7163,-1.6224,,,-0.6289,-0.4391,0.5356,1.7484,1.0995,0.7151,1.1058,4.2387,0.3943,,,0.0748,0.2256,2388656557,753414200,2059679160,6023979054,3737659918,3859773823,3184137306,,,6023979054,3737659918,35.1928,23.8949,19.3823,22.3163,22.4712,43.5461,26.4136,,,14.9394,13.039,3.6262,1.6681,1.8916,1.6493,2.3804,2.4886,2.4526,,,1.1041,1.3812,6.4584,1.1772,1.0583,2.8803,2.5275,1.8261,4.4418,,,1.9282,1.4666
2014/2/28,0.2445,1.2059,0.6312,2.0761,0.5225,-0.2845,1.1994,,,1.2658,0.6615,0.741,1.5119,0.5343,0.4671,0.6915,3.8685,0.2973,,,0.1105,0.2109,2394496793,762499900,2072679840,6149044363,3757187922,3848792958,3222327859,,,6149044363,3757187922,35.2788,24.183,19.5046,22.7797,22.5886,43.4222,26.7304,,,15.1261,13.1231,3.6351,1.6882,1.9035,1.6835,2.3928,2.4816,2.4821,,,1.1179,1.3901,6.4742,1.1914,1.065,2.9401,2.5407,1.8209,4.4951,,,1.9523,1.476
2014/3/3,1.4634,1.3749,0.0896,4.7458,9.9792,7.2753,5.9259,,,0.625,2.1906,0.4707,1.8527,0.5519,1.2914,3.9184,5.6201,1.1853,,,0.133,0.4273,2429538209,772983400,2074537080,6440863418,4132125594,4128804999,3413280621,,,6440863418,4132125594,35.7951,24.5155,19.5221,23.8607,24.8428,46.5813,28.3144,,,15.2146,13.4053,3.6882,1.7114,1.9052,1.7634,2.6316,2.6621,2.6291,,,1.1244,1.42,6.569,1.2078,1.0659,3.0796,2.7942,1.9533,4.7614,,,1.9637,1.5078
2014/3/4,-0.2404,0.2712,-1.0743,-1.2945,-1.0397,-1.1968,0.1399,,,-0.6211,-0.1072,0.3462,1.612,0.3394,0.7183,2.4743,3.3894,0.8589,,,0.0631,0.1755,2423697973,775080100,2052250200,6357486545,4089163985,4079391110,3418054440,,,6357486545,4089163985,35.709,24.582,19.3124,23.5518,24.5845,46.0238,28.354,,,15.1315,13.401,3.6794,1.7161,1.8848,1.7406,2.6042,2.6302,2.6328,,,1.1183,1.4196,6.5532,1.2111,1.0545,3.0398,2.7652,1.93,4.7681,,,1.953,1.5073
2014/3/5,0.3213,-0.4509,4.3439,-0.1639,-2.1012,0.1346,-0.838,,,0,-0.9657,0.2966,1.2345,2.0393,0.71,1.5603,3.2181,0.5564,,,0.0501,0.1443,2431484955,771585600,2141397720,6347064436,4003240769,4084881542,3389411526,,,6347064436,4003240769,35.8238,24.4712,20.1513,23.5132,24.0679,46.0857,28.1164,,,15.1367,13.2761,3.6912,1.7084,1.9666,1.7377,2.5495,2.6338,2.6108,,,1.1187,1.4063,6.5742,1.2056,1.1003,3.0348,2.7071,1.9326,4.7281,,,1.9537,1.4933
2014/3/6,-2.2418,0.6341,-0.6071,1.3136,2.3415,2.4194,1.2676,,,-0.1563,-0.4334,0.6022,1.0425,0.9264,0.7433,1.6087,4.12,0.6747,,,0.1744,0.1243,2376976085,776477900,2128397040,6430441309,4096975187,4183709321,3432375897,,,6430441309,4096975187,35.0207,24.6264,20.029,23.8221,24.6314,47.2007,28.4729,,,15.1111,13.2169,3.6085,1.7192,1.9547,1.7606,2.6092,2.6975,2.6438,,,1.1168,1.4001,6.4269,1.2133,1.0936,3.0747,2.7705,1.9793,4.7881,,,1.9503,1.4866
2014/3/7,5.1597,-0.7201,-0.7853,0.4862,-2.3832,4.9869,0,,,-0.939,-0.4353,0.6026,1.1962,0.6804,0.8257,1.5138,7.1642,0.6075,,,0.0752,0.0594,2499621042,770886700,2111681880,6461707636,3999335168,4392345744,3432375897,,,6461707636,3999335168,36.8276,24.449,19.8717,23.9379,24.0444,49.5546,28.4729,,,14.9574,13.149,3.7946,1.7068,1.9393,1.7691,2.547,2.832,2.6438,,,1.1054,1.3929,6.7585,1.2045,1.085,3.0896,2.7044,2.078,4.7881,,,1.9305,1.479
2014/3/10,5.8411,-4.2611,-1.5831,-0.6452,-5.7617,-2.625,-3.1989,,,-1.2638,-2.5137,2.5016,1.3362,0.5353,2.1935,1.2062,6.7201,0.6881,,,0.1147,0.2881,2645626944,738038400,2078251560,6420019199,3768904724,4277046668,3322578059,,,6420019199,3768904724,38.9788,23.4072,19.5571,23.7835,22.659,48.2538,27.562,,,14.7952,12.8418,4.0163,1.6341,1.9086,1.7577,2.4003,2.7577,2.5593,,,1.0934,1.3603,7.1532,1.1532,1.0678,3.0697,2.5486,2.0235,4.6349,,,1.9096,1.4444
2014/3/11,3.7528,1.0417,0.6256,1.6234,0.4145,0,5.6034,,,0,0.5605,1.9173,0.7215,0.3417,1.2874,0.7034,4.8322,1.6516,,,0.067,0.1548,2744910958,745726300,2091252240,6524240290,3784527127,4277046668,3508757002,,,6524240290,3784527127,40.4416,23.6511,19.6794,24.1696,22.753,48.2538,29.1065,,,14.7988,12.9169,4.167,1.6511,1.9206,1.7863,2.4102,2.7577,2.7027,,,1.0937,1.3683,7.4217,1.1652,1.0745,3.1195,2.5592,2.0235,4.8946,,,1.91,1.4529
2014/3/12,-0.8511,-2.2493,0.1776,1.7572,-0.3096,-7.9589,3.4014,,,0.8,0.6689,0.897,2.2378,0.3903,2.5151,0.7074,5.8534,1.9612,,,0.1183,0.0844,2721550013,728952700,2094966720,6638883490,3772810325,3936639873,3628102478,,,6638883490,3772810325,40.0974,23.1191,19.7144,24.5943,22.6825,44.4133,30.0965,,,14.9211,13.0067,4.1315,1.614,1.924,1.8176,2.4028,2.5382,2.7946,,,1.1027,1.3778,7.3585,1.139,1.0764,3.1743,2.5513,1.8624,5.0611,,,1.9258,1.463
2014/3/13,0.2146,0.8629,-0.1773,0.6279,0.9317,10.0418,0.7895,,,0.1587,-0.2215,0.6714,1.201,0.2133,1.2899,0.7144,9.1773,1.3967,,,0.0735,0.043,2727390249,735242800,2091252240,6680571927,3807960731,4331950990,3656745392,,,6680571927,3807960731,40.1834,23.3186,19.6794,24.7487,22.8939,48.8732,30.3341,,,14.9392,12.973,4.1404,1.6279,1.9206,1.8291,2.4252,2.7931,2.8167,,,1.1041,1.3742,7.3743,1.1488,1.0745,3.1943,2.575,2.0494,5.1011,,,1.9282,1.4592
2014/3/14,-2.4982,0.7605,-0.9769,-3.2761,-1.0256,1.0139,-3.6554,,,-0.7924,-0.444,0.5699,0.8488,0.2118,0.9097,0.7747,5.4064,0.9603,,,0.0458,0.04,2659254162,740834000,2070822600,6461707636,3768904724,4375874447,3523078459,,,6461707636,3768904724,39.1796,23.4959,19.4872,23.9379,22.659,49.3687,29.2253,,,14.8271,12.9209,4.037,1.6403,1.9018,1.7691,2.4003,2.8214,2.7137,,,1.0958,1.3687,7.1901,1.1576,1.064,3.0896,2.5486,2.0702,4.9146,,,1.9137,1.4533
