ÈÕÆÚ,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH
2014/7/18,-1.8293,-0.4246,0.2801,0.216,-0.1767,2.5773,0.2137,,1.9685,0.2336,0.4545,3.211,0.8584,-0.2801,0.3636,1.0381,-0.7212,3.6667,0.2639,0.7326,0.4016,0.4425,1.7546,0.8672,0.6228,0.1496,0.4313,1.0804,0.2712,,0.9707,0.1481,0.2976,0.8786,0.5629,0.6453,0.2749,0.108,0.8433,0.2496,0.1682,0.1261,0.2906,0.2872,1506581399,1865684289,1679911087,4823358843,2411415949,3818865087,4742938586,,1506581399,5000424000,4966691749,6174900000,2846198373,3231561520,6445723359,14048604302,3443600327,23590938308,5446427239,5947535000,3033000000,2753964000,31.6794,219.4008,-4.4258,12.0524,40.4149,29.8055,8.794,,20.2408,8.3917,12.5868,11.3546,11.147,11.7742,9.8607,6.0498,17.9531,11.5723,11.5146,8.3241,13.8738,9.5271,0.9551,1.5914,1.0759,1.3341,1.558,1.4393,0.7806,,0.6103,1.0079,0.7125,0.8292,0.808,1.4251,0.5641,0.7266,1.1509,1.599,0.8308,0.7642,1.0275,1.2148,3.0493,10.574,0.3003,6.3069,0.6704,7.9355,2.7054,,1.9483,3.0537,1.628,2.3522,2.8156,9.6552,1.6471,2.4091,0.5576,4.1153,2.5271,1.1787,7.3473,3.505
2014/7/21,-1.2422,-0.2132,0,-1.5086,-0.885,-1.5075,-1.0661,,-1.1583,-0.6993,-0.4525,-0.8889,-1.2766,-0.8427,-0.3623,-1.3699,0.4843,-2.2508,1.0526,0,-0.8,-0.8811,0.86,0.5542,0.3837,0.1824,0.3246,0.8944,0.2323,,0.3519,0.1327,0.1624,0.3568,0.3663,0.4653,0.2049,0.0562,0.7784,0.1954,0.1921,0.0991,0.3403,0.1801,1487866102,2336260895,1679911087,4750592653,2390075985,3774367457,4692374209,,1487866102,4965456000,4944218030,6120012000,2809863926,3204329260,6422369289,13856157668,3460276358,23059952558,5503758052,5947535000,3008736000,2729700000,31.2858,218.933,-4.4258,11.8706,40.0573,29.3562,8.7003,,19.9988,8.3331,12.5299,11.2537,11.0047,11.6749,9.825,5.967,18.0401,11.3118,11.6358,8.3241,13.7628,9.4431,0.9433,1.588,1.0759,1.3139,1.5442,1.4176,0.7723,,0.603,1.0009,0.7093,0.8218,0.7977,1.4131,0.562,0.7167,1.1564,1.563,0.8396,0.7642,1.0193,1.2041,3.0114,10.5514,0.3003,6.2118,0.6645,7.8158,2.6766,,1.925,3.0323,1.6206,2.3313,2.7796,9.5738,1.6412,2.3761,0.5603,4.0227,2.5537,1.1787,7.2885,3.4741
2014/7/22,0.3145,1.4957,1.1173,1.5317,0.7143,0,0.8621,,0.3906,-1.1737,0.9091,2.6906,1.2931,0.8499,0.3636,0.6944,1.9277,-0.9868,0,0,0.4116,1.3333,0.82,0.8651,0.7716,0.2099,0.8978,1.0206,0.3086,,0.2392,0.4535,0.3464,0.918,0.461,0.7582,0.3077,0.0572,1.572,0.3089,0.1935,0.163,0.4363,0.4192,1492544926,2371204969,1698681043,4823358843,2407147956,3774367457,4732825711,,1492544926,4907176000,4989165467,6284676000,2846198373,3231561520,6445723359,13952380985,3526980480,22832387237,5503758052,5947535000,2960208000,2766096000,31.3842,222.2077,-4.4753,12.0524,40.3434,29.3562,8.7753,,20.0746,8.2352,12.6438,11.5565,11.147,11.7742,9.8607,6.0084,18.3878,11.2002,11.6358,8.3241,13.5408,9.569,0.9462,1.6118,1.0879,1.3341,1.5552,1.4176,0.779,,0.6053,0.9891,0.7157,0.8439,0.808,1.4251,0.5641,0.7217,1.1787,1.5476,0.8396,0.7642,1.0029,1.2202,3.0209,10.7092,0.3036,6.3069,0.6692,7.8158,2.6997,,1.9323,2.9968,1.6353,2.3941,2.8156,9.6552,1.6471,2.3926,0.5711,3.983,2.5537,1.1787,7.171,3.5204
2014/7/23,0.3135,-0.2105,1.9337,0.8621,1.0638,-0.7653,-0.4274,,0,0.7126,0.9009,5.2402,0.8511,0.5618,1.087,0,-1.8913,1.6611,1.8229,1.4545,0,0.4386,1.253,0.9982,1.3692,0.3663,1.1388,0.7697,0.4174,,0.2897,0.2514,0.639,3.8103,1.0344,1.0975,0.6915,0.087,0.8415,0.2889,0.5174,0.2763,0.4475,0.6232,1497223750,2366212958,1731528467,4864939523,2432755913,3745481991,4712599960,,1497223750,4942144000,5034112904,6614004000,2870421338,3249716360,6515785569,13952380985,3460276358,23211662773,5604086975,6034044600,2960208000,2778228000,31.4826,221.7399,-4.5618,12.1563,40.7726,29.1315,8.7378,,20.084,8.2939,12.7577,12.1621,11.2419,11.8403,9.9679,6.0084,18.0401,11.3862,11.8479,8.4452,13.5408,9.611,0.9492,1.6084,1.109,1.3456,1.5717,1.4068,0.7756,,0.6055,0.9962,0.7222,0.8882,0.8149,1.4331,0.5702,0.7217,1.1564,1.5733,0.8549,0.7753,1.0029,1.2255,3.0303,10.6867,0.3095,6.3613,0.6763,7.756,2.6881,,1.9332,3.0181,1.6501,2.5195,2.8395,9.7094,1.665,2.3926,0.5603,4.0491,2.6002,1.1958,7.171,3.5358
2014/7/24,0,3.3755,-0.271,0.4274,1.4035,-0.7712,1.073,,0.3891,0.7075,0.4464,-1.6598,0.8439,1.676,1.0753,0.6897,1.2048,1.7974,0.7673,0.7168,0.8197,0.8734,0.8548,2.2115,0.6704,0.4055,1.226,0.9359,0.7452,,0.2653,0.2446,0.3327,2.3904,0.6662,2.2059,0.5506,0.1398,1.1272,0.2648,0.3444,0.2401,0.4193,0.485,1497223750,2446085125,1726835978,4885729862,2466899856,3716596526,4763164337,,1497223750,4977112000,5056586622,6504228000,2894644303,3304180880,6585847779,14048604302,3501966434,23628865862,5647085084,6077299400,2984472000,2802492000,31.4826,229.2247,-4.5494,12.2083,41.3448,28.9068,8.8315,,20.1664,8.3526,12.8146,11.9602,11.3367,12.0387,10.0751,6.0498,18.2574,11.5909,11.9388,8.5057,13.6518,9.6949,0.9492,1.6627,1.1059,1.3513,1.5938,1.3959,0.784,,0.608,1.0032,0.7254,0.8734,0.8218,1.4571,0.5763,0.7266,1.1704,1.6016,0.8614,0.7809,1.0111,1.2362,3.0303,11.0474,0.3087,6.3885,0.6858,7.6962,2.717,,1.9411,3.0395,1.6574,2.4777,2.8635,9.8721,1.6829,2.4091,0.5671,4.1219,2.6202,1.2044,7.2298,3.5667
2014/7/25,1.875,-0.4082,1.087,0.6383,0.692,1.5544,1.2739,,0.3876,0.7026,1.3333,-1.2658,1.6736,0.2747,0.7092,1.0274,1.6667,0.9631,3.0457,0.7117,10.1626,6.4935,1.1377,1.3932,0.4227,0.248,0.9326,0.9045,0.8155,,0.4801,0.2389,0.4245,1.1194,0.784,1.159,0.4514,0.1139,1.5278,0.2124,0.4541,0.2937,3.098,3.1806,1525296696,2436101104,1745605934,4916915372,2483971827,3774367457,4823841590,,1525296696,5012080000,5124007777,6421896000,2943090233,3313258300,6632555920,14192939278,3560332542,23856431183,5819077524,6120554200,3287772000,2984472000,32.0729,228.2891,-4.5989,12.2862,41.6309,29.3562,8.944,,20.2515,8.4113,12.9855,11.8088,11.5265,12.0718,10.1465,6.112,18.5617,11.7025,12.3024,8.5663,15.0392,10.3245,0.967,1.6559,1.118,1.3599,1.6048,1.4176,0.7939,,0.6106,1.0103,0.7351,0.8624,0.8355,1.4611,0.5804,0.7341,1.1899,1.617,0.8877,0.7864,1.1139,1.3165,3.0871,11.0023,0.312,6.4292,0.6906,7.8158,2.7516,,1.9493,3.0608,1.6795,2.4463,2.9114,9.8993,1.6949,2.4339,0.5765,4.1616,2.7,1.213,7.9645,3.7983
2014/7/28,0.6135,1.6393,1.0753,2.537,1.0309,1.2755,2.3061,,1.5444,1.8605,0.8772,0.8547,2.0576,0.8219,1.7606,1.3559,1.171,0.4769,2.2167,0.7067,9.5941,1.626,1.5152,1.5303,0.9559,0.9276,1.1871,1.2942,1.58,,0.5114,0.5645,0.735,1.2996,1.1363,1.4175,1.0009,0.2727,1.8155,0.2564,0.6187,0.6429,6.2199,3.1236,1534654344,2476037188,1764375890,5041657411,2509579784,3822509899,4935083220,,1534654344,5105328000,5168955214,6476784000,3003647645,3340490560,6749326270,14385385912,3602022618,23970213844,5948071853,6163809000,3603204000,3033000000,32.2697,232.0316,-4.6483,12.5979,42.0601,29.7306,9.1503,,20.5736,8.5678,13.0994,11.9098,11.7636,12.171,10.3252,6.1949,18.7791,11.7583,12.5751,8.6268,16.4821,10.4924,0.9729,1.683,1.13,1.3944,1.6214,1.4357,0.8122,,0.6203,1.0291,0.7415,0.8697,0.8527,1.4731,0.5906,0.7441,1.2038,1.6247,0.9073,0.792,1.2207,1.3379,3.1061,11.1827,0.3154,6.5923,0.6977,7.9155,2.815,,1.9803,3.1178,1.6943,2.4672,2.9713,9.9806,1.7247,2.4669,0.5833,4.1815,2.7598,1.2215,8.7286,3.8601
2014/7/29,0.6098,0.6048,1.3298,0.6186,0.1701,-0.2519,-0.4098,,0,0,0,0.4237,-0.4032,0,0,1.0033,0.2315,-1.4241,-1.9277,-0.3509,-1.0101,-1.2,1.6505,1.5868,0.8962,0.4745,0.7788,1.2904,0.9155,,0.4416,0.3202,0.4229,1.1467,0.86,1.1253,0.7294,0.2606,1.5248,0.1632,0.6448,0.4415,4.9534,1.541,1544011993,2491013220,1787838336,5072842921,2513847777,3812881410,4914857469,,1544011993,5105328000,5168955214,6504228000,2991536163,3340490560,6749326270,14529720888,3610360634,23628865862,5833410227,6142181600,3566808000,2996604000,32.4664,233.435,-4.7102,12.6758,42.1317,29.6557,9.1128,,20.571,8.5678,13.0994,11.9602,11.7162,12.171,10.3252,6.257,18.8225,11.5909,12.3327,8.5965,16.3156,10.3665,0.9789,1.6932,1.145,1.4031,1.6241,1.4321,0.8089,,0.6202,1.0291,0.7415,0.8734,0.8493,1.4731,0.5906,0.7515,1.2066,1.6016,0.8898,0.7892,1.2084,1.3219,3.125,11.2503,0.3196,6.6331,0.6989,7.8956,2.8035,,1.98,3.1178,1.6943,2.4777,2.9594,9.9806,1.7247,2.4916,0.5846,4.1219,2.7066,1.2172,8.6405,3.8138
2014/7/30,-0.303,-1.2024,-0.7874,1.0246,-0.3396,0,0.6173,,-1.1407,-0.2283,0.4348,3.7975,-0.4049,0.8152,0.346,-0.6623,-0.2309,-0.321,0.7371,0,-0.3401,0,0.9812,1.3938,0.796,0.6408,0.7231,1.0166,0.5486,,0.4614,0.2467,0.3534,2.4826,1.0267,1.2165,0.4752,0.1704,1.0603,0.1082,0.3225,0.3079,3.1129,1.0147,1539333168,2461061157,1773760868,5124818771,2505311791,3812881410,4945196095,,1539333168,5093672000,5191428932,6751224000,2979424680,3367722820,6772680341,14433497571,3602022618,23553010755,5876408337,6142181600,3554676000,2996604000,32.3681,230.6282,-4.6731,12.8057,41.9886,29.6557,9.1691,,20.3465,8.5482,13.1563,12.4144,11.6688,12.2703,10.3609,6.2156,18.7791,11.5537,12.4236,8.5965,16.2601,10.3665,0.9759,1.6728,1.136,1.4174,1.6186,1.4321,0.8139,,0.6135,1.0267,0.7447,0.9066,0.8459,1.4851,0.5927,0.7465,1.2038,1.5964,0.8964,0.7892,1.2043,1.3219,3.1156,11.1151,0.3171,6.7011,0.6965,7.8956,2.8208,,1.9584,3.1106,1.7016,2.5718,2.9474,10.062,1.7307,2.4751,0.5833,4.1087,2.7266,1.2172,8.6111,3.8138
2014/7/31,0.304,1.0142,2.6455,1.6227,1.8739,1.2626,0.6135,,0.3846,0.9153,0.4329,-0.813,1.626,0,0.3448,0.6667,9.4907,0.3221,1.2195,1.0563,0,0,0.7648,1.0373,1.1904,0.6077,0.8513,1.2746,0.6964,,0.3563,0.3554,0.2906,1.0773,0.8993,1.2807,0.4251,0.1481,4.3344,0.1041,0.2842,0.2617,2.1814,0.865,1544011993,2486021209,1820685759,5207980130,2552259712,3861023852,4975534721,,1544011993,5140296000,5213902650,6696336000,3027870610,3367722820,6796034411,14529720888,3943881246,23628865862,5948071853,6207063800,3554676000,2996604000,32.4664,232.9672,-4.7967,13.0135,42.7754,30.0302,9.2253,,20.4348,8.6265,13.2133,12.3135,11.8585,12.2703,10.3966,6.257,20.5613,11.5909,12.5751,8.6873,16.2601,10.3665,0.9789,1.6898,1.1661,1.4404,1.649,1.4502,0.8189,,0.6161,1.0361,0.748,0.8992,0.8596,1.4851,0.5947,0.7515,1.3181,1.6016,0.9073,0.7975,1.2043,1.3219,3.125,11.2278,0.3254,6.8098,0.7096,7.9953,2.8381,,1.9669,3.1391,1.709,2.5509,2.9953,10.062,1.7366,2.4916,0.6386,4.1219,2.7598,1.2301,8.6111,3.8138
2014/8/1,-0.9091,2.4096,-2.5773,-1.3972,-1.3378,-2.2444,-1.4228,,-0.7663,-1.1338,-1.2931,-3.2787,-0.8,0.5391,-1.0309,-0.3311,-2.7484,-0.9631,-0.9639,-1.3937,-4.0956,-3.6437,1.1598,3.2168,1.0853,0.9057,0.7507,1.4178,0.762,,0.2955,0.325,0.3839,1.0388,0.7547,2.3541,0.729,0.1914,4.3715,0.0976,0.3205,0.2642,3.2819,2.2992,1529975520,2545925335,1773760868,5135213940,2518115770,3774367457,4904744593,,1529975520,5082016000,5146481495,6476784000,3003647645,3385877660,6725972200,14481609230,3835487047,23401300540,5890741040,6120554200,3409092000,2887416000,32.1713,238.5809,-4.6731,12.8317,42.2032,29.3562,9.0941,,20.28,8.5287,13.0424,11.9098,11.7636,12.3364,10.2895,6.2363,19.9962,11.4793,12.4539,8.5663,15.5941,9.9887,0.97,1.7305,1.136,1.4203,1.6269,1.4176,0.8073,,0.6115,1.0244,0.7383,0.8697,0.8527,1.4931,0.5886,0.749,1.2818,1.5861,0.8986,0.7864,1.155,1.2737,3.0966,11.4983,0.3171,6.7147,0.7001,7.8158,2.7977,,1.952,3.1035,1.6869,2.4672,2.9713,10.1162,1.7187,2.4834,0.6211,4.0822,2.7332,1.213,8.2584,3.6748
2014/8/4,0.9174,0.3922,2.6455,0.8097,2.0339,0.7653,1.2371,,1.1583,1.1468,0.8734,1.2712,0.8065,4.0214,1.3889,1.9934,0.8696,1.1345,0.7299,1.4134,0.7117,1.6807,1.1562,2.3185,1.171,0.6422,0.74,0.7781,0.7496,,0.309,0.3422,0.2666,0.6106,0.8511,3.9705,0.5683,0.191,1.9715,0.1341,0.2993,0.2188,1.4738,1.1089,1544011993,2555909356,1820685759,5176794620,2569331684,3803252922,4965421846,,1544011993,5140296000,5191428932,6559116000,3027870610,3522038960,6819388481,14770279181,3868839108,23666793415,5933739150,6207063800,3433356000,2935944000,32.4664,239.5165,-4.7967,12.9356,43.0616,29.5808,9.2066,,20.5082,8.6265,13.1563,12.0612,11.8585,12.8325,10.4324,6.3606,20.1701,11.6095,12.5448,8.6873,15.7051,10.1566,0.9789,1.7373,1.1661,1.4318,1.66,1.4285,0.8172,,0.6183,1.0361,0.7447,0.8808,0.8596,1.5532,0.5968,0.764,1.293,1.6041,0.9052,0.7975,1.1632,1.2951,3.125,11.5434,0.3254,6.769,0.7143,7.8757,2.8323,,1.974,3.1391,1.7016,2.4986,2.9953,10.5231,1.7426,2.5329,0.6265,4.1285,2.7532,1.2301,8.3172,3.7366
2014/8/5,0.6061,1.7578,1.0309,-0.4016,9.9668,2.5316,2.0367,,-0.7634,0.6803,0.4329,-1.2552,0.4,-0.5155,0.6849,1.3029,2.5862,0.641,3.3816,0.3484,0,0,0.8766,2.4103,0.7946,0.3836,2.6136,2.1034,1.3431,,0.5076,0.3442,0.2518,0.9141,0.4703,4.2583,0.6555,0.2333,2.6707,0.2053,0.4239,0.2838,1.3072,0.9456,1553369641,2600837450,1839455715,5156004280,2825411253,3899537806,5066550600,,1553369641,5175264000,5213902650,6476784000,3039982092,3503884120,6866096621,14962725815,3968895292,23818503629,6134396995,6228691200,3433356000,2935944000,32.6632,243.7267,-4.8461,12.8836,47.3534,30.3297,9.3941,,20.3499,8.6852,13.2133,11.9098,11.9059,12.7664,10.5038,6.4435,20.6917,11.6839,12.969,8.7176,15.7051,10.1566,0.9848,1.7678,1.1781,1.4261,1.8254,1.4646,0.8339,,0.6136,1.0432,0.748,0.8697,0.8631,1.5452,0.6009,0.7739,1.3264,1.6144,0.9358,0.8003,1.1632,1.2951,3.144,11.7463,0.3288,6.7419,0.7855,8.075,2.89,,1.9588,3.1605,1.709,2.4672,3.0073,10.4688,1.7546,2.5659,0.6427,4.155,2.8463,1.2344,8.3172,3.7366
2014/8/6,0.9036,4.4146,2.2959,0.6048,1.3595,-0.2469,-0.3992,,0.3846,0,1.2931,0,1.1952,-0.5181,0,-0.3215,-0.2101,-0.9554,0,1.3889,-0.7067,1.6529,1.6851,3.8579,1.3089,0.4312,5.6795,1.5845,0.8227,,0.4646,0.2489,0.4672,0.9865,0.6344,1.9272,0.6143,0.1002,2.1604,0.0917,0.1701,0.5014,0.9517,1.2188,1567406114,2715653690,1881688117,5187189790,2863823189,3889909318,5046324850,,1567406114,5175264000,5281323805,6476784000,3076316540,3485729280,6866096621,14914614157,3960557277,23590938308,6134396995,6315200800,3409092000,2984472000,32.9584,254.4862,-4.9574,12.9616,47.9972,30.2548,9.3566,,20.4361,8.6852,13.3842,11.9098,12.0482,12.7002,10.5038,6.4228,20.6483,11.5723,12.969,8.8387,15.5941,10.3245,0.9937,1.8459,1.2051,1.4347,1.8502,1.461,0.8306,,0.6162,1.0432,0.7576,0.8697,0.8734,1.5371,0.6009,0.7714,1.3236,1.599,0.9358,0.8114,1.155,1.3165,3.1724,12.2649,0.3364,6.7826,0.7962,8.0551,2.8785,,1.9671,3.1605,1.7311,2.4672,3.0432,10.4146,1.7546,2.5576,0.6413,4.1153,2.8463,1.2515,8.2584,3.7983
2014/8/7,2.0896,-2.3897,-1.7456,-0.6012,-4.1729,-1.2376,-1.8036,,2.2989,-1.5766,-2.1277,-1.6949,-2.7559,-0.5208,0,-1.9355,-3.3684,-1.2862,-1.6355,-1.7123,-2.1352,-2.0325,2.8043,3.2089,2.3674,0.527,2.9726,1.0612,0.8566,,1.6062,0.3133,0.344,0.6018,0.8329,2.6908,0.9505,0.1265,1.6664,0.1047,0.2491,0.3611,0.8272,0.6063,1600157883,2650757554,1848840694,5156004280,2744319390,3841766876,4955308971,,1600157883,5093672000,5168955214,6367008000,2991536163,3467574440,6866096621,14625944205,3827149032,23287517880,6034068072,6207063800,3336300000,2923812000,33.647,248.4048,-4.8709,12.8836,45.9943,29.8804,9.1878,,20.9017,8.5482,13.0994,11.7079,11.7162,12.6341,10.5038,6.2985,19.9528,11.4235,12.7569,8.6873,15.2612,10.1146,1.0145,1.8018,1.1841,1.4261,1.773,1.4429,0.8156,,0.6302,1.0267,0.7415,0.855,0.8493,1.5291,0.6009,0.7565,1.279,1.5784,0.9205,0.7975,1.1303,1.2898,3.2387,11.9718,0.3305,6.7419,0.763,7.9554,2.8266,,2.0119,3.1106,1.6943,2.4254,2.9594,10.3603,1.7546,2.5081,0.6197,4.0624,2.7997,1.2301,8.0821,3.7211
2014/8/8,-0.8772,-1.5066,0,-0.6048,0.4666,0.2506,0,,0.3745,0.6865,0,0.8621,0.8097,-0.5236,0,2.9605,-0.4357,0.4886,0.2375,0.3484,0.3636,0.8299,1.2383,2.0058,1.157,0.28,1.2868,0.6709,0.6728,,0.4089,0.2068,0.2844,0.3697,0.4599,1.3905,0.4517,0.2132,1.2759,0.095,0.1494,0.1584,0.6286,0.3768,1586121411,2610821471,1848840694,5124818771,2757123368,3851395364,4955308971,,1586121411,5128640000,5168955214,6421896000,3015759128,3449419600,6866096621,15058949132,3810473001,23401300540,6048400776,6228691200,3348432000,2948076000,33.3519,244.6623,-4.8709,12.8057,46.2089,29.9553,9.1878,,20.9415,8.6069,13.0994,11.8088,11.8111,12.5679,10.5038,6.4849,19.8658,11.4793,12.7872,8.7176,15.3167,10.1986,1.0056,1.7746,1.1841,1.4174,1.7813,1.4465,0.8156,,0.6314,1.0338,0.7415,0.8624,0.8562,1.5211,0.6009,0.7789,1.2735,1.5861,0.9226,0.8003,1.1344,1.3005,3.2103,11.7914,0.3305,6.7011,0.7665,7.9753,2.8266,,2.0157,3.132,1.6943,2.4463,2.9833,10.3061,1.7546,2.5824,0.617,4.0822,2.8064,1.2344,8.1114,3.752
2014/8/11,0.885,2.1033,2.0305,1.217,0.4644,1.25,1.2245,,1.4925,1.3636,1.7391,1.2821,1.2048,0.7895,1.0204,0.9585,0.4376,2.7553,0.9479,0.6944,1.8116,0.823,1.0464,1.7901,1.0005,0.4267,1.0081,1.118,0.6946,,0.5245,0.2785,0.3402,0.6036,0.6103,1.2997,0.3916,0.17,1.9946,0.2947,0.163,0.3244,0.8843,0.6072,1600157883,2665733586,1886380606,5187189790,2769927347,3899537806,5015986223,,1600157883,5198576000,5258850087,6504228000,3052093575,3476651860,6936158832,15203284108,3827149032,24046068951,6105731589,6271946000,3409092000,2972340000,33.647,249.8082,-4.9698,12.9616,46.4235,30.3297,9.3003,,21.2396,8.7243,13.3272,11.9602,11.9534,12.6671,10.611,6.5471,19.9528,11.7955,12.9084,8.7781,15.5941,10.2825,1.0145,1.812,1.2081,1.4347,1.7896,1.4646,0.8256,,0.6404,1.0479,0.7544,0.8734,0.8665,1.5331,0.607,0.7864,1.279,1.6298,0.9314,0.8059,1.155,1.3112,3.2387,12.0394,0.3372,6.7826,0.7701,8.075,2.8612,,2.0444,3.1747,1.7237,2.4777,3.0193,10.3875,1.7725,2.6071,0.6197,4.1947,2.833,1.243,8.2584,3.7829
2014/8/12,-1.1696,0.5618,4.2289,0,0.7704,0.2469,0.2016,,0.7353,-0.6726,-0.4274,-0.8439,0,0,0,-0.6329,-0.4357,0.4732,0,0.3448,-0.3559,0,1.1075,1.2291,1.9152,0.3862,0.9314,1.2123,0.8939,,0.6957,0.211,0.1925,0.5023,0.3793,1.447,0.3169,0.0799,1.1727,0.1318,0.1259,0.2074,0.6196,0.3913,1581442586,2680709617,1966152920,5187189790,2791267311,3909166294,5026099099,,1581442586,5163608000,5236376369,6449340000,3052093575,3476651860,6936158832,15107060791,3810473001,24159851611,6105731589,6293573400,3396960000,2972340000,33.2535,251.2116,-5.1799,12.9616,46.7812,30.4046,9.3191,,21.3947,8.6656,13.2703,11.8593,11.9534,12.6671,10.611,6.5056,19.8658,11.8514,12.9084,8.8084,15.5386,10.2825,1.0026,1.8221,1.2592,1.4347,1.8034,1.4682,0.8272,,0.6451,1.0408,0.7512,0.866,0.8665,1.5331,0.607,0.7814,1.2735,1.6376,0.9314,0.8087,1.1508,1.3112,3.2008,12.1071,0.3514,6.7826,0.776,8.095,2.8669,,2.0593,3.1534,1.7163,2.4568,3.0193,10.3875,1.7725,2.5906,0.617,4.2145,2.833,1.2472,8.229,3.7829
2014/8/13,0.5917,-0.1862,-1.6706,0.2004,0.9174,-0.4926,-0.4024,,0,-0.4515,-0.4292,-0.8511,-0.3968,9.9217,0,-0.6369,-0.6565,0.314,1.4085,0.3436,-1.7857,-0.8163,1.1362,1.4401,1.7477,0.3678,0.8245,1.0625,0.6244,,0.4312,0.226,0.2786,0.5252,0.5374,14.8839,0.4077,0.1188,1.1284,0.1099,0.2424,0.3612,1.0891,0.4542,1590800235,2675717607,1933305497,5197584960,2816875268,3889909318,5005873348,,1590800235,5140296000,5213902650,6394452000,3039982092,3821593820,6936158832,15010837474,3785458955,24235706718,6191727808,6315200800,3336300000,2948076000,33.4503,250.7438,-5.0934,12.9875,47.2103,30.2548,9.2816,,21.3998,8.6265,13.2133,11.7584,11.9059,13.9239,10.611,6.4642,19.7354,11.8886,13.0902,8.8387,15.2612,10.1986,1.0085,1.8187,1.2382,1.4376,1.8199,1.461,0.8239,,0.6452,1.0361,0.748,0.8587,0.8631,1.6853,0.607,0.7764,1.2651,1.6427,0.9445,0.8114,1.1303,1.3005,3.2197,12.0845,0.3456,6.7962,0.7831,8.0551,2.8554,,2.0598,3.1391,1.709,2.4359,3.0073,11.4181,1.7725,2.5741,0.613,4.2278,2.8729,1.2515,8.0821,3.752
2014/8/14,0.8824,-1.8657,0.2427,-0.6,-0.9091,-0.7426,-0.6061,,0.365,0,0,0.8584,0,-1.9002,-0.3367,0,0.6608,-1.4085,6.9444,-0.6849,2.9091,0.4115,2.5581,1.1726,1.2407,0.6584,0.8071,1.0824,0.7714,,0.6821,0.2931,0.4619,0.661,0.8518,12.4619,0.6991,0.0978,1.4294,0.0978,1.3936,0.3526,2.6203,1.0453,1604836707,2625797502,1937997986,5166399450,2791267311,3861023852,4975534721,,1604836707,5140296000,5213902650,6449340000,3039982092,3748974460,6912804761,15010837474,3810473001,23894358737,6621708906,6271946000,3433356000,2960208000,33.7454,246.0657,-5.1058,12.9096,46.7812,30.0302,9.2253,,21.4828,8.6265,13.2133,11.8593,11.9059,13.6593,10.5753,6.4642,19.8658,11.7211,13.9993,8.7781,15.7051,10.2405,1.0174,1.7848,1.2412,1.4289,1.8034,1.4502,0.8189,,0.6477,1.0361,0.748,0.866,0.8631,1.6532,0.605,0.7764,1.2735,1.6196,1.0101,0.8059,1.1632,1.3058,3.2481,11.8591,0.3464,6.7554,0.776,7.9953,2.8381,,2.0678,3.1391,1.709,2.4568,3.0073,11.2011,1.7665,2.5741,0.617,4.1682,3.0724,1.243,8.3172,3.7674
