ÈÕÆÚ,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH
2016/6/2,0.5464,0.7823,0,0,-2.5,2.3411,-0.1481,,-0.2571,-2.3585,0,0.3067,0,0.1366,0.2283,0.7477,1.0081,0.4678,3.681,0.2016,0.2475,-0.2732,0.7611,1.7517,,0.3681,2.3735,2.2055,0.5876,,0.124,1.1491,0.4706,0.2915,,0.6543,0.3291,0.173,0.9188,0.1748,1.048,1.0167,0.404,0.4903,2587052858,3858824086,4340617473,9740274215,6325165374,5903474039,6810245884,,2587052858,16889544000,10180594399,8974188000,7484896149,6653748860,10252436791,25932183969,4177345675,32624659839,12111134255,10748817800,4913460000,4428180000,14.7837,204.4803,-8.5916,11.9291,194.9753,-25.6915,12.0315,,8.7855,25.6254,8.8949,16.2934,17.4208,29.6051,14.3974,9.403,-43.674,17.2639,11.8684,15.2645,19.3051,31.8066,1.3321,2.6034,3.5754,2.1252,3.2137,2.4293,0.9791,,0.7916,2.961,0.8406,1.1149,1.8403,2.0426,0.7988,1.1301,1.4597,2.1134,1.4898,1.214,1.4824,1.7675,4.49,21.1009,0.5846,8.88,2.1773,28.5132,1.0466,,2.6683,9.9024,2.2428,3.4814,6.0821,20.7712,1.8635,3.7288,2.0029,4.9392,5.3872,1.5819,10.5734,7.8862
2016/6/3,1.087,0.3881,0,-0.1067,0.6073,-1.3072,1.0386,,-0.2577,-1.5873,0,0.6116,0,0.4093,0.2278,0.3711,0,0.1164,-1.233,3.6217,0,0.274,1.2303,2.0154,,0.3099,1.7908,1.3949,0.7756,,0.1164,1.0489,0.4708,0.3264,,1.4989,0.3485,0.2476,0.8427,0.1088,0.9495,2.3147,0.3096,0.3267,2615172998,3873800117,4340617473,9729879045,6363577310,5826304444,6880975441,,2615172998,16621456000,10180594399,9029076000,7484896149,6680981120,10275790862,26028407286,4177345675,32662639653,11480495311,11138111000,4913460000,4440312000,14.9444,205.2739,-8.5916,11.9164,196.1594,-25.3557,12.1565,,8.7766,25.2187,8.8949,16.3931,17.4208,29.7263,14.4302,9.4379,-43.674,17.284,11.2504,15.8173,19.3051,31.8938,1.3466,2.6135,3.5754,2.1229,3.2332,2.3975,0.9893,,0.7908,2.914,0.8406,1.1217,1.8403,2.0509,0.8007,1.1343,1.4597,2.1159,1.4123,1.258,1.4824,1.7723,4.5388,21.1828,0.5846,8.8705,2.1905,28.1404,1.0575,,2.6656,9.7453,2.2428,3.5027,6.0821,20.8562,1.8678,3.7426,2.0029,4.945,5.1067,1.6392,10.5734,7.9078
2016/6/6,0.3584,0.7732,0,-0.5342,-2.6828,-1.9868,0,,0.5168,0.4208,0.883,1.8237,0,1.4946,0.9091,1.4787,0.3992,-0.3488,-0.4994,-3.6893,2.963,10.1093,1.4044,1.9663,,0.3212,1.6065,1.837,0.688,,0.2025,1.3332,0.9656,0.9625,,1.3678,0.8431,0.2882,1.1312,0.1723,0.3449,2.1206,1.2784,3.2396,2624546378,3903752180,4340617473,9677903196,6192857596,5710550051,6880975441,,2624546378,16691392000,10270489272,9193740000,7484896149,6780832740,10369207142,26413300555,4194021706,32548700212,11423164498,10727190400,5059044000,4889196000,14.998,206.8611,-8.5916,11.8527,190.8969,-24.8519,12.1565,,8.7842,25.3248,8.9735,16.6921,17.4208,30.1706,14.5613,9.5774,-43.8484,17.2237,11.1942,15.2338,19.8771,35.118,1.3514,2.6337,3.5754,2.1116,3.1465,2.3499,0.9893,,0.7915,2.9263,0.8481,1.1421,1.8403,2.0816,0.8079,1.1511,1.4655,2.1085,1.4052,1.2116,1.5263,1.9515,4.5551,21.3466,0.5846,8.8232,2.1317,27.5814,1.0575,,2.6679,9.7863,2.2626,3.5666,6.0821,21.168,1.8848,3.798,2.0109,4.9277,5.0812,1.5787,10.8867,8.7073
2016/6/7,-1.25,-0.8951,0,-0.6445,-2.1365,-0.1689,-0.7342,,0,-1.8156,-1.0941,-0.2985,0,-1.3387,-0.9009,-1.0929,-0.5964,-0.3501,0.5019,-2.4194,-1.199,0.7444,1.3963,1.6885,,0.2852,1.5972,1.1222,0.5639,,0.1728,0.5819,0.4803,0.5155,,0.8385,0.4503,0.1817,0.7293,0.1237,0.2261,1.1258,0.6814,3.7539,2591739548,3868808107,4340617473,9615532176,6060549819,5700903851,6830454329,,2591739548,16388336000,10158120681,9166296000,7484896149,6690058540,10275790862,26124630604,4169007660,32434760772,11480495311,10467661600,4998384000,4925592000,14.8105,205.0094,-8.5916,11.7763,186.8185,-24.8099,12.0672,,8.8009,24.865,8.8753,16.6422,17.4208,29.7667,14.4302,9.4727,-43.5868,17.1634,11.2504,14.8652,19.6387,35.3794,1.3345,2.6101,3.5754,2.098,3.0793,2.3459,0.982,,0.793,2.8731,0.8388,1.1387,1.8403,2.0537,0.8007,1.1385,1.4567,2.1011,1.4123,1.1823,1.508,1.966,4.4981,21.1555,0.5846,8.7663,2.0862,27.5348,1.0498,,2.6729,9.6086,2.2379,3.5559,6.0821,20.8846,1.8678,3.7564,1.9989,4.9105,5.1067,1.5405,10.7561,8.7721
2016/6/8,-1.085,0.3871,0,-1.0811,-0.493,1.5228,-0.2976,,0.2571,0.2845,-0.4425,-1.2346,0,0.1357,0,-1.105,-0.4,0.5855,-0.9988,0.4132,-1.2136,-1.7241,0.6753,1.5747,,0.3082,1.1515,1.3934,0.461,,0.0659,0.6428,0.3138,0.3323,,1.016,0.2736,0.214,0.7394,0.0739,0.1947,1.3428,0.3102,1.5527,2563619408,3883784138,4340617473,9511580477,6030673869,5787719646,6769828995,,2563619408,16434960000,10113173244,8782080000,7484896149,6699135960,10275790862,25835960652,4152331629,32624659839,11365833685,10510916400,4937724000,4840668000,14.6498,205.803,-8.5916,11.649,185.8975,-25.1877,11.9601,,8.8217,24.9357,8.836,15.9447,17.4208,29.8071,14.4302,9.3681,-43.4125,17.2639,11.138,14.9266,19.4004,34.7694,1.32,2.6202,3.5754,2.0753,3.0641,2.3817,0.9733,,0.7949,2.8813,0.8351,1.091,1.8403,2.0565,0.8007,1.1259,1.4509,2.1134,1.3981,1.1871,1.4897,1.9321,4.4493,21.2374,0.5846,8.6715,2.0759,27.9541,1.0404,,2.6792,9.6359,2.228,3.4069,6.0821,20.9129,1.8678,3.7149,1.9909,4.9392,5.0557,1.5469,10.6256,8.6208
2016/6/13,-3.2907,-7.1979,0,-3.8251,-7.2895,-2.3333,-3.1343,,-1.5385,-1.844,-3.1111,-2.5,0,0,-2.0455,-2.6071,-3.4137,-1.8626,-4.2875,-2.8807,-3.1941,-3.2581,0.8625,2.1217,,0.5092,1.4895,1.9145,0.8329,,0.1384,0.8227,0.5693,0.4373,,,0.5189,0.2278,0.9065,0.0689,0.2902,0.6617,0.3969,1.6103,2479258989,3604231552,4340617473,9147749530,5591070607,5652672854,6557640325,,2479258989,16131904000,9798541188,8562528000,7484896149,6699135960,10065604230,25162397432,4010585369,32016982823,10878521774,10208132800,4780008000,4682952000,14.1677,190.9894,-8.5916,11.2034,172.3466,-24.6,11.5852,,8.7177,24.4759,8.5611,15.546,17.4208,29.8071,14.135,9.1238,-41.9305,16.9424,10.6605,14.4967,18.7807,33.6366,1.2766,2.4316,3.5754,1.9959,2.8407,2.3261,0.9428,,0.7855,2.8282,0.8091,1.0637,1.8403,2.0565,0.7843,1.0966,1.4014,2.074,1.3382,1.1529,1.4422,1.8692,4.3029,19.7088,0.5846,8.3398,1.9246,27.3018,1.0078,,2.6477,9.4582,2.1587,3.3217,6.0821,20.9129,1.8296,3.6181,1.9229,4.8472,4.839,1.5023,10.2862,8.34
2016/6/14,-0.3781,0.6925,0,0.6818,0.458,0.1706,-0.9245,,-0.2604,1.0838,-0.4587,0.3205,0,0,0,-1.912,0.2079,1.0676,-0.3953,0.2119,0,2.0725,0.6274,1.2086,,0.3376,0.8689,1.0431,0.6926,,0.0838,0.5988,0.4054,0.2447,,,0.2249,0.2002,0.5411,0.0572,0.1266,0.5314,0.3008,0.8508,2469885609,3629191604,4340617473,9210120549,5616678564,5662319054,6497014990,,2469885609,16306744000,9753593751,8589972000,7484896149,6699135960,10065604230,24681280846,4018923384,32358801145,10835523665,10229760200,4780008000,4780008000,14.1142,192.312,-8.5916,11.2798,173.136,-24.642,11.4781,,8.6934,24.7412,8.5219,15.5959,17.4208,29.8071,14.135,8.9494,-42.0177,17.1232,10.6183,14.5274,18.7807,34.3337,1.2718,2.4485,3.5754,2.0095,2.8537,2.3301,0.9341,,0.7833,2.8588,0.8054,1.0671,1.8403,2.0565,0.7843,1.0756,1.4043,2.0962,1.3329,1.1554,1.4422,1.9079,4.2866,19.8452,0.5846,8.3967,1.9334,27.3484,0.9985,,2.6403,9.5607,2.1488,3.3323,6.0821,20.9129,1.8296,3.5489,1.9269,4.899,4.8198,1.5055,10.2862,8.5128
2016/6/15,2.4668,3.0261,0,1.693,1.5957,3.4072,1.8663,,0.5222,2.0729,1.6129,1.278,0,0,1.3921,1.9493,1.8672,0.8216,1.9841,2.3256,2.0305,3.8071,1.2211,1.3675,,0.3927,1.082,1.7491,0.683,,0.1502,0.9902,0.4413,0.3167,,,0.4112,0.199,0.6609,0.0964,0.2495,0.6357,0.3725,1.8955,2530812578,3739015835,4340617473,9366048098,5706306414,5855243042,6618265659,,2530812578,16644768000,9910909779,8699748000,7354092139,6699135960,10205728651,25162397432,4093965522,32624659839,11050514213,10467661600,4877064000,4961988000,14.4623,198.1316,-8.5916,11.4708,175.8988,-25.4816,11.6923,,8.7682,25.2541,8.6593,15.7952,17.1164,29.8071,14.3318,9.1238,-42.8023,17.2639,10.829,14.8652,19.1621,35.6408,1.3031,2.5226,3.5754,2.0435,2.8993,2.4095,0.9515,,0.7901,2.9181,0.8184,1.0808,1.8081,2.0565,0.7952,1.0966,1.4305,2.1134,1.3594,1.1823,1.4714,1.9806,4.3924,20.4458,0.5846,8.5388,1.9643,28.2802,1.0171,,2.663,9.7589,2.1834,3.3749,5.9758,20.9129,1.855,3.6181,1.9629,4.9392,4.9155,1.5405,10.4951,8.8369
2016/6/16,-1.8519,0.534,0,-1.2209,-1.7203,1.1532,-1.0687,,0,-2.381,-1.3605,-0.9464,0,0,-0.9153,-0.7648,-0.611,-1.0477,0.2594,-1.0504,-0.7463,-1.467,0.8908,1.6879,,0.3261,0.9134,2.0956,0.5335,,0.074,0.9377,0.4427,0.2839,,,0.3401,0.2152,0.5647,0.0942,0.1522,0.3275,0.3607,1.6009,2483945679,3758983876,4340617473,9251701229,5608142579,5922766438,6547536102,,2483945679,16248464000,9776067469,8617416000,7354092139,6699135960,10112312371,24969950798,4068951476,32282841518,11079179620,10186505400,4840668000,4889196000,14.1945,199.1897,-8.5916,11.3307,172.8729,-25.7755,11.5674,,8.7351,24.6528,8.5415,15.6457,17.1164,29.8071,14.2006,9.0541,-42.5407,17.083,10.8571,14.4659,19.0191,35.118,1.279,2.536,3.5754,2.0186,2.8494,2.4372,0.9413,,0.7871,2.8486,0.8072,1.0705,1.8081,2.0565,0.7879,1.0882,1.4218,2.0913,1.3629,1.1505,1.4605,1.9515,4.3111,20.555,0.5846,8.4346,1.9305,28.6063,1.0063,,2.6529,9.5266,2.1537,3.343,5.9758,20.9129,1.8381,3.5904,1.9509,4.8875,4.9282,1.4992,10.4167,8.7073
2016/6/17,0.9434,1.7264,0,-0.1124,0.5327,-0.6515,0.6173,,-1.039,0.1435,0.6897,0.6369,0,0,0.4619,1.1561,1.0246,0.2353,2.1992,-0.6369,0.7519,-0.2481,0.7626,1.5946,,0.3444,0.828,1.4101,0.521,,0.2509,0.5949,0.4331,0.2761,,,0.3651,0.2547,0.7065,0.1042,0.2511,0.2687,0.3779,1.0332,2507379129,3823880012,4340617473,9241306059,5638018528,5884181640,6587952992,,2507379129,16271776000,9843488624,8672304000,7354092139,6699135960,10159020511,25258620749,4110641553,32358801145,11322835575,10121623200,4877064000,4877064000,14.3284,202.6286,-8.5916,11.318,173.7938,-25.6075,11.6388,,8.6529,24.6881,8.6004,15.7453,17.1164,29.8071,14.2662,9.1587,-42.9766,17.1232,11.0959,14.3738,19.1621,35.0308,1.2911,2.5798,3.5754,2.0163,2.8646,2.4214,0.9471,,0.7797,2.8527,0.8128,1.0774,1.8081,2.0565,0.7916,1.1008,1.4363,2.0962,1.3929,1.1432,1.4714,1.9467,4.3517,20.9098,0.5846,8.4251,1.9408,28.42,1.0125,,2.628,9.5402,2.1686,3.3643,5.9758,20.9129,1.8466,3.6319,1.9709,4.899,5.0366,1.4896,10.4951,8.6857
2016/6/20,-0.3738,-0.7833,0,-0.3375,-0.0757,4.0984,0.1534,,-0.2625,1.2178,-0.2283,0.3165,0,0,-0.2299,0.1905,-0.2028,2.6995,0.3797,-0.641,0.4975,0.2506,0.5791,0.9371,,0.2911,0.5557,6.1219,0.434,,0.1195,0.7344,0.3384,0.2113,,,0.1969,0.1211,0.5827,0.2746,0.2001,0.2655,0.2837,0.6462,2498005749,3793927950,4340617473,9210120549,5633750536,6125336625,6598057214,,2498005749,16469928000,9821014906,8699748000,7354092139,6699135960,10135666441,25306732408,4102303537,33232336856,11365833685,10056741000,4901328000,4852800000,14.2749,201.0414,-8.5916,11.2798,173.6622,-26.657,11.6566,,8.618,24.9888,8.5808,15.7952,17.1164,29.8071,14.2334,9.1762,-42.8894,17.5855,11.138,14.2817,19.2574,34.8566,1.2862,2.5596,3.5754,2.0095,2.8624,2.5206,0.9486,,0.7765,2.8874,0.8109,1.0808,1.8081,2.0565,0.7897,1.1029,1.4334,2.1528,1.3981,1.1358,1.4788,1.937,4.3355,20.7461,0.5846,8.3967,1.9393,29.5847,1.014,,2.6174,9.6564,2.1636,3.3749,5.9758,20.9129,1.8423,3.6388,1.9669,5.0312,5.0557,1.4801,10.5473,8.6425
2016/6/21,0.1876,-0.1316,0,-0.1129,-1.8182,10.0787,0.1531,,0.2632,-2.1939,0.2288,-0.3155,0,0,-0.6912,-0.1901,-1.0163,-0.4571,-1.261,1.0753,-0.495,-0.75,0.6671,1.4144,,0.3999,0.8235,9.3032,0.6322,,0.1819,0.6212,0.6499,0.3645,,,0.7827,0.234,0.6263,0.1429,0.1461,0.4524,0.4231,1.1741,2502692439,3788935939,4340617473,9199725379,5531318708,6742693388,6608161437,,2502692439,16108592000,9843488624,8672304000,7354092139,6699135960,10065604230,25258620749,4060613461,33080417602,11222506653,10164878000,4877064000,4816404000,14.3017,200.7769,-8.5916,11.2671,170.5047,-29.3437,11.6745,,8.6332,24.4406,8.6004,15.7453,17.1164,29.8071,14.135,9.1587,-42.4536,17.5051,10.9976,14.4352,19.1621,34.5951,1.2887,2.5562,3.5754,2.0072,2.8104,2.7746,0.95,,0.7779,2.8241,0.8128,1.0774,1.8081,2.0565,0.7843,1.1008,1.4189,2.1429,1.3805,1.1481,1.4714,1.9225,4.3436,20.7188,0.5846,8.3872,1.904,32.5665,1.0156,,2.622,9.4446,2.1686,3.3643,5.9758,20.9129,1.8296,3.6319,1.9469,5.0082,4.992,1.496,10.4951,8.5776
2016/6/22,0.3745,1.054,0,1.2429,0.7716,-2.7182,1.3761,,0.2625,0.6512,1.1416,0.9494,0,0,0.9281,0.5714,1.4374,0.1148,2.2989,10,0.995,0.7557,0.9568,1.0706,,0.2776,0.5763,9.7843,0.5938,,0.1423,0.7431,0.4261,0.262,,,0.3703,0.1531,0.6114,0.1088,0.289,2.0093,0.3284,0.6626,2512065819,3828872023,4340617473,9314072248,5573998636,6559415599,6699099438,,2512065819,16213496000,9955857216,8754636000,7354092139,6699135960,10159020511,25402955725,4118979568,33118397416,11480495311,11181365800,4925592000,4852800000,14.3552,202.8931,-8.5916,11.4071,171.8204,-28.5461,11.8351,,8.6942,24.5997,8.6986,15.8948,17.1164,29.8071,14.2662,9.2111,-43.0638,17.5252,11.2504,15.8788,19.3527,34.8566,1.2935,2.5832,3.5754,2.0322,2.832,2.6992,0.9631,,0.7834,2.8425,0.8221,1.0876,1.8081,2.0565,0.7916,1.1071,1.4393,2.1454,1.4123,1.2629,1.4861,1.937,4.3599,20.9371,0.5846,8.4915,1.9187,31.6813,1.0296,,2.6405,9.5061,2.1933,3.3962,5.9758,20.9129,1.8466,3.6527,1.9749,5.014,5.1067,1.6456,10.5995,8.6425
2016/6/23,-0.9328,-0.6519,0,-0.6696,-2.144,-1.9118,0,,-0.2618,-0.0719,-0.6772,-0.627,0,-3.794,-0.6897,-0.5682,0.2024,-1.1468,-1.1236,-10.058,-0.4926,-2.5,0.6533,1.0317,,0.2819,0.7351,4.3937,0.4686,,0.1441,0.751,0.3973,0.2156,,1.848,0.3098,0.1418,0.6154,0.136,0.2012,6.0309,0.2459,0.7008,2488632369,3803911971,4340617473,9251701229,5454494837,6434015006,6699099438,,2488632369,16201840000,9888436061,8699748000,7354092139,6444968200,10088958300,25258620749,4127317583,32738599280,11351500982,10056741000,4901328000,4731480000,14.2213,201.5705,-8.5916,11.3307,168.1366,-28.0004,11.8351,,8.6362,24.582,8.6397,15.7952,17.1164,28.6762,14.1678,9.1587,-43.151,17.3242,11.124,14.2817,19.2574,33.9851,1.2814,2.5663,3.5754,2.0186,2.7713,2.6476,0.9631,,0.7782,2.8404,0.8165,1.0808,1.8081,1.9785,0.7861,1.1008,1.4422,2.1208,1.3964,1.1358,1.4788,1.8886,4.3192,20.8007,0.5846,8.4346,1.8776,31.0756,1.0296,,2.6229,9.4992,2.1785,3.3749,5.9758,20.1195,1.8338,3.6319,1.9789,4.9565,5.0494,1.4801,10.5473,8.4264
2016/6/24,-0.7533,-2.0997,0,-0.8989,-2.8951,0.4498,-0.1508,,-1.3123,-2.3741,-1.3636,-0.9464,0,-1.831,-1.1574,-0.381,-1.0101,-1.3382,0.1263,1.9355,-1.9802,-1.0256,1.2884,1.7782,,0.4227,0.8992,5.3531,0.8564,,0.165,0.5133,0.7279,0.3551,,1.2807,0.4825,0.1296,0.7536,0.1558,0.3755,5.0294,0.3574,0.8203,2469885609,3724039803,4340617473,9168539869,5296579102,6462953605,6688995216,,2469885609,15817192000,9753593751,8617416000,7354092139,6326961740,9972187950,25162397432,4085627507,30801628789,11365833685,10251387600,4804272000,4682952000,14.1142,197.3381,-8.5916,11.2289,163.2688,-28.1263,11.8173,,8.5385,23.9984,8.5219,15.6457,17.1164,28.1511,14.0038,9.1238,-42.7151,16.2992,11.138,14.5581,18.8761,33.6366,1.2718,2.5124,3.5754,2.0004,2.6911,2.6595,0.9617,,0.7694,2.773,0.8054,1.0705,1.8081,1.9423,0.777,1.0966,1.4276,1.9953,1.3981,1.1578,1.4495,1.8692,4.2866,20.3639,0.5846,8.3588,1.8232,31.2154,1.028,,2.5933,9.2737,2.1488,3.343,5.9758,19.7511,1.8126,3.6181,1.9589,4.6632,5.0557,1.5087,10.3384,8.34
2016/6/27,1.8975,2.5469,0,4.0816,1.8533,0,1.2085,,1.0638,2.874,0.9217,0.6369,0,2.8694,1.4052,0.956,1.4286,0.2466,-0.2522,0.211,1.2626,0.7772,1.1652,1.2534,,0.7877,0.6394,3.5174,0.6151,,0.1848,0.6436,0.4118,0.3143,,0.9925,0.3196,0.2081,0.8208,0.1205,0.205,1.3086,0.2673,0.685,2516752509,3818888002,4340617473,9542765987,5394742937,6462953605,6769828995,,2516752509,16271776000,9843488624,8672304000,7354092139,6508510140,10112312371,25402955725,4143993614,30877588416,11337168279,10273015000,4864932000,4719348000,14.382,202.3641,-8.5916,11.6872,166.2947,-28.1263,11.9601,,8.7038,24.6881,8.6004,15.7453,17.1164,28.9589,14.2006,9.2111,-43.3253,16.3394,11.1099,14.5888,19.1144,33.898,1.2959,2.5764,3.5754,2.0821,2.741,2.6595,0.9733,,0.7843,2.8527,0.8128,1.0774,1.8081,1.998,0.7879,1.1071,1.448,2.0002,1.3946,1.1603,1.4678,1.8837,4.368,20.8825,0.5846,8.7,1.857,31.2154,1.0404,,2.6434,9.5402,2.1686,3.3643,5.9758,20.3178,1.8381,3.6527,1.9869,4.6747,5.043,1.5119,10.469,8.4048
2016/6/28,0.1862,0.6536,0,-0.3268,0.8703,-0.7463,0.1493,,0.2632,0.1433,0.4566,0.6329,0,0.9763,0.2309,0.3788,2.4145,-0.369,-0.1264,4.6316,0.4988,0,1.1507,1.6259,,0.6086,0.602,2.7078,0.5413,,0.1063,0.4758,0.4856,0.3055,,1.3492,0.3799,0.216,1.9626,0.1112,0.1662,2.8125,0.3467,0.6257,2521439198,3843848054,4340617473,9511580477,5441690858,6414722608,6779933217,,2521439198,16295088000,9888436061,8727192000,7354092139,6572052080,10135666441,25499179042,4244049798,30763648976,11322835575,10748817800,4889196000,4719348000,14.4088,203.6867,-8.5916,11.649,167.7419,-27.9164,11.9779,,8.7485,24.7235,8.6397,15.845,17.1164,29.2416,14.2334,9.246,-44.3714,16.2791,11.0959,15.2645,19.2097,33.898,1.2983,2.5933,3.5754,2.0753,2.7648,2.6397,0.9747,,0.7883,2.8568,0.8165,1.0842,1.8081,2.0175,0.7897,1.1113,1.483,1.9928,1.3929,1.214,1.4751,1.8837,4.3761,21.019,0.5846,8.6715,1.8732,30.9824,1.042,,2.657,9.5539,2.1785,3.3856,5.9758,20.5162,1.8423,3.6665,2.0348,4.6575,5.0366,1.5819,10.5212,8.4048
2016/6/29,0.7435,0.1299,0,-0.2186,0.9412,-1.5038,0.5961,,0.2625,1.073,0.4545,0.3145,0,-0.5525,0.2304,0.1887,-0.1965,0.7407,-0.3797,5.835,1.2407,2.0566,1.3003,1.5957,,0.4455,0.792,4.2322,0.73,,0.0893,0.7608,0.565,0.4058,,0.9709,0.5175,0.1918,1.1312,0.1529,0.2216,3.388,0.5236,1.0168,2540185958,3848840065,4340617473,9490790137,5492906772,6318260614,6820350107,,2540185958,16469928000,9933383497,8754636000,7354092139,6535742400,10159020511,25547290701,4235711783,30991527857,11279837466,11376012400,4949856000,4816404000,14.5159,203.9513,-8.5916,11.6235,169.3207,-27.4966,12.0493,,8.7455,24.9888,8.6789,15.8948,17.1164,29.0801,14.2662,9.2634,-44.2842,16.3997,11.0537,16.1552,19.4481,34.5951,1.308,2.5966,3.5754,2.0707,2.7908,2.6,0.9805,,0.788,2.8874,0.8202,1.0876,1.8081,2.0064,0.7916,1.1134,1.48,2.0076,1.3876,1.2849,1.4934,1.9225,4.4087,21.0463,0.5846,8.6526,1.8908,30.5165,1.0482,,2.6561,9.6564,2.1884,3.3962,5.9758,20.4028,1.8466,3.6734,2.0308,4.692,5.0175,1.6742,10.6517,8.5776
2016/6/30,1.476,0.6485,0,-0.5476,-0.4662,-1.8321,-0.1481,,0.2618,1.1323,0,-0.627,0,-1.6667,0,-0.1883,0,2.2059,-1.0165,-6.8441,-0.7353,-1.2594,2.0351,1.8035,,0.3361,0.6319,3.1315,0.6732,,0.1308,0.6148,0.4473,0.3014,,1.9916,0.3647,0.0947,0.6377,0.1873,0.1924,5.1963,0.3382,0.6225,2577725981,3873800117,4340617473,9438814287,5467298815,6202506221,6810245547,,2577725981,16656424000,9933383497,8699748000,7354092139,6426813360,10159020511,25499179042,4235711783,31675164501,11165175840,10597426000,4913460000,4755744000,14.7302,205.2739,-8.5916,11.5599,168.5313,-26.9929,12.0315,,8.7668,25.2718,8.6789,15.7952,17.1164,28.5954,14.2662,9.246,-44.2842,16.7615,10.9414,15.0495,19.3051,34.1594,1.3273,2.6135,3.5754,2.0594,2.7778,2.5524,0.9791,,0.7899,2.9201,0.8202,1.0808,1.8081,1.9729,0.7916,1.1113,1.48,2.0519,1.3735,1.1969,1.4824,1.8982,4.4737,21.1828,0.5846,8.6052,1.882,29.9575,1.0466,,2.6626,9.7658,2.1884,3.3749,5.9758,20.0628,1.8466,3.6665,2.0308,4.7955,4.9665,1.5596,10.5734,8.4696
2016/7/1,-0.5455,-0.7732,0,-0.3304,2.8884,0.6221,0,,0.2611,2.0294,0.2262,0.3155,0,-0.565,0.9195,0.566,0.5906,-0.2398,0.8986,-1.8367,0.2469,-1.5306,0.9073,1.3984,,0.365,1.1972,2.2659,0.4082,,0.1216,1.2053,0.4074,0.2931,,1.3375,0.6283,0.217,0.8839,0.0734,0.1904,1.4181,0.2738,0.8041,2563665657,3843848054,4340617473,9407628778,5625214550,6241091018,6810245547,,2563665657,16994448000,9955857216,8727192000,7354092139,6390503680,10252436791,25643514018,4260725829,31599204874,11265504762,10402779400,4925592000,4682952000,14.6498,203.6867,-8.5916,11.5217,173.3991,-27.1608,12.0315,,8.8137,25.7846,8.6986,15.845,17.1164,28.4339,14.3974,9.2983,-44.5457,16.7213,11.0397,14.7731,19.3527,33.6366,1.32,2.5933,3.5754,2.0526,2.8581,2.5682,0.9791,,0.7942,2.9794,0.8221,1.0842,1.8081,1.9618,0.7988,1.1176,1.4888,2.047,1.3858,1.1749,1.4861,1.8692,4.4493,21.019,0.5846,8.5768,1.9364,30.1438,1.0466,,2.6768,9.9639,2.1933,3.3856,5.9758,19.9495,1.8635,3.6873,2.0428,4.784,5.0111,1.531,10.5995,8.34
2016/7/4,1.4625,1.9481,0,1.4365,0.5311,0.3091,2.0772,,0.7813,2.4691,1.3544,1.2579,0,0.7102,1.139,1.3133,1.7613,0.4808,0.5089,1.0395,1.4778,1.2953,1.2077,2.0678,,0.7413,1.0384,2.3174,1.058,,0.3598,0.9238,0.7102,0.6765,,1.0501,0.7631,0.3063,1.584,0.1057,0.3105,1.3938,0.5383,0.7066,2601159853,3918728211,4340617473,9542765987,5655090500,6260383417,6951704653,,2601159853,17414064000,10090699526,8836968000,7354092139,6435890780,10369207142,25980295628,4335767966,31751124128,11322835575,10510916400,4998384000,4743612000,14.8641,207.6547,-8.5916,11.6872,174.32,-27.2447,12.2814,,8.8807,26.4213,8.8164,16.0443,17.1164,28.6358,14.5613,9.4204,-45.3303,16.8017,11.0959,14.9266,19.6387,34.0723,1.3393,2.6438,3.5754,2.0821,2.8732,2.5762,0.9994,,0.8002,3.053,0.8332,1.0978,1.8081,1.9757,0.8079,1.1322,1.515,2.0568,1.3929,1.1871,1.508,1.8934,4.5144,21.4285,0.5846,8.7,1.9466,30.237,1.0684,,2.6972,10.21,2.223,3.4282,5.9758,20.0911,1.8848,3.7357,2.0788,4.807,5.0366,1.5469,10.7561,8.448
