ÈÕÆÚ,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH
2014/1/2,8,11.2459,2.0197,5.3906,13.6434,4.3836,2.0394,2.64,8.4184,5.3697,2.6838,11.4547,7.7452,2.5125,6.6865,11.3096,5.3403,6.2027,9.5495,3.4966,,,,,,,,,6,3.04,3.1134,1.7971,8.2696,6.7584,3.6992,5.6974,5.1189,5.4889,6.1451,3.3774,2.9042,6.0304,1.4968,5.1136,4.0157,3.6456,5.1823,13.9081,,,,,,,,,,,,,5.8867,7.9475,6.3779,5.6811,4.3172,10.3836,8.33,,,,,,,,
2014/1/3,7.92,11.2557,1.9935,5.5742,12.9483,4.4871,2.0394,2.64,8.8667,5.237,2.6772,11.8447,7.6162,2.5518,6.6712,11.6764,5.327,6.1323,9.5298,3.408,,,,,,,,,5.94,3.1312,3.1188,1.7876,8.2696,6.0823,3.7274,5.6584,5.6296,5.3601,6.3974,3.404,2.9178,6.2667,1.4619,5.6249,4.2201,3.6562,5.418,13.8358,,,,,,,,,,,,,6.2373,7.8984,6.3019,5.5451,4.2985,10.8699,8.33,,,,,,,,
2014/1/6,7.53,10.8179,1.9761,5.5331,12.2266,4.9377,2.0297,2.64,8.9763,4.9848,2.7363,11.6354,7.7352,2.6058,6.7782,11.423,5.3869,6.0055,9.2323,3.3452,,,,,,,,,5.75,3.119,3.3516,1.7591,8.2696,5.7703,3.5769,5.517,5.3682,5.2729,6.5023,3.3509,2.7818,6.055,1.5658,5.6928,4.1963,3.3358,5.7324,13.4612,,,,,,,,,,,,,6.2527,7.8396,6.3052,5.448,4.1114,10.5664,8.18,,,,,,,,
2014/1/7,7.46,11.4794,1.9761,5.6565,12.2053,4.9499,2.0201,2.64,9.0659,5.0445,2.7363,12.2729,7.5468,2.5763,6.9158,11.5563,5.4202,6.1534,9.1653,3.3526,,,,,,,,,5.83,3.2041,3.33,1.7591,8.2696,5.7925,3.7039,5.5609,5.4229,5.4141,6.3509,3.404,2.843,6.1042,1.5901,5.7652,4.3788,3.3903,5.9812,13.3988,,,,,,,,,,,,,6.3876,8.0554,6.3019,5.4383,4.1301,10.6442,7.94,,,,,,,,
2014/1/8,7.44,11.8005,1.9848,5.9477,12.1788,5.1629,2.0297,2.64,9.5142,4.9715,2.7888,12.368,7.7253,2.596,7.0802,11.6297,5.3803,6.3435,9.4589,3.371,,,,,,,,,5.8,3.2376,3.4653,1.7686,8.2696,5.9684,3.8497,5.634,5.4108,5.4765,6.4906,3.7451,2.9994,6.311,1.6145,5.9281,4.8148,3.5299,6.5444,13.7996,,,,,,,,,,,,,6.4993,8.1732,6.3118,5.5937,4.0864,10.9516,8.28,,,,,,,,
2014/1/9,7.33,11.9561,2.0023,5.7926,12.667,4.9925,2.049,2.64,9.1954,4.852,2.628,12.1777,7.3286,2.6303,6.7629,11.523,5.2271,6.0337,9.4727,3.299,,,,,,,,,5.84,3.2072,3.4383,1.7876,8.2696,5.8297,3.6803,5.21,5.1311,5.4765,5.9238,3.4191,2.8158,5.9467,1.526,5.9915,4.6178,3.3903,6.0991,13.3955,,,,,,,,,,,,,6.218,7.8003,6.216,5.4966,4.0926,10.4108,8.11,,,,,,,,
2014/1/10,7.12,11.7421,2.0197,5.7261,12.7466,4.9194,2.0201,2.64,9.0659,4.7724,2.4607,12.1777,6.8526,2.6303,6.9694,11.3696,5.1006,5.9774,9.1042,3.1475,,,,,,,,,5.75,3.1707,3.3625,1.7876,8.2696,5.4879,3.5839,4.9273,5.0399,5.1108,5.9433,3.4798,2.741,5.9467,1.5496,5.5525,4.5248,3.4409,5.9376,13.1261,,,,,,,,,,,,,6.2258,7.2803,6.0971,5.2926,4.0178,10.0412,8.19,,,,,,,,
2014/1/13,7.42,11.8686,1.9848,5.6059,12.5396,4.9559,1.9816,2.64,9.0759,4.7856,2.4246,12.349,6.9022,2.6303,7.0458,11.423,5.1272,6.0689,8.6115,3.1106,,,,,,,,,5.83,3.1616,3.4545,1.7686,8.2696,5.5845,3.6215,4.9419,5.0946,4.8532,5.9083,3.6466,2.7206,5.9467,1.6064,5.4213,4.5248,3.518,6.0424,13.1688,,,,,,,,,,,,,6.4762,7.3097,6.1368,5.1664,4.0802,10.368,7.98,,,,,,,,
2014/1/14,7.39,12.3161,2.0458,5.761,12.5821,5.2482,2.0201,2.64,9.3947,4.925,2.5099,12.368,7.1006,2.6303,7.3517,11.743,5.3936,6.2872,8.7101,3.2251,,,,,,,,,5.78,3.1676,3.487,1.7876,8.2696,5.8049,3.7673,5.1076,5.2892,5.0277,6.3819,3.7338,2.9246,5.9467,1.6469,5.7471,4.8897,3.6828,6.2214,13.7044,,,,,,,,,,,,,6.7381,7.5354,6.15,5.312,4.1363,10.6831,7.59,,,,,,,,
2014/1/15,7.55,12.4523,2.0371,5.8401,12.598,5.4004,2.0105,2.64,9.7234,4.9383,2.5657,12.9103,7.2096,2.6303,7.3287,11.7897,5.3403,6.7166,8.7574,3.3008,,,,,,,,,5.76,3.2193,3.6278,1.7876,8.2696,5.9312,3.8802,5.3611,5.4229,5.1898,6.4634,4.109,3.1191,5.9467,1.6721,6.0051,4.9115,3.7068,6.8457,14.9989,,,,,,,,,,,,,6.7497,7.8592,6.1467,5.516,4.1363,10.9399,7.94,,,,,,,,
2014/1/16,7.45,12.2771,2.0197,5.9825,12.5343,5.3456,2.0009,2.64,9.584,4.9582,2.5329,12.6249,7.1402,2.6303,7.214,12.3232,5.367,6.7659,8.7574,3.2694,,,,,,,,,5.72,3.2497,3.6007,1.7876,8.2696,5.8817,3.7815,5.4147,5.2892,5.1939,6.2849,4.435,3.4306,5.9467,1.6867,5.8241,4.8386,3.623,7.2473,14.9989,,,,,,,,,,,,,6.7805,7.8003,6.0443,5.4383,4.1051,10.368,7.98,,,,,,,,
2014/1/17,7.33,12.1215,1.9935,6.1028,12.7148,5.3273,1.9913,2.64,9.584,4.9317,2.5394,12.4346,6.9915,2.6303,6.9961,12.3899,5.4335,6.8645,8.3613,3.1087,,,,,,,,,5.72,3.3105,3.5628,1.7876,8.2696,5.9585,3.8943,5.4293,5.35,5.2646,6.1839,4.2076,3.3123,5.9467,1.7086,5.8422,4.7875,3.619,6.981,14.4206,,,,,,,,,,,,,6.6457,7.9279,6.0608,5.448,4.1488,9.9556,7.87,,,,,,,,
2014/1/20,7.55,11.5086,1.9848,6.2579,12.5396,5.2847,1.9816,2.64,9.6238,4.8985,2.5919,12.4536,6.9518,2.6303,6.9158,12.1365,5.4935,6.9138,8.2351,3.1272,,,,,,,,,5.65,3.3683,3.5195,1.7686,8.2696,5.3616,3.8426,5.2587,5.2284,5.1441,6.3974,4.2644,3.179,5.9467,1.7646,5.8603,4.5558,3.4914,6.7627,14.0296,,,,,,,,,,,,,6.4299,7.9966,6.0014,5.2829,4.1301,9.7066,7.69,,,,,,,,
2014/1/21,7.62,12.2188,1.9848,6.3307,12.5184,5.7596,1.9913,2.64,10.0223,4.9184,2.651,12.2538,7.2295,2.6303,7.237,12.3899,5.4735,7.2306,8.314,3.1771,,,,,,,,,5.67,3.42,3.6386,1.7781,8.2696,5.4359,3.9155,5.7851,5.3986,5.1524,6.6148,4.6928,3.3095,5.9467,1.8457,6.2675,4.7729,3.6017,7.4394,14.1611,,,,,,,,,,,,,6.7921,8.0947,6.1269,5.3994,4.1675,10.0957,7.89,,,,,,,,
2014/1/22,7.77,12.355,2.0197,6.3181,12.5874,5.8875,2.0201,2.475,10.0223,5.0511,2.6871,12.6915,7.3584,2.6303,7.302,12.6366,5.5268,7.1391,8.6017,3.2399,,,,,,,,,5.72,3.4595,3.6061,1.8066,8.2696,5.5077,3.8896,5.9021,5.4959,5.2313,6.5799,4.6625,3.3027,5.9467,1.8862,6.1363,4.9243,3.6496,7.9459,14.0953,,,,,,,,,,,,,7.1658,8.1045,6.6058,5.5257,4.2299,10.2318,7.96,,,,,,,,
2014/1/23,7.75,12.2382,2.0197,6.3497,12.9111,6.1006,2.0105,2.355,9.9625,5.0445,2.7035,12.5107,7.3981,2.6303,7.4167,12.6099,5.4602,7.2517,8.4421,3.275,,,,,,,,,5.72,3.4564,3.7198,1.7971,8.2696,5.478,3.9484,6.1652,5.508,5.6344,6.5877,4.6511,3.315,5.9467,1.9228,6.1544,4.9261,3.8238,8.1467,14.2925,,,,,,,,,,,,,7.3083,7.9377,6.7214,5.4966,4.2237,10.2591,8.1,,,,,,,,
2014/1/24,8.05,12.5982,2.0284,6.9321,12.8687,6.0458,2.0201,2.36,9.843,5.0711,2.733,12.5107,7.4774,2.8953,7.3708,12.5699,5.4535,7.4629,8.5071,3.2971,,,,,,,,,5.8,3.6692,3.6928,1.7971,8.2696,5.6861,4.1389,6.1896,5.6661,5.7175,6.7934,4.6587,3.3313,5.9467,1.8733,6.0005,4.886,3.8969,7.9633,14.1545,,,,,,,,,,,,,7.2043,8.4577,6.6388,5.5937,4.2611,10.3174,8.39,,,,,,,,
2014/1/27,8.17,12.6955,2.2286,7.2012,12.5237,5.8631,2.0778,2.3,9.6936,4.9781,2.6772,12.3014,7.408,2.8217,7.6728,12.3699,5.5135,7.3996,8.513,3.3581,,,,,,,,,5.84,3.8273,3.6115,1.8446,8.2696,5.8198,4.0825,6.1994,5.4412,5.8338,6.5605,4.5487,3.5354,5.9467,1.8611,5.8195,4.7036,3.7387,7.745,13.8194,,,,,,,,,,,,,7.0309,8.4773,6.5595,5.5937,4.2424,10.0568,8.61,,,,,,,,
2014/1/28,8.44,12.6371,2.246,7.0936,12.5768,5.8936,2.0586,2.27,9.5043,4.8653,2.7166,11.9684,7.3981,2.6843,7.5008,12.1765,5.6067,7.132,8.3159,3.3526,,,,,,,,,5.9,3.8334,3.5682,1.8446,8.2696,5.4978,3.9884,6.0483,5.3256,5.6344,6.3237,4.3895,3.3844,5.9467,1.81,5.3851,4.647,3.6961,7.7407,13.8588,,,,,,,,,,,,,6.8691,8.3302,6.4902,5.5257,4.2361,9.6055,8.4,,,,,,,,
2014/1/29,8.44,12.997,2.2634,7.1189,12.6192,5.857,2.0778,2.305,9.7733,4.8122,2.71,12.4156,7.6658,2.6892,7.4969,12.4232,5.58,7.2376,8.2233,3.4154,,,,,,,,,5.9,3.8303,3.6115,1.8446,8.2696,5.7083,3.725,6.2335,5.4472,5.6842,6.3858,4.4691,3.4347,5.9467,1.9138,5.4575,4.6069,3.7413,7.7494,13.8949,,,,,,,,,,,,,6.9308,8.5362,6.5331,5.5937,4.2424,9.5782,8.37,,,,,,,,
2014/1/30,8.44,13.3375,2.1764,7.2772,12.7254,5.784,2.049,2.295,9.046,4.8122,2.7527,13.6619,7.5865,2.8266,7.2446,12.6433,5.4469,7.0687,8.3691,3.4135,,,,,,,,,5.9,3.9276,3.5953,1.8351,8.2696,5.8297,3.7862,6.0726,5.2892,5.9959,6.0675,4.363,3.4007,5.9467,1.8514,5.2267,4.4956,3.6296,7.4787,13.6715,,,,,,,,,,,,,6.8383,8.3596,6.434,5.7393,4.2237,9.2904,8.54,,,,,,,,
2014/2/7,8.44,13.4251,2.2721,7.179,12.4654,6.0579,2.0971,2.325,9.2253,4.9118,2.8019,13.9378,7.9336,2.7775,7.4167,13.0967,5.6267,7.7727,8.4657,3.6389,,,,,,,,,5.9,4.0279,3.7198,1.8446,8.2696,5.9981,3.9508,6.6819,5.4412,6.2036,6.3897,4.7989,3.6047,5.9467,1.8911,5.6566,4.9079,3.7599,7.8586,13.7832,,,,,,,,,,,,,7.4008,8.6736,6.9823,5.8656,4.2299,10.1968,8.97,,,,,,,,
2014/2/10,8.44,13.7948,2.2808,7.1696,12.4919,6.0945,2.1067,2.385,9.4445,5.0445,2.8544,14.0329,8.1518,2.91,7.8066,13.1434,5.7399,7.991,8.7869,3.842,,,,,,,,,5.9,3.9367,3.6982,1.8446,8.2696,6.5974,4.0731,7.0035,5.6235,6.4612,6.5217,4.9316,3.768,5.9467,1.9422,5.7109,4.9736,3.8557,8.0157,14.1315,,,,,,,,,,,,,7.6281,8.7815,6.9691,5.9238,4.3609,10.2668,9.42,,,,,,,,
2014/2/11,8.44,13.5029,2.3244,7.0461,12.3539,5.7474,2.1067,2.375,9.2552,5.0578,2.8118,14.1851,8.2807,2.9836,7.7187,12.9634,5.6999,7.8713,9.2421,3.8273,,,,,,,,,5.9,3.9063,3.579,1.8541,8.2696,7.2562,4.2071,6.9255,5.5202,6.7313,6.3858,4.9013,3.6564,5.9467,1.8822,5.7245,4.8915,3.7852,7.6665,13.8456,,,,,,,,,,,,,7.1735,8.9679,6.903,5.9336,4.4171,10.0101,9.22,,,,,,,,
2014/2/12,8.44,13.5807,2.2982,6.7802,12.1947,5.784,2.1067,2.45,9.2652,5.1441,2.9725,14.1661,8.5088,3.0131,8.0895,12.9834,5.893,8.1529,9.4924,3.8291,,,,,,,,,5.9,3.8334,3.6115,1.8541,8.2696,7.796,4.6281,6.9889,5.6722,6.6316,6.6847,5.015,4.0223,5.9467,1.8514,5.901,5.1086,3.9886,7.8586,13.7044,,,,,,,,,,,,,7.2159,8.9973,6.9955,5.9044,4.4358,9.8506,9.25,,,,,,,,
2014/2/13,8.44,13.678,2.2982,6.7327,12.7891,5.65,2.1067,2.405,9.2154,5.2038,2.8741,13.5572,8.241,2.8855,7.8295,12.7767,6.2592,7.8994,9.4274,3.7866,,,,,,,,,5.9,3.8273,3.5736,1.9112,8.2696,7.64,4.5857,6.5844,5.4108,6.2119,6.3276,4.689,3.8496,5.9467,1.7459,5.5978,4.9791,3.8676,8.007,13.4711,,,,,,,,,,,,,7.004,8.7226,7.3787,5.8947,4.336,9.7883,9.31,,,,,,,,
2014/2/14,8.44,14.0185,2.3069,7.0018,12.7466,5.577,2.1163,2.455,9.1257,5.2835,2.8938,14.7274,8.3402,2.9493,7.8448,12.9034,6.2193,7.9558,10.1762,3.8716,,,,,,,,,5.9,3.9641,3.487,1.9207,8.2696,8.4053,4.7033,6.7257,5.5627,6.3283,6.444,4.7345,4.0645,5.9467,1.7978,5.6611,4.9955,4.0086,7.8978,13.5039,,,,,,,,,,,,,6.8036,8.9679,7.5042,6.0404,4.467,9.8661,9.53,,,,,,,,
2014/2/17,8.44,14.145,2.3331,7.2772,12.7148,5.7292,2.1644,2.53,9.2652,5.2901,2.943,14.7274,8.6972,2.9787,8.1048,13.1501,6.4057,8.2303,10.19,4.1948,,,,,,,,,5.9,4.0188,3.5899,2.0063,8.2696,8.0387,4.8961,6.8427,5.7269,6.3574,6.5799,4.8899,4.0795,5.9467,1.8019,5.8603,5.0393,4.1601,8.0594,13.8292,,,,,,,,,,,,,6.9886,9.3506,7.5867,6.0986,4.4732,9.8,10.01,,,,,,,,
2014/2/18,8.44,13.8531,2.2808,7.217,13.0332,6.0884,2.1259,2.49,9.8928,5.2038,2.9692,14.4801,8.7468,2.9983,7.8945,12.9834,6.186,8.6809,9.7466,4.1302,,,,,,,,,5.9,3.9367,3.7036,2.0063,9.0971,7.4369,4.8303,7.0328,5.9336,6.5153,6.7041,5.1856,3.9326,5.9467,1.8303,5.9779,5.1597,4.1202,8.4217,13.5204,,,,,,,,,,,,,7.185,9.3996,7.448,6.1763,4.4295,10.1657,10.35,,,,,,,,
2014/2/19,8.44,13.4154,2.246,6.8245,13.2614,5.9666,2.1933,2.505,9.7135,5.2038,2.9364,14.2993,8.4988,3.0425,7.7607,12.8167,6.1727,8.6387,9.5535,4.2096,,,,,,,,,5.9,3.8911,3.6549,2.0443,10.0083,7.4543,4.6963,6.8866,5.8363,6.3283,7.104,4.996,3.8577,5.9467,1.7848,5.8376,4.9809,3.9886,8.3213,13.6518,,,,,,,,,,,,,6.9231,9.8019,7.4579,6.3706,4.4919,9.8428,9.9,,,,,,,,
2014/2/20,8.44,13.4835,2.2286,6.5365,13.0703,6.0031,2.2991,2.755,9.3548,5.0578,2.8183,14.3469,8.122,3.0965,7.4969,12.3499,6.0195,8.3007,9.4214,4.1191,,,,,,,,,5.9,3.648,3.6711,2.1014,9.1069,7.1918,4.8162,6.5308,5.6904,6.0707,6.8827,4.7838,3.734,5.9467,1.7848,5.5571,4.7072,3.8557,7.9721,13.1425,,,,,,,,,,,,,6.4453,10.008,7.3721,6.254,4.4732,9.3837,9.83,,,,,,,,
2014/2/21,8.44,13.1235,2.2634,6.5681,12.9483,6.0397,2.251,2.67,9.2054,5.0843,3.1005,13.8997,8.3699,3.0327,7.5505,12.2765,5.9196,8.1177,9.4806,4.2207,,,,,,,,,5.9,3.7027,3.6711,2.0728,9.2153,7.2388,4.7456,6.6039,5.7269,6.025,7.2398,4.8634,3.7544,5.9467,1.7848,5.5978,4.6707,3.8902,7.8062,12.7121,,,,,,,,,,,,,6.4531,10.214,7.1706,6.0404,4.4171,9.2709,9.83,,,,,,,,
2014/2/24,8.44,13.4251,2.3069,6.5523,12.4176,6.478,2.4145,2.775,9.2154,5.1042,3.4122,13.9568,9.203,2.9542,7.799,12.6099,5.9796,8.3782,9.4806,4.3869,,,,,,,,,5.9,3.6875,3.7794,2.1489,8.9001,7.38,4.7574,6.8329,5.8181,5.7964,7.531,4.8634,3.8877,5.9467,1.7848,5.8422,4.689,3.9461,7.5442,13.3889,,,,,,,,,,,,,6.5532,10.2336,7.2565,6.0307,4.5169,9.3409,9.34,,,,,,,,
2014/2/25,8.44,12.3258,2.3069,6.3845,11.6481,6.4293,2.3472,2.695,8.518,4.8387,3.3137,12.8532,8.7964,2.9051,7.0802,11.8431,5.7598,7.815,9.4806,4.0785,,,,,,,,,5.9,3.6297,3.6819,2.0728,8.0086,6.642,4.4564,6.2578,5.2831,5.3103,6.7779,4.3782,3.4986,5.9467,1.7848,5.4439,4.2638,3.5698,6.8719,13.4152,,,,,,,,,,,,,6.1063,9.6547,6.9493,5.8753,4.3921,8.594,8.94,,,,,,,,
2014/2/26,8.44,12.4425,2.394,6.5048,11.8232,5.9301,2.3376,2.895,8.1693,4.7724,3.6451,13.1386,8.7864,2.8855,6.9044,11.7364,5.8997,7.9206,9.4806,4.0988,,,,,,,,,5.9,3.6419,3.6278,2.1014,8.0086,6.585,4.4681,6.3699,5.2649,5.3601,6.5799,4.2417,3.3776,5.9467,1.7848,5.3625,4.2711,3.4887,6.8631,13.2378,,,,,,,,,,,,,6.1988,9.8706,6.804,5.9433,4.4171,8.5395,8.95,,,,,,,,
2014/2/27,8.44,12.0242,2.3766,6.2674,11.3032,5.79,2.2606,2.85,8.0398,4.6994,3.691,12.7295,8.4988,2.8757,6.6253,11.7497,6.0062,7.5756,9.4806,3.8568,,,,,,,,,5.9,3.6115,3.6765,2.0728,7.6737,6.0674,4.6492,6.292,5.1737,5.1025,6.2771,4.0484,3.2375,5.9467,1.7848,5.1407,3.9756,3.3877,6.8981,12.7745,,,,,,,,,,,,,6.0794,9.6744,6.7709,5.8656,4.5793,8.6406,9.14,,,,,,,,
2014/2/28,8.44,12.3647,2.4201,6.3276,12.131,5.8448,2.3183,2.83,8.1892,4.7856,3.7567,12.9198,8.598,3.0621,6.7285,11.8898,6.1793,7.6601,9.4806,3.8901,,,,,,,,,5.9,3.4747,3.6007,2.1109,7.6343,6.377,4.8209,6.3407,5.2284,5.2272,6.3198,4.1697,3.2633,5.9467,1.6777,5.014,4.1489,3.4595,7.3041,12.8107,,,,,,,,,,,,,6.3375,9.4389,6.8469,5.9044,4.4982,8.7963,8.7,,,,,,,,
2014/3/3,8.44,12.7441,2.4114,6.4257,11.8392,6.0397,2.3087,2.92,8.3088,5.0445,4.134,13.1386,8.7468,3.3222,6.8356,11.9631,6.1926,7.822,9.4806,4.0582,,,,,,,,,5.9,3.5294,3.5845,2.1109,7.6293,6.5429,4.8091,6.4918,5.35,5.4266,6.4401,4.3289,3.2443,5.9467,1.6631,5.1769,4.2036,3.5313,7.9284,12.8041,,,,,,,,,,,,,6.4531,9.8019,6.913,6.2055,4.6105,9.0725,9.14,,,,,,,,
2014/3/4,8.44,12.8706,2.3418,6.4257,11.664,6.0823,2.251,2.865,8.3984,5.0976,4.0191,12.9008,8.8459,3.2388,6.7782,11.8164,6.166,7.5826,9.4806,4.0397,,,,,,,,,5.9,3.5507,3.6007,2.0728,7.8313,7.1967,5.2066,6.4674,5.2892,5.5263,6.2422,4.2607,3.2565,5.9467,1.6875,5.3036,4.1507,3.494,7.9546,12.6201,,,,,,,,,,,,,6.349,9.9098,6.9988,6.1569,4.5668,9.0491,9.45,,,,,,,,
2014/3/5,8.44,13.0457,2.2982,6.4004,11.7649,5.9605,2.251,2.755,8.2888,4.998,3.8813,13.0245,8.7071,3.1995,7.0305,11.8964,6.146,7.5967,9.4806,4.0637,,,,,,,,,5.9,3.5507,3.6007,2.0538,7.7919,7.4444,5.2324,6.3846,5.277,5.3643,6.2732,4.3251,3.4306,5.9467,1.694,5.2041,4.158,3.5645,8.2689,12.1568,,,,,,,,,,,,,6.3914,9.8313,7.3126,6.0889,4.4919,8.8002,9.58,,,,,,,,
2014/3/6,8.44,12.9095,2.2895,6.3339,11.611,5.7596,2.2606,2.76,8.1593,4.8918,3.9207,13.0149,8.6278,3.121,6.9388,11.9564,6.1594,7.294,9.4806,4.1302,,,,,,,,,5.9,3.5355,3.6278,2.0633,7.8805,7.6153,5.2818,6.1555,5.277,5.6385,6.1568,4.2644,3.3531,5.9467,1.6899,5.1498,4.2182,3.5512,8.1249,12.147,,,,,,,,,,,,,6.1603,9.7332,7.3522,6.021,4.4982,8.6329,9.58,,,,,,,,
2014/3/7,8.44,12.6857,2.2895,6.2991,11.8604,5.7779,2.2414,2.705,8.249,4.9516,3.9896,12.701,8.6674,3.1456,6.6903,12.1632,6.3458,7.3151,9.4806,4.084,,,,,,,,,5.9,3.5416,3.6873,2.0633,7.4963,7.058,5.0043,6.214,5.1858,5.6967,6.1024,4.4161,3.4959,5.9467,1.6859,5.1769,4.1653,3.5313,7.9502,12.2455,,,,,,,,,,,,,6.0871,9.4487,7.3688,6.5357,4.4794,8.913,9.58,,,,,,,,
2014/3/10,8.44,11.7226,2.1677,6.0775,11.7012,5.4126,2.1548,2.745,7.98,4.7591,3.5893,11.8352,8.2113,3.1799,6.4074,11.9498,6.3058,7.0687,9.4806,4.0212,,,,,,,,,5.9,3.42,3.5303,1.9587,6.8167,7.1299,4.6868,5.8972,4.9366,5.1274,5.5939,4.3744,3.3504,5.9467,1.754,5.2358,3.9956,3.3637,8.1292,11.9235,,,,,,,,,,,,,5.7711,9.0072,7.2201,6.2346,4.2985,8.6445,9.58,,,,,,,,
2014/3/11,8.44,11.8296,2.1764,6.0015,11.4199,5.5039,2.1548,2.71,8.2191,4.779,3.4286,11.702,8.1319,3.1946,6.503,12.1098,6.5123,7.1391,9.4806,3.9252,,,,,,,,,5.9,3.3987,3.6603,1.9777,6.5999,6.7361,4.8162,5.9167,4.9974,4.9903,5.6676,4.3971,3.2034,5.9467,1.7037,5.2267,3.8953,3.3704,8.2035,11.8578,,,,,,,,,,,,,5.9253,9.1249,7.5075,6.4871,4.2736,8.9636,9.58,,,,,,,,
2014/3/12,8.44,11.6934,2.159,6.0047,11.4624,5.5465,2.1163,2.625,8.3287,4.8255,3.4745,11.7972,8.1319,3.072,6.5718,12.0298,6.5123,7.2869,9.4806,3.7848,,,,,,,,,5.9,3.4017,3.617,1.9587,6.9004,6.8847,4.6069,5.9947,5.0399,5.0485,5.7919,4.526,3.1001,5.9467,1.5991,5.4258,3.919,3.3518,8.3825,12.0878,,,,,,,,,,,,,6.1256,9.0857,7.3655,6.7007,4.2985,9.1814,9.58,,,,,,,,
2014/3/13,8.44,11.9269,2.1764,6.068,11.6534,5.8388,2.1452,2.645,8.518,4.8387,3.6484,11.8638,8.2708,3.1161,6.5947,11.8898,6.5922,7.6037,9.4806,3.8402,,,,,,,,,5.9,3.4595,3.6873,1.9682,7.1959,7.2562,4.6069,6.3407,5.0703,5.0817,5.9665,4.9771,3.3327,5.9467,1.6494,5.4258,4.2839,3.381,9.2207,12.1765,,,,,,,,,,,,,6.48,9.5174,7.5273,6.7396,4.3235,9.3759,9.58,,,,,,,,
2014/3/14,8.44,11.7518,2.2025,5.992,11.8232,5.9057,2.1644,2.63,8.6774,4.7856,3.6385,11.5688,8.1914,3.1603,6.5144,11.4363,6.5123,7.5193,9.4806,3.842,,,,,,,,,5.9,3.4534,3.6928,1.9682,7.0383,7.0036,4.6069,6.2773,4.9791,5.1607,5.9083,5.0074,3.3463,5.9467,1.7143,5.4258,4.3204,3.3717,9.7315,12.6497,,,,,,,,,,,,,6.534,9.5174,7.6726,6.4677,4.3172,9.4071,9.18,,,,,,,,
2014/3/17,9.28,12.2188,2.2112,6.1376,11.68,5.9301,2.1836,2.69,8.6475,4.8852,3.8157,11.9113,8.4393,3.3566,6.7247,11.9831,6.5256,7.6037,9.4806,3.9935,,,,,,,,,6.38,3.5203,3.7198,1.9873,7.0629,6.6989,4.6069,6.3992,5.1493,5.2064,6.0364,5.1022,3.5218,5.9467,1.8408,5.4258,4.4135,3.5007,8.95,12.584,,,,,,,,,,,,,6.5224,9.8313,7.5504,6.827,4.3484,9.3759,8.85,,,,,,,,
2014/3/18,9.28,12.2869,2.2112,6.182,11.6004,6.1614,2.174,2.725,8.9165,4.9051,3.8157,11.9304,8.6278,3.2781,6.7017,12.1031,6.3924,7.5474,9.4806,4.0083,,,,,,,,,6.38,3.5446,3.8444,1.9968,6.9447,6.6172,4.6069,6.4772,5.198,5.1316,6.017,5.1098,3.5612,5.9467,1.939,5.4258,4.3569,3.5033,9.1683,12.4131,,,,,,,,,,,,,6.6264,9.7332,7.5834,6.7396,4.3859,9.2242,8.9,,,,,,,,
2014/3/19,9.43,12.2188,2.2634,6.4573,11.4093,6.0458,2.1836,2.775,8.6575,4.852,3.7599,10.8743,8.8559,3.44,6.5221,12.2032,6.3924,7.3221,9.4806,4.0415,,,,,,,,,6.4,3.6176,3.8606,2.0063,6.8413,6.3374,4.6069,6.4041,5.2831,4.9363,5.9355,5.0036,3.4673,5.9467,1.9065,5.4258,4.2876,3.5645,9.0155,12.3802,,,,,,,,,,,,,6.5571,9.694,7.5801,6.7007,4.3796,9.1775,8.42,,,,,,,,
2014/3/20,8.96,11.674,2.1764,6.1725,11.351,5.8448,2.1452,2.63,8.0597,4.7724,3.4122,10.6555,8.5782,3.2633,6.4533,12.0631,6.3258,7.0405,9.4806,3.9159,,,,,,,,,6.2,3.5568,3.7794,1.9682,7.521,5.9931,4.6069,6.4041,5.1007,4.4917,5.6754,4.5033,3.1395,5.9467,1.8643,5.4258,4.1489,3.4276,8.2515,12.3901,,,,,,,,,,,,,6.1603,9.1936,7.4051,6.2929,4.2985,8.7029,8.26,,,,,,,,
