ÈÕÆÚ,000045.SZ,000050.SZ,000100.SZ,000413.SZ,000536.SZ,000541.SZ,000725.SZ,000727.SZ,002005.SZ,002036.SZ,002076.SZ,002106.SZ,002189.SZ,002217.SZ,002273.SZ,002289.SZ,002387.SZ,002449.SZ,002456.SZ,002587.SZ,002745.SZ,002808.SZ,002841.SZ,002845.SZ,002876.SZ,002952.SZ,002955.SZ,002962.SZ,200045.SZ,200413.SZ,200541.SZ,200725.SZ,300032.SZ,300076.SZ,300088.SZ,300102.SZ,300120.SZ,300128.SZ,300162.SZ,300219.SZ,300232.SZ,300241.SZ,300296.SZ,300301.SZ,300303.SZ,300319.SZ,300323.SZ,300331.SZ,300389.SZ,300545.SZ,300566.SZ,300582.SZ,300625.SZ,300632.SZ,300650.SZ,300691.SZ,300701.SZ,300708.SZ,300752.SZ,300790.SZ,600261.SH,600363.SH,600552.SH,600651.SH,600666.SH,600703.SH,600707.SH,603297.SH,603303.SH,603515.SH,603679.SH,603685.SH,603773.SH,688007.SH,688010.SH
2015/3/3,10.15,21.5186,4.524,8.7021,10.6256,7.1804,2.9821,4.235,8.5279,6.5347,4.547,13.2791,24.2382,5.2704,8.6487,12.4432,11.6354,9.2553,9.3389,5.8189,22.8911,,,,,,,,6.33,5.7596,3.9729,2.4532,17.1795,8.1227,4.0798,6.5832,7.2938,6.8807,22.2477,4.8386,5.1859,6.311,4.1096,7.1225,4.9572,6.4958,8.1227,15.4945,19.0884,,,,,,,,,,,,5.6887,11.6435,9.4515,9.8249,12.4946,10.7021,10.99,,,,,,,,
2015/3/4,10.48,21.9883,4.8624,8.7781,10.7319,7.6755,3.136,4.505,8.9065,6.5347,4.4283,13.4616,24.6655,5.2066,8.9563,12.6033,11.6154,9.4188,9.4022,5.9679,21.3336,,,,,,,,6.36,5.6867,4.0793,2.5007,17.3864,8.5452,4.3043,6.7663,7.6115,6.8891,22.1656,5.1272,5.4752,6.6112,4.1129,7.4628,5.1033,6.6693,8.3912,16.0126,19.289,,,,,,,,,,,,5.8696,12.3423,9.4515,10.3117,12.6258,10.7492,10.92,,,,,,,,
2015/3/5,10.65,22.9375,4.7823,9.6521,11.0566,8.0408,3.0879,4.615,9.0858,6.5347,4.4645,13.6536,24.3177,5.3784,9.1062,12.91,11.6354,9.4899,9.6199,5.9306,20.2871,,,,,,,,6.58,6.0603,4.1744,2.4627,16.687,8.4557,4.3398,6.7861,7.545,7.0016,21.0904,5.0513,5.6089,6.5325,4.227,7.4038,4.986,6.7828,8.5092,15.8942,19.1174,,,,,,,,,,,,5.8638,12.4407,9.4515,10.1754,13.5317,10.8729,11.22,,,,,,,,
2015/3/6,10.58,22.1938,4.5418,10.4311,10.8618,7.8179,3.0302,4.505,8.8866,6.5347,4.3162,13.2791,25.6593,5.3587,8.691,12.77,11.5887,9.1202,9.1767,5.7557,19.8917,,,,,,,,6.6,6.1606,4.1016,2.4437,16.0073,8.1426,4.2027,7.4642,7.4859,6.7848,21.0747,4.8576,5.3496,6.3503,4.0705,7.2586,4.7944,6.4391,8.5157,15.4353,18.8734,,,,,,,,,,,,5.7238,12.2045,9.4515,10.1754,13.2506,10.449,11.09,,,,,,,,
2015/3/9,10.6,22.2329,4.6042,10.0511,10.8204,7.7808,3.0398,4.59,9.2552,6.5347,4.3623,13.8841,26.5438,5.2802,9.5597,12.8633,11.7287,9.17,9.2439,5.8636,19.0719,,,,,,,,6.57,6.033,4.0625,2.4342,16.4457,8.5502,4.2594,7.4197,7.7076,6.7431,20.9965,4.9639,5.2404,6.5768,4.0591,7.2677,4.8902,6.3991,8.424,16.0521,19.1537,,,,,,,,,,,,5.7238,12.2931,9.4515,10.5259,13.4692,10.6138,11.12,,,,,,,,
2015/3/10,10.75,22.0861,4.711,10.1556,10.9031,7.9108,3.0494,4.695,9.2054,6.5347,4.359,13.8072,26.2854,5.3391,9.652,13.0901,11.682,9.3264,9.3508,6.0498,19.4577,,,,,,,,6.67,6.0695,4.0793,2.4532,16.4457,8.7441,4.4296,8.1621,7.6633,6.618,20.715,5.15,5.265,6.626,4.1406,7.2722,5.0458,6.5492,8.4699,16.2791,19.3059,,,,,,,,,,,,5.8346,12.549,9.4515,10.448,13.3068,10.92,11.33,,,,,,,,
2015/3/11,10.83,21.9785,4.6042,10.3931,10.7673,7.7622,3.0013,4.59,9.0659,6.5347,4.2469,13.8841,27.5177,5.3195,9.6674,12.9234,11.4888,9.2055,9.3824,5.9716,18.9562,,,,,,,,6.66,6.1059,4.0681,2.4342,15.899,8.6446,4.562,8.9788,7.582,6.5805,22.6387,5.1082,5.2186,6.5226,4.0705,7.2405,5.1464,6.3257,8.2078,15.8843,19.231,,,,,,,,,,,,5.7296,12.6966,9.4515,10.8667,12.6133,10.9494,11.5,,,,,,,,
2015/3/12,10.73,21.5284,4.5062,9.8706,10.6906,7.657,3.0109,4.49,8.9862,6.5347,4.2535,13.4328,28.7798,5.241,9.3637,12.6966,11.1955,9.106,9.4655,5.8711,18.4016,,,,,,,,6.74,5.9692,4.0569,2.4532,16.0073,8.4856,4.4438,8.761,7.8554,6.4178,21.0161,5.0702,5.4342,6.4586,4.1259,7.0772,5.3188,6.1689,8.0506,15.6327,19.1609,,,,,,,,,,,,5.7121,12.3325,9.4515,10.8862,12.807,10.6727,11.46,,,,,,,,
2015/3/13,10.78,21.7339,4.5507,9.8801,10.8086,7.9789,3.0206,4.55,9.0261,6.5347,4.359,13.5864,28.7897,5.3097,9.4098,12.99,11.6287,9.7529,9.426,6.0572,18.8935,,,,,,,,6.7,5.8872,4.1408,2.4437,16.9973,8.933,4.5123,8.6274,7.9071,6.5054,21.1764,5.245,5.4506,6.7639,4.1503,7.1316,5.6158,6.339,8.2799,16.0373,19.7383,,,,,,,,,,,,5.7588,12.7557,9.4515,10.8083,12.807,10.6374,11.69,,,,,,,,
2015/3/16,10.96,22.3993,4.6398,10.1461,11.1215,8.4307,3.0975,4.765,9.564,6.5347,4.4579,13.9705,28.9189,5.5747,9.4137,13.2701,11.762,10.549,9.5447,6.2471,19.424,,,,,,,,6.89,5.9966,4.2136,2.4817,18.6965,9.1765,4.6754,8.8848,8.0401,6.7056,22.6778,5.4273,5.7263,6.7639,4.2742,7.3675,5.8529,6.6193,8.5878,16.5604,20.1949,,,,,,,,,,,,6.1205,13.3659,9.4515,10.9349,12.807,10.8199,11.77,,,,,,,,
2015/3/17,11.16,23.1919,4.6843,11.1626,11.1805,8.3503,3.4053,5.235,9.6139,6.5347,4.448,14.7674,28.1934,5.8544,9.7673,13.3568,11.722,10.6628,9.6436,6.2843,19.4722,,,,,,,,7.05,6.2244,4.1744,2.6528,19.5043,9.0722,4.6754,8.7066,8.0697,6.6847,22.932,5.469,5.6144,6.7639,4.6785,7.3494,5.8912,6.8061,8.5943,16.5061,22.2147,,,,,,,,,,,,6.1438,13.2675,9.4515,10.9739,12.807,11.0612,12.1,,,,,,,,
2015/3/18,11.71,23.6127,5.1563,11.3811,12.2962,8.406,3.742,5.24,9.6936,6.5347,4.5898,14.777,28.6208,5.8838,9.7173,13.7769,11.8486,10.5988,10.0077,6.571,19.6024,,,,,,,,7.16,6.2335,4.1912,2.7099,19.1989,9.3406,4.6754,8.8402,8.2397,6.8724,22.756,5.5526,5.6635,6.7639,4.6459,7.6987,6.3486,7.2332,8.8891,17.1722,23.843,,,,,,,,,,,,6.2722,13.4742,9.4515,10.9154,12.807,11.4733,12.1,,,,,,,,
2015/3/19,11.71,25.971,5.1919,11.1436,12.5796,8.2698,3.6843,5.12,9.6238,6.5347,4.5107,14.9594,29.1177,5.9574,9.5251,13.8169,11.6287,10.6557,9.9444,6.5151,19.9399,,,,,,,,7.05,6.115,4.1744,2.6433,19.3418,9.3953,4.6754,8.6818,8.284,6.9182,24.1402,5.4728,5.568,6.7639,4.5872,7.7395,6.3055,7.2399,8.817,17.2364,22.9515,,,,,,,,,,,,6.2839,13.5726,9.4515,10.9154,12.807,11.2614,12.34,,,,,,,,
2015/3/20,11.66,26.5973,5.2454,11.3241,12.3848,8.3564,3.7901,5.1,9.7533,6.5347,4.5503,14.8634,28.4717,6.247,9.356,14.297,11.7487,10.5277,9.9285,6.7348,19.7278,,,,,,,,7.07,6.1515,4.1744,2.6909,19.8097,9.6438,4.6754,8.6521,8.5648,7.1059,23.8547,5.5336,5.568,6.7639,4.7127,7.7395,6.3965,7.2799,8.9742,17.5078,23.2753,,,,,,,,,,,,6.3364,13.7695,9.4515,11.042,14.0877,11.3203,12.29,,,,,,,,
2015/3/23,11.74,27.0083,5.3166,11.3716,12.6445,8.5236,3.8863,5.11,9.7733,6.5347,4.6228,15.3147,30.8766,6.561,9.7788,14.8439,12.4884,10.7552,10.1858,7.4086,19.8387,,,,,,,,7.04,6.1697,4.1968,2.7099,19.9623,10.0167,4.6754,8.86,8.6757,7.3227,24.8127,5.6475,5.568,6.7639,5.0094,7.9845,6.5977,7.3099,9.2494,18.0013,24.1064,,,,,,,,,,,,6.5173,14.3895,9.4515,11.412,13.8316,11.4851,12.16,,,,,,,,
2015/3/24,11.52,27.204,5.2543,11.1246,13.4592,8.3131,4.0787,5.2,9.6039,6.5347,4.791,14.9978,32.3276,6.7622,9.5751,14.5504,13.3947,10.6699,9.9127,8.0378,19.5059,,,,,,,,7.04,6.0603,4.1464,2.7384,19.3073,10.1956,4.6754,8.6274,8.5648,7.3811,23.929,5.5602,5.568,6.7639,4.9833,8.3565,6.4611,7.9672,8.9939,17.6361,24.6886,,,,,,,,,,,,6.3889,14.2517,9.4515,10.9739,13.4192,11.1908,13.05,,,,,,,,
2015/3/25,11.47,26.9985,5.3344,11.7611,13.3942,8.2017,3.9729,5.14,10.2016,6.5347,4.9262,15.3531,31.9996,6.5807,9.8596,14.7972,14.0944,11.0822,10.8426,8.5367,20.3016,,,,,,,,6.97,6.1697,4.0457,2.6909,20.5435,10.2354,4.6754,9.0828,8.9417,7.5771,26.3219,6.1147,5.568,6.7639,5.2817,8.9599,6.6264,7.9238,9.3214,17.6706,24.0629,,,,,,,,,,,,6.4531,14.2517,9.4515,10.857,13.313,11.0083,13.04,,,,,,,,
2015/3/26,11.68,26.4016,5.1919,11.2291,12.7567,9.025,3.8575,5.245,10.0422,6.5347,4.6888,15.1899,31.0853,6.7966,9.9249,14.3037,13.6479,10.8831,10.5696,7.9782,19.7615,,,,,,,,6.91,6.0877,4.359,2.6528,19.7062,9.435,4.6754,8.662,9.0599,7.2227,24.4256,6.3426,5.568,6.7639,5.3322,8.5969,6.3246,7.4133,9.0332,17.0242,22.7099,,,,,,,,,,,,6.4122,14.5864,9.4515,10.8278,13.1819,10.9965,13.45,,,,,,,,
2015/3/27,12.16,26.1178,5.2187,11.2386,12.7567,9.025,3.8863,5.26,10.2714,6.5347,4.7679,15.2571,30.6878,6.7279,9.9288,15.0839,13.6679,10.876,10.6369,8.0899,19.7615,,,,,,,,7.09,6.0877,4.359,2.6719,21.6764,9.4798,4.6754,8.8402,9.5846,7.2685,23.8039,6.5666,5.568,6.7639,5.2491,9.1504,6.3558,7.2565,9.0725,17.4535,22.7099,,,,,,,,,,,,6.4239,14.8915,9.4515,10.8862,13.3005,11.1437,14.03,,,,,,,,
2015/3/30,12.07,26.3135,5.2632,11.2956,12.7567,9.025,3.944,5.34,10.3411,6.5347,4.8305,15.0459,31.8505,6.6641,10.0018,15.2506,13.6212,11.1746,10.6329,7.9224,19.9448,,,,,,,,7.05,6.0968,4.359,2.6909,23.1983,9.2113,4.6754,8.9986,9.4812,7.4687,23.6905,7.2237,5.568,6.7639,5.0909,9.0325,6.4659,7.2532,8.9873,17.567,22.1954,,,,,,,,,,,,6.5814,14.862,9.4515,11.2952,13.8128,11.4439,14.06,,,,,,,,
2015/3/31,11.86,26.0102,5.2543,11.2101,12.7567,9.025,3.8767,5.365,10.0622,6.5347,4.8206,15.3051,32.3971,6.772,9.8942,15.0906,13.7145,11.658,10.6052,8.1644,19.9062,,,,,,,,6.94,6.1515,4.359,2.6528,25.5181,9.4052,4.6754,9.8995,9.6363,7.3603,23.6553,7.349,5.568,6.7639,5.1235,9.2003,6.5378,7.3133,9.2625,17.8187,22.5384,,,,,,,,,,,,6.949,15.1769,9.4515,11.0031,14.3563,12.5153,13.77,,,,,,,,
2015/4/1,12.1,26.4016,5.6283,11.3336,12.7567,9.025,3.944,5.415,10.1618,6.5347,5.0383,15.8332,33.3909,7.1106,9.9864,15.7708,13.9344,11.9565,10.8149,8.9797,20.2727,,,,,,,,6.96,6.1606,4.359,2.6814,26.646,9.6538,4.6754,10.1965,10.2645,7.4437,24.0893,7.3528,5.568,6.7639,5.2833,10.1213,7.012,7.6402,9.3673,19.6,23.9058,,,,,,,,,,,,7.0715,15.9741,10.3962,11.1491,14.8499,12.7743,14.02,,,,,,,,
2015/4/2,12.23,26.9105,5.5125,11.7706,12.7567,9.025,3.9825,5.515,10.4706,6.5347,5.2097,15.8236,36.73,7.4591,10.3785,16.0842,14.4276,11.9352,11.0009,9.5865,20.2871,,,,,,,,6.99,6.2517,4.359,2.7004,29.3106,9.8278,5.1435,9.944,10.5379,7.9524,24.0385,7.5161,5.568,6.7639,5.3371,10.4252,7.3688,7.4734,9.78,19.4273,24.3745,,,,,,,,,,,,7.4683,17.3422,11.4353,11.6847,15.0248,12.9215,13.85,,,,,,,,
2015/4/3,12.74,26.6365,5.5036,11.5806,12.798,9.4521,3.9921,5.57,10.65,6.5347,5.4999,15.7852,36.9685,7.832,10.4746,16.531,14.5076,12.1485,11.0049,9.9998,21.8351,,,,,,,,7.18,6.2244,4.4094,2.7099,31.2266,9.8775,5.6587,9.9094,10.8704,8.2485,24.1597,7.3642,5.568,6.7639,5.6142,10.525,7.9148,7.4334,9.7472,20.7005,23.9107,,,,,,,,,,,,7.4333,17.6965,12.5788,11.6262,15.2872,12.8508,13.96,,,,,,,,
2015/4/7,13.05,26.9692,5.7352,11.6756,13.0459,9.3159,4.1268,5.625,10.6799,6.5347,5.4999,15.7852,39.0554,8.2246,10.5707,16.571,14.2343,12.2124,11.1434,10.2083,21.8399,,,,,,,,7.26,6.2153,4.3478,2.7479,30.8818,10.4342,5.7155,9.9193,10.9665,8.2569,25.669,7.4629,5.568,6.7639,5.5539,11.5775,8.2381,8.1774,10.3957,20.4784,26.3025,,,,,,,,,,,,7.4741,17.6965,13.8367,11.7626,15.0123,12.8979,14.47,,,,,,,,
2015/4/8,13.47,26.2157,5.7352,12.0936,12.6504,9.3716,4.0498,5.48,10.2614,6.5347,5.4999,15.7852,36.1536,8.2835,10.7167,16.1375,13.5879,11.6438,10.6962,9.6796,21.2275,,,,,,,,7.45,6.2426,4.3646,2.7099,29.4534,10.1012,5.4791,9.4837,11.1586,7.8232,24.3435,7.2161,5.568,6.7639,5.4121,11.7907,7.9555,8.4009,10.0682,19.6494,27.0393,,,,,,,,,,,,7.1766,17.6965,13.6925,11.4412,14.5125,13.2158,14.2,,,,,,,,
2015/4/9,13.21,25.1784,5.5548,12.4547,12.1368,9.1054,3.944,5.325,10.0223,6.5347,5.4999,15.7852,37.1176,7.9841,10.1094,15.6707,13.3014,11.2954,10.2412,9.3334,20.9285,,,,,,,,7.42,6.598,4.4598,2.7289,29.4929,9.8675,5.3633,9.0184,12.2745,7.7898,23.3034,6.8743,5.568,6.7639,5.2165,11.3416,7.8022,8.0906,9.7472,18.9882,25.7057,,,,,,,,,,,,7.0482,17.6965,13.5384,12.376,15.056,12.7743,14.01,,,,,,,,
2015/4/10,13.98,25.5405,5.5909,12.4642,12.4143,9.2292,4.0787,5.43,10.2913,6.5347,5.4999,15.7852,40.8343,8.3816,10.6476,17.2378,13.5279,11.658,10.8743,9.5307,21.7434,,,,,,,,8.16,7.2542,4.9074,3.0047,30.0987,9.8626,5.68,9.1075,13.4938,8.3152,23.671,7.4098,5.568,6.7639,5.4219,11.7544,8.5829,7.9905,10.0289,19.7728,25.8024,,,,,,,,,,,,7.1999,17.6965,13.8019,12.9505,15.4434,12.9391,14.36,,,,,,,,
2015/4/13,13.94,26.3037,5.627,12.5402,12.6327,9.3964,4.4827,5.69,10.3112,6.5347,5.4999,15.7852,39.7213,8.3816,10.8359,17.8046,13.7745,12.0632,11.7726,9.7913,22.6645,,,,,,,,8.98,7.9833,5.3998,3.3089,29.5273,9.8178,5.6564,9.256,12.8953,8.3736,23.7726,8.1504,5.568,6.7639,5.5914,11.6592,8.832,8.1707,10.1402,20.3452,27.7955,,,,,,,,,,,,7.1882,17.6965,13.8019,12.9408,15.4934,12.8744,15.42,,,,,,,,
2015/4/14,13.64,26.5484,5.5909,12.1221,12.4792,9.4706,4.7136,5.855,10.1419,6.5347,6.0505,15.7852,39.1747,8.3816,10.49,19.0049,13.5946,11.8926,11.638,10.387,22.5247,,,,,,,,8.47,7.2906,5.5397,3.2804,28.0793,9.9371,5.5287,8.959,12.2154,8.1151,22.9085,8.2719,5.568,6.7639,5.5376,11.0467,8.3027,7.807,10.3826,20.1725,26.3049,,,,,,,,,,,,7.2874,17.6965,13.255,13.2134,15.3747,13.5278,15.08,,,,,,,,
2015/4/15,12.9,25.0512,5.4106,11.2956,11.7531,9.1116,4.2519,5.525,9.7334,6.5347,5.4834,15.7852,36.3722,7.5425,10.0518,18.0047,12.9948,11.2883,10.993,9.7169,21.1985,,,,,,,,8.4,7.1631,5.6405,3.2138,26.0057,8.9429,5.2144,8.5383,11.735,7.4478,22.9085,8.2985,5.568,6.7639,5.0176,10.2891,7.4718,7.1064,9.6228,19.003,23.6739,,,,,,,,,,,,7.0307,17.6965,12.723,12.5123,14.9124,12.8567,14.6,,,,,,,,
2015/4/16,13.05,25.2469,5.4376,11.1911,11.8889,9.1549,4.3288,5.46,9.8629,6.5347,5.3383,15.7852,35.9747,7.2333,10.0133,17.8713,13.7012,11.2599,10.993,9.7578,21.3528,,,,,,,,8.35,7.236,5.7803,3.3374,26.449,8.928,5.1553,8.7016,12.4149,7.2894,22.9085,8.0516,5.568,6.7639,4.8855,10.5386,7.2682,6.9863,9.4917,19.1411,23.2801,,,,,,,,,,,,7.0715,17.6965,12.7876,12.5902,14.9249,12.8803,14.76,,,,,,,,
2015/4/17,12.87,25.6873,5.5458,11.5046,11.9952,8.9878,4.3,5.46,9.9028,6.5347,5.2196,15.7852,35.4679,7.5474,9.8288,17.5512,13.5813,11.2386,10.9732,9.2627,21.4734,,,,,,,,8.34,7.2451,5.646,3.3089,29.0939,9.0175,5.1647,8.7313,12.0085,7.3269,22.9085,7.8807,5.568,6.7639,4.8823,10.3435,7.3975,7.1731,9.5638,18.5539,23.4734,,,,,,,,,,,,7.1591,17.6965,13.4737,12.5902,14.8624,13.0274,13.77,,,,,,,,
2015/4/20,12.45,25.3643,5.5729,10.8681,11.641,8.5421,4.4539,5.19,10.2813,6.5347,5.1702,15.7852,33.2915,7.2481,9.5444,16.791,13.2481,10.8121,10.53,8.7191,20.8176,,,,,,,,8.08,6.7165,5.3719,3.2804,29.3451,8.8833,5.2025,8.4938,11.299,7.4645,22.9085,8.1428,5.568,6.7639,4.8546,9.7992,6.9904,7.2866,9.2101,17.3203,23.3236,,,,,,,,,,,,7.0774,17.6965,12.8075,12.2105,14.5813,12.9686,12.79,,,,,,,,
2015/4/21,12.86,27.3019,6.0057,11.2956,12.1428,8.8207,4.6463,5.4,10.6799,6.5347,5.368,15.7852,33.9574,7.4002,9.9749,17.4245,13.7945,11.267,10.3401,8.9723,21.3914,,,,,,,,8.15,6.9443,5.4166,3.3565,30.0839,9.3804,5.4649,8.9442,11.8385,7.8106,22.9085,8.9555,5.568,6.7639,5.1007,10.2574,7.6897,7.6235,9.5834,18.1641,24.4446,,,,,,,,,,,,7.4275,19.4682,12.9815,12.6681,15.0063,13.4866,13.14,,,,,,,,
2015/4/22,13.2,27.4878,5.9877,11.6091,12.5737,9.1488,4.6366,5.65,10.7197,6.5347,5.5823,15.7852,34.6828,7.6308,10.1748,17.7113,14.2743,11.5585,10.5182,9.8695,21.8254,,,,,,,,8.3,7.1904,5.5957,3.385,30.4828,9.4549,5.6611,9.1372,12.1267,8.2902,22.9085,9.6847,5.568,6.7639,5.3029,10.4887,7.8669,7.7303,9.78,18.4207,24.4591,,,,,,,,,,,,7.5675,19.0056,13.5384,12.8726,15.7688,13.5337,13.52,,,,,,,,
2015/4/23,13.64,28.6523,5.8885,11.7041,12.556,9.0745,4.5789,5.74,11.0385,6.5347,5.5263,15.7852,34.3847,7.4591,10.2055,18.2914,14.6475,11.6224,10.3203,9.8472,21.3625,,,,,,,,8.4,7.0719,5.5397,3.3374,30.6602,9.5444,5.6138,9.2263,11.8902,7.9191,22.9085,9.6847,5.568,6.7639,5.1969,10.9106,7.6585,7.6135,9.9241,18.7513,24.7877,,,,,,,,,,,,7.5617,18.2674,13.5483,12.8045,16.2938,14.0576,13.52,,,,,,,,
2015/4/24,13.36,27.4291,5.8975,11.8181,12.4143,9.5449,4.4346,5.775,11.8056,6.5347,5.6582,15.7852,33.381,7.3118,10.0902,17.8713,14.1744,11.5087,10.7675,9.8658,20.9285,,,,,,,,8.4,7.0901,5.6572,3.2804,33.7286,9.2213,5.6138,9.1174,12.038,7.7314,22.9085,9.6468,5.568,6.7639,5.1496,10.9787,7.3939,7.4,9.7276,18.6329,25.1501,,,,,,,,,,,,7.7542,17.7458,13.3544,12.5513,17.925,13.8398,13.93,,,,,,,,
2015/4/27,13.47,27.2138,5.8524,11.7041,12.5442,9.4397,4.5116,5.77,11.8255,6.5347,5.7439,15.7852,32.4965,7.8026,10.2017,17.5379,13.9011,11.4376,11.0563,9.8658,21.8833,,,,,,,,8.44,7.1448,5.6572,3.3089,30.7636,9.092,5.6138,9.2758,12.4297,7.623,22.9085,9.5708,5.568,6.7639,5.1464,11.0739,7.2034,7.5001,9.6097,19.7234,24.8142,,,,,,,,,,,,7.7425,17.6965,12.9616,12.7071,17.9188,13.5984,14.96,,,,,,,,
2015/4/28,13.58,26.2255,5.5458,11.0771,11.8358,9.223,4.3481,5.455,11.8255,6.5347,5.4142,15.7852,32.099,7.6014,9.775,17.3778,13.4413,10.7978,11.2423,9.8658,20.8851,,,,,,,,8.32,6.8076,5.4278,3.1948,28.5767,8.6446,5.6138,9.3897,12.4519,7.402,22.9085,9.3239,5.568,6.7639,4.8187,10.5931,6.7535,7.3633,9.2166,19.5408,23.2777,,,,,,,,,,,,7.3283,16.2497,12.3252,12.4247,17.1813,12.7861,14.24,,,,,,,,
2015/4/29,14.94,26.6462,5.636,11.5236,11.9539,9.6749,4.4058,5.555,11.4569,6.5347,5.5823,15.7852,32.6058,7.5867,9.971,18.0714,13.8145,10.8912,12.0812,9.8658,21.5795,,,,,,,,9.15,7.0719,5.5006,3.2614,29.6357,9.2263,5.6138,9.652,12.5553,7.5688,22.9085,9.3695,5.568,6.7639,4.822,10.8063,6.8329,7.9672,9.2166,20.9472,23.8479,,,,,,,,,,,,7.445,16.6533,12.9368,13.1258,17.3688,12.9921,14.42,,,,,,,,
2015/4/30,15.65,26.3233,5.6089,11.2006,12.4261,10.1515,4.3481,5.5,11.1082,6.5347,5.8461,15.7852,33.053,7.6946,9.971,18.5381,14.2943,11.1712,12.0733,9.8658,21.6277,,,,,,,,9.09,7.1084,5.6796,3.2804,28.2221,9.107,5.5949,9.3798,12.8361,7.5646,22.9085,10.1405,5.568,6.7639,4.8317,10.6021,7.0816,7.8671,9.2166,21.9637,23.8599,,,,,,,,,,,,7.3924,16.7123,13.071,12.8239,17.3625,13.0098,14.29,,,,,,,,
2015/5/4,16.72,25.9612,5.627,11.0676,12.8452,9.9968,4.5404,5.65,11.2079,6.5347,6.2649,15.7852,32.2977,8.1461,10.0097,18.8049,15.7271,11.5158,12.192,9.8658,21.7,,,,,,,,9.57,7.0719,5.7803,3.3755,28.365,9.6637,5.6989,9.2956,12.5405,7.5646,22.9085,10.3532,5.568,6.7639,4.8888,11.201,6.9123,8.2307,9.2166,21.3222,24.592,,,,,,,,,,,,7.5091,16.6237,13.3644,12.6389,17.4563,13.7927,13.98,,,,,,,,
2015/5/5,16.33,26.0395,5.2753,10.5736,12.2077,9.6006,4.4154,5.495,11.3075,6.5347,6.0901,15.7852,33.9574,7.513,11.0111,18.5381,16.3202,11.3578,11.3848,9.8658,21.2612,,,,,,,,9.4,6.999,5.7971,3.3184,26.843,9.7234,5.3893,9.0036,11.9272,7.5187,22.9085,10.1405,5.568,6.7639,4.7274,11.2962,6.7006,7.9472,9.2166,21.9489,23.6715,,,,,,,,,,,,7.1532,16.0922,13.3196,12.4344,17.0313,13.3806,15.38,,,,,,,,
2015/5/6,15.6,25.9808,5.0408,10.3551,11.8594,9.4335,4.2615,5.335,10.8691,6.5347,5.9252,15.7852,34.7822,7.41,11.8578,18.4448,16.7667,11.6737,11.6736,9.8658,21.266,,,,,,,,9.16,6.9899,5.7747,3.2519,27.2863,9.5494,5.5807,8.766,11.5799,7.6397,22.9085,10.0569,5.568,6.7639,4.7812,11.5367,6.7006,8.0105,9.2166,22.847,23.7971,,,,,,,,,,,,6.9549,15.7576,13.8715,11.9184,16.7313,13.987,15.89,,,,,,,,
2015/5/7,15.7,24.1998,5.0769,10.4691,11.2455,9.2416,3.9729,5.255,10.4906,6.5347,5.8692,15.7852,32.9934,6.88,12.1323,18.0714,17.2331,11.8532,11.8715,9.8658,20.3498,,,,,,,,9.34,6.8988,5.6293,3.1758,26.5968,9.6041,5.7817,8.6225,11.5873,7.9149,22.9085,10.3722,5.568,6.7639,4.8187,10.9741,6.4994,7.4967,9.2166,22.166,23.3647,,,,,,,,,,,,6.9549,15.6986,14.0753,12.1521,16.3,13.0392,15.34,,,,,,,,
2015/5/8,16.4,24.7087,5.4106,10.8239,11.7531,9.644,4.1172,5.415,11.2577,6.5347,6.3803,15.7852,34.176,7.5032,13.3463,19.6718,18.6059,12.9158,11.6222,9.8658,21.3191,,,,,,,,9.54,7.0842,5.7747,3.2614,28.562,10.5635,6.3608,9.1422,12.0085,8.1526,22.9085,11.0254,5.568,6.7639,4.8187,11.8724,7.0922,7.9738,9.2166,23.5378,25.0534,,,,,,,,,,,,7.1824,16.5647,15.363,12.3176,17.4125,13.7397,16.87,,,,,,,,
2015/5/11,16.88,25.56,5.4917,11.1115,12.0778,9.8977,4.2326,5.66,11.6562,6.5347,6.5979,15.7852,37.5946,8.0332,14.6801,20.3253,18.9858,12.9947,12.7856,9.8658,23.4505,,,,,,,,9.86,7.3068,6.0098,3.3374,30.9754,11.2097,6.7413,9.7015,12.2967,8.3694,22.9085,11.3938,5.568,6.7639,4.8187,12.9249,7.5103,8.7712,9.2166,25.8916,26.175,,,,,,,,,,,,7.5033,17.3619,15.9298,12.6681,18.2875,14.1753,17.19,,,,,,,,
2015/5/12,16.59,25.6873,5.4647,11.006,12.2077,10.1701,4.223,5.65,11.8455,6.5347,6.644,15.7852,38.9064,8.043,14.6917,21.4656,19.7055,13.5691,13.5691,9.8658,25.2733,,,,,,,,9.87,7.2604,6.1497,3.3089,31.2758,11.498,6.8146,9.8995,12.1563,8.6739,22.9085,11.4622,5.568,6.7639,4.8187,13.5941,7.5156,8.9314,9.2166,28.4822,28.792,,,,,,,,,,,,7.6142,17.4702,15.8652,13.2037,18.75,14.2107,17.49,,,,,,,,
2015/5/13,16.3,25.5503,5.3835,11.1211,12.5619,10.0092,4.1268,6.215,12.5329,6.5347,7.0413,15.7852,37.4058,7.8615,14.4984,21.9057,21.678,13.2388,13.7789,9.8658,24.3523,,,,,,,,9.81,7.2882,6.2896,3.3089,31.463,11.5328,6.765,10.6914,11.8459,8.5821,22.9085,12.1306,5.568,6.7639,4.8187,13.5941,7.3251,8.9314,9.2166,31.3295,27.3451,,,,,,,,,,,,7.6608,17.5095,15.6365,13.6029,18.7813,13.8162,17.59,,,,,,,,
