ÈÕÆÚ,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH
2015/4/28,21.6391,12.0404,17.619,22.9715,13.9466,13.23,16.2899,14.92,9.7552,9.3264,11.731,7.1968,6.9263,8.5859,13.3682,14.5283,10.8654,,,,,17.8776,,,,,,6.0336,9.8,30.6654,10.6021,,,,10.7035,,27.4643,,,,
2015/4/29,21.876,12.7538,18.1499,23.4162,14.3797,13.7,16.5958,14.92,10.0804,9.2115,12.1952,7.1255,7.1782,8.6505,13.6581,14.7146,11.2028,,,,,18.0711,,,,,,6.274,10.12,31.4252,10.7012,,,,10.9498,,28.6824,,,,
2015/4/30,21.876,12.2621,18.1696,23.3173,14.2835,15.07,16.309,14.92,9.9438,9.1715,12.0162,7.2599,7.4881,8.7013,14.0189,14.5749,10.9306,,,,,17.7581,,,,,,6.1298,9.9,31.1513,10.8102,,,,10.7868,,28.9057,,,,
2015/5/4,22.6164,12.0211,18.0418,23.7027,14.5915,14.88,16.1752,14.92,10.0999,9.2465,12.0891,7.498,7.4203,8.9459,14.1284,14.2722,10.9881,,,,,17.438,,,,,,6.2019,10.37,31.1248,10.5724,,,,10.7641,,28.2359,,,,
2015/5/5,21.2936,11.7994,17.3044,23.515,13.7349,14.08,16.4333,14.92,10.0153,9.0116,12.1621,7.2162,7.0328,8.6736,13.1105,14.1791,11.1223,,,,,17.0797,,,,,,5.9254,9.91,30.2678,9.9382,,,,10.3548,,28.9997,,,,
2015/5/6,20.1978,11.3078,16.9111,23.6138,13.2729,13.65,15.9649,14.92,9.8657,8.5617,11.8703,7.0591,6.7713,8.4705,13.0074,14.086,11.2373,,,,,17.1992,,,,,,5.7812,9.53,29.3137,9.8788,,,,10.351,,29.219,,,,
2015/5/7,19.2304,11.1439,16.7145,22.1218,13.013,13.46,15.1045,14.92,9.378,8.3468,11.6382,6.6559,6.3547,8.3458,12.5887,13.4008,10.9344,,,,,17.4404,,,,,,5.6069,9,29.0575,9.1158,,,,10.2979,,29.0349,,,,
2015/5/8,19.7536,11.4234,17.6485,23.1494,13.475,14.28,16.3664,14.92,9.8072,9.0466,11.8305,6.8065,6.5872,8.669,13.3231,13.9396,12.0271,,,,,18.6539,,,,,,5.8353,9.3,29.5876,9.7896,,,,10.6239,,31.0912,,,,
2015/5/11,20.2373,11.8862,18.3368,23.9694,13.8889,14.82,17.0451,14.92,10.4381,9.2465,12.5533,7.1061,7.0716,8.969,14.3088,14.698,13.2309,,,,,19.1006,,,,,,6.0336,9.69,30.4004,10.7705,,,,11.6851,,34.2012,,,,
2015/5/12,20.6618,11.838,18.5629,24.6709,13.9274,14.91,16.8252,14.92,10.7502,9.1015,13.1833,7.5628,6.9747,8.9875,14.8113,15.2168,13.7102,,,,,19.5019,,,,,,6.0336,9.78,30.5947,10.7606,,,,12.03,,34.7702,,,,
2015/5/13,21.0271,12.3682,18.8185,24.8784,14.3894,15.29,17.0738,14.92,10.8153,9.3864,12.9512,7.4899,7.1588,9.4236,14.6825,15.4829,14.1856,,,,,18.8952,,,,,,6.31,9.96,31.1071,11.048,,,,12.3749,,35.975,,,,
2015/5/14,20.6322,12.2332,18.5629,24.4931,14.4182,15.76,17.4658,14.92,10.8218,9.3714,13.1303,7.6923,7.0232,9.9015,15.6231,15.2235,15.5965,,,,,19.0935,,,,,,6.3822,10.2,31.6372,10.7408,,,,12.8828,,38.4003,,,,
2015/5/15,21.6983,11.7416,20.4211,23.8212,14.6974,15.12,16.8157,14.92,10.8153,9.1615,13.4154,7.5288,7.1878,10.3052,15.3847,15.3466,17.1569,,,,,19.3491,9.1828,,,,,6.1778,10.17,31.1867,10.285,,,,12.4735,,37.4231,,,,13.6818
2015/5/18,21.4417,12.05,21.3355,25.1057,15.4289,15.28,17.1598,14.92,11.0559,9.7713,13.5282,7.6842,7.9047,10.2495,15.8744,15.8987,18.8745,,,,,21.284,10.105,,,,,6.4783,10.6,32.132,10.2949,,,,13.2846,,38.8241,,,,15.0514
2015/5/19,21.3726,12.3874,21.3355,25.6491,15.5059,15.5,17.351,14.92,11.2575,9.8163,14.1979,7.851,8.699,10.333,17.4592,15.9053,20.7608,,,,,21.5563,11.1165,,,,,6.5685,10.8,32.503,10.5426,,,,13.0951,,38.3964,,,,16.5584
2015/5/20,21.7576,13.0044,21.3355,26.1826,15.2556,15.74,18.4791,14.92,11.5111,10.2061,15.1529,7.9941,8.8734,10.2078,17.7362,16.5306,19.4074,,,,,23.2571,12.2272,,,,,6.6526,10.61,32.8476,10.9687,,,,12.7615,,39.0439,,,,18.2165
2015/5/21,22.5276,13.3225,21.3355,28.6527,15.5347,16.33,20.3241,14.92,12.6362,11.0558,16.446,8.6186,8.9896,11.2285,18.0906,17.0495,21.3474,,,,,25.5838,13.4469,,,,,6.7487,11.05,34.7912,12.0685,,,,13.1557,,39.401,,,,20.0395
2015/5/22,22.5572,13.3418,21.3355,27.9709,15.6117,16.63,19.6932,14.92,12.4281,11.1208,15.6768,8.3682,8.9315,11.7528,17.8329,17.1626,23.4801,,,,,24.6046,14.7956,,,,,6.7548,11,34.2695,11.9199,,,,14.0085,,39.0831,,,,22.0458
2015/5/25,23.0014,13.6214,21.3355,29.8185,16.1315,17.76,19.7888,14.92,12.5062,11.5556,16.1012,8.3649,9.2318,12.0869,17.6589,18.0141,22.0948,,,,,23.7262,16.2731,,,,,7.1514,11.36,35.2769,12.0388,,,,14.4785,,38.1373,,,,24.249
2015/5/26,25.3016,14.4697,21.3355,32.8024,16.3432,17.95,20.6874,14.92,13.098,12.4802,16.7179,8.7259,9.319,12.6623,18.4836,18.5762,22.633,,,,,26.0974,17.8995,,,,,7.3677,11.9,35.8706,13.2476,,,,15.119,,39.5776,,,,26.672
2015/5/27,26.4664,14.354,21.3355,33.4643,16.7475,17.5,20.2763,14.92,13.4817,13.4399,18.0773,9.4121,10.0068,12.537,18.1679,18.3933,24.8953,,,,,28.7085,19.6944,,,,,7.8245,12.91,35.0791,13.9313,,,,16.6313,,43.5373,,,,29.3379
2015/5/28,25.3509,13.0044,21.3355,30.1149,15.2941,16.8,18.6798,14.92,12.3761,12.4952,16.7113,8.8527,9.6096,11.8317,17.3304,16.6304,27.1477,,,,,28.2621,21.6678,,,,,7.0402,11.62,34.0806,12.5342,,,,15.8399,,41.4535,,,,32.2739
2015/5/29,25.0054,12.802,21.3355,32.7036,16.4491,16.9,18.8041,14.92,12.3436,13.12,17.2285,8.5568,9.8809,12.2261,17.4721,16.9231,29.1209,,,,,27.7053,23.8395,,,,,7.2546,11.34,35.3579,12.3757,,,,15.5355,,40.9786,,,,35.5032
2015/6/1,27.503,13.9588,21.3355,35.0847,17.6811,18.58,19.6071,14.92,13.1955,14.27,17.9049,9.1389,10.3652,12.6947,19.218,17.9609,29.8385,,,,,28.3293,26.2195,,,,,7.7877,12.02,38.8928,13.1188,,,,16.1138,,40.5901,,,,39.053
2015/6/2,29.4181,14.7974,21.3355,37.4164,18.249,19.25,20.0469,14.92,13.9239,15.7,18.6609,10.0528,11.4017,13.9336,20.7449,18.8589,29.0213,,,,,27.6477,28.8375,,,,,8.2043,13.22,41.2134,13.3269,,,,15.7638,,39.244,,,,42.9602
2015/6/3,28.4309,14.3636,21.3355,36.1616,18.0469,19.3,22.0545,14.92,14.3596,16.95,17.9447,9.7536,11.8183,13.9011,22.5359,18.1904,27.646,,,,,26.3086,31.7232,,,,,8.0757,13.3,40.6827,13.8521,,,,15.8209,,37.7135,,,,47.2566
2015/6/4,27.7498,14.7878,21.3355,35.3021,17.5945,19.1,24.2628,14.92,13.8914,16.14,17.4076,9.978,11.547,13.915,22.0012,17.6249,26.2507,,,,,24.283,34.8965,,,,,8.0021,13.76,39.7473,13.3566,,,,14.6984,,38.4945,,,,42.5296
2015/6/5,27.9867,14.9228,21.3355,35.0748,17.787,19.17,23.737,14.92,14.3141,17.75,17.6662,10.4431,11.7117,14.3002,22.1172,17.7513,28.1542,,,,,26.3518,38.3872,,,,,8.2166,13.86,39.9631,13.6539,,,,14.9495,,37.1013,,,,38.2789
2015/6/8,27.4339,14.8649,21.3355,33.1877,17.1614,18.51,22.2552,14.92,13.7353,17.75,16.8638,9.7959,11.1692,13.4603,20.3261,16.9032,26.2407,,,,,24.5902,42.2249,,,,,7.9899,13.49,38.7848,13.1188,,,,14.512,,36.9326,,,,34.4497
2015/6/9,28.9245,14.73,23.4691,33.5039,17.4405,18.3,23.106,14.92,13.5857,17.75,16.9102,9.7959,11.4599,13.2423,19.9074,16.8732,25.7524,,,,,23.9902,46.4295,,,,,8.1369,13.47,38.6859,13.0098,,,,14.881,,40.6254,,,,32.503
2015/6/10,30.6126,15.4048,25.3863,33.988,17.7389,18.95,23.1156,14.92,13.8849,17.75,17.3744,9.7959,12.1573,13.3304,21.1894,17.748,26.1909,,,,,24.787,51.0705,,,,,8.4617,13.88,39.8192,13.208,,,,15.4746,,43.659,,,,34.5962
2015/6/11,31.7874,16.9472,24.7374,34.6599,18.2394,19.55,22.7045,14.92,14.3401,17.75,18.8333,9.7959,12.1961,13.799,21.6469,19.5241,28.812,,,,,25.0558,56.1775,4.82,,,,8.3391,14.18,40.161,12.9504,,,,15.6953,,44.0436,,,,38.0545
2015/6/12,31.1654,18.6438,25.3667,35.7368,18.5859,19.9,22.5324,14.92,15.7774,17.75,19.3638,9.7959,12.3511,13.8779,21.8917,19.4243,30.3567,,,,,24.5038,61.8003,5.303,,,,8.6332,15.28,40.0711,13.4161,,,,15.3414,,46.4728,,,,35.4207
2015/6/15,31.0075,17.5063,24,33.7904,18.7687,19.78,23.5171,14.92,15.9985,17.75,19.4567,9.7731,12.5739,13.3165,21.1959,18.9088,27.9748,,,,,22.8286,55.6222,5.8329,,,,8.6761,15.29,38.2991,12.9999,,,,14.3141,,44.3771,,,,31.88
2015/6/16,32.9029,17.2556,22.2401,30.8263,17.4597,18.31,21.7103,14.92,16.1741,17.75,17.8718,8.7975,11.6052,12.1936,20.004,20.0563,28.4931,,,,,21.4702,50.059,6.416,,,,8.0634,14.05,36.2214,12.1973,,,,13.7053,,43.3411,,,,29.544
2015/6/17,35.2743,17.0532,23.3708,31.4685,17.71,18.83,21.8919,14.92,17.7935,17.75,17.706,8.8658,11.7795,12.486,19.9847,20.0031,31.3434,,,,,22.0606,45.6957,7.0586,,,,8.2289,14.3,37.0399,12.8315,,,,14.238,,43.1488,,,,31.793
2015/6/18,36.2426,16.5712,23.8525,32.7628,16.6416,18.19,20.1329,14.92,16.2391,17.75,16.6715,8.2283,11.1692,12.4999,19.2309,19.3711,32.3001,,,,,20.7838,41.1241,7.7652,,,,7.8612,13.72,35.6547,12.3757,,,,13.1993,,43.1213,,,,28.6142
2015/6/19,32.6163,14.9131,23.2134,29.8383,15.0342,16.37,18.1158,14.92,14.6133,17.75,15.9155,7.4055,10.0552,12.4906,17.311,17.6615,29.0711,,,,,18.7102,37.0088,8.5419,,,,7.0769,12.35,32.4166,11.1371,,,,11.9056,,42.1638,,,,27.0751
2015/6/23,29.741,14.5661,24.6784,31.5673,15.477,15.5,17.418,14.92,13.7223,17.75,16.1144,7.6039,9.6096,13.7387,18.7477,17.9542,26.2607,,,,,19.7518,39.5573,9.3952,,,,7.0586,12.1,33.0013,10.9687,,,,12.5867,,42.1834,,,,28.6004
2015/6/24,31.5196,14.942,27.1463,31.4488,15.9294,15.96,18.0489,14.92,14.7108,17.75,16.8041,7.5778,9.9971,14.1285,19.1343,17.9043,27.1078,,,,,20.0446,38.05,10.3358,,,,7.1934,12.35,33.469,11.1966,,,,12.9139,,43.8042,,,,28.1195
2015/6/25,28.5554,14.3058,27.7657,31.7353,15.0094,15.61,16.6149,14.92,15.1856,17.75,15.9288,6.8916,9.5515,13.6088,18.039,16.5639,24.4767,,,,,18.9694,34.2519,11.37,,,,7.0157,12.78,31.3103,10.5823,,,,12.0235,,43.6158,,,,26.0857
2015/6/26,25.6998,12.8791,24.9931,28.5638,13.5085,14.05,14.9515,14.92,13.6703,17.75,14.3372,6.2021,8.5925,12.2493,16.24,14.9075,22.0251,,,,,17.0734,30.8307,12.5064,,,,6.3172,12.01,28.1802,9.5221,,,,10.9353,,41.8773,,,,23.4795
2015/6/29,26.6681,11.5873,22.4967,25.7084,12.1625,12.65,13.4602,14.92,12.3045,17.75,13.3292,5.5809,7.7303,11.0244,14.615,13.4208,22.0251,,,,,15.3647,27.7467,11.2551,,,,5.7841,11.4,26.2103,8.5708,,,,10.9163,,41.8891,,,,21.1297
2015/6/30,29.3359,12.0308,22.7138,26.6667,13.034,13.13,14.5787,14.92,12.6752,17.75,14.6621,5.8867,8.0887,10.9965,15.2824,14.1301,22.0251,,,,,16.7326,30.5233,10.1294,,,,6.2436,11.78,27.8384,9.0167,,,,11.6659,,42.3365,,,,22.5176
2015/7/1,27.5475,10.8258,20.4444,23.9991,11.8332,11.82,13.2212,14.92,11.4071,17.75,15.4844,5.3663,7.4397,9.8969,13.7542,12.7181,22.0251,,,,,16.1998,30.6125,9.2101,,,,5.6861,10.6,25.6437,8.115,,,,10.7755,,46.1117,,,,21.432
2015/7/2,24.7908,9.7461,18.4019,21.5982,10.9133,10.64,11.9019,14.92,10.269,17.75,14.7351,4.9435,6.6938,8.9086,12.3807,11.4459,22.0251,,,,,16.4974,29.1846,8.2886,,,,5.1224,9.54,28.1982,7.3026,,,,10.0222,,42.2737,,,,19.9067
2015/7/3,22.3107,8.7724,16.5667,19.4344,9.974,9.58,10.793,14.92,9.2414,17.75,14.7351,4.4491,6.0254,8.0177,11.1426,10.3003,22.0251,,,,,17.2798,29.6011,7.4608,,,,4.6077,8.59,29.6103,6.5693,,,,9.3905,,39.1106,,,,18.3402
2015/7/6,20.0777,8.1844,14.909,17.488,9.6835,10.54,10.1429,14.92,8.3179,17.75,14.7351,4.0491,5.4926,7.215,10.0303,9.2713,22.0251,,,,,17.3806,29.6506,6.9416,,,,4.5893,7.73,30.5637,6.7972,,,,9.5275,,35.198,,,,19.3387
2015/7/7,18.0719,8.1844,13.4191,15.7392,8.7152,9.49,9.1296,14.92,7.4855,17.75,14.7351,4.0491,4.9404,6.4959,9.0244,8.3455,22.0251,,,,,15.6431,26.6856,6.2479,,,,4.1297,6.96,27.5056,6.1135,,,,8.5801,,35.198,,,,17.4058
2015/7/8,16.2637,8.1844,13.4191,15.7392,8.0954,9.45,9.1296,14.92,6.7376,17.75,14.7351,4.0491,5.386,6.7974,9.0244,8.3455,22.0251,,,,,16.7998,24.018,5.6925,,,,3.8295,6.26,24.7532,5.5686,,,,8.3442,,35.198,,,,17.4058
2015/7/9,16.2637,8.1844,13.4191,15.7392,8.9088,10.4,9.1296,14.92,7.4139,17.75,14.7351,4.0491,5.9285,7.4795,9.0244,8.3455,22.0251,,,,,18.4798,26.4178,6.2628,,,,4.2155,6.26,27.2267,5.5686,,,,9.1775,,35.198,,,,17.4058
2015/7/10,16.2637,8.1844,13.4191,15.7392,9.7997,11.44,9.1296,14.92,8.1553,17.75,14.7351,4.0491,6.5194,8.2265,9.0244,8.3455,22.0251,,,,,20.3278,29.0556,6.8884,,,,4.6383,6.26,29.9521,5.5686,,,,10.0944,,35.198,,,,17.4058
2015/7/13,17.894,8.1844,13.4191,15.7392,10.7777,12.58,10.0473,14.92,8.9683,17.75,14.7351,4.0491,7.1685,9.0478,9.0244,8.3455,22.0251,,,,,22.363,31.9612,7.5779,,,,5.104,6.89,32.3087,6.1234,,,,11.1028,,38.7182,,,,19.1463
2015/7/14,19.6824,9.0057,14.761,15.7392,11.0198,12.15,11.0511,14.92,9.8657,17.75,14.7351,4.0491,6.9747,8.9457,9.9239,9.1814,22.0251,,,,,21.2206,32.9132,8.3355,,,,5.2878,7.58,30.2759,6.7378,,,,10.6652,,34.8448,,,,21.061
2015/7/15,17.7162,9.141,15.4912,15.7392,9.9159,10.94,11.2232,14.92,8.8772,17.75,14.7351,4.0491,6.2773,8.0502,10.3108,9.9906,22.0251,,,,,19.099,29.6209,7.6396,,,,4.7608,6.84,27.2447,7.0152,,,,9.5998,,31.3599,,,,21.0701
2015/7/16,17.2419,9.2859,16.024,15.7392,10.1096,11.09,11.6916,14.92,9.0723,17.75,14.7351,4.0491,6.5388,8.259,10.5816,10.5068,22.0251,,,,,19.4158,27.5186,8.2972,,,,5.0856,7.21,27.9283,7.2431,,,,9.8471,,28.2478,,,,21.8717
2015/7/17,18.6746,10.0686,17.583,17.3102,10.8746,11.73,12.8579,14.92,9.7097,17.75,14.7351,4.0491,6.9554,9.0849,11.6359,11.5558,22.0251,,,,,20.5438,29.0656,8.8739,,,,5.441,7.93,29.9071,7.9664,,,,10.5168,,29.955,,,,23.5436
2015/7/20,19.2279,10.2136,18.6683,19.0392,10.9327,11.79,13.7088,14.92,9.8723,17.75,14.7351,4.0491,6.9554,9.2798,12.7966,11.5891,22.0251,,,,,20.9566,28.8375,8.6504,,,,5.4103,8.72,29.5114,8.115,,,,10.4711,,32.9493,,,,23.3146
2015/7/21,21.0262,10.7643,18.54,20.9461,11.0779,12.14,13.5845,14.92,10.6397,17.75,14.7351,4.0491,6.9263,9.1499,13.1158,11.9155,22.0251,,,,,20.635,30.4241,9.1079,,,,5.4716,8.84,29.8892,8.0655,,,,10.5016,,36.2262,,,,24.0795
2015/7/22,20.8385,10.6194,19.1025,23.0407,11.504,12.38,13.6896,14.92,10.6397,17.75,14.7351,4.0491,7.0328,9.071,12.874,11.6824,22.0251,,,,,20.3998,30.5233,8.9866,,,,5.49,8.79,29.5024,8.3628,,,,10.532,,35.9907,,,,23.594
2015/7/23,21.4709,11.1895,21.0167,24.4635,11.7945,13.23,14.2441,14.92,10.9974,17.75,14.7351,4.0491,7.3622,9.4468,13.2028,12.052,22.0251,,,,,21.7966,33.5776,9.8847,,,,5.6615,8.99,30.5098,8.4917,,,,11.1294,,37.3132,,,,25.9529
2015/7/24,20.799,10.7643,20.1188,26.2221,11.3297,12.6,13.747,14.92,10.6332,17.75,14.7351,4.0491,7.0038,9.3958,12.9127,12.1253,22.0251,,,,,20.6398,33.5776,9.5123,,,,5.4042,8.64,29.5384,8.1842,,,,10.707,,36.803,,,,25.1422
2015/7/27,18.724,9.6918,18.1059,24.7796,10.1967,11.34,12.3704,14.92,9.5731,17.75,14.7351,4.0491,6.3063,8.4585,11.6262,10.9131,22.0251,,,,,18.5758,30.2159,8.561,,,,4.865,7.78,26.5881,7.3707,,,,9.6379,,33.1965,,,,23.2184
2015/7/28,16.9356,9.0347,17.2277,25.2445,9.6835,10.77,11.2997,14.92,8.9748,17.75,14.7351,4.0491,5.9673,8.1059,10.4655,9.9407,22.0251,,,,,16.987,28.0541,8.7462,,,,4.8773,7.14,27.1188,6.9838,,,,9.7216,,30.94,,,,23.9787
2015/7/29,18.1608,9.5758,18.323,26.3821,10.3129,11.36,12.3799,14.92,9.8723,17.75,14.7351,4.0491,6.3354,8.5188,11.2007,10.65,22.0251,,,,,17.7742,30.8605,9.6208,,,,5.153,7.85,28.0902,7.6187,,,,10.376,,32.1801,,,,25.7926
2015/7/30,17.1925,9.2473,17.7014,25.8282,9.9546,10.83,12.0453,14.92,10.8608,17.75,14.7351,4.0491,6.0544,8.1987,10.601,10.2637,22.0251,,,,,16.4398,31.4356,9.4229,,,,4.9876,7.94,26.4622,7.6981,,,,9.9689,,31.4462,,,,25.1009
2015/7/31,16.5305,9.1313,16.6653,23.6717,10.0418,10.91,11.3284,14.92,10.5356,17.75,14.7351,4.0491,6.0835,8.2451,10.3688,9.924,22.0251,,,,,16.6174,34.5792,9.8208,,,,4.9937,7.7,26.4622,7.3608,,,,10.1744,,31.0459,,,,25.3712
2015/8/3,15.661,9.2666,15.0669,21.3075,9.9837,10.02,10.707,14.92,9.482,17.75,14.7351,4.0491,6.3547,7.9342,9.4499,9.1414,22.0251,,,,,15.5759,38.0401,10.804,,,,4.8956,7.19,27.2987,6.8053,,,,10.5891,,27.9417,,,,24.1894
2015/8/4,17.0443,9.943,16.5765,23.4343,10.739,10.9,11.7777,14.92,10.4315,17.75,14.7351,4.0491,6.6357,8.556,10.3978,9.9906,22.0251,,,,,17.1358,36.0568,10.1932,,,,5.2755,7.91,29.5204,7.4898,,,,11.1218,,29.4173,,,,25.6094
2015/8/5,16.6688,9.5952,16.7245,22.5044,10.4291,10.9,11.7299,14.92,10.1974,17.75,14.7351,4.0491,6.4419,8.3472,10.8234,9.984,22.0251,,,,,17.0158,39.4284,10.6401,,,,5.2143,8,30.159,7.3112,,,,10.8516,,27.9535,,,,25.8567
2015/8/6,16.9652,9.8464,16.7541,21.7131,10.5938,11.19,11.9115,14.92,9.9243,17.75,14.7351,4.0491,6.2482,9.1823,10.9105,10.1039,22.0251,,,,,16.7614,37.2071,9.7889,,,,5.2939,8.13,33.1722,7.3906,,,,10.5396,,27.2667,,,,24.6063
2015/8/7,18.2596,10.2522,17.879,22.8507,10.9908,11.8,12.7145,14.92,10.2885,17.75,14.7351,4.0491,6.4322,9.4143,11.5005,10.5568,22.0251,,,,,17.5726,37.217,9.9123,,,,5.4042,8.42,33.1632,7.6882,,,,10.8859,,28.4323,,,,25.3712
2015/8/10,19.3663,10.7933,18.8262,24.473,11.504,12.44,13.6227,14.92,11.0884,17.75,14.7351,4.0491,6.8682,9.6974,12.1679,11.2495,22.0251,,,,,18.547,38.2384,10.272,,,,5.6677,8.82,34.7373,8.1445,,,,11.3234,,30.6457,,,,26.727
2015/8/11,18.9908,10.7064,18.619,24.9181,11.4459,13.18,13.7374,14.92,11.4201,17.75,14.7351,4.0491,6.8682,9.419,12.429,11.3061,22.0251,,,,,18.9502,40.3804,10.5678,,,,5.637,8.75,33.7119,8.1346,,,,11.1066,,30.2061,,,,27.4782
2015/8/12,18.7833,10.5421,17.9579,24.4334,11.2522,12.54,13.3168,14.92,12.0834,17.75,14.7351,4.0491,6.8682,9.2009,11.8003,11.4892,22.0251,,,,,18.2158,36.5427,9.9804,,,,5.4348,8.42,32.7315,7.8469,,,,10.8174,,28.4872,,,,25.7926
2015/8/13,19.722,11.0929,18.5499,24.9379,11.6008,12.85,14.6456,14.92,12.311,17.75,14.7351,4.0491,7.2653,9.5953,12.284,11.4126,22.0251,,,,,18.4318,37.1674,10.3039,,,,5.6493,8.86,34.0627,8.214,,,,11.0343,,28.9189,,,,26.0583
2015/8/14,20.2457,11.5857,19.7142,27.4307,11.6493,12.65,14.3206,14.92,13.0655,17.75,14.7351,4.0491,7.9919,9.4515,12.5258,11.3227,22.0251,,,,,18.1822,36.5328,10.0719,,,,5.6003,8.77,33.523,8.214,,,,10.9087,,28.966,,,,25.8201
2015/8/17,21.3424,12.7452,20.1977,29.4685,11.9495,13.27,14.7125,14.92,13.1045,15.98,14.7351,4.0491,8.0984,9.6603,12.5258,11.3227,22.0251,,,,,17.7694,35.5312,9.3463,,,,5.8086,9.14,33.6759,8.4719,,,,10.9886,,30.3278,,,,24.8673
2015/8/18,19.2082,11.4697,18.175,26.5206,10.7584,11.94,13.2403,14.92,11.7973,14.38,14.7351,4.0491,7.2847,9.1545,11.278,10.1904,22.0251,,,,,16.1086,31.981,8.4121,,,,5.2449,8.23,30.3119,7.6287,,,,10.1021,,27.2942,,,,22.3801
2015/8/19,19.3267,11.8369,18.6782,26.8965,11.0683,12.28,13.5176,14.92,12.129,13.17,14.7351,4.0491,7.4688,9.4515,11.7326,10.5601,22.0251,,,,,17.3038,31.872,8.7951,,,,5.7718,8.35,29.7812,7.8171,,,,10.2505,,29.0053,,,,22.5084
2015/8/20,17.8051,11.3248,17.6126,24.4334,11.0392,12.08,13.5462,14.92,11.9664,11.85,14.7351,4.0491,6.965,10.0314,10.9782,10.5568,22.0251,,,,,17.3374,28.9466,8.3418,,,,6.2743,8.06,28.7828,8.6008,,,,9.7102,,28.5971,,,,21.235
2015/8/21,16.5107,10.1942,16.2016,22.1978,10.0127,11.01,13.0587,14.92,10.8413,10.67,14.7351,4.0491,6.4516,9.1916,10.1077,9.974,22.0251,,,,,16.3678,26.4178,8.0503,,,,5.6493,7.46,26.0844,8.9977,,,,9.128,,27.2511,,,,19.6273
2015/8/24,14.8606,9.1797,14.5834,19.982,9.0153,9.91,11.749,14.92,9.7552,9.6,14.7351,4.0491,5.8026,8.2729,9.1017,8.9783,22.0251,,,,,14.7311,23.78,7.2459,,,,5.0856,6.71,23.476,8.0949,,,,8.2148,,24.5275,,,,17.6668
2015/8/25,13.3785,8.2617,13.1231,17.9838,8.1148,8.92,10.5731,14.92,8.7797,8.64,14.7351,4.0491,5.2214,7.5909,8.1925,8.0791,22.0251,,,,,13.2575,21.4,6.5224,,,,4.577,6.04,21.5961,7.2815,,,,7.393,,22.9931,,,,15.8988
2015/8/26,12.0446,7.4403,12.5508,16.1834,7.7371,8.03,9.7223,14.92,8.0643,7.78,14.7351,4.0491,4.6983,7.7533,7.3994,7.2699,22.0251,,,,,12.9119,22.3619,6.799,,,,4.6567,5.58,22.0458,6.5573,,,,7.4462,,22.5339,,,,16.563
2015/8/27,12.8746,7.7012,13.3204,17.509,8.2116,8.12,10.1907,14.92,8.5781,7.74,14.7351,4.0491,4.8823,8.1105,7.825,6.9535,22.0251,,,,,13.3583,23.1354,7.0225,,,,5.1224,5.98,23.8178,6.349,,,,7.9865,,24.4451,,,,17.2729
2015/8/28,13.9516,8.3197,14.4946,19.2598,8.8217,8.9,11.0607,14.92,9.4365,8.51,14.7351,4.0491,5.2504,8.4307,8.6084,7.4597,22.0251,,,,,14.0927,24.4345,7.4396,,,,5.5696,6.45,24.9781,6.9838,,,,8.4431,,26.89,,,,18.5188
2015/8/31,12.7857,7.7592,13.2217,18.1816,8.3278,8.53,10.3533,14.92,8.9813,7.66,14.7351,4.0491,4.9114,8.1569,8.0184,6.8469,22.0251,,,,,13.1855,21.995,6.8544,,,,5.2817,6.03,24.1686,6.3291,,,,7.9028,,26.7448,,,,16.9889
2015/9/1,12.9043,7.0828,11.8996,16.3615,7.7468,7.68,9.3208,14.92,8.0838,6.89,14.7351,4.0491,4.5433,7.3403,7.2156,6.1609,22.0251,,,,,11.9039,19.7935,6.1691,,,,5.6187,5.51,22.4146,5.6942,,,,7.3092,,25.1711,,,,15.8438
2015/9/2,11.6099,7.1311,11.199,14.7293,7.9114,7.33,9.0149,14.92,7.4985,6.2,14.7351,4.0491,4.2623,6.6072,6.8674,5.7213,22.0251,,,,,11.8367,18.435,6.0776,,,,5.1959,5.22,23.0622,5.2577,,,,7.8153,,25.1319,,,,15.198
2015/9/7,11.9359,7.2664,11.5641,14.9568,8.1438,7.52,9.3973,14.92,7.4725,6.39,14.7351,4.0491,4.427,6.8902,7.3704,6.2941,22.0251,,,,,12.2639,19.1291,6.3202,,,,4.8956,5.53,23.368,5.4859,,,,7.8343,,25.1947,,,,15.6927
2015/9/8,12.845,7.6916,12.61,15.7383,8.6571,8.05,10.1812,14.92,8.0578,7.03,14.7351,4.0491,4.737,7.3078,8.1055,6.9235,22.0251,,,,,13.0943,20.9042,6.9267,,,,4.9814,5.96,24.3754,5.8629,,,,8.2415,,27.4276,,,,16.6775
