ÈÕÆÚ,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH
2014/1/2,13.6057,5.3309,11.4625,8.6633,7.9218,6.61,8.3166,12.74,5.0442,3.8405,6.8835,3.0403,2.8187,5.9834,4.5465,12.3782,3.4239,,,,,,,,,,,2.7806,5.2712,20.7877,2.7381,,,,,,,,,,
2014/1/3,13.4778,5.3888,11.3751,8.5547,7.9218,6.48,8.3497,13.56,5.0955,3.8953,7.099,3.0805,2.7559,5.9319,4.5465,12.345,3.3743,,,,,,,,,,,2.7469,5.6706,20.4774,2.6887,,,,,,,,,,
2014/1/6,12.9072,5.196,10.851,8.1206,7.7214,6.3,8.1982,12.68,5.1212,3.7457,7.026,3.0757,2.6696,5.6682,4.5465,11.9628,3.0807,,,,,,,,,,,2.6739,5.421,19.9861,2.5899,,,,,,,,,,
2014/1/7,12.9072,5.2153,10.919,8.0022,7.8741,6.35,8.3119,12.61,5.1533,3.9003,7.1056,3.0452,2.6774,5.7456,4.5465,11.913,3.0731,,,,,,,,,,,2.7301,5.3511,20.0551,2.5899,,,,,,,,,,
2014/1/8,12.6711,5.1671,10.7443,8.0219,8.0841,6.44,8.3119,13.12,5.1661,4.0101,7.5828,3.0709,2.6853,5.9347,4.5465,12.0957,3.1036,,,,,,,,,,,2.6907,5.4809,19.8052,2.6195,,,,,,,,,,
2014/1/9,12.7399,5.0707,10.5696,7.8344,7.8169,6.28,8.2171,13.27,4.9479,3.8754,7.5563,2.9406,2.6539,5.7284,4.5465,11.8831,2.9778,,,,,,,,,,,2.7132,5.3611,19.4001,2.5997,,,,,,,,,,
2014/1/10,12.0513,5.1767,10.2978,7.6963,7.7596,6.14,7.9566,12.55,4.7362,3.8056,7.6823,2.7765,2.5832,5.4791,4.5465,11.5175,2.8901,,,,,,,,,,,2.657,5.1714,18.814,2.5503,,,,,,,,,,
2014/1/13,11.9529,5.1092,10.2299,7.5384,7.8073,5.98,8.0893,12.17,4.7105,3.8604,7.6823,2.8875,2.5753,5.5765,4.5465,11.3979,2.9206,,,,,,,,,,,2.629,5.1614,18.7451,2.5207,,,,,,,,,,
2014/1/14,12.0611,5.1863,10.6278,7.6963,8.065,6.12,8.274,12.94,5.0121,4.0599,7.4933,2.8956,2.6303,5.9089,4.5465,11.697,2.993,,,,,,,,,,,2.6233,5.2812,19.4173,2.5899,,,,,,,,,,
2014/1/15,12.1398,5.196,10.6375,7.8048,8.0268,6.07,8.3592,13.02,5.134,4.0749,7.4967,2.9309,2.6539,6.0064,4.5465,11.9263,3.0312,,,,,,,,,,,2.6458,5.2912,19.7276,2.5997,,,,,,,,,,
2014/1/16,12.2382,5.1478,10.6375,7.8048,8.2464,6.11,8.3308,13.8,5.134,4.035,7.606,2.9535,2.646,6.0178,4.5465,11.5574,3.0197,,,,,,,,,,,2.7188,5.411,19.469,2.5899,,,,,,,,,,
2014/1/17,12.0415,5.0225,10.3755,7.9035,8.2464,6.02,8.1934,13.38,5.2431,4.1347,7.7518,2.8441,2.6146,6.1411,4.5465,11.1553,2.9778,,,,,,,,,,,2.6627,5.2513,19.831,2.5899,,,,,,,,,,
2014/1/20,11.6775,5.0321,10.3172,7.864,8.1605,5.99,7.9993,13.94,5.1918,4.0051,7.5828,2.8763,2.5753,5.9319,4.5465,11.1553,3.0312,,,,,,,,,,,2.6795,5.3711,19.2277,2.6393,,,,,,,,,,
2014/1/21,11.6971,5.061,10.6569,8.0219,8.2368,6.02,8.1271,14.26,5.2303,4.0948,7.5629,2.8923,2.646,6.0121,4.5465,11.3746,3.0769,,,,,,,,,,,2.7245,5.421,19.4087,2.6591,,,,,,,,,,
2014/1/22,12.2382,5.2056,10.9093,8.2883,8.3132,6.12,8.2219,14.18,5.3522,4.1397,7.7883,2.9856,2.701,6.2557,4.5465,11.7867,3.1303,,,,,,,,,,,2.7694,5.5108,20.1413,2.6986,,,,,,,,,,
2014/1/23,12.7498,5.2153,10.9481,8.3969,8.4086,6.19,8.2408,14.33,5.2881,4.1547,7.7485,2.9856,2.7088,6.3674,4.5465,11.9296,3.1494,,,,,,,,,,,2.7582,5.6905,20.5636,2.6887,,,,,,,,,,
2014/1/24,12.8186,5.302,11.2199,8.4561,8.3895,6.22,8.5344,14.49,5.3073,4.1347,7.6756,2.9856,2.7245,7.0036,4.5465,12.4114,3.1684,,,,,,,,,,,2.7862,6.2596,22.0632,2.7184,,,,,,,,,,
2014/1/27,13.9205,5.3502,11.1616,8.387,8.5231,6.23,8.7144,15.14,5.4613,4.2195,7.7651,2.9856,2.6853,7.1956,4.5465,13.0694,3.1227,,,,,,,,,,,2.8087,6.0499,22.2183,2.8073,,,,,,,,,,
2014/1/28,13.9697,5.3213,11.1325,8.3969,8.3323,6.43,8.6576,14.58,5.4228,4.1497,7.5497,2.9856,2.6931,7.1498,4.5465,12.7271,3.2027,,,,,,,,,,,2.8143,5.8802,21.6754,2.7777,,,,,,,,,,
2014/1/29,13.8319,5.4081,11.3266,8.6139,8.6663,6.39,8.6907,14.7,5.5833,4.1547,7.6823,2.9856,2.7088,7.4507,4.5465,12.7404,3.2027,,,,,,,,,,,2.8199,5.8902,22.8388,2.8073,,,,,,,,,,
2014/1/30,14.0189,5.3791,11.1034,8.8804,9.2485,6.3,8.7618,13.97,5.4357,4.035,7.9474,2.9856,2.701,7.6169,4.5465,12.9531,3.1341,,,,,,,,,,,2.775,5.8003,22.6665,2.8172,,,,,,,,,,
2014/2/7,14.1763,5.4948,11.909,9.7684,9.3821,6.55,9.0365,15.1,5.6474,4.1048,8.4545,2.9856,2.7559,7.7659,4.5465,13.0926,3.1913,,,,,,,,,,,2.8424,5.5308,22.5372,2.8765,,,,,,,,,,
2014/2/10,14.6583,5.678,12.074,10.7452,9.4585,6.65,9.0933,16.15,5.7694,4.2395,8.5572,2.9856,2.8109,7.7372,4.5465,13.6575,3.2752,,,,,,,,,,,2.9323,6.0799,24.2695,2.9062,,,,,,,,,,
2014/2/11,14.5599,5.6394,12.0934,10.4689,9.4776,6.66,9.0128,15.69,5.6346,4.439,8.3186,2.9856,2.8109,7.5681,4.5465,13.7107,3.3209,,,,,,,,,,,2.9154,6.2097,23.8817,2.9062,,,,,,,,,,
2014/2/12,14.5894,5.6973,12.5592,10.4591,9.4299,6.96,9.1928,16.16,5.7501,4.8829,8.186,2.9856,2.8423,7.9464,4.5465,13.4415,3.3705,,,,,,,,,,,3.0671,6.2197,24.5539,2.9358,,,,,,,,,,
2014/2/13,14.8059,5.543,12.1807,10.3111,9.1053,6.77,8.9654,15.95,5.5191,4.6385,7.8612,2.9856,2.7952,7.7229,4.5465,12.6341,3.2981,,,,,,,,,,,3.0053,6.4093,23.0715,2.837,,,,,,,,,,
2014/2/14,15.347,5.6105,12.1904,10.39,10.0121,6.83,8.9512,15.82,5.5768,4.6983,8.0534,2.9856,2.8345,8.2473,4.5465,12.6872,3.4353,,,,,,,,,,,3.039,6.4093,23.0888,2.8864,,,,,,,,,,
2014/2/17,15.8388,5.784,12.6466,10.7354,10.5275,6.91,9.2212,16.35,5.7822,4.7382,8.2556,2.9856,2.8816,8.6829,4.5465,12.8434,3.4696,,,,,,,,,,,3.084,6.5192,24.304,2.9457,,,,,,,,,,
2014/2/18,15.5044,5.7455,12.5884,10.7255,10.5466,7.2,9.2307,15.86,5.8143,4.833,8.0998,2.9856,2.8894,8.4278,4.5465,13.179,3.5726,,,,,,,,,,,3.0053,6.3794,23.8386,2.9655,,,,,,,,,,
2014/2/19,15.406,5.6876,12.4234,10.4393,10.3175,6.95,9.0602,15.43,5.7116,4.6784,8.1264,2.9856,2.9051,8.104,4.5465,12.9198,3.6031,,,,,,,,,,,2.9997,6.589,23.2698,3.262,,,,,,,,,,
2014/2/20,14.7567,5.6973,12.0837,11.1399,10.8424,6.77,8.8897,14.85,5.5255,4.4889,7.7618,3.2848,2.8423,7.8404,4.5465,12.5975,3.4544,,,,,,,,,,,3.0615,6.2796,22.2356,3.094,,,,,,,,,,
2014/2/21,14.5796,5.8129,12.3942,11.13,10.3748,6.76,8.8944,15.51,5.4934,4.5387,7.6889,3.613,2.8187,7.7917,4.5465,12.6274,3.3667,,,,,,,,,,,3.1008,6.3295,22.1408,3.1138,,,,,,,,,,
2014/2/24,14.9338,5.8997,12.4234,11.1498,10.5656,6.65,8.9512,15.34,5.7886,4.7632,7.7585,3.7272,2.8423,7.9292,5.003,13.2887,3.4925,,,,,,,,,,,3.1233,6.5092,22.3131,3.1138,,,,,,,,,,
2014/2/25,14.4714,5.6105,11.6178,10.1236,9.6494,6.57,8.7523,15.07,5.4678,4.3392,7.0095,3.5535,2.7481,7.1956,5.5046,13.1591,3.2981,,,,,,,,,,,2.9829,6.5291,21.1152,3.094,,,,,,,,,,
2014/2/26,14.7764,5.9672,11.841,10.5084,9.8784,6.63,8.6339,15.06,5.41,4.2943,7.2348,3.5712,2.8109,7.4105,6.0577,13.2521,3.3286,,,,,,,,,,,2.9885,6.7887,21.5375,3.0347,,,,,,,,,,
2014/2/27,14.6878,5.8708,11.5984,10.4986,9.3058,6.36,8.2503,14.07,5.2624,4.1148,7.1188,3.4538,2.7481,7.5223,6.6621,13.0627,3.2599,,,,,,,,,,,2.9042,6.4892,22.2614,3.0248,,,,,,,,,,
2014/2/28,15.3568,6.1889,11.7051,10.4887,10.2411,6.33,8.2929,13.38,5.2881,4.2096,7.1089,3.6034,2.7873,7.7802,7.3309,12.7072,3.3286,,,,,,,,,,,2.9829,6.639,23.2698,3.0446,,,,,,,,,,
2014/3/3,15.3076,6.3913,11.9866,10.8735,10.3938,6.46,8.4255,13.55,5.3715,4.3342,7.089,3.6822,2.8502,7.806,8.064,12.7205,3.4201,,,,,,,,,,,3.0615,6.7088,23.4249,3.1335,,,,,,,,,,
2014/3/4,15.406,6.3046,12.2681,11.7418,10.7852,6.62,8.2692,13.53,5.4357,4.2794,7.1454,3.8093,2.8659,8.1155,8.8614,12.3084,3.4544,,,,,,,,,,,3.0446,6.5591,23.2698,3.094,,,,,,,,,,
2014/3/5,15.16,6.1118,12.0837,11.6431,10.4416,6.51,8.2408,14.88,5.3779,4.3143,7.2382,3.7884,2.8345,8.21,8.4177,12.2253,3.4086,,,,,,,,,,,3.0503,6.6689,21.8046,3.0544,,,,,,,,,,
2014/3/6,15.1305,6.1118,11.8895,11.6826,10.2411,6.56,8.2882,14.43,5.41,4.3392,7.1454,3.7369,2.803,8.3533,8.1155,12.2818,3.4086,,,,,,,,,,,3.0222,6.7987,22.046,3.0446,,,,,,,,,,
2014/3/7,14.8157,5.9768,11.7148,11.4458,10.2698,6.5,8.3639,14.48,5.3394,4.2495,6.9863,3.753,2.7638,8.1957,7.8711,12.3782,3.4887,,,,,,,,,,,2.9885,7.1082,22.925,3.0347,,,,,,,,,,
2014/3/10,14.3533,5.8515,11.2781,10.6564,9.7162,6.22,8.184,13.37,4.9672,4.05,6.8935,3.5712,2.6303,7.7745,7.3502,11.6903,3.2866,,,,,,,,,,,3.0671,6.8786,21.8219,2.8963,,,,,,,,,,
2014/3/11,14.2058,5.8611,11.2101,10.7255,9.4871,6.2,8.1129,13.57,4.9479,4.0849,6.8106,3.4618,2.6539,7.9149,7.4403,11.6039,3.279,,,,,,,,,,,3.1963,6.3195,21.8046,2.8963,,,,,,,,,,
2014/3/12,14.6583,5.8708,11.2587,10.5578,9.6112,6.19,7.9661,13.57,4.9415,4.0101,6.8206,3.4682,2.6617,7.2844,6.6943,11.7468,3.2866,,,,,,,,,,,3.1738,6.1897,21.4254,2.8567,,,,,,,,,,
2014/3/13,15.1797,5.8901,11.3751,10.5676,9.4299,6.24,8.0845,13.66,4.98,4.0749,7.2614,3.6227,2.6696,7.4077,6.765,11.7202,3.3247,,,,,,,,,,,3.2019,6.2995,22.1408,2.8963,,,,,,,,,,
2014/3/14,15.2092,5.8515,11.511,10.8044,9.6494,6.38,8.1698,13.38,4.9415,4.1347,7.2812,3.6436,2.6617,7.4994,6.8036,11.903,3.3095,,,,,,,,,,,3.1064,6.0899,22.8044,2.9062,,,,,,,,,,
2014/3/17,15.2978,6.0057,11.676,11.5149,9.8784,6.43,8.3639,14.05,5.0891,4.2495,7.3044,3.716,2.7088,8.1355,7.0416,12.0459,3.4163,,,,,,,,,,,3.2806,6.4493,25.0883,2.9556,,,,,,,,,,
2014/3/18,15.3174,6.0154,11.6178,11.4853,9.8498,6.42,8.3355,13.79,5.102,4.2295,7.49,3.7208,2.7088,7.9378,6.9258,11.8997,3.4734,,,,,,,,,,,3.2469,6.4493,26.3379,3.0248,,,,,,,,,,
2014/3/19,15.4257,6.1311,11.744,11.949,9.7448,6.44,8.2171,13.65,5.134,4.3692,7.49,3.7578,2.9836,7.9951,7.1059,11.6405,3.5268,,,,,,,,,,,3.2806,6.4992,25.614,2.9853,,,,,,,,,,
2014/3/20,14.3632,5.8708,11.1713,12.2352,9.4776,6.21,8.0514,13.61,4.9094,4.1697,7.2846,3.539,2.9365,7.5395,6.3985,11.3979,3.4048,,,,,,,,,,,3.2918,6.1298,24.1747,2.9161,,,,,,,,,,
2014/3/21,14.4616,5.9575,11.4819,12.6101,10.1934,6.57,8.274,13.63,5.0827,4.2993,7.606,3.716,2.9365,7.6598,6.5014,11.481,3.4925,,,,,,,,,,,3.3087,6.2796,24.7177,2.9951,,,,,,,,,,
2014/3/24,14.5796,5.9093,11.676,12.3437,10.4034,6.68,8.2882,13.39,5.0955,4.3293,7.5961,3.9524,2.9601,7.465,6.3599,11.4477,3.5001,,,,,,,,,,,3.2918,6.1398,24.8556,3.0149,,,,,,,,,,
2014/3/25,14.4714,6.0636,11.5887,12.1957,10.5275,6.66,8.1414,13.07,5.0891,4.3193,7.6093,3.8945,2.9365,7.3991,6.4113,11.2916,3.5116,,,,,,,,,,,3.275,6.2097,23.9334,3.0446,,,,,,,,,,
2014/3/26,14.6878,6.0539,11.7925,12.1365,10.4607,6.64,8.1745,13.01,5.134,4.3741,7.4834,3.9235,2.8894,7.5108,6.5721,11.6405,3.6221,,,,,,,,,,,3.3087,6.1897,23.942,3.0248,,,,,,,,,,
2014/3/27,14.4517,6.0539,11.5207,11.8405,10.327,6.67,8.0182,12.56,4.98,4.2644,7.2249,3.9782,2.8502,7.2214,6.1413,11.358,3.462,,,,,,,,,,,3.2356,5.8003,22.1666,2.9754,,,,,,,,,,
2014/3/28,14.4616,6.0539,11.2296,10.6564,9.4776,6.68,7.5257,11.52,4.8966,4.0849,7.1255,3.7417,2.8187,6.6626,5.8519,10.2216,3.3286,,,,,,,,,,,3.1458,5.6306,21.3651,2.9062,,,,,,,,,,
2014/3/31,14.5403,6.0539,11.3363,10.8439,9.5921,6.54,7.3883,11.86,4.9094,4.1148,7.026,3.8414,2.7559,6.3417,5.7361,9.4041,3.3629,,,,,,,,,,,3.1682,5.6206,21.4599,2.9161,,,,,,,,,,
2014/4/1,14.7173,6.0539,11.7051,11.3866,9.8594,6.37,7.6535,12.19,5.0634,4.1846,7.099,4.0377,2.803,6.6339,5.9548,9.444,3.3552,,,,,,,,,,,3.2132,5.7504,22.3476,2.9358,,,,,,,,,,
2014/4/2,14.1664,6.0539,11.6663,11.3767,10.0598,6.38,7.6583,12.26,5.0378,4.1248,7.1288,3.938,2.8109,6.6425,5.8069,9.7929,3.3209,,,,,,,,,,,3.157,5.7704,21.7012,2.9161,,,,,,,,,,
2014/4/3,14.1959,6.0539,11.6081,11.3767,10.5084,6.33,7.7104,11.53,5.0699,4.1896,7.3575,3.8334,2.7716,6.654,5.8969,9.8328,3.3591,,,,,,,,,,,3.2188,5.6805,21.6495,2.8963,,,,,,,,,,
2014/4/4,14.2746,6.0539,12.074,11.8306,11.4533,6.36,7.8004,11.77,5.1212,4.2395,7.5861,3.872,2.8109,6.7199,5.9934,9.8859,3.4086,,,,,,,,,,,3.275,5.7804,21.7185,3.0544,,,,,,,,,,
2014/4/8,14.373,6.0539,12.1613,12.2549,11.5487,6.42,7.8098,11.75,5.134,4.2844,7.5563,3.8286,2.8423,6.6253,5.9355,9.9325,3.4544,,,,,,,,,,,3.3143,5.8403,21.4599,3.0544,,,,,,,,,,
2014/4/9,14.4222,6.0539,12.0934,12.245,11.5964,6.42,7.9566,12.93,5.134,4.3293,7.5795,4.0232,2.8502,6.8431,6.1477,9.9092,3.4849,,,,,,,,,,,3.3143,5.99,21.9856,3.0643,,,,,,,,,,
2014/4/10,14.2156,6.0539,12.1322,11.8405,11.4055,6.41,7.9851,13.75,5.2367,4.3891,7.026,3.946,2.8423,7.0552,6.765,9.7995,3.4544,,,,,,,,,,,3.3311,6.589,23.1146,3.0841,,,,,,,,,,
2014/4/11,13.6057,6.0539,12.1322,11.9687,11.1574,6.41,7.9093,13.66,5.2239,4.429,6.9465,3.8849,2.8345,7.1555,7.2152,9.7364,3.4811,,,,,,,,,,,3.275,6.5391,22.8561,3.1632,,,,,,,,,,
2014/4/14,13.7532,6.0539,12.3263,11.9095,11.6155,6.1,7.8146,13.69,5.2239,4.419,7.1354,3.946,2.8423,7.2902,7.1316,9.969,3.5116,,,,,,,,,,,3.3087,6.5491,23.3732,3.1039,,,,,,,,,,
2014/4/15,13.527,6.0539,12.1807,11.6826,11.2433,6.11,7.8098,14.35,5.1276,4.5786,7.0492,4.0296,2.7952,7.0237,6.8293,9.7929,3.4506,,,,,,,,,,,3.2806,6.5092,23.0112,3.1138,,,,,,,,,,
2014/4/16,13.6155,6.0539,12.2875,11.3965,10.9951,6.14,8.1366,13.76,5.0634,4.6435,7.0393,4.0232,2.8266,7.0638,6.8165,9.8294,3.5764,,,,,,,,,,,3.3592,6.4892,22.3821,3.094,,,,,,,,,,
2014/4/17,14.1566,6.0539,12.1807,11.4951,11.6251,6.29,8.184,13.52,5.1276,4.5986,7.152,4.065,2.8423,7.3045,7.1251,9.8926,3.5573,,,,,,,,,,,3.3199,6.3195,23.5197,3.0841,,,,,,,,,,
2014/4/18,14.3041,6.0539,12.0837,11.7221,11.4819,6.3,8.2834,13.95,5.0955,4.5836,7.0691,3.9733,2.8502,7.2157,6.8229,9.9225,3.7632,,,,,,,,,,,3.3199,6.2097,23.58,3.0446,,,,,,,,,,
2014/4/21,14.8354,6.0539,11.7537,11.8701,11.8541,6.18,8.1745,13.52,4.9479,4.5886,6.9266,3.9492,2.8345,7.187,6.5207,9.6434,4.0415,,,,,,,,,,,3.23,6.0899,23.5111,3.0149,,,,,,,,,,
2014/4/22,14.9141,6.0539,11.5207,11.5741,11.5583,6.16,8.1224,12.88,4.9287,4.5986,6.8537,3.798,2.7481,7.2501,6.7779,9.3443,4.0263,,,,,,,,,,,3.2019,5.99,23.468,3.005,,,,,,,,,,
2014/4/23,14.6583,6.0539,11.5401,11.4359,11.4246,6.19,8.184,12.56,4.9287,4.6934,6.8272,3.8125,2.7402,7.1727,6.5014,9.6201,3.7899,,,,,,,,,,,3.1907,5.9201,24.4764,3.0248,,,,,,,,,,
2014/4/24,14.5796,5.784,11.3849,11.2583,11.1192,6.13,8.1887,12.43,4.9094,4.7083,6.9763,3.7948,2.7559,6.8345,6.1927,9.4639,4.1674,,,,,,,,,,,3.1963,5.8702,24.123,2.9951,,,,,,,,,,
2014/4/25,14.1664,5.543,11.4043,10.686,10.976,6.15,7.9945,11.66,4.7105,4.4939,6.9233,3.6355,2.7324,6.611,5.7683,9.5636,4.0797,,,,,,,,,,,3.157,5.6606,23.8989,2.9556,,,,,,,,,,
2014/4/28,13.7237,5.2056,10.8219,10.0151,10.2507,6.07,7.7625,11.29,4.5821,4.2395,6.6781,3.4988,2.8816,6.3388,5.794,9.5702,4.297,,,,,,,,,,,3.1738,5.4609,23.1836,2.8469,,,,,,,,,,
2014/4/29,13.9106,5.3406,10.9578,10.3604,10.642,6.01,7.8477,11.45,4.6335,4.3442,6.8935,3.5792,2.8187,6.4763,5.9226,9.3975,4.1674,,,,,,,,,,,3.2525,5.5308,24.3643,2.9062,,,,,,,,,,
2014/4/30,14.4812,5.302,11.0063,10.6071,10.5656,6.03,7.9519,11.33,4.6591,4.3692,6.8869,3.7401,2.9208,6.7142,5.8647,9.4706,4.0911,,,,,,,,,,,3.303,5.5108,24.9331,2.9556,,,,,,,,,,
2014/5/5,14.9534,5.3984,11.0354,10.7452,11.081,6.28,8.0514,12.03,4.749,4.4739,6.9763,3.7803,2.9208,6.7658,6.0641,9.4672,4.0377,,,,,,,,,,,3.3143,5.6107,25.1831,2.9358,,,,,,,,,,
2014/5/6,14.8157,5.4563,11.0549,10.8044,11.3578,6.28,8.0087,12.76,4.7554,4.6036,7.1255,3.7642,2.8894,6.7199,6.3792,9.763,4.4419,,,,,,,,,,,3.2974,5.7205,25.6054,2.9062,,,,,,,,,,
2014/5/7,15.9569,5.302,10.754,10.4591,11.1478,6.29,7.9993,12.17,4.6784,4.5637,7.0691,3.6516,2.8423,6.4849,6.0898,9.5869,4.7698,,,,,,,,,,,3.23,5.4809,24.6401,2.8666,,,,,,,,,,
2014/5/8,16.1241,5.2924,10.686,10.4986,11.3006,6.31,7.9709,12.19,4.6527,4.6235,7.026,3.6211,2.8345,6.5193,6.0384,9.5536,4.7812,,,,,,,,,,,3.2076,5.4709,24.5783,2.8666,,,,,,,,,,
2014/5/9,16.0848,5.3695,10.5793,10.2223,10.8806,6.18,7.8856,11.84,4.6206,4.6834,7.0492,3.5213,2.9679,6.356,6.6429,9.3675,4.6173,,,,,,,,,,,3.1795,5.3012,23.1205,2.8666,,,,,,,,,,
2014/5/12,16.4783,5.5141,10.8899,10.6071,11.5201,6.35,8.0466,12.49,4.7875,4.7482,7.1222,3.6194,2.9915,6.5824,6.8744,9.4174,4.6287,,,,,,,,,,,3.2862,5.5508,24.216,2.8666,,,,,,,,,,
2014/5/13,17.708,5.4755,10.8413,10.5084,11.4724,6.37,8.0987,12.13,4.7554,4.6485,7.0691,3.6729,2.9836,6.6196,6.6943,9.444,5.0901,,,,,,,,,,,3.3255,5.4609,23.4474,2.8666,,,,,,,,,,
2014/5/14,17.5113,5.4659,10.8025,10.4788,11.3578,6.55,8.075,12.64,4.7682,4.7632,7.099,3.6421,2.9758,6.6339,6.8486,9.4107,4.9414,,,,,,,,,,,3.3424,5.5907,23.4474,2.8666,,,,,,,,,,
2014/5/15,17.7966,5.3502,10.5793,10.0644,10.642,6.54,8.0182,12.11,4.6463,4.5383,6.8637,3.5255,2.8894,6.4993,6.72,9.2247,4.7507,,,,,,,,,,,3.2974,5.5108,22.9792,2.8666,,,,,,,,,,
2014/5/16,16.0159,5.3984,10.5599,9.8276,10.6515,6.87,7.8146,12.04,4.672,4.6882,6.9067,3.4559,2.9208,6.5222,6.9772,9.1682,4.7164,,,,,,,,,,,3.4435,5.5008,23.739,2.8666,,,,,,,,,,
2014/5/19,15.0518,5.3213,10.5502,9.8671,10.327,6.8,7.6725,11.8,4.6463,4.7832,6.9763,3.5304,2.913,6.3474,6.9064,9.0053,4.2436,,,,,,,,,,,3.2872,5.401,23.6241,2.8666,,,,,,,,,,
2014/5/20,14.5599,5.3502,10.6569,10.0052,10.4225,6.8,7.7198,11.89,4.6912,4.8681,6.8902,3.6178,2.8894,6.4763,7.1512,9.1648,4.2741,,,,,,,,,,,3.3353,5.4509,23.9245,2.8666,,,,,,,,,,
2014/5/21,14.7173,5.4659,10.7734,10.0841,10.7088,6.81,7.7956,11.95,4.7682,4.8681,6.9034,3.6308,2.8816,6.5086,7.5377,9.1914,4.2513,,,,,,,,,,,3.3293,5.5108,24.6401,2.8666,,,,,,,,,,
2014/5/22,14.6583,5.4563,10.7443,10.2815,10.642,6.71,7.8477,11.99,4.7554,4.7532,6.8935,3.6761,2.8659,6.5779,7.4604,9.1383,4.175,,,,,,,,,,,3.2932,5.421,24.6843,2.8666,,,,,,,,,,
2014/5/23,14.5206,5.5623,10.851,10.4196,10.9474,6.85,7.9045,12,4.8838,4.7682,6.8835,3.7895,2.8816,6.7302,7.3509,9.3975,4.2017,,,,,,,,,,,3.3053,5.4509,24.6489,2.8666,,,,,,,,,,
2014/5/26,14.678,5.6009,10.8899,10.5479,11.0047,6.83,7.9803,12.19,4.8773,4.7032,6.9001,3.8624,2.8816,7.0903,7.3187,9.547,4.2856,,,,,,,,,,,3.3053,5.5408,25.3469,2.8666,,,,,,,,,,
2014/5/27,14.7567,5.6394,10.7152,10.3308,11.2242,6.89,7.9803,12.57,4.8645,4.9481,6.7609,3.8024,2.858,7.1641,7.3702,9.7364,4.1941,,,,,,,,,,,3.2993,5.6406,25.7268,2.8666,,,,,,,,,,
2014/5/28,14.6583,5.7165,11.0354,10.7058,11.2147,6.89,8.0372,12.55,4.9672,5.0031,6.7543,3.8008,2.913,7.3165,7.2349,9.8261,4.2131,,,,,,,,,,,3.2692,5.6805,26.7339,2.8666,,,,,,,,,,
2014/5/29,14.2058,5.7455,10.8219,10.8932,10.8042,6.73,7.914,12.44,4.8581,4.9431,6.9564,3.7879,2.8737,7.141,7.1898,9.7597,4.0034,,,,,,,,,,,3.2392,5.7404,26.0713,2.8666,,,,,,,,,,
2014/5/30,14.2648,5.7165,10.8219,11.278,10.8901,7.03,8.1745,12.15,4.8841,5.0581,6.8405,3.8381,2.8423,7.1503,7.0546,9.8294,4.0263,,,,,,,,,,,3.2512,5.7105,26.5307,2.8666,,,,,,,,,,
2014/6/3,14.2451,5.7647,10.7249,11.0708,11.4246,6.96,8.3071,12.1,4.8646,5.0131,6.91,3.7668,2.8423,7.2518,7.2349,9.6533,4.1445,,,,,,,,,,,3.2091,5.6306,26.036,3.1533,,,,,,,,,,
2014/6/4,13.5565,5.6298,10.6957,11.13,11.4055,7.18,8.3261,11.76,4.8451,4.8581,6.8902,3.6275,2.7638,7.0672,7.2349,9.6301,4.0797,,,,,,,,,,,3.155,5.4909,25.6738,3.4696,,,,,,,,,,
2014/6/5,13.8516,5.6683,10.7831,11.3767,11.6251,7.23,8.3403,11.93,4.9231,4.9381,6.9034,3.6518,2.803,7.0718,7.1705,9.65,4.1292,,,,,,,,,,,3.1731,5.5807,25.7886,3.3609,,,,,,,,,,
2014/6/6,13.8614,5.6683,10.7152,11.1498,11.3865,7.39,8.4303,11.97,4.9751,4.8581,6.804,3.6437,2.8266,7.141,7.6795,9.6367,4.0644,,,,,,,,,,,3.2211,5.5408,26.0183,3.2719,,,,,,,,,,
2014/6/9,13.6942,5.7551,10.6569,10.9722,11.3006,7.39,8.615,11.65,5.1052,4.6682,6.7543,3.6891,2.8109,7.1226,7.4218,9.6301,3.9462,,,,,,,,,,,3.1911,5.5208,26.2304,3.2225,,,,,,,,,,
2014/6/10,13.7237,5.7262,10.8704,11.4261,11.396,7.38,9.4769,11.82,5.0857,4.7582,6.8438,3.7539,2.8345,6.9656,7.7697,9.7065,4.114,,,,,,,,,,,3.2452,5.5907,26.5838,3.2917,,,,,,,,,,
2014/6/11,13.8221,5.7165,10.8899,11.4853,11.8484,7.25,9.9411,13,5.0727,4.7982,6.9167,3.762,2.8423,7.0026,7.7052,9.7298,4.0797,,,,,,,,,,,3.2211,5.6606,26.5926,3.2324,,,,,,,,,,
2014/6/12,13.6745,5.7262,10.8219,11.4655,11.5981,7.56,10.1731,13.12,5.0272,4.6732,6.92,3.7085,2.8502,6.8549,7.5442,9.763,4.0606,,,,,,,,,,,3.1851,5.6007,26.0007,3.2324,,,,,,,,,,
