ÈÕÆÚ,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH
2015/11/5,31.25,10.6624,45.3767,13.746,30.7096,5.9802,14.1955,12.811,11.1924,12.5044,6.9211,14.629,8.1744,10.0524,5.3323,17.5495,15.4514,12.989,11.2864,,,,,,,,,,,,,,8.8,7.4775,19.3986,10.5434,18.5857,14.0078,20.7461,7.5273,12.744,12.2501,14.7333,,,,,,,,,13.3873,13.6425,23.7044,,14.1102,,,,,,
2015/11/6,31.25,11.7286,46.6331,14.5688,32.2848,6.0935,14.2853,13.623,11.5291,13.0506,7.1738,14.8479,8.3045,10.2411,5.4014,17.8151,15.4514,13.1687,11.9812,,,,,,,,,,,,,,8.8,7.4775,20.0652,10.5434,19.2137,14.0706,21.8059,7.9152,14.0184,12.7762,15.1277,,,,,,,,,13.3873,13.8891,23.7044,,14.5207,,,,,,
2015/11/9,29.62,12.9015,48.1914,14.714,33.4141,6.1757,14.1994,13.8223,11.9749,12.9016,7.8923,15.1081,8.3826,10.2411,5.2583,17.8993,15.4514,13.6879,12.1681,,,,,,,,,,,,,,8.58,8.226,20.3682,10.5434,19.2697,13.9885,23.0446,7.8423,15.4203,13.6299,15.4753,,,,,,,,,13.3774,13.8891,23.7044,,14.8548,,,,,,
2015/11/10,30.03,12.349,49.3407,14.2204,33.2159,6.34,14.1838,14.4155,12.0176,13.0109,7.9989,14.9099,8.5232,10.7179,5.2731,17.9965,15.4514,13.7877,12.2211,,,,,,,,,,,,,,8.8,8.8822,20.1379,10.5434,18.8531,14.5729,23.1175,7.9152,16.0185,13.3023,15.2772,,,,,,,,,13.6966,13.3826,23.7044,,14.8548,,,,,,
2015/11/11,29.39,12.9306,48.5713,14.3268,36.5346,6.4533,14.0863,14.4446,12.5772,13.3088,8.5161,14.8562,8.6586,10.8768,5.3915,18.0871,15.4514,13.9175,12.4009,,,,,,,,,,,,,,8.68,8.7325,20.5682,10.5434,18.8718,14.3024,24.0448,8.0545,16.2876,13.9476,16.8044,,,,,,,,,14.4148,13.3559,23.7044,,14.6543,,,,,,
2015/11/12,29,12.979,47.685,15.7595,40.19,6.6006,14.3673,14.396,12.3686,13.0109,8.3898,15.1329,8.6481,11.0854,5.4458,17.7892,15.4514,15.0157,12.0764,,,,,,,,,,,,,,8.7,9.2939,20.1743,10.5434,20.4574,14.3121,23.7799,7.7262,16.8788,13.7391,17.4059,,,,,,,,,15.0134,14.6888,23.7044,,14.8262,,,,,,
2015/11/13,26.11,12.2036,52.4573,16.6307,39.8235,6.5893,13.813,13.6619,11.7331,12.6732,7.9239,14.6538,8.9684,11.2245,5.574,17.096,15.4514,15.2354,11.7449,,,,,,,,,,,,,,8.28,9.1018,19.3198,10.5434,19.2262,13.8484,22.3292,7.5438,17.8381,13.0442,16.03,,,,,,,,,14.355,14.8554,23.7044,,14.0624,,,,,,
2015/11/16,26.54,12.5138,55.8078,16.5049,42.5972,6.9406,14.3634,14.3425,12.103,13.001,8.4885,15.4055,8.9684,11.9,5.5642,17.5883,15.4514,15.6248,12.0165,,,,,,,,,,,,,,8.38,9.0943,19.7986,10.5434,19.2635,13.8146,23.6341,7.8456,18.8683,13.4215,16.2389,,,,,,,,,14.5445,15.1953,23.7044,,14.4538,,,,,,
2015/11/17,25.8,12.0679,53.3242,15.2755,41.4085,6.6148,14.098,14.5856,11.9275,13.2691,8.1608,15.0338,8.9684,11.5821,5.2978,17.1996,15.4514,14.876,11.9389,,,,,,,,,,,,,,8.4,9.2315,19.3925,10.5434,18.6417,13.3895,22.9651,7.5903,17.7815,13.1534,15.6518,,,,,,,,,14.8338,14.6355,23.7044,,14.1961,,,,,,
2015/11/18,26.28,11.6608,50.5484,14.5204,40.1405,6.2323,13.6413,14.994,12.5156,12.842,8.0344,14.6786,8.9684,11.3536,4.9624,16.5518,15.4514,14.0673,12.341,,,,,,,,,,,,,,8.47,9.1991,18.6714,10.5434,17.8769,12.7036,22.3889,7.4576,16.9212,13.1931,15.0737,,,,,,,,,14.4348,13.8558,23.7044,,13.7951,,,,,,
2015/11/19,26.18,12.0679,53.7722,15.4788,41.0816,6.51,13.813,16.4915,13.7107,13.1201,8.4648,15.0627,8.9684,12.486,5.0808,17.3162,15.4514,14.6963,13.5754,,,,,,,,,,,,,,8.47,9.6956,20.5379,10.5434,18.4738,13.2591,23.5149,7.6864,18.4435,14.5134,15.7508,,,,,,,,,14.9036,14.3223,23.7044,,14.3202,,,,,,
2015/11/20,26.42,12.349,54.3176,16.2242,41.8543,6.6176,13.6218,17.5562,13.9905,14.0935,9.1044,14.8975,8.9684,13.7376,5.061,17.7308,15.4514,14.6064,14.9333,,,,,,,,,,,,,,8.58,9.9052,21.6833,10.5434,18.9153,13.8822,25.1378,8.0412,19.7002,15.9628,15.6644,,,,,,,,,14.8438,14.3089,23.7044,,14.6639,,,,,,
2015/11/23,24.17,12.0388,51.0646,15.4594,39.8334,6.6998,13.977,16.7589,13.3882,13.7657,9.0807,14.8975,8.9684,13.0125,5.0364,17.2709,15.4514,14.1871,16.4252,,,,,,,,,,,,,,8.36,10.1547,21.15,10.5434,18.1318,13.0417,24.078,8.0744,20.2559,15.2381,15.9309,,,,,,,,,13.9759,13.9091,23.7044,,14.4252,,,,,,
2015/11/24,25.05,12.6495,51.3763,15.9531,39.8334,6.8272,14.1916,16.4866,13.3028,15.0569,9.2426,14.8231,8.9684,13.0224,5.3816,17.8021,15.4514,14.5565,15.9808,,,,,,,,,,,,,,8.5,10.9032,21.2833,10.5434,18.2935,13.5344,24.3098,8.8835,21.279,15.4069,16.6675,,,,,,,,,13.9759,14.1557,23.7044,,14.5207,,,,,,
2015/11/25,25.96,13.0081,53.3631,16.2629,40.1999,7.1077,14.2658,16.6276,13.6396,15.186,9.511,14.9099,8.9684,12.8833,5.4211,18.2232,15.4514,15.0257,16.7532,,,,,,,,,,,,,,8.67,11.1776,21.7681,10.5434,19.0459,14.5826,25.0384,9.4505,21.0312,16.9456,16.5595,,,,,,,,,14.1056,14.2623,23.7044,,14.5016,,,,,,
2015/11/26,25.21,14.307,54.2884,16.9696,38.813,7.2238,14.2775,16.1414,13.1036,14.898,9.3057,14.8066,8.9684,13.0323,5.1843,17.828,15.4514,14.6364,15.6916,,,,,,,,,,,,,,8.7,11.0903,21.15,10.5434,19.2075,14.4522,25.4756,9.0559,20.3551,17.9879,16.2083,,,,,,,,,14.5645,14.0757,23.7044,,14.4729,,,,,,
2015/11/27,27.73,13.9483,49.5842,17.018,35.9501,6.5185,14.1097,14.7461,12.1646,14.898,8.9267,13.7782,8.9684,11.741,4.6763,16.947,15.4514,13.3784,14.2879,,,,,,,,,,,,,,9.05,10.2545,19.4289,10.5434,17.8644,13.3171,23.1837,8.4425,19.8241,17.0846,15.1998,,,,,,,,,13.7165,13.2293,23.7044,,13.2796,,,,,,
2015/11/30,30.5,14.2973,54.5416,18.1796,35.5737,6.7564,15.1089,15.4024,12.1125,14.898,9.2742,13.8732,8.9684,12.7244,4.7059,16.5842,15.4514,13.1488,15.0074,,,,,,,,,,,,,,9.7,10.2545,19.938,10.5434,17.9639,13.3799,23.0115,8.8536,19.1692,18.792,15.2808,,,,,,,,,13.0582,13.989,23.7044,,12.8977,,,,,,
2015/12/1,33.55,13.5025,56.246,18.1506,35.7619,6.4278,14.7147,15.1496,11.9275,14.898,8.9149,13.9475,8.9684,12.3767,4.7503,16.8822,15.4514,13.2885,14.1856,,,,,,,,,,,,,,9.9,10.2545,19.8834,10.5434,17.7836,13.1335,24.1442,8.9863,18.4081,17.7497,15.3222,,,,,,,,,13.0582,14.3223,23.7044,,12.9741,,,,,,
2015/12/2,30.2,12.9887,55.8467,18.8766,35.4647,6.1445,14.6678,15.4851,11.8042,14.898,8.4924,14.3606,8.9684,11.9596,4.6911,16.6036,15.4514,13.2386,14.4078,,,,,,,,,,,,,,9,10.2545,19.7259,10.5434,17.0934,12.834,25.2371,8.6083,17.9478,16.5088,14.6415,,,,,,,,,12.8686,14.2556,23.7044,,12.9073,,,,,,
2015/12/3,30.64,13.328,57.9505,20.7642,38.6446,6.374,14.7888,16.1609,12.9851,14.898,9.1952,14.3358,8.9684,12.4065,4.9032,16.9211,15.4514,13.628,14.7746,,,,,,,,,,,,,,9.34,10.2545,20.2107,10.5434,17.4851,13.2301,25.9327,8.9034,18.5957,17.2235,14.9873,,,,,,,,,14.1555,14.4956,23.7044,,13.1364,,,,,,
2015/12/4,29.23,13.5509,60.4828,21.2289,38.7437,6.2238,14.7068,15.5823,13.208,14.302,8.9978,14.1582,8.9684,12.2377,4.913,17.0377,15.4514,13.8576,14.4184,,,,,,,,,,,,,,9.24,10.2545,19.7077,10.5434,17.6468,12.8582,25.1908,8.6049,18.0186,16.7371,15.0107,,,,,,,,,13.7764,15.222,23.7044,,13.1841,,,,,,
2015/12/7,29.48,13.3086,59.9958,21.8968,38.3573,6.5015,14.8825,15.2663,14.0664,14.2524,9.1636,14.4308,8.9684,12.2476,4.9328,17.096,15.4514,14.2769,14.9192,,,,,,,,,,,,,,9.33,10.2545,20.1016,10.5434,18.051,13.2591,26.9726,8.8636,18.0753,18.4148,15.0287,,,,,,,,,13.8063,15.1687,26.0729,,13.3082,,,,,,
2015/12/8,28.96,12.4071,60.6775,20.9675,36.4157,6.2663,14.5078,15.2663,13.1795,13.6763,8.6977,14.1995,9.1246,12.3668,4.6763,16.4935,15.4514,13.5281,15.1873,,,,,,,,,,,,,,9.32,10.2545,19.5562,10.5434,17.8893,12.8437,26.2374,8.8039,17.8841,19.5564,15.0557,,,,,,,,,12.9684,15.6219,28.6812,,12.7641,,,,,,
2015/12/9,27.38,11.874,66.7453,22.0227,35.3656,6.7423,14.5976,15.5094,12.5061,13.3982,8.4687,13.8939,9.0334,11.9496,4.7355,16.4417,15.4514,13.6779,14.4466,,,,,,,,,,,,,,9.28,10.2545,19.3744,10.5434,17.7339,13.0949,25.0185,8.8835,17.3106,20.2315,14.5766,,,,,,,,,12.6092,15.182,31.5493,,12.4968,,,,,,
2015/12/10,27.37,12.0097,62.1677,21.1998,36.277,6.5666,14.8317,15.8837,12.4634,13.5671,8.6504,13.8567,8.9163,11.6516,4.8242,16.5712,15.4514,15.0457,14.8663,,,,,,,,,,,,,,9.28,10.2545,19.4592,10.5434,18.1007,12.9934,24.7072,8.5552,16.461,21.2937,14.6397,,,,,,,,,12.8786,14.8888,34.7072,,12.5063,,,,,,
2015/12/11,27.85,11.6608,59.6841,19.6897,35.0684,6.6658,14.7225,15.6212,12.5203,13.14,8.7451,13.8278,8.9345,11.4331,5.3077,16.7656,15.4514,14.5665,14.6124,,,,,,,,,,,,,,9.37,10.2545,19.2107,10.5434,18.0323,13.0079,24.8993,8.1904,16.9708,19.755,14.4074,,,,,,,,,12.8586,14.7688,37.7252,,12.9073,,,,,,
2015/12/14,26.9,11.9225,59.3919,20.3286,36.9011,6.6148,14.7498,15.8886,12.71,13.3188,8.9228,14.0219,8.9111,11.7212,5.505,16.9859,15.4514,14.0174,14.1856,,,,,,,,,,,,,,9.35,10.252,19.2289,11.3233,17.9764,12.7229,25.0053,8.3728,16.8469,19.2586,14.5929,,,,,,,,,13.0582,14.9288,37.3555,,13.3178,,,,,,
2015/12/15,27.4,12.0679,59.6549,19.9414,38.0205,6.8329,14.7068,16.7394,12.8523,13.4678,9.0807,14.0715,8.872,11.8602,5.8947,17.2709,15.4514,14.6763,14.2103,,,,,,,,,,,,,,9.49,10.8782,19.441,11.684,18.0883,12.4814,25.5021,8.3861,17.2186,20.162,14.7459,,,,,,,,,13.2577,15.1753,41.093,,13.8429,,,,,,
2015/12/16,27.07,12.1745,58.1453,20.106,38.0899,6.7932,15.144,17.1867,12.9709,13.6167,9.1044,14.0425,8.9814,11.8702,5.7417,17.4264,15.4514,14.7761,14.503,,,,,,,,,,,,,,9.49,11.1277,19.7683,11.5768,19.8977,13.3412,25.628,8.8205,17.7638,19.7649,15.5654,,,,,,,,,13.4971,15.1753,44.6707,,14.3775,,,,,,
2015/12/17,29.78,12.4556,59.4991,20.3286,38.8725,7.1105,15.2221,16.9679,13.4119,13.7955,9.4637,14.311,8.8564,12.5456,5.87,17.8798,15.4514,16.2537,14.9192,,,,,,,,,,,,,,10.09,11.1851,20.1864,11.684,20.0097,13.7421,26.6944,9.0858,17.8027,20.2811,15.8481,,,,,,,,,13.6068,15.5286,47.0291,,14.6257,,,,,,
2015/12/18,28.99,12.0776,58.9439,21.1514,37.5747,7.221,14.9488,16.3748,13.1748,14.2127,9.7085,14.2284,8.5883,12.2377,5.6628,18.1325,16.9986,16.4934,14.7429,,,,,,,,,,,,,,9.95,10.9431,20.847,11.9619,19.8666,13.5634,26.3036,8.8868,17.4027,19.5366,15.7166,,,,,,,,,13.4672,15.082,46.1497,,14.1674,,,,,,
2015/12/21,29.19,11.9806,57.3369,20.4835,36.594,7.1389,15.4562,16.7492,13.1748,14.0935,10.1783,14.8562,8.6065,12.2576,5.6678,18.1325,18.6954,16.8029,14.503,,,,,,,,,,,,,,9.93,10.9431,21.0288,11.9375,20.0532,14.0561,26.3831,9.0858,18.5355,20.0528,15.8841,,,,,,,,,13.7465,14.7288,44.0611,,14.1293,,,,,,
2015/12/22,32.11,12.4459,58.1258,20.377,36.9407,7.1389,15.4953,16.8464,13.1748,14.3716,10.6007,14.8355,8.6455,12.2178,5.7713,17.8086,20.562,17.4219,14.5418,4.24,,,,,,,,,,,,,10.36,11.2625,20.8227,11.8059,19.6739,14.3266,26.1976,9.4008,18.355,20.4697,15.6374,,,,,,,,,14.0557,14.6555,44.0311,,14.1961,,,,,,
2015/12/23,34.41,12.2811,57.0642,22.4196,35.7123,7.4561,15.2064,16.7054,13.3977,13.7856,10.4823,14.8314,8.4841,12.0688,5.5444,17.5883,22.6182,16.2637,13.8541,4.6632,,,,,,,,,,,,,10.53,11.497,20.8833,11.4452,18.8718,14.0078,25.9525,8.9531,17.2752,19.8542,15.4807,,,,,,,,,13.8562,14.5622,40.3735,,13.9765,,,,,,
2015/12/24,33.35,12.0194,55.6714,23.1165,36.4553,7.5071,15.3899,16.6471,12.9803,13.4578,10.6402,14.5382,8.6039,12.1483,5.7417,17.8798,24.884,16.2238,13.9916,5.1291,,,,,,,,,,,,,10.39,11.4371,21.1924,11.182,19.1143,14.0174,25.9923,8.9995,17.6009,20.4002,15.8103,,,,,,,,,13.7465,14.149,40.9231,,14.1961,,,,,,
2015/12/25,31.95,12.1066,55.4377,23.0197,36.2275,7.493,15.3001,17.2499,13.1558,13.6863,10.6126,14.5795,8.6091,12.3072,5.8552,17.7179,27.3694,16.2537,14.3055,5.6416,,,,,,,,,,,,,10.5,11.4671,20.7379,11.0699,19.2511,13.9112,26.6944,9.0161,17.2752,20.4796,16.1272,,,,,,,,,14.0158,14.1357,40.3235,,14.0624,,,,,,
2015/12/28,31.78,11.6317,54.5416,20.7158,37.7134,7.1105,14.7303,16.5304,12.3543,13.5671,10.7073,14.3027,8.3045,12.3171,5.5938,17.6985,24.7343,15.9742,14.0657,6.2046,,,,,,,,,,,,,9.85,11.5095,20.0228,11.104,18.6852,13.5827,25.0649,8.6215,17.0451,20.6881,15.3042,,,,,,,,,13.2377,13.5692,41.9425,,13.5946,,,,,,
2015/12/29,32.05,11.7771,56.4506,19.5445,37.6639,7.3088,14.621,17.143,12.3022,13.7558,10.964,14.311,8.1874,12.6847,5.653,17.6402,25.3032,16.2737,14.5312,6.8259,,,,,,,,,,,,,10.28,11.6891,20.2349,11.0357,18.6914,13.6117,24.9391,8.7376,17.5938,20.2811,15.3096,,,,,,,,,13.4572,13.8491,42.1823,,13.8906,,,,,,
2015/12/30,31.08,11.9128,55.5156,19.0895,39.7541,7.2607,14.7888,17.5027,12.6294,13.9147,11.6865,14.4349,8.2134,13.2409,5.9095,18.424,24.355,16.4434,15.092,7.5092,,,,,,,,,,,,,10.28,11.6517,21.1197,11.7133,19.0086,13.8629,25.6213,8.7442,17.4239,20.4896,15.3763,,,,,,,,,13.6866,14.7222,42.8519,,14.0433,,,,,,
2015/12/31,29.92,11.6898,55.3013,18.2958,38.2979,7.0567,14.4024,16.8221,12.1836,13.2095,11.2087,14.2036,8.3175,13.1913,5.7319,18.0094,24.6145,15.7645,15.413,8.2586,,,,,,,,,,,,,10.09,11.8064,20.344,11.4598,18.3743,13.5731,24.1773,8.3496,17.6292,19.3579,15.0161,,,,,,,,,13.6766,14.6089,40.9531,,13.8047,,,,,,
2016/1/4,27.04,10.517,49.8764,16.7275,34.4641,6.3542,13.3252,15.2566,10.9648,11.8886,10.0875,12.9026,7.7578,12.0291,5.1597,16.2085,22.159,14.1871,13.8717,9.0856,,,,,,,,,,,,,9.4,10.6262,18.5865,10.3143,16.9877,12.2206,21.7596,7.514,16.4717,17.4221,13.5429,,,,,,,,,12.31,13.2493,36.8558,,12.4299,,,,,,
2016/1/5,29.74,9.8579,46.263,17.2212,31.6309,6.0085,13.3252,15.5094,10.2629,10.9848,9.9967,13.39,7.914,12.5754,4.9278,15.4764,21.3705,13.3285,14.496,9.9942,,,,,,,,,,,,,9.88,9.5634,18.2835,9.3102,17.3421,12.0564,20.2427,7.2852,17.0912,16.6776,13.5411,,,,,,,,,11.6715,13.3892,33.2382,,12.1435,,,,,,
2016/1/6,30.61,10.0808,48.581,17.5213,32.3739,6.136,13.5867,15.7525,10.5379,11.2529,10.5968,13.4354,8.0416,13.2707,5.0906,15.6578,23.5066,13.6879,14.951,10.992,,,,,,,,,,,,,10.15,9.9626,18.5623,9.4759,17.9017,12.6167,20.7859,7.5704,16.9425,16.5286,14.0022,,,,,,,,,12.1903,13.3959,33.9677,,12.3345,,,,,,
2016/1/7,27.55,9.0824,43.7209,15.7692,29.1345,5.5213,12.6226,14.1772,9.4851,10.1306,9.5387,12.3946,7.4454,11.9496,4.5825,14.0901,21.1609,12.3201,13.4555,12.0909,,,,,,,,,,,,,9.25,8.9671,16.7624,8.5303,16.1172,11.3898,18.706,6.8143,15.2574,14.8807,12.619,,,,,,,,,10.9732,12.0563,30.5699,,11.1507,,,,,,
2016/1/8,29.75,9.1696,43.8281,14.8012,28.2331,5.3485,13.1144,14.046,9.3665,9.8327,9.515,12.787,7.5652,11.6119,4.6121,14.0901,22.3587,12.0505,13.2262,13.2984,,,,,,,,,,,,,9.86,8.8573,16.4715,8.2817,16.5027,11.2159,18.6596,6.7281,13.983,14.2851,12.8045,,,,,,,,,10.9732,11.9097,30.6899,,11.227,,,,,,
2016/1/11,26.78,8.2585,39.4453,13.3201,25.4098,4.8131,13.2666,12.9326,8.5366,8.8494,8.5635,12.0807,7.0497,10.4696,4.2224,13.1961,20.1228,10.8425,11.9036,14.6302,,,,,,,,,,,,,9.3,7.9716,15.1201,7.453,14.8549,10.4913,16.7916,6.055,12.5847,12.8556,11.6177,,,,,,,,,9.8759,10.7167,27.6219,,10.1005,,,,,,
2016/1/12,26.8,8.3845,40.2731,13.3007,25.38,4.8811,13.3876,13.0541,8.6077,9.0182,8.4253,11.9486,7.1513,10.6285,4.326,13.818,20.6618,11.1021,11.9072,16.094,,,,,,,,,,,,,9.43,7.979,15.6655,7.3214,14.8611,11.0034,16.8314,6.1312,12.5246,13.6696,11.8681,,,,,,,,,9.9158,10.75,29.1609,,10.2055,,,,,,
2016/1/13,24.12,8.084,39.981,12.536,24.0625,4.6544,13.2705,12.8353,8.1951,8.7004,7.5844,11.7751,7.107,10.4795,4.1731,13.1637,18.5956,10.4831,10.715,17.7053,,,,,,,,,,,,,9,7.6821,15.6777,6.9461,14.2082,10.6507,15.1489,6.1975,11.6077,13.6696,11.272,,,,,,,,,9.7462,10.4368,27.5119,,10.3201,,,,,,
2016/1/14,24.47,8.4136,43.9644,13.7751,25.7565,4.9235,13.4813,13.3653,8.6883,9.048,7.8528,12.1261,7.2398,10.7974,4.3902,13.7079,19.8333,11.132,11.3887,19.4758,,,,,,,,,,,,,9.3,8.1836,16.5685,7.6431,15.5327,11.2304,16.6658,6.6087,12.0714,14.5432,11.706,,,,,,,,,10.2151,10.7967,29.3108,,10.6638,,,,,,
2016/1/15,22.02,8.1325,41.8509,13.1652,23.379,4.7026,12.7397,12.811,8.1667,8.4223,7.4225,11.6842,7.0289,10.1418,4.2816,12.9953,19.3243,10.6328,11.1524,17.5267,,,,,,,,,,,,,8.86,8.1836,15.6777,7.6529,15.0166,10.7232,16.0299,6.2838,11.6042,13.6399,11.2666,,,,,,,,,9.9657,10.71,26.3827,,10.2533,,,,,,
2016/1/18,22.02,8.3942,42.5814,13.9106,24.4389,4.8697,12.8099,13.5889,8.4654,8.76,7.5449,11.6718,7.0419,10.1219,4.3359,13.2933,21.2607,11.142,11.4698,15.7756,,,,,,,,,,,,,8.86,8.5579,16.1685,7.7747,15.7876,11.2932,16.7585,6.5159,12.1776,14.2256,11.6123,,,,,,,,,10.1153,10.9366,26.0629,,10.3105,,,,,,
2016/1/19,22.02,8.8692,43.9352,14.5979,26.2023,5.0709,13.3056,13.973,8.8259,9.058,7.9673,11.7957,7.1903,10.3305,4.5431,13.831,21.7598,12.0605,12.013,15.8299,,,,,,,,,,,,,8.86,9.1567,16.623,8.0233,16.4654,11.6603,17.3613,6.7613,12.4679,14.8212,11.9239,,,,,,,,,10.4246,11.2432,27.2821,,10.6638,,,,,,
2016/1/20,22.02,8.7238,43.2047,14.0655,26.1329,4.9689,13.5593,13.4674,8.7263,8.909,7.9436,11.234,7.0732,10.41,4.4938,13.5718,21.8396,11.8608,11.9354,14.3273,,,,,,,,,,,,,8.86,8.9321,16.4534,7.5749,16.1793,11.4671,17.2354,6.8607,12.875,14.3745,11.9311,,,,,,,,,9.9657,11.1766,29.5206,,10.3583,,,,,,
2016/1/21,22.02,8.2391,40.0394,13.1071,25.7069,4.7819,13.2705,12.9326,8.4085,8.7103,7.8331,10.7425,6.9248,9.9133,4.1682,13.3905,19.8134,11.3517,11.0113,12.8946,,,,,,,,,,,,,8.86,9.3313,16.0776,6.8291,15.8373,10.8198,16.0034,6.4927,12.875,13.6498,11.4899,,,,,,,,,9.9258,10.6701,26.5726,,9.9,,,,,,
2016/1/22,22.02,8.5881,39.9517,12.9522,26.4103,4.949,13.2627,13.4625,8.584,8.909,8.1292,10.726,6.7738,10.0325,4.2471,13.6366,20.562,11.6811,11.7555,13.1547,,,,,,,,,,,,,8.86,9.3563,16.1079,7.0631,16.4716,11.071,16.4207,6.874,12.875,13.9377,11.5943,,,,,,,,,10.0355,10.73,25.8331,,10.091,,,,,,
2016/1/25,24.22,8.6171,40.2537,12.5166,26.7174,5.0425,13.2627,14.0508,8.7547,8.9785,8.4214,10.8706,6.7686,10.0127,4.2718,13.7727,21.4603,11.731,12.0271,13.1664,,,,,,,,,,,,,9.75,10.2919,16.1746,7.3702,16.9006,11.2545,16.7585,6.9304,12.875,14.1759,11.6303,,,,,,,,,10.0954,10.7434,26.9523,,10.1482,,,,,,
2016/1/26,23.6,7.7545,36.241,11.2679,24.0427,4.5383,11.9357,13.3896,7.8774,8.0846,7.5804,9.995,6.5082,9.1882,3.8426,12.9758,19.4241,10.5629,10.8244,11.8501,,,,,,,,,,,,,9.16,11.3024,14.8474,6.6341,15.7316,10.1291,15.7583,6.4661,12.875,12.9946,10.5858,,,,,,,,,9.5766,9.6704,24.2541,,9.1554,,,,,,
2016/1/27,22.22,7.7351,35.0235,10.6967,23.369,4.4363,11.077,13.516,7.8821,7.8264,7.2251,10.3171,6.7165,8.6021,3.7341,13.7921,19.0648,10.3832,11.0219,12.0249,,,,,,,,,,,,,8.8,10.1722,14.6959,6.5756,15.6695,9.6605,15.4735,7.1128,12.875,13.0542,10.7551,,,,,,,,,9.7961,9.2772,24.2541,,9.0217,,,,,,
2016/1/28,20,7.3473,33.7476,9.7771,21.1897,4.136,11.0536,13.0736,7.4553,7.2007,6.5026,10.1065,6.7946,7.7777,3.4184,13.4164,17.1583,9.6245,9.9673,10.8212,,,,,,,,,,,,,8.49,9.1542,13.9323,7.1167,14.7803,9.2741,14.725,6.4031,12.875,11.7537,10.3373,,,,,,,,,9.5966,9.0239,24.2541,,9.0886,,,,,,
2016/1/29,20,7.6963,35.6468,10.7548,22.5666,4.408,11.5688,13.3118,7.792,7.598,6.7908,10.9656,7.232,8.0459,3.5911,14.6213,18.0167,10.2235,10.1648,11.9045,,,,,,,,,,,,,8.49,8.483,14.4474,7.3555,15.427,9.8199,14.9701,6.3169,11.5865,12.2401,10.7785,,,,,,,,,9.9657,9.4238,24.2541,,9.4131,,,,,,
2016/2/1,20,7.706,35.306,10.7354,22.2001,4.4448,11.2994,13.6376,7.6924,7.3497,6.3683,10.8582,7.2268,7.7578,3.5615,15.3015,18.0666,10.0438,10.1366,12.3044,,,,,,,,,,,,,8.49,8.5629,14.2778,6.9704,15.5078,9.8441,14.0758,6.3534,10.9386,11.5651,11.742,,,,,,,,,9.6265,9.1505,24.2541,,9.1363,,,,,,
2016/2/2,20,7.9483,36.6987,11.0839,23.5077,4.6686,12.0449,13.9827,7.9817,7.7966,7.004,11.1762,7.2684,8.1452,3.7242,15.8586,19.1845,10.3633,10.5387,12.4364,,,,,,,,,,,,,8.49,8.8498,14.7989,7.3799,16.5711,10.2885,15.0694,6.6983,11.4413,12.2898,11.9689,,,,,,,,,9.9158,9.5171,24.2541,,9.4131,,,,,,
2016/2/3,20,7.8514,37.0883,11.4518,23.5077,4.6969,12.1581,14.0314,8.0671,7.8761,7.1066,11.0853,7.284,8.1452,3.7538,15.444,19.6237,10.4731,10.4576,12.6383,,,,,,,,,,,,,8.49,8.483,15.0292,7.3214,16.7638,10.3899,15.0827,6.6253,11.5688,12.4089,11.8248,,,,,,,,,9.9258,9.6704,24.2541,,9.289,,,,,,
2016/2/4,20,8.1325,37.8188,12.0423,24.0427,4.8159,12.1933,14.1092,8.271,7.8761,7.5251,11.2216,7.2944,8.1452,3.8377,15.7744,20.9213,10.6228,10.6127,13.2052,,,,,,,,,,,,,8.49,8.7675,15.7564,7.5554,16.5649,10.187,15.6656,6.8077,12.1422,12.9847,12.0482,,,,,,,,,10.4545,9.8037,24.2541,,9.4513,,,,,,
2016/2/5,20,7.8902,36.9714,12.3908,23.1709,4.7054,12.0254,14.0168,8.1192,7.8761,7.3633,11.1184,7.2606,8.1452,3.8229,14.848,20.1627,10.3633,10.2883,12.386,,,,,,,,,,,,,8.49,8.6826,15.5807,7.8478,16.1545,9.9069,15.2748,6.6087,12.4113,12.806,11.796,,,,,,,,,10.1253,9.5237,24.2541,,9.1936,,,,,,
2016/2/15,20,7.7642,37.1565,12.2649,23.2105,4.6261,11.9669,14.08,8.0149,7.8761,7.462,11.1803,7.2944,8.1452,3.7637,15.0748,21.5202,10.1336,10.521,12.0831,,,,,,,,,,,,,8.49,8.5479,15.2716,7.8868,16.6954,9.7378,14.831,6.6983,12.3582,13.1832,11.7906,,,,,,,,,10.1054,9.5304,24.2541,,9.2604,,,,,,
