ÈÕÆÚ,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH
2014/1/2,6.62,5.1372,46.9176,5.3428,10.9825,2.6866,16.6192,18.0277,5.9823,8.8399,2.5124,9.2619,4.509,3.4865,2.1398,12.1397,7.4455,7.6214,4.8581,,,,,,,,,,,,,,3.58,4.5014,11.6562,2.2427,3.0851,4.4138,10.2763,4.4699,4.4145,8.5934,,,,,,,,,,8.1731,6.2781,15.8896,,10.9399,,,,,,
2014/1/3,6.59,5.0989,45.9901,5.3806,10.8939,2.8177,16.7007,18.3467,6.0659,8.8399,2.4995,9.4025,4.4349,3.5162,2.1447,12.5428,7.2596,7.4452,4.9719,,,,,,,,,,,,,,3.58,4.6426,11.7889,2.4673,3.0929,4.5235,10.7248,4.5097,4.8545,8.1582,,,,,,,,,,8.1929,6.3373,15.4499,,12.0358,,,,,,
2014/1/6,6.3,5.1372,45.3202,5.2861,10.5003,2.6168,16.2583,17.5782,5.6432,8.8399,2.4009,9.2418,4.362,3.4402,2.3586,12.3861,6.788,7.1465,4.6849,,,,,,,,,,,,,,3.49,4.5683,11.3336,2.6314,3.1053,4.4061,10.362,4.271,4.7172,7.857,,,,,,,,,,8.3613,6.3077,15.4898,,12.0358,,,,,,
2014/1/7,6.35,5.3769,49.8548,5.2861,10.7365,2.6866,16.0372,17.8875,5.7686,9.0276,2.4139,9.065,4.5955,3.5525,2.451,12.6772,7.4655,7.3073,4.8143,,,,,,,,,,,,,,3.54,4.7466,11.3064,2.5276,3.082,4.6004,10.1839,4.324,4.6292,8.3662,,,,,,,,,,8.609,6.4929,15.3699,,12.8955,,,,,,
2014/1/8,6.35,5.4727,49.4554,5.3144,11.0219,2.7172,15.8897,17.757,5.8708,9.1758,2.4087,8.84,4.6264,3.5327,2.4291,13.0228,8.2094,8.035,5.2958,,,,,,,,,,,,,,3.55,4.8258,11.5446,2.5469,3.0773,4.6178,10.5994,4.3373,4.6363,8.2978,,,,,,,,,,8.5496,6.5003,15.4898,,12.6168,,,,,,
2014/1/9,6.2,5.3098,49.1205,5.1348,10.766,2.4829,15.7927,17.1094,5.685,8.7214,2.4178,8.5989,4.4349,3.4204,2.4656,12.3829,8.3688,7.7975,5.4505,,,,,,,,,,,,,,3.55,4.5584,11.0652,2.4141,3.2623,4.6043,9.9597,4.1881,4.2842,8.6318,,,,,,,,,,8.0047,6.5941,15.4898,,12.8105,,,,,,
2014/1/10,6,5.4919,44.2059,4.9551,11.1006,2.243,15.5211,16.1669,5.3877,8.7412,2.4515,8.4582,4.5066,3.3972,2.4048,11.8709,8.5946,8.1346,5.7355,,,,,,,,,,,,,,3.53,4.6054,10.619,2.4383,3.1861,4.3484,9.986,4.0322,4.2103,8.8289,,,,,,,,,,8.7477,6.6089,15.4199,,11.9791,,,,,,
2014/1/13,6.03,5.6356,45.5392,4.9078,10.9825,2.2179,15.1719,15.7513,5.3227,9.3338,2.4074,8.4783,4.4843,3.4865,2.4559,11.5509,8.6145,8.2265,5.6422,,,,,,,,,,,,,,3.53,4.6054,10.3024,2.3731,3.1737,4.2272,10.0652,4.0223,4.2173,8.6756,,,,,,,,,,9.144,6.5373,13.8809,,12.0263,,,,,,
2014/1/14,6.16,5.6548,45.0883,5.0213,11.5533,2.3713,14.9856,15.7609,5.6293,9.4721,2.6486,8.6029,4.5646,3.5492,2.4924,12.0341,9.3983,8.5942,5.7443,,,,,,,,,,,,,,3.55,4.8035,10.8964,2.6097,3.211,4.3291,10.7907,4.0853,4.6398,8.8344,,,,,,,,,,9.2629,6.4311,12.4918,,12.4751,,,,,,
2014/1/15,6.18,5.7219,47.1366,5.0591,11.4746,2.469,15.2766,16.1476,5.5642,9.6202,2.8523,9.0168,4.9698,3.5658,2.5288,12.962,9.0994,9.452,5.5595,,,,,,,,,,,,,,3.52,4.8506,11.2823,2.7618,3.1504,4.4061,11.048,4.2179,5.1045,8.7988,,,,,,,,,,9.1143,6.3299,12.4918,,12.8719,,,,,,
2014/1/16,6.22,5.7602,47.6519,5.078,11.1301,2.4606,15.0943,15.9591,5.9126,9.7289,2.8263,8.8319,4.8426,3.5294,2.4851,12.9108,9.292,10.0342,5.6908,,,,,,,,,,,,,,3.53,4.8332,11.2733,2.7787,3.1286,4.3599,10.949,4.1947,5.4072,7.9391,,,,,,,,,,8.9359,6.478,12.4918,,12.6924,,,,,,
2014/1/17,6.19,5.8369,45.2171,5.0402,11.2285,2.5499,14.745,15.5386,5.8754,9.6844,2.9184,8.6551,4.7191,3.503,2.4364,12.3125,9.4248,9.6588,5.6529,,,,,,,,,,,,,,3.47,4.9273,11.2461,3.0563,3.1084,4.3484,11.3052,4.2312,5.5797,8.1855,,,,,,,,,,8.926,6.2731,12.4918,,12.768,,,,,,
2014/1/20,6.13,5.7219,43.8001,5.0496,10.1264,2.5052,14.423,14.9393,5.5921,9.5215,2.8834,8.3859,4.5696,3.5856,2.3635,12.1845,8.9001,9.4214,5.1052,,,,,,,,,,,,,,3.48,4.7763,11.0652,3.1722,3.1084,4.0963,10.7512,4.1019,5.6325,8.2567,,,,,,,,,,8.5298,6.1077,12.4918,,12.2909,,,,,,
2014/1/21,6.23,5.8657,43.6068,5.2577,10.5101,2.5973,14.4579,15.0988,5.8894,9.6301,2.9586,8.4984,4.472,3.6021,2.4462,12.4756,9.292,9.8657,5.22,,,,,,,,,,,,,,3.51,5.0511,11.2461,3.2519,3.1939,4.1752,11.3382,4.1848,5.5832,8.2129,,,,,,,,,,8.8369,6.1448,12.4918,,12.4042,,,,,,
2014/1/22,6.39,5.904,44.5151,5.3144,10.579,2.6029,14.9041,15.5628,6.0798,9.3832,2.9418,8.7797,4.6845,3.6517,2.4656,12.866,9.4381,9.6971,5.2462,,,,,,,,,,,,,,3.54,5.1799,11.3064,3.1818,3.3851,4.5004,11.3909,4.2875,5.6255,8.2321,,,,,,,,,,9.352,6.2336,12.4918,,12.2295,,,,,,
2014/1/23,6.38,5.7027,43.8065,5.3901,10.6184,2.628,15.1719,15.5724,6.0659,10.2968,2.9833,9.0127,4.509,3.6781,2.4608,12.7284,9.2853,9.835,5.183,,,,,,,,,,,,,,3.54,5.1675,11.81,3.1987,3.4193,4.5947,11.6416,4.7153,5.7874,8.6099,,,,,,,,,,9.3124,6.2114,12.4918,,11.7618,,,,,,
2014/1/24,6.6,5.8273,45.0432,5.6076,11.3269,2.6559,15.234,15.6014,6.0473,10.4697,2.9716,9.061,4.5832,3.6814,2.4632,13.282,9.7237,10.2716,5.2744,,,,,,,,,,,,,,3.58,5.269,12.0391,3.235,3.4084,4.7274,11.3382,4.8247,5.8613,9.4722,,,,,,,,,,9.4115,6.2484,12.4918,,11.8988,,,,,,
2014/1/27,6.51,6.0286,44.7341,5.6454,11.5041,2.787,14.5782,15.2679,6.247,10.8154,3.0793,8.848,4.7055,3.7872,2.5191,13.234,10.3414,9.5823,5.6918,,,,,,,,,,,,,,3.53,5.1006,11.8733,3.1625,3.3866,4.6697,10.9688,4.6457,6.2662,9.5242,,,,,,,,,,9.035,6.2805,12.4918,,11.776,,,,,,
2014/1/28,6.47,6.0382,41.8677,5.5887,11.5336,2.8344,14.4346,14.4898,6.0148,11.3586,2.9716,8.627,4.5078,3.7508,2.4681,12.2741,10.0691,9.0308,5.433,,,,,,,,,,,,,,3.49,4.8778,11.5175,3.1625,3.3462,4.7043,11.1271,4.5727,5.9705,9.1492,,,,,,,,,,9.0647,6.1892,12.4918,,10.9257,,,,,,
2014/1/29,6.53,6.1532,41.7389,5.6548,11.6419,2.8344,14.2212,14.2482,6.0101,12.1488,3.0053,8.5185,4.3534,3.7938,2.4364,12.2229,10.2019,9.3065,5.4894,,,,,,,,,,,,,,3.51,5.0685,11.2672,3.1625,3.3602,4.6755,11.3843,4.9076,5.9493,9.2121,,,,,,,,,,9.1341,6.1225,12.4918,,10.6848,,,,,,
2014/1/30,6.5,6.3928,41.6101,5.5508,11.445,2.9711,14.2251,13.9582,5.7407,11.9759,2.8938,8.5225,4.3274,3.8334,2.4121,12.2165,9.551,8.9159,5.6577,,,,,,,,,,,,,,3.47,4.9248,11.3426,2.8463,3.3649,4.7294,11.048,4.9872,5.5093,9.0999,,,,,,,,,,8.8666,5.9152,12.4918,,10.4723,,,,,,
2014/2/7,6.6,6.6037,42.061,5.7494,11.8977,3.1497,14.4889,14.7411,5.8569,12.2969,2.9885,8.5386,4.346,3.9557,2.451,12.8692,9.6706,9.2988,5.6042,,,,,,,,,,,,,,3.5,4.9843,11.4572,2.9694,3.3664,4.966,11.3052,5.037,5.7205,9.5817,,,,,,,,,,9.0845,5.9003,12.4918,,11.0958,,,,,,
2014/2/10,6.71,6.5941,45.9128,5.8345,12.5177,3.1692,15.0438,15.3501,6.1634,12.7908,3.1778,8.9284,4.409,4.0549,2.524,13.2084,9.9363,9.544,5.6674,,,,,,,,,,,,,,3.54,5.1006,12.0391,3.0032,3.5793,5.1854,11.6878,5.1795,5.9564,9.8226,,,,,,,,,,9.5898,6.167,12.4918,,11.5729,,,,,,
2014/2/11,6.72,6.4791,45.2043,6.3357,12.7736,3.0967,14.7644,15.1761,6.5071,12.5685,3.3465,8.6953,4.2521,3.9458,2.4972,13.1156,9.6706,10.1184,5.5157,,,,,,,,,,,,,,3.53,4.9521,11.9004,3.1022,3.6975,5.0545,11.5295,5.0767,5.8508,9.3791,,,,,,,,,,9.3817,6.1843,13.741,,11.3934,,,,,,
2014/2/12,6.77,6.4216,47.0207,6.4019,12.8917,3.3031,14.551,15.5434,6.521,12.5685,3.353,8.5587,4.4312,3.9491,2.5702,13.7779,10.0824,10.0189,6.0673,,,,,,,,,,,,,,3.53,5.2764,12.2471,3.4136,3.7145,5.1161,11.9318,5.2624,6.0303,9.6666,,,,,,,,,,10.0554,6.2287,14.6104,,11.7477,,,,,,
2014/2/13,6.7,6.412,45.8677,6.1749,12.3012,3.0771,14.3919,15.4226,6.0984,12.4451,3.2557,8.5507,4.3707,3.7971,2.4778,13.33,9.1791,10.0189,5.6713,,,,,,,,,,,,,,3.5,5.0685,11.9245,3.4305,3.5436,4.7909,11.1799,5.5145,5.5797,9.1985,,,,,,,,,,9.8771,6.2287,14.6304,,11.1147,,,,,,
2014/2/14,6.79,6.4216,45.4812,6.279,12.4587,3.1218,14.3609,15.2969,6.1727,12.4846,3.5073,8.5707,4.5078,3.8434,2.4997,14.1075,9.2721,10.4172,6.0702,,,,,,,,,,,,,,3.52,5.2195,11.7889,3.5102,3.5653,4.8852,11.2986,5.7366,5.541,9.2477,,,,,,,,,,9.9762,6.1077,14.8802,,11.2989,,,,,,
2014/2/17,6.88,6.5749,45.3717,6.5343,12.9113,3.3282,14.1591,14.8958,6.3027,12.6673,3.7421,8.6993,4.446,3.9755,2.7501,14.3667,9.8167,10.624,6.2161,,,,,,,,,,,,,,3.56,5.4324,11.6833,3.5633,3.57,5.0699,11.6746,6.3103,6.0937,9.308,,,,,,,,,,10.095,6.0682,15.4798,,11.7902,,,,,,
2014/2/18,6.88,6.3832,45.6036,6.4586,12.7539,3.3254,14.2794,14.659,6.4281,12.6673,3.6954,8.844,4.3336,4.1375,2.6991,13.9795,10.0691,10.3252,6.757,,,,,,,,,,,,,,3.56,5.4423,11.1587,3.4377,3.598,5.0372,11.8461,6.4164,6.3401,9.3216,,,,,,,,,,10.2833,6.4657,15.4698,,12.0405,,,,,,
2014/2/19,6.85,6.4024,44.2961,6.3073,12.2914,3.2222,14.2678,14.688,6.2424,11.5068,3.6435,9.2096,4.1965,4.0912,2.6504,13.9443,10.1289,10.1184,6.7463,,,,,,,,,,,,,,3.55,5.2963,11.1768,3.3774,3.6897,4.8717,12.3407,6.1014,6.9737,9.6091,,,,,,,,,,10.0653,6.3472,15.25,,11.6957,,,,,,
2014/2/20,6.85,6.1819,41.8677,6.1277,11.76,3.0939,14.0272,14.3448,5.9915,11.3586,3.3789,8.9806,4.173,3.9359,2.6212,13.314,9.9894,9.5746,6.5566,,,,,,,,,,,,,,3.58,5.1997,11.427,3.4353,3.6524,4.7467,11.8658,5.7963,7.1392,9.4312,,,,,,,,,,9.6889,6.3028,14.6904,,11.8988,,,,,,
2014/2/21,6.71,6.2011,39.9418,6.0993,11.8879,3.1329,14.291,14.1515,6.0984,11.4475,3.3555,9.4266,4.1409,4.0119,2.6626,12.9588,10.3813,9.7431,6.2239,,,,,,,,,,,,,,3.57,5.2096,11.3909,3.3677,3.6213,4.7063,11.7933,5.5874,6.847,9.2669,,,,,,,,,,9.8672,6.2015,14.5804,,11.3934,,,,,,
2014/2/24,6.8,6.3545,39.098,6.1371,12.1831,3.2501,13.7905,14.4946,6.0984,11.3487,3.4035,9.4829,4.3312,4.1176,2.6456,12.8916,10.8263,9.8044,6.2599,,,,,,,,,,,,,,3.55,5.3928,11.3004,3.4426,3.5591,4.7909,12.1099,5.7366,7.0089,9.2669,,,,,,,,,,9.9861,5.93,14.0608,,10.8927,,,,,,
2014/2/25,6.5,6.0286,38.557,5.7967,11.0612,2.9851,12.413,13.499,6.2145,10.5832,3.0637,8.8721,4.1026,4.0582,2.4024,11.9349,10.016,8.9465,5.7579,,,,,,,,,,,,,,3.49,4.8555,10.5165,3.0973,3.2032,4.4735,11.1469,5.1762,6.3084,8.5113,,,,,,,,,,9.1242,5.688,13.9508,,9.9243,,,,,,
2014/2/26,6.55,5.9328,39.594,5.8913,11.0711,3.0994,12.2306,13.151,5.8708,10.7561,2.9716,8.7757,4.2311,3.9392,2.4462,11.7685,9.5112,8.8316,5.5838,,,,,,,,,,,,,,3.53,4.7738,10.2059,2.9453,3.239,4.5658,10.7973,5.3089,6.0197,8.1582,,,,,,,,,,8.9359,5.8189,14.1307,,10.0755,,,,,,
2014/2/27,6.46,5.8465,39.7615,5.7494,10.7857,3.1106,11.5865,12.8997,5.6432,9.9956,3.0092,8.631,4.3546,3.8202,2.3781,10.879,8.7606,8.5022,5.0993,,,,,,,,,,,,,,3.51,4.7292,9.6482,2.7473,3.1271,4.4908,10.052,5.4813,5.636,7.753,,,,,,,,,,8.6685,5.7349,13.761,,9.7968,,,,,,
2014/2/28,6.62,5.8944,38.0674,6.0426,11.1498,3.1636,11.7184,13.296,5.4714,10.0993,3.0326,8.8359,4.3546,3.9326,2.4024,11.199,8.6344,8.6018,5.3396,,,,,,,,,,,,,,3.54,4.801,9.7205,2.8535,3.2172,4.6062,10.2894,5.3818,5.7733,7.9638,,,,,,,,,,8.8171,5.767,13.771,,9.9196,,,,,,
2014/3/3,6.74,6.0286,38.0867,6.2884,11.2581,3.2864,12.1453,13.0544,5.5782,10.203,3.113,9.2016,4.3546,3.9623,2.4024,11.2022,8.8271,8.8393,5.2968,,,,,,,,,,,,,,3.57,4.8332,10.1456,2.9211,3.2172,4.6332,10.7512,5.4316,5.9071,8.076,,,,,,,,,,8.9558,5.8584,13.781,,10.1275,,,,,,
2014/3/4,6.73,5.9615,37.7389,6.3357,10.9924,3.3477,11.5205,12.5034,5.4621,9.9857,3.0248,8.9806,4.3546,4.0449,2.4024,11.119,8.6544,8.6631,5.1655,,,,,,,,,,,,,,3.55,4.8283,9.6964,2.8511,3.1395,4.6351,11.0348,5.7399,5.7205,7.9337,,,,,,,,,,8.7675,5.7868,13.3712,,9.8865,,,,,,
2014/3/5,6.73,6.1053,37.8098,6.3735,11.0711,3.2668,11.6098,12.6194,5.4621,10.0943,3.0209,8.8078,4.3942,3.9954,2.4024,11.4741,8.7009,8.8469,5.3211,,,,,,,,,,,,,,3.58,4.9075,9.7386,2.9066,3.1566,4.5697,10.8501,5.6703,5.8367,7.8652,,,,,,,,,,8.8468,5.846,13.2113,,10.0708,,,,,,
2014/3/6,6.84,6.0094,36.586,6.4492,11.1695,3.1357,10.7872,12.3101,5.3785,10.282,3.03,8.4301,4.656,3.9293,2.4024,11.4549,8.5016,8.9465,5.4379,,,,,,,,,,,,,,3.59,5.0586,9.811,2.8632,3.2048,4.5581,10.6258,5.5443,5.7804,8.2813,,,,,,,,,,8.7378,5.7028,13.3213,,10.0991,,,,,,
2014/3/7,6.85,5.8561,36.1286,6.4681,10.9235,3.0994,10.7678,12.4019,5.3552,10.0499,3.0352,8.3457,4.6659,4.0218,2.4024,10.9686,8.2426,9.1763,5.2842,,,,,,,,,,,,,,3.56,4.9744,9.7296,2.8535,3.1628,4.535,10.4609,5.3387,5.8648,7.6928,,,,,,,,,,8.7081,5.693,13.2213,,9.9763,,,,,,
2014/3/10,6.55,5.5781,35.0529,5.9669,10.2149,2.8958,10.8997,11.9524,5.123,9.6993,2.8536,8.398,4.3361,3.8995,2.4024,10.303,7.605,8.6401,4.8999,,,,,,,,,,,,,,3.44,4.8951,9.1477,2.658,2.9374,4.56,9.5309,5.0569,5.277,7.1589,,,,,,,,,,7.8462,5.8189,13.1114,,9.4378,,,,,,
2014/3/11,6.58,5.6069,35.4137,5.8818,10.3035,2.8707,11.5904,12.3391,5.1927,9.4573,2.9029,8.4783,4.4448,3.883,2.4024,10.495,7.7577,8.3107,5.0643,,,,,,,,,,,,,,3.46,4.8728,9.1808,2.6652,2.8753,4.104,9.5705,5.1729,5.1784,7.148,,,,,,,,,,7.8561,5.9003,13.1414,,9.2489,,,,,,
2014/3/12,6.89,5.6452,36.367,5.9196,10.4019,2.8846,11.4856,13.0495,5.123,9.6746,3.0417,8.3176,4.3942,3.8004,2.4024,10.4246,7.8839,8.1576,4.9709,,,,,,,,,,,,,,3.52,4.603,9.3738,2.6024,2.9204,3.9636,9.6299,5.1895,5.1784,7.0905,,,,,,,,,,7.9453,5.7868,11.8322,,9.2111,,,,,,
2014/3/13,7.58,5.6644,36.6182,5.948,10.5101,2.8846,11.5283,13.209,5.1416,9.6746,3.0585,8.2613,4.446,3.8995,2.4024,10.719,7.957,8.4256,5.0633,,,,,,,,,,,,,,3.68,4.6748,9.5879,2.7063,3.0074,4.0309,9.7288,5.2127,5.2664,7.1206,,,,,,,,,,8.1137,5.7621,11.6424,,9.3481,,,,,,
2014/3/14,7.98,5.7698,35.8645,5.9764,10.4117,2.8316,12.1841,13.0737,5.1834,9.3437,3.1337,8.3015,4.5572,3.8731,2.4024,10.6038,7.937,8.3873,5.1266,,,,,,,,,,,,,,3.72,4.5064,9.6331,2.699,2.9965,4.0713,9.5705,5.0701,5.3474,7.2547,,,,,,,,,,7.975,5.9966,11.7923,,9.537,,,,,,
2014/3/17,8.34,5.8369,36.8372,6.0709,10.6578,2.9376,12.025,13.2525,5.3831,9.6647,3.279,8.3698,4.6845,3.9524,2.4024,10.959,8.3621,8.6095,5.2764,,,,,,,,,,,,,,3.76,4.5609,9.82,2.8101,3.1069,4.2041,10.0718,5.2359,5.5832,7.3752,,,,,,,,,,8.2028,5.9695,11.7823,,9.7307,,,,,,
2014/3/18,8.16,5.8082,36.9917,6.0236,10.6282,2.9293,11.7262,13.3589,5.3738,9.7437,3.3011,8.2372,4.6227,4.0383,2.4024,11.0838,8.3156,8.5788,5.3211,,,,,,,,,,,,,,3.7,4.5584,9.7718,2.8463,3.1488,4.2195,10.0454,5.1663,5.5797,7.3451,,,,,,,,,,8.1632,5.8559,11.8122,,9.6551,,,,,,
2014/3/19,8.44,5.8657,36.2639,5.9007,10.2543,2.8707,11.408,12.513,5.332,9.6795,3.3335,7.4858,4.5337,4.1738,2.4024,10.4598,8.1562,8.3107,5.2511,,,,,,,,,,,,,,3.75,4.4618,9.7989,2.839,3.0727,4.1521,10.1905,5.0569,5.6536,7.2794,,,,,,,,,,8.0542,5.7028,12.9915,,9.6173,,,,,,
2014/3/20,8.29,5.7315,35.098,5.7494,9.8705,2.6866,10.9075,12.1796,5.1184,9.5313,3.1675,7.1363,4.4942,4.0086,2.4024,10.351,7.6249,8.0503,4.9223,,,,,,,,,,,,,,3.75,4.3578,9.3014,2.6435,3.124,3.9059,9.7618,5.1331,5.2805,6.6798,,,,,,,,,,7.8165,5.6411,12.4818,,9.3528,,,,,,
2014/3/21,8.29,5.8465,35.1753,5.8629,10.1067,2.7563,11.4468,12.5614,5.2345,9.7141,3.423,7.3412,4.5115,4.0978,2.4024,10.0375,7.7843,8.1499,4.8921,,,,,,,,,,,,,,3.74,4.3653,9.3436,2.7038,3.0462,4.281,10.0058,5.037,5.4037,6.8331,,,,,,,,,,8.1632,5.7078,12.4718,,9.5701,,,,,,
2014/3/24,8.77,5.8273,34.8339,5.8913,10.1067,2.7507,11.5904,12.5372,5.2438,9.6449,3.3958,7.293,4.6264,4.0978,2.4024,9.8519,7.937,8.1652,4.7015,,,,,,,,,,,,,,3.8,4.3653,9.3316,2.6193,3.3509,4.3772,9.8014,5.0734,5.4037,6.7373,,,,,,,,,,8.1632,5.7053,12.6817,,9.5512,,,,,,
2014/3/25,8.4,5.6644,34.9241,5.8723,10.0771,2.7451,11.2838,12.2617,5.3785,9.7338,3.3465,7.1684,4.6536,4.1044,2.4024,9.8871,7.9038,8.418,4.684,,,,,,,,,,,,,,3.75,4.3702,9.4311,2.6507,3.3726,4.4446,9.8937,5.3984,5.4037,6.8167,,,,,,,,,,8.2722,5.7053,12.232,,9.7307,,,,,,
2014/3/26,8.38,5.6548,35.6455,5.948,10.1362,2.8428,11.3808,12.6725,5.3459,10.0894,3.3192,7.2447,4.5943,4.3787,2.4024,10.0983,8.0832,8.5405,4.8153,,,,,,,,,,,,,,3.72,4.4247,9.9798,2.7473,3.4115,4.5216,10.0124,5.3453,5.4037,6.9837,,,,,,,,,,8.5,5.7152,12.182,,9.7637,,,,,,
2014/3/27,7.96,5.559,34.6343,5.8061,9.7622,2.7396,11.0239,12.4985,5.1555,9.7486,3.2194,6.9916,4.4572,4.3787,2.4024,9.6535,7.8706,8.2112,4.6616,,,,,,,,,,,,,,3.74,4.3306,9.9828,2.6362,3.312,4.4234,9.6233,5.1895,5.4037,6.5703,,,,,,,,,,8.0344,5.6806,12.0121,,9.3339,,,,,,
2014/3/28,7.65,5.5494,33.7196,5.4846,9.5457,2.5666,10.9385,12.1651,5.0162,9.0326,3.0222,6.9153,4.3509,4.3787,2.4024,8.9912,7.4455,7.8052,4.6402,,,,,,,,,,,,,,3.72,4.1548,9.9497,2.4407,3.0773,4.1868,9.2671,4.6722,5.4037,6.4061,,,,,,,,,,7.7768,5.4091,11.7623,,9.0741,,,,,,
2014/3/31,7.71,5.3769,33.8098,5.4941,9.5851,2.575,11.0937,12.3729,4.9001,8.8597,3.0066,7.0117,4.4423,4.3787,2.4024,9.1384,7.3459,7.6597,4.1771,,,,,,,,,,,,,,3.73,4.1597,9.9798,2.4479,2.9825,4.2945,9.2209,4.3771,5.4037,6.7236,,,,,,,,,,8.0443,5.4165,11.7723,,9.0505,,,,,,
2014/4/1,7.72,5.4727,35.1109,5.6076,9.841,2.628,11.117,12.919,5.0719,8.9239,3.1247,7.1081,4.4423,3.9425,2.4024,9.5287,7.4854,7.9201,4.217,,,,,,,,,,,,,,3.73,4.2836,10.2813,2.4866,3.0867,4.3869,9.3067,4.397,5.4037,7.0412,,,,,,,,,,8.2425,5.6485,11.7923,,9.2016,,,,,,
2014/4/2,7.81,5.4727,35.0401,5.5508,9.7721,2.5833,10.9734,13.5087,4.993,8.8696,2.9833,7.1001,4.4473,3.8566,2.4024,9.4839,7.3991,7.7975,4.0614,,,,,,,,,,,,,,3.75,4.2217,10.025,2.4166,3.1271,4.3676,9.399,4.3506,5.4037,6.9344,,,,,,,,,,8.084,5.6954,11.9821,,9.2536,,,,,,
2014/4/3,7.65,5.3864,35.5554,5.5035,9.8213,2.628,11.3847,13.354,5.0487,8.9288,2.9573,7.3974,4.4028,3.8632,2.4024,9.4007,7.4455,7.8205,4.1071,,,,,,,,,,,,,,3.74,4.2167,10.0401,2.4335,3.2063,4.4735,9.6233,4.397,5.4037,7.0494,,,,,,,,,,8.0641,5.7917,11.8222,,9.3055,,,,,,
2014/4/4,7.9,5.4919,37.1012,5.513,10.0476,2.6726,11.6486,13.7262,5.0998,9.077,2.995,7.5582,4.5708,3.8731,2.4024,9.6599,7.6382,7.9431,4.1723,,,,,,,,,,,,,,3.77,4.2836,10.417,2.4745,3.3073,4.6909,9.676,4.4467,5.4037,7.2137,,,,,,,,,,8.1038,5.8979,11.8222,,9.5039,,,,,,
2014/4/8,7.88,5.5781,36.7083,5.5697,10.1952,2.7228,11.8969,13.6778,5.1555,9.2103,3.0378,7.6546,4.6054,3.9491,2.4024,9.6759,7.7776,8.1039,4.2248,,,,,,,,,,,,,,3.75,4.447,10.4019,2.7232,3.3198,4.714,9.7552,4.4169,5.4037,7.0987,,,,,,,,,,8.2127,5.8584,11.8222,,9.7968,,,,,,
2014/4/9,7.79,5.6069,36.7985,5.617,10.1952,2.7479,11.8504,13.9098,5.2205,9.3042,3.1558,7.6586,4.6758,3.9524,2.4024,9.8679,7.9038,8.3567,4.5137,,,,,,,,,,,,,,3.74,4.499,10.4562,2.7642,3.3633,4.6659,9.9069,4.5926,5.4037,7.1671,,,,,,,,,,8.2623,5.8559,11.9122,,9.7968,,,,,,
2014/4/10,7.73,5.6261,37.4233,5.6548,10.2641,2.7675,11.6447,13.6682,5.1695,9.2647,3.2751,7.5702,4.5461,3.9161,2.4024,9.9063,7.8308,8.349,4.4505,,,,,,,,,,,,,,3.77,4.5757,10.5798,2.7352,3.3136,4.739,9.8409,4.5396,5.4037,7.241,,,,,,,,,,8.4208,5.8559,12.0621,,9.7968,,,,,,
2014/4/11,7.43,5.5494,36.4442,5.6359,10.1952,2.6921,11.5244,13.2767,5.2159,9.1214,3.2933,7.3934,4.5189,3.8235,2.4024,10.0119,7.7577,8.4256,4.5098,,,,,,,,,,,,,,3.72,4.5262,10.3145,2.7883,3.4193,4.7755,9.9399,4.4434,5.4037,7.0631,,,,,,,,,,8.4109,5.8831,11.9022,,9.7968,,,,,,
2014/4/14,7.55,5.5781,36.7534,5.7116,10.2346,2.8344,11.6369,13.4748,5.2531,9.3091,3.2686,7.6305,4.5486,3.8995,2.4024,10.0183,8.0699,8.4793,4.4972,,,,,,,,,,,,,,3.7,4.5287,10.3446,2.7352,3.4659,4.662,9.9992,4.5429,5.4037,7.0658,,,,,,,,,,8.5,5.9473,11.8222,,9.7968,,,,,,
2014/4/15,7.56,5.2906,36.908,5.6076,9.9886,2.8651,11.6292,13.2139,5.1927,9.2054,3.2427,7.6466,4.5535,3.85,2.4024,9.8071,7.8839,8.3107,4.3308,,,,,,,,,,,,,,3.71,4.4544,10.3507,2.6894,3.4814,4.7005,9.8607,4.5495,5.4037,7.2082,,,,,,,,,,8.3316,5.8411,11.6823,,10.7746,,,,,,
2014/4/16,8.32,5.2523,37.2752,5.5319,9.9689,2.8651,11.602,13.5763,5.1648,9.2202,3.2479,7.6948,4.5399,3.8533,2.4024,9.6087,7.8839,8.4333,4.7637,,,,,,,,,,,,,,3.98,4.4643,10.4321,2.6918,3.4705,4.7447,9.8277,4.5926,5.4037,7.1288,,,,,,,,,,8.3415,5.8436,11.7023,,10.8077,,,,,,
