ÈÕÆÚ,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH
2015/7/29,30.6212,14.953,26.3907,6.0991,14.8307,20.6707,14.2538,26.1566,12.3277,57.3542,,10.726,17.3077,14.2189,44.4918,13.3161,7.3366,16.312,,,,,21.05,20.92,13.6264,8.8341,17.7253,10.1416,9.58,13.1116,,,,0.618
2015/7/30,28.8678,14.5561,25.2013,6.1019,14.8307,20.6707,14.2538,26.1566,12.9709,58.5652,,10.2601,15.5769,14.2189,40.0456,13.0416,7.5735,16.312,,,,,20.88,20.92,13.6264,8.5047,17.0202,10.357,9.27,12.6605,,,,0.604
2015/7/31,27.399,14.8637,25.0063,6.142,14.8307,20.6707,14.2538,26.1566,13.9249,56.58,,10.1609,14.1666,14.2189,36.0391,13.0635,7.2315,16.312,,,,,19.86,20.92,13.6264,8.1953,16.4542,10.357,9.08,12.8419,,,,0.591
2015/8/3,24.6597,14.1394,22.881,5.7647,14.8307,20.6707,14.2538,26.1566,14.2841,51.4481,,9.1498,12.7519,14.2189,32.4322,12.7945,6.5475,16.312,,,,,18.87,20.92,13.6264,7.4865,14.8058,10.0241,8.35,12.9792,,,,0.558
2015/8/4,27.1277,15.5583,25.1721,5.9733,14.8307,20.6707,14.2538,26.1566,15.4525,55.6171,,9.9131,13.953,14.2189,35.6794,13.8378,7.0019,16.312,,,,,19.04,20.92,13.6264,8.2352,16.2854,10.9345,9.19,13.955,,,,0.597
2015/8/5,26.069,15.9949,25.5035,6.1019,14.8307,20.6707,14.2538,26.1566,14.7664,56.173,,9.9032,14.2015,14.2189,37.0682,15.2216,7.0116,16.312,,,,,18.65,20.92,13.6264,8.2452,17.3479,10.5821,9.14,13.6804,,,,0.581
2015/8/6,26.069,16.5505,25.718,5.959,14.8307,20.6707,14.2538,26.1566,13.7963,61.7913,,10.8945,13.7982,14.2189,35.8192,14.7164,7.1827,16.312,,,,,18.57,20.92,13.6264,8.4149,17.8941,10.3472,9.05,15.0484,,,,0.579
2015/8/7,26.069,16.8383,26.7222,6.0048,14.8307,20.6707,14.2538,26.1566,14.0268,67.9754,,11.296,14.8598,14.2189,39.3662,15.0349,7.4441,16.312,,,,,19.5,20.92,13.6264,8.8741,19.0857,10.5821,9.54,15.1514,,,,0.597
2015/8/10,26.069,17.5527,27.8141,6.605,14.8307,20.6707,14.2538,26.1566,14.6968,69.0871,,11.8709,16.3464,14.2189,41.7641,15.6499,7.8154,16.312,,,,,20.48,20.92,13.6264,9.4929,19.9794,11.101,10.17,15.6564,,,,0.627
2015/8/11,26.069,17.3542,27.1024,6.6821,16.3178,20.6707,14.2538,26.1566,14.4663,66.3077,,11.752,16.2418,14.2189,43.3628,15.7432,8.0157,16.312,,,,,20.66,20.92,13.6264,10.0519,19.5326,10.8954,10.16,15.6957,,,,0.623
2015/8/12,26.069,17.2352,26.381,6.5621,17.9546,20.6707,14.2538,26.1566,14.3162,65.7122,,11.3604,15.3742,14.2189,39.9957,15.1557,7.8301,16.312,,,,,21.6,20.92,13.6264,9.6826,18.7084,11.982,10,15.0043,,,,0.615
2015/8/13,26.069,17.6618,27.0049,6.7679,19.751,20.6707,14.2538,26.1566,14.4395,71.1518,,12.1336,16.5666,14.2189,43.9922,15.4357,7.9913,16.312,,,,,21.4,20.92,13.6264,10.1518,20.2872,12.0603,10.71,15.5437,,,,0.62
2015/8/14,28.676,17.3145,26.9951,6.8622,20.5894,20.6707,14.2538,26.1566,14.4341,71.7176,,11.8214,16.3486,14.2189,42.5635,15.9245,8.006,16.312,,,,,21.23,20.92,13.6264,10.1018,20.8235,11.8156,11.2,15.2642,,,,0.62
2015/8/17,31.5409,18.3167,27.5313,6.8308,19.6512,20.6707,14.2538,26.1566,14.1769,73.4944,,12.3864,16.0216,14.2189,41.4444,16.5834,7.8545,16.312,,,,,21.49,20.92,13.6264,10.7008,20.6348,12.3246,11.39,15.3279,,,,0.621
2015/8/18,29.9066,16.4811,24.7821,6.2277,18.0843,20.6707,14.2538,26.1566,12.7619,69.4842,,11.1473,14.4195,14.2189,37.298,14.9251,7.08,16.312,,,,,20.42,20.92,13.6264,9.6327,18.5693,11.101,10.25,13.7932,,,,0.573
2015/8/19,32.8973,17.513,26.303,6.3649,19.262,20.6707,14.2538,26.1566,13.9893,72.4323,,11.4992,14.4086,14.2189,41.0248,15.2655,7.1411,16.312,,,,,19.54,20.92,13.6264,9.7625,19.2247,11.61,10.68,13.7834,,,,0.592
2015/8/20,34.472,17.6122,25.7473,6.1191,17.9845,20.6707,12.8284,26.1566,12.9226,65.5136,,11.4992,14.1034,14.2189,44.9614,15.9794,6.6085,16.312,,,,,18.56,20.92,13.6264,9.3133,17.9934,11.6198,10.45,12.886,,,,0.579
2015/8/21,31.0248,15.9849,23.6707,5.8447,16.1881,20.6707,11.5426,26.1566,11.9525,68.4915,,11.4992,12.7257,14.2189,40.4653,14.4967,6.6085,16.312,,,,,17.63,20.92,13.6264,8.4947,17.4075,10.6409,9.44,12.0574,,,,0.562
2015/8/24,27.9217,14.3874,21.3017,5.2617,14.5713,20.6707,10.3863,26.1566,10.7573,62.5357,,11.4992,11.4527,14.2189,36.4187,13.0471,5.9489,16.312,,,,,16.75,20.92,13.6264,7.6463,15.6697,9.5738,8.5,10.8511,,,,0.506
2015/8/25,25.1295,12.9487,19.1764,4.7358,13.1141,20.6707,9.3497,26.1566,9.6799,56.2822,,11.4992,10.3083,14.2189,32.7819,11.7402,5.3552,16.312,,,,,15.91,20.92,13.6264,6.8776,14.1008,8.6145,7.65,9.7675,,,,0.455
2015/8/26,22.6152,12.2839,17.3923,4.2614,11.8067,20.6707,8.4127,26.1566,8.9242,58.5652,,11.4992,10.5721,14.2189,29.5047,11.0812,5.1476,16.312,,,,,15.11,20.92,13.6264,6.7179,12.7006,7.7531,6.89,9.7724,,,,0.452
2015/8/27,23.0255,12.8991,18.7572,4.4557,11.3676,20.6707,7.5854,26.1566,9.2297,59.7167,,10.3493,11.5377,14.2189,30.4738,11.3064,5.3259,16.312,,,,,14.53,20.92,13.6264,7.1272,13.4851,7.4985,7.15,10.7482,,,,0.474
2015/8/28,25.1295,14.1394,20.629,4.8158,12.5053,20.6707,8.2433,26.1566,10.0015,63.5284,,10.6863,12.0762,14.2189,32.9317,11.9873,5.6215,16.312,,,,,15,20.92,13.6264,7.776,14.6767,8.2523,7.87,11.3758,,,,0.508
2015/8/31,22.6152,13.0975,20.668,4.5958,11.2578,20.6707,7.416,26.1566,9.1815,64.5309,,9.6157,11.3176,14.2189,29.6346,11.3119,5.0596,16.312,,,,,15.72,20.92,13.6264,7.3568,13.5248,7.5768,7.69,10.8855,,,,0.488
2015/9/1,20.3524,11.7878,19.7808,4.3357,10.13,20.6707,6.6784,26.1566,8.2756,60.62,,8.6541,10.1863,14.2189,26.6671,10.8176,4.5539,16.312,,,,,15.61,20.92,13.6264,6.668,12.1843,6.8231,6.92,9.8509,,,,0.461
2015/9/2,19.5849,11.6886,18.9717,4.1299,9.122,20.6707,6.0105,26.1566,7.7504,60.5505,,7.7867,9.8092,14.2189,23.9994,10.1477,4.2754,16.312,,,,,14.83,20.92,13.6264,6.7079,11.2409,6.7546,6.47,9.8263,,,,0.443
2015/9/7,19.6974,11.0039,19.2836,4.1242,9.4314,20.6707,6.1999,26.1566,8.0934,59.0615,,7.7818,9.7002,14.2189,24.7887,9.5547,4.4831,16.312,,,,,14.16,20.92,13.6264,6.8677,12.363,6.8427,6.55,10.0519,,,,0.447
2015/9/8,20.6766,11.6687,20.356,4.2213,10.3795,20.6707,6.5189,26.1566,8.5865,59.6273,,8.327,10.6702,14.2189,27.0468,10.2411,4.808,16.312,,,,,14.43,20.92,13.6264,7.4267,13.4553,7.0776,6.98,10.861,,,,0.473
2015/9/9,22.033,12.1549,21.1457,4.5129,11.4175,20.6707,6.8378,26.1566,9.4441,59.2601,,8.6789,11.7012,14.2189,29.7545,10.9659,5.0816,16.312,,,,,15.15,20.92,13.6264,7.7361,14.8058,7.3125,7.27,11.5474,,,,0.483
2015/9/10,21.2721,11.758,20.278,4.3757,11.9764,20.6707,6.6484,26.1566,9.0903,58.7637,,8.8028,11.5966,14.2189,28.8552,10.6145,4.9546,17.9422,,,,,14.89,20.92,13.6264,7.4766,14.3987,7.0874,7.21,11.0424,,,,0.476
2015/9/11,21.9006,12.2045,20.5803,4.3985,13.174,20.6707,6.6385,26.1566,9.2511,57.8604,,8.7483,11.7688,14.2189,29.2249,10.6968,5.0474,19.7367,,,,,15,20.92,13.6264,7.6762,15.0541,6.9797,7.3,11.1061,,,,0.482
2015/9/14,19.7106,10.9841,18.5232,4.107,11.8566,20.6707,5.9706,23.5383,8.3239,52.0734,,7.876,10.5917,14.2189,26.3074,9.6261,4.6125,18.8033,,,,,14.25,20.92,13.6264,6.9076,13.5447,6.2847,6.58,9.998,,,,0.452
2015/9/15,17.7389,9.8827,17.1583,3.8041,10.669,20.6707,5.3726,21.1858,7.6593,46.8621,,7.0928,10.3563,14.2189,23.6797,8.6651,4.444,17.7581,,,,,13.54,20.92,13.6264,6.4484,12.1942,5.6582,5.92,9.5321,,,,0.438
2015/9/16,19.3268,10.865,18.8742,4.1213,11.7368,18.6036,5.9108,19.0659,8.3882,49.5323,,7.8016,11.3917,14.2189,26.0476,9.4833,4.8886,19.5329,,,,,14.22,20.92,13.6264,7.0773,13.4156,6.1966,6.49,10.4638,,,,0.467
2015/9/17,18.3277,10.4284,18.3282,3.9841,11.7368,16.7442,5.7414,17.1587,8.1792,45.0654,,8.2031,11.553,14.2189,25.3782,9.335,4.8617,18.0769,,,,,13.51,20.92,13.6264,6.9874,13.4652,5.9029,6.42,10.4295,,,,0.456
2015/9/18,18.427,10.9245,18.6695,4.1585,11.9764,15.0728,5.861,15.4441,8.2006,43.8941,,8.1783,12.1634,14.2189,26.2375,9.4943,5.0303,17.1369,,,,,14.19,20.92,13.6264,7.1771,14.8157,6.0008,6.67,10.7776,,,,0.466
2015/9/21,19.6974,11.381,19.5176,4.3471,12.5153,13.5695,6.18,14.866,8.7312,44.9165,,8.6145,13.0789,14.2189,28.8652,10.1587,5.2771,18.8493,,,,,14.75,20.92,13.6264,7.4466,15.352,6.5979,7.04,11.3268,,,,0.476
2015/9/22,20.0811,11.4206,19.5079,4.4328,13.0642,13.7969,6.2996,16.3546,8.7687,45.0952,,8.669,14.0162,14.2189,29.2349,10.2411,5.3528,19.786,,,,,15.49,20.92,13.6264,7.5664,15.2725,6.6371,7.27,11.3072,,,,0.48
2015/9/23,19.1151,11.123,19.4981,4.41,12.655,12.4222,6.17,16.8928,8.6187,46.9514,,8.9664,13.7786,14.2189,29.8544,10.1038,5.3479,20.1475,,,,,15.73,20.92,13.6264,7.6063,15.2825,6.4707,6.9,11.8956,,,,0.475
2015/9/24,21.0273,11.5199,19.8393,4.53,12.7149,12.2738,6.3494,17.2716,8.8599,46.4948,,8.8524,13.5366,14.2189,29.9743,10.3838,5.4969,19.8846,,,,,16.07,20.92,13.6264,7.7361,15.5704,6.549,7.24,11.8563,,,,0.485
2015/9/25,20.2465,10.7955,18.7279,4.5729,11.7768,11.0771,6.0404,16.8928,8.5704,43.2588,,8.3667,12.8413,14.2189,27.1867,9.8841,5.0694,17.9454,,,,,15.56,18.83,13.6264,7.5265,14.3292,6.2651,6.94,11.2925,,,,0.47
2015/9/28,20.8949,11.1031,19.2056,4.6815,12.2957,11.2156,6.2398,17.0523,8.7044,44.3507,,8.8276,14.1252,14.2189,29.155,10.3564,5.3259,19.1024,,,,,16.23,16.95,13.6264,7.7361,15.1136,6.363,7.28,12.0034,,,,0.482
2015/9/29,19.6577,10.7955,18.7474,4.5529,11.7568,10.7606,6.0205,15.9957,8.474,43.4872,,8.8722,14.1622,14.2189,28.1159,10.0983,5.2648,18.399,,,,,16.05,15.26,13.6264,7.6363,15.3321,6.0595,7.4,11.9005,,,,0.479
2015/9/30,19.3731,10.8848,18.9912,4.57,11.9963,10.8299,6.0305,15.6235,8.6401,43.5765,,8.7731,13.4058,12.7992,28.0159,10.0654,5.3503,18.0375,,,,,15.86,13.73,13.6264,7.5564,15.1335,6.177,7.25,11.7681,,,,0.478
2015/10/8,20.2995,11.5893,20.1318,4.8244,12.9544,11.2749,6.3195,16.0821,8.9349,45.4625,,9.6504,13.7764,11.522,30.234,10.6804,5.6557,19.8419,,,,,16.2,12.99,13.6264,7.9357,15.6598,6.5098,7.51,12.18,,,,0.489
2015/10/9,20.6766,11.9168,20.785,4.7872,13.0642,11.2354,6.4292,16.6802,9.0421,44.857,,9.6802,14.038,10.3709,31.5229,11.0373,5.6924,21.8271,,,,,16.78,12.97,13.6264,8.0855,15.8584,6.7643,7.56,12.4153,,,,0.491
2015/10/12,22.7476,12.7403,21.6917,4.9673,14.3716,11.9672,6.8378,17.2583,9.7657,46.882,,10.3344,14.8685,9.6145,34.6802,11.6194,5.9733,23.0037,,,,,17.56,13.61,13.6264,8.5846,17.2983,7.1559,7.9,12.7438,,,,0.515
2015/10/13,23.7003,12.8693,21.8476,4.9644,14.9106,12.0562,7.0272,17.6438,9.6906,47.5768,,10.8003,14.9274,9.4775,34.7901,11.9159,6.1443,23.1746,,,,,18.44,14.79,13.6264,8.6644,17.1394,7.2244,8.17,13.0724,,,,0.52
2015/10/14,24.8781,14.1592,22.0329,5.1702,14.5114,11.7496,6.8279,17.1852,9.5191,46.7926,,10.4286,14.4478,9.7186,33.9608,12.2948,6.1077,23.6512,,,,,17.83,14.17,13.6264,8.8341,17.0103,7.3321,7.92,12.7144,,,,0.512
2015/10/15,25.3545,14.7248,24.2362,5.3674,15.1601,12.1156,7.3661,17.4843,9.7978,48.6588,,10.7508,15.5617,9.8063,35.5695,13.08,6.1077,24.8311,,,,,18.72,14.48,13.6264,9.2234,17.7253,8.0663,8.12,13.043,,,,0.526
2015/10/16,26.7307,14.6553,24.0217,5.2731,15.7689,12.1255,7.396,17.378,10.7787,48.5396,,10.7062,15.1453,9.62,35.1998,13.3326,6.1077,24.6799,,,,,18.99,14.41,13.6264,9.1835,17.7749,8.125,8.16,13.2146,,,,0.532
2015/10/19,26.208,15.0324,24.1094,5.3103,15.4395,12.4222,7.396,18.0624,10.6125,48.9466,,11.2415,14.851,10.5847,34.7402,12.8384,6.1077,24.3545,,,,,19,14.83,13.6264,9.1835,17.4472,7.8999,8,13.8275,,,,0.52
2015/10/20,28.8281,15.3102,24.4506,5.4217,15.8587,12.8969,7.396,18.2086,10.7573,48.8871,,11.0977,16.3389,10.9355,36.2988,12.9482,6.1077,25.0973,,,,,19.05,15.49,13.6264,9.3632,18.9566,8.6928,8.29,13.6216,,,,0.527
2015/10/21,25.9433,13.7822,22.2279,4.9559,14.2718,11.6112,7.396,16.3878,9.8139,45.7603,,10.037,15.8048,9.8447,32.6719,12.1246,6.1077,22.5863,,,,,18.1,13.94,13.6264,8.4947,17.06,8.311,7.48,12.3222,,,,0.504
2015/10/22,26.519,14.6355,23.3198,5.1645,15.3996,11.8189,7.396,16.7068,10.3713,46.9316,,10.5723,17.3853,9.9489,33.9009,13.3381,6.7185,23.5164,,,,,18.34,14.19,13.6264,8.7842,18.1125,8.6047,7.79,12.8566,,,,0.526
2015/10/23,26.6116,15.3896,23.5927,5.2245,15.719,12.2442,7.396,17.3115,11.4112,49.2345,,10.8301,19.1238,9.8831,36.3188,13.9421,7.3659,24.2066,,,,,18.32,14.18,13.6264,9.1935,18.5793,8.6047,8.57,13.4597,,,,0.579
2015/10/26,25.7978,15.6476,24.3142,5.2588,15.3697,12.2442,8.1336,17.5507,11.1432,54.1579,,10.8301,18.5025,10.2339,38.8666,13.9586,7.0776,24.864,,,,,18.03,14.75,13.6264,9.9421,19.5524,8.5068,9.43,14.2345,,,,0.588
2015/10/27,26.4131,17.2153,25.4938,5.7847,16.9066,12.1749,8.951,18.5409,11.0896,53.4532,,10.8301,20.2138,9.8228,37.9874,14.8976,6.9261,25.2715,,,,,18.44,16.23,13.6264,9.8922,19.185,8.4677,10.37,13.9746,,,,0.603
2015/10/28,25.1163,17.8603,24.9186,5.6304,16.0683,12.3431,9.8481,17.5308,10.7197,51.8848,,10.8301,18.9548,9.4555,36.8883,14.332,6.7673,25.6889,,,,,18.07,15.91,13.6264,9.3732,18.4005,8.1446,10.37,13.7539,,,,0.603
2015/10/29,27.6305,17.5031,24.6456,5.7676,16.2579,12.5607,9.569,17.2783,10.8269,51.7458,,10.8301,18.5679,9.472,36.8683,14.5242,6.804,26.6289,,,,,17.89,16.17,13.6264,9.2933,18.907,8.1446,10.35,13.7785,,,,0.594
2015/10/30,29.8669,17.6023,24.5481,6.3163,15.5693,12.2046,9.0108,17.2783,10.6125,52.0635,,10.8301,18.6006,9.472,35.9691,14.4967,6.8919,27.444,,,,,18.1,15.71,13.6264,9.3732,20.7937,8.2131,10.47,14.0923,,,,0.6
2015/11/2,26.8829,16.1933,24.3239,6.7164,14.6012,11.7496,8.3529,16.102,10.575,52.9072,,10.8301,18.3226,9.472,34.7402,14.03,6.7918,29.9748,,,,,18.01,15.71,13.6264,8.9639,18.7183,7.9978,10.2,14.7984,,,,0.578
2015/11/3,25.9897,15.7369,24.4214,6.7079,14.5313,11.9969,8.3729,16.2416,10.9931,54.019,,10.8301,17.5597,9.472,35.0999,13.5083,6.8626,29.8269,,,,,17.9,15.71,13.6264,8.924,16.8514,8.0467,10.64,14.7542,,,,0.583
2015/11/4,27.4056,17.1359,25.8155,7.3738,15.5493,12.5409,8.7915,17.059,11.7113,56.3814,,10.8301,19.3145,9.472,37.5977,14.8592,7.3268,31.1712,,,,,18.56,15.71,13.6264,9.463,17.2784,8.5068,11.07,16.1664,,,,0.604
2015/11/5,27.2402,17.4534,25.2208,7.5453,15.4695,12.6892,8.5124,17.2118,11.3415,55.1208,,10.8301,19.8541,9.472,36.7285,14.9635,7.1582,31.651,,,,,18.23,15.71,13.6264,9.453,16.2556,8.5656,10.63,15.8575,,,,0.6
2015/11/6,28.5172,17.6916,26.0397,7.731,15.7689,12.976,8.6719,17.584,11.8668,59.7067,,10.8301,21.8378,9.472,38.2172,15.584,7.874,33.3601,,,,,18.46,15.71,13.6264,9.7026,16.3648,8.6928,11.06,16.3282,,,,0.608
2015/11/9,30.8329,17.4832,25.9423,8.0483,17.3458,13.0156,9.5391,17.6571,12.2098,61.295,,10.8301,22.8897,10.4203,39.4162,16.3638,8.4018,34.8392,,,,,18.61,16.79,13.6264,9.7125,16.345,8.732,10.9,17.3579,,,,0.611
2015/11/10,29.4302,17.0665,25.7668,8.034,19.0824,13.7277,9.3298,17.8963,12.3545,61.553,,10.8301,23.1077,10.3874,40.0656,16.0343,8.2454,38.3231,,,,,19.54,16.35,13.6264,10.1418,17.9835,8.7222,10.9,17.5884,,,,0.612
2015/11/11,29.814,18.7731,25.7668,7.8482,20.9886,13.7376,9.7584,19.3317,12.6654,63.9254,,10.8301,23.4347,10.5134,42.2237,16.1716,9.0712,42.1554,,,,,20.52,16.37,13.6264,10.1817,17.6657,9.1627,10.97,17.1961,,,,0.614
2015/11/12,28.9803,18.2472,25.2111,8.1912,21.7172,14.0343,9.549,19.1789,13.3514,64.9875,,11.9156,25.7781,10.3709,41.8441,16.6109,9.4303,46.3722,,,,,20.89,16.55,13.6264,10.1318,17.1295,9.0061,10.79,17.1226,,,,0.61
2015/11/13,28.848,17.5924,24.3824,8.8028,23.8929,13.4607,9.1105,18.5409,12.1883,59.5678,,13.1051,23.7508,10.7875,39.2163,15.8091,8.6021,41.7347,,,,,20.87,15.89,13.6264,9.9721,16.2655,8.7026,11.3,17.7012,,,,0.624
2015/11/16,29.2979,18.3862,26.03,8.8514,24.0825,14.4101,9.2899,19.9165,12.5689,61.2354,,14.4137,24.0832,11.0177,43.143,16.1441,9.0443,40.7552,,,,,21.91,16.61,13.6264,10.8505,16.9706,8.8984,12.22,17.8581,,,,0.644
2015/11/17,27.7166,17.9198,25.1136,8.5856,25.7093,14.1233,9.549,20.3751,13.0191,59.7365,,15.856,22.4373,10.5244,40.765,15.6938,9.3301,39.4405,,,,,21.9,16.16,13.6264,10.7307,16.6131,9.7892,11.79,17.1716,,,,0.635
2015/11/18,26.6315,17.255,24.2752,7.7768,23.4537,13.5793,10.5059,19.1922,12.7029,57.8604,,15.0531,22.3774,10.0914,40.1455,15.2875,9.55,36.1407,,,,,21.15,15.65,13.6264,10.9803,16.2457,9.8479,11.3,16.0585,,,,0.626
2015/11/19,27.399,18.0686,25.1038,8.4598,24.9508,14.1629,11.5526,20.3352,13.4265,60.0045,,16.5598,23.5546,10.2997,41.7741,15.8091,10.5052,39.7561,,,,,22.05,15.97,13.6264,11.3995,17.4373,10.0144,11.38,16.8185,,,,0.638
2015/11/20,27.8687,18.5449,24.9283,8.9171,26.3081,14.3409,12.7088,20.4349,13.4533,61.7416,,16.6045,23.1295,10.7053,43.9623,16.1771,10.3831,41.3468,,,,,22.23,16.18,13.6264,11.2897,18.1026,11.0129,11.11,16.6567,,,,0.634
2015/11/23,26.8167,17.89,25.1818,8.5284,24.5216,14.5585,11.4429,20.5013,13.5819,61.3545,,15.3158,22.8788,11.7742,46.4901,16.4736,10.4075,38.6254,,,,,22.19,17.59,13.6264,10.9803,17.4373,10.7779,11.03,16.1811,,,,0.62
2015/11/24,27.1674,18.0389,25.1233,8.7171,24.5017,14.6376,11.9413,20.1691,14.4609,64.2728,,15.4694,23.1894,11.7303,45.391,16.6877,11.4483,42.4873,,,,,23.04,17.44,13.6264,11.2897,17.9139,10.9443,11.19,16.593,,,,0.625
2015/11/25,29.0465,18.3663,25.4353,9.5888,25.35,15.1717,11.732,21.4649,14.3216,66.1092,,15.7569,24.2249,12.1963,46.56,18.3571,12.5941,43.9631,,,,,24.09,17.79,13.6264,11.2897,19.7014,11.61,11.24,16.7891,,,,0.633
2015/11/26,27.657,17.9297,25.0063,9.3744,24.6214,14.7167,11.732,20.9333,13.7213,65.1861,,15.5933,23.5055,11.6755,45.5009,18.4834,11.9662,42.7141,,,,,23.95,17.4,13.6264,11.7289,19.5226,11.1891,11.1,16.5243,,,,0.627
2015/11/27,24.9707,16.2925,22.9883,8.8314,22.3359,13.5892,10.5558,19.5643,12.3652,62.8832,,14.1212,22.3174,10.508,43.6126,16.6328,11.4556,43.6147,,,,,22.75,16.21,13.6264,11.7189,17.7551,10.4255,9.99,16.0536,,,,0.591
2015/11/30,25.103,16.0246,23.2418,8.7457,24.0526,13.7475,11.6124,20.4149,13.6034,69.1764,,15.2166,22.2956,10.2613,43.033,17.4894,12.6014,47.493,,,,,22.81,15.52,13.6264,12.8868,17.338,10.1906,9.57,16.9117,,,,0.613
2015/12/1,24.4348,15.9254,23.3977,9.1458,23.1244,13.698,11.0542,19.7172,13.0781,71.9161,,13.9924,21.4727,10.2174,42.6434,18.4504,11.7292,43.1085,,,,,22.84,15.15,13.6264,12.6672,17.05,10.2591,9.65,16.3772,,,,0.62
2015/12/2,24.6862,16.0842,23.5927,8.5742,24.6813,13.2035,10.5957,19.0726,12.5743,68.3327,,14.2699,20.6062,9.7844,39.9557,17.7311,11.0427,41.7281,,,,,22.25,14.97,13.6264,11.3995,16.8018,9.8969,9.47,15.8085,,,,0.62
2015/12/3,25.3545,16.4711,24.3337,9.0029,25.2302,13.5101,10.805,19.6839,13.0138,70.1691,,14.8449,21.2002,10.1352,41.4344,18.3955,11.3823,43.8283,,,,,22.64,15.41,13.6264,11.669,17.2883,10.2101,10.17,16.1811,,,,0.629
2015/12/4,24.6002,16.7688,23.7487,9.0315,26.0486,13.7178,11.3931,19.8833,12.8476,68.4816,,14.4434,21.816,10.1572,40.1555,18.6096,11.7219,42.3427,,,,,22.72,15.5,13.6264,11.7489,17.1195,10.2493,10.21,16.2007,,,,0.624
2015/12/7,25.0104,16.62,24.4311,8.94,26.6175,13.6881,11.5027,19.6707,12.9602,68.9779,,15.2364,22.4918,10.4641,41.954,18.2692,11.287,42.4972,,,,,22.82,15.5,13.6264,12.0483,17.765,10.5332,10.38,17.0098,,,,0.625
2015/12/8,24.0841,15.9056,24.5579,8.5313,25.0007,13.0947,10.9844,19.0726,12.5421,69.1367,,15.7371,24.7427,10.9903,39.9057,17.6487,11.8514,42.7897,,,,,21.8,15.06,13.6264,11.3895,16.8911,10.0339,9.93,16.3723,,,,0.612
2015/12/9,24.1172,15.5781,25.1331,7.9768,23.4438,12.8277,10.6156,18.84,12.4778,67.4989,,16.9266,25.8871,10.6176,41.0647,18.0111,11.6046,43.2794,,,,,21.1,15.02,13.6264,11.0601,16.1861,9.9752,9.64,17.5001,,,,0.61
2015/12/10,24.6002,15.3301,24.8406,8.0854,23.5535,12.8475,10.5757,18.7735,12.1347,66.3574,,15.6578,25.1241,10.1407,41.0647,17.6212,12.2447,40.1143,,,,,22.13,14.91,13.6264,10.8804,16.2258,9.8088,9.65,16.8284,,,,0.61
2015/12/11,25.0633,16.868,24.2654,7.9511,22.4457,13.0156,10.8149,19.2985,11.8507,67.0423,,14.5425,24.5792,9.7899,41.0647,17.5608,12.8359,37.4718,,,,,21.75,14.72,13.6264,10.571,16.0769,9.4955,9.57,16.1566,,,,0.612
2015/12/14,25.1361,17.384,24.6651,7.9683,22.8649,13.253,11.0542,19.664,12.1347,71.122,,14.7011,24.0778,10.0695,41.0647,17.7201,12.5135,38.9048,,,,,21.62,14.86,13.6264,11.0601,16.2854,9.7696,9.84,16.3772,,,,0.621
2015/12/15,25.3942,19.1204,25.2306,8.3427,23.0246,13.9156,11.0641,19.551,12.451,72.0154,,14.8201,24.9606,10.1846,41.0647,18.1154,12.4597,38.4611,,,,,22.06,16.35,12.2667,11.1599,16.4046,10.7486,9.95,16.5832,,,,0.627
2015/12/16,25.6125,20.1027,25.2793,8.6142,24.7312,14.153,11.4429,21.1327,12.4885,71.2907,,14.4979,25.7018,10.1572,41.0647,18.6536,12.1372,39.0461,,,,,23.16,16.67,11.0361,11.3995,16.5932,10.9052,9.84,16.441,,,,0.628
2015/12/17,26.3536,22.0078,25.5718,8.6113,25.0905,14.2816,11.6323,21.1725,12.8315,72.5613,,14.8994,28.2742,10.4751,41.0647,18.9776,12.7675,40.5613,,,,,23.98,17.26,10.788,11.679,16.9309,11.1303,10.08,16.794,,,,0.641
2015/12/18,25.5662,20.9957,25.2501,8.4027,24.7013,13.9354,11.1937,21.2988,12.6225,75.4796,,15.4644,27.4186,10.3326,41.0647,18.5547,12.5941,40.1636,,,,,24.4,16.78,10.1826,11.4494,17.4373,10.729,10.51,17.0392,,,,0.653
2015/12/21,25.7581,21.095,25.3378,8.1683,24.1224,14.6376,11.114,20.8868,12.7029,74.4572,,14.9688,27.6311,10.2449,41.0647,18.39,12.0566,39.2433,,,,,24.6,16.3,10.2322,11.8188,17.4572,10.729,10.36,17.1961,,,,0.674
2015/12/22,27.2071,20.8866,26.9659,8.4884,23.8529,14.4299,11.1638,20.8535,13.121,74.5664,,15.1621,27.9799,10.3874,41.0647,19.6036,12.0932,39.7331,,,,,25.44,16.62,10.1826,11.9385,17.5267,10.729,10.27,17.353,,,,0.685
2015/12/23,27.2071,20.6683,26.0885,7.9454,24.9508,13.9552,10.8548,20.7406,14.4341,72.4422,,15.4446,26.5738,10.1133,41.0647,20.2076,12.0126,40.6238,,,,,26.48,16.12,9.6566,11.7389,17.0004,10.729,10,17.8777,,,,0.678
