ÈÕÆÚ,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH
2014/1/2,5.0733,25.6489,5.8187,6.2231,3.9359,4.5339,3.8319,21.7269,8.0088,4.4375,12.7487,10.7,21.4196,9.8513,9.1531,,,,,,,,,,,,9.1393,13.47,3.538,4.7368,6.5454,3.4676,,,,,,,,,,,
2014/1/3,5.0733,25.0546,5.799,6.2526,3.9629,4.5111,3.7779,21.3301,7.6228,4.4812,12.3952,10.5133,20.8762,9.34,9.083,,,,,,,,,,,,8.9227,13.68,3.5031,4.7672,6.5354,3.4388,,,,,,,,,,,
2014/1/6,5.0733,24.6634,5.6014,5.9875,3.8765,4.5035,3.7813,20.7348,6.8813,4.3302,11.8974,10.1477,18.7907,8.4228,8.9186,,,,,,,,,,,,8.6666,12.97,3.3899,4.7064,6.4756,3.6687,,,,,,,,,,,
2014/1/7,5.0733,24.807,5.631,6.3802,4.0385,4.7317,3.9163,20.6356,7.0468,4.4852,12.0268,10.2192,18.9925,8.7286,9.0951,,,,,,,,,,,,8.8537,13.16,3.4509,4.828,6.7546,3.5921,,,,,,,,,,,
2014/1/8,5.0733,24.7624,5.6211,6.39,3.9899,4.7165,3.9974,20.834,7.2,4.5448,12.5147,10.4298,19.5514,9.1871,9.4506,,,,,,,,,,,,9.1984,13.5,3.5206,4.7976,6.8144,3.525,,,,,,,,,,,
2014/1/9,5.0733,24.9605,6.0756,6.174,3.8549,4.4122,4.0176,20.4571,6.7588,4.3938,11.8825,9.9411,20.8607,9.3242,9.1652,,,,,,,,,,,,8.8734,13.83,3.416,4.6151,6.5155,3.5155,,,,,,,,,,,
2014/1/10,5.0733,23.663,6.0953,5.9974,3.7578,4.3133,3.8826,20.0503,6.722,4.2309,11.9372,9.4842,19.4065,8.834,9.2499,,,,,,,,,,,,8.6765,13.48,3.355,4.4935,5.8779,3.4292,,,,,,,,,,,
2014/1/13,5.0733,23.8165,5.7002,6.0562,3.9845,4.4198,3.842,20.2388,6.8568,4.2905,11.6983,9.4882,18.7958,8.5757,8.9476,,,,,,,,,,,,7.8098,13.84,3.3463,4.5163,6.0273,3.3047,,,,,,,,,,,
2014/1/14,5.0733,24.4653,5.799,6.5078,4.0493,4.61,4.021,20.6356,7.3777,4.5249,12.2957,9.6868,20.0275,9.4349,9.1169,,,,,,,,,,,,8.2628,14.3,3.4247,4.5771,6.2764,3.3526,,,,,,,,,,,
2014/1/15,5.0733,24.7426,5.8088,6.4979,4.0655,4.61,4.0379,20.9333,7.5554,4.6758,12.4251,9.802,19.8671,10.1464,9.6199,,,,,,,,,,,,8.2234,14.35,3.4683,4.8356,6.386,3.3909,,,,,,,,,,,
2014/1/16,5.0733,24.812,5.7496,6.5078,4.1465,4.6252,3.9096,20.7448,7.5064,4.5964,12.0268,9.6391,19.2202,10.4258,9.6368,,,,,,,,,,,,8.0166,13.94,3.4421,4.866,6.3262,3.5921,,,,,,,,,,,
2014/1/17,5.0733,23.5986,5.6211,6.7728,4.0925,4.7546,3.7914,20.6356,7.5615,4.7394,12.1762,9.5716,20.5554,10.0832,9.4554,,,,,,,,,,,,8.0068,14.01,3.477,4.9193,6.107,3.5825,,,,,,,,,,,
2014/1/20,5.0733,23.2222,5.631,6.6746,4.1411,4.7926,3.6901,20.0404,7.0223,4.7394,11.8875,9.3928,19.8826,9.9409,9.3031,,,,,,,,,,,,8.0757,14.33,3.4509,4.904,6.2266,3.6017,,,,,,,,,,,
2014/1/21,5.0733,22.4199,5.7002,6.8219,4.2005,4.8002,3.8488,20.586,7.727,4.7394,12.2309,9.6391,20.4829,10.9371,9.4627,,,,,,,,,,,,8.381,14.37,3.5206,5.0941,6.655,3.5825,,,,,,,,,,,
2014/1/22,5.0733,23.7175,5.8088,6.7335,4.1951,4.8382,4.0885,21.211,8.0272,4.7394,12.7735,9.7981,19.6911,10.8527,9.4603,,,,,,,,,,,,8.6863,15.36,3.5554,5.0789,6.6848,3.8124,,,,,,,,,,,
2014/1/23,5.0733,24.0691,5.8286,6.7139,4.2599,4.9752,4.1459,21.8261,8.0211,4.7394,12.8632,10.0126,19.5876,10.7051,9.6731,5.4645,,,,,,,,,,,9.1492,15.39,3.6861,5.1321,6.8442,3.9369,,,,,,,,,,,
2014/1/24,5.0733,24.1384,5.9471,6.9004,4.2059,5.036,4.1054,22.2428,8.3458,4.7394,12.9677,10.0921,19.9758,10.9634,9.8254,6.0108,,,,,,,,,,,9.484,16.07,3.7646,5.1093,7.0036,3.9273,,,,,,,,,,,
2014/1/27,5.0733,24.5396,5.8681,6.7924,4.1465,5.0132,4.2067,22.0345,7.9475,4.7394,13.3361,9.8855,20.545,11.1742,9.6731,6.6111,,,,,,,,,,,9.5628,15.74,3.7471,5.2994,7.2427,4.0231,,,,,,,,,,,
2014/1/28,5.0733,23.6333,5.8977,6.5568,4.2977,4.9219,4.1527,23.0067,7.8373,4.5646,13.0473,9.7226,19.2564,10.8106,9.5521,7.2732,,,,,,,,,,,9.5234,17.18,3.6338,5.193,7.173,4.0327,,,,,,,,,,,
2014/1/29,5.0733,23.3015,5.9965,6.6452,4.2761,5.0436,4.156,22.6397,7.9047,5.0215,13.3162,9.7742,19.1478,10.9054,9.6005,7.2732,,,,,,,,,,,9.6318,16.95,3.6687,5.2158,7.2328,4.0806,,,,,,,,,,,
2014/1/30,5.0733,22.93,5.9175,6.3115,4.2329,4.8915,4.0986,22.719,7.5921,5.375,13.7393,9.7186,18.6354,10.3151,9.3877,7.1824,,,,,,,,,,,9.7992,16.85,3.599,5.0257,7.1232,3.9561,,,,,,,,,,,
2014/2/7,5.0733,24.3662,6.0756,6.7041,4.3463,5.0588,4.3518,22.5206,8.352,5.7445,14.8344,9.9848,18.9615,10.7526,9.3829,7.6129,,,,,,,,,,,10.0552,17.33,3.6948,5.383,7.4021,4.1572,,,,,,,,,,,
2014/2/10,5.0733,25.8767,6.2731,7.0574,4.4272,5.249,4.47,24.604,9.1853,5.7564,15.0983,10.1557,19.3806,11.0636,9.5812,8.3734,,,,,,,,,,,10.1636,17.91,3.8256,5.6035,7.97,4.2339,27.0726,,,,,,,,,,
2014/2/11,5.0733,25.8866,6.3324,7.1458,4.4488,5.3479,4.3654,24.9016,9.4182,5.9352,14.5905,10.0126,19.0339,10.7368,9.141,8.6957,,,,,,,,,,,10.8628,17.58,3.7994,5.748,8.4881,4.2818,29.7808,,,,,,,,,,
2014/2/12,5.0733,25.6786,6.4016,7.3912,4.4758,5.8804,4.5612,24.9513,9.314,5.7207,14.9838,10.4537,20.9383,11.7277,9.1096,9.4543,,,,,,,,,,,10.7052,18.3,4.1828,5.7404,8.3785,4.4733,32.7638,,,,,,,,,,
2014/2/13,5.0733,25.6786,6.204,7.2047,4.3409,6.0326,4.3485,24.1675,9.6081,5.5181,14.1375,10.2033,20.1828,10.5575,8.979,9.4543,,,,,,,,,,,10.459,18.31,4.1131,5.6492,8.498,4.6362,36.0412,,,,,,,,,,
2014/2/14,5.0733,26.2135,6.4905,7.3126,4.4003,6.025,4.4194,24.8917,9.5162,5.6611,14.1475,10.3901,20.752,10.663,9.141,9.4543,,,,,,,,,,,10.6363,18.07,4.1567,5.7404,8.5877,4.5883,39.6424,,,,,,,,,,
2014/2/17,5.0733,26.6741,6.5498,7.6071,4.5136,6.6183,4.5645,25.2985,9.9145,5.8359,14.9838,10.6325,21.0625,10.9054,9.2499,10.3809,,,,,,,,,,,10.981,19.88,4.3136,6.1054,9.1854,4.6553,43.6066,,,,,,,,,,
2014/2/18,5.0733,26.1838,6.6584,7.7053,4.5136,6.6031,4.6118,25.3779,9.5407,5.7127,15.6658,10.6682,21.6421,11.1901,9.262,9.9794,,,,,,,,,,,10.5378,20.08,4.3571,6.1434,9.1555,5.0289,43.3417,,,,,,,,,,
2014/2/19,5.0733,25.9263,6.6782,7.6071,4.4272,6.5879,4.4666,25.3679,9.6449,5.5022,17.2338,10.549,20.6589,10.8264,9.0588,9.6512,,,,,,,,,,,10.9416,20.26,4.3048,6.151,9.1755,4.9523,42.6646,,,,,,,,,,
2014/2/20,5.0733,25.8619,6.53,7.3519,4.3301,6.2075,4.3113,25.5167,8.977,5.3592,17.0745,10.3225,20.9176,10.5628,8.5848,9.6319,,,,,,,,,,,10.7742,20.26,4.1828,6.0445,9.8529,4.617,44.2346,,,,,,,,,,
2014/2/21,5.0733,25.332,6.6584,7.5286,4.3355,6.1923,4.2978,25.3977,9.1486,5.4346,16.8456,10.3861,19.8723,10.7104,8.3333,9.7728,,,,,,,,,,,10.459,20.26,4.1218,5.9001,9.7134,4.4925,43.1258,,,,,,,,,,
2014/2/24,5.0733,25.6539,6.8165,7.7249,4.6378,6.5042,4.3552,24.7528,9.3447,5.5776,17.6221,10.557,20.2449,11.1953,8.5607,9.9601,,,,,,,,,,,10.9711,20.26,4.1828,6.3639,9.7433,4.6745,44.8822,,,,,,,,,,
2014/2/25,5.0733,24.1186,6.4213,7.028,4.6378,5.8576,4.0919,22.719,8.4132,5.0374,15.8599,9.814,18.2214,10.0779,8.3551,8.9641,,,,,,,,,,,10.2817,20.26,3.9301,6.0141,8.7869,4.3201,40.3979,,,,,,,,,,
2014/2/26,5.0733,23.0786,6.4312,7.028,4.6378,5.7359,3.9332,22.3619,8.1436,4.9619,15.1281,9.5954,17.1864,9.5192,8.2221,8.6436,,,,,,,,,,,9.9174,20.26,4.0347,6.2498,8.9961,4.3967,38.6807,,,,,,,,,,
2014/2/27,5.0733,22.3852,6.4115,6.7826,4.6378,5.5609,3.7779,21.6575,7.776,4.7672,13.9384,9.365,15.8564,8.9289,8.048,8.1379,,,,,,,,,,,9.5924,18.81,3.965,6.1586,8.7272,4.4638,36.2571,,,,,,,,,,
2014/2/28,5.0733,21.7909,6.7869,6.7826,4.6378,5.675,3.7408,21.9551,8.0088,4.9063,14.1375,9.4007,16.0375,9.2873,8.0891,8.4873,,,,,,,,,,,9.8484,19.78,4.1393,6.0521,8.6076,4.3392,37.1892,,,,,,,,,,
2014/3/3,5.0733,22.098,6.9153,6.8317,4.6378,5.7511,3.9467,22.6893,8.211,5.0374,14.4312,9.5239,16.3584,9.3294,8.1616,9.3366,,,,,,,,,,,10.1045,19.39,4.1741,6.1434,8.7969,4.55,40.2311,,,,,,,,,,
2014/3/4,5.0733,21.994,6.9153,6.7041,4.6378,5.6674,3.8285,22.1139,8.0456,4.9659,13.5302,9.4524,16.3015,8.971,8.1955,10.2708,,,,,,,,,,,10.0651,20.77,4.1741,6.0369,9.0758,4.732,38.7396,,,,,,,,,,
2014/3/5,5.0733,21.7167,6.7177,6.7532,4.6378,5.6598,3.8657,22.3718,8.113,5.0135,14.0828,9.4882,16.6482,9.0764,8.1979,9.9716,,,,,,,,,,,9.9174,19.89,4.1044,5.9989,9.0758,4.6937,38.0724,,,,,,,,,,
2014/3/6,5.0733,21.4046,7.3895,6.9495,4.6378,6.0326,3.9636,22.0543,7.874,4.9301,13.9085,9.4564,16.4878,9.2662,8.4083,10.9696,,,,,,,,,,,9.9961,19.1,4.1218,5.8164,9.036,4.6745,41.8796,,,,,,,,,,
2014/3/7,5.0733,21.3205,7.2018,6.8219,4.6378,5.9185,3.8556,22.0345,7.6963,4.799,13.6397,9.3888,16.198,9.1133,8.3406,10.9503,,,,,,,,,,,9.878,18.54,4.2177,5.8316,8.6773,4.6362,38.3864,,,,,,,,,,
2014/3/10,5.0733,20.2804,6.7869,6.3016,4.6378,5.424,3.5213,21.6277,6.961,4.5011,12.4699,8.8723,14.5782,8.3754,8.0262,10.9464,,,,,,,,,,,9.3068,17.05,3.9476,5.3983,8.1194,4.4063,36.0706,,,,,,,,,,
2014/3/11,5.0733,20.4538,6.8659,6.3213,4.6378,5.3175,3.4437,20.7745,7.1019,4.6083,12.7337,8.8524,14.6558,8.4492,8.0286,10.6356,,,,,,,,,,,9.2477,16.55,3.9127,5.4363,7.97,4.3297,36.8262,,,,,,,,,,
2014/3/12,5.0733,20.2309,6.5596,6.282,4.6378,5.211,3.5213,20.5067,7.2429,4.7076,12.7337,8.8842,14.7748,8.4966,8.0045,10.0682,,,,,,,,,,,8.9325,17.04,3.8343,5.3222,8.0099,4.186,35.4034,,,,,,,,,,
2014/3/13,5.0733,20.5528,6.609,6.3802,4.6378,5.3707,3.5247,20.7844,7.3593,4.7791,13.0025,8.9677,14.9766,8.639,8.0359,10.0759,,,,,,,,,,,9.356,17.52,3.904,5.5503,8.249,4.1572,35.5309,,,,,,,,,,
2014/3/14,5.0733,20.9886,6.6387,6.4587,4.6378,5.3631,3.4943,20.1892,7.2796,4.7275,13.4107,8.9756,15.6028,8.6969,7.9706,10.3287,,,,,,,,,,,9.4446,17.55,3.8866,5.5123,8.3685,4.1668,35.7272,,,,,,,,,,
2014/3/17,5.0733,21.6919,6.7276,6.6844,4.6378,5.5609,3.6091,20.1594,7.537,4.9261,13.6596,9.1941,15.9703,8.971,8.1254,10.3577,,,,,,,,,,,9.8386,17.55,4.0173,5.7556,8.8168,4.2818,36.8164,,,,,,,,,,
2014/3/18,5.0733,21.4146,6.6387,6.6452,4.6378,5.5153,3.6395,20.1693,7.5554,4.9261,13.3908,9.1862,15.9651,8.8551,8.0649,10.265,,,,,,,,,,,9.8386,17.85,3.9911,5.7708,8.4681,4.1477,36.7084,,,,,,,,,,
2014/3/19,5.0733,20.949,6.53,6.7237,4.6378,5.5153,3.4977,19.6733,7.9721,4.8943,12.7238,9.2736,16.2601,8.9868,7.9803,10.6646,,,,,,,,,,,10.203,17.3,3.9824,5.786,8.5379,4.2243,35.8351,,,,,,,,,,
2014/3/20,5.0733,20.6519,6.3127,6.282,4.2923,5.2414,3.4707,18.6514,7.4206,4.6282,12.2309,9.0789,15.0957,8.4597,7.9561,10.1048,,,,,,,,,,,9.6416,16.19,3.8691,5.5655,8.498,4.0136,35.1679,,,,,,,,,,
2014/3/21,5.0733,20.637,6.5596,6.4783,4.1573,5.3631,3.5213,18.8499,7.8373,4.7156,12.2708,9.1028,15.1785,8.4756,7.9803,10.1145,,,,,,,,,,,9.9371,16.39,3.9998,5.6948,8.3486,3.9752,35.3936,,,,,,,,,,
2014/3/24,5.0733,20.0229,6.5893,6.4292,4.1843,5.3251,3.4369,19.1078,7.7576,4.6043,12.3952,9.1067,14.5005,8.1698,7.9658,9.1301,,,,,,,,,,,10.5181,16.3,4.0086,5.6948,8.1493,3.9369,33.7843,,,,,,,,,,
2014/3/25,5.0733,20.1566,6.6683,6.4391,4.1087,5.3631,3.3896,18.6018,7.6473,4.6282,12.664,9.0988,14.7024,8.212,7.9633,9.0277,,,,,,,,,,,11.178,16.94,4.026,5.5883,8.229,4.0423,34.0002,,,,,,,,,,
2014/3/26,5.0733,20.5825,6.6782,6.5372,4.1573,5.4164,3.4302,18.3538,7.776,4.7354,12.2957,9.1822,16.1721,8.6231,8.1012,8.9139,,,,,,,,,,,10.9022,17,4.0521,5.6111,8.4084,4.1285,33.4703,,,,,,,,,,
2014/3/27,5.0733,20.1962,6.6584,6.282,4.0763,5.2338,3.366,18.4133,7.3409,4.5487,11.5938,8.9398,16.0427,8.1804,8.2173,8.358,,,,,,,,,,,10.8333,16.56,3.9388,5.4439,8.0796,3.9944,31.4882,,,,,,,,,,
2014/3/28,5.0733,19.1166,6.3818,5.9974,3.8927,4.998,3.1905,17.8578,6.9365,4.3302,11.6734,8.6975,14.8007,7.8114,7.9561,8.358,,,,,,,,,,,10.3408,15.13,3.843,5.3146,7.7209,3.8316,31.6158,,,,,,,,,,
2014/3/31,5.0733,18.552,6.4707,5.909,3.8927,5.0056,3.2276,17.8875,6.9671,4.3302,11.6386,8.7015,13.3258,7.8641,7.9803,8.4854,,,,,,,,,,,10.1537,15.6,3.843,5.269,7.8803,3.707,31.1546,,,,,,,,,,
2014/4/1,5.0733,18.8194,6.6485,6.0661,3.9953,5.0817,3.285,19.6237,7.1877,4.4097,11.4643,8.8723,13.657,8.1329,8.1423,8.8502,,,,,,,,,,,10.9416,16.01,3.8778,5.4591,7.9999,3.7932,31.5569,,,,,,,,,,
2014/4/2,5.0733,18.7204,6.6881,5.9581,3.9575,5.0056,3.2782,19.6237,7.0345,4.3183,11.2652,8.8723,13.3724,7.8852,8.0286,8.8212,,,,,,,,,,,10.8037,15.88,3.8778,5.4667,7.96,3.8411,32.0475,,,,,,,,,,
2014/4/3,5.0733,19.592,6.7177,5.9777,3.9899,5.0208,3.3086,19.5443,7.1755,4.3541,11.5141,8.9518,13.6363,8.0275,8.0262,8.6861,,,,,,,,,,,10.7446,16.07,3.8081,5.5123,7.98,3.7837,32.4989,,,,,,,,,,
2014/4/4,5.0733,20.1814,6.8066,6.017,3.9953,5.211,3.366,19.6535,7.249,4.4454,11.9522,9.0432,13.8951,8.1224,8.0311,8.8367,,,,,,,,,,,10.784,15.96,3.8517,5.5275,8.0397,3.7837,32.7442,,,,,,,,,,
2014/4/8,5.0733,19.9239,6.8362,6.0661,4.0277,5.2414,3.3525,19.961,7.3225,4.4971,11.997,9.0829,14.071,8.154,8.0383,9.7207,,,,,,,,,,,10.5477,16.01,3.8604,5.5503,7.8803,3.7932,33.6862,,,,,,,,,,
2014/4/9,5.0733,20.3795,6.777,6.1838,4.0439,5.3023,3.3896,19.7328,7.5493,4.5805,12.2509,9.1107,14.8317,8.5019,8.1616,10.1106,,,,,,,,,,,11.2173,16.2,3.8691,5.71,8.1095,3.889,33.8432,,,,,,,,,,
2014/4/10,5.0733,20.3696,6.7078,6.2133,4.0709,5.4316,3.3728,19.6733,7.5049,4.5646,12.0169,9.1147,14.5937,8.4387,7.9803,9.7863,,,,,,,,,,,11.1878,16.24,3.9301,5.7328,8.1394,3.8986,33.7647,,,,,,,,,,
2014/4/11,5.0733,20.1517,6.6387,6.0857,4.0331,5.3023,3.2614,19.5443,7.3656,4.4693,11.9223,9.0193,14.454,8.5757,7.9561,9.4157,,,,,,,,,,,10.8333,16.15,3.9301,5.6644,7.96,3.9369,33.0484,,,,,,,,,,
2014/4/14,5.0733,20.5974,6.7177,6.1544,4.0601,5.3251,3.285,19.5939,7.5429,4.5567,12.4251,9.3531,15.194,8.6126,7.973,9.6319,,,,,,,,,,,10.9514,16.04,3.9388,5.7404,8.1294,3.9657,33.4114,,,,,,,,,,
2014/4/15,5.0733,20.5528,6.6782,6.4587,4.0817,5.4164,3.42,20.1892,7.4226,4.5169,12.3355,9.2974,14.8059,8.4492,7.9585,9.6744,,,,,,,,,,,10.9613,16.12,3.9911,5.6796,8.5379,3.889,33.1465,,,,,,,,,,
2014/4/16,5.0733,20.4241,6.6979,6.4587,4.1573,5.386,3.3964,20.715,7.4353,4.6043,12.1662,9.2696,14.8369,8.4492,7.9585,9.3868,,,,,,,,,,,10.5772,16.46,4.0173,5.7708,8.5478,3.8986,32.2438,,,,,,,,,,
2014/4/17,5.0733,20.3646,6.609,6.5176,4.1465,5.6598,3.474,20.7249,7.4796,4.6083,12.4002,9.2696,15.5511,8.6706,7.9561,9.4254,,,,,,,,,,,10.4984,16.47,4.0783,5.8012,8.7471,3.9369,32.5381,,,,,,,,,,
2014/4/18,5.0733,20.3547,6.8659,6.5274,4.1465,5.6674,3.5011,20.6158,7.5366,4.6043,12.6939,9.4484,15.37,8.5652,7.9561,9.4138,,,,,,,,,,,10.5969,17.22,4.0608,5.8392,8.9862,4.071,34.2161,,,,,,,,,,
2014/4/21,5.0733,20.018,6.777,6.2722,4.0115,5.5229,3.4876,20.586,7.3529,4.5408,12.1861,9.3769,15.1423,8.2226,7.9537,9.8442,,,,,,,,,,,10.134,17.07,3.8953,5.6111,8.8069,4.0231,35.5702,,,,,,,,,,
2014/4/22,5.0733,19.9585,7.0536,6.1446,3.9629,5.5381,3.447,19.6435,7.0806,4.4176,11.9721,9.21,14.0865,7.9116,7.9537,10.0932,,,,,,,,,,,10.1537,17.35,3.8517,5.4971,8.7172,3.9273,34.7263,,,,,,,,,,
2014/4/23,5.0733,21.1768,7.0042,6.2231,4.055,5.6294,3.4133,19.8618,7.1629,4.3938,12.0468,9.3253,14.0037,7.8747,7.8594,9.9736,,,,,,,,,,,10.2522,17.02,3.8866,5.5047,8.6674,3.889,36.1786,,,,,,,,,,
2014/4/24,5.0733,20.8797,6.7869,6.017,3.9575,5.5077,3.4099,19.8618,6.9476,4.6441,12.3753,9.1981,14.3349,7.9221,7.0758,10.4523,,,,,,,,,,,9.8287,15.96,3.8343,5.3602,8.0597,3.8507,35.9136,,,,,,,,,,
2014/4/25,5.0733,20.3052,6.3127,5.8697,3.8601,5.3936,3.3829,19.8816,6.7323,4.6163,12.0717,8.9796,13.3983,7.7903,6.8389,9.9311,,,,,,,,,,,9.7007,14.6,3.6948,5.3222,7.7708,3.8124,35.1482,,,,,,,,,,
2014/4/28,5.0733,19.1463,6.0163,5.5164,3.676,4.8535,3.0453,19.5741,6.4726,4.4216,10.867,8.7015,12.1407,7.2949,6.5874,8.939,,,,,,,,,,,9.0605,14.61,3.5554,5.155,7.3623,3.6112,31.6354,,,,,,,,,,
2014/4/29,5.0733,19.5078,6.1151,5.6538,3.7031,4.8306,3.0858,19.713,6.6563,4.5527,11.0014,9.2776,12.5392,7.511,6.5293,9.298,,,,,,,,,,,9.159,14.65,3.6077,5.3983,7.4121,3.6112,33.0288,,,,,,,,,,
2014/4/30,5.0733,20.018,6.2139,5.6734,3.7085,4.8306,3.1297,19.6138,6.6816,4.7156,10.9118,9.5199,12.6737,7.6006,6.5172,9.3443,,,,,,,,,,,9.3757,14.24,3.66,5.4135,7.452,3.8507,33.2544,,,,,,,,,,
2014/5/5,5.0733,20.0229,6.3522,5.7912,3.7518,4.9067,3.1736,19.3459,6.7513,4.6798,11.0263,9.5358,13.1343,7.6849,6.3238,10.1917,,,,,,,,,,,9.6711,14.49,3.6861,5.4591,7.7608,4.004,34.4417,,,,,,,,,,
2014/5/6,5.0733,20.2012,6.3423,5.8796,3.7843,5.0056,3.2276,19.3459,6.8589,4.8665,11.5141,9.6233,13.3517,7.7903,6.5051,10.2689,,,,,,,,,,,9.8287,14.68,3.6687,5.5123,7.8803,4.0806,36.7379,,,,,,,,,,
2014/5/7,5.0733,20.2557,6.1151,6.4685,3.6868,5.0588,3.1736,18.5721,6.6499,4.8626,11.4046,9.5994,12.9946,7.59,6.5051,10.3963,,,,,,,,,,,9.5628,14.1,3.538,5.383,7.6911,3.9944,36.3454,,,,,,,,,,
2014/5/8,5.0733,20.0576,6.1151,6.5961,3.7085,5.1273,3.1196,18.7804,6.7006,4.7752,11.3996,9.5756,12.8179,7.5215,6.481,10.2457,,,,,,,,,,,9.5825,14.1,3.5816,5.3983,7.5815,4.1189,36.6888,,,,,,,,,,
2014/5/9,5.0733,19.6118,6.0953,6.3802,3.8168,5.3479,3.0858,18.5026,6.6816,4.8904,11.4146,9.7862,12.8855,7.764,6.4761,10.35,,,,,,,,,,,9.4939,13.56,3.6251,5.4059,7.7209,4.071,35.6683,,,,,,,,,,
2014/5/12,5.0733,19.8545,6.2238,6.6059,3.9629,5.3784,3.2006,18.8499,6.8336,4.946,11.7282,9.8895,13.2804,7.8536,6.5753,10.4561,,,,,,,,,,,9.7795,13.82,3.6948,5.5655,7.97,4.1285,36.3748,,,,,,,,,,
2014/5/13,5.0733,19.8099,6.1941,6.5667,3.8601,5.386,3.2208,18.3042,6.7829,4.8864,11.8924,9.8934,13.4051,7.8589,6.6164,10.9696,,,,,,,,,,,9.6022,14.01,3.6773,5.5275,8.0298,4.071,36.1884,,,,,,,,,,
2014/5/14,5.0733,19.8149,6.3028,6.6746,3.8492,5.2338,3.2242,18.3538,6.7639,4.8268,11.7779,9.8775,13.431,7.8431,6.7155,11.6934,,,,,,,,,,,9.5136,13.95,3.6948,5.4667,7.8006,4.0998,37.3364,,,,,,,,,,
2014/5/15,5.0733,19.5128,6.0756,6.4292,3.7085,5.0893,3.1263,18.2348,6.5423,4.6441,11.3498,9.5398,12.8387,7.5795,6.7711,12.8631,,,,,,,,,,,9.1787,13.28,3.581,5.2918,7.5317,3.9752,36.3809,,,,,,,,,,
2014/5/16,5.0733,19.5078,6.1052,6.5176,3.7193,5.2642,3.0959,17.9371,6.5423,4.505,11.32,9.6828,12.7192,7.6638,6.9162,11.5776,,,,,,,,,,,9.0901,13.11,3.616,5.3222,7.2427,3.8699,35.7208,,,,,,,,,,
2014/5/19,5.3267,19.2156,6.0953,6.3601,3.7464,5.2795,3.0419,18.0959,6.6626,4.5368,11.6734,9.6948,12.9011,7.6849,6.984,10.6677,,,,,,,,,,,9.0015,13.4,3.5898,5.3298,7.2228,3.9752,34.5978,,,,,,,,,,
2014/5/20,5.5933,19.4088,6.0657,6.1139,3.7464,5.2719,3.0453,17.5998,6.8336,4.5766,11.992,9.6987,13.1713,7.7482,7.0976,10.9116,,,,,,,,,,,9.0507,13.4,3.581,5.3146,7.3723,3.9657,35.5238,,,,,,,,,,
2014/5/21,5.8733,19.7901,6.0953,6.2222,3.7734,5.4696,3.1027,18.0661,6.8779,4.6761,12.4102,9.9014,13.535,7.8536,7.279,10.8574,,,,,,,,,,,9.2378,14.08,3.616,5.4035,7.5914,4.0136,36.4892,,,,,,,,,,
2014/5/22,5.8433,19.9486,6.1052,6.1632,3.8059,5.4088,3.1196,17.8776,6.8019,4.7557,12.2359,9.8616,13.7272,7.8536,7.2983,10.567,,,,,,,,,,,9.2083,14.01,3.6248,5.3047,7.8006,4.0615,35.9573,,,,,,,,,,
2014/5/23,6.1367,20.4983,6.1645,6.2813,3.8655,5.4772,3.1905,18.1752,7.0743,4.8671,12.6891,9.9928,14.1481,8.075,7.3225,10.7528,,,,,,,,,,,9.2772,14.56,3.6773,5.3739,7.7907,4.071,37.0704,,,,,,,,,,
2014/5/26,6.1367,21.3898,6.2139,6.6357,3.8925,5.5153,3.258,18.2348,7.1629,4.883,12.6244,10.2113,14.4026,8.2226,7.3394,10.7683,,,,,,,,,,,9.356,14.73,3.7036,5.4727,7.7708,4.1093,38.4693,,,,,,,,,,
2014/5/27,6.1367,21.3848,6.1546,6.7932,3.8276,5.4088,3.285,18.0661,7.3149,4.8751,12.3056,10.112,14.0961,8.1013,7.3467,11.4576,,,,,,,,,,,9.3265,14.26,3.6686,5.3936,7.6811,4.1189,38.1245,,,,,,,,,,
2014/5/28,6.1367,23.2519,6.1941,6.8228,3.9034,5.6218,3.4099,18.9788,7.4796,5.0661,13.5357,10.553,15.4314,8.4123,7.3636,11.5582,,,,,,,,,,,9.7598,15.2,3.8087,5.6209,8.2689,4.1958,38.6861,,,,,,,,,,
2014/5/29,6.1367,23.039,6.1645,6.9212,3.8168,5.5531,3.3795,19.1475,7.3719,4.9785,13.9341,10.4696,15.3794,8.2595,7.3951,10.8845,,,,,,,,,,,9.7499,14.92,3.7386,5.5616,8.2689,4.1478,38.4004,,,,,,,,,,
2014/5/30,6.1367,23.8264,6.2336,6.7046,3.833,5.6523,3.4437,19.3558,7.3719,4.9308,13.7449,10.7874,15.0937,8.4228,7.6296,10.8922,,,,,,,,,,,9.8484,15.14,3.8787,5.6209,8.3785,4.1382,38.1442,,,,,,,,,,
