ÈÕÆÚ,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH
2015/8/27,11.3,32.9123,10.12,6.3491,9.7232,13.3336,4.7604,23.4024,9.736,9.6501,12.7065,11.989,14.466,9.5805,13.8599,13.2752,32.6476,,,,,,,,,,13.6493,19.18,5.5399,5.8786,17.0621,5.4614,32.1483,,,,,,,,,,
2015/8/28,11.63,36.1737,11.13,6.3491,10.6815,13.3336,5.1786,25.2272,10.6456,10.6135,13.7077,13.1869,15.8793,10.3589,13.8599,14.6027,34.7195,,,,,,,,,,15.0122,21.1,5.9525,6.3042,17.7806,5.9037,34.4108,,,,,,,,,,
2015/8/31,10.87,33.7077,11.8,6.3491,9.615,13.3336,4.6754,23.4323,10.1331,9.8213,13.0004,12.2884,14.6821,9.5741,13.8599,13.2053,31.2875,,,,,,,,,,13.6888,18.99,5.9789,5.9776,16.0045,5.5191,31.6544,,,,,,,,,,
2015/9/1,10.37,30.3469,10.62,6.3491,8.6513,13.3336,4.2095,21.0891,9.1211,8.8379,11.7004,11.2303,13.2106,8.8216,13.8599,11.8856,28.1578,,,,,,,,,,12.3159,17.09,5.5048,5.5817,14.408,5.0768,29.224,,,,,,,,,,
2015/9/2,9.43,31.8483,9.56,6.3491,8.0125,13.3336,4.1415,18.9852,8.7176,7.9541,10.8785,10.7911,12.479,9.2497,13.8599,11.2529,27.3486,,,,,,,,,,11.0913,15.38,5.0921,5.8687,13.4302,4.721,29.9551,,,,,,,,,,
2015/9/7,9.43,28.8852,9.6,6.3491,8.8137,13.3336,4.2843,19.1048,9.1852,8.7503,11.7452,11.3401,13.2272,9.133,13.8599,11.7264,29.4253,,,,,,,,,,11.6345,16.88,5.2941,5.9974,13.4801,4.9229,29.8168,,,,,,,,,,
2015/9/8,9.43,30.327,10.13,6.3491,9.6962,13.3336,4.7128,19.9424,10.0178,9.6262,12.7763,12.4482,14.4992,10.0476,13.8599,12.8094,30.839,,,,,,,,,,12.7999,17.69,5.575,6.2547,13.989,5.2787,31.1209,,,,,,,,,,
2015/9/9,9.43,32.1168,11.14,6.98,10.0968,13.3336,4.8862,21.4381,10.4726,10.5896,13.4637,13.0371,15.2724,10.7546,13.8599,14.0904,32.1748,,,,,,,,,,13.5702,18.84,5.7857,6.4724,14.7373,5.4037,32.4052,,,,,,,,,,
2015/9/10,9.43,31.0032,11.03,7.68,9.6583,13.3336,4.7196,20.5706,10.1011,10.2671,12.8361,12.5081,15.0063,10.4043,13.8599,14.3698,30.9804,,,,,,,,,,13.511,17.99,5.6101,6.2151,14.1187,5.2691,31.6346,,,,,,,,,,
2015/9/11,9.43,31.5699,11.57,8.3899,9.8586,13.3336,4.8794,20.8398,10.3125,10.9399,13.2943,12.7776,15.1144,10.586,13.8599,14.7114,31.6483,,,,,,,,,,14.3702,19.18,5.7067,6.2844,14.3382,5.346,31.9014,,,,,,,,,,
2015/9/14,9.43,28.4179,10.41,7.5519,8.8733,13.3336,4.3931,18.7558,9.2812,9.8451,11.9644,11.4998,13.6013,9.5287,13.8599,13.2403,28.4844,,,,,,,,,,12.9382,17.26,5.136,5.6609,12.9014,4.8172,29.5204,,,,,,,,,,
2015/9/15,9.43,25.5741,9.59,6.7927,8.0883,13.3336,4.0803,16.8813,8.3525,8.8618,10.9483,10.5315,12.2462,9.146,12.4735,11.9166,25.6374,,,,,,,,,,11.6443,15.53,4.6707,5.2155,11.6142,4.6345,28.9375,,,,,,,,,,
2015/9/16,9.43,28.1296,10.53,7.3448,8.8949,11.9987,4.4883,18.5664,9.1852,9.7496,12.0441,11.5897,13.4683,10.0411,11.2277,13.1083,28.1773,,,,,,,,,,12.8098,17.08,5.1097,5.7005,12.6519,5.0575,31.7532,,,,,,,,,,
2015/9/17,9.43,27.8511,10.5,6.704,8.7054,10.8012,4.6584,17.998,9.1467,10.1517,12.1537,11.5897,13.8009,10.0865,10.1069,13.4227,27.4022,,,,,,,,,,12.3752,17.11,4.9341,5.5124,13.3504,4.8845,31.4469,,,,,,,,,,
2015/9/18,9.43,28.746,10.69,6.704,9.1494,9.718,4.8216,18.3969,9.4158,11.1668,12.7514,11.979,15.1809,10.32,9.0954,13.7294,27.8507,,,,,,,,,,12.7999,17.84,4.978,5.5619,13.3204,4.9422,32.9585,,,,,,,,,,
2015/9/21,9.43,30.6353,11.4,6.9998,10.0643,9.6036,4.9712,19.394,9.941,11.7282,13.6978,12.8974,16.4197,10.9233,8.6893,15.0957,30.6343,,,,,,,,,,13.6295,18.9,5.1799,5.7896,14.1686,5.096,33.818,,,,,,,,,,
2015/9/22,9.43,30.3171,11.4,7.1279,9.8532,9.9392,4.91,19.743,9.9154,11.4495,13.4089,12.7676,16.162,10.8649,8.7869,15.0647,33.6958,,,,,,,,,,13.5702,19.59,5.2326,5.8885,13.9491,5.1345,34.2922,,,,,,,,,,
2015/9/23,9.43,29.7404,11.4,6.842,9.8532,9.5273,4.8624,19.2943,9.8705,11.5132,13.5633,12.6578,17.7748,11.0205,8.4667,15.775,34.1638,,,,,,,,,,13.2147,19.94,5.136,5.7401,13.5499,5.1537,33.2351,,,,,,,,,,
2015/9/24,9.43,30.3767,11.4,6.9603,9.9615,9.8553,4.8726,19.8427,9.973,11.5172,13.5683,12.8375,17.3758,11.3773,8.7088,15.7672,33.257,,,,,,,,,,13.3332,19.99,5.2589,5.8192,13.6996,5.1825,33.4623,,,,,,,,,,
2015/9/25,9.43,29.2233,11.4,6.8815,9.2577,9.2374,4.6448,18.706,9.1916,10.709,12.597,11.979,16.2118,10.8454,8.2011,14.5173,32.8621,,,,,,,,,,13.1061,18.04,5.0219,5.552,13.6098,5.1056,33.6402,,,,,,,,,,
2015/9/28,9.43,30.0983,11.4,6.9603,9.6908,9.2603,4.7604,19.3142,9.7488,11.7799,13.628,12.6179,17.833,11.4811,8.33,15.7866,36.1479,,,,,,,,,,13.274,19.1,5.1272,5.6807,12.9912,5.1537,33.4722,,,,,,,,,,
2015/9/29,9.43,30.6054,11.4,6.6843,9.3659,9.0315,4.5802,18.9254,9.6143,12.2099,13.1797,12.2685,19.6205,11.1373,8.0684,15.4295,37.9272,,,,,,,,,,12.7604,18.33,4.9341,5.5025,13.1708,5.0383,32.3657,,,,,,,,,,
2015/9/30,9.43,30.5259,11.4,6.6941,9.3389,9.4815,4.5597,19.2245,9.8065,11.8635,12.9506,12.3284,18.7974,11.1892,7.9551,15.0142,37.5372,,,,,,,,,,12.8493,18.29,4.9692,5.5124,13.1209,5.1345,32.7609,,,,,,,,,,
2015/10/8,9.43,31.9776,11.4,7.0096,9.8045,10.046,4.8318,19.2245,10.2612,13.0499,13.902,13.117,20.6763,11.6692,8.3964,15.9303,37.4397,,,,,,,,,,13.5999,19.43,5.2765,5.8291,14.438,5.2979,34.1737,,,,,,,,,,
2015/10/9,9.43,32.5046,11.4,7.1082,10.1076,10.0307,4.9474,19.2245,10.4854,13.0061,14.6193,13.4564,22.7465,12.2011,8.8533,16.2291,37.8248,,,,,,,,,,14.2221,19.94,5.3643,5.9578,14.6076,5.4037,34.4503,,,,,,,,,,
2015/10/12,9.43,32.5046,11.4,7.611,11.12,10.6944,5.165,19.2245,10.9402,13.6709,15.4411,14.2849,22.4389,12.6487,9.3063,17.2655,36.0211,,,,,,,,,,14.7949,21.32,5.6101,6.225,15.4457,5.6825,35.9323,,,,,,,,,,
2015/10/13,9.43,32.5046,11.4,7.68,10.9793,11.1368,5.2228,19.2245,10.9914,14.0292,16.0388,14.5245,23.0208,12.6162,9.5407,18.0419,39.6237,,,,,,,,,,14.9727,21.63,5.7155,6.3141,15.4757,5.7691,36.3571,,,,,,,,,,
2015/10/14,9.43,32.5046,11.4,7.4631,11.2445,10.9232,5.1412,19.2245,10.6584,13.4122,15.6503,14.5744,22.098,12.0519,9.3141,17.514,38.7072,,,,,,,,,,14.3604,20.72,5.6013,6.1953,14.9369,5.7595,34.6874,,,,,,,,,,
2015/10/15,9.43,32.5046,11.4,7.8772,11.6397,11.8233,5.3588,19.2245,11.1452,14.5149,17.2144,14.9438,23.3866,12.973,9.5211,18.2321,41.8613,,,,,,,,,,15.7925,21.82,5.8647,6.4526,15.6453,5.9518,36.0706,,,,,,,,,,
2015/10/16,9.43,32.5046,11.4,7.9955,11.4882,11.8233,5.3928,19.2245,11.9715,14.4233,17.299,15.0137,23.1289,13.1676,9.8999,18.7872,42.0709,,,,,,,,,,16.4245,22.49,5.9701,6.5021,15.795,6.0287,36.4065,,,,,,,,,,
2015/10/19,9.43,32.5046,11.4,7.8378,11.3149,11.8233,5.2466,19.2245,11.7152,13.9496,17.6178,14.4447,23.6942,13.2843,10.0522,18.2049,43.3384,,,,,,,,,,16.5529,22.02,5.8911,6.8683,15.6154,6.4421,36.3373,,,,,,,,,,
2015/10/20,9.43,32.5046,11.4,8.2223,12.0133,11.8233,5.3928,19.2245,11.9394,14.5627,17.9466,15.5926,24.8083,13.6216,10.2748,18.6513,45.8149,,,,,,,,,,17.2937,22.99,6.0052,6.898,16.4236,6.5575,37.6908,,,,,,,,,,
2015/10/21,9.43,32.5046,11.4,7.4138,10.8114,11.8233,4.9474,19.2245,10.8185,13.1056,16.1534,14.0753,22.3308,12.2595,9.2478,16.8269,41.2324,,,,,,,,,,15.5653,20.73,5.4433,6.2151,14.7972,5.9518,34.4799,,,,,,,,,,
2015/10/22,9.43,32.5046,11.4,7.6603,11.1146,11.8233,5.1922,19.2245,11.1388,13.6988,17.0849,14.7441,23.1372,13.1027,9.525,17.6149,41.9149,,,,,,,,,,16.7998,21.91,5.6452,6.3932,15.1165,6.2979,35.7643,,,,,,,,,,
2015/10/23,9.43,32.5046,11.4,8.0547,11.6343,11.8233,5.3452,19.2245,11.5807,14.3517,17.8868,15.6426,23.9353,13.2649,9.9273,18.399,42.2269,,,,,,,,,,17.1949,23.2,5.8647,6.6407,15.5256,6.9325,36.3274,,,,,,,,,,
2015/10/26,9.43,32.5046,11.4,8.2321,12.7983,11.8233,5.4132,19.2245,11.7216,14.0292,17.4335,16.5709,23.3534,13.3881,10.2124,18.4572,41.4859,,,,,,,,,,16.9776,23.07,6.4529,6.9376,15.7251,6.7979,37.592,,,,,,,,,,
2015/10/27,9.43,32.5046,11.4,8.3406,13.1556,11.8233,5.658,19.2245,11.9394,14.9688,17.4435,16.4212,25.6895,13.226,10.7474,17.9235,41.5639,,,,,,,,,,16.948,23.28,7.1026,7.0662,15.4757,7.0671,37.3846,,,,,,,,,,
2015/10/28,9.43,32.5046,11.4,7.9265,12.4031,11.8233,5.4132,19.2245,11.7857,13.9894,16.5868,16.3114,25.199,12.8692,11.0715,17.4383,41.2471,,,,,,,,,,16.5233,21.61,7.0939,6.8089,14.9668,6.7594,36.2385,,,,,,,,,,
2015/10/29,9.43,32.5046,11.4,8.0054,12.4626,12.1519,5.3792,19.2245,12.0611,14.2124,16.9504,16.2715,25.2572,13.0249,11.2473,17.7585,41.5347,,,,,,,,,,16.8986,21.02,7.05,6.9178,15.0965,6.8748,36.1792,,,,,,,,,,
2015/10/30,9.43,32.5046,11.4,8.0448,12.8633,11.4259,5.5084,19.2245,12.0099,14.292,17.309,16.2715,24.4175,13.1741,11.2785,17.0986,41.5347,,,,,,,,,,16.6715,20.28,6.9095,6.8485,14.7872,6.894,35.873,,,,,,,,,,
2015/11/2,9.43,32.5046,11.4,7.7392,11.5748,11.059,5.6376,19.2245,11.4911,14.6702,17.1247,15.363,25.2323,12.4281,10.7005,16.3999,44.2403,,,,,,,,,,16.1678,19.23,7.6031,6.898,14.5777,6.644,35.458,,,,,,,,,,
2015/11/3,9.43,32.5046,11.4,7.68,10.4162,11.0132,5.573,19.2245,11.7152,14.8692,18.1807,14.9039,26.5043,12.2595,11.0481,16.6134,45.3372,,,,,,,,,,15.9702,19.44,7.2694,6.7594,14.2683,6.5864,37.2265,,,,,,,,,,
2015/11/4,9.43,32.5046,11.4,8.104,10.9359,11.5787,5.862,19.2245,12.7145,16.2467,19.5156,15.9121,28.1837,13.1416,11.5597,17.5159,46.9215,,,,,,,,,,16.9677,20.99,7.5592,7.3631,15.1464,7.2498,38.827,,,,,,,,,,
2015/11/5,9.43,32.5046,11.4,8.2025,11.3257,11.4182,5.8382,19.2245,12.4262,15.8844,19.2914,16.1317,28.9735,13.2973,11.2668,17.2733,45.3859,,,,,,,,,,16.9677,21.32,7.7172,7.2345,15.7151,7.096,38.0169,,,,,,,,,,
2015/11/6,9.43,35.7561,11.4,9.0208,11.2608,12.557,6.2429,19.2245,12.8426,16.2347,19.675,17.0501,31.875,14.627,12.3954,18.5445,49.9245,,,,,,,,,,18.6665,23.45,7.9894,7.4918,17.2916,7.8075,41.8205,,,,,,,,,,
2015/11/9,9.43,39.3356,11.4,9.011,11.6127,12.9009,6.1953,19.2245,13.086,16.1193,19.8792,17.2298,32.5068,16.093,12.411,18.8745,52.401,,,,,,,,,,18.8245,24.31,7.805,7.6303,17.6508,8.1152,43.095,,,,,,,,,,
2015/11/10,9.43,43.2732,11.4,9.0307,12.6467,12.8169,6.2565,19.2245,13.0732,15.9083,19.4259,18.0284,31.8999,15.7946,12.0947,20.5533,54.8726,,,,,,,,,,19.4566,23.82,8.042,7.7887,17.3415,8.3459,41.9786,,,,,,,,,,
2015/11/11,10.37,47.5985,11.4,9.3067,12.6467,12.9238,6.3585,19.2245,13.624,16.6846,19.9938,18.218,32.5733,17.0595,12.372,20.8832,57.5246,,,,,,,,,,19.3677,24.55,8.0596,7.7986,17.9602,8.519,44.4287,,,,,,,,,,
2015/11/12,11.41,52.3613,11.4,9.287,12.6467,12.6716,6.2259,19.2245,13.6945,16.3621,19.9639,18.5475,31.3512,16.6378,12.165,22.1642,58.2948,,,,,,,,,,18.8245,23.77,8.5688,7.6006,18.1996,8.4613,43.8458,,,,,,,,,,
2015/11/13,12.55,57.6014,11.4,8.9222,12.6467,12.0067,5.9947,19.2245,13.5792,15.2554,20.726,17.3895,30.4118,15.5676,11.8135,20.4854,52.4644,,,,,,,,,,18.2616,22.96,8.3493,7.3334,17.2817,8.394,41.949,,,,,,,,,,
2015/11/16,12.66,63.3586,11.4,9.5828,12.6467,12.4118,6.1205,19.2245,14.1813,16.2347,21.1643,18.0284,31.8833,16.6703,12.0283,21.1064,52.5034,,,,,,,,,,18.9134,23.59,8.9815,7.7095,18.7883,8.8459,42.1564,,,,,,,,,,
2015/11/17,12.92,66.5007,11.4,9.2574,12.1811,12.1519,5.9335,19.2245,13.9699,16.0556,20.0386,17.4194,30.0127,17.4487,12.3056,20.204,49.3541,,,,,,,,,,18.1826,22.9,9.3941,7.5017,18.1398,8.5767,40.7239,,,,,,,,,,
2015/11/18,12.1,62.7918,11.4,9.2476,10.9738,12.1061,5.8076,19.2245,13.5151,15.3191,19.1769,16.7706,30.287,16.6508,12.3056,19.6508,50.6996,,,,,,,,,,18.3505,22.48,9.2273,7.3532,18.7484,8.4325,39.7162,,,,,,,,,,
2015/11/19,12.35,69.076,11.4,9.8687,11.2337,13.092,6.1545,19.2245,13.9571,16.0237,19.7497,17.4594,33.3133,18.3179,13.2234,21.6208,55.7696,,,,,,,,,,20.1875,23.29,9.5346,7.858,20.6242,9.2786,43.6878,,,,,,,,,,
2015/11/20,12.91,68.7081,11.4,10.1644,11.342,13.818,6.3925,19.2245,14.1557,16.3303,20.0137,18.0583,32.7562,19.8487,13.7857,23.7848,56.3058,,,,,,,,,,20.385,25.62,10.2018,7.7887,21.1531,10.2016,47.0172,,,,,,,,,,
2015/11/23,14.2,62.1952,11.4,10.0954,11.6181,13.5429,6.2293,19.2245,14.636,15.6973,19.4757,17.9984,31.2681,20.2054,14.1177,23.4839,50.6753,,,,,,,,,,20.8196,24.71,10.1403,7.759,20.6242,9.8363,45.0018,,,,,,,,,,
2015/11/24,14.45,63.9353,11.4,10.4405,11.6181,14.8957,6.6237,19.2245,15.0908,17.0787,20.9999,18.2779,32.4237,22.2292,14.5902,25.1045,53.376,,,,,,,,,,22.5183,25.13,9.7014,8.1549,22.6897,10.4228,46.2565,,,,,,,,,,
2015/11/25,15.2,64.2933,11.4,10.4109,11.8455,15.3772,6.6305,19.2245,16.5,17.5564,21.8567,18.9667,33.4712,22.56,15.8165,24.6484,52.6399,,,,,,,,,,22.3109,25.49,10.3423,8.4913,24.0067,10.7209,47.0468,,,,,,,,,,
2015/11/26,14.72,68.3104,11.4,9.9968,12.4789,16.6994,6.7733,19.2245,18.1525,18.0859,21.2241,18.9168,32.3489,23.4487,15.9727,23.678,54.8092,,,,,,,,,,22.7257,25.01,10.0877,8.7586,24.3061,10.442,45.3574,,,,,,,,,,
2015/11/27,13.53,62.6526,11.4,9.0208,11.2337,15.1937,6.1987,19.2245,16.9419,17.3972,19.5206,18.4676,30.7609,22.1189,14.5668,21.776,51.1384,,,,,,,,,,20.543,23.15,9.078,8.0658,21.9713,9.4709,42.1564,,,,,,,,,,
2015/11/30,13.8,60.6242,11.4,9.0997,10.9143,15.2855,6.1545,19.2245,16.3975,18.4323,19.8144,18.1182,30.0709,22.4822,14.9964,22.4165,52.3035,,,,,,,,,,20.5134,22.44,8.9463,8.8476,21.9713,9.942,43.2333,,,,,,,,,,
2015/12/1,13.32,59.0134,11.4,8.9715,10.5462,14.3683,6.1919,19.2245,16.026,17.2379,20.3624,19.3061,29.1813,20.2314,14.2426,22.5329,49.9733,,,,,,,,,,20.1381,22.2,8.56,8.6992,21.9713,9.6151,42.6899,,,,,,,,,,
2015/12/2,13.47,58.208,11.4,8.8039,10.4487,13.8945,6.0015,19.2245,14.9243,16.2029,19.675,18.5574,28.5994,18.986,13.4186,21.3684,46.3073,,,,,,,,,,19.4566,22.31,8.4635,8.4221,21.9713,9.2017,40.4472,,,,,,,,,,
2015/12/3,13.92,58.9935,11.4,9.0208,10.6923,14.376,6.2259,19.2245,15.5136,16.8598,21.1494,18.7471,29.888,19.6541,13.6295,22.0768,48.1646,,,,,,,,,,20.8393,23,8.8498,8.9466,21.9713,9.5286,41.8106,,,,,,,,,,
2015/12/4,13.88,57.8699,11.4,9.1687,10.7194,14.59,6.1783,19.2245,15.3086,16.183,20.8654,17.9685,30.1208,19.9524,13.7389,22.0963,46.9898,,,,,,,,,,22.3208,22.51,8.92,8.6794,21.9713,9.692,41.5834,,,,,,,,,,
2015/12/7,14.08,61.9864,11.4,9.287,11.0117,14.5441,6.1783,19.2245,15.7954,16.5174,21.4034,17.9485,30.0127,20.7892,13.8677,22.3194,47.5309,,,,,,,,,,22.0442,22.97,8.9727,8.8377,21.9713,9.6536,41.287,,,,,,,,,,
2015/12/8,13.46,63.3785,11.4,8.9321,10.6111,14.59,5.9063,19.2245,15.0524,15.7968,20.4321,17.3995,28.6659,20.2703,14.188,21.155,49.164,,,,,,,,,,22.6467,21.89,8.7971,8.3825,21.9713,9.3267,42.1367,,,,,,,,,,
2015/12/9,13.21,61.7677,11.4,8.9222,10.3134,14.1008,5.7634,19.2245,15.1421,15.5301,20.0436,17.0401,29.1231,19.0897,13.3249,20.4271,47.7795,,,,,,,,,,22.38,21.49,8.7971,8.1845,21.9713,9.3267,40.9511,,,,,,,,,,
2015/12/10,14.01,59.8089,11.4,8.7251,10.3946,14.2155,5.8212,19.2245,15.0524,16.1073,20.8256,17.2497,28.7906,18.96,13.0359,20.8347,45.9222,2.576,,,,,,,,,21.5899,21.79,9.078,8.1153,21.9713,9.5767,40.8721,,,,,,,,,,
2015/12/11,14.73,59.8089,11.4,8.7448,10.4812,14.674,5.845,19.2245,14.4119,16.6249,21.3934,16.7307,28.0423,19.8941,12.7703,20.1263,45.3372,2.8339,,,,,,,,,21.264,22.17,9.6838,8.1351,21.9713,9.9324,39.6865,,,,,,,,,,
2015/12/14,14.8,59.8089,11.4,9.0504,10.8006,14.6817,6.0015,19.2245,14.6617,16.9593,22.2402,17.2897,28.1005,20.5297,13.1218,20.5533,46.434,3.1178,,,,,,,,,21.906,22.74,9.3326,8.3627,21.9713,9.9036,40.8622,,,,,,,,,,
2015/12/15,15.11,59.8089,11.4,9.9574,11.0496,14.9033,6.0287,19.2245,14.8923,16.8279,22.7134,17.2697,28.5162,21.3341,12.8836,20.7765,47.5943,3.4303,,,,,,,,,22.4294,23.15,9.3765,8.4221,21.9713,10.3266,42.1465,,,,,,,,,,
2015/12/16,15.34,59.8089,11.4,10.4011,11.3149,15.4383,6.0627,19.2245,15.1164,16.9434,22.7034,17.7988,29.4972,21.4054,14.1723,21.2326,48.7643,3.7742,,,,,,,,,23.3677,23.16,9.2975,8.4023,21.9713,10.4228,46.3652,,,,,,,,,,
2015/12/17,15.62,59.8089,11.4,10.7658,11.8238,15.5682,6.2769,19.2245,15.8082,17.5166,23.0122,18.1981,30.154,22.1838,14.8206,22.0477,49.8563,4.1518,,,,,,,,,23.4961,23.54,9.3941,8.6497,21.9713,10.4516,50.9987,,,,,,,,,,
2015/12/18,16.52,59.8089,11.4,10.5194,11.5694,15.0562,6.1341,19.2245,15.6737,17.5803,23.8889,17.8187,30.2704,21.8595,14.9534,21.4849,48.7448,4.566,,,,,,,,,23.6344,22.82,8.9639,8.4122,21.9713,9.9613,55.1482,,,,,,,,,,
2015/12/21,16.64,59.8089,11.4,10.4701,11.813,14.9415,6.0661,19.2245,15.7954,17.1703,23.3609,17.7189,30.3203,21.2497,14.7777,21.2035,47.8137,5.0218,,,,,,,,,23.0319,23.05,8.9112,8.5111,21.9713,9.7016,52.8462,,,,,,,,,,
2015/12/22,16.67,59.8089,11.4,10.8348,11.6939,14.8192,6.0933,19.2245,15.7314,17.4808,23.4605,17.9785,31.5092,22.5081,14.8401,21.3976,49.359,5.5245,,,,,,,,,23.1899,23.58,8.9727,8.4518,21.9713,9.7497,52.9055,,,,,,,,,,
2015/12/23,15.94,59.8089,12.54,10.3616,11.2824,14.3378,5.9777,19.2245,15.3919,16.601,22.1107,17.3695,30.0958,22.3719,14.2739,20.5242,49.5784,6.0767,,,,,,,,,22.2615,23.4,8.7444,8.5111,21.9713,9.4613,49.329,,,,,,,,,,
2015/12/24,16.11,59.8089,13.79,10.3715,11.9808,14.5059,6.0219,19.2245,15.2061,16.589,22.6486,17.9785,31.1932,24.3114,14.4496,20.6212,50.919,6.6836,,,,,,,,,22.7554,24.29,8.6829,8.7684,21.9713,9.942,50.4454,,,,,,,,,,
2015/12/25,15.7,59.8089,15.17,10.4996,11.9375,14.6129,6.1341,19.2245,15.5904,16.5452,22.29,18.3378,31.4343,26.0108,14.4887,20.5727,53.9366,7.353,,,,,,,,,22.6368,24.1,8.7356,8.7882,21.9713,10.2401,50.6134,,,,,,,,,,
2015/12/28,15.45,59.8089,16.69,10.2532,11.3149,14.0626,6.0763,19.2245,15.552,16.0516,21.6176,17.6191,30.3868,26.3352,13.7271,19.9613,54.8434,8.0875,,,,,,,,,21.5307,23.19,8.7444,8.7091,21.9713,10.3074,48.104,,,,,,,,,,
2015/12/29,16.2,59.8089,17.75,10.9827,11.9971,14.2078,6.3687,19.2245,16.1093,16.4258,22.3597,17.8387,30.179,25.3362,13.7349,20.0196,57.5246,8.8975,,,,,,,,,21.4912,24.62,8.8234,8.808,21.9713,10.4228,52.0459,,,,,,,,,,
2015/12/30,16.86,59.8089,19.53,10.9137,12.3869,15.0562,6.3483,19.2245,17.7234,16.9513,23.0919,18.5075,32.0496,27.8725,14.723,20.825,62.5945,9.7883,,,,,,,,,21.6788,26.31,8.8673,9.1148,21.9713,11.1247,52.8363,,,,,,,,,,
2015/12/31,15.86,59.8089,19.95,10.756,11.813,14.59,6.0967,19.2245,17.7426,16.2228,22.5042,17.9385,30.6861,25.7514,14.4809,20.8153,58.0121,10.7677,,,,,,,,,20.9282,24.67,8.5425,8.7586,21.9713,10.7209,49.6946,,,,,,,,,,
2016/1/4,14.27,59.8089,17.96,9.6912,11.2121,13.1302,5.488,19.2245,15.9748,14.6025,20.97,16.1417,27.6183,23.1762,13.032,18.7483,52.2109,11.8434,,,,,,,,,18.8344,22.2,7.6909,7.8876,21.9713,9.6536,44.7251,,,,,,,,,,
2016/1/5,12.85,59.8089,19.12,9.8588,11.7155,11.8157,5.5254,19.2245,14.3798,13.8899,23.0222,15.4229,25.5233,23.4162,12.3798,17.5159,48.7496,13.0285,,,,,,,,,17.7381,21.28,7.6031,7.4126,21.9713,8.7017,45.2685,,,,,,,,,,
2016/1/6,13.11,59.8089,20.29,9.918,12.4193,12.4347,5.5764,19.2245,15.3086,14.085,23.5004,15.6825,26.1052,23.5784,12.6688,18.0108,49.7246,14.3309,,,,,,,,,18.0344,21.71,7.6645,7.6204,21.9713,8.9517,45.5254,,,,,,,,,,
2016/1/7,11.8,59.8089,18.26,8.9222,11.1796,11.189,5.0324,19.2245,13.7777,12.6757,21.1494,14.1152,23.4947,21.2238,11.7393,16.2059,44.7522,15.7634,,,,,,,,,16.227,19.54,6.9007,6.8584,21.9713,8.0575,40.9709,,,,,,,,,,
2016/1/8,11.38,59.8089,17.3,8.7349,12.3002,11.1049,4.9644,19.2245,13.086,12.3214,19.1769,13.8856,22.655,19.9914,11.9346,15.9633,42.4609,17.3393,,,,,,,,,15.9999,19.63,6.7251,6.7396,21.9713,7.6921,40.3089,,,,,,,,,,
2016/1/11,10.24,59.8089,15.57,7.8575,11.748,9.9967,4.4713,21.1489,11.7793,11.0912,17.2592,12.4981,20.3937,17.9935,10.7396,14.3718,38.2148,19.074,,,,,,,,,14.3999,17.67,6.0491,6.0667,21.9713,6.9229,36.278,,,,,,,,,,
2016/1/12,10.33,59.8089,15.95,7.6603,10.5732,9.7445,4.5495,23.2628,11.7152,12.2019,16.248,12.6778,20.6514,18.8757,10.1967,14.265,38.8973,17.1673,,,,,,,,,14.8048,17.61,6.1193,6.0172,21.9713,6.8844,36.9103,,,,,,,,,,
2016/1/13,9.91,59.8089,14.8,6.8913,10.8764,9.3547,4.4373,22.1261,10.953,12.2935,14.6242,12.4681,18.5896,19.3816,9.8804,13.5275,35.7384,15.4509,,,,,,,,,13.59,16.51,5.812,5.6708,21.9713,6.5094,33.6501,,,,,,,,,,
2016/1/14,10.45,59.8089,14.97,7.2462,10.8656,9.7139,4.757,23.6318,11.4462,13.3206,15.6105,13.1769,19.9198,21.2692,10.638,14.3233,39.3117,15.1071,,,,,,,,,14.5184,17.12,6.0315,5.9281,21.9713,6.721,35.5371,,,,,,,,,,
2016/1/15,10.2,59.8089,13.84,6.7237,10.9576,9.1636,4.5665,24.599,10.2997,13.6072,14.6491,12.3583,18.7891,21.6714,9.6773,13.7507,39.38,13.5964,,,,,,,,,13.8468,16.29,5.7857,5.5817,21.9713,6.4806,33.1561,,,,,,,,,,
2016/1/18,10.5,59.8089,15,6.9603,10.871,9.4388,4.6958,27.0619,10.6199,14.0213,15.5607,12.8075,19.8533,22.4692,9.9624,14.2844,41.8711,12.7967,,,,,,,,,14.3011,16.83,6.0052,5.8192,21.9713,6.7017,33.6501,,,,,,,,,,
2016/1/19,10.9,59.8089,16.5,7.335,11.1958,9.9661,4.8556,28.6373,11.4014,14.3557,16.248,13.3765,21.4079,23.6757,10.7279,14.9928,44.6059,13.7943,,,,,,,,,14.8739,17.48,6.251,6.0271,21.9713,6.971,37.019,,,,,,,,,,
