ÈÕÆÚ,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH
2014/1/2,7.7623,6.9216,7.7718,2.3076,5.1,7.5728,5.2385,3.4306,3.74,5.2069,7.5653,5.4497,4.7177,4.5281,2.775,3.4592,4.948,8.0407,3.3096,3.4442,3.3174,8.9773,3.9696,,,,,,2.5201,3.3694,11.7541,,,,,2.0365,5.75,,,,
2014/1/3,7.8409,6.787,7.5756,2.3016,5.1,7.4456,5.2027,3.3434,3.68,5.2358,7.4158,5.4303,4.662,4.4371,2.6874,3.4347,4.9589,8.1571,3.227,3.4381,3.2506,8.8127,3.9636,,,,,,2.5082,3.3672,11.6908,,,,,2.0167,5.68,,,,
2014/1/6,7.8998,6.6236,7.317,2.2408,4.91,7.1618,5.0892,3.1793,3.55,5.3129,7.774,5.1163,4.5275,4.4326,2.5571,3.5228,4.8207,8.2832,3.1081,3.282,3.0592,8.6281,3.8244,,,,,,2.3828,3.2302,11.7496,,,,,1.9673,5.54,,,,
2014/1/7,7.7524,6.6909,7.4107,2.2408,4.89,7.201,5.125,3.1332,3.56,5.2744,7.6555,5.0825,4.5833,4.2962,2.6092,3.5668,4.7479,8.3511,3.0784,3.2911,3.0895,8.5434,3.8304,,,,,,2.4932,3.2459,11.9259,,,,,1.9574,5.44,,,,
2014/1/8,7.9096,6.7101,7.2546,2.2166,4.9,7.1618,5.2744,3.1229,3.52,5.3322,7.5512,5.1356,4.5865,4.3326,2.5831,3.5374,4.7516,8.2735,3.0817,3.2973,3.126,8.688,3.9636,,,,,,2.538,3.347,12.4322,,,,,1.9574,5.27,,,,
2014/1/9,7.723,6.5371,7.2056,2.174,4.93,6.9564,5.2744,2.9947,3.41,5.1586,7.4525,5.039,4.4062,4.3235,2.5887,3.4053,4.6606,8.031,3.0421,3.1779,2.9437,8.2142,3.8062,,,,,,2.4096,3.2504,12.1112,,,,,1.9376,5.12,,,,
2014/1/10,7.5657,6.364,7.0138,2.1072,4.82,6.839,5.2744,2.8563,3.23,4.8887,7.21,4.8796,4.3374,4.2417,2.5235,3.2879,4.4969,7.7595,2.9033,3.083,2.9073,8.3289,3.7972,,,,,,2.4962,3.1897,11.9575,,,,,1.9179,4.94,,,,
2014/1/13,7.4577,6.3544,6.9737,2.1133,4.43,7.0151,5.2744,2.9024,3.17,4.7537,7.0577,4.952,4.3439,4.278,2.5068,3.376,4.5333,7.7983,2.8274,3.0983,2.9771,8.3239,3.7699,,,,,,2.5589,3.2234,11.8445,,,,,1.9179,4.93,,,,
2014/1/14,7.5461,6.4217,7.0406,2.1376,4.54,7.1325,5.2744,2.9537,3.26,4.8404,7.0972,5.0342,4.5144,4.3189,2.5738,3.4836,4.6024,7.9049,2.8835,3.184,3.0501,8.4586,3.897,,,,,,2.6157,3.3043,12.2016,,,,,1.9475,5.01,,,,
2014/1/15,7.7033,6.3832,7.152,2.1498,4.49,7.1227,5.2744,2.9588,3.29,4.8019,7.1282,4.9714,4.5308,4.3371,2.585,3.4836,4.5915,7.934,3.0388,3.1962,3.1199,8.4137,4.018,,,,,,2.5977,3.3088,12.161,,,,,1.9871,5.05,,,,
2014/1/16,7.89,6.3929,7.0852,2.1558,4.48,7.1129,5.2744,2.9794,3.27,4.8308,7.0042,5.0293,4.7472,4.3235,2.6334,3.6206,4.6315,7.9146,2.9529,3.2024,3.0835,8.3838,4.0211,,,,,,2.5291,3.3357,12.1564,,,,,1.9772,5,,,,
2014/1/17,7.8212,6.3448,6.9113,2.1255,4.51,6.9172,5.2744,2.9024,3.19,4.744,6.5869,5.01,4.721,4.2508,2.5831,3.65,4.6242,7.808,2.8868,3.1687,3.0227,8.3389,3.9908,,,,,,2.6246,3.4211,12.1157,,,,,1.9376,4.83,,,,
2014/1/20,7.723,6.3256,6.6437,2.0951,4.54,6.8488,5.2744,2.9076,3.23,4.6669,6.7335,5.0149,4.7636,4.2508,2.6483,3.6402,4.5296,7.9146,2.8703,3.1319,3.0592,8.4286,3.9242,,,,,,2.5709,3.2436,11.6682,,,,,1.9277,4.73,,,,
2014/1/21,7.7721,6.4505,6.7106,2.1194,4.55,6.9564,5.2744,2.9691,3.25,4.7247,6.5361,5.0922,4.7734,4.3099,2.6465,3.6647,4.5842,8.0601,2.9232,3.2024,3.0865,8.7379,4.13,,,,,,2.6604,3.3515,11.9259,,,,,1.997,4.81,,,,
2014/1/22,7.8802,6.6043,6.9469,2.174,4.64,7.1325,5.2744,3.0101,3.36,5.0044,6.9139,5.2274,4.8062,4.3644,2.6893,3.8212,4.7297,8.1862,3.0123,3.3064,3.1959,8.8127,4.1391,,,,,,2.6843,3.4638,12.1022,,,,,2.0464,4.91,,,,
2014/1/23,8.0177,6.5755,6.9514,2.174,4.64,7.1912,5.2744,3.0358,3.37,4.9658,6.9083,5.2323,4.9341,4.3917,2.6893,3.7968,4.7406,8.1959,2.9925,3.3371,3.2354,9.062,4.1058,,,,,,2.6873,3.5267,12.2875,,,,,2.0464,4.97,,,,
2014/1/24,8.057,6.6332,7.0896,2.1983,4.66,7.2401,5.2744,3.0153,3.4,4.9947,7.1931,5.3144,5.0062,4.5508,2.7228,3.8066,4.828,8.0019,3.0289,3.3769,3.3083,9.0571,4.1451,,,,,,2.7321,3.502,12.604,,,,,2.0662,5.03,,,,
2014/1/27,8.0374,6.5947,6.8533,2.1923,4.92,7.3086,5.2744,3.0101,3.38,4.9272,7.0493,5.1936,4.9046,4.6372,2.7247,3.7283,4.8207,7.9631,3.0223,3.3462,3.2657,8.9673,4.1784,,,,,,2.6425,3.5491,12.5497,,,,,2.0167,4.95,,,,
2014/1/28,8.0472,6.6043,6.8132,2.1862,4.93,7.2597,5.2744,3.0511,3.38,4.9562,6.7927,5.1984,4.8947,4.6463,2.7452,3.7625,4.7989,7.9437,2.9958,3.3615,3.2263,8.9174,4.1209,15.9899,,,,,2.6097,3.5446,12.7441,,,,,2.0167,4.97,,,,
2014/1/29,8.1062,6.5947,6.8043,2.1983,5,7.289,5.2744,3.0614,3.36,4.9658,6.8124,5.2081,4.9898,4.8054,2.883,3.8261,4.8862,7.9825,3.0256,3.4197,3.2901,9.0471,4.1572,17.5909,,,,,2.6425,3.5581,12.7125,,,,,2.0266,5,,,,
2014/1/30,8.2339,6.4986,6.6571,2.1862,5.07,7.2303,5.2744,3.0511,3.33,4.9658,6.8265,5.2323,4.9668,4.9054,2.978,3.9338,4.7843,8.0116,2.9925,3.3738,3.2263,9.1568,4.1209,16.4099,,,,,2.55,3.4233,12.7125,,,,,1.9871,5.01,,,,
2014/2/7,8.2044,6.5755,6.8444,2.1983,5.1,7.4456,5.2744,3.0614,3.39,5.014,6.9224,5.2902,5.0521,4.9509,3.0953,3.9484,4.8935,8.225,3.0751,3.4411,3.2901,9.491,4.1814,16.9211,,,,,2.6097,3.4952,12.7261,,,,,2.0266,5.05,,,,
2014/2/10,8.5385,6.8639,7.0004,2.253,5.08,7.7782,5.2744,3.1383,3.51,5.1394,7.0775,5.4593,5.1603,4.96,3.0916,3.9631,5.0062,8.3414,3.161,3.4932,3.3964,9.491,4.2328,18.6133,,,,,2.6903,3.5783,12.8662,,,,,2.0662,5.2,,,,
2014/2/11,8.4501,6.9024,7.0539,2.2591,5,7.6902,5.2744,3.1588,3.5,5.1008,7.0606,5.5415,5.1799,5.01,3.0432,3.8506,5.0026,8.322,3.1643,3.4809,3.4116,9.491,4.1148,19.5366,,,,,2.6545,3.502,12.9973,,,,,2.0563,5.23,,,,
2014/2/12,8.7546,6.9504,7.045,2.3016,5.06,7.925,5.2744,3.2409,3.62,5.1779,7.3482,5.556,5.1931,5.1827,3.0506,4.1001,5.0353,8.4093,3.3063,3.6248,3.4602,9.3114,4.1723,20.7452,,,,,2.756,3.6929,13.1555,,,,,2.0859,5.31,,,,
2014/2/13,8.7448,6.8158,6.8444,2.2773,5.03,7.7097,5.2744,3.1947,3.56,5.0429,7.1564,5.5366,4.98,5.1464,2.9426,3.9974,4.9407,8.2056,3.2006,3.5514,3.366,9.6306,4.0271,20.0319,,,,,2.6575,3.5446,12.9431,,,,,2.0464,5.21,,,,
2014/2/14,8.7645,6.8639,6.9336,2.3076,5.09,7.7685,5.2744,3.2922,3.59,5.2551,7.3454,5.556,5.1373,5.2146,3.0208,4.1637,5.0353,8.6324,3.2733,3.6799,3.4389,9.6655,4.0967,22.0371,,,,,2.7022,3.7288,12.8707,,,,,2.0859,5.27,,,,
2014/2/17,8.7252,6.9216,7.3126,2.3259,5.14,7.9641,5.2744,3.3434,3.63,5.2744,7.3566,5.6043,5.2783,5.2737,3.0581,4.1833,5.119,8.6809,3.3228,3.7014,3.4754,9.7004,4.2117,24.2404,,,,,2.7799,3.7513,13.3816,,,,,2.1057,5.38,,,,
2014/2/18,8.9512,6.8447,7.433,2.3016,5.26,7.9446,5.2744,3.3486,3.62,5.4479,7.1903,5.6139,5.2914,5.4191,3.0357,4.2763,5.0608,8.9331,3.3129,3.6738,3.4632,9.4511,4.2419,25.3025,,,,,2.7918,3.7603,13.7884,,,,,2.0958,5.37,,,,
2014/2/19,8.8627,6.9024,7.5088,2.3198,5.17,7.8174,5.2744,3.3332,3.62,5.4479,7.1339,5.5849,5.2193,5.5783,2.9985,4.2518,5.1008,8.9719,3.3889,3.6003,3.5118,9.2067,4.4144,26.5111,,,,,2.744,3.6951,13.594,,,,,2.1255,5.41,,,,
2014/2/20,8.6859,6.8062,7.3036,2.2894,5.09,7.5923,5.2744,3.2511,3.53,5.3418,7.1621,5.4642,5.0718,5.3646,3.0171,4.3056,5.0135,8.6421,3.3559,3.5605,3.448,9.1319,4.3781,26.0752,,,,,2.7202,3.6008,13.5172,,,,,2.1057,5.32,,,,
2014/2/21,8.5581,6.7005,7.2724,2.2591,5.08,7.6804,5.2744,3.2922,3.61,5.3033,7.069,5.382,5.1111,5.1736,2.9463,4.2567,4.9735,8.6033,3.2105,3.5146,3.4571,8.8875,4.3266,25.7463,,,,,2.6933,3.5671,13.5398,,,,,2.076,5.31,,,,
2014/2/24,8.5876,6.5467,6.9425,2.338,5.11,7.7195,5.2744,3.2614,3.53,5.3901,6.5812,5.2564,5.1636,5.3328,2.8327,4.2078,4.9298,8.7585,3.1841,3.5514,3.4419,8.9623,4.2873,25.1638,,,,,2.6545,3.6525,13.5579,,,,,2.0266,5.2,,,,
2014/2/25,8.1553,6.3159,6.51,2.3016,4.96,7.3673,5.2744,3.164,3.37,5.2358,6.3444,5.0728,4.9177,4.96,2.6074,4.1588,4.7006,8.3899,3.0685,3.3769,3.4906,8.4785,3.9938,24.0898,,,,,2.4246,3.5132,12.8843,,,,,1.9574,5.16,,,,
2014/2/26,8.3911,6.364,6.4475,2.3987,4.97,7.5239,5.2744,3.3229,3.41,5.5154,6.2823,5.1453,4.9636,5.0009,2.68,4.2322,4.7297,8.4093,3.0487,3.3095,3.4025,8.4187,3.894,24.8903,,,,,2.3887,3.4346,13.255,,,,,1.9871,5.29,,,,
2014/2/27,8.3027,6.3352,6.4297,2.3319,4.94,7.5532,5.2744,3.2358,3.35,5.5251,6.3105,5.0245,4.8783,4.91,2.6725,4.0267,4.5333,8.2541,3.0157,3.3064,3.3144,8.693,3.7669,24.2919,,,,,2.3171,3.2953,12.4232,,,,,1.9673,5.13,,,,
2014/2/28,8.3911,6.4505,6.5412,2.3502,5.09,7.6706,5.2744,3.1332,3.37,5.6022,6.4994,5.1695,4.8751,5.0009,2.7154,4.1099,4.6133,8.5257,3.1081,3.3248,3.3113,8.6281,3.8728,26.3526,,,,,2.3619,3.3155,12.7984,,,,,1.9871,5.17,,,,
2014/3/3,8.735,6.4986,6.5813,2.3987,5.19,7.7685,5.2744,3.1691,3.42,5.5925,6.6404,5.2999,4.9767,5.1555,2.7899,4.1833,4.7188,8.6227,3.1213,3.3922,3.3721,8.7478,3.9242,27.264,,,,,2.4066,3.4009,13.7839,,,,,2.0167,5.21,,,,
2014/3/4,8.6367,6.5371,6.7062,2.3987,5.14,7.8761,5.2744,3.2152,3.62,5.5636,6.5812,5.2516,4.9505,5.1555,2.7731,4.1246,4.7261,8.7391,3.1147,3.3615,3.366,8.7129,3.8819,25.7582,,,,,2.3887,3.3492,13.6393,,,,,2.0068,5.23,,,,
2014/3/5,8.6564,6.5082,6.559,2.3866,5.19,7.8467,5.2744,3.2768,3.54,5.5154,6.2654,5.2468,4.8685,5.1054,2.8085,4.2665,4.6788,8.613,3.118,3.3799,3.3478,8.6132,3.8758,25.2351,,,,,2.3738,3.3223,13.4313,,,,,1.997,5.34,,,,
2014/3/6,8.7055,6.5178,6.5456,2.4534,5.18,8.1696,5.2744,3.3332,3.55,5.4479,6.4233,5.1598,4.9341,5.501,2.7973,4.2322,4.606,8.8264,3.2204,3.3554,3.4055,8.5583,3.8788,25.4729,,,,,2.4066,3.338,13.6212,,,,,2.0266,5.27,,,,
2014/3/7,8.7252,6.4601,6.5456,2.4655,5.23,8.1109,5.2744,3.446,3.49,5.4479,6.3444,5.1115,4.9013,5.5101,2.7601,4.2567,4.6169,8.6906,3.1081,3.3187,3.4025,8.6032,3.8577,23.0912,,,,,2.3708,3.2886,13.6302,,,,,1.997,5.16,,,,
2014/3/10,8.3125,6.239,6.5456,2.3441,5.08,7.6804,5.2744,3.5281,3.33,5.3418,6.0342,4.8989,4.7111,5.2691,2.68,4.0463,4.4314,8.2735,2.9397,3.1748,3.1351,8.3788,3.6671,21.9975,,,,,2.2544,3.2324,13.5172,,,,,1.9673,4.95,,,,
2014/3/11,8.3911,6.2679,6.5456,2.3259,5.28,7.5923,5.2744,3.5229,3.34,5.4286,5.8988,4.9037,4.7242,5.41,2.693,4.0561,4.7261,8.2832,2.91,3.1962,3.1139,8.7329,3.6761,22.1917,,,,,2.2902,3.2324,13.255,,,,,1.9772,4.93,,,,
2014/3/12,8.4107,6.239,6.5456,2.2834,5.27,7.7391,5.2744,3.5332,3.47,5.4383,6.2767,4.8796,4.7144,5.4964,2.6651,3.8897,4.6788,8.1765,2.9661,3.1717,3.0379,8.6281,3.6882,21.7161,,,,,2.2991,3.2616,13.2007,,,,,1.9871,4.97,,,,
2014/3/13,8.6073,6.5082,6.5456,2.2955,5.44,7.7978,5.2744,3.6306,3.42,5.4383,6.1639,4.8989,4.6587,5.4282,2.7657,4.0316,4.6788,8.2347,2.9562,3.2115,3.1047,8.7229,3.7669,22.0133,,,,,2.338,3.2908,13.3138,,,,,2.0068,5.14,,,,
2014/3/14,8.8038,6.5947,6.5456,2.2834,5.4,7.7391,5.2744,3.6306,3.47,5.3804,6.2034,4.8989,4.7406,5.3191,2.7545,3.9729,4.6351,8.128,2.9496,3.2911,3.0713,8.9224,3.8304,21.6646,,,,,2.329,3.32,13.6528,,,,,2.0068,5.08,,,,
2014/3/17,9.1575,7.2292,6.6527,2.4048,5.42,8.013,5.2744,3.6357,3.53,5.419,6.2457,5.0342,4.8423,5.4964,2.8532,4.0512,4.7079,8.3511,3.0024,3.3309,3.1625,9.067,3.8577,22.152,,,,,2.5619,3.3694,14.6836,,,,,2.0662,5.16,,,,
2014/3/18,9.1378,6.9985,6.7775,2.3623,5.32,8.062,5.2744,3.5229,3.57,5.5925,6.037,5.0197,4.8226,5.4782,2.8476,4.0659,4.6788,8.3511,3.0289,3.3064,3.2323,8.9074,3.8667,22.2313,,,,,2.5291,3.3447,14.8056,,,,,2.0266,5.38,,,,
2014/3/19,9.1673,6.8639,6.5768,2.3744,5.35,8.1402,5.2744,3.4255,3.64,5.5733,6.0201,5.0004,4.9242,5.4328,2.8327,4.105,4.6388,8.8361,3.052,3.2942,3.2445,9.1319,3.9061,21.6329,,,,,2.541,3.2953,14.5479,,,,,2.0167,5.37,,,,
2014/3/20,8.7743,6.7005,6.617,2.3016,5.23,7.788,5.2744,3.7691,3.54,5.3129,6.037,4.9327,4.8226,5.3782,2.7433,3.9387,4.5842,8.4869,2.9397,3.2146,3.129,8.8027,3.9363,21.3634,,,,,2.4574,3.2279,14.1049,,,,,1.997,5.07,,,,
2014/3/21,8.9413,6.8255,6.724,2.3502,5.37,7.9837,5.2744,3.687,3.89,5.3708,6.2259,5.0487,4.8947,5.3873,2.8029,4.012,4.7079,8.8264,2.9793,3.3003,3.2445,8.8975,4.0997,21.3476,,,,,2.4843,3.2414,13.8608,,,,,2.0859,5.18,,,,
2014/3/24,9.4228,6.8447,7.1431,2.3623,5.38,8.0522,5.2744,3.687,4.11,5.4865,6.6235,5.1308,4.9242,5.1464,2.8681,4.0218,4.9553,9.0786,3.0024,3.3585,3.2688,8.9872,4.1269,20.127,,,,,2.5798,3.1987,13.3499,,,,,2.076,5.31,,,,
2014/3/25,9.4326,6.7582,7.0094,2.3744,5.44,7.9348,5.2744,3.7383,3.95,5.4576,6.5164,5.1211,4.9668,5.0009,2.8625,3.9974,4.8389,8.9719,3.0355,3.3462,3.2718,8.9773,4.1935,20.3252,,,,,2.5679,3.2077,13.5172,,,,,2.0662,5.28,,,,
2014/3/26,9.3147,6.7101,6.9781,2.3987,5.45,8.2479,5.2744,3.7896,3.83,5.4576,6.4543,5.097,4.9767,4.9372,2.842,4.0414,4.8498,8.8555,3.019,3.383,3.284,8.9324,4.2207,20.2261,,,,,2.5649,3.2436,13.9195,,,,,2.0958,5.28,,,,
2014/3/27,9.1477,6.6909,7.0049,2.3562,5.35,7.9935,5.2744,3.6562,3.77,5.3129,6.3754,5.0728,4.957,4.8145,2.8197,3.968,4.8207,8.6906,2.943,3.3156,3.1959,8.7279,4.1179,19.1007,,,,,2.4365,3.1538,13.3409,,,,,2.0662,5.31,,,,
2014/3/28,8.8824,6.7293,6.9826,2.3198,5.12,7.8859,5.2744,3.5229,3.81,5.2551,6.3951,4.9472,4.5603,4.8463,2.734,3.9093,4.868,8.4966,2.91,3.2207,3.1078,8.5583,4.0725,19.0214,,,,,2.4962,3.1111,13.1872,,,,,2.0464,5.24,,,,
2014/3/31,8.6662,6.4794,6.8087,2.3016,5.17,7.8467,5.2744,3.6409,3.66,5.2261,6.4797,5.353,4.4915,4.8099,2.7675,3.9778,4.9517,8.5451,2.9033,3.2146,3.1139,8.5733,4.0785,18.8312,,,,,2.4186,3.046,13.2459,,,,,2.0464,5.13,,,,
2014/4/1,8.8333,6.5371,6.8711,2.3441,5.23,7.9641,5.2744,3.5537,3.69,5.3708,6.4459,5.5125,4.5964,4.8099,2.7843,4.0316,4.9589,8.6421,2.9397,3.2758,3.1655,8.7778,4.136,19.489,,,,,2.4783,3.2122,13.2233,,,,,2.0662,5.15,,,,
2014/4/2,8.7448,6.5563,7.0138,2.3502,5.26,8.1011,5.2744,3.5537,3.7,5.3611,6.443,5.556,4.5865,4.8145,2.8215,4.0414,4.8498,8.4966,3.1213,3.2697,3.1716,8.7877,4.0997,19.8457,,,,,2.5261,3.1426,12.7306,,,,,2.0859,5.24,,,,
2014/4/3,8.7743,6.5659,7.1075,2.3502,5.23,7.7685,5.2744,3.4614,3.75,5.3708,6.7025,5.6188,4.6357,4.8145,2.8513,4.1099,4.8534,8.7973,3.1808,3.2881,3.2627,8.9024,4.1269,19.7783,,,,,2.541,3.1291,12.8617,,,,,2.0563,5.21,,,,
2014/4/4,8.8529,6.614,7.3616,2.3684,5.29,7.7587,5.2744,3.4973,3.73,5.4286,6.8293,5.5898,4.58,4.8463,2.87,4.1441,4.8716,8.8458,3.1379,3.3126,3.284,8.9972,4.1451,19.7942,,,,,2.5709,3.2392,13.255,,,,,2.0859,5.19,,,,
2014/4/8,8.9905,6.6813,7.3438,2.3744,5.44,7.7978,5.8,3.4922,3.81,5.5154,6.8181,5.3385,4.6193,4.91,2.9221,4.56,4.9371,8.8652,3.237,3.3554,3.2992,9.0221,4.2449,20.0517,,,,,2.5768,3.3223,13.2007,,,,,2.0958,5.31,,,,
2014/4/9,9.0691,6.7293,7.433,2.3623,5.44,8.0033,6.3794,3.5281,3.81,5.5154,6.9901,5.3047,4.6521,4.9509,2.9128,4.6481,4.9808,8.8167,3.2766,3.3585,3.3113,9.0172,4.2419,20.6303,,,,,2.5948,3.3268,13.5036,,,,,2.0859,5.3,,,,
2014/4/10,9.6095,6.7678,7.3794,2.3562,5.5,7.8369,7.0186,3.5281,3.78,5.4865,6.773,5.4062,4.6521,4.96,2.8644,4.5013,4.9553,8.9525,3.1841,3.3769,3.2901,8.9723,4.2782,21.3991,,,,,2.5649,3.3245,13.3318,,,,,2.0859,5.4,,,,
2014/4/11,9.4228,6.6428,7.3126,2.338,5.6,7.8761,6.7498,3.4819,3.67,5.4961,6.7899,5.2999,4.6816,4.7827,2.9761,4.472,4.9153,9.0592,3.1114,3.3707,3.2688,8.8526,4.2752,20.2103,,,,,2.535,3.2976,13.3183,,,,,2.0859,5.47,,,,
2014/4/14,9.58,6.7582,7.375,2.3502,5.58,7.9739,6.708,3.4973,3.64,5.5347,6.9083,5.8313,4.839,4.9554,2.9742,4.5356,4.9407,9.0786,3.1511,3.3922,3.3204,9.1568,4.3206,19.7942,,,,,2.6037,3.2976,13.3364,,,,,2.1255,5.43,,,,
2014/4/15,9.6291,6.7197,7.2323,2.338,5.5,7.8956,6.4392,3.4357,3.63,5.3804,6.8942,5.9038,4.8062,4.9009,2.9761,4.3937,4.8498,8.904,3.1478,3.3524,3.2931,9.0521,4.1844,19.6396,,,,,2.5918,3.2684,13.2324,,,,,2.0958,5.52,,,,
2014/4/16,9.58,6.7582,7.21,2.3623,5.73,7.8174,6.4511,3.4306,3.62,5.3997,6.7617,6.4932,4.7865,5.0054,3.0245,4.4573,4.9371,9.2144,3.1577,3.3554,3.3204,9.092,4.1814,19.386,,,,,2.5977,3.2661,13.255,,,,,2.076,5.81,,,,
2014/4/17,9.5112,6.7389,7.1342,2.3684,5.74,7.8467,6.475,3.4204,3.58,5.5347,6.7758,6.3193,4.7603,5.0009,2.9891,4.3203,4.8607,9.1562,3.118,3.3646,3.3812,9.1069,4.2117,19.4653,,,,,2.6007,3.2841,13.2188,,,,,2.0662,5.79,,,,
2014/4/18,9.5898,6.7485,7.1877,2.3866,5.7,7.7978,6.4929,3.3793,3.61,5.6697,6.7307,6.271,4.7865,4.9782,2.9556,4.3692,4.8825,9.1659,3.1048,3.3646,3.3812,8.9174,4.254,19.5564,,,,,2.6276,3.329,13.1601,,,,,2.0662,5.79,,,,
2014/4/21,9.4523,6.5659,6.9202,2.3502,5.48,7.5923,6.1823,3.3742,3.49,5.6215,6.6545,6.1599,4.6718,4.8145,2.9538,4.4181,4.6897,8.7973,3.0223,3.233,3.2809,8.4785,4.13,20.0755,,,,,2.6336,3.329,13.1465,,,,,2.0266,5.79,,,,
2014/4/22,9.6586,6.4986,6.8578,2.3198,5.68,7.5434,6.3197,3.1896,3.46,5.6215,6.5699,5.9908,4.6423,4.7918,2.9575,4.3986,4.6497,8.9525,3.0223,3.0554,3.208,8.5533,4.0604,19.4534,,,,,2.5888,3.2728,12.9295,,,,,2.0365,5.89,,,,
2014/4/23,9.7077,6.5178,6.8444,2.338,5.59,7.5728,6.1763,3.1076,3.48,5.6215,6.6799,5.8748,4.6423,4.6963,2.9351,4.5209,4.606,8.8943,3.0123,3.0187,3.1898,8.5084,4.0332,19.2473,,,,,2.5649,3.1852,12.8391,,,,,2.0167,6.48,,,,
2014/4/24,9.5603,6.5178,6.8622,2.3198,5.55,7.4651,6.2062,3.0922,3.46,5.6215,6.7786,5.7395,4.5997,4.7918,2.9202,4.5502,4.6097,8.71,2.9793,3.0095,3.1807,8.5134,4.0513,18.4746,,,,,2.5201,3.1223,12.6447,,,,,2.0266,6.36,,,,
2014/4/25,8.961,6.4505,6.5947,2.2469,5.23,7.1325,6.1106,3.0204,3.3,5.6215,6.4008,5.527,4.5144,4.7236,2.8774,4.2175,4.4714,8.6421,2.9067,2.9605,3.126,8.4885,3.8546,17.8801,,,,,2.4275,3.1179,12.4006,,,,,1.997,6.11,,,,
2014/4/28,8.6269,6.2679,6.6125,2.1983,5.13,6.9955,5.7941,2.8819,3.3,5.6215,6.443,5.4207,4.4357,4.4326,2.7936,3.9827,4.395,8.1862,2.8406,2.8074,2.9711,7.905,3.7518,16.8815,,,,,2.335,3.1336,12.1971,,,,,1.9574,5.95,,,,
2014/4/29,8.8136,6.3159,6.6705,2.2166,5.23,7.1031,5.9135,2.9383,3.14,5.6215,6.6686,5.8941,4.4587,4.419,2.8308,4.0512,4.3222,8.2541,2.8604,2.838,3.0227,8.0396,3.8577,17.2223,,,,,2.3887,3.156,12.4322,,,,,1.9475,6.09,,,,
2014/4/30,9.0887,6.3448,6.6794,2.2469,5.33,7.1227,5.9971,3.1127,2.98,5.6215,6.8222,5.6622,4.5349,4.4371,2.8234,4.0512,4.3295,8.2153,2.8769,2.8595,3.0683,8.1045,3.897,17.6107,,,,,2.4007,3.1336,12.5678,,,,,1.9574,5.75,,,,
2014/5/5,9.2951,6.3736,6.7195,2.2651,5.34,7.201,6.1166,3.0665,2.95,5.6215,6.7454,5.5753,4.5648,4.4644,2.8551,4.0708,4.3914,8.2735,2.8901,2.9023,3.0987,8.299,3.9363,17.8445,,,,,2.4365,3.183,12.6763,,,,,1.9673,5.66,,,,
2014/5/6,9.3835,6.3832,6.6794,2.2408,5.43,7.2401,6.1345,3.0563,2.98,5.6215,6.8705,5.87,4.5913,4.5417,2.9147,4.1099,4.435,8.419,2.9033,2.9238,3.129,8.4336,3.9757,18.1298,,,,,2.4544,3.1875,13.0651,,,,,1.9673,5.59,,,,
2014/5/7,9.5014,6.2775,6.4342,2.2166,5.36,7.1227,6.1286,2.9845,2.92,5.6215,6.7312,5.6478,4.5117,4.5008,2.8588,3.9387,4.3404,8.1571,2.8505,2.8686,3.0652,8.3189,3.9121,18.3794,,,,,2.3887,3.1313,12.9973,,,,,1.9475,5.2,,,,
2014/5/8,9.6291,6.2871,6.5679,2.2712,5.57,7.1227,5.9673,2.9845,2.94,5.6215,6.643,5.6236,4.5316,4.4781,2.8588,4.0169,4.3514,8.0989,2.8373,2.8717,3.0744,8.3339,3.9333,17.8722,,,,,2.4156,3.1448,12.8662,,,,,1.9673,5.17,,,,
2014/5/9,9.5407,6.2775,6.6393,2.2408,5.62,7.0249,5.7881,2.9229,2.9,5.6215,6.3444,5.5366,4.4952,4.3599,2.8886,4.0218,4.3877,7.8952,2.7679,2.8319,3.0349,8.3588,3.9363,17.3967,,,,,2.3947,3.1246,12.8662,,,,,1.9475,4.96,,,,
2014/5/12,9.4719,6.4217,6.7285,2.2712,5.67,7.3869,6.0509,3.0409,2.95,5.6215,6.4923,5.7299,4.651,4.5281,2.9985,4.0952,4.4678,8.322,2.8769,2.9421,3.1442,8.4935,4.0543,18.0505,,,,,2.4425,3.1965,12.9069,,,,,1.9871,5.09,,,,
2014/5/13,9.4916,6.3929,6.6616,2.2834,5.58,7.2793,6.0151,3.0204,2.94,5.6215,6.444,5.8941,4.6576,4.4781,2.9649,4.0512,4.4568,8.3899,2.8703,2.9513,3.1564,8.4636,4.0604,17.7494,,,,,2.4155,3.183,12.8662,,,,,1.9772,5.04,,,,
