ÈÕÆÚ,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH
2015/2/12,19.1156,9.5562,11.7261,4.1264,11.73,9.6959,7.3831,4.2203,6.89,6.9636,10.994,6.9011,8.1383,6.1575,4.3798,6.4198,6.0597,10.5855,4.0836,4.2518,4.5581,10.305,5.0376,27.5174,,,,,3.0497,3.4902,17.1647,,,,,3.505,11.4,,,,
2015/2/13,18.9183,9.6148,11.602,4.0836,11.82,9.7644,7.4856,4.3434,6.95,7.0706,11.1788,6.9839,8.2875,6.1899,4.3722,6.4788,6.1294,10.6831,4.0869,4.304,4.644,10.573,5.0376,28.0085,,,,,3.0947,3.662,17.4037,,,,,3.5549,11.76,,,,
2015/2/16,18.6224,9.9076,10.7979,4.1631,12.06,9.8818,7.6244,4.3793,7.01,7.1192,11.3153,7.0668,8.1881,6.1575,4.2957,6.5329,6.3055,10.9075,4.1035,4.3077,4.6839,10.8609,5.0376,28.0565,,,,,3.1397,3.7072,18.0409,,,,,3.7147,12.28,,,,
2015/2/17,20.4867,9.771,10.6555,4.1325,12.26,9.8622,7.6605,4.4203,7.08,7.197,11.1134,7.0522,8.1218,6.1667,4.2575,6.5428,6.2725,10.9953,4.0306,4.3077,4.6808,11.1191,5.0376,27.8129,6.2803,,,,3.1307,3.9152,17.4933,,,,,3.6548,12.53,,,,
2015/2/25,21.7097,9.6734,11.1793,4.0836,12.44,10.1459,7.6002,4.4254,7.09,7.0901,10.9087,7.0619,8.314,6.2131,4.2779,6.469,6.2725,10.9367,4.2195,4.4976,4.7299,11.2779,5.0376,27.1101,6.9077,,,,3.1262,3.9242,16.6569,,,,,3.6947,12.37,,,,
2015/2/26,21.404,9.7515,11.0966,4.0958,12.36,10.2438,7.6244,4.4665,7.23,7.2943,11.0878,7.2666,8.4831,6.1899,4.2677,6.5428,6.3092,11.1709,4.2394,4.4901,4.736,11.2779,5.0376,27.7689,7.5993,,,,3.1937,3.9333,17.0452,,,,,3.7646,12.23,,,,
2015/2/27,21.8577,10.054,11.0369,4.0958,12.66,10.6156,7.7028,4.5126,7.27,7.3818,11.0196,7.3251,8.3207,6.1621,4.2932,6.651,6.3862,10.9465,4.3686,4.479,4.7422,11.1488,5.0376,27.9127,8.3594,,,,3.2071,4.0327,17.2244,,,,,3.7447,12.45,,,,
2015/3/2,23.2189,10.1321,11.1196,4.3223,12.87,10.6351,7.8415,4.6921,7.31,7.411,10.9883,7.3933,8.6787,6.2595,4.4257,6.71,6.4706,11.0343,4.4449,4.5162,4.9078,11.8239,5.0376,28.7034,9.1945,,,,3.2746,4.4351,18.9469,,,,,3.7746,12.51,,,,
2015/3/3,23.7712,9.7905,11.4458,4.2244,12.48,10.4493,7.7028,4.6306,7.16,7.2651,10.6414,7.3153,8.9505,6.278,4.2983,6.7199,6.2945,11.1026,4.246,4.4157,4.8648,12.0523,5.0376,28.1603,9.4643,,,,3.2251,4.5391,19.1161,,,,,3.8445,13.76,,,,
2015/3/4,24.7083,9.9272,11.7399,4.3591,12.67,10.5177,7.8656,4.7895,7.18,7.3916,10.6812,7.5444,8.8776,6.3707,4.283,6.7445,6.3349,11.2002,4.246,4.3896,4.9139,12.3104,5.0376,28.4438,8.929,,,,3.3556,4.5707,19.4347,,,,,3.8745,14.33,,,,
2015/3/5,24.6491,9.8295,11.3861,4.4448,12.92,10.5471,7.932,4.7947,7.54,7.5472,10.9115,7.5249,8.6688,6.2919,4.3594,6.8183,6.621,11.3855,4.246,4.2779,4.9507,12.231,5.0376,29.1466,8.6892,,,,3.3466,4.8013,19.4347,,,,,3.9544,14.32,,,,
2015/3/6,23.8699,9.566,11.2023,4.3468,13.36,10.4297,7.7691,4.7588,7.78,7.3818,10.9229,7.5103,8.6853,6.2038,4.3034,6.8724,6.687,11.1416,4.246,4.3486,5.1685,12.36,5.0376,28.7074,8.565,,,,3.3196,4.521,19.4347,,,,,4.194,14.38,,,,
2015/3/9,24.9351,9.7612,11.8593,4.3774,13.26,10.5275,7.8475,4.9229,7.55,7.4207,11.3182,7.7101,9.0666,6.2085,4.3263,7.0052,6.8374,11.3075,4.246,4.3933,5.0612,13.0649,5.0376,28.9509,8.2609,,,,3.3691,4.6793,19.4347,,,,,4.2939,14.04,,,,
2015/3/10,25.4875,9.7319,12.0064,4.3652,13.12,10.7428,7.8536,5.2664,7.7,7.4791,11.23,7.7004,8.9837,6.2502,4.4232,6.9954,6.8154,11.3953,4.246,4.3822,5.1839,13.1443,5.0376,28.8311,8.353,,,,3.4141,4.6793,19.4347,,,,,4.2939,14.13,,,,
2015/3/11,25.6354,10.259,11.8777,4.2978,12.75,10.6058,7.8596,5.2664,7.67,7.4402,11.0907,7.7442,8.7185,6.2131,4.5201,6.8084,7.0171,11.2294,4.246,4.3189,5.2391,13.1245,5.0376,28.1563,8.4472,,,,3.3916,4.4758,19.4347,,,,,4.7233,14.54,,,,
2015/3/12,24.7379,10.1126,11.9007,4.206,12.87,10.4688,7.9018,5.2511,7.42,7.4791,10.9087,7.676,8.4234,6.4635,4.4512,6.7396,6.7824,11.1124,4.246,4.3449,5.1286,12.7174,5.0376,27.7929,8.3402,,,,3.3376,4.4306,19.4347,,,,,4.7532,14.1,,,,
2015/3/13,25.1127,10.2395,11.9007,4.2733,12.94,10.371,8.0225,5.7741,7.35,7.6055,10.9456,7.7345,8.6091,6.4588,4.4614,6.8035,6.8227,11.3368,4.246,4.4938,5.1378,12.5089,5.0376,28.7513,8.5008,,,,3.3826,4.512,19.4347,,,,,4.7332,15.23,,,,
2015/3/16,25.8524,10.4543,13.0908,4.4448,13.17,10.6645,8.2698,6.1792,7.63,7.7806,11.0935,7.9733,8.8146,6.5284,4.5481,6.9855,6.9401,11.6294,4.246,4.7172,5.2299,13.3925,5.0376,29.2904,8.7106,,,,3.5085,4.8149,19.4347,,,,,4.893,15.61,,,,
2015/3/17,25.7045,10.874,13.7386,4.5244,14.49,10.8308,8.2456,6.1177,7.81,7.8,11.321,8.139,8.9008,6.4681,4.5812,7.1331,6.8667,11.649,4.246,4.7768,5.42,13.3032,5.5431,29.9053,8.7727,,,,3.612,5.0997,19.4347,,,,,4.883,15.38,,,,
2015/3/18,25.3198,10.9521,13.5686,4.5611,15.02,11.0069,8.4688,6.21,8.2,8.0724,11.4632,8.1536,9.0301,6.6072,4.6654,7.3938,6.9841,11.9221,4.246,4.8029,5.555,13.3925,6.0975,31.6384,8.8391,,,,3.6974,5.1087,19.823,,,,,4.893,15.38,,,,
2015/3/19,24.3433,11.1278,13.6467,5.0203,14.71,11.2222,8.4025,6.3074,8.61,8.014,11.1788,8.2218,9.9318,6.6907,4.6093,7.3496,7.2299,11.9904,4.246,4.8587,5.509,13.8095,6.7066,30.9316,8.9461,,,,3.7019,5.2579,20.3308,8.7122,,,,4.8431,15.04,,,,
2015/3/20,24.4617,10.9228,13.8535,5.3325,14.81,11.1733,8.5291,6.1536,9.04,8.0821,11.3438,8.1682,9.7494,6.6999,4.571,7.5611,7.2556,11.9221,4.246,5.3464,5.6808,13.8492,7.3767,31.307,8.8648,,,,3.7739,5.2625,19.833,9.5825,,,,5.1027,15.6,,,,
2015/3/23,25.1521,10.9326,14.8414,5.5345,14.75,11.3787,8.6317,6.1843,9.49,8.2377,12.1997,8.2218,9.945,6.7602,4.6781,7.9743,7.3363,12.0782,4.246,5.8826,5.9047,14.2562,7.6264,31.9658,8.9697,,,,3.8234,5.3122,19.7733,10.5399,,,,5.2026,16.71,,,,
2015/3/24,26.2174,10.5421,14.6117,5.3509,15.48,11.095,8.505,6.6151,9.46,8.121,11.7874,8.0074,9.6997,6.6814,4.6016,7.8563,7.1308,11.727,4.246,6.4224,5.7636,14.2761,7.4132,31.6544,8.8969,,,,3.7424,5.1087,19.5144,11.5934,,,,5.3624,16.95,,,,
2015/3/25,27.3122,10.8349,14.6254,5.357,14.98,11.3102,8.6558,6.6664,9.13,8.5587,11.631,8.139,9.4478,6.6165,4.5405,8.3876,7.1308,12.2831,4.246,6.657,6.0673,14.1669,7.6203,32.7485,9.5071,,,,3.8144,5.0409,20.4702,12.7523,,,,5.7718,17.79,,,,
2015/3/26,26.898,10.5812,14.7541,5.1978,14.88,11.0754,8.7584,6.3177,9.21,8.4225,11.7305,8.0171,9.1329,6.7556,4.4844,8.2154,7.2886,12.2246,4.246,6.3145,6.1225,13.7995,7.5838,32.2254,9.5714,,,,3.8324,5.163,19.2157,14.0257,,,,5.8916,17.91,,,,
2015/3/27,26.9276,10.6397,14.5979,5.2162,14.85,11.7212,8.9996,6.3741,9.37,8.5392,11.8699,8.0951,9.5539,6.8576,4.6195,8.2892,7.3656,12.3319,4.246,6.3629,6.0397,14.0477,7.5959,32.6327,9.4451,,,,4.0033,5.0726,19.4746,14.9784,,,,5.8517,17.99,,,,
2015/3/30,27.0262,11.0106,14.8965,5.4243,14.56,11.7603,8.9212,6.4254,9.27,8.5392,11.9694,8.9042,9.4445,6.9457,4.7113,8.2547,7.6187,12.8392,4.246,6.5304,5.9476,14.1967,7.535,31.4747,9.6999,,,,4.0213,4.9776,19.9027,14.1723,,,,5.9815,17.7,,,,
2015/3/31,26.9177,10.8447,14.5887,5.3141,14.55,11.6722,8.8669,6.2972,8.81,8.5392,12.0547,9.3184,9.4842,6.9874,5.1217,8.117,7.5527,12.566,4.246,6.4708,5.966,13.869,7.7543,32.0098,9.4622,,,,4.2012,5.0455,19.7832,14.1356,,,,5.8616,16.88,,,,
2015/4/1,26.6317,11.0204,14.7265,5.3815,15.02,12.0049,9.2711,6.8048,8.99,8.5392,12.1571,10.2493,9.6467,7.0616,5.1192,8.4072,7.8681,12.7807,4.246,6.6682,6.5642,13.9981,8.0284,33.5671,9.5286,,,,4.3272,5.4976,19.9724,14.3005,,,,5.9216,16.98,,,,
2015/4/2,26.3358,11.323,14.8552,5.7611,15.33,12.1419,9.5003,6.8817,9.44,8.5392,12.9391,11.2727,10.0445,7.21,5.2798,8.5597,8.367,13.3173,4.246,6.9437,7.2206,14.8817,7.998,34.809,9.5907,,,,4.4846,5.5202,20.6195,14.809,,,,6.0214,17,,,,
2015/4/3,26.7303,11.938,15.6225,5.6937,15.74,12.4354,9.7597,7.5689,9.63,8.5392,12.7344,11.5944,11.0489,7.312,5.4225,9.0025,8.6935,13.7953,4.246,7.3532,7.6991,16.1226,8.333,36.9973,9.8562,,,,4.8804,5.6829,20.4702,14.754,,,,6.2311,18.02,,,,
2015/4/7,26.6415,12.7774,16.6426,5.8957,15.67,12.7387,9.8079,8.256,9.62,8.5392,12.7969,11.9258,10.8633,7.3491,5.4863,9.5289,8.8438,13.8831,4.246,7.5133,8.4353,16.5793,8.3756,37.8559,10.5285,,,,5.0604,5.6739,22.103,15.1662,,,,6.2311,18.2,,,,
2015/4/8,26.6711,12.4944,16.2199,5.6509,15.03,12.7778,9.7657,8.4868,9.39,8.5392,13.2093,11.3995,10.3196,7.2656,5.3027,9.3518,8.6531,13.3563,4.246,7.2639,9.2788,16.5297,8.0833,37.2329,11.1987,,,,5.1098,5.4252,21.3563,14.8181,,,,6.0414,17.69,,,,
2015/4/9,26.5034,12.797,17.2721,5.4733,16.22,12.6115,9.8501,8.2202,9.12,8.5392,12.7116,11.4336,9.945,7.1312,5.2237,9.1058,8.4,12.966,4.246,7.0293,9.4414,15.8943,7.7787,37.3367,10.7084,,,,4.9029,5.3122,20.51,14.6166,,,,5.8317,17.31,,,,
2015/4/10,26.7895,13.8707,17.2721,5.5468,16.38,13.4529,9.9527,8.2355,9.33,8.5392,12.7827,11.3605,10.1605,7.1868,5.4429,9.337,8.8622,13.2099,4.246,7.2453,9.4598,16.3907,7.9614,39.0418,10.7962,,,,4.8984,5.6558,20.6594,14.7861,,,,5.8616,17.32,,,,
2015/4/13,27.9632,14.3002,17.2721,5.5835,16.73,13.9421,9.9828,8.1279,9.49,8.5392,13.0614,11.5164,10.2699,7.3259,5.6979,9.5289,9.5371,14.049,4.246,7.6399,8.7972,17.0757,8.7594,40.4075,10.9118,,,,4.9884,6.1079,21.2866,15.8029,,,,6.0713,17.89,,,,
2015/4/14,26.6317,13.9488,17.2721,5.7549,16.36,13.5899,10.1336,8.943,9.28,8.5392,13.1069,12.6666,10.4257,7.4557,5.9069,9.273,9.3537,13.7563,4.246,7.5245,8.4102,16.212,8.3939,39.8525,10.5307,,,,4.8175,6.1215,20.5598,15.7984,,,,6.0813,17.56,,,,
2015/4/15,24.1066,13.1776,17.2721,5.4488,15.85,12.7876,9.7114,8.7661,9.74,8.5392,13.2064,12.9395,10.1207,7.1914,5.5296,8.5942,9.5481,13.0831,4.246,7.0107,7.6791,15.0405,8.0406,36.566,9.929,,,,4.4081,5.8095,18.9568,14.5525,,,,5.8916,18.48,,,,
2015/4/16,25.9313,13.2948,17.2721,5.3876,16.13,12.7974,9.7295,8.497,10.18,8.5392,12.9022,12.4278,9.8124,7.1219,5.6443,9.0615,10.2377,13.2587,4.246,6.9921,7.7037,15.2689,8.1807,36.1587,10.0746,,,,4.4621,5.9406,19.1361,14.6807,,,,5.9315,18.85,,,,
2015/4/17,25.3494,13.9097,17.2721,5.357,16.13,12.8855,9.6571,8.2817,10.18,8.5392,12.686,13.076,9.587,7.1404,5.5781,8.7565,9.9039,13.3465,4.246,7.033,7.6484,15.249,8.1259,35.9391,10.0639,,,,4.4846,5.8683,19.1161,14.841,,,,6.5207,19.67,,,,
2015/4/20,25.4776,13.0117,17.2721,5.259,15.12,12.4256,9.4158,7.8511,10.69,8.5392,12.2054,13.6023,9.6765,6.9503,5.5041,8.2941,8.9135,13.0051,4.246,6.8692,7.4825,15.249,7.7117,36.2985,9.657,,,,4.5341,5.5518,18.5685,14.6486,,,,6.4508,18.55,,,,
2015/4/21,25.8722,13.3826,17.2721,5.4243,15.61,13.0616,9.7717,8.1279,10.74,9.3951,12.5524,13.6023,9.8655,7.1126,5.6724,8.5597,9.2657,13.61,4.246,7.2192,7.802,15.249,7.9797,37.8958,10.0275,,,,4.7635,5.9768,19.2754,15.5052,,,,6.6705,19.26,,,,
2015/4/22,25.9116,13.6267,17.2721,5.5835,17.17,13.3746,9.826,8.497,10.85,9.7938,12.8766,13.6023,10.1274,7.3491,5.9375,8.8943,9.3537,13.8539,4.246,7.3309,8.0047,15.249,8.1929,39.1776,10.1923,,,,4.768,6.1305,19.8429,15.5006,,,,7.1298,19.29,,,,
2015/4/23,25.2212,13.6657,17.2721,5.5651,16.99,13.6388,10.007,8.743,11.39,9.823,12.8026,13.6023,9.8953,7.5809,5.8432,9.0468,9.207,13.9124,4.246,7.2974,7.8819,15.249,8.333,43.095,10.1816,,,,4.831,6.3972,19.8529,15.977,,,,7.3595,19.59,,,,
2015/4/24,25.379,14.3197,17.2721,5.7243,16.58,13.7269,9.8441,8.4816,11.96,9.6382,12.413,13.6023,9.7229,7.414,5.9477,8.8697,9.2033,13.7563,4.246,7.7107,7.8204,15.249,8.2416,43.8337,10.4878,,,,5.1098,6.2209,19.1659,17.5756,,,,7.1598,19.42,,,,
2015/4/27,26.9867,14.2709,17.2721,5.6876,16.69,13.6584,9.6812,8.3047,11.96,9.6771,13.178,13.6023,10.4754,7.3862,5.9248,8.8598,9.5004,14.2344,4.246,7.424,7.7406,15.249,8.5157,42.6557,10.49,,,,5.1098,6.0401,19.4646,18.7483,,,,7.2397,20.7,,,,
2015/4/28,25.3297,13.4021,17.2721,5.4182,16.1,12.8561,9.2711,7.9203,11.39,9.22,12.3419,13.6023,9.8124,7.2842,5.6341,8.4613,8.8035,13.5026,4.246,7.0368,7.415,15.249,8.2964,38.391,9.9996,,,,5.1278,5.6287,18.5188,17.3145,,,,6.8602,21.57,,,,
2015/4/29,26.3456,13.7243,17.2721,5.7304,16.15,13.0616,9.452,8.0741,11.77,9.3562,12.4699,13.6023,9.9749,7.4743,5.6494,8.4859,8.9025,13.4929,4.246,7.0554,7.5686,15.249,8.3452,37.2768,10.1838,,,,5.3078,5.7055,19.156,17.8321,,,,6.98,23.65,,,,
2015/4/30,26.5232,13.6657,17.2721,5.7366,16.08,12.7191,9.3736,7.9356,11.76,9.3367,12.4017,13.6023,10.502,7.5206,5.6571,8.363,8.8842,13.4441,4.246,7.0442,7.5563,15.249,8.4061,37.0852,10.1281,,,,5.1548,5.814,20.4105,17.1542,,,,6.9601,22.89,,,,
2015/5/4,25.6552,13.9585,17.2721,5.6692,16.04,12.8757,9.5908,7.9587,11.66,9.4145,12.5268,13.6023,10.8368,7.6551,5.6724,8.5401,9.3537,13.7563,4.246,7.0777,7.5194,15.249,8.7655,36.2386,10.1688,,,,5.0874,5.8185,22.1528,17.1222,,,,6.9201,22.76,,,,
2015/5/5,25.2804,13.6657,17.2721,5.4549,15.09,12.9344,9.5727,7.4512,11.66,8.9671,11.9438,13.6023,10.1804,8.4201,5.42,8.2892,8.8035,13.3953,4.246,6.8506,7.329,14.3456,8.4061,35.4998,9.9568,,,,4.75,5.4976,22.1827,16.5587,,,,6.7703,21.32,,,,
2015/5/6,24.7773,13.2362,17.2721,5.3386,14.57,12.455,9.7717,7.1897,11.4,8.7337,11.486,13.6023,10.2765,8.5685,5.267,8.3088,8.5467,12.7319,4.246,6.6384,7.0771,13.5116,8.1807,35.1085,9.8819,,,,4.633,5.5925,22.7801,16.632,,,,6.4109,21.31,,,,
2015/5/7,24.6589,12.5529,17.2721,5.008,13.82,11.8288,9.6873,7.1129,10.26,8.6559,11.0907,13.6023,10.1439,9.4263,5.4123,8.4712,8.422,12.5173,4.246,6.3666,6.7331,12.7075,8.3086,35.0446,9.5029,,,,4.3901,5.6061,21.6052,16.0091,,,,5.9815,21.25,,,,
2015/5/8,25.7439,12.8848,17.2721,5.2713,14.27,12.2397,10.1759,7.3512,10.32,9.0158,11.3751,13.6023,10.8732,9.5144,5.5577,8.7663,8.7888,12.966,4.246,6.6607,7.1754,13.1642,8.9543,36.1468,9.8605,,,,4.6735,5.8642,23.0788,17.1542,,,,6.1313,23.38,,,,
2015/5/11,26.6317,13.4217,17.2721,5.5407,15.06,12.7191,10.6463,7.7203,10.64,9.4534,11.8158,13.6023,11.9606,10.1774,5.8253,9.0615,9.0383,13.4929,4.246,7.0107,7.8941,13.879,9.4112,38.1913,10.3744,,,,4.9974,5.9729,25.3886,18.1436,,,,6.301,25.45,,,,
2015/5/12,26.533,13.49,17.2721,5.7917,15.33,12.905,10.5498,8.4893,11.07,9.7549,11.6793,13.6023,13.1573,9.7972,6.0038,8.973,9.0016,13.7563,4.246,7.0554,8.2075,13.6606,9.3807,37.3647,11.2844,,,,5.0379,6.4302,25.4185,18.3452,,,,6.4808,25.79,,,,
2015/5/13,26.0694,13.6169,17.2721,6.0121,15.53,13.0126,10.5257,8.8199,10.78,9.541,12.4415,13.6023,13.1573,9.7369,5.912,9.0271,9.1997,13.9514,4.246,7.2117,8.4901,13.6506,9.8437,37.1371,11.0039,,,,4.9029,6.8242,25.3488,18.6566,,,,6.291,25.61,,,,
2015/5/14,27.1742,14.0366,17.2721,6.0733,15.86,13.0713,10.3267,8.6585,10.66,9.7646,12.5552,13.6023,13.1573,9.5654,5.7514,8.9877,9.7682,13.9026,4.246,7.2415,8.8894,13.9981,9.9046,38.4548,11.5949,,,,5.0739,6.6476,25.9661,20.5209,,,,6.7304,28.17,,,,
2015/5/15,29.8965,13.3631,17.2721,5.8713,16.15,12.8365,10.0552,8.9737,10.82,9.3562,12.2452,13.6023,13.1573,9.6674,5.7693,8.6876,9.5371,13.8246,4.246,7.1261,8.3918,13.5712,9.6609,38.2512,11.6827,,,,5.0154,7.3132,27.1808,20.979,,,,7,27.55,,,,
2015/5/18,30.9618,13.0995,17.2721,6.0488,16.53,14.1182,10.1457,8.8507,11.53,9.3853,12.8026,13.6023,13.1573,9.4541,5.7361,8.8549,9.7939,14.3612,4.246,7.4314,8.232,14.3257,9.6853,41.7133,12.8518,,,,5.2763,8.0468,27.7184,23.0769,,,,6.8602,27.76,,,,
2015/5/19,30.0839,13.7731,17.2721,6.4161,18.18,14.4128,10.4111,8.9507,11.58,9.716,13.0244,13.6023,13.1573,9.4356,5.8457,9.1255,10.102,14.5856,4.246,7.8559,8.3119,15.3582,10.002,41.1862,12.6612,,,,5.8026,7.8204,28.953,22.5868,,,,6.99,28.07,,,,
2015/5/20,30.5771,14.7101,17.2721,6.5814,18.01,14.1968,10.4171,8.9507,11.9,9.823,14.3269,13.6023,13.1573,9.8668,5.9299,9.2189,10.7036,14.2437,4.246,7.7032,8.5576,15.1199,10.7147,40.8707,13.5667,,,,6.3828,8.0423,29.7694,22.4081,,,,7.1298,28.06,,,,
2015/5/21,30.4489,15.1201,17.2721,6.9488,19.81,15.3946,10.7067,9.3659,12.1,10.3093,14.5544,13.6023,13.1573,9.8103,6.4474,9.7502,10.931,14.654,4.246,8.1165,9.1167,16.1425,11.7868,41.4098,13.8761,,,,6.6302,8.1691,29.7097,23.3517,,,,7.2197,29.77,,,,
2015/5/22,29.5414,15.8913,17.2721,6.912,20.33,15.8167,11.2194,9.2967,12.07,10.2898,15.4559,13.6023,14.4733,9.9279,6.5519,10.3799,10.7146,14.8103,4.246,8.9281,9.3317,15.9539,12.0426,44.7242,13.9438,,,,6.6707,8.0151,27.9673,25.6878,,,,7.4494,29.75,,,,
2015/5/25,29.5414,17.3457,17.2721,6.9182,20.34,15.8167,11.4124,9.612,13.28,10.7469,17.0029,13.6023,15.017,10.5064,6.7049,10.7931,11.0301,15.4746,4.246,9.8217,9.1535,16.0631,12.4386,47.5195,14.527,,,,6.6167,8.16,28.8634,28.2575,,,,8.1883,28.89,,,,
2015/5/26,29.5414,17.4726,17.2721,7.1753,20.75,17.0145,11.4788,10.1656,14.61,10.8734,18.1489,13.6023,15.0833,10.6898,7.2556,11.413,11.7087,15.6797,4.246,10.5365,9.8293,16.4105,13.2487,47.5195,15.9804,,,,6.8596,8.4453,29.0824,31.0837,,,,8.9373,29.53,,,,
2015/5/27,29.5414,19.2198,17.2721,7.1447,20.64,17.5742,11.9613,10.8038,16.07,10.9804,17.674,13.6023,14.5927,10.3841,7.0253,11.2359,12.7651,16.305,4.246,10.4993,9.774,17.1353,13.5777,47.5195,17.5787,,,,7.062,8.3729,31.462,34.1939,,,,9.0771,29.15,,,,
2015/5/28,26.5922,18.0387,17.2721,7.1631,18.58,16.9949,10.767,10.0503,16.07,10.1537,16.2123,13.6023,13.1341,10.6051,6.3888,10.1143,11.4881,14.7614,4.246,9.7063,8.7972,15.4178,12.2193,47.5195,16.757,,,,6.3558,8.0649,29.0924,31.1433,,,,8.2982,26.32,,,,
2015/5/29,25.4579,17.7264,17.2721,7.8812,18.61,18.1141,10.8514,10.527,16.63,10.3296,17.1422,13.6023,14.4468,11.4658,6.5547,10.316,11.2968,14.8787,4.246,9.1309,8.6313,14.8717,11.2873,47.5195,17.1115,,,,6.3648,8.3321,29.869,34.258,,,,8.3081,26.23,,,,
2015/6/1,26.8289,18.4975,17.2721,7.8812,19.52,19.6359,11.6476,11.073,18.29,11.0039,17.6044,13.6023,14.9772,11.9078,6.8323,11.0735,12.1864,15.7286,4.246,10.0425,9.0184,15.5568,11.7563,47.5195,17.3145,,,,6.8281,9.1653,30.7551,35.8429,,,,8.9073,28.38,,,,
2015/6/2,28.2887,18.3999,17.2721,7.8812,20.22,20.0974,12.0639,12.1803,20.12,11.815,18.8484,13.6023,15.2358,11.8937,6.9644,11.8016,13.2242,16.8911,4.246,10.969,9.7556,16.619,12.4569,47.5195,16.6281,,,,7.5118,10.0529,31.1633,33.6213,,,,9.796,30,,,,
2015/6/3,29.788,19.4053,17.2721,7.8812,22.24,19.5967,12.6007,12.5648,18.98,11.6196,18.5346,13.6023,15.922,12.2041,6.7409,12.4608,12.8512,16.8032,4.246,10.6029,10.2347,18.277,12.8041,47.5195,16.7892,,,,7.5118,9.5095,31.4918,36.9835,,,,10.4251,29.51,,,,
2015/6/4,28.7227,18.7025,17.2721,7.8812,22.98,19.2727,12.5886,12.1265,18.25,11.3752,17.5474,13.6023,15.7828,11.5363,7.1912,12.2198,12.6599,17.0865,4.246,10.3862,11.2607,20.0441,12.067,47.5195,15.4197,,,,7.5118,9.5004,29.2218,37.9729,,,,10.1056,29.04,,,,
2015/6/5,29.2948,18.5073,17.2721,7.8812,25.07,19.145,12.6731,11.7958,19.04,11.6684,18.7172,14.9621,15.007,11.4517,7.909,12.3723,13.626,17.0474,4.246,10.5207,11.8259,21.907,12.0122,47.5195,15.1554,,,,7.5118,9.4732,28.1565,34.1939,,,,10.0357,28.58,,,,
2015/6/8,30.6067,17.9021,17.2721,7.8812,23.91,20.2446,13.7166,11.3959,17.99,11.5511,18.1066,14.6246,14.6225,10.8873,8.4439,11.8754,13.626,16.6078,4.246,10.6104,11.0887,20.1736,12.4386,47.5195,14.6656,,,,7.5118,8.8031,27.2405,30.7768,,,,9.8859,29.47,,,,
2015/6/9,30.7744,17.8142,17.2721,7.8812,22.97,20.2446,13.4271,12.2418,17.79,12.157,17.69,13.4507,14.8844,11.2871,9.1888,11.7672,13.626,16.8423,4.6703,10.3937,11.0887,20.6119,12.1462,47.5195,15.2231,,,,7.5118,8.8755,27.5093,28.5955,,,,10.1056,29.51,,,,
2015/6/10,32.8063,18.478,17.2721,7.8812,23.13,20.549,13.5296,12.0572,18.1,12.157,17.633,13.5632,14.8413,11.2071,8.8401,12.205,13.626,17.9755,5.1376,10.6029,11.187,21.2993,12.1279,47.5195,15.5743,,,,7.5118,9.1246,28.2361,31.455,,,,10.7746,29.22,,,,
2015/6/11,34.3351,18.8489,17.2721,7.8812,23.96,21.2559,13.6382,12.1726,19.24,12.2743,17.3476,13.5779,14.9805,11.367,9.0906,13.0659,13.626,18.6203,5.6514,10.4759,11.0149,23.1523,12.8162,47.5195,15.903,,,,7.5118,8.9344,28.6742,33.8288,,,,11.8531,29.31,,8.1431,,
2015/6/12,37.6,19.7372,17.2721,7.8812,24.67,20.8141,13.988,12.5186,19.69,12.4698,17.4618,13.2649,15.0501,12.1383,8.8231,13.3119,13.626,20.4862,6.2182,10.5207,11.23,23.2121,12.9746,47.5195,15.4712,,,,7.5118,9.0566,28.8136,31.7392,,,,11.8731,32.24,,8.9554,,
2015/6/15,37.0279,21.7089,17.2721,7.8812,24.98,19.8323,14.2233,11.8573,18.41,12.9095,16.7256,12.8002,14.4866,11.7526,8.3288,12.6428,13.626,19.7829,6.8413,10.7598,11.6416,22.0067,12.1218,47.5195,14.6108,,,,7.5118,8.5631,30.5261,28.6413,,,,11.6434,32.01,,9.8524,,
2015/6/16,36.3966,22.1209,17.2721,7.8812,24.31,18.6247,13.4391,11.1114,17.1,11.8932,15.6871,12.0372,13.3993,11.2259,7.8954,12.1017,13.626,20.6132,7.5248,10.0126,12.8088,23.7999,11.464,47.5195,13.9244,,,,7.5118,7.8204,27.7483,29.512,,,,10.7946,29.34,,10.8391,,
2015/6/17,36.3966,20.3846,17.2721,7.8812,26.74,18.8505,13.3245,11.2037,17.31,12.2157,15.9553,12.2524,13.6512,11.5786,8.0986,13.3119,13.626,20.242,6.9011,10.1621,12.5385,23.7999,11.6223,47.5195,14.5786,,,,7.5118,7.8838,27.6885,29.4937,,,,11.234,29.62,,11.9256,,
