ÈÕÆÚ,000401.SZ,000546.SZ,000672.SZ,000789.SZ,000877.SZ,000935.SZ,002233.SZ,600326.SH,600425.SH,600449.SH,600585.SH,600668.SH,600720.SH,600801.SH,600802.SH,600881.SH,600883.SH,601992.SH,900933.SH
2014/1/2,8.2496,5.8879,4.4378,4.1149,5.6594,5.6145,5.1737,4.5733,3.7548,7.1146,13.7909,8.8813,5.8351,4.7927,5.7199,3.7502,5.506,3.1236,0.5764
2014/1/3,8.0864,5.8974,4.3821,4.0249,5.6034,5.6737,5.0612,4.514,3.6563,7.0245,13.1633,8.9268,5.7301,4.589,5.6803,3.6537,5.457,2.944,0.5655
2014/1/6,7.4909,5.6323,4.2242,3.7852,5.3699,5.496,4.9086,4.4324,3.5676,6.6187,12.6696,9.1267,5.4676,4.2735,5.4729,3.567,5.2022,2.8117,0.5448
2014/1/7,7.4525,5.5944,4.2335,3.8151,5.2952,5.4664,4.8845,4.4473,3.5774,6.7269,12.6193,8.7631,5.4851,4.2336,5.4235,3.5959,5.2218,2.8165,0.5387
2014/1/8,7.3661,5.6418,4.1871,3.7766,5.2298,5.2987,4.8524,4.4102,3.5183,6.6277,12.6445,8.6904,5.4589,4.2256,5.3346,3.7694,5.1631,2.7267,0.5433
2014/1/9,7.1932,5.4903,4.1314,3.7423,5.1458,5.3283,4.7399,4.2916,3.4493,6.4293,12.611,8.4631,5.4676,4.2016,5.3148,3.6152,5.0553,2.67,0.5474
2014/1/10,7.0107,5.2631,4.1221,3.8066,5.0244,5.348,4.6676,4.3509,3.4001,6.249,12.7365,8.2904,5.3102,4.2096,5.1666,3.5863,4.8985,2.5896,0.5448
2014/1/13,6.7899,5.2726,4.1128,3.8151,5.0524,5.2987,4.531,4.3435,3.3705,6.267,12.8034,8.2813,5.3102,4.0938,5.1765,3.6441,4.8691,2.6416,0.5369
2014/1/14,6.7707,5.4241,4.2057,3.8537,5.1645,5.496,4.6917,4.3806,3.4592,6.3662,12.8788,8.3995,5.4151,4.1697,5.2556,3.6827,5.0455,2.6936,0.5354
2014/1/15,6.8091,5.3673,4.1964,3.9564,5.1831,5.496,4.7399,4.4102,3.5085,6.4564,13.3892,8.4904,5.5114,4.1857,5.2556,3.6634,5.0553,2.7172,0.5403
2014/1/16,6.8955,5.3957,4.2057,3.9393,5.2112,5.6342,4.7238,4.388,3.5282,6.4834,13.5482,8.5177,5.5114,4.2376,5.2654,3.6634,5.0161,2.6652,0.5391
2014/1/17,6.7707,5.2253,4.1035,3.8751,5.1831,5.6441,4.6676,4.3213,3.5676,6.4383,13.6905,8.4904,5.4064,4.1257,5.1963,3.5959,4.9377,2.566,0.5305
2014/1/20,7.0011,5.2063,4.085,3.8751,5.1551,5.6638,4.6354,4.2397,3.5183,6.4113,13.2386,8.2904,5.4064,4.1337,5.1666,3.6248,4.9279,2.5849,0.5297
2014/1/21,7.0588,5.2442,4.4935,3.9821,5.2578,5.8118,4.7319,4.2694,3.6464,6.5556,13.6403,8.4177,5.5376,4.3494,5.2556,3.6634,5.0651,2.755,0.5418
2014/1/22,7.2412,5.3767,4.5677,4.0421,5.4073,5.723,4.8845,4.3657,3.6957,6.7089,13.8913,8.6177,5.8613,4.4373,5.4531,3.7405,5.1729,2.807,0.555
2014/1/23,7.2604,5.4051,4.5306,4.0378,5.3606,5.6342,4.8845,4.3731,3.6859,6.6728,13.8746,8.5904,5.8526,4.4852,5.542,3.702,5.1239,2.8684,0.5617
2014/1/24,7.3469,5.5187,4.5213,4.0635,5.3886,5.6342,4.9086,4.4102,3.7056,6.763,13.8746,8.6995,5.9225,4.4772,5.5717,3.7212,5.2218,2.8543,0.5617
2014/1/27,7.1548,5.4335,4.4192,3.9778,5.3045,5.4763,4.8604,4.3657,3.6859,6.6728,13.1298,8.6086,5.7913,4.3654,5.5717,3.7405,5.1239,2.7645,0.5512
2014/1/28,7.1932,5.4714,4.4378,4.0121,5.2952,5.5257,4.8684,4.388,3.6563,6.6818,13.2888,8.854,5.8001,4.4133,5.5223,3.7502,5.0553,2.8543,0.5467
2014/1/29,7.2412,5.4714,4.4285,4.0035,5.2765,5.4072,4.9006,4.388,3.7056,6.6728,13.4478,8.8449,5.7913,4.4053,5.4828,3.7212,5.1533,2.8306,0.5467
2014/1/30,7.1452,5.727,4.4099,3.9307,5.2112,5.3579,4.8283,4.3583,3.676,6.6457,13.2804,8.645,5.7913,4.3334,5.5322,3.673,5.1043,2.807,0.5467
2014/2/7,7.3661,6.2476,4.512,4.0335,5.2859,5.4763,4.9247,4.4028,3.7154,6.7449,13.8662,8.854,6.0013,4.4532,5.6408,3.702,5.1925,2.8448,0.547
2014/2/10,7.4909,6.2571,4.6606,4.1191,5.4353,5.6046,5.0371,4.514,3.8041,6.8622,14.1089,8.9722,6.1325,4.5651,5.6902,3.7791,5.2904,2.9062,0.5474
2014/2/11,7.5005,6.1056,4.5863,4.1406,5.454,5.6342,5.0612,4.5214,3.814,6.8892,14.1256,9.2267,6.1412,4.5531,5.6606,3.7984,5.4178,2.9015,0.547
2014/2/12,7.5294,6.1245,4.6142,4.1363,5.5474,5.6737,5.1255,4.551,3.9519,6.9072,14.1256,9.2086,6.1412,4.593,5.6803,3.8176,5.457,2.9204,0.5512
2014/2/13,7.5197,5.9636,4.5492,4.1363,5.5847,5.5849,5.0211,4.5436,4.0012,6.8171,13.8997,9.0177,6.045,4.5371,5.7396,3.7791,5.4668,2.8212,0.5565
2014/2/14,7.539,6.0677,4.6234,4.1577,5.5474,5.6539,5.0693,4.5807,3.9322,6.9072,13.7909,9.154,6.115,4.5531,5.8878,3.8466,5.4864,2.8117,0.5557
2014/2/17,7.5966,6.1529,4.6327,4.2133,5.5847,5.7033,5.1416,4.6622,3.9224,6.9794,13.8746,9.154,6.115,4.5811,6.0953,3.8562,5.6823,2.8354,0.5535
2014/2/18,7.683,6.2097,4.5677,4.1234,5.4913,5.6145,5.1416,4.6103,3.8731,6.8982,13.5148,8.954,5.9925,4.4652,6.1051,3.7984,5.7901,2.7739,0.5391
2014/2/19,7.7598,6.134,4.7441,4.1791,5.5567,5.7427,5.1737,4.5955,3.9224,7.0695,13.6152,9.0722,6.1063,4.5331,6.1842,3.8466,5.6921,2.859,0.5403
2014/2/20,7.683,6.0204,4.6142,4.0806,5.4726,5.6539,5.0452,4.5362,3.8534,6.9433,13.3558,8.8177,5.94,4.4612,6.036,3.7887,5.5745,2.7881,0.5312
2014/2/21,7.4717,5.9352,4.5863,4.0249,5.3886,5.5257,4.997,4.5214,3.7548,6.8531,13.1382,8.9358,5.8613,4.3814,6.0656,3.7405,5.506,2.703,0.524
2014/2/24,7.0107,5.8879,4.4192,3.8708,5.2298,5.427,4.8765,4.4473,3.6957,6.6638,12.4771,8.8177,5.5814,4.1217,6.5201,3.6441,5.4472,2.4668,0.5139
2014/2/25,7.0107,5.5376,4.2057,3.7723,5.0897,5.2395,4.7238,4.3435,3.5774,6.4023,12.3348,8.9449,5.5026,4.0419,6.362,3.567,5.212,2.429,0.4879
2014/2/26,7.078,5.5944,4.2521,3.8066,5.1458,5.279,4.7881,4.3657,3.6366,6.5736,12.2511,9.4631,5.5639,4.0898,6.7078,3.5863,5.2708,2.4526,0.4946
2014/2/27,6.9915,5.585,4.2428,3.7894,5.1271,5.1606,4.7158,4.3138,3.6169,6.4744,12.3599,9.2813,5.4851,4.0419,7.1227,3.5573,5.2414,2.3817,0.4939
2014/2/28,7.0876,5.6228,4.3356,3.8323,5.1645,5.1704,4.7479,4.3583,3.6563,6.5465,12.611,9.3631,5.5376,4.1018,7.0436,3.5863,5.3002,2.4148,0.4935
2014/3/3,7.1356,5.6891,4.3542,3.8494,5.2392,5.2494,4.7961,4.425,3.7056,6.6187,12.4603,9.454,5.6251,4.1018,7.0733,3.6055,5.3786,2.4998,0.495
2014/3/4,7.078,5.7364,4.3821,3.8109,5.2018,5.2296,4.7399,4.4695,3.6661,6.5826,12.3097,9.3176,5.6164,4.0539,7.0436,3.5766,5.408,2.4998,0.4969
2014/3/5,7.1164,5.7554,4.3635,3.8109,5.2859,5.2691,4.756,4.4176,3.6859,6.7449,12.3348,9.6449,5.5901,4.0738,7.0831,3.5863,5.3982,2.5471,0.4995
2014/3/6,7.2028,5.8216,4.3821,3.8879,5.2952,5.3974,4.8283,4.4102,3.745,6.8261,12.5524,9.6358,5.6951,4.1657,7.0436,3.6441,5.4178,2.5613,0.5007
2014/3/7,7.222,5.7743,4.3356,3.8365,5.2205,5.279,4.7479,4.3657,3.6859,6.7179,12.4436,9.7812,5.6338,4.0938,7.3993,3.6055,5.3982,2.5187,0.4969
2014/3/10,7.0107,5.5376,4.2706,3.6952,4.9964,5.1507,4.5712,4.2101,3.5676,6.4564,11.8746,9.3176,5.4064,3.946,7.1523,3.4609,5.1533,2.3912,0.483
2014/3/11,7.2508,5.585,4.3542,3.7466,5.0337,5.2296,4.6435,4.262,3.5774,6.4834,12.0921,9.7994,5.6164,4.0099,7.2412,3.4802,5.2414,2.4951,0.4973
2014/3/12,7.6638,5.6228,4.3263,3.768,5.0897,5.2691,4.6595,4.2768,3.607,6.5826,11.9917,9.7176,5.6863,4.0419,7.2313,3.5091,5.2512,2.6274,0.4973
2014/3/13,7.5966,5.6702,4.3635,3.7852,5.0991,5.3283,4.6836,4.3213,3.6464,6.79,12.1172,9.7358,5.6338,4.0738,7.1128,3.5766,5.3002,2.5518,0.5003
2014/3/14,7.539,5.708,4.4099,3.7809,5.043,5.3184,4.6676,4.3213,3.6169,6.8802,12.0503,9.4904,5.6601,4.0059,7.2215,3.5959,5.2708,2.4951,0.4984
2014/3/17,7.6158,5.7838,4.5677,3.8879,5.1551,5.4171,4.772,4.3435,3.6957,6.8712,12.3683,9.7358,5.8088,4.1377,7.7747,3.6152,5.359,2.5518,0.5063
2014/3/18,7.5486,5.7838,4.5213,3.8922,5.1271,5.3678,4.7881,4.3287,3.6957,6.808,12.3934,10.0994,5.8001,4.1138,7.7845,3.5959,5.457,2.5282,0.5067
2014/3/19,8.3073,5.8122,4.6234,3.9265,5.1458,5.3184,4.9086,4.388,3.745,6.9253,12.5942,10.3176,5.8088,4.1457,7.5672,3.6055,5.4668,2.7125,0.5018
2014/3/20,8.6626,5.9163,4.4563,3.8323,5.1178,5.1704,4.7881,4.2916,3.676,6.6367,12.4352,9.8631,5.6776,4.0499,7.3993,3.673,5.3394,2.755,0.4916
2014/3/21,8.8835,6.1908,4.5584,3.9778,5.2205,5.3184,4.9006,4.3509,3.7844,6.79,12.8704,10.1994,5.8176,4.2176,7.8735,3.7405,5.4864,2.8921,0.5029
2014/3/24,9.5846,6.2003,4.5677,4.0078,5.3045,5.3283,4.9568,4.4102,3.8337,6.8712,13.2888,10.1176,5.905,4.2615,7.5573,3.7598,5.5647,3.1803,0.5037
2014/3/25,9.2196,6.1435,4.5677,3.9778,5.2672,5.3678,5.005,4.4176,3.7943,6.9253,13.088,9.9631,5.87,4.2376,7.3301,3.7309,5.5647,3.3599,0.5003
2014/3/26,9.1332,6.0583,4.5492,3.9607,5.2392,5.3283,4.9889,4.4102,3.7746,6.8622,13.2804,10.0812,5.8001,4.2376,7.5968,3.702,5.5843,3.2512,0.4939
2014/3/27,8.8067,6.0677,4.4935,3.9564,5.2112,5.2494,4.9247,4.388,3.7943,6.79,13.1214,9.8267,5.7651,4.2296,7.5376,3.6634,5.4864,3.1567,0.492
2014/3/28,8.4801,6.2097,4.447,4.0292,5.2298,5.2099,4.9247,4.425,3.8041,7.0245,13.8411,9.3995,5.8438,4.3175,7.3795,3.6345,5.408,3.204,0.4961
2014/3/31,8.605,5.7932,4.512,3.9051,5.3793,5.2494,4.9166,4.4028,3.9717,7.2228,13.6737,9.3722,5.8875,4.4133,7.3598,3.6152,5.4374,3.0575,0.5112
2014/4/1,8.5762,5.8974,4.4656,3.9907,5.5287,5.3283,4.9809,4.4102,3.9519,7.2679,13.6319,9.5358,5.8963,4.4972,7.2215,3.6441,5.5745,3.0905,0.515
2014/4/2,9.1524,6.0204,4.5863,4.1491,5.7061,5.4171,5.1094,4.4399,3.9815,7.1868,14.1926,9.3267,6.0713,4.6689,7.2807,3.702,5.5843,3.3977,0.518
2014/4/3,8.797,5.9826,4.5956,4.1705,5.6874,5.3184,5.0211,4.4769,3.8731,7.0786,14.1675,9.2904,6.0975,4.633,7.261,3.673,5.6137,3.341,0.5237
2014/4/4,8.9411,6.011,4.6142,4.1448,5.594,5.348,5.0452,4.4843,3.8435,7.0966,14.2428,9.3995,6.08,4.637,7.1918,3.6923,5.6725,3.3552,0.5391
2014/4/8,8.8931,6.1529,4.642,4.2219,5.6127,5.4467,5.0934,4.4992,3.9421,7.2499,14.5859,9.5176,6.2112,4.8726,7.6166,3.7502,5.6725,3.3646,0.5557
2014/4/9,9.1716,6.1908,4.707,4.2133,5.6127,5.4566,5.1255,4.4769,3.9519,7.1868,14.5273,9.5722,6.2375,4.9125,8.0612,3.7405,5.6921,3.4119,0.5576
2014/4/10,9.3637,6.1151,4.7348,4.3589,5.7902,5.5257,5.2058,4.4695,4.0012,7.322,15.9834,9.6813,6.4037,5.1402,8.0216,3.7791,5.7215,3.3552,0.5742
2014/4/11,9.2292,6.1529,4.6513,4.4018,5.6594,5.4664,5.1576,4.4324,3.9322,7.2138,15.4311,9.6176,6.29,4.9605,8.1698,3.7405,5.9174,3.1662,0.5727
2014/4/14,9.623,6.2381,4.7813,4.4018,6.2291,5.5257,5.1978,4.5362,4.3264,7.4212,15.3056,9.6722,6.3774,4.9804,7.8142,3.7405,6.0742,3.2418,0.5625
2014/4/15,9.114,6.1245,4.707,4.2904,6.0236,5.5553,5.0934,4.7141,4.2082,7.2499,14.929,9.5904,6.115,4.8287,7.745,3.7405,5.8978,3.0527,0.558
2014/4/16,8.9603,6.1719,4.837,4.3033,6.4906,5.6539,5.1094,4.7067,4.632,7.3581,15.0629,9.5176,6.2025,4.8407,7.7352,3.7887,5.9272,3.0669,0.5636
2014/4/17,8.6818,6.1813,4.772,4.2861,6.2198,5.5849,5.0934,4.5659,4.5137,7.1958,14.6779,9.4267,6.0625,4.7847,7.6561,3.7598,6.0154,3.0244,0.5655
2014/4/18,8.7298,6.2097,4.7906,4.3161,6.117,5.5947,5.1416,4.6029,4.5236,7.1507,14.6194,9.4358,6.0363,4.7408,7.666,3.7598,6.0644,3.0197,0.5595
2014/4/21,8.4897,6.1151,4.642,4.1662,6.033,5.4566,5.0532,4.4992,4.5038,6.9523,14.0922,9.1813,5.9225,4.6569,7.6364,3.6923,5.9762,3.0055,0.5463
2014/4/22,8.5666,6.0204,4.6884,4.1834,5.9209,5.3875,4.9889,4.4028,4.4644,6.9704,14.0587,9.154,5.8613,4.7448,7.4289,3.6537,5.8293,3.0102,0.5527
2014/4/23,8.3457,5.9826,4.772,4.2133,5.8275,5.5454,5.0532,4.388,4.3264,7.1056,14.2679,9.0904,5.905,4.7728,7.5178,3.6345,5.9174,3.0244,0.564
2014/4/24,8.1536,6.0015,4.7348,4.1877,5.7435,5.4664,5.013,4.3583,4.2575,6.9343,14.1507,9.0995,5.6251,4.7208,7.4388,3.6152,5.7999,2.9866,0.5648
2014/4/25,7.8367,5.6796,4.577,4.0678,5.6594,5.3579,4.9488,4.2694,4.0505,6.6548,13.8913,9.0722,5.4764,4.597,7.3301,3.6152,5.6627,2.859,0.558
2014/4/28,7.4909,5.5092,4.4192,4.0207,5.4166,5.1803,4.8122,4.1508,4.1096,6.6187,13.8578,9.1449,5.4064,4.4812,7.1227,3.6152,5.4864,2.6794,0.5527
2014/4/29,7.635,5.6418,4.4935,4.0977,5.7902,5.2691,4.9247,4.2323,4.5236,6.6548,14.2846,9.3085,5.4939,4.5771,7.1128,3.6152,5.6823,2.7314,0.5682
2014/4/30,7.7791,5.6986,4.5306,4.0892,5.6968,5.279,5.0291,4.2546,4.4743,6.5285,14.2261,9.3267,5.5114,4.6529,7.0436,3.6152,5.6529,2.7361,0.5742
2014/5/5,7.7406,5.7743,4.5863,4.1448,5.7435,5.2592,5.0773,4.2546,4.4644,6.5916,14.3683,9.3904,5.5026,4.7967,6.8461,3.6152,5.7313,2.7692,0.5787
2014/5/6,7.7502,5.7743,4.5584,4.1234,5.9956,5.2987,5.1014,4.2768,4.9079,6.6097,13.9834,9.4176,5.5376,4.7129,6.6188,3.6152,5.986,2.7597,0.5768
2014/5/7,7.3661,5.6607,4.5027,4.0849,5.7528,5.1112,5.0532,4.1804,4.8981,6.5105,13.9081,9.1813,5.4501,4.605,6.688,3.6152,5.7999,2.6841,0.5727
2014/5/8,7.4717,5.7459,4.512,4.0763,5.7995,5.1112,5.0201,4.173,4.7404,6.5465,13.8997,9.2086,5.4501,4.601,6.4213,3.6152,6.1232,2.7314,0.5715
2014/5/9,7.2893,5.8122,4.5213,4.0378,5.8742,5.052,5.0201,4.1878,5.2134,6.5195,13.7742,9.1086,5.3889,4.4772,5.9965,3.6152,6.1624,2.6369,0.5689
2014/5/12,7.5101,5.8784,4.5956,4.1277,5.9769,5.2395,5.2021,4.3213,5.3514,6.6998,13.9917,9.3449,5.5026,4.609,6.0459,3.6152,6.2015,2.7078,0.5764
2014/5/13,7.5774,5.9068,4.6234,4.1363,6.1544,5.2296,5.2103,4.299,5.5288,6.79,14.0587,9.354,5.5114,4.6569,6.0755,3.6152,6.1134,2.7597,0.5734
2014/5/14,7.6158,5.9163,4.5863,4.0935,6.0797,5.2,5.3096,4.2694,5.3514,6.7179,14.0503,9.3085,5.5289,4.633,6.0459,3.6152,6.084,2.7408,0.5727
2014/5/15,7.4237,5.7838,4.4935,4.0378,6.0703,5.0816,5.2434,4.2101,5.3711,6.763,13.9081,9.1995,5.4151,4.5132,5.7989,3.6152,5.8587,2.6558,0.5614
2014/5/16,7.5582,5.8027,4.5027,3.9522,5.8369,5.1014,5.2351,4.2101,5.1641,6.808,13.8495,9.1177,5.4414,4.5411,5.8384,3.6152,6.0546,2.6936,0.5614
2014/5/19,7.4045,5.7459,4.4656,3.9307,5.6688,5.0619,5.1442,4.2249,4.9473,6.781,13.5733,9.0358,5.3889,4.5012,5.8285,3.6152,6.2505,2.618,0.5584
2014/5/20,7.3949,5.727,4.4749,3.9522,5.6968,5.0619,5.1524,4.2249,5.0459,6.9704,13.5148,9.054,5.4064,4.4812,5.789,3.6152,6.1722,2.6227,0.5614
2014/5/21,7.4813,5.7554,4.5213,3.995,5.7715,5.1112,5.2269,4.2471,5.1937,6.9974,13.5399,9.1177,5.4501,4.5371,5.8779,3.6537,6.4367,2.67,0.5606
2014/5/22,7.6446,5.7459,4.4656,3.9907,5.6781,5.1112,5.1359,4.2916,4.9473,7.0714,13.5482,9.0995,5.4151,4.4972,5.9372,3.6055,6.3485,2.703,0.5614
2014/5/23,7.6446,5.8027,4.6049,4.0164,5.7341,5.1211,5.1938,4.3138,5.0262,7.1823,13.6821,9.1358,5.4939,4.5531,6.0261,3.6345,6.3779,2.7597,0.5625
2014/5/26,7.683,5.9826,4.6699,4.0249,5.9489,5.1606,5.1855,4.3064,5.3514,7.1823,13.7072,9.1995,5.4939,4.5531,5.9965,3.6152,6.2603,2.7928,0.5617
2014/5/27,7.6062,5.869,4.8277,4.0078,6.2571,5.1803,5.1111,4.4547,5.8442,7.0898,13.498,9.0813,5.5289,4.5211,5.9076,3.567,6.133,2.7314,0.5584
2014/5/28,7.635,6.0393,4.7813,4.0292,6.2478,5.1902,5.1607,4.4102,5.6865,7.1268,13.5901,9.1177,5.5639,4.5731,5.9372,3.567,6.4171,2.7361,0.5614
2014/5/29,7.5005,5.8974,4.7163,4.0164,6.2758,5.1902,5.0863,4.4917,5.7259,7.1083,13.498,8.954,5.4851,4.5052,5.8088,3.5381,6.4759,2.6747,0.5568
2014/5/30,7.4717,5.9258,4.6977,3.9821,6.1357,5.1902,5.0697,4.5733,5.4894,6.8865,13.6486,8.7904,5.4851,4.5132,5.7594,3.5188,6.6522,2.6511,0.5557
2014/6/3,7.5005,6.0015,4.7256,3.9821,6.3823,5.1606,5.0449,4.5066,5.4499,6.7756,13.8411,8.7722,5.5289,4.5451,5.8088,3.5091,6.5836,2.6416,0.5633
2014/6/4,7.3565,6.0677,4.6977,3.9522,6.1547,5.0915,5.0615,4.4028,5.3908,7.2008,13.5984,8.654,5.4414,4.4253,5.6507,3.4802,6.5738,2.5991,0.5482
2014/6/5,7.5486,6.1435,4.7256,3.9265,6.2211,5.131,5.1111,4.4176,5.5485,7.1083,13.7909,8.6995,5.4764,4.4732,5.789,3.6634,6.9755,2.6416,0.5527
2014/6/6,7.5101,6.1624,4.7348,3.9265,6.0978,5.0816,5.078,4.3213,5.4204,6.8957,13.6152,8.8268,5.4239,4.3814,5.9372,3.5959,7.0735,2.6463,0.5504
2014/6/9,7.4909,6.0015,4.7534,3.9176,5.946,5.0718,5.0615,4.2842,5.2036,6.8957,13.5901,8.7177,5.3976,4.4293,5.8779,3.5959,6.9167,2.6322,0.5508
2014/6/10,7.5486,6.1435,4.7998,3.9397,6.0409,5.1112,5.078,4.3213,5.312,6.8957,13.7491,8.7995,5.4589,4.4772,5.8779,3.5959,6.9461,2.6416,0.5595
2014/6/11,7.6542,6.1529,4.7906,3.9132,6.0504,5.131,5.0863,4.3064,5.3021,6.868,13.6654,8.8722,5.4414,4.4852,5.8779,3.5959,7.2596,2.6936,0.5697
2014/6/12,7.6254,6.1245,4.7256,3.9088,6.1452,5.1803,5.0201,4.3731,5.4992,6.9327,13.6403,8.8177,5.4414,4.5571,5.868,3.567,7.1323,2.67,0.578
2014/6/13,7.6638,6.2097,4.7256,3.9176,6.1167,5.2,5.0532,4.3657,5.4105,6.9235,13.7323,8.8813,5.4764,4.5571,5.9471,3.5863,7.1323,2.6936,0.5764
2014/6/16,7.9711,6.1719,4.7256,3.9619,6.1831,5.2,5.0946,4.3954,5.3612,6.9604,14.0085,8.9177,5.5201,4.645,5.9767,3.6055,7.24,2.7503,0.5719
2014/6/17,7.9519,6.1624,4.7441,3.9132,5.965,5.1704,5.0284,4.3361,5.2233,6.8495,13.8244,8.9449,5.4764,4.5734,6.0162,3.5477,7.1421,2.7314,0.5676
2014/6/18,7.9903,6.0583,4.7627,3.8556,5.9555,5.2296,5.0036,4.3287,5.1839,6.831,13.6448,8.7995,5.4851,4.4693,5.9866,3.5091,6.9755,2.7314,0.5621
2014/6/19,7.8175,5.85,4.6049,3.7804,5.6805,5.1112,4.8878,4.2027,4.766,6.6924,13.4482,8.7813,5.3452,4.3002,5.7693,3.4513,6.7796,2.67,0.5602
2014/6/20,7.731,5.8974,4.6513,3.7892,5.7469,5.1606,4.9209,4.2916,4.8356,6.6831,13.3969,8.8086,5.3364,4.3522,5.7396,3.4706,6.8188,2.6558,0.5584
2014/6/23,7.8559,6.1529,4.6791,3.8069,5.7659,5.1902,4.9126,4.2768,4.7859,6.6831,13.4909,8.8449,5.3277,4.3587,5.7396,3.4706,6.8286,2.6322,0.5448
2014/6/24,7.7694,6.2287,4.6977,3.8158,5.7943,5.2691,4.9209,4.3287,4.8257,6.7201,13.4995,8.9268,5.3364,4.3457,5.7989,3.4899,6.809,2.6511,0.5405
2014/6/25,7.7598,6.1908,4.6884,3.7804,5.7659,5.2987,4.8878,4.2842,4.7859,6.6739,13.4567,9.1267,5.3277,4.3262,5.7791,3.4802,6.8188,2.6133,0.5269
2014/6/26,7.8751,6.2855,4.7348,3.8335,5.7848,5.427,4.9291,4.5584,4.7859,6.7109,13.508,9.3904,5.4589,4.3457,5.8088,3.4995,6.8286,2.6416,0.5374
2014/6/27,7.8559,6.4937,4.7534,3.8556,5.7848,5.348,5.0118,4.8772,4.7461,6.7571,13.3798,9.4267,5.4851,4.3132,5.8779,3.5091,6.9072,2.6416,0.5393
2014/6/30,7.8079,6.418,4.7534,3.8689,5.7943,5.1408,5.0118,4.7808,4.6864,6.7663,13.4397,9.4176,5.4851,4.3392,5.9174,3.5477,7.0153,2.6558,0.5436
2014/7/1,7.7406,6.4464,4.8741,3.8999,5.7564,5.1112,5.0449,4.8698,4.7461,6.8588,13.3713,9.5449,5.4764,4.4108,5.9273,3.5573,7.2904,2.6463,0.5485
2014/7/2,7.7983,6.418,4.8834,3.8866,5.7943,5.1112,5.0367,4.8623,4.9451,6.9604,13.4738,9.4994,5.4501,4.3912,5.9372,3.5766,7.2413,2.6794,0.5485
2014/7/3,7.8175,6.4369,4.8834,3.9043,5.8702,5.1112,5.0532,4.9884,4.9152,6.9697,14.1065,9.254,5.4764,4.4433,5.9965,3.5766,7.2413,2.7078,0.5467
2014/7/4,7.8079,6.5411,4.8277,3.8911,5.8038,5.1112,5.0367,4.8105,4.8555,6.9882,14.098,9.2631,5.4764,4.4498,6.0162,3.5573,7.2511,2.6841,0.5454
2014/7/7,7.8559,6.4085,4.8834,3.9132,5.7374,5.1112,5.1111,4.8549,4.756,6.9789,14.1749,9.4085,5.5114,4.4823,6.362,3.5573,7.0742,2.7078,0.5473
2014/7/8,7.8559,6.4559,4.9112,3.953,5.7659,5.1112,5.1028,4.9365,4.756,6.9697,13.9783,9.3813,5.7213,4.4563,6.283,3.5766,7.1135,2.6889,0.5467
2014/7/9,7.5774,6.3612,4.8741,3.9575,5.6521,5.1112,5.0118,4.7808,4.567,6.7941,13.7902,9.1086,5.5814,4.3067,6.0755,3.5477,6.9956,2.6274,0.5423
2014/7/10,7.5582,6.3612,5.0227,3.9575,5.6236,5.6243,5.1276,4.9142,4.5272,6.831,14.0552,9.254,5.6251,4.4563,6.2138,3.5477,6.8875,2.6369,0.5504
2014/7/11,7.6158,6.4559,5.1898,3.9796,5.6615,5.5553,5.1359,5.0921,4.4774,6.9235,14.0809,9.2904,5.6426,4.4433,6.2434,3.5766,7.0054,2.6463,0.5497
2014/7/14,7.6734,6.5789,5.2269,4.0371,5.6615,5.575,5.2103,5.1218,4.5073,7.0251,14.5853,9.6449,5.7126,4.5148,6.3126,3.6248,7.143,2.6841,0.5571
2014/7/15,7.6446,6.4653,5.1526,4.015,5.6331,5.4862,5.2269,5.0699,4.4774,7.0067,14.4998,9.7631,5.6863,4.5018,6.2632,3.6248,7.3297,2.7456,0.5522
2014/7/16,7.6062,6.4464,5.0134,4.0061,5.7659,5.427,5.2682,4.9291,4.9252,7.0806,14.4998,9.6994,5.7213,4.4563,6.1842,3.6441,7.3985,2.7219,0.5578
2014/7/17,7.5486,6.4275,5.264,4.0327,5.6805,5.4368,5.3923,4.9216,5.0844,7.1083,14.4143,9.7449,5.7213,4.4953,6.4114,3.6152,7.3199,2.7267,0.5547
2014/7/18,7.6158,6.5411,5.524,4.0504,5.671,5.4072,5.3344,5.144,5.1441,7.0621,14.6964,9.8267,5.7388,4.5734,6.7275,3.6345,7.595,2.8033,0.5578
2014/7/21,7.635,6.4843,5.4311,3.9796,5.6236,5.4763,5.26,5.2626,5.1043,6.9419,14.628,9.6358,5.6338,4.4953,6.6287,3.6152,7.6539,2.789,0.5553
2014/7/22,7.683,6.5978,5.5054,4.0239,5.6521,5.4664,5.3096,5.2922,5.1739,7.0806,14.7392,9.8903,5.6688,4.5148,7.0831,3.6345,7.6736,2.8225,0.5522
2014/7/23,7.9807,6.5411,5.524,4.0416,5.6521,5.3875,5.2848,5.3071,5.164,7.0621,15.0469,9.7631,5.6776,4.5994,7.2313,3.6827,7.3985,3.0046,0.5547
2014/7/24,7.9615,6.4085,5.4776,4.0637,5.709,5.3678,5.3427,5.2478,5.0943,7.21,15.3291,9.7812,5.7651,4.5539,7.0535,3.7405,7.4181,3.0573,0.5565
2014/7/25,8.0191,6.5032,5.459,4.0903,5.7753,5.4763,5.4006,5.2478,5.2535,7.2285,15.4402,9.7905,5.7826,4.7295,6.9745,3.8466,7.6244,3.0094,0.5688
