ÈÕÆÚ,000012.SZ,002623.SZ,200012.SZ,300093.SZ,600586.SH,600819.SH,600876.SH,601636.SH,601865.SH,900918.SH
2018/5/7,5.5689,19.63,3.1212,10.026,3.8211,4.6807,17.2,4.7411,,0.5354
2018/5/8,5.6076,19.61,3.144,10.2656,3.8307,4.7203,17.39,4.7324,,0.5394
2018/5/9,5.5766,19.72,3.1288,9.5566,3.8019,4.7104,17.26,4.6621,,0.5404
2018/5/10,5.6619,20.37,3.1593,9.4468,3.7922,4.7203,17.74,4.6621,,0.5433
2018/5/11,5.6076,19.65,3.144,9.1172,3.7922,4.651,17.33,4.6885,,0.5433
2018/5/14,5.6154,19.75,3.144,8.5081,3.7826,4.5521,17.01,4.7148,,0.5443
2018/5/15,5.6309,19.88,3.144,8.6878,3.7922,4.6906,17.26,4.7324,,0.5463
2018/5/16,5.5378,19.76,3.144,8.5381,3.773,4.6906,17.29,4.8641,,0.5423
2018/5/17,5.5456,19.42,3.1212,8.4482,3.8019,4.6708,17.25,4.8728,,0.5443
2018/5/18,5.5999,19.65,3.1288,8.4881,3.9174,4.7302,17.3,4.9782,,0.5394
2018/5/21,5.6697,20.14,3.1364,8.8277,3.9559,4.8193,17.58,5.0221,,0.5443
2018/5/22,5.6852,20.28,3.144,9.0673,3.9462,4.7896,17.59,5.0045,,0.5423
2018/5/23,5.6542,20.05,3.1364,8.9575,3.8596,4.7302,17.62,4.8007,,0.5404
2018/5/24,5.5999,19.92,3.1288,9.1572,3.8596,4.7401,17.44,4.6894,,0.5344
2018/5/25,5.4913,19.93,3.1136,9.1172,3.8115,4.6906,17.02,4.6894,,0.5305
2018/5/28,5.4913,19.58,3.1364,8.8576,3.7826,4.6906,16.85,4.7172,,0.5216
2018/5/29,5.4293,18.87,3.1212,8.568,3.7537,4.7104,16.98,4.5875,,0.5255
2018/5/30,5.2043,18.36,3.0451,7.9589,3.6575,4.5224,15.9,4.328,,0.4939
2018/5/31,5.2664,18.69,3.0679,8.2185,3.6864,4.5818,16.2,4.3836,,0.487
2018/6/1,5.2664,18.43,3.0603,8.0288,3.696,4.5818,16.07,4.4207,,0.4841
2018/6/4,5.2121,18.24,3.0755,8.1087,3.6864,4.562,16.48,4.4948,,0.4841
2018/6/5,5.2509,18.58,3.0831,8.2385,3.7056,4.6115,16.52,4.5134,,0.4801
2018/6/6,5.2509,18.52,3.0679,8.1885,3.6767,4.562,16.44,4.4763,,0.488
2018/6/7,5.1811,18.61,3.0679,8.0587,3.5997,4.4927,16.12,4.4948,,0.4821
2018/6/8,5.0725,17.94,3.0375,7.9289,3.542,4.3839,15.92,4.4021,,0.486
2018/6/11,5.088,17.56,3.0527,7.889,3.5131,4.3641,15.86,4.4763,,0.486
2018/6/12,5.1035,17.74,3.0451,7.4296,3.5516,4.3839,16.08,4.606,,0.486
2018/6/13,4.9872,17.29,3.0375,7.3497,3.5227,4.5224,15.69,4.569,,0.491
2018/6/14,5.0027,17.32,3.0299,7.4296,3.5709,4.4037,15.89,4.6524,,0.486
2018/6/15,4.8553,16.92,3.0451,7.2698,3.4939,4.2849,15.87,4.7636,,0.4663
2018/6/19,4.3744,15.38,2.8624,6.5409,3.1666,3.8594,14.3,4.4207,,0.4396
2018/6/20,4.4055,15.93,2.8167,6.7006,3.1859,3.8099,14.43,4.4856,,0.4436
2018/6/21,4.3977,15.52,2.8167,6.5808,3.1474,3.6615,13.99,4.5226,,0.4337
2018/6/22,4.4597,16.22,2.8471,6.7805,3.157,3.7406,14.11,4.5875,,0.4426
2018/6/25,4.4442,16.13,2.8319,6.7406,3.1281,3.7703,14.04,4.467,,0.4445
2018/6/26,4.4597,16.8,2.8471,6.8604,3.1185,3.8,14.11,4.3095,,0.4436
2018/6/27,4.4238,17.1,2.8471,6.8205,3.1089,3.8099,13.92,4.1148,,0.4426
2018/6/28,4.3429,16.5,2.8294,6.6807,3.08,3.7208,13.56,4.0036,,0.4416
2018/6/29,4.4508,17.14,2.9005,6.9003,3.1474,3.8198,14.07,4.1241,,0.4554
2018/7/2,4.3968,16.95,2.8827,7.0002,3.1859,3.7505,13.76,4.0314,,0.4505
2018/7/3,4.4597,17.18,2.8916,7.12,3.2055,3.8,14.08,4.0592,,0.4564
2018/7/4,4.3698,16.63,2.8471,6.9303,3.1761,3.7604,14.28,3.9666,,0.4534
2018/7/5,4.2709,16.22,2.7582,6.6108,3.1368,3.6318,13.64,3.7812,,0.4515
2018/7/6,4.226,16.3,2.7137,6.7206,3.1564,3.6318,13.61,3.809,,0.4495
2018/7/9,4.3159,16.73,2.7671,6.9103,3.2349,3.6912,13.85,3.9758,,0.4564
2018/7/10,4.3788,17.03,2.7671,7.17,3.3721,3.7604,14.05,4.0036,,0.4574
2018/7/11,4.2709,16.59,2.7226,6.9003,3.2741,3.6021,13.56,3.9202,,0.4455
2018/7/12,4.3968,17.03,2.776,7.15,3.3427,3.7109,13.91,4.0314,,0.4544
2018/7/13,4.3968,17.17,2.7671,7.12,3.3329,3.7505,14.05,4.0592,,0.4554
2018/7/16,4.4148,16.85,2.7404,7.08,3.2937,3.7703,14.11,4.0407,,0.4544
2018/7/17,4.3698,16.86,2.7226,7.15,3.2937,3.7703,14.09,4.0222,,0.4524
2018/7/18,4.3608,16.85,2.7137,7.06,3.3035,3.7802,14.08,3.9851,,0.4485
2018/7/19,4.2979,16.4,2.7226,6.96,3.3231,3.7109,13.83,3.9573,,0.4465
2018/7/20,4.3608,16.57,2.7582,7.05,3.3329,3.7901,14.06,4.0222,,0.4515
2018/7/23,4.4597,16.92,2.8027,7.16,3.3819,3.899,14.34,4.1705,,0.4594
2018/7/24,4.6126,17.14,2.8471,7.27,3.4603,3.9979,14.57,4.3465,,0.4702
2018/7/25,4.6665,17.07,2.8649,7.34,3.4603,4.0672,16.03,4.3558,,0.4761
2018/7/26,4.6216,17.2,2.8471,7.57,3.4309,4.0573,15.36,4.3095,,0.4732
2018/7/27,4.6126,16.99,2.8205,7.44,3.4505,4.1464,16,4.2724,,0.4761
2018/7/30,4.5586,17.51,2.8027,7.24,3.4211,4.3542,15.73,4.2909,,0.4811
2018/7/31,4.5766,16.98,2.7849,7.23,3.4113,4.3245,15.39,4.2724,,0.4791
2018/8/1,4.5227,16.71,2.776,6.97,3.3819,4.176,15.34,4.1519,,0.4742
2018/8/2,4.4597,16.15,2.7137,6.75,3.2839,4.3047,14.77,4.0129,,0.4771
2018/8/3,4.4418,15.89,2.7226,6.75,3.2741,4.3344,14.07,3.9666,,0.4781
2018/8/6,4.3429,15.78,2.6692,6.71,3.2447,4.0672,13.68,3.911,,0.4682
2018/8/7,4.5047,16.13,2.7226,6.86,3.3329,4.2156,14.07,4.0407,,0.4771
2018/8/8,4.4957,15.62,2.7226,6.83,3.3035,4.0573,14.56,4.0314,,0.4771
2018/8/9,4.5766,16.32,2.7671,6.95,3.3623,4.1464,14.57,4.1056,,0.4811
2018/8/10,4.5586,16.2,2.7404,6.94,3.3721,4.1859,14.59,4.1519,,0.485
2018/8/13,4.5497,16.15,2.7315,6.96,3.4015,4.1064,14.4,4.1241,,0.486
2018/8/14,4.6216,16.28,2.7582,7.13,3.4113,4.5141,14.95,4.1983,,0.5098
2018/8/15,4.5497,15.76,2.7226,6.9,3.3133,4.5538,15.1,4.05,,0.4989
2018/8/16,4.4328,15.75,2.6959,6.75,3.2937,4.345,14.46,3.9388,,0.4979
2018/8/17,4.3878,15.38,2.6781,6.61,3.2643,4.1163,14.15,3.8646,,0.495
2018/8/20,4.4148,15.6,2.6692,6.66,3.2545,4.0865,14.35,3.9202,,0.4969
2018/8/21,4.4328,15.8,2.7137,6.71,3.2741,4.1959,14.6,3.9851,,0.5039
2018/8/22,4.3608,15.6,2.6959,6.7,3.2251,4.1462,14.12,3.9295,,0.5098
2018/8/23,4.3608,15.89,2.7048,6.72,3.2349,4.1561,14.13,3.9388,,0.5257
2018/8/24,4.3788,16.34,2.6959,6.7,3.2545,4.1661,13.92,3.9202,,0.5247
2018/8/27,4.4328,17.09,2.7493,6.84,3.3133,4.2357,14.18,4.1241,,0.5307
2018/8/28,4.4328,16.51,2.7404,6.86,3.2839,4.2058,14.24,4.1148,,0.5267
2018/8/29,4.4148,16.37,2.7226,6.78,3.2937,4.0865,14.3,4.0963,,0.5088
2018/8/30,4.3518,16.28,2.687,6.7,3.2839,3.9871,14.12,4.0314,,0.5088
2018/8/31,4.3249,16.28,2.687,6.71,3.2643,3.9473,13.84,4.0036,,0.5059
2018/9/3,4.4687,16.61,2.7137,6.74,3.2545,3.9374,13.83,4.0129,,0.496
2018/9/4,4.4418,16.65,2.7226,6.9,3.2643,4.0567,13.94,4.0685,,0.5079
2018/9/5,4.3878,16.58,2.6959,6.78,3.2153,3.9771,13.62,3.948,,0.5079
2018/9/6,4.3518,16.3,2.6692,6.87,3.2153,3.9473,13.58,3.9017,,0.5088
2018/9/7,4.3698,16.28,2.7048,6.86,3.2251,3.9473,13.58,3.9017,,0.5088
2018/9/10,4.3069,15.63,2.6425,6.7,3.1663,3.9473,13.35,3.8183,,0.5049
2018/9/11,4.2979,15.7,2.6514,6.72,3.1564,3.9473,13.39,3.7349,,0.4989
2018/9/12,4.2979,15.71,2.6514,6.71,3.1466,3.9274,13.45,3.7256,,0.491
2018/9/13,4.3339,15.84,2.6692,6.81,3.1663,3.9374,13.52,3.7627,,0.494
2018/9/14,4.3159,15.78,2.6514,6.74,3.127,3.8976,13.62,3.7441,,0.493
2018/9/17,4.4238,15.37,2.6603,6.78,3.0682,3.8479,14,3.7163,,0.489
2018/9/18,4.4508,15.52,2.6781,6.81,3.127,3.9175,14.06,3.8183,,0.4979
2018/9/19,4.4597,15.59,2.6959,6.93,3.1663,3.9374,14.09,3.8461,,0.5039
2018/9/20,4.4238,15.56,2.6692,6.97,3.1564,3.9175,13.85,3.8183,,0.5039
2018/9/21,4.4867,15.74,2.687,7.03,3.1859,3.9573,13.98,3.8739,,0.5098
2018/9/25,4.4597,15.67,2.6781,6.97,3.1957,3.9075,13.96,3.8368,,0.5098
2018/9/26,4.4687,15.67,2.6692,6.94,3.1859,3.9075,13.9,3.8461,,0.5108
2018/9/27,4.3788,15.39,2.687,6.66,3.1368,3.8181,13.43,3.7812,,0.5128
2018/9/28,4.4058,15.71,2.6781,6.77,3.1859,3.8777,13.58,3.8183,,0.5138
2018/10/8,4.2619,15.75,2.6247,6.4,3.1074,3.7385,13.33,3.6885,,0.5088
2018/10/9,4.2529,16.15,2.6158,6.39,3.1172,3.7882,13.37,3.7349,,0.5069
2018/10/10,4.2439,16.08,2.6247,6.42,3.1172,3.7882,13.46,3.7071,,0.5029
2018/10/11,3.8214,14.8,2.4557,5.78,2.9114,3.4701,12.23,3.3642,,0.4563
2018/10/12,3.7135,14.88,2.4646,5.62,2.9114,3.4502,11.95,3.3364,,0.4602
2018/10/15,3.6056,14.43,2.4112,5.49,2.8722,3.4701,11.91,3.2622,,0.4563
2018/10/16,3.4977,13.97,2.3133,5.32,2.7938,3.3507,11.56,3.1881,,0.4364
2018/10/17,3.5786,14.14,2.2955,5.41,2.7839,3.3806,11.77,3.3456,,0.4424
2018/10/18,3.4797,13.64,2.1887,5.3,2.7055,3.311,11.4,3.2715,,0.4166
2018/10/19,3.6145,13.86,2.2688,5.42,2.7055,3.4005,11.59,3.3456,,0.4275
2018/10/22,3.7674,14.6,2.3845,5.73,2.7839,3.5496,12.05,3.5124,,0.4513
2018/10/23,3.6775,14.38,2.34,5.72,2.7447,3.5098,11.86,3.4383,,0.4513
2018/10/24,3.7045,14.45,2.3845,5.76,2.7545,3.5496,12.33,3.429,,0.4503
2018/10/25,3.6775,14.42,2.3667,5.85,2.7349,3.5397,11.98,3.3827,,0.4473
2018/10/26,3.7224,14.53,2.4023,5.77,2.7938,3.6093,12.05,3.3827,,0.4503
2018/10/29,3.7404,14.56,2.3222,5.68,2.8134,3.5496,11.82,3.3178,,0.4444
2018/10/30,3.7045,14.66,2.3133,5.76,3.0976,3.6192,11.89,3.3549,,0.4513
2018/10/31,3.7674,14.99,2.3667,5.83,3.029,3.6888,11.92,3.4198,,0.4593
2018/11/1,3.7674,14.93,2.3756,5.89,3.0094,3.649,11.91,3.429,,0.4563
2018/11/2,3.8483,15.21,2.4379,6.11,3.0486,3.7286,12.17,3.5032,,0.4672
2018/11/5,3.8573,15.32,2.4468,6.15,3.029,3.7783,12.28,3.5032,,0.4682
2018/11/6,3.8393,15.19,2.4023,6.09,2.9996,3.828,12.49,3.4939,,0.4692
2018/11/7,3.7944,15.12,2.3934,6.12,2.9996,3.7882,12.34,3.4568,,0.4642
2018/11/8,3.7674,15.18,2.3667,6.17,3.0192,3.8081,12.38,3.4105,,0.4642
2018/11/9,3.7314,15.6,2.3578,6.16,2.9996,3.7683,12.22,3.392,,0.4612
2018/11/12,3.9113,16,2.4023,6.6,3.0682,3.8777,12.42,3.4939,,0.4692
2018/11/13,4.0192,16.74,2.4646,6.71,3.1368,3.9672,12.56,3.5773,,0.4821
2018/11/14,3.9472,16.82,2.4468,6.75,3.1074,4.0766,12.69,3.5495,,0.487
2018/11/15,4.0102,18.5,2.4646,6.95,3.1761,4.0865,12.84,3.5866,,0.4989
2018/11/16,4.0371,19.75,2.4824,6.93,3.1663,4.2257,12.84,3.6144,,0.5049
2018/11/19,4.19,18.2,2.5268,7.01,3.2055,4.345,13.73,3.6885,,0.5059
2018/11/20,3.9652,17.46,2.4468,6.76,3.127,4.2357,12.96,3.5681,,0.494
2018/11/21,4.0012,17.55,2.5179,6.9,3.127,4.2655,12.98,3.5866,,0.4999
2018/11/22,3.9652,17.31,2.5179,6.9,3.0878,4.2357,12.84,3.5495,,0.5039
2018/11/23,3.7764,16.7,2.4557,6.52,2.9702,4.1263,12.28,3.3642,,0.486
2018/11/26,3.7764,16.27,2.429,6.67,2.9604,4.1661,12.35,3.3734,,0.488
2018/11/27,3.8124,16.21,2.429,6.62,2.9898,4.2854,12.23,3.3549,,0.491
2018/11/28,3.8573,16.34,2.429,6.83,3.078,4.3351,12.25,3.3827,,0.5029
2018/11/29,3.7674,15.72,2.3578,6.47,2.9996,4.1959,11.98,3.3178,,0.4989
2018/11/30,3.7764,15.62,2.3667,6.61,3.0388,4.2257,12.11,3.3827,,0.4989
2018/12/3,3.9113,16.13,2.4201,6.77,3.0976,4.3848,12.42,3.4661,,0.5098
2018/12/4,3.9023,16.3,2.3845,6.83,3.1172,4.4544,12.47,3.4661,,0.5138
2018/12/5,3.8393,16.05,2.34,6.8,3.0976,4.4942,12.28,3.4198,,0.5108
2018/12/6,3.7674,16.05,2.2866,6.63,3.0878,4.3848,12.17,3.3734,,0.5039
2018/12/7,3.7854,16.19,2.3311,6.63,3.127,4.4047,12.24,3.3734,,0.5039
2018/12/10,3.7584,15.75,2.2866,6.37,3.1074,4.4047,12.14,3.3827,,0.4979
2018/12/11,3.7854,15.93,2.2866,6.42,3.1172,4.4047,12.19,3.4105,,0.5029
2018/12/12,3.7764,16.07,2.3222,6.42,3.0388,4.3749,12.17,3.4198,,0.5029
2018/12/13,3.8214,16.21,2.3044,6.49,3.0486,4.4445,12.33,3.6051,,0.5079
2018/12/14,3.7404,15.7,2.2688,6.13,2.98,4.355,12,3.6144,,0.5019
2018/12/17,3.7494,15.98,2.3044,6.27,2.9604,4.2257,12.13,3.7071,,0.4999
2018/12/18,3.7404,15.88,2.2955,6.28,2.9016,4.2754,11.97,3.6422,,0.5009
2018/12/19,3.7314,15.99,2.2599,6.16,2.8428,4.2953,11.83,3.5866,,0.496
2018/12/20,3.7224,16.1,2.2688,6.26,2.8624,4.3848,11.92,3.5403,,0.4999
2018/12/21,3.6685,15.98,2.1976,6.1,2.833,4.2754,11.78,3.5588,,0.495
2018/12/24,3.6865,15.98,2.251,6.24,2.8526,4.2257,11.82,3.5681,,0.4999
2018/12/25,3.6325,15.46,2.2065,6.2,2.8134,4.1462,11.53,3.5866,,0.496
2018/12/26,3.6325,15.41,2.2065,6.24,2.8134,4.1959,11.55,3.531,,0.4989
2018/12/27,3.5786,15.09,2.1887,6.13,2.7447,4.1859,11.22,3.4939,,0.5009
2018/12/28,3.5876,15.32,2.1976,6.11,2.7741,4.0666,11.12,3.5217,,0.496
2019/1/2,3.5786,14.85,2.1887,6.07,2.7938,4.1064,11.01,3.4754,,0.4979
2019/1/3,3.6056,14.85,2.2154,6.09,2.8036,4.0865,11.02,3.5124,,0.4969
2019/1/4,3.6865,15.23,2.2421,6.33,2.8624,4.1661,11.26,3.5773,,0.5108
2019/1/7,3.7135,15.5,2.2421,6.54,2.9016,4.2555,11.48,3.5959,,0.5128
2019/1/8,3.7135,15.39,2.2154,6.55,2.8918,4.2357,11.41,3.5588,,0.5098
2019/1/9,3.7135,15.35,2.2421,6.62,2.882,4.2655,11.39,3.5773,,0.5108
2019/1/10,3.7314,15.79,2.2421,6.63,2.9212,4.2257,11.46,3.6144,,0.5059
2019/1/11,3.7494,15.68,2.2599,6.64,2.9408,4.2456,11.63,3.6329,,0.5059
2019/1/14,3.7314,15.46,2.2243,6.61,2.9114,4.2555,11.74,3.7256,,0.5029
2019/1/15,3.7674,15.66,2.2332,6.72,2.9212,4.2754,11.85,3.7441,,0.5059
2019/1/16,3.7584,15.6,2.2154,6.72,2.8918,4.2357,11.7,3.6885,,0.5088
2019/1/17,3.7314,15.44,2.2154,6.69,2.8624,4.176,11.51,3.6329,,0.5088
2019/1/18,3.7854,15.56,2.251,6.76,2.9506,4.2058,11.55,3.7256,,0.5029
2019/1/21,3.7674,15.7,2.2421,6.75,2.9898,4.2058,11.52,3.7534,,0.5039
2019/1/22,3.7045,16.08,2.2243,6.72,2.9408,4.0965,11.34,3.7071,,0.5049
2019/1/23,3.7045,16.03,2.2243,6.7,2.9212,4.1163,11.26,3.7071,,0.5049
2019/1/24,3.7224,16.14,2.2065,6.71,2.931,4.2456,11.28,3.6885,,0.5049
2019/1/25,3.7224,15.78,2.2065,6.04,2.8918,4.2257,11.18,3.67,,0.5019
2019/1/28,3.7135,15.99,2.2243,5.67,2.8722,4.0865,11.08,3.6422,,0.5019
2019/1/29,3.8933,15.7,2.2599,5.36,2.833,3.9473,10.87,3.6607,,0.4989
2019/1/30,3.7854,16.16,2.2421,5.23,2.8428,4.0269,10.69,3.67,,0.4979
2019/1/31,3.6685,15.86,2.2065,5.19,2.8232,3.8976,9.9,3.6144,,0.494
2019/2/1,3.7314,16.62,2.2332,5.39,2.8918,3.9374,10.29,3.7071,,0.4999
2019/2/11,3.8483,17.01,2.2777,5.52,2.9408,4.0169,10.7,3.7905,,0.4999
2019/2/12,3.9832,16.88,2.2955,5.6,2.98,4.0467,10.77,3.9017,,0.5029
2019/2/13,4.235,16.96,2.3934,5.7,3.029,4.1163,10.99,3.9295,,0.5098
2019/2/14,4.19,17.06,2.3845,5.71,3.0486,4.1561,10.95,3.948,,0.5088
2019/2/15,4.145,16.76,2.3489,5.73,2.9898,4.1561,11.01,3.8461,2.8673,0.5069
2019/2/18,4.3339,17.2,2.4201,5.97,3.127,4.2655,11.29,3.9758,3.156,0.5128
2019/2/19,4.3159,17.07,2.4201,6.01,3.1074,4.2953,11.52,3.9758,3.4746,0.5118
2019/2/20,4.2799,17.46,2.4112,6.1,3.0878,4.4445,11.97,3.948,3.823,0.5128
2019/2/21,4.181,17.17,2.4023,6.02,3.0976,4.3251,11.86,3.9017,4.2013,0.5108
2019/2/22,4.2529,17.19,2.429,6.23,3.1466,4.4146,11.85,3.9573,4.6195,0.5148
2019/2/25,4.4687,17.76,2.509,6.51,3.2643,4.6035,12.25,4.1427,5.0775,0.5396
2019/2/26,4.4777,17.66,2.5446,6.5,3.2545,4.6234,12.23,4.087,5.5852,0.5406
2019/2/27,4.4148,17.41,2.509,6.61,3.2349,4.6035,12.05,4.05,6.1427,0.5366
2019/2/28,4.4328,17.59,2.4913,6.67,3.2545,4.7229,12.25,4.1427,6.76,0.5446
2019/3/1,4.4687,17.66,2.5002,6.68,3.3231,4.6731,12.47,4.1427,7.437,0.5525
2019/3/4,4.5047,17.65,2.5446,6.84,3.3427,4.6831,12.85,4.1519,8.1837,0.5555
2019/3/5,4.6665,17.96,2.6336,6.9,3.4505,4.7825,13.27,4.189,9,0.5555
2019/3/6,4.8913,18.18,2.7226,7.04,3.5388,5.041,13.58,4.2817,9.8961,0.5624
2019/3/7,5.3769,18.25,2.9005,7.33,3.6172,5.3393,14.4,4.4763,10.8817,0.5684
2019/3/8,5.206,17.36,2.7493,7.36,3.4309,5.0808,13.66,4.1334,11.9669,0.5436
2019/3/11,5.3229,17.85,2.8116,7.89,3.5388,5.2797,13.84,4.2446,13.1616,0.5505
2019/3/12,5.3139,18.88,2.8116,7.79,3.6074,5.3393,13.73,4.2353,14.4757,0.5505
2019/3/13,5.1071,18.2,2.7137,7.58,3.4897,5.2399,13.13,4.0778,15.0731,0.5406
2019/3/14,4.9003,17.6,2.6336,6.86,3.3721,5.1106,12.75,4.0222,15.7302,0.5356
2019/3/15,5.0082,17.61,2.6959,6.97,3.4505,5.5581,12.99,4.1056,17.3032,0.5555
2019/3/18,5.0802,18.05,2.7315,7.18,3.5584,5.399,13.29,4.2353,16.676,0.5555
2019/3/19,5.0352,17.94,2.7226,7.16,3.5093,5.3592,13.17,4.1612,16.676,0.5525
2019/3/20,5.0262,18.09,2.7137,7.18,3.5486,5.3791,13.12,4.189,17.0642,0.5535
2019/3/21,5.1071,18.19,2.7582,7.29,3.5976,5.6277,13.13,4.1983,16.6959,0.5654
2019/3/22,5.1431,18.72,2.7493,7.31,3.5682,5.7072,14.21,4.189,16.7257,0.5634
2019/3/25,4.9992,18.37,2.687,7.22,3.6074,5.916,13.98,4.1056,15.0532,0.5654
2019/3/26,4.8014,17.97,2.6158,6.96,3.5093,5.7967,13.34,3.9573,15.4215,0.5535
2019/3/27,4.9003,18.01,2.6247,7.35,3.4897,5.9657,13.03,4.05,15.0532,0.5535
2019/3/28,4.8464,18.07,2.6336,7.41,3.4407,5.6376,12.88,4.0314,14.2268,0.5495
2019/3/29,4.9812,18.52,2.7137,7.5,3.5584,5.6774,13.1,4.1519,14.5355,0.5565
2019/4/1,5.1431,18.66,2.776,7.8,3.6662,5.8862,13.51,4.3929,14.9934,0.5664
2019/4/2,5.1791,18.38,2.7671,7.68,3.6172,5.8762,13.56,4.4114,16.208,0.5634
2019/4/3,5.233,18.44,2.776,7.76,3.6564,6.085,13.78,4.5968,15.5609,0.5644
2019/4/4,5.224,18.58,2.7582,7.88,3.6662,5.9458,13.73,4.606,16.2379,0.5614
2019/4/8,5.1791,18.25,2.7315,8.09,3.6564,5.8166,13.53,4.6987,15.1726,0.5535
2019/4/9,5.1521,18.36,2.7226,8.2,3.6466,5.7967,14.29,4.6524,14.1372,0.5525
2019/4/10,5.0622,17.9,2.7226,8.36,3.676,5.8166,14.4,4.6616,13.9779,0.5495
2019/4/11,5.0172,17.63,2.6781,8.03,3.5486,5.6873,14.96,4.5319,14.0576,0.5436
2019/4/12,4.9992,17.87,2.6781,7.93,3.4701,5.6078,14.9,4.4578,13.739,0.5455
2019/4/15,4.9633,17.58,2.6336,8.07,3.4309,5.6376,15.4,4.3743,13.6892,0.5465
2019/4/16,5.0622,17.8,2.6781,8.33,3.4995,5.6674,15.36,4.4856,13.2611,0.5535
2019/4/17,5.0712,17.92,2.687,8.9,3.5878,5.737,14.79,4.4856,13.2113,0.5525
2019/4/18,4.9273,17.79,2.6514,8.31,3.5093,5.6475,14.38,4.4299,12.6239,0.5505
2019/4/19,4.9183,17.98,2.6692,8.19,3.5682,5.6376,14.5,4.4578,12.6538,0.5436
2019/4/22,4.8823,17.87,2.6603,7.92,3.4603,5.568,14.08,4.3558,13.9182,0.5416
2019/4/23,4.7385,17.86,2.5891,7.92,3.3917,5.4885,14.08,4.2446,14.0377,0.5356
2019/4/24,4.8104,17.81,2.598,8.05,3.4407,5.4686,14.11,4.3002,13.1815,0.5336
2019/4/25,4.6126,16.55,2.5268,7.6,3.2839,5.0907,13.52,4.1612,14.4956,0.5138
2019/4/26,4.4687,16.02,2.4646,7.38,3.2447,5.2697,13.18,3.9944,15.9492,0.5198
2019/4/29,4.2709,15.4,2.4379,7.25,3.1368,5.2697,12.97,3.8646,14.5952,0.5247
2019/4/30,4.4058,15.56,2.429,6.53,3.2643,5.22,12.96,3.8832,13.1317,0.5297
2019/5/6,4.154,14.42,2.3044,6.37,3.1074,4.7328,11.66,3.5588,11.8175,0.49
2019/5/7,4.199,14.53,2.3489,6.69,3.3035,4.7427,11.67,3.6144,11.2003,0.495
2019/5/8,4.172,14.8,2.3489,6.78,3.2741,4.7129,11.57,3.6144,11.1903,0.5009
2019/5/9,4.1361,14.65,2.34,7.03,3.2349,4.7626,11.59,3.5495,10.1649,0.5019
2019/5/10,4.235,14.97,2.3756,7.1,3.3623,4.872,11.98,3.6237,10.4835,0.5079
2019/5/13,4.199,14.72,2.3667,7.18,3.3427,4.9714,12.05,3.5959,10.7523,0.495
2019/5/14,4.1361,14.56,2.34,7.18,3.2545,4.8223,11.82,3.5959,10.3839,0.487
2019/5/15,4.199,14.91,2.3667,7.46,3.2839,4.9416,12.03,3.6607,10.7025,0.493
2019/5/16,4.3159,15.12,2.3667,7.61,3.2447,4.9814,12.08,3.7534,11.7777,0.495
2019/5/17,4.145,14.51,2.3222,7.38,3.1564,4.7229,11.6,3.7256,10.7722,0.486
2019/5/20,4.217,14.46,2.3311,7.2,3.0682,4.7229,11.64,3.6793,10.2445,0.4801
2019/5/21,4.235,14.68,2.3489,7.27,3.127,4.8322,11.74,3.7627,10.4436,0.4791
2019/5/22,4.19,14.69,2.3489,7.16,3.1074,4.872,11.94,3.7256,10.2445,0.4751
2019/5/23,4.1361,14.39,2.3222,6.88,3.0094,5.1405,11.61,3.67,9.9259,0.4702
2019/5/24,4.1271,14.36,2.2866,6.84,3.1368,4.9416,11.54,3.53,10.2644,0.4602
2019/5/27,4.199,14.69,2.3311,6.99,3.2349,4.9814,11.75,3.61,10.5332,0.4652
2019/5/28,4.163,14.7,2.34,6.91,3.2251,4.9217,11.66,3.66,10.7622,0.4682
2019/5/29,4.154,14.82,2.3311,6.95,3.2643,4.9118,11.66,3.68,11.041,0.4672
2019/5/30,4.154,14.75,2.3311,6.81,3.2153,4.8819,11.57,3.66,11.3994,0.4672
2019/5/31,4.19,14.96,2.3222,6.92,3.1172,4.8819,11.57,3.64,12.1759,0.4682
2019/6/3,4.1091,14.7,2.2777,6.83,2.9996,4.8223,11.38,3.56,10.9613,0.4672
2019/6/4,4.0641,14.35,2.2243,6.84,2.9114,4.7328,11.08,3.52,10.3441,0.4632
2019/6/5,4.0461,14.59,2.2421,6.91,3.0094,4.693,11.68,3.54,10.135,0.4662
2019/6/6,3.9023,14.37,2.2154,7.06,2.9702,4.5737,11.26,3.49,9.8065,0.4583
2019/6/10,3.9203,14.29,2.2243,7.22,3.0584,4.6334,11.26,3.53,9.9857,0.4583
2019/6/11,4.2439,14.74,2.3311,7.44,3.1761,5.1007,11.84,3.81,10.7423,0.5019
2019/6/12,4.154,14.65,2.2955,7.46,3.1074,5.3791,11.92,3.74,10.4337,0.492
2019/6/13,4.145,15.09,2.2955,7.34,3.0878,5.1405,11.82,3.7,10.593,0.487
2019/6/14,4.0461,14.79,2.2688,7.33,3.0192,5.22,11.6,3.64,10.1151,0.4821
2019/6/17,4.0371,14.6,2.251,6.62,2.9702,5.568,11.65,3.64,10.0852,0.49
2019/6/18,4.0371,14.5,2.251,6.92,3.0388,5.3791,11.63,3.64,10.2346,0.4821
2019/6/19,4.0641,14.71,2.2777,7.17,3.0878,5.3691,11.74,3.66,10.4138,0.485
2019/6/20,4.172,14.9,2.3133,7.17,3.1368,5.5183,11.87,3.72,10.5133,0.495
