ÈÕÆÚ,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH
2016/6/27,1.4417,0,2.2807,0,0.8278,2.1053,1.6754,2.1959,3.7921,2.1409,1.556,2.1394,1.5808,3.3462,1.5242,2.2657,,,3.0864,3.139,3.1227,2.6,2.1841,1.0471,2.6261,1.5216,0.8091,,,,10.0402,-0.4444,1.399,1.7428,1.1801,,2.4743,1.3665,0.5128,1.1705,1.8125,1.7771,3.6788,5.0305,1.6229,6.5109,1.0426,0.3391,,,0.8593,2.2174,5.7752,1.4286,2.0623,2.4537,3.5982,0.6732,0.3854,,,,2.4169,2.8794,2469557814,6213655247,5498856740,4603277250,7880046903,5171089133,8073514692,5173596207,3841014576,2277920250,2566618513,2672758451,4784286000,3149975782,3685563040,6213655247,,,4029149234,8203365500,5058646205,4089862900,2616028473,3674720000,2260231524,7630073100,9345000000,,,,1925769955,2260231524,-6.9957,14.8693,67.9293,-59.8932,-12.5723,25.3081,24.0773,17.6752,32.7663,56.957,27.7338,156.1832,16.2461,71.5642,278.3623,11.3967,,,430.3769,73.7354,169.4987,220.3821,220.7779,282.7134,-76.9878,15.7538,28.8385,,,,33.6652,-46.2487,13.1577,1.5489,1.0451,7.4236,3.2659,3.3975,2.2116,1.8381,1.8979,3.9357,2.0296,3.8993,1.8032,3.3352,2.3282,1.1871,,,5.7518,4.555,4.3003,3.4023,3.302,5.7427,9.0728,2.7729,1.3899,,,,4.1722,5.4503,73.4471,1.7154,2.8498,15.1805,3.46,3.3441,1.1888,1.3063,1.2607,3.9359,6.5718,4.5135,1.376,2.0763,1.57,1.3148,,,5.2781,4.0025,4.5379,4.1052,1.2161,5.1042,2.6449,2.5201,1.863,,,,2.7438,1.5889
2016/6/28,1.6796,1.9856,0.5146,0,3.4483,4.9485,2.2657,0.9917,0.8119,3.0568,-0.0511,0.1795,2.8417,-0.2491,0.3264,1.007,,,0.3992,0.6522,-2.1755,0.9747,2.2901,0,5.7912,1.582,1.7657,,,,10,2.0833,1.5858,2.0588,1.212,,3.3093,2.632,1.1614,1.4998,1.1976,3.9286,3.8662,3.2749,2.4474,3.839,1.3222,0.3271,,,1.1827,2.373,5.6375,1.6789,5.7792,3.6675,8.0524,0.8523,0.4723,,,,3.4839,1.7747,2511036175,6337031073,5527152744,4603277250,8151772658,5426978080,8256436755,5224904600,3872200080,2347551000,2565307676,2677556940,4920240000,3142130263,3697591640,6337031073,,,4045233662,8256865709,4920053159,4129725111,2675937522,3674720000,2391127087,7750782000,9510000000,,,,2118346951,2391127087,-7.1132,15.1645,68.2789,-59.8932,-13.0059,26.5605,24.6229,17.8505,33.0323,58.698,27.7197,156.4636,16.7077,71.386,279.2708,11.5402,,,432.095,74.2162,164.8549,222.53,225.8339,282.7134,-81.4463,16.003,29.3477,,,,37.0317,-47.321,13.3787,1.5796,1.0505,7.4236,3.3785,3.5656,2.2617,1.8563,1.9133,4.056,2.0286,3.9063,1.8544,3.3269,2.3358,1.2021,,,5.7748,4.5847,4.1825,3.4355,3.3776,5.7427,9.5982,2.8168,1.4144,,,,4.5895,5.5766,74.6807,1.7495,2.8645,15.1805,3.5793,3.5095,1.2158,1.3193,1.2709,4.0562,6.5684,4.5216,1.4151,2.0711,1.5751,1.3314,,,5.2992,4.0286,4.4136,4.1452,1.244,5.1042,2.7981,2.56,1.8959,,,,3.0181,1.6257
2016/6/29,0.1271,-1.4159,0.1706,0,-1.1111,-0.9168,1.5106,-0.1637,4.8322,-1.6102,-0.2555,-1.0155,-0.6579,-0.3745,1.041,0,,,0.6958,-0.8639,1.1861,-0.3861,-0.7463,0.3701,-2.2279,-0.2459,-0.6309,,,,-1.3935,0.2187,1.556,1.1966,1.5468,,1.9714,1.8268,1.392,1.0342,5.3939,2.5531,3.5282,2.2935,1.4268,3.1328,1.509,0.1284,,,0.9084,1.8964,7.1194,1.1772,3.2842,1.8128,6.0079,0.8225,0.4807,,,,14.1645,0.5976,2514226818,6247303199,5536584745,4603277250,8061197407,5377221896,8381156344,5216353201,4059313104,2309751450,2558753492,2650365502,4887870000,3130361985,3736083160,6247303199,,,4073381411,8185532096,4978408126,4113780227,2655967839,3688320000,2337855636,7731722700,9450000000,,,,2088827849,2337855636,-7.1223,14.9498,68.3954,-59.8932,-12.8614,26.3169,24.9948,17.8213,34.6285,57.7529,27.6488,154.8746,16.5978,71.1186,282.178,11.506,,,435.1016,73.5751,166.8102,221.6708,224.1486,283.7597,-79.6318,15.9636,29.1626,,,,36.5157,-47.279,13.3957,1.5573,1.0523,7.4236,3.3409,3.5329,2.2959,1.8533,2.0057,3.9907,2.0234,3.8666,1.8422,3.3145,2.3601,1.1985,,,5.815,4.5451,4.2321,3.4222,3.3524,5.7639,9.3844,2.8099,1.4055,,,,4.5255,5.5717,74.7756,1.7247,2.8694,15.1805,3.5395,3.4774,1.2341,1.3171,1.3324,3.9909,6.5516,4.4757,1.4058,2.0634,1.5915,1.3274,,,5.3361,3.9938,4.4659,4.1292,1.2347,5.1231,2.7357,2.5537,1.884,,,,2.9761,1.6243
2016/6/30,0.6345,-0.2693,-0.3407,0,-3.2103,3.3047,2.5794,3.2787,1.0243,0.0861,0.7172,-0.9656,0,-1.1278,-1.2878,0.2991,,,-0.1974,-0.6536,-3.37,1.1628,0.6015,-0.59,-0.8464,-0.4108,0.7937,,,,-2.5572,-0.0727,1.3882,0.7132,0.7474,,2.7448,1.9147,1.0311,3.5526,4.908,2.0029,3.9755,2.3948,0.8577,2.0004,0.875,0.2235,,,0.8301,1.3888,6.1879,1.6587,2.5181,1.319,3.1167,0.5504,0.3655,,,,6.2784,0.3202,2530180034,6230737531,5517365133,4603277250,7802410973,5537366937,8603182424,5393394405,4100893776,2311740900,2612963652,2625024633,4887870000,3147959206,3687968760,6230737531,,,4065339197,8132031887,4810637595,4161614881,2671943585,3666560000,2318069098,7699957200,9525000000,,,,2035412332,2318069098,-7.1674,14.9095,68.1624,-59.8932,-12.4485,27.1866,25.6395,18.4056,34.9832,57.8026,27.8471,153.3792,16.5978,70.3165,278.544,11.5384,,,434.2426,73.0942,161.1887,224.2484,225.4968,282.0856,-78.9578,15.8981,29.394,,,,35.5819,-47.2361,13.4807,1.5531,1.0487,7.4236,3.2337,3.6497,2.3551,1.914,2.0263,3.9942,2.0379,3.8293,1.8422,3.2771,2.3297,1.2019,,,5.8035,4.5154,4.0895,3.462,3.3726,5.7299,9.305,2.7983,1.4166,,,,4.4098,5.5666,75.25,1.7201,2.8596,15.1805,3.4259,3.5923,1.266,1.3603,1.346,3.9944,6.5986,4.4325,1.4058,2.0401,1.571,1.3311,,,5.3255,3.9677,4.3154,4.1772,1.2421,5.0929,2.7126,2.5432,1.8989,,,,2.9,1.6228
2016/7/1,1.8916,-0.45,-2.2222,0,-1.1609,-0.8957,-1.6441,-2.0635,-0.8872,0.2582,-0.4069,-1.1578,0,0,1.8917,0.1988,,,0.099,-0.8772,0.6065,-0.1916,-0.5979,0.5935,0,0.9076,-1.8898,,,,-3.3149,-0.655,1.3928,0.57,1.2802,,1.7666,1.2825,0.6226,1.8498,4.1468,2.317,2.0274,2.1006,1.2615,2.1105,1.3579,0.1914,,,0.6711,1.2355,4.1802,0.9745,1.8438,1.4269,3.7473,0.8602,0.3355,,,,5.1556,0.2429,2578039681,6202696408,5394757019,4603277250,7711835721,5487768001,8461737452,5282102140,4064510688,2317709250,2602331043,2594631294,4887870000,3147959206,3757734640,6202696408,,,4065339197,8060698274,4839815079,4153642438,2655967839,3688320000,2318069098,7769841300,9345000000,,,,1967940100,2318069098,-7.303,14.8424,66.6476,-59.8932,-12.304,26.9431,25.218,18.0258,34.6728,57.9519,27.7338,151.6033,16.5978,70.3165,283.8133,11.5929,,,434.2426,72.453,162.1664,223.8188,224.1486,283.7597,-78.9578,16.0423,28.8385,,,,34.4024,-47.0569,13.7357,1.5461,1.0254,7.4236,3.1961,3.617,2.3164,1.8745,2.0083,4.0045,2.0296,3.785,1.8422,3.2771,2.3738,1.2076,,,5.8035,4.4758,4.1143,3.4554,3.3524,5.7639,9.305,2.8237,1.3899,,,,4.2636,5.5455,76.6734,1.7123,2.7961,15.1805,3.3861,3.5601,1.2451,1.3322,1.3341,4.0047,6.5718,4.3811,1.4058,2.0401,1.6007,1.3374,,,5.3255,3.9329,4.3416,4.1692,1.2347,5.1231,2.7126,2.5663,1.863,,,,2.8038,1.6166
2016/7/4,0.3713,2.9837,4.1958,0,0,0.1291,8.1613,1.9449,4.3478,1.8026,3.5751,2.0345,1.9205,2.1546,0.9603,0,,,0.4946,1.1062,1.4318,0.9597,2.2556,2.8024,0.8536,9.9755,3.6918,,,,2.0714,2.0513,1.3075,1.7494,2.2003,,2.5398,1.2961,2.116,1.6154,7.7647,2.9777,5.0112,2.3054,1.4706,3.4286,1.796,0.0736,,,1.3771,1.6285,5.6028,1.2234,3.7469,2.827,4.0331,4.1619,1.0425,,,,4.5681,0.9402,2587611611,6387767819,5621110460,4603277250,7711835721,5494853564,9152321728,5384833462,4240152860,2359487700,2695366371,2647419724,4981743000,3215785957,3793820440,6387767819,,,4085444732,8149865290,4909111602,4193504650,2715876888,3791680000,2337855636,8544919500,9690000000,,,,2008704574,2337855636,-7.3301,15.2853,69.4441,-59.8932,-12.304,26.9779,27.2761,18.3764,36.1803,58.9965,28.7253,154.6877,16.9166,71.8316,286.5388,11.5905,,,436.3901,73.2545,164.4883,225.9668,229.2046,291.7117,-79.6318,17.6426,29.9032,,,,35.115,-48.0049,13.7867,1.5922,1.0684,7.4236,3.1961,3.6216,2.5055,1.911,2.0956,4.0767,2.1022,3.862,1.8776,3.3477,2.3966,1.2073,,,5.8322,4.5253,4.1732,3.4886,3.428,5.9254,9.3844,3.1054,1.4412,,,,4.3519,5.6572,76.9581,1.7634,2.9134,15.1805,3.3861,3.5647,1.3468,1.3581,1.3921,4.0769,6.8067,4.4703,1.4328,2.0841,1.6161,1.3371,,,5.3519,3.9764,4.4038,4.2092,1.2625,5.2667,2.7357,2.8223,1.9318,,,,2.8619,1.6492
2016/7/5,0.2466,-0.7024,-1.6779,0,1.3423,0.5158,0,-0.159,-1.1029,1.0118,1.9231,0.3021,-0.7147,-0.1241,0.1902,0.2976,,,4.3307,0.2188,2.7489,0,0.5882,1.0043,0.8464,-1.4126,-0.9288,,,,-0.6998,0.0718,1.1858,1.2569,1.6179,,2.3082,1.4746,2.1516,1.19,4.1018,2.9459,5.0033,2.6006,1.3494,3.1103,0.9929,0.3008,,,1.8791,1.3488,7.5771,0.9519,5.1609,2.5894,4.4582,2.807,0.6966,,,,4.2519,0.2449,2593992897,6342902023,5526796527,4603277250,7815350295,5523195813,9152321728,5376272518,4193386468,2383361100,2747200340,2655417971,4946136000,3211796148,3801037600,6342902023,,,4262373441,8167698693,5044057464,4193504650,2731852634,3829760000,2357642175,8424210600,9600000000,,,,1994647859,2357642175,-7.3482,15.1779,68.2789,-59.8932,-12.4691,27.1171,27.2761,18.3472,43.2538,59.5934,29.2777,155.155,16.7957,71.7425,287.0839,11.6458,,,455.2889,73.4148,169.0099,225.9668,230.5528,294.6414,-80.3058,17.3934,29.6255,,,,34.8693,-48.1275,13.8207,1.581,1.0505,7.4236,3.239,3.6403,2.5055,1.908,2.5053,4.1179,2.1426,3.8736,1.8642,3.3435,2.4011,1.2131,,,6.0848,4.5352,4.2879,3.4886,3.4482,5.985,9.4638,3.0615,1.4278,,,,4.3215,5.6717,77.1479,1.751,2.8645,15.1805,3.4316,3.5831,1.3468,1.356,1.6642,4.1181,6.9376,4.4838,1.4225,2.0815,1.6191,1.3435,,,5.5837,3.9851,4.5248,4.2092,1.27,5.3196,2.7589,2.7824,1.9139,,,,2.8419,1.6534
2016/7/6,0.492,2.0336,-0.6826,0,-0.9934,1.7319,2.6364,0.9554,-1.1152,2.3372,1.0643,2.5904,1.5052,0.6211,-0.0633,-0.2967,,,-0.9434,0.4367,-1.4461,0.3802,1.9006,-0.2131,3.6152,-0.3771,-0.625,,,,1.6913,1.363,1.0068,1.9405,1.5764,,1.7731,1.5045,2.3837,1.7881,3.5102,7.5211,4.9447,3.0451,1.8329,2.8619,0.9593,0.1907,,,1.1937,2.1561,5.3308,1.4325,4.4313,1.8793,8.7543,2.0403,0.3926,,,,4.4292,1.0816,2606755470,6471891188,5489070953,4603277250,7737714365,5618850904,9393610210,5427638179,4146620076,2439065700,2776440015,2724202894,5020587000,3231745193,3798631880,6471891188,,,4222162371,8203365500,4971113755,4209449534,2783773810,3821600000,2442876495,8392445100,9540000000,,,,2028383975,2442876495,-7.3844,15.4866,67.8128,-59.8932,-12.3453,27.5867,27.9952,18.5225,42.7714,60.9863,29.5893,159.1741,17.0485,72.1881,286.9022,11.6563,,,450.9938,73.7354,166.5657,226.826,234.9347,294.0136,-83.209,17.3278,29.4403,,,,35.459,-48.9761,13.8887,1.6132,1.0433,7.4236,3.2069,3.7034,2.5715,1.9262,2.4774,4.2142,2.1654,3.974,1.8922,3.3643,2.3996,1.2142,,,6.0274,4.555,4.2259,3.5018,3.5137,5.9722,9.8059,3.05,1.4189,,,,4.3946,5.7717,77.5275,1.7866,2.8449,15.1805,3.3975,3.6451,1.3823,1.3689,1.6457,4.2144,7.0114,4.5999,1.444,2.0944,1.6181,1.3447,,,5.531,4.0025,4.4594,4.2252,1.2941,5.3082,2.8586,2.7719,1.9019,,,,2.89,1.6826
2016/7/7,0.612,-1.2132,2.0619,0,-1.0033,-2.2699,2.8344,-0.9464,2.5063,-1.1419,3.6381,0,-0.0645,0.6173,1.9633,0.1984,,,-1.0476,2.8261,0.1467,0.947,-0.4304,-0.9253,-1.4953,0.6056,0.3145,,,,-1.3167,-0.7785,1.354,1.5816,2.313,,1.8237,1.5543,2.9038,1.1903,3.8499,3.2086,10.4368,2.5273,1.2719,3.6364,1.8708,0.1122,,,0.9739,3.5389,6.2049,1.7263,2.7117,1.7483,5.877,1.7958,0.4257,,,,3.3903,0.3876,2622708686,6393376044,5602247674,4603277250,7660078435,5491310783,9659859569,5376272518,4250545392,2411213400,2877449800,2724202894,5017350000,3251694237,3873209200,6393376044,,,4177930194,8435199742,4978408126,4249311746,2771792000,3786240000,2406347501,8443269900,9570000000,,,,2001676216,2406347501,-7.4296,15.2987,69.211,-59.8932,-12.2214,26.9605,28.7887,18.3472,43.8433,60.2899,30.6658,159.1741,17.0375,72.6337,292.5348,11.6743,,,446.2691,75.8192,166.8102,228.974,233.9235,291.2932,-81.9648,17.4328,29.5329,,,,34.9922,-48.5679,13.9737,1.5936,1.0648,7.4236,3.1747,3.6193,2.6444,1.908,2.5395,4.166,2.2442,3.974,1.891,3.3851,2.4467,1.2161,,,5.9642,4.6837,4.2321,3.535,3.4986,5.9169,9.6593,3.0684,1.4233,,,,4.3367,5.7236,78.0019,1.765,2.9036,15.1805,3.3634,3.5624,1.4214,1.356,1.6869,4.1662,7.2665,4.5999,1.443,2.1073,1.6499,1.3468,,,5.473,4.1156,4.4659,4.2652,1.2885,5.2591,2.8159,2.7887,1.9079,,,,2.8519,1.6685
2016/7/8,0.4866,-0.8772,-1.6835,0,0,0.1935,-1.2059,-0.4777,-2.2005,-0.0825,-0.9238,-0.0587,-1.1613,-1.4724,-1.5528,0.099,,,-0.4812,-2.7484,0.5861,6.5666,-0.8646,7.3276,-0.9488,-0.0752,-0.4702,,,,-0.632,-0.214,1.225,0.7133,1.3818,,1.9013,1.1185,1.3327,0.6932,2.3345,1.9687,4.6534,2.2471,1.2467,2.4311,1.3412,0.204,,,0.6871,1.8985,10.0381,3.9292,1.818,5.0939,3.2112,1.699,0.307,,,,1.9737,0.205,2635471258,6337293798,5507933740,4603277250,7660078435,5501939126,9543375475,5350589688,4157012608,2409223950,2850868277,2722603245,4959084000,3203816531,3813066200,6337293798,,,4157824659,8203365500,5007585609,4528347226,2747828381,4063680000,2383516879,8436916800,9525000000,,,,1989025173,2383516879,-7.4657,15.1645,68.0459,-59.8932,-12.2214,27.0127,28.4415,18.2595,42.8786,60.2401,30.3825,159.0807,16.8396,71.5642,287.9924,11.6912,,,444.1215,73.7354,167.7878,244.0098,231.9011,312.6379,-81.1871,17.4197,29.394,,,,34.771,-48.488,14.0417,1.5796,1.0469,7.4236,3.1747,3.6263,2.6125,1.8989,2.4836,4.1626,2.2235,3.9716,1.8691,3.3352,2.4087,1.2178,,,5.9355,4.555,4.2569,3.7671,3.4683,6.3505,9.5677,3.0661,1.4166,,,,4.3093,5.7142,78.3815,1.7495,2.8547,15.1805,3.3634,3.5693,1.4043,1.3495,1.6498,4.1628,7.1994,4.5972,1.4263,2.0763,1.6243,1.3488,,,5.4467,4.0025,4.4921,4.5453,1.2774,5.6445,2.7892,2.7866,1.8989,,,,2.8339,1.6658
2016/7/11,-0.1211,-0.6195,-0.8562,0,-1.5203,0.9659,-3.2258,-0.16,-1.375,3.2205,-1.1655,-1.2926,-0.3264,-2.1171,-0.4416,-0.3956,,,0.3868,-0.8696,-3.2775,2.4648,-0.5814,-2.4096,-0.7663,-0.5271,-1.2598,,,,1.4841,-0.6433,1.8925,1.1877,1.1271,,1.5253,1.6618,1.3403,0.7811,2.1435,6.7181,2.7645,2.5268,1.1037,3.8505,1.5922,0.2037,,,1.2614,1.6152,5.7582,3.6304,2.4389,3.8793,4.8583,2.7258,0.4676,,,,3.7399,0.6392,2632280615,6298036226,5460776773,4603277250,7543624539,5555080843,9235524653,5342028744,4099853685,2486812500,2817641374,2687410958,4942899000,3135989780,3796226160,6298036226,,,4173909087,8132031887,4843462264,4639961419,2731852634,3965760000,2365252382,8392445100,9405000000,,,,2018544274,2365252382,-7.4567,15.0706,67.4633,-59.8932,-12.0356,27.2736,27.524,18.2303,42.289,62.1801,30.0284,157.0244,16.7847,70.0492,286.7205,11.6437,,,445.8395,73.0942,162.2886,250.0241,230.5528,305.1045,-80.565,17.3278,29.0237,,,,35.287,-48.1688,14.0247,1.5698,1.0379,7.4236,3.1264,3.6613,2.5282,1.8958,2.4495,4.2967,2.1976,3.9203,1.863,3.2646,2.3981,1.2129,,,5.9585,4.5154,4.1174,3.86,3.4482,6.1975,9.4944,3.05,1.3988,,,,4.3732,5.6766,78.2866,1.7386,2.8303,15.1805,3.3122,3.6038,1.359,1.3473,1.6271,4.2969,7.1155,4.5378,1.4216,2.0323,1.6171,1.3433,,,5.4678,3.9677,4.3449,4.6573,1.27,5.5085,2.7678,2.7719,1.875,,,,2.8759,1.6548
2016/7/12,0.8485,2.0481,1.7271,0,-0.1715,0.1276,7.8378,1.1218,1.0139,1.44,0.3774,-0.2976,1.4407,1.0178,0.507,-0.0993,,,0.1927,0.8772,-2.5602,2.921,0.5848,0.4115,0.1287,1.0598,1.7544,,,,-0.4875,0.4317,1.4754,1.2177,1.3189,,1.5636,1.2844,2.3639,1.2404,2.1259,8.6859,3.5817,2.2526,1.4896,2.926,1.6122,0.0901,,,0.9281,1.5016,5.5888,4.0363,2.6223,2.1954,3.3888,2.0309,0.4078,,,,3.6432,0.2996,2654615117,6427025392,5555090707,4603277250,7530685218,5562166406,9959390099,5401955349,4141423811,2522622600,2828273983,2679412712,5014113000,3167908251,3815471920,6427025392,,,4181951301,8203365500,4719457959,4775492938,2747828381,3982080000,2368296465,8481388500,9570000000,,,,2008704574,2368296465,-7.5199,15.3792,68.6284,-59.8932,-12.0149,27.3084,29.6813,18.4348,42.7178,63.0755,30.1418,156.557,17.0265,70.7621,288.1741,11.6502,,,446.6986,73.7354,158.1336,257.3272,231.9011,306.36,-80.6687,17.5115,29.5329,,,,35.115,-48.4542,14.1437,1.602,1.0559,7.4236,3.1211,3.666,2.7264,1.9171,2.4743,4.3585,2.2059,3.9086,1.8898,3.2978,2.4103,1.2136,,,5.97,4.555,4.012,3.9727,3.4683,6.223,9.5066,3.0823,1.4233,,,,4.3519,5.7102,78.9509,1.7742,2.8792,15.1805,3.3066,3.6084,1.4655,1.3625,1.6436,4.3587,7.1423,4.5243,1.4421,2.053,1.6253,1.344,,,5.4783,4.0025,4.2337,4.7934,1.2774,5.5311,2.7714,2.8013,1.9079,,,,2.8619,1.6646
2016/7/13,-0.1202,1.3962,0.6791,0,2.5773,-0.6369,0.6683,0.4754,0.3764,-2.6025,0.094,0.4179,0.3873,0.6297,1.3241,0.994,,,0.2885,0.2174,0.4637,-1.1686,0,0.0683,0.7712,2.4719,1.2539,,,,-0.4199,0.1433,0.9195,2.4153,1.6315,,3.9249,0.864,3.218,1.4064,2.0148,8.5431,2.1904,2.2938,1.4276,2.5825,1.0004,0.1067,,,1.0306,1.593,2.8083,2.4795,2.4459,2.2401,3.7018,2.2789,0.8139,,,,2.7273,0.4266,2651424474,6516756985,5592816280,4603277250,7724775043,5526738594,10025952438,5427638179,4157012608,2456970750,2830932136,2690610257,5033535000,3187857295,3865992040,6516756985,,,4194014622,8221198903,4741341072,4719685842,2747828381,3984800000,2386560962,8691040800,9690000000,,,,2000270545,2386560962,-7.5109,15.594,69.0945,-59.8932,-12.3246,27.1345,29.8797,18.5225,42.8786,61.434,30.1701,157.2113,17.0924,71.2077,291.9897,11.7558,,,447.9871,73.8957,158.8668,254.32,231.9011,306.5693,-81.2908,17.9443,29.9032,,,,34.9676,-48.4808,14.1267,1.6244,1.063,7.4236,3.2015,3.6426,2.7446,1.9262,2.4836,4.2451,2.2079,3.925,1.8971,3.3186,2.4422,1.2246,,,5.9872,4.5649,4.0306,3.9263,3.4683,6.2272,9.5799,3.1585,1.4412,,,,4.3336,5.7133,78.856,1.799,2.8987,15.1805,3.3918,3.5854,1.4753,1.3689,1.6498,4.2453,7.1491,4.5432,1.4477,2.066,1.6468,1.3562,,,5.4941,4.0112,4.2533,4.7374,1.2774,5.5349,2.7927,2.8705,1.9318,,,,2.8499,1.6656
2016/7/14,0.2407,-0.9466,0.6745,0,-1.5075,0.3205,-1.5768,-0.1577,-0.625,-1.7004,1.0377,0.5351,-0.7717,-0.6258,-0.4356,-0.0984,,,-0.4794,1.0846,0.3077,-1.3514,0.8721,-1.0922,0.6378,-1.3889,0.3096,,,,2.0379,0.1431,1.058,1.4575,1.6013,,2.095,0.5136,0.8892,1.1411,1.4093,3.9242,2.7465,2.0195,0.9016,1.8435,0.6795,0.0642,,,0.7014,2.2183,3.4596,1.6289,2.3101,2.0769,3.5985,1.1433,1.3765,,,,3.2426,0.3976,2657805761,6455066515,5630541854,4603277250,7608321148,5544452500,9867866881,5419077236,4131031279,2415192300,2846881049,2705007102,4994691000,3167908251,3849152000,6455066515,,,4173909087,8310365919,4755929814,4655906303,2771792000,3941280000,2401781377,8570331900,9720000000,,,,2041035018,2401781377,-7.529,15.4463,69.5606,-59.8932,-12.1388,27.2214,29.4086,18.4933,42.6106,60.3893,30.3401,158.0525,16.9605,70.7621,290.7178,11.739,,,445.8395,74.6971,159.3556,250.8833,233.9235,303.2211,-81.8092,17.6951,29.9958,,,,35.6802,-48.5175,14.1607,1.609,1.0702,7.4236,3.1532,3.6543,2.7013,1.9232,2.4681,4.1729,2.2204,3.946,1.8825,3.2978,2.4315,1.2228,,,5.9585,4.6144,4.043,3.8732,3.4986,6.1592,9.641,3.1146,1.4456,,,,4.422,5.7177,79.0458,1.782,2.9183,15.1805,3.3407,3.5969,1.4521,1.3668,1.6395,4.1731,7.1893,4.5675,1.4365,2.053,1.6396,1.3543,,,5.4678,4.0547,4.2664,4.6733,1.2885,5.4745,2.8106,2.8307,1.9378,,,,2.908,1.6668
2016/7/15,0,0,0.335,0,-1.8707,-1.0863,0.9354,0.158,-1.5094,-0.7414,0.6536,0.2365,0,0.8816,-0.9375,0,,,-0.8671,1.2876,-0.9202,0.3425,0.2882,-0.4141,1.0139,0.1483,-1.2346,,,,-1.9284,0.7143,0.9154,0.7078,1.1783,,2.1693,0.8875,1.2564,0.7594,2.2415,4.083,2.6182,1.6594,1.4487,2.1437,0.6178,0.1068,,,0.7326,2.9467,2.9347,1.3998,4.7713,1.2588,7.4653,0.9093,0.5694,,,,2.0796,0.5941,2657805761,6455066515,5649404641,4603277250,7465988609,5484225220,9876187174,5427638179,4068676090,2397287250,2865488115,2711405699,4994691000,3195836913,3813066200,6455066515,,,4137719124,8417366339,4712163588,4671851188,2779779874,3924960000,2426134039,8583038100,9600000000,,,,2001676216,2426134039,-7.529,15.4463,69.7936,-59.8932,-11.9117,26.9257,29.4334,18.5225,41.9674,59.9416,30.5384,158.4264,16.9605,71.386,287.9924,11.7355,,,441.9739,75.6589,157.8892,251.7425,234.5976,301.9655,-82.6387,17.7213,29.6255,,,,34.9922,-48.8341,14.1607,1.609,1.0738,7.4236,3.0942,3.6146,2.7036,1.9262,2.4308,4.142,2.2349,3.9553,1.8825,3.3269,2.4087,1.2224,,,5.9068,4.6738,4.0058,3.8865,3.5087,6.1337,9.7387,3.1192,1.4278,,,,4.3367,5.755,79.0458,1.782,2.928,15.1805,3.2782,3.5578,1.4533,1.3689,1.6147,4.1422,7.2363,4.5783,1.4365,2.0711,1.6243,1.3539,,,5.4204,4.1069,4.2271,4.6893,1.2923,5.4518,2.839,2.8349,1.9139,,,,2.8519,1.6777
