ÈÕÆÚ,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH
2014/6/11,7.6923,-0.2232,0,2.4064,-1.1236,-0.6519,0,0.2451,0,1.9608,1.425,3.2491,-0.904,0.3601,0.0883,-1.4437,,,0.8929,0,0.6452,-2.6688,0.2364,-2.6455,-0.6623,0.9381,0.1263,,,,,-0.1698,2.9433,0.373,0.1449,0.7923,0.9697,0.6184,0.3053,0.3888,0.4509,1.8711,2.7631,2.3136,0.6896,1.3347,0.859,0.0844,,,1.249,0.4585,0.4196,1.2446,0.3554,1.4614,0.836,0.5091,0.5765,,,,,0.2691,1563415153,4979425311,3998970302,1912682850,5693301544,2212815706,3276195712,3355334069,1881008494,1531400000,2005327390,1372118722,2838849000,1460930315,1403801280,4979425311,,,1817540373,5171686945,1706882786,1977165690,1355952000,1501440000,913224858,3417967800,1522560000,,,,,913224858,138.3428,8.5512,21.0987,-38.5804,28.2488,12.2595,16.4295,41.1795,23.4831,25.2663,35.6354,573.2993,10.1215,27.1763,15.5203,7.7717,,,22.9491,48.3761,147.9845,79.5831,105.3234,107.2115,-25.5591,8.3141,11.716,,,,,-15.406,2.6476,1.427,1.3453,3.0655,4.0412,1.4807,1.0149,1.333,1.006,2.3891,1.557,2.0399,1.1621,1.7636,1.7751,1.2969,,,2.5469,3.1764,1.4474,1.6626,4.2554,2.3917,3.7873,1.6259,0.9568,,,,,2.2829,1.3669,1.319,1.9439,9.1184,2.5532,1.4478,0.5273,0.8359,0.5771,1.5218,4.939,2.3356,0.8857,1.2001,1.5471,1.1988,,,1.8507,2.2082,1.3518,1.4922,0.806,1.706,0.7277,1.1662,1.3918,,,,,0.4386
2014/6/12,-2.8571,-1.2304,-0.2358,-3.9164,0.7576,0,-0.7595,-1.467,0.5525,0.1012,-0.4887,0.3497,0.2281,-0.8373,0.5291,-1.0742,,,-2.8761,1.0345,0,-0.1613,-0.4717,0.9058,-2,-0.7435,-0.3783,,,,,-0.1701,2.1039,0.3096,0.1415,0.9814,0.5205,0.456,0.3655,0.4351,0.4223,1.1018,1.1563,2.4685,0.5827,1.1529,0.8996,0.1116,,,1.3659,0.8428,0.6577,1.1789,0.2842,1.2471,1.1015,0.2704,0.456,,,,,0.2357,1518746149,4918157215,3989538768,1837773600,5736432616,2212815706,3251313213,3306111564,1891400806,1532950000,1995527378,1376916340,2845323000,1448697645,1411228800,4918157215,,,1765265982,5225187155,1706882786,1973976713,1349556000,1515040000,894960360.8,3392555400,1516800000,,,,,894960360.8,134.3901,8.446,21.0489,-37.0694,28.4628,12.2595,16.3047,40.5754,23.6128,25.2919,35.4613,575.3039,10.1445,26.9487,15.6024,7.6894,,,22.2891,48.8765,147.9845,79.4548,104.8266,108.1826,-25.048,8.2522,11.6717,,,,,-15.3823,2.5719,1.4094,1.3422,2.9455,4.0718,1.4807,1.0072,1.3135,1.0115,2.3915,1.5493,2.0471,1.1647,1.7488,1.7845,1.2832,,,2.4736,3.2092,1.4474,1.6599,4.2353,2.4134,3.7116,1.6139,0.9532,,,,,2.2793,1.3278,1.3028,1.9393,8.7612,2.5726,1.4478,0.5233,0.8236,0.5803,1.5234,4.9148,2.3437,0.8877,1.1901,1.5553,1.1861,,,1.7975,2.2311,1.3518,1.4898,0.8022,1.7215,0.7131,1.1576,1.3865,,,,,0.438
2014/6/13,1.2605,1.812,0.7092,0.5435,-0.8772,1.0499,2.0408,1.737,1.3736,0.6067,0.1842,0.6969,2.6166,1.3269,1.2281,0.3949,,,0.4556,1.3652,1.0684,-0.1616,0.4739,0.5386,0.8503,1.1236,1.1392,,,,,0.5111,1.0173,0.5388,0.2263,0.6133,0.6627,0.6067,0.9409,0.5373,0.8076,1.2776,1.3939,2.1256,0.8106,2.2923,1.3367,0.1107,,,0.7825,0.9562,0.7896,0.8745,0.4986,0.6539,0.9611,0.3296,0.7809,,,,,0.57,1537890008,5007274446,4017833369,1847761500,5686113032,2236047367,3317666544,3363537820,1917381586,1542250000,1999202383,1386511576,2919774000,1467920412,1428559680,5007274446,,,1773308196,5296520768,1725118713,1970787737,1355952000,1523200000,902570568,3430674000,1534080000,,,,,902570568,136.0841,8.599,21.1982,-37.2709,28.2131,12.3882,16.6375,41.2802,23.9372,25.4453,35.5266,579.313,10.41,27.3063,15.7941,7.7182,,,22.3906,49.5438,149.5655,79.3264,105.3234,108.7653,-25.261,8.345,11.8047,,,,,-15.4576,2.6044,1.435,1.3517,2.9615,4.0361,1.4962,1.0278,1.3363,1.0254,2.406,1.5522,2.0613,1.1952,1.772,1.8064,1.288,,,2.4849,3.253,1.4629,1.6573,4.2554,2.4264,3.7432,1.632,0.964,,,,,2.2905,1.3445,1.3264,1.9531,8.8089,2.55,1.463,0.534,0.838,0.5883,1.5326,4.9239,2.36,0.911,1.2059,1.5744,1.1905,,,1.8056,2.2615,1.3662,1.4874,0.806,1.7307,0.7192,1.1706,1.4023,,,,,0.4401
2014/6/16,-0.2075,-0.1112,0.2347,1.0811,0.1264,1.2987,-0.25,0.9756,-0.271,-0.402,1.9608,0.5767,-0.2217,0.4762,1.9931,0.9833,,,2.0408,0,0.6342,4.5307,0.4717,-1.0714,0.8432,-0.1852,0.1252,,,,,0,1.022,0.4779,0.1806,0.5065,0.5844,0.8414,0.4503,0.6113,0.3978,1.2282,3.1398,1.2633,0.5705,1.4888,1.7756,0.0937,,,0.9422,0.6478,0.6063,1.5354,0.6932,1.1608,0.8776,0.3603,1.3678,,,,,0.207,1534699365,5001704619,4027264903,1867737300,5693301544,2265086944,3309372378,3396352823,1912185430,1536050000,2038402429,1394507606,2913300000,1474910509,1457031840,5001704619,,,1809498159,5296520768,1736060269,2060079090,1362348000,1506880000,910180775.1,3424320900,1536000000,,,,,910180775.1,135.8018,8.5895,21.248,-37.6738,28.2488,12.5491,16.5959,41.6829,23.8723,25.343,36.2232,582.6539,10.3869,27.4363,16.1088,7.7984,,,22.8476,49.5438,150.5141,82.9205,105.8202,107.6,-25.4739,8.3295,11.8194,,,,,-15.4662,2.599,1.4334,1.3549,2.9935,4.0412,1.5157,1.0252,1.3493,1.0226,2.3964,1.5826,2.0732,1.1925,1.7805,1.8424,1.3014,,,2.5356,3.253,1.4722,1.7323,4.2754,2.4004,3.7747,1.629,0.9653,,,,,2.2918,1.3418,1.3249,1.9577,8.9041,2.5532,1.482,0.5326,0.8461,0.5867,1.5265,5.0204,2.3737,0.9089,1.2116,1.6058,1.2029,,,1.8425,2.2615,1.3749,1.5548,0.8098,1.7122,0.7253,1.1684,1.404,,,,,0.4403
2014/6/17,-1.6632,-1.6704,-0.7026,-1.0695,0.1263,0.2564,0.5013,-1.4493,-0.5435,-0.6054,-0.5409,-1.0321,-1.7778,-1.1848,-0.9346,-0.779,,,0,0,-0.2101,-0.6192,-1.4085,5.9567,-0.6689,0.3711,-1.5,,,,,-0.339,0.869,0.5301,0.1849,0.3547,0.4983,0.7732,0.5182,0.347,0.3622,1.1344,1.272,1.3263,0.508,1.1179,0.6925,0.0445,,,0.9365,0.9292,0.6054,0.9936,0.5705,1.5252,0.6815,0.4036,2.0323,,,,,0.0621,1509174219,4918157215,3998970302,1847761500,5700490056,2270894859,3325960710,3347130318,1901793118,1526750000,2027377416,1380114752,2861508000,1457435266,1443414720,4918157215,,,1809498159,5296520768,1732413084,2047323183,1343160000,1596640000,904092609.4,3437027100,1512960000,,,,,904092609.4,133.5431,8.446,21.0987,-37.2709,28.2845,12.5813,16.6791,41.0788,23.7425,25.1896,36.0272,576.6402,10.2022,27.1112,15.9583,7.737,,,22.8476,49.5438,150.1979,82.407,104.3298,114.0093,-25.3035,8.3604,11.6421,,,,,-15.4118,2.5557,1.4094,1.3453,2.9615,4.0463,1.5196,1.0304,1.3298,1.0171,2.3818,1.5741,2.0518,1.1713,1.7594,1.8251,1.2911,,,2.5356,3.253,1.4691,1.7216,4.2152,2.5434,3.7495,1.635,0.9508,,,,,2.2837,1.3194,1.3028,1.9439,8.8089,2.5564,1.4858,0.5353,0.8339,0.5835,1.5172,4.9933,2.3492,0.8928,1.1972,1.5908,1.1934,,,1.8425,2.2615,1.372,1.5452,0.7984,1.8142,0.7204,1.1727,1.383,,,,,0.4388
2014/6/18,0.4228,-1.6988,0.4717,0,-2.2699,-1.2788,-1.7456,-0.9804,-1.3661,-2.7411,-3.3233,-1.7381,-1.5837,-3.4772,-1.2007,-0.1963,,,0.2222,-1.3468,-1.4737,-1.5576,-0.9524,-1.1925,-1.6835,1.1091,-0.7614,,,,,-0.3401,1.2805,0.6429,0.439,0.518,0.7137,0.5832,0.3307,0.4207,0.3031,1.4212,1.9716,0.7656,0.6351,1.9676,0.7407,0.0489,,,0.5009,0.535,0.4008,0.8975,0.4757,1.3068,0.8612,0.7484,1.0525,,,,,0.0695,1515555506,4834609810,4017833369,1847761500,5571096839,2241855283,3267901546,3314315315,1875812338,1484900000,1960002336,1356126663,2816190000,1406757062,1426083840,4834609810,,,1813519266,5225187155,1706882786,2015433413,1330368000,1577600000,888872195.1,3475145700,1501440000,,,,,888872195.1,134.1078,8.3025,21.1982,-37.2709,27.6425,12.4204,16.3879,40.6761,23.4182,24.4991,34.83,566.6175,10.0407,26.1685,15.7667,7.7253,,,22.8983,48.8765,147.9845,81.1234,103.3362,112.6498,-24.8776,8.4531,11.5535,,,,,-15.3668,2.5665,1.3855,1.3517,2.9615,3.9545,1.5001,1.0124,1.3167,1.0032,2.3166,1.5218,2.0162,1.1528,1.6982,1.8032,1.2892,,,2.5413,3.2092,1.4474,1.6948,4.1751,2.513,3.6863,1.6531,0.9435,,,,,2.2771,1.325,1.2806,1.9531,8.8089,2.4984,1.4668,0.5259,0.8257,0.5756,1.4756,4.8273,2.3083,0.8786,1.1556,1.5717,1.1916,,,1.8466,2.2311,1.3518,1.5211,0.7908,1.7925,0.7083,1.1857,1.3725,,,,,0.4375
2014/6/19,-1.0526,-0.6912,-2.8169,-4.3243,-4.2581,-3.3679,-1.5228,-1.9802,-1.9391,0.1044,-2,-1.533,-2.5287,-3.4783,-2.8646,0.1967,,,-2.8825,1.3652,-1.0684,-4.9051,-1.9231,0.1724,-3.2534,-2.011,0,,,,,0.6826,1.228,0.542,0.2837,0.8301,0.6591,0.6123,0.3559,0.4899,0.3941,1.2732,1.5107,0.9279,0.6212,2.1161,0.9077,0.1504,,,1.8556,1.6343,0.8283,1.0534,0.5784,1.5711,0.9782,0.645,0.9985,,,,,0.4848,1499602290,4801190848,3904654964,1767858300,5333875941,2166352385,3218136548,3248685309,1839439245,1486450000,1920802289,1335336985,2744976000,1357826381,1385232480,4801190848,,,1761244875,5296520768,1688646859,1916575129,1304784000,1580320000,859953408,3405261600,1501440000,,,,,859953408,132.6961,8.2451,20.6011,-35.6592,26.4654,12.0021,16.1383,39.8706,22.9641,24.5247,34.1334,557.9312,9.7868,25.2583,15.315,7.7374,,,22.2383,49.5438,146.4034,77.1443,101.349,112.844,-24.0682,8.2832,11.5535,,,,,-15.4647,2.5395,1.3759,1.3136,2.8334,3.7861,1.4496,0.997,1.2907,0.9837,2.319,1.4913,1.9852,1.1236,1.6391,1.7516,1.2912,,,2.468,3.253,1.432,1.6117,4.0948,2.5174,3.5664,1.6199,0.9435,,,,,2.2916,1.3111,1.2718,1.8981,8.4279,2.392,1.4174,0.5179,0.8093,0.5644,1.4772,4.7308,2.2729,0.8564,1.1154,1.5267,1.1935,,,1.7934,2.2615,1.3373,1.4465,0.7756,1.7956,0.6852,1.1619,1.3725,,,,,0.4403
2014/6/20,1.4894,0.232,0,0.8475,-0.6739,1.0724,0.2577,0.2525,0,0.4171,0.1276,1.3174,1.2972,1.4157,1.1618,1.8646,,,-0.6849,-1.0101,1.2959,1.1647,0.7353,1.7212,1.7699,0.7463,0.2558,,,,,1.1864,1.5147,0.267,0.2207,0.3319,0.3113,0.3145,0.2666,0.2918,0.2569,0.9147,0.8671,0.5434,0.3588,0.9038,0.4715,0.1107,,,0.7126,0.6467,0.628,0.634,0.3346,0.9466,0.4703,0.2221,0.6458,,,,,0.1297,1521936792,4812330502,3904654964,1782840150,5297933381,2189584045,3226430714,3256889060,1839439245,1492650000,1923252292,1352928251,2780583000,1377049148,1401325440,4812330502,,,1749181554,5243020558,1710529971,1938897967,1314378000,1607520000,875173822.3,3430674000,1505280000,,,,,875173822.3,134.6725,8.2643,20.6011,-35.9614,26.2871,12.1308,16.1799,39.9713,22.9641,24.627,34.1769,565.2812,9.9137,25.6159,15.493,7.8813,,,22.086,49.0433,148.3007,78.0428,102.0942,114.7862,-24.4942,8.345,11.583,,,,,-15.6464,2.5773,1.3791,1.3136,2.8574,3.7606,1.4652,0.9995,1.2939,0.9837,2.3287,1.4932,2.0114,1.1382,1.6623,1.7719,1.3152,,,2.4511,3.2202,1.4505,1.6304,4.1249,2.5607,3.6295,1.632,0.9459,,,,,2.3185,1.3306,1.2747,1.8981,8.4994,2.3759,1.4326,0.5193,0.8114,0.5644,1.4833,4.7368,2.3029,0.8675,1.1312,1.5444,1.2157,,,1.7811,2.2387,1.3546,1.4633,0.7813,1.8265,0.6974,1.1706,1.376,,,,,0.4455
2014/6/23,0.6289,-0.1157,0.9662,-0.2801,0.4071,-0.2653,-0.5141,0.5038,0.2825,1.3499,1.1465,3.9007,-0.4657,0.5076,3.6219,0,,,1.8391,-1.0204,0.4264,2.3026,0.9732,0.3384,1.7391,1.8519,-0.3827,,,,,0.8375,0.5555,0.3161,0.218,0.3317,0.4505,0.4255,0.4214,0.3439,0.3162,1.0549,1.0262,2.2678,0.4591,0.7348,1.2622,0.0985,,,0.7224,0.5376,0.6664,0.731,0.2956,0.9575,0.6347,0.5768,0.6039,,,,,0.4395,1531508722,4806760675,3942381099,1777846200,5319498917,2183776130,3209842381,3273296561,1844635401,1512800000,1945302318,1405702048,2767635000,1384039246,1452080160,4806760675,,,1781350410,5189520349,1717824342,1983543644,1327170000,1612960000,890394236.6,3494205000,1499520000,,,,,890394236.6,135.5195,8.2547,20.8001,-35.8606,26.3941,12.0986,16.0967,40.1726,23.029,24.9594,34.5687,587.3311,9.8675,25.7459,16.0541,7.8848,,,22.4922,48.5429,148.9331,79.8398,103.0878,115.1747,-24.9202,8.4995,11.5387,,,,,-15.7859,2.5935,1.3775,1.3263,2.8494,3.7759,1.4613,0.9944,1.3004,0.9865,2.3601,1.5104,2.0899,1.1329,1.6708,1.8361,1.3158,,,2.4962,3.1873,1.4567,1.668,4.165,2.5694,3.6927,1.6622,0.9423,,,,,2.3391,1.339,1.2733,1.9164,8.4756,2.3856,1.4288,0.5166,0.8155,0.566,1.5034,4.7911,2.3927,0.8635,1.1369,1.6003,1.2162,,,1.8138,2.2158,1.3604,1.497,0.7889,1.8327,0.7095,1.1922,1.3707,,,,,0.4494
2014/6/24,0.2083,0.4635,2.3923,0.2809,-3.2432,0,0.2584,0.5013,1.1268,1.127,1.1965,1.5927,0.2339,0,1.364,-1.5414,,,1.5801,0.6873,3.8217,0.4823,0,-0.6745,0.8547,-0.1818,0.7682,,,,,-0.1661,0.5352,0.4706,0.4836,0.3475,1.5777,0.6118,0.3794,0.3344,0.3006,1.061,1.5197,2.317,0.4537,0.6908,2.3427,0.0494,,,0.6745,0.4105,3.0406,0.8307,0.3709,1.4457,0.6965,0.3739,0.7903,,,,,0.337,1534699365,4829039983,4036696436,1782840150,5146974628,2183776130,3218136548,3289704063,1865420026,1529850000,1968577346,1428090931,2774109000,1384039246,1471886880,4829039983,,,1809498159,5225187155,1783473680,1993110575,1327170000,1602080000,898004443.7,3487851900,1511040000,,,,,898004443.7,135.8018,8.293,21.2978,-35.9614,25.5381,12.0986,16.1383,40.374,23.2884,25.2407,34.9823,596.6857,9.8906,25.7459,16.2731,7.7619,,,22.8476,48.8765,154.6248,80.2249,103.0878,114.3978,-25.1332,8.484,11.6274,,,,,-15.7566,2.599,1.3839,1.358,2.8574,3.6534,1.4613,0.997,1.307,0.9976,2.3867,1.5284,2.1231,1.1356,1.6708,1.8612,1.2953,,,2.5356,3.2092,1.5124,1.676,4.165,2.552,3.7242,1.6592,0.9496,,,,,2.3348,1.3418,1.2792,1.9622,8.4994,2.3082,1.4288,0.5179,0.8196,0.5724,1.5203,4.8485,2.4308,0.8655,1.1369,1.6222,1.1973,,,1.8425,2.2311,1.4124,1.5043,0.7889,1.8204,0.7156,1.1901,1.3812,,,,,0.4486
2014/6/25,0.2079,-0.2307,1.6355,1.9608,0.838,-1.0638,-0.5155,-1.4963,-0.2786,0,0.9956,-2.0157,-2.4504,-0.8838,0.2523,-1.1742,,,0.6667,-1.0239,-0.6237,-1.12,0.241,-1.0187,-0.8475,-0.1821,-0.6353,,,,,0.9983,0.6395,0.4132,1.016,0.4502,0.54,0.6644,0.2486,0.3283,0.2891,0.8711,1.7233,1.3554,0.7257,0.7504,1.0107,0.0639,,,0.6386,0.517,1.5031,0.5553,0.2693,0.4241,0.5678,0.3368,0.4519,,,,,0.2156,1537890008,4817900329,4102717173,1817797800,5190105700,2160544469,3201548215,3240481558,1860223869,1529850000,1988177370,1399305224,2706132000,1371806576,1475600640,4817900329,,,1821561480,5171686945,1743354640,1970787737,1330368000,1585760000,890394236.6,3481498800,1501440000,,,,,890394236.6,136.0841,8.2738,21.6461,-36.6665,25.7521,11.9699,16.0552,39.7699,23.2236,25.2407,35.3306,584.6584,9.6483,25.5184,16.3141,7.6715,,,22.9999,48.3761,151.1465,79.3264,103.3362,113.2324,-24.9202,8.4686,11.5535,,,,,-15.9165,2.6044,1.3807,1.3803,2.9135,3.684,1.4457,0.9918,1.2874,0.9949,2.3867,1.5436,2.0804,1.1077,1.656,1.8658,1.2802,,,2.5525,3.1764,1.4783,1.6573,4.1751,2.526,3.6927,1.6562,0.9435,,,,,2.3585,1.3445,1.2762,1.9943,8.666,2.3276,1.4136,0.5153,0.8073,0.5708,1.5203,4.8967,2.3818,0.8443,1.1269,1.6263,1.1833,,,1.8548,2.2082,1.3806,1.4874,0.7908,1.8018,0.7095,1.1879,1.3725,,,,,0.4532
2014/6/26,0.4149,0.8092,9.8851,1.6484,0.9695,2.8226,1.0363,1.7722,1.3966,1.3171,1.2323,1.6,1.6746,1.2739,0.2517,1.3861,,,0.4415,0.6897,0,0,0.4808,3.9451,2.0513,0.7299,2.046,,,,,-0.659,0.905,0.6013,5.8498,0.704,0.5911,1.3883,0.368,0.383,0.3534,1.9799,2.1292,1.3442,0.5119,1.0899,1.7126,0.1011,,,0.7988,0.5532,1.3657,0.883,0.6336,2.9493,1.19,0.3857,1.2675,,,,,0.3884,1544271294,4856889118,4508273123,1847761500,5240425284,2221527579,3234724880,3297907814,1886204650,1550000000,2012677399,1421694107,2751450000,1389281819,1479314400,4856889118,,,1829603694,5207353752,1743354640,1970787737,1336764000,1648320000,908658733.7,3506911200,1532160000,,,,,908658733.7,136.6488,8.3408,23.7858,-37.2709,26.0017,12.3078,16.2215,40.4747,23.5479,25.5732,35.766,594.0129,9.8098,25.8434,16.3552,7.7759,,,23.1014,48.7097,151.1465,79.3264,103.833,117.6996,-25.4313,8.5304,11.7899,,,,,-15.8072,2.6152,1.3919,1.5167,2.9615,3.7198,1.4865,1.0021,1.3102,1.0088,2.4181,1.5627,2.1136,1.1263,1.6771,1.8705,1.2976,,,2.5638,3.1983,1.4783,1.6573,4.1951,2.6257,3.7684,1.6683,0.9628,,,,,2.3423,1.3501,1.2865,2.1915,8.8089,2.3501,1.4535,0.5206,0.8216,0.5787,1.5403,4.9571,2.4199,0.8584,1.1413,1.6303,1.1994,,,1.863,2.2235,1.3806,1.4874,0.7946,1.8729,0.7241,1.1966,1.4005,,,,,0.45
2014/6/27,1.6529,-0.1147,1.046,-0.5405,-0.9602,0.2614,1.2821,0.4975,0.551,0.3,2.6172,1.7998,1.2941,1.0063,0.5021,-0.3906,,,0.4396,1.7123,4.3933,3.3981,1.1962,3.3003,0.5025,-0.3623,1.1278,,,,,1.1609,1.3019,0.8785,5.8698,0.5959,0.8699,0.804,0.4695,0.4698,0.5256,1.1528,3.7371,2.1733,0.5196,1.278,1.2396,0.0521,,,1.2936,1.2536,3.7207,1.0991,0.9358,5.4662,1.1361,0.4133,1.3008,,,,,0.4456,1569796440,4851319291,4555430792,1837773600,5190105700,2227335495,3276195712,3314315315,1896596962,1554650000,2065352462,1447281403,2787057000,1403262013,1486741920,4851319291,,,1837645908,5296520768,1819945535,2037756252,1352754000,1702720000,913224858,3494205000,1549440000,,,,,913224858,138.9074,8.3312,24.0346,-37.0694,25.7521,12.34,16.4295,40.6761,23.6777,25.6499,36.7021,604.7038,9.9368,26.1035,16.4373,7.7459,,,23.203,49.5438,157.7869,82.022,105.075,121.5841,-25.5591,8.4995,11.9228,,,,,-15.992,2.6584,1.3903,1.5326,2.9455,3.684,1.4904,1.0149,1.3167,1.0143,2.4254,1.6036,2.1517,1.1409,1.694,1.8799,1.2926,,,2.5751,3.253,1.5433,1.7136,4.2453,2.7124,3.7873,1.6622,0.9737,,,,,2.3697,1.3724,1.2851,2.2144,8.7612,2.3276,1.4573,0.5273,0.8257,0.5819,1.5449,5.0868,2.4635,0.8696,1.1527,1.6385,1.1948,,,1.8712,2.2615,1.4413,1.538,0.8041,1.9347,0.7277,1.1922,1.4163,,,,,0.4553
2014/6/30,-1.2195,0.9185,6.8323,-1.087,0.4155,1.043,4.557,1.2376,0,0.1994,1.898,-0.9945,1.2776,0.3736,0.1665,2.1569,,,0.2188,0,1.002,4.8513,-0.2364,-1.278,0.5,0,0.2478,,,,,0,1.6521,0.9021,5.6485,0.8559,1.0279,1.1104,0.8115,0.5193,0.3732,1.0938,3.1413,1.7571,0.6336,1.3085,1.1916,0.0938,,,0.5982,0.7874,3.7931,1.8704,0.7292,3.0461,1.2837,0.3456,0.8801,,,,,0.2615,1550652581,4895924054,4866716926,1817797800,5211671236,2250567156,3427847491,3368943765,1896595622,1557750000,2135459345,1432818392,2822664000,1422817332,1489217760,4895924054,,,1841667015,5296520768,1838181462,2136614536,1349556000,1680960000,917790982.3,3494205000,1553280000,,,,,917790982.3,137.2135,8.4077,25.6767,-36.6665,25.8591,12.4687,17.1782,41.1795,23.6777,25.701,37.3987,598.6902,10.0637,26.201,16.4647,7.9112,,,23.2537,49.5438,159.3679,86.0011,104.8266,120.0303,-25.6869,8.4995,11.9524,,,,,-15.9881,2.626,1.403,1.6373,2.9135,3.6994,1.506,1.0612,1.333,1.0143,2.4302,1.634,2.1303,1.1554,1.7003,1.8831,1.3202,,,2.5807,3.253,1.5588,1.7967,4.2353,2.6777,3.8063,1.6622,0.9761,,,,,2.3691,1.3557,1.2969,2.3657,8.666,2.3372,1.4725,0.5513,0.8359,0.5819,1.548,5.1833,2.439,0.8807,1.157,1.6413,1.2203,,,1.8753,2.2615,1.4557,1.6126,0.8022,1.91,0.7313,1.1922,1.4198,,,,,0.4552
2014/7/1,2.4691,0.3413,-3.1008,4.6703,3.4483,1.1613,-2.1792,1.956,0.8219,0.199,0.2328,2.7902,0.8028,0.1241,-0.4988,-0.3839,,,0.655,2.6936,-1.7857,-0.597,1.4218,0.9709,1.6584,0,-0.1236,,,,,1.1475,1.7511,1.1376,3.7734,1.4608,1.3521,1.1038,0.943,0.8239,0.6323,2.6589,2.1945,2.8242,0.6374,1.2409,1.3609,0.0451,,,0.9108,1.5948,2.2792,1.1191,0.9161,1.3916,1.1701,0.3727,0.6501,,,,,0.4294,1588940299,4912633693,4715810975,1902694950,5391384038,2276702774,3353148635,3434839975,1912184080,1560850000,2140431311,1472796584,2845323000,1424582614,1481790240,4912633693,,,1853730336,5439187994,1805356793,2123858629,1368744000,1697280000,933011396.6,3494205000,1551360000,,,,,933011396.6,140.6014,8.4364,24.8806,-38.3789,26.7508,12.6135,16.8038,41.9849,23.8723,25.7522,37.4857,615.3947,10.1445,26.2335,16.3826,7.8814,,,23.4061,50.8783,156.522,85.4877,106.317,121.1956,-26.1129,8.4995,11.9376,,,,,-16.1703,2.6908,1.4078,1.5865,3.0495,3.8269,1.5234,1.0381,1.3591,1.0226,2.435,1.6378,2.1897,1.1647,1.7024,1.8737,1.3152,,,2.5976,3.3406,1.5309,1.786,4.2955,2.7037,3.8694,1.6622,0.9749,,,,,2.3961,1.3892,1.3013,2.2923,9.0707,2.4178,1.4896,0.5393,0.8523,0.5867,1.5511,5.1954,2.507,0.8877,1.1585,1.6331,1.2157,,,1.8875,2.3224,1.4297,1.6029,0.8136,1.9285,0.7435,1.1922,1.4181,,,,,0.4604
