ÈÕÆÚ,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH
2016/11/23,70.6529,6.7768,23.6336,14.2082,9.16,41.6534,14.5849,21.7341,22.586,29.4061,,45.9591,18.0782,12.6291,21.2982,29.515,8.5234,14.5725,20.9748,21.0047,19.1019,,49.7273,41.3044,51.5212,32.5176,1.4489
2016/11/24,70.1824,6.6785,23.6633,14.1883,9.01,41.6534,14.6535,21.4335,21.5353,29.0084,,46.2966,18.1253,12.5133,20.6962,30.313,8.4374,14.554,20.5911,21.0047,19.2822,,48.951,42.6101,50.9763,32.4097,1.4255
2016/11/25,70.4764,6.6982,23.4258,14.0591,9.46,41.6534,14.452,21.5984,21.953,28.6145,,46.2966,18.1347,12.3011,20.331,30.1976,8.4374,14.5632,20.7387,21.0047,19.3582,,49.1147,45.7918,50.7719,32.4097,1.4245
2016/11/28,70.4764,6.7375,23.0497,14.0989,9.16,41.6534,14.2205,21.482,21.9269,27.5092,,46.287,18.0217,12.2721,20.4198,30.2842,8.361,14.7664,20.7387,21.0047,19.2917,,48.1114,45.0163,50.3633,32.9587,1.4196
2016/11/29,70.0942,6.7473,22.8518,13.6518,9.06,41.6534,14.3062,21.3462,21.2939,26.7367,,46.2677,18.0405,12.0984,20.025,30.5053,8.3419,14.7572,20.7387,21.0047,19.4152,,47.2243,42.5959,50.1006,32.3607,1.403
2016/11/30,69.7707,6.6785,22.1491,13.7809,9.1,41.6534,14.1776,21.4238,21.209,27.1765,,46.1327,17.6074,11.973,20.4001,30.063,8.2463,14.8495,19.1941,20.4525,19.2538,,47.5834,43.2801,50.2076,31.8215,1.403
2016/12/1,70.0059,6.7669,22.4163,13.8107,9.04,41.6534,14.5763,21.3656,22.1553,26.9585,,46.0362,17.7486,12.0406,20.2126,30.2938,8.189,15.0435,19.2925,20.2947,19.3202,,47.7787,42.613,50.4216,32.1549,1.403
2016/12/2,70.2804,6.7178,22.2679,13.8008,9.09,41.6534,14.1519,21.094,21.6724,25.3828,,46.2966,17.8805,12.002,19.2256,30.5341,8.0839,14.6556,18.6924,20.3834,19.1019,,45.619,40.3237,48.2907,31.3902,1.3874
2016/12/5,70.5549,6.6785,22.258,13.6617,9.18,41.6534,14.0962,20.9001,21.6593,25.5702,,45.5443,17.485,11.9248,19.3638,30.688,8.0456,14.3878,18.8498,20.3834,19.1019,,45.4606,39.6081,48.4172,31.4392,1.4001
2016/12/6,69.2512,6.6687,23.2872,13.7412,9.21,41.6534,14.3834,20.9777,21.9138,25.4937,,45.6311,17.5415,12.0406,19.8375,30.6399,8.1316,14.3231,19.2138,20.0777,19.0829,,45.2757,39.6908,48.2713,31.5961,1.3933
2016/12/7,69.1042,6.6491,22.9111,13.7412,9.34,41.6534,14.3748,21.2589,21.6528,26.4269,,46.287,18.1253,12.0888,19.9362,30.7745,8.1699,14.3324,19.1941,20.1763,19.1398,,46.1365,40.3636,48.7286,31.8019,1.3894
2016/12/8,69.0355,6.5607,22.4559,13.8405,9.29,41.6534,14.3577,21.0552,20.8697,25.7041,,46.0169,17.984,11.9923,19.8869,31.2552,8.0839,14.0646,18.9974,19.8411,19.0354,,44.8955,39.2717,48.3394,31.4392,1.3806
2016/12/9,69.2022,6.5509,21.8324,13.8306,9.3,41.6534,14.1991,20.9001,20.5891,25.815,,45.7372,18.1535,11.9827,19.9757,30.5437,8.0839,14.0738,19.5778,19.6931,19.1114,,45.318,37.4585,48.0961,31.7921,1.3796
2016/12/12,66.6537,6.2759,20.5458,12.5986,9.03,41.6534,13.4617,20.1436,19.0229,23.2335,,45.7565,17.6921,11.4038,18.6631,29.2074,7.673,13.9445,18.4858,19.2691,18.9215,,42.1972,34.2996,45.722,30.2236,1.3259
2016/12/13,66.6733,6.2955,20.5557,12.5986,9.13,41.6534,13.7532,20.1727,19.1208,23.375,,45.3321,18.2947,11.2591,18.8111,29.5439,7.6921,13.7968,18.6924,19.0522,18.7221,,43.2163,34.3367,45.8777,29.9001,1.3337
2016/12/14,65.3402,6.2071,20.625,12.4396,9.11,41.6534,13.7103,20.0951,18.8989,22.7937,,45.525,17.9369,11.1626,19.1861,28.8613,7.5679,13.9168,19.1646,19.2395,18.5417,,42.6777,35.3659,45.2549,29.3805,1.3337
2016/12/15,64.9873,6.2268,20.6646,12.5588,9.09,41.6534,13.6975,20.1242,19.1925,23.8071,,45.9108,18.0311,11.3749,19.3934,28.919,7.6061,13.8245,19.6467,19.2001,18.1145,,43.3272,36.8056,45.5371,29.6452,1.3474
2016/12/16,66.9085,6.2562,21.0802,12.688,9.13,41.6534,14.2548,20.2891,19.7799,23.7918,,46.2966,18.2665,11.3266,19.423,28.8613,7.6539,13.7414,19.5286,19.7819,18.1715,,43.2427,36.8227,45.7609,29.6452,1.3494
2016/12/19,66.2126,6.2071,20.8823,12.6284,9.41,41.6534,14.2848,20.2988,19.6167,23.2641,,45.9398,18.6902,11.2205,19.7684,29.4189,7.6539,13.7229,20.3157,19.5156,18.3803,,42.3186,36.2468,45.6247,29.2237,1.3474
2016/12/20,65.9871,6.4232,20.912,12.5191,9.25,41.6534,14.3405,20.2794,19.6885,23.5815,,45.9108,18.4077,11.1144,19.048,29.342,7.587,13.6121,20.0304,19.5748,18.2094,,42.7147,36.2953,45.5079,29.2825,1.3376
2016/12/21,65.9871,6.3839,21.3277,12.7377,9.33,41.6534,14.1476,20.6091,19.1403,23.7995,,45.7179,18.436,11.3652,19.1861,29.3901,7.6443,13.8614,20.0107,19.4959,18.3898,,42.9153,35.6567,45.9555,29.5374,1.3445
2016/12/22,65.8107,6.4035,21.773,13.0556,9.4,41.6534,13.8689,20.7449,19.3035,23.5356,,45.6215,18.4454,11.4713,19.3835,29.4285,7.6348,13.8337,19.9025,19.6636,18.5512,,43.4434,35.708,45.975,29.9001,1.3503
2016/12/23,65.203,6.2759,22.1095,12.8768,9.57,41.6534,14.0019,20.5121,19.2643,22.8357,,44.3869,17.8899,11.3363,18.6631,29.3132,7.5583,13.7968,19.0957,19.5058,18.5132,,43.6757,34.1628,45.1382,29.4001,1.3357
2016/12/26,65.6048,6.2562,21.872,12.9265,9.4,41.6534,14.019,20.871,19.1208,23.0231,,44.2712,18.0688,11.3363,18.5348,29.2651,7.6443,13.9722,18.9875,19.5452,18.5037,,43.3747,36.8826,45.4982,28.9296,1.3308
2016/12/27,65.8695,6.2759,21.872,13.0854,9.42,41.6534,14.0876,20.5606,19.0424,22.8855,,44.4641,17.8805,11.3363,18.8506,29.4574,7.6825,13.8983,19.2335,19.7424,18.5512,,43.4539,38.6302,45.5177,29.4099,1.3347
2016/12/28,65.7813,6.2169,21.872,12.9165,9.89,41.6534,14.1176,20.5606,19.5123,22.939,,44.5219,17.758,11.3363,18.6927,29.1882,7.6443,13.7598,19.204,20.4722,18.6082,,43.1107,37.9545,45.4787,28.9492,1.3376
2016/12/29,64.8991,6.1875,21.872,12.7178,9.4,41.6534,13.9761,20.5606,19.2513,22.7248,,44.8402,17.5603,11.3363,18.7815,28.794,7.5774,14.1477,19.3417,20.4525,18.3898,,42.6988,37.7664,45.1771,28.9198,1.3416
2016/12/30,65.5754,6.1875,21.872,12.9861,9.37,41.6534,13.9118,20.5606,19.3426,22.5642,,44.8402,17.9181,11.3363,19.0085,28.9382,7.5965,14.1107,20.2173,20.4525,18.5702,,42.5668,35.9304,45.3912,29.057,1.3367
2017/1/3,66.0655,6.2268,21.872,12.9861,9.16,41.6534,14.2762,20.5606,19.5319,22.9084,,44.8499,18.1912,11.3363,19.3144,29.0055,7.6634,14.1477,20.5124,20.8272,18.855,,42.8889,39.3087,45.8679,29.106,1.3425
2017/1/4,66.6439,6.266,21.872,13.3338,8.85,41.6534,14.482,20.5606,19.7081,23.2144,,44.8499,18.662,11.3363,19.3638,29.2843,7.7016,14.2677,20.4731,20.699,18.912,,43.3694,39.323,46.0431,29.1354,1.3474
2017/1/5,66.4576,6.266,21.872,13.2941,8.92,41.6534,14.3705,20.3182,20.0474,22.8778,,44.657,18.6149,11.3363,19.502,29.3132,7.7208,14.4432,21.0338,20.4032,18.9405,,43.042,38.9923,45.8679,29.1943,1.3503
2017/1/6,66.7223,6.2268,21.872,13.2245,8.84,41.6534,14.2891,19.8429,19.806,21.9829,,45.0042,18.6431,11.3363,19.4921,29.3324,7.7685,14.0553,20.8174,20.0383,18.9784,,41.347,36.8598,45.0798,28.8217,1.3406
2017/1/9,68.124,6.3544,21.872,13.4332,9,41.6534,14.5335,20.26,19.5058,22.0211,,45.1489,18.9162,11.3363,19.4427,30.2746,7.9501,14.4432,21.2011,21.3104,19.3772,,41.0882,35.6025,45.8193,29.1256,1.3328
2017/1/10,67.7319,6.325,21.872,13.314,9.02,41.6534,14.3148,20.1533,18.9054,22.0747,,44.3869,18.7561,11.9537,19.2157,30.5918,8.0265,14.2585,20.965,20.8666,19.4247,,41.8222,35.1321,45.8777,28.5865,1.3367
2017/1/11,67.0555,6.2464,24.0592,13.145,8.9,41.6534,14.0619,19.9981,18.7945,21.3748,,44.4641,18.7373,11.809,18.821,30.5918,7.9119,14.0092,20.5714,20.3933,19.4057,,41.0724,35.1321,46.2085,28.3904,1.3347
2017/1/12,66.8203,6.2268,24.3957,13.2146,8.87,37.54,13.9718,20.1339,18.2789,21.283,,44.1747,18.2477,11.3556,18.821,30.5918,7.8354,13.8152,20.9256,20.6596,19.1873,,41.1094,35.1321,45.3133,28.0277,1.3298
2017/1/13,66.536,6.1777,22.6835,12.9066,8.8,36.923,13.6332,20.1533,18.168,20.3498,,43.2777,18.436,10.8732,18.2781,30.5918,7.8163,13.9445,20.5124,21.0343,19.3012,,39.7628,35.1321,43.6203,27.1454,1.2898
2017/1/16,67.5946,5.883,22.6934,12.3303,8.36,35.9436,13.3759,19.2029,17.5546,18.5065,,43.2198,18.6243,10.2557,17.0938,30.5918,7.6348,13.8245,18.9875,21.271,19.6525,,37.2809,35.1321,42.1218,26.4199,1.2352
2017/1/17,67.6829,5.9223,23.2278,12.3999,8.16,36.541,13.4317,19.2416,17.5937,19.0457,,43.432,18.549,10.2846,17.2616,30.5918,7.5392,13.7044,19.0269,21.271,19.6335,,37.7562,35.1321,42.5694,26.5278,1.2411
2017/1/18,67.3986,5.8044,22.7627,12.2608,8.19,35.7477,13.2687,18.8925,18.3507,18.625,,43.4224,18.8879,10.0242,17.3208,30.1592,7.5583,13.7044,18.535,21.054,20.0513,,37.8988,35.1321,42.4916,26.4689,1.2372
2017/1/19,66.6439,5.8241,22.2679,12.1217,8.22,34.8369,13.0029,18.9022,17.7046,18.7053,,43.1137,18.8503,11.0275,16.9655,30.2073,7.4819,13.4366,17.8463,20.4919,19.8614,,38.0202,35.1321,42.3164,26.2337,1.2333
2017/1/20,68.0651,5.9321,22.2283,12.3204,8.25,36.208,13.4574,19.3192,17.7634,19.0151,,42.564,19.2269,11.3652,17.1925,30.7168,7.5774,13.5474,18.23,20.8075,20.507,,38.6961,35.1321,43.2213,26.9787,1.243
2017/1/23,67.6339,5.9518,23.0893,12.3502,8.3,36.6879,13.8218,19.2513,17.5611,19.1604,,42.7376,19.6789,11.1819,17.5379,31.1494,7.6252,13.9076,18.4464,20.8568,20.412,,39.1027,35.1321,43.1921,27.4885,1.2586
2017/1/24,67.0947,5.9419,22.4559,12.4197,8.49,35.9338,13.5946,19.1738,17.6198,18.6633,,42.2457,19.7448,10.7477,17.5182,30.6976,7.6061,13.6582,18.3874,20.4327,20.0987,,38.9866,31.6198,42.5597,27.0865,1.2528
2017/1/25,68.9179,5.9518,22.3866,12.5092,8.5,36.5018,13.7703,19.2998,17.6198,19.1604,,42.535,20.1026,10.8635,17.686,31.3321,7.6921,14.0184,18.8399,20.4229,20.7918,,39.5199,31.6112,42.8613,27.4787,1.2635
2017/1/26,68.9277,5.9616,22.4757,12.6184,8.59,36.5704,14.2762,19.3968,17.6068,19.1834,,42.7279,19.9896,10.8732,17.7057,31.3706,7.7685,13.9168,18.8891,20.7187,20.8013,,39.5463,31.1294,42.9489,27.7924,1.2645
2017/2/3,68.4376,5.9714,21.773,12.5787,8.62,37.2854,14.302,19.5035,17.7307,19.0075,,41.8599,19.6318,10.9021,18.1498,31.2263,7.7208,13.9538,18.9088,20.6201,20.6589,,39.2981,30.505,42.8321,27.3512,1.2654
2017/2/6,68.6141,6.0107,21.8918,12.6184,8.6,36.9719,14.4777,19.5423,18.0701,19.4435,,41.7634,19.7448,10.96,18.7914,31.2263,7.759,14.1107,19.0957,20.699,20.5734,,39.9423,30.9954,43.2505,27.4297,1.2879
2017/2/7,68.2906,5.9812,21.7334,12.5092,8.75,37.3833,14.4091,19.3677,17.8808,19.6844,,41.9081,19.6506,10.8153,18.8604,31.1014,7.7303,14.2123,19.0957,20.5609,20.6019,,39.4513,30.1173,43.0267,27.7336,1.2801
2017/2/8,67.7319,5.991,22.733,12.6085,8.93,36.8642,14.482,19.4744,17.8939,19.715,,41.8406,19.7918,10.8635,18.8407,31.1879,7.7685,14.2031,19.2827,21.054,20.412,,39.6519,30.7702,43.2797,27.9198,1.2791
2017/2/9,67.477,6.0205,23.2278,12.7178,8.95,37.6086,14.482,19.6975,18.0505,20.0668,,41.7827,19.6789,11.0275,18.9887,31.3802,7.8068,14.2216,19.3515,20.9948,20.1557,,39.7892,31.2919,43.7954,28.3316,1.2791
2017/2/10,67.9279,6.0696,23.4555,12.6979,8.79,36.7663,14.3791,19.8332,18.0962,19.627,,42.1685,19.6506,11.0854,18.7815,31.5436,7.7112,14.2031,19.1056,20.8469,20.1842,,39.2717,30.448,43.6884,28.4296,1.2752
2017/2/13,67.281,6.2562,23.505,12.7178,8.81,36.7075,14.3663,19.8235,18.5139,19.8068,,42.3036,19.773,11.0565,18.6631,31.6301,7.7494,14.12,19.1252,20.6398,20.2791,,40.0638,31.252,43.737,28.6649,1.2811
2017/2/14,67.3104,6.2169,23.0002,12.688,8.82,36.59,14.3405,19.9496,18.1615,19.692,,42.3228,20.0272,11.124,18.7025,32.3223,7.7016,14.1292,18.9777,20.7779,20.3456,,40.1853,30.9498,44.8171,29.155,1.2567
2017/2/15,66.4576,6.4723,23.7128,12.5191,8.78,36.7271,14.3877,19.5617,17.8678,19.5276,,42.5447,19.6318,10.9214,19.196,31.8224,7.7112,14.1662,19.381,20.3637,20.1177,,39.6044,30.1715,43.8149,28.5276,1.2694
2017/2/16,66.0067,6.5018,23.7821,12.5489,8.79,36.0219,14.4263,19.5908,17.783,19.0878,,42.4289,19.66,11.2301,19.0973,31.7743,7.7494,14.3416,19.263,19.7622,20.0323,,39.6572,29.8408,44.1749,28.4982,1.2576
2017/2/17,65.7421,6.325,23.7128,12.5588,8.82,35.4637,14.6621,19.4162,17.7895,18.1661,,42.3036,19.1422,10.9793,18.6137,31.659,7.7208,13.8983,18.8498,19.9002,19.9088,,39.0182,28.5008,42.8419,28.4394,1.2459
2017/2/20,66.4968,6.3544,23.8612,12.6781,8.82,35.1601,14.5377,19.5132,17.3392,17.6957,,42.8244,19.5188,11.0854,18.6927,32.1877,7.7876,14.2031,19.5975,19.9002,20.526,,39.2717,27.7539,43.0657,28.1257,1.2381
2017/2/21,66.5752,6.3643,24.0493,12.7874,8.82,35.7967,14.5763,20.1533,17.3588,18.1623,,43.432,19.6224,11.1144,19.0776,32.1685,7.9214,14.4155,21.5553,20.2059,20.412,,40.1747,28.5921,43.6592,28.2727,1.2489
2017/2/22,67.3398,6.4035,23.7524,12.7575,8.82,36.1101,14.3148,20.2212,17.548,18.7015,,43.6442,20.0555,11.2591,18.8407,32.2647,7.9214,14.5355,20.8076,20.1369,20.5829,,40.0374,28.9769,43.6787,27.959,1.2508
2017/2/23,69.6041,6.4527,24.6134,13.0159,8.8,36.2374,14.5592,20.2891,17.6655,19.3517,,44.1265,21.0065,11.1819,18.6631,32.4569,7.931,14.5171,20.8764,20.2454,21.0671,,40.7397,29.1394,44.243,28.6159,1.242
2017/2/24,69.5943,6.5116,24.5936,12.9364,8.73,35.9044,14.9707,20.2794,17.9657,18.8736,,44.1265,20.7711,11.2012,18.6828,32.4762,7.8928,14.3324,20.4632,20.2454,20.8962,,40.8242,29.3076,44.1652,28.6453,1.244
2017/2/27,68.9669,6.4625,24.1384,12.7476,8.63,35.9436,14.9707,20.0466,17.5023,18.4376,,43.7986,20.6204,11.124,18.3768,31.8032,7.7399,14.1569,20.4436,19.8509,20.6304,,40.1219,29.0397,44.2235,29.008,1.2362
2017/2/28,68.8101,6.5018,23.7128,12.847,8.83,35.924,14.9193,19.9593,17.3849,18.5141,,43.7021,20.5922,11.1337,18.3176,31.5917,7.7399,14.3047,20.4731,19.6931,20.5829,,41.0037,29.3647,44.1262,28.6159,1.2352
2017/3/1,69.1924,6.4723,23.8118,12.9364,8.88,36.3353,15.0865,20.066,19.1208,18.6059,,43.6925,20.837,11.153,18.4163,31.6013,7.759,14.3047,21.0535,19.5255,20.5924,,41.2625,30.7844,44.1165,28.6845,1.242
2017/3/2,69.6139,6.4527,23.4555,12.7973,8.99,37.5596,15.2108,20.0369,18.8467,18.4338,,43.7117,20.6393,10.9986,18.5446,31.4186,7.673,14.0646,20.4534,19.6537,20.4595,,41.1252,30.391,43.6397,28.4198,1.245
2017/3/3,69.9177,6.3446,23.5248,12.8172,9.01,36.9034,15.1337,19.9787,18.3703,18.6594,,43.7793,20.6487,11.0758,18.6828,31.5052,7.6539,14.1015,20.1287,19.92,20.2696,,41.9912,30.3169,43.4841,28.5767,1.242
2017/3/6,69.4276,6.4134,23.7524,12.9364,9.39,36.874,15.5195,20.4249,18.3703,18.9578,,43.7793,20.6487,11.0951,18.8802,31.707,7.6921,14.1292,20.3157,19.7523,20.3171,,42.25,31.0923,44.0679,28.8609,1.2557
2017/3/7,71.1822,6.4035,23.6534,12.9662,9.32,37.3931,15.7296,20.6382,18.4616,19.5888,,43.6925,20.3191,11.1144,18.8999,31.8416,7.6921,14.4894,20.3157,20.0679,20.5165,,42.3186,31.5143,44.2527,29.0766,1.2518
2017/3/8,70.4274,6.3937,23.406,12.9861,9.07,37.0013,15.5752,20.7546,17.8482,19.2752,,43.5767,20.4321,11.0372,18.6433,32.1685,7.6156,14.1662,20.1976,20.0481,20.526,,41.9014,31.0211,43.9511,29.7825,1.2518
2017/3/9,70.1824,6.2955,23.2575,12.8569,9.19,36.6096,15.3909,20.3861,17.8482,18.9731,,43.4127,20.1496,10.9118,18.2781,31.9474,7.5488,14.1107,20.4632,19.7424,20.3646,,41.6163,31.0695,43.9608,28.9198,1.2479
2017/3/10,68.9767,6.2857,22.9606,12.8668,9.17,36.2864,15.3394,20.483,17.5089,19.3134,,43.432,19.9707,10.9118,18.2781,31.8416,7.5488,14.083,20.2173,19.6044,20.3741,,42.4876,32.3011,44.0679,28.6551,1.2479
2017/3/13,68.9375,6.325,23.0398,12.8172,9.1,36.2668,15.4638,20.5218,17.6981,19.367,,43.5574,20.3944,10.9214,18.2979,32.1589,7.587,14.1569,19.932,19.6537,20.4785,,43.0949,33.4586,44.2235,28.8708,1.2557
2017/3/14,68.418,6.3446,22.9507,12.7973,9.1,36.2374,15.4766,20.4249,17.7112,19.627,,43.4031,20.4604,10.9118,18.2288,31.3225,7.5774,14.0553,19.9221,19.9298,20.7348,,43.3589,33.3588,44.2917,28.5865,1.2528
2017/3/15,68.5748,6.2955,22.8815,12.7575,9.19,35.924,15.2023,20.5412,17.7569,19.3402,,43.4127,20.7899,10.8539,17.9426,31.3609,7.5201,13.9999,19.8926,19.6833,20.8108,,43.813,33.9433,44.3014,28.508,1.2489
2017/3/16,68.4082,6.3741,23.0794,12.9364,9.25,37.3147,16.2698,20.6964,17.8091,19.5888,,43.4031,20.7146,10.9214,19.7388,31.1975,7.6061,14.0369,20.0992,19.6142,20.7538,,44.5629,34.4621,44.7684,28.7727,1.3211
2017/3/17,67.9867,6.3643,22.9606,12.9165,9.26,38.539,16.0768,20.3279,18.2463,19.2981,,43.4127,20.3944,10.8828,18.9887,30.8033,7.5392,13.926,19.7254,19.6142,20.5354,,44.8058,33.145,45.0506,28.8511,1.2967
2017/3/20,69.3982,6.4134,23.0695,12.996,9.58,38.3725,16.0597,20.4636,18.5073,19.3976,,43.5478,20.5733,10.96,18.5742,31.5436,7.5774,13.8706,19.6073,19.5452,20.6209,,42.91,34.7358,45.5468,29.0374,1.2898
2017/3/21,71.5547,6.3839,23.5346,12.9563,9.61,38.0003,16.1883,20.8807,18.4225,19.3784,,44.3001,21.3172,10.9407,18.367,32.207,7.6061,13.8799,19.8434,19.5354,21.4943,,40.7503,35.1663,45.576,29.0668,1.2801
2017/3/22,74.26,6.3643,23.2971,12.8668,9.53,38.3823,16.6213,21.2201,18.0375,19.0534,,44.6859,21.8633,10.8153,18.0709,32.8992,7.5488,14.1384,19.6172,19.4367,21.8361,,40.9509,36.1613,45.6928,28.4688,1.284
2017/3/23,73.5151,6.2857,22.921,12.9165,9.53,40.0864,16.8185,21.2298,18.6313,19.5888,,44.8499,21.7786,10.8442,17.9722,32.9376,7.5488,14.0276,19.5286,19.4959,22.045,,41.1886,35.2747,45.9555,28.4296,1.243
2017/3/24,73.6229,6.2759,23.1685,12.837,9.46,39.9101,17.1915,21.1619,18.4355,19.344,,44.5605,21.9951,11.1337,17.9821,32.4954,7.6348,13.9353,19.7844,20.3834,21.8646,,41.0671,35.9275,44.6322,29.3217,1.2342
2017/3/27,72.5545,6.266,23.1487,12.9563,9.67,40.4488,16.5656,21.0455,18.4812,19.2714,,44.1168,21.7974,11.0179,18.1005,32.3993,7.6634,13.7598,20.1091,20.0975,21.4943,,41.1991,35.6709,44.1846,29.2629,1.2323
2017/3/28,73.221,6.2169,23.8217,12.8569,9.66,39.2147,16.9428,21.2201,18.2267,18.8927,,43.9529,22.014,11.0661,17.8735,32.3127,7.5679,13.7598,19.7844,19.6734,21.8836,,41.1886,34.177,42.6083,28.9884,1.2225
2017/3/29,72.5251,6.1875,23.6336,12.5489,9.68,39.5869,16.8614,20.9486,17.8613,18.3191,,43.8661,21.6656,10.8056,17.3109,32.755,7.501,13.6582,20.6305,19.417,21.8456,,40.1588,32.6832,41.7521,29.155,1.2137
2017/3/30,71.7017,6.0205,22.5153,12.3899,9.46,39.1756,17.1615,20.3473,17.5546,17.8028,,43.8468,21.6185,10.439,16.857,31.8128,7.3576,13.2981,20.5321,18.9831,22.007,,38.9443,32.0617,42.3262,28.5472,1.1845
2017/3/31,73.7895,6.0598,23.6138,12.2111,9.59,39.0678,17.5859,20.483,17.6263,17.8601,,44.1265,22.2588,10.4004,16.9655,32.2454,7.3481,13.3166,20.6206,19.2395,22.1304,,39.4196,33.3645,42.8029,28.6061,1.1854
2017/4/5,75.054,6.158,23.7524,12.4098,9.72,39.7926,17.5773,20.6673,17.8743,18.1929,,44.657,22.5601,10.5451,17.2616,32.4954,7.4723,13.3535,20.66,19.8411,21.9216,,40.1008,33.2876,42.8419,28.7629,1.2059
2017/4/6,74.8873,6.1678,23.6633,12.3899,9.71,40.5663,17.0843,20.5315,17.6981,18.147,,44.7438,22.513,10.5644,17.1333,32.63,7.4914,13.6952,21.3487,19.5255,22.007,,40.0902,33.2391,42.8808,28.2237,1.1962
2017/4/7,74.8873,6.0794,23.6435,12.2508,10.06,40.5467,17.1486,20.4055,17.7373,17.8946,,44.4641,22.2588,10.5258,17.153,32.8992,7.4532,13.4828,21.2995,19.4861,22.1779,,39.5727,33.242,42.404,28.2629,1.2059
2017/4/10,72.7309,5.9419,23.0596,12.0422,10.47,40.8797,17.1743,20.1339,17.2413,16.7205,,44.4641,21.7503,10.3329,16.7089,32.803,7.4245,13.215,20.719,19.5649,21.5798,,38.1047,31.3847,41.898,27.6061,1.1913
2017/4/11,72.5153,5.9714,23.0794,12.0024,10.4,41.0364,16.8614,20.26,17.1499,16.8543,,44.0204,21.9198,10.4101,16.7583,32.207,7.501,13.5012,20.8764,19.634,21.6842,,38.9971,31.2592,41.9467,27.7238,1.1864
2017/4/12,74.4953,6.1187,22.8815,11.9329,10.92,41.9081,16.6127,20.2115,17.0977,16.6516,,44.3001,21.8821,10.4101,16.7583,31.7455,7.4532,13.7875,20.66,19.6833,21.8931,,39.3932,30.2578,41.4894,27.6061,1.1757
2017/4/13,72.5153,6.0696,22.5846,11.9428,10.46,42.2117,16.7456,20.2409,17.2478,16.7549,,44.5026,22.3435,10.3715,16.7385,31.9666,7.4819,13.8926,20.5813,19.92,22.026,,39.2823,30.1437,41.4991,27.9885,1.1698
2017/4/14,73.2504,6.0107,22.2679,11.7242,10.98,41.1344,16.4541,19.6239,16.8824,16.4642,,43.9625,22.1458,10.1882,16.472,31.4282,7.415,13.6729,19.6959,19.8904,22.0165,,38.7331,29.6644,41.0223,27.9983,1.1406
2017/4/17,72.4466,5.9518,22.5846,11.3765,10.71,40.8405,16.3726,19.7414,16.791,15.8447,,44.059,22.061,10.275,15.9884,31.3706,7.3481,13.4722,19.8041,19.7918,22.3108,,39.1186,28.335,40.1758,27.7728,1.1406
2017/4/18,73.8091,5.9321,22.5747,11.2274,10.76,40.2529,16.8914,19.3498,16.7062,15.2519,,43.8854,22.5977,10.1592,15.722,31.534,7.1283,13.5009,19.686,19.7622,22.5482,,40.4651,28.024,40.4969,27.6257,1.1367
2017/4/19,74.1032,5.8928,22.6142,11.0486,10.47,40.1158,16.7542,19.1343,15.8905,15.5005,,43.9722,22.6919,10.2461,14.9818,32.5723,6.9945,12.9754,19.0367,19.5058,22.738,,41.0724,28.4234,40.2536,27.4395,1.0986
2017/4/20,76.4459,5.9125,22.4163,11.0088,10.83,40.488,17.2558,19.0951,15.9557,15.2213,,44.6763,23.0873,10.1978,15.0114,32.7838,7.0041,12.5836,19.0269,19.2888,23.0608,,41.0618,27.8414,41.324,28.0277,1.0967
2017/4/21,74.0052,5.8928,22.2382,11.0784,11.06,40.2333,17.0972,19.1931,16.0536,15.359,,44.5605,22.9649,10.2654,15.3568,32.7261,6.899,12.5072,19.0269,19.5058,23.2222,,40.8876,28.0953,40.8374,27.9002,1.0996
2017/4/24,75.1814,5.775,22.3371,10.8697,10.74,40.3019,16.7456,18.821,15.5315,14.8962,,44.6955,22.5224,10.0338,14.8337,32.5339,6.6601,12.6887,18.1021,19.2494,22.9754,,39.6044,27.5219,40.818,27.9786,1.0928
2017/4/25,74.8187,5.7946,22.5648,10.9492,10.72,39.0678,16.9514,18.9581,15.786,14.9153,,44.7341,22.6636,9.9373,14.8337,33.851,6.7079,12.7269,18.0234,19.2888,22.4817,,40.4493,27.7644,41.7715,27.9786,1.0859
2017/4/26,76.1616,5.7848,22.5351,10.9691,10.72,39.156,17.2301,19.1735,15.7273,15.2939,,44.9656,23.0026,9.8023,14.7745,33.5722,6.7079,12.5836,18.1906,19.131,22.4058,,40.2064,28.1239,42.4916,28.5865,1.0937
2017/4/27,75.6421,5.775,22.6043,10.9989,10.72,40.6838,17.2129,18.4195,15.9557,15.5464,,45.2164,23.464,9.6575,14.7449,35.0431,6.7843,12.5836,17.9545,19.2987,22.5482,,40.9193,29.188,42.7154,28.5276,1.0957
2017/4/28,74.6423,5.7848,23.0695,11.0287,10.72,40.6936,17.3501,18.204,16.021,15.5808,,45.2743,23.0591,9.6768,15.0212,34.5336,6.7365,12.6887,18.289,19.1705,22.5387,,40.7767,29.3478,42.5305,28.4394,1.0898
