ÈÕÆÚ,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH
2015/5/29,84.368,11.7778,21.1495,24.7946,14.99,58.5334,22.3012,37.5632,8.1773,,,52.5644,19.5206,22.2384,18.9236,39.634,16.2077,15.2282,32.0928,28.7364,24.9068,,56.4301,,94.0341,52.6275,1.5013
2015/6/1,85.9384,12.9564,21.1495,26.392,14.99,63.8528,22.3012,37.5632,8.994,,,53.7208,20.9156,23.2321,20.8209,41.3456,17.7522,16.4102,33.9794,30.204,26.6153,,57.0794,,87.7761,51.1514,1.6512
2015/6/2,89.0497,13.5928,21.1495,26.9972,14.99,70.24,22.3012,37.5632,9.8939,,,54.4376,21.5161,25.3354,22.2267,41.881,18.8295,16.8073,33.8133,32.112,27.0031,,58.1425,,88.7047,50.6886,1.7295
2015/6/3,87.7818,13.5928,21.1495,25.757,13.49,77.2679,22.3012,37.5632,10.8823,,,53.8833,21.0727,24.1197,24.4484,43.105,19.392,18.488,32.7868,32.5621,26.4675,,56.8752,,91.9643,50.5181,1.8668
2015/6/4,87.9671,13.1646,21.1495,23.8123,12.68,75.7342,22.3012,37.5632,11.9695,,,53.6157,22.5508,23.6759,23.5931,41.7185,18.4196,19.9009,30.7927,31.4564,25.9319,,53.0525,,85.0195,47.8874,1.801
2015/6/5,89.713,12.9642,21.1495,23.9909,13.13,70.9098,22.3012,37.5632,13.1659,,,54.6574,22.6247,23.126,23.1999,44.9504,17.9715,20.3812,31.7702,31.6815,26.5321,,53.4557,,82.8433,48.6572,1.7324
2015/6/8,90.8639,12.3278,21.1495,24.9533,12.61,65.0856,22.3012,37.5632,14.482,,,53.5583,22.0797,22.412,25.225,47.0445,18.2289,19.2915,33.1681,30.4976,27.7696,,51.848,,76.3435,48.6572,1.6705
2015/6/9,87.7233,12.7992,21.1495,23.7925,12.58,63.649,22.3012,37.5632,15.9307,,,53.3767,21.8302,22.7883,24.2714,45.591,17.6092,18.6081,32.3078,30.5171,26.9939,,54.0317,,80.5606,48.6572,1.6241
2015/6/10,85.3922,12.9014,21.1495,24.3084,12.95,70.0187,22.3012,37.5632,17.525,,,53.0422,22.0427,22.798,24.0846,45.964,17.6092,20.4735,32.3665,30.9672,27.3171,,55.5084,,83.3462,48.6572,1.6435
2015/6/11,85.9286,13.7067,23.2674,25.7967,13.32,70.787,22.3012,37.5632,19.2781,,,52.3732,22.1074,24.6214,24.9497,44.9122,18.2194,22.5236,34.781,32.2685,26.9569,,57.3151,,85.803,48.6572,1.6792
2015/6/12,84.368,13.3924,25.5932,26.0348,14.51,68.4239,22.3012,37.5632,21.2053,,,51.6087,22.3291,26.0011,26.9355,45.7823,17.981,24.112,34.4096,32.112,27.6403,,56.8804,,83.3656,48.6572,1.743
2015/6/15,81.4225,12.7678,28.1565,24.9831,14.13,64.6603,22.3012,37.5632,23.3251,,,49.6972,21.2205,26.1844,26.729,45.1225,17.3232,23.6687,31.9462,33.1393,26.7445,,53.9793,,76.6143,48.6572,1.7015
2015/6/16,79.2474,11.8917,30.9771,23.3956,12.92,60.819,22.3012,37.5632,25.6581,,,47.4035,20.3706,25.0073,26.1195,43.3631,16.3221,22.3297,28.9353,30.0768,25.7841,,49.5806,,75.589,48.6572,1.6667
2015/6/17,84.0364,12.3789,34.0748,23.7627,13.03,65.4967,22.3012,37.5632,23.1456,,,49.7068,22.1536,25.6055,25.4511,47.7042,16.6558,24.5645,29.3459,30.4095,26.0242,,50.8374,,79.3226,48.6572,1.6222
2015/6/18,80.4666,11.9428,37.4793,23.4651,12.78,61.3442,22.3012,37.5632,23.5644,,,48.6459,21.2852,26.3966,23.5735,45.5528,15.8931,24.1674,26.9411,28.6483,25.3224,,48.4442,,76.5273,48.6572,1.5758
2015/6/19,74.2244,10.7485,41.2302,21.1235,11.62,55.2078,22.3012,37.5632,22.1053,,,48.0725,19.3222,26.0011,21.2141,43.9751,14.3009,21.7479,24.2431,25.9381,23.577,,49.6801,,74.2059,48.6572,1.4878
2015/6/23,79.8717,10.4578,37.1032,19.8635,11.08,58.0766,22.3012,37.5632,24.3161,,,49.0091,21.2573,23.5215,21.7253,48.3736,14.1198,21.0276,26.5208,26.7795,23.857,,52.8587,,80.3091,48.6572,1.4704
2015/6/24,86.5431,10.6425,39.5774,20.4985,11.48,61.529,22.3012,37.5632,24.3161,,,50.9588,23.3876,23.5408,21.9809,53.2119,15.4736,21.3139,27.2344,27.8265,24.2956,,54.0893,,82.6305,48.6572,1.4501
2015/6/25,80.7592,9.9628,39.6566,19.7742,11.3,57.9502,22.3012,37.5632,22.6281,,,49.4296,22.5318,21.1868,20.4474,53.231,15.178,21.4986,26.6967,25.4097,23.1943,,51.5705,,79.6514,48.6572,1.3438
2015/6/26,72.6833,8.965,35.6879,17.7997,10.17,52.1542,22.3012,37.5632,20.3652,,,45.0142,20.2804,19.0642,18.4026,47.905,14.3963,19.3469,24.028,22.8658,20.8795,,46.4124,,71.6911,48.6572,1.2104
2015/6/29,70.2254,8.0693,32.1152,16.0237,9.15,46.9417,22.3012,37.5632,18.3287,,,43.4469,20.9503,17.1539,16.6233,46.9088,14.3867,17.4168,21.6233,20.5763,19.3488,,41.7727,,64.5239,48.6572,1.1698
2015/6/30,72.6736,8.6428,35.0842,16.4801,9.43,51.6388,22.3012,37.5632,18.7267,,,45.8935,22.6434,18.2249,17.744,48.269,15.6357,18.3218,22.4835,21.8776,20.7862,,43.0033,,70.7916,48.6572,1.2751
2015/7/1,67.2018,7.7982,31.5808,14.8331,8.49,48.8283,22.3012,37.5632,16.854,,,45.645,20.6247,16.4014,15.9745,43.4412,15.1304,16.4933,20.2352,20.3317,19.4981,,39.0706,,66.2069,48.6572,1.2123
2015/7/2,61.4472,7.0203,28.4237,13.3548,7.64,43.9465,22.3012,37.5632,15.1686,,,43.724,18.5594,14.7613,14.382,39.1018,13.8147,14.8403,18.2117,18.2966,18.2194,,35.1641,,60.4519,48.6572,1.1214
2015/7/3,62.4226,6.3171,25.5833,12.0153,7.22,39.5509,22.3012,37.5632,13.7849,,,40.5224,16.7081,13.2851,12.9467,35.1936,12.4323,13.3535,16.3934,19.1576,16.4647,,32.1949,,56.9022,48.6572,1.0412
2015/7/6,59.1649,5.6846,23.0299,10.8148,6.5,35.5929,22.3012,37.5632,12.4064,,,37.0149,15.3406,11.9537,11.6983,33.5939,11.1928,12.0144,14.7511,20.4393,17.1367,,31.9907,,54.2036,48.6572,0.9455
2015/7/7,53.2445,5.115,20.724,9.7333,5.85,32.0336,22.3012,37.5632,11.1658,,,33.3163,13.8056,10.7574,10.5284,30.2316,10.0774,10.8139,13.2751,20.0186,16.978,,28.7911,,48.7871,48.6572,0.8507
2015/7/8,51.1963,5.115,18.6555,8.761,5.85,28.8341,22.3012,37.5632,10.05,,,31.6342,12.4288,9.6865,9.4766,28.2775,9.0668,9.7335,11.9456,20.0186,15.2793,,28.7911,,43.9123,48.6572,0.7657
2015/7/9,56.3169,5.115,20.526,9.6341,5.85,31.7224,22.3012,37.5632,11.0539,,,34.7976,13.6753,9.6865,10.4203,31.1033,9.9725,10.7031,13.1382,20.0186,16.81,,28.7911,,48.3035,48.6572,0.842
2015/7/10,61.9447,5.115,22.5747,10.5965,5.85,34.8927,22.3012,37.5632,12.1593,,,38.2764,15.0429,9.6865,11.4623,34.2165,10.9736,11.7743,14.4481,20.0186,18.4901,,28.7911,,53.13,48.6572,0.9261
2015/7/13,68.1382,5.6257,24.8311,11.6581,6.44,38.3839,22.3012,37.5632,13.3766,,,42.1088,16.55,10.6513,12.6125,37.6362,12.07,12.9564,15.8949,22.0244,20.3382,,31.6712,,58.4401,48.6572,1.0189
2015/7/14,66.7141,6.1875,26.1276,12.8289,7.08,42.2252,22.3012,37.5632,14.7134,,,40.8855,16.5872,11.7125,13.0942,37.3776,11.7077,13.7598,17.4883,24.2259,19.9835,,34.8394,,64.2821,48.6572,0.9986
2015/7/15,60.0427,6.156,23.5149,11.549,6.68,41.8265,22.3012,37.5632,13.3141,,,37.5023,14.9312,11.7994,11.7867,33.6418,10.535,12.3838,15.7385,21.7994,18.1447,,35.2636,,57.85,48.6572,0.8991
2015/7/16,62.1202,6.4625,22.06,11.5589,6.77,45.6872,22.3012,37.5632,14.2479,,,39.0888,15.508,12.2528,11.8359,35.1074,10.4206,12.3931,15.6994,22.2201,19.1154,,37.4263,,59.6975,48.6572,0.9677
2015/7/17,66.7239,7.1107,23.0002,12.3626,7.33,50.2579,22.3012,37.5632,15.4495,,,41.8126,16.4662,13.4781,13.0155,37.4447,11.0784,13.3258,16.9447,23.492,20.3475,,41.1653,,63.1408,48.6572,1.047
2015/7/20,67.4944,7.8218,25.1874,12.5015,7.85,52.9906,22.3012,37.5632,15.6264,,,42.0419,16.5872,14.192,13.5464,38.4313,11.3359,13.9168,17.7488,23.4529,20.1608,,41.0762,,61.7963,48.6572,1.0402
2015/7/21,70.2254,7.8571,25.514,13.7119,7.89,51.843,22.3012,37.5632,16.1231,,,43.055,17.1919,14.8192,13.645,40.3184,11.8793,15.3113,18.7588,23.2963,20.6835,,42.2545,,62.1832,48.6572,1.0305
2015/7/22,77.248,7.8178,28.0674,13.96,7.82,53.01,22.3012,37.5632,15.9489,,,45.4539,18.2338,15.4366,14.0788,44.3512,12.232,15.339,20.3082,23.1887,20.5622,,42.5844,,62.7636,48.6572,1.0334
2015/7/23,78.8573,8.1282,29.5915,14.2477,8.09,53.895,22.3012,37.5632,17.5432,,,45.4156,18.3175,16.0155,14.7098,45.4336,12.7659,15.5144,20.4258,24.0302,20.9915,,44.7524,,66.7002,48.6572,1.0791
2015/7/24,74.1366,7.9514,27.6616,13.6723,7.93,52.3487,22.3012,37.5632,17.2571,,,43.4851,17.5919,15.5234,14.1576,42.6653,12.3941,14.9142,19.406,23.267,20.1795,,42.5635,,65.4138,48.6572,1.0655
2015/7/27,71.825,7.1578,24.9004,12.303,7.32,47.1168,22.3012,37.5632,15.5327,,,40.2548,15.8336,13.9701,12.7379,38.4026,11.1547,13.4274,17.4644,20.9383,18.1634,,38.3061,,58.9914,48.6572,0.9594
2015/7/28,70.5668,6.541,22.6439,11.4101,8.05,42.692,22.3012,37.5632,14.8123,,,42.3478,16.643,12.7449,11.5548,38.0865,10.6494,12.8271,16.2289,20.0284,18.3034,,37.6096,,53.8747,48.6572,0.9925
2015/7/29,74.6145,7.0282,24.0196,12.1641,8.6,46.543,22.3012,37.5632,16.2168,,,42.5198,17.9733,14.0087,12.6196,40.3184,11.2024,13.6767,17.4252,20.9873,19.2741,,39.2696,,57.26,48.6572,1.0237
2015/7/30,68.5673,6.82,21.8027,11.9062,8.68,46.9709,22.3012,37.5632,15.8656,,,41.3443,17.1547,13.9701,12.4323,38.8145,10.678,13.2704,16.6505,19.7544,18.5927,,37.3635,,54.9097,48.6572,1.0042
2015/7/31,66.6849,6.5607,19.7442,11.2315,8.35,47.6905,22.3012,37.5632,16.1726,,,40.8377,17.0058,13.893,12.383,37.6362,10.1918,12.5501,15.8268,20.3219,19.0781,,36.7351,,53.275,48.6572,0.9711
2015/8/3,66.1387,5.9675,17.8836,10.656,7.53,42.9254,22.3012,37.5632,17.6083,,,40.0923,15.6011,12.8896,11.1408,35.1265,9.1812,11.368,14.2677,20.9579,19.8341,,33.2265,,48.2841,48.6572,0.8865
2015/8/4,71.2983,6.5646,19.6749,11.7177,8.05,44.7828,22.3012,37.5632,17.8424,,,41.2774,16.8756,14.1824,12.2055,38.3834,10.0964,12.5039,15.6994,21.9755,20.4595,,36.5518,,53.1009,48.6572,0.9565
2015/8/5,71.1032,6.7414,20.2786,11.9756,7.87,40.3094,22.3012,37.5632,17.8658,,,40.6179,16.7174,14.6165,12.1957,38.8049,10.1632,12.7163,15.7778,21.134,19.8621,,38.0285,,51.9112,48.6572,0.938
2015/8/6,69.4939,7.4171,20.5656,12.3626,7.79,36.2833,22.3012,37.5632,16.6043,,,39.9489,16.3081,14.2692,12.2746,37.3776,10.0011,12.5039,15.7778,20.5861,19.7688,,37.7248,,50.9247,48.6572,0.9273
2015/8/7,70.4985,7.5389,21.9116,12.9579,8.2,38.2477,22.3012,37.5632,17.3144,,,40.1401,16.8197,14.9832,13.1619,38.6325,10.3634,13.058,17.0428,21.271,20.0581,,38.7721,,56.022,48.6572,0.9682
2015/8/10,77.5503,7.8021,23.881,13.7516,8.99,41.7195,22.3012,37.5632,17.8189,,,42.2522,18.5036,15.7454,14.1478,42.4928,11.2405,14.1662,18.749,22.2201,20.8702,,40.8354,,58.3917,48.6572,1.0266
2015/8/11,77.1017,7.6253,23.6732,13.583,8.89,42.2641,22.3012,37.5632,18.3365,,,43.3895,18.6617,15.5234,14.2957,43.8052,11.2787,14.6002,18.8863,24.3922,20.5902,,41.6994,,60.8194,48.6572,1.0324
2015/8/12,78.8085,7.3307,22.5252,13.2555,8.7,39.7648,22.3012,37.5632,17.5042,,,43.7814,19.406,15.0025,15.045,44.332,10.9831,14.0461,19.4452,23.0811,20.2355,,40.275,,56.2831,48.6572,1.047
2015/8/13,79.6961,7.6057,24.0493,13.8508,9,39.7745,22.3012,37.5632,17.5797,,,44.1828,19.6665,15.5234,16.5534,44.447,11.5456,14.5448,20.72,23.766,20.8328,,41.0291,,57.1633,48.6572,1.1521
2015/8/14,82.6612,7.9789,25.5536,14.0294,9.07,41.1068,22.3012,37.5632,18.0764,,,44.1636,20.5409,15.6489,18.2097,46.4586,12.3941,14.4524,21.1613,23.3355,20.8328,,40.762,,56.4766,48.6572,1.1979
2015/8/17,81.2176,7.8218,26.7511,15.4284,9.42,43.256,22.3012,33.8088,17.2181,,,43.5807,20.2711,15.8901,20.0337,45.7401,12.2416,14.6187,23.2794,23.3257,21.7195,,40.3169,,55.8189,43.7905,1.1998
2015/8/18,73.093,7.04,24.079,13.8905,8.48,40.8443,22.3012,30.4289,15.4963,,,39.7578,18.2431,14.2982,18.0323,41.1709,11.0212,13.1596,20.9554,21.134,19.6381,,36.9445,,51.1665,39.4109,1.0801
2015/8/19,74.1658,7.1303,23.6237,14.4065,8.45,41.8167,22.3012,29.2814,15.6134,,,40.5988,18.4385,14.9446,19.4224,40.3567,11.1642,13.9999,21.1515,21.3297,20.3382,,38.4317,,52.7044,35.4698,1.1151
2015/8/20,69.2891,6.6707,21.6641,13.4242,7.9,38.6075,22.3012,26.4056,14.8279,,,38.1331,16.9686,13.9798,17.4802,37.1285,10.4683,13.1319,19.0334,21.1634,19.8435,,37.3216,,50.6829,32.5615,1.0324
2015/8/21,67.2018,6.4821,19.5264,12.5908,7.35,38.6075,22.3012,25.7047,13.8499,,,36.3172,16.243,13.0439,15.7351,34.638,9.9153,12.1899,17.1703,19.9599,18.6208,,35.0174,,48.7968,31.8746,0.975
2015/8/24,60.5109,5.8339,17.5768,11.3307,6.62,38.6075,22.3012,23.1361,12.4662,,,32.6855,14.6149,11.7415,14.1576,31.1703,8.9238,10.9709,15.4542,17.9639,16.782,,31.5141,,48.7968,28.6886,0.8777
2015/8/25,56.2779,5.2525,15.8151,10.1996,5.96,38.6075,22.3012,20.822,11.262,,,31.0034,13.1544,10.5644,12.7379,28.0667,8.0276,9.872,13.9049,16.1636,15.1953,,28.3617,,48.7968,25.8193,0.7901
2015/8/26,58.014,4.7261,15.1223,9.8127,5.5,34.7468,22.3012,21.6334,11.7926,,,32.1121,12.9218,9.6479,11.476,28.7085,7.4365,9.2625,14.0225,15.0971,15.606,,29.2205,,48.7968,23.8317,0.7872
2015/8/27,59.994,4.8871,16.0329,10.6957,5.88,32.0627,22.3012,22.9489,12.3778,,,33.1729,14.1033,10.1785,11.9886,31.5823,7.8274,9.9736,15.4248,15.8994,16.6887,,30.98,,48.7968,26.2041,0.8495
2015/8/28,63.3394,5.3743,17.4382,11.549,6.3,34.7857,22.3012,24.0003,13.2647,,,34.0235,15.0522,11.2012,13.1915,34.4751,8.571,10.8416,16.8467,17.2105,17.6034,,32.4044,,48.7968,27.7387,0.902
2015/8/31,63.0663,5.5707,16.1318,10.9438,6,31.3042,22.3012,21.5998,12.7185,,,33.0295,14.1405,10.5548,13.0238,31.6685,8.2278,10.2506,15.2483,17.9639,17.4914,,29.9693,,48.7968,25.527,0.8826
2015/9/1,57.1557,5.0128,14.5186,9.8623,5.47,28.1728,22.3012,19.7706,11.6964,,,32.0929,12.9497,9.6479,11.7224,28.6415,7.4269,9.244,13.7284,17.9444,17.5007,,32.9647,,48.7968,22.9743,0.83
2015/9/2,57.8287,4.51,14.3504,9.4059,6.02,27.0156,22.3012,20.3899,11.34,,,31.4622,13.3125,9.6382,10.6182,29.4461,7.3793,9.0686,12.9341,18.7075,17.7807,,29.9903,,48.7968,23.0668,0.8028
2015/9/7,54.6198,4.6671,14.964,9.6539,6.41,28.0464,22.3012,21.0237,11.9174,,,31.1372,13.266,9.8601,10.8746,29.973,7.6272,9.3548,13.444,18.6977,17.174,,30.5192,,48.7968,24.3286,0.832
2015/9/8,55.5951,5.1346,16.3595,10.527,6.53,30.8471,22.3012,22.4688,13.1061,,,32.4848,13.9544,10.4873,11.9591,31.6685,8.1992,9.872,14.7874,18.5803,17.7901,,32.3625,,48.7968,25.8436,0.8855
2015/9/9,56.8631,5.4882,17.1413,10.9438,6.61,33.9299,22.3012,22.9489,14.0268,,,32.9818,14.4103,11.0854,12.9746,32.1474,8.6568,10.2691,15.7484,18.9326,18.0141,,33.1899,,48.7968,27.5974,0.905
2015/9/10,58.9601,5.3625,17.2205,10.7056,6.3,33.7354,22.3012,22.1663,13.5196,,,33.4501,14.0103,10.9214,12.3633,32.157,8.2755,10.0382,15.0326,18.2477,17.5847,,31.7341,,48.7968,26.3405,0.8816
2015/9/11,57.9262,5.5275,16.8147,10.9239,6.35,32.8699,22.3012,21.6766,13.4988,,,32.8957,13.9265,10.9889,13.5957,31.8121,8.2373,10.0105,16.3858,17.9444,17.5194,,32.8914,,48.7968,26.5257,0.9137
2015/9/14,52.1326,4.9736,15.1322,9.8325,5.74,29.5829,22.3012,20.4668,12.1489,,,30.9939,13.2474,9.8891,12.7872,28.6415,7.4174,9.0131,14.7482,17.4258,17.9021,,30.0269,,48.7968,24.7086,0.8232
2015/9/15,51.6937,4.4825,13.7368,9.0189,5.24,29.5051,22.3012,20.0923,11.2386,,,31.4717,12.0845,8.905,12.8562,26.8981,6.6928,8.2928,13.5617,15.8701,16.3153,,30.9643,,48.7968,23.0961,0.8329
2015/9/16,55.8682,4.9303,15.1125,9.9218,5.76,32.4517,22.3012,21.8975,12.3544,,,32.9531,13.2939,9.7926,14.1379,29.4078,7.3507,9.124,14.9149,17.2888,17.538,,33.9439,,48.7968,25.3954,0.9059
2015/9/17,54.8929,4.8321,14.6473,9.7631,5.52,34.2994,22.3012,21.0669,12.1437,,,32.8193,12.9218,9.5418,14.1675,28.1817,7.1028,8.7453,14.8168,16.5648,16.838,,33.436,,48.7968,25.108,0.8865
2015/9/18,54.2491,5.0207,15.0432,9.9218,5.59,35.7873,22.3012,21.3165,12.4298,,,35.1035,13.0241,10.082,14.0788,28.2487,7.1981,8.8562,15.2679,16.5648,17.0154,,34.0591,,48.7968,25.7316,0.8923
2015/9/21,55.7414,5.3625,15.6568,10.7156,5.77,38.3158,22.3012,22.4784,13.1269,,,35.5718,13.48,10.082,14.483,29.1013,7.5127,9.3271,15.8268,16.9464,17.2954,,35.1641,,48.7968,28.3038,0.9118
2015/9/22,56.4729,5.3664,15.8349,10.6263,5.93,37.7809,22.3012,22.3728,13.0566,,,35.7438,13.5265,10.082,14.6112,29.0534,7.6462,9.5672,15.6013,17.0246,17.3607,,35.6354,,48.7968,29.7068,0.9069
2015/9/23,56.1511,5.1936,15.4489,10.5072,5.97,36.5653,22.3012,22.3728,13.0644,,,35.3711,13.1358,10.082,16.0703,28.3828,7.4365,9.3456,15.6994,16.6626,16.7913,,34.5304,,48.7968,30.1939,0.9449
2015/9/24,56.1608,5.28,15.7953,10.7255,5.98,36.9349,22.3012,22.5552,13.8369,,,34.5587,13.2753,10.082,15.5379,28.6415,7.6081,9.6319,15.7288,16.8192,16.8287,,35.1065,,48.7968,30.8078,0.9264
2015/9/25,57.4483,4.9382,15.0432,10.1202,5.84,35.1066,22.3012,21.5806,14.7472,,,34.8836,13.3032,10.082,13.99,28.8618,7.5509,9.2348,14.8364,16.0462,16.4833,,33.6978,,48.7968,29.166,0.867
2015/9/28,56.2974,5.1975,16.5475,10.3981,5.89,36.8474,22.3012,23.285,15.3325,,,35.1704,13.3963,10.082,14.3252,28.7181,7.6367,9.5026,15.1012,16.2517,16.4927,,34.8656,,48.7968,31.2218,0.8943
2015/9/29,54.7271,5.0286,16.8543,11.4398,5.65,36.225,22.3012,22.6608,14.2791,,,34.2337,12.959,10.082,13.9999,27.9039,7.3888,9.1886,14.4932,15.694,16.2407,,34.787,,48.7968,30.3937,0.8758
2015/9/30,55.0294,5.115,16.4683,11.0827,5.65,35.6706,22.3012,22.2287,13.8343,,,35.2564,12.9218,10.082,13.714,28.0955,7.3316,9.244,14.5226,15.6255,16.278,,35.4678,,48.7968,29.5509,0.8709
2015/10/8,56.9314,5.6257,17.171,11.5291,5.82,38.0824,22.3012,23.357,14.3259,,,35.9445,13.5265,11.0951,14.3844,29.312,7.7416,9.6688,15.3267,16.3299,17.398,,37.2797,,48.7968,30.7834,0.8894
2015/10/9,57.5556,5.6807,17.458,11.9062,6,40.1149,20.0707,23.717,14.3311,,,36.9862,13.5637,11.3749,15.1041,29.3695,7.8369,9.8627,15.4052,16.5843,17.3887,,36.9498,,48.7968,31.2365,0.905
2015/10/12,60.862,5.9675,18.4378,12.3725,6.29,40.747,18.0628,24.322,14.9761,,,37.961,14.1405,11.7994,15.6168,30.883,8.3327,10.4815,16.2289,17.4258,17.7994,,38.0442,,48.7968,32.1036,0.9458
2015/10/13,60.3548,5.9282,18.6951,12.2237,6.32,40.1732,16.256,23.9955,15.0776,,,38.0566,14.187,11.9634,15.8731,31.2949,8.3899,10.4168,17.0428,17.7878,17.706,,38.1175,,48.7968,32.961,0.9614
2015/10/14,59.399,6.105,18.517,11.8962,6.25,38.4519,14.7276,23.2369,14.9007,,,36.9098,13.8056,11.9055,14.9957,30.8159,8.3708,10.6939,16.3466,17.416,17.566,,37.6043,,48.7968,31.5775,0.9449
2015/10/15,61.8862,6.321,19.1504,12.7594,6.38,41.3305,15.1943,24.2356,15.6056,,,38.114,14.4103,12.2625,15.4393,32.042,8.5615,10.9155,17.7096,18.2183,17.9674,,38.4893,,48.7968,33.872,0.9809
2015/10/16,64.7244,6.2935,19.5264,12.6503,6.57,40.9123,14.8347,25.8391,15.4235,,,38.5249,14.6987,13.4877,16.9872,33.1724,8.6568,11.1279,19.4845,18.3846,18.1634,,39.0444,,48.7968,37.2577,1.0597
2015/10/19,63.7491,6.2385,20.5854,12.2534,6.44,40.7762,14.642,24.3892,15.1868,,,37.7508,14.4568,13.0054,17.6971,32.4061,8.5424,10.8786,18.7098,17.8367,17.8741,,38.0233,,48.7968,38.9871,1.0441
2015/10/20,64.5196,6.5607,21.971,12.5412,6.59,41.029,14.7833,24.5332,15.3455,,,38.0566,14.6522,13.6035,18.052,33.2682,8.695,11.1648,18.8079,18.4727,18.0701,,38.3794,,48.7968,37.6231,1.0461
2015/10/21,64.5196,5.9478,20.3875,11.5986,6.06,41.1166,14.1539,22.7328,14.2999,,,38.0566,16.122,12.3204,16.2478,33.3544,8.2183,10.5923,17.739,17.8367,17.4634,,38.9449,,48.7968,33.8963,0.9779
2015/10/22,64.5196,6.541,22.3569,12.2931,6.29,44.2966,14.475,23.9331,14.9553,,,38.0566,17.2942,13.2562,16.8787,35.2319,8.7808,11.3588,18.8471,19.6175,18.2007,,40.673,,48.7968,35.4114,1.0227
2015/10/23,64.5196,6.9025,24.5936,13.0968,6.49,44.0534,15.053,25.2006,15.6576,,,38.0566,16.8477,14.028,17.3717,34.8296,9.3433,12.4485,20.0238,20.5372,18.6114,,41.5423,,48.7968,36.829,1.0752
2015/10/26,64.5196,7.1775,23.4456,13.1762,6.55,42.5461,14.7233,25.215,15.5561,,,38.0566,16.5314,14.3657,16.8787,33.7663,9.3528,11.9221,19.6512,19.9012,18.3781,,40.9925,,48.7968,36.0447,1.0704
2015/10/27,64.5196,7.4643,22.7924,14.4958,6.84,42.3613,14.5178,24.7877,15.759,,,38.0566,16.2988,14.1342,16.9872,33.1341,9.2575,11.7651,19.2687,20.2828,18.0327,,40.8982,,48.7968,35.6744,1.084
2015/10/28,64.5196,7.0164,21.6444,13.6127,6.62,41.8167,14.4579,24.4516,15.72,,,38.0566,15.6197,13.6904,16.0604,31.9654,8.838,11.5527,18.4156,19.2261,17.8461,,39.9294,,48.7968,35.4845,1.0334
2015/10/29,64.5196,6.9771,21.8126,13.9203,6.8,41.4764,14.2824,24.8117,16.0477,,,38.0566,15.8522,13.9894,16.5928,32.4827,8.9905,11.5342,18.6117,19.2652,17.9487,,42.0084,,48.7968,35.6452,1.0461
2015/10/30,64.5196,7.0007,22.0699,14.7835,7.1,40.5331,14.0169,24.4948,16.2688,,,38.0566,15.7499,13.7772,16.7407,32.2528,9.0096,11.4696,18.5039,19.2848,18.0794,,42.9038,,48.7968,35.7378,1.0743
2015/11/2,64.5196,6.596,20.4864,13.831,6.98,39.7065,13.8114,24.5716,17.5536,,,38.0566,15.1638,13.2273,17.1745,31.5631,8.7998,11.1187,18.4843,18.8739,17.5754,,44.5062,,48.7968,37.3113,1.0577
2015/11/3,64.5196,6.6314,20.526,13.4242,7.1,39.9204,13.439,25.3542,17.8163,,,38.0566,15.4057,13.2369,17.3618,31.1512,8.8475,10.7493,18.2195,19.3826,17.3887,,45.6583,,48.7968,36.8875,1.0636
2015/11/4,64.5196,7.1578,22.4163,14.1386,7.38,42.2544,14.0597,26.4968,19.598,,,38.0566,16.0941,14.0184,18.0717,33.0383,9.41,11.6081,19.2687,20.048,18.1821,,47.6116,,48.7968,40.0004,1.1054
2015/11/5,64.5196,7.0243,22.4856,13.7814,7.63,41.0874,14.4279,26.4872,19.0596,,,38.0566,15.8708,13.864,19.8759,33.3448,9.3242,11.6728,19.0824,19.774,18.3874,,46.7894,,48.7968,38.8799,1.2163
2015/11/6,64.5196,7.15,22.7033,14.0592,7.8,42.3613,15.4126,26.9289,20.6123,,,38.0566,16.1871,15.2533,20.4675,33.5747,9.4672,12.1068,20.3768,19.9599,18.8354,,47.732,,48.7968,41.0955,1.2232
2015/11/9,64.5196,7.2875,23.0893,14.1882,7.79,42.7892,16.6114,28.5661,20.9973,,,38.0566,16.2802,16.44,19.9252,34.0441,9.5911,12.6701,21.2692,19.8914,18.9661,,48.5646,,48.7968,39.5368,1.2183
2015/11/10,64.5196,6.9928,23.7326,14.5553,7.83,42.5266,16.7826,28.374,20.8854,,,38.0566,15.936,16.0058,19.4421,33.613,10.0488,12.7071,21.1907,20.136,19.1714,,47.3759,,48.7968,38.978,1.2222
2015/11/11,64.5196,7.586,23.7326,14.6148,7.7,44.8801,16.6285,29.4783,22.472,,,38.0566,16.2616,16.8742,19.7379,33.6801,10.8878,12.6516,21.1907,20.1947,19.1154,,49.4968,,48.7968,41.2033,1.2232
2015/11/12,64.5196,7.4053,23.3664,14.9422,7.6,43.4311,16.1747,31.0866,23.3563,,,38.0566,16.0104,17.0671,19.521,32.7892,11.6028,12.7163,20.7789,19.9893,18.8821,,50.3242,,48.7968,44.4972,1.2076
