ÈÕÆÚ,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH
2014/1/2,8.5,16.15,8.5124,13.4167,5.7689,11.4922,12.856,,,,8.3231,9.1385,11.657,5.3241,14.6562,14.7889,18.9281,16.1658,17.1102,12.1487,3.6168,8.343,,,,,,,,,,,,,,,,,,,,4.5633,4.814,33.8199,,,,,,,,,,,
2014/1/3,8.5,16.15,8.5294,13.202,5.6602,11.4522,12.5413,,,,8.158,9.9728,11.657,5.3325,15.3494,14.6667,18.8199,16.0899,17.1683,12.2407,3.6443,8.2131,,,,,,,,,,,,,,,,,,,,4.6022,4.752,32.8738,,,,,,,,,,,
2014/1/6,8.5,16.15,8.2339,12.9699,5.4571,11.0225,12.0443,,,,7.8812,9.8288,11.657,5.0894,16.4635,14.4148,18.6527,15.6405,16.6762,11.8943,3.4821,8.0299,,,,,,,,,,,,,,,,,,,,4.6499,4.6376,33.1103,,,,,,,,,,,
2014/1/7,8.5,16.15,8.3873,13.5676,5.3767,11.6721,12.2886,,,,8.0074,10.4943,11.657,5.1549,17.1617,14.6592,19.0659,16.3175,16.9033,12.1649,3.5445,8.4209,,,,,,,,,,,,,,,,,,,,4.8707,4.6614,33.544,,,,,,,,,,,
2014/1/8,8.5,16.15,8.3646,13.6024,5.424,11.8619,12.8892,,,,7.988,10.0175,11.657,5.231,17.2805,14.8188,19.7939,17.3213,17.3121,12.5816,3.6193,8.8447,,,,,,,,,,,,,,,,,,,,4.8447,4.5804,33.4503,,,,,,,,,,,
2014/1/9,8.5,16.15,8.5976,13.7823,5.4571,11.772,12.6572,,,,7.7452,10.0324,11.657,5.0323,19.0086,14.4921,18.8888,16.3992,16.3027,12.2623,3.5196,8.3361,,,,,,,,,,,,,,,,,,,,4.6499,4.4803,34.8203,,,,,,,,,,,
2014/1/10,8.5,16.15,8.393,13.968,5.6082,11.4822,12.6738,,,,7.5995,9.6848,11.657,4.8462,18.048,14.2901,17.0196,16.1833,16.2522,12.4193,3.5046,8.2364,,,,,,,,,,,,,,,,,,,,4.888,4.5232,34.3029,,,,,,,,,,,
2014/1/13,8.5,16.15,8.1316,14.5367,5.5705,11.5122,12.5081,,,,7.5364,9.1881,11.657,4.8716,19.2116,14.4472,16.5277,16.2533,16.656,12.6519,3.32,8.708,,,,,,,,,,,,,,,,,,,,4.7754,4.6233,32.8393,,,,,,,,,,,
2014/1/14,8.5,16.15,8.2396,15.3085,5.6177,12.2617,12.5454,,,,7.92,9.5805,11.657,5.138,18.6768,14.5245,17.0786,17.333,17.2844,13.0957,3.4472,9.0976,,,,,,,,,,,,,,,,,,,,4.9746,4.69,32.8491,,,,,,,,,,,
2014/1/15,8.5,16.15,8.4669,15.2098,5.561,12.3716,12.7028,,,,7.9637,9.7344,11.657,5.3241,18.964,15.35,17.6295,17.368,17.0598,13.1011,3.5869,9.1714,,,,,,,,,,,,,,,,,,,,5.0006,4.7043,34.3324,,,,,,,,,,,
2014/1/16,8.5,16.15,8.2623,15.3549,5.4523,12.0918,12.8063,,,,7.8617,9.4365,11.657,5.4657,18.8254,15.2228,17.3049,17.0295,17.0598,12.6898,3.6019,8.9704,,,,,,,,,,,,,,,,,,,,5.0179,4.7997,34.3078,,,,,,,,,,,
2014/1/17,8.5,16.15,8.035,15.3491,5.235,12.8313,12.5081,,,,7.852,9.511,11.657,5.3685,18.2609,15.2128,17.541,16.5976,17.0093,13.0308,3.6568,8.9786,,,,,,,,,,,,,,,,,,,,4.9789,4.7901,33.7756,,,,,,,,,,,
2014/1/20,8.5,16.15,8.5521,14.4612,4.9562,13.311,12.591,,,,7.415,9.213,11.6962,5.0513,17.6667,14.7839,17.7082,16.4692,16.0983,12.6519,3.7515,8.7476,,,,,,,,,,,,,,,,,,,,4.8837,4.8187,33.0315,,,,,,,,,,,
2014/1/21,8.5,16.15,8.4783,14.5889,5.0413,14.0504,13.1501,,,,7.5024,9.4365,12.8668,5.1655,18.2708,14.9036,17.8558,16.9069,15.9797,12.7602,3.764,8.8871,11.0999,,,,,,,,,,,,,,,,,,,5.0395,4.8998,33.3025,,,,,,,,,,,
2014/1/22,9.35,16.15,8.6487,15.0183,5.2728,13.9205,13.8956,,,,7.7306,9.8139,13.7386,5.1655,18.865,15.1081,18.0034,16.9186,15.9771,12.6357,3.7515,9.3655,10.3049,,,,,,,,,,,,,,,,,,,5.1478,4.9379,34.2585,,,,,,,,,,,
2014/1/23,9.03,16.15,8.8988,15.0532,5.3295,14.1004,13.8998,,,,7.7452,10.2361,14.1452,5.2649,18.6768,15.35,18.8002,16.5743,15.9872,13.074,3.8663,10.019,10.9317,,,,,,,,,,,,,,,,,,,5.1607,4.9236,36.343,,,,,,,,,,,
2014/1/24,8.83,16.15,9.4159,16.1906,5.4618,13.8806,14.3678,,,,8.0123,10.1467,14.2088,5.4319,18.9095,15.2128,19.2134,18.1208,16.3531,13.534,3.9386,10.0887,11.7917,,,,,,,,,,,,,,,,,,,5.3989,4.9236,38.462,,,,,,,,,,,
2014/1/27,8.74,17.7631,9.3136,16.5968,5.4523,14.1004,14.9518,,,,8.0123,10.9761,14.9778,5.7427,18.2213,14.9585,19.2134,17.5139,16.4036,13.2256,4.0933,10.116,11.2203,,,,,,,,,,,,,,,,,,,5.4162,4.8759,38.5014,,,,,,,,,,,
2014/1/28,8.45,19.5394,9.3534,16.3414,5.4334,13.8106,14.5914,,,,8.1531,10.8718,16.4766,5.7829,17.6023,14.6642,18.6625,17.7356,16.1361,13.0145,4.1132,9.8262,11.1381,,,,,,,,,,,,,,,,,,,5.3772,4.8807,36.9688,,,,,,,,,,,
2014/1/29,8.51,21.1044,9.342,16.6142,5.3909,14.2703,14.9062,,,,8.158,11.289,16.937,6.1741,18.7412,14.941,19.9709,18.1792,16.3279,13.4853,4.4824,9.7332,11.0445,,,,,,,,,,,,,,,,,,,5.5417,5.0666,40.6647,,,,,,,,,,,
2014/1/30,8.18,21.9398,9.234,16.2428,5.3389,14.1504,14.753,,,,8.2065,11.4827,17.0741,6.007,18.0183,15.6967,19.784,17.8699,16.0907,13.1931,4.3053,9.6212,10.496,,,,,,,,,,,,,,,,,,,5.5244,5.0618,41.2314,,,,,,,,,,,
2014/2/7,8.32,21.3157,9.4897,17.1829,5.4476,15.5694,15.2334,,,,8.2794,12.173,16.8929,6.0853,19.3007,15.6967,21.1416,19.3347,16.4541,13.6909,4.5048,9.8782,10.8189,,,,,,,,,,,,,,,,,,,5.598,5.0618,44.607,,,,,,,,,,,
2014/2/10,8.52,22.4679,9.6886,17.09,5.5705,17.1284,16.0618,,,,8.4882,12.3717,18.5827,6.3073,20.2167,15.6967,23.0305,20.2977,16.4541,14.1239,4.4649,10.1953,11.3483,,,,,,,,,,,,,,,,,,,5.8015,5.0618,43.8038,,,,,,,,,,,
2014/2/11,8.52,22.007,9.3704,17.7864,5.6508,17.688,15.9209,,,,8.2696,11.7707,18.6023,6.1952,19.5582,15.6967,22.8141,21.1672,16.4541,14.1076,4.3477,9.9082,11.5127,,,,,,,,,,,,,,,,,,,5.8015,5.0618,43.0744,,,,,,,,,,,
2014/2/12,8.53,23.044,9.4102,17.7864,5.6555,17.7379,15.6145,,,,8.5416,12.0687,17.75,6.7006,20.0087,15.6967,22.2828,21.0155,16.4541,14.2862,4.5148,9.7196,12.4377,,,,,,,,,,,,,,,,,,,5.8015,5.0618,43.1927,,,,,,,,,,,
2014/2/13,8.79,22.8711,9.0522,17.7864,5.6413,16.5887,14.6411,,,,8.1434,11.5025,17.4366,6.6667,19.5582,15.6967,21.5057,19.5506,16.4541,13.4745,4.2379,9.6512,11.6675,,,,,,,,,,,,,,,,,,,5.8015,5.0618,42.0248,,,,,,,,,,,
2014/2/14,8.72,22.5351,9.4159,17.7864,5.646,17.1683,14.8482,,,,8.3085,11.8105,17.8431,6.9183,21.4546,15.6967,22.9223,20.9688,16.4541,13.6098,4.2978,10.2363,12.4243,,,,,,,,,,,,,,,,,,,5.8015,5.0618,43.2716,,,,,,,,,,,
2014/2/17,8.89,22.007,9.4784,17.7864,6.213,17.5681,15.689,,,,8.4105,12.2674,18.1223,7.1404,22.7865,15.6967,23.5618,21.3481,16.4541,13.9886,4.5896,11.211,12.6479,,,,,,,,,,,,,,,,,,,5.8015,5.0618,45.9228,,,,,,,,,,,
2014/2/18,9.05,23.044,9.342,17.7864,6.676,19.3269,16.0286,,,,8.2891,12.6548,17.9508,7.1361,22.9004,15.6967,24.7423,21.1672,16.4541,14.2267,4.7268,11.5104,12.3956,,,,,,,,,,,,,,,,,,,5.8015,5.0618,45.9228,,,,,,,,,,,
2014/2/19,9.03,22.7271,9.8307,17.7864,6.8367,19.8365,16.157,,,,8.3231,12.3071,16.937,6.7217,22.2815,15.6967,26.1688,22.206,16.4541,13.9074,4.7318,11.628,12.044,,,,,,,,,,,,,,,,,,,5.8015,5.0618,45.9228,,,,,,,,,,,
2014/2/20,8.93,22.0358,9.4784,17.7864,6.7138,21.0757,15.6559,,,,8.6921,11.9197,16.8635,6.5356,23.0935,15.6967,24.7522,22.7429,16.4541,13.4637,4.8241,10.9718,12.6288,,,,,,,,,,,,,,,,,,,5.8015,5.0618,45.9228,,,,,,,,,,,
2014/2/21,9.2,22.3527,9.4897,17.7864,6.8981,23.1842,15.6227,,,,8.7018,11.6714,16.8978,6.745,22.9846,15.6967,24.5948,22.3519,16.4541,13.4691,5.0336,11.2096,13.313,,,,,,,,,,,,,,,,,,,5.8015,4.9522,45.9228,,,,,,,,,,,
2014/2/24,9.15,23.092,9.8023,17.7864,7.5879,25.5027,16.7369,,,,9.1777,12.5058,17.3386,7.041,23.4203,15.6967,27.0542,22.0018,16.4541,14.6271,5.5375,12.2896,13.2977,,,,,,,,,,,,,,,,,,,5.8015,4.9427,45.9228,,,,,,,,,,,
2014/2/25,8.51,21.8918,9.3193,17.7864,8.1076,24.5633,16.5629,,,,8.7649,11.2542,16.1141,6.3369,22.0586,15.6967,25.5294,21.4707,16.4541,13.7992,5.3604,11.0606,12.4396,,,,,,,,,,,,,,,,,,,5.8015,5.1762,45.9228,,,,,,,,,,,
2014/2/26,8.65,22.5447,8.9783,17.7864,8.0793,25.9823,18.2155,,,,8.6921,11.2741,15.4186,6.5335,21.3902,15.6967,26.5623,21.3014,16.4541,13.1011,5.535,11.36,13.1104,,,,,,,,,,,,,,,,,,,5.8015,5.3287,45.9228,,,,,,,,,,,
2014/2/27,8.71,21.6229,8.4555,17.7864,7.3044,23.3841,16.7741,,,,8.5707,10.693,13.8758,6.4722,19.6572,15.6967,23.9061,19.5448,18.097,11.8998,4.9813,10.224,12.8964,,,,,,,,,,,,,,,,,,,5.8015,5.0666,45.9228,,,,,,,,,,,
2014/2/28,8.78,21.0564,8.609,17.7864,7.243,22.015,16.5671,,,,8.6484,10.6682,15.2619,6.4045,19.1026,15.0757,22.8633,19.8133,17.6553,11.9485,4.7593,9.952,13.0091,,,,,,,,,,,,,,,,,,,5.8015,5.0809,45.9228,,,,,,,,,,,
2014/3/3,8.98,21.5269,8.8988,17.7864,7.7722,21.5853,17.4575,,,,8.7892,11.3237,16.3051,6.2925,20.0583,15.986,24.5948,20.1984,17.9052,12.2353,4.8141,9.7715,13.6092,,,,,,,,,,,,,,,,,,,5.8015,5.1524,45.9228,,,,,,,,,,,
2014/3/4,9.06,21.3253,8.8192,17.7864,8.3533,22.1549,18.7581,,,,9.1146,11.8204,16.31,6.4659,20.6079,16.7316,24.1029,19.9183,19.697,12.2623,4.9937,9.911,13.6073,,,,,,,,,,,,,,,,,,,5.8015,5.0332,45.9228,,,,,,,,,,,
2014/3/5,8.9,21.6613,8.8078,17.7864,8.221,21.7652,18.1244,,,,8.9932,11.8403,16.1043,6.2375,20.5485,18.4051,24.1225,19.7899,19.1342,12.1757,4.8441,9.5692,12.9766,,,,,,,,,,,,,,,,,,,5.8015,5.0189,45.9228,,,,,,,,,,,
2014/3/6,9.3,21.6901,8.7056,17.7864,8.2541,21.5753,17.967,,,,9.2117,11.5423,15.5998,6.043,20.1127,18.3252,23.4634,19.0721,20.0881,12.1216,4.7169,9.6922,13.248,,,,,,,,,,,,,,,,,,,5.8015,4.9808,45.9228,,,,,,,,,,,
2014/3/7,9.35,21.6517,8.6487,17.7864,8.3864,22.6446,18.0167,,,,9.7167,12.1929,15.6292,6.1381,20.5534,18.3302,23.5716,19.3697,19.7626,12.1757,4.7418,9.9383,12.6345,,,,,,,,,,,,,,,,,,,5.8015,4.9665,45.9228,,,,,,,,,,,
2014/3/10,9.84,20.7396,8.1828,17.7864,7.8903,20.3761,17.1055,,,,9.3768,11.5721,14.8652,6.0324,20.0533,18.2055,21.2105,19.7549,18.9777,11.3803,4.6545,9.5829,12.1969,,,,,,,,,,,,,,,,,,,5.8015,4.814,45.9228,,,,,,,,,,,
2014/3/11,9.36,21.1813,8.2339,17.7864,7.6777,19.9664,18.0457,,,,9.202,11.0754,15.3696,6.0895,20.2415,17.6843,20.9154,19.7549,18.5739,11.4668,4.7543,9.6102,12.2848,,,,,,,,,,,,,,,,,,,5.8015,4.9379,45.9228,,,,,,,,,,,
2014/3/12,8.85,21.4405,8.1544,17.7864,7.3044,19.167,16.9812,,,,9.032,11.0754,15.8251,6.2481,20.2514,18.2804,20.9547,19.7549,20.2168,11.5588,4.6321,9.6253,11.7535,,,,,,,,,,,,,,,,,,,5.8015,4.9617,45.9228,,,,,,,,,,,
2014/3/13,8.95,23.0536,8.2169,17.7864,7.5596,19.5967,17.2629,,,,9.571,11.3237,16.359,6.7238,21.1228,19.0285,21.7516,19.7549,20.8149,11.6292,4.7343,9.6253,11.7497,,,,,,,,,,,,,,,,,,,5.8015,4.9093,45.9228,,,,,,,,,,,
2014/3/14,8.96,22.996,8.3419,17.7864,7.706,19.6766,16.3186,,,,9.5176,11.6664,16.4619,6.8169,22.331,19.8141,22.5288,19.7549,20.1865,11.6454,5.0262,9.6253,11.8338,,,,,,,,,,,,,,,,,,,5.8015,4.8902,45.9228,,,,,,,,,,,
2014/3/17,9.28,23.6681,8.5521,17.7864,7.9706,21.1856,16.9025,,,,9.9449,12.8336,16.3247,6.9035,23.7669,19.8141,24.398,19.7549,20.9083,12.1162,5.1833,9.6253,12.0402,,,,,,,,,,,,,,,,,,,5.8015,4.9236,45.9228,,,,,,,,,,,
2014/3/18,9.17,24.1194,8.609,17.7864,7.7958,21.0757,17.499,,,,9.809,14.1149,16.9468,6.8613,23.1727,19.5373,25.0375,19.7549,20.7064,12.1812,5.0761,9.6253,11.9867,,,,,,,,,,,,,,,,,,,5.8015,5.0523,45.9228,,,,,,,,,,,
2014/3/19,9.4,23.7161,8.5578,17.7864,7.3989,21.5454,18.0747,,,,10.4791,14.1795,17.9606,6.7302,23.0885,19.3827,26.0212,19.7549,20.2774,12.2894,5.1509,9.6253,11.7497,,,,,,,,,,,,,,,,,,,5.8015,5.1047,45.9228,,,,,,,,,,,
2014/3/20,9.29,22.5639,8.3305,17.7864,7.4934,19.8365,18.7456,,,,10.4791,14.254,18.6121,6.6075,23.5045,19.4151,25.913,19.7549,18.2509,12.3489,4.864,9.6253,11.591,,,,,,,,,,,,,,,,,,,5.8015,5.0189,45.9228,,,,,,,,,,,
2014/3/21,9.62,22.7559,8.4158,17.7864,7.432,20.1863,17.6688,,,,10.4791,14.0901,18.1712,6.3897,22.7172,18.4799,26.0999,19.7549,17.5367,12.0892,4.8092,9.6376,11.5872,,,,,,,,,,,,,,,,,,,5.8015,5.0856,45.9228,,,,,,,,,,,
2014/3/24,9.56,23.4088,8.518,17.7864,7.706,20.7159,16.9315,,,,10.4791,13.8964,17.1819,6.191,22.0091,17.9561,26.7493,19.7549,17.2112,11.7158,4.652,9.2274,11.0521,,,,,,,,,,,,,,,,,,,5.8015,5.1428,45.9228,,,,,,,,,,,
2014/3/25,9.57,22.7559,8.5976,17.7864,7.5265,20.7359,16.1032,,,,10.4791,13.4445,15.7664,6.229,21.3753,18.5547,25.8737,19.7549,17.1355,11.7969,4.6271,9.7059,10.9317,,,,,,,,,,,,,,,,,,,5.8015,5.0666,45.9228,,,,,,,,,,,
2014/3/26,9.42,23.4184,8.5124,17.7864,8.0935,22.8145,16.625,,,,10.4791,13.9064,15.6243,6.6815,21.9349,19.9987,27.5461,19.7549,17.5872,12.3273,4.7069,9.6335,11.0082,,,,,,,,,,,,,,,,,,,5.8015,5.1381,45.9228,,,,,,,,,,,
2014/3/27,9.13,22.6599,8.2623,17.7864,7.7911,23.3042,16.4014,,,,10.4791,13.2259,14.8407,6.3496,21.1921,19.1383,24.7915,19.7549,17.6604,11.7969,4.5023,9.4311,10.4176,,,,,,,,,,,,,,,,,,,5.8015,5.0904,45.9228,,,,,,,,,,,
2014/3/28,9.18,21.2293,7.6998,17.7864,7.0162,24.2235,15.5316,,,,10.4791,12.6498,13.4937,6.1677,20.5237,18.1507,23.67,19.7549,15.8938,11.0231,4.3003,8.5562,10.3278,,,,,,,,,,,,,,,,,,,5.8015,5.0285,45.9228,,,,,,,,,,,
2014/3/31,9.19,21.4021,7.4725,17.7864,6.7327,22.7845,15.105,,,,10.4791,12.4462,12.7346,6.0726,20.2959,19.1532,23.4732,19.7549,16.4036,11.1259,4.2629,8.7695,10.2628,,,,,,,,,,,,,,,,,,,5.8015,5.0761,45.9228,,,,,,,,,,,
2014/4/1,9.29,21.9782,7.7168,17.7864,7.1202,23.8438,15.5316,,,,10.4791,13.4494,13.2684,6.1656,21.1971,19.4525,25.0866,19.7549,16.4364,11.4614,4.3527,9.1263,10.6508,,,,,,,,,,,,,,,,,,,5.8015,5.1476,45.9228,,,,,,,,,,,
2014/4/2,9.19,21.3733,7.7111,17.7864,6.8461,22.8944,14.9104,,,,10.4791,13.3501,13.146,5.8696,20.7267,18.7043,23.9061,19.7549,16.02,11.1692,4.198,8.924,10.6259,,,,,,,,,,,,,,,,,,,5.8015,5.1142,45.9228,,,,,,,,,,,
2014/4/3,9.1,21.3157,7.8077,17.7864,6.8886,22.9044,15.1174,,,,10.4791,13.211,12.666,5.7068,21.0436,18.2829,24.2209,19.7549,16.0402,11.1151,4.1581,8.6492,10.5361,,,,,,,,,,,,,,,,,,,5.8015,5.1428,45.9228,,,,,,,,,,,
2014/4/4,9.12,21.3061,8.1657,17.7864,6.8178,23.3941,15.1589,,,,10.4791,13.2011,12.3427,5.73,20.6623,18.4599,24.457,19.7549,16.0251,11.2342,4.2529,8.8925,10.5457,,,,,,,,,,,,,,,,,,,5.8015,5.1714,45.9228,,,,,,,,,,,
2014/4/8,9.24,21.7381,8.2112,17.7864,6.6477,22.1449,14.9104,,,,10.4791,12.8783,12.9991,5.6243,20.7218,19.026,24.4177,19.7549,15.6541,11.2071,4.2729,8.7627,10.8189,,,,,,,,,,,,,,,,,,,5.8015,5.3287,45.9228,,,,,,,,,,,
2014/4/9,9.16,22.2758,8.5578,17.7864,6.9028,24.3634,15.2417,,,,10.4791,13.9064,12.955,6.0472,21.6873,19.9413,26.523,19.7549,15.9872,11.4831,4.3602,9.2192,11.0445,,,,,,,,,,,,,,,,,,,5.8015,5.343,45.9228,,,,,,,,,,,
2014/4/10,9.16,22.3431,8.7794,17.7864,6.8225,24.5333,15.7221,,,,10.4791,13.2607,14.0668,5.9838,21.9695,19.5523,26.1983,19.7549,16.1462,11.3424,4.4774,9.5678,10.8782,,,,,,,,,,,,,,,,,,,5.8015,5.2954,45.9228,,,,,,,,,,,
2014/4/11,9.42,21.7478,9.2284,17.7864,6.5343,23.8338,15.5606,,,,10.4791,12.7144,14.537,6.1191,22.0339,19.8715,25.5589,19.7549,15.9014,11.4127,4.4899,9.479,10.5877,,,,,,,,,,,,,,,,,,,5.8015,5.2334,45.9228,,,,,,,,,,,
2014/4/14,9.42,22.6599,9.9784,17.7864,6.5059,24.2035,15.7594,,,,10.4791,12.6399,14.106,6.1572,22.5686,20.263,26.6804,19.7549,15.6995,11.5697,4.6969,9.479,10.7215,,,,,,,,,,,,,,,,,,,5.8015,5.2954,45.9228,,,,,,,,,,,
2014/4/15,9.13,22.6599,9.9671,17.7864,6.5957,23.0243,15.4074,,,,10.4791,12.8534,14.0864,6.1318,22.7073,20.7319,26.5131,19.7549,15.1115,11.4181,4.5971,9.2124,10.6947,,,,,,,,,,,,,,,,,,,5.8015,5.2191,45.9228,,,,,,,,,,,
2014/4/16,9.14,22.3719,9.8875,17.7864,6.5815,21.2356,15.279,,,,10.4791,12.8286,13.6113,6.0747,22.2319,20.3678,25.9229,19.7549,15.1569,11.2991,4.5198,8.9472,10.4883,,,,,,,,,,,,,,,,,,,5.8015,5.181,45.9228,,,,,,,,,,,
2014/4/17,9.16,22.5639,9.6773,17.7864,6.6619,21.5354,14.9104,,,,10.4791,12.6697,13.6064,6.1487,22.638,20.1408,25.9721,19.7549,15.5784,11.2666,4.6046,9.1441,10.7597,,,,,,,,,,,,,,,,,,,5.8015,5.2239,45.9228,,,,,,,,,,,
2014/4/18,9.17,22.1126,10.0012,17.7864,6.7516,21.1656,14.6991,,,,10.4791,13.1365,13.6113,6.098,22.8261,20.9264,25.4703,19.7549,15.5607,11.6184,4.7817,9.5077,10.9241,,,,,,,,,,,,,,,,,,,5.8015,5.2191,45.9228,,,,,,,,,,,
2014/4/21,8.79,21.9686,9.575,17.7864,6.8981,20.566,14.4879,,,,10.4791,13.1465,13.6015,6.1149,22.2072,20.5997,24.7128,19.7549,15.22,11.2829,4.5697,9.4544,10.9317,,,,,,,,,,,,,,,,,,,5.8015,5.1476,41.33,,,,,,,,,,,
2014/4/22,8.62,21.4021,9.6375,17.7864,6.7705,20.0464,14.5997,,,,10.4791,12.7293,12.6611,5.9986,22.0735,19.9513,25.067,19.7549,15.0156,11.0393,4.445,9.0634,10.5973,,,,,,,,,,,,,,,,,,,5.8015,5.2,37.9347,,,,,,,,,,,
2014/4/23,8.61,20.9752,9.2056,17.7864,7.002,20.2362,14.1234,,,,10.4791,12.6051,11.8774,5.8844,21.5883,18.9437,24.6144,19.7549,14.6068,11.0069,4.5772,8.7216,10.6928,,,,,,,,,,,,,,,,,,,5.8015,5.2191,37.8115,,,,,,,,,,,
2014/4/24,8.57,21.1498,9.2624,16.0107,7.0729,21.6353,13.585,,,,10.4791,11.8502,12.9795,5.8019,20.6722,18.036,25.2047,19.7549,14.574,10.693,4.6146,8.5795,10.431,,,,,,,,,,,,,,,,,,,5.8015,5.2,36.2691,,,,,,,,,,,
2014/4/25,8.25,20.9558,9.3477,14.409,6.9264,20.9957,13.4773,,,,10.4791,10.8453,13.1215,5.5207,19.8503,17.8888,24.4177,19.7549,14.1954,9.9192,4.3652,8.045,10.1443,,,,,,,,,,,,,,,,,,,5.8015,5.1714,35.1406,,,,,,,,,,,
2014/4/28,8.12,19.9371,8.4158,13.3587,6.5059,20.0064,12.2596,,,,10.4791,10.2582,12.3476,5.0852,19.979,17.4324,23.7684,19.7549,13.3021,9.4971,4.3053,7.8126,9.5652,,,,,,,,,,,,,,,,,,,5.8015,5.038,32.243,,,,,,,,,,,
2014/4/29,8.25,20.6745,8.6772,13.7707,6.6335,19.3069,12.1934,,,,10.4791,10.9448,12.2497,5.1211,20.0335,17.1581,22.5583,19.7549,13.3727,9.6865,4.3652,7.9821,9.7583,,,,,,,,,,,,,,,,,,,5.8015,5.0904,33.1202,,,,,,,,,,,
2014/4/30,8.31,21.0237,8.6885,13.8693,6.6099,20.4861,12.7111,,,,10.4791,11.0443,12.4897,5.0386,20.3504,17.4848,22.5583,19.7549,12.969,9.8596,4.3776,8.1557,9.8443,,,,,,,,,,,,,,,,,,,5.8015,5.2525,33.1941,,,,,,,,,,,
2014/5/5,8.52,21.111,8.6658,13.701,6.6808,20.7359,12.6572,,,,10.4791,10.9448,13.5182,5.1972,20.3801,17.5072,22.1943,19.7549,13.186,9.9679,4.435,8.332,10.0755,,,,,,,,,,,,,,,,,,,5.8015,5.324,35.1406,,,,,,,,,,,
2014/5/6,8.54,21.2275,8.9783,14.0666,7.1013,20.8558,13.0673,,,,10.4791,11.2134,14.1452,5.322,20.6722,17.4823,22.7747,19.7549,14.2257,10.0545,4.5722,8.3908,10.2647,,,,,,,,,,,,,,,,,,,5.8015,5.3907,35.5742,,,,,,,,,,,
2014/5/7,8.39,21.0819,8.7681,14.4612,7.1202,20.8858,12.6324,,,,10.4791,10.5567,13.9003,5.1782,20.0335,16.809,21.7221,19.7549,13.8447,9.7189,4.4799,8.0108,10.2609,,,,,,,,,,,,,,,,,,,5.8015,5.3716,33.8396,,,,,,,,,,,
2014/5/8,8.26,20.4125,8.751,14.2175,7.1721,21.1756,12.7359,,,,10.4791,10.2483,13.6015,5.0704,20.1276,16.6793,21.0039,19.7549,14.1248,9.6648,4.4649,7.8632,10.1462,,,,,,,,,,,,,,,,,,,5.8015,5.3716,33.2631,,,,,,,,,,,
2014/5/9,8.24,19.3647,8.8476,13.7533,6.7894,21.6053,12.5785,,,,10.4791,9.8602,13.0186,4.916,19.7562,16.2354,19.0855,19.7549,13.9128,9.3618,4.43,7.7511,10.2341,,,,,,,,,,,,,,,,,,,5.8015,5.4241,30.9963,,,,,,,,,,,
2014/5/12,8.51,19.6849,9.092,13.4631,6.8886,21.8252,12.649,,,,10.4791,10.0692,13.0186,4.9794,19.9493,16.6917,19.8922,17.7823,14.2459,9.5674,4.455,7.8604,10.3813,,,,,,,,,,,,,,,,,,,5.8015,5.4288,30.2916,,,,,,,,,,,
2014/5/13,8.51,19.7916,9.7341,13.5908,6.8272,21.7852,12.7898,,,,10.4791,9.7806,13.8758,4.9689,19.8503,16.9087,19.7545,16.0023,13.9404,9.6432,4.4599,7.7688,10.5495,,,,,,,,,,,,,,,,,,,5.8015,5.3526,30.8041,,,,,,,,,,,
2014/5/14,8.62,20.1603,9.6148,14.0144,6.9595,21.3855,12.7939,,,,10.4791,9.9299,13.6603,5.0175,19.5582,16.8838,20.571,16.049,13.6921,9.6865,4.4375,8.0012,10.9374,,,,,,,,,,,,,,,,,,,5.8015,5.3144,31.7108,,,,,,,,,,,
2014/5/15,8.47,19.5491,9.467,13.7707,6.969,19.5667,12.7691,,,,10.4791,9.6612,13.7239,5.0111,18.9888,16.8813,19.5577,15.3721,13.0963,9.9516,4.2305,7.9698,11.054,,,,,,,,,,,,,,,,,,,5.8015,5.2048,31.696,,,,,,,,,,,
2014/5/16,8.45,19.1901,9.3704,13.9854,6.7894,19.3868,12.4087,,,,10.4791,9.6811,13.4595,4.8505,18.8547,16.5596,19.0855,14.5959,12.6189,9.6215,4.2404,7.777,11.0884,,,,,,,,,,,,,,,,,,,5.8015,5.3144,31.2377,,,,,,,,,,,
2014/5/19,8.43,18.6565,9.7852,13.7242,6.6241,19.3768,11.8662,,,,10.4791,9.6612,13.2733,4.7384,19.1675,16.2802,19.0167,14.6484,12.596,9.6486,4.2654,7.695,10.8094,,,,,,,,,,,,,,,,,,,5.8015,5.2858,31.1638,,,,,,,,,,,
