ÈÕÆÚ,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH
2014/1/2,2.7724,20.39,4.0029,2.2764,1.9648,8.3796,7.1277,6.23,4.5737,5.1573,7.2724,10.3808,,,7.43,16.1336,5.31,3.8089,,,,
2014/1/3,2.7472,19.89,4.0029,2.23,1.9731,8.2606,7.1049,6.43,4.5515,5.1573,7.3191,10.1705,,,7.21,16.1187,5.19,3.7191,,,,
2014/1/6,2.6111,20.03,4.0029,2.0906,1.9041,7.8342,7.0963,6.53,4.5221,5.1573,6.5858,10.2667,,,6.92,15.6516,5.01,3.5297,,,,
2014/1/7,2.5707,19.77,4.0029,2.0906,1.9068,7.8342,7.0735,6.55,4.6223,5.1573,6.4223,10.692,,,7,15.7112,4.93,3.5496,,,,
2014/1/8,2.5506,20.07,4.0029,2.1138,1.9206,7.973,7.5352,6.49,4.6474,5.1573,6.4924,11.1174,,,6.8,15.9149,4.94,3.5696,,,,
2014/1/9,2.5455,20.56,4.0029,2.0828,1.8792,8.4093,7.4383,6.47,4.6223,5.1573,6.0113,11.0945,,,6.62,15.7957,5.43,3.4998,,,,
2014/1/10,2.5455,20.45,4.0029,2.1061,1.7992,8.2308,7.4782,6.28,4.4528,5.1573,6.0253,10.7539,,,6.55,15.0951,5.58,3.4499,,,,
2014/1/13,2.5304,19.9,4.0029,2.017,1.7992,7.8837,7.6891,6,4.7624,5.1573,6.0159,10.7539,,,6.57,14.951,5.63,3.3502,,,,
2014/1/14,2.5606,19.89,3.86,2.0635,1.8378,8.0027,7.7233,6.05,5.2357,5.1573,6.3055,10.7539,,,6.65,15.4032,6.19,3.42,,,,
2014/1/15,2.5455,19.99,3.67,2.1448,1.8351,8.1317,7.7603,6.09,5.1369,5.1573,6.2635,10.7539,,,6.71,15.905,6.14,3.4998,,,,
2014/1/16,2.5002,20.48,3.61,2.1138,1.8489,8.2209,7.6121,6.03,5.1015,5.1573,6.8894,10.7539,,,6.85,16.3224,6,3.4798,,,,
2014/1/17,2.4901,20.5,3.49,2.0557,1.8102,8.0127,7.6748,6.1,5.0396,5.1573,6.7633,10.7539,,,6.6,16.3174,6.36,3.3901,,,,
2014/1/20,2.4699,20.23,3.32,2.0712,1.7992,8.0325,7.3727,6.09,5.1089,5.1573,6.1748,10.7539,,,6.53,16.2628,6.21,3.3801,,,,
2014/1/21,2.5052,20.05,3.29,2.1061,1.8323,8.0722,7.3442,5.83,5.1973,5.1573,6.2635,10.7539,,,6.58,17.0081,6.25,3.4499,,,,
2014/1/22,2.5657,21.12,3.29,2.168,1.8572,8.2011,7.6178,6.24,5.2991,5.1573,6.1934,10.7539,,,6.72,16.7944,6.29,3.5496,,,,
2014/1/23,2.5657,21.6,3.23,2.1564,1.8682,8.2011,7.2245,6.38,5.1973,5.1573,6.2495,10.7539,,,6.7,17.028,6.67,3.5297,,,,
2014/1/24,2.6161,21.99,3.35,2.2454,1.871,8.4292,7.5665,6.46,5.2121,5.1573,6.3896,10.7539,,,6.79,17.018,7.33,3.5696,,,,
2014/1/27,2.5707,22.7,3.27,2.2377,1.824,8.4093,7.8202,6.47,5.2696,5.1573,6.2355,10.7539,,,6.77,17.1025,7.96,3.5297,,,,
2014/1/28,2.5606,22.53,3.26,2.2261,1.7909,8.3201,7.7803,6.45,5.0145,5.1573,5.9739,10.7539,,,6.61,17.5149,7.16,3.5596,,,,
2014/1/29,2.5556,23.41,3.23,2.3345,1.8489,8.3201,7.9513,6.57,5.0617,5.1573,6.1187,10.7539,,,6.63,18.1857,7.01,3.5596,,,,
2014/1/30,2.5506,23.27,3.16,2.2958,1.871,8.2903,8.1679,6.55,4.8214,5.1573,6.0206,10.7539,,,6.62,18.0515,7.1,3.5097,,,,
2014/2/7,2.5556,23.14,3.22,2.3616,1.9206,8.4787,8.336,6.7,4.9246,5.1573,6.1748,10.7539,,,6.71,19.2639,7.56,3.5596,,,,
2014/2/10,2.6161,23.2,3.31,2.4351,1.9593,8.4986,8.5526,6.98,5.3065,5.1573,6.3289,10.7539,,,6.85,19.3086,7.5,3.6493,,,,
2014/2/11,2.6312,22.69,3.3,2.4158,1.9758,9.0043,8.564,6.89,5.3227,5.1573,6.5718,10.7539,,,7,18.5086,7.75,3.7291,,,,
2014/2/12,2.6211,22.28,3.47,2.4739,1.9703,9.0341,8.4928,6.96,5.5365,5.1573,6.5017,10.7539,,,6.97,19.5123,8.29,3.8687,,,,
2014/2/13,2.6564,24.08,3.64,2.4468,1.9096,8.6771,8.4301,6.79,5.4362,5.1573,6.6979,10.7539,,,6.88,19.6664,7.71,3.769,,,,
2014/2/14,2.6816,24.5,3.65,2.4545,1.9482,8.7465,9.0257,6.74,5.4377,5.1573,6.6745,10.7539,,,7.01,19.4825,7.78,3.8089,,,,
2014/2/17,2.6816,24.84,3.83,2.4429,1.9869,8.7465,9.7182,6.74,5.5114,5.1573,7.0996,10.7539,,,7.09,19.1695,8.16,3.8388,,,,
2014/2/18,2.6615,24.79,4.02,2.5435,1.9924,8.7465,9.4475,6.86,5.647,5.1573,7.1276,10.7539,,,7.1,20.7098,8.37,3.7989,,,,
2014/2/19,2.727,24.75,4.22,2.4893,2.0338,8.7465,9.8892,6.71,5.476,5.1573,6.7399,10.7539,,,7.27,20.9433,8.37,3.9086,,,,
2014/2/20,2.7421,24.05,4.43,2.4855,1.9896,8.7465,9.6213,6.89,5.2932,5.1573,6.3055,10.7539,,,7.33,20.8688,8.2,3.9684,,,,
2014/2/21,2.7623,24.13,4.21,2.3964,1.9482,8.1416,10.0317,7.23,5.2784,5.1573,6.3242,10.7539,,,7.03,20.6303,8.18,3.8288,,,,
2014/2/24,2.6665,23.92,4.42,2.5435,2.0007,8.0622,10.5903,7.08,5.6559,5.1573,6.1841,10.7539,,,6.92,22.6923,7.36,3.759,,,,
2014/2/25,2.5455,22.8,4.42,2.4739,1.9261,7.8738,10.1172,6.37,5.4554,5.1573,5.6656,10.7539,,,6.63,24.0588,7.61,3.6493,,,,
2014/2/26,2.5556,22.7,4.53,2.6752,1.893,7.8937,10.8297,6.51,6.0009,5.1573,5.5022,10.7539,,,6.72,24.0488,8.37,3.6693,,,,
2014/2/27,2.5304,24.09,4.3,2.6132,1.8406,7.6457,9.7866,6.55,5.8063,5.1573,5.2453,10.7539,,,6.67,22.3048,8.95,3.6094,,,,
2014/2/28,2.5556,24.4,4.09,2.6674,1.8489,7.7747,9.6626,6.45,5.936,5.1573,5.3994,10.7539,,,6.68,20.8787,9.09,3.6593,,,,
2014/3/3,2.5909,24.67,4.11,2.9268,1.8737,7.973,10.3228,6.77,6.0761,5.1573,5.5816,10.7539,,,6.85,22.0116,8.98,3.759,,,,
2014/3/4,2.6161,24.1,4.02,2.9075,1.8572,7.9829,9.8146,6.62,5.9729,5.1573,5.5629,10.7539,,,6.84,23.1445,9.15,3.7789,,,,
2014/3/5,2.6766,22.89,4.07,2.83,1.8461,8.0821,9.4985,6.53,5.8594,5.1573,5.4274,10.7539,,,6.88,23.383,8.97,3.8188,,,,
2014/3/6,2.8933,23.24,4.04,2.8533,1.8489,8.0226,9.5826,6.74,5.762,5.1573,5.348,10.7539,,,6.99,22.9507,8.91,3.8288,,,,
2014/3/7,2.9437,22.82,4.04,2.9926,1.8323,7.9631,9.3705,7.32,6.2044,5.1573,5.2966,10.7539,,,6.97,24.342,9.8,3.749,,,,
2014/3/10,2.8631,22.58,3.84,2.6945,1.7302,7.7449,8.9144,6.91,5.9419,5.1573,5.1145,10.7539,,,6.66,21.9073,9.16,3.6294,,,,
2014/3/11,2.8631,22.8,3.8,2.5552,1.744,7.6457,8.8624,6.48,5.6751,5.1573,5.1939,10.7539,,,6.74,21.5942,8.51,3.6493,,,,
2014/3/12,2.8782,22.2,3.83,2.4855,1.7468,7.7647,9.0424,6.28,5.5453,5.1573,5.1845,10.7539,,,6.77,21.3359,8.21,3.6194,,,,
2014/3/13,2.8228,22.1,4.02,2.6558,1.7551,7.8143,9.2025,6.31,5.591,5.1573,5.2826,10.7539,,,6.88,21.3508,8.55,3.6394,,,,
2014/3/14,2.8379,22.27,4.12,2.6287,1.744,7.9135,9.0464,6.21,5.5763,5.1573,5.1939,10.7539,,,6.8,22.0961,8.66,3.6194,,,,
2014/3/17,2.974,23.38,4.1,2.8029,1.7937,7.9829,9.6026,6.58,5.9832,5.1573,5.3807,10.7539,,,6.91,23.9594,9,3.6693,,,,
2014/3/18,3.0698,23.52,4.1,2.8687,1.7827,7.9829,9.9027,6.55,6.0009,5.1573,5.5115,10.7539,,,7,24.2277,9.04,3.6593,,,,
2014/3/19,3.2159,23.58,4,2.8649,1.7909,7.9928,9.8987,6.43,6.0451,5.1573,5.5816,10.7539,,,6.92,24.178,9.13,3.5895,,,,
2014/3/20,3.226,23.48,3.99,2.679,1.7495,7.9829,10.0027,6.4,5.8387,5.1573,5.1238,10.7539,,,6.84,23.2737,8.41,3.5496,,,,
2014/3/21,3.4629,23.55,3.97,2.772,1.7909,8.1416,10.0147,6.41,5.7208,5.1573,5.2079,10.7539,,,7,22.8066,8.36,3.6294,,,,
2014/3/24,3.4579,23.5,3.95,2.9152,1.7909,8.1217,9.8026,6.4,5.5365,5.1573,5.1939,10.7539,,,7.04,22.3644,8.52,3.6892,,,,
2014/3/25,3.5738,24.25,3.84,2.9229,1.8102,8.092,9.6986,6.36,5.4229,5.1573,5.1939,10.7539,,,7.14,22.0365,8.16,3.7291,,,,
2014/3/26,3.8561,23.38,3.9,2.9268,1.8075,8.2011,10.4628,6.38,5.6721,5.1573,5.2546,10.7539,,,7.07,23.1892,8.38,3.7291,,,,
2014/3/27,3.8309,22.4,3.86,2.9307,1.7716,8.0722,10.3228,6.33,5.4554,5.1573,4.9604,10.7539,,,6.99,23.2737,8.31,3.6693,,,,
2014/3/28,3.5285,21.23,3.77,2.7913,1.7275,7.7449,9.7466,6.28,5.1472,5.1573,4.7735,10.7539,,,6.87,21.7085,7.78,3.6294,,,,
2014/3/31,3.8611,20.8,3.74,2.7758,1.7109,7.7548,9.8586,6.23,5.2047,5.1573,4.7221,10.7539,,,6.81,20.357,7.56,3.5995,,,,
2014/4/1,3.5486,20.81,3.78,2.8068,1.7606,7.8342,10.4908,6.36,5.1752,5.1573,4.895,10.7539,,,6.93,21.1421,7.5,3.9584,,,,
2014/4/2,3.5486,20.62,3.8,2.6713,1.7551,7.7945,10.4028,6.36,4.8243,5.1573,4.9604,10.7539,,,6.94,20.3371,7.51,3.8986,,,,
2014/4/3,3.5486,20.37,3.86,2.6365,1.7413,7.8342,10.5388,6.36,4.9098,5.1573,4.9136,10.7539,,,7.05,19.3633,7.74,3.8089,,,,
2014/4/4,3.5486,20.93,3.86,2.7603,1.7385,7.8837,10.5188,6.36,5.1502,5.1573,4.9744,10.7539,,,7.03,20.2775,7.87,3.8388,,,,
2014/4/8,3.5486,21.23,3.86,2.8455,1.7523,8.0226,10.6028,6.36,5.2784,5.1573,4.979,10.7539,,,7.1,21.3259,7.83,3.8487,,,,
2014/4/9,3.5486,21.3,3.84,3.0584,1.7578,8.1217,10.5268,6.36,5.591,5.1573,5.0444,10.7539,,,7.1,21.793,8.25,3.8188,,,,
2014/4/10,3.5486,21.27,3.88,3.0197,1.7606,8.1217,10.4068,6.36,5.5954,5.1573,5.1612,10.7539,,,7.12,21.3806,8.19,3.8487,,,,
2014/4/11,3.5486,21.57,3.98,3.1281,1.7633,8.2308,10.0107,6.36,5.4686,5.1573,5.0398,10.7539,,,7.05,20.7694,7.98,3.7889,,,,
2014/4/14,3.5486,21.12,3.97,3.101,1.7827,8.2209,9.9107,6.36,5.445,5.1573,5.1238,10.7539,,,7.22,20.8688,7.94,3.8487,,,,
2014/4/15,3.5486,20.93,4.04,3.0468,1.7716,8.1416,9.8426,6.36,5.6603,5.1573,5.1425,10.7539,,,7.24,20.8688,8,3.8388,,,,
2014/4/16,3.5486,20.96,3.86,3.0507,1.7606,8.5382,9.5466,6.36,5.5011,5.1573,5.3434,10.7539,,,7.31,20.8936,7.9,3.8787,,,,
2014/4/17,3.5486,20.66,3.8,3.1475,1.7495,8.4887,9.7026,6.36,5.4627,5.1573,5.2313,10.7539,,,7.22,21.0427,7.86,3.8986,,,,
2014/4/18,3.5486,21.21,3.82,3.2249,1.7551,8.3994,9.3865,6.36,5.5881,5.1573,5.1378,10.7539,,,7.26,21.1023,7.69,3.9784,,,,
2014/4/21,3.5486,20.7,3.8,3.1243,1.7164,8.3201,9.2825,6.36,5.507,5.1573,5.0771,10.7539,,,7.23,21.1967,7.66,3.8188,,,,
2014/4/22,3.5486,20.84,3.7,3.0546,1.7357,8.4391,8.9224,6.36,5.2268,5.1573,4.9417,10.7539,,,7.13,20.5309,7.48,3.769,,,,
2014/4/23,3.5486,20.77,3.76,3.1436,1.7413,8.1713,8.9104,6.36,5.2637,5.1573,4.9277,10.7539,,,7.12,20.208,7.09,3.7291,,,,
2014/4/24,3.5486,20.2,3.7,3.0197,1.7413,7.9928,8.9344,6.36,5.1148,5.1573,4.8483,10.7539,,,7.02,19.3881,6.93,3.6194,,,,
2014/4/25,3.5486,19.38,3.62,2.8997,1.7192,7.9036,8.8024,6.36,5.0204,5.1573,4.7735,10.7539,,,6.8,19.254,6.95,3.4998,,,,
2014/4/28,3.5486,17.44,3.44,2.8184,1.6392,7.7647,8.0822,6.36,4.9836,5.1573,4.8296,10.7539,,,6.53,19.3633,6.66,3.42,,,,
2014/4/29,3.5486,17.47,3.61,2.9307,1.6612,8.1217,8.2862,6.36,4.9216,5.1573,4.9323,10.7539,,,6.7,19.4875,6.73,3.5197,,,,
2014/4/30,3.5486,17.9,3.79,3.0391,1.664,8.2308,8.1422,6.36,5.0941,5.1573,4.9884,10.7539,,,6.85,19.3782,6.7,3.5496,,,,
2014/5/5,3.5486,17.88,3.88,3.0584,1.6916,8.687,8.1422,6.36,5.1752,5.1573,5.0211,10.7539,,,6.89,19.4328,6.79,3.5297,,,,
2014/5/6,3.5486,17.77,3.84,3.0546,1.7026,8.5482,8.2782,6.36,5.2666,5.1573,5.0538,10.7539,,,6.94,19.9297,6.84,3.4998,,,,
2014/5/7,3.5486,16.97,3.84,2.9036,1.6861,8.7465,7.582,6.36,5.103,5.1573,4.9183,10.8195,,,6.72,19.3335,7.08,3.3801,,,,
2014/5/8,3.5486,17.1,3.76,2.9191,1.7247,8.7267,7.358,6.36,4.9393,5.1573,5.1472,10.9343,,,6.79,18.9459,6.93,3.42,,,,
2014/5/9,3.5486,17.19,3.82,2.7758,1.7081,8.5878,7.426,6.36,4.6813,5.1573,4.937,9.8425,,,6.99,18.2801,6.7,3.3901,,,,
2014/5/12,3.5486,17.45,3.82,2.8455,1.733,8.8556,7.57,6.36,4.7476,5.1573,5.0257,9.5081,,,7.4,18.4291,6.87,3.5097,,,,
2014/5/13,3.5486,18.01,4.01,2.8145,1.733,9.1233,7.586,6.36,4.7771,5.6731,4.9417,9.3933,,,7.18,18.3795,6.85,3.4699,,,,
2014/5/14,3.5486,17.9,4.05,2.7952,1.7523,8.9746,7.6421,6.36,4.8332,5.5152,4.8903,9.6851,,,7.2,18.3894,6.8,3.4998,,,,
2014/5/15,3.5486,17.89,4.03,2.6829,1.6888,8.5581,7.0259,6.36,4.6358,5.0994,4.8015,9.7933,,,7.12,18.2403,6.19,3.42,,,,
2014/5/16,3.5486,17.66,4.03,2.6907,1.6833,8.9647,6.9059,6.36,4.5736,4.8574,4.7969,9.1179,,,7.09,17.9969,6.2,3.4499,,,,
2014/5/19,3.5486,16.78,3.99,2.6326,1.6585,8.7167,7.0019,6.36,4.6358,4.7942,4.8015,9.2786,,,7.1,18.5832,6.14,3.4001,,,,
2014/5/20,3.5486,16.88,3.8,2.6481,1.6723,9.1035,7.478,6.36,4.7844,4.7995,4.8249,9.3605,,,7.01,18.6229,6.07,3.42,,,,
2014/5/21,3.5486,17.03,3.72,2.7139,1.6861,9.163,7.422,6.36,4.8132,4.7942,4.8672,9.3572,,,7.1,18.6825,6.2,3.43,,,,
2014/5/22,3.5486,16.92,3.69,2.7758,1.6861,9.1233,7.6741,6.36,4.8842,4.6626,4.7826,9.6425,,,7.02,19.1496,6.21,3.43,,,,
2014/5/23,3.5486,17.12,3.69,2.7913,1.6999,9.2126,7.7221,6.36,4.9485,4.7153,4.7474,9.8687,,,6.96,19.0353,6.22,3.46,,,,
2014/5/26,3.5486,18.59,3.71,2.8533,1.7137,9.0242,7.7221,6.36,5.1637,4.7521,4.9376,10.5015,,,7.12,19.9297,6.43,3.49,,,,
2014/5/27,3.5486,18.4,3.68,2.8029,1.7054,9.3018,7.6701,6.36,5.1637,4.689,4.846,10.4097,,,7.23,20.0092,6.37,3.48,,,,
2014/5/28,3.5486,19.24,3.69,2.8339,1.7164,9.2324,7.63,6.36,5.4919,4.7416,4.9235,10.7507,,,7.38,20.3173,6.5,3.5,,,,
2014/5/29,3.5486,19.16,3.58,2.8649,1.6943,8.9845,8.3702,6.36,5.4875,4.61,4.8531,10.7441,,,7.51,20.521,6.54,3.47,,,,
2014/5/30,3.5486,19.43,3.62,2.8145,1.7247,9.0043,8.4143,6.36,5.3766,4.5363,4.7826,10.4523,,,7.93,20.1831,6.73,3.45,,,,
2014/6/3,3.5486,19.25,3.61,2.7642,1.6999,8.9845,8.5303,6.36,5.3588,4.5521,4.7474,10.2622,,,7.67,19.9148,6.67,3.48,,,,
2014/6/4,3.5486,19.11,3.53,2.71,1.6778,9.0341,8.2382,6.36,5.3012,4.4942,4.7615,10.1638,,,7.49,19.9744,6.53,3.47,,,,
2014/6/5,3.5486,19.48,3.54,2.7526,1.6971,9.1233,8.2542,6.36,5.4254,4.5837,4.9024,10.1802,,,7.58,20.1881,6.86,3.48,,,,
2014/6/6,3.5486,19.3,3.49,2.7216,1.6999,9.8175,8.2582,6.36,5.3588,4.5627,4.9658,10.2917,,,7.39,20.1632,6.88,3.45,,,,
2014/6/9,3.5486,18.94,3.45,2.6674,1.7109,9.7183,7.9141,6.36,5.2125,4.5574,5.0362,9.8294,,,7.29,19.721,6.73,3.4,,,,
2014/6/10,3.5486,18.93,3.48,2.6984,1.7219,9.7183,8.0862,6.36,5.3189,4.6732,5.1207,10.0261,,,7.41,19.8005,6.85,3.43,,,,
2014/6/11,3.5486,18.83,3.49,2.7216,1.733,9.5795,8.1422,6.36,5.3899,4.7205,5.1278,10.1081,,,7.42,20.0092,6.77,3.44,,,,
2014/6/12,3.5486,19.29,3.44,2.6752,1.7247,9.6192,8.0222,6.36,5.3566,4.6837,5.4236,10.449,,,7.47,19.8751,6.75,3.46,,,,
2014/6/13,3.5486,19.9,3.78,2.7565,1.7385,9.639,8.4103,6.36,5.4897,4.7837,5.4447,10.6162,,,7.55,20.4266,6.79,3.47,,,,
2014/6/16,3.5486,19.78,3.89,2.7371,1.744,9.6985,8.4023,6.36,5.3455,4.7942,5.4236,10.5999,,,7.48,20.3719,6.72,3.51,,,,
2014/6/17,3.5486,19.62,3.74,2.6903,1.7385,9.5002,8.1902,6.36,5.2967,4.7047,5.2475,10.4261,,,7.28,20.3272,7.06,3.47,,,,
2014/6/18,3.5486,19.4,3.65,2.6046,1.7192,9.2126,8.0021,6.36,5.2812,4.7205,5.2968,10.3113,,,7.21,20.1285,7.24,3.45,,,,
2014/6/19,3.5486,18.8,4.02,2.4876,1.6971,8.8357,8.0302,6.36,4.9906,4.5153,5.0433,10.0654,,,6.97,19.3285,6.95,3.35,,,,
2014/6/20,3.5486,18.91,4.02,2.5071,1.6888,9.0142,8.1702,6.36,5.1193,4.5311,5.1771,10.2359,,,7.04,19.4577,7.06,3.38,,,,
2014/6/23,3.5486,18.78,4.02,2.5461,1.7054,9.0242,8.5143,6.36,5.2102,4.6626,5.3039,10.6228,,,7.14,19.4676,7.02,3.37,,,,
2014/6/24,3.5486,18.92,4.24,2.5149,1.6999,9.0936,8.7423,6.36,5.2125,4.6626,5.3461,11.0031,,,7.18,19.3732,7,3.38,,,,
2014/6/25,3.5486,19.32,4.66,2.4603,1.6888,9.0936,8.7784,6.36,5.157,4.7889,5.17,10.9572,,,7.24,19.2738,7.04,3.37,,,,
2014/6/26,3.5486,19.4,5.13,2.5266,1.7413,9.401,8.7904,6.36,5.3012,4.8153,5.2475,11.1474,,,7.25,19.8949,7.09,3.41,,,,
2014/6/27,3.5486,19.32,5.64,2.5461,1.7385,9.3911,8.7423,6.36,5.381,4.8363,5.2475,10.9244,,,7.26,20.1831,7.09,3.47,,,,
2014/6/30,3.5486,19.5,5.8,2.6201,1.7606,9.3712,8.7944,6.36,5.3988,4.8942,5.3391,10.9835,,,7.3,20.2825,7.19,3.47,,,,
2014/7/1,3.5486,19.29,5.55,2.5968,1.7578,9.3018,8.7984,6.36,5.5429,4.9416,5.3039,11.4589,,,7.38,20.9433,7.55,3.51,,,,
2014/7/2,3.5486,19.16,5.35,2.6786,1.8079,9.5894,8.7904,6.36,5.5097,4.9784,5.494,11.3933,,,7.44,21.1172,7.55,3.55,,,,
2014/7/3,3.5486,20.1,5.33,2.6981,1.7968,9.8671,8.7904,6.36,5.4631,5.0521,5.5645,12.072,,,7.46,21.2911,7.55,3.64,,,,
2014/7/4,3.9015,20.23,5.28,2.6669,1.7995,9.6092,8.7904,6.36,5.3899,5.2678,5.4659,11.967,,,7.42,20.8191,7.55,3.55,,,,
2014/7/7,4.2896,20.11,5.28,2.6786,1.883,9.639,8.7904,6.36,5.2457,5.6415,5.5222,11.4785,,,7.25,20.8589,7.55,3.55,,,,
2014/7/8,4.718,20.51,5.2,2.6279,1.9525,9.9662,8.7904,6.36,5.3189,5.6468,5.5011,11.5408,,,7.33,20.9433,7.55,3.57,,,,
2014/7/9,5.0759,19.8,5.07,2.6279,1.9303,9.8175,8.7904,6.36,5.2302,5.4994,5.2616,11.213,,,7.5,20.6204,7.55,3.48,,,,
2014/7/10,5.1919,19.8,4.95,2.6279,1.9108,10.0654,8.7904,6.36,5.3544,5.4362,5.1912,10.9507,,,7.48,20.6651,6.93,3.49,,,,
2014/7/11,5.0558,19.63,5.17,2.6279,1.9275,10.2439,8.7904,6.36,5.2901,5.4573,5.1982,11.0753,,,7.63,20.68,6.94,3.6,,,,
2014/7/14,5.5447,19.22,5.06,2.8892,1.9303,10.1447,8.7904,6.36,5.5673,5.6204,5.318,10.3933,,,7.68,20.7048,7.63,3.6,,,,
2014/7/15,4.9902,19.1,4.91,2.819,1.8941,9.9365,8.7904,6.36,5.5563,5.4994,5.2616,10.2359,,,7.59,20.1831,8.39,3.62,,,,
2014/7/16,4.9902,19.07,4.74,2.7488,1.8579,9.758,8.7904,6.36,5.4121,5.3573,5.1278,9.8195,,,7.94,20.208,8.39,3.73,,,,
2014/7/17,4.9902,18.94,4.75,2.7683,1.8691,9.8373,8.7904,6.36,5.35,5.4573,5.0221,9.9933,,,7.8,20.2278,8.39,3.72,,,,
2014/7/18,4.9902,18,4.72,2.7332,1.8663,9.6588,8.7904,6.36,5.3367,5.3573,5.001,10.1802,,,7.8,19.9595,9.23,3.65,,,,
2014/7/21,4.9902,18.7,4.87,2.6786,1.8997,9.5101,8.7904,6.36,5.3744,5.2942,5.0292,10.2556,,,7.75,19.9943,9.35,3.67,,,,
2014/7/22,4.9902,18.7,4.84,2.7215,1.9052,9.6291,8.7904,6.36,5.3988,5.4152,5.0503,10.1638,,,7.84,20.362,9.2,3.74,,,,
2014/7/23,4.9902,18.69,4.7,2.7449,1.8802,9.4803,8.7904,6.36,5.1925,5.2152,4.8601,9.4654,,,7.77,20.2726,9.3,3.68,,,,
2014/7/24,4.9902,18.11,4.59,2.7527,1.8413,9.4208,8.7904,6.36,5.0572,5.7362,4.7686,9.5736,,,7.96,19.6216,9.31,3.71,,,,
2014/7/25,4.9902,18.16,4.64,2.7605,1.8552,9.52,8.7904,6.36,5.2102,5.7888,4.8742,9.7999,,,7.89,18.8217,9.3,3.73,,,,
2014/7/28,4.9902,18.87,4.7,2.8073,1.8746,9.5993,8.7904,6.36,5.1925,5.6836,4.9728,10.2294,,,8.12,19.6515,9.04,3.78,,,,
2014/7/29,4.9902,18.79,4.84,2.8034,1.9136,9.9365,8.7904,6.36,5.2213,5.6783,5.0714,10.1769,,,8.1,19.8651,9.4,3.76,,,,
2014/7/30,4.9902,19.34,4.83,2.7878,1.9303,10.0357,8.7904,6.36,5.259,5.7467,5.163,10.0622,,,8.17,20.0341,9.39,3.75,,,,
2014/7/31,4.9902,19.24,4.81,2.8112,1.9887,10.0158,8.7904,6.36,5.2768,5.652,5.17,10.1671,,,8.22,19.9546,9.31,3.81,,,,
2014/8/1,4.9902,18.88,4.71,2.8541,2.0193,10.1844,8.7904,6.36,5.3877,5.7099,5.2827,10.0884,,,8.08,20.0142,9.4,3.72,,,,
2014/8/4,4.9902,18.79,4.83,2.8502,2.0777,10.7794,8.7904,6.36,5.4143,5.8046,5.2827,9.9999,,,8.2,20.0738,9.82,3.77,,,,
2014/8/5,4.9902,18.61,4.91,2.8502,2.1416,10.71,8.7904,6.36,5.4675,5.9888,5.325,9.8982,,,8.34,20.8738,10.26,3.82,,,,
2014/8/6,4.9902,18.54,4.84,2.8346,2.1333,10.8885,8.7904,6.36,5.4653,5.9467,5.3039,9.9376,,,8.33,20.7843,10.23,3.85,,,,
2014/8/7,4.9902,18.33,4.78,2.7917,2.0999,11.1662,8.7904,6.36,5.4276,5.9204,5.17,9.7802,,,8.08,21.3557,10.02,3.89,,,,
2014/8/8,4.9902,18.44,4.76,2.7917,2.1222,11.3546,8.7904,6.36,5.4808,5.9993,5.318,9.8359,,,8.13,21.6489,10.22,3.82,,,,
2014/8/11,4.9902,18.58,4.82,2.8385,2.1305,11.3447,8.7904,6.36,5.7448,6.0099,5.4166,10.1474,,,8.19,21.7085,10.21,3.86,,,,
2014/8/12,4.9902,18.5,5.3,2.8619,2.1138,11.186,8.7904,6.36,5.7426,5.9993,5.4166,10.1015,,,8.14,23.0004,10.11,3.86,,,,
2014/8/13,4.9902,18.25,5.83,2.8229,2.0916,11.9694,8.7904,7,5.7736,5.8678,5.494,9.8458,,,8.27,22.6675,10.2,3.9,,,,
2014/8/14,4.9902,17.79,5.53,2.8073,2.1027,11.6719,8.7904,7.17,5.8446,5.7783,5.7194,9.8458,,,8.16,22.9159,10.27,3.88,,,,
2014/8/15,4.9902,18.21,6.08,2.8424,2.1277,12.1975,8.7904,6.92,5.8335,5.9099,5.7476,9.8359,,,8.26,22.9507,10.2,3.91,,,,
2014/8/18,4.9902,18.62,6.27,2.9126,2.1695,12.2967,8.7904,6.88,6.0864,6.0835,5.8181,10.0687,,,8.38,23.378,10.3,3.97,,,,
2014/8/19,4.9902,18.55,6.54,2.9126,2.1556,12.1479,8.7904,6.76,6.0065,6.173,5.7899,10.2556,,,8.56,23.388,10.1,3.98,,,,
2014/8/20,4.9902,19.11,6.11,2.8892,2.1305,11.8008,8.7904,6.78,5.9422,6.052,5.7265,10.3015,,,8.44,23.4575,10.27,3.98,,,,
2014/8/21,4.9902,18.84,5.93,2.9516,2.1361,12.0884,9.2905,6.65,5.8446,6.1572,5.7265,10.3441,,,8.39,23.2141,10.7,3.94,,,,
2014/8/22,4.9902,19.19,5.78,3.0607,2.1361,11.8702,9.3225,6.64,5.8535,6.1572,5.7547,10.6097,,,8.5,24.183,10.38,4.1,,,,
2014/8/25,4.5164,18.75,5.82,3.0958,2.125,11.6422,9.4665,6.67,5.94,6.1572,5.6772,10.6982,,,8.78,23.9097,10.19,4.07,,,,
