ÈÕÆÚ,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH
2014/1/2,35.8285,64.5508,13.81,4.03,5.6039,8.2995,10.2,23.5028,5.2625,5.0638,7.2766,13.345,15.8654,9.3481,4.0701,5.443,10.107,8.4476,7.4951,16.8545,16.4637,6.4296,,,,,,,,,5.5801,6.9488,3.0836,12.0366,6.897,,,20.4233,8.2998,17.2517,6.3391,4.1761,5.9295,12.0037,26.6583,5.8185,11.9326,25.5713,9.5925,8.6836,29.7443,5.03,21.3897,18.4767,4.8478,16.8764,11.7,8.3493,18.4688,23.2136,12.6769,,,,,,
2014/1/3,35.5073,63.186,14.15,3.9555,5.5366,8.0902,10.0578,23.2052,5.3472,5.0239,7.1326,13.388,15.5508,9.6767,4.2127,5.5042,9.8317,8.1032,7.661,16.1974,16.6522,6.2288,,,,,,,,,5.4977,6.8992,3.0836,12.6325,6.897,,,19.7857,8.1057,17.2517,6.2199,4.2002,5.9295,11.7578,26.2071,5.8277,11.8809,25.4994,9.4128,8.5756,30.2034,5.01,21.5048,19.0524,4.8478,16.7338,11.75,8.3127,18.2471,22.9317,12.378,,,,,,
2014/1/6,35.8196,62.4167,13.98,3.8139,5.4266,7.6989,9.8782,23.14,5.2402,4.7296,7.1872,13.0788,15.2005,9.4485,4.1317,5.4529,10.0846,7.6624,7.4463,15.284,16.0868,5.9842,,,,,,,,,5.4905,6.8992,3.0836,12.2042,6.3442,,,19.2622,7.7659,16.8457,6.1602,4.0889,5.7005,11.8902,25.1919,6.0479,11.5516,25.0221,9.233,8.2001,29.4914,4.97,21.1052,18.3969,4.8478,16.719,11.67,8.344,17.9969,21.9355,11.8386,,,,,,
2014/1/7,35.1592,61.908,14.05,3.8586,5.4511,7.6898,9.8857,23.0191,5.2848,4.6597,7.2518,13.0788,14.7858,9.3618,4.1446,5.2673,10.0424,7.7171,7.5585,15.2972,16.2269,6.0717,,,,,,,,,5.6595,7.0211,3.0836,13.2533,6.4786,,,19.0338,7.8727,16.6718,6.1304,4.0559,5.7005,11.7199,25.4645,6.4058,11.768,25.2607,9.6599,8.1954,30.2234,4.97,21.9519,18.4501,4.8478,16.965,11.01,8.391,17.8896,22.6779,11.8094,,,,,,
2014/1/8,34.8201,61.9018,14.1,3.8363,5.0661,7.6898,9.9231,23.2889,5.4764,4.7146,7.3611,13.1905,14.8358,9.2431,4.2419,5.3798,9.8486,7.8168,7.661,15.0737,16.9615,6.2268,,,,,,,,,5.6639,7.292,3.0836,13.9734,7.1277,,,19.2527,7.7951,16.7588,6.0211,4.1701,5.6943,11.6064,25.7183,6.3508,11.514,25.0683,9.7797,8.0969,30.4696,4.84,23.0762,20.2924,4.8478,17.7471,11.29,8.3754,17.9325,22.1422,11.8677,,,,,,
2014/1/9,34.1776,62.0321,13.93,3.7469,4.84,7.7353,9.7285,23.3633,5.2759,4.6996,7.1524,12.9758,14.843,9.6082,4.1835,5.3107,9.7615,7.8007,7.7586,15.1395,16.831,6.0399,,,,,,,,,5.6263,7.0888,3.0836,13.961,7.0846,,,19.0528,7.6689,16.6428,6.051,4.0468,5.6324,11.578,25.0509,6.2682,11.7116,25.3044,9.5176,7.834,31.3413,4.68,23.1643,20.7353,4.8478,17.2798,11.23,8.5058,17.146,22.8847,11.649,,,,,,
2014/1/10,33.8118,60.7603,13.3,3.6426,4.6994,7.7171,9.6537,22.6471,5.1779,4.555,7.1524,12.3661,14.6428,9.5443,4.0636,5.5378,9.4469,7.8554,7.5683,15.2972,16.4299,5.9445,,,,,,,,,5.3749,6.8856,3.0836,13.5575,7.1303,,,18.3105,7.4359,16.8651,5.8026,4.0047,5.6757,11.2091,24.9099,6.0296,10.5451,25.0477,9.3753,7.665,30.2766,4.67,22.6563,21.2667,4.8478,16.9502,11.25,8.3597,16.6098,21.8791,11.4085,,,,,,
2014/1/13,33.544,60.9774,12.58,3.6277,4.7422,7.617,9.5789,22.8796,5.267,4.4552,7.4405,12.0655,14.9931,9.5352,3.9535,5.6464,9.3823,8.0807,7.4219,14.6926,16.4541,6.022,,,,,,,,,5.5049,7.1746,3.0836,14.2714,7.4117,,,18.2915,7.4359,18.3438,5.8622,3.9867,5.7005,10.9916,24.8347,5.8919,10.7709,24.2162,9.2855,7.5899,30.6959,4.74,23.3336,20.7619,4.8478,17.206,11.2,8.4588,16.7385,21.8979,11.4668,,,,,,
2014/1/14,34.0705,61.1077,13.2,3.6798,4.84,7.8354,9.6387,23.6237,5.3695,4.4702,7.8677,12.2287,15.0575,9.7223,4.1317,6.0807,9.3542,7.6752,7.7488,14.3575,17.4157,6.1592,,,,,,,,,5.4905,7.3778,3.0836,14.4328,7.3179,,,18.5485,7.6203,18.2858,5.9317,3.9927,5.7686,11.2659,24.9099,6.0571,10.7944,24.1906,9.4577,7.5711,30.4497,4.75,23.5571,20.9567,4.8478,17.0978,11.16,8.5893,17.3176,22.9223,11.6199,,,,,,
2014/1/15,33.6957,61.1697,13.7,3.6798,4.9072,8.0356,9.6687,24.0515,5.3294,4.525,7.967,12.2372,15.129,9.9095,4.2516,6.0195,9.8851,8.3414,7.8074,14.3247,18.7252,6.3878,,,,,,,,,5.7087,7.4094,3.0836,14.6128,7.3864,,,18.872,7.5718,18.1988,6.0013,3.9145,5.6634,11.0956,24.7877,6.1305,11.133,23.9057,9.3004,7.895,30.5362,4.77,23.7671,21.2579,4.8478,17.6536,11.02,8.5528,17.4463,23.505,11.5616,,,,,,
2014/1/16,33.9278,60.1771,13.51,3.6798,4.9194,8.0538,9.7061,23.6702,5.4853,4.6697,8.121,12.2029,15.1075,9.8502,4.2354,6.1636,9.8598,8.1226,7.7244,14.4429,18.1212,6.5509,,,,,,,,,5.7361,7.5403,3.0836,14.5259,7.6831,,,18.9482,7.5718,17.6093,5.9317,3.8785,5.5953,11.0483,24.8441,6.1213,10.9684,23.9596,9.2705,7.8762,29.6844,4.81,22.8256,21.4616,4.8478,17.7618,11.17,8.4432,17.4463,23.1666,11.4449,,,,,,
2014/1/17,33.0443,60.022,13.54,3.65,4.8216,7.9355,9.4517,23.3447,5.2893,4.54,8.2104,12.0913,14.9431,9.8045,4.2937,6.0215,9.7194,8.0775,7.6122,14.4232,18.3628,6.4415,,,,,,,,,5.5338,7.3778,3.0836,14.5755,7.6019,,,18.7769,7.6689,17.8605,5.9019,3.8364,5.5086,11.02,24.3741,6.0112,10.5404,23.0511,9.1132,7.8715,29.3916,4.79,22.8459,20.195,4.8478,17.8946,11.09,8.3597,17.432,22.9975,11.3064,,,,,,
2014/1/20,32.4197,58.316,13.5,3.6649,4.8216,7.8809,9.7136,23.2982,5.3071,4.4302,7.9621,12.1943,15.0861,9.6904,4.2257,6.2426,9.4441,8.0131,7.4024,13.8056,17.1113,6.3262,,,,,,,,,5.4977,7.6306,3.0836,15.7612,7.0922,,,18.4914,7.5427,18.2181,6.0311,3.7522,5.4529,11.1145,23.6409,5.9378,10.2488,21.7346,9.2705,7.665,29.365,4.85,22.0196,19.4864,4.8478,17.329,11.03,8.1353,16.7242,21.8791,11.2189,,,,,,
2014/1/21,32.6606,57.4784,14,3.7022,4.8644,7.9355,9.8183,23.0191,5.2536,4.4502,8.0366,12.2888,15.1218,9.7452,4.2159,6.4479,9.6772,8.0196,7.9147,13.477,16.7682,6.362,,,,,,,,,5.5338,7.6667,3.0836,15.7364,7.6171,,,19.0148,7.5524,18.0925,6.1503,3.7913,5.4839,11.3037,23.8007,5.9286,10.4981,21.7961,9.1507,7.7871,29.5447,4.9,22.575,20.5227,4.8478,18.1553,11.02,8.2031,17.1031,22.161,11.2991,,,,,,
2014/1/22,33.2674,58.7068,14.09,3.799,4.9805,8.0811,10.0578,23.5307,5.414,4.5949,8.0763,12.5979,15.4364,10.0236,4.2581,6.5743,9.652,8.3028,8.4027,13.9961,16.5314,6.535,,,,,,,,,5.5396,7.608,3.0836,15.5874,7.6957,,,19.129,7.7174,18.1602,6.2,3.8935,5.6015,11.4172,24.8817,6.0571,10.6439,22.2376,9.5101,7.9373,30.1369,4.94,23.3878,20.4696,4.8478,18.4996,11.21,8.3545,17.2318,22.2644,11.5907,,,,,,
2014/1/23,33.544,58.043,13.75,3.7841,4.9683,8.0265,10.0803,23.0935,5.4675,4.5849,8.116,12.5893,15.465,10.124,4.4233,6.7737,9.6941,8.2835,8.4271,13.6347,16.8793,6.5688,,,,,,,,,5.6769,7.8925,3.0836,16.0778,7.607,,,18.9577,7.7174,18.2278,6.1106,3.8845,5.651,11.3132,24.8063,6.1856,10.5921,22.6918,9.4577,7.8903,30.5694,5.01,23.7535,20.8859,4.8478,18.3373,11.5,8.3545,17.4964,21.6347,11.5105,,,,,,
2014/1/24,33.5708,57.3234,13.33,3.8437,5.0478,8.254,10.0803,22.9168,5.5655,4.6947,8.2799,12.6666,15.6652,10.1468,4.4233,6.7125,9.9104,8.1837,8.4808,13.7924,17.5897,6.5469,,,,,,,,,6.2447,7.9647,3.0836,16.0157,7.5309,,,18.596,7.931,18.4114,6.2199,3.8995,5.7748,11.3889,24.9193,6.1581,10.7285,23.2898,9.5026,7.9185,30.3831,5.02,24.3089,21.0542,4.8478,18.7898,11.9,8.4275,17.7681,22.1516,11.6709,,,,,,
2014/1/27,32.6606,55.5863,13.37,3.799,4.9866,8.1539,10.1027,22.9075,5.5254,4.8194,8.4886,12.5378,15.4579,10.3614,4.4233,6.9217,9.8458,7.8522,8.632,13.799,17.5655,6.4316,,,,,,,,,6.1768,8.5246,3.0836,15.4819,7.8149,,,18.1487,7.8048,18.1505,6.3192,3.9206,5.8614,11.2659,24.4388,6.1672,10.4181,22.7021,9.5925,7.8528,29.578,5.05,24.5528,20.1773,4.8478,19.2227,11.94,8.2397,17.096,22.4994,11.6855,,,,,,
2014/1/28,32.4821,57.1062,13.18,3.8288,5.0478,8.2358,10.1701,23.2424,5.4541,4.8094,8.4786,12.4433,15.7868,10.5713,4.4233,7.0046,9.9132,7.8587,8.432,13.6019,17.8313,6.4276,,,,,,,,,6.1364,8.3259,3.0836,15.4384,7.6577,,,18.2058,7.7951,17.9185,6.3093,3.9416,5.8243,11.3983,25.5317,6.2682,10.1077,22.5609,9.4502,7.6885,29.8175,5.26,25.0675,20.3633,4.8478,18.9964,11.87,8.4641,17.1961,22.0388,11.6126,,,,,,
2014/1/29,32.4018,56.8643,13.21,3.8735,5.0722,8.3268,10.1177,23.0563,5.5343,4.7845,8.6425,12.5206,15.7439,10.5394,4.4233,7.1646,10.3065,7.8587,8.5784,13.8975,17.4447,6.5012,,,,,,,,,6.2678,8.7684,3.0836,16.1337,7.9696,,,18.0631,7.8533,18.0442,6.2596,3.8875,5.8243,11.2943,25.3998,6.4058,10.2206,22.0451,9.3828,7.8856,30.2567,5.28,24.8847,19.8496,4.8478,19.1391,12.32,8.4275,17.2247,21.6159,11.6709,,,,,,
2014/1/30,32.259,56.9697,13.05,3.799,4.9561,8.1448,9.9231,22.5262,5.4987,4.7146,8.6823,12.4605,15.415,10.6352,4.4233,7.285,10.093,7.9102,8.6564,13.6281,17.0049,6.5369,,,,,,,,,6.2158,8.4433,3.0836,17.2572,8.6593,,,17.6824,7.7271,18.0538,6.1901,3.8815,5.75,11.2943,25.5411,6.5068,10.2864,22.253,9.1956,8.064,29.8375,5.24,24.6476,19.5927,4.8478,19.2768,12.4,8.344,17.1532,21.6065,11.5761,,,,,,
2014/2/7,31.7058,55.183,13.6,3.881,5.1028,8.3996,10.6939,22.3495,5.521,4.8344,8.871,12.5464,15.3149,10.6398,4.4233,7.5811,9.7868,8.0035,8.9736,13.9895,17.0629,6.5171,,,,,,,,,6.2187,8.4569,3.3902,17.8594,8.7861,,,17.7966,7.6494,18.8367,6.2,3.8424,5.8614,11.3794,25.5035,6.5986,10.5216,21.8808,9.2705,8.0217,29.0922,5.46,24.3834,20.1684,4.8478,19.0751,12.2,8.4588,17.1603,22.067,11.8094,,,,,,
2014/2/10,33.1336,56.5169,14.13,4.0151,5.2922,9.1368,10.9109,23.047,5.7037,5.004,9.1889,12.8985,16.1014,10.4298,4.4233,7.5416,9.5508,8.3639,8.8858,14.3904,18.1454,6.7397,,,,,,,,,6.3574,8.8091,3.7314,17.9401,8.6466,,,18.1773,8.0863,20.7213,6.3093,4.125,6.01,11.7105,26.6811,6.6169,11.5752,23.3385,9.4652,8.5756,29.4914,5.58,25.8532,21.311,4.8478,18.7849,12.31,8.6519,17.4535,22.8471,12.0354,,,,,,
2014/2/11,33.6154,56.0081,14.16,4.0076,5.28,9.1277,11.0007,23.4377,5.8953,4.9541,9.3429,12.9071,16.0513,10.4207,4.8673,6.9494,9.5789,8.3285,8.9443,14.3707,17.638,6.8391,,,,,,,,,6.2563,8.4659,4.1028,17.9401,8.7379,,,18.9291,8.1057,22.7896,6.3788,4.2393,6.0471,11.7956,27.7175,6.5619,12.7322,23.8518,10.1242,8.7024,29.6378,5.53,25.3655,20.9302,4.8478,18.8489,12.4,8.8554,17.3248,22.8471,12.0208,,,,,,
2014/2/12,34.0081,56.9263,15.46,4.0746,5.3655,9.1459,11.113,23.5772,5.9844,5.0489,9.6955,13.0359,16.5161,10.512,5.3534,7.0659,9.6295,8.4894,9.2518,14.4298,17.493,6.9584,,,,,,,,,6.1407,8.4704,4.5131,17.5118,9.0472,,,18.9482,8.1639,22.9249,6.3888,4.2573,6.1523,12.401,27.4913,6.571,13.2496,23.7261,10.1841,8.9511,29.0523,5.56,24.9388,21.7893,4.8478,18.5587,12.64,9.4034,18.1971,23.7775,12.1302,,,,,,
2014/2/13,33.3031,55.8965,14.8,4.0002,5.3472,9.0822,11.0606,23.2052,6.0601,4.8992,9.4124,12.8555,16.5947,10.544,5.8168,7.0659,9.5593,8.6407,9.0273,14.1275,16.7972,6.6264,,,,,,,,,5.8084,8.1273,4.9666,17.1952,8.6213,,,18.6627,8.0572,24.7902,6.3292,4.1551,5.9666,12.1267,26.5492,6.3508,12.9344,23.3129,9.9744,8.7915,28.0608,5.36,24.0516,22.7371,4.8478,17.8504,12.41,9.0694,18.0541,23.411,12.05,,,,,,
2014/2/14,33.6244,55.7724,15.6,4.0523,5.39,9.3552,11.0756,23.9771,6.225,4.974,9.8296,13.1132,17.7601,10.6398,5.9367,7.0659,9.6688,8.7662,9.4225,14.0487,16.9953,6.7358,,,,,,,,,6.0208,8.2085,5.4633,17.5366,9.3135,,,18.7388,8.096,27.2741,6.4683,4.2212,6.3009,12.2969,26.9167,6.8005,13.2637,23.531,10.1092,9.0309,28.4933,5.57,23.9635,24.1809,4.8478,18.2734,12.56,9.2103,17.8324,25.2812,12.4363,,,,,,
2014/2/17,33.9099,55.1396,16.55,4.0821,5.4389,9.3006,11.3525,24.3212,6.1938,5.3632,9.8843,13.5082,17.5957,10.8863,5.995,7.0659,9.7868,8.734,9.686,14.5021,16.9325,6.7874,,,,,,,,,6.603,8.651,6.0117,17.9897,9.3312,,,18.7673,8.2804,29.9995,6.4782,4.4046,6.369,12.3442,27.0957,7.1676,14.5901,23.6311,10.5061,9.0075,28.2005,5.63,24.2412,24.3934,4.8478,18.8931,12.42,9.2364,17.9468,26.0519,12.4874,,,,,,
2014/2/18,35.07,54.0725,17.3,4.1268,5.5428,9.5463,11.3974,24.3491,6.2161,5.5478,10.0482,13.6628,17.3669,10.8543,6.2866,7.0659,10.3936,8.4959,9.6665,15.1066,17.29,6.7457,,,,,,,,,6.5308,8.7052,6.612,18.0642,9.065,,,18.3105,8.3872,29.9995,6.3888,4.3234,6.3071,12.2024,26.4267,7.085,14.2937,23.1486,10.3862,9.1107,28.3003,5.63,23.6993,23.9594,4.8478,20.1622,12.3,9.0276,18.0684,26.0895,12.3634,,,,,,
2014/2/19,34.954,55.1024,16.75,4.1566,5.5,9.4007,11.3375,24.7956,6.3052,5.5877,10.381,13.4223,17.088,10.795,6.2218,7.0659,10.7054,8.6246,9.3347,14.9292,16.9228,6.7497,,,,,,,,,6.5597,8.5065,6.612,19.8707,8.5731,,,18.2058,8.6299,29.9995,6.4186,4.3535,6.3194,12.0983,26.9638,7.3419,13.4518,23.5567,10.1242,8.9464,29.9706,5.63,23.8754,22.8699,4.8478,19.5178,12.32,9.0746,17.8396,25.7605,12.5675,,,,,,
2014/2/20,34.017,54.2338,16.15,4.0523,5.3228,9.0185,11.0606,23.9957,6.1493,5.7773,10.8578,13.345,16.6876,10.407,6.7857,7.7726,10.534,8.2609,9.1151,15.2643,16.3961,6.529,,,,,,,,,6.2563,8.1273,7.113,19.5417,8.5807,,,18.4152,8.727,29.9995,6.2596,4.2363,6.1276,11.7956,26.3985,7.3328,13.4518,24.3548,9.9894,8.9699,29.9306,5.63,23.74,20.877,4.8478,19.2916,12.41,8.8398,17.2604,24.9147,12.3124,,,,,,
2014/2/21,33.5083,54.3455,15.65,3.9927,5.4389,8.9002,11.0307,23.8376,6.1671,5.7673,11.0167,13.4824,17.0237,10.2838,6.7014,8.5505,10.3936,8.1451,9.4177,16.3157,16.0385,6.533,,,,,,,,,6.5178,8.2176,6.612,19.3678,8.4691,,,18.1773,8.6881,29.9995,6.3093,4.2272,6.0842,11.5875,26.1347,7.2318,13.4847,24.7654,10.0493,8.876,30.4829,5.63,23.022,22.2942,4.8478,20.3442,13.19,8.8607,17.7824,24.9523,12.2832,,,,,,
2014/2/24,33.1157,52.9807,15.84,4.0597,5.5672,9.3097,11.3225,24.1538,6.4211,6.0367,11.9257,13.7057,17.1881,9.9871,6.4227,9.4053,11.166,8.3671,9.6616,16.3879,16.2994,6.5847,,,,,,,,,6.5308,8.4117,7.2728,18.8526,8.4945,,,18.0155,8.7852,27.1581,6.3391,4.0468,6.2947,11.7294,25.3621,7.5989,13.0944,23.8107,10.0418,8.7399,30.3432,5.17,22.7646,22.1436,4.8478,20.6442,13.18,9.0224,17.9754,25.1403,12.4801,,,,,,
2014/2/25,33.3656,52.1121,15.02,4.0821,5.3655,9.6282,11.1803,22.8796,6.2874,5.6825,10.7336,13.1046,15.7439,9.663,6.1311,9.7844,10.534,8.0453,10.1838,15.3497,16.4106,6.8133,,,,,,,,,6.2129,8.0641,6.7546,18.3187,7.6628,,,17.5968,8.6105,24.4423,6.4583,3.9416,6.0224,11.4362,24.5236,7.3786,13.1696,22.969,9.6749,8.2377,29.9373,4.95,22.2431,20.8504,4.8478,20.659,13.1,8.7876,18.4831,23.4768,12.932,,,,,,
2014/2/26,33.0622,52.0563,15.3,4.1789,5.3411,10.3926,10.5368,22.768,6.3364,5.6775,10.1326,12.8298,15.9298,9.6767,6.2154,9.4744,10.7868,8.2352,10.7205,15.2249,16.5797,7.4296,,,,,,,,,6.0222,8.0912,7.2296,17.6297,7.8453,,,17.711,8.5522,24.2586,6.4782,3.9957,6.0471,11.5307,24.7309,7.4704,13.5459,22.371,9.4876,8.3081,31.0419,4.93,21.9586,21.9665,4.8478,21.0131,13.56,9.0276,18.9479,22.8283,13.0997,,,,,,
2014/2/27,32.027,50.6853,14.67,4.0672,5.2861,9.9194,10.432,22.3216,5.8596,5.6775,9.8843,12.847,15.5651,9.5808,5.9237,8.6433,10.6716,7.7814,10.2862,14.9292,16.5024,7.1572,,,,,,,,,5.8878,8.055,6.9014,16.6675,7.2723,,,17.4064,8.8629,23.6788,6.5875,3.8755,6.0781,11.5213,24.8722,7.2043,13.4283,21.8629,9.2555,7.9232,30.0171,5.02,21.7284,21.2402,4.8478,19.6752,13.76,8.9598,18.6333,22.2456,12.7644,,,,,,
2014/2/28,32.6695,53.2909,14.26,4.0597,5.2311,10.0104,10.4021,22.4053,5.824,5.6925,9.8594,12.7954,15.9798,9.3983,6.0177,8.6433,10.3374,7.6527,10.5302,15.1657,16.2414,6.4415,,,,,,,,,5.924,8.1273,6.7978,17.6421,7.4625,,,17.5397,9.0182,23.8817,6.5577,3.9115,6.0595,11.5118,25.4469,7.1767,13.5929,22.1837,9.4203,7.9842,29.8641,4.87,21.6403,21.1427,4.8478,19.7244,13.66,9.179,18.7262,22.4054,12.8956,,,,,,
2014/3/3,32.5892,53.2909,14.4,4.1417,5.39,10.7839,10.5742,22.582,5.9042,5.8272,10.8479,12.9758,16.1157,9.5717,6.1992,9.508,10.4216,7.7879,11.3354,15.3629,16.082,6.3401,,,,,,,,,5.9673,8.2582,6.7762,18.0022,7.3686,,,17.5872,8.9405,24.1717,6.6968,3.9627,6.1461,11.7578,25.4375,7.4796,13.5694,22.5199,9.57,8.1203,29.1255,4.93,21.4507,20.381,4.8478,20.4475,14.01,9.1946,18.8478,22.5745,13.4423,,,,,,
2014/3/4,32.3126,51.2312,14.88,4.1491,5.4511,10.5382,10.4769,21.9589,5.8151,6.2363,11.3644,12.8727,15.987,9.663,5.995,9.6936,10.2138,7.7879,11.3939,15.4746,15.5359,6.1493,,,,,,,,,5.7217,8.0821,7.0482,18.0953,7.5446,,,17.3969,8.6687,23.7851,6.5577,3.8935,6.2452,11.5402,26.5115,7.5438,13.1602,22.2324,9.5101,7.956,29.2785,5,20.455,21.6653,4.8478,20.0638,14.04,9.012,18.812,24.4166,13.2163,,,,,,
2014/3/5,32.1341,50.1765,14.53,4.1566,5.4572,10.247,10.3946,22.024,5.8462,6.2313,11.126,12.8727,15.8869,9.6265,6.0533,10.661,9.9694,7.6141,11.1841,15.6126,15.159,6.1632,,,,,,,,,5.7014,7.9241,6.8669,17.5552,7.8796,,,17.2922,8.5425,24.0847,6.4285,3.8755,6.1152,11.3794,26.5115,7.3786,12.6428,22.0348,9.3753,7.8669,28.4867,4.97,20.5701,21.1959,4.8478,19.6605,13.93,8.8085,18.7119,24.3414,12.9685,,,,,,
2014/3/6,32.1876,50.0649,14.58,4.1417,5.6161,11.2754,10.7014,22.0054,5.6947,6.1365,10.9621,13.0101,16.0013,9.6995,6.2251,10.1279,10.0846,7.6849,10.7644,15.3169,14.9657,6.1632,,,,,,,,,5.4183,7.5719,6.8669,17.0772,8.3848,,,17.3493,8.5522,24.162,6.4186,3.8785,6.2018,11.4645,26.3702,7.397,12.3042,21.596,9.2705,7.6509,27.4619,4.99,20.1434,20.5759,4.8478,18.4652,13.51,8.6676,18.9193,24.7925,13.4059,,,,,,
2014/3/7,32.9908,55.0714,13.88,4.0597,5.5428,12.149,10.8211,22.2751,5.7482,6.2462,11.4091,13.2334,16.3016,9.6128,5.9399,9.8713,10.034,7.804,11.1011,14.7846,15.2605,6.2407,,,,,,,,,5.7621,7.7254,7.113,17.1952,7.9874,,,17.6634,8.4357,24.278,6.2993,3.9085,6.1709,11.2848,25.5694,7.6999,12.7886,23.0973,9.3079,7.7589,27.6083,5.08,20.3128,20.3899,4.8478,18.6423,13.56,8.7563,18.7119,24.614,13.4569,,,,,,
2014/3/10,32.3394,55.09,13.09,3.9108,5.3166,11.7395,10.6864,21.6705,5.6145,5.887,10.4803,13.4824,15.8154,9.1883,5.8135,9.8732,9.7194,7.2891,10.335,13.8975,14.6709,5.865,,,,,,,,,5.6104,7.5855,6.5861,16.8662,7.187,,,17.2637,8.261,22.6446,6.1503,3.9476,5.9481,10.9821,24.6273,7.397,12.5205,22.1349,8.8736,7.5758,27.595,5,20.3873,20.1064,4.8478,18.5636,13.89,8.4275,17.6894,22.8377,12.5894,,,,,,
2014/3/11,33.2942,56.1508,12.94,3.8512,5.2739,11.1843,10.4919,21.9682,5.6546,5.7623,10.2965,13.7744,15.5723,9.3161,5.8783,9.277,9.902,7.0799,9.9056,13.8581,15.043,5.9644,,,,,,,,,5.4934,7.8609,5.9383,16.7979,7.3175,,,17.3874,8.2416,22.0647,6.1901,3.9596,5.8243,11.0294,24.778,7.4062,13.1226,22.6507,8.8212,7.5946,27.8745,4.87,21.2678,20.2924,4.8478,18.5685,13.68,8.4745,17.2819,23.4016,12.3926,,,,,,
2014/3/12,32.7409,54.482,13.05,3.8437,5.17,11.3391,10.4544,22.2379,5.5923,5.7823,10.53,13.6714,15.6295,9.38,5.8654,9.2573,9.857,7.7879,9.769,13.7464,15.2025,5.9167,,,,,,,,,5.7592,7.7615,5.7958,16.2826,6.852,,,17.3588,8.4455,22.7026,6.1503,4.0258,5.8552,11.1618,25.0418,7.085,12.9439,22.1554,8.941,7.5946,27.9077,5.17,21.5252,20.319,4.8478,18.9423,13.73,8.4223,17.2819,22.2926,12.4946,,,,,,
2014/3/13,33.5797,54.7798,13.21,3.8586,5.2128,11.2845,10.447,22.4053,5.7482,5.7573,10.7336,13.6885,15.8869,9.4302,5.8654,9.3777,9.7896,8.1161,10.4277,13.8253,15.2701,5.9445,,,,,,,,,5.8662,7.757,5.8606,17.3317,6.9088,,,17.3684,8.5716,23.0215,6.2497,4.0258,5.8552,11.1902,25.2679,7.1309,12.2054,22.8689,9.0159,7.9326,28.134,5.02,20.9901,20.7619,4.8478,18.8489,13.87,8.5006,17.2604,22.3584,12.5092,,,,,,
2014/3/14,32.964,54.0167,13.21,3.8661,5.2189,11.0569,10.2674,21.9589,5.6591,5.8122,10.8677,14.1694,15.8726,9.3846,5.7163,9.7528,9.9525,7.9713,10.3936,13.9041,15.705,5.9445,,,,,,,,,5.6986,7.6667,5.9297,16.9096,6.8861,,,17.2827,8.4552,22.5866,6.3093,4.0589,5.7067,11.1618,24.5896,7.1859,11.4576,22.4685,8.9335,7.8481,27.9676,5,19.3916,20.6024,4.8478,18.5488,13.92,8.438,17.2604,22.3678,12.5457,,,,,,
2014/3/17,33.0086,54.2525,13.3,3.8884,5.3166,12.1672,10.5442,22.2286,5.8061,5.9669,11.1906,14.2038,16.13,9.4394,5.7487,10.276,10.1183,8.2062,10.9987,14.4561,15.7147,6.1015,,,,,,,,,6.0107,7.9783,6.1586,18.387,7.3005,,,17.2827,8.494,22.9152,6.3788,4.0498,5.8057,11.351,25.0607,7.4062,11.6927,22.4557,9.1357,7.9185,27.2956,5.13,19.7032,20.9833,4.8478,19.1588,13.95,8.5423,17.3748,22.9223,12.9904,,,,,,
2014/3/18,32.5714,53.1048,14,3.9182,5.3044,12.604,10.5966,22.3216,5.8017,5.9669,11.2701,13.8517,16.3159,9.453,5.9626,10.2681,10.1183,8.129,11.0719,14.3969,15.9563,6.2049,,,,,,,,,6.0973,7.897,6.0895,18.6229,7.2494,,,17.473,8.494,23.0312,6.3788,3.9416,5.8429,11.4456,25.7296,7.3878,11.942,22.0836,9.1582,7.9748,27.0227,5.14,19.29,20.9922,4.8478,19.508,13.89,8.5632,17.382,23.0821,12.8008,,,,,,
2014/3/19,31.331,51.6593,13.62,3.8661,5.2311,12.7223,10.432,22.2565,5.9042,5.9718,11.3843,14.1265,16.5447,9.3115,5.6839,10.3648,10.0789,7.8522,11.0914,14.4889,15.8983,6.2228,,,,,,,,,6.1002,7.7254,6.1154,18.4988,7.6071,,,17.2066,8.329,22.7026,6.4285,3.9897,5.7933,11.3132,25.8991,7.498,12.0831,21.5677,8.9934,7.9091,26.8165,5.12,19.6354,22.3208,4.8478,18.9374,14.35,8.4067,17.146,23.1008,12.7644,,,,,,
