ÈÕÆÚ,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH
2015/6/24,54.1376,83.0173,29.85,16.3646,13.5762,22.3089,31.2982,34.6105,36.2479,10.95,16.3382,28.72,30.7708,14.1073,18.2492,19.6941,18.1803,25.8197,19.6913,23.5281,24.2435,21.4235,31.1408,25.0179,20.7789,,,,,,8.9504,13.7458,14.4291,32.6726,13.7856,,,38.8852,31.9956,58.2928,13.7827,8.5655,14.2015,31.5977,37.6482,14.0865,21.5481,48.8848,19.8718,18.7252,35.7096,16.22,26.9743,27.0801,9.9334,30.1098,30.44,20.5032,38.0173,40.0519,28.8141,,31.3826,,,,21.4688
2015/6/25,51.9906,80.8553,28.37,16.3646,12.5208,20.9083,28.2625,31.9598,33.7985,10.17,16.2286,26.5087,31.483,13.4495,16.4243,20.3271,17.0673,24.2212,18.72,22.9832,22.8248,22.3555,31.4189,23.1429,18.701,,,,,,8.2378,12.841,12.9868,33.3899,13.3865,,,37.6736,31.0152,58.2928,13.3741,7.8658,13.627,28.6011,35.5847,13.2365,20.3145,48.8848,19.6803,18.7734,33.7464,16.31,25.1309,26.9631,9.2474,28.0673,31.47,19.1263,34.2134,37.3288,27.6943,,29.2624,,,,21.4688
2015/6/26,47.1236,75.1648,26.95,16.3646,11.2721,18.8193,25.4386,28.7619,30.4206,9.155,14.6037,23.8623,28.3332,12.1153,14.7818,18.2993,15.3605,21.7991,16.8461,20.9976,20.5414,20.1211,28.277,20.8286,16.8311,,,,,,7.414,11.5598,11.6881,32.1714,12.0527,,,33.9044,27.9185,58.2928,12.0387,7.0786,12.2615,25.7381,32.0471,11.91,18.284,43.9956,17.7123,16.896,30.3752,14.68,22.6186,25.6221,8.322,25.3341,28.32,17.2137,30.7956,33.5979,24.9241,,26.3352,,,,21.4688
2015/6/29,46.4959,74.6219,25.6,16.3646,10.1477,16.9346,22.8971,26.064,27.3786,8.24,13.1483,21.8776,26.4243,12.4138,13.3024,16.4694,13.825,19.6179,15.1585,20.7097,18.4911,18.1098,25.4502,19.2435,15.1478,,,,,,6.6719,10.4017,10.52,28.9582,10.8455,,,31.462,25.1228,58.2928,10.8328,6.6381,11.0372,23.1615,30.1452,11.499,16.7047,39.6163,15.9434,15.5193,31.8239,13.21,20.7037,24.1552,7.4908,26.084,26,15.6761,27.7211,30.2352,22.4339,,23.7041,,,,21.4688
2015/6/30,49.5799,80.743,24.45,16.3646,10.6444,18.0858,23.454,28.6676,29.8576,8.65,14.0355,23.1645,28.4213,13.1509,13.3871,17.6861,14.413,20.3667,15.8551,22.5662,19.5891,19.906,27.5772,21.1683,16.6624,,,,,,7.3355,11.2558,11.1073,30.2651,11.5464,,,34.5294,26.4236,58.2928,11.9091,7.1848,11.8283,24.0394,32.7698,12.648,17.7272,43.5773,16.2267,17.0693,33.6855,13.23,22.7741,26.5311,8.2385,28.6791,26.93,17.2458,30.1307,32.9873,23.6422,,25.7813,,,,21.4688
2015/7/1,47.4875,75.8012,23.23,16.3646,9.582,17.0553,23.8933,27.5168,32.8404,7.785,12.63,21.6963,28.1203,12.7311,12.0477,16.2716,13.0773,18.8822,14.2657,22.8045,18.3745,18.9581,26.048,21.9699,18.3293,,,,,,7.2571,10.3727,9.9979,27.2976,10.7092,,,31.7601,24.3753,58.2928,10.8528,7.341,10.8959,21.6345,32.3895,12.2276,16.9783,42.4008,14.6033,17.5796,33.0695,11.91,22.0704,25.7391,8.9244,28.3091,25.66,17.2619,27.5638,31.7663,21.6898,,23.2887,,,,19.3223
2015/7/2,44.3945,70.663,22.07,16.3646,8.6231,16.5261,23.8933,25.7999,34.6183,7.01,11.364,19.5303,27.0484,13.2956,10.842,14.6494,11.7701,16.9939,12.843,20.6303,16.9947,17.0623,23.4437,22.3186,18.5111,,,,,,7.1459,9.5765,8.9994,24.5658,10.1543,,,28.6639,21.9388,58.2928,9.7665,7.1348,9.9542,19.4682,30.2593,11.6391,15.303,41.1981,13.1406,17.7625,31.0047,10.72,20.1964,23.1652,9.4071,27.7614,23.09,17.1762,27.5638,28.5877,19.5238,,22.3145,,,,17.3901
2015/7/3,41.1013,70.195,20.97,16.3646,7.7608,15.0591,22.1205,24.9981,32.633,6.33,10.2276,17.6906,24.3465,13.0763,10.4281,13.2052,10.6114,15.2945,11.597,18.5653,15.7024,15.8515,21.1012,22.3277,16.8655,,,,,,6.9334,8.8164,8.0988,22.1093,9.3949,,,25.7985,19.7449,58.2928,8.7898,7.0911,9.8506,17.5214,29.3654,11.2281,14.3766,40.721,11.8235,17.0501,29.6779,9.65,20.581,20.8523,8.8736,25.4377,20.78,17.8994,27.5638,25.758,18.0429,,21.1016,,,,15.6524
2015/7/6,42.575,71.1309,19.92,16.3646,7.7608,15.4677,22.4343,24.6207,35.8924,6.035,9.2008,18.1437,21.9089,13.1043,9.6851,12.1072,9.5497,15.2945,11.1751,17.0959,15.9356,14.358,18.991,22.9572,15.1789,,,,,,6.7046,8.9033,7.2896,19.9769,8.986,,,26.7312,17.7743,58.2928,7.9129,7.0661,9.5963,15.8322,30.2879,11.7325,14.8854,41.8975,10.6442,18.0898,31.0251,8.69,21.2193,18.7643,9.3236,24.4263,20.33,17.9048,27.5638,24.3335,17.3062,,21.5839,,,,14.0861
2015/7/7,39.5274,66.7508,18.92,16.3646,7.7608,13.9172,20.1908,23.0643,32.3071,5.43,8.2837,16.3312,19.7209,11.7934,8.7172,10.9005,8.5964,13.7644,10.0566,15.3883,14.342,12.9242,17.0947,20.661,13.661,,,,,,6.0345,8.013,6.5587,19.9769,8.0903,,,24.0965,15.9978,58.2928,7.1256,6.3601,8.6358,14.2481,27.416,10.5556,13.3974,37.7078,9.5798,16.2799,28.9129,7.82,19.0998,16.8924,8.3919,24.4263,18.3,16.1154,27.5638,21.9011,15.5748,,19.4255,,,,12.6782
2015/7/8,35.5792,60.0869,17.97,16.3646,7.7608,12.5802,18.1749,21.3002,32.3071,5.43,7.4564,16.4852,21.2921,11.7934,8.7172,10.9005,9.133,15.1415,10.3117,15.3883,14.342,12.9242,17.0947,18.9174,13.661,,,,,,6.0345,8.8164,6.5587,19.9769,7.4478,,,21.683,14.3961,58.2928,6.418,6.3601,8.6358,15.2406,24.6772,9.9764,13.3974,37.7078,9.5798,14.6529,26.0359,7.04,17.1931,16.8924,8.3919,24.4263,18.3,15.4243,27.5638,21.2906,14.8307,,17.482,,,,11.412
2015/7/9,39.1363,66.0956,18.87,16.3646,7.7608,13.8429,19.9947,23.4322,32.3071,5.43,8.204,18.1347,23.4214,11.7934,8.7172,10.9005,10.0463,16.6554,11.3419,15.3883,14.342,12.9242,17.0947,20.8105,13.661,,,,,,6.0345,9.6995,6.5587,19.9769,7.4478,,,23.8561,15.8328,58.2928,7.0568,6.3601,8.6358,16.7675,27.1497,9.9764,14.7366,37.7078,9.5798,14.6529,28.6422,7.74,18.9116,16.8924,8.3919,24.4263,18.3,16.9672,27.5638,23.4226,16.3115,,19.2297,,,,12.5529
2015/7/10,43.0481,71.8609,19.81,16.3646,7.7608,15.2263,21.995,25.7725,32.3071,5.43,9.0214,19.9472,25.7635,11.7934,8.7172,10.9005,11.0509,18.3222,12.48,15.3883,14.342,12.9242,17.0947,22.8938,13.661,,,,,,6.0345,10.6695,6.5587,19.9769,7.4478,,,26.2408,17.4151,58.2928,7.7655,6.3601,8.6358,18.4471,29.8694,9.9764,16.2103,37.7078,9.5798,16.1162,31.2755,8.51,20.8019,16.8924,8.3919,24.4263,18.3,18.6655,27.5638,25.7677,17.9398,,21.1541,,,,13.8092
2015/7/13,46.6142,72.0575,19.92,16.3646,7.7608,16.7489,24.1914,28.3526,32.3071,5.43,9.9285,21.941,28.3406,11.7934,8.7172,10.9005,12.1583,20.1551,13.726,15.3883,14.342,12.9242,17.0947,25.1855,13.661,,,,,,6.6392,11.7335,6.5587,21.9717,7.4478,,,28.8658,19.1527,58.2928,8.544,6.9974,9.5022,20.2889,32.8554,10.9759,17.8328,37.7078,10.537,17.724,32.7716,9.36,22.8805,18.5844,9.2305,26.8684,20.13,20.53,30.3237,28.3455,19.7374,,23.2696,,,,14.4752
2015/7/14,45.0768,69.727,19.5,16.3646,8.5403,16.916,24.2306,27.9594,32.3071,5.975,10.9254,21.5785,26.6519,12.9737,9.5906,10.9005,13.2428,22.1702,15.0996,16.9272,15.7801,14.2186,17.0947,24.6012,15.0266,,,,,,7.3028,12.9062,6.5587,24.1728,7.4478,,,28.462,21.0651,58.2928,8.9932,7.1598,10.4533,21.0715,31.8664,12.0782,17.5159,37.7078,11.5938,18.4364,31.6682,10.02,22.6514,20.4473,9.8019,29.5573,22.14,20.3157,31.1603,31.0104,21.7119,,24.5254,,,,13.4597
2015/7/15,42.9389,66.0769,18.53,16.3646,7.6849,15.2263,21.8067,25.1682,32.3071,6.575,9.8288,19.4216,24.1556,11.9707,10.5487,11.9885,11.9185,23.1469,13.5887,16.0336,17.3543,14.6567,17.0947,22.142,14.9333,,,,,,6.5739,11.6177,6.5587,21.7555,7.4478,,,25.6158,19.1916,58.2928,8.0948,6.4444,9.9354,18.9624,28.6807,12.1155,16.3111,41.4792,11.2798,17.4737,32.1759,9.02,20.3846,18.4044,8.8205,26.602,21.57,21.28,28.0428,27.9094,19.5385,,22.071,,,,12.1143
2015/7/16,44.7129,67.3497,17.6,16.3646,7.7539,16.1083,21.3753,26.2425,33.0281,7.235,9.9186,20.4819,25.8149,11.9427,10.767,13.1854,12.4037,24.7389,14.0891,17.0463,18.2191,16.1224,17.0947,23.1882,15.1986,,,,,,6.8158,12.5225,6.5587,22.3844,7.4478,,,27.2408,20.5021,58.2928,8.1547,6.3882,10.3309,20.8615,29.4605,12.7974,16.8535,41.3027,11.433,18.0032,32.054,9.12,20.6792,19.0343,9.0193,27.6404,22.65,23.2891,28.3217,28.2679,21.012,,21.9325,,,,11.3988
2015/7/17,46.3868,69.6521,18.47,16.3646,8.5196,17.2502,22.5519,27.9114,34.6183,7.695,10.6463,21.7507,27.5623,12.6005,11.8424,14.501,13.123,25.7058,15.1487,18.0093,19.2199,17.7354,17.0947,24.728,16.3431,,,,,,7.2015,13.2971,6.5587,24.6248,7.4478,,,29.0197,22.5115,58.2928,8.7436,6.71,11.235,22.9515,31.4195,13.9838,17.7704,43.61,12.5204,19.0622,32.7107,9.62,22.054,20.9423,9.715,29.1238,23.8,22.9676,29.7732,30.0317,23.1117,,23.4367,,,,12.1605
2015/7/20,45.6044,69.5398,19.24,16.3646,8.7611,17.1388,22.599,27.8155,34.4207,7.75,10.7858,21.4426,27.4081,12.9177,12.2889,15.9551,13.9849,24.5956,15.0408,18.1384,19.2685,19.5078,17.0947,24.2842,16.6903,,,,,,7.2407,13.0871,6.5587,26.0693,7.4478,,,28.9427,24.7248,58.2928,8.8834,6.7443,11.3103,24.3448,31.3054,14.0959,17.4487,46.133,13.0258,18.6578,32.1285,10.06,22.0622,21.8782,9.9759,28.481,24.78,21.7675,30.0949,29.896,23.2812,,23.3651,,,,12.2759
2015/7/21,45.4406,70.195,20.2,16.3646,9.1129,17.3617,22.999,27.8347,33.6898,7.795,10.9254,21.2613,27.298,13.1089,13.0286,17.1519,13.6938,26.0118,14.9132,18.2376,19.2199,20.8659,17.0947,24.2208,18.2769,,,,,,7.1884,13.0292,6.5587,26.4328,7.4478,,,28.8466,25.977,58.2928,9.1529,6.9318,11.3951,23.3809,31.6002,13.853,17.4583,46.5121,13.6384,18.5808,31.7291,10.47,22.2913,21.8782,10.9759,28.57,25.1,21.1729,30.7098,29.9735,25.592,,23.9381,,,,12.6056
2015/7/22,45.5316,68.923,20.71,16.3646,9.0715,17.5659,23.3128,28.7267,33.3837,7.985,10.9652,21.1435,26.5124,12.955,12.794,16.7167,13.7623,25.1328,15.3351,18.3866,19.0839,20.0813,17.0947,24.0034,18.5111,,,,,,7.2865,13.2174,6.5587,26.0693,7.4478,,,28.6062,25.1713,58.2928,9.2127,6.8599,11.4704,23.0756,31.1913,14.2173,17.3815,45.6624,13.3474,18.6867,31.6005,10.3,22.6677,21.7342,10.9821,27.9766,25.5,21.2532,32.2328,30.5162,24.94,,24.492,,,,13.1827
2015/7/23,46.7779,70.2892,20.9,16.3646,9.4371,18.3551,24.3404,30.0983,33.8676,8.4,11.374,22.1313,27.7899,13.3422,13.2339,17.0036,14.139,25.2923,15.551,18.8135,20.1333,20.8539,17.0947,25.2715,19.1824,,,,,,7.6068,13.7024,6.5587,27.0814,7.4478,,,29.962,25.4528,58.2928,9.6419,7.5471,11.8094,23.2855,32.2658,15.2168,18.3128,45.9042,13.7916,19.7265,32.1082,10.89,23.1505,22.1392,11.0629,29.0546,26.81,21.8961,32.4545,31.7566,25.0359,,26.9417,,,,14.1785
2015/7/24,46.2412,72.6919,20.41,16.3646,9.0991,17.6309,23.6109,29.3501,36.0504,8.125,10.9752,21.1163,26.3582,13.0623,12.7451,17.0036,13.728,25.9988,14.8151,18.3568,19.6669,22.2161,17.0947,24.3204,18.8124,,,,,,7.2963,12.7397,6.5587,25.9219,7.4478,,,29.5485,24.8219,58.2928,9.6419,7.669,11.5269,22.5411,31.8474,14.5349,17.6263,44.5774,13.8145,19.0814,31.1401,10.99,22.4795,21.1493,10.5163,27.6503,27,21.355,31.3391,31.4465,24.0962,,25.6046,,,,13.7234
2015/7/27,41.6198,66.5204,20.41,16.3646,8.1885,15.8669,21.2498,26.4151,32.4454,7.315,9.8787,19.0047,23.7224,11.7934,11.4709,15.3022,13.728,23.466,13.3336,16.5201,17.7041,19.9937,17.0947,21.8884,16.931,,,,,,6.5673,11.4657,6.5587,23.3277,7.4478,,,26.6158,22.3368,58.2928,8.6738,7.2316,10.5004,20.8234,28.6617,13.087,15.8647,40.1196,12.4361,17.1752,28.0261,9.91,20.2291,19.0343,9.4665,24.8813,24.3,19.2174,28.2073,28.3067,21.6895,,23.0451,,,,12.3518
2015/7/28,42.2566,68.7817,20.41,16.3646,7.6159,16.3775,19.124,27.2112,29.6305,6.84,9.2307,19.3491,23.7885,11.5135,10.3238,14.6395,13.728,23.2804,12.7057,15.845,16.8198,19.914,17.0947,21.0913,15.8846,,,,,,6.1718,10.8939,6.5587,21.9815,7.4478,,,27.2023,20.1041,58.2928,8.0948,7.9564,10.1331,21.4437,27.9105,12.9656,15.3943,40.9301,11.8541,16.3762,28.5271,9.54,19.8118,20.0423,9.51,23.8133,24.43,21.1407,27.5137,26.9112,20.1265,,21.3929,,,,11.8341
2015/7/29,43.4665,69.5354,20.41,16.3646,8.1609,16.8882,21.038,29.2542,31.0922,7.39,9.9883,20.2553,25.5506,12.092,11.0799,15.4506,13.728,24.1919,13.5593,17.0264,17.6652,21.5071,17.0947,22.4545,16.8982,,,,,,6.4268,11.9869,6.5587,23.0624,7.4478,,,28.7985,20.8515,58.2928,8.8734,8.7529,10.7453,22.5316,28.9851,13.7689,16.0999,42.1851,12.4744,17.5892,29.1093,10.49,20.8429,21.1763,9.9199,24.3868,26.64,23.2569,28.193,28.8785,21.4689,,23.5322,,,,12.5562
2015/7/30,41.6016,68.0185,20.41,16.3646,7.6504,15.7833,21.9636,27.6045,29.1366,7.115,9.5996,19.4397,24.8457,11.6581,10.2032,14.7384,13.728,22.4925,12.8528,16.54,17.0822,20.5512,17.0947,21.6031,16.4561,,,,,,6.0541,11.0531,6.5587,21.9717,7.4478,,,28.4139,19.774,58.2928,8.6039,8.1906,10.491,22.2739,27.5776,12.8909,15.255,40.6556,11.8618,16.9057,28.1006,10.69,19.6154,20.4653,9.4168,22.9628,26.42,22.3836,26.62,27.5121,20.3758,,22.8923,,,,12.3188
2015/7/31,42.202,69.3187,20.41,16.3646,7.5952,15.8947,22.7559,28.9953,26.9637,7.25,9.3205,19.6119,27.3274,11.8307,10.0208,14.5999,13.728,21.0992,12.686,16.6392,16.7615,19.1254,17.0947,21.1049,16.3186,,,,,,5.8678,10.9228,6.5587,22.2763,7.4478,,,28.8947,18.347,58.2928,8.3244,8.2188,10.265,21.3387,28.2433,12.5919,15.4711,40.5184,11.2875,17.0693,28.6692,10.98,19.9509,21.2393,9.4789,23.0419,26.87,23.1658,26.1123,26.8822,19.5704,,23.2075,,,,12.0088
2015/8/3,42.7661,70.8357,20.41,16.3646,7.409,16.2754,22.7559,28.7363,24.2772,6.735,8.7024,20.6269,28.2084,12.3392,9.079,13.136,13.728,18.9896,11.8423,16.1429,16.2854,17.2137,17.0947,20.1085,14.7024,,,,,,5.9691,9.9746,6.5587,21.1659,7.4478,,,29.4908,16.6773,58.2928,7.8353,7.6502,10.3403,19.4873,29.2323,11.6205,15.7063,41.1524,10.805,17.156,29.3597,10.79,20.5564,22.4542,9.7088,23.8627,25.48,21.73,23.5097,26.5914,18.3718,,23.2409,,,,11.6263
2015/8/4,45.9319,71.5612,20.41,16.3646,8.0298,17.2224,23.7913,30.3956,26.6971,7.41,9.5099,21.5604,29.4933,13.2676,9.9882,14.2537,13.728,20.8876,13.0294,17.4931,17.6555,18.9342,17.0947,21.6483,16.0173,,,,,,6.4137,10.9735,6.5587,22.8266,7.4478,,,30.5774,18.347,58.2928,8.4043,8.3062,11.3386,21.2242,30.0216,12.4051,16.1527,42.4858,11.701,18.1476,30.2669,11.79,21.6366,23.1742,10.274,23.9715,25.83,22.1854,23.5097,28.3455,20.2128,,25.4184,,,,12.698
2015/8/5,45.2951,70.7603,20.41,16.3646,7.8919,17.2688,22.6696,29.4461,27.0724,7.71,9.2906,21.1163,30.2495,13.1743,10.4118,14.1746,13.728,20.2104,13.0294,17.0761,17.5875,20.4198,17.0947,21.1411,15.5506,,,,,,6.2633,11.0025,6.5587,21.8832,7.4478,,,29.3466,20.1817,58.2928,8.2945,7.8689,11.3197,21.3769,30.2213,12.3024,15.6823,42.0086,11.6857,17.464,29.6644,12.04,20.9574,23.5252,9.8827,23.0815,24.89,22.3194,23.5097,27.9482,21.0278,,25.0794,,,,12.7837
2015/8/6,45.0313,70.016,20.41,16.3646,8.0643,17.1295,22.497,28.9857,26.2822,7.87,9.2307,22.1132,29.1482,13.2722,10.2684,13.7888,13.728,19.6635,12.9117,16.8676,17.3834,19.6153,17.0947,20.9011,15.2117,,,,,,6.0704,10.7781,6.5587,20.9301,7.4478,,,28.8947,19.6381,58.2928,8.2146,7.6221,11.2067,20.8043,29.6032,12.2183,16.2391,41.8648,11.5402,17.2426,29.265,12.2,20.6628,22.7602,9.5597,22.3101,24.44,22.2069,23.5097,29.0723,21.4785,,24.1577,,,,12.8002
2015/8/7,45.7433,70.6849,20.41,16.3646,8.2299,17.5566,22.9677,29.8009,27.2107,7.91,9.5896,22.1767,29.4419,13.5195,11.2949,14.3526,13.728,21.6298,13.4611,17.781,18.0247,21.5788,17.0947,21.5804,15.9092,,,,,,6.3091,11.3427,6.5587,22.0208,7.4478,,,29.2046,21.2787,58.2928,8.564,7.9189,11.4798,21.7109,29.9966,12.7321,16.8775,43.0217,12.0303,17.5411,29.5561,12.93,21.0311,22.4902,9.7398,22.7749,25.23,21.789,23.5097,30.0704,21.747,,24.8311,,,,13.1761
2015/8/10,47.944,72.1642,20.41,16.3646,8.7956,18.4015,23.9639,31.3356,29.3836,8.28,10.3671,23.0648,30.5799,14.5831,12.2107,15.2923,13.728,22.7562,14.2559,18.5553,18.909,23.7375,18.8051,22.6764,16.9064,,,,,,6.6164,12.2113,6.5587,23.7896,7.4478,,,30.5026,22.8221,58.2928,9.103,8.2937,12.4121,23.0183,31.3592,13.3019,17.8856,45.1656,12.8114,18.2246,30.3887,14.01,21.9803,23.7052,10.187,25.0395,26.03,22.5765,23.5097,31.776,23.0798,,26.5215,,,,14.0466
2015/8/11,48.0827,72.5411,20.41,16.3646,8.7197,18.5686,24.5914,31.1821,28.7416,8.985,10.6263,22.6298,29.8457,14.5318,11.9923,15.3813,13.728,22.7855,14.197,19.0517,18.7049,26.1112,20.6828,22.604,16.8999,,,,,,6.5706,11.9435,6.5587,23.6618,7.4478,,,29.9602,22.8804,52.4655,9.2227,8.3,12.1673,22.5793,31.0425,13.1337,17.3671,44.329,12.865,18.1091,30.0096,13.9,21.7594,23.0302,10.0318,24.6934,25.67,24.832,23.5097,31.2818,22.9168,,25.7909,,,,13.8619
2015/8/12,46.5662,70.9488,20.41,16.3646,8.5403,18.0394,24.5443,31.6521,27.5563,8.555,10.7061,21.932,29.6622,14.2752,11.9891,14.7582,13.728,21.7405,14.0106,18.6745,18.3648,23.5383,22.7558,21.9065,16.3251,,,,,,6.4791,11.473,6.5587,23.0722,7.4478,,,29.0496,21.8417,48.1507,9.3225,8.4062,11.9319,22.1594,30.2653,12.8255,17.0887,44.3486,12.6276,17.5411,28.7708,13.47,21.2275,22.4272,9.746,24.7132,25.17,23.9695,23.5097,30.2836,22.1497,,24.4347,,,,13.9213
2015/8/13,46.6402,71.0618,20.41,16.3646,8.9266,18.3736,26.1367,31.5658,28.0206,9.41,10.9652,22.3217,29.8898,14.6904,12.9341,14.9758,13.728,22.8865,14.3736,19.1609,18.7826,25.0916,25.0332,22.3005,16.9473,,,,,,6.6948,11.8638,6.5587,23.5341,7.4478,,,29.3209,22.7251,47.3654,9.6719,8.3968,12.2144,22.7606,30.889,13.4887,17.4727,44.244,13.1789,17.7336,29.0483,13.47,21.6857,22.9492,9.9137,24.7231,25.41,23.4819,23.5097,30.6809,22.6963,,24.8788,,,,14.805
2015/8/14,46.2796,70.4682,20.41,16.3646,9.1612,18.8286,26.0739,31.1246,27.8724,10.35,11.4138,22.1948,31.3508,14.8817,12.6147,15.233,13.728,22.4144,14.3344,19.3595,19.5114,24.7133,27.5337,22.2552,17.4173,,,,,,6.7144,12.2837,6.5587,24.2416,7.4478,,,29.6793,24.9481,51.1759,9.5321,8.1969,12.205,25.0415,31.2632,13.5261,18.7352,44.1068,13.7916,17.5026,28.9671,13.69,22.4222,23.3812,9.833,24.5945,26.44,23.3319,23.5097,32.1927,23.7031,,24.8931,,,,14.9797
2015/8/17,46.4645,70.5153,20.41,16.3646,9.6303,18.7636,25.6504,32.6113,28.1391,10.9,11.7727,22.4576,32.7605,14.905,12.3834,15.4704,13.728,22.6163,14.3344,19.1808,19.3559,24.9522,26.7808,23.5414,16.931,,,,,,6.6719,12.7976,6.5587,23.6913,7.4478,,,30.4154,25.1228,52.8049,9.8516,8.3343,12.4216,27.5418,34.3915,13.6382,19.2296,43.6884,14.2204,18.3113,29.2514,14.66,23.1178,25.3341,10.3423,24.644,26.73,23.4605,23.5097,33.1521,24.1921,,24.2103,,,,15.0259
2015/8/18,43.8847,67.0386,20.41,16.3646,9.6303,16.8882,23.0853,29.3501,25.4723,9.96,10.5964,20.21,29.4859,13.4168,11.145,13.957,13.728,20.3537,12.9019,17.4335,17.4223,22.453,27.1061,21.1864,16.0238,,,,,,6.2077,11.9941,6.5587,21.3231,7.4478,,,28.0907,22.6086,47.5205,8.8634,7.5003,11.1785,24.7838,35.3319,12.3304,17.3767,40.9955,12.865,16.588,27.6267,13.3,20.8265,23.2642,9.3112,22.3991,24.61,23.0426,25.862,30.022,21.7757,,21.7892,,,,13.5223
2015/8/19,45.0775,68.5273,20.41,16.3646,9.6303,17.0831,23.3599,30.1846,26.1143,10.955,10.9553,20.6088,31.6812,13.5428,11.4416,14.2537,13.728,20.562,13.3336,18.3965,17.4417,22.1444,26.8366,23.3059,16.348,,,,,,6.3516,12.7035,6.5587,22.2075,7.4478,,,28.6525,22.6183,49.8282,9.0031,7.5659,11.574,26.3203,37.0208,12.9376,17.6647,42.3877,13.5235,17.1656,27.8569,14.06,22.4386,24.7401,9.4851,23.0815,26.52,22.7426,28.4504,31.4271,22.1497,,21.9182,,,,13.4597
2015/8/20,44.8926,67.1611,20.41,16.3646,9.6303,16.3497,21.6498,28.9761,24.8106,11.065,10.8755,20.491,31.5711,12.7917,10.754,13.6998,13.728,19.9923,12.6959,18.3766,16.985,19.9339,24.8752,23.9491,15.4737,,,,,,6.3418,11.7263,6.5587,21.0775,7.4478,,,27.9163,20.405,46.3279,8.6338,7.191,11.6305,23.6863,33.3168,12.4331,16.9207,41.2569,13.4546,17.5411,27.2882,13.94,23.216,23.8582,9.628,22.2211,26.68,22.8444,27.335,28.3745,20.8169,,20.7292,,,,12.4836
2015/8/21,42.4237,65.3803,20.41,16.3646,9.6303,15.3191,21.1792,26.7604,23.5562,9.96,10.2376,20.1285,29.1849,12.7684,9.9067,12.9678,13.728,18.7291,12.166,18.8333,15.7024,17.9425,25.6839,21.7389,15.0316,,,,,,6.0966,10.6043,6.5587,19.633,7.4478,,,26.1728,18.6479,41.8483,8.3643,7.0098,11.0937,21.4914,30.3804,11.8633,15.8263,40.7471,13.7456,17.3774,26.2186,12.83,20.9902,23.0572,9.3236,20.53,25.49,20.6317,24.6036,25.729,20.1457,,19.4351,,,,12.2265
2015/8/24,38.1795,58.8413,20.41,16.3646,9.6303,13.7872,19.0613,24.0844,21.2055,8.965,9.2108,18.1165,26.2701,11.4902,8.916,11.672,13.728,16.8572,10.9494,16.947,14.1283,16.1503,23.1183,19.565,13.5284,,,,,,5.4886,9.5475,6.5587,17.6677,7.4478,,,23.5574,16.7841,37.6596,7.5259,6.3101,9.9825,19.3442,27.3385,10.677,14.2422,36.675,12.3749,15.6445,23.5988,11.55,18.8952,20.7533,8.3981,18.4731,23.96,20.8782,22.144,23.1609,18.1321,,17.4916,,,,11.0031
2015/8/25,35.1928,55.9299,20.41,16.3646,9.6303,12.7195,17.1552,21.6769,19.082,8.07,8.2937,16.739,23.6416,10.3659,8.0231,10.5048,13.728,15.1708,9.8506,16.4407,12.7193,14.5372,20.8037,17.6085,12.1759,,,,,,5.5572,8.5993,6.5587,15.899,7.4478,,,21.2036,15.1047,33.8975,6.7773,5.6791,8.9842,17.4069,24.6037,9.6121,12.8357,33.0082,11.1343,14.0848,21.5815,10.4,17.234,18.9983,7.5595,16.6238,24.46,21.3068,19.9274,20.8448,16.3294,,15.7438,,,,9.9018
2015/8/26,36.2469,58.5021,20.41,16.3646,9.6303,12.7752,17.163,22.425,17.1758,7.265,8.3136,17.0199,21.2921,10.7531,7.8863,10.6136,13.728,16.0759,10.4098,18.0887,13.3218,13.1034,22.8673,18.1158,11.7567,,,,,,5.5572,8.773,6.5587,14.3071,7.4478,,,21.7654,15.7066,31.6577,6.3581,5.1418,8.7299,16.5289,23.7209,9.7522,13.0374,31.4525,11.9537,12.6889,22.3261,9.36,17.9869,19.1423,7.2614,14.9624,23.92,22.4962,17.9325,21.3487,17.1636,,16.761,,,,9.5853
