ÈÕÆÚ,000004.SZ,000153.SZ,000513.SZ,000566.SZ,000597.SZ,000623.SZ,000739.SZ,000756.SZ,000766.SZ,000788.SZ,000813.SZ,000908.SZ,000915.SZ,000931.SZ,000952.SZ,000963.SZ,002001.SZ,002019.SZ,002020.SZ,002099.SZ,002102.SZ,002262.SZ,002294.SZ,002332.SZ,002365.SZ,002370.SZ,002393.SZ,002399.SZ,002411.SZ,002422.SZ,002435.SZ,002437.SZ,002550.SZ,002626.SZ,002653.SZ,002675.SZ,002755.SZ,002773.SZ,002821.SZ,002898.SZ,002900.SZ,002923.SZ,002940.SZ,300006.SZ,300016.SZ,300086.SZ,300110.SZ,300158.SZ,300194.SZ,300199.SZ,300233.SZ,300254.SZ,300267.SZ,300363.SZ,300401.SZ,300434.SZ,300436.SZ,300452.SZ,300497.SZ,300558.SZ,300573.SZ,300583.SZ,300584.SZ,300630.SZ,300636.SZ,300702.SZ,300705.SZ,300723.SZ,300725.SZ,300765.SZ,600062.SH,600079.SH,600200.SH,600216.SH,600227.SH,600267.SH,600276.SH,600380.SH,600420.SH,600488.SH,600513.SH,600521.SH,600613.SH,600664.SH,600673.SH,600781.SH,600789.SH,600812.SH,600851.SH,603079.SH,603168.SH,603222.SH,603229.SH,603351.SH,603456.SH,603520.SH,603538.SH,603669.SH,603676.SH,603707.SH,603811.SH,688321.SH,900904.SH,900917.SH
2015/2/11,17.32,11.1193,15.5073,9.6366,7.1984,22.7057,7.5501,6.0981,7.07,15.5398,5.491,13.7757,21.6009,8.67,11.219,13.6015,7.8194,9.7515,8.7334,4.4439,3.1095,10.1166,20.583,6.7207,8.6555,8.3508,31.5184,16.1369,9.6705,15.1804,3.7085,8.7729,5.3992,11.2842,20.3342,7.9363,,,,,,,,8.0306,11.2327,9.5421,4.3881,6.4676,6.7713,15.942,18.5867,19.0557,9.2655,20.1556,6.5971,,,,,,,,,,,,,,,,15.1304,13.7524,12.5567,10.1675,5.28,16.7784,13.9595,6.34,11.6302,5.574,8.9734,8.8762,14.2597,5.2738,5.4168,18.8547,6.2482,5.8664,8.2995,,19.105,,,,8.7471,,,,,,,,1.4742,0.5747
2015/2/12,17.66,11.2071,15.379,9.6512,7.2588,22.5095,7.5787,6.0906,7.07,15.6892,5.6243,13.8747,22.053,8.75,11.219,13.7882,7.8985,9.8504,8.9643,4.644,3.1128,10.1837,20.7737,6.849,8.9362,8.4293,31.5659,16.1667,9.6705,15.4788,3.7895,8.5742,5.3501,11.4055,20.1254,7.9363,,,,,,,,8.0171,11.4363,9.6133,4.4053,6.5392,6.7713,15.7366,18.5867,19.001,9.4036,20.1556,6.6345,,,,,,,,,,,,,,,,15.3442,13.8399,12.5665,10.1866,5.24,16.857,14.0069,6.34,11.3824,5.6611,9.0192,8.8825,14.547,5.2738,5.4206,18.7952,6.2178,5.8959,8.4948,,19.2191,,,,8.7471,,,,,,,,1.4783,0.5812
2015/2/13,17.81,11.4117,15.6549,9.9579,7.2923,22.9963,7.7315,6.2183,7.19,16.2267,5.7109,14.1896,22.1716,8.9,11.9041,13.5314,7.9301,10.1507,8.9878,4.6208,3.172,10.3099,20.8411,7.0542,8.9493,8.6498,31.8985,16.4767,9.6705,15.681,3.8447,8.7631,5.4646,11.4774,20.307,7.9363,,,,,,,,8.0842,11.8107,9.7881,4.4053,6.673,6.9771,15.898,18.5867,20.5879,9.5195,20.1556,6.796,,,,,,,,,,,,,,,,16.2326,13.8885,12.8337,10.2536,5.28,17.2597,13.746,6.9724,11.7468,5.7482,9.1738,8.895,14.9657,5.2738,5.4773,19.0332,6.4461,6.0042,8.5143,,19.7768,,,,8.7471,,,,,,,,1.4815,0.5812
2015/2/16,18.03,11.6943,15.7159,10.0748,7.3728,23.0327,7.846,6.3234,7.27,16.5353,5.7842,14.4955,22.5571,9.21,12.0729,13.534,8.0883,10.2001,9.0161,4.672,3.3826,10.2152,20.9926,7.2209,9.0798,8.8164,32.1646,16.6734,9.6705,15.8109,3.9184,8.8478,5.5207,11.8861,20.5068,7.9363,,,,,,,,8.315,12.2771,10.2477,4.4053,6.7828,7.0157,16.3528,18.5867,20.7246,9.6305,20.1556,6.8413,,,,,,,,,,,,,,,,16.4197,13.908,12.9327,10.3492,5.37,17.6723,13.9662,7.3518,12.1889,5.8159,9.2426,8.8762,15.1299,5.2738,5.5455,19.3208,6.4613,6.0337,8.6315,,19.8508,,,,9.6213,,,,,,,,1.4832,0.5887
2015/2/17,17.97,11.782,15.6967,10.1868,7.4332,23.0545,7.8174,6.3084,7.31,16.6548,5.7775,14.5135,22.7276,9.2,12.3509,13.6015,8.0461,10.5765,9.0114,4.8116,3.3727,10.6294,20.8748,7.2338,9.4388,9.2036,32.117,16.7986,9.6705,16.0083,3.8853,8.812,5.5767,11.7963,20.8065,7.9363,,,,,,,,8.3042,13.0391,10.1506,4.4053,6.7685,6.961,16.3528,18.5867,21.6754,9.7883,20.1556,6.863,,,,,,,,,,,,,,,,16.4264,14.1317,13.2889,10.3492,5.33,17.525,14.0171,7.141,12.1694,5.8062,9.3285,8.87,14.9657,5.5411,5.5606,19.3308,6.5374,6.0633,8.7486,,19.8149,5.2269,,,10.0518,,,,,,,,1.4807,0.5906
2015/2/25,18.25,11.5969,15.732,10.5423,7.3057,22.6185,7.9033,6.3309,7.23,17.0629,5.8042,14.2796,23.4318,9.38,12.8671,13.7078,7.967,10.4929,9.0161,4.8953,3.3168,10.6254,21.4247,7.1055,9.3801,9.135,32.5731,16.6138,9.6705,17.3511,3.9258,8.8218,5.6048,12.6453,20.634,7.9363,,,,,,,,8.323,12.4807,10.293,4.4053,6.7207,6.826,16.2843,18.5867,21.1282,9.7711,22.1712,6.8531,,,,,,,,,,,,,,,,16.0656,14.2533,13.3384,10.4544,5.41,17.8,13.7832,7.2843,12.3589,5.8546,9.3685,8.9511,15.4336,5.9421,5.5076,19.0332,6.5983,6.1223,8.6803,,19.2296,5.7496,,,9.8273,,,,,,,,1.4832,0.5812
2015/2/26,18.38,11.6943,15.9213,10.6591,7.3594,23.6721,7.8937,6.4436,7.25,16.7842,5.8508,14.3246,23.5282,9.31,12.8572,13.8453,8.0619,10.3636,9.0726,4.8395,3.2905,10.5899,21.4078,7.1376,9.2757,8.9095,32.5921,16.7211,9.6705,17.4618,3.9405,8.8152,5.6071,12.2186,20.7974,7.9363,,,,,,,,8.492,13.1114,10.1182,4.4053,6.7733,6.7488,15.8442,18.5867,20.4784,9.633,21.9373,6.863,,,,,,,,,,,,,,,,16.0723,14.2289,13.6055,10.5309,5.49,17.7607,13.8273,7.2843,12.354,5.8836,9.3456,8.9948,15.2858,5.8813,5.6742,18.8943,6.6972,6.1617,8.7486,,19.4029,6.3266,,,9.6028,,,,,,,,1.4742,0.5859
2015/2/27,18.72,11.6456,16.2132,10.703,7.3728,23.7302,7.8365,6.391,7.39,16.6647,5.8508,14.5495,23.3206,9.61,12.8671,13.8427,8.0408,10.4016,9.0962,4.8441,3.2905,10.6136,21.2956,7.144,9.2039,9.0075,32.6207,16.9059,9.6705,17.1153,3.9552,8.8283,5.6609,12.241,21.0699,7.9363,,,,,,,,8.5189,13.0063,10.4225,4.4053,6.8449,6.7616,15.7122,18.5867,20.6836,9.6354,21.6771,7.0284,,,,,,,,,,,,,,,,16.4197,14.4672,13.4373,10.4927,5.5,17.633,13.6782,7.4108,12.1597,5.9127,9.5747,8.9511,15.253,5.9178,5.6742,19.42,6.7201,6.1519,8.7584,,19.7557,6.9577,,,10.0994,,,,,,,,1.4758,0.5878
2015/3/2,19.5,12.0841,16.1715,10.4303,7.5137,23.9046,7.9892,6.4661,7.57,17.1725,5.8508,14.6035,25.0552,9.88,12.8373,13.7986,8.257,10.6031,9.2987,4.9558,3.353,10.6925,21.5481,7.3556,9.354,9.3016,32.7822,17.3053,9.6705,17.25,4.0289,8.7761,5.8851,12.506,20.9064,7.9363,,,,,,,,9.3533,14.3069,10.6102,4.4053,6.9548,6.9674,16.1376,18.5867,21.4428,9.9881,21.7586,7.1309,,,,,,,,,,,,,,,,16.56,14.3846,13.9815,10.684,5.64,17.6428,13.5562,7.4782,12.082,5.9224,9.7579,8.9137,15.5239,6.0697,5.7726,19.539,6.8418,6.2011,8.9927,,19.8212,7.653,,,10.2235,,,,,,,,1.4693,0.5925
2015/3/3,19.18,12.1036,16.1876,11.0536,7.4063,22.6766,7.9892,6.376,7.47,17.4711,5.8508,14.3965,24.351,10.34,12.7083,13.7701,8.1147,10.4548,9.1574,4.9279,3.3629,10.7871,21.2956,7.548,9.0537,9.0124,32.6397,17.1443,9.6705,17.1297,4.0804,9.0856,5.8127,12.4477,20.7339,7.9363,,,,,,,,9.7155,14.9441,10.4872,4.4053,6.8258,7.0446,15.9176,18.5867,21.8601,10.4295,21.735,7.0265,,,,,,,,,,,,,,,,17.0343,13.8934,13.9024,10.7222,5.9,18.0063,13.5901,7.4782,11.8536,5.874,10.405,9.0947,15.6388,5.8084,5.6931,19.3704,7.0473,6.1519,9.0123,,19.443,8.4173,,,10.1416,,,,,,,,1.4529,0.5934
2015/3/4,19.65,12.9417,16.6849,11.5113,7.7149,22.7929,8.3519,6.7064,7.83,18.606,5.8508,14.4415,24.4474,10.34,12.9168,14.364,8.3414,10.8578,9.4023,4.8627,3.4583,10.9054,22.1317,7.7789,9.2365,9.0909,33.0672,17.5795,9.6705,17.3607,4.1799,9.6394,6.3944,12.4611,22.8045,7.9363,,,,,,,,10.0214,16.4417,10.8239,4.4053,7.0217,7.2439,16.6755,18.5867,24.0488,10.3408,21.8847,7.387,,,,,,,,,,,,,,,,17.5286,14.2435,14.1596,10.7892,6.12,19.2244,14.1798,7.4782,12.014,6.0385,10.2733,9.8937,16.0083,6.0332,5.6666,19.5192,7.131,6.3979,9.3247,,19.8191,9.2606,,,10.5299,,,,,,,,1.484,0.6066
2015/3/5,19.23,12.9612,17.3266,11.0536,7.8223,22.8583,8.2374,6.7214,7.79,18.4069,5.8508,15.0624,25.6038,10.34,12.887,14.2577,8.3098,10.8236,9.6426,4.9791,3.5932,10.8384,22.9734,7.8045,9.5825,9.2428,33.4093,17.4602,9.6705,17.5244,4.3014,9.7306,6.4622,12.8385,24.0215,7.9363,,,,,,,,10.1663,16.6191,11.5554,4.4053,7.0599,7.1025,16.4799,18.5867,24.1104,10.3827,21.5747,7.253,,,,,,,,,,,,,,,,17.3415,14.4526,13.8925,10.8275,5.97,19.4012,14.5085,7.4782,12.0334,6.0191,10.2561,9.7564,16.0822,6.0393,5.7385,20.2036,6.9332,6.5653,9.1685,,19.667,10.1876,,,11.1558,,,,,,,,1.5077,0.6244
2015/3/6,18.75,12.4642,16.6849,11.1509,7.5674,22.6185,8.0083,6.6689,7.8,17.7698,5.8975,14.4955,24.5141,10.34,12.6288,14.0061,8.1516,10.4168,9.4447,4.9232,3.5208,10.4795,22.0532,7.6955,9.4258,9.0909,32.6587,17.0489,9.6705,16.7254,4.3014,9.4146,6.3968,12.5195,23.0588,7.9363,,,,,,,,9.6485,15.7652,11.3935,4.4053,6.9452,7.0928,15.9078,18.5867,22.4346,10.0251,20.9703,7.2294,,,,,,,,,,,,,,,,17.0409,14.3408,14.031,10.7031,6,18.9886,14.3458,7.4782,11.8779,6.0675,10.3134,9.5129,15.4254,6.1001,5.9127,20.1936,6.7429,6.4176,9.2075,,19.3247,11.2083,,,10.7491,,,,,,,,1.4889,0.6197
2015/3/9,19.07,12.815,16.8518,11.0682,7.6411,22.2625,7.8746,6.6914,7.87,17.8295,5.8508,14.6575,24.5586,10.34,12.5196,14.1591,8.2148,10.5005,9.327,4.8627,3.5636,10.5307,22.4291,7.9199,9.4911,8.8213,33.0577,17.2933,9.6705,16.9853,4.4929,9.2518,6.4201,12.5105,23.4312,7.9363,,,,,,,,9.6565,16.8162,11.4583,4.4053,7.0169,7.0703,16.2159,18.5867,23.4606,10.247,21.2304,7.2747,,,,,,,,,,,,,,,,17.2614,14.759,15.4361,10.9709,5.91,19.1753,14.417,7.4782,12.2229,6.232,10.2733,9.5566,16.6158,5.9907,5.9127,20.273,6.8114,6.4865,9.4516,,19.4303,10.5278,,,11.4674,,,,,,,,1.5445,0.6404
2015/3/10,19.31,12.5909,16.8389,11.3701,7.7485,22.2262,7.9701,6.8716,7.84,18.3173,5.9042,14.8464,25.1664,10.34,12.5196,14.2655,8.3414,10.5309,9.3364,4.9325,3.8071,10.6609,24.0172,7.8815,9.589,8.8948,33.2573,17.7643,9.6705,16.9468,4.6328,9.3495,6.4996,12.5824,24.0215,7.9363,,,,,,,,9.9195,17.8672,11.3159,4.4053,7.1363,7.1507,16.1865,18.5867,24.4865,10.4813,20.8888,7.2156,,,,,,,,,,,,,,,,17.1077,15.4398,16.1881,10.9614,6.06,19.3226,14.5864,7.2843,12.6164,6.203,10.5711,9.5379,16.7143,5.9482,6.136,20.7193,6.8875,6.5948,9.4907,,19.4494,10.4835,,,12.0115,,,,,,,,1.5494,0.646
2015/3/11,19.38,12.435,16.4379,10.8101,7.6814,22.2988,7.8651,6.759,7.66,17.5707,6.1174,14.5675,24.6846,10.34,12.6983,14.0061,8.257,10.432,9.1762,5.0675,3.6623,10.7082,24.2529,7.7724,9.3866,8.7821,33.7799,17.5795,9.6705,16.9661,4.6292,9.0335,6.3174,12.2141,23.2404,7.9363,,,,,,,,10.0939,16.9475,10.8886,4.4053,7.0503,7.0735,16.1034,18.5867,23.57,10.358,21.7507,7.0659,,,,,,,,,,,,,,,,16.6268,15.2015,16.1188,10.8466,5.96,18.9592,14.7796,7.1073,12.2617,6.0965,10.2218,9.4006,18.3151,5.7355,6.0944,20.392,6.7657,6.4668,9.2271,,19.2381,10.2616,,,11.6048,,,,,,,,1.6221,0.6376
2015/3/12,19.17,12.2693,16.5341,10.737,7.5808,22.6621,7.9987,6.5787,7.7,17.1227,6.1107,14.3516,24.2991,10.34,12.9565,14.1773,8.3308,10.4662,9.1244,5.4909,3.6261,10.8068,24.1855,7.6827,9.3214,8.7135,34.5496,17.4424,9.6705,16.7639,4.5113,9.0693,6.1655,12.0748,23.2495,7.9363,,,,,,,,9.9463,16.3761,10.8821,4.4053,6.9882,6.8549,16.5631,18.5867,23.4743,10.0645,21.7113,6.9969,,,,,,,,,,,,,,,,18.1498,15.4058,16.7026,10.8561,5.87,18.468,14.5661,7.1241,12.1548,6.0869,9.9011,9.4006,17.7979,5.7051,6.2003,20.3523,6.7201,6.4472,9.852,,19.1472,10.0101,,,11.5176,,,,,,,,1.618,0.662
2015/3/13,19.37,12.3765,16.6111,10.8393,7.7284,22.6912,8.0942,6.6764,7.79,17.2919,6.0974,14.6035,24.4918,10.34,13.0657,14.9943,8.3361,10.5271,9.5107,5.5328,3.6722,11.0908,25.0834,7.7789,9.4454,8.8066,34.3025,17.4662,9.6705,17.1778,4.677,9.1345,6.2706,12.6812,22.8681,7.9363,,,,,,,,9.7129,16.2907,11.1993,4.4053,7.0933,6.8549,17.678,18.5867,23.9394,10.0719,22.8938,7.2215,,,,,,,,,,,,,,,,18.1498,15.5565,16.7719,10.904,5.91,18.7234,14.522,7.1494,12.4998,6.1353,9.987,9.463,18.036,5.7416,6.1398,20.6499,6.819,6.5062,9.7739,,19.4219,10.1038,,,11.7791,,,,,,,,1.6237,0.6582
2015/3/16,20.69,12.6299,16.9833,11.3165,7.9095,23.3596,8.3328,6.8191,8.04,17.6702,6.1974,14.8824,25.1442,10.34,13.2245,16.4935,8.5365,10.816,9.6473,5.7469,3.7446,11.2012,25.1395,8.4586,9.6934,9.0565,35.0152,17.9133,9.6705,17.5484,4.9606,9.4668,6.4715,13.3281,22.9952,7.9363,,,,,,,,10.1019,17.9197,11.7043,4.4053,7.3417,6.8549,18.7196,18.5867,25.1363,10.4123,25.0644,7.8794,,,,,,,,,,,,,,,,18.1498,15.5176,17.1281,11.124,6.05,19.0771,14.5661,7.4782,12.5241,6.2998,10.3821,9.6565,18.9883,5.8267,6.2495,20.8582,6.956,6.7523,9.9203,,19.9775,10.3996,,,11.8953,,,,,,,,1.6728,0.6573
2015/3/17,21.58,13.2925,16.8774,11.6379,7.9967,23.8319,8.3519,6.8942,8.09,17.8594,6.264,15.2873,25.6557,10.34,13.165,16.5998,8.5418,10.9301,9.5955,5.7003,3.7084,11.3393,24.3483,8.4907,9.7326,9.1154,35.0722,17.8954,9.6705,17.4522,5.0048,9.5156,6.4482,13.5752,23.2858,7.9363,,,,,,,,10.1153,17.5847,11.6978,4.4053,7.4611,6.8549,19.4629,18.5867,24.8285,10.7575,24.9462,7.7218,,,,,,,,,,,,,,,,18.1498,15.5322,17.1479,11.2101,6.1,19.0574,14.3628,8.0178,12.4318,6.3675,10.7372,9.6502,19.1935,6.0029,6.4161,20.8978,7.0626,6.772,10.0961,,20.6705,10.9322,,,11.6285,,,,,,,,1.6425,0.6517
2015/3/18,21.42,13.6141,17.5673,11.8473,8.2181,24.2679,8.5905,6.9843,8.26,18.1978,6.3173,15.2873,25.9448,10.34,13.443,16.618,9.2008,11.3673,9.7745,5.705,3.682,11.221,24.6681,8.4586,10.0916,9.3506,35.2717,18.1279,9.6705,17.9864,4.909,9.7991,6.6678,13.674,23.5038,7.9363,,,,,,,,11.1269,17.5913,11.6978,4.4053,7.7382,6.8549,19.4434,18.5867,25.4715,10.7008,25.6872,7.9976,,,,,,,,,,,,,,,,18.1498,15.4641,17.1677,12.3291,6.71,19.3325,14.5729,8.0684,12.5532,6.4836,10.7715,9.7751,18.9883,6.0879,6.7265,21.0565,7.1691,6.9295,10.1644,,21.3719,10.947,,,11.4146,,,,,,,,1.6213,0.6517
2015/3/19,21.15,13.7798,17.6411,11.9349,8.1711,23.8973,8.5523,7.0894,8.47,18.0585,6.3973,15.3593,25.8706,10.34,13.1848,16.4961,9.0585,11.2228,9.9064,5.9888,3.8597,11.2407,24.1126,8.5677,10.294,9.576,35.1862,19.9401,9.6705,17.895,4.9459,9.7078,6.7005,15.0396,23.2404,7.9363,,,,,,,,11.4032,17.0132,11.413,4.4053,7.9961,6.8549,19.3016,18.5867,25.2663,10.7526,26.7252,7.8775,,,,,,,,,,,,,,,,18.1498,15.3328,18.2462,12.53,6.73,19.3325,14.3255,8.1105,12.9953,6.8223,10.9548,9.9249,18.6271,5.9968,6.7227,20.8582,7.5572,7.0869,10.3304,,20.9388,11.2231,,,11.4463,,,,,,,,1.6205,0.6507
2015/3/20,21.31,13.6141,17.5352,12.6702,8.3388,25.2124,8.6669,7.1195,8.47,18.0385,6.4039,15.6292,25.537,10.34,13.0458,16.4468,9.0585,11.4319,9.8734,6.0261,3.8433,11.5089,24.0789,8.6382,10.3919,10.1102,36.298,20.1607,9.6705,17.8998,4.9348,9.8707,6.9225,14.9318,23.4675,7.9363,,,,,,,,11.7413,17.0329,11.4389,4.4053,7.9579,6.8549,20.2209,18.5867,25.8408,11.6158,28.775,7.9385,,,,,,,,,,,,,,,,18.1498,15.9845,18.1572,12.5396,6.68,19.2244,14.9423,8.1274,12.9419,7.0836,10.9777,10.1621,18.5696,6.0758,6.9044,20.6003,7.4279,7.1165,10.3402,,21.2409,11.2231,,,11.3222,,,,,,,,1.6303,0.6526
2015/3/23,21.74,13.8968,18.2251,13.2399,8.52,25.6484,8.7432,7.3448,8.47,18.0983,6.5439,17.1949,27.2642,10.34,13.2841,16.2886,9.301,11.66,10.0571,6.1471,3.863,11.5444,24.8477,9.1833,10.6399,10.0661,37.7043,20.8641,9.6705,18.7373,4.9569,10.4148,7.0556,15.0531,23.6855,7.9363,,,,,,,,11.5669,16.849,11.2964,4.4053,7.977,7.4079,20.6855,18.5867,26.3675,11.7366,31.6525,8.1217,,,,,,,,,,,,,,,,18.1498,16.3395,18.2759,12.7883,6.75,19.4602,14.983,8.3466,13.1167,7.0933,11.0865,10.9111,19.2346,6.1426,7.4495,22.6633,7.5192,7.2641,10.6917,,22.2128,11.2576,,,11.2245,,,,,,,,1.6303,0.6451
2015/3/24,21.77,13.5557,18.1481,14.0044,8.3992,26.157,8.6192,7.5776,8.47,18.4567,6.3306,18.1306,26.7824,10.34,14.6145,16.7191,9.0954,11.3102,9.7556,6.1378,4.248,11.4655,25.1227,9.3436,10.3135,9.9632,37.0961,20.566,9.6705,18.5303,5.4541,11.0109,6.9084,14.9183,23.522,7.9363,,,,,,,,11.2315,16.4089,11.1929,4.4053,7.9053,8.1474,20.2454,18.5867,25.0269,11.4653,34.819,7.9129,,,,,,,,,,,,,,,,18.1498,17.9053,18.2462,12.6161,6.64,20.3443,14.8135,8.178,13.4519,7.1804,10.9949,11.0297,18.5696,6.0272,7.5441,23.2882,7.3974,7.5594,10.4378,,23.5797,10.9519,,,11.4146,,,,,,,,1.6172,0.6404
2015/3/25,23.95,13.5557,18.5812,13.9265,8.6139,25.9826,8.9246,7.9681,8.47,19.054,6.7571,18.6885,26.6119,10.34,15.7166,16.9007,9.4223,11.4091,9.8546,6.1796,4.3698,12.3569,24.8926,9.1384,10.8162,9.8456,37.8183,20.3276,9.6705,18.9731,5.3952,11.1445,6.9902,16.0638,24.1577,7.9363,,,,,,,,11.0893,16.8096,11.2964,4.4053,8.0486,8.1281,20.0106,18.5867,24.4455,11.5393,38.3009,8.6378,,,,,,,,,,,,,,,,18.1498,17.064,18.642,12.7787,6.89,20.5506,15.3151,8.9958,14.3264,7.3642,10.9319,10.9985,18.7009,6.1304,7.8545,22.9212,7.8084,7.7956,10.4378,,25.0966,11.0505,,,12.125,,,,,,,,1.6033,0.6404
2015/3/26,23.13,13.5557,18.5427,13.1474,8.4864,25.6847,8.7719,7.6827,8.47,18.7055,6.6305,17.7077,28.9173,10.34,15.1705,16.592,9.2747,11.2836,10.1749,6.0075,4.2546,12.345,24.2697,8.8755,10.6073,9.7279,37.0771,20.0474,9.6705,18.9683,5.4246,10.6232,7.0042,15.2777,23.522,7.9363,,,,,,,,10.9686,15.5418,11.3806,4.4053,7.891,7.7359,19.8053,18.5867,23.9941,11.4185,42.1343,8.429,,,,,,,,,,,,,,,,18.1498,16.7382,18.0187,12.7596,6.73,20.2853,15.3253,9.6871,14.1709,7.3836,11.2067,10.8425,19.0704,6.1244,7.5744,23.4865,7.6562,7.7366,10.0082,,23.6113,10.8779,,,11.8609,,,,,,,,1.6041,0.6385
2015/3/27,24.1,13.5557,18.6679,14.17,8.6474,25.9681,8.8005,8.2159,8.47,19.3825,6.7238,17.4108,28.7394,10.34,15.1904,16.0655,9.2852,11.8691,10.3256,6.2587,4.2776,12.5817,24.4661,9.1448,10.4506,10.5415,37.2197,20.2858,9.6705,19.6999,5.4983,10.6851,7.2425,15.2732,23.631,7.9363,,,,,,,,10.8666,15.9228,11.1346,4.4053,8.1203,7.8548,19.8786,18.5867,24.2677,11.3026,37.9196,8.8939,,,,,,,,,,,,,,,,18.1498,16.7479,18.4441,12.9222,6.64,20.1871,15.0745,10.6567,14.2001,7.761,11.4072,10.8799,18.9144,6.3431,7.5668,23.8039,7.8008,7.9827,10.1449,,23.8374,10.9568,,,12.5371,,,,,,,,1.6098,0.6451
2015/3/30,23.6,13.5557,19.1556,13.9119,8.6542,26.5566,8.8578,8.5313,8.47,18.596,6.8104,17.2938,28.9173,11.37,15.0911,16.2393,9.0216,11.7664,10.3539,6.4868,4.2875,12.6211,25.0609,10.0619,10.5877,10.7179,37.4952,20.6137,9.6705,19.9742,5.8555,10.7079,7.1865,16.0593,24.0941,7.9363,,,,,,,,10.9122,16.2053,11.1993,4.4053,8.0773,7.5848,21.7613,18.5867,23.5974,11.633,34.1256,8.5098,,,,,,,,,,,,,,,,18.1498,17.2197,18.1275,12.9891,6.66,20.7569,15.2981,11.719,15.2203,7.761,11.4988,10.855,19.0457,6.3249,7.3586,23.7841,7.991,7.9827,10.3011,,22.836,10.9815,,,12.3707,,,,,,,,1.6074,0.6517
2015/3/31,23.98,13.5557,19.1556,14.3112,8.5871,26.622,9.0678,8.4412,8.47,18.606,6.6905,17.5008,28.5466,11.55,14.9421,16.107,9.069,11.6866,11.3902,7.1336,4.3698,12.6527,24.9262,10.5941,10.8749,10.6836,36.2504,20.9237,9.6705,19.1608,5.734,11.0891,7.4575,16.0728,23.858,7.9363,,,,,,,,10.9068,16.5534,11.7949,4.4053,8.2015,7.6233,23.556,18.5867,24.3019,12.0967,34.8489,8.4093,,,,,,,,,,,,,,,,18.1498,17.4433,17.4744,13.4865,6.74,20.1085,15.6235,11.8876,16.1287,7.5771,12.4952,10.9361,19.8503,6.252,7.4495,23.3377,8.265,7.7366,10.6429,,22.929,11.0259,,,12.5714,,,,,,,,1.6262,0.6564
2015/4/1,25.2,13.9455,19.8936,15.7428,9.0835,27.1451,9.2491,8.5989,8.47,18.3969,6.8304,17.9237,28.8728,11.46,15.935,16.5012,9.0637,12.1238,12.0026,7.8455,4.4422,12.771,26.0205,10.8699,11.4624,11.4481,36.7731,21.1621,9.6705,19.2426,5.7671,11.1673,7.8219,16.4097,24.7026,7.9363,,,,,,,,11.5615,17.6898,11.9244,4.4053,8.512,7.7584,24.1966,18.5867,25.1021,13.3076,34.6254,8.5078,,,,,,,,,,,,,,,,18.1498,17.7157,18.0384,13.5821,6.96,21.5919,16.4267,13.0763,16.5222,7.6545,13.3198,11.8849,20.1786,6.3735,7.9037,23.5361,8.2802,7.8744,10.8381,,24.0783,11.9431,,,12.6189,,,,,,,,1.6417,0.6564
2015/4/2,25.84,13.887,19.9513,16.293,9.3116,26.8472,9.5641,8.9444,8.47,18.9245,7.0037,18.2476,29.11,11.38,16.481,16.509,9.2799,12.2075,11.9837,8.6319,4.6165,12.8499,25.9195,11.0687,11.6713,11.6637,37.5332,21.639,9.6705,19.1656,5.6935,11.3269,7.8523,16.3872,24.7934,7.9363,,,,,,,,11.9694,18.0314,13.1155,4.4053,8.6266,7.8066,23.6489,18.5867,24.8627,13.4309,34.244,8.7619,,,,,,,,,,,,,,,,18.1498,17.1856,18.7905,13.5152,7.36,21.4052,16.4165,13.0763,17.9651,7.7707,13.1877,12.0784,20.1786,6.3249,7.7296,23.665,8.714,8.0417,11.4142,,24.6445,11.7359,,,12.5106,,,,,,,,1.6303,0.6573
2015/4/3,25.86,14.0917,19.8615,16.3417,9.325,27.2614,9.9555,9.5302,8.47,19.0938,7.017,20.0742,29.2879,11.34,17.5732,16.701,9.2957,12.2645,11.9696,8.7204,4.6198,12.8775,26.4357,11.3509,12.0042,11.4677,37.9228,21.8954,9.6705,19.2571,5.7303,11.6527,7.8967,16.495,25.5926,7.9363,,,,,,,,12.9433,18.6948,14.4297,4.4053,8.6935,7.8998,25.3801,18.5867,24.7465,13.2188,33.9613,9.1756,,,,,,,,,,,,,,,,18.1498,16.7382,20.5419,13.5343,7.37,21.6017,16.525,13.0763,17.9214,7.7513,13.9921,12.4966,20.0801,6.3006,7.9454,24.1312,9.3381,8.0614,11.5119,,24.7163,11.7458,,,12.3601,,,,,,,,1.6188,0.6582
2015/4/7,25.96,14.7836,20.7406,16.7362,9.2579,27.7409,9.9555,9.5752,8.47,19.8404,7.1103,20.848,31.1115,11.47,18.1589,17.1367,9.5805,12.9184,12.516,8.7715,4.6231,13.0471,26.2281,11.0559,12.2718,11.5804,38.3599,22.1934,9.6705,19.8683,5.9402,11.8514,8.1887,16.495,26.0921,7.9363,,,,,,,,13.1472,19.4108,15.8733,4.4053,8.875,8.0349,25.8202,18.5867,25.3005,14.2151,35.7168,9.5617,,,,,,,,,,,,,,,,18.1498,16.9571,20.6705,13.7543,7.38,21.8669,16.6402,14.3831,17.7173,8.361,14.4116,12.5653,20.8025,6.6408,8.7403,24.032,9.3,8.6914,11.5119,,25.9353,12.091,,,13.1867,,,,,,,,1.6376,0.6554
