ÈÕÆÚ,000004.SZ,000153.SZ,000513.SZ,000566.SZ,000597.SZ,000623.SZ,000739.SZ,000756.SZ,000766.SZ,000788.SZ,000813.SZ,000908.SZ,000915.SZ,000931.SZ,000952.SZ,000963.SZ,002001.SZ,002019.SZ,002020.SZ,002099.SZ,002102.SZ,002262.SZ,002294.SZ,002332.SZ,002365.SZ,002370.SZ,002393.SZ,002399.SZ,002411.SZ,002422.SZ,002435.SZ,002437.SZ,002550.SZ,002626.SZ,002653.SZ,002675.SZ,002755.SZ,002773.SZ,002821.SZ,002898.SZ,002900.SZ,002923.SZ,002940.SZ,300006.SZ,300016.SZ,300086.SZ,300110.SZ,300158.SZ,300194.SZ,300199.SZ,300233.SZ,300254.SZ,300267.SZ,300363.SZ,300401.SZ,300434.SZ,300436.SZ,300452.SZ,300497.SZ,300558.SZ,300573.SZ,300583.SZ,300584.SZ,300630.SZ,300636.SZ,300702.SZ,300705.SZ,300723.SZ,300725.SZ,300765.SZ,600062.SH,600079.SH,600200.SH,600216.SH,600227.SH,600267.SH,600276.SH,600380.SH,600420.SH,600488.SH,600513.SH,600521.SH,600613.SH,600664.SH,600673.SH,600781.SH,600789.SH,600812.SH,600851.SH,603079.SH,603168.SH,603222.SH,603229.SH,603351.SH,603456.SH,603520.SH,603538.SH,603669.SH,603676.SH,603707.SH,603811.SH,688321.SH,900904.SH,900917.SH
2014/1/2,11.81,7.6208,12.9136,4.8757,4.7766,12.7469,4.7623,3.6977,5.41,12.9021,4.738,7.3962,22.6026,5.76,7.0988,12.4592,6.6118,8.4399,6.8917,3.1131,1.6387,9.214,19.4267,6.0598,5.8951,8.1229,36.97,12.0511,8.9839,14.8237,2.9813,5.535,4.1783,4.4092,19.0752,5.6632,,,,,,,,7.9355,5.6778,5.9524,3.3697,6.8979,4.4616,10.7046,10.7444,9.2049,5.2336,,,,,,,,,,,,,,,,,,14.8006,14.1485,11.329,9.8541,2.7395,14.7706,12.0033,4.0653,7.9235,4.0646,6.2033,8.3977,11.2058,3.6674,3.6272,14.7783,3.79,5.3054,6.8446,,,,,,,,,,,,,,0.979,0.508
2014/1/3,11.8,7.6208,13.012,4.8757,4.7028,12.4509,4.7256,3.7052,5.34,12.9319,4.698,7.5132,21.9971,5.62,6.9697,12.536,6.5296,9.2839,6.8308,3.1131,1.6288,9.0664,19.3003,6.188,5.8821,8.3137,35.7411,12.3621,9.2105,15.1139,2.9595,5.4453,4.1137,4.4451,20.0424,5.5295,,,,,,,,7.9756,5.7038,5.9609,3.4226,7.1539,4.7552,11.0127,10.7966,9.2049,5.2012,,,,,,,,,,,,,,,,,,14.2769,13.9354,11.1809,9.7506,2.6899,14.4196,11.9234,4.0067,7.7049,4.0068,6.1293,8.3303,11.1155,3.6314,3.6272,14.4708,3.7748,5.453,6.6201,,,,,,,,,,,,,,0.9716,0.5005
2014/1/6,12.3,7.6208,12.9549,4.8757,4.8973,12.1911,4.6816,3.7726,5.21,12.7131,4.5447,7.4232,21.4137,5.36,6.8108,12.3313,6.211,9.2839,6.7419,3.1131,1.563,8.991,18.8495,5.8162,5.9211,8.4312,34.3725,11.9455,8.9642,14.7567,2.8541,5.2033,3.8833,4.3566,19.523,5.3926,,,,,,,,7.676,5.5414,5.7904,3.5133,6.9358,4.7446,10.9296,10.061,9.2049,5.0419,,,,,,,,,,,,,,,,,,13.727,13.6544,10.8055,9.4494,2.6005,14.4098,11.5209,3.8562,7.5688,3.9394,5.9301,8.0059,10.7461,3.5231,3.5405,14.1038,3.752,5.0987,6.3955,,,,,,,,,,,,,,0.9545,0.4864
2014/1/7,12.23,7.6208,12.7961,4.8757,4.9107,12.1117,4.5715,3.7651,5.32,12.5738,4.5048,7.3332,21.8051,5.29,6.8009,12.2085,6.187,9.7895,6.8589,3.1131,1.563,8.6894,19.0639,5.8803,5.9732,8.6856,34.4935,11.9866,8.8361,15.4264,2.8614,5.3724,3.8545,4.3649,19.9081,5.5165,,,,,,,,7.7589,5.6063,6.0249,3.5737,7.1112,4.6914,11.6289,11.0671,9.2049,5.0484,,,,,,,,,,,,,,,,,,13.8317,13.8337,10.8648,9.4682,2.6005,14.4196,11.9111,3.8562,7.8069,3.9683,5.9529,7.9815,10.7625,3.5472,3.5556,14.084,3.7139,5.0888,6.3955,,,,,,,,,,,,,,0.9512,0.492
2014/1/8,12.23,7.6208,13.0247,4.8418,4.7497,12.2488,4.5862,3.7876,5.2,12.3848,4.4448,7.2703,22.4475,5.2,6.7413,12.9197,6.2349,9.8199,6.9198,3.1131,1.5729,9.0173,19.3333,5.8888,5.8691,8.622,34.689,12.1743,9.2597,15.9078,2.8795,5.3464,3.9317,4.3843,20.2305,5.673,,,,,,,,7.7696,5.8467,6.0334,3.6342,7.1065,4.7914,11.6875,11.3234,9.2049,5.117,,,,,,,,,,,,,,,,,,13.9823,14.0516,10.6376,9.4588,2.6104,14.0881,11.9204,3.8311,7.6903,3.9394,5.9756,7.9998,10.8035,3.5292,3.6536,14.0542,3.6378,5.0494,6.2393,,,,,,,,,,,,,,0.9447,0.4902
2014/1/9,12.14,7.6208,13.0184,4.6867,4.5082,12.1117,4.4688,3.6304,5.06,12.3848,4.3248,7.2613,22.8905,5.07,6.5031,12.8686,6.1459,9.3143,6.6483,3.1131,1.563,8.8894,19.3937,5.6581,5.6609,8.5633,33.7022,11.6991,9.2893,15.6017,2.8177,5.548,3.6897,4.2487,19.5767,5.4382,,,,,,,,8.2858,5.4569,5.8628,3.5397,6.6845,4.5914,11.443,10.8916,9.2049,4.959,,,,,,,,,,,,,,,,,,14.1263,13.9209,10.5092,9.4494,2.5608,13.6494,11.9542,3.7223,7.6514,3.8624,5.8277,8.0488,10.7707,3.451,3.5556,13.5186,3.5541,4.9313,6.21,,,,,,,,,,,,,,0.9422,0.4911
2014/1/10,11.32,7.6208,12.7517,4.4492,4.307,12.0323,4.0652,3.4657,5.02,11.9471,4.1716,7.2613,22.4475,4.92,6.4633,12.6895,6.0534,9.2839,6.6483,3.1131,1.4577,8.9025,19.2398,5.7606,5.4201,8.4654,33.0877,11.1476,9.3878,15.5316,2.7487,5.3009,3.6067,4.1076,18.7886,5.2589,,,,,,,,8.1681,5.3205,5.769,3.5095,6.5802,4.4063,11.5359,10.6685,9.2049,4.8903,,,,,,,,,,,,,,,,,,13.7597,13.7901,9.9462,9.44,2.5112,13.6884,11.5977,3.6972,7.6806,3.7949,5.6968,7.8713,10.4259,3.3849,3.5706,13.1021,3.4171,4.7345,5.9463,,,,,,,,,,,,,,0.925,0.4883
2014/1/13,11.31,7.6208,12.704,4.2408,4.3405,11.7869,3.9991,3.5031,4.93,11.7283,4.2182,7.2613,22.8831,4.89,6.4236,12.3108,5.9198,9.2231,6.4188,3.1131,1.4379,9.0173,18.7451,5.7948,5.4722,8.4654,33.3298,11.2532,9.4075,15.1234,2.7559,5.4128,3.6424,4.1353,19.12,5.3143,,,,,,,,8.1093,5.6193,5.8117,3.5133,6.7319,4.4318,11.9565,10.6685,9.2049,4.9616,,,,,,,,,,,,,,,,,,13.3604,13.3541,9.6104,9.3365,2.5112,13.8444,11.3918,3.6805,7.5834,3.7564,5.7935,7.7244,10.2207,3.3969,3.5103,13.1021,3.44,4.7443,5.8487,,,,,,,,,,,,,,0.9218,0.4855
2014/1/14,11.45,7.6208,13.1105,4.6673,4.374,11.9168,4.1532,3.5705,4.97,11.957,4.2582,7.2613,23.3262,5.08,6.513,12.5871,6.002,9.2801,6.564,3.1131,1.4708,9.5091,18.5307,5.8162,5.5503,8.4997,34.1956,11.3118,9.4075,15.235,2.8032,5.3334,3.813,4.2874,19.926,5.4284,,,,,,,,8.0933,5.7817,5.9993,3.6606,7.0164,4.6148,11.9223,10.8773,9.2049,5.2181,,,,,,,,,,,,,,,,,,13.583,13.8046,9.8968,9.3835,2.5707,14.2538,11.3119,3.7391,7.6223,3.8142,5.8903,7.8958,10.4587,3.445,3.5518,13.2508,3.4932,4.8034,5.9561,,,,,,,,,,,,,,0.9308,0.4911
2014/1/15,11.61,7.6208,13.6058,4.8854,4.4344,11.8446,4.2266,3.563,4.99,12.1858,4.3915,7.2613,23.6437,5.12,6.5626,12.7765,6.0294,10.0366,6.6763,3.1131,1.461,9.3976,18.6351,5.8034,5.5958,8.5633,34.2421,11.0478,9.7326,15.0405,2.8359,5.5298,3.8314,4.376,20.2663,5.4773,,,,,,,,8.2965,5.7427,6.059,3.6493,7.097,4.7126,12.1766,11.1383,9.2049,5.2297,,,,,,,,,,,,,,,,,,13.5437,13.5624,10.0845,9.3741,2.5707,14.3416,11.9603,3.7809,7.4474,3.8431,5.896,8.0916,10.5162,3.4209,3.5593,13.231,3.5084,4.7738,6.044,,,,,,,,,,,,,,0.9398,0.4864
2014/1/16,11.5,7.6208,13.4724,5.1035,4.4277,11.9385,4.2193,3.578,4.99,11.967,4.3981,7.2613,23.0825,5.12,6.6818,12.7918,5.9506,9.5614,6.6014,3.1131,1.4807,9.4698,18.3658,5.7264,5.5893,8.8324,34.2515,11.0889,9.6045,15.42,2.8396,5.3841,3.8256,4.3704,19.8812,5.435,,,,,,,,8.2537,5.9766,6.0291,3.604,7.1586,4.702,12.0788,10.8821,9.7083,5.2168,,,,,,,,,,,,,,,,,,13.6812,13.4365,9.9758,9.3741,2.5509,14.3318,11.696,3.7809,7.5251,3.8913,5.896,8.0365,10.508,3.4209,3.5593,13.4591,3.5161,4.764,5.9951,,,,,,,,,,,,,,0.9463,0.4873
2014/1/17,11.56,7.6208,13.4629,4.992,4.3002,11.7291,4.1606,3.5181,4.95,11.8078,4.2582,7.2613,22.8905,5.02,6.6818,12.5871,5.8581,9.1356,6.3252,3.1131,1.461,9.1812,18.0579,5.641,5.5177,8.7052,33.6929,11.0009,9.5947,14.9226,2.8141,5.3334,3.7888,4.3151,19.8096,5.2556,,,,,,,,7.7696,5.9311,6.1272,3.536,7.0401,4.7169,11.8929,10.678,10.341,5.1287,,,,,,,,,,,,,,,,,,13.3604,12.9473,10.1635,9.1671,2.5211,14.2636,11.4133,3.8562,7.3794,3.8238,5.7764,7.9509,10.3356,3.3728,3.4952,13.3103,3.4476,4.6164,5.9366,,,,,,,,,,,,,,0.9414,0.4836
2014/1/20,11.7,7.6208,13.2756,4.8902,4.4747,11.924,4.4027,3.5855,4.88,11.768,4.3048,7.6212,22.6764,5.07,6.8506,12.1983,5.9917,9.1622,6.3158,3.1131,1.4478,8.8894,17.5907,5.5128,5.5698,8.6318,33.2553,10.9187,9.1711,14.3582,2.7632,5.2827,3.7335,4.2681,19.1558,5.2654,,,,,,,,7.4567,5.6258,6.0377,3.3433,7.0638,4.6807,11.2474,10.3838,10.1981,5.1429,,,,,,,,,,,,,,,,,,13.3081,12.7196,10.3018,9.0824,2.5211,13.9809,11.2074,3.8478,7.3357,3.7949,6.1691,7.7734,10.0729,3.3909,3.5103,12.9037,3.7596,4.5475,5.9561,,,,,,,,,,,,,,0.9422,0.4855
2014/1/21,11.76,7.6208,12.8342,4.9242,4.4613,12.1045,4.4688,3.5855,4.97,11.967,4.2782,7.9991,22.8167,5.14,6.8307,12.0806,6.0671,9.0292,6.2831,3.1131,1.4676,8.7484,17.6951,5.4914,5.6414,8.4361,34.177,11.1124,9.3188,14.5686,2.7923,5.2684,3.7634,4.5115,19.5499,5.298,,,,,,,,7.5022,5.7817,6.1826,3.3924,7.0448,4.6999,11.3208,10.5878,10.2049,5.025,,,,,,,,,,,,,,,,,,13.3473,12.7584,10.2524,9.2047,2.5509,14.0101,11.2351,3.9314,7.3454,3.8238,6.209,7.8774,10.2042,3.4269,3.5178,13.0426,3.8129,4.5573,6.0342,,,,,,,,,,,,,,0.9471,0.4892
2014/1/22,11.92,7.6208,13.1454,5.1326,4.5283,12.4509,4.5275,3.6603,5.09,12.1659,4.3581,8.35,23.1121,5.25,6.8506,12.2801,6.139,9.3561,6.5312,3.1131,1.5005,9.0074,18.003,5.6324,5.739,8.5046,34.6239,11.2297,9.6833,14.9257,2.8905,5.4115,3.8545,4.5475,19.6573,5.3893,,,,,,,,7.8766,5.8597,6.2807,3.4377,7.0591,4.8786,11.5897,10.7634,10.3682,5.1805,,,,,,,,,,,,,,,,,,13.6026,13.1023,10.4104,9.3929,2.5906,14.8778,11.4778,4.0235,7.4863,3.9298,6.2545,8.0427,10.4998,3.4871,3.5857,13.2905,3.8129,4.6951,6.1904,,,,,,,,,,,,,,0.9626,0.4948
2014/1/23,11.97,7.6208,13.1359,5.2828,4.7095,12.3138,4.5935,3.6603,5.06,12.1361,4.3515,8.458,23.149,5.26,6.8406,12.0243,6.1322,9.3143,6.5172,3.1131,1.507,8.9189,17.992,5.6752,5.7259,8.3529,34.4097,11.2356,9.8902,14.9226,3.1813,5.3906,3.8936,4.5032,19.6573,5.4089,,,,,,,,7.8098,5.8792,6.3575,3.4491,7.1302,4.8786,11.7316,10.8204,10.409,5.1831,,,,,,,,,,,,,,,,,,13.8056,12.9182,10.3512,9.3835,2.5906,15.0046,11.0999,3.9816,7.3794,3.9298,6.2659,8.0549,10.7132,3.433,3.5669,13.2905,3.8433,4.6459,6.1318,,,,,,,,,,,,,,0.9667,0.4958
2014/1/24,12.18,7.6208,13.6407,5.5009,4.7363,12.4509,4.6962,3.7127,5.14,12.1958,4.4181,8.431,23.4886,5.79,7.0094,12.495,6.1185,9.3447,6.5874,3.1131,1.5268,8.955,18.921,5.7222,5.7845,8.4361,34.8938,11.2766,10.2744,14.9959,3.2649,5.7198,4.0066,4.7024,21.0006,5.523,,,,,,,,8.0585,5.9701,6.302,3.5095,7.206,4.9254,11.5408,11.0387,10.8717,5.4409,,,,,,,,,,,,,,,,,,13.8056,12.8407,10.5685,9.4588,2.6204,15.0728,11.2197,3.99,7.5591,3.9683,6.4082,8.2508,10.8446,3.445,3.6347,13.4889,3.8737,4.6459,6.2002,,,,,,,,,,,,,,0.961,0.4977
2014/1/27,12.3,7.6208,13.9868,5.4961,4.7296,12.1983,4.6009,3.7427,5.13,11.9173,4.3648,8.8539,23.5329,5.65,6.9399,11.6917,5.93,9.6945,6.7887,3.1131,1.5761,8.8697,18.3713,5.7222,5.7845,8.7199,34.8659,11.218,10.3532,14.4443,3.1777,5.9578,3.9616,4.6443,20.5797,5.5197,,,,,,,,8.0103,6.4313,6.3191,3.4642,6.9879,4.8148,12.157,11.0482,11.2595,5.4215,,,,,,,,,,,,,,,,,,13.1117,12.4241,10.4203,9.3177,2.6005,14.8778,11.0876,4.0987,7.6952,3.9683,6.2374,8.1345,11.5998,3.3969,3.6234,13.231,3.8966,4.6754,6.1123,,,,,,,,,,,,,,0.9855,0.493
2014/1/28,12.25,7.6208,14.6314,5.2683,4.8369,12.3643,4.7549,3.7576,5.09,11.9968,4.2915,8.8269,23.8062,5.58,7.0193,11.881,6.1287,10.2457,6.976,3.1131,1.5597,8.6074,17.6676,5.6367,5.752,8.7492,34.3259,11.2473,10.0576,14.5463,3.1704,5.8407,4.0019,4.6138,20.7409,5.5458,,,,,,,,8.1307,6.4378,6.2295,3.4302,6.7225,4.8446,12.0299,10.8773,11.1574,5.4487,,,,,,,,,,,,,,,,,,13.3343,12.2982,10.4499,9.4871,2.5906,15.0923,11.1644,4.0737,7.5931,3.9587,6.7155,8.2079,11.5834,3.3969,3.6385,13.2608,4.0792,4.7738,6.2295,,,,,,,,,,,,,,0.988,0.492
2014/1/29,12.28,7.6208,14.5774,5.3797,4.8504,12.4726,4.7256,3.7202,5.07,11.9372,4.4248,8.8089,23.7175,5.58,7.1385,12.1266,6.0705,10.5499,6.9573,3.1131,1.5663,8.8828,17.6292,5.6922,5.8496,8.7982,34.5959,11.4175,10.3827,14.473,3.1668,5.8589,4.0976,4.8075,20.7051,5.5393,,,,,,,,8.2912,6.8666,6.3319,3.5737,6.822,4.9743,12.4162,10.996,11.239,5.437,9.4879,,,,,,,,,,,,,,,,,13.0855,12.5355,10.4796,9.4494,2.5906,15.1995,11.4256,4.1573,7.5008,3.8913,6.613,8.1467,11.4685,3.4149,3.646,13.4194,3.9651,4.764,6.1807,,,,,,,,,,,,,,0.988,0.4902
2014/1/30,12.3,7.6208,14.8695,5.3943,4.7296,12.1261,4.7183,3.7352,5.03,11.9968,4.3981,8.8179,23.4813,5.56,7.1186,11.7992,5.9746,10.2457,7.1118,3.1131,1.5959,8.7713,17.4533,5.7478,5.7585,9.5126,33.6742,12.0452,10.1463,14.3167,3.0395,5.7887,4.078,4.8379,20.0961,5.4806,,,,,,,,8.7191,7.016,6.3404,3.6077,6.6561,5.2233,12.3624,10.4929,11.1302,5.4759,10.4381,,,,,,,,,,,,,,,,,12.9611,12.5743,10.0944,9.3741,2.531,14.9851,11.5147,4.082,7.53,3.8527,6.5675,7.9937,11.1237,3.3849,3.5782,13.3203,3.9499,4.764,6.1026,,,,,,,,,,,,,,0.9855,0.4836
2014/2/7,12.36,7.6208,14.3774,5.3797,4.8101,12.22,4.6375,3.84,5.06,12.0068,4.7447,8.8899,23.9981,5.62,7.1484,12.1317,6.0294,10.3788,7.0041,3.1131,1.6452,8.5812,17.5137,5.7478,5.8951,10.0607,34.3166,12.1215,10.5206,14.2211,3.1341,5.9448,4.0331,4.99,19.7379,5.6143,,,,,,,,8.9464,7.1135,6.5365,3.7324,6.8742,5.368,12.3233,10.6685,11.4772,5.6352,11.4826,,,,,,,,,,,,,,,,,13.1837,12.7293,10.7068,9.3741,2.5509,14.8583,11.3887,4.0737,7.8555,3.8624,6.4594,8.0855,11.2715,3.3849,3.6008,13.35,3.9346,4.764,6.2881,,,,,,,,,,,,,,0.988,0.493
2014/2/10,12.6,7.6208,15.549,5.5251,4.9309,12.6386,4.7549,3.8924,5.22,12.7827,4.7646,9.1598,23.9981,5.7,7.2278,12.7406,6.2795,11.0213,6.976,3.1131,1.665,8.8533,17.915,5.97,6.0383,10.0558,35.3873,12.1743,10.9541,14.7185,3.2068,5.9448,4.0907,5.2417,20.6782,5.7708,,,,,,,,9.1845,7.068,6.609,3.8419,7.1112,5.3169,12.3135,11.1288,12.6269,5.6857,12.6322,,,,,,,,,,,,,,,,,13.5306,13.0684,11.4969,9.6753,2.6303,15.687,11.6499,4.2242,7.8846,3.9972,6.6244,8.2814,11.6491,3.469,3.6875,13.8757,4.0031,4.8526,6.5322,,,,,,,,,,,,,,1.001,0.4977
2014/2/11,12.56,7.6208,15.711,5.37,4.8839,12.6747,4.8577,4.1169,5.21,12.6136,4.7513,9.5377,23.6289,5.71,7.208,13.0451,6.2692,10.873,6.9713,3.1131,1.6716,8.9845,17.8765,5.9444,6.1163,10.1243,35.4245,12.321,10.7767,14.8237,3.3013,5.8589,4.025,5.1311,20.0872,5.8947,,,,,,,,9.0775,6.7562,6.5579,3.8533,7.1491,5.5105,12.3135,10.9058,12.9263,5.6417,12.6322,,,,,,,,,,,,,,,,,13.4652,12.5888,11.4179,9.7694,2.6303,15.8333,11.7052,4.2326,8.0352,4.1128,6.4821,8.3059,11.8379,3.4871,3.876,13.8261,3.927,4.8526,6.5224,,,,,,,,,,,,,,1.001,0.4911
2014/2/12,12.93,7.6208,16.1618,5.1616,4.9979,12.7036,4.9311,4.0046,5.27,13.1209,4.7447,9.3847,23.7692,5.92,7.2378,12.692,6.4199,11.2912,6.9713,3.1131,1.7045,8.9845,17.9535,6.0256,6.1163,10.1047,36.039,12.4149,11.1708,14.98,3.3013,5.9604,4.0123,5.3026,20.0424,5.9012,,,,,,,,9.0615,6.8536,6.673,3.9968,7.3198,5.7275,12.2206,11.8265,13.4025,5.7,13.8947,,,,,,,,,,,,,,,,,13.6354,12.6615,11.5068,9.8259,2.6601,15.9795,11.6776,4.6592,8.3558,4.2862,6.596,8.5752,11.8379,3.5171,3.8496,13.8757,4.0336,4.9707,6.5517,,,,,,,,,,,,,,1.0035,0.4939
2014/2/13,13.2,7.6208,15.5586,5.2198,4.8571,12.5231,4.9311,3.9448,5.2,12.9319,4.7713,9.3398,23.5477,5.7,7.2477,12.2648,6.3685,11.2266,6.9292,3.1131,1.6716,8.6926,18.0854,6.1837,6.0708,9.9579,35.0707,11.9983,10.7472,14.6356,3.1559,5.9279,4.1252,5.0205,20.0334,5.8523,,,,,,,,8.8528,6.5678,6.4427,3.8684,7.0496,5.6467,12.0543,11.3899,12.9943,5.823,13.4773,,,,,,,,,,,,,,,,,13.4652,12.2159,11.171,9.6847,2.6402,15.4628,11.3887,4.8014,8.1761,4.3921,6.4082,8.5017,11.8215,3.4811,3.8346,13.6377,3.889,4.8427,6.6005,,,,,,,,,,,,,,1.0027,0.4948
2014/2/14,13.2,7.6208,16.7651,5.4185,4.9644,12.7036,4.9824,4.0271,5.32,13.0115,4.9646,9.5377,23.592,5.78,7.2477,12.9146,6.3548,11.8349,7.0837,3.1131,1.7374,8.8533,18.2888,6.2905,6.2985,10.2515,35.4804,12.1156,10.8359,14.862,3.2249,6.1009,4.1391,5.2722,19.7917,6.3576,,,,,,,,8.9919,6.8601,6.5451,4.2537,7.5853,6.0381,12.3135,11.9119,13.4161,6.0692,14.3828,,,,,,,,,,,,,,,,,13.6419,12.366,11.487,9.7977,2.6799,15.9308,11.7298,4.8265,8.2344,4.344,6.5334,8.6303,12.0349,3.5111,3.8496,13.8162,3.927,4.8821,6.7079,,,,,,,,,,,,,,1.0068,0.4958
2014/2/17,13.2,7.6208,16.5397,5.3943,5.0382,12.7902,5.0044,4.1618,5.34,13.2204,5.0112,9.7986,24.2861,5.77,7.2477,13.15,6.5398,12.6142,7.2054,3.1131,1.7407,8.8632,18.1954,6.3034,6.5783,10.5206,36.5324,12.8608,11.2003,15.5762,3.3304,6.3481,4.5528,5.3303,20.0066,6.4815,,,,,,,,9.2861,7.016,6.6772,4.6693,7.6611,6.4701,12.1277,12.1587,14.4842,6.4902,14.6952,,,,,,,,,,,,,,,,,13.8121,12.5355,11.6352,10.2871,2.6998,16.1258,11.7052,4.8265,8.2101,4.3343,6.6699,8.6853,12.0514,3.5472,3.9251,13.9352,4.0031,4.9215,6.7958,,,,,,,,,,,,,,1.0117,0.4958
2014/2/18,13.2,7.6208,16.8286,5.3361,5.1657,12.4726,5.0411,4.0795,5.29,13.4094,4.9379,9.7986,25.0319,5.87,7.2477,13.2011,6.6666,12.4318,7.2897,3.1131,1.7078,8.6894,17.849,6.3204,6.5198,10.3738,36.4021,12.9488,11.0427,15.3849,3.3158,6.2843,4.6899,5.546,20.5529,6.325,,,,,,,,9.0695,6.9511,6.8563,4.6088,7.7986,6.219,12.0054,12.04,14.7291,6.5511,14.1414,,,,,,,,,,,,,,,,,13.9561,12.4241,12.0204,10.9271,2.6601,16.272,11.2873,4.9687,8.1567,4.3825,6.7496,8.5201,12.3058,3.5472,3.7855,13.836,4.0183,5.0101,6.9227,,,,,,,,,,,,,,1.0117,0.4995
2014/2/19,13.2,7.6208,17.4637,5.782,5.3938,12.6242,5.5474,4.1843,5.38,13.5288,4.9446,10.2845,24.6922,6.11,7.2477,12.7023,6.646,12.888,7.3224,3.1131,1.6946,8.6992,17.7831,6.2307,6.5718,10.413,36.6162,12.673,10.8654,15.4295,3.3086,6.283,4.6403,5.8918,20.3558,6.3968,,,,,,,,9.0053,6.7432,6.7497,4.5257,7.7228,6.2637,13.0226,11.817,15.3006,6.818,14.1414,,,,,,,,,,,,,,,,,13.9627,12.7777,11.9809,10.9459,2.6899,16.2622,11.2566,4.9436,8.1129,4.3536,6.7325,8.8629,13.2089,3.5652,3.9552,14.0145,4.0792,5.0199,6.8837,,,,,,,,,,,,,,1.0231,0.5005
2014/2/20,13.2,7.6208,16.7969,5.9565,5.4072,12.4293,5.7382,4.1319,5.28,13.1806,4.9112,10.4915,23.9834,5.9,7.2477,12.3569,6.4576,11.5992,7.1118,3.1131,1.6847,8.6828,17.3708,6.0726,6.3896,9.9236,35.8435,12.7376,10.5502,15.0788,3.2904,6.1074,4.6518,5.7286,20.123,6.1261,,,,,,,,8.9866,6.5808,6.6389,4.6202,7.4051,5.9616,13.0226,12.0922,15.1033,6.7467,14.4563,,,,,,,,,,,,,,,,,13.943,12.5791,11.6648,10.6259,2.7792,15.9698,11.2351,4.6759,7.8798,4.3151,6.5675,8.6853,12.9298,3.5231,3.9816,13.7864,3.9422,4.9412,6.6884,,,,,,,,,,,,,,1.0133,0.4948
2014/2/21,13.07,7.6208,16.4032,5.9274,5.226,12.1333,5.6208,4.0121,5.21,13.1806,4.9312,10.0416,23.8726,5.91,7.2477,12.605,6.3994,11.4053,7.182,3.1131,1.6683,8.7812,17.5027,6.0683,6.4287,9.7622,35.9179,12.5087,10.1956,15.1681,3.2359,6.0567,4.8858,5.8226,19.7648,6.2989,,,,,,,,8.8475,6.6327,6.8691,4.5333,7.4905,6.1658,13.0226,12.2773,16.015,6.8724,14.6663,,,,,,,,,,,,,,,,,13.7467,12.4096,11.9414,10.4377,2.6998,15.9893,11.3979,4.5086,7.9381,4.1706,6.6415,8.5323,13.3566,3.4811,4.0269,13.717,3.8661,4.8329,6.7275,,,,,,,,,,,,,,1.0337,0.4958
2014/2/24,13.3,7.6208,16.7651,6.0243,5.4474,11.8807,5.863,4.4163,5.35,13.8869,4.7646,10.0776,23.1342,5.66,7.2477,12.7662,6.5193,10.2648,7.8983,3.1131,1.6913,8.6992,17.4697,6.4914,6.5848,9.8356,36.5045,12.3914,10.3532,15.7006,3.1886,6.0541,4.9895,6.3178,19.4872,6.3902,,,,,,,,8.9999,6.8211,6.9928,4.8884,8.0404,6.6126,13.0226,12.3627,17.6137,7.3815,16.1334,,,,,,,,,,,,,,,,,13.9627,12.0366,12.376,11.0118,2.67,15.7065,11.862,4.6174,7.8603,4.2187,6.926,8.4895,14.4403,3.469,4.1475,13.7864,3.9194,4.8624,6.7665,,,,,,,,,,,,,,1.055,0.4911
2014/2/25,14.63,7.6208,15.8443,5.6172,5.3132,11.5776,5.5401,4.5511,5.64,14.1256,4.5514,9.9516,22.5213,5.28,7.2477,12.1522,6.2418,10.2648,7.8421,3.1131,1.6617,8.6074,16.5188,6.1965,6.5913,9.2826,35.2662,12.937,9.8508,15.0533,3.1086,5.8667,4.5839,6.1822,18.3767,6.0316,,,,,,,,8.5533,7.042,6.5067,4.6202,7.3482,6.2339,13.0226,11.537,17.7974,7.0058,15.9313,,,,,,,,,,,,,,,,,13.4652,11.8381,11.8722,10.6353,2.5906,15.3068,11.5209,4.3999,7.7049,4.1032,6.4195,8.2263,14.5634,3.5292,4.1211,13.5781,3.7976,4.7345,6.3955,,,,,,,,,,,,,,1.0149,0.4883
2014/2/26,15.28,7.6208,15.8443,5.4912,5.4608,11.6714,5.9217,4.5286,5.7,14.434,4.5314,9.9516,22.9791,5.32,7.2477,12.2546,6.2349,9.915,8.2401,3.1131,1.7308,8.5418,16.6122,6.4059,6.7215,9.4001,35.1545,13.072,10.2645,14.6707,3.1959,5.7627,4.9296,6.6829,17.8304,6.1653,,,,,,,,8.2644,7.3473,6.5536,4.6466,7.5995,5.8956,13.0226,11.8265,17.9879,7.1068,17.5245,,,,,,,,,,,,,,,,,13.2492,11.8187,11.6451,10.7765,2.6402,15.2288,11.4563,4.3748,7.6854,4.1898,6.4025,8.1467,14.4157,3.6013,4.0608,13.3103,3.7596,4.7542,6.3271,,,,,,,,,,,,,,1.01,0.4845
